-0.0035328+0.0006811i,-0.0019195+0.0016301i,-0.0010928+0.0020851i,0.00098994+0.0024306i,0.001226+0.0030135i,0.0010058+0.0023013i,0.0014676+0.0015923i,0.00090661+0.0018188i,0.00045569+0.0017194i,0.00064532+0.00073978i,0.00052911-0.0010096i,0.00027055-0.0011266i,0.00020977-0.00059759i,0.00014083-0.00062661i,3.7418e-05+0.00037388i,-0.00017369+0.00011897i,-3.9812e-05-0.00029996i,0.0004183+0.00018345i,0.00053356-3.351e-05i,0.00032107-0.00059967i,0.00061014-0.00060131i,0.00045242+0.00014304i,0.00023171+0.00060627i
-0.0019587-0.001006i,-0.0021427-0.0001848i,-0.0026499+0.00027886i,-0.0016935+0.0010172i,-0.0010914+0.0028146i,-0.00077968+0.0024503i,-0.00027046-3.0943e-06i,-0.00032809-0.0014941i,-0.00067317-0.0011641i,-0.00088725-0.00096099i,-0.00033641-0.0006717i,0.00050614+2.3431e-05i,0.00045041+8.7931e-06i,0.00059137+4.8687e-05i,0.00033241-0.00020867i,-0.00013184-0.0006172i,0.00038761-0.00039959i,0.0010077-0.00025262i,0.0011613-0.00023241i,0.00073018-0.00025131i,0.00063239-8.4521e-05i,0.00067262-0.00014998i,0.00032738-1.0541e-05i
0.0027569-0.0011955i,0.0022819-0.0030376i,0.0015156-0.0043588i,0.00018725-0.0040305i,-0.0010042-0.0010803i,-0.0010823+0.0011258i,-0.00076532+0.00053842i,-0.00035069-0.00019697i,0.00014072-0.00078428i,0.00011727-0.00073136i,-0.00021445-0.00027625i,8.3899e-05-3.8513e-05i,-0.00046395+0.00023522i,-0.00072006-0.00013166i,0.00024532-0.00084891i,0.00095467-0.0012383i,0.0014379-0.00041736i,0.0011397+0.00046518i,0.00017889+0.00038081i,-0.00039765-0.0002495i,-0.00012744-0.00092987i,1.5267e-05-0.00064398i,-0.0002698-0.0005245i
0.00095557+0.0016972i,0.0020827+0.0019629i,0.0020068+0.00029857i,0.0013169-0.00064291i,0.00041453+0.0010173i,0.00074617+0.0011711i,0.00055229-0.0006837i,-0.00048578-0.0010593i,-0.00077106-0.00099716i,0.00031253-0.00069315i,0.00018136-0.00038122i,-0.00065837-0.00025948i,-0.00010907+0.00014839i,0.00031238-0.00013402i,8.4462e-05-0.00015432i,1.5433e-05+0.00027332i,0.00010901+0.00072024i,-0.0001649+0.00030763i,-0.0005085-0.00050714i,-0.00049923-0.00019442i,-0.00028863+0.00021585i,-0.00029317+0.00014884i,-0.0004168+6.1175e-05i
-0.0001672+0.0012119i,0.0019683+0.0017556i,0.0030081+0.0013337i,0.0031295+0.00043586i,0.0019023+0.0004318i,0.0017522+0.00018068i,0.0021549-0.00044737i,0.0016563-0.00092584i,0.0016534-0.0010621i,0.0013956-0.0011084i,0.0001228-0.0016877i,-0.00015047-0.0015767i,0.0002026-0.00063507i,2.1979e-05-0.00049166i,-0.00050674-0.00049746i,-0.00040254-0.00049493i,0.00013723-0.00035033i,0.00036504-7.0828e-05i,0.0010331+0.00028099i,0.00057193+0.00060603i,-0.00031885+0.00023119i,-4.0849e-05+0.00053889i,0.00045172+0.00045658i
0.002216-0.0016183i,0.0034184-0.0021565i,0.0034471-0.0032982i,0.0017958-0.0033776i,-9.4517e-05-0.0016267i,-0.00022052-0.00014564i,0.00016395-3.8682e-05i,-0.00011368-0.00053581i,-0.00011259-0.00096877i,-0.00029682-0.0011353i,-0.00046646+9.7946e-06i,-0.00031575+0.0010727i,0.00023944+0.00032558i,0.00071093-0.00018087i,0.0005922+5.3774e-05i,0.00081747-0.0001755i,0.0010752+4.497e-05i,0.00054988+0.00027842i,-0.00018913+0.00027086i,-0.00061133-0.00056147i,-0.0009196-0.0011099i,-0.00060867-0.00044008i,0.00010831-0.00011223i
-0.003061-0.0015778i,-0.0032692+0.00027206i,-0.0037134+0.0013599i,-0.0035774+0.0023668i,-0.0024433+0.0035833i,-0.00064467+0.0031413i,0.00044998+0.00081835i,0.00030714-0.0010098i,-0.00057974-0.0013589i,-0.0010198-0.00094765i,-6.3429e-05-0.00041388i,0.00055647-0.00055741i,-2.227e-05-0.00091551i,-0.00037247-0.00057283i,-0.00025387-0.00069913i,0.00085559-0.0012737i,0.0010835-0.00069462i,0.0011456+0.00021909i,0.0015004+0.00028225i,0.0011713+0.00067778i,-0.00018097+0.00064088i,-0.00055627+0.00028437i,0.00026819+2.7052e-05i
-0.00051492+0.0006778i,-6.2594e-05+0.00061385i,0.00050419+0.001183i,0.00079862+0.001131i,0.00044999+0.00097563i,0.00034516+0.00066901i,-0.00062195-0.00034855i,-0.0011178-0.0012783i,8.0825e-05-0.00070472i,0.0013004-0.00030213i,0.00089669+0.0004185i,-5.1052e-05+0.00053067i,-0.00049924-0.00025308i,-0.00044651-0.00031438i,-0.00073294-0.00055097i,-0.0011249-0.00056155i,-0.00092625-0.0011262i,-0.0010194-0.0017622i,-0.0005926-0.00095422i,0.00028372-1.9426e-05i,0.00029351+2.8544e-05i,-0.00041856-0.00016568i,-0.0010298-0.00024038i
-0.00054869+0.0015318i,0.00096359-0.0005647i,0.0025432-0.0019021i,0.0020594-0.0017616i,0.001882-0.00097064i,0.0025794-0.00034362i,0.0013819-0.00028794i,0.00018375+9.2286e-05i,0.00061673+0.00045496i,0.0014808+9.6201e-05i,0.0013359-0.00023508i,0.00066719-0.00047721i,0.00059925+0.00011917i,0.00037196+0.00013012i,0.00031407-1.6438e-06i,0.0002732+6.2832e-05i,0.00030193+5.2235e-06i,0.00021522+0.00019837i,-0.00015145+0.0003549i,-3.6203e-05-0.00042537i,3.1293e-05-0.00085892i,-0.00017042-0.00031519i,-0.00016757+8.0768e-06i
0.0017354-0.0015255i,0.0030212-0.0021078i,0.002719-0.002688i,0.00084892-0.002359i,0.00043665-0.00083659i,0.00073554-1.357e-05i,0.00071054+0.0003241i,0.00021529+8.172e-06i,0.00064553-0.0008985i,0.0012347-0.00095032i,0.0015097-0.00047581i,0.0013055+0.00016043i,-0.00010206-3.469e-05i,-0.00069194-0.00028645i,0.00016181+0.0003404i,0.00047608+0.001058i,0.00063635+0.0010082i,0.0004088+0.00066652i,-0.00025911+0.00095549i,-0.00012776+0.00063305i,0.00035247+1.9371e-05i,1.3221e-05+0.00016813i,6.3046e-05-4.4531e-05i
0.00047912+0.00049849i,0.00081992-0.00056438i,0.0015049-0.00093268i,0.00077869-0.0012427i,-0.00039647-0.00090582i,-0.00077359-0.00075264i,-0.00080843-0.001525i,-0.00027101-0.0022487i,0.00052581-0.0015756i,0.0011371-0.00079772i,0.00074271-0.00088707i,-8.5764e-05-0.00035799i,-0.00033612-0.00010661i,-1.7105e-05-0.00023556i,-0.00027943-0.00058548i,-0.0001624-0.0010375i,0.00015153-0.0012685i,-8.4348e-06-0.00084308i,4.6469e-05-0.00038153i,-3.0552e-05-0.00031173i,0.00024365-0.0006415i,0.00071747-0.00041693i,0.00036383-0.00022977i
-3.9046e-05-0.0013768i,0.00069141-0.00038427i,0.0019811-0.00016995i,0.001252-0.00015549i,-5.4849e-05+0.00060869i,0.00012904+0.001138i,0.00027295+5.8119e-05i,-0.00011865-0.0015607i,-0.00072023-0.0021572i,-0.0010966-0.0017444i,-0.0010196-0.00039988i,0.00020317-0.00026007i,0.0007828-0.00080552i,0.00047882-0.00080571i,0.00032203-0.0010411i,-0.00051313-0.0011049i,-0.00060548-0.0010961i,0.0001151-0.0010099i,-0.00021028-0.00050453i,-0.00076185-0.0003584i,-0.00067345-0.00065558i,7.696e-05-0.00039439i,0.00044091+0.00017826i
-0.00063525-0.0002433i,-0.00031755+0.00058951i,-0.00046516+0.0019689i,-7.378e-05+0.0025679i,-2.7267e-05+0.0025431i,0.00027689+0.0021791i,0.00028745+0.0008044i,-0.00075082-0.00040235i,-0.0013719-0.00029353i,-0.00088394+0.00011045i,0.00020492-6.4914e-05i,0.00030526-0.00066426i,0.00053029-0.0006437i,-0.00014129+0.00015966i,-0.00094534+0.00016295i,-0.00052025-0.00020781i,-8.7946e-05-0.00079547i,-0.0004288-0.0012082i,-0.0010905-0.00051306i,-8.8287e-05+0.00019084i,0.0003906+0.00058368i,-0.00017463+0.00056943i,0.00048099-0.00015405i
-0.00039216+0.00046097i,0.00026441+0.00053557i,0.00033212-5.8178e-05i,0.00079292-0.0009315i,0.0010917-4.0958e-05i,-4.0123e-05+0.0016349i,-0.00068574+0.0014026i,-0.00075268+0.0001608i,-0.000459-0.00041018i,0.00017018+7.0904e-05i,0.00048232-0.00055685i,0.00048653-0.00086878i,-0.00032547-0.00044063i,-0.00076677-0.00017602i,0.00034619+0.0006232i,0.00075675+0.00063483i,7.368e-05-6.0427e-05i,-0.00023321-0.00013431i,-0.00038423+0.00051261i,-0.00037155+0.00053782i,-0.00042019+7.8465e-06i,-1.175e-05+0.00012454i,0.00035541+0.00027251i
-3.5165e-05+0.00030223i,0.0010373-0.0015437i,0.0014091-0.0033863i,0.00051453-0.0031876i,-0.00028033-0.0012517i,0.00040839+0.00043551i,0.00071865+0.00010386i,0.0002623-0.00042716i,0.00012652-0.00082484i,-0.00019817-0.0014589i,-0.00054608-0.001247i,-0.00042324-0.00060766i,-0.00063062-0.00032318i,-0.00033785-0.00026575i,7.1138e-05-0.00015998i,0.00083804+0.00016708i,0.00092777+3.2703e-07i,-0.00035161-0.0007097i,-0.00031011-0.0010407i,0.00039574+0.00030108i,0.000156+0.0009208i,-9.7766e-05+0.00048203i,8.1687e-05+0.00028789i
0.0018732-0.00045825i,0.0034395-0.0023607i,0.0040596-0.0041798i,0.0029536-0.0043299i,0.0011822-0.0023145i,0.00046216-0.00055448i,0.00047288-0.001182i,0.00063656-0.0020641i,0.00069889-0.001561i,9.8749e-05-0.0011911i,0.00025795-0.00065472i,0.00024164-0.00085753i,7.9978e-05-0.00068082i,-0.00012126-0.00063074i,0.00020692-0.00086929i,0.00086113-0.0015697i,0.0012211-0.0016609i,0.00087263-0.00069067i,0.00064576-4.7042e-05i,0.00049561+0.00024491i,0.00014224+9.2287e-05i,0.0007975+1.057e-05i,0.00069551-0.0003583i
-0.0024523-0.00031553i,-0.00090845+0.00088987i,0.0005565+0.0030798i,0.00064363+0.0040497i,2.4065e-05+0.0034732i,0.0005356+0.0023863i,0.0011339+0.0003939i,0.00096047-0.0013287i,0.00024026-0.0015723i,-0.0002524-0.00075184i,0.00051944-0.00049005i,0.0013032-0.0006605i,0.00090633-0.00027303i,-9.9243e-05-0.00050165i,-0.00066104-0.0012472i,-0.00078599-0.0017646i,-0.00033787-0.0014541i,-0.00024814-0.0011571i,-0.00027289-0.0015015i,-0.00031877-0.00090138i,-0.00092019+0.00034153i,-0.00026901+0.00034077i,0.00099973+9.0728e-05i
-0.0027034-0.00015762i,-0.0026733+0.00014118i,-0.0011584+0.00080902i,0.00024951+0.0019595i,-0.00036635+0.0030066i,-0.00014605+0.0017732i,0.00024965+0.00050561i,-0.0010193-0.00062953i,-0.0017472-0.0010286i,-0.00092712+0.00023401i,-0.00056189+0.00057265i,-0.00097075+0.00014736i,-0.00098744-0.00031772i,-0.00091355-0.00017343i,-0.00059143-0.00014791i,-0.00047359-0.00016029i,-0.0011425+0.00040398i,-0.0010167+0.00032136i,-0.00013333+0.00010057i,0.00016822+8.075e-05i,-0.0002266+8.751e-05i,-7.1055e-05-1.3477e-05i,0.00066946-0.00053053i
-0.0022428-0.0026207i,-0.00050436-0.0023171i,0.00012177-0.0028068i,-0.00025499-0.0022639i,0.00027657+0.00011441i,0.0021862+0.0016621i,0.0024011+0.0012199i,0.0011662+0.00038414i,-0.00050276+2.8054e-05i,-0.0010588+0.00014835i,0.0005093+9.0157e-05i,0.0010804-0.00040258i,0.00029027-0.0012407i,0.00048945-0.0013123i,0.00025599-4.0386e-05i,-0.00016228+0.00097201i,0.00033934+0.0012018i,0.00023743+0.0017175i,-0.00021886+0.0019457i,5.0237e-05+0.00095812i,0.00020787+0.00016112i,0.00048063-5.1271e-05i,5.458e-05+6.3178e-05i
0.0020056+0.00011902i,0.0028926-0.00059113i,0.0027683-0.0026317i,0.0015766-0.003742i,-0.0001153-0.002783i,-2.7808e-05-0.00022698i,0.00080959+0.00062706i,0.00040127-0.00011854i,0.00062483-0.00038492i,0.0012766-0.00043825i,0.0013076-0.0008759i,0.00043517-0.00077277i,-0.00047845-0.00067735i,0.00060926-0.0010196i,0.0019836-0.00019202i,0.0019597+0.00051924i,0.001368+0.00053855i,0.0008926+0.00055568i,0.00079077+0.0010455i,0.00026828+0.0013249i,-6.0492e-05+0.0006206i,0.00014811-0.0004676i,0.00024998-0.0011163i
0.00016435-0.0023474i,9.3445e-05-0.00098895i,-0.00019581+0.00060417i,-0.00050975+0.0010971i,-0.00073981+0.0010906i,-0.00062759+0.0010762i,-0.00076854+5.4139e-05i,-0.00020416-0.0014684i,0.00055039-0.0015414i,0.00046972-0.00082751i,-2.3341e-06-0.00053546i,0.00033966-0.0010135i,0.00081806-0.0017772i,0.00049859-0.0013715i,0.00064283-0.00088771i,0.0004076-0.0016162i,-6.6562e-05-0.0016876i,-0.00011156-0.0002207i,0.00035417+4.1848e-05i,0.00035745-0.00086119i,7.3188e-05-0.00015206i,0.000307+0.00046301i,5.9928e-05+6.6358e-05i
0.0017768-0.00068792i,0.0014134-0.0009823i,0.00027403-0.00090548i,-0.00073967-0.00059442i,-0.00085728+0.00039044i,-0.0011968+0.0014185i,-0.0012886+0.00056808i,-0.00045617-0.00092278i,-7.9125e-05-0.0012428i,-0.00080546-0.0013305i,-0.00077501-0.0012171i,-0.00016596-0.00048991i,-0.00028644-0.00011721i,-0.00046513-0.00033085i,-0.00047617-0.00014603i,-0.00088072-3.1178e-05i,-0.00091992-0.00076114i,-0.00032937-0.00088526i,-8.6245e-05-0.00024901i,-0.00086913-0.00021629i,-0.0016251-0.00056728i,-0.00078366+0.00016745i,0.00032908+0.00095977i
-0.0010303-0.0010135i,-0.0010282-0.0018033i,-0.0018807-0.0030137i,-0.00093116-0.0016021i,0.00032954+0.0010843i,0.00055732+0.0025253i,-0.0004283+0.0018896i,-0.00076347+0.00064593i,-0.0013587+8.4098e-05i,-0.001488-0.00026414i,-0.00071979+0.00011233i,3.538e-05-3.5214e-05i,0.00032626-0.00069032i,0.00012504-0.001192i,-3.6567e-05-0.0011334i,0.00010195+2.0764e-05i,-0.00038462+0.00099283i,-0.0012002+0.00072768i,-0.00071207+0.00059142i,-6.8104e-05+0.0012029i,-0.00011308+0.0013859i,0.00018244+0.0011845i,-3.6752e-05+0.00082844i
0.00063061-0.0020916i,0.00070729-0.0023765i,0.00094512-0.002938i,0.00040969-0.0031099i,-0.0004652-0.0019099i,-5.8296e-05+0.00029379i,0.00075478+0.0011323i,0.00039054+0.0010398i,0.00015931+0.00096002i,0.00029662+0.00061585i,0.00031569+0.00049504i,0.0005502+0.00049734i,0.001089+0.0003563i,0.0015299+2.1744e-05i,0.0010089-0.00044349i,0.0009279-0.00022307i,0.0014143+0.00096143i,0.00040116+0.0015351i,-0.00066775+0.00098166i,-5.8037e-05+0.0004733i,0.00073496+0.00056355i,0.0011848-2.7901e-05i,0.00085901+6.0182e-07i
-5.6061e-05-0.0038989i,-0.00063685-0.004194i,-0.00073608-0.0033785i,-0.0013835-0.0029625i,-0.0018164-0.0011022i,-0.0012682+0.0010657i,0.00035137+0.00033949i,0.0012192-0.00095622i,0.0007998-0.00094714i,-0.00016796-0.00032891i,-0.00019809+0.00014676i,0.00030649-0.00036619i,0.00057337-0.0010395i,0.0010202-0.00081135i,0.0014319-0.00061859i,0.0018483-0.0010455i,0.0017308-0.0015171i,0.00093652-0.001568i,-2.0296e-06-0.00080548i,0.00012117-0.00034776i,0.00062147-0.00067287i,0.00022399-0.00019489i,-0.00067573+0.00021836i
0.0028206-0.0014259i,0.0027859-0.0032018i,0.0024974-0.0038861i,0.00057581-0.0027485i,-0.0016192-0.00093572i,-0.0014287-0.00077702i,0.00018088-0.0022698i,0.00058241-0.0032539i,0.0006498-0.0030203i,9.0571e-05-0.0019268i,-4.064e-05-0.00082693i,0.00013759-0.00099746i,-0.00012068-0.0012382i,-0.00049642-0.00063329i,-0.00096959-0.00074301i,-0.00022971-0.00081804i,0.00069072-0.00079749i,0.00086149-0.00092796i,0.0010111-0.00074945i,0.00079805-0.00083205i,0.00038855-0.00083162i,3.2185e-06-0.00036616i,-0.00045917+0.00011288i
-0.00020044+0.0014109i,0.0010885+0.0011595i,0.0029423+0.00063181i,0.0041499+0.00075107i,0.0024815+0.0014232i,-4.4769e-05+0.0015261i,-0.0011444+0.00078375i,-0.0011143-0.00073832i,-0.00088618-0.00169i,-0.00025335-0.001388i,0.00041735-0.00037698i,0.00010572-0.00019663i,-0.00021954-0.00028164i,-0.00056739+1.3528e-06i,-0.00055685-9.7662e-05i,-0.00079526+0.00020573i,-0.0011528+0.00037608i,-0.0013778+0.0010918i,-0.0015481+0.00058721i,-0.00061626-0.00036929i,-2.576e-06-0.00024789i,-6.9826e-05-0.00019954i,0.00028434+9.6179e-05i
-0.0030515-0.00022067i,-0.0015903+0.0012355i,-0.0016953+0.0026563i,-0.0020792+0.0039997i,-0.00098141+0.0040387i,0.0014143+0.0026467i,0.0011038+0.0010818i,-0.002129+0.0002802i,-0.003304+1.6717e-05i,-0.0019409+0.00027164i,-0.0014451+0.0006333i,-0.001289+0.00059963i,-0.00021712-0.00012047i,0.00050042-0.00072751i,0.00045515+0.00035345i,-0.00033392+0.00096718i,-0.00062499+0.0004118i,-0.00086633+0.00040646i,-0.0011773+0.001002i,-0.0002702+0.001091i,0.00051197+0.00047295i,0.00044438-0.00010879i,0.00031116-0.00038127i
0.00021139-0.00062081i,0.0017724-0.0015917i,0.0023246-0.0022203i,0.0016513-0.0012126i,0.0011243-0.00021612i,0.00025503-4.1245e-05i,-0.00012127+0.00023058i,0.00024056-0.00014149i,0.00079418-0.00029595i,0.0010515+0.00047537i,0.00028627+0.00052147i,3.4748e-05+7.5688e-05i,0.00066514+5.3033e-05i,0.00038513+3.2803e-05i,0.00078639+0.0005916i,0.0013954+0.00071682i,0.0018056+0.00027993i,0.0013529+0.00015956i,0.00055839+0.00064769i,0.00027364+0.00088876i,-1.5414e-05-0.00026514i,0.00036749-0.0006533i,0.00083976+0.00016783i
0.0028582+5.3716e-05i,0.004193-0.0019002i,0.0046555-0.0038405i,0.0024652-0.0043103i,0.0007416-0.0023572i,0.00083202+0.00036149i,0.001037+0.00029499i,0.00212-0.0010259i,0.0027897-0.0009772i,0.0021585-0.00050899i,0.0014569-4.8884e-05i,0.00027313+0.00021393i,-0.00066273+0.00024457i,-0.00069859-0.00055166i,0.00019705-0.001397i,0.00079884-0.0016844i,0.00083896-0.0013532i,9.9201e-05-0.00032839i,-0.00038705-1.8653e-05i,8.2567e-05-0.00058204i,0.00027221-0.00050909i,0.0011699+4.4019e-05i,0.0011335-0.00036039i
-0.00084392-0.0035222i,-0.0014037-0.0027385i,-0.0022574-0.0018073i,-0.0023254-0.00086614i,-0.0014208+0.00047736i,-0.00015135+0.0013173i,-0.00029651+0.00036254i,-0.00010328-0.001316i,0.00046871-0.0020899i,0.00071997-0.0013552i,0.0011399-8.9367e-05i,0.0010569+0.00013887i,0.0011892+0.00070752i,0.00061004+0.0010457i,0.00023073-0.00038935i,0.00022152-0.0022712i,-0.00054109-0.0022183i,-0.00085432-0.00027841i,-0.00072275+0.00045367i,-0.00033653+0.00015579i,0.00030167+0.00084409i,-5.146e-05+0.001164i,-0.00053146+0.0007499i
-0.00058893-4.9387e-05i,0.0006166+0.00083604i,0.0016187+0.002123i,0.0021749+0.0019822i,0.0013147+0.0016007i,-0.0003835+0.00076504i,-0.00082747-0.00087427i,-0.00092652-0.0020227i,-0.0012429-0.0020587i,-0.0014526-0.0012329i,-0.00083618-0.0015137i,0.00010324-0.0016179i,-0.00069099-0.00076961i,-0.0017775-0.00026014i,-0.0013455+0.00044451i,-0.00064996+0.00082289i,-0.00034953+0.00057235i,-0.00048899+0.00011275i,-0.00089086-0.00061504i,-0.00092706-0.00083943i,-0.00037867-0.00052171i,0.00040457-0.000134i,0.0004462+0.00030123i
-0.00016583-0.00063432i,0.00090434-0.00056126i,0.0007253-0.00085884i,0.00032028-0.0012792i,-0.00028727-0.00085611i,-0.00057649-5.1974e-05i,-0.0013095-0.00046071i,-0.0019725-0.0010391i,-0.0016535-0.001006i,-0.0010694-0.0013901i,-0.00036952-0.0014801i,1.5741e-05-0.00083102i,-0.00032238-0.00038775i,-0.00040077+0.00011958i,7.39e-05+0.00087183i,0.00014591+0.0012237i,8.3242e-05+0.0016345i,0.00017556+0.0018938i,0.00070332+0.0016289i,0.0010076+0.0010942i,0.00090708+0.00040817i,0.0008089+0.00024304i,0.00042252+0.00051193i
-8.7829e-05+0.0023706i,0.0010427+0.0015052i,0.0027055+0.0010048i,0.0036558+0.00034354i,0.0030856+0.00046669i,0.00092578+0.0016336i,-0.00024279+0.0016761i,-0.00026864+0.00079708i,-0.00014734+0.00060893i,-0.00025507+0.0010917i,-0.00039689+0.00067054i,-0.00070367-0.00080073i,-0.00061459-0.0012843i,-5.9139e-05-0.00076832i,0.0013961-0.0011383i,0.0022644-0.00055415i,0.0018055-0.00027589i,0.00073285-0.00043119i,0.00046147-4.0081e-05i,0.00039899+0.00072777i,-0.00030769+0.00079291i,0.00021853+0.00078567i,0.0002363+0.00083941i
0.00011744+0.00046271i,0.00043053+0.001254i,0.00099758+0.00099707i,0.0020059-0.00025587i,0.0022261-0.00060789i,0.0015835-0.00026492i,0.0010188+9.0405e-05i,0.0014119-0.00090298i,0.0018905-0.0012593i,0.0013997+0.00011677i,0.00050302+0.00069721i,-0.00010122+2.7839e-05i,-0.00021227-0.00054604i,7.4811e-05-0.0011951i,0.00061998-0.0013193i,0.00082895-0.00069112i,0.00071801-0.00098285i,0.00062559-0.00064894i,0.00016625-6.9479e-06i,-7.224e-06+0.00027132i,0.00020553+7.5137e-05i,-0.00023448+0.00051914i,-0.00071409+0.00078226i
0.0026777+0.00083222i,0.0025267-0.00064366i,0.002237-0.0019426i,0.0010633-0.0025383i,3.239e-05-0.001806i,-0.00056136+0.00015096i,-0.00035887+0.00061966i,0.00041109-0.00070379i,0.00045337-0.002324i,0.00034655-0.0024358i,0.00067663-0.0016628i,0.0003352-0.00056247i,-0.00020554+0.00034287i,-0.00094541+3.5944e-05i,-0.0016255-0.00083985i,-0.0013775-0.0013449i,-0.00085449-0.0011241i,-0.00071496-0.0010172i,-0.00051879-0.0011769i,-0.00064293-0.00096682i,-0.00069067-0.00088246i,-0.00029424-0.00065434i,-0.00030435-1.7475e-05i
0.00084241+0.00044338i,0.0022759-0.0003255i,0.0021962-0.0015034i,0.00052683-0.0023649i,-0.00041729-0.0016043i,-0.0005105-0.00040111i,-0.0010004-0.00058911i,-0.0010916-0.0016903i,-0.00069992-0.0021789i,0.00019312-0.0020815i,0.0013069-0.0017345i,0.0013878-0.0010069i,0.00084589-0.0010641i,0.00020553-0.0004539i,-0.00027231+0.00082079i,-0.0013128+0.0011261i,-0.0016069+0.0011397i,-0.0009351+0.0010486i,-0.00035382+0.00022675i,0.00013236-0.00056516i,-0.00017006-0.00044792i,-0.00032162+0.00035136i,0.00046051+0.00035514i
0.00068284+0.0010832i,0.0016068+0.00060587i,0.0028467+0.00021957i,0.0022405+0.00048943i,-0.00010232+0.001145i,-0.0012427+0.001156i,-0.0019097+0.00026399i,-0.0020022-0.00077552i,-0.0019953-0.00090153i,-0.0019065-0.000397i,-0.0007674-0.00047517i,0.00043036-0.0012226i,0.00054934-0.0013355i,-6.398e-05-0.00034433i,0.00025971+0.00058005i,0.0010701+0.0010029i,0.00077+0.00068421i,0.00045029-0.00049152i,0.00051336-0.00017653i,-3.6545e-05+0.00051372i,-0.00023471+0.00054199i,-9.4626e-05+0.00042262i,0.00019026+0.00042638i
0.001585+9.5071e-05i,0.0014854-0.00111i,0.0012727-0.0019262i,0.00024081-0.0017771i,-0.00062996-0.0013622i,-0.0017412+0.00026276i,-0.0017587-5.9838e-05i,-0.00027124-0.00076574i,0.00080992-0.00028507i,0.0010751-0.00020955i,0.00014943-0.00025004i,-0.00056932+2.4103e-05i,-0.00027271+0.00058157i,0.00052518+0.00051801i,0.0015141+0.00060824i,0.0016014+0.00012656i,0.00064944-0.00051833i,9.6277e-05-0.0011154i,0.00012458-0.00083094i,0.00013191+0.00020592i,0.00017697+0.00031898i,-1.1994e-05+0.00047838i,0.00017415+0.00023685i
0.0025231-0.00079876i,0.0023736-0.0021149i,0.0023683-0.0028084i,0.0010932-0.0022071i,-0.00066051-0.00069665i,-0.00066713+0.0011705i,0.00024707+0.0011567i,0.0012574-0.00026185i,0.00085154-0.00078672i,0.00029478-0.00039032i,-0.00028915+0.00029907i,-0.00048683-0.0003066i,-0.00034346-0.0011876i,-0.00028483-0.0016389i,0.00041463-0.0017071i,0.0010894-0.00095475i,0.00064969-0.00066139i,-0.0002537-0.0008604i,-0.00049859-0.00048679i,0.00027011-1.4002e-05i,0.0010328+8.5821e-05i,0.00030296+0.0001028i,-0.00033027-0.00020123i
0.0013814-0.00045193i,0.0013764-0.001592i,0.0012844-0.002109i,0.0012667-0.001885i,0.00053859-0.00071057i,4.5501e-05+0.0010352i,0.00022132+0.0010119i,0.00062841+0.00023215i,0.0014085-0.00066512i,0.0018472-0.0008451i,0.0017308-0.00028511i,0.0013921+0.00062502i,0.00046999+0.00025287i,-0.0005273-0.00041436i,-0.0010622-0.00044902i,-0.0011252+0.00015652i,-0.0013638+0.00056992i,-0.00073578+0.00079583i,0.00029982+0.0013742i,0.00066339+0.00094061i,0.0011463+2.1894e-05i,0.0013191-4.6064e-05i,0.00047701+0.00023009i
-0.00033264-0.0018993i,-0.0011207-0.0013079i,-0.0022345-0.00032617i,-0.00176+0.00038525i,-0.0015822+0.0021309i,-0.0017311+0.0029968i,-0.00031562+0.00046657i,0.0011448-0.0016403i,0.00037671-0.0016512i,-0.00042227-0.00075929i,0.00027388+0.00037817i,0.0010841+0.00014436i,0.0009924-0.00042776i,0.00083098-9.2446e-05i,0.00057379+0.00075228i,-0.00028151+0.0014688i,-0.00017539+0.0010883i,0.00058188-0.00015209i,0.00045426-0.00035607i,-0.00021518-0.00011867i,-0.00028602+0.00014179i,-0.00055318+0.00017879i,-0.00044647+0.00015377i
0.0014957-0.0020382i,0.0017151-0.0018861i,0.0011646-0.0025764i,-0.00041268-0.002162i,-0.0018691-6.9899e-05i,-0.00069919+0.0013756i,0.00049331+0.00065771i,6.4528e-05-0.0010963i,-0.00041567-0.0015109i,-0.00058223-0.001223i,-0.00071839-0.00075637i,-0.00037078+2.1806e-05i,0.00039016+0.00051995i,0.00078594+0.00053462i,0.0010312+0.00070198i,0.0010815+0.0010367i,0.00084114+0.00054125i,0.00065518-9.2751e-05i,-5.957e-05+4.3016e-05i,-0.0010928+0.00056757i,-0.001293+0.00063365i,-0.00038981+0.00057828i,-0.00022364-3.9035e-05i
-0.0026751+0.00047262i,0.00019219+0.0011672i,0.0017413+0.0011768i,0.002122+0.0014258i,0.0022774+0.0022038i,0.0021331+0.0016331i,0.00084249-0.00018171i,3.0668e-06-0.0011138i,-4.1422e-05-0.00086993i,0.00050976-4.9143e-05i,0.00066737-0.00018136i,0.00031254-0.0010255i,0.000362-0.0020514i,0.0008127-0.0020846i,0.0010686-0.0011488i,0.0013795-0.0011578i,0.0015158-0.0010238i,0.0010087-0.00011508i,0.00056013+0.00076241i,0.00055458+0.00057994i,0.00021086+0.00049425i,-0.0010258+0.00021859i,-0.0015657+0.00013212i
