-0.00070001-0.00017177i,0.0010472-0.0015136i,0.0003585-0.00028045i,-0.00072897+0.0017155i,-0.0010567+0.0035083i,-0.00023895+0.0037516i,7.9707e-05+0.0032224i,0.00054753+0.0023901i,0.0011047+0.0012564i,0.0013464+0.00041605i,0.0012038-8.8375e-05i,-8.9491e-06-0.00028758i,-0.00065039-0.00075232i,-0.00096353-0.0014656i,-0.00058877-0.0010796i,3.9812e-05-0.00039467i,-1.0398e-05-5.8628e-05i,0.00028132+0.00035394i,0.00072875+0.00057172i,0.00077407+0.00020471i,0.00059531-0.00031479i,0.00020761-0.00012829i,-0.00021038-6.5155e-06i
-0.000562-0.00051802i,-0.00085724-0.00098887i,-0.001469-0.0010592i,-0.0014468+0.0005657i,-0.0013279+0.0017704i,-0.0010807+0.0012635i,-1.6363e-05-4.7926e-05i,0.00092713-0.00027487i,0.00086446+3.6005e-05i,5.855e-05-0.00014544i,-0.00047978+0.00032956i,5.9585e-05-0.00012935i,0.00032561-0.00060038i,-7.6892e-06+0.00046566i,-0.00032488+0.0001256i,-0.00059594-0.00077553i,-0.00020355-0.00091313i,0.00042432-0.00052921i,-0.00021693-0.00047022i,-0.00019033-0.00031188i,0.00019348+3.2208e-05i,-0.00050813-0.00037459i,-0.0011225-0.00038969i
-0.00020972-1.5772e-05i,0.0002144-9.4668e-05i,0.00036476+0.00051827i,0.00016597+0.00067299i,0.00017903+0.00093116i,0.00058286+0.00023954i,0.00080107-0.00051838i,0.00082403-0.00040548i,0.00038243+7.1211e-05i,-0.00010088+0.000904i,0.00017928+0.001223i,0.00076229+0.00070437i,0.00044849+0.00018098i,0.00033372-0.00018789i,0.00088938-0.00072817i,0.00064996-0.00086919i,0.00018724-0.00069129i,0.00029507-0.00084301i,-6.5547e-05-0.00042394i,-0.0008607-0.00023989i,-0.00054073-0.00023428i,-0.00054633+2.4546e-05i,-0.00050729+0.00010554i
0.0003885+0.00081736i,-0.00069441+0.0013357i,-0.0010004+0.0010097i,-7.4278e-05-6.1644e-05i,-7.7038e-05-0.00043205i,0.00059432+5.8524e-05i,0.0012244-3.893e-05i,0.000955+3.2012e-05i,0.0012579+0.00012657i,0.0010529-8.184e-05i,9.5594e-05+2.2787e-05i,-0.00057271-0.00034161i,-0.0003321-0.00059869i,0.00029328+7.4955e-05i,0.00034046+0.00059779i,0.00011578+0.00044057i,0.00028373+0.0002722i,2.5625e-05-4.6894e-05i,-0.00062217+6.6545e-05i,-0.0008266+0.0003102i,-0.0009775+0.00058977i,-0.00070986+0.00020801i,-0.00025701-0.00054482i
-6.5675e-05-0.00070255i,-0.00079965-0.0008699i,-0.00048661+7.5324e-05i,-0.001009+0.001002i,-0.0011049+0.0013471i,0.00028335+0.00041984i,0.001204-0.00038923i,0.00089673-0.00015632i,0.0012208+0.0003213i,0.00086702+0.00029402i,-0.00018215+1.2188e-05i,-0.00038095+0.00066354i,0.00020191+0.00023477i,0.00039886-0.00069915i,0.00012263-0.00065285i,-0.00021235-0.00031141i,0.00011011-0.00052798i,0.00084994-0.0010577i,3.2145e-05-0.00080357i,4.6915e-05-0.0001489i,0.00056304+0.00015328i,0.00021903+0.00073033i,-0.00029056+0.001514i
-0.00037738+0.00085938i,-0.00028409+0.00013847i,-0.00076239+0.0014079i,-0.0012519+0.0031312i,-0.00079636+0.003497i,-1.968e-06+0.0024563i,0.0006982+0.00067347i,0.0012567-2.133e-05i,0.00094642+8.471e-05i,0.0015082-0.00019519i,0.0019363-0.00049618i,0.0011513-0.00037845i,0.00059195-0.00014368i,0.0010691+2.8848e-05i,0.00090179-0.00018383i,0.00054757-5.6592e-06i,0.00054758+0.00023279i,0.00029719+0.00011169i,0.00013737+0.00033965i,0.00043294+0.00031373i,0.00068475+0.00045758i,0.00053709+0.00064686i,1.6317e-05-0.00036087i
-0.00083617+0.00069778i,-0.00023811-0.00051121i,-0.00053925+0.00056685i,-0.00080647+0.0012162i,-0.0009629+0.00099004i,-0.00053663+0.00085145i,0.00057533+0.00063608i,0.0010527-1.0127e-05i,0.00083936+0.00020241i,0.00044279+0.00011825i,0.00024317-0.00026358i,5.7895e-05-0.00093867i,0.00030263-0.0011431i,0.00036455-0.00057167i,0.00065858+0.00015878i,0.0011592+0.00042152i,0.00028172+0.00050714i,-0.00044643+0.00030822i,0.00010251-0.00053629i,0.00041219-0.00098874i,0.00049714-0.00044271i,0.00010841+0.0003279i,-1.5501e-05+0.0010197i
0.00027264-9.9136e-05i,0.00017115+2.3401e-05i,-0.0010481-0.00078185i,-0.002165-0.00088384i,-0.0024919+0.00038206i,-0.0015475+0.00084844i,-0.00056484+0.00031225i,-0.00054318-0.00085408i,-0.00068904-0.00096631i,-0.00021084-0.001015i,-0.00031262-0.00079295i,-0.00053086+0.00016897i,-1.9284e-05+5.6019e-05i,0.00059409-0.00016847i,0.00057249+5.3717e-05i,0.00054699-3.6753e-05i,0.00103-9.1669e-05i,0.00034351+0.00013222i,-0.00030077-0.00020138i,3.5832e-05-0.00069334i,0.00024112-0.0003274i,-0.00033128-0.00019687i,-0.00048267-0.00049748i
0.0015616-0.00032653i,0.0015924-4.011e-05i,0.0010098+0.00033714i,0.00092069+0.00075014i,0.00047664+0.00063997i,-0.00038521+0.00047128i,-0.00023095+0.00010897i,7.2808e-05-1.8773e-05i,0.00013703+0.00039476i,-1.7704e-05+0.00049272i,-0.00035509+0.0010348i,-9.4705e-05+0.00087308i,0.00061984-0.00010329i,0.0011203-0.0001111i,0.00059858+0.00026133i,0.00053538-5.3431e-05i,0.00020951+0.0004752i,-0.00011705+0.00061077i,5.019e-05+0.00031457i,-0.00030935+0.00028529i,-0.00046999+0.00032424i,-5.6407e-05-0.00025727i,0.00079718-0.00051132i
0.00025398-0.00063265i,-0.00052682-0.00015123i,-0.00013537+0.00011403i,-0.00046361+0.001018i,-0.00076784+0.0013103i,-0.00061991+0.0016093i,-0.00018909+0.0015458i,0.00031795+0.00094105i,0.00060467+0.00057641i,0.00040615+6.8122e-05i,0.00052938-0.00051035i,0.00042975-0.00052219i,-1.3995e-05-0.00026091i,-0.00023342-3.3242e-05i,-0.00018403-4.9069e-06i,-0.00017002+5.0342e-05i,-0.00011642+5.4913e-05i,-0.00018026+0.00015095i,-5.4066e-05-9.1935e-05i,0.00025765+0.00011152i,0.00032281+0.00057092i,5.3719e-05+0.00044924i,-0.00057331+0.0010201i
0.0011482-0.001199i,0.00081521-0.00059809i,3.8221e-05+0.000502i,0.00014711+0.00061752i,-0.001071+0.00069967i,-0.0017407+0.0010418i,-0.00040896+0.0010544i,0.00044145+0.00051099i,0.001115-0.00074955i,0.0012998-0.0011025i,-5.5932e-05-0.00042725i,-0.0012434-3.204e-05i,-0.0011871-6.6142e-05i,-0.00016112+0.00016975i,0.00051857+0.00030194i,0.00044697+0.00058417i,-0.00017123+0.0011566i,-0.0009448+0.0012718i,-0.00090123+0.0011114i,-0.00061067+0.00095514i,-0.00025578+0.0002123i,1.8828e-05-0.00082499i,0.00039482-0.00097479i
-0.00030745-3.901e-05i,-3.9457e-06-0.00013235i,-0.00039683-0.0013468i,-0.0012796-0.0011756i,-0.0020104-7.255e-05i,-0.00073676+0.0012237i,0.0011395+0.0015007i,0.001557+0.00078474i,0.0012376+0.00050387i,0.0012582+0.00057847i,0.0010491+0.00032038i,0.00026756-0.00034915i,0.00012284-0.00016342i,0.00068242+9.8446e-05i,0.00038802-0.00022933i,-0.00046105-0.00039336i,-0.000607+0.00041415i,-0.00017613+0.00053445i,0.00019695-4.73e-05i,0.00047912-0.00024001i,0.00056835+0.00023971i,0.00041286-0.00010814i,-0.00010948-9.4722e-05i
0.00018108+0.00020172i,0.0003944-0.00025627i,-0.00067639+0.00197i,-0.0010088+0.0035508i,-0.00053471+0.002964i,9.4718e-05+0.0019412i,0.00073295+0.00078718i,0.0011405+0.00044167i,0.0011833+2.1976e-05i,0.00099339-0.00056246i,0.0003654-0.00084641i,-9.1612e-05-0.00054517i,-0.00078474-0.00044117i,-0.00085183-0.0006065i,-0.0005639+1.9123e-05i,-0.00026067+0.00034736i,0.00044879+0.00077392i,0.00041623+0.00069886i,-0.0002502+0.00017047i,-0.00052967+0.00022908i,-5.664e-05+0.00043505i,-4.8929e-05+0.00034842i,0.00014096-0.00054847i
0.00021572-0.00023158i,9.9017e-05+0.00037868i,0.00010569+5.2173e-05i,-0.00028184+0.0002922i,-0.0015794+0.000605i,-0.00098475+0.00044943i,0.00023738+0.00019523i,1.1919e-05-0.00022672i,-9.3594e-07+0.00025155i,9.1701e-05+0.00061959i,-0.00033538+7.6443e-06i,-0.00074121-6.595e-05i,-0.00016058-0.00022475i,0.00061121-0.00039601i,0.0002242-0.00021154i,0.00013237-0.00014596i,0.0007612+0.00024033i,0.00056106+0.00023662i,0.00019683+3.9539e-05i,0.00049561+0.00041171i,0.00057942+0.00041787i,0.00036299-4.1541e-06i,3.145e-06+0.0002954i
4.8729e-05-0.0010065i,-0.0014821-0.0012432i,-0.0023256-0.00038836i,-0.0025582+0.00093212i,-0.0016084+0.0014571i,-0.00056738+0.0012468i,8.4333e-05+0.00027015i,0.00084529-0.00032752i,0.0013472+0.00013146i,0.00061249-5.7968e-05i,-0.00023113-0.0011364i,0.00020926-0.001109i,0.00070245-0.00069718i,0.00048865-0.00072075i,0.00021192-7.8225e-05i,-0.00018195+0.00058929i,-0.00063763+9.0992e-05i,-0.00048743-3.8535e-05i,0.00019904-2.551e-05i,0.00052396-0.00038771i,-0.00010506-0.00021143i,-0.00081757-0.00050056i,-0.00056815-0.0010872i
0.0014549+0.00011648i,0.0015904-3.5427e-05i,0.0016059-0.00088119i,0.0010971-0.00022648i,-0.00031816+0.0011077i,-0.0011036+0.0011188i,-0.00033327+0.00036948i,0.00021152-0.00024443i,0.00039827+0.00010141i,0.000461+0.00090737i,-0.00013949+0.00099699i,-0.00033108+0.00098929i,-0.00032331+0.00081216i,-0.00013031+0.00025122i,-0.00025451-0.00024168i,-0.00036686-0.000267i,0.00031947+3.0497e-05i,0.00082842-0.00039962i,0.00099888-0.00054185i,0.00026089-0.00060315i,3.9398e-05-0.00052461i,0.00036383-0.00014034i,0.00066128-0.00010537i
-0.00031437+0.00014975i,-0.0010123+0.0010836i,-0.001654+0.0012814i,-0.0016185+0.0019654i,-0.0016531+0.0017637i,-0.0015175+0.0005698i,-0.00074766+0.00053193i,-7.2336e-05+0.00010116i,-2.0331e-06-0.00039135i,-0.00013354-0.00010531i,-0.000299-0.00052947i,-8.1537e-05-0.0010296i,0.00027889-0.00099485i,0.00067404-0.0013055i,0.0009095-0.0016026i,6.194e-05-0.0010648i,-0.0003015-0.00055659i,0.00027653+0.00019971i,0.0001096+0.00047131i,0.00029877+7.1937e-05i,0.00021016-0.00018647i,0.00012968-0.00039669i,0.00034608+4.4904e-05i
0.000136+0.00013315i,-0.00034204-0.00031581i,-0.00099536+4.8189e-05i,-0.00071356+0.00043911i,9.2177e-05+0.00078757i,-8.6161e-06+0.00084814i,-0.00027008+0.00060403i,0.00015428+0.00055549i,0.00066883+0.00081128i,0.00031011+0.00053064i,-0.00039369+5.2685e-05i,-0.00041394+4.5109e-07i,-0.00046436-0.00011749i,-0.00052532+0.00046946i,5.0886e-05+0.00049275i,0.00065069+0.00046364i,0.0005618+0.0006954i,0.00053371-0.0001203i,1.7667e-05-0.00071581i,-0.00069771-0.00086688i,-0.00020789-0.00090665i,0.00037016-0.00068037i,-6.5026e-05-9.028e-06i
0.0002263+0.00028844i,0.00046725-6.9595e-05i,0.00055087+0.00020759i,0.00043586+4.1995e-05i,0.00021686+0.00063437i,-0.00052997-0.00011048i,-0.00048542-0.00097098i,0.00026377-0.00022395i,0.0013272+0.00020568i,0.0015878+0.00060445i,0.00039015+0.0003061i,-0.00022996+0.00013132i,-0.00035026+0.00098202i,-5.8623e-05+0.0012763i,0.00015877+0.00062292i,-0.00038729+0.00016478i,-0.00018748+0.00052792i,-0.00010593+0.0009462i,-0.00054463+0.00034206i,-0.00058586+0.00018787i,-0.00053584+0.00052744i,-0.00054297-0.00033193i,-0.00049592-0.00093059i
0.00049942+0.00076823i,-0.00079134+0.00072275i,-0.00075796+0.00085043i,-0.0005324+0.0012258i,-0.00040608+0.00070965i,-0.00034687+0.00044053i,-0.00064401+0.0012857i,-0.00067616+0.00167i,0.00020442+0.0010601i,0.00057645+0.00011316i,-0.0010472-0.00038704i,-0.0015991-0.00065132i,-0.00051629-5.8959e-05i,0.00083055+0.00067371i,0.0014907+0.00034435i,0.0007039-0.00067408i,0.00057813-0.00070013i,0.0011324+5.727e-05i,0.00094678+4.9705e-05i,0.00036507-0.00017204i,0.00044847+0.00030224i,6.1607e-05+0.00019159i,-0.00016631-0.00076859i
-0.00092554-0.0012229i,-0.00077797-0.001812i,-0.0010484-0.0012467i,-0.00024182-0.00016436i,0.00011543+0.0006798i,-0.00011945+0.0010402i,0.00033406+0.00059543i,0.00048799+0.00021599i,-0.00038562-5.7441e-05i,-0.00056146+0.00026271i,7.1225e-05+0.00014843i,0.00073071-0.00013311i,0.00051665-0.00018944i,-0.00022407-0.00043889i,-0.00012563-0.00042243i,0.00053994-0.00018378i,0.00082242+0.00023322i,0.00085683+0.00046479i,0.0010104+0.00045086i,0.00048081+0.00074936i,-0.00049295+0.00095971i,-0.00055088-1.8885e-05i,0.00022755-0.00048746i
3.3897e-05+0.00042301i,-0.00054726+0.0007403i,-0.00074045+0.00084862i,-0.001304+0.0011908i,-0.0019448+0.0013056i,-0.0010179+0.0015966i,0.00022959+0.0011583i,0.00068793+0.00085782i,0.00079801-2.2317e-05i,0.0001529-0.00034151i,-0.00027349+6.6847e-06i,-0.00064279+0.00012979i,-0.00044858-5.6164e-05i,0.0002571+0.00026574i,0.00026656+0.00030207i,0.00080927-0.0001186i,0.00064209-5.0151e-05i,7.2755e-05-0.00037271i,0.00042399-0.00063966i,0.00052646-0.00035647i,-2.2447e-05-0.00055876i,-0.00013708-0.00060476i,-0.00014125+0.00039651i
-0.0010191-0.0003726i,-0.0013211-0.00093411i,1.3477e-05-0.00011418i,0.00078628+0.00091483i,0.00013823+0.0013077i,-0.00016109+0.00081507i,-0.00016118+0.00055573i,0.00040822+0.00098398i,0.00075616+0.00064571i,-2.149e-05+0.00023882i,-6.7283e-05+0.00017592i,0.00035868-0.00012785i,1.1391e-05-0.00031375i,0.00032833-0.000228i,0.00065675-6.3206e-05i,-6.4701e-05-0.00067274i,-0.00014442-0.00086262i,0.0006309-0.00019488i,0.0013615+0.00050874i,0.0012352+0.00038965i,0.00079532+6.7891e-05i,0.0004067+0.00067488i,-4.1127e-05+0.00066047i
-0.00016471-0.0018948i,-0.00024084-0.00079859i,-0.0017038-0.00065794i,-0.0026844-0.00020499i,-0.0027434+0.00083569i,-0.00066037+0.00094026i,0.0011999+0.00046207i,0.0016288+0.00029757i,0.00076705+0.00017689i,-0.0007064-0.00037178i,-0.0012177-0.0007226i,-0.00069923-0.00071532i,0.00011081-0.00052542i,0.00041588-0.00039219i,0.00050846-0.00056673i,0.00030456-0.00052988i,-0.00053879-0.00026231i,-0.00089512+0.00030394i,-0.00060284+0.00040945i,-0.00031951+0.00026641i,-0.00040511+0.00057059i,0.00010146+0.00069211i,0.00065881+0.00025572i
-0.002171+0.0005382i,-0.0025138-0.00041546i,-0.0013084+9.8739e-06i,0.0003619+0.0015069i,0.00047648+0.0027143i,0.00082828+0.0020168i,0.0013398+0.00058469i,0.0011643+0.00063774i,0.00066742+0.0014877i,0.00035511+0.0013489i,0.00051341+0.00072849i,0.00084044+0.00094095i,5.4778e-05+0.00094983i,-0.0010819+0.00045939i,-0.0012004+0.00051686i,-0.00042658+0.00036631i,0.00064876+0.00015918i,0.0012295+0.00030659i,0.0011196-0.00038893i,0.0009481-0.00088206i,0.0010158-5.6653e-05i,0.00090556+0.00010452i,0.00033863-0.0007986i
-0.00025955-0.00073154i,0.00015854-0.00055655i,-9.8382e-05+0.00080111i,-7.6568e-05+0.0019842i,0.00010143+0.002744i,-6.8028e-05+0.0020267i,-0.00030492+0.0006843i,0.00020521+0.00016009i,0.0013299-0.00031473i,0.0012357-0.0003437i,0.00020978-0.00058646i,0.00026439-0.00056382i,0.00056485-0.00054267i,0.00035597-0.00093209i,0.0005461-0.00098885i,0.0010203-0.0002847i,0.0002294+0.00026515i,-0.0011897+0.00063086i,-0.0011816+0.00051058i,-0.00051812+0.00010098i,-4.6656e-05+2.0216e-05i,0.00021789+0.00021242i,0.00048935+0.00023881i
-0.0014144+0.00078176i,-0.0023684+0.00078832i,-0.0029661+0.00040778i,-0.0020583-7.893e-05i,-0.001871+0.00061194i,-0.0017113+0.00094998i,-0.00098714+0.0010954i,-0.00017535+0.0010418i,0.00020153+0.00060441i,0.00049043+0.00040883i,0.0005126+0.00045441i,0.00027384-0.00013066i,-0.00019113-0.00094531i,-0.00057076-0.00059369i,-0.00076091+0.00036779i,-0.0011681+0.00062056i,-0.00071501+0.00060954i,0.00081667+0.00035595i,0.0012028-0.00034464i,0.00057834-0.0004246i,0.00015784-0.00095069i,0.00013764-0.00058583i,0.00042788+0.00092901i
-0.00073161+3.9276e-05i,-0.00048563-0.00068553i,-0.00018814+0.0011659i,-0.00015457+0.0022849i,0.000232+0.001477i,0.00053522+0.0003646i,0.00098339+9.4425e-05i,0.0011458+0.00073088i,0.0005436+0.00078088i,0.00015517+0.0004996i,0.00019206+0.0001838i,-7.937e-05+0.000249i,-0.0011218+0.00034938i,-0.00094487-4.3451e-07i,9.6226e-05+1.5095e-05i,0.00034052+0.00027428i,0.00042689+0.00013664i,5.3045e-05-1.0976e-05i,-0.00063428+0.00052288i,-0.00059585+0.00013615i,-0.00039636-0.00052475i,-0.00058631-0.00048343i,-0.00043965-7.7786e-05i
0.0012454+0.00061931i,0.0004077+0.00076141i,0.00045996+0.00021813i,-0.00054794-0.00056326i,-0.0021078-0.00069073i,-0.0019317-0.0003962i,-0.0003062-0.0010096i,0.00079443-0.0013021i,0.001079-0.00019068i,0.00068501+0.00015672i,0.00029994+0.00047246i,-0.00028043+0.00039509i,-0.00055237-6.0439e-05i,-0.00020737+0.00016466i,0.00039207+0.00057257i,0.00042789+0.0002747i,0.00037656-0.00078701i,0.00055146-0.00077661i,0.0001163-0.0003471i,9.7264e-05-0.00040045i,0.00035868+0.00013245i,0.00035444+0.00025469i,0.00051045+0.00040658i
-0.00016094+0.00027922i,-0.00018136+0.00052698i,-0.0012636+0.0013804i,-0.0014309+0.0021465i,-0.00041628+0.0023626i,0.00019722+0.0024649i,0.00047945+0.0019092i,0.00057917+0.0013312i,0.00023036-9.5606e-06i,-0.00014493-0.00049808i,-0.00010748+0.0006199i,0.00014521+0.00010934i,0.00033395-0.00091914i,4.5552e-05-0.0011238i,2.0868e-05-0.00078859i,-5.0853e-05+0.00023848i,0.00023581+0.00026925i,0.0010084-0.00029475i,0.001001-0.0010408i,0.00036839-0.00078292i,-0.00029598+0.00040888i,-0.00043694+0.0005216i,-0.0001503+2.6907e-05i
-0.00030294-0.00083019i,0.00011409-0.00054184i,0.00095698+0.00064476i,3.7075e-06+0.0014571i,-0.00089896+0.0017523i,-0.00075863+0.0015922i,-5.6987e-06+0.00059241i,0.00093476-0.00051497i,0.00049161-0.00086099i,-9.7679e-05-0.0010249i,0.00045147-0.00056924i,0.00036904+5.9213e-05i,0.00033116-0.00060666i,-0.00012845-0.00065663i,-0.00029321-0.00019641i,0.0002238-0.00027627i,0.00017971-0.00045229i,0.00032324-0.00021766i,-0.00019862-0.00037139i,-0.0006137-0.00075048i,-0.00015372+5.2815e-05i,0.00016586+0.00075884i,-0.0001282+0.00054698i
-0.00024311-0.0012419i,0.0004024-0.00011212i,0.00034661-0.00029455i,-0.001274-0.00045963i,-0.0024543-0.0011253i,-0.0021727-0.0010056i,-0.00094453-0.00031644i,0.00034443+0.000235i,0.00034087+0.0003581i,0.00012366+0.00075169i,-0.00021196+0.0010983i,-0.00019427+0.0010002i,-0.00027543+0.000484i,-0.00056777-0.00032295i,-0.0003478-0.00039226i,0.00012899+0.00064389i,0.00017767+0.0014946i,-0.00034627+0.00098604i,0.00010628-0.00024303i,0.00025746-0.00019289i,0.00021599-0.00013381i,-3.7036e-07-0.00034176i,2.6149e-05-0.00056713i
0.00043393-0.00027378i,-0.0012191+0.00049839i,-0.001629+0.00041292i,-0.00086522+0.00056784i,-0.00033129+0.0018524i,-0.00040826+0.0019567i,-0.00035757+0.0013731i,-0.00036165+0.0014085i,4.5644e-05+0.0011357i,0.0002792+0.00049222i,-0.00018616-0.00023229i,-0.00079845-0.00023339i,-0.00059168-2.7602e-06i,0.00020751-0.00023077i,0.00091776-0.00049091i,0.0010999-7.9088e-05i,0.00074757+0.0008463i,8.2729e-06+0.00067461i,-0.00026202+0.00046694i,-0.00047348+0.00011773i,-0.00028852-0.00023837i,4.5897e-05-3.4025e-05i,-0.00014318+0.00015423i
0.00014412+0.00038282i,-0.00073541-0.0013986i,0.00061048-0.0010925i,0.00098439-0.00056688i,0.00058424-0.00073986i,-0.00020552-0.00060367i,-0.00080332-0.00025832i,-0.00071672+7.2086e-05i,0.00012047+0.00076545i,0.001196-4.5111e-05i,0.00052991-0.0013669i,-0.00039623-0.0010557i,-0.0012567+0.00014064i,-0.0012587+0.00052251i,0.00037786+0.00032823i,0.00039409+0.0002304i,-0.00063484-7.4941e-05i,-0.00017398-2.7693e-05i,6.6642e-05-0.00034583i,-0.00039016-0.00014508i,-0.00022439+0.00090395i,-1.1913e-05+0.0013043i,0.00028144+0.0010822i
-0.00029495+0.0012913i,0.00053764+0.0020051i,0.0015395+0.0025942i,0.0015577+0.0026816i,0.00053803+0.001799i,-0.00036813+0.0016959i,-0.0001542+0.001866i,0.00037342+0.0010421i,0.00016121+0.00048216i,0.00030555+0.00025696i,0.00076306+0.00033072i,0.00075199+0.00037425i,0.00057717-8.7687e-05i,4.4352e-05-0.00041847i,-0.00011002-7.1614e-05i,0.0001516+1.4813e-05i,0.00062929+0.00013444i,0.00077497-3.4443e-05i,0.00028879-0.00016897i,7.0528e-05+0.00010592i,-0.00016679-0.00016236i,-0.00038434+8.9306e-05i,0.00017955+0.00026718i
-0.0015539-0.0016489i,-0.0016839-0.0027855i,-0.002802-0.0021604i,-0.0023823-0.00089495i,-0.0020954-0.00012461i,-0.00090554+0.00099312i,0.00076152+0.00079316i,0.00094229-0.00035235i,0.00095965-0.00061966i,0.00016613-0.00080036i,-0.00037261-0.0010239i,0.00037399-0.0011936i,0.0006313-0.00080993i,0.00032955-0.00022199i,0.00054526+0.00039276i,0.00029371+0.00089462i,-0.00052793+0.0012532i,-0.00028544+0.0011988i,-7.2525e-05+0.00039924i,-0.00023937-0.0003207i,0.00015985-0.00075067i,0.00016791-0.00048209i,-0.00060172+0.00026014i
0.0010113-0.0014276i,0.0024475-0.00015647i,0.0020448-2.4615e-05i,0.00010189+0.00087392i,-0.0014836+0.002414i,-0.0010342+0.0019387i,-1.0894e-05+0.00074146i,0.00063622-0.00024564i,0.00093247-0.00044098i,0.00060883-0.00015088i,-0.00026664-0.00012858i,-0.00098418-0.00043818i,-0.0010246-0.00034986i,-0.00086297+0.00033837i,-0.00070957-0.00023332i,-0.00049496-0.00052994i,-0.00017507+0.00028266i,0.00022443-4.8022e-05i,0.00026156-0.00038646i,-0.00052908-0.00076712i,-0.0012137-0.00090144i,-0.00080919-0.00081837i,0.00049598-0.0011851i
-0.0014828+3.0557e-05i,-0.0017525+0.00030974i,-0.0026641+0.00012608i,-0.0030221+0.00063513i,-0.002142+0.0011402i,-0.00075025+0.00033983i,0.00076663-0.00076297i,0.0010406-0.0011255i,0.00048024-7.1568e-05i,-0.00016091+0.00058576i,8.3303e-05-0.00014146i,0.00064944-0.00068236i,6.109e-05-0.00087126i,-0.0007355-0.0012441i,-0.00040017-0.00094021i,-0.00010966-9.633e-05i,-0.00024547+0.00036129i,-0.00042652+0.00032226i,-0.00011609+0.00038591i,0.00059057+0.00034803i,0.00017912+7.0548e-05i,0.00047213-0.00034457i,0.0010771-0.00026421i
-6.8077e-05+0.00016695i,0.00074621-0.00028021i,0.00087808-0.00010186i,0.0010359+0.0002774i,0.00096938+0.00064897i,1.4314e-05+0.00022406i,-0.00039901-0.00067705i,-0.00021268-0.0001874i,-0.00028007+0.00030499i,0.0002616-4.4075e-05i,0.00064486-0.00013984i,0.00075684-0.00059231i,5.6921e-05-0.00051974i,-0.0010628+0.00024857i,-0.0015012+0.00069796i,-0.00096327+0.00060844i,-0.00026586+0.00036854i,-5.7034e-05+0.00092231i,-0.00019389+0.00080566i,-0.00015538-0.00028037i,-6.094e-06-0.00074459i,-0.00027188-0.00036188i,-0.00054022+0.00033584i
0.0011181-0.00051231i,0.001084-0.00014248i,0.0005332+0.00077675i,-0.00042723+0.00062975i,-0.00070666+0.0001448i,4.4157e-05-4.0512e-05i,0.00059691+0.00034624i,0.00070381+0.00084376i,0.00032195+0.0008139i,0.00020207+0.00057681i,0.00043227+0.00019728i,0.00044314+0.0001401i,0.00058111-0.00015687i,0.00040882-0.00055719i,0.0011112-0.00058686i,0.00096977-0.00028668i,0.00023989-3.6016e-05i,0.00045749+0.00043503i,0.00074112+0.00019188i,0.0009361-0.00019405i,0.00060758-0.00025155i,0.00032248-8.9221e-05i,0.00015719-0.00046284i
-0.0019926+0.00096857i,-0.00088593+0.00038143i,-0.00034349+0.00095181i,0.00040699+0.002018i,0.0011363+0.0016815i,0.00087769+0.00081115i,0.00061415+0.00073692i,0.00058729+0.00043442i,0.0004194-0.00013327i,1.7395e-05-0.00063702i,1.2587e-05-0.0011017i,3.2545e-06-0.00072452i,-0.00025709-0.0013029i,-0.00026738-0.0010994i,-0.00070443+0.00010653i,-0.00011528+0.00034183i,0.0006235+9.816e-05i,0.00074178-0.00011444i,0.00058945-0.00030029i,8.7306e-06-0.00030573i,-0.00028198-0.00028959i,-0.00017321-9.5038e-05i,-0.00030749+0.00026226i
-0.0017349+0.00046044i,-0.0010345-0.00030654i,-0.00085021-0.00057076i,-0.0013551-0.00016335i,-0.00044779-3.4351e-05i,0.00066862-0.00012225i,-0.00041932-0.0001745i,-0.00041088-0.00034198i,0.00041881+3.7696e-05i,0.00039113+0.00083417i,0.0003573+0.0012593i,-3.479e-05+0.00055904i,-0.00017167-0.00091975i,-0.00012744-0.0014906i,0.00018964-0.00090418i,-9.7646e-05-0.00056593i,-0.00022238-8.7437e-05i,0.00030871+4.6352e-05i,0.00070968-0.0006314i,0.00064266-0.00079375i,0.00085874-0.00053603i,0.00081086+0.00019077i,-1.9339e-05+0.00080705i
0.00052955-0.0010754i,0.00092176+0.00043431i,0.00069042+2.0816e-05i,-0.0011049+0.00010627i,-0.0026198+0.0013422i,-0.001728+0.0025919i,-0.0010295+0.0018326i,-0.00076926+0.00078486i,-0.00079978+0.0010261i,-0.0011057+0.00080176i,-0.00075474+0.00011979i,-0.00021592+0.00024809i,-0.00021821+0.00026152i,-0.00031003-0.00024583i,-6.0846e-05-0.00049432i,-0.00021734-0.0003934i,-0.00056706-0.00041485i,-0.00014437-0.00031931i,0.00092574+0.00010733i,0.0010176+0.00031594i,0.00011965-0.0001785i,-0.00027398-0.00028554i,-0.00048448-6.8407e-05i
