-0.00070001-0.00017177i,0.0010472-0.0015136i,0.0003585-0.00028045i,-0.00072897+0.0017155i,-0.0010567+0.0035083i,-0.00023895+0.0037516i,7.9707e-05+0.0032224i,0.00054753+0.0023901i,0.0011047+0.0012564i,0.0013464+0.00041605i,0.0012038-8.8375e-05i,-8.9491e-06-0.00028758i,-0.00065039-0.00075232i,-0.00096353-0.0014656i,-0.00058877-0.0010796i,3.9812e-05-0.00039467i,-1.0398e-05-5.8628e-05i,0.00028132+0.00035394i,0.00072875+0.00057172i,0.00077407+0.00020471i,0.00059531-0.00031479i,0.00020761-0.00012829i,-0.00021038-6.5155e-06i
0.00077668-0.0010792i,0.0005844-0.0012562i,-7.9127e-05-0.0022629i,-0.00087983-0.0012929i,-0.0012388+0.0007727i,-0.0012458+0.0014208i,-0.00054728+0.0013628i,9.1893e-05+0.00067081i,0.00033622+5.0368e-05i,0.00033693+2.57e-05i,-7.0805e-05-0.00058628i,-0.00035471-0.0013242i,0.0001108-0.00084736i,0.001016-1.4182e-05i,0.0009268+0.00060902i,0.00036682+0.0013131i,0.00012525+0.0012393i,-7.0133e-05+0.0011552i,-0.00018084+0.0016942i,-0.00042716+0.00096172i,-0.00030533+4.0301e-05i,4.6607e-05+0.00017966i,0.00040002-0.00043817i
-0.0013565-0.002022i,4.0108e-05-0.0020497i,-0.00066359-0.00020757i,-0.00018365+0.00064037i,0.0006466+0.0010482i,0.0018877+0.0013453i,0.0017587+0.00070749i,0.00096909-2.488e-05i,0.00085373-7.3392e-05i,0.00088291+0.0013027i,0.0008701+0.0016503i,0.00012162+0.00063427i,-0.00020819-0.0001019i,0.00044742-0.00077457i,0.00016979-0.00096496i,-0.0008485-0.00053221i,-0.00062203-9.0335e-05i,-3.4323e-05+0.000267i,0.00051398+0.00034827i,0.00073995-0.00015494i,9.2008e-05-0.00039848i,-0.00039375-0.00014292i,-0.00049468-0.00042445i
-0.0022041+0.0019968i,-0.0024537+0.0011231i,-0.0021518+0.0010066i,-0.0015931+0.0015536i,-0.0011409+0.0013063i,-0.0012277-0.00029283i,-0.0014543-0.00053548i,-0.00066656+3.9561e-05i,0.00079475+0.00021602i,0.0014428+0.00091673i,0.00063153+0.0010319i,0.00026825+0.00044455i,-2.4544e-05+0.00017031i,-0.00057688+0.00015384i,-0.00044804-0.00020264i,0.00011937-7.0493e-05i,0.00031599+0.00022209i,0.00044501-0.0005068i,0.00046001-0.0010472i,-0.00024831-0.00082503i,-0.00021761-0.00075488i,0.00057336-0.0004536i,0.00082646-0.00034556i
0.00040188+0.00043002i,-0.00095714-0.00033635i,-0.00094128-0.0016263i,-0.00048542-0.0012214i,-0.00099694+0.00065564i,-0.00088758+0.00080681i,-0.00065162-0.00016174i,-0.00033459-0.00068016i,-0.00039754-0.001117i,4.9448e-05-0.0009304i,0.00075699-0.00029679i,0.00072389-0.00040248i,0.00043596-0.00038966i,0.00026603-0.00020374i,0.0003879+0.00017609i,0.00050374+0.0001587i,0.00026965-9.4567e-05i,-9.4578e-05+0.00040446i,-0.00053124+0.00042423i,-0.00076782+0.00030116i,-0.00038453+0.00057888i,4.6189e-05+0.00029164i,-0.00030113-0.00044164i
0.00058441+0.0008219i,0.00037087+0.00047626i,0.00035265+0.0014364i,-0.00070327+0.0019226i,-0.0013457+0.0019736i,-0.00092184+0.001083i,-0.00025712+0.00022051i,0.00022085+0.00053702i,0.00016646+0.00011382i,-8.8295e-05-0.0002081i,-0.00031649-0.00039121i,-0.00033654-0.00089848i,-3.5822e-05-0.00096895i,-0.00046648-1.9973e-05i,-0.00080852+0.0012043i,-6.9915e-05+0.0011005i,-0.00018276+0.00055416i,-0.00042898-0.0003735i,0.00042239-0.00090399i,0.00091427-0.00046902i,0.0011369-0.0001963i,0.0006757+7.8678e-05i,-1.3668e-05+2.3608e-06i
-0.0010332+0.0016327i,-0.00083278+0.0019696i,-0.0012483+0.0022661i,-0.00025061+0.0019316i,0.00087212+0.00050046i,0.00052505-0.0010448i,-0.00053862-0.00020574i,-0.00024977+0.00098226i,1.7916e-05+0.0014136i,0.00049517+0.00071341i,0.0012253+0.00061262i,0.00018902+0.00086309i,-0.0010572+0.00035107i,-0.000876+9.9012e-05i,-0.00016707+0.00071278i,0.00037188+0.0011319i,0.00056307+0.00052649i,0.00051164-0.00021945i,0.00050773-0.00061489i,-0.00011905-0.00033891i,-0.00056657+0.00026675i,1.8297e-05-3.4605e-05i,0.00068032-0.00032149i
-0.00050717-0.0002i,-0.0007889-0.0013752i,8.5763e-05-0.00293i,-0.00093575-0.0041006i,-0.0018085-0.0036964i,-0.0021035-0.0010311i,-0.0010617+0.00043593i,0.00021013-1.8274e-05i,0.00016171-0.0002709i,-0.00039872-0.00046875i,-0.00017992-0.00029184i,0.00083002-0.00019937i,0.00070325-0.00018817i,4.6717e-05+7.4038e-05i,8.948e-05-5.5291e-05i,0.00074161-0.00016217i,0.0010403+4.7252e-05i,0.0010264+0.00038571i,0.0010311+0.00018426i,0.00018777+1.8459e-05i,-0.00085904+0.00014433i,-0.00076431+0.0003229i,-0.00045511+1.0819e-05i
0.00038905+0.00056446i,0.00065968+0.0014359i,-0.00025068+0.0017691i,-0.0012417+0.002351i,-0.0016014+0.0024924i,-0.00092255+0.0022044i,-0.00011763+0.0013581i,0.0001742+0.00024219i,0.00057012+0.0004507i,0.00024333+0.00059496i,-0.00076028-0.00030025i,-0.00097508-0.00041753i,-0.00090865-0.00019302i,-0.00076959-0.00067515i,-0.0001594-0.00041493i,0.00015526+0.00056357i,-1.2753e-05+0.00063864i,-6.3664e-05+0.00023563i,0.00024105+0.00015623i,0.00022139+8.7542e-05i,9.7038e-05-0.00048778i,-0.00020133-0.00061651i,-0.00028002-0.00054419i
-0.0010645+0.0010366i,-0.0014721+0.0010303i,-0.0013342+0.0010425i,-0.00073165+0.0011865i,0.0009561+0.001008i,0.001973+0.00012103i,0.0018201-0.0007498i,0.0017914-0.0001678i,0.0010079+0.0006426i,0.00038657+0.00054519i,0.00066744+0.00062803i,0.00069876+0.00066592i,0.00010643-5.7887e-05i,9.6975e-05-0.00019489i,5.8235e-05+0.00032267i,-0.00020574+0.0007318i,-0.00084318+0.00043006i,-0.00081635-0.00015079i,0.00043369+0.00014496i,0.00049739-2.1456e-05i,-9.4509e-05-0.00053379i,-0.00031729-5.8896e-05i,2.9194e-05+7.5008e-05i
0.00016925-0.00033749i,3.8439e-05-0.00029889i,-0.00024704-0.001179i,-0.00096016-0.0012122i,-0.0014325+0.00014617i,-0.001299+0.00035651i,-0.001082-0.00075029i,-0.00040381-0.0011736i,0.00011097-0.00047518i,0.0002057+7.3121e-05i,0.00012825+0.00020642i,0.00020942+0.00018595i,0.00046275-0.0003487i,0.00039-0.0012133i,-9.6664e-05-0.00076631i,-2.9334e-05+0.000259i,0.00031004+0.00068956i,3.2576e-05+0.00039174i,-0.00028719-0.00040072i,1.8571e-05-0.0005175i,0.00010366-0.0004739i,-0.00028688-0.0007685i,-0.00035484-0.0004839i
0.00021337+0.00079187i,-0.00015731+6.6267e-05i,-0.00067944-0.00024752i,-0.00077421-0.00060937i,-0.00087023-0.00067858i,-0.00086479+8.4223e-05i,-6.2736e-05+0.00095007i,0.00047504+0.0015375i,0.00074162+0.0010385i,0.00080026+0.00019361i,0.00023531-0.00044845i,-0.00011176-0.00062557i,0.00044724-0.00093813i,0.00056829-0.0007326i,-3.9513e-05-0.00036786i,-0.00045795-0.00094762i,-0.00060245-0.00079869i,-0.00054991-1.8448e-05i,-0.00013507-2.3353e-05i,0.00048113+0.00045883i,0.00076211+0.001377i,0.00055842+0.0010813i,0.00055613-0.00049231i
3.6964e-05+0.0011467i,-0.00040008+0.00066512i,-5.3474e-05+0.0010513i,-0.0001001+0.0015112i,-0.00081682+0.0010967i,-0.00070307+5.1017e-05i,-0.00032252-0.00048971i,-2.535e-05-0.00054755i,0.00075886-0.00014066i,0.00063808+9.6366e-05i,-0.00041696-0.00018104i,-0.00087974-0.00027516i,-0.0009371+2.5176e-05i,-0.00026246-0.00015932i,0.00043117+0.00029835i,-8.8213e-05+0.00094132i,-0.00059574+0.00052184i,-0.00051848-7.145e-05i,-0.00026502-0.00023439i,1.7609e-05-8.3725e-05i,0.00073624-4.4563e-05i,0.0010261+0.00018787i,0.00054736-0.00042816i
0.00018559-0.00017437i,1.2281e-05+0.00053867i,5.5412e-05-9.8138e-05i,-0.00040438-0.00023395i,-0.0012982+3.5347e-05i,-0.0015997+0.00025883i,-0.00065426+0.00022026i,0.00026029+0.0002922i,0.00070794+0.00017549i,0.0005084-0.00025418i,-0.00029388-0.0004067i,-0.00022735-0.00041422i,-3.1416e-05-0.00080124i,-0.00028422+1.4057e-07i,0.0002192+0.00076295i,0.001064+0.00035665i,0.0013643+0.00040646i,0.0021215+0.00075719i,0.0017107+0.00026327i,0.0010249+4.6858e-05i,0.00089977+0.000252i,0.0004945-7.1185e-05i,0.00025613+4.5107e-05i
-0.00015035+0.00012693i,-0.00022627-0.00069607i,-0.001172-8.8591e-05i,-0.0016987+0.0016462i,-0.0018488+0.0020084i,-0.0012847+0.0014584i,-0.00038347+0.0016843i,0.00089138+0.0013042i,0.0018419-0.00016531i,0.00097783-0.00022474i,0.00034077+0.00047983i,0.00069828+0.00054762i,0.00095794-0.00035792i,0.0014368-0.0011289i,0.0008863-0.0007697i,-0.00030499-0.00045008i,-7.6506e-05-0.00016088i,0.00076895+0.00046955i,0.001057+0.00079816i,0.00054853+0.00030919i,-0.00039001-0.00012166i,-0.00099634-0.00045031i,-0.0010125-0.0007263i
-1.1759e-05-0.0004537i,-0.00096141+9.9464e-05i,-0.0014994+0.00075156i,-0.00035387+0.0020808i,-7.9176e-05+0.0025796i,-0.00034887+0.0012833i,0.00011093-0.0001954i,0.00021576+0.00028844i,0.00044971+0.00046065i,0.00040746+0.00038971i,0.00014144+0.0006933i,0.0005233+0.00053251i,-0.00022791+0.0001394i,-0.00095101-0.00027194i,0.00013049-2.3461e-05i,0.00093228+0.00037212i,0.0011409+0.00090616i,0.00046964+0.00093381i,-0.00049225+0.00049449i,-0.00060921+0.00012781i,-0.00043594+2.109e-05i,0.0003175-2.048e-05i,0.0010499-0.00056171i
0.00042356-0.0012367i,9.2423e-05-8.8866e-05i,0.00023303-0.0015005i,-0.00074328-0.0019056i,-0.0024203-0.0012051i,-0.0021371-0.0002668i,-0.0007138-8.4879e-06i,4.2743e-05-0.00059219i,9.2764e-05-0.00036902i,-0.00031802-0.00021166i,0.00010373-0.00023701i,0.00074753+0.00036318i,0.00043227+0.00083931i,0.00052551+0.00078492i,0.00043428+0.00026123i,0.00011929-0.00016425i,0.00014562+0.00037666i,0.00041886+0.00043871i,0.00043599+0.00014984i,0.00046722+0.00011879i,0.00046315+9.098e-05i,0.00064008+0.00027679i,0.0005974-0.00012762i
0.001151-0.0002008i,0.00083046+0.00020847i,0.00017022+0.0011907i,-0.0012042+0.00083185i,-0.0020299+0.00036658i,-0.0021225-0.00024715i,-0.0018119+0.000194i,-0.0012512+0.00038699i,-0.00029367+0.00047269i,0.00034457+0.00022623i,-0.00045277+0.00015068i,-0.00058879+0.00059726i,-6.3849e-05+0.00019425i,-0.0005298-0.00018397i,-0.0007808-0.00048745i,-0.00015065-0.00027723i,0.00040043+0.00028275i,0.0001365+5.3997e-05i,-0.00022353-0.00023755i,-0.00028802-4.8074e-05i,0.00027083-0.00047246i,0.00071116-0.00064362i,0.00055557-0.00037616i
0.00035729-0.0016556i,0.00029023-5.5269e-05i,-0.00023286+0.0012717i,-0.00083061+0.0019089i,-0.0011897+0.0018791i,-0.00060977+0.002116i,3.1356e-05+0.0022553i,0.00040209+0.0017604i,0.00041869+0.001432i,-0.00051091+0.0010245i,-0.000375+0.00061625i,-2.0583e-05+0.00046998i,-0.00068071+0.00026973i,-0.00036585+0.00046614i,0.00011882+0.00055269i,2.4617e-05+0.00026919i,-0.0002002-2.5915e-05i,-0.00062538-0.00044816i,-8.9372e-05-0.00035475i,0.00040972-1.5749e-05i,-0.00044047+6.722e-05i,-0.00066319-0.00053871i,4.3264e-05-0.00021734i
-0.00057938+1.6623e-05i,-0.00030734-0.00050474i,-0.000597-0.00039794i,-0.00011629+0.00032158i,0.00045981+0.0013521i,0.00071395+0.0011185i,0.001026+0.000506i,0.00085456+0.00010237i,0.00050852+0.00026527i,-0.00015692+0.0012665i,-0.00011098+0.0015047i,-1.5931e-05+0.001i,-0.00045866-0.00033641i,-0.00065988-0.00079771i,-0.00083431+0.00038726i,-0.0006723+0.00084662i,-0.00021614+0.00075441i,-0.00056751+0.0010903i,-0.0011241+0.00041878i,-0.0006596-0.00028716i,0.00021639+0.00017646i,0.0002998+0.00056153i,0.00023857+0.00058661i
0.0010692+0.00056344i,0.0010897+0.00080963i,0.00070229-9.2179e-05i,-0.0002958-0.00089623i,-0.00092618-0.00094935i,-0.0012481-0.00025029i,-0.0013493+1.4666e-06i,-0.00074194+9.5802e-05i,0.00014262+6.4034e-05i,0.00031294-0.00043917i,2.0437e-05-0.00022104i,-0.00055487-0.00039245i,-0.00064084-0.00058672i,-0.00072039+0.00016029i,-0.00069543+0.00047537i,-7.398e-05+0.00032445i,0.00091888+4.0606e-05i,0.00068205-0.00038514i,-0.00023702-0.00043336i,-0.00066106+0.0005044i,0.00020274+0.00081154i,0.00091141+0.00069747i,-0.00014941+0.00059339i
0.0012714+0.00058798i,0.00055533+0.00067205i,0.00026309+2.6013e-05i,-0.00056832+4.3939e-05i,-0.0020666+0.00052899i,-0.0019473+0.00026269i,-0.001161-0.00023866i,-0.00077113-0.00019091i,-0.00019175-4.5425e-05i,0.0002124+0.00018863i,0.00052616+0.00036493i,0.00063428+0.00047557i,1.247e-05+0.00063089i,0.00022123-1.3558e-05i,0.00036404-0.00037733i,-0.00044493-0.00021192i,-0.00017329+0.00031407i,0.00064804+0.00019938i,0.00032284+0.00019292i,-7.3797e-05+0.00090524i,0.00056011+0.00074655i,0.00057243+0.00032646i,-5.9216e-05-0.00021045i
0.00013273+0.0011807i,0.00029894+0.0019379i,-0.0003847+0.0030055i,-0.00069672+0.0038501i,-0.000365+0.0037482i,0.00063763+0.0029088i,0.0014271+0.0014153i,0.0013499+0.00027882i,0.0012489+0.00095217i,0.00056523+0.001446i,-0.00056866+0.00070477i,-0.0009207+0.00016494i,-0.00068538-0.00018416i,5.5298e-05-0.00078149i,0.00010049-0.00088689i,0.00037442-0.00019389i,0.00037997-0.00034035i,0.000244-0.00076678i,0.00012642-0.00020185i,-0.00034528-0.00010367i,-0.00050416-0.0011285i,4.4682e-05-0.0013004i,0.00047118-0.00036985i
-0.00048038+0.0012185i,-0.0011633-0.00027079i,-0.00030143-0.0018286i,0.0012352-0.0021826i,0.00091539-0.0018979i,0.00057515-0.00071885i,0.00077984+3.4844e-05i,0.00046463+0.00017096i,0.00026165-0.00016362i,-0.00036921-0.00058546i,-0.00096304-0.00033997i,-0.0004716+0.00058913i,0.00026956+0.00054181i,0.00041154-0.00045598i,0.00031837-0.0008212i,0.00024771-0.00014389i,-6.2741e-05+0.0004401i,-8.8042e-05+0.00042969i,0.00016805+1.4802e-05i,0.00088943+4.6984e-05i,0.00094638+4.4981e-06i,0.00065309+0.00019559i,8.1644e-05+0.00027487i
0.00012656+9.3778e-05i,0.00088831-0.00014301i,-0.00017003+0.00012871i,-0.0023892+0.00019057i,-0.0031579+0.00084927i,-0.0018802+0.0010765i,-0.00049202-3.8606e-06i,-0.00014027-0.00056255i,0.00021169+0.00034945i,0.0004686+0.00010292i,0.00024627-0.00045407i,0.00028317-0.00018211i,0.00050201-0.00056132i,0.00045384-0.001137i,3.5634e-05-0.00035761i,0.00046471+1.3744e-05i,0.00065814-0.00032376i,0.00040989-0.00030575i,0.00060146+0.00036756i,0.00059731+0.00078809i,3.0234e-05-4.9501e-05i,-0.00021282-0.00066594i,0.00045573-0.00032058i
-0.00033649+0.00036896i,-0.0007804+0.0016091i,-0.001327+0.0022991i,-0.0021009+0.0031952i,-0.0022156+0.0039616i,-0.0012905+0.002353i,2.7035e-06+0.0005777i,0.00063614+0.00020854i,0.00068799+2.1831e-05i,0.0014469-0.00035609i,0.0011344-0.00013632i,0.00024619+0.00034376i,-0.00049213-9.679e-05i,-0.00065921-0.00074241i,0.00035067-0.00092512i,0.00066441-0.00052264i,5.751e-05+0.00013627i,0.00052349+0.00055753i,0.0007147+0.00053393i,0.00038783+0.00015394i,0.00038752+0.00022562i,0.00055932+0.00034823i,0.00061837-0.00017485i
0.00059368+0.00017567i,0.00034273-0.00018074i,0.00072244-0.00033993i,0.00049589-0.0005613i,-0.00030341-0.00022196i,-0.00040208+0.00011549i,-0.00029901-0.00021709i,-0.00037337+7.3981e-06i,0.00043208-2.6059e-05i,0.00078903-0.00052471i,0.00065976-0.00034462i,0.00029956-0.00028177i,-0.00023572-0.00072574i,0.00013079-0.00072089i,0.00056597-0.00033403i,0.00044549-0.00014653i,-0.00028199+0.00032619i,-0.00043689+0.00059519i,1.8292e-05-8.0587e-05i,0.00021768+2.772e-05i,-2.8363e-05+0.0009758i,0.00022744+0.00087213i,0.00072127-0.00052261i
0.0003738-3.5052e-05i,-0.00029882+0.00013871i,-0.0018672+0.00064563i,-0.0023239+0.0011296i,-0.0017244+0.002309i,-0.0010634+0.002768i,-0.00083147+0.0017772i,-0.0007986+0.0006563i,-0.00063068+0.0004345i,-0.00030464+0.001087i,-0.00051719+0.00075264i,-0.00046555-5.3964e-05i,0.00045652-0.00023097i,0.0012612-0.00024323i,0.00074894-0.00058714i,0.00041098-0.00030933i,0.00062808+0.00047201i,9.2861e-05+0.00058499i,0.00051546+0.00033328i,0.0012374+0.00025317i,0.00096032+0.0001221i,0.0001024+0.00043011i,7.6209e-05+0.00059389i
0.00023855+1.2881e-05i,0.00020545-0.00057238i,0.0005772-0.00058219i,0.00025351-0.0013331i,0.00017368-0.0019327i,5.0855e-05-0.0013122i,0.00051331-0.00049472i,0.001448-0.00014483i,0.0010027+0.00033629i,0.00070051+0.00065492i,-0.00017033-1.7814e-05i,-0.0011288-0.00044596i,0.00023699-0.00078787i,0.000688-0.00012698i,-0.00058403+0.00070354i,-0.00067611+0.00057024i,0.00041892+0.0010534i,0.00046003+0.00073119i,0.00010052-2.7305e-05i,6.9669e-05+0.00033213i,-5.2221e-05+0.00036861i,0.00032412+0.00056318i,0.00025196+9.806e-05i
-0.00082799-0.00046299i,-0.00053987-0.00018354i,-0.00078154+0.0015861i,-0.0021305+0.0029884i,-0.0033433+0.002889i,-0.0017492+0.0013873i,0.00015759+0.00012916i,0.00067508+0.00019695i,0.0010063+0.00033686i,0.00067488+0.00047465i,0.00011824-1.3274e-05i,0.00017467-0.00057148i,0.0005393-0.00015402i,0.00016777+0.00049438i,0.00014826+0.00013164i,0.00043773+8.7943e-05i,0.00031949+0.0010198i,0.00052925+0.00088008i,0.0010716+0.00015886i,0.00066775-0.00031465i,-0.00031562-7.6249e-05i,-0.00032493+0.00039446i,0.0006941+0.000282i
0.00020948-0.00080243i,-0.00096164-0.00035763i,-0.002026-4.1071e-05i,-0.002004+0.00047049i,-0.0016008+0.00075848i,1.7319e-05+0.00042531i,0.00075294+0.00080018i,-4.1488e-05+0.00068819i,3.5945e-05+0.00076315i,0.00087496+0.0010351i,0.00059158+0.001462i,0.00046022+0.001349i,-0.00023381+0.00026892i,-0.00076915-7.7767e-05i,-0.00014921+0.00047148i,-0.00036306+0.00046279i,-0.00025787+9.3016e-05i,0.00037253+0.00019506i,-0.00010435+0.00059317i,-0.0006906+0.00042188i,-0.0011253+5.7337e-05i,-0.00074917-0.00059234i,0.00063713-0.00078235i
0.0004231-0.00022618i,0.00037157-0.00073265i,0.00094579-0.00092189i,0.00095063+0.00036444i,0.00023874+0.00087984i,-0.00070019+0.00046426i,-0.0009467-9.5115e-05i,0.00019541+0.00054548i,0.001834+0.0010099i,0.0013358+0.00048716i,0.00057229-0.00010021i,0.00030555-0.00085728i,0.00017372-0.00053897i,0.00037553-5.8916e-05i,0.00072416-0.00059831i,0.00096035-1.0042e-05i,0.00096511+0.00047658i,0.00088973+0.00072497i,-0.0003089+0.001081i,-0.0018484+0.00093429i,-0.0011931+0.00076768i,0.00017683+0.00037527i,0.00014328-0.00016376i
9.2805e-05+0.00028764i,-0.00033034+0.0009683i,-9.3005e-06+0.00032813i,0.00023569+0.00050006i,-0.00071623+0.00076219i,-0.0014701+0.00079271i,-0.00042482+0.00084571i,0.00063104-6.2919e-05i,-0.00022958-0.00057233i,-0.00078664-0.00083282i,0.00038439-0.00054871i,0.0005195+0.00053522i,-0.00025348+0.00049671i,0.0004777-0.00067597i,0.00057048-5.9804e-05i,-0.00048588+0.00035741i,-0.00036226-0.00029049i,-0.00025076+7.4183e-05i,0.00014583+0.00079886i,-4.3667e-05+0.00084471i,-0.00078601+0.00055217i,-0.00028102-0.00014365i,0.0001517-0.00054693i
-0.00035234+0.0015712i,-0.00088635+0.000212i,0.00040821-1.4661e-05i,-0.00018974+0.00079261i,-0.0014299+0.00036553i,-0.0012776-0.00076028i,-0.00098871-0.00028727i,-0.00066898+0.00046742i,-0.00013216+0.00093265i,-0.00019723+0.00079862i,-0.00054388+0.00021011i,-0.00025796-0.00011976i,0.00049101-9.5549e-05i,0.0010704+0.00038777i,0.00084633+0.00045831i,0.00010781+0.00077579i,9.9577e-05+0.00084569i,2.2838e-05+0.00055877i,-0.00019266+0.000127i,0.00031169+7.7102e-05i,0.00034697+0.00012046i,0.00014584-0.00023675i,0.00024318-0.00023519i
0.00061315-0.0015782i,0.00043506-0.0010758i,-0.00015486+0.00010031i,-0.00060347+0.0019608i,-0.00078353+0.0025195i,-5.6031e-05+0.0011844i,0.00035164+0.00052023i,0.00060326+0.00063118i,0.00042065+0.0011974i,-0.00020388+0.0016615i,0.00043608+0.00098257i,0.00034069+0.00015642i,-7.033e-05-0.00010426i,0.00016731+2.6829e-05i,3.3801e-05+0.00072892i,0.00011505+0.0010962i,0.00033768+0.0010329i,0.0001528+0.00023401i,-0.00050543-0.00017491i,-0.00042278-0.00017091i,-0.00021459+0.00027538i,-0.0004451+0.00051875i,-0.0010985+0.00020803i
0.00030261-0.00076193i,0.00090237+1.9439e-05i,-0.00038443+2.4777e-05i,-0.0015503+0.00081707i,-0.0021547+0.001627i,-0.0017532+0.0015771i,-0.00016226+0.0021463i,0.00043799+0.0026037i,0.00031271+0.001572i,0.00063519+0.0006236i,0.00085593+0.00011923i,0.00034401-9.6052e-05i,0.00035036-0.00041134i,0.00064884-0.0012104i,0.00039657-0.0010946i,0.00025768-0.00025059i,0.00028833+6.3807e-05i,0.0005485-0.00048823i,0.00070769-0.00044333i,0.00018856-0.00052844i,-0.00025819+0.00036473i,0.00031253+0.00068402i,0.00073015+0.00027273i
-0.0020245-0.0010944i,-0.00086731-0.001645i,-0.0011688-0.00010912i,-0.0011413+0.0013494i,-0.0011632+0.0016696i,-0.00052843+0.0013629i,0.00098202+0.00047384i,0.0012819+0.0001268i,0.00092386-0.00020596i,0.0008596-0.00044461i,0.00069446-0.00023624i,-0.00023269+0.00091445i,-0.0012328+0.00087224i,-0.0010436+0.00027024i,-0.00098153+0.00071209i,-0.000309+0.0013273i,-6.183e-05+0.001535i,0.00026882+0.0012967i,0.0010806+0.00038573i,0.00051389-0.00058309i,-0.00017003-0.00085262i,-0.00049051-0.00088893i,-0.00034762+0.00020599i
-0.00018159-0.00037602i,-0.00095162-0.0011651i,-0.00038962-0.0024383i,-0.00086175-0.0017178i,-0.0022675-0.000243i,-0.0013436+0.00028066i,-0.00042054+0.00024317i,-1.1616e-05-5.9902e-05i,0.0001238-0.00014919i,-5.6355e-05-0.00024274i,4.4338e-05-0.0010006i,0.00021511-0.00063542i,0.00031236+0.00045012i,0.0001338+0.00019294i,6.1578e-05-3.2893e-05i,8.9874e-05+0.00073145i,8.587e-05+0.0011159i,8.2352e-05+0.0005582i,0.00037232+0.0003056i,0.00019965-6.1385e-05i,-0.00053623-0.00027471i,-0.00034321+0.00022161i,0.00077711+0.00030689i
-0.00012191-3.5772e-05i,6.3221e-05-1.9418e-05i,-0.00089947+0.0010341i,-0.0019907+0.0016329i,-0.0019976+0.0017178i,-0.0013633+0.0011906i,-0.00056323+0.00091998i,-4.2829e-05+0.0010882i,2.8049e-05+0.00048797i,-0.0008917-0.00067174i,-0.001876-0.00091161i,-0.0015126-0.00076196i,-0.00094376-0.00062061i,-0.0002445-7.1225e-06i,0.00047474+0.00073631i,0.00035242+0.0010101i,0.00021456+0.0010464i,4.6756e-05+0.00073513i,0.00027521-0.00023303i,0.00054732-0.0007038i,0.00022437+0.00026495i,0.00020096+0.00090282i,0.00040212+0.00024542i
-0.0010516+2.9863e-05i,-0.0015301+0.0013837i,-0.0014918+0.00064689i,-0.00035194+0.00096181i,1.733e-06+0.0017892i,0.00040487+0.0022761i,0.0002381+0.0026947i,6.6177e-06+0.0015754i,0.00058775+0.00050208i,0.00075938-8.9568e-05i,0.00035805-0.00038618i,0.00029224-0.00024687i,0.00098177+9.1979e-05i,0.0010716-0.00026896i,0.00062739-8.1154e-05i,4.012e-05+0.00071056i,-5.9673e-05+0.0011964i,-6.8763e-05+0.0012013i,-0.00051697-6.6683e-05i,-0.00031663-0.00024156i,-0.00077209+0.00043278i,-0.00092834+0.00013962i,-0.00054587-0.0001646i
-0.00076841-0.00039072i,-0.00050418-0.0012418i,-0.0011404-0.0005659i,-0.0016739+0.00016601i,-0.0021742-0.00032957i,-0.0014747-0.00084476i,-0.00017421-0.00081994i,0.0012841-0.00065519i,0.0012446+0.00021108i,0.00048125+0.00083173i,-0.00048869+0.00020458i,-0.00098757-0.00097968i,-0.00045019-0.00051347i,-0.0005837+0.00067546i,-0.00075519+0.0011158i,-0.0002904+0.00077891i,-0.0003109+0.00024632i,-0.00042712+0.00022594i,-0.00059239-0.00012704i,-0.00075497-0.00037477i,-0.00032154-0.00010109i,-1.1651e-05-0.00045605i,4.4268e-05-0.00081986i
-5.4603e-05+0.00094815i,0.00057898+0.00062959i,0.00062207+0.00060287i,0.00030541+0.00059739i,-0.00037766+0.0012333i,-0.00056453+0.0011841i,0.00034852+0.00053123i,0.0011389+0.00060572i,0.0017545+0.00058323i,0.0017678+8.4296e-05i,0.00069548+0.00029842i,-0.00019463+0.0005938i,-0.00057229+0.0004492i,-0.00054198-0.00012162i,-3.4247e-05-0.00022175i,0.00078727-0.00039391i,0.0011469-0.00049686i,0.00030796-0.00024026i,-0.00017315-0.00061838i,0.00017908-0.00043222i,0.00025554+0.00066769i,0.00041628+0.0010067i,0.00023434+0.0003832i
-8.8923e-05-0.0016186i,0.00012551+0.00011818i,-0.00083693+0.0013884i,-0.002562+0.0013021i,-0.0033479+0.00088576i,-0.0018677+0.00016745i,0.00046558-0.00014661i,0.0010891+5.6963e-05i,0.00077003+0.0006506i,0.0003232+0.0008243i,0.00013919-0.00016955i,-2.529e-05-0.00083699i,8.817e-05-0.00082208i,0.00063505-0.00011846i,0.00094539+0.0005145i,0.00093139+0.00012895i,0.0010373-8.7465e-05i,0.0011948-9.5924e-05i,0.00031392+0.00018728i,-0.00042128+0.0007511i,-0.00017875+0.0011908i,0.00033327+0.00070596i,0.00012743+0.0001936i
