0.0012128+2.7112e-05i,0.001505-0.0021649i,-0.00010503-0.0047163i,-0.0032033-0.0041654i,-0.0047831-0.0012653i,-0.0038578+0.00089298i,-0.00074207+0.0020518i,0.00089843+0.0017107i,0.00066241+0.00025459i,0.0010138-0.00081157i,0.0010066-0.00080944i,-7.791e-05-0.00074645i,-0.00050607-0.0003936i,6.315e-05-0.00012214i,8.8428e-05-0.00013964i,-0.00026252+7.0437e-05i,-6.3202e-05+0.00031123i,-0.00028169+0.00073295i,7.0862e-05+0.00060945i,5.3863e-06+3.6182e-05i,-0.00018159-0.00035039i,0.00066076-0.00082851i,0.00060167-0.00027014i
0.0018587-0.00070779i,0.0010368-0.0011532i,0.00030488-0.00056416i,-6.5584e-05+2.9558e-05i,-0.0001747-0.00049651i,0.00037729-0.0014403i,0.0002195-0.0015163i,-0.0010996-0.00089934i,-0.0010437-0.00093649i,-0.00056301-0.00064514i,-0.00042218+0.0002044i,-9.6521e-05+0.00023747i,0.00018529-0.00020201i,0.00033686-0.00019393i,0.0002994-0.0002138i,0.00063446-0.00034754i,0.001155+0.00022093i,0.00079687+0.00064942i,0.00010412+0.00062674i,6.3389e-05-1.5373e-05i,8.2335e-06-0.00079224i,-0.00033976-0.00050851i,-0.00023029-0.00023577i
-0.00040717-0.00034526i,0.00011017-0.0028771i,-0.00023849-0.0036805i,-0.0010025-0.0030126i,-0.0016832-0.0014861i,-0.001057-0.0010204i,-0.00018878-0.0011539i,0.00042129-0.00074897i,0.00035324-0.00086235i,-0.00048221-0.0010048i,-0.00012537-0.0004103i,0.00054577+0.0002355i,-0.00047424-0.00026217i,-0.0011172-0.0011392i,-0.00071507-0.00064308i,-0.00085762+0.00016524i,-0.000726+0.00024829i,-1.5754e-05+0.00035949i,0.00020405+0.00064702i,7.4322e-05+0.00044367i,-5.6214e-05-0.00066916i,0.00040584-0.00097559i,-8.3346e-05-0.00018658i
-0.00028945-0.0019112i,0.00024849-0.0014682i,-0.00043111-0.00018577i,-0.0017646+8.6461e-05i,-0.0012868-7.8125e-05i,-0.00011013-0.00011163i,-0.00039132-0.00020935i,-0.00078999-0.00048549i,-0.00092804-9.4452e-07i,-0.0015217+0.0006373i,-0.0014872+0.00026953i,-5.0241e-05+0.00069i,0.00059011+0.0010193i,0.00060798+1.6769e-06i,0.0012807-0.0005257i,0.0014988-0.00023468i,0.00040341+0.00019546i,-0.00047395+0.00025876i,0.00014542-0.00033296i,0.00053881-0.00089581i,0.00081018-0.0013i,0.00098497-0.00077496i,0.00088029+8.1542e-05i
0.0032809+0.00075766i,0.0019054-0.00051308i,-0.00096395-0.0030978i,-0.0021283-0.0034481i,-0.0020832-0.0016282i,-0.0012578-0.00085588i,-0.00037177-0.0011476i,-0.00054626-0.00026552i,-0.00022993+3.1711e-05i,-0.00025945-0.00081635i,-0.00048918-0.00096044i,-0.0003723-0.00051442i,-0.00065145+0.0003351i,-0.00089382+0.00050664i,-0.00097623+0.00041925i,-0.00078307+0.00056024i,-0.00029399-2.6147e-05i,-0.00033222-0.00045665i,-0.00046431-0.00030657i,-0.00022312-9.9341e-05i,-0.0007823-0.00038377i,-0.00083129-0.00092835i,-3.2437e-05-0.00099479i
0.00042342-0.001642i,-0.00049654-0.0029885i,-0.00096767-0.003744i,-0.0020126-0.002352i,-0.0023536-0.00016129i,-0.000284+0.00029368i,0.0011473-0.00027992i,0.00046923-0.00015486i,-0.00048148-0.00032529i,-0.00060217-0.00014667i,-0.00020903+0.00054212i,-5.4621e-05+0.00048219i,-0.0002927+0.00047571i,-0.00066384+0.00073414i,-0.00054935+0.00058157i,-0.00021039+0.00045004i,-0.0004766+0.000111i,-0.00034627+7.9968e-05i,3.1233e-05+9.514e-05i,-0.00018339+0.0003855i,0.00011002+0.00016197i,0.00049246-3.6021e-05i,0.00053897+6.8129e-05i
0.00076827-0.0020332i,0.00088803-0.0015764i,-0.0012032-0.00061603i,-0.0027022-0.00059118i,-0.0021988-0.00047348i,-0.00054335-0.00044793i,6.9313e-05-0.0009733i,-0.00043149-0.00092396i,-0.0010918-0.00022118i,-0.00070708+0.00012079i,-0.00068069-0.00088435i,-0.00037265-0.0010253i,0.00012323-0.00041372i,0.00077355-0.00013028i,0.00081005+0.0005905i,0.00015829+0.00053291i,0.00034965+0.00015912i,0.00041524+8.0389e-05i,-0.00019564+0.00035492i,-0.00054124+0.0001252i,-0.00050293-0.00030702i,-0.00040726+0.00022982i,-2.4352e-05+0.0011192i
0.0016685-0.00091024i,-0.00068114-0.00071897i,-0.0021211-0.0015887i,-0.0025466-0.0018134i,-0.0026804-0.00097893i,-0.0011855-0.00018565i,0.00068538-0.00038606i,0.00082221-0.0007265i,0.00077702-0.00016255i,0.00020178+0.00034079i,-0.0010441-0.00013675i,-0.00088845-1.4728e-05i,-0.0001423-0.00016881i,5.174e-05+0.0003367i,-2.1958e-05+0.0011463i,-0.00010934+0.00064435i,2.0097e-05-0.00049662i,0.00020836-0.0008006i,6.6363e-05-0.00020796i,0.00029354+3.885e-05i,0.00058327-0.00036253i,-0.00023657-0.00034751i,-0.00047976+0.00031307i
-0.0028231-0.0018732i,-0.0026946-0.0031547i,-0.0029028-0.0035367i,-0.0027387-0.002018i,-0.0015624-0.00074037i,-0.00072431-0.00058737i,-5.0637e-05-0.00054137i,1.4074e-05-0.00067741i,0.00015884-0.00023438i,0.00011484+0.00071416i,-0.00031301+0.0012075i,-0.00033541+0.00086261i,-0.00022537-0.00011623i,0.00041588-0.00032924i,0.00064946+3.687e-05i,0.00042504+0.00024792i,-3.8426e-05+0.00058537i,0.00010652+0.00038821i,0.0005328+0.00038237i,0.00022812+0.00079155i,-5.269e-05+0.00095677i,-8.5201e-05+0.0001599i,-9.6108e-05-0.00030695i
0.0013998-0.0029376i,0.0014815-0.0021777i,0.00079208-0.0016641i,-0.00098242-0.002192i,-0.0015688-0.0018563i,-0.00049625-0.0013622i,0.00042169-0.0010405i,0.00011485-0.00096355i,-0.00029002-0.00032396i,-0.00022726+0.00012819i,9.2663e-05+0.00034113i,0.00033973+0.0001543i,0.00068662-2.8219e-05i,0.00048081-0.00010869i,-0.00039969-0.00039618i,-0.00041697+0.00023131i,-0.00075965+0.00061843i,-0.0010958+0.00039016i,-0.00065347-0.00032655i,-0.00062785-0.00027072i,-0.00080008+0.00047801i,-0.00011667+0.00014256i,-0.00050682+5.3814e-05i
0.0013773+0.0011992i,-0.00014738-0.00018184i,-0.0015495-0.0013576i,-0.0021425-0.001356i,-0.0026358-0.00090495i,-0.0013144-0.0011265i,0.0003657-0.0013589i,8.5922e-05-0.00054264i,-0.00059851-0.00028476i,-0.00076661-0.0006339i,-0.001202-0.00023943i,-0.0013191-5.1318e-05i,-9.5045e-05-0.00016548i,0.00046127+0.00053957i,0.00065586+0.00091358i,0.00069588+0.00024769i,0.00035863+3.2957e-05i,0.00046237-8.4094e-05i,0.00017929-0.00058767i,0.00075736-0.00017003i,0.0011775+0.00085086i,0.000693+0.00061586i,5.601e-05-0.00016552i
-0.00075804-0.00085105i,-0.00083515-0.0027578i,-0.0017036-0.0039168i,-0.002569-0.0031649i,-0.0017848-0.0011412i,-0.0011197+0.00014269i,-0.00065744+0.00044958i,-0.00019121+0.00029732i,5.4315e-06-0.00058071i,0.00045395+0.00016765i,0.0011338+0.0011449i,0.00040229+0.00095608i,-0.00060541+0.00087691i,-0.00087834+0.0006032i,-0.00032759+0.00034158i,-0.00030044+0.00085706i,-0.00091555+0.0010178i,-0.0007182+0.00054356i,-0.00090217+0.00043974i,-0.00082729+0.00060987i,-0.00052758+0.00013964i,-0.0011821-0.00064317i,-0.00091866-0.00037374i
0.0022862-0.001315i,0.0032137-0.0017326i,0.0026141-0.0015164i,0.00093119-0.0012545i,-0.00023313-0.00073278i,-0.00027912+0.0002049i,0.00054036-0.00020427i,0.00026051-0.0010539i,0.00030433-0.0013234i,0.00061217-0.00047747i,-0.00016431+0.00047612i,2.281e-05+0.00030338i,0.00054664+0.00010838i,0.00062074-0.0001243i,0.00033214-0.00056597i,-0.00021813-0.00042864i,-2.7476e-05+0.00038783i,-0.00058334+0.00013223i,-0.00065249-0.00044785i,0.00018626-0.00044371i,0.00060799-0.00032323i,0.00042421+0.00073663i,0.00026532+0.0010271i
0.00011305+0.00021063i,-0.00064182+0.00013272i,-0.0020571-0.00070138i,-0.003313-0.00066664i,-0.0033005-0.00083011i,-0.0016991-0.00050765i,-0.00020776-0.00030992i,0.0001819-0.00052225i,0.00052681-0.0010332i,0.0003574-0.00077758i,-0.0011653-0.00014903i,-0.0014416+0.00038261i,-0.00046959+0.0008821i,-0.00041025+0.00047788i,-0.00041931-0.00015122i,2.9056e-05-0.00041878i,-0.00042456+6.6072e-05i,-0.00018291+0.00032117i,0.00055723+0.0004594i,0.00065863+0.0005064i,0.00051595+1.3407e-05i,0.00038691-0.00098523i,0.00055479-0.00090876i
-0.00044924-0.0012318i,0.00014216-0.0032311i,-0.0011571-0.0046145i,-0.0015509-0.003108i,-0.00089848-0.0017602i,-0.00030119-0.0012981i,-0.00012876-0.0013957i,0.00017706-0.0016395i,0.0005091-0.00095053i,0.00016015-3.2314e-05i,-0.00024452-0.00079149i,0.00028993-0.0013417i,0.0010006-0.00044336i,0.00040297-0.00016953i,-0.00035945-0.00042539i,-0.00054785-0.00057981i,-0.00019298-0.00055986i,0.00071177-0.0001726i,0.00049011-8.8258e-05i,-0.00053147-0.00010996i,-0.00054234+0.00038215i,-4.1016e-05+0.00027226i,0.00013103-0.00018006i
0.001637+0.0013754i,0.0013577+0.002138i,0.0011293+0.00094784i,-4.652e-05-6.4626e-05i,-0.00088666-0.00039257i,-0.00094504-0.00044549i,-0.00086718-0.0008101i,-0.00058469-0.00042521i,-0.00069523-0.00013005i,-0.00068659-0.00091459i,-0.00044874-0.00097447i,-0.00073214-0.0004278i,-0.00048686+4.5392e-05i,-1.4079e-05+0.00069079i,-0.00056369+0.0007979i,-0.00043469+0.00090725i,-0.00023857+0.00089783i,6.0904e-06+0.00011008i,0.0005178-0.00057204i,0.00067142-6.8627e-05i,0.00017874-0.00012687i,-0.0001458-0.00045092i,-0.00031043-0.00034305i
-0.0015558+0.0019126i,-0.0025906+0.00028501i,-0.0029441-0.0012411i,-0.0025599-0.00082045i,-0.0013495-0.00043168i,0.00052662-0.00086458i,0.00087026-0.00050653i,0.00013879+0.00025406i,0.00017297+0.00042496i,-0.00014788-0.00011404i,-5.96e-05-0.00032637i,-6.8118e-05+2.8763e-05i,-0.0011976-0.00034543i,-0.00080594-0.00080795i,0.00026234-0.0010597i,-2.0341e-06-0.00060457i,-0.00079323+0.00014105i,-0.00029809-0.00021427i,8.1043e-05-0.00085178i,-0.0007276-0.0010503i,-0.00044877-0.00045049i,-0.00014089-0.00020727i,-0.00034892+0.00011215i
0.00024108-0.0023004i,-4.8358e-05-0.0040996i,-9.0237e-05-0.0047507i,-0.00078258-0.0040817i,-0.0013275-0.0023017i,-0.00073168-0.00020252i,6.0311e-05+5.4943e-05i,-0.00013491-0.00039736i,-0.00092032-0.00016573i,-0.00087146+0.00015291i,-0.00034483-0.00028381i,-0.00033369-0.0003688i,-0.00057064+0.00065745i,-0.00020326+0.00075365i,0.00015994+6.7192e-05i,0.00024851+0.00021888i,-0.00030397+3.3549e-05i,-0.00044146-0.00019639i,-0.00016895+9.1615e-05i,-0.00067404+0.00014746i,-0.0010745+0.000972i,-0.0012803+0.00087811i,-0.00083601+0.00026274i
0.0017749-1.911e-05i,0.00028233-0.00059099i,-0.00055447+7.3333e-05i,-0.0012366+0.0008288i,-0.00056611+0.00040618i,0.00039038-9.7495e-05i,0.00012953-0.00039556i,-0.00022286-0.00033052i,-1.3843e-05+0.00063838i,-0.00069862+0.0016083i,-0.0016053+0.00049758i,-0.0010423+8.7297e-05i,-0.00017359+0.00050788i,-0.00012178+0.00093612i,-0.00035749+0.00057222i,-8.4787e-06-0.00038706i,0.00060211-0.00068258i,0.00027835-0.00064773i,-0.00043411+8.7805e-05i,-0.00017831+6.9452e-05i,0.00092779-0.00060006i,0.001883-0.00019792i,0.0016172+0.0002631i
-0.0028129-0.00062214i,-0.0024778-0.0014714i,-0.0022275-0.0015569i,-0.0014046-0.0017788i,-0.00081482-0.0016372i,-0.00034707-0.0012743i,7.1817e-05-0.00086171i,-0.00061554-0.00093308i,-0.00093557-0.000529i,-0.00066821+7.8358e-05i,-0.0004228-5.0844e-05i,0.00035134-0.00096783i,0.00052113-0.0011638i,-0.00054414-0.00085804i,-0.00078083-0.00087955i,7.6676e-05-0.00050023i,-5.5358e-05+0.00022765i,-0.0003474-0.00013743i,-0.00021361-0.0010264i,-0.00060608-0.0005059i,-0.00061579-0.00011057i,0.00026001-0.00033117i,0.00041124+0.00054892i
0.0020852-0.0015574i,0.001354-0.003542i,-0.00030103-0.004253i,-0.0015374-0.0032477i,-0.0012263-0.0022808i,0.00013587-0.0018126i,0.00078331-0.0012154i,8.8122e-05-0.00049833i,-0.00089467-0.00036865i,-0.0007263-0.00041815i,-0.00038633-0.00054606i,-0.00028309-0.00056882i,-0.0001842-0.00022088i,-0.00026227+0.00025289i,-0.00024943+0.00067501i,-3.6878e-05+0.00056843i,-0.00016287+0.00025305i,-0.00052641-0.00083189i,6.2485e-05-0.0014181i,0.00067583-0.0012048i,0.00014574-0.00050604i,-0.0010006-0.00037824i,-0.00099965-0.00083706i
0.00041999+0.00017366i,0.00018046+0.00033608i,0.00034817-0.00015369i,-0.00042005-0.001131i,-0.0011115-0.0010071i,-0.001199-0.00052515i,-0.0010952-0.0001911i,-0.00089049+0.00024042i,-0.00026437-6.6525e-05i,-0.00016135-0.00050166i,-0.0011158-0.00088745i,-0.0014536-0.00030068i,-0.00073676+0.00075678i,-0.0010278+0.0007159i,-0.0013481+0.00073235i,-0.0012988+0.00097607i,-0.00078331+0.00045541i,0.00011828-0.0004022i,-1.8026e-05-0.0010818i,-0.00060213-0.00066179i,-0.0010252-0.00052332i,-0.00067443-0.00071427i,3.1745e-05-0.00024333i
0.0005373-0.0047989i,-0.00046767-0.0060631i,-0.0026019-0.0055144i,-0.0036109-0.0032973i,-0.0031322-0.00071856i,-0.0009616+0.00011782i,0.0013081-0.00064272i,0.0017907-0.0012396i,0.00084662-0.0011299i,0.00027052-0.00018124i,-0.00016479+0.00035891i,-0.00033389+0.00069015i,0.00026473+0.0012128i,0.0010881+0.001289i,0.00089964+0.00098716i,-9.4801e-06+0.00095836i,6.8815e-05+0.00050176i,0.00038527+5.2594e-05i,0.0003574-0.00014211i,-9.5926e-05-0.00025646i,-8.8319e-05+0.00031014i,0.00018232+0.00020864i,-2.982e-05+0.00047962i
0.00047114+0.0018324i,0.0011329+0.0011625i,0.00044589+0.00014002i,-0.0013151-5.4622e-05i,-0.0016807-0.00028491i,-0.00061603-0.00051282i,8.9598e-05-0.0010293i,0.00014483-0.00094001i,-0.0001603-0.00010442i,3.9451e-05+0.0006061i,-0.00018929+0.00031249i,-0.00037045-2.8934e-05i,-5.7509e-05+0.00014991i,-0.00025779+7.397e-05i,-0.00056496-0.00013775i,-0.0007143-0.00019258i,-0.00065572-0.00015433i,-0.00016234-0.00026086i,0.00039289+0.0001135i,0.00054062+0.00038597i,0.00014582+0.00017913i,0.00037035-1.1324e-05i,0.00082659-0.00043793i
-0.00064216-0.0040473i,-0.0023295-0.0040414i,-0.0035381-0.0041584i,-0.0034931-0.0034639i,-0.0024114-0.0012085i,-0.0010131+0.0004789i,-4.1282e-05+0.00031791i,0.00035303+0.00014729i,0.0011553-0.00018135i,0.00079639-0.00072711i,-0.00040789-0.00094982i,-0.00024177-0.00057569i,0.00030229+0.0010487i,0.00059624+0.0019169i,-9.3227e-05+0.00097739i,-0.00070707+0.00049467i,-6.454e-06+0.00079647i,0.00031533+0.0007113i,-6.474e-05+0.0003183i,-0.00062508-0.00037955i,-0.00072469-0.001021i,-0.00053751-0.00033424i,-0.00014019-0.00020423i
0.0012396-0.0012646i,0.00092168-0.0026094i,0.00043184-0.0038837i,-0.00012322-0.0021257i,-0.00077883-0.0004159i,-0.00043183-0.00011025i,0.00022709-0.00049137i,-0.00040274-7.1605e-05i,-0.0013962+0.00060526i,-0.0019961+0.00075374i,-0.0016554+0.00091121i,-0.0009749+0.00097i,-5.6774e-05+0.00046416i,-8.475e-05-0.00020184i,-2.6666e-05+2.2897e-05i,0.00039183+0.00066335i,0.0002134+0.00052888i,-0.0005597-2.8884e-05i,-0.00018681-0.00034421i,0.00060678+7.4261e-05i,0.00047348-0.0001952i,0.00013736-0.00029396i,-0.00045393-0.00011951i
-0.00060013-0.0010215i,-0.00040963-0.0019139i,-0.00076769-0.0020603i,-0.0016883-0.0024618i,-0.0014525-0.0021941i,-0.00034604-0.0016924i,-0.00059407-0.0017457i,-0.00073249-0.0018777i,-0.00059714-0.0010826i,-0.00048205-0.00051206i,-0.00040621-0.00038981i,-0.00027671+0.00045364i,-0.00045301+0.00075479i,-0.00046096+0.00022743i,-1.4911e-05-0.00038417i,-0.00019278-0.00067853i,-0.0007449-0.00047246i,-0.00087443+3.0899e-05i,-0.00089265+0.00012506i,-0.00058875+0.0001081i,-6.7984e-05+4.5868e-05i,0.00081315+0.00011232i,0.0010344+0.00025109i
0.0022932-0.00019714i,0.0010872-0.0015891i,-0.00025346-0.0028882i,-0.00092261-0.0026925i,-0.0014816-0.0022702i,-0.00064093-0.0018359i,0.00019573-0.001076i,-0.00028405-0.00033229i,-0.00063596+0.00066481i,-0.00083549+0.00078131i,-0.0008672+0.00012567i,2.4627e-08-0.00042316i,-4.4554e-05-0.0009802i,-0.0010951-0.00083816i,-0.0010531-0.00039931i,-0.0010025+0.00015825i,-0.00040884+0.00019009i,0.00032603+0.00035311i,-0.00022617+0.00028303i,-0.00019155+5.5874e-05i,-0.00011613+1.0156e-05i,-7.1138e-05+0.0005143i,-1.4084e-05+0.00060156i
-0.00039899+0.0011869i,9.8165e-05+0.00081315i,-0.00042204-0.00088701i,-0.002003-0.0017858i,-0.001966-0.00089053i,4.3015e-06-0.00012132i,0.00082127-0.00054185i,0.0003213-0.00083894i,-0.00026063-0.0004732i,0.00020254-0.00058329i,0.00011128-0.00084447i,-0.00039002-0.00074681i,1.1451e-05-0.00061832i,0.00033762+0.00025676i,0.00028119+0.00011679i,-0.00013433-0.00074553i,-0.00023529-0.00032426i,-0.00036129-0.00011353i,5.505e-05-1.674e-06i,0.00028567+0.000583i,0.00021898+0.00044363i,0.00062384+0.00031508i,0.00041973+0.00060358i
-0.00054604-0.00079347i,-0.0017773-0.0013613i,-0.0022766-0.0017918i,-0.0018505-0.0014085i,-0.0010586-0.0010083i,0.00040522-0.0019053i,0.0014562-0.0019107i,0.0013249-0.00025748i,0.00038758+0.00045659i,0.00019346+0.00047623i,0.0003477+0.00036221i,0.00043099-0.00014423i,0.00067135-0.00031419i,0.00038048-0.00017451i,0.00015858+0.000449i,-0.00061623-1.8829e-06i,-0.0016954-0.00055751i,-0.0016526-0.0005251i,-0.00063855-0.00090918i,0.00044072-0.00084416i,3.2398e-05-0.00056985i,-0.00081188-0.00026391i,-0.00049408-0.0004711i
0.00022473+0.00050018i,6.2116e-05-0.0010065i,-0.0010396-0.0018421i,-0.0019782-0.0011225i,-0.00209-0.00094178i,-0.0012011-0.00044348i,0.00012128-0.00012331i,0.00030231-0.00022161i,-0.00049232-5.0895e-05i,-0.0003881-0.0003111i,-1.8278e-05-0.00010633i,-0.00022774+0.00047505i,-0.00046876+0.00022659i,-0.00019681-0.00054989i,0.0004535-0.0010131i,0.00016474-0.00025827i,-0.0001308+0.00063418i,0.00012703+0.00090247i,0.00013142+0.00038156i,-3.4338e-05+2.6563e-05i,0.00054405-0.00023819i,0.00055141-4.0155e-05i,9.2784e-06+1.3488e-05i
-0.0015916-0.0017506i,-0.00096663-0.0015401i,-0.0014254-0.0015829i,-0.0024535-0.001729i,-0.0019642-0.0010716i,-0.00066987-0.00080636i,-0.00031566-0.0010418i,-0.00069379-0.00049341i,-0.0005605-0.00012448i,-0.00055747-0.00048884i,-0.00074257-0.00053511i,-0.00020142+8.9293e-05i,3.122e-05+0.00083342i,-0.00014149+0.0001528i,-0.00050251-0.0002747i,-0.00073307+4.713e-05i,-0.0003422-2.3771e-05i,0.00023503-0.00093302i,4.04e-05-0.0015817i,-0.00041367-0.0013554i,-0.00039696-0.00074201i,-0.00028344-0.00022616i,0.00036326+0.00010598i
0.0027629-0.00029571i,0.0012892-0.0012925i,0.00036437-0.0021551i,-0.0015635-0.0021308i,-0.0024446-0.0014509i,-0.00089703-9.3049e-05i,0.00069031+0.00035839i,0.00062049+2.1004e-05i,-0.00014769-0.00054479i,-0.00070955-0.00053188i,-0.00091695-0.00011951i,-0.0009526-0.00041665i,-0.00084787-0.0008267i,-0.00030298-0.00081928i,0.00064301-0.00031818i,0.00054609+0.00090185i,-0.00026833+0.0013085i,-0.00039601+0.00060574i,-0.00018564+0.0002929i,-0.0007079-7.9371e-06i,-0.0011224-0.0003932i,-0.00054163-0.00063505i,0.00018446-0.0011253i
-0.00061362+0.0004126i,-0.0011368-0.00072919i,-0.0018369-0.0026638i,-0.0025942-0.0020698i,-0.0021275-0.0016935i,-8.7467e-06-0.0015538i,0.0002533-0.00029469i,-0.00097904+0.0006503i,-0.00033937+0.00059137i,4.7486e-05+0.00094732i,-0.00019411+0.00077032i,0.00032301+0.00019681i,0.00020595-0.0002744i,-0.0001488-0.00011644i,-0.00022861-0.00026717i,-0.00028644-0.0011247i,0.00031358-0.000842i,0.00044349-6.1787e-05i,0.00051123+0.00035346i,5.393e-06+0.00064332i,-0.00038667+0.00043963i,3.8747e-05+0.00074882i,1.8644e-05+0.0012205i
0.0003647-0.0015955i,-0.00049592-0.0024441i,-0.0017733-0.0030454i,-0.0027829-0.0034643i,-0.003308-0.0025346i,-0.0023092-0.0011012i,-0.00057241-0.0001256i,-0.00062931-0.00034843i,-0.00098999-0.00078389i,-0.00069887-0.00043203i,-0.0005798+7.4702e-05i,-0.00033499+0.00011702i,0.00025541-4.7931e-05i,0.00080336+0.0005771i,0.00025695+0.0009892i,1.1518e-05+0.00066217i,-0.00053394+0.00034249i,-0.00034854+4.6823e-05i,1.1022e-05-0.00017578i,-0.00014159+0.00058033i,-0.00010375+0.00092296i,-0.00038652+6.689e-05i,0.00017461-0.00051856i
-0.00028942+0.00076737i,-0.0002727-0.00043531i,-0.00048112-0.0027016i,-0.00056375-0.0029114i,-0.00077409-0.0016663i,-0.00080481-0.0013851i,-0.0006306-0.0017191i,-0.001324-0.00091843i,-0.0011408+0.00069314i,-0.00079231+0.00085795i,-0.00072211+0.00024222i,3.735e-05+0.00029274i,0.00022765-0.00034575i,-0.0001507-0.00047152i,-0.00079079+0.00011491i,-0.00070699+0.00011173i,9.9197e-06+0.00056916i,0.00015897+0.00088772i,-6.3006e-05+0.00079117i,-0.00068828+0.00062483i,-0.0010788-7.5175e-06i,-0.00047309-0.00057365i,-5.0269e-05+0.0004278i
-0.0021462-0.0019076i,-0.0014599-0.0010207i,-0.0014884-3.5095e-05i,-0.0015118-0.00011622i,-0.00079064+0.00043329i,0.00035689+0.0011195i,0.0010548+0.00015419i,0.00019842-0.00087651i,-0.00063144-0.00042463i,-0.00012749-3.1134e-05i,0.0003488-0.00017045i,0.00062135-0.00033684i,0.00029392-0.00045411i,-0.00010754-0.0011598i,-0.00018208-0.0014646i,-0.00028929-8.9222e-05i,-0.00037572+0.00045026i,-0.00022582-0.00024018i,0.0001035-0.001206i,9.9984e-05-0.0017847i,-0.00026059-0.00079515i,3.4546e-05-8.2329e-06i,0.00023054-0.00013402i
0.00092025-0.0003594i,0.00057612-0.00078344i,-0.0015468-0.00079088i,-0.0023024-0.0021552i,-0.0009853-0.0024974i,0.00083505-0.0018073i,0.0012065-0.0015511i,-0.00019596-0.0011413i,-0.0010747-0.00051506i,-0.00016734-0.00018884i,0.00047241-0.00016352i,0.00015335+7.9799e-06i,-0.00027254+0.00012699i,-0.00059912-0.00030506i,-0.00096115-0.001065i,-0.0011201-0.0010726i,-0.00069302-0.00062831i,-0.00057016-0.00017144i,-0.0014739-1.6243e-05i,-0.0010261-1.3163e-05i,0.00020239-1.3545e-05i,0.0005165-5.3402e-06i,6.2035e-05+0.00013464i
0.00099004+6.857e-05i,-1.0643e-05-0.0017055i,-0.0005457-0.0032002i,-0.001426-0.002925i,-0.0011673-0.0012308i,0.00020822+7.6666e-06i,0.001132-0.00064147i,0.00027182-0.00082834i,-0.00091942-0.00046409i,-0.001209+1.8197e-05i,-0.00090503+0.00072148i,-0.00081824+0.0010825i,-0.00088912+0.0007604i,-0.00042391+0.00075609i,0.00013035+0.00053575i,0.00025422-0.00065841i,1.3457e-05-0.00059463i,-0.00016316+0.00096187i,1.1002e-05+0.002038i,6.6322e-05+0.00080454i,-0.0005971-0.00055304i,-0.00098763-0.0010704i,-0.00031698-0.0010091i
0.00063699+0.00019195i,0.00077887-0.00064839i,0.0010265-0.0014422i,0.00046197-0.002618i,-0.00030187-0.0030386i,-0.00063298-0.0029569i,-0.00099605-0.0021257i,-0.0011371-0.0007135i,-0.00023896-0.0002038i,0.00040421-0.00028351i,-0.0003122-0.00044754i,-0.0003935-0.0004601i,-0.00014349-4.2126e-05i,-0.00067045+0.00014324i,-0.00098152-0.00046548i,-0.00065004-0.00065258i,-0.00044036-0.00021215i,0.00033204+0.00016781i,0.0011709+0.000293i,0.0006801+0.0001678i,-5.0716e-05+0.00026992i,-2.2762e-05+0.00046856i,0.00051636+0.00077127i
0.00055549-0.0015732i,-0.0012592-0.003416i,-0.0025971-0.0043269i,-0.0028996-0.0030256i,-0.0030402-0.0012744i,-0.0016909-0.00028986i,-6.1406e-06+0.00051445i,0.00061035-0.00014847i,0.00077539-0.00045333i,0.0005356+0.00029815i,-0.00014058+0.00087554i,-0.00058299+0.00049359i,-0.00048554-2.919e-05i,-0.00045438-0.00019526i,-0.00022379-0.00025744i,-0.00035858-7.9974e-05i,-0.00083412+1.1185e-05i,-0.00067575+0.00028817i,-0.00050742+3.226e-05i,-0.00067816-0.00064414i,-0.00076926-0.00017561i,-0.00075447+0.00062308i,1.2384e-05+0.00086131i
0.00043635+0.00080661i,0.0001755+0.00015262i,-0.00038404-0.00080716i,-0.00059029-0.0018256i,-0.0010825-0.0025414i,-0.0011389-0.0021027i,-0.00021905-0.0018586i,-0.00037686-0.00092644i,-0.0006902-9.0725e-05i,-0.00056354-0.00061823i,-0.00074896-0.0005574i,-0.0011167-0.0006001i,-0.00098352-0.00034498i,-0.00041092+0.00057049i,-6.7157e-05+0.00037955i,-1.5979e-07-0.00021906i,-8.032e-05+0.00048326i,-0.00010258+0.00079559i,-0.00012092-0.00010995i,-0.0004311+4.4188e-06i,-0.00059521+0.00034498i,-0.0005258+0.00032504i,0.00028356+0.00012221i
0.00045663-6.0055e-05i,-0.00035864+0.00048807i,-0.0011692-3.8078e-05i,-0.0017335-0.000685i,-0.0016174-0.00031749i,-0.00042052-7.4181e-05i,0.00032049-0.00049128i,0.00012771-0.00085246i,-5.1549e-05-0.0012577i,0.0003542-0.0013754i,0.00070109-0.00077333i,0.0006427-0.00030742i,0.00019959-0.00082707i,-0.00026363-0.00096777i,-0.00016532-0.00037857i,-6.4915e-06+0.00041807i,-2.2318e-05+0.00046734i,0.00036831+0.00044424i,5.113e-05+0.00099595i,-0.0010493+0.0012465i,-0.00073681+0.00064646i,0.00059963+0.00021806i,0.00029593-0.00034761i
