-0.0043132+0.00047388i,-0.0024472-0.00048445i,-0.00091166+0.00013872i,-0.00075572+0.0011582i,-3.4865e-05+0.0020717i,0.0010293+0.002043i,0.00028855+0.0017157i,-0.00020374+0.0012116i,0.000276+0.00085042i,0.00075456+0.00089981i,0.00061468+0.00026032i,0.00035059-0.0010108i,0.00040666-0.0011967i,0.00041839-0.0010226i,0.00023285-0.00061554i,-0.00038108-4.6142e-05i,-0.00040554+0.00032051i,6.3628e-05+0.00019485i,0.00026066-0.00076101i,-9.7218e-05-0.0011584i,-0.00021918-0.00031545i,0.00047413-0.00034193i,0.0012539-5.4187e-05i
0.0022387-0.00057802i,-8.2193e-05-7.5141e-06i,9.2205e-05+0.00041152i,0.00074601+0.0010519i,-0.00090037+2.0422e-05i,-0.0022526-0.00040612i,-0.00287+0.00046911i,-0.0028952+0.00037609i,-0.00303-0.0011158i,-0.0031884-0.0014065i,-0.0020719+0.00051491i,0.00010416+0.0014606i,0.0019853+0.0013425i,0.002073+0.0017698i,0.0021362+0.0020682i,0.0029959+0.0015253i,0.0030412+0.00035243i,0.0016575+0.00010015i,-0.00017913+0.00014952i,-0.00077067+0.00017683i,-0.00090773-6.9208e-05i,-0.0007223-0.00066537i,-0.00060626-0.0010712i
0.00064745-0.00027934i,-0.0010418+3.8041e-05i,-0.0013551-0.00050106i,0.00051426-0.00088649i,0.00086384-0.0014727i,-0.00082686-0.0020418i,-0.0010759-0.0013412i,-0.0001508-0.0007655i,0.00078304-0.0016279i,0.00061756-0.0022203i,0.0001213-0.001331i,-0.00020032-0.00054016i,-0.00048239-0.0013712i,-0.00046025-0.0025315i,-0.0011365-0.0024335i,-0.0015438-0.0024078i,-0.000893-0.0029114i,-0.00078461-0.0028587i,-0.0014003-0.0020904i,-0.00087217-0.00056454i,0.00043738+0.00078533i,0.00080579+0.00090391i,-0.00041241+0.00073243i
-0.0037528-0.0021374i,-0.006095-0.0015352i,-0.0067485-0.00099593i,-0.005122-0.00035928i,-0.0018758+0.00022162i,0.00021528+0.0003793i,-0.00019708+0.00014818i,0.00073193-3.2897e-05i,0.002604-0.00069784i,0.0034324-0.0011315i,0.003221-0.00075674i,0.0025969+0.00037922i,0.0017459+0.0015937i,0.00040649+0.0022368i,-0.000765+0.0026243i,-0.00032541+0.0029884i,0.00020448+0.003545i,-0.00023377+0.0042811i,-0.00043167+0.0036214i,0.00042841+0.0024738i,0.00093856+0.00089562i,0.00024111-6.7477e-05i,-0.00074838-0.00016129i
-0.0018939-1.5185e-05i,-0.00048296+0.0012292i,0.0024376+0.0020654i,0.0051004+0.0025569i,0.0053056+0.0012754i,0.0040591-0.00017139i,0.0034507+0.00092076i,0.002817+0.0023413i,0.0024225+0.0031029i,0.0018+0.0034932i,0.00061907+0.0026235i,-0.00055201+0.00022764i,-0.0010447-0.0017541i,-0.00036821-0.0021183i,-0.00014487-0.0016752i,-0.001092-0.0014054i,-0.0017352-0.00094594i,-0.0010781+0.00015046i,-0.00045069+0.00055744i,-0.00026071+0.00032795i,-0.00020435+0.00084407i,-0.00085171+0.0017277i,-0.00070035+0.0012002i
0.001374-0.00032321i,6.8193e-05-0.00021443i,-7.1529e-05-0.00062368i,-0.00045354-0.0016589i,-0.0021256-0.002469i,-0.0036877-0.001402i,-0.0042128+0.0010464i,-0.0021366+0.001853i,-0.0004423+0.0018542i,-0.001105+0.0018421i,-0.0017698+0.00086199i,-0.00075166+0.00019095i,0.0011645+0.0011381i,0.00087434+0.0019912i,6.4628e-05+0.0022643i,-0.00030678+0.0026799i,-0.001003+0.0024274i,-0.00083024+0.0020059i,-0.00038526+0.0016239i,0.00034496+0.00047121i,0.00039297-0.00079498i,0.00020929-0.0009269i,0.0011243-0.00033085i
0.0035305-0.00012121i,0.0026074-0.00025257i,0.0012188-0.00022848i,0.0010664+0.0007585i,0.0016449+0.001017i,0.00095103+3.9609e-05i,-0.00028638-9.8698e-05i,-0.0010887-0.00015878i,-0.0013686-0.00095922i,-0.0029661-0.0011223i,-0.0042486-0.0011859i,-0.0029534-0.00089635i,-0.0011508-0.00027979i,-4.8449e-06-0.00082669i,0.0012487-0.0015283i,0.0021384-0.0015402i,0.0028419-0.0025729i,0.0025428-0.0031756i,0.00056203-0.0017964i,-0.00087679-0.00080885i,-0.00054195-0.00091256i,0.00043491-0.0013319i,0.00054919-0.0011453i
-0.0033857+0.0002451i,-0.0038397-0.0013662i,-0.0042763-0.0017541i,-0.0022581-0.0022664i,0.00045941-0.0017869i,0.00076292-0.00086537i,0.00020006-0.0018096i,0.00067315-0.0017908i,0.00066773-0.001408i,-0.00050069-0.0023704i,-0.00052786-0.0024468i,-6.2785e-05-0.0002026i,-0.000572+0.0019868i,-0.0012918+0.0022545i,-0.001385+0.0019208i,-0.00098871+0.0015707i,-0.00030821+0.00084664i,0.00036458+0.00011044i,-0.00067005-0.000513i,-0.0014884-0.00027755i,-0.00039006+0.00022328i,0.00093632-0.00040896i,0.0011331-0.0013162i
0.00049723+0.00095974i,0.0014083+0.0013973i,0.0038019+0.0016191i,0.0040453+0.0014296i,0.0020646+0.00047056i,0.00098132-0.00021469i,0.0009591+0.00046945i,0.0012936+0.00010886i,0.0020922-0.0010509i,0.002524-0.00082131i,0.0024517-1.0333e-05i,0.0015891-0.00049738i,-0.00037697-0.0022217i,-0.0007535-0.0032812i,0.0013108-0.0024865i,0.00232-0.0013472i,0.0019159-0.00086462i,0.0016031-0.00030091i,0.0011387+0.00039638i,0.00054273+0.0010494i,-0.00046748+0.00075142i,-0.001655+0.00042272i,-0.0014907+0.00021404i
-0.0049587-0.0035695i,-0.0058546-0.0016828i,-0.006282+0.00056059i,-0.0035783+0.0015074i,-0.00059743+0.0018991i,-1.091e-06+0.0015505i,-0.00072632+0.0013466i,-0.00010671+0.0021878i,0.0012362+0.0033223i,0.0017521+0.0039343i,0.0014703+0.0040235i,0.0017537+0.0030878i,0.0019831+0.001855i,0.00010514+0.00049513i,-0.0020799-0.00057733i,-0.0032164-0.00044994i,-0.0032094+0.00038128i,-0.0023583+0.0013438i,-0.0015645+0.0015231i,-5.4017e-05+0.00067233i,0.00067751+0.00034884i,-0.00018313+9.3181e-05i,0.00024715-0.00051109i
-0.0010569+0.00069192i,-0.0017158+0.00032028i,-0.0019349+0.0016005i,-0.00076817+0.0031083i,0.00088913+0.0015866i,0.001197-0.00011111i,-8.9715e-05+0.0007034i,-0.00060583+0.0019609i,-0.00011866+0.001922i,-0.00052975+0.0013283i,-0.00049598+0.00052647i,-5.2053e-05-0.00065578i,0.00059178-0.00062483i,0.0017362-0.00018866i,0.0024241-0.00029793i,0.0019918+0.0001292i,0.0010117+0.00020384i,0.00037783-0.00050532i,0.00024331-0.00082056i,0.00043522-0.00029688i,0.00020663+0.00040521i,-0.00045505+0.00086252i,-0.00047224+0.0010262i
-0.00087669-0.0019998i,-0.00035192-0.0026254i,-0.0014833-0.0028657i,-0.00077902-0.0015443i,0.00040013-0.00041644i,0.0003253-0.0011051i,-0.0010138-0.0015982i,-0.0016306-0.00085105i,-0.00065794+0.00026244i,7.9701e-05+0.00087662i,-0.00026699+0.00022287i,-0.0011724+4.3935e-05i,-0.0017302+0.0012621i,-0.0020147+0.0017875i,-0.0016319+0.0013796i,-0.00054663+0.000461i,0.00010561+0.00042392i,-0.00035021+0.00017011i,-0.0012936-0.0006358i,-0.00083365-0.00024106i,0.00070656+4.1131e-05i,0.0010036+0.00019856i,0.00086053+0.00081633i
0.0014402+0.0025385i,0.0019342+0.0040065i,0.0026835+0.00528i,0.0042217+0.0052107i,0.0050722+0.0027114i,0.0033782+0.00063674i,0.0012126+0.0013034i,0.00078033+0.001994i,0.00049255+0.00068986i,-0.00040313-0.00054931i,-0.00042971-0.0016056i,8.1347e-05-0.0019618i,2.0024e-05-0.00076241i,0.00039148+0.00048556i,0.00051963+0.0014311i,-0.00011585+0.0014218i,5.6589e-05+0.00060879i,0.00039486-0.0008652i,7.643e-05-0.0015782i,0.00011082-0.0010397i,0.00044581-0.001444i,0.00078318-0.0017116i,0.00036788-0.0016426i
-0.0014932-0.00022789i,-0.0021883-0.00059014i,-0.0012626-0.00031731i,0.0022994-0.0018507i,0.0041427-0.003283i,0.0021593-0.0035822i,0.0001531-0.0020787i,0.00076019-0.00097557i,0.001811-0.0010518i,0.0019113-0.00051091i,0.0014778+0.00042087i,0.0011258+0.00081754i,0.00038287+0.0003551i,-0.0012755-0.00026861i,-0.0018408-0.0012893i,-0.00068736-0.00098593i,0.00017002-2.6819e-05i,0.00038871-0.00018069i,8.2302e-05-0.00038126i,-0.0010244+0.00026429i,-0.00079889+0.00031315i,-0.00017542-0.00037868i,-0.00070659-0.0012086i
6.5094e-06+0.0013458i,0.00073029+0.0010827i,0.00065339+0.0012516i,0.0010288+0.0015708i,0.00057385+0.0018723i,1.4691e-05+0.00072752i,5.4262e-06+5.7857e-05i,2.1423e-05-4.0363e-05i,0.00082162-0.00087841i,0.00087482-0.00057032i,0.00038659+0.00072663i,0.00071419-0.00034833i,0.001273-0.0020064i,0.0010365-0.0015358i,0.0002772-0.000274i,-5.9361e-05+0.00045205i,-0.00059242+0.00093004i,-0.00033561+0.0011095i,0.0010395+0.00108i,0.0017038+0.00083189i,0.00054142-0.00012917i,-0.00075039-0.00089476i,-0.00054085-0.00047478i
0.002427+0.00079167i,0.0039293-0.0010986i,0.0036955-0.0027572i,0.0023773-0.0028249i,0.0015591-0.0016873i,0.00078685-0.00088517i,-0.00044936-0.00022183i,-0.00055456+0.00055377i,0.0005466+0.00089826i,0.00096199+0.00079314i,2.0053e-05+0.00063149i,-0.0011645+0.00045949i,-0.0011227+0.00026163i,-0.001185-0.0005761i,-0.0009511-0.0014036i,-0.0001768-0.0011533i,-0.00048534-0.0010624i,-0.00054525-0.0003092i,0.00022918+0.00078803i,0.00027098+0.00029076i,-0.00037874-0.0003834i,-0.0010229-5.1083e-05i,-0.00080154+0.00025545i
-0.0034548+0.0036763i,-0.0057401+0.005788i,-0.0060972+0.0082994i,-0.0031074+0.0069354i,0.0010568+0.002816i,0.0014459+0.00010168i,-0.00050158+0.00072971i,-0.00034263+0.0025043i,0.00047562+0.0034484i,0.00063675+0.0018297i,0.00038316-0.00028934i,0.00021136-0.0010448i,0.00041931-6.7924e-05i,0.00013716+0.0017645i,-2.2349e-06+0.002172i,0.00012699+0.0015429i,0.00054594+0.00055525i,0.0011262-0.00012862i,0.00093569+0.00054434i,0.00046855+0.00095243i,0.00041597+0.00048487i,0.00048723+0.00040841i,0.0012018+0.00036743i
8.5905e-05+0.0016235i,0.0018652+0.0013313i,0.0044649+0.00081597i,0.0066883-0.00087828i,0.0067978-0.0019246i,0.0034095-0.001459i,-0.0003061-6.3453e-05i,-0.00093277+0.00040689i,-0.00069372+0.00028298i,-0.0011202+0.00096513i,-0.00080135+0.00018021i,-0.0006322-0.001313i,-0.0015716-0.0013232i,-0.002087-0.0010453i,-0.0016018-0.0012188i,-0.00092368-0.0008102i,-0.0008061-0.00063069i,-0.0002301-0.0015389i,0.00082261-0.0012167i,0.00045631-6.7248e-05i,-9.585e-05+0.0010602i,0.00046577+0.0014919i,0.00055223+0.00049387i
0.0013498+0.0019529i,0.0031542+0.0020422i,0.0039809-0.00081211i,0.0023905-0.0043871i,0.00067568-0.0044814i,-0.00070678-0.0018461i,-0.0023689+5.1334e-05i,-0.0026643+9.6988e-06i,-0.0020229-0.0011551i,-0.00092247-0.0011925i,0.00041154-0.00036344i,0.00068627-0.00032843i,0.0006082-0.000632i,0.00081546-0.00079733i,0.00059846-0.0003321i,-5.01e-05-0.00019653i,5.101e-05-0.00061193i,0.00034899-0.00042831i,0.00066906-0.00092541i,0.00088515-0.00090177i,0.00058266-0.00074759i,0.00048913-0.0014608i,0.00017744-0.0011983i
-0.0012119-0.0010551i,-0.0012894-0.00074871i,-0.0014825-0.00024373i,-0.0015335-0.00056297i,-0.0008691-0.0017735i,-7.8937e-05-0.0018286i,0.0010346-0.0011847i,0.0029015-0.00083675i,0.0033948-0.0015322i,0.0019484-0.0024123i,0.00086568-0.0015377i,0.00040917+0.00027883i,0.00027456+0.0011172i,0.00031895+0.00058272i,0.00031992+6.6708e-05i,0.0002043-2.432e-05i,-0.00012316+0.00037139i,-0.00011156+0.0001134i,-2.2873e-06-0.00068813i,-0.00047412-0.00028335i,-0.00095047-0.00043953i,-0.00064912-0.0013632i,7.7862e-05-0.00093579i
-0.002588-0.0007029i,-0.0032538-0.0020127i,-0.0054596+0.0010647i,-0.003354+0.0049276i,0.0022489+0.0051831i,0.0032449+0.0031545i,0.0015871+0.0012101i,0.0020531+0.00016097i,0.0026283-0.00067677i,0.0014127-0.0018877i,0.00075823-0.0016768i,0.0002332-0.00098191i,0.0001215-0.0006701i,0.00064424+6.4745e-05i,0.00081051+0.00091617i,0.00057499+0.00024389i,0.00029309-0.0001672i,-1.4551e-05+0.00032417i,-0.00016174+0.00074598i,-0.00010834+0.00033718i,-0.00014922-7.7726e-05i,-0.00045683+8.0216e-05i,-0.00014293+6.8736e-05i
0.0055322+0.0028246i,0.007065+0.0016868i,0.0094882-0.00019023i,0.009576-0.0026951i,0.0068006-0.0050035i,0.0037784-0.0043844i,0.0011033-0.00097848i,0.00062333+0.0020789i,0.001529+0.0024628i,0.0012786+0.0016427i,0.00085186+0.00087937i,8.8564e-05-7.0822e-05i,-0.00043173-0.00031526i,0.00079787-7.1469e-05i,0.0014377+0.00083742i,0.0010821+0.0006949i,0.00090862-1.6449e-05i,0.00067966-1.7088e-05i,0.0011496+3.0613e-05i,0.0013698+4.4137e-05i,-2.9856e-05+0.00038111i,-0.00053336+0.0004572i,0.00013347+0.00011382i
-0.0048688-0.0014476i,-0.0052077-0.0028642i,-0.0049864-0.001938i,-0.0023847-0.00092544i,-0.00057681-0.00049477i,-0.0012377+6.3463e-05i,-0.0027205+0.0015802i,-0.0031465+0.0019608i,-0.0027197+0.0020559i,-0.0013896+0.0022519i,0.00010978+0.001615i,0.00018987+0.00094736i,-8.8861e-05+0.00048861i,0.00042047+0.00040363i,0.00084015+0.00088143i,0.00087137+0.0011969i,0.0010534+0.00099685i,0.0008292+0.00046955i,-4.5159e-05+0.00017397i,-0.00041153+0.00015963i,-0.00043927+0.0011698i,-0.00036365+0.0017477i,-5.176e-05+0.00076792i
0.00075304+0.00043426i,-0.00028927-0.00033106i,-0.001499-0.00023321i,-0.0014008+0.0020434i,-9.1417e-05+0.0026184i,-0.00038455+0.0015761i,-0.0022437+0.00029241i,-0.0024347-0.0013931i,-0.0020425-0.0018901i,-0.0024426-0.0019235i,-0.0011279-0.00097357i,0.00029441+0.0002287i,-0.0005056+4.0077e-05i,-0.0018999+0.00019528i,-0.0015325+0.00079001i,-0.00061137+0.00047501i,-0.00030287-0.00042959i,0.0001092-0.0002324i,0.00017266-0.00022454i,5.8702e-05-0.00010906i,0.00017162+0.0013126i,0.0002458+0.001777i,0.0010033+0.00025346i
0.0010881+0.00316i,0.0023714+0.0029794i,0.0038448+0.0017776i,0.0041164+0.0010556i,0.003033-0.00028273i,0.0010935-0.0016498i,0.00068247-0.00093058i,0.0012639-0.00024428i,0.00092768-0.0012038i,9.585e-05-0.0021455i,-0.0001134-0.0018268i,0.00030134-0.00034892i,0.0014696+0.0011499i,0.0012759+0.001813i,-0.00054149+0.0017278i,-0.000721+0.0010578i,0.00011517+0.00062637i,-0.00014754+3.4552e-05i,-0.00020051+9.1443e-05i,0.00020734+0.00046627i,0.0004165-0.00022957i,0.0006642-0.00031696i,0.0010955+0.00087652i
0.0011405-0.0016871i,0.0033344-0.00033084i,0.0049663+0.0013234i,0.0038862+0.00073295i,0.0017238-0.00015058i,0.0011092+0.00050881i,0.0028601+0.0013087i,0.0051099+0.00085839i,0.0054269-0.00021891i,0.0026824-0.0014006i,0.00055595-0.0021687i,-0.00038387-0.0015709i,-0.00050743-0.0015394i,0.00061569-0.0016528i,0.00082714-0.0013147i,-0.00050855-0.0010684i,-0.00087386-0.0012698i,-0.00020062-0.0010211i,-0.00018042+5.1552e-05i,0.00019345-0.00022771i,-0.00012345-0.00064808i,-0.00067682+8.2312e-05i,-0.00031212+3.6932e-05i
-0.00090852+0.0021201i,-0.0025453+0.0020291i,-0.0027451-4.0846e-05i,-0.00098782-0.0030269i,0.0002545-0.0039181i,5.5049e-06-0.0031428i,-4.0843e-05-0.0015842i,-0.00012184+0.00033356i,0.0001091+0.0019427i,0.0017036+0.0017064i,0.002544+0.00058738i,0.0018995-0.00087871i,0.00093445-0.0015485i,0.00058709-0.00067342i,0.00055816-0.00034923i,0.00063343-0.0003443i,0.00052866+3.124e-06i,-0.00051109+0.00047043i,-0.00099713+0.00047045i,-0.00065189-0.00021734i,-0.00044571-0.00066273i,-0.00070116-0.00046863i,-0.00083255-0.00058699i
-0.0012505-0.00074887i,-0.0018001-0.002246i,-0.0015935-0.0022412i,-0.00068671+0.00048003i,0.00073822+0.0010682i,-0.00054177-0.0008618i,-0.0031203-0.000207i,-0.0030423+0.00095703i,-0.0016168+0.0018393i,-0.00030895+0.0029676i,-0.00024157+0.0023701i,-0.00049299+0.0011049i,3.2237e-05+0.0001535i,0.00036499-0.00064723i,0.00016352-0.00023275i,5.5481e-05+0.00076929i,6.9784e-05+0.00062049i,-2.7414e-05-0.00016956i,0.00013502-0.00027822i,0.0009001+0.00025365i,0.00069337+0.00058509i,0.00036236+0.00057383i,0.00053647+0.0003235i
0.0033998-0.00051008i,0.0044412-0.00024809i,0.0041357-0.00012566i,0.0020528-9.5644e-06i,0.00019956+4.7345e-05i,-0.0011599-0.00060429i,-0.0019357-0.00095412i,-0.0016401-0.00096182i,-0.0023821-0.00087067i,-0.0027412+0.00022016i,-0.0022828+0.0013291i,-0.00099858+0.0012024i,7.3209e-05+0.001121i,-0.00040749+0.0016947i,-0.00055737+0.001303i,-0.0001915-0.00010301i,5.9411e-06-0.00051453i,0.00010313-0.00048898i,0.0004068-0.00059682i,0.00035713-0.00035161i,-5.9268e-05+9.2646e-05i,6.8967e-05+0.00020697i,-0.00019606-9.6826e-05i
-0.0052837+0.0032952i,-0.0069842+0.0053796i,-0.0043267+0.0064331i,0.0013727+0.0044724i,0.0053284+0.0015553i,0.0036722-0.00089283i,0.00052314-0.0011989i,0.00024308-0.00037725i,-0.00027409-0.00031972i,-0.00083271-0.00069614i,-0.00020164-0.00033696i,-0.00024282+0.00039581i,-0.00071538-0.00031502i,-0.0012151-0.0015008i,-0.00067134-0.0014764i,-0.00012256-0.00076821i,0.00010986+6.4034e-05i,0.00059985+0.00067043i,-0.00014626+0.00027273i,-0.00069546+0.0006883i,-0.00015562+0.0008154i,-0.0006228+0.00045838i,-0.0014339+0.00054166i
-0.0023703-0.00057711i,-0.0019969-0.0031152i,-0.0012893-0.0022374i,0.0001847-0.00018636i,0.0014452+0.00083745i,0.0028708-0.00075849i,0.0029353-0.001373i,0.0024363-9.6565e-05i,0.0015129+0.00074122i,0.0016315+0.00064287i,0.00182-0.00061778i,0.0007276-0.0013498i,-0.00061128-0.0011839i,-0.0014432-0.001651i,-0.00035533-0.0019294i,0.00052118-0.0011839i,0.00038231+0.00037632i,0.0001398+0.00068123i,-9.187e-05+3.9463e-05i,-0.00017309-0.00026633i,-0.00049908-0.00019933i,-0.0010057+9.5697e-05i,-0.00092043-0.00079634i
-0.031657+0.022451i,-0.031987+0.029083i,-0.015506+0.04717i,0.0082484+0.041422i,0.02328+0.022817i,0.021419+0.0028495i,0.0091783-0.0021228i,0.0037923+0.0029017i,0.0039901+0.0046676i,0.007546+0.0058549i,0.0099747+0.0031703i,0.0076067-0.0025047i,0.0046159-0.0056759i,0.0025639-0.0072148i,0.0002335-0.006639i,-0.0010469-0.0014516i,0.00042662+0.0040728i,0.0015296+0.0037836i,-0.00017376+0.0013382i,-0.00096237+0.00056866i,9.9179e-05-0.0013799i,-0.00060799-0.0025639i,-0.0014076-0.0018653i
0.0033212-0.0045319i,0.0023857-0.006081i,-0.00023739-0.008045i,4.2032e-05-0.0056449i,0.001243-0.0027948i,0.0012314-0.0012141i,0.00071841+1.0204e-05i,0.00067312+0.00070231i,0.00070386+0.0010689i,-0.00033862+0.00089707i,-0.0010112+0.0010452i,1.9342e-05+0.00055265i,0.00076571-0.00061924i,0.00082028-0.00039639i,0.0013038+8.4226e-05i,0.0010299-0.00023594i,0.00036-0.00050845i,0.00017456-0.00015166i,0.00036959+0.00042373i,0.0012278+0.00055048i,0.00097139+0.00078055i,0.00028502+0.00048015i,0.00014113-4.4584e-05i
0.0037348+0.0016569i,0.0060398-0.00020072i,0.0055359-0.003022i,0.0017641-0.0033916i,-0.0012688-0.002567i,-0.0020477-0.0012965i,-0.001678+0.00035901i,-0.00045295+0.0013212i,0.00052897+0.0010892i,-0.00039958+0.00066279i,9.8196e-05+0.0015461i,0.0017027+0.0017891i,0.001145+0.00023705i,2.4393e-05-5.9967e-05i,-1.7161e-05+0.0010046i,0.00067607+0.0019656i,0.00071081+0.001567i,0.00029537+0.00097626i,0.00068227+0.0010746i,0.00060343+0.00031903i,-0.00021777-0.00031511i,-0.00019702+0.00015663i,0.00033771+0.00036523i
0.0030584-0.0022364i,0.002132-0.0030894i,0.00018202-0.0030896i,-0.00060702-0.0020524i,0.0014559-0.001069i,0.0014593+0.00027255i,-0.00095668+0.0006606i,-0.0013134-0.00013648i,-0.0016488-0.0011835i,-0.0029127-0.0021081i,-0.003107-0.001638i,-0.0029962-0.00063801i,-0.0022409+1.0681e-05i,-0.0016631+8.7369e-05i,-0.0015457+0.00028795i,-0.0014292+0.00078284i,-0.00072867+0.0005982i,-0.00086698-0.00041118i,-0.0013623-0.00078583i,-0.00065126-0.00047535i,0.00055099-6.235e-06i,0.00057233+0.00013043i,-0.00046471+5.4899e-05i
0.0026259-0.00064122i,0.0017295-0.00079905i,0.0011069-0.0022577i,0.00099031-0.0022139i,0.00024559-0.0022568i,-0.0013833-0.0024293i,-0.0018341-0.00042275i,-0.00068658+0.0014994i,0.00012796+0.00070438i,-0.00015586-0.0012191i,-0.00041062-0.0019179i,-0.00065426-0.0019169i,0.00014283-0.00202i,0.00095811-0.0012397i,0.00028895-9.6495e-05i,-0.0001213-0.00027163i,2.5332e-05-0.0013899i,-7.4994e-05-0.0018069i,0.0002851-0.0013778i,0.00014532-0.00099016i,-1.6894e-05-0.0008547i,-0.00010222-0.00056351i,-0.00025052+8.2629e-05i
-0.0024016-0.0011625i,-0.00079848-0.001966i,0.0020569-0.0014049i,0.0030871-0.0012821i,0.0023934-0.0010832i,0.0018711-0.00062321i,0.00061952+7.1469e-05i,-9.4655e-05+0.00017652i,0.00095984-0.00051853i,0.0018957-0.00055372i,0.0018431-0.00011618i,0.0017123-6.7262e-05i,0.0012219-3.1629e-05i,7.0633e-05-0.00016659i,-0.00071407-0.00086776i,-0.00058142-0.00062541i,-0.00049025-2.7586e-06i,-0.00060491-0.0001256i,-0.00069442-0.00016251i,-0.00069486+0.00026534i,-0.00025562-0.00043078i,0.00016079-0.0014937i,-0.0002142-0.0010968i
0.00014565+0.00036386i,-0.0016261+0.00099426i,-0.0034763+0.00067422i,-0.0038596+0.00026774i,-0.001446-0.0011352i,2.8596e-05-0.0023134i,0.00027627-0.00083332i,0.0019957+0.00066496i,0.0027827-6.5338e-05i,0.0013139-0.00012405i,0.00063849+0.0010353i,0.0011199+0.00080912i,0.0010927+7.5099e-05i,0.00037561+4.9228e-05i,-0.00018413+0.00037662i,0.00011958+0.00025879i,0.00016885-0.00023658i,1.0958e-06-0.00027648i,0.00032367+8.6242e-05i,0.00028455+0.00033753i,0.00069386-7.6319e-05i,0.00031399-0.00025051i,-0.0004439-0.00038764i
0.0027948+0.00052134i,0.0031247+0.00035764i,0.0038734-0.0002641i,0.0026353-0.0013969i,0.00056744-0.0028032i,0.00017004-0.0023536i,-0.00020779-0.00055817i,-0.00089801+0.00078488i,-0.00030237+0.0007874i,-0.00043131-0.00012679i,-0.0015356+0.00023655i,-0.001517+0.0015927i,-0.00058666+0.0018473i,-0.00061216+0.0013302i,-0.00076892+0.00097156i,0.00017089+0.0012515i,0.00045341+0.00111i,0.00045557+0.00043083i,0.0010481+0.00015431i,0.00097355+0.00013641i,0.00022941+4.3159e-05i,-4.3338e-05-8.2277e-06i,-0.00062237+0.0004632i
-0.00043388-0.0051949i,-0.00065456-0.0060893i,-0.0015795-0.0038264i,-0.0018949+0.0004681i,1.6499e-05+0.0033806i,0.0002272+0.0035862i,-0.0014261+0.0028498i,-0.0017893+0.0021355i,-0.0008899+0.0012825i,-0.0011806+0.00067738i,-0.0021172-0.00017764i,-0.0017335-0.00066719i,-0.0015032-0.00024167i,-0.00086449-0.00010164i,-0.00010081+0.00028679i,-0.00024612+0.0010846i,-5.9975e-05+0.00087841i,0.00021906+9.9036e-05i,-1.6193e-05-0.00053062i,-0.00062673-0.00048146i,-0.00043673-0.00066462i,0.00049295-0.00031028i,0.00011794+0.00066628i
0.0015693+0.0020851i,0.001294+0.002109i,0.0016869+0.0013516i,0.0018641-0.00088788i,0.00226-0.0036646i,0.00036402-0.0041894i,-0.0019363-0.00225i,-0.0014275+0.00022111i,7.358e-05+0.00061751i,2.7592e-05-7.556e-05i,-0.000368-0.00051741i,-0.00016101-0.00026079i,-0.00050679+0.0001229i,-0.00057779-3.5653e-05i,6.5574e-05-3.4122e-05i,0.00020816+0.00028757i,-2.6615e-05+0.00053948i,0.00050139+0.00011579i,0.0012167+0.00032079i,0.00059818+0.00032927i,-0.00030846-0.00055137i,5.6458e-06-0.00046098i,0.0001653-0.00023172i
-0.00097644-0.0018521i,0.00019657-0.0022676i,0.0014337-0.0018428i,0.001146-0.0012135i,0.00072414-0.00053048i,-0.00010299-1.5845e-05i,-0.00020758+0.0001712i,0.0005741-0.00086528i,-0.00018509-0.0020916i,-0.00045062-0.0013089i,0.00080757-0.00032758i,0.0015523-0.0003211i,0.00069306-0.00015134i,-0.00032469+0.00047569i,-0.00048586+0.00064001i,-0.00052342+9.0133e-05i,-0.0003272+0.00017351i,0.00039781-3.5334e-06i,0.0001196-0.00099882i,2.6595e-05-0.0013221i,0.00029183-0.00071578i,0.00023374-0.00032848i,0.00048781+0.00025212i
0.0007621+0.00021758i,0.0026901-0.00018342i,0.0021333-0.0014061i,0.00060137-0.0025101i,0.00049004-0.0012657i,0.00062852+0.00010684i,-0.00045463+0.00032305i,-3.1559e-05+0.00025887i,0.00019668-0.00073811i,-0.0004645-0.00083926i,7.4539e-05+0.00035775i,0.0006513+0.00030437i,0.00065889-0.00013174i,0.00082193-0.00034031i,0.00045974-0.00021242i,6.8534e-05+0.00046329i,-0.00018487+0.00058077i,-0.00077116+0.00024537i,-0.00099157+0.00037524i,-0.00030638+0.00022771i,0.00010867-0.00087305i,-5.7437e-05-0.0012176i,-0.00012477-0.00044382i
-0.0013346+0.00059942i,-0.0022692+0.00058561i,-0.0026859+0.00078291i,-0.0015423+0.00058071i,0.00039179+0.00022957i,0.0013058-0.00075938i,0.00024248-0.00035585i,-0.00016153+0.0019533i,-0.00020859+0.0029317i,-0.0003783+0.0012802i,8.415e-05+0.00079061i,-0.00049611+0.00069207i,-0.00053372+0.00025557i,-0.00058075+0.00049853i,-0.00096415+0.00079894i,-0.00047482+0.00047515i,-5.6922e-05-9.5316e-05i,-0.00054258+5.2327e-05i,-0.00063349+0.00047382i,0.00022149-0.00017301i,0.00036814-0.00070162i,-0.00012757-0.00089058i,0.00011181-0.0010297i
