-0.00062708-0.00032934i,-0.00067355-0.001015i,-0.0028153-0.0011776i,-0.0039132-0.00030637i,-0.0033535+0.001493i,-0.0026986+0.0025956i,-0.00058959+0.0024412i,0.0014095+0.0012728i,0.001441-2.2273e-05i,0.00073267-0.00088203i,0.00016115-0.0010043i,0.00010631-0.00093723i,-0.00028585-0.00015143i,-0.00046178+0.00022273i,0.00014124-0.00038996i,0.00051675-0.00039613i,0.000419-0.00032119i,0.00032205-0.00032141i,0.00079996-0.00045291i,0.00061551-0.00046408i,-0.0005017-7.6061e-05i,-0.0011161-0.000489i,-0.00044519-0.00068695i
-0.002194-0.0038676i,-0.0024481-0.0045163i,-0.0014973-0.0050749i,-0.00089365-0.0045186i,-0.00020859-0.0025129i,0.00031514-0.00086951i,0.00067772-0.00051079i,0.0018588-0.00050618i,0.0029059-0.0010745i,0.0025177-0.0015626i,0.001503-0.00093898i,0.0011436-0.00067557i,0.00085274-0.0017831i,0.00040228-0.002852i,-0.00070491-0.0031612i,-0.0015105-0.0028215i,-0.00025082-0.0012145i,0.00029969-0.00063586i,0.00015701-0.001104i,0.00050756-0.00021689i,0.0007472+0.00015945i,-0.00019745-0.00056634i,-0.001961-0.0012916i
0.0049723-0.0040144i,0.0048548-0.0038374i,0.0024121-0.0020177i,0.00050488-0.00087805i,-0.00046262-0.00042994i,-0.001324+0.00042834i,-0.00056747+0.00076681i,0.0011921+0.00038077i,0.0015592+0.00078594i,0.0010558+0.0014451i,0.00022698+0.001941i,0.00018863+0.001948i,0.0010867+0.0020803i,0.0012853+0.0027325i,0.0012756+0.0026248i,0.00079954+0.0015114i,-0.00025584+0.0006214i,-0.00054948-0.00077415i,0.00030138-0.0010843i,0.00088405-0.0003228i,0.00064854+0.00016322i,0.00010748+0.00013277i,-0.00036174-0.00072089i
0.0033781+0.0037923i,0.0044526+0.0032471i,0.0023646+0.0019682i,0.0002406+0.0018893i,-0.00061642+0.0032838i,0.00010062+0.0038697i,0.0013769+0.0031638i,0.00089715+0.0019613i,-3.6545e-05+0.0017315i,0.00036189+0.0018581i,0.00060328+0.00097963i,-0.00013634-0.00073771i,-0.0010423-0.0022025i,-0.0016258-0.0030401i,-0.0015123-0.0023698i,-0.00095923-0.0012382i,-0.0002292-0.00086567i,-0.00018027-0.0010997i,-0.00034991-0.0012412i,-0.0003346-0.00063441i,-0.00046054-0.00032701i,0.00011629-0.00018575i,0.00010187-0.00018415i
-0.0012477+0.0042892i,0.00012009+0.0056842i,0.0016126+0.003534i,0.00071837+0.00080653i,-0.0014788+0.00092636i,-0.001315+0.0040678i,0.00063647+0.0057822i,0.001943+0.0043612i,0.0015849+0.001919i,0.00023024+0.00062935i,2.675e-05+0.00038479i,0.0010302+0.0007508i,0.0018652+0.0019935i,0.0024201+0.0017352i,0.002132-0.00016723i,0.0011592-0.0013633i,0.00099578-0.00045421i,0.0010794+0.00058797i,0.0010227-3.5088e-05i,0.00064356-0.00068082i,0.00038476-0.0010156i,2.1981e-05-0.00077413i,-0.00032863-0.00067782i
-0.0029233-0.0042257i,-0.0037859-0.0034381i,-0.0040946-0.0019101i,-0.004797-0.0006906i,-0.0050339-0.00099118i,-0.0041109-0.00055239i,-0.0023742+0.001464i,-0.0010627+0.0022489i,-0.00046547+0.0014399i,-0.0015821+0.00099315i,-0.0018344+0.00066017i,-0.0006476+0.00058026i,-0.0010804+0.00030229i,-0.0024457+0.00062864i,-0.0028065+0.001035i,-0.001824+0.00034382i,-0.00098363-0.00028531i,-0.0010984-0.00060992i,-0.00045649-0.00087791i,0.00069444+0.00011672i,0.00025398+0.0010534i,8.8748e-05+0.0005023i,0.00017487+5.9828e-05i
0.0074074-0.0006931i,0.0065952-0.0027347i,0.004649-0.0041266i,0.0014364-0.0033557i,-0.0026856-0.0025096i,-0.0067321-0.0020456i,-0.0058431+0.00025422i,-0.002371+0.0014414i,-6.9558e-05+0.0010788i,0.00038911+0.00015683i,-0.00051918-0.00069702i,-0.00085837-0.00034613i,-1.8021e-05-0.0005061i,0.00033845-0.0010541i,-0.00030282-0.0011612i,-0.00045699-0.0010778i,9.2778e-05-0.00067285i,0.00034132-0.00033945i,0.00030366-0.00046444i,0.00037096-0.00061456i,0.00070359-0.00062607i,0.00086405-0.00077404i,0.00066007-3.5497e-05i
0.027948+0.0030879i,0.031513-0.0048828i,0.03014-0.020955i,0.011464-0.024741i,-0.0075725-0.019493i,-0.017717-0.0074068i,-0.012247+0.0043335i,-0.0020709+0.0061887i,0.0034198+0.0021457i,0.0015714-0.0021617i,-0.0031064-0.0025659i,-0.0052378+0.00018583i,-0.0086586+0.0033217i,-0.014352+0.006018i,-0.015419+0.0063978i,-0.0096+0.0038043i,-0.0030927-8.0454e-05i,-0.0001071+0.00010181i,0.0011438+0.0033004i,0.002531+0.0032289i,0.0034232+0.00056644i,0.0029162-0.0022331i,0.00066114-0.0029504i
-0.008576-0.0066624i,-0.0088886-0.0041283i,-0.007789+0.0013186i,-0.0029582+0.0040809i,0.0013369+0.0037585i,0.0034786+0.00083886i,0.0024707-0.0024229i,0.0004655-0.0024255i,-0.00064227-0.00076667i,0.00011623+0.00077336i,0.0011329+0.00149i,0.00067983+0.00096674i,0.0011532-0.00014266i,0.0024932-0.0014674i,0.0027528-0.0022015i,0.0011045-0.0010356i,-0.0003332+0.00010013i,6.8437e-05-0.00014081i,0.00031249-0.001339i,-0.00010505-0.0018306i,-0.00085279-0.0010294i,-0.0013004-0.0005344i,-0.00092136-0.00028127i
0.0012406-0.0064344i,0.00060825-0.0065128i,-0.00010214-0.0037476i,0.00043301-0.00030348i,0.00061853+0.0035481i,0.0011011+0.0048338i,0.0020228+0.0025983i,0.0025024-0.00034348i,0.0022553-0.00047048i,0.0018194+0.0010071i,0.0013484+0.00075553i,0.0008374-0.00018834i,0.00064539+0.00026593i,0.0013554+0.0011025i,0.0021215+0.00093724i,0.0013398+0.00018599i,-8.156e-05-0.000137i,-0.0003285-0.00071023i,-0.00018246-0.00046489i,3.1209e-05-0.00023303i,-0.00051339-0.00056i,-0.0012891-0.00070539i,-0.00086006-0.0006106i
0.0018075+0.0047034i,0.0038488+0.0063345i,0.0025061+0.0068849i,0.00010471+0.0054114i,-0.0011367+0.0037952i,-0.0014525+0.0030312i,-0.00078664+0.0024293i,0.00025837+0.0011777i,0.00082821+0.00078396i,0.0010176+0.001183i,0.00049362+9.4868e-06i,-0.00051106-0.00051951i,-0.0010006-0.00018231i,-0.0013031-0.00042956i,-0.0012817-0.0010887i,-0.0012811-0.00077338i,-0.00058805+0.00015318i,-0.00052959+0.00074216i,-0.00054489+0.00059049i,0.00032444-0.00028394i,0.00025683-0.00039316i,0.00048563+0.00061508i,0.00010526+0.00063889i
-0.005198+3.7009e-05i,-0.0044737+0.0014865i,-0.0018776+0.002139i,-0.00018828+0.0011373i,-7.6428e-05+0.00098416i,3.3773e-05+0.0014253i,0.00077245+0.00059412i,0.0013603-0.00014545i,0.0015802+0.00036198i,0.001532+0.0015343i,0.001546+0.0021385i,0.001282+0.00089552i,0.0010199-3.7851e-05i,0.001656-0.00021163i,0.001063-0.00068463i,-0.00013407-0.00092753i,0.00010868-3.5578e-07i,0.0003566+0.00064282i,0.00074555+9.8588e-05i,0.00058293-0.00031626i,0.00024925-0.00086183i,0.00069266-0.0011033i,0.0005134-0.00023275i
-0.0012733-0.003292i,-0.0034577-0.0020676i,-0.0036674+6.5456e-05i,-0.0021349+0.00084709i,-0.0010643+0.00065262i,-0.00094606+0.00060664i,-0.00078057+0.00091222i,0.00060676+0.0012693i,0.0010786+0.001514i,0.00037849+0.0017228i,-0.00019993+0.001362i,-0.0009552+0.0011354i,-0.0011493+0.00098889i,-0.00017165+0.0005159i,0.00014412+0.0001251i,-6.1402e-05+0.00033421i,-0.00048044+0.00020823i,-0.00066242+5.7207e-05i,-0.00050239+0.00055775i,-0.00069236+0.00078752i,-0.0005044+6.4385e-05i,-5.5852e-06-0.00045576i,0.0001221-0.00026077i
0.00348-0.00048474i,0.0035681-0.0025132i,0.0015451-0.0031112i,-9.3183e-05-0.0015631i,-0.001032+0.00012492i,-0.001984+0.0013764i,-0.0011007+0.0016646i,-0.00023134+0.0011523i,-0.00064382+0.0011673i,-0.0013536+0.0011093i,-0.0013759+0.00029333i,-0.00053088+0.00040634i,0.00071865+7.235e-05i,0.0013501-0.00078332i,0.00022851-0.00030712i,-0.00042572-5.1703e-05i,-0.00032977-2.8096e-05i,-0.00039029-0.00030139i,-0.00045434-0.00076597i,6.2899e-05-0.00095816i,0.00018401-0.00075024i,-8.9572e-05-0.00020091i,-0.00028374+8.5429e-05i
-0.0027955+0.0021982i,-0.0028891+0.0029695i,-0.0010136+0.0033189i,0.00073472+0.0028688i,0.0013639+0.00063113i,0.001372-0.0007101i,0.0011842-0.00036357i,-0.00012475+0.00058202i,-0.0014085+0.00094489i,-0.0010324+0.00017118i,-0.00030292+0.00012218i,-2.6055e-05+0.00065727i,-0.00033819+0.000748i,-0.00061778+0.00044714i,-0.00054091-2.9242e-06i,-0.00055207+0.00012245i,-0.00044596+0.00027395i,0.00068983+1.8937e-05i,0.00094307+0.00010498i,0.0002232+3.4632e-05i,0.00021901-0.00015087i,0.00081806-0.00052815i,0.00037985-0.00073364i
-0.0023978-0.0050964i,-0.0031363-0.0036753i,-0.0031449-0.0003686i,-0.0016779+0.00057463i,-0.00035864+0.0012994i,-0.00024322+0.0017135i,-0.00066607+0.0016519i,-0.00035267+0.00028621i,-0.00051386-4.2062e-05i,-0.00095179+0.00056014i,-3.47e-05+0.00057055i,5.347e-05-0.00060002i,-0.00049933-0.0017592i,-0.0002192-0.00053338i,0.00043009-0.00031427i,0.0010226-0.00073403i,0.00059319+0.0002053i,-9.4528e-05+0.00099187i,-0.00075699+0.00036364i,-0.00054546+0.00022177i,0.00029852+0.00068338i,-1.9942e-05+0.0010281i,-0.00053408+0.00045805i
0.0022239-0.0019876i,0.0013893-0.0013321i,-0.00088306+0.00024478i,-0.0020497+0.0015546i,-0.0015385+0.0020496i,-0.00033759+0.001546i,0.00023564+0.00059116i,-0.00095299-0.00022551i,-0.0019929-0.00028275i,-0.00093204-2.4913e-05i,9.2789e-05+0.00010251i,0.00045075-1.5094e-05i,0.00093085-0.00022959i,0.00098917+0.00033887i,0.00066939+0.00076864i,0.00034383+0.00073815i,0.00027151-6.6125e-05i,0.00065078-0.00096748i,0.00047729-0.00094762i,9.9015e-05-0.00023435i,-0.0007248+0.00018684i,-0.00097044+0.00028548i,-0.00053144+0.00055465i
0.0010754+0.0048615i,0.0020777+0.0038496i,0.002468+0.0018191i,0.0010219+0.0012733i,3.2084e-05+0.0014701i,-0.00010224+0.0013336i,5.1228e-05+0.00044576i,0.0005043-0.00089992i,0.00017555-0.0015973i,0.00018955-0.00099517i,0.00053225+0.00072087i,0.00019992+0.001124i,-0.0010003+0.00022219i,-0.0012164+0.00058447i,-0.0003978+0.00042403i,-0.0004236-0.00034679i,-0.00078113+0.00049458i,-0.00068032+0.0008797i,-7.3063e-06-7.6796e-05i,0.00037728-0.0010111i,0.00010035-0.00033413i,4.9497e-06+0.00094743i,8.1993e-05+0.00092903i
0.001253+0.00022215i,0.00012117+0.0010405i,0.00028101+0.0010336i,0.00056123-0.00094112i,-0.00012347-0.0011857i,-0.0010489+0.00032032i,-0.00064486+0.00073613i,6.4718e-05+0.00024025i,0.0003375-0.00067882i,0.00084189-0.00052416i,0.00058217+7.082e-05i,-0.00066184+8.1236e-05i,-0.0012232-0.00054522i,-0.0010708-0.00053923i,-0.0014831-0.00024492i,-0.0013136-0.00031202i,-0.00031649-0.0004739i,0.00022569-0.00046663i,0.00023487-7.8581e-05i,-7.4002e-05+2.1975e-05i,0.00019766+0.00049925i,0.00018775+0.00026058i,-0.00064245-0.00038257i
-0.00041376+0.0011146i,-0.00021901+0.00084715i,8.0664e-05+0.00094773i,0.00051509+0.0010329i,0.00026578+0.00037473i,-0.00027134-0.00059343i,-2.6139e-05-0.0011059i,0.00035006-0.0017459i,0.00074639-0.0016556i,0.001337-0.00031115i,0.0015952+0.00058973i,0.0012215+0.00065995i,0.0008018+0.00023626i,-0.00016265-0.00044873i,-0.0014722-0.00062367i,-0.0017415-0.00017211i,-0.00090847+3.3458e-05i,-0.00036804-0.0003954i,-0.00045059-0.00069039i,-0.00058619-0.00057575i,-0.0011026-0.0001109i,-0.0014045-0.00018256i,-0.001114-0.000585i
-0.00015129+0.0019756i,0.00054844+0.0023422i,0.0010538+0.00065658i,-9.4209e-05-0.00017746i,-0.0014891+0.00051645i,-0.0020302+0.0019143i,-0.0012011+0.0019813i,0.00023669+0.0013157i,0.00066193+0.00095996i,0.00075054+0.00024108i,0.00081225+0.00062124i,0.00044026+0.00081721i,0.00025925+0.00049443i,0.00014594+0.00019984i,-0.00027387-0.00016128i,8.0614e-06-0.0005319i,3.301e-05+0.00021509i,-0.00032878+0.0011499i,-0.00020063+0.00058995i,1.6471e-05-0.00042405i,0.00025679-0.00070781i,3.511e-05+4.5837e-05i,-0.00012711+6.1856e-05i
-0.0021522-0.005848i,-0.0035784-0.0031475i,-0.0024629-0.00033669i,-0.000845-0.00056101i,-0.0014048-0.0012329i,-0.00090799+0.00081955i,0.00063963+0.0017018i,0.00099123+0.00069253i,0.00065411+0.00044486i,0.0010433+0.0010068i,0.0014707+0.0011617i,0.0004037+0.00030872i,-3.9758e-05+1.4784e-06i,0.00088989+0.00020405i,0.00021438+0.00040742i,-0.00094621+0.00029703i,-0.00070724+0.00047583i,0.00034471-0.00041217i,0.0007672-0.00029004i,0.0010613+0.00057684i,0.00063812-0.00071198i,-0.00071016-0.0018514i,-0.00099675-0.00061273i
0.0010635-0.0042742i,-0.00063585-0.0051641i,-0.0031375-0.0027991i,-0.002592+0.0010812i,-0.0011002+0.0022928i,-0.00043456+0.0022529i,3.2659e-05+0.0015169i,0.00013255+0.00018112i,0.00018409+0.00025187i,0.00073058+0.001101i,0.0013254+0.0018457i,0.00073529+0.0015801i,7.4084e-05+0.00077065i,-9.3286e-05+0.00025221i,-8.7896e-05-0.00047818i,-0.00025436-0.00033249i,-0.00021497+0.00043043i,-9.1654e-05+0.00062476i,-0.0002332-3.6866e-05i,-0.00051126-0.00064853i,-0.0003567-0.00057249i,-6.8436e-05+0.0002755i,-0.00045532+0.00096596i
-0.00030954+0.0025602i,0.0017333+0.0024962i,0.0017665+0.0010322i,0.00055526+0.0009421i,5.4154e-05+0.001329i,0.00032864+0.00048015i,0.0003801-0.00066371i,-6.5035e-05-0.00066266i,-0.0005134-0.0005158i,-0.00083471+0.00056037i,-0.00053424+0.0010633i,0.00012859+0.00033057i,0.00092974-0.0002836i,0.0011478-0.00070227i,0.00052023-0.0010256i,6.3456e-05-0.0011167i,0.00037926-0.00091519i,0.0010615-3.962e-05i,0.00084063+0.00056909i,0.00038037+5.4758e-06i,0.00053396-0.00046916i,0.00024647-2.234e-05i,-0.00065398+9.1454e-06i
-0.00085274-0.00070351i,-0.0013311+4.4185e-05i,-0.0010036+0.00059724i,-0.001165+0.0012505i,-0.00092817+0.0015677i,0.00046865+0.0011889i,0.0012697+0.0013168i,0.00058183+0.0011979i,-0.0001554+0.00040127i,-0.00041684-0.00028498i,-0.00070053-0.00049713i,-0.00054249-0.00017275i,-0.00059884+0.00030405i,-0.0005401-5.8901e-05i,-0.00068154+0.0004759i,-0.0014339+0.0011637i,-0.0010248+0.00081406i,-0.00060959-0.00036736i,0.00043084-0.00065535i,0.0010681-0.00014925i,0.00089896-0.00077136i,0.0007394-0.0012504i,0.00028131-0.0010213i
0.0044905-0.00083141i,0.0042718-0.0008228i,0.001679-0.0011949i,-0.00078554-0.00084779i,-0.0009331-0.00029393i,-0.00045748-0.00026763i,4.6287e-05+0.00036044i,0.00014543+0.00012488i,-0.00083305-0.00046322i,-0.00066819-0.00052709i,-0.0003632-0.00059063i,-0.001087-0.00090412i,-0.00090509-0.00089055i,-7.0275e-05-0.00036179i,-0.00048077-0.00010384i,-0.0014306+2.7397e-05i,-0.0012788-5.9223e-05i,-0.00017718-0.00036601i,0.00042882-0.00018807i,0.00031574+0.00045941i,-0.00025958+0.00033657i,-0.00052745+4.3616e-05i,-2.7615e-05-2.1188e-06i
-0.0025151+0.0018644i,-0.0017595+0.0035535i,-0.0012232+0.0030261i,-0.0017145+0.00062006i,-0.0018649-0.00047387i,-0.00080956-0.0001996i,-4.1542e-05-0.0002432i,5.3856e-05-0.00090057i,-0.00052713-0.0012144i,-0.00056683-0.00013712i,-3.7368e-05+0.00085185i,0.0002979+0.0012843i,0.00034481+0.00090285i,0.00022701-0.00032171i,-8.0249e-05-0.00061425i,0.00038212-0.00074891i,0.00025611-0.00069558i,-0.00028275-0.00035078i,3.9165e-05-9.3705e-05i,0.00013335+0.00048102i,-4.9966e-05+0.00088762i,-0.00020333+0.0001686i,7.1179e-05+0.00022831i
-0.0016427-0.002053i,-0.0011802-0.00084332i,-0.0003197+0.0016256i,-0.00013628+0.0021653i,0.00040899+0.001473i,0.0013318+0.00022088i,0.0015667+9.7122e-05i,0.0005759+2.0752e-06i,4.5376e-05-0.00064109i,-0.00023576-0.00068267i,-7.1382e-05-0.00048682i,0.00049633-0.00021203i,8.1879e-05-0.00039129i,-0.00018208-0.00088093i,-0.00024761-0.00017342i,8.5022e-05+0.00052567i,0.00031165+0.00039464i,-1.0376e-05+0.00013715i,0.00015142-0.00048648i,0.0001269-0.00030998i,0.00032464+3.2979e-05i,0.00016519+0.00014658i,0.0002552+0.00059622i
0.0051865+0.0024521i,0.0052054+0.0012358i,0.0036338+0.00051342i,0.0018653+0.00028496i,0.00024485-0.00017548i,-0.0011882-0.00024548i,-0.0009468-0.00028525i,-9.8735e-05-0.00021382i,0.00029666+0.00097454i,0.0005739+0.001092i,0.00068477+0.00035627i,0.00057542+0.00014712i,0.00014653-0.00047281i,-0.0004991-0.0012049i,-0.0013268-0.0015717i,-0.00091557-0.0011178i,-0.00045668-0.00021844i,0.00016103+0.00010203i,0.00065096+5.7664e-05i,0.00010419+7.8984e-05i,-0.0003095-0.00010821i,-0.00014689-0.00011248i,-0.00044741-0.00045285i
-0.0011431+0.0019605i,0.00020798+0.0033256i,0.00098338+0.0033364i,-5.0455e-06+0.0017414i,-0.0012775+0.00090285i,-0.0016746+0.00050877i,-0.00096465-0.00030747i,-0.00027538-0.0015692i,-0.00051675-0.00080715i,-0.00030594+0.00042346i,0.00081763+0.00043583i,0.0011858+0.00039836i,0.00089184+0.00047813i,0.00081989-1.6173e-05i,0.001236-0.00068043i,0.00098021-0.0003764i,0.00024417-0.00049863i,1.7046e-05-0.00063993i,-0.0001502-0.00057561i,0.00016272-0.00090257i,-0.00022989-0.0011723i,-0.00049669-0.00088858i,-0.00027922-0.00038286i
-0.0055393-0.0022951i,-0.005785+0.00038748i,-0.0047451+0.0031456i,-0.0031599+0.00289i,-0.0021071+0.0014629i,-0.0012147+0.0013246i,1.9541e-05+0.0013486i,0.00089922+0.00082157i,0.00078114+0.00040614i,0.00010865+0.00049294i,9.8214e-05+0.00088129i,0.00021333+0.00064935i,0.00050903+0.00019476i,0.00088709-0.0001638i,0.0014292-8.1073e-05i,0.001182+0.00052942i,0.00055963+0.00092602i,0.00091669+0.00033089i,0.0010471-0.00039732i,0.00034079-0.00051608i,3.4224e-05+5.0675e-05i,-0.00018473+0.00030054i,-0.00069294-0.00043693i
0.0013335-0.0013437i,0.00047983-0.0017428i,-0.0024518-0.0016374i,-0.0032053-0.00070654i,-0.001992-0.00050991i,-0.00068473-0.00033001i,-6.8223e-05-0.0002127i,0.0003047-0.00046007i,0.00027315+0.00016704i,0.00036011+0.00085575i,0.00063814+0.00075284i,0.0002572+0.0010813i,-0.00058091+0.0012884i,-0.00092481-6.0399e-06i,-0.00075326-0.00094686i,-0.00054771-0.00069615i,0.00035474-0.00018793i,0.00027624+0.00045355i,-0.00053352+0.00046132i,-0.00018546+0.00014985i,-7.3206e-05-0.00021586i,0.00051864-0.00040012i,0.001002-0.00012414i
0.0012491+0.00064956i,0.0016516+0.00030867i,0.001291-0.0017012i,-0.00028861-0.0025299i,-0.0010941-0.0010043i,-0.00037904-0.00020757i,-0.0002101+1.2989e-05i,0.00047112+7.7613e-05i,0.0008719+0.00017309i,0.0009788+0.0010691i,0.0013967+0.0011486i,0.00079415+0.00083152i,-0.00030566+0.00088475i,-0.00080962+0.00046953i,-0.0011721-0.00012983i,-0.00090135-0.00055684i,-0.00047559-0.0010285i,-0.00046716-0.00075592i,-0.00031911-0.00096274i,0.00026276-0.00089176i,0.00080688-8.7103e-05i,0.00034287-0.00089981i,-0.00037996-0.0014327i
-0.00063335-0.0064021i,-0.0038419-0.0055579i,-0.0045111-0.0020289i,-0.0024987+0.00065707i,-0.0011037+0.0014247i,-0.00021923+0.0010145i,0.0010546+0.00056787i,0.0015128+2.3854e-05i,0.00042403-0.0005347i,-0.00059615+0.00017921i,-0.00090819+0.00058304i,-0.0010878+0.00064821i,-0.00044291+0.00031729i,0.00013733-2.9938e-05i,0.00039198+0.00074139i,0.00011598+0.0014696i,-0.00072715+0.0014414i,9.0954e-05+0.00091874i,0.00051+0.00032334i,-0.00037555+0.00045807i,-0.00061083+0.00048369i,-0.00013451+0.00035879i,8.1556e-05+0.00022705i
0.004045+0.0016789i,0.0060466+0.00029874i,0.0040321-0.00064096i,0.00086477+0.00042646i,-0.00074028+0.0020244i,-0.00079609+0.0022637i,0.00031984+0.0012685i,0.0015313-6.7905e-05i,0.0014745-0.00019781i,0.00087354+0.00077624i,0.0006543+0.00074404i,-0.00010122-0.00030071i,0.0002334-0.00052938i,0.00059223-0.00011794i,0.00056942-0.00028347i,0.00055253-0.00038598i,-0.00060201-0.00037322i,-0.0011482-0.00073297i,-0.00064479-0.00094612i,-0.00016689-0.001013i,-0.00016647-0.00057271i,-0.00048271-0.00017129i,-0.000501-0.00036182i
-0.0054659-0.00050257i,-0.0050482+0.00091447i,-0.0023659+0.0012424i,-0.00088529+0.00038252i,-0.0011997-3.9586e-05i,-0.0011983+0.00085692i,-0.00045166+0.0010015i,0.00021628-0.0004745i,0.00038456-0.0016672i,-0.00044289-0.0014112i,-0.0011026-0.00021068i,-0.00057197+0.00011627i,-2.9633e-05+0.00017653i,-0.00032254+0.00041501i,-0.00071357+0.001114i,-0.00065631+0.0016083i,-0.00075777+0.00093622i,-0.00089376+0.00034369i,-0.00068093-0.00011026i,0.0002501-0.00074437i,0.00048062-0.0010501i,0.00012617-0.0010362i,0.00026973-0.00090783i
0.0022017-0.0039202i,0.0016206-0.003844i,-0.00082544-0.00073121i,-0.001601+0.0016697i,-0.0010334+0.0016969i,-0.00066387+0.001075i,0.00090054+0.00053758i,0.0013066+0.00029086i,0.00015871+0.00036997i,-9.1983e-05+0.0007454i,-0.00018336+0.00091878i,0.0005202+0.00032797i,0.0006352-6.5191e-05i,4.6199e-05-0.0002947i,-3.3427e-05+9.811e-05i,-0.00044336+0.00015359i,-0.0005745-0.00068347i,-0.00038461-0.0012339i,-0.00031504-0.0010867i,0.00030739-0.00066318i,0.00011222-0.00076559i,-0.00053686-0.00049957i,-0.0004186-0.00070679i
0.0015561+0.002119i,0.0023169+0.0017271i,0.0017971+0.00045236i,-0.00058747-0.00030359i,-0.0028907-0.00076737i,-0.0025417-0.00079288i,-0.00062161+5.3379e-05i,0.00034666+0.00056025i,0.00018633-0.00018415i,-0.00079509-0.00030887i,-0.0007159+0.00054513i,-0.00065677+0.00070056i,-0.00087044-0.00023513i,-0.00022012-0.00080229i,-0.00015199-0.0011585i,-0.0005648-0.00090299i,-0.00022419-0.00031241i,-0.00019829-0.00021123i,-0.00012787+6.4897e-05i,0.00054221-0.00021962i,0.00093116-0.00012774i,0.00029321+0.00010289i,-0.00052505+0.00077566i
-0.00048737-0.002839i,-0.00019692-0.0029445i,0.0011163-0.0025791i,0.00090831-0.0018551i,-0.00012763-0.0006527i,-0.00064969+0.0012809i,-0.00071658+0.0016325i,0.00059304+0.001207i,0.0019062+0.0010852i,0.00090699+0.00087533i,-0.0002611+0.0011383i,-0.0001642+0.0013003i,0.00017684+0.0015524i,-0.0001805+0.0015674i,-0.00017529+0.00064742i,0.00038101+0.00028686i,0.00015449+0.00056685i,-0.0002942+0.0008201i,0.0004392+0.0010286i,0.00049833+0.0011111i,-0.00038441+0.00039365i,-0.00058433-0.00075517i,-0.00020222-0.001146i
0.0022928+6.2922e-05i,0.0014821+0.00084171i,-0.0010442-4.534e-05i,-0.0027284-0.00011669i,-0.0026958+0.0013543i,-0.0014466+0.0030307i,0.00043013+0.0026438i,0.001746+0.00072452i,0.0015505+0.00012473i,0.0011077+0.00063509i,0.0003077+0.00050736i,0.00015679-0.00013706i,0.0010562+4.585e-05i,0.0013022-0.00013805i,0.00081383-0.00013019i,0.00043543-0.00040012i,0.00029825-0.0006469i,0.00022586-0.00048963i,0.00034864-0.00049436i,0.00042149-0.00029974i,-0.00043376-0.00032325i,-0.00055598-0.00044052i,-2.8152e-05-0.00032242i
-0.0034333+0.0011398i,-0.0037958+0.0011687i,-0.0026661+0.00082691i,-0.00010315+0.00042187i,0.0012237+0.00055383i,0.00088131+0.0010012i,0.00052578+0.0016461i,0.0003829+0.00097744i,-9.3268e-05-0.00023539i,0.00025678+0.0002222i,0.00066479+0.00086354i,0.00011408-7.0922e-05i,-0.00022662-0.00041176i,-3.8456e-05-0.00011954i,0.00051319-0.00073973i,0.00034161-0.00082364i,-0.00094318-0.00086434i,-0.0011963-0.0010152i,-0.00020758-0.00062295i,0.00019436-0.00020404i,0.0001074-0.00015816i,0.00064893-0.00060632i,0.00052039-0.00035577i
0.0011674-0.0023451i,0.0013258-0.001629i,0.0009865+5.8168e-05i,0.00071188+0.001045i,0.00012891+0.00045374i,-0.00011709+0.00060459i,0.00034939+0.0010698i,0.0013554+0.0014637i,0.0014165+0.0014696i,0.00093868+0.00095998i,0.00027633+0.0011268i,-0.00067703+0.00048875i,-0.00077089-0.00049003i,-0.00025559-0.0006429i,0.00053655-0.00070283i,0.00077297-0.00053988i,0.00035917+1.1032e-05i,0.00055652+3.2856e-05i,0.00094777+9.1651e-05i,0.00057903+0.00012871i,0.00050963-0.00033455i,0.00056696-0.00059685i,-0.00017208-0.00055777i
0.004287+0.00082371i,0.0034013-0.0016911i,0.0022388-0.0032454i,0.001155-0.0028143i,-0.00042018-0.0017275i,-0.0015666-0.00049155i,-0.00098032+0.00064654i,0.00048557+0.00094007i,0.00089863+8.3321e-05i,-6.3854e-05+0.00017272i,-0.0010207+0.00080674i,-0.0016233+0.00087015i,-0.0019797+0.0010325i,-0.0018339+0.0013135i,-0.0011168+0.0012298i,-7.923e-05+0.00029795i,0.00082295-0.00042889i,0.0011471+0.00018473i,0.0010012+0.0009549i,0.00083029+0.0010321i,0.00069751+6.7931e-05i,0.00043858-0.00054545i,-0.00026021-0.00050446i
-0.00091366+0.0012649i,0.00061626+0.0016493i,0.0020952+0.0019985i,0.0011074+0.0014121i,-0.00020529+0.00085358i,-0.00066896+0.00057305i,0.00049771+0.00034344i,0.0010267-4.3788e-05i,0.00052737+0.00038037i,0.00030957+0.0012178i,0.00038065+0.0010014i,0.0002264+0.00049305i,0.00016904+0.00031292i,-9.4554e-05+0.00014093i,-0.00068397+0.00070056i,-0.00049694+0.00068908i,-0.00036519-8.3171e-05i,-0.00023179-0.00036965i,-0.0003435-0.00076374i,-0.00019739-0.00074782i,0.00013368-0.00092502i,-0.00019322-0.00090897i,-0.00010933+4.0629e-05i
