-0.0017612-0.002412i,-0.0014418-0.0015366i,-0.0011752-0.00099867i,-0.0016564-0.0010719i,-0.0017369+0.00036823i,-0.00079077+0.0016035i,-0.00064821+0.0012607i,-0.00059033+0.0012971i,0.00017583+0.0016233i,0.00055476+0.0010813i,0.00043913-0.00069878i,-0.00019303-0.00096123i,-0.0012603-0.00019404i,-0.001026-0.0001496i,-0.00036331+0.00033141i,0.00055582+0.00099398i,0.00090929+0.00097842i,-9.2989e-05+0.00076363i,-0.00049271+0.0010638i,-0.00063034+0.0010002i,-0.00077395+0.0006882i,-0.00069218-0.00010798i,-0.00039193-0.00088121i
-0.00093556+0.0021116i,-0.0011788+0.00092969i,-0.00020283+0.00083103i,0.00043672+0.0011261i,0.00028511+0.0005415i,0.0010383+0.00020583i,0.0013374+0.00020098i,0.0002613+0.00063018i,3.6525e-05+0.00098427i,0.00014222+0.00073239i,6.7151e-05+0.00020254i,3.2433e-06+0.00056698i,-0.00041476+0.0011701i,-3.6167e-05+0.00064811i,0.00092834-1.6587e-05i,0.0010135-0.00035352i,0.00041047-0.00022728i,-0.00035459+0.00066862i,-0.00065442+0.0011428i,-0.00053293+0.00070407i,-6.7442e-05+3.0074e-05i,7.7098e-05-0.00036788i,-0.00027357-0.00022646i
0.0013987-0.00024164i,0.00030237+0.00060173i,-0.00027396+0.00030815i,-0.0012405-0.00074393i,-0.001107-0.0008667i,-0.00026216-0.00094104i,0.00049451-0.0015263i,0.00048445-0.0013318i,-0.00081123-0.00055917i,-0.0015383-0.00049112i,-0.00078302-0.00042458i,-5.4048e-05+0.00020421i,0.00018596+0.0012858i,-0.00021153+0.0011545i,-8.5925e-05+0.00032766i,9.3012e-05-0.0001073i,-0.00075382-7.0191e-05i,-0.00056951-1.4975e-05i,-0.00035256+0.00032108i,-0.00038268+0.00070057i,-0.00012389+0.00019737i,-5.799e-05-0.00031255i,0.00046367-0.00043082i
-0.0017631+0.00029014i,-0.0020286+1.0362e-05i,-0.0018402-0.00092103i,-0.0021494-0.00086226i,-0.0021418+0.00028635i,-0.00031444+0.00071165i,0.00096479-0.00031114i,-1.6536e-05-0.00070157i,-0.00084605-0.00017157i,-0.00072342+3.3563e-05i,-0.00044881+0.00025763i,-0.0005375+0.00026233i,2.0598e-05+0.0001004i,0.00091463+0.00020155i,0.00090909+0.00019196i,0.00039205+0.00012856i,-2.1195e-05+1.0277e-05i,0.00032311+0.00065138i,0.00078447+0.00096615i,0.00014497+0.00053418i,-8.6687e-05+0.00053752i,-0.00062721+0.00049177i,-0.0016358-0.00032727i
-0.0015952-0.0010264i,-0.00071617+9.9356e-06i,-0.00037761+0.00035712i,-0.00089921-9.6242e-05i,-0.00080338+0.00017949i,-0.00049317+0.00018869i,-0.00023288-0.00035333i,-0.00036777-9.6772e-05i,-0.00046674+0.00031239i,-0.00078813+0.0003793i,-0.00081014+0.00011466i,-0.00020032-5.5067e-05i,0.00037205+0.00026242i,0.00036933+0.00043308i,0.00038679+0.00071775i,7.9814e-05+0.0010527i,2.2319e-06+0.00079667i,0.00058667+0.00054253i,0.00048309+2.6087e-06i,-0.00016512+8.1062e-05i,-0.00076352+0.00043711i,-0.0003643+0.00028395i,0.00037444+0.00024243i
0.0011312+0.0010967i,-9.0268e-06+0.00083941i,-0.00010924+0.00025053i,-0.00012785-0.00054056i,-9.0595e-05-0.00052204i,0.00097643-8.2528e-05i,0.0014291-5.9841e-06i,0.00028951-0.00024613i,-0.00064629+0.00036661i,-0.00087963+0.0017237i,-0.0010242+0.0017113i,-0.00083703+0.00055592i,-0.00053972+0.00027663i,-0.00052972+0.00045511i,-6.6592e-05+0.00026056i,0.00049552+0.00043056i,-0.00019767+0.00074413i,-0.00088339+0.0010302i,-0.0010395+0.00098603i,-0.00045365+0.0011457i,0.00014595+0.00080797i,0.00046591-0.00033348i,0.00033834-0.00065138i
-0.00076033+0.00054716i,5.7832e-05-0.00010774i,-0.00029205-0.00021182i,-0.00076086+4.1949e-05i,-0.00043315+0.00025062i,0.0010545-0.00015926i,0.0015558-0.00062291i,0.00037753-0.00086943i,0.00065935-0.0003023i,0.00054081+0.00049697i,-0.00035409+0.00095574i,-0.00092022+0.00059613i,-0.00086076+0.00038224i,-0.00039804+0.00049218i,0.00024695+0.00016902i,0.00035599-8.2032e-05i,-0.0005155+6.2169e-06i,-0.000416+0.00010718i,0.00063016+0.0009078i,0.00081876+0.00098281i,0.00025749+0.00044513i,-0.00017501+0.00067139i,-0.00047593+0.00056511i
0.0012953-0.00062327i,-0.00034318-0.0005983i,-0.0011572-0.0019355i,-0.00092663-0.0026261i,-0.00084048-0.002302i,-5.755e-05-0.0020881i,0.00046701-0.0011164i,-0.00028446+0.00035596i,-0.00027054+0.00062187i,-0.00039861+0.00064004i,-0.0011339+0.00075198i,-0.0012893+0.00058898i,-0.00063078+7.8878e-06i,2.0055e-05-0.00045834i,3.8873e-05-3.662e-05i,-0.00025725+0.00052863i,-0.00059078-8.2938e-06i,-0.000622-0.00010905i,-0.00076469+0.0004847i,-0.00011019+0.00060217i,-0.00038961+0.00080071i,-0.0010496+0.00040882i,-0.00062956-4.28e-05i
0.0022053+0.00071718i,0.0023696-0.000346i,0.0028802-0.0011263i,0.0012647-0.0025703i,-0.00066005-0.0031368i,-0.00050449-0.0021105i,0.00016754-0.0011704i,-0.00049135-0.00086062i,-0.00036546-0.00060909i,-0.00031363-0.00050597i,-0.00050126-0.00078547i,-0.00016361-0.00021329i,-0.00017425+0.00041007i,-0.00018881+1.7154e-05i,-0.00035375-0.00034337i,-0.00043476+0.00018156i,-0.00031251+0.001055i,-0.00053081+0.00090229i,-0.00050381+1.4538e-05i,-0.00029132+0.00017029i,-0.00036148+4.9105e-05i,-0.00089561-0.00023167i,-0.00099872-0.00013458i
-0.0027137-0.0013525i,-0.0023351-0.0010191i,-0.0026739-0.00079544i,-0.0029597-0.00045745i,-0.0022568+0.00060462i,-0.00064237+0.0011304i,3.9386e-05+0.00036313i,-0.00047378-2.2239e-05i,-0.0011319-0.00037815i,-0.0014525-0.00068422i,-0.00091323+0.00013532i,-0.00056425+0.00057308i,-0.00064588-0.00010757i,-0.00053375-0.00088051i,-0.00041988-0.0005922i,-0.0010532+3.9267e-05i,-0.0010601+0.00017779i,-0.00038332+0.00022916i,-0.00013728-0.0003139i,-9.7204e-05-0.00075435i,0.00052197-0.00027449i,0.0004749-0.00056161i,0.00029179-0.00082878i
-0.001337+0.00010867i,0.00017914+0.00029949i,0.00035492+0.001791i,-0.00069427+0.0012151i,-0.0010981+0.00017439i,2.1473e-05-0.00094537i,0.00069857-0.0016033i,-0.00061099-0.00057362i,-0.0014209+0.00056286i,-0.0016451+0.00052774i,-0.0018596+0.00054891i,-0.0018853+0.00064716i,-0.0013318-0.0002202i,-0.00048276-0.00047592i,-4.2839e-05-0.0002414i,-2.9803e-05-0.00022779i,0.00022104+0.00052381i,0.00017492+0.00035712i,-0.00070252+0.00032863i,-0.0011181+0.0010976i,-0.00078571+0.0012016i,-0.00047228+0.00044402i,-0.00063352-0.00056709i
0.0018304-0.00037227i,0.00069413-0.00074823i,0.00056015-0.0025552i,0.00064988-0.0038272i,0.00049177-0.0024516i,0.00070807-0.00076341i,0.0010299-0.00080845i,0.00063919-0.001174i,-6.7405e-05-0.00035206i,-0.00054219+0.00010174i,-0.00064146+0.00026547i,-0.00019054+6.6392e-05i,0.00020364-0.00014296i,3.0022e-05+0.0002653i,-0.0010966+0.00068231i,-0.0015567+0.00063009i,-0.0010168+0.00059509i,-0.0005705+0.0007884i,-5.8696e-05+0.0012621i,0.00022746+0.0013093i,0.00040415+0.00017509i,0.00065407-4.379e-05i,-0.00013695+0.00073443i
-0.0019609+0.00042066i,-0.0023749+0.00070077i,-0.0029267-0.00017395i,-0.002754-0.0012261i,-0.0014293-0.00082778i,0.00082333-1.3173e-05i,0.0013517-5.6415e-05i,0.00071712-0.00028532i,-0.00030941+0.00013391i,-0.001316+0.00036218i,-0.0013114+0.00076214i,-0.0007366+0.00092893i,-3.9538e-05+0.00051569i,0.00023199+0.00075863i,8.9635e-05+0.00087258i,-0.00057962+0.00046735i,-0.00029246-0.00021554i,9.9427e-05-0.00026283i,0.00033245+0.00051184i,0.00058342+0.00046814i,-0.00022291+0.00019961i,-0.001139+0.00014159i,-0.0013711+0.00018897i
-0.0018795-0.0018666i,-0.00044457-0.00060327i,0.00031408-0.00013914i,-0.00014232-0.00057094i,0.00039973-0.0004494i,0.0011368+2.9708e-05i,0.0011456-0.00032635i,0.00017148-0.00024302i,-0.00050097+0.00045382i,-0.0002421+0.00060871i,-0.00020293+0.00017391i,-0.0003092-0.0003151i,-0.00085612-0.0002443i,-0.0011761+0.00014605i,-0.00063548+0.00052072i,-0.00030761+0.00075292i,-0.00048203+0.00041369i,-0.00055491+0.00070596i,-6.2028e-05+0.0013348i,0.0003339+0.00093227i,0.00093848+0.00023086i,0.001198+0.00010393i,0.00057413+4.0572e-05i
0.00079679-0.0014096i,-0.00027855-0.0012984i,-0.0021199-0.0021921i,-0.0024537-0.0015683i,-0.002622+0.00037772i,-0.00046656+0.00093166i,0.0014251-0.00035952i,0.00069886-0.00084353i,-0.00054749+0.00017955i,-0.0010548+0.00069124i,-0.00069078+0.0011177i,-0.00042016+0.0010756i,-0.00066271+0.0010834i,-0.00085929+0.00070383i,-0.00033492+0.00042755i,0.0002224+0.00084501i,0.00090637+0.0006035i,0.00087583+0.00062403i,-9.2211e-05+0.00081702i,0.00039177+0.00027481i,0.0013211-0.00036872i,0.00086761-2.6757e-05i,1.6792e-06-0.00073241i
-0.00096733+0.0027839i,-0.00031797+0.0020422i,-0.00053996-1.6298e-05i,-0.0011511-0.00052613i,-0.00031562-0.00054291i,0.00065561-0.0017242i,0.00045263-0.001849i,-0.00060992-0.00081073i,-0.00104-7.5254e-05i,-0.00066489-0.00016818i,-0.00079035-0.00057881i,-0.00078599-0.0004017i,-0.00025066-0.00051357i,5.3573e-05-0.00020042i,-0.0002715+0.00067036i,-0.00022004+0.00092323i,0.00014446-0.00016358i,-0.00051406-0.00054143i,-0.00066301+0.00021561i,-0.00066182+0.00083249i,-0.000496+0.00052177i,0.0001019-0.00037077i,6.2387e-05-0.00031771i
-0.00076643-0.0031041i,-0.0010338-0.0018418i,-0.00067824-0.0015274i,-0.00046987-0.0016196i,-0.00039791-0.0011492i,0.00048074-0.00147i,0.00060743-0.0013562i,-0.00035367-0.00063149i,-0.001115-5.724e-05i,-0.0016105+0.0007442i,-0.0018189+0.00092485i,-0.0017086+0.00034657i,-0.0010512+9.5662e-05i,-0.00058613-0.00010183i,-0.00014739-0.00037964i,0.00028539-0.00018853i,-2.4207e-05+0.00090912i,3.6301e-05+0.0012065i,-3.2322e-05+0.00066369i,-0.00038335+6.5729e-05i,0.00044117+0.00016362i,0.00088763+0.00047348i,0.00073175+0.00046764i
0.0010443-0.0016487i,-0.0012618-0.0012432i,-0.0017808-0.00092114i,-0.0016053-0.00011208i,-0.0015121+0.0006319i,-0.00053263+0.00091948i,0.00029419+7.8171e-05i,-0.00052841-0.0013949i,-0.0012253-0.00076944i,-0.0010023+0.00050599i,-0.00065486+0.00015924i,-0.00043572-0.0002399i,-2.2436e-05-0.00092814i,0.0004882-0.00080952i,-0.00012981-0.00012631i,-0.00037375-0.0005545i,-9.8266e-05-0.00024505i,0.0005356+0.00026444i,0.00063173+0.00085944i,-0.00070758+0.00066484i,-0.00099901-9.6286e-05i,-0.00063938+0.00045199i,7.8262e-05+0.00040554i
-0.00042214-0.00020295i,-0.001428+8.6063e-05i,-0.0021782-0.00035562i,-0.0031145-0.00037436i,-0.0022583+0.00027242i,-0.0001076+0.00043672i,0.00054005-8.0411e-05i,-0.00014831-0.00035408i,-0.0011104-6.3137e-05i,-0.00095055+0.0004148i,-0.0011935+0.00071229i,-0.0013027+0.00057758i,-0.00049973+0.00052667i,-0.00071099+0.00031176i,-0.0010151+7.8639e-05i,-0.00020026+0.00039324i,0.00030688+0.0003743i,-0.00051226+0.00010843i,-0.00041637+0.00017399i,-0.00037427+0.00043846i,-0.00042495+0.00076128i,0.00031767-0.00010304i,0.00024052-0.00097704i
-0.0053997+0.0012382i,-0.002975+0.0021652i,-0.0015171+0.0022659i,-0.0013104+0.0018952i,-0.00049054+0.00084809i,0.0012135-0.00025334i,0.0014108-0.0010396i,0.00037593-0.00064788i,-0.00057491+0.00018776i,-0.00032524-0.00010063i,0.0006981-0.0006551i,0.00037709-0.00012332i,-0.00027246+0.00056272i,-0.00074372+0.00039271i,-0.00027874-0.00027449i,3.2643e-05-0.00016335i,-8.8274e-05+0.00051486i,0.00011047+0.00059793i,-0.00010269-0.000287i,-0.00024889-0.0002033i,-0.00028223+0.00045679i,-0.00032814+0.00053819i,-5.6291e-05+0.00048451i
-0.00144+0.00042984i,-0.0011824+8.0306e-05i,-0.0017193-0.0012i,-0.0015222-0.001975i,-0.0010092-0.0012354i,-0.00062303-0.00099146i,-0.00023097-0.0013702i,-0.00031725+1.1983e-05i,-0.00075284+0.00089554i,-0.0010447+4.9982e-05i,-0.00095568-0.00021985i,-0.00090249-0.00031888i,-0.00026762-0.00056087i,0.00025314+5.7317e-05i,0.00015371+0.00069311i,0.00014085+0.00026343i,-0.00013622+0.00010154i,-6.5583e-05+0.00091564i,0.00029734+0.00094675i,0.00055925-2.7714e-05i,0.00024984-0.00014704i,-0.00046163-0.00029335i,-0.00047895-0.00043899i
-0.00042731+0.0010201i,-0.00056577+0.001303i,-0.0005555+0.0017637i,-0.00083139+0.0021825i,0.00029167+0.0011497i,0.0019618-7.5263e-05i,0.0014365-0.00078416i,0.00022014-0.001073i,-0.00044756-0.00022502i,-0.00018975+0.0006474i,0.00013039+0.00045318i,-0.00054248+5.7604e-05i,-0.00082961+0.00028244i,0.000101+0.00037574i,0.00051131+0.00034687i,-0.00024579-0.0001733i,-0.00017627-0.00042603i,0.00016733-0.00020667i,3.9975e-06-0.00015179i,0.00033495+9.3214e-05i,-4.7294e-05+0.00017144i,-0.00020411-0.00071796i,0.00038436-0.00056706i
-0.00019567-1.1312e-05i,-0.001015+0.00016159i,-0.0012789+4.1631e-05i,-0.0015402-0.0003889i,-0.0018899-0.0012119i,-0.0013646-0.00095089i,-0.00059876-0.00039382i,-0.00044482+7.0261e-05i,-0.0007774+8.0055e-05i,-0.00088312-0.00017071i,-0.0012848+0.00037322i,-0.0014807+0.001058i,-0.00056334+0.00035144i,0.00018634-0.00022885i,-8.6937e-05+0.00089599i,-0.00036487+0.001557i,-0.00027723+0.00099919i,-0.00014625+0.00084989i,6.7095e-05+0.0011288i,0.00012809+0.00057131i,0.00068834-1.8158e-05i,0.00063568+0.00036461i,-6.5341e-05+0.0009565i
-0.0048238-0.0026114i,-0.0042158-0.00073432i,-0.0034495-0.00010433i,-0.0028403-0.00071445i,-0.0015995-0.00037676i,0.00049455+0.00091677i,0.0014352+0.00093924i,0.00020283+0.00095734i,-0.00043557+0.0011507i,-0.00031012+0.00078597i,-0.00030869+0.00053993i,0.00053311+0.00079352i,0.00064635+0.0012492i,-0.00025242+0.00085749i,-0.00059777-0.00011958i,-0.00027398-2.3543e-05i,-0.00043241+0.00042923i,-0.00028625+0.00021776i,-2.8748e-05+0.00051806i,-9.3521e-05+0.00060478i,-3.7789e-05+0.00049588i,-0.00050216+0.00066997i,-0.0010274+0.00013416i
-0.0020046+0.0023092i,-0.0015135+0.003448i,-0.00053331+0.0026379i,-0.00035617+0.00030456i,-0.00041846-0.0014259i,0.00067036-0.0012997i,0.00099362-0.00018872i,-0.0005257-3.081e-05i,-0.0017211+9.5378e-05i,-0.0016458-0.00011877i,-0.0015872-0.00016274i,-0.0013101+0.00082119i,-0.00066749+0.00079251i,-0.00077101+0.0003137i,-0.00089744-9.571e-05i,-0.00041351-0.00039066i,-0.00042371+0.00035277i,-0.00082147+0.00029529i,-0.00054308-7.3192e-05i,-0.0003952+0.00082527i,-0.00066544+0.00054204i,-0.00057123+0.00067991i,0.00010896+0.0012502i
-0.0019173+0.0021043i,-0.0010602+0.0017352i,-0.00042588+0.00075439i,-0.00033159+0.00023668i,0.00017589+0.0010647i,0.0010821+0.00055245i,0.00089129-1.806e-05i,7.6178e-05-9.9257e-06i,-0.0002317+0.00032924i,-0.0004851+0.00051641i,-0.00022508-0.00040028i,-7.9271e-05-0.00050776i,-0.00062724+0.00032293i,-0.00098919-6.7202e-05i,-0.00015053-0.00053541i,6.1452e-05-0.00013739i,-0.00061079-0.00017438i,-0.00078553+0.00039129i,-0.00014706+0.00028706i,7.2583e-05-3.7857e-05i,-0.00033879+0.00021967i,-0.00057232-0.00014051i,-0.00029236+6.1312e-05i
0.0010513+0.00070511i,0.0006295-0.00052644i,0.0012769-0.0013422i,0.0016332-0.0010589i,0.00080704-0.0010074i,-0.00012335-0.0015867i,-8.3924e-05-0.0015072i,-0.00034892-0.0013298i,-0.00028149-0.00046957i,0.00016179+0.00028549i,-8.2004e-05+0.00046214i,-0.00031919+0.00061983i,0.00010676+0.00066784i,-3.607e-05+7.2488e-05i,-0.00019224+0.00021855i,-7.8874e-06+0.00061584i,-0.00042128+0.00054214i,-0.00031772+0.00033234i,-0.00051833+0.0002817i,-0.0011092+0.00063016i,-7.9815e-05+0.0009121i,0.00052721+0.00064575i,3.2816e-05+0.00040359i
-0.00011765+0.0014599i,0.0010928+0.00073102i,0.0004893+0.0007493i,-0.00022694-0.00018907i,-7.3531e-06-6.147e-05i,0.00013727+0.00013874i,0.00011482+0.00010631i,-0.00029323+0.00042425i,-0.00091857+0.00044469i,-0.0006733+0.00037237i,5.8933e-05+0.00054199i,-0.00014934+0.00027667i,-0.0010651-0.00018227i,-0.0013011+3.9034e-05i,-0.00051152+0.00051195i,-0.00014068+0.00048741i,-0.00046626+0.00030649i,-0.00062365+0.00020474i,-0.00030631+0.00088445i,0.00031963+0.00096325i,0.00046664+0.00015368i,0.00069291-0.00030284i,-3.4462e-05-0.00050146i
-0.0016092+0.0028757i,-0.00090704+0.002271i,4.5522e-05+0.0016902i,0.00019828+0.00032666i,0.00075023-0.00034204i,0.0015379-0.001065i,0.0015964-0.0017154i,0.0013279-0.00094208i,0.00081696+0.00017987i,0.00015492+0.00061649i,-0.00024241+0.0010889i,6.9532e-05+0.00093756i,4.4354e-05-0.00022963i,-3.6882e-05-0.00080851i,0.00037475-0.0005634i,0.00069718+1.5704e-05i,0.0006123-0.00016536i,-0.00022074-0.00051047i,8.7791e-06-0.00017228i,0.00072803+0.00054536i,0.00033341+0.00066671i,-0.00024219+6.3675e-05i,-5.6837e-05-0.00071258i
0.0012133-0.0021611i,0.00068584-0.0020405i,0.0006465-0.0026981i,5.0911e-05-0.002896i,-0.0010447-0.0016285i,-0.00039195-0.00027816i,0.00073251-0.00071682i,0.00044614-0.00036599i,-9.5939e-05+0.00072467i,-0.00017076+0.00055235i,-0.00040767-0.00010007i,-0.00013493-9.1852e-05i,0.00029227+6.5524e-05i,-0.00018604+0.00067747i,-0.00063712+0.00089619i,-0.00059043+0.00030638i,-0.000311+0.00012103i,0.00019035+0.00059768i,0.00053636+0.0015154i,0.00038398+0.0014285i,-0.00026947+0.0010385i,-0.00059498+0.00033518i,-0.00064203-0.00073589i
-0.0011035-0.0010516i,-0.0013404-0.00085658i,-0.0018308-0.00062888i,-0.0015743-0.0014808i,-0.0004073-0.00084418i,0.0018381-0.00085996i,0.0018761-0.0010279i,0.00019941-0.00075103i,-1.451e-05-0.00070591i,9.2338e-05-0.00017382i,-0.00041443+0.00063762i,-0.00045553+0.0009746i,0.00047732+0.00033587i,0.00078974+7.6306e-05i,0.00033492+0.00066442i,6.0697e-05+0.00097754i,-0.00020826+0.00074584i,-0.00067824+0.00021574i,-0.00064681+0.0002494i,-0.0002001+0.00054175i,0.0002906+0.00051174i,0.00018209+0.00018277i,-0.00057831-0.00038948i
-0.00066685+0.0011414i,-0.0014407+0.00018774i,-0.001311-0.00090367i,-0.0016319-0.0017579i,-0.0016078-0.00094343i,-0.00090443-4.8808e-05i,6.1987e-05-3.4134e-05i,0.00023613-0.00052073i,-0.00025709-9.196e-05i,-0.0010484+0.00058449i,-0.00064915+0.00059496i,-0.0001344+0.00045149i,-0.00070893+0.00047305i,-0.0011299+6.3326e-05i,-0.00046815+3.2271e-05i,0.00044712+4.9146e-05i,-0.00036437+0.00065679i,-0.00094395+0.00149i,-0.00059097+0.00028256i,0.00012251-0.00051735i,0.0002208+0.00013664i,-5.2671e-05+0.00071575i,0.00013383-6.4397e-05i
-0.00023723+0.00060982i,-0.00013045+0.0019303i,-0.00021907+0.0020331i,-0.0001538+2.311e-05i,2.1097e-05-0.00070168i,0.00077549-0.00015475i,0.0012438-0.00019205i,0.00043523-0.00047687i,-0.00046619-8.2314e-05i,-0.00096487-5.2833e-07i,-0.00045503-0.0013306i,-9.3681e-05-0.0012314i,-0.00089875+0.00014045i,-0.0012484+9.7895e-06i,-0.00051377+4.9831e-05i,-0.00038541+0.00025811i,-0.00068894+0.00060943i,0.00035806+0.0010101i,0.0012887+0.00096548i,0.00038485+0.00037793i,-0.00029196+0.00012415i,-5.9253e-05+0.00037697i,-0.00011305-0.00042816i
0.0004937-0.0041729i,-0.00065619-0.0032001i,-0.001231-0.0014884i,-0.0017875-0.0012618i,-0.00091944-0.00091362i,0.00023756-0.00033081i,0.00035246-0.00031541i,0.00010951-0.00060427i,-0.00020589-0.00059578i,-2.4207e-05-6.6267e-05i,0.00067358-0.00017288i,0.0010261-0.0006887i,0.00099602-0.0001385i,0.0009039+0.00028455i,0.00060973+9.4807e-05i,0.00029868-0.00020199i,0.00041754-0.00062794i,-0.00010278-0.00058614i,-0.00046155-0.00016462i,0.00012631-2.1642e-05i,0.00071929+0.00055466i,0.00035556+0.0015401i,-0.00061265+0.0014951i
-0.0023377+0.0042729i,-0.00070028+0.0034337i,-0.0012146+0.0024579i,-0.0010174+0.0014921i,0.00022101+0.0014145i,0.0014945+0.00088692i,0.0010138-0.00041058i,8.7642e-05-0.00084281i,0.00054554+0.00058426i,0.00052854+0.0012536i,-0.00028744+0.00044392i,-0.00011958-0.00017633i,0.00018961-0.00022945i,-8.0073e-05+9.1157e-06i,-0.00021262+0.00052957i,-0.00035653+0.00053792i,-0.00083448+0.00052118i,-0.00036608+0.0007622i,0.00023277+0.00026242i,0.00050662+0.00029889i,0.0002308+0.00054552i,-0.00032774+0.0006744i,0.00027447+0.00015491i
-0.0029982+0.0014349i,-0.0024502+0.00169i,-0.0016645-0.00066591i,-0.0020368-0.0026777i,-0.0019232-0.0023879i,0.00016319-0.0012695i,0.0012535-0.0010659i,0.00062072-0.00080366i,-0.00016155-0.00026948i,-0.00042577+0.00023073i,-0.00015495+0.0007106i,-5.3964e-05+0.0008646i,-0.00029909+8.0253e-05i,-0.00013163-0.00035621i,-0.00051124+0.00013813i,-0.00057632+0.00068923i,-0.00023947+0.0006668i,-0.00023213+0.00090601i,0.00028325+0.00046567i,0.00039836-9.8841e-05i,-0.00048168+0.00024718i,-0.00052797+0.0004077i,-0.00035694-0.00036782i
-0.0013844-0.0038684i,-0.0019358-0.0017455i,-0.0013263-0.00083146i,-0.0014494-0.001209i,-0.001339-0.0010265i,9.5366e-06-0.00027882i,0.00055681-0.00023727i,0.00038852-0.00049943i,-0.00027881-0.00087139i,-0.00079589-0.00046165i,-0.00042567+0.00027685i,-0.00062471+0.00041974i,-0.00049734-1.397e-05i,-0.00015539+0.0001871i,-0.00017319+0.00029047i,8.7407e-05+0.00029181i,-0.00020189-7.6751e-05i,-0.00050605-0.00033213i,-0.00020669-9.5558e-05i,-0.00032903+0.00012064i,0.00051453+0.00059303i,0.00050282-0.00019967i,-0.0005172-0.00076425i
0.00061753+0.00059909i,0.00017071+0.00070051i,4.7842e-05-8.6892e-05i,-0.00027591-0.00094554i,-0.00051814-0.00091256i,0.00013407-0.00015719i,0.00047029-0.00013566i,-0.00027308-0.0009637i,-0.00072625-0.00020881i,-0.00023678+0.00023273i,-0.00069177-0.00033532i,-0.00094901+0.0005811i,-0.00064389+0.0017431i,-0.0011858+0.0019246i,-0.00084722+0.0015825i,-7.8469e-07+0.001307i,3.1509e-05+0.0010429i,-0.00013727+0.0014751i,-0.00063857+0.0017617i,-0.00048046+0.00082321i,-0.00048951+0.00015402i,-0.00078698+5.1278e-05i,-0.00058952-0.00014122i
-0.00053699+0.00029728i,-0.0019805+0.00014181i,-0.0015669-0.00023496i,-0.0013704-0.00070083i,-0.0011443-0.00066691i,-0.00017623-0.00078039i,-0.00021052-0.0008005i,-0.0011916-0.0001983i,-0.0012091+0.00060234i,-0.00013456+0.00070414i,3.5399e-05+0.0001211i,-0.00053933-4.1763e-05i,-0.00055698+0.00050049i,-0.00029338+0.00056381i,-0.00017369+0.00061177i,-0.0006832+0.00066098i,-0.00060278+0.00029114i,-0.00094879-3.1452e-05i,-0.0013896+0.00024988i,-0.00076084+0.00058784i,-0.0011313+0.00046889i,-0.00088579+0.00078767i,-0.00026273+0.00054498i
-0.0031195-0.0031716i,-0.0027024-0.0017746i,-0.0024603-0.0011381i,-0.0025317-0.0010582i,-0.0020314-0.0003871i,-0.00076646+0.00010834i,-0.00021817-0.00057807i,-0.0011337-0.00083748i,-0.0016035-0.00077617i,-0.0013676-0.00020711i,-0.0010944+0.00078184i,-0.00078177+0.00086571i,-0.00080884+0.0007581i,-0.0011158+0.00035986i,-0.00050736-0.00033023i,0.00011647-0.00034247i,7.1714e-06+0.00022686i,-0.00088556+0.0002261i,-0.00074771-5.441e-05i,0.00030091-0.00052734i,6.5434e-05-0.00073344i,0.00053239-0.00035923i,0.0011629+0.00018528i
0.0014651-0.0044945i,-0.00057124-0.0022844i,-0.002244-0.0017887i,-0.0029612-0.0013481i,-0.0026857-0.00068388i,-0.0016427-0.00016754i,-0.00045663-0.00073483i,-0.0005191-0.0012072i,-0.00075915-0.00027417i,-0.00048443+0.00012101i,2.5307e-05-0.00016273i,0.00013903-0.00049839i,0.00058603-0.00056093i,0.00080523-0.00011761i,0.00025779+5.3551e-05i,0.00075232+5.7172e-05i,0.0013408-0.0001542i,0.00054242+0.00074895i,-0.00039735+0.0018388i,-2.2211e-05+0.00094724i,0.00034113+0.00030662i,0.00050808+1.1485e-05i,0.00052191-0.00043979i
-0.00090059-0.001078i,-0.00084171-0.00016131i,-0.00098467-0.00088717i,-0.00091081-0.00075985i,-0.0015327+7.5337e-06i,-0.0011319+0.00030703i,-0.00015778+0.0002129i,-0.00010074-0.00048474i,-0.00016472-0.00089912i,0.0001238-0.00088808i,0.00045833-0.00052623i,0.00041341+0.00022779i,0.00044987+0.00026729i,0.00014795+9.7375e-05i,-9.1384e-05+0.00037045i,-0.0003194+0.00046088i,0.00017849+0.00019092i,0.00047616-0.00015194i,-0.00024351+0.0002094i,-0.00057252+0.00054261i,-0.00063119+1.3148e-05i,0.0002853-1.082e-05i,0.0012425+0.00020875i
-0.0022298+0.0019689i,-0.0015073+0.0019755i,-0.00058832+0.00114i,-0.00078456+0.00031759i,-0.00032347-0.00027482i,0.00045897-0.00020263i,0.00061282-0.00038594i,0.00027111-0.00087463i,-0.00011521-0.00049274i,-0.0006282-0.000412i,-0.00047989-0.00050303i,-0.00047264-0.00030026i,-0.00065532-6.1831e-05i,0.00012805+0.00055149i,0.00032351+0.00025698i,-5.5388e-05+5.1867e-05i,-7.6993e-05+0.00055021i,8.5656e-05+0.0008415i,0.00022241+0.00116i,-0.00017128+0.00033946i,0.00050788-0.00032974i,0.001247+0.00021439i,0.00112+0.00081004i
