-0.0042618+0.0016527i,-0.0028739+0.0014281i,-0.0028945+0.0019259i,-0.0020709+0.0018288i,-0.0010035+0.0019159i,-0.00087694+0.00070019i,-0.0009198+0.0006271i,-0.00086239+0.00068767i,-0.00082483-5.8455e-05i,0.00027996-0.00045149i,0.00087094-0.00048399i,0.00034753-0.0011962i,0.0003604-0.0017438i,0.00017188-0.0022958i,0.00037249-0.0024976i,0.00072136-0.0016528i,0.00022239-9.9544e-05i,-0.00080892+0.00076821i,-0.0010736+0.00014296i,-0.00070375-0.00010685i,-0.00018727+0.00081405i,-2.3696e-05+0.00057396i,-0.00013768-0.0002481i
0.0012396-0.0024955i,0.00081531-0.0044461i,-0.00054483-0.0042345i,-0.00065419-0.0022409i,0.00028617-0.00065907i,-0.0008425-0.00056603i,-0.0024732-0.001316i,-0.0029088-0.00084761i,-0.0022334-0.0001412i,-0.0016688+0.00017725i,-0.001054+0.00027174i,-0.00033524+6.1319e-05i,0.00046521-0.0008926i,0.0011498-0.0014162i,0.0010637-0.001215i,-0.00010757-0.00071443i,-0.0012865-0.00012991i,-0.0013582+0.00024183i,-0.0013712+0.0005743i,-0.00078083+0.00033688i,-0.00020459-0.00043446i,-0.00030581-0.00084116i,-0.00080257-5.2417e-05i
-0.0018473+0.00028078i,0.00018008+0.00051368i,0.0020257+0.0010662i,0.0026503+0.0010556i,0.0020374-0.00032784i,0.0012184-0.0018567i,-4.6715e-05-0.00050027i,-0.00059919+0.0019828i,0.00018761+0.0021361i,0.00045671+0.0014403i,0.00037123+0.0014531i,0.00091625+0.0008411i,0.0011313-0.0005839i,0.00083402-0.00089403i,0.00094857-0.00021031i,0.0015787-0.00022394i,0.0011689-7.3028e-05i,0.000682-0.00063821i,0.00062283-0.0012437i,0.00044861-0.00090869i,3.2755e-05-0.00083786i,0.00010732-0.00082538i,0.00043593-0.00053937i
-0.0012944-0.0027037i,-0.0022496-0.0020608i,-0.0041095-0.0012648i,-0.0049669-0.00025213i,-0.0048052-0.00046428i,-0.003373-0.0018183i,-0.0017531-0.0025409i,-0.00031103-0.0012154i,0.00037367+8.608e-05i,-2.5936e-05-0.00019575i,0.0003409-0.00068006i,0.00095639-0.00057058i,0.0011981+0.00047941i,0.0017713+0.0018031i,0.0017152+0.0019104i,0.00073414+0.00047821i,-0.00020713-0.0010573i,-0.00028809-0.0015155i,0.00036742-0.0015721i,0.00062002-0.0010875i,0.0012773-7.52e-07i,0.0010814+0.0006925i,-0.00011455-0.00026811i
-0.0016618+0.0022768i,-0.003597+0.001631i,-0.0042973+4.5702e-05i,-0.0031581-0.00047006i,-0.0018634-0.000139i,-0.0016126-0.00079059i,-0.001783-0.0016633i,-0.00081155-0.0011865i,0.00050401-2.7194e-05i,0.00063798-0.00066137i,-7.5714e-06-0.0010167i,-0.00060679+0.00037147i,-0.0011287+0.00093352i,-0.00092584+0.00057967i,-0.0006953+0.00030577i,-0.00086707+0.00047066i,-0.00036298-0.00038409i,7.2903e-05-0.0010821i,4.0665e-05-0.00057748i,0.00024758+0.00049434i,0.00060646+0.00078957i,0.0014451+0.00018258i,0.0012454-0.00035219i
-0.0017044-0.0055604i,-0.0022428-0.0065669i,-0.0028581-0.0063996i,-0.0022933-0.0046718i,-0.00068854-0.003696i,-0.00020351-0.0039813i,-0.0010113-0.0039146i,-0.0011084-0.0023907i,-0.0005303-0.00070131i,-0.00055952+0.00037794i,-0.00092086+0.00087426i,-2.7074e-05+0.00068941i,0.0013071-0.00040055i,0.0013535-0.00095873i,0.0005695+0.00023348i,0.00034505+0.0014371i,0.00051057+0.0014602i,0.00077361+0.0015871i,0.00056033+0.0016238i,-0.00013381+0.0013086i,-0.00053163+0.0010136i,-0.00082229+0.0017537i,-0.00052857+0.0015843i
0.0052165+0.00033276i,0.0063174-0.00059403i,0.0049403-0.0028545i,0.0013347-0.004101i,-0.0022155-0.0026212i,-0.0032954-0.00047174i,-0.00352+0.00061755i,-0.0034004+0.00082804i,-0.00167+0.00036631i,-0.00056176+0.00013068i,-0.00033693+0.00075744i,0.00038935+2.9965e-05i,0.000782-0.0017506i,0.00055102-0.0022442i,-0.00021582-0.0013012i,-9.4626e-05-0.00044162i,0.0017171-0.00054712i,0.0026012-0.00061677i,0.0019951-0.00067954i,0.00065243-0.0001902i,-0.00049046+0.00056781i,-0.0010678+0.00037063i,-0.00090162+9.5895e-05i
-0.0023262+0.0013351i,-0.003046+0.0021378i,-0.0035939+0.00076285i,-0.0037-0.00097115i,-0.0035416+0.0002218i,-0.0018691+0.00091263i,-0.0004304+0.00043517i,-0.0002084+0.0017296i,-0.00034277+0.0023092i,-0.00044494+0.0012077i,-4.0373e-05+0.00041501i,0.00051877-0.00076188i,0.00010612-0.00088029i,-0.00011183+0.0003346i,0.00055233-7.9986e-05i,0.0010391-0.00048756i,0.00091905-8.6596e-05i,0.0010519+0.00034709i,0.0008633+0.00034183i,0.00043005-0.00061015i,0.00028066-0.00039375i,-0.00038934+0.00039061i,-0.00068735+3.8419e-05i
-0.0044757-0.0027043i,-0.0063627-0.003238i,-0.0068175-0.00084088i,-0.0043011+0.00037644i,-0.0013397-0.0026227i,-0.00079965-0.0047215i,-0.001428-0.0036608i,-0.00047391-0.0017797i,0.0011332-0.00016654i,0.0010866+0.00069868i,0.00041832+0.0011789i,-5.715e-05+0.0014308i,0.00026388+0.00098611i,0.0013256+0.00094086i,0.0019601+7.8063e-05i,0.0012015-0.001062i,-0.00030975-0.00049604i,-0.0011385+0.00028363i,-0.0013159+0.00020289i,-0.00063393-0.0007785i,-0.00045673-0.001057i,-0.00090584-0.0008032i,-0.0014323-0.00059533i
0.0002457-0.0022074i,0.0010234-0.0047247i,0.0012368-0.0054388i,0.00026584-0.0049031i,-0.00098908-0.0051072i,-0.0021575-0.004446i,-0.003329-0.0036419i,-0.0024818-0.0020711i,-0.00044665-0.00033552i,0.0007874+0.00039252i,0.00088345+0.00053211i,0.00060702+0.0010768i,0.00076999+0.0011579i,0.0017315-0.00030486i,0.0014569-0.00056959i,0.0004909+0.00028589i,-0.00044007+0.00026236i,-0.0011175-0.00016357i,-0.00092429-0.00011433i,-0.00043829+0.0009222i,-0.00061342+0.00054387i,-0.00057748-0.0006779i,-0.00061558-0.00056517i
-0.00048687-0.0010063i,-0.00039202-0.00098342i,-0.00052238-0.0024476i,0.000232-0.0028592i,0.00034929-0.00088106i,0.00035694-0.00060338i,-8.6483e-05-0.0011631i,-0.0015874-0.00097607i,-0.0011651-0.00059138i,0.00022333-0.00041508i,0.0001683-0.00031148i,0.0004693-0.00043588i,0.00056689-0.0014013i,0.00092266-0.0012778i,0.0019848+0.00026573i,0.0014867+0.001317i,0.00061066+0.00070296i,0.00084901+0.00028614i,0.00093341+0.00051703i,0.00064025+0.00012447i,0.00099066-0.00039848i,0.001123-0.00049467i,0.00057533-0.00022405i
0.00075476-0.0010011i,-0.0010234-0.00035718i,-0.0014557+0.00093306i,-0.0010066+0.00075304i,-0.00058302+0.00036909i,-0.00074039+0.0016278i,-0.00090934+0.0039322i,-3.6078e-05+0.0047261i,0.0012975+0.0032003i,0.00078783+0.0015776i,0.00046487+0.00046468i,2.3166e-06-0.00011192i,-0.0010648-0.00063443i,-0.0008082-0.00011277i,-1.0691e-05+0.0012354i,0.00040176+0.00090513i,0.00068086-0.0014869i,0.00089017-0.0031914i,0.00056683-0.0024911i,0.00066761-0.00096248i,0.0010869-0.0009788i,0.0012964-0.00097811i,0.0013851-0.00077971i
0.00081307-0.0023074i,0.00038437-0.0041132i,-0.0012847-0.0031692i,-0.0032676-0.0017609i,-0.0040482-0.0032877i,-0.0036871-0.0042865i,-0.0025923-0.0026986i,-0.00062201+0.00024191i,0.00086611+0.00069986i,0.00071559-0.00063794i,0.00033481-0.00054404i,-0.00051941+0.00058031i,-0.0017169+0.001192i,-0.0020888+0.0012886i,-0.0018565+0.00089798i,-0.00047985+0.00025621i,0.00077297-0.0010186i,0.00032726-0.0033317i,-0.00071286-0.0032732i,-0.00092435-0.001389i,2.2285e-05-0.00081638i,0.00070991-0.00046041i,0.0003578+0.00037705i
0.0013453+0.0012207i,0.0012549-5.7729e-06i,-0.00021174-0.0019681i,-0.0017148-0.0021218i,-0.0029337-0.002283i,-0.004438-0.0039075i,-0.0051686-0.0047231i,-0.0031291-0.0031157i,-0.00016132-0.00062904i,0.00071556+0.00090454i,0.00079253+0.001255i,0.00066967+0.0012927i,7.6434e-05+0.0017844i,-0.00033267+0.00084031i,-0.000261-0.00041151i,-0.00034511-0.00012836i,-0.00027599+0.00045742i,0.00069887+0.00053128i,0.00060408+0.0017673i,0.00010892+0.0024976i,-0.00036164+0.0017936i,-0.00094827+0.0017021i,-0.00072761+0.0016196i
-0.0008946-0.0015075i,-0.0029416-0.0032091i,-0.0036879-0.0042135i,-0.0023811-0.0041303i,-0.00067086-0.0049246i,0.001005-0.0068891i,1.1367e-05-0.007483i,-0.0025214-0.0049166i,-0.001298-0.0014363i,0.00022364+0.00040441i,-0.00062411+0.0011276i,2.1818e-05+0.0014179i,0.0018396+0.00079848i,0.0015146-0.0007961i,0.00076729-0.0013842i,0.00081121-0.0003957i,0.001025+0.00067568i,0.00085763+0.0016134i,0.0013628+0.0021867i,0.0015+0.001599i,0.00078696+0.00018244i,5.7498e-07-0.00015827i,-0.00031763+8.4555e-05i
0.0021035-0.0023075i,0.0020562-0.0025168i,0.00088369-0.0013509i,-0.00018934+6.9917e-05i,0.00046053+0.00072194i,0.0015119+0.00060415i,0.00053724+0.00067017i,-0.00070919+0.0018815i,-0.00051925+0.0019601i,0.00047294+0.00021789i,0.00088535-0.0010271i,0.0010975-0.0017122i,0.00081013-0.0023695i,-0.00023153-0.0021462i,7.0582e-05-0.001595i,0.0010037-0.00095565i,0.0011382-0.00024165i,0.0017269-0.00036153i,0.0015956-0.0011018i,0.00045236-0.00060522i,-0.00053083-0.00016526i,-0.00077869+0.00015318i,-0.00032916+0.00053571i
-0.0016176+0.003147i,-0.0024+0.0044095i,-0.0035638+0.0045394i,-0.0037403+0.0019293i,-0.0033495-0.0001143i,-0.0031058-0.00047159i,-0.0029385+0.0009595i,-0.0019679+0.0029091i,-0.00071053+0.0018291i,0.00046487-0.00017937i,0.00055451-0.00054301i,6.0551e-05-0.00068559i,-0.00045124-0.00070439i,-0.0011158-0.00068247i,-0.00015208-0.0011387i,0.00060633-0.0014469i,0.00016636-0.00045615i,-0.00024977+0.00054686i,-0.0010262+0.00063089i,-0.0020403+0.00067278i,-0.002004+0.00015351i,-0.0012423-0.00027232i,-0.00038052+0.00028715i
0.022203+0.012467i,0.022969+0.0036967i,0.027121-0.011015i,0.016972-0.019397i,0.0026222-0.022258i,-0.010043-0.016319i,-0.010648-0.0045057i,-0.0032677+0.0024486i,0.0038533+0.002371i,0.0041261-0.0040104i,-0.001911-0.0070869i,-0.005922-0.0036283i,-0.009656+0.00068031i,-0.014682+0.0041864i,-0.015048+0.0040738i,-0.0092659+0.00084151i,-0.0031322-0.0014889i,-0.0014276-0.00012528i,-0.0017565+0.0040418i,-0.00010469+0.0056163i,0.0024854+0.0032174i,0.0024671-0.00094492i,0.00022295-0.0032411i
0.0013894-0.0015093i,-0.00066819-0.0043058i,-0.0021251-0.0051308i,-0.003528-0.0025379i,-0.0034332-0.0014288i,-0.0041369-0.0028823i,-0.0048335-0.002478i,-0.0033686-0.0011501i,-0.0011659-0.00072782i,-0.001084-0.00023077i,-0.0017709-0.00020587i,-0.0010517+0.00045696i,0.00025957+0.0013019i,0.00045674+0.0017271i,0.00015746+0.0024859i,0.00060946+0.0016362i,0.001618-0.00017296i,0.0021975-0.00013187i,0.002158+0.00049141i,0.0012251+0.00050624i,0.00052712-0.00026122i,-0.0002368-0.0014795i,-0.00076308-0.0014086i
0.00060845+0.0020249i,0.0042241+0.003363i,0.0066262+0.0039693i,0.0047298+0.0030794i,0.0007975+0.0019537i,-0.0013661+0.0019148i,-0.0022621+0.0022205i,-0.0029271+0.0018973i,-0.001013+0.0021983i,0.0013775+0.0015572i,0.0020622+0.00052854i,0.0021272+0.00058523i,0.0010328-0.00055116i,-0.0009981-0.0013599i,-0.0013703-0.0010587i,0.00042955-0.0011189i,0.0017783-0.00024905i,0.001435+0.00039293i,0.0011494-2.3051e-05i,0.00067572-0.0008431i,-0.00063771-0.00088268i,-0.0007734-0.00077251i,-0.00035989-0.0011711i
-0.0021725-0.0025019i,-0.0049469-0.003599i,-0.0073441-0.0040537i,-0.0068705-0.0048198i,-0.0037981-0.0044892i,-0.0015753-0.00281i,-0.0014181+0.00026469i,-0.0006888+0.0028032i,0.00091056+0.0022461i,0.0020067+0.00081584i,0.0018623+0.00087859i,0.0015529+0.00020347i,-2.5957e-05-0.001195i,-0.0021695-0.0019763i,-0.0017337-0.00090991i,-0.00035399+0.00068659i,0.0001217+0.0012559i,0.00016274+0.0014212i,0.00060467+0.0011384i,0.00011629+0.00098297i,-0.00059471+0.0010235i,-0.00055046+0.00039377i,-0.00062658-0.000277i
0.0017943-0.00038078i,0.00065487-0.00026881i,-0.0013893+0.00097034i,-0.0023737+0.0012497i,-0.0015567+0.00068647i,-0.00086508+0.00034064i,0.00047249+0.00046833i,0.0018445+0.00063954i,0.0017554+9.6249e-05i,0.00055808-0.0012685i,-0.00014668-0.0019241i,-0.00021072-0.00090483i,-0.00079819+0.00059426i,-0.00050432+0.0014603i,2.2956e-05+0.0011655i,-0.00051183+0.00072356i,-0.00091203+0.00065195i,-0.00050186+0.00059091i,-0.00059685+0.00085874i,-0.00036195+0.0014743i,0.00059375+0.0019424i,0.00095385+0.00082369i,0.00024868-0.00056436i
0.0012856-4.8998e-05i,0.0041526-0.0022138i,0.0082183-0.0061249i,0.0083636-0.0070549i,0.0044323-0.0054344i,0.00098698-0.0042483i,-0.0014264-0.0042709i,-0.002749-0.002871i,-0.0023179-0.00083449i,-0.0019029-0.00048553i,-0.001981-0.00036465i,-0.00067972+0.00028632i,0.0015139+0.00012801i,0.0032333-0.00027222i,0.0028694-0.00054909i,0.0011581-0.00060038i,-0.00013042-0.00067423i,-0.0009074-0.00037004i,-0.00042237+0.00031244i,0.0004957+0.00035239i,0.0010794+0.00018217i,0.00078166+0.00028536i,0.00065986+8.7173e-05i
-0.0011449-0.0026138i,-0.0042933-0.0023131i,-0.0088023-0.00052088i,-0.009383+0.0010252i,-0.0061161-0.0004551i,-0.0041983-0.0032213i,-0.0045096-0.0030838i,-0.0035879-0.0003944i,-0.0018056+0.0015882i,-0.001769+0.002189i,-0.0015835+0.0022405i,-0.00041071+0.0022855i,-6.5328e-05+0.0012759i,-0.00038764-0.0010799i,-0.00038031-0.0025615i,0.00026981-0.002486i,0.00034508-0.0018787i,3.9777e-05-0.0022873i,-0.00012101-0.0022576i,-0.00071419-0.0014215i,-0.0011877-0.0010017i,-0.00076339-0.00041034i,0.00016611+0.00060486i
0.0027873+0.00083273i,0.004957+0.00029772i,0.0047008-0.00068882i,0.0028217-0.0021524i,0.0014398-0.0026318i,0.00018845-0.0017478i,-9.4287e-05-0.00012847i,0.00072014+0.0019228i,0.0011821+0.0023102i,0.0016512+0.0013641i,0.0023526+0.0018499i,0.0016419+0.0018329i,-0.00071406-0.00023986i,-0.0029969-0.0010772i,-0.0034205-0.00039439i,-0.0019384-0.00041712i,-0.00076775-0.00086958i,-0.00023175-0.00082838i,0.00018999-0.00020881i,-0.00013907-4.8398e-05i,-0.00093625+2.3818e-05i,-0.0010688+7.759e-05i,-0.00089137-0.00056042i
-0.0028448-8.2486e-05i,-0.0029501-0.00055739i,-0.0023501-0.0012628i,-0.0021479-0.0013634i,-0.0014965-0.0022844i,-0.00040121-0.0040736i,-0.00025248-0.0035225i,0.00044768-0.00093593i,0.0020025-0.00068408i,0.001985-0.0020184i,0.00096523-0.0016147i,0.00036709-3.8169e-05i,-0.0007479+0.0004281i,-0.0013623+0.00086033i,-0.00063703+0.0015176i,6.3916e-05+0.00071895i,0.00081139-0.00030067i,0.00096588+5.933e-05i,0.00052272-4.3618e-05i,0.00016941-0.0005027i,0.000231-0.00054032i,0.00043193-0.00040832i,-1.4112e-06-0.00019849i
0.0024256+0.00018449i,0.0035163-0.00062601i,0.0027569-0.0022805i,0.00026644-0.0038636i,-0.001526-0.0044005i,-0.0022633-0.0044032i,-0.0019654-0.0046324i,-0.0012339-0.0047272i,-2.4363e-05-0.0036364i,-0.0005141-0.0030487i,-0.001431-0.0025062i,-0.00032583-0.0015989i,0.001225+0.00020365i,0.0012958+0.0024914i,0.0018639+0.0023176i,0.0024571+0.0013688i,0.0016201+0.00088033i,0.0015928-0.00012058i,0.0021374-0.00052983i,0.0019168-0.00054151i,0.0012526-0.00039949i,0.00049437-0.00055939i,8.784e-05+3.7985e-05i
-0.00088561-8.4995e-05i,-0.0018991-0.0013433i,-0.00046764-0.003657i,0.00020977-0.0051212i,-0.00077183-0.0037794i,-0.0023026-0.0018828i,-0.0030146-0.00073679i,-0.0042435+0.00095621i,-0.0039988+0.0010759i,-0.0026241+0.00070614i,-0.0021255+0.00085993i,-0.002039+0.00012511i,-0.00038152-0.00078666i,0.00089305-0.0023337i,0.00056133-0.0030102i,0.00048146-0.001253i,0.0010425+9.1743e-05i,0.00096073+0.00026912i,0.00027832+0.00038084i,0.00040088+0.00049744i,0.00061496-0.00078392i,0.00059397-0.0021454i,0.00069011-0.0010315i
0.00050408-0.00042908i,0.00059486-0.0024355i,0.0018391-0.0023366i,0.0019609-0.0020315i,0.00052413-0.0039814i,-0.0011995-0.0047784i,-0.0034359-0.002462i,-0.0034264+0.0011074i,-0.00011741+0.0039906i,0.0024532+0.0042226i,0.0018498+0.0035508i,0.00043367+0.0020496i,-0.00043218-0.00066908i,-0.0017665-0.0024239i,-0.0023027-0.0022211i,-0.0021502-0.00096032i,-0.0015937+0.0001168i,-0.0010637+0.0015237i,-0.0014188+0.0020715i,-0.0017126+0.0020745i,-0.00040317+0.001864i,0.00060338+0.0010618i,0.00023909+0.00012024i
0.00067577+0.003851i,-0.00013394+0.0015437i,-0.0013716+6.0747e-05i,-0.0025249-0.00050175i,-0.0025479-0.0015549i,-0.0026726-0.0028761i,-0.0016947-0.0013066i,0.0019514+0.002305i,0.0059893+0.0024855i,0.0067082+0.00029615i,0.0042812-0.00050022i,0.0020147-0.00065525i,-0.00042093-0.00019551i,-0.0020763+0.0015373i,-0.0023959+0.0017232i,-0.0015525+0.00099396i,-0.00088443+0.0012085i,-0.00093758+0.0017141i,-0.00067746+0.0021343i,-0.00034742+0.0028201i,0.00019568+0.0034539i,0.00044543+0.0023752i,9.6039e-06+0.0010976i
-0.0012142+0.0020011i,-6.6133e-05+0.0010191i,0.0018245+0.0011101i,0.0011927+0.00094943i,0.00020622-0.00089022i,0.00028767-0.0028193i,0.00022533-0.0033841i,0.00083117-0.0032519i,0.0012562-0.0038791i,0.0004588-0.0049596i,0.00030291-0.0042859i,0.00054842-0.0020838i,0.00027046-0.00039205i,0.00066846+0.0011031i,0.0014834+0.001483i,0.0018795+0.00070341i,0.0013503+0.00022267i,0.00086755-0.00037496i,-0.00017671-0.00066215i,-0.0014309+0.00092402i,-0.00093523+0.0024342i,5.9489e-05+0.0022389i,0.00045161+0.0018843i
0.0012384-0.0027245i,0.0018611-0.0033937i,0.00099786-0.0035636i,0.00074539-0.0042577i,0.0009502-0.0041654i,0.00016263-0.0040268i,-0.001573-0.0047369i,-0.0041246-0.0039443i,-0.0060287-0.0015951i,-0.0062309+0.00070722i,-0.0048146+0.0015106i,-0.0024257+0.0010682i,0.00036008+0.00012673i,0.0025587-0.0015057i,0.0034246-0.0022657i,0.0034109-0.0021483i,0.0025412-0.0022178i,0.00092915-0.002694i,-0.00067879-0.0031117i,-0.0011431-0.002769i,-0.00097523-0.0013117i,-0.00069275-2.784e-05i,4.1005e-05+0.00057743i
-0.002037+0.00090914i,-0.0030449+9.0252e-05i,-0.0033278-0.0017179i,-0.0040709-0.0026566i,-0.0035566-0.0021025i,-0.0026782-0.00064373i,-0.0039484+0.00096604i,-0.0052599+0.0036677i,-0.0044387+0.0061172i,-0.0015324+0.0065508i,7.4577e-05+0.0050345i,0.00054472+0.003222i,0.00041686+0.00168i,-0.0012502-0.0013741i,-0.0021063-0.0029238i,-0.0014109-0.0013729i,-0.00010602+9.4701e-05i,0.00098501+0.000157i,0.00073918-6.8843e-06i,9.5347e-05-0.0006123i,-0.00058372-0.0011708i,-0.0010115-0.001378i,-0.00037877-0.0007941i
-0.00045308-0.0025274i,-0.00044351-0.0042922i,-0.000109-0.0056393i,-0.0013025-0.005049i,-0.0029406-0.0035817i,-0.0025333-0.0021113i,-0.0005161+0.00076565i,0.0015332+0.004009i,0.0045278+0.0045259i,0.0063883+0.0022111i,0.0054294+0.00064428i,0.0034521+0.00014652i,0.0014774+0.0001159i,-0.00041439+0.0010803i,-0.0010657+0.0021645i,-0.00070469+0.0020326i,9.6365e-05+0.0012812i,0.0010258+0.0013325i,0.0018697+0.00050669i,0.001565-0.0008196i,-0.00013505-0.0013673i,-0.0012156-0.0013233i,-0.0012834-0.0010704i
-0.0016274+0.00092843i,-0.0028222+0.00089253i,-0.003574+0.0021138i,-0.0028557+0.0036046i,-0.00192+0.0031195i,-0.0013075+0.0012982i,-9.0548e-05-0.00014359i,0.002894-0.0016235i,0.0051142-0.0039551i,0.0033936-0.0052919i,0.00078934-0.0050906i,0.00017558-0.0035291i,0.00035332-0.001158i,0.00061091+0.00027417i,0.0014633+0.00097296i,0.0013495+0.0011331i,-0.00017828+0.0013638i,-0.00068481+0.00079096i,7.7596e-05+4.8676e-05i,0.00076788+9.4492e-05i,0.0005749-0.00045544i,-0.00081049-0.00073002i,-0.0016583-0.00026394i
0.0005875-0.0035726i,0.0012118-0.0059377i,0.0015365-0.0079575i,0.00036325-0.0079511i,-0.00044605-0.0050725i,-0.00029782-0.003613i,-0.00072249-0.0046469i,-0.0011344-0.0067434i,-0.0019914-0.0080935i,-0.0037325-0.005656i,-0.0039244-0.0021226i,-0.0027977+3.5244e-05i,-0.0013713+0.00063788i,0.00086188+0.00047487i,0.0022754-0.00017699i,0.0013328-0.00055997i,-0.00054702+0.00029937i,-0.00155+0.0011333i,-0.0009715+0.0015726i,-0.0002382+0.0015492i,0.00035685+0.00072907i,0.0019348-0.00030788i,0.0024307-0.0013067i
0.00022801-0.0017667i,-0.001529-0.0020252i,-0.0032933-0.0016937i,-0.003081-0.0018223i,-0.0015371-0.0026947i,-0.0020001-0.003382i,-0.0047061-0.0037394i,-0.0068879-0.0019446i,-0.0068094+0.0010234i,-0.0051752+0.0033536i,-0.0030707+0.0033432i,-0.001689+0.0019047i,-0.0011544+0.0006516i,-0.0014693-0.00045298i,-0.0021746-0.0011823i,-0.0018719-0.0012374i,-0.0014001-0.0011483i,-0.0014927-0.00058986i,-0.0013234+0.00074835i,-0.00023373+0.0014205i,0.0013403+0.00031098i,0.0020413-0.00088659i,0.0016601-0.0010635i
0.00031904-0.0020656i,0.0015019-0.0033128i,0.00078228-0.0049135i,-0.0017131-0.0050806i,-0.0023515-0.0047534i,-0.00091451-0.0040821i,-0.0012105-0.0011004i,-0.0019062+0.0044076i,0.00021613+0.0076286i,0.0037488+0.0062279i,0.0049789+0.0034557i,0.0037369+0.0012813i,0.0017134-0.00011183i,-0.00026784+0.00016072i,-0.0011629+0.0011028i,-0.000573+0.00035474i,0.00051543-0.0016011i,0.00074995-0.0035688i,-0.00047575-0.0038573i,-0.0010893-0.0012634i,-0.0010852+0.0001518i,-0.00063801-0.00036479i,0.00024499-0.00026174i
0.0014797+0.0009681i,0.00051226+0.00040377i,0.00016104-0.0004477i,-0.0014636-0.001152i,-0.003909-0.0024305i,-0.0052134-0.0024231i,-0.0027413+9.0515e-05i,0.0029417+0.0025387i,0.0082932+0.0028078i,0.0077107+0.00015829i,0.0043858-0.0019606i,0.0021059-0.0017447i,0.00022852-0.0014415i,-0.0011149+5.7961e-05i,-0.00071083+0.00081866i,0.00051426+0.00067621i,0.0010012-8.0677e-05i,0.0009319-0.0016997i,0.00020359-0.0019077i,-0.0007635-0.00068323i,-0.0016319+0.00040839i,-0.00074125+0.001015i,0.00060198+0.0015772i
0.0013119-0.0013582i,0.00057274-0.002356i,-0.0012493-0.0032751i,-0.0025968-0.0030588i,-0.001351-0.0010545i,0.00091439+0.00018685i,0.0021009-0.0010699i,0.0037294-0.003285i,0.0035717-0.0048098i,0.00032498-0.0044629i,-0.001349-0.0028526i,-0.00099064-0.0022457i,-0.0015795-0.0025619i,-0.0015308-0.0025532i,0.00033585-0.0025284i,0.0015905-0.0024342i,0.0026224-0.001076i,0.0034586+0.00014601i,0.0035902-0.00030256i,0.0017364-0.00086089i,-0.00033936-0.0002764i,-0.0004573+0.00052596i,0.00033604+0.0008477i
-0.00084793-0.00064389i,-0.0017234-0.0019925i,7.4393e-05-0.0041683i,0.0025313-0.0060664i,0.0028493-0.0068856i,0.0015364-0.0066193i,-0.00051553-0.0055615i,-0.0037118-0.0039843i,-0.0057435-0.0020972i,-0.0057318-0.00017226i,-0.0048677+0.0018723i,-0.0037703+0.0032808i,-0.0026397+0.0027297i,-0.0011211+0.000878i,6.7839e-05-0.00059575i,0.00058153-0.0003394i,0.0019586+0.0018369i,0.0035753+0.0040272i,0.003925+0.0030842i,0.0023819+0.00051702i,0.00089899-0.00019677i,0.0004546-0.00013715i,5.1794e-05-0.00061512i
-0.0032518-0.0017249i,-0.0027829-0.0044315i,-0.0020426-0.0034731i,-0.00095131-0.0025572i,0.00054043-0.0044302i,0.00050882-0.0069769i,-0.0023231-0.0059982i,-0.0057205-0.00068082i,-0.0053008+0.0040407i,-0.0022794+0.0045404i,0.00024706+0.0032611i,0.0014326+0.0026018i,0.0018147+0.001622i,0.0022013+0.00070264i,0.002061-8.2507e-05i,0.00095224+4.6231e-05i,0.00054879+0.0010709i,0.0010451+0.0025518i,0.00042045+0.0026905i,-0.00011334+0.00099597i,-0.00075633-0.00035095i,-0.00099564-0.0013142i,-0.00085893-0.0020685i
0.00059724+0.00085904i,0.0021956+0.0015221i,0.0014087+0.0013791i,-0.0016136+0.00017917i,-0.003914-0.0020421i,-0.004845-0.0034195i,-0.0046633-0.0010516i,-0.0020516+0.0033003i,0.0020393+0.0053643i,0.0035049+0.0029599i,0.0025299-0.00037055i,0.0022272-0.0016052i,0.0022422-0.0011244i,0.0025702-0.00051398i,0.0029804+0.00060107i,0.0017007+0.00063464i,-0.00092794+0.0003353i,-0.0034678+0.0007085i,-0.0045053+0.00094203i,-0.0032348+0.00104i,-0.0010549+0.00098804i,-0.0002706+0.00063855i,-0.00034056+3.7541e-05i
0.00033722-2.6128e-06i,-0.00063173-0.00052362i,-0.0013067-7.8456e-05i,-0.0010829+0.0018355i,-0.001247+0.0043593i,-0.0020239+0.004789i,-0.0012787+0.0038602i,0.0012032+0.0024219i,0.003683-0.00072164i,0.0031152-0.0034942i,0.00069803-0.0043083i,-0.00022851-0.003461i,-0.00073678-0.0024588i,-0.0010894-0.00086604i,-0.0013223+0.00030842i,-0.0020978+1.4191e-05i,-0.0030458-0.0008324i,-0.0042516-0.00080294i,-0.0032404+0.00028644i,-0.0011829+0.0008729i,-0.00035107+0.0015477i,1.9349e-05+0.0015046i,0.0011085+0.00083697i
