-0.0045769-0.00024491i,-0.0038324-0.00063681i,-0.0054071+0.00094996i,-0.0051868+0.002486i,-0.0024842+0.0031269i,-0.001147+0.0025628i,-0.00039891+0.0022631i,0.0010396+0.0025722i,0.00162+0.0019061i,0.0013196+0.0012202i,0.0011605+0.00084863i,0.0010265+0.00053077i,0.00065265-0.00028948i,0.00083214-0.00041911i,0.00038661+0.00017124i,0.00028821+0.00039995i,0.00047084+0.00068847i,0.00019708+0.00039604i,5.8269e-05-0.00023219i,-9.622e-05-0.00029764i,0.00057386+0.00021396i,0.0008728-4.8909e-05i,0.00061128+9.3733e-05i
0.0026831-0.00043321i,0.002357-0.0013199i,0.0012961-0.0015474i,0.00055824-0.0012003i,-0.0003892-0.00059096i,-0.0013445+2.8091e-05i,-0.0014047-9.0998e-05i,-0.001173-0.0004787i,-0.0012492-0.00049734i,-0.0017601+0.00012834i,-0.0016436+0.00028085i,-0.00024861+0.00021924i,-0.00013222-0.00016891i,-0.00075168-0.00092667i,-0.00082709-0.0001659i,-0.00015087+0.00037019i,0.00085614+0.00015775i,0.0011222+0.00038851i,0.00084746+0.00053769i,0.00075289-1.8954e-05i,0.00054248-0.00012594i,0.00020207+0.00027912i,0.00035327+0.00033073i
0.0014451+0.00051022i,0.0019615+0.00059689i,0.00062212-0.00093958i,-0.00011134-0.0014922i,-1.3701e-05-0.00049572i,-0.00084939+9.1577e-05i,-0.0009086+0.00026847i,-0.00071084+0.00015921i,-0.00039843+1.8269e-05i,-0.00018761-0.00027646i,-0.00021854-0.0002099i,-0.00073688+4.6785e-05i,-0.0013823-0.00014774i,-0.0014738-0.0001249i,-0.00091069+0.00066681i,-0.00022048+0.0009437i,-0.00024504+0.00016676i,-0.00073297-0.00034194i,-0.00069809-0.00023115i,-0.00021793-0.00015978i,-0.00029919-0.00039626i,-0.00012102-0.00038613i,0.00056787-0.00020729i
-0.00027212+0.00041748i,0.00041775+0.00105i,0.00095472+0.0021339i,0.00039174+0.0019601i,-0.00040671+0.00041717i,-0.00076059-0.00066863i,-0.0016487-0.001802i,-0.0011299-0.0025868i,-0.00039791-0.0013062i,-0.00061568+0.00017746i,-0.001036+0.0002269i,-0.0012756-0.0002713i,-0.00079003-0.00057444i,-0.00016715-4.39e-05i,-0.00028645+0.00026776i,-0.00064555+8.2759e-06i,-0.00059777+0.00042972i,-0.00042637+0.00057938i,-0.00014093+3.3466e-05i,0.00043268+0.00033987i,0.000637+0.0001894i,0.00051028-0.0001833i,0.0010214-0.00016734i
0.00071797+0.0010759i,-0.00051614+0.00052958i,0.0019543+0.00062712i,0.0019232+0.00047511i,0.00082161+0.00072174i,-0.00016996+0.00067898i,-0.00072401-0.00055298i,-0.00096136-0.00071504i,-0.0007387+0.00019599i,-9.477e-05+0.0011332i,0.00052141+0.0014933i,0.00029182+0.00066892i,0.00056481-0.00040789i,0.0013257-0.00080466i,0.00049676-0.001163i,-0.00076869-0.001136i,-0.00045065+8.9398e-06i,-0.00020475+0.00051997i,-0.00058327-0.00069898i,-0.0002578-0.00079575i,2.2303e-05-0.00014806i,0.0006971-0.00024803i,0.0011381-0.00048909i
-0.0016397+0.0016584i,-0.0025626+0.0016432i,-0.0015926+0.0009905i,-0.00026447+0.00097277i,0.00063481-0.00021027i,0.0011169-0.00060126i,0.00042751+0.00037136i,-0.00030194+0.00048815i,-0.00075802+2.3284e-05i,-0.00046166-0.00023127i,0.00023325+0.00040618i,0.00038908+0.0010717i,0.00059987+0.00056725i,-0.0002416+2.3994e-05i,-0.00065055-0.00019708i,-0.00023267+3.9292e-05i,0.00013869+0.00060154i,0.00010792-0.00058035i,-0.00028429-0.00091675i,-0.00030685-9.1153e-06i,0.00044138-3.059e-05i,0.00024627-0.00029i,-0.00103-0.00039353i
-0.0014479-0.0019117i,-0.0015539-0.0023149i,-5.7357e-05-0.0027243i,-3.2328e-05-0.0017093i,-0.0010573-0.00015404i,-0.0019672-1.8551e-05i,-0.0015412-0.00029615i,-0.0011237-0.00026955i,-0.0009111-0.00062225i,-0.00069695-9.7992e-05i,-0.00063229+0.0013568i,-0.00039718+0.0014896i,-9.6778e-05+0.00074252i,-9.9739e-05+0.00025434i,-0.00019902+0.00014247i,-0.00017849+0.00086286i,-0.00028812+0.0013686i,0.00010107+0.0006875i,0.00016613+0.00016641i,0.00010963+0.00046238i,0.00032673+0.00032587i,0.00080349+0.00025451i,0.00046693+0.00051917i
-8.0248e-05-0.00012302i,-0.00045797+4.2501e-05i,-0.0003227+0.0010945i,0.00046424+0.0013347i,0.00032437+0.0017072i,0.00023705+0.00044055i,8.2101e-05-0.001081i,-0.00094107-0.0014467i,-0.0010388-0.00074689i,2.3716e-05-3.8923e-05i,0.00070114+1.9746e-05i,0.00030851-0.0003331i,4.9398e-05-0.0004291i,0.00040105+0.00041677i,-0.00023214+0.00084088i,-0.00058875+0.00075719i,0.00021323+0.00087566i,0.00099409+0.00057923i,0.00015582+3.8559e-05i,-0.00059171+0.00037949i,2.4693e-05+0.0001479i,0.00050241-0.00037448i,0.00057596-0.00016404i
-0.00051353-0.00095176i,-0.00066877-0.00095191i,-0.00138-0.0011726i,-0.0016999-0.00066238i,-0.0016214-4.739e-06i,-0.0017875+4.3494e-05i,-0.0015638+0.00013022i,-0.00048829+4.6902e-05i,-0.00085368-9.1485e-05i,-0.0019358+0.00041206i,-0.0014781+0.00102i,-0.00071945+0.0011787i,-0.00029569+0.00073528i,-0.00033653-0.00013923i,-0.00015337-2.3308e-05i,-8.7331e-07+0.00024401i,4.904e-05+0.00042049i,-0.00035093+0.00071355i,-0.00049854+0.0004698i,0.00018185-0.00029448i,0.00030793-9.1758e-05i,-0.00013943+0.00054195i,-8.0949e-05+0.00042399i
-5.8316e-05+0.00070911i,2.1115e-05-0.0013073i,0.0004327-0.0021163i,0.00010609-0.001183i,-0.00035832-0.00049565i,-0.00031495-1.5916e-05i,-6.2758e-05+0.0005277i,-0.00057978+0.0004522i,-0.00048113+0.00038293i,-0.00034758-0.00042821i,-0.00083548-0.0010377i,-0.0013269-0.00055786i,-0.0011577-0.00016851i,-0.00053972+0.00054163i,-0.00079583+0.0010348i,-0.0005086+0.00066095i,0.00014667+0.00028586i,5.9354e-05+0.00043657i,0.0002075+0.00026596i,3.3038e-06+2.1856e-05i,-0.00036257-0.00014865i,4.8882e-05-0.00011823i,0.00023008+0.0006063i
0.00017531+0.00085852i,4.0211e-05-4.5985e-05i,0.0019832+1.3145e-05i,0.0026917+2.9601e-05i,0.00088267+0.00030066i,-0.001354+0.00033953i,-0.0016049-0.00086927i,-0.0010563-0.0013248i,-0.00063045-0.0011027i,-0.00062688-0.00060475i,-0.00034918+0.00016091i,0.00052184+0.00037698i,0.00052755-0.00044349i,0.00033007-0.0010553i,-0.00029883-0.0011076i,-0.00086005-0.00069142i,-0.00021573+0.00016928i,0.00055516+0.00099147i,0.00016395+0.00097832i,-0.00050553-8.0901e-05i,-0.00021711-0.00043295i,0.00050593-0.00039644i,0.00055282-0.00020428i
0.0014448+0.0021551i,0.00070181+0.0022158i,0.001676+0.0029438i,0.0017874+0.0013368i,0.00088222-0.00037462i,-0.00075664-0.00072946i,-0.0016526-0.00055129i,-0.001506-0.00060982i,-0.00020509-0.00074134i,0.00034781-0.001326i,-0.0001602-0.0015438i,-0.00062803-0.00082216i,-0.0019889-0.0010664i,-0.0017597-0.00037419i,-0.0010792+0.00062321i,-0.00089952+0.0004458i,-0.00046291+0.00063443i,-0.00014398+0.0002206i,0.00068161-0.00033884i,0.00065206-0.00010354i,0.00029076-4.158e-05i,-0.00011286-0.00021152i,0.00030889-0.00030473i
-0.00029445+0.000985i,-0.00024799+3.9663e-05i,-0.00037946-0.0015437i,-0.00015532-0.0015134i,0.00033606+0.00049042i,7.4567e-05+0.00082442i,-0.00042817-0.00036094i,-0.00016881-0.00062292i,0.00086634-0.00061627i,0.00048495-0.00034265i,-0.00019782-0.00024322i,-0.00023473-0.00036377i,-0.00012017-1.6876e-05i,-0.00072698+0.00024725i,-0.00046736+0.00028398i,0.00059878+1.5568e-05i,0.00020436+0.0002282i,-0.00031197+0.00027938i,6.7829e-05-0.00069324i,0.0010152-0.0011156i,0.0012426-0.00059472i,0.00067158-0.00034944i,0.00073238-0.00047041i
0.0015027-0.0002148i,0.0022827-0.00077841i,0.0025322-0.0021068i,0.00099282-0.0022036i,-0.0010123-0.00037425i,-0.0015522-0.00035002i,-0.001145-0.0011556i,-0.0012923-0.00063483i,-0.0014401-0.00036236i,-0.0012613-3.7886e-05i,-0.00066003-0.00025803i,-0.00029208-0.00059402i,-0.00030094-0.00062073i,-0.00064452-0.0003073i,-0.0011297+0.00060331i,-0.00071552+0.00086064i,0.0002261+0.0010702i,0.00074469+0.00061591i,0.00079524-0.00022304i,0.00069928-0.00016344i,0.00026654-5.4477e-05i,-0.00038711-0.00060104i,5.0262e-06-0.0011636i
0.00043791+0.0010622i,0.0012149+0.0014629i,0.0025544+0.0013108i,0.00251+0.0006823i,0.0012048-0.00024705i,-0.00010766-9.376e-05i,-0.00052391-0.00062398i,-0.00058995-0.0014862i,-0.00061365-0.0011689i,-0.00066327-0.0003594i,-0.00068417-0.00032966i,-0.00038243-0.00082343i,-0.00039325-0.00096696i,-0.00080042-0.00090138i,-0.00060782-0.00017636i,-0.00028081+0.00049637i,-0.00041937+0.0012285i,-0.00026376+0.0010997i,-0.00033171+0.00015141i,-0.00048787-0.00068311i,5.8777e-05-0.00054507i,-0.00020877-0.0004324i,-0.00071479-0.0001939i
-0.00051259-0.0021519i,-0.0016744-0.0017362i,-0.0028962-0.001622i,-0.0025352-0.00020095i,-0.0020769+0.00042171i,-0.0016796-0.0004979i,-0.001141-0.00046673i,-0.0008954-0.00016884i,-0.00099897+0.00015347i,-0.0014352+0.0010349i,-0.00054347+0.0014206i,0.00031695+0.0014219i,0.0003341+0.00055737i,-0.00012047-0.00021597i,-0.00019549+0.00076967i,7.7049e-05+0.0011475i,-0.00026124+0.00075394i,-0.00021516-0.00024354i,-0.00031914-0.00089375i,-0.000318-0.00096757i,-0.00039482-0.00049041i,-0.001037+0.00046983i,-0.00059983+0.00068396i
0.00012624+0.001294i,-0.00021848+0.0010217i,-0.0005278+0.00050121i,-0.0007613+9.911e-06i,-0.00026651-0.00060528i,-0.00019985-0.00068412i,-0.00082957+0.0001202i,-0.0011481+0.00060355i,-0.00055331+0.00036974i,-0.00030135+0.00018616i,-7.8009e-05+0.00046141i,0.00013302+0.00053533i,-0.0003898+2.5602e-05i,-0.00075273-7.1318e-05i,-0.00050368+0.00036723i,-0.00039179+0.00026506i,-0.0001109+0.00070362i,0.00028183+0.0012572i,0.00031572+0.00060717i,0.00015347-5.8129e-05i,0.00048383+0.00017328i,-0.00010497+0.00029869i,-0.00047077-0.00056281i
-0.00078716+0.00068662i,0.00032024+0.00091315i,0.0011824+0.00088876i,0.00067747+0.0010036i,-0.00056298+0.00061518i,-0.00038564+8.1415e-05i,-0.00082638-0.00053187i,-0.0011476-0.00066563i,7.5561e-05-0.00082127i,2.7779e-05-0.00012661i,-0.00090281+0.00039462i,-0.00073912-0.00036221i,-0.00043618-0.0007531i,-0.00039658-0.00024118i,-0.00085679-0.0003781i,-0.00090269-9.4558e-06i,-0.00081629+0.0010155i,-0.00086261+0.00088208i,0.00044122+6.1013e-05i,0.0016286-0.00078968i,0.0016566-0.00050591i,0.0007086+9.3231e-05i,-5.8294e-05+0.00014308i
0.001955+0.00040037i,0.001527+0.00011474i,0.0024676-0.00045376i,0.0036471-0.00087153i,0.0021151-0.0010043i,0.00042154-0.00053695i,-0.00042402-0.00028146i,-0.0013012-0.00010125i,-0.0013996+0.00031918i,-0.00097218+0.00013331i,-0.00039718-0.0010375i,0.00021265-0.0019641i,0.0006301-0.0012026i,0.00065484-0.00082757i,2.5731e-05-0.00023835i,-0.00023091+0.00091333i,-8.9786e-05+0.00027695i,0.00027929-0.00058612i,0.00083756-0.00070495i,0.00083744-0.00041135i,0.00064986-0.00051154i,0.00050074-0.0011437i,0.00015952-0.0005473i
0.00065447+4.9334e-05i,0.00097477-8.8839e-05i,0.00059795+0.00050052i,0.00014032+0.00050834i,-0.00032999-0.00088149i,-0.00096114-0.00061571i,-0.0015067+0.00051476i,-0.0013731+0.00031479i,-0.00080583-0.00020918i,-0.00059314-0.0010567i,7.3041e-05-0.00078709i,0.00024767+0.0007965i,-0.00057317+0.00090853i,-0.00059229+0.0010963i,-0.00011142+0.0011836i,-6.2577e-06+0.00054704i,-0.00018333+0.00063138i,-0.0003607+0.00081996i,-0.00050452+0.00049973i,-0.00049412+0.0002475i,-0.00040904-0.00031696i,-0.00043934-0.00088908i,-0.00038329-0.0005745i
0.00036082+0.002847i,-0.00019563+0.0015697i,-0.00021946+0.0010554i,1.3349e-05+0.0012251i,-0.00030174+0.00047792i,-0.00011276-0.00031814i,-0.00040581-0.00049933i,-0.00067287-0.0012672i,-0.00060836-0.0014226i,-0.0011517-0.00043631i,-0.00074107+0.00013092i,-0.00068391-0.00038951i,-0.0010842-0.00050712i,-0.00069216+0.00036445i,-0.00043497+0.00095666i,-0.0001012+0.00090148i,0.00020371+0.00047412i,-0.00026248+0.00021045i,-0.00043309+0.00010211i,-9.2611e-05-0.0001844i,0.00054841-0.00032099i,0.0013003-0.00048842i,0.00070388-0.00082103i
0.00031845+0.0019873i,4.006e-05+0.0014492i,0.00045229+0.001158i,-9.7304e-05+8.4666e-05i,0.00015749-0.00066911i,0.00039249-0.00065894i,-0.00031411-0.00095754i,-0.00061542-0.0012561i,-0.0012875-0.00075643i,-0.0013187-0.0007239i,-0.00049748-0.00064805i,-0.0002033-0.00025406i,-0.00053114-0.00031451i,-0.00099699-0.00041081i,-0.00091083+1.9474e-05i,-0.00062672+0.00018724i,-9.2997e-05+0.00045691i,0.00020364+0.00054109i,0.00060028+0.0003004i,0.0007037-0.00017504i,0.00019677-0.00047892i,0.00014661-0.00021294i,0.00057604+3.2921e-05i
-0.00016417-0.0010283i,0.00076386-0.00041613i,0.00094278-0.00098717i,-2.9819e-05-0.00065927i,-0.00086685+0.0003791i,-0.00076144+0.00031343i,-0.00014708-0.00028414i,-0.00019186-0.00061863i,-0.00055586-0.00086037i,-0.00085196-7.3691e-05i,-0.00052758+0.00034007i,-7.0522e-05+5.4301e-05i,-0.00024013+0.00068164i,-0.0004171+0.00070432i,-0.00055023-0.0003333i,0.0003463-0.00049923i,0.00081391+0.00046833i,0.00081976+0.00041375i,0.00033206-0.0005911i,-0.00056352-0.00056431i,-0.00016529-0.00050146i,0.00030528-0.00072216i,-9.1198e-05+1.7431e-05i
-0.00088689-0.0020261i,-0.00061998-0.00075754i,-0.0015275+0.00017595i,-0.0020986+0.00048816i,-0.0015271+0.00057174i,-0.00018561+5.577e-05i,-0.0002287-7.7771e-05i,-0.00053078+0.00020743i,-0.00028174+0.00023996i,-0.00093668+0.00052093i,-0.0012718+0.0013659i,-0.00077738+0.00091166i,0.00022848+0.00030506i,0.00037622+0.00059139i,0.00015235+0.00062781i,0.00050948+0.00042068i,0.00091172+0.00036828i,0.00079191+0.00042802i,0.0007568+3.1546e-05i,0.00046995-0.00012047i,0.00067784+5.3105e-05i,0.0010561+0.00016439i,0.00084995+0.00031773i
8.962e-05-0.0023577i,-0.00062027-0.0022608i,-0.00087484-0.0019324i,-0.00011255-0.0011476i,-0.00074346-0.00012056i,-0.0012225-0.00083155i,-0.00092188-0.00075767i,-0.0011488-0.00024378i,-0.0013006-0.00010434i,-0.0014799+0.00020908i,-0.0014382+5.6433e-05i,-0.0012615-0.00011025i,-0.00032353-0.00031078i,0.00047411+0.00010607i,0.0005696+0.00085266i,0.00075754+0.0010237i,0.00025831+0.00035581i,2.5631e-05-3.6732e-05i,-0.00033085+6.6326e-05i,-0.00080406-0.00013121i,4.3323e-05-3.9937e-05i,-5.0807e-05+1.8364e-05i,-0.00088648-0.00081697i
0.0013859+0.00081189i,0.002446+0.00015655i,0.0012008+0.00022033i,-8.5278e-05+0.00033408i,-0.0010721-0.00015296i,-0.0012785-0.00058829i,-0.00079017-0.0010076i,-0.00052964-0.00077257i,8.5344e-05-0.00053491i,-5.5671e-05-0.00010065i,-2.3986e-05+0.00064011i,0.0005863+0.00038341i,-0.00011737-0.00032759i,-0.00063856-0.00013835i,-0.00033245+8.1948e-05i,-9.3965e-05-8.7687e-05i,0.00079286-6.8499e-05i,0.0015587+4.8783e-05i,0.0015285-0.00058926i,0.0010044-0.000215i,-0.00051352+9.4741e-05i,-0.00065972-0.00033539i,0.00018985-0.00036839i
0.00075429+0.0003286i,0.0001601-0.00039589i,0.0002082-0.00059447i,-0.00018226-0.00025392i,-0.00091899+0.00043484i,-0.0012613+0.00033035i,-0.0011099+0.00038913i,-0.00072046+0.00039012i,-0.00071187+0.00042023i,-0.00067879+9.8228e-05i,-0.00010833-0.00055244i,0.00054675-0.00050353i,0.00065114-8.6094e-06i,-3.2252e-05+0.00065625i,-0.00020507+0.00056331i,-0.00016325+0.00025098i,-0.00029988+6.1443e-05i,-0.00014338-0.00024374i,-0.00023275-2.0169e-05i,-0.00067793+0.00061199i,-0.00049004+0.00049776i,8.4278e-05-0.00016819i,0.0010106-0.00071861i
0.0014844-0.0019548i,0.001031-0.0023779i,0.00095321-0.0030532i,-5.9411e-05-0.0019054i,-0.0017564-0.00019122i,-0.0020685+0.00052198i,-0.0012036+0.00048836i,-0.00088107-6.0258e-05i,-0.00064346-0.00038796i,-0.00088703-0.00057027i,-0.0013595-0.0010276i,-0.00062118-0.00037112i,-0.00053656+5.6307e-05i,-0.00062956-0.00053394i,-0.00015608-0.0001924i,-0.00022171+0.00068826i,-0.00020289+0.00097739i,-8.6909e-05+0.00046518i,0.00018805-0.00077189i,0.00066434-0.0015067i,0.00086359-0.0013995i,-0.00032082-0.00097344i,-0.00068125-0.0010905i
-0.00017544+0.0028755i,0.000812+0.0021641i,0.0020083+0.002656i,0.0016791+0.0021259i,0.00023015+0.00052871i,-0.00048076-5.8742e-05i,-0.00047007+0.0003059i,-0.00054845-0.00012424i,-0.00044806-0.00019502i,-0.00029916+0.00024681i,-0.00024953-0.00013773i,-0.00012612-0.00048031i,-0.00082023-0.0010403i,-0.0011506-0.0014468i,0.00044531-0.00062058i,0.0013978+0.00056039i,0.00047259+0.00047371i,0.00025691+0.0001901i,0.00057254+8.7318e-05i,0.00062149-0.0004079i,0.00030165-0.00051929i,0.00015672-0.00026237i,0.00075563+7.9584e-06i
0.0011522-0.00050324i,0.00052448+0.0001485i,0.00025493+0.00020807i,0.00036304-0.00026375i,-2.9996e-05-0.00055223i,-0.0010306-0.00077904i,-0.00031099-3.6827e-05i,0.00038782+0.00050528i,-0.0001534+0.00034691i,-0.00061845+0.00025159i,-0.00094497+1.1406e-05i,-0.00083267-9.101e-05i,-0.00025638-8.8543e-06i,0.00040876-0.00031426i,0.00087404-0.00065472i,0.001537-0.00016086i,0.0010184+0.00059979i,2.2045e-05+0.00022311i,-0.00091807+0.00070295i,-0.00078025+0.00077125i,-8.8219e-05+0.00012632i,-0.00023846+0.00036636i,-5.486e-05+0.0004338i
0.00068356-0.00051601i,0.00058756-0.0013874i,0.00043681-0.0020954i,-0.00052502-0.0019298i,-0.0013665-0.0009543i,-0.00030881-0.00061288i,0.00074077-0.0010226i,0.00097727-0.0010462i,0.0005471-0.0002566i,-0.00049291-0.00024177i,-0.00099831-0.00017452i,-0.0012569+0.0012407i,-0.0012217+0.0016306i,-0.0010676+0.0011895i,-0.001183+0.0014061i,-0.0020348+0.001072i,-0.0013718+0.0006182i,0.00016776+0.0012279i,0.00071032+0.0008924i,0.00082856-5.312e-05i,0.0003095-0.00051125i,6.9635e-05-0.00083099i,-0.00038038-3.6411e-05i
0.00044176+0.00043191i,0.00058704-0.00036265i,0.0012195-0.0010353i,0.0017198-0.00076996i,0.00094588-0.00023281i,0.00014954-0.00053634i,-0.00067463-0.00053563i,-0.0011867-0.00067868i,-0.0011195-0.0012385i,-0.0011698-0.0014952i,-0.0010595-0.00095338i,-0.00048982-0.00067997i,-2.4646e-05-0.00029513i,-0.00039374-2.6999e-05i,-0.00049976+0.00048846i,-0.00020494+0.0015993i,-0.00074566+0.0008728i,-0.00087243-0.0002184i,-8.0122e-05+3.041e-05i,0.00029822+1.1122e-06i,0.00057007-0.00036202i,0.00057767-0.00062884i,0.00050279-4.0172e-05i
0.00075173+0.002869i,0.00062243+0.0028882i,0.00077592+0.0022605i,0.0010319+0.00057099i,0.0010084-0.00058828i,0.00086075-0.00029439i,2.2878e-05+0.00025443i,-0.00016174-0.00022068i,-0.00029+1.2349e-05i,-0.00049947+0.00029036i,0.00018127+5.1514e-05i,0.00083003-0.00079483i,0.00021521-0.00042545i,-0.00055302-0.00038028i,-0.00040521-0.00022952i,2.3199e-05-2.8534e-05i,0.00063617-0.00048856i,0.00094775-0.00010322i,0.00087441-7.8047e-05i,0.0010375-0.00060671i,0.00054035-0.00072437i,-6.1622e-06-0.00015265i,-0.00033333+0.00021254i
0.00067307+0.00034777i,0.00047509+2.622e-05i,0.00069621+8.0415e-05i,0.00019674-0.00024049i,-0.00048111-0.00069446i,-0.00118-0.00071827i,-0.00094923-0.00034464i,-0.00049097-0.00011725i,-0.0012081+0.0006723i,-0.0013649+0.0011555i,-0.00066674+0.0007681i,-0.00056783+0.00021775i,-0.00070976-0.00010775i,-2.9967e-05+8.9051e-05i,0.00043978+0.0005696i,6.9686e-05+0.0013386i,-0.0008371+0.00099471i,-0.00070116+0.00025933i,-0.00010609+0.00029481i,-0.00013201+0.00070869i,-3.0856e-05+0.00053956i,0.00010535+0.00057632i,0.00049786+0.00077969i
-0.00051751-0.00075367i,-0.00047101-0.00024605i,-0.00075928-0.00011742i,-0.00095779+0.00022115i,4.4175e-05+0.00025485i,0.00038707+4.4277e-05i,-0.00020253-9.6597e-05i,-0.0005944-0.00070899i,-0.00085788-0.00055094i,-0.0012085-0.00043027i,-0.00096491-0.00076212i,0.00019765-0.00052512i,0.00056797-0.00025446i,-0.00035511+0.00056536i,-0.00064938+0.0011413i,-0.0003048+0.00075896i,-7.0228e-05+7.2632e-05i,-0.00014736+8.0752e-06i,-0.0001278-0.00023686i,-5.1569e-05+8.6812e-05i,0.00034032+0.0002914i,0.00041805+6.824e-06i,-0.00044947-0.00034373i
-0.0017454-0.0018028i,-0.0012803-0.00075748i,-0.0012524-0.0004174i,-0.00013919-3.1402e-05i,-0.00065239+0.00041894i,-0.0011328-0.00013502i,-0.0009119-0.0011443i,-0.00071948-0.0019206i,-0.00091859-0.00098495i,-0.0012314+0.00069645i,-0.0012242+0.00092449i,-0.00089848-0.00010341i,-0.00058099-0.00081636i,4.4485e-06-0.0010457i,0.00062405-0.00043527i,0.00019163+0.00014678i,-7.24e-05+0.00060435i,8.4162e-05+0.0005853i,0.00053876+0.00017459i,0.0011194+0.0003002i,0.00057683+0.00053233i,-0.00012611+4.7383e-06i,-0.00020156-0.00028183i
-0.0004445-0.00024447i,-0.00012787+0.00064903i,0.00022675+0.0013153i,0.00028054+0.0010036i,-0.00047053+0.00034045i,-0.001508+0.0001954i,-0.0020008-0.00026878i,-0.0021442-0.0002527i,-0.0020419-0.0004999i,-0.0012439-0.0003281i,8.1295e-06+0.00022114i,0.00022044+0.00060646i,-0.00067318+0.00051049i,-0.00064738+9.6182e-05i,4.0061e-05+0.00040968i,-0.00019196+0.00060694i,-0.00056818-0.00030566i,-0.00025854-0.00037246i,0.00049708-6.6125e-06i,0.0001924-0.00016084i,-0.00051163-0.00012006i,-0.0005925-0.00062575i,-1.6155e-05-0.00075911i
-0.0023584+0.0015552i,-0.0021445+0.0014266i,-0.0025523+0.0023821i,-0.0023526+0.0023224i,-0.00091784+0.0010924i,-0.00066302-0.00038468i,-0.00065753-0.00058516i,-0.00075174+0.00012015i,-0.000593-0.00025791i,0.00032313-0.0008417i,0.00065626-0.0005044i,0.00055925-0.00058869i,1.2433e-05-0.0011102i,-0.00063457-0.00061054i,-0.00072769-7.669e-05i,-0.00075445-0.00010212i,-0.00061308-0.00021828i,0.00027478-3.7795e-05i,0.00021278-6.7142e-05i,5.8738e-05-0.00038557i,0.00055807-0.00016833i,0.00098322+0.00046841i,0.0013068+0.00023785i
0.0010391-0.00089565i,0.0001256-0.00081342i,-0.00073183-0.0013285i,-0.0012929-0.0009164i,-0.0015705-0.00040469i,-0.0018-0.00085126i,-0.0018716-0.0011763i,-0.001302-0.00072168i,-0.0012887-1.8379e-05i,-0.0012556+7.2801e-05i,-0.0002791+6.0095e-05i,0.00016355+0.00030625i,-6.6325e-05+0.00042382i,-0.00063172+0.00057321i,-0.00071951+0.00049774i,-0.00029732+0.0006625i,-0.0005172+0.00083172i,-0.00044017+0.00040455i,0.00014491-0.00036074i,1.3255e-05+0.00013333i,0.00011108+0.00028601i,0.00019062-0.00013237i,0.00021176-0.00043571i
-0.0017228-0.002192i,-0.0013138-0.0020687i,-0.0016076-0.0011803i,-0.0011493+2.6985e-08i,-0.00048726+0.00030627i,-0.0011516-0.00012434i,-0.0010958-0.00027054i,-0.00079163-0.00063774i,-0.00090453-0.00048977i,-0.00052749-0.00035805i,-2.1333e-05-0.00035813i,0.00018682-0.00018496i,0.0004081-0.00011606i,0.0003357-0.0002924i,-0.00011364-0.00041294i,-0.00022773-7.0287e-05i,-0.00018197+0.00036067i,-0.00048159+0.00089161i,-0.00037983+0.00076036i,0.00017084-3.5639e-05i,0.00047407-0.00027385i,0.00039523-7.2421e-05i,0.00020431+0.00024603i
0.0018996+0.00053961i,0.0027946+0.00017854i,0.0023676-0.0010118i,0.0008684-0.0016048i,-0.00031271-0.0010631i,-0.00069185+0.00021965i,-0.00081486+0.00029139i,-0.00079544-0.00066111i,-0.0006506-0.0008977i,-0.00096169-0.00048445i,-0.00072635+0.00014521i,0.0002153+0.00027632i,7.8948e-05+0.0001133i,-0.00062086-3.5639e-05i,-0.0008622+0.00012593i,-0.00011071+0.00044924i,0.00015133-7.3274e-05i,0.0001158-0.00023023i,1.314e-05-0.00023851i,-0.00079575-0.00064342i,-0.00046828-0.00027392i,-0.00034273+0.00061388i,-0.00042739+0.00029836i
-0.0002713-0.00028441i,-0.00096883-0.00011727i,-0.0017321-0.0014496i,-0.0021004-0.0017959i,-0.002136-0.00099065i,-0.001428-0.00078214i,-0.00078445-0.00099717i,-0.00049376-0.0009783i,-0.00072804-0.00029164i,-0.0013089+0.00021344i,-0.00067957+0.00066278i,0.00057143+0.00068163i,0.00049443-0.00012628i,-0.00063187+1.2188e-05i,-0.0010108+0.00095023i,-0.00072466+0.00073649i,-0.00017342-5.2876e-05i,0.00010663-0.00029156i,-0.00036124-0.00045448i,-0.0010109-0.00075274i,-0.00041439-0.00024548i,-9.0512e-05+0.00048656i,-0.00050299+0.00062124i
0.00098246-0.0019742i,0.00049983-0.0037696i,-0.00034015-0.0033015i,-0.00092415-0.0013067i,-0.00041853-0.00044108i,-0.0010954-0.00054628i,-0.0023274-0.00032177i,-0.0018031+0.00041285i,-0.001125+0.00017216i,-0.0012422+0.0001837i,-0.0010436+0.00042019i,-0.00040528+0.00069374i,0.00017457+0.00066612i,0.00023239+0.00098516i,-0.00069848+0.0014253i,-0.00086606+0.00090521i,-4.9742e-05+0.00038425i,0.00023713+0.0004749i,0.00025148+0.00015512i,-7.2142e-05-0.00024679i,-0.00040693-4.7402e-06i,-0.00017606-0.00016902i,0.0005082-0.00079946i
