4.5915e-05-0.00054708i,0.00039732-0.001075i,0.00026215-0.0010874i,-0.0010899-0.00099715i,-0.0018864+0.00053604i,-0.002222+0.0010662i,-0.00078108+0.00048998i,0.0012397+0.0010487i,0.0015943+0.0014634i,0.001183+0.00076306i,-0.00014061+0.00058686i,-4.7951e-05+0.00033315i,0.0004653+9.4265e-05i,-0.00027609+0.00032391i,-0.00023558+0.00036758i,0.0003883+0.00080676i,-0.0005881+0.00084149i,-0.001374+0.00028712i,-0.0004677+0.00040678i,0.00024381+0.00079399i,0.00027129+0.00052739i,-0.00033592+0.00012535i,-0.0010792+0.00029942i
-0.0035221-0.0011541i,-0.0036753+2.9866e-05i,-0.0039915+0.002621i,-0.0028853+0.0038598i,-0.0014664+0.0021737i,-0.00054513+0.00037372i,-0.00038845-0.00019504i,0.00017227-0.00031992i,0.0005462-0.00031547i,0.00038267-0.00093044i,0.00057713-0.00077467i,0.00049295+4.1755e-06i,0.0008964+0.00020222i,0.001451+0.00019154i,0.00064987+6.2487e-05i,0.00033349+0.00024944i,7.266e-05+0.00047258i,0.00016108-0.00018362i,0.00077665-0.00086653i,0.0011076-0.00035871i,0.00089669-4.6439e-05i,9.9751e-06+7.9372e-05i,-0.00042872+0.0010789i
-0.0024043-0.0020668i,-0.0022599-0.0015168i,-0.0013409+0.00032575i,-0.0014429+0.0018409i,-3.4842e-05+0.0015788i,0.0024591-0.0002175i,0.002265-0.0010796i,0.00087861-0.00023642i,-0.00015879+0.00075938i,-0.00026502+0.0008697i,-6.665e-05+0.0003076i,-0.00056959+3.6272e-05i,-0.00096964+0.00022563i,0.00016213+0.00014635i,0.0003669+4.3206e-05i,-0.00021805-8.1168e-05i,0.00019931+0.00028695i,0.00080573+0.00077801i,0.00066752+0.00011541i,0.00068989-0.00042072i,0.00067327-0.00032495i,0.00034524-0.00010755i,0.0002926-0.00021223i
0.0017003-0.00192i,0.00039858-0.00094408i,-0.00076054+0.00058575i,-0.0010484+0.00094786i,-0.00048813+0.00013475i,0.00091691-0.00077297i,0.0010538-0.00072322i,-0.00022242+7.8515e-05i,-0.00022967+0.00058811i,0.00017604+0.00025257i,0.00020309-0.00024834i,0.00042491+0.0003354i,0.00066392+0.0011174i,0.00058624+0.0017225i,-5.3885e-07+0.0019196i,-0.00018702+0.0015277i,0.00026323+0.0012964i,0.0004703+0.00039078i,0.0003959+7.7128e-05i,0.00021073+0.0003744i,0.0006915+0.000496i,0.00068011-1.0965e-05i,4.2194e-05-0.00027253i
0.00064125-0.0015725i,-0.0011134-0.0011846i,-0.0028586+0.0011877i,-0.0025683+0.0025833i,-0.0011918+0.0014013i,0.00026782-0.00032959i,0.00072157-0.0004305i,2.7568e-05-4.5027e-05i,8.0375e-05+0.00032731i,0.00017307-0.00018023i,6.3354e-05-0.00069182i,0.00055639+7.2664e-05i,0.00042162+0.0001471i,0.00028868-0.00027502i,0.00031519+9.1722e-05i,0.00023108-8.0102e-05i,-3.5566e-05-0.00070869i,0.00017526-0.00040984i,0.00070441-0.00022423i,0.00040869-0.00064459i,-0.00041611-0.00026215i,-1.7484e-05+0.00011449i,0.00054666+0.00015518i
0.0012518-0.0013252i,0.00013025-0.0014783i,-0.000533-0.0011401i,-0.002263-0.00055185i,-0.0028365-0.00039332i,-7.213e-05+0.00027385i,0.002297+0.00042755i,0.0014371-2.8052e-05i,-0.00027104-0.00046334i,-0.0010257-0.00062466i,-0.0009988+0.00022809i,-0.00074333+0.0015552i,-0.00077164+0.0014194i,-6.6212e-05+0.00043013i,-0.00031736+0.00019498i,-0.00043317-5.5273e-05i,0.00055697+0.00046197i,0.00052707+0.00066158i,0.00040123+5.7812e-05i,0.00041166-0.00050956i,0.00043905-0.00062185i,0.00017606-0.00066061i,0.00033499-5.2131e-06i
1.3211e-05+0.0010961i,-0.00073278+0.0001503i,-0.0010382+0.00098773i,-0.001974+0.0014679i,-0.0016979+0.00056213i,-0.00050048-0.00044188i,-0.00037157-0.00091528i,-0.0004936-0.00089077i,-2.7237e-05-0.00085714i,0.00045512-0.00044119i,0.000175+0.00027428i,0.00023238+0.0002142i,0.00083995-0.00012201i,0.00044355+0.00047739i,-0.00040303+0.0011704i,-0.00064609+0.0011765i,-0.00038565+0.00059219i,0.0001946-0.00034312i,0.00010283-0.00058976i,-0.00041295-5.5388e-05i,-0.00041425-0.00021631i,-0.00031899-0.0001229i,-0.00041145+0.00051735i
0.00060931+0.00080498i,-0.0014829+0.0013924i,-0.0023841+0.0018518i,-0.0018347+0.0016721i,-0.0014999+0.00048331i,-0.00065196-0.00040502i,0.00069254-0.00051791i,0.00095849+5.4303e-05i,-5.1748e-05+7.8969e-05i,0.00062715-0.00038238i,0.0016534-0.00023524i,0.00088204-0.00021315i,0.00043174+0.00032942i,-7.5095e-05+0.0011399i,-0.00079058+0.00094985i,-0.00067828+0.00076405i,-0.00029359+0.00095322i,-0.00020778+0.00068746i,0.00021961-0.00063115i,0.00051173-0.00088625i,0.00031136+6.7187e-05i,-3.4379e-05-0.00014403i,-1.4084e-05-0.00053917i
-0.001191-0.0012595i,-0.0015837-0.0016131i,-0.0020073-0.0008565i,-0.0010551+0.00015887i,0.00097168+0.00072958i,0.0017416+0.00062292i,0.0015133-0.00027719i,0.00088111-0.00080024i,0.00075756+0.00011808i,0.00084713+0.00049368i,0.00052519-0.00014802i,0.00083618+0.00026689i,0.00070962+0.00057997i,-0.0003171+0.00018637i,-0.00070258+0.00040506i,0.00012724+0.00073363i,0.00048622+0.000187i,8.3795e-05-0.0001495i,-0.00023626-0.0001057i,0.00055981+0.00039666i,0.0010306+0.00039336i,0.0010389+0.00045412i,0.0010909+0.00068605i
-0.00026165+0.00037348i,0.00048284-0.00058755i,0.00052754+0.0012342i,0.00017734+0.002763i,0.0012466+0.0022984i,0.0021986+0.0005081i,0.0011118-0.0001878i,4.9832e-05+0.00063857i,-0.00093757+0.0010523i,-0.0011811+0.00037619i,-0.00094298-2.843e-05i,-0.00021368+9.4997e-05i,0.00061204-0.00013265i,0.00041139-0.00016693i,-0.00071469+0.00033585i,-0.0010679+0.0010795i,-0.000721+0.0010779i,-0.00051127+0.00071858i,-0.00097123+0.00031083i,-0.00059021+0.00024255i,0.00010883+0.00032493i,4.4042e-06+0.00025033i,-0.00031167+9.3823e-05i
0.0022497-0.0006399i,0.00040034-0.0010517i,-0.0019437+0.00067753i,-0.0025726+0.0016507i,-0.0016898+0.0016714i,-0.0010862+0.0013773i,-0.0012079+0.0011072i,-0.00029196+0.0011623i,-5.0937e-05+0.00049242i,-0.00020154-0.001223i,0.00018628-0.0014127i,3.2742e-05-0.00084093i,0.00040739-0.00037031i,0.0001802+0.00061222i,-0.001062+0.0016731i,-0.00083175+0.0014105i,0.00044145+0.00019259i,0.0012211-0.0003223i,0.0012455+0.00039188i,0.0011196+0.00068768i,0.0012719+0.00046382i,0.00077094+0.00016544i,-0.0004559-0.00093613i
0.00087541-0.00028048i,-0.00015392-0.00061469i,-0.00085678-0.0012347i,-0.001088-0.0013108i,-0.0016053-0.0012405i,-0.00075848-0.00049139i,0.00028719+0.00011263i,0.00029422+0.00015107i,7.1372e-05-4.2359e-05i,-0.00021332-3.8876e-05i,-0.00043365-0.00019202i,-0.0005055-0.00017156i,-0.00049428-1.8298e-05i,-0.00067684+0.00033343i,-0.00026698+0.00013835i,0.00044511-0.00013157i,-0.00016106-0.00015925i,-0.00074168-0.00042384i,-0.00015587+0.00014724i,-0.0001792+0.00066974i,-0.00061574-0.00015377i,-0.00044223-0.00041888i,-0.00026439+0.00045522i
0.0014519-0.00064383i,0.00071826-0.0017641i,0.00026091-0.00039669i,-0.00086569+0.00067538i,-0.0012429-0.00029439i,-0.00099572-0.0013128i,-0.00057438-0.001166i,-8.783e-05-0.00032979i,0.00039053-0.00061779i,0.00044085-0.0010731i,-0.00043617-0.00049139i,-0.00067866-0.00016147i,-0.00054097-0.0001752i,-0.0005912-0.00017651i,-0.0008223+0.00026467i,-0.00083159+0.00026684i,-0.00043572+0.00097699i,-0.00033319+0.001244i,-0.00047074+0.00080154i,0.00013087+0.0005146i,0.00062586+0.00038444i,0.00096963-0.00011321i,0.001326-0.00098506i
0.00050657-0.00062967i,-0.00017155-0.00027134i,-0.0014719+0.0013114i,-0.0017658+0.002183i,-0.0006379+0.0018774i,0.00014042+0.0011852i,0.00016379+0.00047229i,0.00042565-0.00030022i,0.00011162-5.4973e-05i,-0.00052255-0.00012061i,-0.00035827-0.00077518i,4.8795e-05-1.238e-05i,0.0003299+6.0158e-05i,0.00024487-0.00033853i,0.00014969+0.00046991i,0.00043062+0.001535i,-0.00013906+0.0013934i,-0.00073633+0.00089628i,-0.00038385+0.00095722i,-0.00056159+0.0011263i,-0.00099181+0.00098091i,-0.00044981+0.0009559i,0.00026291+0.0010094i
0.00019892-0.00091579i,-0.00065286-0.00094388i,-0.0014927+0.00045923i,-0.0020708+0.0015218i,-0.00058238+0.0014061i,0.00056345+0.00024594i,0.00096353-0.00031487i,0.0010612-0.00041866i,0.00048096-0.00092391i,0.0004363-0.00073563i,0.00079291-0.00054026i,0.00062005-0.00070935i,0.00080076-0.00039506i,0.00088596+8.7698e-05i,9.493e-05-3.6888e-05i,-0.00010534-0.00023107i,0.00033272-0.00045937i,0.0004755-0.00034985i,0.00019147+0.00058488i,-0.00030127+0.00081249i,-0.00054051+0.00099759i,-0.00044384+0.00081331i,-0.00041344+0.00025607i
0.00019112-0.0001934i,-0.00036094-0.00030171i,-0.0010699+0.0011639i,-0.0016717+0.0025025i,-0.00055343+0.0012597i,0.00071057-0.00082465i,0.00012236-0.0015169i,-0.00075618-0.00047866i,-0.00056897+6.5322e-05i,0.00010347-0.00050713i,-0.0005619-0.00070862i,-0.00053076-0.00024453i,-9.1849e-05+4.4277e-05i,-0.00033851+9.7274e-05i,-0.0010294+0.00062264i,-0.0013468+0.0007089i,-0.0008413+0.00087941i,-3.9767e-05+0.0015782i,0.00040078+0.0020209i,0.00029725+0.001833i,0.00018775+0.0014395i,-1.7345e-05+0.00056467i,-7.6449e-05-0.00027732i
0.0022868+0.00061039i,0.001162-0.00042682i,-0.00040207+0.00088602i,-0.0021521+0.002059i,-0.0020993+0.0018482i,-0.0010778+0.0010171i,-0.0010713-0.0009202i,-0.0007616-0.00077165i,-4.8382e-06+5.9345e-05i,-0.00034768-0.00037169i,3.7621e-05-0.00012782i,0.00061604+0.00013454i,0.00030751+0.00071605i,-0.00037323+0.00085356i,-0.00098651+0.00081659i,-0.0011403+0.0012464i,-0.0010246+0.0011783i,-0.0011597+0.00080732i,-0.00092485+0.00033599i,-0.000544+6.2974e-05i,-0.00047635+0.00011143i,-0.00039329+0.00055869i,-0.00051759+0.00051468i
0.0034875+0.00059897i,0.0018016-0.0015956i,0.00069401-0.0027176i,-0.00049376-0.0018776i,-0.0021787-0.00032324i,-0.0028258-0.00018605i,-0.0016593-9.9255e-05i,-0.00075213+0.0005514i,-0.00016058+0.00054187i,-0.00027239+0.00018552i,-0.0006508-6.7312e-05i,8.3195e-05+0.0005266i,0.0002638+0.001181i,-0.0012732+0.0010337i,-0.0024162+0.0013553i,-0.0016719+0.00096673i,-0.00085771+0.00043928i,-0.00089534+0.0006347i,-0.00023436+0.0005034i,0.00024536+0.0003884i,0.0002046-0.00013672i,-0.00016013-0.00040091i,-0.00092472-0.00055654i
0.0022446+0.00079507i,0.0018265-0.00051836i,0.00085774-0.00075218i,-0.0007537-6.118e-05i,-0.0011538-0.00071218i,-0.00052366-0.0011099i,-4.2479e-05-0.00072356i,4.5893e-05-0.00032758i,0.00077757+0.00068768i,0.0014805+0.00046396i,0.0007586-3.2177e-05i,-0.00064724+4.9609e-05i,-0.00078468-0.00056057i,-0.00027496-0.0015154i,-0.0005637-0.001106i,-0.0010368+0.00024816i,-0.0007965+0.00024815i,9.3553e-05+0.00044758i,0.00049279+0.00027744i,0.00017006+0.00014869i,-2.476e-05+0.0009166i,-6.9351e-06+0.00045248i,0.00017095+0.00010754i
-0.00013989-0.00041396i,-0.0013353+7.8776e-05i,-0.0027428+0.00094204i,-0.0020825+0.0013566i,0.00021111+0.0010168i,0.0013923+0.00011976i,0.00070592-0.0012372i,6.6388e-05-0.00083941i,-2.1714e-05+0.00039619i,-0.00022333+0.00044937i,0.00025667+2.5807e-05i,0.0012324+2.004e-06i,0.00029007-0.00018947i,-0.0008678-3.127e-06i,-0.00087808+0.0002663i,-0.00087013+0.00019109i,-0.00087811+0.00050752i,-0.0010058+0.00040078i,-0.00048174-0.00041079i,-5.6198e-06-0.00027449i,-0.00019802+0.00013131i,-0.00039482+0.00025346i,-0.00050125+7.3728e-05i
-0.0011045+0.00067462i,-0.0018073+0.00035153i,-0.0021579+0.0011129i,-0.0017437+0.0021701i,-0.00082226+0.0014852i,-0.00022283-2.9544e-05i,-0.0003321-0.0009849i,-1.1927e-05-0.00083608i,0.00076195+0.00035678i,0.00038333+0.0013203i,1.0478e-05+0.00063566i,0.00014216+0.00014516i,0.00013622+0.00041125i,-0.00018824+0.00031299i,-0.00046358-2.5633e-05i,-0.00027771+0.00067026i,-0.0003535+0.00075717i,0.00031264+0.00021934i,0.00010754-0.00021664i,-0.00057237-0.00029323i,0.0001891+0.00062076i,2.7936e-07+0.00096329i,-0.00077532-0.00042703i
-8.6698e-05+0.00057395i,-0.0011448-0.00040191i,-0.0024437-0.00022507i,-0.0030955+0.0003985i,-0.0018186+9.0417e-05i,5.093e-05-0.00020166i,0.00072491-0.00052839i,0.00059883-0.00041039i,0.00072505-0.00016427i,0.00066102-0.00020706i,2.1674e-05+7.9453e-05i,-3.9416e-05-8.5284e-05i,0.00040968-0.00082871i,-0.00012272-0.00047587i,-0.00064555-9.2501e-05i,-0.000641-0.00038626i,-0.0013087-0.00038127i,-0.0015352+6.5992e-05i,-0.00030634+0.00017552i,-0.00027832+0.00049986i,-0.00067772+0.00072917i,0.00013309+0.00067416i,0.00020218+0.00048727i
-0.00040647-0.0034931i,-0.00084029-0.0027282i,-0.0020435-0.000571i,-0.0030092+0.0016651i,-0.002235+0.0023488i,0.00075093+0.0010952i,0.0016463-0.00068576i,-0.00011553-0.0010943i,-0.00086941-0.00032355i,-0.00015588-0.00061851i,0.00010347-0.00091472i,0.00089074-0.00076453i,0.0017052-0.00052531i,0.0013467-0.000131i,0.0014644+7.9955e-05i,0.0013628+0.00035405i,0.00036631+0.0004042i,-0.00016202-0.00021522i,-0.00044691-0.00057026i,-0.00074997-8.0915e-05i,-0.00065393+0.00091182i,-0.00013521+5.9204e-05i,0.00023846-0.00063278i
0.0010062-0.001254i,-0.00042284-0.0013166i,-0.0023329+0.00012601i,-0.0026625+0.00083262i,-0.0021127+0.00070029i,-0.0010175+0.0006i,-0.00070194+0.00022423i,-0.00043163+0.00013744i,-0.00018207+2.5564e-05i,-0.00047563-0.00015838i,-0.00044467-0.00020888i,-0.00023681-8.3675e-06i,4.9076e-05+0.00021316i,4.8874e-05-0.00022331i,-0.00012001-0.00093655i,-0.00055571-0.00072861i,-0.0012311-0.00021426i,-0.0017866+0.00022705i,-0.001672+0.00034008i,-0.00059183+0.0001415i,0.00017668+0.00067217i,-0.0001674+0.00061956i,-0.00021039+0.00038791i
0.0016609+0.00036159i,0.00090472-0.00029659i,-0.001296+0.00023516i,-0.0022637+0.0007467i,-0.00066451+1.4706e-05i,0.00086157-0.0010882i,0.00082182-0.0010576i,3.5802e-05-0.00030787i,-0.00049405-0.00041846i,0.00016645-0.00078571i,0.00061344-0.00037454i,0.00051552-0.00035905i,0.00058511-0.00033817i,0.00036164-0.00024109i,8.468e-05+6.8341e-05i,-0.0010627-0.00012095i,-0.001819-0.00049602i,-0.0013159-2.7653e-05i,-0.0015077+0.00031866i,-0.0016346+0.0001597i,-0.00050678-0.00016881i,-7.7992e-05-0.0002305i,2.6061e-05-0.00020797i
8.4613e-05+0.0010495i,-0.00027657-0.0001637i,-0.0011262+0.00028841i,-0.0021515+0.00092457i,-0.0022789+0.00098111i,-0.0012932-0.00024896i,0.00034919-0.0011862i,0.00088-0.00056675i,0.000533+8.6158e-05i,0.00043861-0.00057271i,0.00027997-0.00053054i,0.00027789-3.4408e-05i,0.00038034-3.4072e-05i,0.00041884-0.00012352i,0.00040962-0.00027589i,-0.00034268-0.00069225i,-0.00051944-0.0004916i,-0.00024971+0.00010666i,0.00021605-3.3094e-05i,-5.4848e-06+0.00014815i,-0.00042508+9.6857e-05i,0.00073764-0.00028149i,0.00071464-0.00081942i
-0.001012+0.00036847i,-0.0018099+0.00020773i,-0.0026592+0.00077636i,-0.0019364+0.0022128i,-0.00048462+0.0018721i,0.00092273+0.00062554i,0.0013688+0.00016852i,0.00022002-0.00040245i,-0.00042933-0.00044776i,-7.0179e-05-0.00014823i,-0.00025465+0.00011178i,0.00010174+0.00074762i,0.00021899-7.1712e-05i,-0.0003688-0.0013745i,-0.00093743-0.0014834i,-0.00059752-0.00039999i,0.00024189-0.0005717i,0.00062022-0.00095342i,0.00058979-0.00015919i,0.00028829+0.00041841i,-0.00025652+0.00042692i,-0.00030277-0.0002743i,-0.00075677-0.0009789i
-0.0027259-0.00059208i,-0.0030846-0.00059836i,-0.0026585+0.00073828i,-0.0018455+0.0019922i,-0.00043903+0.0015892i,0.00066329+0.0007727i,0.000761-0.00013579i,0.00034127-0.00039351i,0.00075551+5.2902e-05i,0.0014376+5.0744e-05i,0.0011431+0.00043656i,0.00092908+0.00012337i,0.00088869+0.00010049i,0.0004593+0.00037189i,-0.00046641-7.3732e-05i,-0.0010183-0.00074325i,-0.00043-0.00038065i,0.00040072+0.00015802i,0.00058395+0.00010008i,0.00011153+0.0002741i,0.00022451+0.00030886i,0.00026583+0.00075287i,-0.00063343+0.00031705i
0.00067486-1.9179e-05i,-0.00017447-0.00011389i,-0.001143+0.00033884i,-0.0017347+0.0011525i,-0.00083896+0.00049686i,-0.00015855+0.00010858i,-0.00055316+0.00010067i,0.00051119+5.3794e-05i,0.0018341-0.00010644i,0.001493-0.00097891i,0.00023281-0.00077205i,0.00012658+0.00029157i,0.00071779-2.8272e-05i,0.00068534-0.00043278i,-0.00022697+0.00054831i,-0.00092227+0.00078714i,-0.00079676+0.00030623i,-0.00088006+0.00028037i,-0.001331+0.00022049i,-0.0007322+0.00019439i,-0.00019606+0.00043116i,-0.00043899+0.00040262i,0.0001459-9.9521e-05i
0.0016956+0.00015402i,0.00050988-0.00049621i,-0.00077058+0.0004195i,-0.00095117+0.0010077i,-0.00020918+0.00042077i,-5.0521e-05-0.00029644i,0.00011484-0.00022602i,-0.00011787-0.00028513i,-0.00043889-0.00057069i,-0.00011254-0.00096331i,-0.00016454-0.0006366i,-0.00056111-5.07e-05i,-2.7855e-05-0.00043879i,0.0006705-0.00025164i,-0.00019557+5.8119e-05i,-0.00060189-0.00025706i,0.00024941+3.6511e-05i,0.00061901-4.3677e-05i,5.0765e-06-0.00063927i,-0.00044841-0.00063157i,-0.00040006-0.00040177i,-0.00097223+6.9957e-05i,-0.00073484+0.00042655i
0.0011362+0.0017593i,0.0017574+0.0015319i,0.00027186+0.002136i,-0.00092931+0.0027372i,1.8362e-05+0.00094335i,0.0011901-0.001189i,0.0010021-0.0017349i,0.00032253-0.0014536i,-0.00022337-0.00027435i,-0.00080312+0.00084532i,-0.00021663+1.5048e-05i,0.00068726-0.00031212i,0.001194-0.00027468i,0.0012006-2.7151e-05i,0.00047857+0.00041365i,-0.00018503+0.00010883i,-0.00055141-5.1344e-05i,-3.1768e-06-0.0006333i,0.00020126-0.00085812i,0.0001268-0.00043923i,0.00022068-8.6454e-06i,-0.00074624+0.0003416i,-0.0017708+6.7864e-05i
-0.0004553+0.00098941i,-0.0016357+0.0014081i,-0.0029169+0.001516i,-0.0032161+0.0021545i,-0.0018753+0.0024334i,-0.0002127+0.001216i,0.0010491-0.00019458i,0.001227-0.00020639i,0.00076989+0.00029673i,0.00060028+0.00012129i,0.0002178-0.00056443i,0.00013294+6.9289e-05i,0.00043059+0.00038326i,0.00025801-0.0002899i,0.00084225-0.00040775i,0.0012703+0.0001496i,0.00054574+0.0010654i,-0.00060328+0.0014911i,-0.00097635+0.00053131i,-0.00071827-0.00027247i,-0.00041721-1.3693e-05i,0.00033158+0.00061914i,0.00068247+0.00077662i
-0.000323-0.00084515i,0.00030918-0.00035146i,-0.00094541+0.00093034i,-0.0024254+0.0011786i,-0.0018577+0.00088432i,-0.00089962+0.00063197i,4.4707e-06+5.6303e-05i,2.3958e-05+4.4131e-05i,-0.00030084+0.00021721i,-0.00052013+0.00013644i,-0.00055199+0.00089285i,-0.001132+0.00069349i,-0.0010779+0.00011701i,5.2209e-05+0.00024291i,0.00066417+0.00019409i,0.00047585+0.00026427i,0.00033023+0.00052307i,0.00069694-5.8468e-05i,0.00053036-0.00029658i,0.00017583+0.00027161i,0.0010027+0.00011894i,0.0014054-0.00011753i,-1.4678e-05-5.3189e-06i
-0.00023047+0.0021668i,-0.00082919+0.00071008i,-0.0013698+0.0010418i,-0.0013471+0.0015225i,-0.00041351-2.1275e-05i,0.00054261-0.0012382i,-0.00021841-0.00085596i,-0.00079676+0.00014767i,-6.3493e-05+0.001231i,0.0003174+0.00082745i,0.00065204+0.00018912i,0.00058495+9.3755e-05i,0.00086892-0.00018069i,0.0013775-0.00084291i,0.0010743-0.00021172i,0.00082991-0.00018777i,0.00070045-0.0010413i,0.0006776-0.00039492i,0.00053845+0.00045554i,-6.2457e-06+0.00044608i,-0.00041841+0.00045532i,-0.00013684+0.00063019i,-0.0001805+0.00073887i
-5.8641e-06-0.0014451i,-0.0011961-0.00032715i,-0.0025522+0.0012139i,-0.0033474+0.0015872i,-0.0012672+0.00075101i,0.0017681+0.00042929i,0.0016371+0.00057559i,0.00093981-0.00017061i,0.00057804-0.00064793i,0.0003104-0.000647i,0.00042091-0.00052847i,0.000579+0.00034346i,0.00062386+0.00071208i,0.0010429-6.9263e-05i,0.00079742-0.00025297i,0.00035409+0.0002143i,0.00084382+0.00022121i,0.0008725-0.00018484i,0.00035747-0.00043867i,0.00050763-0.00010151i,4.8344e-05+3.4176e-05i,-0.00097731-0.00044523i,-5.2926e-05-0.00061624i
-0.00063534-0.0015196i,-0.00025344-0.001933i,-0.0018355-0.00041439i,-0.002995+0.00091054i,-0.0018122+0.0020758i,0.00066573+0.0021397i,0.00088554+0.00078537i,-0.00023141+0.00048968i,-0.00019033+0.00056654i,-0.00068479+0.000467i,-0.00098676+0.00013831i,0.00014093-0.00066728i,0.0012007-0.00090256i,0.001021-9.0433e-07i,0.00084511+0.00039573i,0.00028418-0.00029139i,-0.00068635-0.00046446i,-0.00075284+0.00048401i,-0.00064379+0.00053689i,-0.00062305-3.155e-05i,-0.00030896+0.0005144i,-0.00053361+0.00077158i,-0.00036382+0.0002608i
-0.0001485-0.0030054i,-0.00097764-0.0022526i,-0.0025984+0.0007295i,-0.0031201+0.0027206i,-0.0010994+0.0021383i,0.0012081+0.00055927i,0.00070236+4.3531e-06i,-9.4108e-05-0.00019568i,-8.9778e-05-0.00041558i,-0.0003491+7.3121e-05i,-0.00096958+0.00098494i,-0.00032029+0.00096755i,0.00081083+0.00032507i,0.001265+4.5531e-05i,0.0014719+0.00022578i,0.00049637-0.00019886i,-0.00066423-0.00064454i,0.00010745-0.00052562i,0.00096297-0.00034103i,0.0007754-0.00056557i,0.00016694-0.00016308i,-0.0006825+0.00067917i,-0.0010022+0.00033154i
0.00010189+0.00015517i,-0.0012787+0.00037023i,-0.0031539+0.0013438i,-0.0042333+0.0019823i,-0.0035335+0.00085813i,-0.0015265-0.00038115i,-0.00026234-0.00018348i,-0.00034539+0.00012907i,8.0987e-05+0.00011058i,0.00075169-0.00034722i,0.0013864-7.9215e-05i,0.0013891-0.00043301i,0.00049795-0.00094779i,7.6466e-06-0.0007731i,6.1786e-05-0.00066293i,-1.3582e-05-0.00038402i,-7.6113e-05-0.00028209i,-0.00072879-0.00037741i,-0.0012981-0.00082554i,-0.00078474-0.00062503i,-0.00015251-0.00018246i,0.00037887-0.00029633i,0.00016436-0.00069868i
0.0001247+0.00087613i,-0.001264+0.00051942i,-0.0029671+0.0014344i,-0.0030861+0.0017866i,-0.00080651+0.0010478i,0.0012051-6.2715e-05i,0.00090044-0.00062517i,-0.00019956-0.00076372i,0.00038594-0.0004707i,0.00068608-0.00069713i,-0.00029789-0.00087378i,2.0109e-05-0.00054457i,0.00032794+0.00033201i,-0.00048454+0.00066109i,-0.00052174+0.00045019i,0.00024653+0.00085082i,0.00077242+0.0012393i,0.00045593+0.0010594i,-0.00024182+0.0005634i,0.00037273+3.9903e-05i,0.00072926-0.00047322i,0.00025196-0.00029292i,2.5438e-06+0.00026856i
-0.0011613+0.00038963i,-0.001113-1.0573e-05i,-0.0020561-1.7245e-05i,-0.0027223+0.00054145i,-0.0015779+0.00019504i,-0.00062441-0.0016453i,-0.0011431-0.0022357i,-0.0015846-0.00068577i,-0.0012709+0.00019303i,-0.00053081+2.3666e-07i,-0.00027049-0.00018081i,-0.000431-0.00011051i,-5.2082e-05+4.8654e-05i,0.00041459+0.00010691i,0.00061096+0.00098594i,0.00089411+0.0015589i,0.00059564+0.00096641i,0.00060795+0.00050719i,0.00072115+0.00076351i,0.00021356+5.8494e-05i,0.00058336-0.00053259i,0.00086566-0.00013893i,0.00062426-0.0002771i
-0.0021815-0.0026678i,-0.0032979-0.0018183i,-0.0042917+0.00063137i,-0.0041007+0.002844i,-0.0025262+0.0026161i,-0.00033228+0.001425i,0.00063472+0.00074161i,0.00036303+0.00072263i,-0.00026608+0.00066083i,-0.00045469+0.00030422i,7.6554e-06+0.0004074i,0.00049769+0.00056429i,0.00074425+0.00025767i,0.00018757+0.00029908i,3.8138e-05+0.00046708i,-0.00028177-7.7473e-05i,-0.00036622-0.00052609i,5.6728e-05-0.0005924i,0.00035181-0.00040053i,-9.6841e-05-0.00056205i,-0.00075656-0.00055884i,-0.0010175-0.00062967i,-0.00068935-0.0010625i
0.0021954-0.0024608i,0.0025165-0.0037057i,0.0010079-0.0032384i,-0.00038752-0.0015565i,0.00021205-0.00077956i,0.00017083-0.00060619i,2.509e-05-0.0008294i,-0.00021082-0.0009842i,-0.000349-0.001041i,0.00013034-0.0011382i,-0.00033442-0.00054105i,-0.0005801+0.00087698i,0.00016409+0.0012678i,-0.00014989+0.00063551i,-0.00062605+0.00069652i,-0.00037174+0.00049094i,-0.0013234+0.00034998i,-0.0018003+0.00016599i,-0.00022754+4.9258e-05i,-4.9316e-05+0.00034108i,-0.00020948+0.00061741i,-0.00031248+0.00055419i,-0.00058856-0.00027795i
0.00082587-0.00012875i,-0.00031723+0.0001348i,-0.0028855+0.0004145i,-0.0036673+0.0015639i,-0.0023427+0.0018358i,-0.0010317+0.001842i,-0.00097687+0.00039473i,-0.0011224-0.00072426i,-0.00071832+0.00065303i,-0.00075805+0.0014806i,-0.0010279+0.0007939i,-0.00065297-0.00014451i,-0.0004124-0.00010543i,-0.00053602+0.00069116i,-0.00031319+0.0014195i,0.00063672+0.0013952i,0.00069218+0.0010042i,6.8325e-05+0.00067358i,-0.00023576+0.00056306i,-0.00011098+6.1861e-05i,0.00053643-0.00084174i,6.0234e-05-0.0002963i,-0.00075979+0.0004737i
