-0.0027358+0.00051062i,-0.0014783-0.00030608i,-0.0026861+0.00044088i,-0.0021642+0.00074245i,-0.00092802+0.0011782i,0.00085374+0.00076594i,0.0014095-8.6159e-06i,0.00031865+0.00024987i,-0.00053049+0.00032592i,0.00061463+0.00056154i,0.0017713+0.0003617i,0.0013944-0.0010542i,0.0012693-0.0015772i,0.00092307-0.00092504i,0.00017277-0.00050981i,0.00047748+0.00025548i,0.00053254+0.00054315i,0.00065359+0.00048885i,0.00051896+0.00028306i,-0.00067359+8.3163e-05i,-0.0011793+0.00059618i,-0.00058865+0.0010165i,-5.7497e-05-0.00012238i
0.0015844+0.00016076i,0.0022563+0.00074326i,0.0028852+0.0014907i,0.0031953+0.001007i,0.0022806-0.00052381i,0.0014132-0.00105i,0.00074071-0.00062375i,0.00056857-0.00041989i,0.00032456+0.00024595i,0.00022762+0.00011474i,0.00050315+0.00061753i,0.0009803+0.00062563i,0.0007663+7.7672e-05i,1.7975e-05+0.00023233i,6.4586e-05+0.00013693i,0.00071458+0.00027637i,0.0005252+0.00022433i,-0.00085339-0.00025886i,-0.0010858-0.0004193i,-0.00052068+0.00061019i,0.00017491+0.00099582i,0.00071092+5.774e-05i,0.000522-0.00027413i
-0.00083138-9.5469e-05i,-9.9565e-05-0.0003125i,0.0014907-0.00095924i,0.0016664-0.00097612i,0.00028085-0.0013111i,-0.00024497-0.0011771i,0.00028663-0.00043399i,0.00052488+0.00015323i,-0.00032659+9.1868e-05i,-0.00065739+8.6247e-05i,0.00021275+0.00027537i,0.00052249+0.00016713i,0.00051953+0.00037257i,0.0010782+0.0011464i,0.0014867+0.00081579i,0.0012198+0.00015545i,2.0944e-05+2.4266e-06i,-0.00075513-0.00010845i,-0.00038087-0.00046178i,-0.00035057-0.00024239i,-0.00078795+0.00048028i,-0.00069085+0.00039305i,-1.1352e-05-0.0002647i
-0.00025887+0.0003933i,-0.00037487+0.00013091i,1.3684e-05+0.00010807i,0.00055289-0.00091332i,0.00082843-0.0021684i,0.0011289-0.0018103i,0.00078956-0.00044318i,0.0002603+0.00010187i,0.00033012+0.00054406i,0.00090067+0.0014271i,0.00038595+0.0013845i,-0.00035075+0.00090204i,-0.00025628+0.00079931i,0.00023916+0.00036949i,0.00053857+0.00034651i,-0.00024027+0.001004i,-0.00060464+0.0007735i,-0.00016945-0.00048982i,2.3232e-05-0.00065681i,-0.00052094-5.0874e-05i,-0.00044699-0.00014605i,-0.00020094-0.00016639i,0.00013021-0.00049431i
0.00088141-0.00022791i,0.0022003+0.00054228i,0.0022496+0.0018488i,0.0023115+0.0017406i,0.0015749+0.00085868i,0.000927-0.00022597i,0.0011739-0.00027407i,0.00090108+4.3579e-05i,0.00057622-6.7363e-05i,0.000261+1.9305e-05i,-0.00070623+0.00024051i,-0.00077039+0.00070698i,-0.00010101+0.00076881i,-0.00016215+0.00032651i,-4.2233e-05+0.00057545i,8.542e-05+0.00060094i,-0.00026071+0.00031694i,-0.0006494-0.00011264i,-0.00058863-0.00095544i,2.9906e-05-0.00098256i,0.00022739-0.00049061i,-2.8547e-06-0.00041372i,0.00064258-0.00037694i
0.0005588-0.00097177i,0.00022571-0.00041211i,0.00099513-0.00064669i,0.0017006-0.0014915i,0.0009718-0.0019224i,0.00035768-0.0011023i,0.00033438+0.00029731i,0.00023988+3.7775e-05i,-0.00027897-0.0011173i,-0.00046925-0.0013749i,-0.00042548-0.0010003i,-0.00055936-0.00072414i,-0.00017643+0.00050196i,-2.7945e-05+0.00077277i,-0.00021591+0.00064761i,0.00025864+0.00021657i,0.00093852-0.00022642i,0.00047997-0.00027079i,-0.00043609-0.00042836i,-0.00024956-0.00036826i,0.00022859-0.00075174i,-0.00014681-0.001254i,-9.105e-05-0.00035502i
-6.8719e-05+0.0021324i,0.0020202+0.0023028i,0.0025033+0.0014971i,0.0026416-3.7221e-05i,0.0024373-0.0016054i,0.0018618-0.0026332i,0.0010286-0.0012225i,0.00015921+0.00030231i,-7.5756e-05+0.00089581i,-7.8625e-05+0.0010064i,2.1872e-06+0.00039989i,3.1931e-05+3.1781e-05i,0.00014813+0.00011086i,0.00022458+2.8963e-05i,0.00012205-1.9491e-05i,-0.00044104-0.00040497i,-0.00037831-0.00027509i,0.00042775-8.8488e-05i,0.00077115-0.00041302i,0.00057203+0.00041916i,0.00025994+0.00113i,0.00069659+0.0008019i,0.00093103+0.00052328i
-0.0002897+0.0010199i,0.00054166+0.0019735i,0.00034438+0.0020977i,0.0010867+0.00052856i,0.0015206-0.0011656i,0.00095605-0.0017859i,0.00072385-0.0011871i,0.00045591-0.00013998i,0.00013713+0.00011475i,-0.00012045+3.1653e-05i,5.265e-05-0.00072501i,6.9791e-05-0.0014708i,0.00025545-0.001395i,0.00059236-0.0011812i,0.00053872-0.0014279i,0.000442-0.0011242i,0.00033893-0.00025195i,0.00049831-0.00019012i,-0.00011874-0.00048262i,-0.00074632+0.00017314i,-0.00010402+0.00022241i,0.00071474+0.00018759i,0.00078808+0.00046671i
2.8582e-06+0.0013702i,0.00030335+0.0015938i,0.0013626+0.00082214i,0.0025266-0.00024892i,0.0019112-0.0016952i,0.00072016-0.0023338i,0.00038071-0.0012386i,0.00069835-0.00019046i,0.0008443+0.00021096i,0.00015942+0.00060636i,-0.00069132+0.00062246i,-0.0007609-6.8106e-06i,-0.00075208-0.00053281i,-0.00051373-0.00057506i,-2.4363e-05-0.0002517i,0.00031489-0.00011762i,0.00065778-0.00031545i,0.00055158-0.00081457i,-0.0001084-0.00064574i,-2.6577e-05-0.00018399i,0.00036408+2.2135e-05i,-0.00012837+0.00035509i,-0.00071351+0.00071338i
-0.0010793+0.0001785i,1.7652e-05+0.000603i,0.0021411-0.00011133i,0.0028028-0.0018999i,0.0016041-0.0027317i,0.00030892-0.0013708i,-0.00057174-0.00037916i,-0.00085005+0.00022019i,-0.00048129-9.4731e-05i,-3.7658e-05-0.00023646i,-0.00045912+0.00011031i,-0.00059192-0.00050674i,-0.00046879-0.00045201i,6.4284e-05-0.00012725i,0.0011553-0.00034766i,0.00081754-0.00072672i,0.00024521-0.001877i,0.00032457-0.00099851i,0.00012395+0.0006116i,-3.5903e-05+0.0008518i,0.00041376+0.00067275i,0.00040452+0.00096338i,-0.00013462+0.0013493i
0.00033771-0.00015767i,0.0010643+7.9918e-05i,0.00057467+0.00051119i,-0.00049362-6.1155e-05i,6.1945e-05-0.0013127i,0.0010874-0.0016576i,0.0010454-0.00095712i,0.00037851-4.5345e-05i,0.00015145-0.00012767i,-0.0002392+9.2991e-05i,-0.00093523+0.0004125i,-0.00052522+0.00022242i,0.00031503-0.00037805i,0.00020312-0.00099039i,0.00045329-0.00049919i,0.0012426+2.2067e-06i,0.00056903-0.00018802i,-0.00060474-0.00029298i,-0.00090449-5.8729e-05i,-0.0002009+0.00029458i,0.00031988+0.00038643i,0.00036596+0.0006452i,0.00038489+0.00013516i
0.0021296+0.0012605i,0.0019649+0.00079328i,0.0021285-5.1037e-05i,0.002439-0.00024344i,0.0015416-0.00060341i,0.00073537-0.0013939i,6.5018e-05-0.00062885i,-0.0007992+0.00074213i,-0.0005805+0.00053333i,5.4287e-06-2.6198e-05i,-0.00022838-0.00032955i,0.00046249-0.00077898i,0.0010687-0.00025566i,-0.00013625+0.00037601i,-0.00067048+0.00035678i,0.00010401-0.00014067i,0.00045638-0.00072249i,-0.0002167-0.00060059i,-0.00080797-0.00048288i,-0.00068192-0.00041881i,-0.00019817-0.00027913i,0.00034236-2.4781e-05i,0.0001322+0.00013986i
0.0021082+0.00062208i,0.001939+0.00071246i,0.0024719+0.00041979i,0.0018831-0.00078531i,0.00047967-0.0025367i,-0.00015305-0.0023887i,-0.00023716-0.00023738i,-9.257e-06+0.00058602i,0.00087656+0.00068462i,0.0010889+0.00075839i,0.0001366+0.00021349i,-0.00068823-0.00025588i,-0.00030488+6.1528e-05i,-0.00032648+4.6372e-05i,-0.00027979-0.00019906i,0.00013876-0.00014259i,0.00046633+0.00031068i,0.00083596+0.00023829i,0.0010131+0.0006011i,0.00045649+0.0010119i,5.9987e-05+0.00061756i,-4.0257e-05-0.00031596i,-0.000198-0.00093301i
0.00089771+0.00010438i,0.00096316-0.0011622i,0.00037614-0.00090895i,0.00070506-0.0008206i,0.0016648-0.0014357i,0.0014313-0.0013046i,0.00073515-0.0013235i,7.3597e-05-0.00092639i,-0.00021318+0.00019841i,-0.00025162+0.00048068i,-0.00052063+0.00049857i,-0.0004233+0.00083062i,-0.00092744+0.00077489i,-0.00080327+0.00065379i,-0.00025194+0.00015459i,0.00034521+0.00018379i,0.00091301+0.00051492i,0.0012978-5.1261e-05i,0.0012082-0.00096516i,0.00040124-0.0010347i,0.00021901+0.0002726i,0.00050356+0.00089089i,8.9003e-05+0.00068277i
0.0013657+0.0024755i,0.0019256+0.0021737i,0.0020372+0.00051832i,0.0016831-0.00042254i,0.0010046-0.00095573i,0.00037057-0.0014374i,0.00023291-0.0011685i,4.1797e-05+0.00046343i,0.00014621+0.00086438i,0.0006591+0.00043002i,0.00072507+0.00063833i,0.0005267+0.00074333i,-0.00026746+0.0002875i,-0.00095015-5.0092e-05i,-0.00054534+8.8119e-05i,-0.00053121+0.00068072i,-0.00078493+0.00091019i,-0.00035105+0.0005178i,0.0002817+0.00015785i,0.00030371-7.8831e-05i,0.00011823-9.1648e-05i,0.00048111-4.8402e-05i,0.00073618+0.00015194i
0.0019869-0.0024451i,0.0015284-0.0030216i,0.0012035-0.0037689i,0.0011984-0.004035i,0.00080431-0.0029788i,0.00019708-0.0010556i,0.00051837-4.3218e-05i,0.001346-4.032e-05i,0.0011295-9.6229e-05i,0.00016954-4.4798e-05i,-0.00023359+0.00028559i,-0.00021791-0.00039662i,-0.00021386-0.00027315i,-1.4778e-05+0.00068124i,-0.00049311+0.00059636i,-0.00075101+0.00051712i,-0.00061355+0.00038422i,0.00024929+0.00056577i,0.00012971+0.0004304i,8.947e-05+7.9289e-05i,0.0012007+8.1088e-05i,0.0010894-0.00012289i,0.00028889-0.00045829i
-0.00020614+0.0010386i,0.00013179+0.0014617i,0.0011547+0.0014933i,0.0019626+0.00047726i,0.0021607-0.0015744i,0.001582-0.0025101i,-0.00011003-0.001213i,-0.00058293+0.00057869i,0.00038983+0.00067661i,0.00027112+0.00061844i,-0.00045601+0.00059734i,-0.00043604+0.00018927i,-0.00048496-7.7936e-05i,-1.6943e-06-0.00041915i,-0.00032121-0.0010401i,-0.00046209-0.0007306i,0.00021798-0.00037179i,5.2075e-06-0.00018827i,-0.00078637+0.00049076i,-0.000179+6.649e-05i,-6.5386e-05-0.00078698i,-0.00067213-0.0005714i,-0.00094326+0.00025106i
0.00066289+0.00052879i,0.00092856+0.0014157i,0.0010257+0.0013561i,0.00045435+0.00044989i,0.00040676+2.9976e-05i,0.00038424-8.0544e-05i,4.2277e-05-0.000339i,-0.00080235-0.00013933i,-0.0013287+0.00038425i,-0.00047857+0.00052625i,0.00019684+0.00026383i,0.00013914-8.6675e-06i,-0.0001991-0.00017756i,-0.00050635-0.0003544i,-0.00052937-0.00054257i,-0.00019633-0.001065i,0.00049641-0.00061499i,0.00077457+0.00011565i,6.7515e-07+0.00012828i,-0.0010815+0.00015856i,-0.00065669+0.00059796i,0.00031044+0.00054959i,0.00060597+0.00017927i
0.0015932+0.0010526i,0.0019417+0.00040462i,0.0028566-0.0001743i,0.0033838-0.0010813i,0.0030518-0.0023952i,0.0018945-0.0022088i,0.00033402-0.00074842i,-0.00017681+0.00046923i,0.00095836+0.0011306i,0.0013437+0.00092581i,0.00021487+0.00019357i,-0.00067687+0.00041102i,-0.00052827-2.6071e-05i,-5.46e-05-0.00064873i,3.2341e-05-0.00064152i,4.0578e-05-0.0002451i,0.00053423+0.00010467i,0.0006517+0.00028709i,-0.00025821+0.00032508i,-0.00032471-0.00023587i,0.00017626+0.0001522i,0.00034525+0.00069314i,-4.6471e-06+0.00042559i
0.00021907+0.0019457i,0.00057977+0.0015915i,0.0016519+0.00057229i,0.00178-0.0010621i,0.0010677-0.0026764i,0.00041054-0.002451i,0.00017808-0.00051308i,-0.00025181+0.0007153i,-0.00027565+0.00094924i,0.00036771+0.00095166i,-0.0002357+0.00044636i,-0.00073911+2.7894e-05i,-7.3341e-05+0.00010335i,0.00053029-0.00047124i,0.00026978-0.00089728i,3.2734e-06-0.00050432i,0.00087231-9.154e-05i,0.0011057-0.00015828i,0.0004312-3.6708e-06i,0.00047285+0.00053502i,0.0010034+8.8533e-05i,0.0010197-0.00095841i,0.00069444-0.001149i
0.0012703+0.0015784i,0.0013137+0.0017299i,0.0018371+0.0017972i,0.0026199+0.00043032i,0.0020267-0.0014547i,0.00050059-0.0017514i,-0.00048533-0.00098672i,-0.00047507-0.00022663i,4.5385e-05+0.00088514i,0.00018356+0.00092166i,-0.00016833+9.6262e-05i,-0.00052621+0.00025072i,-0.0014137-4.3296e-05i,-0.0010691-0.00036071i,0.00037348+2.057e-05i,0.0013126-6.1592e-05i,0.00091174-0.00014176i,0.00097966-0.00046682i,0.001083-0.0010005i,0.00037181-0.0010331i,0.00032438-0.00045468i,0.0012972-0.00013646i,0.00071927-0.00036661i
-0.00055206-0.0010764i,0.0004787-0.001274i,0.00099828-0.0014396i,0.001077-0.0014763i,0.0009932-0.0014182i,0.0011823-0.0012987i,0.0010779-0.00082564i,0.00027017-0.00071434i,-0.00011191-0.00048985i,-0.00040615-0.00015052i,-0.00071908-0.00057022i,-0.00082046-0.00061571i,-0.00029451+1.3808e-05i,0.00056041+0.00041197i,0.00047508+0.0005355i,0.00026752+9.8194e-05i,0.00065103-0.00031516i,0.0012154-0.00046837i,0.00096621-0.0011091i,0.00048996-0.00086984i,0.00063379-0.00053789i,0.00068274-0.00074081i,0.00053539-0.00014982i
0.00021063-0.00024632i,0.00019709+0.00054264i,0.00084487+0.00055561i,0.00098159-0.00023921i,0.00056688-0.0011818i,0.00067879-0.0018498i,0.00080141-0.001681i,0.00019577-0.00034416i,-0.00064748-0.00016884i,-0.00057797-0.00029229i,-0.00067068+0.00020164i,-0.00037511+0.0004822i,0.00086006+0.00042466i,0.0012414+7.6903e-05i,7.4982e-05+0.00048632i,-0.00033564+0.0011522i,0.0002286+0.0011516i,0.00052465+0.00033202i,0.00060319-1.662e-05i,0.00068212-9.5234e-05i,0.0006527-0.00024709i,0.00021987+0.00046716i,0.000113+0.00061706i
0.0007695+0.0017945i,0.0010072+0.0017931i,0.0017752+0.0016555i,0.0026294-0.00020344i,0.0025742-0.002071i,0.0014078-0.0024097i,0.00039603-0.0010351i,-2.6322e-05+0.00024019i,-0.00056045+0.00017327i,-0.00066117-0.00031122i,-0.00041934-0.00020863i,-0.00036848+9.9029e-05i,-0.00073345+0.00065361i,-0.00034+0.00047605i,0.00034248-0.00032458i,0.00022305-0.00029754i,0.00076223+0.00012199i,-4.4157e-05+0.00089258i,-0.0007413+0.0015152i,0.0001181+0.001613i,7.2893e-05+0.0008253i,-0.00032942+0.00072079i,-0.00011074+0.0005848i
0.00091669-0.00041456i,0.0016529+2.0864e-05i,0.0013855-0.00035014i,0.00099944-0.0010974i,0.00034096-0.00049301i,0.00069452+0.00028199i,0.0016605+0.001023i,0.0014339+0.00078018i,0.00089415+0.00043552i,-0.00025309+0.00038551i,-0.0010894+0.00018628i,-0.00070477+0.00019966i,-0.00039082+0.00017405i,-0.00045793-2.8713e-05i,-0.00029075-1.7928e-06i,-9.0616e-05+0.00018126i,-0.00058837-0.0001667i,-0.00063495+0.0001272i,-0.00015286+0.00031741i,0.00060843+0.00030872i,0.00069957+7.2039e-05i,4.3199e-05-4.3083e-05i,-0.00060948+0.00062525i
-0.0019544+0.00072159i,-0.00077932+0.00074029i,0.0013767+0.0023564i,0.0030781+0.0023022i,0.0029198-0.00043565i,0.0013429-0.0025904i,0.00049679-0.0020135i,0.00063114-0.00043655i,0.0012794-7.707e-05i,0.0013983-0.00010355i,0.0013456+0.00019626i,0.00069347+0.00050656i,0.00040987-0.00011881i,0.00061324-0.0006559i,0.00086374-0.00042131i,0.0013282-0.00013022i,0.00023225+9.7074e-05i,-0.0015682+0.0006998i,-0.0011631+0.00087933i,-5.5866e-05+0.00031302i,-0.00046611+0.00068865i,-0.00082009+0.0012132i,-0.0001089+0.00126i
0.0010377-0.00083379i,0.0013905-0.0002443i,0.0016544+0.00020618i,0.0011278+1.0076e-05i,0.00026115-0.0013515i,-0.000681-0.0016898i,-0.0010683-0.00074296i,-0.00020527+0.00025188i,0.00063901+0.00039615i,0.00024943+0.00021777i,-0.00052473-6.4545e-05i,-0.00013644-0.00022243i,0.0007314-0.00029501i,0.00081462-0.00043698i,0.00075212-0.00067223i,0.00036461-0.00057147i,0.00011193-0.00043336i,-0.00021151-0.00097003i,-0.00027473-0.00095615i,-6.0741e-05+0.00013203i,-0.00041894+0.0005697i,-0.00079077+0.00015666i,-0.00085739-0.00053794i
0.0027488+0.00026705i,0.003747+0.00072129i,0.0032898+0.00055147i,0.0025213-0.00060355i,0.0018873-0.001348i,0.00096648-0.0016914i,0.0001893-0.00081606i,0.00011081+7.5574e-05i,0.00057753-7.529e-05i,-0.00028145-0.00029639i,-0.00099714+0.0001488i,-5.5745e-05+0.0011256i,0.00089325+0.0017145i,0.00023257+0.00093837i,0.00017029+0.00048108i,0.00039836-0.00012879i,-0.00013613-0.00056144i,-0.00084625-0.00025225i,-0.00089843-0.00034704i,-0.00028355+0.00024151i,0.00027184+0.00056069i,0.00026429-0.00045073i,4.7049e-05-0.000446i
-0.0017461-0.00086794i,-0.0011904-0.00010572i,-0.0012686+2.2895e-05i,-0.0001264+6.1122e-05i,0.0011329+3.3002e-05i,0.0011047-0.00073096i,0.00081822-0.00083525i,0.00030328-0.00068074i,6.2246e-05-2.7519e-05i,0.0003658+0.00095446i,0.00048836+0.0010555i,0.00056934+0.00026713i,0.00039083+0.00013495i,-3.4093e-05+0.00023651i,-0.00021604+0.00042023i,-0.00020583+0.00059465i,-1.7216e-06+2.5696e-06i,0.00032048-0.00045865i,0.00036437-0.00079551i,-0.00010828-0.00093579i,-0.00025707-0.00055462i,-0.00052238+0.00017242i,-0.00077613+0.00067967i
0.00019644-5.697e-05i,0.00067517+0.00056713i,0.0013268+0.00011367i,0.0014122-0.0011555i,0.00053486-0.0018768i,0.00013464-0.0013715i,0.00066436-0.00056456i,0.00087261-0.00020174i,0.00082789+0.00037906i,0.00047069+0.0005048i,-0.00051494-0.00019341i,-0.00060191-0.00048948i,-0.00034686-0.00057943i,-0.00017616-0.00032572i,0.00017054+3.6079e-05i,0.0004218+0.00015894i,0.00026908-0.00029862i,0.00026553-0.00085518i,0.00039861-0.00071045i,8.5325e-05-0.00076409i,-0.00046177-0.00068192i,-0.00012253-2.2956e-06i,0.00034656+0.00058455i
0.00058186+7.6835e-07i,0.0011153-3.2004e-05i,0.0010559-0.00089499i,0.00089342-0.00070628i,0.00053675-0.00044789i,-0.00017402-1.8395e-05i,-0.0011896-0.00017027i,-0.00078737-0.00079853i,-2.4961e-05-0.0010775i,4.881e-05-0.00040826i,0.00046113+0.00060859i,0.001067+0.00027865i,0.00044002-0.00015861i,-0.00021233-0.00042873i,-0.00014803-0.00091736i,-0.00017652-1.5789e-05i,-8.8966e-05+0.0009367i,0.00012771+0.0002287i,0.00014962-0.00017886i,0.00058718-0.00015465i,0.0011377-0.00042517i,0.00044814-0.00017385i,3.8461e-05-0.0001077i
0.0025352+0.00040435i,0.0022309+0.00060152i,0.0024002+0.00041117i,0.0012177-0.00064975i,0.00097008-0.0020461i,0.00060775-0.0012773i,-0.00043491-0.00040291i,-0.00012484-0.00067925i,0.0014638-0.00070753i,0.0015365-0.0010823i,0.00023858-0.00074684i,-0.00080489-0.00049496i,-0.0004015-0.00051595i,9.6812e-05-0.00036143i,-0.00031133-0.00065253i,0.00018327-0.00041052i,0.00038156+0.00016915i,0.0002409+0.0009887i,0.00015388+0.00095482i,-2.7693e-05+0.00015838i,-0.0002417+5.5206e-05i,0.00046934-2.9318e-05i,0.0011621+0.0004978i
0.00027706-0.0007568i,-6.9169e-05+0.0003573i,0.00036008+0.0012556i,0.0014757-0.00033857i,0.0016374-0.0015894i,0.001686-0.0018604i,0.0015207-0.0016118i,0.0010649-0.0014026i,0.00058314-0.00081704i,0.00069406-0.00012231i,0.0011434-9.1778e-05i,0.0011541+1.2953e-05i,0.00086569-0.00017419i,0.00022291-0.000902i,-0.00043205-0.0008802i,-0.00010507-0.00024742i,0.00023101+0.00010637i,0.00026484-0.00037558i,0.00084133-8.132e-05i,0.0014209+0.00039224i,0.00051733+0.00057201i,-0.00042568+0.0012478i,-0.00022853+0.001484i
0.0012644-0.00039445i,0.0019671+0.00030979i,0.0018326-0.00010425i,0.0018364-0.0011031i,0.0020336-0.0020778i,0.0015546-0.0012127i,0.00063994-5.7723e-05i,0.00049046-4.7644e-05i,0.00077644-0.0004506i,7.954e-05-0.00073635i,-0.0002559-0.00084245i,-0.00033792-0.00080592i,-0.00070525-0.0003652i,-0.00033772+0.00011295i,-0.00039145+0.00015838i,-0.00055611+0.00031i,-0.00069708+0.0009275i,-0.00035593+0.0012751i,-0.00014365+0.00063051i,-0.00040271+9.8195e-05i,8.8102e-05+0.00032905i,0.0013178+0.00062968i,0.0014512+0.00059103i
0.00048178+7.2886e-05i,0.00012556-0.00019856i,0.00091254+0.00062181i,0.0014074+4.6827e-05i,0.0019448-0.0013853i,0.0016838-0.0018514i,0.00043536-0.00095917i,-0.00075712+0.0006115i,-0.00038984+0.001112i,-0.0002862+0.00012786i,-0.0006208-0.00058593i,-0.00064942+0.00031293i,-0.00019332+0.00063251i,0.00040523+0.00021975i,0.00070624+0.00018523i,0.00058958+2.1042e-05i,6.9404e-05-0.00038465i,-0.00052231-0.00073849i,-4.7159e-06-0.00086119i,0.0008279-0.00062952i,0.00044203+0.00012767i,-0.00066186-3.752e-05i,-0.00035617-0.00029042i
-0.00074092-0.0023753i,0.00051304-0.0019404i,0.0014496-0.00094712i,0.0018983-0.00077225i,0.0016672-0.00045729i,0.0010054-0.0004461i,0.0013835-0.00044873i,0.0011393-0.00010293i,0.00030952-0.00014979i,0.00021356-0.00054872i,0.00013389-0.00062005i,-0.00055647-0.00017418i,-0.0003042+0.00056359i,0.0010304+0.00085655i,0.0015699+0.00039004i,0.00090782+7.0234e-05i,0.00067571+0.00061104i,0.00062883+0.00075043i,9.0383e-05+7.5817e-05i,-0.00018902-0.00019759i,-0.00041402+6.7546e-05i,-0.00055251+8.6474e-05i,-0.00039161+0.00077029i
0.00021854+0.0023314i,0.00068691+0.0017738i,0.0010134+0.00071398i,0.0017822-0.00056785i,0.0019753-0.0020133i,0.00092047-0.0019061i,0.00010269-0.00084972i,0.00010325+1.0908e-05i,0.00035894-8.2254e-05i,0.00045474-0.00019324i,0.00063228+0.00018316i,0.00091789+7.1799e-06i,0.00050253-0.00016534i,4.8738e-05-0.000241i,6.9665e-05-0.0001963i,0.00017735-0.00017244i,2.0108e-05-0.00022417i,-0.00013058-7.17e-05i,-0.00024121-0.00040181i,0.00032436-0.00050459i,0.001047-2.4153e-05i,0.00047695+0.00038103i,-0.0005408+0.00060373i
-0.00062363-0.0017202i,0.00030209-0.00077247i,0.0015703+6.3915e-05i,0.0012759+3.4361e-05i,0.00024293-0.00077772i,0.00045556-0.0010288i,0.00078307-0.00076543i,0.00012592-0.00086339i,-0.00014036-0.0012125i,0.00054195-0.00072741i,0.00074855-0.00080647i,-0.00023529-0.00061161i,0.00020694+0.00019643i,0.0011999+0.00044714i,0.00087259+0.00081723i,-0.00012611+0.0010538i,-0.00057515+0.00066145i,-0.00039381-2.0547e-05i,-5.6609e-05-0.00082394i,-0.00033803-0.00060845i,-0.00032509+0.00050977i,-0.0003586+0.00097633i,-0.0004919+0.00070345i
0.00047483+0.0001359i,0.00071456+0.00062372i,0.0013446+0.00020835i,0.0014175+0.00034893i,0.0012919+0.00023503i,0.0015736-0.00084284i,0.0014503-0.0010509i,-9.5079e-05-0.0008641i,-0.00084997-0.00022932i,-0.0011762+0.00028437i,-0.0013459+0.00013302i,-0.00036068-0.00046042i,0.00026625-0.0012333i,0.00045357-0.00080243i,0.00089033-0.00062038i,0.00045299-0.00060601i,-0.00027077-0.00010606i,-0.00020755+0.00048196i,-0.00014487+0.00035961i,-0.00028368-0.00057261i,4.7094e-05-0.00063117i,0.00027593+0.00030863i,9.2822e-05-9.4631e-06i
0.0014042-0.00058395i,0.00045708+0.00026356i,-4.1092e-06-0.00025512i,-0.00029023-0.0013167i,-0.00014118-0.0019395i,0.00041252-0.0015289i,4.3704e-05+0.00010134i,0.00052305+3.6196e-05i,0.0009402-0.00011501i,0.00063222+0.00043993i,0.00024244+0.00076759i,0.00024728+0.00074764i,0.00024648+0.00034274i,-0.00022368-0.00023365i,-0.00035011-0.00025785i,0.00030067-0.0012093i,0.00050363-0.0018365i,0.00039804-0.0010973i,0.00099099-0.00017605i,0.00068745+0.00066524i,-0.00061878+0.00031071i,-0.00082139-0.00028407i,-0.00044679-0.00049386i
0.00097622+0.0020572i,0.001611+0.0016388i,0.0018467+0.0015947i,0.0020667-0.00024491i,0.0020757-0.0017146i,0.0011885-0.0020333i,0.00019422-0.00076216i,0.00036986+0.00043577i,0.00073099+0.00017225i,0.00025207-0.00073331i,0.00012149-0.00026277i,0.00022559+0.00022524i,-0.00046722+0.00016554i,-0.00078822+0.0001536i,-0.00076454-0.0002299i,-0.0012017-1.0477e-05i,-0.0013146+0.00052495i,-0.00036071-0.00028278i,0.00019121-0.00061023i,0.00012181+0.00021435i,-0.00027549+0.00054865i,-0.00026161+0.00012923i,0.00063683+0.00013554i
0.001806-0.0022367i,0.0014785-0.002269i,0.0016451-0.0021144i,0.0010367-0.0011763i,0.00064325-0.00066684i,0.00070694-0.00043616i,0.00032817+0.00015677i,3.7793e-05+0.00074504i,0.00033675+0.00098983i,0.00014881+0.0012225i,-0.00082189+0.0012306i,-0.00049801+0.00095757i,0.00030754+0.00071681i,0.00066169+0.00076i,0.0010784+0.00080573i,0.0010031+0.00087895i,0.00091553-3.333e-05i,0.00028682-0.00033381i,-0.00026603+0.00030713i,0.00037067-0.00018215i,0.0011838-0.00081082i,0.001433-0.0010023i,0.00068637-0.00088088i
0.00086328+0.0022764i,0.0018713+0.0011387i,0.0027415+0.00026966i,0.0030346-0.0016357i,0.002465-0.0036947i,0.00092338-0.0038221i,-0.00051476-0.0019903i,-0.0011383+0.00016899i,-0.00089979+0.00050058i,-0.00062935+0.00018776i,-0.00037423+0.00094745i,0.0001919+0.00060733i,-6.0168e-05-0.00032412i,-0.00044703-0.00019758i,-0.00029024-0.00011716i,4.213e-05-0.00041301i,0.00068921-0.00090991i,0.00055789-0.0015682i,-0.00029697-0.0013174i,0.00015183-6.6094e-05i,0.00074517+0.00031586i,0.00067051+0.00050356i,-9.4471e-05+0.00045799i
0.0027852+1.0915e-06i,0.0025771+0.00049894i,0.0020376+0.00043779i,0.0020711-0.00042878i,0.0017916-0.00085188i,0.001186-0.0011167i,0.0015386-0.0010493i,0.00091498-0.00024648i,1.8154e-05+0.0011111i,0.0001125+0.0012002i,6.2077e-06-3.6458e-05i,-8.6473e-05-6.7276e-05i,-0.00026353-0.00014076i,-0.00058326-0.00077988i,-0.0005177-0.00037169i,-0.00023963+0.00010651i,-2.3593e-06-0.00052553i,-9.61e-05-0.00054116i,2.1378e-05+7.4954e-05i,7.5482e-05+0.0003478i,0.00024926+0.00051597i,0.00074863-1.0267e-05i,0.00045578-0.00067679i
