0.00050618+0.0007497i,0.00080333-0.00056732i,-0.00032266-0.00071976i,-0.0014858-0.0015729i,-0.0014534-0.0011808i,-5.8164e-05+9.8042e-05i,0.00081496+0.00078099i,0.00072789+0.0015462i,0.00051458+0.001833i,0.00048161+0.00053595i,0.00042466-0.00098913i,-0.00041274-0.0010026i,-0.0011553-0.00024638i,-0.00079693-0.0006251i,-0.00030894-0.00080876i,-4.4027e-05-0.00028299i,7.8787e-05-0.00083267i,-0.00017164-0.0014017i,-0.00046606-0.00085864i,-0.00067978-0.00045363i,-0.00039646+6.2683e-05i,0.00034315+0.00018705i,0.00027084+0.00050925i
-0.0030832-0.0012939i,-0.0028022+0.00014353i,-0.0015928+0.0017313i,0.0001682+0.0014415i,0.0014266+0.0003068i,0.0018663-0.00076488i,0.0015981-0.0017911i,0.00021657-0.0012019i,-0.00087018-7.6047e-05i,-0.00087472+4.2893e-05i,-0.0003524-0.00029688i,0.0010393-0.00029494i,0.0016965+0.00010177i,0.0015302-0.00035594i,0.0012485-0.0010054i,0.00044248-0.0012208i,-0.00022999-0.00055032i,-0.00052738+0.00021227i,-0.00060581+0.00059043i,-4.2227e-05+0.00050365i,-2.0494e-05+0.0007804i,-0.00063399+0.0010908i,-0.00010512+0.00089324i
0.0032568+3.5953e-05i,0.0018691-0.00042472i,0.000451-0.00045453i,0.00016443-0.00023487i,-0.00015897-0.0002585i,-0.00059856-0.00017939i,-0.00021926+0.00098521i,0.00038757+0.0012673i,0.00050183+0.00040805i,0.00024364-0.00026298i,0.0004221-0.00021377i,0.00058201+0.0002751i,-0.00029006+0.00064822i,-0.0013399-0.00012179i,-0.0015366-0.00046449i,-0.0011251-0.0003662i,-0.00062928+8.069e-05i,-0.00052372+8.0708e-05i,-0.00089684-0.00015679i,-0.00027189+4.4406e-05i,0.00049243+0.00058886i,5.3626e-05+0.00063335i,-0.00034273+0.00014242i
-0.00070454+0.0011983i,-0.0003088+0.0012997i,0.00028984+0.00035593i,0.00050097+0.000514i,0.00069644+0.0013343i,0.0015227+0.0015976i,0.0016264-5.5771e-06i,0.00080141-0.00069718i,-0.00042395+0.00014041i,-0.0008679+0.00022936i,-0.00049449-0.00012559i,-0.00061124+0.00046981i,-0.00012831+0.00057268i,0.00057844-0.00022412i,0.00065531-0.00022337i,0.00038943+0.00020114i,-2.0901e-05-2.7056e-05i,0.00027988+0.0003544i,-0.00016341+0.00030175i,-0.00065903-0.0004922i,-0.00051885-0.00062504i,-0.00054322-0.00063778i,-0.0010617-0.00037437i
-0.0030568-0.0013419i,-0.002572-0.00065003i,-0.001155-0.0012355i,9.2218e-05-0.0014938i,0.00087105-0.00056007i,0.0015702-0.00023099i,0.0015861-0.0009432i,8.19e-05-0.0011629i,-0.0012796+0.00056552i,-0.0011687+0.0012048i,-0.00071723+0.00045279i,-0.00059025+0.00086753i,-6.2212e-05+0.0010416i,0.00034116+0.00061243i,0.00063062+0.00047167i,0.0005039+0.00021246i,-0.00027393-0.00037438i,-0.00068766-0.00015792i,-0.00062198+0.0005958i,-0.00023338+0.00079478i,0.00027961+0.00028848i,0.00095258+0.00039239i,0.00096219+0.00039963i
0.0028719-0.001578i,0.0022455-0.0021494i,0.0017865-0.00085047i,0.001136-0.0004731i,0.00090071-0.0010328i,0.00076946-0.0013278i,9.3139e-05-0.00049152i,-0.00085234+0.0005174i,-0.00011123+0.00086723i,0.0013433+0.00013523i,0.0011725+9.5654e-05i,0.00097968+0.0010127i,0.00049788+0.00045108i,-0.00019751-0.00022277i,-0.00036576+6.4527e-05i,-0.00056953+6.4476e-05i,-0.0004348-0.00028936i,0.00042959-0.00059268i,0.0010027-0.00054528i,8.0805e-05-0.00041053i,-0.00033038-0.00012359i,0.00014593+0.00040552i,-0.00029664+0.00021056i
0.00077542+7.5132e-05i,0.0023224+0.00090585i,0.0025486+0.0018684i,0.0017752+0.0022167i,0.0013713+0.002874i,0.0015781+0.0031099i,0.0018238+0.0015709i,0.0022455+0.00034499i,0.0013167+0.00056532i,-0.00011891+0.0010556i,-0.0001475+0.0013449i,9.0263e-05+0.0012056i,0.00060027+0.00039496i,0.0012692-0.0003471i,0.0011519-0.00078484i,0.00091035-0.00076245i,0.00054573-0.00050478i,0.0003276-0.00034756i,0.00048795-0.00021352i,0.00067545-0.00028108i,0.00017859+5.6679e-05i,-0.00041814+0.00083689i,0.00036263+0.00054173i
0.00058195+0.0031774i,0.00058519+0.0018043i,-0.00029687+0.00024948i,-0.0009262-0.0016813i,-0.0004547-0.0019546i,0.0013632-0.00047939i,0.00079951+0.00048064i,-0.0010916+0.00054799i,-0.0011059+0.00017474i,-0.0004512-0.0002692i,0.00018602+4.502e-05i,0.00036812-0.00034296i,0.00023989-0.0011979i,-0.00026366-0.00087635i,-0.00031199-0.00049682i,-0.00063155-0.00061802i,-0.0008062-0.00046173i,0.00016227-0.00052046i,0.00063615+0.00026068i,2.3946e-05+0.0011456i,-0.00012569+0.00077975i,5.0216e-06+0.00085546i,0.0002571+0.00097409i
-0.0019865+0.0018619i,-0.002187+0.0024879i,-0.0012787+0.0020917i,-0.00028541+0.0010926i,-0.00038807+0.0006279i,-0.00013085-7.7869e-05i,0.00017796-0.00020209i,0.00015285-1.5905e-05i,-3.8165e-05+0.00025903i,-0.00015048+0.00023599i,0.00015589-0.00026141i,0.00020186-0.00027794i,0.00029849-0.0006552i,0.00026565-0.00063861i,0.00046746-0.00031324i,0.00091954-0.00071513i,0.00028621-0.0005727i,-0.00041971-0.00016751i,-0.00057767-2.4333e-05i,-0.00021696-0.00020713i,-0.0003159+0.00017358i,-0.00029292+4.414e-05i,0.00080528-0.0009324i
0.0012017-0.0021934i,-0.00048623-0.0028933i,-0.0014055-0.0028049i,-0.00061772-0.0016023i,0.0004571-0.0007779i,0.00083622+0.00081939i,0.0010439+0.0011188i,0.00068357+0.00027352i,0.00024986-8.588e-05i,0.00075446-0.00054457i,0.0011245-0.00057382i,0.00063487-0.00043548i,-0.00060411-5.3204e-05i,-0.0014852+5.9308e-05i,-0.0010229-0.00036402i,-0.00010018-0.0006547i,0.00045016-0.00061483i,0.00020395-0.00032429i,-0.00016867-0.00032896i,0.00039407-0.000133i,0.0011836+2.9986e-06i,0.00063456-0.00035672i,-8.3387e-05-5.5938e-05i
0.001061+0.00032253i,0.00082312-0.00031812i,0.00079319-0.00011681i,0.0010672+0.00026344i,0.0009722-0.00043593i,0.00042464-0.00069219i,0.00044348-0.00068908i,0.00047047-1.509e-05i,0.00044914+0.00028439i,0.00013336+0.0006706i,-0.00046583+0.0011403i,-0.00062555+0.00052161i,-0.00029766-0.0005723i,0.00022132-0.0012577i,0.00037814-0.001255i,-0.00030468-0.0013431i,-0.00082661-0.00077107i,-0.0010894-0.00025944i,-0.0001659-0.00085016i,0.0003604-0.00084378i,-0.00015976-0.00065026i,-0.00039884-0.00081728i,-0.00037049-0.00093037i
0.00026504+0.00090816i,0.001304-0.0004858i,0.0014136-0.0015203i,0.0010901-0.00018335i,0.00041194+0.00037916i,0.00045539-0.00072429i,0.00085275-0.0010801i,0.00066207+8.2399e-05i,9.0984e-05+0.0011484i,-0.00074814+0.00072697i,-0.0012026+0.00060302i,8.8318e-05-0.00020516i,0.0010418-0.00021026i,0.00020478+0.0006998i,-0.00024748+0.00020324i,-3.9438e-05+0.00017033i,-0.00022534+0.00016895i,-0.00020737-0.00045763i,0.00055118-0.00039045i,0.00075064-0.00015958i,0.00011379+0.00014959i,-0.00052879-0.00011799i,0.0003211-0.00065439i
0.00067544-2.6143e-05i,0.00011041+0.0017672i,-0.0011619+0.0023799i,-0.0012127+0.0016517i,4.9316e-05+0.0010068i,0.0017114+0.0010073i,0.0024973+0.00049725i,0.0023433-0.00054267i,0.0009109-0.00045419i,-0.00073994-0.00031019i,-0.00095923-0.00013564i,-0.0001387+0.00032908i,0.00023257+0.00044088i,0.0009027+0.00029114i,0.0011439+0.0003249i,0.0005818+0.00070709i,0.00018514+0.00075205i,0.0002125+0.00043759i,0.00027058+6.5182e-05i,0.00045143-0.00017461i,4.7936e-06-0.00023129i,-0.0011838+0.00033392i,-0.00087708+0.00081306i
4.3657e-05+0.0010881i,-0.0001082+0.00073643i,0.0011027+0.00058593i,0.00098114+0.00050597i,-0.00018761+5.2121e-05i,-0.00060654-0.00061735i,-0.00045725-0.0012154i,-0.00067403-0.00011335i,-0.00020954+0.0008552i,0.00038747+0.0010451i,0.00016889+0.0012248i,0.00059836+0.00088573i,0.00035988-7.9218e-05i,-0.00076861-0.0004331i,-0.0011577-0.00072161i,-0.00073096-0.0006695i,8.0339e-05-5.8478e-05i,0.0002434+0.00066002i,0.0003492+0.0013311i,0.0004375+0.0012091i,1.4605e-05+0.00078268i,0.00040167+0.0005116i,0.00050331-1.5594e-05i
-0.0011758+0.00054985i,-0.0010011-0.00088861i,-0.0014206-0.0012098i,7.7351e-05-5.1756e-05i,0.0019734+0.00073148i,0.0019796+0.00052182i,0.0015426+0.00014322i,0.00092204-0.00023821i,0.00023935-7.1001e-05i,0.00017145+0.00022585i,-0.00017184-0.00012467i,-9.5871e-05-0.00018611i,0.0004007-0.00012411i,-0.00018463-0.00047961i,-9.2836e-05-0.0010102i,0.00097085-0.00034711i,0.00055452+0.00046858i,-0.00016558+0.00081028i,0.0003261+0.0002426i,0.00035612-0.00012935i,-5.8112e-05-7.3892e-05i,8.7359e-05+0.00022465i,0.00069706+0.00047629i
3.6602e-05-0.0015577i,0.0010197-0.0018408i,0.0014421-0.0022896i,0.0010263-0.0021623i,0.0004057-0.00085278i,0.00023851+0.00017831i,0.00070975-0.0004403i,0.00079654-0.0011054i,0.00085737-0.00084609i,0.00023798+0.00010389i,-0.00037155+0.00028996i,-1.1227e-05+8.1092e-05i,-0.00038025+0.000929i,-0.0011439+0.0015035i,-0.00066815+0.0018616i,-0.00068129+0.0018396i,-0.001129+0.00096527i,-0.00011645+0.00014793i,0.00081064-0.00032346i,0.0003973+0.00053339i,-0.00092278+0.0015282i,-0.00094533+0.0010022i,-0.00033088+0.00024153i
-0.00033995-0.0024771i,-0.0017758-0.0020304i,-0.0026506-0.001626i,-0.0021779-0.00050274i,-0.00063142+0.0012335i,0.0013213+0.0019533i,0.0016504+0.0012109i,0.0013921+0.00052184i,0.00068108-0.00015715i,-0.00011191-0.00088146i,0.00015893-0.00063565i,0.00048042+0.00051376i,0.00021892+0.0013492i,-3.3561e-05+0.00073816i,0.00034425+0.00036415i,0.00053711+0.00037492i,0.00018678+0.00046491i,3.2287e-05+0.00041196i,0.0009542-0.00073824i,0.0014679-0.00081288i,0.0006791-0.00033378i,0.00017067-0.00020074i,0.00014802+3.1034e-05i
0.0013173+0.00041047i,0.00097242-4.4873e-05i,0.00025611+0.00081906i,0.00040372+0.0018712i,0.00012376+0.0020355i,0.00019209+0.0020165i,0.00019665+0.0013913i,-0.00022847+0.00075789i,-0.00055262+0.00057061i,-0.00089967+0.00012087i,-0.00077146-3.9248e-06i,-0.00010788+0.00022034i,0.0003295+0.00028879i,0.00038405-0.00011003i,-0.00028216-0.00020985i,-0.00048855-1.1893e-05i,-0.00013894-0.00047721i,5.9314e-05-0.00057905i,0.00020828-0.0002488i,0.00052986-0.00018992i,0.00042608-2.6283e-05i,-0.00065794-0.00013111i,-0.0012656-0.00021824i
-0.00072192-0.0019499i,-0.0012889-0.0023283i,-0.0013638-0.003561i,-0.001239-0.0029709i,-0.0016107-0.00071017i,-0.00058944+0.00072786i,0.00015557+0.00078981i,0.00063291+0.00060351i,0.0010069-0.00026611i,0.0008797-0.00013369i,0.00088122+0.0012797i,0.00067186+0.0019369i,0.00064154+0.00094597i,0.0010768+0.00034931i,0.00065502+0.00070255i,0.00014511+0.00044267i,-0.00015251+0.00040268i,-0.00056564+5.7752e-05i,0.00016832-0.0010122i,-4.0838e-05-0.0012676i,-0.0012611-0.00073083i,-0.0012296-0.00021322i,-0.00067268+0.00022579i
-0.004206-0.0072118i,-0.0061062-0.0036862i,-0.0090637+0.00022241i,-0.0069951+0.0032857i,-0.0025211+0.0060277i,0.0033693+0.0060868i,0.0056761+0.0021187i,0.0036654-0.0010101i,0.0010383-0.0016654i,-0.00069346+0.00022097i,7.6499e-06+0.0024781i,0.0015407+0.0019949i,0.0028648+0.0010776i,0.0046075+0.00086008i,0.0053614+0.00053711i,0.0038942+6.1453e-05i,0.0013937-4.0351e-05i,4.2651e-05+0.00028639i,-0.00010178+0.00023449i,-1.6964e-05-0.00047355i,-0.00044794-0.0004101i,-0.0010553-0.00025972i,-0.00064451+3.2941e-05i
0.0038124+0.0060728i,0.0047154+0.0035367i,0.0073666-0.00075613i,0.0065524-0.0026753i,0.002869-0.0036789i,-0.00066141-0.0035879i,-0.0017605-0.00066456i,-0.0013737+0.00076976i,6.7766e-05+0.00044279i,0.0010657-0.00075509i,0.00028428-0.0013442i,-0.0004369-0.00092697i,-0.0012379-0.0013093i,-0.0025106-0.0015485i,-0.0024299-0.0007152i,-0.00074361+0.00026122i,0.00012548-0.00017268i,-0.00046052-8.0435e-05i,-0.001263+0.00078597i,-0.00043529+6.54e-05i,0.00051195-0.00011304i,0.00045759-0.00040823i,0.00027658-0.0014089i
0.002573+0.0036551i,0.0047366+0.0020283i,0.0055064+0.0001259i,0.0034156-0.0007999i,0.0013456-0.0012246i,0.00027407-0.0016565i,-0.00023453-0.0010723i,-0.0004302-0.00030958i,0.00046184+0.00049221i,0.00070283+0.00025138i,-0.00053849-0.0006847i,-0.0011632-0.0011678i,-0.0010179-0.0009515i,-0.0017042-0.00026417i,-0.0019684+0.00023984i,-0.0016243+0.00010074i,-0.0011942+2.3479e-05i,-0.0015332+0.00016655i,-0.0020563+0.00051689i,-0.001295+0.00060372i,0.00032987+0.00013795i,0.00065856-0.0004511i,0.00040541-0.0011331i
0.0026125+0.0012993i,0.0027264+0.00094679i,0.0028675+9.369e-05i,0.0019709-0.00056201i,0.00036198-0.00057812i,0.00039805-0.00060693i,0.0015423-0.00031949i,0.0015155-5.7149e-05i,0.0011084+0.00017132i,0.00041999+0.00038034i,-0.00054892-9.7047e-06i,-0.0006906-0.00027272i,-7.3433e-06+0.00033799i,0.00010293+0.00094897i,-0.00051555+0.0012241i,-8.8519e-05+0.0010588i,0.00039894+0.00014887i,0.00046311-0.00028235i,0.00075265+0.00088215i,0.00030986+0.0012225i,-6.7845e-05-0.00020841i,0.00039345-0.0012277i,0.00055802-0.001001i
0.0011823+0.0018893i,-0.00038737+0.0023907i,-0.0011543+0.0019307i,-0.0012534+0.00085301i,-0.00059633+0.00017745i,0.00047909+0.0008416i,0.0013727+0.00058115i,0.00033753+0.00050016i,-0.0010252+0.0007721i,-0.00065696+0.00047676i,-0.00045416+0.00026171i,-0.00067964+0.00039244i,-0.0011347+0.00060006i,-0.00099+0.00048142i,-0.0003654-0.00015152i,-0.00045024-0.00070427i,-0.0011831-0.00018769i,-0.00066378+0.00033927i,0.00095941+0.00038311i,0.0012139-0.00012055i,0.00036485-0.00055834i,3.5365e-05-0.0008045i,-7.2752e-05-0.00056987i
-0.0021393-0.00012908i,-0.001699-0.0007015i,-0.00082411-0.0012463i,-1.3778e-05-0.0012211i,0.00028932-0.0011288i,4.6162e-05-0.00066584i,-0.00065344-0.00022535i,-0.0010594+0.00025304i,-0.00042455+0.00054448i,-3.9992e-05+0.00049868i,5.9351e-05+0.00046197i,0.00027196-4.4296e-05i,0.00084024-0.00021562i,0.0011329+0.00044718i,0.00079583+0.00046297i,8.6207e-05+0.00025611i,-0.00042031-0.00017274i,-0.00028903-0.0006771i,0.00039964-0.00012826i,0.00020919+0.00037094i,-0.00017257+7.5397e-05i,-0.00056449-8.1318e-05i,-0.0010853+0.00055298i
0.0010324-0.0011683i,0.00097491-0.00012512i,0.0016109-0.00018392i,0.00087166-1.5464e-06i,0.00058585+0.0011415i,0.00074969+0.0015214i,0.00038916+0.0005786i,5.4681e-05-0.00045104i,-0.00069028-0.00049084i,-0.00063341-0.00023153i,-0.00033659-0.00057284i,-0.00064405-0.00066815i,-0.0003271-0.00060583i,-4.6226e-05-0.00086209i,-0.00038346-0.00012469i,-0.00078549+0.0005497i,-0.0010031+0.00050659i,-0.00040197+0.00048414i,0.00041387+0.00013396i,4.2712e-05-0.000257i,0.00014333+0.00021559i,0.00037065+0.00035424i,-0.00015433+8.0023e-05i
0.0029418+0.0029057i,0.0039941+0.001817i,0.0043685+0.00078552i,0.0032614-7.0758e-05i,0.0017205-0.00029903i,0.0010715+0.00038681i,0.00071738+0.0007211i,0.00024835+0.00099695i,0.00016514+0.0013602i,0.00072491+0.00077998i,0.00069205+0.00034474i,-4.8782e-05+0.00026159i,-0.00029689-0.00021271i,-0.00059138-0.0011928i,-0.00026752-0.0017587i,0.0001447-0.00099968i,-0.00022182-0.00030841i,0.00050563-5.9449e-05i,0.00085452+0.00078689i,-7.811e-05+0.0013608i,-7.5309e-05+0.00082253i,0.00025013+0.00012796i,0.00040656-0.00023041i
-0.0018749+5.1489e-05i,-0.0023038-0.00023608i,-0.0022064-0.0015695i,-0.0010655-0.0010085i,-0.00039724-0.00012358i,-8.685e-05-0.00059911i,-0.00030366-0.00060995i,-0.00038808-0.0010297i,0.00034291-0.00058247i,0.00095786+0.00022972i,0.00074996+0.00029678i,0.0005545-0.00019093i,0.00046145-0.00032296i,0.00090149+7.7528e-07i,0.0010081-0.00013594i,0.00050131+3.2045e-05i,0.00041259+0.0014859i,2.9876e-06+0.0016718i,-0.0005995+0.00042822i,-0.00056034+2.2263e-05i,7.9401e-05+0.00027171i,0.00065803+0.000669i,0.0011451+0.0007978i
-0.00046252-0.00016799i,-0.00042309-0.00013672i,0.0019047-0.0010826i,0.0018598-0.00095712i,0.00049638-0.00022914i,0.00093625+0.00065661i,0.0010836+0.00084647i,0.00095528+0.00042938i,0.00073191+0.00042814i,0.0004055+0.00082805i,-0.00016786+0.00016343i,0.00020776-0.00067576i,0.00040057-0.00048097i,0.00017259-0.00045986i,0.00018389-0.00047246i,-0.00057872+0.00039031i,-0.0008346+0.00070368i,-0.00031884+0.00090262i,-0.00011321+0.0012018i,0.00017229+0.00084225i,7.744e-06+0.00033299i,-0.0004932-5.2535e-05i,-0.00070677-0.00061252i
0.004021+0.0012315i,0.0026794+0.0003708i,0.0012701-5.7913e-05i,0.00065051-0.00016444i,0.00061364-0.00025921i,0.00099395+0.00069496i,0.00082546+0.0016575i,-0.0001372+0.0015473i,-7.1567e-05+0.0004715i,0.00023772-0.00066895i,-0.0003178-0.00074044i,-0.0007428-0.00033994i,-0.00070743+0.00014428i,-0.00060066-0.00025371i,-0.00041445-0.00058074i,-0.00059088+0.00038955i,-0.0010811+0.0011716i,-0.00052676+0.0015195i,-7.9823e-05+0.0017196i,-0.00034127+0.001012i,-0.00043186+6.5298e-05i,-0.00023436-0.00052595i,-0.00014328-0.00084473i
0.0012505+0.0023861i,0.0016479+0.0019369i,0.0026506+0.00051006i,0.0023691-0.00085552i,0.00088924-0.00088235i,0.00026739-0.0007125i,0.00056251-0.00023476i,0.00037006+0.00025183i,-0.00019577+1.4589e-05i,-0.00024275-7.8488e-05i,-0.00034168-7.1119e-05i,-0.00057326-8.0208e-05i,-0.0008398-0.00016922i,-0.0010647-0.00034951i,-0.00059603-0.00035605i,4.2983e-05-0.00067619i,0.00014272-0.00070362i,-0.00019887-6.1643e-05i,7.7263e-05-0.00022264i,0.00025952-0.00024832i,6.0606e-06+0.00039236i,-0.0001908+0.0011044i,-0.00046974+0.0011733i
-0.0021033+0.0019639i,-0.00036209+0.0017728i,0.00072975+0.0007382i,0.00043633+0.00052925i,-0.00015717+7.1777e-05i,0.00071259-0.00056977i,0.0012959-0.00069662i,0.00082303-0.00069212i,0.00033957+0.00024194i,-8.0893e-05-0.00025999i,-0.00021698-0.00060198i,-0.00030574+0.00029029i,-8.1794e-05+0.00077576i,-0.00050525+0.00034621i,-0.00083396-0.00045462i,7.4637e-05-0.00020187i,0.00051809+0.00091974i,0.00032361+0.0011905i,9.2402e-05+0.00014624i,0.00057155-0.00071758i,0.00077208-0.00033947i,0.00024749-9.2349e-06i,-0.00022279-9.7955e-05i
0.0010803+0.0013916i,0.00070226+0.0016879i,0.00036525+0.001914i,0.00045249+0.0011194i,0.00056946+0.00011552i,0.00067219-1.3563e-05i,0.00050175+0.00049759i,-0.00013848+0.00072701i,-0.00018463+0.00025498i,7.0811e-05-0.00011151i,2.4872e-05-0.00019745i,-0.00036893+0.00062657i,-0.00088148+0.00054717i,-0.00074249+0.00031134i,-0.00062288+0.00047985i,-0.0010367+0.00019515i,-0.00066585+0.00015251i,-0.00013267+0.00020422i,0.0003348+6.8058e-07i,0.00094039-0.0004732i,0.0011506+0.00015685i,0.00082157+0.00069037i,4.6285e-05+0.00055536i
0.00053232+0.00084049i,0.00013839-0.00070268i,0.00094625-0.0023829i,0.0010774-0.0022559i,9.2469e-05-0.0011997i,0.00036758+0.0001578i,0.00060869+0.00084415i,0.00030324+0.00071288i,0.00044811+1.7556e-05i,0.00041465-0.00055477i,-0.00017653-0.00069176i,-0.00076456-0.00072991i,-0.00068888+6.2158e-05i,5.8192e-05+0.00056364i,-0.00018404-3.7642e-05i,-0.00026195+0.00019443i,-0.0003253+0.0003127i,-0.0004528-0.00040139i,-0.00069041-0.0002629i,-0.00031251+0.00045295i,0.00094327+0.00090471i,0.0009394+0.00063706i,-0.00018822+0.00013166i
-0.00029194-0.0024066i,0.00075101-0.0010576i,0.001025-0.00062683i,0.00071576-0.00083066i,0.00059547-0.0004934i,0.00093549-1.2456e-06i,0.00059611+0.00025403i,0.00010518+0.00017451i,-0.00043786+0.00012127i,-0.00051348+0.00038589i,-0.00051051+0.00079436i,-0.0004474+0.00036153i,-6.5668e-05+6.4358e-05i,0.00010547+0.00038558i,5.0748e-05+0.00027797i,-4.0382e-05+0.00012881i,0.00067378-0.00074103i,0.00096128-0.00083223i,0.00059744-0.00028644i,0.00052616-0.00054336i,0.00081399-0.00052119i,0.00049748+0.00023053i,9.2615e-05+0.00050682i
0.0023248-0.00030755i,0.0019476+0.00019386i,0.00044787-0.00024189i,-0.00032669-0.00074787i,-0.0002704-0.0005817i,-0.00026098+0.00019654i,0.00019309+0.00019652i,0.00010294-5.7916e-05i,-0.00037132-0.00055806i,-6.6434e-05-0.00093572i,0.00029714-0.00056646i,3.7587e-05-0.00020336i,-0.00053715+0.00041255i,-0.00057806+0.0010934i,-0.00056633+0.0012618i,-0.0006158+0.00072028i,-0.00037166+0.00017374i,-7.7087e-05-0.00014148i,0.00067508+0.00012271i,0.0013903+0.0011022i,0.0011802+0.0014104i,0.0002084+0.0010162i,1.1431e-05+0.00019029i
-0.00087261+0.0006193i,-0.0011481+0.0012934i,-0.00096294+0.00072986i,-0.00095847+0.00032003i,-1.3834e-05+0.00095681i,0.001151+0.0014018i,0.0012857+0.00063731i,0.00043723-1.5746e-05i,-0.00012624-0.00034393i,0.00085059-0.001088i,0.0011573-0.00073352i,0.00029666+0.00061727i,0.00047969+0.00028891i,0.0011118-0.00013865i,0.00088157+0.00035191i,0.00020499+0.00077648i,-0.00047388+0.0007892i,0.00025606+0.00051627i,0.00024418+0.0004956i,8.4795e-05+0.00038688i,0.00065149+0.00043786i,-0.00028904-9.3727e-05i,-0.00048485-0.00059849i
-0.0002819-0.00026052i,0.00084437-3.2824e-05i,0.0017633+0.00017053i,0.0018718-0.00038824i,0.0014911-0.0012502i,0.000722-0.00094799i,0.00030667-0.0004154i,0.0002455-0.00041002i,-0.0001096-7.2066e-06i,-0.00037864+0.0006378i,-0.00044522+0.00084337i,-0.00091542+0.00057837i,-0.00090415-0.00035599i,-3.1958e-05-0.00085673i,0.00034472-0.00012517i,0.00031486-7.1749e-05i,0.0009109-0.00072844i,0.0010839-0.0010299i,1.0819e-05-0.0010239i,-0.00032255-0.00015965i,6.9835e-05+0.0004884i,0.00048052+7.1463e-05i,0.00042935+0.00031418i
0.0036084-0.0012174i,0.0021318-0.0011406i,0.00096307-0.00040303i,0.0010238-0.00029445i,-1.9446e-05-0.00051641i,0.00023713-0.00038232i,0.0014148-0.00024138i,0.0011923-0.00014699i,0.00085813-0.00034442i,0.00069923-0.00011689i,-0.00019807-0.00027242i,-0.0006398-0.00038957i,0.00015362+0.00053924i,0.00059128+0.0010417i,1.7404e-05+0.00052499i,-0.00076078+0.0004821i,-0.00077552+0.00058388i,-0.00028263-0.0002505i,5.9181e-05-0.00098596i,0.00012089-0.0003994i,6.7772e-05+0.00017707i,-0.00041881-4.1979e-05i,-0.00060361-0.00013905i
-0.00039299+0.002127i,-0.00097699+0.0013028i,-0.0012156-1.2934e-05i,-0.00060348-0.00051196i,0.0010845+0.00011127i,0.0016672-0.00018435i,0.0013634-0.00043294i,0.00051589+0.00045331i,-0.00029765+0.00072346i,-0.00047785+0.00092068i,-4.301e-05+0.0014671i,-0.00092031+0.0011604i,-0.001808+0.0002778i,-0.00060967-0.0002596i,0.0011456-4.3296e-05i,0.0011871+0.00079127i,-0.0003222+0.00040804i,-0.0002687-0.00059508i,-0.0003939-0.00026413i,-0.00038582-8.621e-05i,0.00042819-0.00034426i,0.00025315-0.0002554i,0.001111-1.9089e-05i
-0.0016397+0.0019189i,-0.00035109+0.0020986i,0.0018929+0.0022418i,0.0023979+0.0013156i,0.0016259+0.00049346i,0.00074161-0.00021907i,7.7493e-05-0.0002269i,-0.00033978+0.00035573i,-0.00048801+0.00062434i,0.00029142-0.00012295i,0.00024273-0.00063777i,-0.0009139-0.00035278i,-0.00027343-5.7602e-05i,-0.00033826-0.00023194i,-0.00077538-0.00041406i,-0.00067546-0.00053067i,-0.00084552-0.00035708i,-0.00083559-0.00025843i,-0.00039373+0.0005019i,-0.00041663+0.0013251i,-0.00059641+0.001192i,-0.00081946+0.00073501i,-0.00081084+0.00039175i
0.0019423+0.00031102i,0.0016355+0.0002923i,0.00088852+0.00033319i,0.00071885+0.00073282i,0.001261+0.00077003i,0.00147+0.00057657i,0.001283+0.00021093i,5.7398e-05-0.00042145i,-0.00068719-0.00013584i,-0.00035465+0.00024007i,-0.00015121+0.00036473i,-0.00024424+0.00012531i,-5.4391e-06-0.00046528i,1.3509e-05-0.00097627i,0.00016331-0.0011527i,0.00073036-0.00050059i,0.00087561+2.4593e-05i,0.00083362+0.00047354i,0.00068708+0.00042118i,0.00071088-6.7822e-05i,0.00072228+0.00021686i,-0.00013622+0.00059765i,-0.0007841+0.00039252i
-0.00040715+0.00085162i,0.00031347+0.00076024i,0.00070146-0.0008201i,0.00056854-0.0019954i,-0.00024999-0.001292i,-0.00026409-0.00036245i,0.00018312+0.00016769i,0.00016586+4.2537e-05i,-0.00024353-0.00058677i,0.00024535-0.00095437i,0.00045489-0.00022694i,3.7934e-05+0.00071403i,-0.00026389+0.00074924i,-0.00022961+0.00037599i,-4.4382e-05+0.00059079i,-0.00062071+0.00032255i,-0.0011279-0.00010009i,-0.00090811-0.00011776i,-9.0147e-05-0.00018596i,0.00020682-0.00035689i,0.00058109-0.00048559i,0.00015563+0.00026663i,-0.00047844+0.00060019i
0.00037302-0.0021739i,-0.00048046-0.0019312i,-1.726e-05-0.001712i,0.0011155-0.0010037i,0.0018854+0.00030767i,0.0023206+0.0010874i,0.0022327+0.00020333i,0.00096494-0.00065072i,7.3438e-05+0.00011072i,0.00040001+0.00093119i,0.00064529+0.0010304i,0.00021228+0.0010543i,0.00036347+0.00084943i,0.0012452+0.00047817i,0.0015216+0.0002438i,0.0014154+9.3179e-05i,0.00083202-0.00013385i,0.0004265-0.00023894i,0.00072316-0.0001815i,0.00058005-0.00071755i,0.00023675-0.00055981i,3.755e-05-0.00049214i,-0.00043191-0.00040868i
