-7.2031e-05-0.00051637i,0.00041711-0.0015165i,1.2876e-05-0.0027602i,-0.0013412-0.002508i,-0.0024-0.00038068i,-0.0020013+0.0017717i,-0.00086762+0.0027678i,0.0002651+0.0027201i,0.00088538+0.0020296i,0.00058709+0.0015544i,-2.379e-05+0.00048478i,0.00046493-0.00050705i,0.0004125-0.00027804i,-0.00096944-4.9613e-05i,-0.00086597-9.0688e-05i,0.00024475-0.00048083i,0.00036523+0.00016481i,0.00065601+0.00052819i,0.0011955-0.00056849i,0.00023874-0.0011262i,-4.6661e-05-0.0008358i,0.00038931-0.0004312i,0.00052788+9.364e-05i
-0.00098294-0.0021994i,-0.0019662-0.0026995i,-0.0037495-0.002677i,-0.0033137-0.001536i,-0.002338+0.0016394i,-0.00035208+0.0044477i,0.0021486+0.0057542i,0.0044172+0.0062727i,0.0047285+0.0049289i,0.0024646+0.0030636i,0.0013223+0.0031204i,0.0029646+0.0034229i,0.0035749+0.001787i,0.0027519-0.00064095i,0.001127-0.001364i,9.205e-06-0.0014986i,0.00056477-0.0013387i,0.0017797-0.0011689i,0.0014466-0.00057075i,-0.001077+0.00065975i,-0.0033181+0.00051452i,-0.0041137-0.0020676i,-0.0030027-0.0040456i
0.0022607-0.0019934i,0.0019008-0.0045069i,0.00089468-0.0074329i,-0.00084634-0.0072442i,-0.0021194-0.0032592i,-0.0035705+0.00096516i,-0.0044191+0.0024681i,-0.0048504+0.0034705i,-0.0047826+0.0049618i,-0.0035782+0.0036741i,-0.0026834+0.0014841i,-0.0022015+0.0018512i,-0.00038742+0.0025775i,0.00066066+0.0022924i,0.0012364+0.0019232i,0.0014497+0.00024067i,0.00026609-0.0012145i,-0.0021331-0.0013509i,-0.0038003-0.0011742i,-0.002488+0.00060263i,0.00027324+0.0035768i,0.0017553+0.0063373i,0.0019467+0.0063152i
0.0040341+0.0029294i,0.002979-0.00014417i,0.0016287-0.0025458i,-0.0014779-0.0032957i,-0.0030476-0.0030384i,-0.0023543-0.0026028i,-0.0018432-0.0029158i,-0.0032755-0.0030506i,-0.0045797-0.0016234i,-0.0032587-0.0010232i,-0.0016676-0.0023248i,-0.0025127-0.001901i,-0.0034381+0.0015154i,-0.0026269+0.003875i,-0.0012702+0.0037389i,0.00010958+0.00291i,0.0016067+0.0022717i,0.0032022+0.00138i,0.0034668+0.00069029i,0.0017574+0.00023486i,-0.0012383-0.001043i,-0.002927-0.002875i,-0.0016318-0.003616i
-0.00033455+0.00041851i,-0.00032335-0.00011024i,-0.0012254-0.00061093i,-0.0021409-0.00020787i,-0.0009295+0.0022867i,0.0019601+0.0022862i,0.003182-0.00079088i,0.0024948-0.0037782i,0.0018795-0.0032879i,0.0018547-0.001763i,0.0015593-0.0023402i,-0.00030115-0.0037206i,-0.0029348-0.0037582i,-0.0032611-0.00070365i,-0.0013813+0.0019329i,-0.0001025+0.001779i,-0.00064795+0.0010888i,-0.0013831-0.00036931i,-0.0010831-0.0005774i,0.00060929+0.00026453i,0.0030871+0.00051607i,0.0027274+0.0014408i,0.00064007+0.0027721i
0.0005905+0.000523i,0.0015353-0.00085502i,0.0029932-0.0014931i,0.0015005-0.00036206i,-0.0010605+0.0023476i,-0.00059836+0.0059018i,0.0021586+0.0070466i,0.0054472+0.0055576i,0.0070675+0.0039389i,0.0055542+0.0034226i,0.0038848+0.0019118i,0.0032046-0.00050035i,0.0015676-0.0011277i,0.00087743-0.00012308i,0.00074929+0.00045539i,0.00026112-0.00012203i,0.00044011-0.00091439i,0.0010857-0.0003079i,0.0015911+0.00080978i,0.00087954+0.00021978i,-0.00083366-0.0017782i,-0.0019528-0.0032913i,-0.0014769-0.0033338i
-0.00032377+0.00045825i,0.0016329-0.00023507i,0.0026249-0.00039587i,0.0021485+0.00039484i,0.00090576+0.0017607i,-0.00019374+0.0028658i,-0.00036784+0.0034548i,0.00095994+0.0045527i,0.0016573+0.0049907i,0.0010409+0.0035508i,0.00068841+0.0028467i,0.0022261+0.0021676i,0.003475-0.00021191i,0.0021145-0.0017351i,0.0010877-0.0018232i,0.0017026-0.0010976i,0.0020232-0.0010441i,0.0006384-0.00099903i,-0.0020779-0.00024784i,-0.0026639-0.00071021i,-0.0010864-1.5315e-05i,-0.00016376+0.0026674i,0.00021025+0.0036368i
-0.0021382-0.002345i,-0.0032597-0.0024493i,-0.004833-0.0019428i,-0.0049597+0.00038974i,-0.0029712+0.0016169i,-0.00076669+0.0020415i,-0.00063828+0.0019309i,-0.0025047+0.001355i,-0.0046641+0.0019289i,-0.0040471+0.002404i,-0.0021594+0.0023684i,-0.0010575+0.0033736i,0.00025902+0.0039629i,0.0016965+0.0028279i,0.0013884+0.00047559i,0.0007323-0.00099561i,0.0011772-0.00073588i,0.0014638+7.5445e-05i,0.0011746-0.00017045i,-0.00042244-0.0011442i,-0.002598-0.0018753i,-0.0025958-0.0022794i,-0.0014219-0.0025302i
0.00088186-0.00061727i,-0.0011367-0.0019105i,-0.0048712-0.0029597i,-0.0080321-0.0027528i,-0.0052329+0.00031405i,0.00080538+0.0016298i,0.0037102-0.0015326i,0.0023067-0.0054801i,-0.0009369-0.0062722i,-0.0025918-0.0049913i,-0.0026934-0.0045347i,-0.0030343-0.0030821i,-0.0024145-0.00012457i,-0.0011201+0.0012547i,-0.00042391+0.0012695i,-0.00028294+0.00073058i,-0.00037694-0.0005393i,-0.0011384-0.001566i,-0.0021926-0.0013696i,-0.0019066-0.00025034i,-0.00038345+0.00093i,0.0005993+0.0017885i,0.00025548+0.0025343i
-0.00087343-0.0027852i,-0.00053285-0.0030987i,0.00014913-0.0038399i,-0.00069977-0.0033816i,-0.0025116+0.00027245i,-0.00099134+0.0035226i,0.0029369+0.002964i,0.0056053+0.00054609i,0.0052335-0.0014051i,0.0043054-0.001218i,0.0033871-0.0011717i,0.00074326-0.0019433i,-0.0023453-0.0011634i,-0.003196-0.00018278i,-0.0026667-0.00015217i,-0.0018687-0.0004701i,-0.00047151-0.00031929i,0.00045502+0.00024296i,0.0011227+0.0008508i,0.001091+0.0013689i,-0.00048222+0.00030417i,-0.0016072-0.0024155i,-0.0010505-0.0037275i
0.0015644-0.0017353i,0.0017307-0.0010985i,0.0015567-0.0010663i,0.00038262-0.00027493i,-0.0019266+0.0024411i,-0.0020415+0.0047048i,0.00010149+0.0065427i,0.00201+0.0074771i,0.0042566+0.0074783i,0.0048671+0.0058371i,0.0036992+0.0025769i,0.002283-0.00053805i,0.00092981-0.0022556i,0.00027899-0.002i,0.00054353-0.00044554i,0.001092-3.4302e-06i,0.00084655-0.00090931i,-0.00051761-0.0011588i,-0.0020169-0.00038891i,-0.0013112+0.0010047i,0.0010817+0.002418i,0.0015747+0.0034643i,0.001007+0.0039511i
-0.0013635+0.0020757i,-0.0036076+0.0003662i,-0.006299-0.00049633i,-0.0069407+2.2441e-05i,-0.004262+0.001162i,-0.0024775+0.0011028i,-0.0037328+0.0017163i,-0.0054321+0.0035087i,-0.0047337+0.0050676i,-0.0024979+0.0058771i,-0.00097878+0.0048398i,-0.00037603+0.0033907i,-7.6905e-05+0.0013789i,0.00044657+6.7072e-05i,0.0015571-5.033e-05i,0.0026551-0.00037838i,0.0022294-0.0002869i,0.0020494+0.00051304i,0.0020465+0.0016799i,0.00011139+0.0017721i,-0.0019844+0.0010201i,-0.0030156-0.00051104i,-0.0022163-0.002305i
0.0008567+0.0017125i,0.0023078-0.00078668i,0.0041812-0.0042673i,0.0024217-0.0051519i,8.0024e-05-0.0021541i,0.00035359-0.0011018i,-0.00025108-0.0034962i,-0.0033518-0.0043771i,-0.0052145-0.002942i,-0.0039678-0.0012241i,-0.0025356+1.051e-05i,-0.0014187-0.00019432i,6.3961e-05-0.0012029i,0.0017471-0.00043416i,0.0029681+0.0011971i,0.0035599+0.0010228i,0.0024332-0.00081442i,0.00075752-0.001863i,-0.00023509-0.0011766i,-0.00083402-0.001411i,-0.00061377-0.0014581i,-0.00017054+9.6286e-05i,-0.00067054+0.002599i
0.0030956+0.0017388i,0.006066+0.0017763i,0.0090967-3.5692e-05i,0.0084551-0.0017671i,0.0042839-0.0007769i,0.0012924+0.00088501i,0.0035188+0.00010776i,0.0057912-0.0039998i,0.0043475-0.0069526i,0.0012402-0.005197i,-0.00047577-0.0019024i,-0.00045606+0.0003525i,-0.00041+0.0014101i,-0.00026036+0.0009739i,-0.00097354-0.00042645i,-0.001329-0.00055313i,0.00056696-0.00017937i,0.0014205-0.00051998i,0.0011276-0.00030281i,0.00011867-0.00047396i,-0.0016647-0.002122i,-0.001748-0.0037156i,-0.00033353-0.0037546i
-0.0012722+0.00086017i,-0.0036375+0.0004372i,-0.007014+0.0012054i,-0.0078479+0.0033004i,-0.0046624+0.0051987i,0.0006816+0.0065403i,0.0045883+0.0073614i,0.0076154+0.0059177i,0.0084426+0.0025937i,0.0064398-0.00049206i,0.0043633-0.0016042i,0.002676-0.00082758i,0.001017+7.9304e-05i,-2.3102e-06+0.00023543i,4.3456e-05+0.00046711i,4.2546e-05+0.0012831i,-0.00084396+0.0011106i,-0.0015367-0.00014401i,-0.0012246-0.00083833i,-0.00044726-9.4942e-05i,0.00083983+0.0017519i,0.0016775+0.003124i,0.00133+0.0026076i
-0.0013936-0.0041622i,-0.0039077-0.0042167i,-0.0063805-0.0044583i,-0.0091552-0.0015951i,-0.00826+0.0036786i,-0.0037596+0.0070986i,-0.001734+0.0071101i,-0.0011988+0.0078381i,0.0010525+0.0086302i,0.0026207+0.0065141i,0.0016277+0.003375i,0.00015051+0.0011902i,-0.00067214+1.3111e-05i,-0.00042249-0.00030238i,-0.00034814-0.00087108i,-0.00075706-0.0019115i,-0.00066603-0.0020324i,0.00042469-0.0006874i,0.00079522+0.0010677i,-0.0010877+0.0020872i,-0.0019009+0.0018929i,-0.00060887+0.0010998i,0.00065968-0.00035033i
5.4398e-05-0.0010687i,0.0019888-0.00046628i,0.0042418-0.0010994i,0.0041267-0.0027693i,0.0012855-0.0028259i,-0.00098633-0.00086003i,-0.0039321+0.001057i,-0.0075739+0.0027871i,-0.0081645+0.0047889i,-0.0050796+0.004892i,-0.0024663+0.002851i,-0.0017476+0.00030149i,-0.00090574-0.00081078i,-0.00010975+5.2069e-05i,0.00025757+0.0006676i,0.00063458+0.00079829i,0.00067323+0.0010957i,0.00019931+0.00061663i,2.7192e-05+0.00075945i,0.00028896+0.0014829i,0.00026926+0.0026833i,-0.00045939+0.0034811i,-0.00095148+0.0026745i
0.0017216-0.00076361i,-8.0748e-05-0.0020754i,-0.0025756-0.0026194i,-0.0046926-0.00049711i,-0.00395+0.0011833i,-0.001297+0.00034812i,-0.00073671-0.0024852i,-0.0028542-0.0053135i,-0.0043817-0.0050368i,-0.0045804-0.003074i,-0.0040005-0.0015941i,-0.002447-0.00060011i,-0.0015875-0.00024174i,-0.0015732+0.00050339i,-0.00031598+0.0008034i,0.00082304+4.5544e-05i,0.0011485-0.00016922i,0.00069992+0.0001268i,-0.00013877+0.00071134i,-0.0010719+0.0007421i,-0.0015394-0.0003581i,-0.0012905-0.0019691i,-0.00093576-0.0020022i
0.003401+0.0025096i,0.0026274+0.00060636i,0.0015794-0.00057253i,-0.00046982+0.00016606i,-0.0010694+0.0008289i,0.00070368-0.00018819i,0.0034171-0.0021285i,0.0058484-0.0045241i,0.0058499-0.0063351i,0.0032627-0.005303i,0.0020356-0.0029108i,0.0017325-0.001797i,0.0010589-0.0011008i,0.00071314+0.00022414i,0.00061638+0.0014989i,0.0010186+0.0014949i,0.0011736+0.001113i,0.00049674+0.00061654i,0.00017986+0.00031896i,0.00080393-0.00025695i,0.00080217-0.00051046i,-0.00037355+0.00066511i,-0.001+0.0012514i
-3.6982e-05+0.0026713i,0.00084187+0.00087717i,0.0026893-0.00027985i,0.0024073-0.0014813i,0.0020481-0.00047937i,0.0031337+0.0013999i,0.0055839+0.0022151i,0.0080591+0.002755i,0.0075167+0.0024925i,0.0053975+0.00073624i,0.0038629+0.00078365i,0.002293+0.002547i,0.001693+0.0023009i,0.0012675+0.0006287i,0.00021387-0.00025339i,0.00042485-0.0011194i,0.0015816-0.0016891i,0.0022602-0.0012533i,0.0021625-0.00056276i,0.0012902-0.00024128i,0.00041383-0.0015031i,0.00093471-0.0024495i,0.0017397-0.001741i
0.0013723+0.022471i,0.0080027+0.019205i,0.019292+0.015245i,0.019234+0.0057536i,0.015248-0.0019813i,0.008032-0.0063155i,-0.00026071-0.0017503i,-0.0031007+0.0054988i,-0.00049127+0.0083084i,0.0038862+0.005261i,0.0031586+0.0007049i,-0.00038126-0.0009284i,-0.0035026-0.0012626i,-0.0051142-0.00093138i,-0.0045455+0.00035099i,-0.0035398+0.0013655i,-0.0021081+0.0011932i,-0.00068282+0.00013309i,6.8522e-05-0.00053223i,0.00056142-5.3383e-05i,0.0011268+0.00052198i,0.00040464+0.00073008i,-0.00066766+0.0010694i
-0.0028801-0.0035056i,-0.0031141-0.0029826i,-0.0034904-0.0024201i,-0.0025287+0.00037667i,-0.002064+0.0032836i,-0.0021212+0.0042517i,-0.0034704+0.0027206i,-0.0051158+0.0014836i,-0.0051214+0.0017638i,-0.003691+0.0021923i,-0.0024108+0.001428i,-0.0022665+0.0003689i,-0.0020478+0.00052694i,-0.00046403-0.00022644i,0.00079766-0.0008462i,0.0011515-0.0012049i,0.00092781-0.0016399i,-0.00071777-0.00095374i,-0.001909-0.00030292i,-0.0023803-0.00028687i,-0.0028405-0.0011595i,-0.0021042-0.0015712i,-0.00047168-0.00065344i
-0.00062765-0.0047621i,-0.0020296-0.0056886i,-0.0048793-0.0044822i,-0.006272-0.0015563i,-0.0057807+0.0017165i,-0.0028563+0.0025417i,-2.7791e-05-0.00089491i,-0.00034198-0.003952i,-0.0019361-0.0036308i,-0.0022675-0.0021368i,-0.00082192-0.0015857i,0.00081582-0.0019876i,0.00032745-0.0018188i,-0.0003828-0.0003811i,-0.00016806+0.00158i,-0.00011323+0.0020673i,-0.00034939+0.0013049i,-0.00059029+0.00071969i,-0.00083761+0.00062395i,-0.0015597+0.0012504i,-0.0014643+0.0018595i,-0.0018301+0.0011644i,-0.0023355+0.00058587i
0.0010399-0.0001637i,0.00033952-0.0013712i,-0.0017119-0.0018359i,-0.0057306-0.00023713i,-0.0056878+0.0024117i,-0.0003348+0.0031611i,0.0041208+0.0011012i,0.0049015-0.00069155i,0.0034414-0.0013198i,0.0011679-0.0014031i,0.00096852-0.0010566i,0.0016575-0.0015372i,0.001356-0.001329i,0.00069159+0.00049459i,6.5794e-05+0.00090191i,0.00059401-0.00051986i,0.00071443-0.0011251i,-0.00022096-0.0010829i,0.00019028-0.00089155i,0.00069226-0.00078845i,0.00051697-0.001411i,0.00045334-0.0020094i,0.00058968-0.0015756i
0.002744+9.932e-05i,0.0018456-0.003102i,6.5498e-05-0.0063719i,-0.0018179-0.0054088i,-0.0014605-0.00071404i,0.0010594+0.0034246i,0.0044437+0.0057668i,0.0058251+0.0058986i,0.0037739+0.0039536i,0.001711+0.0021439i,0.0014591+0.0021091i,0.0018731+0.0023599i,0.0021476+0.0018015i,0.0011572+0.0018701i,0.0004824+0.0019072i,0.0016145+0.0018793i,0.0021673+0.0021755i,0.0010437+0.0012076i,0.00027907+0.00062956i,0.0010343+0.0012422i,0.0010609+0.0017171i,-0.00011749+0.0019173i,-0.00096483+0.0014637i
-0.00091014-0.00021366i,-0.00039048-0.002521i,-0.00088925-0.0029813i,-0.0015788-0.0012801i,-0.00090236+0.0016273i,-0.00021828+0.0033219i,-0.0006129+0.0031649i,-0.0012252+0.0033179i,-0.0011625+0.0037059i,-0.00062799+0.0039472i,-0.00069398+0.0038245i,-0.000362+0.0031689i,0.00058369+0.0013472i,0.0014463+5.4534e-05i,0.0020104-0.00023852i,0.0028032-0.00066337i,0.0034542-0.0011903i,0.0026966-0.0011207i,0.0011286-0.00045934i,-0.00045125-2.962e-06i,-0.0011058+0.00014687i,-0.001012-0.00057146i,-7.5773e-05-0.00086445i
-0.0022237-0.0013267i,-0.0022618-0.00030529i,-0.0020852+0.0019544i,-0.00063055+0.0027789i,0.00025588+0.0024306i,-0.00024718+0.0017048i,-0.0010639-6.7267e-05i,-0.0019696-0.0019592i,-0.0022405-0.0020037i,-0.0012353-0.00067212i,-0.00055489-0.0010385i,-0.00063414-0.0014538i,-0.0006374-0.00045832i,0.00043015+0.00010569i,0.0013524-1.1143e-05i,0.001475+7.7254e-05i,0.0010598-0.00011034i,-1.3657e-06-0.0004348i,-0.00013292-0.00032001i,-0.00045149+0.0001688i,-0.0016884+0.00075308i,-0.0020512+0.00045694i,-0.001865+0.00036543i
-0.0018636-0.0023866i,-0.001189-0.0023731i,-0.0019064-0.0028661i,-0.0041915-0.0021842i,-0.0033684+0.00041048i,-0.00049779+0.0019268i,0.0017544+0.00021863i,0.0024389-0.0025283i,0.0014344-0.0031327i,0.00085874-0.0021319i,0.00017228-0.0016928i,-0.00095654-0.001682i,-0.0016207-0.0011293i,-0.0010955-0.00087981i,-0.00019286-0.0017518i,0.00059018-0.001826i,0.00055191-0.0011525i,2.4864e-05-0.0012968i,-0.00040074-0.0014871i,-0.00078763-0.0017735i,-0.00065976-0.0019511i,-0.0004835-0.00146i,0.00013494-0.00052933i
0.0018475+0.0012919i,0.0025524-6.6913e-05i,0.0016164-0.0020999i,-0.00052642-0.0015076i,-0.00092483+0.0006531i,0.00095105+0.0015349i,0.0028482+0.0011235i,0.0042997+0.0011705i,0.0046707+0.0011221i,0.0039548+0.00080294i,0.0035735+0.00045126i,0.0028436-0.0003206i,0.00058497-0.0010253i,-0.0010844+7.7893e-05i,-0.0011753+0.0012182i,-0.00018083+0.00086545i,0.00012586+0.0003603i,-0.00012634-0.00045457i,0.00070768-0.00057345i,0.0011613+0.0003734i,0.00067632+0.00038942i,-3.0819e-05-0.00026897i,-0.00053824-0.0010778i
-3.8386e-05-0.00043487i,0.00063902-0.0025723i,0.00091683-0.0038195i,-0.0007069-0.0035481i,-0.0021703-0.0012092i,-0.00083487+0.0026941i,0.0002+0.0055779i,-0.00036036+0.0062672i,-0.00022968+0.0059204i,0.00055926+0.0046941i,0.0012778+0.0028866i,0.0014688+0.0013284i,0.00077002-0.00019914i,-0.00042118-0.00072719i,-0.00074958-0.00047918i,-3.781e-05-0.00025668i,0.00036163-0.00076324i,0.00052152-0.0012767i,0.00053848-0.00010071i,0.00081715+0.001204i,0.0007028+0.0011838i,0.0009462+0.00060966i,0.0014719+0.00057868i
-0.0005509-0.00089999i,-0.00084957-0.0018158i,-0.003148-0.0030817i,-0.0055871-0.0025183i,-0.0051671+0.00058734i,-0.0020512+0.0030969i,-0.0011256+0.0026289i,-0.0025975+0.0020412i,-0.0038584+0.0020538i,-0.0036993+0.0013695i,-0.0024176+0.00021348i,-0.00076511-0.00045419i,0.00064562+0.00010888i,0.00065215+0.00053918i,0.00066511+0.00063863i,0.00088886+0.00071806i,0.00058521+0.00078351i,0.00046161+0.00099132i,-0.00012111+0.0014468i,-0.0011223+0.0018938i,-0.0016753+0.0018592i,-0.0019128+0.0015478i,-0.0022424+0.0014466i
-0.0014222-0.00118i,-0.0016185-0.0015364i,-0.0019611-0.00048067i,-0.0032993+0.0010073i,-0.0029857+0.0019679i,-0.0003543+0.0022684i,0.00088429+0.00099669i,0.0004637-0.001906i,-0.0010097-0.0035731i,-0.0023044-0.0027076i,-0.0024521-0.0010545i,-0.0017617+0.00060303i,-0.00044685+0.0010041i,0.0010298-0.00015376i,0.0015195-0.0011914i,0.0013333-0.0005875i,0.0017951+3.4116e-05i,0.0016068-7.7538e-05i,0.00019923-0.00066432i,-0.00052342-0.0013243i,-0.00053295-0.0010966i,-0.00044832-0.00077471i,-0.00077208-0.00026965i
-0.0011605+0.00022417i,2.0709e-05-0.0024937i,-0.00049244-0.0035374i,-0.0017534-0.0021883i,-0.0024357+0.00015949i,-0.001046+0.0016288i,0.00249+0.00082789i,0.0049624-0.00104i,0.0050361-0.0015121i,0.0033165-0.0011684i,0.0019614-0.00087044i,0.0016971-0.00038646i,0.0015681-0.00036463i,0.00087574+1.3618e-05i,0.00016188-9.5064e-05i,0.0006208-0.00025042i,0.00067945-0.00010275i,0.00012159-0.0010232i,-0.00014258-0.0019539i,-0.00041046-0.00087914i,-4.862e-05+0.00066702i,-0.00021268+0.00075031i,-0.0010324+0.00022693i
0.00022168-0.00051154i,0.00090196-0.0011082i,0.00093493-0.001483i,-0.00040572-0.00084649i,-0.0011873+0.00031202i,0.00010663+0.0017451i,0.0026639+0.0030076i,0.0045014+0.00388i,0.0048593+0.0038445i,0.0039795+0.0024951i,0.0025179+0.0010634i,0.0013945-6.8606e-05i,0.00047978-0.0005091i,0.00018112-0.00023322i,0.00072809+0.00037689i,0.0014188-0.0002476i,0.0017404-0.0013593i,0.0014881-0.0015908i,0.0013989-0.0013564i,0.0012811-0.0012141i,0.0010539-0.0016986i,0.00041103-0.00088128i,0.00025097+0.0001979i
0.0045401+0.0013882i,0.0036784-0.0011721i,0.002417-0.0039019i,-0.00080076-0.0049879i,-0.0028125-0.0031702i,-0.0024968-0.00013908i,-0.0021691+0.002356i,-0.0029294+0.0047407i,-0.0023318+0.0058383i,-0.00036272+0.0047181i,0.00061474+0.0025214i,7.2372e-05+0.001372i,-0.00090492+0.00086637i,-0.0010977+0.00058514i,-0.00068569+0.00018249i,-0.00021245+0.00024201i,-0.00078121+3.511e-05i,-0.0013248+7.7364e-05i,-0.00085209+0.00073676i,-0.00039448+0.0011293i,-0.00062597+0.0016349i,-0.00060674+0.0017656i,-0.00041618+0.0013238i
0.0012997-0.0013607i,0.00098613-0.0035469i,0.00045425-0.0049219i,-0.00095332-0.0031598i,-0.0016517+7.3777e-05i,-0.0007708+0.0014957i,-0.00088265+0.00099348i,-0.0021135+0.00052574i,-0.0035691+7.7962e-05i,-0.0033761+0.00086893i,-0.0022466+0.0017135i,-0.0017431+0.0011539i,-0.0016027+0.00036819i,-0.0014246+0.00014645i,-0.00081191+0.00099972i,-0.0003113+0.0010287i,0.00027168+0.00050233i,0.00051706+0.00053469i,-0.00028293+0.00045124i,-0.0015898+0.00066537i,-0.0016311+0.0012332i,-0.00098998+0.001567i,-0.00036157+0.0014854i
-0.002087+0.0013597i,-0.00073275+0.00069972i,-0.00036162-0.00013215i,0.00018719+0.00079574i,0.00096172+0.0037606i,0.0011796+0.003998i,0.0014253+0.0001743i,0.00022128-0.0037059i,-0.001831-0.0045489i,-0.0022956-0.0029158i,-0.00084553-0.001687i,0.00064378-0.0012076i,0.0011455-0.00061524i,0.00066952+0.00011039i,-0.0002332+0.00042772i,-0.00047585+0.00084781i,-0.00059518+0.00078732i,-0.00098192+0.0003093i,-0.0009258+0.00047171i,-0.0015816+0.0011968i,-0.0021535+0.0012391i,-0.0013932+0.00062784i,-0.00018441-0.00013064i
-0.0012805-0.00031162i,-0.003176+0.00018555i,-0.0051548-0.00084369i,-0.0058276+3.8806e-05i,-0.0045915+0.0026258i,-0.00056479+0.0035655i,0.0043698+0.003018i,0.006484+0.0005715i,0.0052567-0.0016003i,0.0022371-0.0021258i,0.00054519-0.0015621i,0.0009496-0.00062083i,0.0012863-0.00057643i,0.00083121-0.00042372i,0.0012189-0.00045148i,0.0020105-0.00095139i,0.0023207-0.00069802i,0.0014028-0.0001963i,-5.2518e-05-0.00054346i,-2.0893e-05-0.0011836i,0.00037905-0.00093471i,0.00014878-0.00073847i,0.00047857-0.00045302i
0.00028703-0.0001914i,0.00026698-0.0011942i,-0.0010279-0.0025651i,-0.0023125-0.0019612i,-0.0029158+0.00039779i,-0.0017434+0.0025177i,0.00074158+0.0044988i,0.0031646+0.0048733i,0.0037438+0.0033441i,0.0028856+0.0019071i,0.0018949+0.0014017i,0.0016114+0.0013973i,0.0012727+0.00098213i,0.0010305+0.00034985i,0.0012143+0.0010788i,0.0012189+0.00099766i,0.0011069-0.00023847i,0.0016029-0.00070391i,0.0014468-0.00056681i,0.00046851+0.00030908i,-0.00044587+0.00067965i,6.8799e-05-1.5797e-05i,0.00078167-0.00024159i
-0.00013199-0.0010815i,0.00033413-0.0021386i,-0.0011471-0.0032975i,-0.0038724-0.0032269i,-0.0049842-0.0015121i,-0.0035331+0.0012772i,-0.0024945+0.0035722i,-0.0020928+0.0055457i,-0.00079648+0.0061341i,-5.2597e-06+0.0047155i,0.00018771+0.0033706i,-2.1936e-05+0.0026908i,-0.00054012+0.001684i,-0.0004245+0.0008331i,0.00041916+0.00047889i,0.0016159+0.00045468i,0.0021783+0.00058165i,0.0019514+0.00011096i,0.00080296-2.0288e-05i,-0.00027587+0.00024041i,-0.000431+0.00032959i,4.7929e-05+0.0001759i,-0.00025903-0.00013729i
0.0016931+0.00082158i,0.0021753-0.00174i,0.0026674-0.0036255i,0.0013809-0.0033664i,-0.0015385-0.0016635i,-0.0026152+0.00060532i,-0.0018956+0.0010211i,-0.0027091+0.00025107i,-0.0034122+0.0013236i,-0.0026242+0.0019936i,-0.0014696+0.00054366i,-0.0012533-0.00016986i,-0.0018552+0.0007735i,-0.0019763+0.0016666i,-0.0012989+0.0016635i,-0.00058431+0.0014408i,-0.00028414+0.00091374i,-0.00016555-0.00023214i,8.5384e-05-0.00014243i,-0.00048416+0.0003754i,-0.0011345+5.73e-05i,-0.0020521+0.00050509i,-0.0021551+0.001058i
0.00079704-0.0005724i,-2.7182e-05-0.00095634i,-0.00069712-0.0019629i,-0.0022249-0.0022621i,-0.0022213-0.00081353i,-0.00055909-0.00068455i,0.00062875-0.0027499i,-0.00020195-0.0044395i,-0.0018772-0.0031978i,-0.0019875-0.0013257i,-0.001289-0.00073971i,-0.00027101-0.001293i,-0.00039358-0.0018323i,-0.00093372-0.0016432i,-0.00082719-0.0011901i,0.00018053-0.00094043i,0.001545-0.000885i,0.0017291-0.00065444i,2.8239e-05-0.00081116i,-0.001478-0.00032821i,-0.0011792-0.0001168i,-0.0001895-0.00039246i,-0.00039099-0.00031928i
0.00042971+0.0012967i,0.0011691-0.00046631i,0.0010412-0.0014632i,0.00075553-0.00059904i,0.0010063+0.001963i,0.0024935+0.0035195i,0.0041868+0.0024702i,0.0049444-1.7897e-05i,0.0032325-0.0014448i,0.00084954-0.00090259i,0.00068496-0.00052261i,0.0016136-0.00057659i,0.0019715-0.00065063i,0.0014562-0.000433i,0.00087606-0.00029i,0.0001223-0.00038203i,-0.00070332-0.00039046i,-0.0012033-0.00038582i,-0.00079313+0.00034091i,-0.00097721+0.0013262i,-0.0015072+0.0011799i,-0.0014462+9.7339e-05i,-0.0008006-0.0004547i
0.00012528+0.00061576i,0.0010589-0.00058976i,0.0005547-0.0016276i,0.00010155-0.0015066i,-0.00036499+0.00038516i,-0.00091957+0.0029466i,-0.00018932+0.0041228i,0.0015516+0.003637i,0.0020715+0.0025368i,0.0015714+0.0014012i,0.0013643+0.0012457i,0.0015681+0.0018386i,0.0012463+0.00153i,0.00079134+0.00090666i,0.0012073+0.00068383i,0.00091097+0.00085808i,0.00036395+0.0010281i,7.0341e-05+0.00022462i,7.8167e-07-0.0010992i,-0.00016286-0.0014017i,0.00022584-0.00047989i,0.00070661-0.00011749i,-0.00011455-0.00053941i
0.00081619-0.0012479i,5.3663e-05-0.0012887i,-0.00077259-0.0014354i,-0.0025111-0.00017366i,-0.0029644+0.0022731i,-0.0018132+0.0037953i,9.0982e-05+0.0037696i,0.00080227+0.0045007i,0.0013106+0.0038316i,0.0012638+0.0023861i,-4.8058e-05+0.002339i,-0.00067773+0.0024227i,-0.00030258+0.0021446i,0.00028052+0.0018284i,0.00089958+0.0016604i,0.0021828+0.0012638i,0.0026579+0.0005101i,0.0019374+0.00053308i,0.0014608+0.00069826i,0.0016887+0.0010975i,0.0010085+0.00077366i,0.00038196+0.00076124i,4.2978e-05+0.0010676i
