0.0016343+0.00079218i,0.0011897+0.0001883i,-0.00023921-0.00056571i,-0.0022712-0.00014506i,-0.0033952+8.3931e-05i,-0.0035287+0.00081262i,-0.0029507+0.0016336i,-0.00056755+0.0012073i,0.0012745+0.00049337i,0.0021117-0.00042779i,0.0020663-0.0010453i,0.0011844-0.00055823i,0.00053539-0.00029393i,-0.0001371-0.00042445i,-0.0010164-0.00061637i,-0.0011582-0.00036989i,-0.0013492+1.992e-05i,-0.0014938+0.00043179i,-0.0006577+0.00024986i,3.9386e-05-0.0003262i,0.00048492-0.0003681i,0.0010411-0.00044738i,0.00086658-0.00020795i
-0.0004129-0.00051704i,0.0014253+0.00042962i,0.0017672+0.00062405i,0.00092322+0.00024208i,-0.00052162+0.00039745i,-0.00066012+0.001493i,9.0942e-05+0.002089i,0.00015005+0.0017828i,1.3217e-05+0.00089261i,-0.00010201-8.4518e-05i,8.5074e-05-0.00098242i,0.00048647-0.0012939i,0.00088766-0.0014934i,0.00055996-0.001862i,-0.00026231-0.0016422i,3.7244e-05-0.00073775i,0.00040539-0.00040459i,0.00049618-0.00052335i,0.00036785-0.00022975i,0.00049366-7.656e-05i,0.0011331-0.00018567i,0.00031832-0.00019519i,-8.0568e-05-0.00056754i
-0.00090523-6.6514e-05i,4.2288e-05-6.8813e-05i,-0.00049136+6.0278e-05i,-0.001773-4.1858e-05i,-0.002043+0.00054801i,-0.0014505-0.00031111i,-0.00078483-0.00022835i,-0.00052191+0.00071731i,-0.00073289+0.00038622i,-0.0002661+0.00016993i,0.00092153+0.00032033i,0.0011456+0.0001624i,0.00029768-0.00036147i,-0.00044844-0.00072844i,-0.00014679-1.4187e-05i,-0.00017925+0.0010544i,-0.00069804+0.00052258i,-0.00059407-0.00034354i,-0.00040895-0.00016041i,-0.00087802-4.0958e-05i,-0.001154+0.00031163i,-0.00055084+0.00018308i,4.5516e-05-0.00036251i
-0.00028834-0.00091275i,-0.00049923-0.00077103i,-0.00062065-0.00080411i,-0.00057436-0.00095806i,-0.0011602-0.0013414i,-0.0020624-0.00094692i,-0.0016256-9.2662e-05i,-0.00042064+0.00069624i,0.00024904+0.00088429i,0.0010189+0.00065058i,0.00097132-0.00015149i,0.00031332-0.00035028i,-0.00014198-0.00031903i,-0.00060697-0.00073754i,-0.00015375-0.0003081i,0.00027587+0.00037034i,0.0001168+0.00061047i,-7.9261e-05+0.00051869i,-0.00071882+0.00055053i,-0.0012669+0.00055752i,-0.00053126-0.00045i,0.00048178-0.0010508i,0.0008674-0.00043304i
0.00029247-0.00026608i,4.2357e-05+9.5793e-05i,-4.1831e-05-0.00059044i,-0.0008578-0.0012937i,-0.001625-0.0013515i,-0.0012623-0.00054218i,-0.0011571+0.000407i,-0.00088614+0.00037058i,-0.00040114+0.00081295i,-0.00050652+0.0010688i,0.00021986-4.0666e-05i,0.00087009-0.00043867i,0.00070095-0.00083225i,0.00077646-0.0012321i,0.00028455-0.00072679i,-0.00010638-0.00033681i,0.00043417-0.00013045i,0.00035837+0.00014983i,-9.02e-05+0.00023368i,2.3833e-05+0.00042229i,-4.7795e-05+0.00029513i,-0.00022766-0.00032864i,0.00034598-0.00059426i
-0.0015664-0.001095i,-0.0020148+0.00061941i,-0.0020938+0.0021193i,-0.001611+0.0033598i,-0.0018887+0.0025193i,-0.0018082+0.00036641i,-0.0011807+0.00061212i,-0.00083772+0.00094182i,-0.0011167+0.00071413i,-0.0010085+0.00072944i,-0.00013423+0.00022754i,0.00011633-0.00017621i,-8.9653e-05-6.186e-05i,-0.00038962-5.7427e-05i,-0.00074937-0.00025637i,-0.00018886-0.00019896i,0.00021315+0.00023432i,-0.00016566+0.00013329i,-0.00045279-0.00036874i,-3.5304e-05-0.00047947i,0.00033487-7.7513e-05i,0.00035744+0.00042959i,0.00056754+0.00012055i
-0.00061961-0.0013126i,0.00037753-0.0011284i,0.0005503-0.00031106i,-0.00017081-0.00020644i,-8.6078e-07-0.00052599i,0.00067619-0.00075397i,0.00048401-0.00044851i,0.00031244-0.00037591i,0.00047094+8.8746e-06i,-8.4832e-05+0.00043388i,-0.00096204-0.00034234i,-0.0007349-0.0014358i,-0.00027372-0.0013173i,-0.000195-0.00044383i,-0.00049537-0.00026268i,-0.00084056-0.00024226i,-0.00080607+9.7566e-05i,-0.00046027+0.00015272i,-0.00026785-0.00012937i,-8.2819e-05-0.0014023i,0.00011293-0.0011137i,-0.00060627+0.000186i,-0.00093876+5.9052e-05i
0.0014073+0.0018226i,0.00091611+0.0016589i,0.0010087+7.5059e-05i,0.00039266-0.00079709i,-0.001747-0.00054287i,-0.0028918-0.00015062i,-0.0025331+0.00098221i,-0.0014245+0.0016815i,-0.00043545+0.0013099i,-0.00025058+0.0006196i,-0.00058841+0.00048818i,-0.0013758+0.00052267i,-0.0010757-0.00029018i,0.00013683-0.0016038i,0.00055201-0.0013086i,0.00010465-0.00011947i,-0.0007319+0.00032053i,-0.0010892+0.00072376i,-0.0011617+0.00042676i,-0.00091254-0.00072257i,-0.00088242-0.00065548i,-0.00049683+0.00010306i,8.509e-05+0.00088061i
0.0010965-0.0010199i,0.00081733-0.00027117i,-0.00048138-0.00013194i,-0.0014566-0.0001639i,-0.0024399+0.00038277i,-0.0025099+0.0012117i,-0.0010517+0.0019979i,0.00053735+0.0014995i,0.00066673+0.00038918i,0.00013436+8.5961e-05i,-0.00015844-0.00037661i,-7.1474e-05-0.00052714i,-0.00035136-0.00068696i,5.788e-05-0.00081806i,0.0005666+0.00030324i,0.00030987+0.0011803i,-9.3965e-05+0.0010146i,-0.00020642+0.00031389i,6.7969e-05-0.00033468i,9.6084e-06-0.00040422i,-0.00030186+0.00051634i,-0.00072947+0.001319i,-0.0011883+0.00087163i
0.00088867-0.00038643i,0.00091306-5.7402e-05i,0.000456-0.00030696i,-0.0017198-0.00047952i,-0.0034428-0.00085852i,-0.0023134-8.6891e-05i,-0.0008982+0.00038159i,-0.00017329+0.00069114i,-2.6171e-05+0.00046381i,-9.5749e-05-2.5566e-06i,-7.12e-05+0.00027895i,-0.00021483+0.00038475i,-0.00072841+4.3816e-05i,-0.00059274-0.00045104i,-0.00018537-0.00038375i,5.9026e-05-0.0005212i,0.0005565-0.00021107i,0.00044555+0.0005305i,-0.00014719+0.00015194i,-0.00063216-0.00036299i,-0.00056729-0.00019522i,-0.0012884-0.00016775i,-0.00059028+3.8241e-05i
0.00028874-6.4626e-05i,0.00060007-0.00010224i,0.0004831-0.00019202i,8.1471e-05-0.00058655i,-0.00050381-0.00072934i,-0.0013632+3.2942e-05i,-0.00092626+0.00041887i,-0.00029711+0.0002449i,3.4578e-07-0.00013558i,1.4159e-05-0.00037609i,0.00043362-0.00016373i,0.0004493-0.00035613i,0.00023667-0.0014226i,0.00043734-0.00091945i,0.00013134-0.00024439i,-0.00013791-0.00015286i,-0.00022462+0.00044158i,-0.00061232+0.00049112i,-0.00080645-9.6016e-05i,-0.00012323-0.0007895i,0.00086847-0.0011703i,0.0010441-0.00038721i,0.00065704-0.00015331i
0.0011409+0.00016558i,-0.00012814+0.00026211i,-0.00080064-2.908e-05i,-0.00064761-0.0010949i,-0.0012779-0.0019241i,-0.0020062-0.0015067i,-0.0024473-6.8449e-05i,-0.0011752+0.00077753i,0.00022827+8.0215e-06i,0.0012177-0.00068727i,0.0013635-0.00056838i,0.00059915-0.0003029i,3.4638e-05+0.00020005i,0.0002043+7.4309e-05i,0.00085902-8.9834e-05i,0.00080543-0.00029677i,0.00048915-0.0004423i,0.0006572-0.00080808i,0.00081159-0.00093282i,0.00066452-0.00094875i,0.00044011-0.0015261i,-8.9059e-05-0.00097127i,-0.00057994+0.00011963i
0.00079331+0.00021081i,0.0004424-0.00037216i,0.00050882-0.0014296i,0.00047897-0.0014958i,0.00028146-0.00083428i,-0.00046159+1.2528e-05i,-0.00091869+0.00084964i,-0.00016635+0.0019444i,0.0003864+0.002011i,0.00019206+0.00053891i,0.00015985-0.00010948i,-0.00025211-0.000481i,0.0001238-0.00066218i,0.00016406+0.00016i,-0.00030998+0.00036232i,-0.00042418+0.00066341i,-0.00040086+0.00078808i,-0.00029761+0.00031116i,0.0002633+0.00045621i,0.00050637+0.00046516i,0.00027711-0.00011752i,0.00038275-0.00013541i,0.00012125+0.00068336i
0.00041338+0.0020903i,0.0016443+0.0025369i,0.001352+0.0022601i,0.00032698+0.001529i,6.1159e-05+0.0014267i,-0.0001803+0.0008899i,-0.0010417+0.0010464i,-0.0012084+0.0014649i,-0.00060001+0.00097068i,0.00073821-0.00033774i,0.00099054-0.0012077i,0.00033349-0.00088459i,0.00013146+1.5081e-06i,0.00056822+0.00026221i,0.00091798-0.00010555i,0.00026621-0.00023379i,-0.00044258+0.00057878i,-0.00078737+0.00099676i,-0.00061331+0.00013815i,-0.00026808-4.7921e-05i,-8.2958e-05-0.00018823i,-0.00014223-0.00044799i,0.00026375-0.00030196i
-0.0010494-0.00054933i,-0.0016793+5.2688e-05i,-0.0023329+0.00086324i,-0.0024378+0.00038227i,-0.0023228-0.00047791i,-0.0014622-0.00097984i,-0.00050837-0.00023992i,-0.00082122+0.0009457i,-0.00072271+0.00049794i,0.00014614-0.00012804i,0.00015227-0.00053965i,-0.00013477-0.00066577i,0.00034869-0.00040376i,0.00073017-0.00060889i,0.00032259-0.00074512i,4.6634e-05-0.00026589i,0.00032001+0.00051861i,0.00025067+0.00069828i,0.00029473-0.00039343i,0.00014295-0.00094447i,-0.00054551-0.00070078i,-0.00060614-0.00065489i,6.21e-06-0.00030535i
0.00018247-0.00097669i,-0.00010884-0.0012348i,-0.0010111-0.0024941i,-0.0027443-0.0025724i,-0.0036836-0.0016067i,-0.0029833-0.00055149i,-0.0014451-0.00012414i,-6.535e-05+2.9179e-06i,-0.00031344+0.00014915i,0.00020561-8.1523e-06i,0.00090532+0.00019563i,0.00067347+0.00070545i,0.00079693+0.000128i,0.00067837-0.0010478i,-0.0003397-0.0012304i,-0.000947-0.00034825i,-0.00037768+1.235e-05i,-0.00020668-0.00015083i,-0.00056627+6.0742e-06i,-0.00045689+8.1462e-05i,-0.0003012-6.3718e-05i,0.00017121-0.00053991i,0.00043594-0.0010657i
0.0020483-0.0011176i,0.0020438-0.0007527i,0.00051661+0.0002885i,-5.4715e-05+0.00058492i,-0.00046762+0.00039563i,-0.0010723+0.0010681i,-0.0013568+0.0016052i,-0.00082051+0.0014361i,-0.00019277+0.0010763i,-0.00026845+0.000291i,-0.00047054-0.00057022i,-0.00023736-0.00029952i,0.00061425-0.00024897i,0.00059612-0.00075473i,0.00065238-0.00030819i,0.00098942+0.00039901i,0.00052125+0.00040414i,-0.00011211+0.00064053i,-0.00034643+0.00024206i,-4.631e-05-0.00038887i,-0.0003391-0.00037654i,-0.00090466-0.00014812i,-0.00066937-0.00013502i
0.00034276+0.0012026i,0.00071245+0.0014787i,0.00066252+0.00050432i,0.0001462+0.00011774i,-0.0007037-0.00020008i,-0.0011564-0.00068205i,-0.0010141+0.000268i,-0.00036442+0.0010797i,0.00074834+0.00091649i,0.00042954-4.7726e-05i,-0.0002258-0.00092363i,-0.00019059-0.00096898i,-0.00022022-0.00049363i,-0.0007916-0.0001925i,-0.0013419-0.00030737i,-0.00038094-0.00020981i,-0.00010288+0.00013409i,-0.00077848-0.0001972i,-0.00029618+2.2236e-05i,0.00072078-0.00023351i,0.00080249-0.00059555i,-0.0003549-6.9225e-05i,-0.00054317-0.00029588i
0.0003777-0.00087216i,-0.00035965-0.00024381i,-0.0015597+0.00011372i,-0.0025073+0.00030884i,-0.0027516+0.00013188i,-0.0019468+0.00018182i,-0.0014744+0.00078059i,-0.0012072+0.00070167i,-0.00040668-0.00027272i,-0.00018641-0.00086172i,0.00026348-0.00066094i,0.00078462-0.00049142i,0.00028673-0.00034964i,-0.00012262-0.0005405i,0.00019879-0.00073142i,0.00032182-1.0277e-05i,-4.7369e-05+0.00044095i,0.00036284+2.9438e-05i,0.00041168+3.0929e-05i,-0.00020567-0.00043394i,-0.00037581-0.0011021i,-0.00026484-0.00083188i,-0.0003774-0.00058705i
0.00070997-0.00015998i,0.00032239+0.00016472i,-6.1602e-05+0.00012569i,-0.0012707-0.0012647i,-0.0022921-0.0018913i,-0.0026335-0.00039239i,-0.0016359+0.0007717i,-0.00055717+0.00068823i,-0.00024659+0.00017265i,-8.1873e-05-0.00025642i,0.00016683-0.00043341i,0.00012647-0.00052634i,0.00023416-0.00050207i,0.0001435-0.00036812i,0.00042497-0.00070841i,0.00052595-0.00096066i,0.00018535-0.00055154i,0.00028426+0.00027361i,-0.00026978+0.00018496i,-0.00038139+1.9764e-05i,0.00028251+8.7954e-05i,0.00065923-0.00041733i,-0.00018876-0.00078098i
-0.0002428+0.00026918i,-0.00051483-0.0003928i,-0.00087906-0.00087685i,-0.0011508-0.00069976i,-0.0012991-0.0018706i,-0.0021513-0.0014429i,-0.001715+0.00051369i,-0.00060239+0.0010677i,-0.00025756+0.00060877i,-0.00024474-0.00011918i,-0.00013083-0.00055504i,0.00058887-0.00088252i,0.0012753-0.0010083i,0.0016589-0.00099639i,0.00051759-0.00044255i,-0.00049168-0.00020255i,6.1648e-05-8.3328e-06i,0.0001265+0.00026816i,0.0003763-0.00014605i,0.00043395-0.00016697i,-0.000222-0.00010533i,-0.00059098-4.3464e-05i,-0.00054+0.00060781i
0.0012545+0.00039458i,0.0018983+0.0010175i,0.0022466-0.0001052i,0.0016811-0.00056i,-0.00013118-0.00040522i,-0.0017897-7.8824e-05i,-0.0019242+0.00059397i,-0.0011433+0.00037277i,-0.0005224+0.00065133i,-0.00051238+0.00083658i,-0.00014256+0.00011761i,4.0821e-05-3.5604e-06i,-3.7601e-05-0.00010501i,0.00020197-0.0003196i,0.00022317+1.8918e-05i,-0.00015512+1.5159e-05i,-0.00013575+3.7444e-05i,0.00033106+0.00065768i,-0.00011495+0.0010683i,-6.1873e-05+0.00036434i,0.00020529-0.00023751i,-0.00023768-0.00040647i,-0.00020298+0.00012351i
-0.00089995+0.0011368i,-0.00034495+0.0018772i,-0.0016522+0.002237i,-0.0023721+0.0013808i,-0.0020331-7.712e-05i,-0.0018266-0.00023561i,-0.0011706+0.00061775i,-0.00093572+0.00071945i,-0.00070209+0.00060823i,0.00016766+0.0012076i,0.00033429+0.0008313i,-0.00060903+0.00012261i,-0.00043451+0.00028239i,0.00015756+9.7924e-05i,3.7556e-05-0.000104i,-0.00034903+0.00015357i,-0.00066609-0.00029428i,-0.00034942-0.00033258i,-0.0003953-0.00015698i,-0.00021092-0.00058869i,0.00038377-5.5487e-07i,0.00079605+0.00045293i,0.00067817+5.8598e-05i
-0.0019499-0.0036131i,-0.00046442-0.0031012i,-0.0016772-0.00092375i,-0.0023658+0.0010537i,-0.0012449+0.0016682i,0.00058091+0.00044338i,0.00012195-0.00038149i,-0.00067992-0.00069847i,-0.00063908-0.00054316i,-0.00028379+0.00045411i,0.00019865+0.00084538i,0.00035861-0.00030045i,0.0009414-0.0010298i,0.00095363-0.0013728i,0.00028402-0.00033112i,0.00019592+0.00090262i,-5.8161e-05+0.00055676i,-0.00072689+0.00056206i,-0.00054933+0.00027238i,0.0001267-0.00046894i,0.00035256-0.00050491i,0.00052764-0.00029343i,0.00033887-0.00014499i
0.0013682+0.0011567i,0.00057092+0.00039917i,-3.2978e-05-0.00046535i,-0.0011243-6.8014e-05i,-0.0024249-0.00025186i,-0.0026576-0.00028063i,-0.0024624+0.00028298i,-0.0014803+0.0012308i,-0.00045267+0.0013598i,0.00013366+3.8134e-05i,-0.00024362-0.00041691i,-0.00043274-3.8011e-05i,0.00038479+0.00047442i,0.00070867+6.8958e-05i,0.00052352-0.00022563i,8.3411e-05+0.00010638i,-0.00016288+8.3588e-05i,7.9591e-05-0.00056446i,0.0003516-0.00096616i,3.5111e-05-0.00042057i,4.19e-05-0.00053291i,0.00024089-0.00095248i,-0.00021155-0.00069656i
0.00053666-0.00067764i,0.00024129+0.00025713i,0.0010575+0.00085487i,0.0015991+4.3252e-05i,0.00057351+0.00026167i,-0.00081862+0.00099735i,-0.0011314+0.00052511i,-0.00035838-2.8931e-06i,0.00037492-4.5913e-05i,0.00029839+3.0707e-05i,3.8188e-05+0.00012358i,-0.00036896+0.00038126i,-0.00042691+0.00056075i,-0.00073719+0.00062367i,-0.0010278+0.00050756i,-0.0010306+0.00021537i,-0.0010833-0.00053201i,-0.00063726-0.0010874i,5.2254e-05-0.0010486i,0.00024027-0.00063694i,9.9329e-05-0.00036643i,5.0621e-05-0.00017707i,0.00017201+0.00020851i
0.0012687+0.0011862i,0.00032974+0.00018881i,-0.00027369-0.00053303i,-0.0014914-0.001191i,-0.0019155-0.0018419i,-0.0014289-0.0012765i,-0.0010619-0.00037824i,-0.00068137-0.0001479i,0.00021855+0.0005246i,0.00015669+0.00055253i,-0.00015191-0.00010529i,-0.00025156-0.00029716i,4.2029e-05-8.1928e-05i,-4.8542e-05+0.00040854i,-0.00038007+0.00085074i,0.00027763+7.7928e-05i,0.00028982-0.00089986i,-0.00014694-0.0010318i,8.2147e-05-0.0014952i,0.00027576-0.0016534i,0.00036352-0.0007207i,0.00038572-0.00012668i,-0.00032587-0.00042545i
0.00027595+0.00024795i,-0.00022776+0.00047285i,-0.0010599+0.0014126i,-0.0018865+0.0018704i,-0.0020685+0.00079921i,-0.0010332-2.2015e-05i,-0.00028347+0.00077449i,-0.0005061+0.00082949i,-0.00075069+0.00022635i,-0.00051474-0.00026826i,-0.00018861-0.00011277i,-0.0002671+0.00022765i,0.00036981-0.00037844i,0.00048503-0.0012004i,0.00012076-0.0008265i,0.00028626-0.00020019i,0.00010593-0.00016889i,0.00051095+0.00031787i,0.00070378+0.00070864i,-1.1772e-05+0.00058453i,-0.00060636+0.00024037i,-0.00085175-0.00019212i,-0.00017182-8.6784e-05i
0.00042994+0.001141i,0.00023815+0.00013199i,-0.00081448+0.00065468i,-0.0018416+7.6734e-05i,-0.0024205-0.00074261i,-0.0021763-0.00030085i,-0.0010049-0.00019399i,-0.00017896+0.00027734i,-0.00022749+0.00066107i,0.00023563+0.0001556i,0.00022255-0.00065853i,-0.00031032-0.0011803i,-0.00051968-0.00060869i,-0.00027713-3.8708e-05i,0.00086014-0.00034846i,0.00080927-0.00012298i,-0.00078337+0.00017157i,-0.0011616+0.00097025i,-0.00049914+0.0012784i,-0.00018057+0.00070293i,7.6747e-05+0.00037695i,0.00032262+0.00061482i,-0.00036462+0.00065965i
-0.0010602-0.00046721i,-0.00065836-1.719e-05i,-2.1592e-05-0.00033327i,-0.00053528-0.00057124i,-0.00083842-0.00037308i,-0.00084319-0.00046022i,-0.00089036+0.00017738i,-0.00070374+0.0012966i,-0.00052566+0.0013266i,-1.307e-05+0.0010489i,0.00046593-0.00016152i,0.00066868-0.00076328i,0.00010935+0.00017057i,-0.00069429+0.0002756i,-0.00084861-0.00029073i,-0.0008985-0.00086648i,-0.00043725-0.00068182i,-9.3165e-05+0.0001798i,-0.000409+0.00015897i,-0.00032342-0.00053941i,-0.00029877-0.00093401i,-0.00028015-0.0003822i,-9.7247e-05+0.00036007i
0.00014626+0.00041646i,0.00066137+0.00085301i,0.00090352-0.00041216i,0.00095603-0.0013056i,-0.00025865-0.001312i,-0.001515-0.0011929i,-0.00091591+8.9621e-06i,-0.00060057+0.00078255i,-0.00031806+0.00065872i,0.00017139-0.0005194i,0.00053229-0.0011637i,0.00041733-0.00059331i,-0.00023136-9.4205e-05i,-0.00028476-0.00043622i,-0.00040811-0.0001653i,-0.00066899+0.00033058i,-0.0002693+0.00024746i,-5.4494e-05-0.00010458i,-0.00039985-0.0002715i,-0.00028618-0.00050287i,-5.2092e-05-0.0001839i,-0.00020851+0.00028842i,-0.00063053+0.00077271i
-0.0009283+0.00039197i,-0.0013768+0.00012972i,-0.0012727+0.00089559i,-0.0015458+0.00090804i,-0.0023334+0.00083187i,-0.0024391+0.00078297i,-0.0010106+0.00026225i,-0.00010753+0.00042663i,0.00029693+0.00027209i,0.00064701+8.9561e-05i,0.0011095+0.00012404i,0.00086673+0.00028949i,0.00015498+0.0002111i,-0.00011773+0.00014564i,-0.00067713+3.362e-05i,-0.001062+0.00015736i,-0.00027451+0.000771i,0.00015433+0.00033044i,7.5274e-05-0.00023787i,5.3567e-05-0.00032558i,8.3397e-05+5.9091e-05i,-0.0003895+0.0005229i,-0.00012774+1.4677e-05i
0.00034676+0.00035376i,-0.00029098+0.00094373i,-0.0006823+0.0010369i,-0.0011673-0.00016228i,-0.0017896-0.00038498i,-0.002529+0.00028677i,-0.0025007+0.0017402i,-0.0008675+0.0022146i,0.0010633+0.0011269i,0.0011861+0.00013192i,0.00020969-0.00066099i,-0.00025403-0.00029802i,-0.00034818+0.00034327i,-6.1896e-06+0.00029224i,0.00087339+0.00082476i,0.0013261+0.00064126i,0.0011271-0.00015719i,6.9832e-06-0.00048339i,-0.00050059-0.00070655i,-9.8561e-05-0.00085351i,0.00052471-0.00027105i,0.00054058-9.0082e-05i,9.8938e-05+0.00024629i
-6.2884e-05+0.00011154i,-0.0006235-3.3139e-05i,-0.00046487-3.3657e-05i,-0.0005939+0.00040398i,-0.0010074+9.3565e-05i,-0.0014738-0.00050018i,-0.0017286+2.9074e-05i,-0.0012509+0.00032512i,-0.00019514+0.00034587i,-0.00020413-0.00043231i,-0.00090723-0.00080485i,7.7186e-05-6.6324e-05i,0.00050357+0.00014304i,0.00024997-0.00021662i,0.00048057-0.00024734i,0.00035742-0.00054309i,6.1101e-05-0.00054611i,-5.9157e-05+9.8545e-05i,0.00023795+0.00030102i,-0.00030426+0.00032856i,-0.00032979+0.00051782i,0.00041542-2.4003e-05i,0.00042491-0.00084826i
-0.0003607+0.00094013i,0.00022741-0.00074151i,0.00087337-0.0012748i,0.001474-0.0017622i,0.0008756-0.0017117i,6.4057e-05-0.0018636i,-0.00068526-0.0017715i,-0.00073955-0.000284i,-8.8867e-05+0.001119i,0.00015699+0.00085604i,-6.1068e-05+0.00082602i,-0.00071511+0.00026079i,-0.00050863-0.0010586i,-0.00023952-0.0015805i,0.00025796-0.0012943i,0.00043824-0.00012416i,0.00066285+0.0011363i,0.00064302+6.3986e-05i,0.00072894-0.00095423i,0.0005975-0.00082903i,0.00035744-0.00080888i,0.00082037-0.0004677i,0.00030662-5.1478e-05i
0.0015134-0.00023548i,0.00076144+0.0012482i,-0.0017025+0.00098532i,-0.0028891+0.00093754i,-0.0029533+0.0018007i,-0.0028698+0.0017048i,-0.0021042+0.00086819i,-0.0012302+0.00032699i,-0.000228-0.0003036i,0.00012459-2.9426e-05i,0.00017815+2.5964e-05i,3.9128e-05-2.0709e-05i,-0.00033422+0.00037651i,9.9556e-06-0.00014803i,0.00060816-0.0010539i,0.00039704-0.0011802i,-0.00036043-0.00021208i,-0.00033734+0.00034586i,0.000436+0.00028456i,0.00027471+0.00023913i,7.4324e-06-2.1793e-05i,0.00010262-0.00016522i,-0.00017443-0.00029705i
0.00051746+0.00013087i,0.0005473+0.00078615i,0.00046126+0.00075935i,-0.00047977+0.00025645i,-0.0010376-0.0002263i,-0.00080888-0.00022172i,-5.9202e-05+0.00067818i,-0.00037679+0.0007851i,-2.4755e-05+0.00058878i,-7.4914e-05+0.0008567i,-0.001155+0.00039586i,-0.00145-0.00018988i,-0.00013314-0.00014309i,0.00021841-0.00026043i,-0.00019683-0.00047527i,8.8805e-05-0.00019356i,0.00095124+1.0822e-05i,0.0012998-6.9421e-05i,8.7507e-05-0.0003527i,-0.00020169-0.00046107i,-0.00031534-0.00016409i,-0.00052521+3.5545e-05i,-8.697e-05+0.00017678i
0.0011926+7.6369e-05i,0.0005269-0.00032121i,-0.0018495-0.00074477i,-0.0036458-0.0020594i,-0.0025336-0.0020287i,-0.002116-0.00071796i,-0.0024503-0.00028494i,-0.0011732-0.00024176i,-0.00033721-0.00030239i,-0.00027009-3.3116e-06i,-0.00023024-0.00017006i,-0.0004997-0.0007637i,-0.00030153-0.00050316i,0.00046565+0.00013285i,0.00032571+0.00027192i,-0.00033466-0.00037153i,-0.0003992-0.0002731i,-0.00012264+0.00076106i,0.00013897+0.0013186i,0.0005841+0.00079983i,4.1421e-05+8.7808e-05i,-0.0002197+0.0005507i,-0.00012669+0.00048356i
0.001415+0.0010285i,0.0007936+0.0012307i,0.0011061+0.00081278i,0.00053682-0.00089326i,-0.0013365-0.0021794i,-0.0025162-0.0018732i,-0.0024578-0.00037929i,-0.0013416+0.00073884i,1.8424e-05+6.0704e-05i,0.00053132-0.00080469i,6.3786e-05-0.00046712i,-0.00010354-0.00038806i,0.00012695-0.00019495i,8.9179e-05+6.4501e-05i,0.00027093+0.00051951i,0.0003185+0.00069705i,0.00017937+0.00057652i,-0.00063863+0.00075361i,-0.00076624+0.00091264i,0.00015406+0.00036719i,-1.1765e-05-0.00053684i,-0.00094423+9.2786e-05i,-0.00072427+0.0002043i
-0.00050342+0.00053067i,-0.0014325-0.00045872i,-0.0021709-0.00060465i,-0.0019458-0.00058846i,-0.00092139-0.00092744i,-0.0011154-0.0019383i,-0.0022645-0.0017279i,-0.001207-0.00061325i,0.00043632+0.00016589i,8.8366e-05+0.00072152i,-7.4222e-05+0.00032773i,0.00011196-0.00038654i,0.00030986-0.00041696i,0.00036727-0.00027667i,0.00036394-0.00030558i,-2.6769e-06-0.00041096i,0.00020374-9.0412e-05i,0.00048379+0.00036769i,0.00023085-6.1386e-05i,-2.3713e-05-0.00033512i,-0.0004513-5.9787e-05i,-0.00060155+9.2638e-06i,-0.00046568-0.00022742i
0.00076049+0.00015144i,0.0015894+0.0010126i,0.0015166+0.00079393i,-0.00025093+0.00087937i,-0.0022258+0.001173i,-0.0021503+0.0013867i,-0.00049627+0.0013305i,0.00015845+0.00087208i,-0.00019664+0.00030614i,-0.00014271-0.00043809i,0.0002145-0.0011698i,0.00063101-0.0012803i,0.00041807-0.00067889i,-0.00030311-0.00048203i,-0.00032313-0.0010851i,0.00023127-0.0014078i,0.00057801-0.00048792i,-0.00023783+0.00038088i,-0.00089265+0.00039973i,-0.00020916+0.00023533i,0.00030448-5.4936e-05i,0.00025952+9.9434e-05i,0.00029148+0.000311i
0.00015451-0.00067454i,-0.00091089+0.00092736i,-0.0018849+0.0019607i,-0.0012699+0.00091925i,-0.00038955-0.00033409i,-0.00018312-0.0003054i,-0.00027124+3.2056e-05i,-0.0003732+0.0001851i,-0.0003406+0.00018013i,-0.00057363-1.3133e-06i,-0.00071344-0.00052931i,-0.00044288-0.0012967i,1.3223e-05-0.0014361i,0.0004113-0.00043077i,0.00065375-0.00031425i,0.00057422-0.00053545i,-8.5035e-06-0.00026229i,-0.00082992-0.00012845i,-0.0014482-0.00057569i,-0.00051314-0.0013548i,0.00041513-0.0010487i,0.00060366-0.00061425i,0.00059022-0.00026355i
-0.00060829-0.0014249i,-0.00013684-0.0022693i,-0.00057583-0.0019869i,-0.0014975-0.0008229i,-0.0018585+8.257e-05i,-0.00096124+0.00054768i,-0.00053298+0.0002291i,-0.00088787+0.00048207i,-0.00048384+0.00069652i,0.00090062+0.00016901i,0.0012312+0.0001387i,0.00023127-0.00018258i,-0.00055509-0.00053517i,-0.000534-0.000686i,-0.00037047-0.0006335i,-1.311e-05-0.0002525i,-9.9228e-05-1.9116e-05i,-0.00070407+1.8986e-05i,-0.00046566-0.00022311i,0.00017428-0.00063808i,0.00066469-0.0010283i,0.0007949-0.00098829i,0.00052495-0.00028305i
