-0.0055102+0.00059515i,-0.0048373-0.00015363i,-0.0054033+0.0021934i,-0.0045956+0.0047266i,-0.0019178+0.0049249i,-0.00030974+0.0031406i,0.00021283+0.0021593i,0.0013288+0.0021484i,0.0011716+0.0020873i,0.00050559+0.0017842i,0.0011753+0.0011874i,0.0011362+0.00065912i,0.0006458+0.00076907i,0.00094768+0.00056345i,0.00093341-0.00014888i,0.00045867-4.4361e-05i,0.00021909+0.000484i,8.5954e-05+0.0004231i,-0.00012065-0.00022252i,-0.00028641-0.00067078i,-0.00025207-0.00029909i,0.00048051+0.00016759i,0.00067696+1.2647e-05i
-0.00083257-0.00060093i,-0.00037078-0.00060338i,-0.00018153-0.00043433i,-0.00026439+0.00033401i,-0.0010101+0.0013566i,-0.0017974+0.00079474i,-0.001377+5.545e-05i,-0.00096426+0.00017554i,-0.00083043+0.00057263i,-0.00045761+0.00073595i,-0.0001938+0.0015571i,-0.0008011+0.0022201i,-0.0020549+0.0020338i,-0.0019143+0.0019976i,-0.0011646+0.00173i,-0.00141+0.00084027i,-0.00074393+0.00011153i,-0.00026684+0.00018301i,-0.00061661+0.00054861i,-0.00097179+3.5991e-05i,-0.0022146+0.00015688i,-0.0022357+0.00042132i,-0.00081539-0.00057005i
-0.00086922-0.00099288i,-0.0014897-0.001683i,-0.0012264-0.0012192i,-0.00084307-0.00039024i,-0.0014077-0.00060083i,-0.00089872-0.00060181i,-0.0004522-0.00021525i,-0.0005919-0.00043447i,-0.00023694-0.00051434i,0.00024322-0.0010142i,0.00038272-0.00075541i,-0.00058675+0.00051014i,-0.00081655+0.0011781i,-0.0010167+0.00085805i,-0.00099058+0.00035635i,0.00029398-0.00021713i,0.00015822-2.8649e-05i,-0.00044238+0.00058299i,-0.00043965+0.00093937i,-0.00048212+0.00048073i,-0.00040581-0.00034527i,7.7872e-06+2.6521e-05i,-0.00072989+0.000768i
-0.0003751-0.0010494i,0.00061775-0.0011505i,0.00034322-0.0018852i,-0.00014443-0.0020849i,-0.00075923-0.0010953i,-0.0014769+0.00054477i,-0.0011591+0.0016731i,-0.00097792+0.0019541i,-0.0013346+0.0010842i,-0.00085216-4.578e-05i,-0.00032043-0.00055062i,-0.00059475-0.00057745i,-0.0011425-0.00085502i,-0.0018392-0.001452i,-0.0015653-0.0010193i,-0.00018257-0.00035321i,0.00079397-0.00019076i,0.00012687-0.00077411i,-0.00082371-0.0010092i,-0.00032065-0.0010392i,-0.00015511-0.0007967i,-9.9388e-05-0.00016036i,-0.0001871-6.1086e-05i
0.0012221+0.0015323i,0.0021511+0.0010115i,0.0024683+0.00011661i,0.0010998-0.00029115i,-0.00039783-0.00024643i,-0.00030486+0.00016499i,6.0977e-06+0.00043385i,-0.00054095+0.00038842i,-0.00089243+0.00050364i,-0.00026734+0.00027416i,-4.8922e-05+1.3756e-05i,-0.00027253-0.00033103i,-0.00068849-0.00099414i,-0.001031-0.0011996i,-0.0012229-0.001065i,-0.00080136-0.0011255i,-0.00010251-0.00057152i,-0.00015776-0.00027956i,0.00015869-0.0010464i,0.00027295-0.0016346i,0.00018104-0.0012256i,0.00020669-0.00088106i,6.1805e-05-0.00024459i
0.00046715+0.00077561i,-5.2723e-05+0.0010435i,-0.00065085+0.00078602i,-0.00010736-0.00015122i,0.0003393-0.00054096i,3.5931e-05+0.00050723i,0.00064663+0.00019155i,0.00064817-0.00054077i,-0.00070297-0.00022457i,-0.0016455+0.00020035i,-0.0010744+6.0012e-05i,-0.00044793+0.00027574i,-6.5975e-05+0.00026991i,0.0011132+0.00025747i,0.0015802+0.00078646i,0.0011087+0.00091264i,0.00071723+0.00070528i,0.00093867+0.00075238i,0.001062+0.00049561i,0.0007677+0.00010672i,0.0003713+0.00041967i,-0.00060407+0.00086748i,-0.0010317+0.00064682i
-0.00025369+0.0019332i,-0.0010832+0.001846i,-0.00024985+0.0014261i,0.00086254+0.00085454i,0.00053804+0.00051842i,-0.00013895-0.00022145i,-0.00091222-0.00079065i,-0.0014054-0.00045089i,-0.0004541+0.00040848i,0.00038519+0.00058578i,2.1771e-05+0.00037251i,-0.00073129+0.00038147i,-0.0012971+5.9048e-05i,-0.00073443+0.00025945i,0.00015068+0.00083367i,0.00035565+0.0011072i,0.0006953+0.00085551i,0.00065112+8.7878e-05i,0.00068841+0.0001609i,-0.00024047+0.00083569i,-0.00088241+0.00072428i,-0.0011205+0.000281i,-0.0011859+1.5869e-05i
0.0010548+0.00013046i,0.00114-0.0012753i,0.001845-0.001388i,0.0011725-0.0011286i,0.0010074-0.00073472i,0.00075388+0.00012149i,-0.00063807+0.000955i,-0.00029037+0.00089353i,0.000698+0.00041004i,-0.00017756+8.8161e-05i,-0.00087658-0.00049765i,-0.00056918-0.00074031i,-0.0012276-8.4905e-05i,-0.0015485+0.0010188i,-0.0012655+0.0012736i,-0.00044404+0.00064359i,0.0002509+0.00019452i,0.00011039+0.00053565i,-0.00058317+0.00069877i,-0.00062507+0.00022875i,-0.0010848-2.2834e-05i,-0.0017757+0.00021615i,-0.00095924+8.9386e-05i
-0.0001107+0.0017802i,0.00062418+0.0014472i,0.0014772+0.001287i,0.0014886+0.00045746i,0.00065847-0.00029691i,-0.0006179-0.00062757i,-0.00031907-0.0008035i,-0.00020698-0.00094033i,-0.00065572-0.00030173i,-0.00033455+0.00074774i,-0.00017632+0.00072691i,0.00042433+3.4831e-05i,3.7184e-06+0.00014021i,-0.0014108-3.5854e-07i,-0.0022822+0.00032613i,-0.0015383+0.00085668i,-0.0010373+0.0010028i,-0.00065621+0.0010675i,-0.00026538+0.00017557i,-9.2564e-05-0.00073429i,0.00031928-0.0011011i,4.4737e-05-0.0012836i,-0.00019884-0.0012955i
-0.0010527-0.0003126i,-0.001651+0.000535i,-0.0011851+0.0018118i,-0.00014166+0.0016287i,0.00059961+0.0016933i,0.00063257+0.0019189i,0.00040898+0.0010289i,0.0001825+0.00012902i,0.00092443+4.4049e-05i,0.00074058+0.00018357i,-0.00057952-0.00039781i,-0.001002-0.00067255i,-0.0010345-0.00027207i,-0.0008653-0.00038603i,-0.00061681-0.001261i,0.00042932-0.0012357i,0.00146-8.9627e-05i,0.0006158-0.00033911i,-0.00018857-0.00061535i,-0.00019136-0.0003881i,0.00062338-0.00042269i,0.0007491+9.4842e-05i,0.0002229+0.00018422i
-0.00044534+0.00028591i,-0.0002772+0.0006781i,0.0001593+0.00020142i,8.6917e-05-2.9115e-05i,-0.00039603+0.00029571i,-0.00019397+0.00066169i,0.00012815+0.00038505i,0.00038794+5.6819e-05i,7.6672e-05+0.00036774i,-0.00061106+0.00071356i,-0.00078813-0.0001212i,-0.00022147-0.00055677i,-0.00054563-0.00014086i,-0.00086196+4.6111e-05i,0.00015731+0.00015107i,0.00092106+0.00049998i,0.00098651+0.00046864i,0.00067981+0.00027803i,0.00066233-0.00028667i,0.00068037-0.00044083i,-0.00028338-0.00014393i,-0.0013195+0.00028709i,-0.0005381+0.00027603i
0.00045617-0.0005293i,-0.00045846-0.00033363i,-0.0010236-0.00025991i,-0.00012087+0.00016416i,5.3618e-05+0.00066815i,-0.00023127+0.00036451i,-0.00044215+0.0003137i,-3.5013e-05-0.00013386i,0.00010394-0.00020351i,-0.00032078+0.00018596i,-0.00011299+0.00046867i,0.0004465+0.00074406i,0.00022574+0.00058681i,0.00042578-0.0010985i,0.00071051-0.0011853i,-0.00039093+0.00047549i,-0.00092285+0.00043754i,-0.0007017-0.00054397i,-0.00030021-0.00039626i,-2.2708e-06+0.00010128i,-0.00010171+0.00067222i,-0.00038993+0.00091072i,-0.00021287+0.00061522i
-0.0032171+0.00033041i,-0.0037517+0.00090259i,-0.0032096+0.0019424i,-0.0020799+0.0028106i,-0.001644+0.0023619i,-0.00089007+0.00066805i,0.00048613-0.00028406i,0.00078186-0.00045102i,-0.00010447-0.00037912i,-0.0012595-8.5184e-05i,-0.0012+0.00059749i,-0.00027791+0.0012221i,-0.00034074+0.0011798i,1.6813e-05+0.0014768i,0.00088122+0.0016172i,0.00074679+0.0011003i,0.00039178+0.000222i,0.00058439+0.00013691i,0.0004976+0.00038265i,6.0135e-05+0.00018401i,-0.00038598+0.0002909i,-0.00090576+4.818e-05i,-0.00091169-0.00051508i
-0.001876+0.00031277i,-0.00090187+0.00033372i,0.00047451+0.0009347i,0.00071928+0.0010949i,0.00078036+0.00044715i,0.00074248-0.00036916i,0.00016025-0.00021538i,-0.00098476-0.0001391i,-0.0021274-0.00016795i,-0.0017065+0.00036997i,-0.00057604+0.00086579i,0.00032778+0.00056869i,0.00010398+0.0006188i,-0.00092877+0.0013741i,-0.0013391+0.0013822i,-0.00049101+0.00054204i,0.00028673+8.4624e-05i,0.00050262-0.00020104i,0.00033313+0.0001061i,0.00038468+0.00026001i,-8.5948e-05-0.0004369i,-0.0010784-0.00081677i,-0.0010299-0.00064897i
-0.0007985+0.0019636i,-0.00034726+0.0024996i,-0.00068131+0.0024381i,-0.0016161+0.0021706i,-0.0018106+0.0016366i,-0.0013107+0.00061511i,-0.00075171+0.00051262i,-0.0011797+0.0010277i,-0.0011789+0.0010802i,-0.00033123+0.00087737i,-0.00021359+0.0003606i,-0.00041315-0.00022057i,-0.00099733+0.00022799i,-0.001849+0.0010048i,-0.0013395+0.00088723i,-0.0011533+0.00070045i,-0.00041236+0.00065839i,0.00090979+0.00045699i,0.00036039-0.00027399i,-0.00038645-0.00075744i,-0.00082001-0.0010327i,-0.00033679-0.00093555i,0.00036734-0.0011744i
4.6588e-06+0.0013344i,0.00014591+0.00052383i,0.00011706+0.00030918i,0.0013343-2.8937e-05i,0.0013816+0.00016959i,0.00015058+0.00028904i,-0.00034716+0.00023919i,-0.00039295-7.0531e-05i,-0.00028966-0.00032203i,-0.00058059-0.00014798i,-0.00089922-0.00069497i,-0.00087001-0.0012588i,-0.0013253-0.0013815i,-0.0015835-0.0005576i,-0.0010139-0.00036576i,-0.00064811-0.00091706i,-0.00021213-0.00065179i,8.8974e-05-0.00043337i,0.00024192+0.00027777i,0.00024727+0.00046663i,4.5972e-05-0.00054239i,4.3529e-05-0.0010051i,0.00040022-0.00021359i
-0.0014753-2.9757e-05i,-0.0018822+0.00010019i,-0.0016588+0.00029168i,0.00033365+0.00079194i,0.0013768+0.001405i,0.0007679+0.0012271i,-0.00047007+0.0001904i,-0.00096138-0.00025193i,-0.0010479-0.00017264i,-0.0012588+0.0002279i,-0.00116+0.00045318i,-0.00071796-0.00010295i,-0.0013811-0.0012206i,-0.0013245-0.0021612i,-0.0001443-0.0017569i,-7.9174e-05-0.00031032i,0.00035622-0.00040309i,0.0011332-0.0016573i,0.00089321-0.001758i,3.3776e-05-0.00098157i,-4.0632e-05+0.0002108i,3.6164e-05+0.00041801i,6.8932e-05-0.00027837i
0.00060671-0.00012423i,0.0011447-0.00091659i,0.00082263-6.8309e-05i,-0.00064538+0.00046265i,-0.00091504+0.00031151i,-0.00057233+0.00016853i,-0.00061274-0.00043153i,-0.00069071-6.2352e-06i,-0.00035154+0.00044881i,-0.00021852+0.00015455i,0.00014546+1.5195e-05i,0.00072629-3.6679e-05i,0.0008813-0.00053677i,0.0011911-0.00067659i,0.00109-0.00010298i,0.00064455+0.00079902i,0.00086286+0.0010207i,0.00069337+0.00067462i,0.00028282+0.00043422i,0.00033543-0.00022472i,0.00043846-5.727e-05i,-0.00043747+0.00030483i,-0.00078449+3.8776e-05i
-0.00093542-0.0011284i,-0.0010447-0.00060588i,-0.0018156-0.00055168i,-0.0019635+0.00025506i,-0.0014503+0.0015292i,-0.00027393+0.0022808i,0.00030774+0.0015431i,4.3174e-05+0.00060817i,-0.00039828+0.0008217i,-0.00076943+0.00095831i,-0.00034181+0.00068621i,0.00023471+0.00032635i,0.00056502+0.0001519i,0.00072254+0.0011896i,0.00034671+0.0022116i,-2.9125e-05+0.0017445i,0.00060161+0.00084028i,0.0011428+0.00031267i,0.00089043+0.0002124i,-0.00010664-0.00022455i,-0.00077031-0.00036119i,-0.00094443-0.00032937i,-0.00091571-0.00016821i
0.00012973+0.00091134i,0.00013467+0.0012596i,0.0014176+0.0014335i,0.0017416+0.00066031i,0.00037761+0.00070944i,-0.00069011+0.00031279i,-0.00032872-0.00066091i,-0.00018098-0.0008593i,0.00035267-0.00085169i,0.00069421-0.00071338i,-0.00012754-0.00060227i,-0.00055045-0.00055855i,-0.00027111+0.00049614i,-0.00083804+0.0023464i,-0.0013767+0.0024277i,-0.0010133+0.0015496i,6.8249e-05+0.0016505i,0.00025074+0.0011441i,-0.00034534+0.00017236i,-0.00054767-0.00029666i,-0.00064875-0.00024773i,-0.00058919+0.00051945i,-0.001014+0.00077336i
0.00076982+0.0018565i,0.00047822+0.00075937i,0.0007834+1.8767e-05i,0.0010839+0.00062667i,0.00067765+0.00067856i,0.00038283-0.00032736i,0.00061031-0.00096971i,0.00031575-0.0011154i,-0.00085126-0.0011283i,-0.0013651-0.00062035i,-0.0014678+0.00027805i,-0.0014177+0.00036735i,-0.0015139+0.00037755i,-0.0022177+0.00068357i,-0.001986+0.00080453i,-0.001209+0.0010481i,-0.00071453+0.00071014i,3.1206e-05+0.00035723i,0.0006399+7.5551e-05i,0.00049803-0.00010765i,-1.777e-05+1.3338e-05i,-0.00025496+1.2051e-06i,0.00052648-0.00078053i
0.0019387-0.001348i,0.0019789-0.0014972i,0.00021874-0.0028858i,-0.001486-0.0026259i,-0.0015267-0.00071251i,-0.00095926+5.8553e-05i,-0.00029999+6.5921e-05i,-6.5516e-06+0.00060084i,0.00031529+0.00011667i,4.3168e-05-0.00065651i,-0.00041991-8.7063e-06i,-0.00072057+0.00062933i,-0.001762-0.00032442i,-0.0028965-0.0011637i,-0.0019432-0.00098099i,-0.00075635-0.00092097i,-0.00027735-0.00068381i,-7.4551e-05+2.651e-06i,-0.00022489+1.6473e-05i,-0.0007974-6.783e-05i,-0.0012456+6.6146e-05i,-0.00056077+8.7415e-05i,-0.00014089-0.00018833i
0.0012135+0.0023535i,0.001064+0.0012871i,0.0021669+0.0011636i,0.0021622+0.00069141i,0.0010056-0.00015293i,0.00014508-0.00058806i,-0.00013201-0.00040863i,0.00019297-0.00010797i,0.00018153-0.00043294i,-0.00035669-0.00073365i,-0.00067564-0.00016038i,-0.0009259+5.7145e-05i,-0.0015977-0.00076951i,-0.0018846-0.002021i,-0.00077413-0.0021246i,-0.00012105-0.0014747i,1.187e-05-0.00094644i,-7.0517e-05-0.00016108i,-0.00011247+0.00033902i,-0.00019064+0.00025396i,-0.00028331-0.00013027i,-0.00063406-0.00020202i,-0.00076378-0.00025596i
-0.0012287+0.0015238i,-0.0014918+0.0015064i,-0.0018041+0.0015239i,-0.0011018+0.0013917i,0.00016127+0.0016377i,0.00091025+0.0012254i,3.8653e-05+9.3653e-05i,-0.00051461-0.0011726i,-0.00017354-0.00079469i,0.00030693-0.00082715i,0.00061378-0.00086026i,0.00036726-0.00026259i,0.00090245-0.0005362i,0.0021688-0.00038171i,0.0029722-8.3358e-05i,0.0023873-0.00082996i,0.0014013-0.0011641i,0.00073633-0.00022254i,-0.00023711+4.3078e-05i,-0.0010757-0.00017098i,-0.00044322+0.00032728i,-0.00031394+0.00025853i,-0.00036475-0.00012989i
0.00084739+0.0010242i,0.0010552+0.0017778i,0.0022325+0.0014936i,0.0022195+0.00040562i,0.00099033-0.00066937i,-0.00010738-0.0012276i,-0.0008865-0.0011392i,-0.0010218-0.00052002i,-0.000155+0.00032128i,0.00023961+0.00073376i,-0.00048605-5.7067e-05i,-0.00076827-0.00093124i,0.00022631-4.2196e-05i,0.0012743+0.00090112i,0.0014769+0.0011529i,0.0014171+0.0010845i,0.00076315+8.5102e-05i,0.00087627-0.00049591i,0.0014919-0.00032544i,0.00038093-0.0008481i,-0.00091547-0.0011145i,-0.00091604-0.00079553i,-0.00071207-0.00091862i
0.00093172+0.0013427i,0.00063703+4.71e-05i,0.0010161-2.3917e-05i,0.0010723-1.3301e-05i,0.0017048-0.00086025i,0.0010744-0.0009396i,0.00029747-0.00015835i,0.0010875+0.0001807i,0.0011219+0.00030396i,0.00048817+0.00025056i,-0.0003327+0.00013612i,-0.00080784+0.00036889i,-0.0008135+0.0014478i,-0.0010042+0.0026942i,-0.00039817+0.0024032i,0.00024027+0.0010964i,-0.00019798+0.00037531i,-0.00042921+9.9777e-05i,-0.00023865+0.00038113i,-0.00032304+0.00041111i,-0.00046664-0.00011561i,-0.00041354-0.00030156i,-0.00032299-0.00064848i
-0.0022123+0.0019628i,-0.0013343+0.0017804i,-0.00061845+0.0016572i,0.00023986+0.0016441i,0.00066446+0.0022013i,0.00078943+0.0014272i,0.00019638-8.6049e-05i,-0.00043473-0.00070511i,-0.00032329-0.00052343i,-0.0007164-0.00029018i,-0.00052857-7.4689e-06i,-0.00057646+0.00095501i,-0.0014981+0.00098871i,-0.0020493+0.0009723i,-0.0025716+0.0011373i,-0.0021763+0.0010267i,-0.0014783+0.00042571i,-0.0011081-1.5447e-06i,-0.00075375-0.00081015i,-0.00018764-0.0010496i,-0.00048332-0.0002403i,-0.00071737+0.00018694i,-0.00038485-0.0001513i
-0.0019764+0.001773i,-0.00091977+0.0018646i,0.00049537+0.0030287i,0.00075675+0.0028076i,0.00041905+0.0016363i,5.9066e-05+0.00054008i,-0.00012007+6.5903e-05i,-0.00043133+0.00019173i,-0.00067935+0.00076523i,-0.00082815+0.00063856i,-0.00052753-0.00028054i,-0.00013039-0.001096i,-0.00086622-0.0012629i,-0.0012953-0.0017893i,-0.0012056-0.0018461i,-0.0012328-0.0017342i,-0.00080509-0.0015294i,-0.0005972-0.00048909i,9.0732e-05-0.0005757i,0.00082663-0.0012783i,0.00052912-0.0011019i,0.00013346-0.00066891i,0.0004767-0.00029669i
0.00073668+0.00097538i,-0.00038358+0.0004914i,-0.00075274+0.00051665i,0.00014609+0.0016141i,0.00064086+0.0020608i,-2.5353e-05+0.0014183i,-0.0005692+0.0008661i,-0.00014393+0.00059721i,0.00034526+0.00034667i,0.00046534-0.00025223i,-7.5822e-05-0.00067983i,-0.00043368-0.000496i,-0.001029-0.00098731i,-0.00084037-0.0018964i,-0.00031819-0.0021242i,1.6451e-05-0.0014587i,0.00053303+4.0832e-05i,0.00048955+0.00078306i,-0.0003034+4.3997e-05i,-0.00099061-0.00085823i,-0.00062101-0.00020346i,4.6067e-05+0.00015335i,0.00053859+4.6511e-05i
0.000843-0.0012083i,0.0015268-0.0013898i,0.00097243-0.0012004i,-0.001209-0.00067665i,-0.0012696-0.0010879i,-0.00013404-0.00079008i,5.6193e-07-0.00038315i,-0.00015145-0.00042099i,-0.00070165-0.00051097i,-0.00094292-0.00071541i,-0.00051424-0.00050669i,-0.00054716-0.00018299i,-0.0003912-0.00057292i,0.0010622-0.00036763i,0.0020717+0.0005795i,0.0013633+0.00064563i,0.00092194+0.00057383i,0.0013826+4.9527e-05i,0.0008547-0.00038288i,-0.00023694+4.4487e-05i,-0.00021659-0.00063263i,0.00046854-0.00093054i,0.00012576+0.00026859i
-0.0008794+2.9687e-05i,-0.00094099+0.00051956i,-0.00057688+0.00042002i,-0.00016125+0.00094041i,4.2498e-05+0.0018471i,0.00013888+0.0014495i,1.1798e-05+0.00063389i,-0.00015134+0.00094186i,0.00052205+0.00051783i,0.00040871-0.00034565i,-0.00032184-0.00023133i,-0.0005739+0.00016028i,-0.00044178+0.00097201i,-0.00013076+0.0019404i,4.6403e-05+0.0018428i,0.00019655+0.00064522i,0.00064296-0.00024424i,0.00086704-0.00043371i,0.00035824-0.00063936i,-0.00023818-0.00016048i,-0.0004936+0.00019678i,-3.9383e-05-0.00031514i,0.00036587-0.00045569i
0.00020973+0.0015627i,-0.00059475+0.0014296i,-0.0020751+9.5855e-05i,-0.0022069-0.00056358i,-0.0010052+1.7805e-05i,-0.00044228+0.00086319i,0.00025174+0.00060973i,0.00064147+0.0006027i,0.00012095+0.00075762i,-0.0010429+0.00010354i,-0.0017193-4.4993e-05i,-0.0015292+0.00039336i,-0.0014743+0.0011802i,-0.0026086+0.0028513i,-0.0025238+0.0030697i,-0.00068983+0.0016581i,0.00068537+0.000532i,0.0010443-7.1671e-06i,0.00031973-0.00049244i,-0.00029658-0.0007561i,-0.00059424-0.00077735i,-0.00042622-0.00087788i,-0.00071961-0.00033322i
-0.0017189-0.0021738i,-0.00098767-0.0019788i,-0.001207-0.001784i,-0.0016665+0.00035595i,-0.0023111+0.001932i,-0.001621+0.0011458i,-1.0746e-05+0.00057964i,0.001045+0.00047597i,0.00015952+9.2765e-05i,-0.00097114+0.00078274i,-0.00077014+0.0014671i,-0.0011139+0.0013943i,-0.0023963+0.0011919i,-0.0029391+0.0011024i,-0.002069+0.0011325i,-0.0010969+0.00059561i,0.00026557+6.5609e-05i,0.00086716+0.00030481i,8.3069e-05-0.00029657i,-0.00051643-0.00078015i,-0.00029282-0.0011042i,0.00015117-0.00043003i,0.00010362+0.00062776i
-0.00016965+0.00011001i,0.00041893-0.00055232i,0.00062941-0.0015649i,0.00047182-0.0010592i,-0.00056872-1.4039e-05i,-0.0006286+0.00089997i,-0.0001407+0.00013214i,-6.5565e-05-0.0010742i,-3.9643e-05-0.00077286i,-0.0010577-0.0013091i,-0.0018456-0.0011609i,-0.0018953-0.00072869i,-0.002385-0.0013909i,-0.0024252-0.0012886i,-0.00099675-0.0011295i,0.0008444-0.00072808i,0.0010596-7.1085e-05i,0.00067815+9.5145e-05i,0.00062386-0.00064223i,0.00011039-0.0015274i,0.00015438-0.00062954i,0.00027932+0.00049078i,1.8128e-05+0.00031942i
-0.0024274-0.00052837i,-0.0028476-0.00041369i,-0.0025823-7.597e-06i,-0.0020699+0.0014892i,-0.0020191+0.0017486i,-0.00044865+0.001592i,0.00017616+0.00086694i,-0.00055101-8.099e-05i,-0.0010318-0.00035479i,-0.0010801-0.00046257i,-0.0001626-0.00023896i,0.00075655-0.0006779i,0.0013581-0.0014578i,0.0014698-0.0016631i,0.0011831-0.0011905i,0.001181-2.8812e-05i,0.0013117+0.0008126i,0.00029656+0.00010074i,6.046e-05+4.946e-05i,1.599e-05+0.00032661i,-0.00019632+0.00020856i,0.00072931+0.00033698i,0.0007388-4.4733e-05i
0.00046073-0.00026187i,0.0004208+0.00032993i,-0.0008982-0.00087089i,-0.001443-0.001582i,-0.0010281-0.00027095i,-0.00094219+0.00099872i,-0.0010072+0.0013978i,-0.00059919+0.00060525i,-0.00026919+8.121e-05i,-0.00012061+0.00034674i,0.00039102+0.00071344i,0.00071627+0.00084639i,0.00076915+7.7014e-05i,0.0019342+3.9532e-05i,0.0024345+0.00090631i,0.0019162+0.0012084i,0.001219+0.00096276i,0.00097436+0.00034717i,0.001083-0.00049426i,5.7337e-05-0.00038499i,-0.0005358+0.00028137i,-0.00095632+0.00034333i,-0.0010128+0.00026869i
-0.0011585-0.0025953i,-0.0013646-0.0029507i,-0.0028104-0.0021176i,-0.0029797-1.07e-05i,-0.002537+0.0023178i,-0.0016981+0.0029953i,-0.00049018+0.0018789i,0.00054013+0.00043553i,4.6959e-05-8.5948e-05i,-0.00034749+2.2259e-05i,-8.9187e-05+0.00095614i,0.00027478+0.0016055i,0.0006158+0.0022075i,0.00013698+0.0032408i,-0.00011822+0.0027277i,0.00042195+0.0016087i,0.00028538+0.00058579i,-2.2406e-05-0.00040655i,0.00026242-0.00051157i,-0.00019834-0.00043298i,-0.00043547-0.00054826i,-0.00015583+4.6135e-05i,-0.00012585+0.00088657i
0.0010965-0.001624i,0.0017228-0.0024742i,0.00068149-0.003725i,-0.0010096-0.003612i,-0.0017944-0.001528i,-0.0020728-0.00010425i,-0.0019402+5.2378e-05i,-0.00099108-0.00023553i,-0.00064028-0.00028013i,-0.00060373+0.00027893i,-0.00056811+0.0013303i,-0.0008275+0.0017699i,-0.0018685+0.0016274i,-0.0030368+0.0025935i,-0.0022754+0.002729i,-0.00070676+0.001679i,9.6882e-05+0.00097772i,0.00014335+0.00071647i,-0.00064805+0.00033901i,-0.00073344-0.00035762i,-0.0010263-0.00099474i,-0.0016048-0.00060248i,-0.0016007+0.00033786i
0.00066558-0.0014935i,0.0014593-0.0010167i,0.0013022-0.00077125i,-0.00025269-0.0005982i,-0.0016619+0.00020841i,-0.0014364+0.0014003i,-0.00082767+0.0013324i,-0.00063189+0.0012328i,-0.0015193+0.0012887i,-0.0018729+0.0007643i,-0.0017974-0.0005098i,-0.0020941-0.00029301i,-0.0024721+0.00045106i,-0.002734-1.1367e-05i,-0.0026298+0.00035537i,-0.0016899+0.00071074i,-0.00023098+0.00074515i,0.00086912-4.2847e-05i,0.0010047-0.00079066i,0.0002067-0.00063226i,-0.00024342-0.0008578i,-5.113e-05-0.00098162i,-0.00016821-0.00048008i
0.00057812-0.00024639i,0.00040631-0.00078278i,0.00035016+0.00052543i,-0.00037584+0.0016781i,-0.0014055+0.0010483i,-0.0015486+0.0001917i,-0.00023683-0.0001422i,-4.4577e-05-0.00020289i,-0.00062359-5.5228e-05i,-0.00042557+0.00036365i,-0.00072618+0.00029621i,-0.0011871-0.00089185i,-0.0011625-0.001835i,-0.0017977-0.0014918i,-0.0013479-0.00097681i,0.00032036-0.00017874i,0.00083384-2.0625e-05i,0.00033928-0.00039813i,-5.1403e-05-0.00037231i,0.00010444-0.00052462i,0.00024363-0.00085904i,0.00040568-0.00097421i,0.00019429-0.00058083i
0.0024757-3.1658e-05i,0.0032272-0.00024045i,0.0029002-0.00044331i,0.0012238-0.00086456i,-0.00034623-4.1429e-05i,-0.00066439+0.00067276i,-0.00064935+0.00032356i,-0.00069879+4.3249e-05i,-0.0004632-0.00068425i,-0.0004712-0.0016482i,-0.00058245-0.001896i,-0.00022343-0.0019739i,0.00048225-0.0018578i,0.00032854-0.0014259i,0.00024257-0.00047248i,0.00025985+0.00044955i,0.00025856+0.0010836i,8.3826e-05+0.0014692i,-0.00028266+0.0013429i,-0.00034761+0.00054649i,0.00017064+6.2886e-05i,0.00022265-7.3044e-05i,-0.00019411-0.00021042i
-0.0009916-0.0025728i,-0.0018487-0.001183i,-0.0030731-0.0015063i,-0.0031825-0.0017891i,-0.0020187-0.00095457i,-0.00070208+0.00045033i,-5.6208e-05+0.00092457i,0.00015227-4.1245e-05i,0.00062814-0.00058342i,-0.0001796-0.00034398i,-0.00063236+0.00087998i,0.00053938+0.0013361i,0.0014306+0.00070633i,0.0016494+0.00065025i,0.0017369+0.00098072i,0.0012655+0.00037934i,0.00012519-0.0001833i,0.00011064-8.6454e-05i,0.00014571+0.00025974i,-0.00019014+0.0010751i,2.6989e-05+0.0013149i,0.00055141+0.0011232i,0.00068272+0.00059862i
-0.0012906-0.00013222i,-0.0019921-0.0019396i,-0.0012526-0.0020262i,-0.00049268-0.0015266i,-0.00076591-0.00010508i,-0.00133+0.00081236i,-0.001809+0.00024691i,-0.0013969+8.7764e-05i,-0.00053921+0.00050455i,-0.00064361+0.00078242i,-0.0010219+0.00028538i,-0.00066109+0.00015257i,0.00016428+0.0012422i,0.0007169+0.0026458i,0.00068636+0.0031073i,5.4792e-05+0.0021171i,0.00010323+0.00088868i,0.00092034+0.00028011i,0.00071331-0.00084663i,0.00042544-0.0011237i,-0.00025694-0.00069151i,-0.00076794-0.00082925i,0.000465-0.00039563i
