-0.0055102+0.00059515i,-0.0048373-0.00015363i,-0.0054033+0.0021934i,-0.0045956+0.0047266i,-0.0019178+0.0049249i,-0.00030974+0.0031406i,0.00021283+0.0021593i,0.0013288+0.0021484i,0.0011716+0.0020873i,0.00050559+0.0017842i,0.0011753+0.0011874i,0.0011362+0.00065912i,0.0006458+0.00076907i,0.00094768+0.00056345i,0.00093341-0.00014888i,0.00045867-4.4361e-05i,0.00021909+0.000484i,8.5954e-05+0.0004231i,-0.00012065-0.00022252i,-0.00028641-0.00067078i,-0.00025207-0.00029909i,0.00048051+0.00016759i,0.00067696+1.2647e-05i
0.0010439+0.0020489i,0.00050353+0.0021251i,0.0007259+0.0018424i,0.00043036+0.0007854i,0.00024023-0.00056679i,0.00018563-0.0010948i,6.4736e-05-0.00032835i,-0.00069905+6.7826e-05i,-0.00094978+0.00064803i,-0.00034814+0.00084866i,0.00010882+0.00031951i,-0.00019622+0.00059955i,-0.0011226+0.0005996i,-0.00092036+0.00042226i,-0.00015963-2.6967e-05i,-7.1461e-05-0.00061199i,0.00043978-0.00042867i,0.00097926-0.00061377i,9.1006e-05-0.0010853i,-0.0005891-0.00046531i,-0.00073906-4.907e-05i,-0.00080927-0.00040259i,-0.00078398-0.00022388i
0.0006407+0.00098747i,0.00023481+0.00067037i,0.0012892+0.00096227i,0.0015256+0.00078154i,0.00096933+0.0012329i,0.00076239+0.0014647i,0.00055295+0.00024035i,0.00047638-0.00058634i,0.00040358+0.00014854i,6.9962e-05+0.00079674i,3.5442e-05+0.00053592i,-0.00022454+0.00015344i,-0.00062016-0.00025i,-0.00075112-0.00084059i,-0.00029214-0.00133i,5.0753e-05-0.0010403i,-0.00019769-9.3687e-05i,-0.00035709+0.00080655i,-0.00075085+0.00014404i,-0.00065596-0.00011077i,-0.00066808+0.00010038i,-0.00087852-0.00054495i,-0.00076698-0.00081059i
-0.00026199+0.0020231i,-0.00011044+0.0017278i,0.00056386+0.00088323i,0.0018067+0.00049123i,0.002319-0.00028092i,0.0010031-0.0010526i,0.00069587-0.00044193i,0.00061526-0.00071948i,-9.8349e-05-0.0005103i,-0.00027343+0.00044138i,-0.0008461+0.00077681i,-0.00070783+0.0002267i,-0.00033869-0.00056502i,-0.0010756-0.00057269i,-0.0011883-0.0002541i,-0.00020412-4.6162e-05i,0.00019724-0.00014493i,-0.00014585-0.00014966i,-0.00036464-0.00076626i,0.00010343-0.00092756i,0.0003152-0.0003297i,0.00017249-0.00013648i,0.00044886-0.00016478i
-0.00070346+0.0013163i,-0.00040248+0.001364i,0.00061051+0.0014279i,0.0010033+0.0015036i,0.00038579+0.00099535i,0.00026435+9.1116e-05i,0.0004155-0.00058463i,0.00016367-0.0002815i,5.7239e-05+0.00040905i,0.00038567+0.00028482i,0.000664+0.00022298i,0.00031055+1.6542e-06i,0.00037853+0.00054036i,0.00050466+0.0013873i,0.00036151+0.00079636i,1.2423e-05+0.00012864i,2.5826e-05+0.00013065i,0.00026398-0.00016664i,-0.00013669-0.00068199i,-0.00073326-0.00077549i,-0.0008546-0.0001789i,-0.0010069+0.00041058i,-0.00071634+0.00014355i
-0.00059166+0.00041842i,-0.0015173+0.0014165i,-0.0025463+0.0017742i,-0.0017103+0.0019812i,-0.00081122+0.0019581i,-0.00027764+0.0012562i,0.00026169+0.00064236i,-0.00035131+0.00045832i,-0.0015697+0.00096613i,-0.0015017+0.00099661i,-0.00055716+0.00085206i,-0.0003714+0.0010985i,-0.00020388+0.00080576i,3.4994e-06+8.8374e-05i,0.00032382-0.00020569i,0.00015773-0.00053087i,0.00018132-0.0001542i,0.00018303+0.00032156i,-0.00044946+0.00042148i,-0.0010409+0.00025262i,-0.0011074+7.8652e-05i,-0.001045+0.00028878i,-0.00057938+0.00026983i
-0.0020388-0.00054776i,-0.0024084-0.00038475i,-0.0018047+0.00018734i,-0.00062461+0.00085501i,1.2731e-06+0.00080059i,4.9308e-05+0.00012642i,6.457e-05+0.00028029i,0.00021986-0.00028087i,0.00041602-0.00051215i,8.6265e-05+0.00073555i,-0.00034448+0.0012468i,-0.00059671+0.00068418i,-0.00031474+0.00060526i,0.00018668+0.0007319i,8.538e-05+0.00070705i,-2.8966e-05+0.00092647i,-0.00025366+0.00054129i,-0.00026598+0.00053773i,0.00023024+0.00098867i,0.00014161+0.00039456i,2.7876e-05-0.0003147i,-0.00031986+1.063e-05i,-0.00049167+0.00018819i
0.0014895-0.00022129i,0.0016174+0.00013077i,0.0014315+0.00095251i,0.0012813+0.00068783i,0.0012179-0.00062758i,0.00058493-0.00095609i,-0.0003229-0.00056278i,-0.00041098+3.2217e-06i,-7.9464e-05+0.00086607i,0.00026457+0.00084643i,0.00087239+4.0656e-05i,0.00086239+0.00017803i,-0.00013416+0.00090069i,-0.00018457+0.0006509i,0.00046818+0.00036098i,0.0003051-2.146e-08i,0.00012557+0.00021109i,2.8829e-06-6.0771e-05i,-0.00021649-0.0003568i,-6.0874e-06-0.00037604i,0.00048807-0.0011157i,-0.00015947-0.00065572i,-0.0011753+0.00039901i
-0.00029259+0.00022384i,-0.00020216-0.00017274i,0.00047131+7.7365e-05i,0.00013463+0.00057011i,0.00010542-0.00039938i,1.5044e-05-0.00058052i,-0.00041652+6.8028e-05i,-0.00021621+0.000541i,6.4491e-05+0.00086158i,-0.0003259+0.00033205i,-0.00068168-0.00035293i,-0.00094353+0.00033885i,-0.00093937+0.00047605i,-0.0007938+0.0005764i,-0.00085091+0.00029176i,-0.0002787-0.00033838i,8.2332e-05-0.00067872i,-0.00020712-0.0010811i,0.00012106-0.00040406i,0.00097559+0.00024325i,0.0010745-4.1519e-06i,0.00027665-0.00052611i,-0.00037673-0.00051433i
-0.0018003+0.00046062i,-0.0015674+0.00059894i,-0.0015167+0.0016249i,-0.00083351+0.0014066i,-0.00042145+0.0011588i,-0.0003566+0.00088843i,-0.00042379+0.00080506i,-0.00081997+0.00044086i,-0.00086126+0.00010966i,-0.00047994-3.9466e-05i,-3.8548e-05-5.5814e-05i,-0.000361+0.00046933i,-6.0786e-05+0.00022666i,0.00053068+0.00030986i,0.00022068+0.00015946i,0.00062523-8.2516e-05i,0.00066373+0.00033256i,-0.00041817+0.00081089i,-0.00065036+0.00057038i,-0.00050507+0.00035726i,-0.00062407-5.5035e-05i,-0.00050497-0.00039828i,3.7133e-05-0.00024794i
0.00055317-0.00062004i,-0.00023708+0.00095967i,-0.00073321+0.00083218i,-0.00046091-0.00061689i,0.00029-0.00022314i,0.00046092+0.00033734i,0.00049338+0.00062851i,-0.00017827+0.00069732i,-0.00061477+0.00018401i,-0.00072786+0.00031525i,-0.00066066+0.00074135i,-0.00074094+0.0005185i,-0.0013644+0.00042917i,-0.00065374+0.0010452i,0.00029301+0.0017816i,0.00026918+0.0010477i,0.00089277-0.00048489i,0.0014275-0.0011105i,0.0013301-0.000538i,0.0010082+0.00045226i,0.00023978+0.00094983i,0.00014188+0.00067546i,0.00046514+0.00032955i
0.00069846-0.0004502i,0.00054053-0.00076698i,0.00014078-0.0017825i,-0.00029782-0.0010698i,-0.00077454+0.00046761i,-0.00062236+0.0010454i,-0.0003863+0.0006814i,5.631e-05+0.00054116i,0.00021015+0.0006802i,-0.00011459-4.6907e-05i,-0.00078925-0.00063993i,-0.00080052-0.00016681i,-0.00051245+0.00051531i,-0.00064717+0.00057421i,-0.00035543+1.6196e-05i,3.8047e-05-0.000345i,0.00056047-0.00085175i,0.0010176-0.00095339i,0.0011156-0.00074245i,0.00084-0.00054382i,0.00059918-0.00010566i,0.00025956+1.1531e-05i,0.00028489-2.3752e-05i
0.00024321-0.00049062i,-0.00035775-0.00097424i,7.6144e-05-0.00090582i,0.0010116-0.00027703i,0.00091956+0.00017367i,-0.0001563+0.00056159i,9.4716e-05+0.00015706i,-0.00023849-0.00036143i,-0.00089903-0.000234i,-0.00061062-0.00020798i,-0.00038817+0.00022656i,-0.00030583+0.00047519i,-0.00029274+0.0001382i,-0.00025515+0.00045192i,-0.00027168+0.00082565i,0.00044781+0.00048182i,0.00094651+0.00034268i,0.0010747+5.289e-05i,0.0013012-0.00035619i,0.00036741+0.00027656i,-0.00049459+0.00021281i,-0.00058092-0.00033373i,9.4567e-06-0.00069327i
-0.00030587-0.0012823i,-0.0010293-0.00071712i,-0.0017137-0.00063118i,-0.0014863+2.3193e-05i,-0.00086095+0.0011021i,-0.00032941+0.0012533i,-0.00037368+0.0006999i,-0.00024692+0.00062672i,8.6814e-05+0.00063758i,-0.00020201+0.00062908i,-0.00047856+0.00032658i,-0.00062591-7.4729e-05i,-0.00051245+3.8944e-05i,-0.00029653-0.00024153i,-0.00064903+5.5639e-05i,-0.00077529+0.0010387i,-0.00030982+0.00089215i,-0.00010548+3.9416e-05i,0.00054716-0.00041123i,0.00027656-0.00064811i,-0.00052283-0.00015989i,-0.00072547+0.00096556i,-0.00077073+0.00072138i
0.00063306-0.00058779i,0.00057001-0.0001854i,0.00016025-0.00032405i,0.00035793-0.00010113i,0.00088626-0.00014605i,0.00097822-3.1284e-05i,0.0009005+0.00083824i,0.00078533+0.001709i,-0.00011798+0.0010867i,-0.00076002+0.00033305i,-0.00080894+0.00026508i,-0.00037243+6.8435e-05i,0.00030814+0.00052695i,0.00041202+0.00075176i,0.00024292+0.00072604i,0.00039557+0.00036991i,0.0008959-0.00023615i,0.00092578+0.00017024i,0.00072357+0.00024284i,0.00040153-0.00013522i,-5.5103e-05-0.0004817i,-0.00032564-0.0007267i,-0.00031651-0.00039092i
0.00034869+0.0013287i,0.00087446+0.0015786i,0.00010256+0.0011058i,-0.00023173+0.00060597i,-2.1248e-06+0.00083957i,-0.00025633+0.00050603i,-0.00010654-0.00025811i,-0.00024646-0.00096051i,-0.00018444-0.00050649i,0.00033162+6.7699e-05i,-8.0532e-05+0.00021768i,-0.00077748+2.7459e-05i,-0.0011196+0.00024728i,-0.00056941+0.00052943i,0.00017696+0.00070513i,-0.00015606+0.00053098i,5.2323e-05+0.00032929i,0.00041991-0.00029723i,0.00045228-0.00050947i,0.00065663-0.00047667i,0.00026561-0.00073118i,-9.6402e-05-0.00058031i,-0.00029134-0.00026188i
-0.0011981-0.0020469i,-0.0007846-0.0020025i,-0.0011397-0.0018319i,-0.00084333-0.00055239i,-0.00031908+0.0005495i,-0.00047648+0.0010212i,-0.00080272+0.00080984i,-0.001185-6.2823e-05i,-0.00084699-0.00049358i,-0.00013025-0.00016372i,-0.00059387+0.0001777i,-0.00031991+0.00037335i,0.0004413+0.0004928i,0.00058136+0.00012991i,0.00065348+8.2377e-06i,0.00088152+0.00021664i,0.00071383+0.00040887i,0.00041596+0.00040109i,0.00031162+0.00041175i,0.0004424+0.00035649i,0.00013939+0.00020924i,-0.00037448-0.00040855i,-6.8953e-05-0.00071446i
2.3462e-05-0.0016272i,-0.0002221-0.00082649i,-0.0013246-0.00047086i,-0.001791+0.001131i,-0.001575+0.0016066i,-0.00069146+0.00058859i,-0.00016925-0.00025293i,-0.00023285-0.00064446i,-0.0003807+0.00013051i,-0.00049336+0.00037664i,-0.00076625+6.8095e-05i,-0.00080687+0.00010356i,-0.00011752+0.00054631i,0.00023169+0.0009654i,0.00081715+0.0010032i,0.0010445+0.00064079i,0.0005456+5.4158e-06i,-0.00014549-8.398e-06i,-0.0003472-8.0817e-05i,-0.00043526-0.00028698i,-0.00089239+0.00051789i,-0.00075873+0.001216i,0.00011946+0.00062035i
0.00027362-0.00033874i,-0.00027473-0.00098793i,0.00066748-0.0010399i,0.00088484-0.00053106i,0.00079198-5.9006e-05i,0.00037996+0.00035799i,4.2759e-05-8.9806e-05i,-0.00025718-0.00029481i,-0.0010311-9.0353e-05i,-0.00066227-0.00035985i,0.00051595+1.9695e-05i,0.00052035+0.0010459i,-0.00016391+0.0013027i,0.00028975+0.00073276i,0.00098901+0.00064563i,0.00081551+0.00043318i,0.00043881-0.00025444i,0.00046772-0.00054521i,0.0005208-0.00041564i,0.00050447-0.00022046i,0.00027488-0.00021725i,0.00020163+0.00011908i,0.00043232+0.00059229i
0.00015157-1.0573e-05i,-3.3898e-05-0.00053643i,0.00075985-0.00013941i,0.0012897-0.001071i,0.00065322-0.00081564i,-0.00043771+0.00021507i,-0.00058182-0.00029555i,-0.00033445-0.00051501i,-0.00048238+3.5032e-05i,-0.00046969+0.00033139i,-7.8302e-05+0.00044968i,-0.00025937+0.0004831i,-0.0003605+0.00059618i,-0.00070375+0.00060316i,-0.0013424+0.00048237i,-0.0011087-0.00017586i,-0.00086911-0.00038812i,-0.00067691-0.00042825i,-0.00015593-0.00081216i,-4.0066e-05+3.9171e-05i,0.00039526+0.0013085i,0.00066234+0.0011849i,0.00049036+0.00066159i
-5.9651e-05-0.00020949i,0.00020299-0.00064671i,0.00019678-0.00059525i,0.00040916+0.00033831i,0.00071685+0.00043085i,0.00036192+0.00015879i,5.2262e-05+0.00023391i,-0.00023537+0.00047697i,-0.00087612+0.0001362i,-0.0014663-3.8311e-05i,-0.0011926+0.00049642i,-0.0004176+0.00057566i,-0.00074337+0.00061321i,-0.00083333+0.00049008i,0.00039885-3.0185e-05i,0.0008465-0.00077561i,0.00067047-0.00087463i,0.0011316-6.4664e-05i,0.0014001+5.1136e-05i,0.00016956-4.0363e-05i,-0.00093364+9.6282e-05i,-0.00060888+0.00044518i,-0.00077499+0.00047897i
-0.001219-0.00064659i,-0.0011853-0.00016544i,-0.0012859-0.00011615i,-0.00088955+0.0006919i,-4.6756e-06+0.0010749i,0.00027995+0.00081577i,0.0002154-1.9351e-05i,0.00093424+0.00030333i,0.00076918+0.00053569i,-0.00047752+0.00038247i,-0.00014685+5.1626e-05i,0.00043232-0.00019011i,0.00029858+6.3203e-05i,-4.7113e-05+0.00049908i,-0.00041921+0.00080539i,-8.521e-05+0.0011063i,0.00022102+0.00054955i,0.00055216-0.00017206i,0.00057519-0.00027471i,0.00042424-7.8729e-05i,-7.1008e-05+8.6205e-05i,-0.00082869+0.00054033i,-0.00024181+0.00088225i
0.00024555+0.00086739i,0.0010219+0.00075932i,0.0015718+0.00093897i,0.0011841+0.00073329i,0.00069551+0.00053357i,0.00071684+0.00080774i,0.00076991+0.00034435i,-0.00018156+8.3962e-05i,-0.00089847+0.000139i,-0.00077028+0.00043153i,-0.00054213-0.00013497i,-0.00042353-0.00062011i,-0.00061214+0.00041233i,-0.00033922+0.0016153i,2.3552e-05+0.0015906i,0.00030969+0.00091987i,0.00011138+0.0010272i,-0.00011756+0.00084771i,6.1584e-05-8.4245e-05i,-1.0289e-05+0.0003022i,-0.00027211+0.00056294i,-3.8165e-05-7.582e-05i,0.00010877-0.00011587i
-0.00049886+0.00029787i,-0.00041116+0.00035505i,2.903e-05+0.001012i,0.00078673+0.0010788i,0.0017594+0.0015881i,0.0018429+0.0015474i,0.0013388+0.00075847i,0.00036498+0.00045284i,-0.00029881+0.00049818i,0.00014329+0.00039058i,0.00021297+0.00066153i,-0.00042383+0.00047656i,-0.00040913-0.0005316i,-1.2213e-05-0.0009244i,-0.00013945-0.00023739i,0.00035667+0.00031257i,0.0008657-0.00036669i,0.00065464-0.0006373i,0.00030579+0.00034825i,-2.2859e-05+0.00071475i,9.214e-05+0.00014737i,0.00062062-0.00026924i,0.00042089-0.00055988i
0.00063126-0.00026298i,-0.00022854+0.00012601i,-0.0017835-0.0010654i,-0.0012651-0.0013391i,-0.00023868-0.00075082i,6.6698e-05-0.0010015i,-0.00018658-0.00065251i,-0.00023714-0.00077392i,-7.2723e-05-0.00092315i,-0.00032357-0.0002537i,-0.00018356+0.00026497i,0.00050825+0.00036808i,0.00031538+0.00052232i,-8.1384e-05+0.00041297i,0.00012581+0.00053062i,0.00017073+0.00097451i,-0.00020873+0.00095835i,-0.00042885+0.00030266i,-0.00068747-0.0003672i,-0.000715-0.00023851i,-0.0011972+7.7179e-05i,-0.00066219-1.4102e-05i,0.00044372-3.6982e-05i
-0.001927-0.00016503i,-0.0012929+0.00069133i,-0.0011247+0.00084135i,-0.0019906+0.0008568i,-0.0013479+0.00069348i,0.00074646-2.6383e-06i,0.0009378-0.00052517i,8.2882e-05+0.00031257i,-0.00015437+0.0012444i,7.0972e-05+0.00088468i,-0.00068622+0.00067111i,-0.0007888+0.00038103i,8.603e-05-0.00031613i,-0.00022022-0.00048446i,-3.5648e-05-0.00033841i,0.0012855-0.00022262i,0.0015549-0.00014347i,0.00099271-0.00018066i,0.0007338-7.1694e-05i,-0.00017038+0.00030118i,-0.0013005+1.355e-05i,-0.00075038-0.00061158i,-0.00021946-0.00058338i
-0.00057098+0.0010597i,0.00031782+0.00065072i,-9.4913e-05+0.0023326i,-8.942e-05+0.0026371i,0.00020744+0.0011081i,0.00048996+0.00075269i,0.00056321+0.0010808i,0.00018663+0.00085582i,-0.00037994+0.0012716i,-0.0011528+0.0010243i,-0.00077048+0.00061565i,-0.00033342+0.00076996i,-0.00065409+0.00031664i,-0.00030772-8.9146e-05i,0.00031314+0.00046263i,0.00068194+0.00022905i,0.0014776-0.00014093i,0.0016054-0.00014585i,0.0011408-0.00027698i,0.00021182-3.8304e-05i,-0.00051239+0.00051646i,-0.00019541+0.00024653i,8.5689e-05-9.5669e-05i
-0.0007424+0.00034167i,-0.0005729+0.00079999i,-0.00040977+0.00037845i,-0.00035304-5.3213e-05i,-0.00054005+0.0002593i,-0.00016276+0.00060901i,0.00030913+0.00051483i,0.00011141+0.00055004i,-0.00017689+0.00074877i,-0.0001012+0.00028954i,0.00058797+5.0908e-06i,6.5603e-05+0.00060785i,-0.00027138+0.0011561i,9.1349e-05+0.00090626i,0.00053842+0.00061633i,0.0002928-0.00012476i,3.3461e-05-0.00049883i,0.00042307-0.0004732i,0.00038775-0.00091008i,-0.00064652-0.00077837i,-0.0010505-0.00026254i,-0.0011891+0.00030497i,-0.0014931+0.00091004i
-0.0022824+0.00061031i,-0.0020917+0.00071262i,-0.0016548+0.00082308i,-0.0011808+0.0008495i,0.00020536+0.0013688i,0.00097451+0.0011603i,0.00064904+0.00080702i,0.00054303+0.00044378i,0.00010436+0.00011286i,-0.00035921-7.9435e-05i,-0.00056694+9.8262e-06i,-0.0009145+0.00014006i,-0.0008673+2.1409e-05i,-0.0010087+0.00033897i,-0.00052211+0.00071218i,0.00054418+0.00071318i,6.2434e-05+0.00027035i,-0.00049131+0.00022834i,-0.0001383+3.1245e-05i,-0.00042624-0.00054994i,-0.0010789-0.00060557i,-0.00065024-0.00029211i,-0.00012207+0.00012165i
0.0010779+0.0003867i,0.00067847-0.00010151i,7.6074e-05-0.00011903i,-0.0008644+0.00029419i,-0.0012621+6.3822e-05i,-0.0008481-0.00019133i,-0.00054549+1.8286e-05i,-0.00039084-7.7234e-05i,-0.00011479+5.9122e-06i,-0.00028995+0.00035971i,-0.0014215+0.00077075i,-0.0013362+0.00091824i,-0.00040924+0.0012256i,-0.00037453+0.0012616i,-0.00068689+0.0010654i,-0.00030631+0.0009593i,0.00050456+0.0005619i,0.00030105-0.00034033i,-0.0001683-0.00042799i,-0.00047128-0.00040761i,-0.00067127-0.00022021i,-3.3652e-05-9.3021e-05i,0.00018622-0.00064599i
0.0017363-0.00022303i,0.0019966-0.0012974i,0.00063818-0.001924i,0.00050654-0.00047454i,0.00079058+0.00088443i,0.00073244+0.00015711i,-0.00061429-0.00053007i,-0.00069244+3.3971e-05i,3.2112e-05+0.00018124i,2.1647e-06-1.9146e-05i,-0.00062125+0.00039214i,-0.00075267+0.0010215i,-0.00056243+0.0017006i,-0.00031597+0.0011392i,3.0515e-05+0.00034184i,-6.6151e-05-0.00010981i,-1.044e-05-0.00043552i,-0.00037384-0.00068674i,-0.00079544-0.0008362i,-0.00087518+1.8876e-05i,-0.0013375+0.0006496i,-0.0017358+0.00065927i,-0.0015618+0.00079701i
-0.00016722+0.00087061i,0.00010842+0.001461i,-0.0011536+0.0012857i,-0.0013128+0.00092701i,-0.00023047+0.00097289i,-0.00027315+0.00081917i,-0.00051997+0.00045765i,0.00020675+0.00034384i,0.00025352+0.0001241i,-0.00016165-7.3226e-05i,1.311e-05+0.00031128i,-0.00017204+0.0011089i,-0.0012022+0.0013916i,-0.0010331+0.00068793i,-0.000284-0.00042066i,0.00026986-0.0012598i,0.00061502-0.00074709i,-0.00036707+0.00018946i,-0.0011753-0.00036842i,-0.0007015-0.0011107i,1.9526e-05-0.00084311i,-0.00018476-0.0004197i,-0.00037913-0.00020275i
-0.00019682+0.0011506i,-0.00077753+0.0020419i,-0.0012596+0.00060576i,-0.00026562+0.0001114i,0.00056648+0.00067776i,-0.00014538+0.00084705i,-0.00027736+0.00034903i,-0.0002073+5.3002e-05i,-0.00038047+1.6632e-06i,0.00013564+0.00033733i,-0.00032118-0.00014746i,-0.0007725-4.4729e-05i,-0.00018054+0.00013302i,0.00044209+0.00010709i,0.00025941+0.00030324i,-0.00018924+0.00035854i,0.00016499+0.00027278i,0.00060005-0.00028833i,7.7652e-05-0.00078187i,-9.6312e-05-0.00046685i,0.00025-0.00019092i,0.00035711-0.00049431i,-0.00045561-5.5448e-05i
0.0022387-0.0011027i,0.0019773-0.0012573i,-0.001251-0.0020052i,-0.0017827-0.0025429i,-0.0011386-0.0017839i,-0.00073377+0.00049583i,-0.00012679+0.0010633i,-0.00034984-0.00063449i,-0.00018232-0.00086234i,-8.3961e-05-9.4451e-05i,-0.0006368-8.7394e-05i,-0.00081222-0.00058382i,-0.001112+0.00019922i,-0.00085699+0.0011877i,-0.0003214+0.0015931i,0.00032066+0.00077974i,0.00051711+0.00026442i,0.00041633+0.00045305i,0.00065422+0.00041175i,0.00076217+1.5581e-05i,0.00059307-0.00013294i,-0.00037122+0.00055329i,-0.00037332+0.00057317i
0.00079341+0.00022068i,0.00033312-0.00052073i,0.0012022-0.00045758i,0.00092399-0.00048534i,0.00018366-0.00040293i,0.00011182+0.00023218i,0.00047252+0.00050833i,0.00049308+0.00026042i,0.00049182+0.00064614i,0.00041131+0.00097494i,-1.8232e-05+0.00012319i,-0.00044023-0.00027504i,-0.00018641+2.7571e-05i,0.00022077+0.0010759i,0.00040676+0.0010675i,0.00023423+0.0011311i,-0.00010168+0.00056832i,-0.00017396-0.00057221i,-0.00040289-0.00016113i,-0.0011392+0.00052205i,-0.0015055+0.00024966i,-0.00054197+0.00010243i,-7.3952e-05+0.0007112i
0.0011503+0.00099184i,0.00026321+0.00014287i,0.00081962-0.00022666i,0.00051767-0.00049988i,-5.0415e-05-0.0014192i,-0.00019526-0.0010721i,-0.00034987-0.00022696i,-0.00093985+0.0005307i,-0.00079149+0.00048945i,-0.00035283+0.00013465i,-7.4663e-05+0.00067318i,-0.00024698+0.0006423i,-0.00021486+5.1934e-05i,0.00044614+0.00015778i,0.00093039+0.00029794i,0.00018204+0.00045603i,-0.00024836-0.00028382i,3.4006e-05-0.00017325i,0.00034858+0.00012779i,0.0007004-0.00037503i,-0.00019188-0.00047596i,-0.0011738-0.00031317i,-0.0011959+0.00025126i
0.00045957-0.0024771i,6.1657e-05-0.0021601i,-0.00059504-0.0015997i,-0.0011622-0.00085461i,-0.0012764+8.021e-05i,-0.00068739+0.00081431i,-0.00038635+0.00068818i,-0.00038408+0.00061458i,0.00022242+0.0010188i,8.658e-05+0.0010171i,-0.00021461+0.0008281i,0.00036496+0.00099377i,3.099e-06+0.0011511i,-0.00040257+0.00064922i,-0.00048097+0.00082922i,-0.00029623+0.00024291i,0.00036548-0.0004848i,5.0026e-05-0.00062462i,-0.000663-0.00077373i,-0.00039912-0.00015143i,0.00015762+0.00028668i,0.00016216+9.8999e-06i,0.00035215-0.00079918i
-0.0011943-0.00091791i,-0.0010644-0.00010061i,-0.00019066+0.0010266i,4.3808e-06+0.0012968i,8.1113e-05+0.00059815i,0.00035382-7.3832e-05i,0.00019465+0.00064385i,-0.00023427+0.0011161i,0.00010971+0.00029552i,0.00041092+3.4579e-05i,0.00024408-0.00032685i,7.8582e-05-3.8099e-05i,-0.00056942+0.00045313i,-0.0011564+0.00063753i,-0.0016536+0.0010947i,-0.00020252+0.00075657i,0.0014615+0.00010529i,0.0010335-5.8507e-05i,-0.00051291+0.00042292i,-0.00091234+0.00028149i,-4.6714e-05+4.0486e-05i,0.00041148+0.00057313i,0.00017889+0.00029884i
0.00045535+0.0021509i,0.00083374+0.0024397i,0.00096733+0.0023449i,0.0012928+0.0011838i,0.0018667+0.00066883i,0.0016232+0.00020728i,0.0010535+0.00014719i,0.00056225+0.0010486i,0.00017694+0.0014637i,1.9361e-05+0.0009382i,4.0606e-05+0.00050402i,-0.00040578+0.00022343i,-0.00052706+0.00019967i,-4.0814e-05+0.00050612i,-0.00020922+0.0006951i,-0.00018878+0.000204i,0.00052976-0.00024274i,0.00099369-0.00019582i,0.00046116-7.841e-05i,-8.8649e-05+0.00028877i,-0.0002689+0.00095463i,0.0004435+0.00046326i,0.00067884-0.00041948i
-0.00069825+0.0012669i,-0.0017099+0.00077314i,-0.000334+0.00059813i,0.0011132+0.0010252i,0.00067615+2.2054e-06i,-0.00022012-0.00035639i,-0.0008726+0.00042066i,-0.0011365+0.00065637i,-0.0010655+0.0006788i,-0.00071524+0.0005724i,-0.000192+0.00051837i,-0.00027832+5.8934e-05i,-0.00048101-0.0001036i,-0.00047642+0.00020192i,-0.00031531-0.00042029i,0.0006619-0.00042192i,0.0010053+0.00031672i,0.00025102+0.00065476i,0.00072971+0.00087625i,0.00082829+0.00080675i,7.3916e-05+0.00054958i,-0.00019301+0.00068892i,-0.0005501+0.00052457i
-0.00032559-0.00028462i,-0.00025782-0.00079786i,-4.9917e-05-9.9719e-07i,-0.00048673+0.00044755i,-0.00034061+0.00082083i,6.7704e-05+0.00067855i,-0.00014526+0.0010127i,-5.3123e-05+0.0010632i,0.00022617+0.00018365i,0.00036249+0.00028253i,0.00050749+0.00047539i,0.00040288+0.00085715i,0.00070375+0.0012784i,0.00065993+0.0017738i,0.00050516+0.0013568i,0.00044368-6.3532e-05i,0.00051227-0.00038808i,0.00025074-0.00028432i,0.0001-0.00054463i,0.00046809-0.00076113i,0.00055426-0.00045214i,0.00073878-0.00082013i,0.0003786-0.0012517i
-0.00159+0.00066648i,-0.00099984+0.00060193i,-0.00049859+0.0014734i,0.00017076+0.0019342i,0.00083784+0.0013597i,0.00036672+0.00071416i,0.00065083+0.00060005i,0.00089632+0.00097658i,-0.00033789+0.00096974i,-0.00079047+0.00018542i,0.00036067+0.00041725i,0.00075455+0.00091862i,-0.00050864+0.00077081i,-0.0014837+0.0010097i,-0.0012072+0.0014521i,0.00035397+0.001004i,0.00096237+0.00044717i,0.00059448+4.9025e-05i,0.0003302+7.7377e-05i,-0.00021097-6.3723e-05i,-0.00020148-0.00024255i,5.8842e-05+1.7637e-05i,0.0006217+9.134e-05i
-0.0028511+0.00052826i,-0.0023511+0.00019775i,-0.0014563+0.0016174i,-0.00012145+0.0021992i,0.00033014+0.0022697i,-0.00038994+0.0012573i,5.8905e-05-4.0522e-05i,-0.00021054+0.00060886i,-0.00094302+0.00094138i,-0.00081059+0.00022096i,-0.00098147-0.00060966i,-0.0012007-0.00024764i,-0.0012178+0.00052106i,-0.0011709+0.00089353i,-0.0004265+0.00043263i,0.00032637+1.6357e-05i,0.0003368-0.00024586i,0.00010409-0.00077075i,0.00023679-0.000795i,0.0004634+7.0039e-07i,0.0003613+0.00013059i,0.00048998+0.00017298i,0.00034066+0.0002373i
