-0.0019339-0.00016513i,-0.0027939+3.399e-05i,-0.0030533-0.00071113i,-0.0023667-0.0010855i,-0.0021364-0.00086896i,-0.0024155-0.00047351i,-0.0011096+0.00014334i,-0.00018216+0.00051615i,-7.3521e-05-4.9505e-05i,0.00054642-0.00041191i,0.00035412-0.0011366i,0.00032499-0.0019832i,0.00089606-0.0018342i,0.00076303-0.001475i,0.00023701-0.0011771i,0.00014368-0.00049711i,0.00017773+0.00033051i,-0.00026312-2.7685e-05i,-0.00012879-0.00057771i,9.4345e-05-0.00046344i,0.00028327+0.00024579i,0.00033137+0.00027627i,-7.9678e-05-0.00014569i
-0.00066382-0.00056589i,-0.0009956-7.0199e-05i,-0.0015288+0.00072549i,-0.0013694+0.00093354i,-0.00078304+0.00021563i,-0.00060167+0.00018121i,-0.00011495+0.00095423i,0.00018144+0.0010587i,0.0011073-0.00020354i,0.0014477-0.0013532i,0.00038739-0.0008933i,-0.00011863+2.5708e-05i,0.00066445+0.00021253i,0.0010532+4.221e-05i,0.00057288-0.00056721i,0.00020623-0.00030461i,-9.2718e-05+0.00049037i,-0.00063435+0.0003852i,-0.0009831+0.00064594i,-0.00062315+0.0012187i,3.242e-05+0.00095293i,0.00013942+0.00028239i,-0.00030422+0.00017861i
-0.0018382+0.0008382i,-0.00091962+0.0013656i,-8.5989e-06+0.0018644i,0.00081304+0.0025918i,0.0016287+0.0024256i,0.0018701+0.0007538i,0.00096292-0.00039231i,-5.6677e-06-0.00026031i,-0.00021236+0.0001461i,0.00032811-0.00014177i,0.00061449-0.00066449i,2.8276e-05-0.00058095i,-0.00028403-0.00040877i,5.4836e-05-3.6903e-05i,-0.00018917-0.00079785i,-0.00024885-0.00090234i,-0.00022583-0.00014048i,-0.00011564+0.00020835i,0.00018924-0.00042625i,0.00032806-0.0010907i,0.00029228-0.00050617i,-3.1285e-05-0.00051965i,0.0002703-0.00099728i
-0.0010436-0.0011964i,-0.0027913-0.0013681i,-0.0037638-0.0017214i,-0.0024474-0.0013408i,-0.0015144+0.00014469i,-0.0010729+0.0010299i,0.00011965+0.0010439i,0.00058655+0.00038087i,1.4427e-05-0.00044801i,-0.00027015-0.00056567i,0.0005382-0.00038323i,0.00090424-0.00048605i,6.6196e-05-0.0010554i,0.00011803-0.00096965i,0.00050802-0.00049504i,-1.9062e-05-0.00037508i,-0.00033081-0.00094409i,-0.00038014-0.0010128i,-0.00011291-0.00071178i,0.00082954+8.5208e-05i,0.00090174+0.00050658i,3.517e-05+0.00020145i,0.00026455+0.00044547i
-0.00062906+0.0031032i,0.0010887+0.0022707i,0.0021924+0.0010676i,0.0028101+0.00072602i,0.0032989+0.00039651i,0.0022321+0.00030363i,7.4861e-05+0.00053275i,-0.0009337+0.00019905i,-0.00025222-2.2402e-05i,0.0003502-0.00023995i,0.00017959-0.00085128i,8.9322e-05-0.00088479i,0.00056878-0.00025611i,0.0005591-0.00012413i,-0.00043982-0.00064891i,-0.00089522-0.00042386i,-0.00051634-0.00029387i,-0.00047441-0.00062863i,-0.00062147-0.00053262i,-0.00057099-0.00050217i,-0.00016971-0.00071011i,0.0005968-0.00080637i,0.00097652-0.00036089i
-0.0024168-0.0028906i,-0.0036092-0.0024454i,-0.0043361-0.0020142i,-0.0042072-0.0001149i,-0.0034197+0.00038988i,-0.0019002-0.0003418i,-0.0034092-0.00018889i,-0.0053187+0.0010357i,-0.0048728+0.0026551i,-0.0030916+0.0037385i,-0.00078162+0.003866i,0.0013898+0.0031269i,0.0026619+0.0020466i,0.0025914+0.00065212i,0.0017734-0.00013721i,0.00040358-0.00037281i,-0.00062526-0.00059651i,-0.0011275-0.00063244i,-0.00081344-0.00069812i,0.00032708-0.00060047i,0.00092604-0.00062844i,0.00085911-0.00047857i,0.00025974-0.0010003i
-4.0165e-05-0.0010898i,7.1399e-05-0.00022494i,0.00016041-0.00051032i,0.0003763+0.00029399i,-0.0002068+0.0011826i,-0.00027275+0.00065345i,0.00018462-0.00025387i,2.304e-05-0.00024833i,-0.00042679-0.00041356i,-0.00029085-0.00071026i,0.00038903+0.00010756i,0.001153+0.00073178i,0.0011276+0.00014548i,0.00046697-0.00083517i,0.00015716-0.00061612i,-0.00040026-5.5329e-05i,-0.00077887+5.0892e-05i,-0.00063332-3.9133e-05i,-0.00028107-0.00093572i,0.00018347-0.0010648i,0.00072645-9.9237e-05i,0.00060667-0.00038016i,-0.00032043-0.00049622i
-0.00020368-0.00041579i,-0.00096033-0.0011543i,-0.001619-0.00094585i,-0.0015656-0.00045893i,-0.00016018+0.0003282i,0.0010196+0.00045559i,0.00074098+7.6473e-05i,0.00017104-4.4911e-05i,0.00027439-0.00039312i,0.00052763-0.0010626i,0.001094-0.0010572i,0.0012728-0.00070077i,0.00025687-0.0011136i,-0.00069094-0.0010936i,-0.00075066-6.5318e-05i,-0.00042381+0.00053184i,-7.0579e-07+0.00050188i,-6.4051e-05+0.0009282i,-1.4963e-05+0.00085316i,0.0002238+0.00016686i,0.00043718+0.00029321i,0.0003519+0.00027696i,0.00091029-0.00029657i
-0.0011964-0.00010643i,-0.00055273+0.00058222i,-0.00093196+0.0014978i,-0.0012712+0.0022937i,-0.00048793+0.0025913i,-0.00063512+0.0015101i,-0.00064409-0.00029166i,0.00033039-0.00061705i,9.0215e-05+0.00050058i,-8.1255e-05+0.00045831i,0.00054057-0.00059933i,0.00073005-0.00077732i,0.00088703-0.00080603i,0.00061158-0.0005212i,9.3518e-05-9.3459e-05i,0.00017056-3.5358e-05i,0.00037746-0.00010358i,0.00015523-0.00017201i,-0.00022842-0.00050642i,-9.1101e-05-0.00039305i,0.0002863-0.00040216i,0.00019252-0.0007279i,-2.1226e-05-0.00076232i
0.001652-0.00076306i,0.00083231-0.0012213i,0.00033848-0.0024458i,0.00078901-0.002839i,0.00059627-0.0026887i,-4.4249e-05-0.0016291i,-0.00011892-0.00011317i,0.00029358+0.00038493i,0.0016475+0.00041607i,0.0018113+3.3284e-05i,0.001068-0.00050344i,0.00063065-0.00087143i,0.00060722-0.0006874i,0.00073541-0.0004115i,0.00062617-0.000602i,0.00053631-0.0009026i,-0.00011469-0.0009559i,-0.00063302-0.00053967i,-4.8175e-05-0.00025788i,0.00071647-0.00048152i,0.00054771-0.000547i,-5.7506e-05-0.00032397i,-0.00071665+0.00033939i
0.00032033-0.00071992i,0.00063443-0.00027476i,3.2654e-05-0.00080605i,-0.00032295-0.00029304i,-0.00010138+0.0012753i,0.00037714+0.0019147i,0.00089628+0.001104i,0.00074487-0.00025273i,0.00050367-0.0012529i,0.00047715-0.0011552i,-5.4209e-05-0.0010865i,0.0003391-0.0010434i,0.0010585-0.0002777i,0.00092956-0.00015597i,0.00066979+7.592e-05i,0.00075797+0.00037217i,9.7987e-06-0.00020143i,-0.00095727-0.00060041i,-0.00074107-0.00027261i,0.00014775+0.0007484i,0.00040858+0.0014634i,-0.0003+0.00014303i,-0.0008542-0.0007209i
-0.00046828-0.00054252i,-0.0010262-0.0017871i,-0.0016134-0.0022248i,-0.00069342-0.0014565i,0.00044495-0.00030236i,0.00046293-0.00017108i,-0.0007537+0.00013439i,-0.0011368+0.00050572i,-0.00059003-0.00032776i,-0.00089498-0.00046359i,-0.00082958-0.00041601i,-4.5375e-06-0.00045356i,0.00052652-0.00035643i,0.0004393-0.0004486i,0.00042111-0.00019509i,0.00056454+8.3764e-05i,0.00013007+0.00059179i,-7.6806e-05+0.00036281i,-0.00018308-0.0002726i,0.0002235-0.00051574i,0.00035904-0.00088844i,0.00021106-0.00073982i,-0.00044485+0.00019673i
0.00055893+0.0013194i,0.0005423+0.0016943i,-2.4236e-05+0.0020658i,0.00080666+0.0021934i,0.00080127+0.0022042i,-0.00053519+0.0018416i,-0.0014456+0.00099933i,-0.0015991-0.00018003i,-0.00060063-0.00025468i,0.00051632-0.00033857i,0.0009352-0.00032164i,0.0013447-0.00060154i,0.0010811-0.0007895i,0.00070206-0.00072618i,0.00059373-0.00054795i,0.00031823-0.00034934i,0.00021655-0.00024625i,-0.0006568+0.00021877i,-1.1704e-05+0.000263i,0.00083124-7.3861e-06i,-5.2244e-05+0.00057075i,-0.00069092+0.00026681i,-0.0011474-0.00062716i
0.0029504-0.00077104i,0.0024519-0.001876i,0.0024743-0.0032742i,0.0021838-0.0026719i,0.00058881-0.0017219i,-0.00037735-0.0017585i,-0.00015608-0.00070523i,0.00065351+0.00026249i,0.0012201-8.9873e-06i,0.0011057-0.00017067i,0.00097572-0.00033261i,0.0003307-0.00037245i,3.6292e-05+0.00026359i,0.0007797+0.00082828i,0.00058578+0.0011108i,8.6067e-05+0.00045822i,0.00042218+0.00016924i,0.00058449+0.00012737i,0.0004675+0.00011619i,8.715e-05+0.00031957i,-0.00023401-0.00051492i,0.00035024-0.00063217i,0.00037119+0.00040771i
-0.00037054+0.00084033i,-8.3079e-05+0.0020181i,-0.00043147+0.0024725i,0.00061349+0.002095i,0.0019288+0.0013258i,0.0016292+0.00087i,0.00040032+0.00067034i,-0.00013836+0.0007345i,0.0002678+5.8483e-05i,0.0010418-0.00054537i,0.0013964-0.00044815i,0.00077563-0.0009265i,0.00026153-0.0015784i,3.1868e-05-0.0013192i,-0.00015425-0.00060047i,-0.00041064-0.00050443i,-0.00034576-0.0002573i,-0.00017896+0.00013777i,-0.0001965+0.00047866i,0.00015152+0.00064071i,0.00011393-2.0712e-05i,-0.00065939-0.001025i,-0.00092793-0.0012459i
-0.00074-0.00023131i,-0.0013102-0.0017i,-0.0011503-0.0028758i,-0.00030986-0.0014923i,-0.00022422+0.00019174i,-0.00068098-0.00010954i,-0.0012997-0.00081082i,-0.0012773-0.0005065i,-0.00050156+0.00011161i,7.9471e-05+0.00042739i,0.00012607+9.7478e-05i,0.00011661-0.00048564i,0.00017468-0.00071319i,0.00050707-5.0165e-06i,0.00044095+0.00019515i,-0.0005894-0.00031376i,-0.0010316+2.2195e-05i,-0.00077446+0.0001431i,-3.9897e-05-0.00056007i,0.00061692-0.00089884i,0.00057678-0.00033293i,0.00078463+9.6019e-05i,0.00077574-0.00043698i
0.00078511+0.00037125i,0.0010954+0.00039974i,0.00034106+0.0008885i,-0.00015802+0.0010039i,0.00031009+0.00070414i,-6.6748e-05-8.7729e-05i,-0.0011029-0.00054208i,-0.0013612-0.00056908i,-0.00042465-0.00014026i,0.00034719-0.00062694i,0.00052521-0.00052294i,0.0010987+0.00017156i,0.00081158-5.1912e-06i,-0.00011884+0.00036721i,-0.00043513+0.0009223i,-0.00019584+0.00058701i,0.0004916+0.00028983i,0.00024114+0.00040068i,-0.00065801+0.00037978i,-0.00046052+9.1538e-05i,0.00055727+0.000106i,0.00086331+0.00061445i,0.0010395-9.675e-05i
0.0019688-0.0016233i,0.0016235-0.0017973i,0.0013016-0.0031369i,0.00012737-0.002912i,-0.00090417-0.0016267i,-0.00079324-0.00011713i,-0.0011923+0.000804i,-0.00015078+0.0008187i,0.0018253+0.00081038i,0.0021924-0.0001029i,0.0013778-0.00063633i,0.00061505-0.00060382i,0.00042614-0.0010236i,-0.00017367-0.00071484i,0.00019815-4.2634e-06i,0.00085378+0.00036137i,0.00047262-1.4873e-05i,0.00017698-0.00095612i,0.00028617-0.00093899i,0.00021677+9.3957e-05i,0.00053238+0.00091103i,0.00053734+0.00071924i,-0.00017939+0.00050605i
-0.00044618-0.00011648i,-0.0011474+1.6464e-06i,-0.00082473+0.00022445i,0.00049747+0.0013759i,0.0011549+0.0015663i,0.0012595+0.0012961i,0.0013716+0.0010497i,0.0010607+0.00024178i,0.00063895-0.0010503i,0.00075264-0.0014671i,0.00075762-0.0011392i,0.00096571-0.0011788i,0.00090548-0.0011747i,-0.00020156-0.0011418i,-0.0010138-0.00076939i,-0.0010038-0.00026782i,-0.0006173+6.7295e-05i,-0.00039438+0.00015956i,-0.00030051-0.00036798i,-0.00010985-4.0509e-05i,-0.00059534+2.1917e-05i,-0.00046601-0.0010163i,0.00043032-0.00084346i
-0.0001355-0.0013874i,-8.509e-05-0.00061061i,-0.00052858-0.00026468i,-0.00063011-0.00074628i,5.1172e-05-0.00072327i,0.00026025-0.00031071i,7.231e-05-0.00024264i,-0.00011301-0.00061058i,-2.2677e-06-0.00070217i,-0.00025804-0.00016778i,-0.00044107-0.00038099i,0.00019604-0.00061639i,3.0982e-05+2.3289e-05i,-0.00075428+0.00011259i,-0.00019651-0.00051682i,0.00068608-0.00092561i,0.00052003-0.0010082i,9.5371e-06-0.0005298i,-0.00089026+0.00038553i,-0.00080748+0.00083715i,9.8239e-05+0.00059675i,0.00093057-3.2947e-05i,0.00081156-0.00043414i
0.00080492+0.00035568i,0.00047444-0.0004029i,-4.2697e-05-0.0015728i,-0.001034-0.0019289i,-0.0014458-0.0010893i,-0.0013533-4.0628e-05i,-0.0016509+0.00025338i,-0.0015767-0.00024903i,-0.00052986-0.0013032i,0.0008388-0.00092903i,0.00074648-4.8491e-05i,0.00033208-9.4602e-05i,0.00056923-0.00029452i,-6.9626e-05-0.00030162i,-0.0006946-0.0001214i,-0.00033852-0.00015008i,-1.2554e-05+0.00030493i,-0.00010749+0.00093686i,-0.0007882+0.00038522i,-0.00063702-0.00031265i,-0.00029405+7.0655e-05i,-0.00013261+0.00059792i,0.00064894+0.00040262i
-0.00097544-0.0013178i,-0.0013417-0.0009589i,-0.0011159+0.00020135i,-0.0011051+0.00082103i,-0.00063398+0.0010184i,-0.00067587+0.00085626i,-0.00066359+0.00037409i,0.00026243-0.00014182i,0.00087099-0.001438i,0.0014853-0.00281i,0.0012921-0.0018507i,0.00038595-0.00059032i,0.00028146-0.00024363i,0.00082775-0.00037918i,0.00067629-0.00069812i,0.00046004-0.00035844i,0.00047001-0.0005908i,0.00078602-0.00094885i,0.00069191-0.00038043i,0.00056201+0.00043034i,0.00088422+0.00055996i,0.0010154-7.4797e-05i,0.00014967-0.00057803i
0.00010396-0.00072056i,9.9225e-05-0.001177i,-0.0002006-0.0017444i,0.00061386-0.0014571i,0.0015249-0.0012776i,0.0012711-0.0011416i,0.00056835-0.0011i,0.00019164-0.00050751i,0.0003512-0.00044547i,0.00059281-0.0014659i,0.00061619-0.0015113i,0.0004983-0.0011188i,0.00046559-0.00038222i,-0.00012291+0.00043826i,-0.00086423+9.5809e-05i,-0.00076341-0.00030838i,-0.00021317-0.00049845i,0.00067244-0.00070636i,0.00055162-9.7435e-05i,-9.5566e-05-7.0656e-05i,-0.00046432-0.00038656i,-0.00059524-0.00037831i,-0.0010673-0.00080212i
-0.00065315-0.00046751i,-0.00093603-0.00073037i,-0.00083396-0.00082167i,-0.0009002-0.0010269i,-0.00044222+1.4953e-06i,-0.00037731+0.0010955i,-0.00051621+0.00070885i,-0.00018039+0.00031777i,0.00045631-0.00047019i,0.000894-0.00058422i,0.0009402-0.00067975i,0.00062987-0.0011025i,0.00027002-0.00083076i,-0.0009175-0.00055036i,-0.0014194-0.00056291i,-0.00082035-0.00044472i,-0.00069921-0.00034436i,-0.00028571-0.00061835i,-0.00035-7.6289e-05i,6.3116e-05+0.0003825i,0.00071807+0.00023066i,0.00028916-0.00045274i,0.00040538+0.00038403i
0.0037601-0.0001645i,0.0025637-0.0017729i,0.0021413-0.0028312i,0.0017046-0.002883i,0.00047268-0.001717i,-0.00059455-0.00093639i,-0.00039291-0.00040799i,9.085e-05+0.0002393i,1.4565e-05-0.00050724i,0.00029963-0.001547i,0.0012131-0.0016954i,0.0013958-0.0012395i,0.00040019-0.00046936i,7.1298e-05+0.00043336i,0.00069061+0.00049823i,0.00034964+0.00073026i,2.759e-05+0.0009651i,0.00076509+0.001113i,0.00087296+0.00073216i,0.00040395+0.00012308i,0.00077509+0.00058657i,0.0010283+0.0001222i,0.0007702-0.00086311i
-0.00040226+0.0015142i,-7.7577e-05+0.0022477i,0.00019828+0.0024593i,0.00028246+0.001349i,0.00085946+0.00054839i,0.0008182+1.2299e-05i,0.00015163-0.00012801i,-0.00086369+0.00023851i,-0.00049707+0.00028984i,0.00048407-0.00013999i,0.00070544-0.00010003i,0.00063938-0.00017746i,-3.7619e-05-0.00017525i,-0.00020116-0.0002402i,5.7898e-05-0.00038354i,2.7637e-05-0.00092581i,0.00018241-0.0016441i,0.00022052-0.00072282i,-0.00025322+0.00024722i,-0.00066305+0.00022654i,-0.0010544+9.0143e-05i,-0.00087657-0.00087399i,-7.83e-05-0.0010157i
0.0023687-0.0020689i,0.00099689-0.0036827i,0.00032836-0.0044893i,0.00021513-0.0031839i,0.0004196-0.0010715i,-1.7701e-05-6.0507e-05i,-0.00086653+0.00028884i,-0.00042937+0.0004027i,0.00028522+0.00023966i,0.00067588-0.00017987i,0.0013149-0.00022383i,0.001399+0.00081395i,0.00076413+0.0010226i,0.00062575+0.00076479i,0.00066526-7.3488e-05i,0.00054093-0.00049176i,-0.00036394-9.9002e-06i,-0.0010643+0.00014191i,-0.0010547-0.00010865i,-0.00098103-9.2643e-05i,-0.00034613-4.1389e-05i,-4.9244e-05+0.00014647i,-5.5689e-05+0.00077867i
0.00030786-0.00086403i,0.0013799-0.00057919i,0.0026394+0.00036032i,0.001271+0.00068475i,2.9318e-05+0.00059521i,-0.00015766-0.00016108i,-0.00053736-0.00063356i,-0.00055219-5.8579e-05i,1.502e-05-0.00063026i,0.00097732-0.0014503i,0.0016655-0.00031986i,0.001315+0.00061356i,0.00021884+0.00045i,-1.7557e-05+0.00013271i,0.00056285+0.00046018i,0.0005934+0.00083585i,3.9622e-05+0.00085215i,-0.00012862-0.00013347i,-9.91e-05-0.00063547i,-0.00053376-0.00020163i,-0.0006249+0.00016316i,7.3702e-05-0.00018432i,0.00058577-0.00032277i
-0.0018125+0.0019537i,-0.002959+0.0022705i,-0.0023019+0.0017865i,-0.00021548+0.0019912i,0.001415+0.0024106i,0.0021402+0.001416i,0.0012042+0.00014108i,0.00019592-0.00060096i,7.4676e-05-0.00078376i,0.00047022-0.00085962i,0.0013828-0.00083688i,0.001476-0.00070828i,0.00081206-0.00057361i,0.00034198-0.00045456i,-0.00027213-0.00038281i,-0.00022671-1.7363e-06i,0.00045724+0.00038057i,0.00049622+0.00052417i,-0.0002313+0.0004392i,-0.0007106+0.00049654i,-7.3216e-05+0.00038997i,0.00027417-0.00041506i,-6.1318e-06-0.00092471i
-0.00063413-0.00040878i,-0.00042797+0.00017942i,-0.00046353+0.00011699i,9.6604e-05+0.00019715i,0.00058618+0.0010039i,0.00023322+0.00028393i,-0.00016228-0.00078013i,-3.1797e-05-0.00045098i,0.00045612-0.00079749i,0.001434-0.00073134i,0.0012521-0.00037908i,0.00085457-0.00050795i,0.00068895-0.00053411i,0.00080506+0.00025015i,0.00098832+0.00079315i,0.00051003+9.088e-05i,4.9031e-05-0.00021865i,0.00035358-2.4605e-05i,0.00023649-5.4057e-05i,-0.00014367+6.0786e-05i,-0.00044412-0.00013057i,-0.00056148+5.0108e-05i,1.89e-05+0.00023552i
0.00074461+0.002865i,0.0007061+0.0020027i,0.0012018+0.0014358i,0.0016792+0.00030609i,0.0022502-0.0012849i,0.0013533-0.0014866i,-9.4505e-05-0.0011388i,-0.00028799-0.00092932i,0.00052608-0.001203i,0.0016533-0.0012453i,0.0012156-0.0011404i,0.00094834-0.00098286i,0.0013729-0.00067339i,0.0011289-0.00041482i,0.00064726-0.00023272i,0.00063832+2.714e-06i,0.00021391+0.00022044i,0.00017417-0.00033091i,0.00026597-0.00034602i,0.00037058+0.0005652i,0.00045911+0.0005085i,4.9891e-05+0.00083714i,0.00035649+0.0014738i
0.0013485-0.00025681i,0.0010051-6.3632e-05i,0.00080141-0.00050124i,6.9046e-05-0.0017158i,-0.00021341-0.0019104i,-0.00033359-0.0010456i,-0.00039346-8.9596e-05i,0.00015342+0.00015846i,0.00096137-0.0003052i,0.00066275-0.0010958i,0.00050886-0.0010653i,0.00085058-0.00057496i,0.00090425-0.00028193i,0.0010055+0.00016685i,0.00050783-1.3121e-05i,0.00033458-0.00085572i,0.00010644-0.00085181i,-0.00051849-0.00011737i,-0.0010166+0.000654i,-0.00073724+0.00059988i,0.00074532+0.00019501i,0.0012243-0.0003341i,0.00099642-0.00052023i
-0.00035792+0.00010516i,-0.00025409+0.00035944i,0.00057808+0.00025374i,0.00038726+0.0011823i,-8.1822e-05+0.0017383i,-0.00052616+0.0014995i,-0.00028587+0.00088586i,5.7233e-06-0.00020523i,-0.00063319-0.00025447i,-0.00075291+8.2145e-05i,0.00048007-0.00031416i,0.0013264-0.00026646i,0.0014251+2.7405e-05i,0.0011736-0.00013362i,0.00038311-0.00096105i,-0.00011081-0.001575i,-0.00061322-0.0015398i,-0.00045996-0.0007462i,8.0149e-05+5.3786e-05i,-3.7097e-05+0.00017056i,-0.00072153-0.00012737i,-0.00065284+3.7765e-05i,-0.00034151+0.00072377i
-0.00087689+0.0021997i,-0.00030199+0.0017505i,-5.2148e-05+0.0011272i,0.00071392-0.00020589i,0.0018584-0.00060198i,0.0013249-0.00096497i,-0.00024753-0.0016139i,-0.0010729-0.00054174i,-0.00018244+0.00048442i,0.00084529+0.00021389i,0.00061689-0.00039365i,0.0002574-0.00072791i,-0.000277-0.0011389i,-0.00056117-0.00070521i,-0.00082784-0.00031302i,-0.0012311-0.00044061i,-0.0011583-0.00043493i,-0.00066889-0.00054671i,0.00015817-0.00063472i,8.529e-06-0.00071172i,0.00027842-0.00083584i,0.00010135-0.00040114i,2.8861e-05-0.00049979i
-4.4749e-06-0.0019879i,0.0007433-0.0012333i,0.00078423-0.00089844i,0.00039247-0.00057901i,0.00033809-0.00038041i,0.0008231-0.00049856i,0.0014223-0.00060915i,0.00074941-0.00039584i,0.00052868-5.8759e-05i,0.0010913-0.00059032i,0.0011793-0.00065031i,0.00078908-0.00013115i,0.00059412-9.2895e-05i,0.00085936+0.00011002i,0.00038477+0.00019558i,-0.00023423-0.00056857i,-0.00071262-0.00086611i,-0.00088186-0.00024133i,-0.00087954+0.00036196i,-0.0011389+0.00058496i,-4.0132e-05+0.00019703i,0.0011169-0.00020561i,0.00085497+8.7872e-05i
0.00084967-0.0019481i,0.00048511-0.0022329i,-0.0004143-0.0021172i,0.00045784-0.0014863i,0.00155-0.00010845i,0.0012549+0.0010097i,-9.9273e-05+0.0017595i,-0.0007833+0.0022224i,-0.00027383+0.00056388i,0.00085041-0.00070292i,0.0016252-0.00041302i,0.00069392-0.00054758i,0.0002198-0.00071291i,0.00052822-0.00038654i,0.0010115-8.9966e-05i,0.0011672-5.7826e-05i,0.00060589+0.00060398i,-2.5196e-05+0.0010412i,-0.00035166+9.7979e-07i,-0.00018796-0.00055056i,0.00010563-0.0004423i,0.00058269-0.00035372i,0.00034522+1.4412e-05i
-0.00091238+0.00063622i,-0.00086722+0.0016548i,0.00017088+0.0021445i,0.0012665+0.00091564i,0.0013532-0.00038763i,0.00082946-0.0014129i,-0.00029684-0.0011674i,-0.001016-9.8836e-05i,0.00014644-0.00017484i,0.001422-0.001163i,0.0013747-0.0013314i,0.0010259-0.0013823i,0.00052485-0.0011048i,-0.00039588-0.0001193i,-0.00056731+0.00042412i,-8.6074e-05+0.00033238i,0.00043952+7.4223e-05i,0.00036505-0.00044257i,-0.00032544-0.00035749i,-0.00018315-7.3393e-05i,0.00050147-0.00014111i,0.00071826-0.00034012i,0.00051316-0.00040564i
-0.0018573+0.00090916i,-0.0005806+0.0010366i,0.0001827+0.0012685i,0.00013656+0.0011168i,2.1406e-05+0.00061808i,-0.00023186-6.0531e-05i,-0.00017464-0.00028319i,-0.0006361-0.00057927i,-0.0012581-0.00046517i,-4.3123e-05-0.00060453i,0.00077702-0.00049013i,0.00064128+0.00014385i,-0.00022032+0.00049731i,-0.00022091-9.8395e-06i,0.00082121-0.00035033i,0.00055694-0.00077843i,-0.00018234-0.0010159i,0.00033037-0.00081182i,0.00099815-0.00053187i,0.00036039+0.00059089i,-0.00016675+0.0011696i,-9.5042e-05-0.00038286i,-0.00034287-0.000932i
0.00074077+0.0013377i,0.00062902+0.00016384i,0.0014145-0.0008399i,0.001818+0.00035907i,0.0014804+0.0011972i,0.0010332+0.00064383i,0.00019178+0.00027599i,-0.00028125+0.00069175i,0.00013888+0.0005157i,0.00051493+8.4768e-05i,0.00010941+0.00055999i,-0.00014782+0.0004983i,-0.00059846-0.00015773i,-0.00060176-0.00028084i,-0.00023313-0.00032815i,-0.00042866+6.2864e-05i,-0.00046356-3.9758e-05i,2.5519e-05-0.00063869i,4.1767e-05-0.00090134i,-0.00023675-0.00042836i,-5.8701e-05-0.00022002i,0.00029642-0.0010249i,0.0006274-0.00092545i
-0.0013509-4.5303e-05i,-0.00056603+0.00062563i,-0.00038551+0.00069674i,0.00042383+0.00089721i,0.0009829+0.0011051i,0.00071773+0.00045151i,0.00047593+0.00033221i,-1.6992e-05+0.0004896i,0.00010703+0.00055549i,0.0002135+0.00048501i,0.00033986-0.00021773i,-0.00010314-0.00065551i,-0.00081064-0.0008336i,-0.00084043-0.0009708i,-8.3244e-05-0.00038315i,-0.00055026-0.00042403i,-0.00059599-0.0013624i,0.00042953-0.0013686i,0.00037098-0.00090651i,0.00013478-0.00064989i,0.0001472-0.00085376i,6.2108e-05-0.0011042i,0.00024727-0.00068671i
-0.00017903+6.3746e-05i,-0.00034502+0.00048848i,-0.00010515+0.00087601i,0.00066047+0.0012164i,0.0019837+0.00080343i,0.0019845-0.00035665i,-0.00052561-0.001021i,-0.0010292-0.0010894i,0.00025004-0.00071026i,0.00087778+6.1232e-05i,0.0014119-0.00037146i,0.0011534-0.0011144i,9.3035e-05-0.00057697i,-0.00058836-0.00030615i,-0.00024239-0.00062709i,-0.00019496-0.00088359i,-5.0204e-05-0.00088818i,0.00022329-0.00042946i,-0.00026541+5.3248e-05i,-0.00049598+0.0005157i,-0.0003377+0.00053791i,-0.0008529-0.00014938i,-0.00037871-8.0591e-05i
0.00064351+0.0028717i,0.0016246+0.0023611i,0.0020167+0.0021922i,0.0022298+0.0012054i,0.0020522-4.5675e-05i,0.0012247-0.00040977i,-0.00060869+0.00023268i,-0.0011046+0.00079864i,0.00042147+0.0004655i,0.0020324-0.00051079i,0.0022678-0.00075436i,0.00079021-0.0010755i,0.00028276-0.00094879i,-5.4153e-05-0.00087654i,-3.0708e-05-0.00068708i,-7.2909e-05-0.00023208i,9.4778e-05+0.00029097i,-0.00013958+0.00080044i,-0.00091457+0.00045903i,-0.00041409+0.000142i,-7.3717e-05-0.00014593i,-0.00013233-0.00040274i,1.8024e-05-0.0001412i
-0.0009356+0.00093083i,-0.0008006+0.00098611i,-0.00038278+0.0011505i,-1.0527e-05+0.00076695i,0.0013185+0.00039785i,0.0015596+0.00046205i,0.00066591-0.00013422i,0.00093513+0.00026276i,0.0013929+0.0014217i,0.0018916+0.00058162i,0.0017673-0.00079393i,0.00059393-0.00033787i,1.8499e-05-0.0002684i,0.00013294+5.7933e-05i,0.0004847+0.00026891i,0.0005878-6.6648e-05i,0.00061449-0.00010667i,6.4626e-05-5.5958e-05i,-0.00023025+0.00015257i,0.00014472+0.00049389i,0.00023017-0.00015484i,-0.00050353-0.00051184i,-0.00043979-0.00018918i
0.00087182-0.00094613i,0.00050977-0.00014926i,0.00053872+0.0013433i,0.00040401+0.0016967i,0.00068464+0.0016535i,0.0010347+0.00067449i,0.00053585-0.00068076i,-0.00020776-0.0010747i,-0.00026992-0.0016936i,3.1864e-06-0.0011653i,0.00014545-0.00049942i,0.00020555-0.00069777i,-0.00010134-0.00059223i,-0.0002233+8.1852e-07i,-8.366e-05+0.00058037i,-0.00031113+0.00040465i,-0.00064569+0.00052488i,-0.00050026+0.0010621i,-9.6625e-05+0.00053455i,-0.00025528-0.00020833i,-3.0309e-05-0.00083694i,0.00039866-0.00097698i,9.2493e-05-0.00058701i
