-0.002521+0.000468i,-0.00079968+0.00015757i,-0.00065816+0.00082539i,-0.00025334+0.0020607i,0.00010704+0.0030749i,0.00063902+0.002881i,0.00038593+0.002282i,-0.00013812+0.001977i,0.00063332+0.0014514i,0.0018926+0.00061305i,0.0015332-0.00064062i,0.00088934-0.00078941i,0.00059079-0.0009417i,0.00068861-0.0014866i,0.001182-0.001262i,0.00056596-0.00076829i,-0.00019635-0.00023527i,-4.1355e-05+0.00010426i,9.6259e-05+0.00011924i,-7.7896e-05-0.00021715i,5.2232e-05-0.00028539i,-0.00010103-0.0011046i,-0.00072718-0.0011416i
0.1294+0.016205i,0.14965-0.078175i,0.038244-0.15953i,-0.11562-0.11482i,-0.14486-0.0041278i,-0.06856+0.049086i,-0.011955+0.049136i,0.0067657+0.04048i,0.0095094+0.026046i,0.0012911+0.016197i,0.0019614+0.016922i,0.0075196+0.012532i,0.0058729+0.0025997i,0.00154-0.00416i,-0.0034518-0.0044823i,-0.0045607-0.0028384i,-0.0028736-0.0044752i,-0.0023965-0.0048217i,-6.1235e-05-0.0023661i,0.0044504-0.0012792i,0.0059405-0.0027309i,0.0037309-0.0049468i,0.00024188-0.0066952i
0.020793-0.17046i,-0.072566-0.24233i,-0.16726-0.14333i,-0.13739+0.048046i,-0.025503+0.11652i,0.033358+0.061811i,0.034985+0.02302i,0.030874+0.02235i,0.025904+0.022752i,0.013906+0.014747i,-0.0077682-0.00081274i,-0.030121-0.012522i,-0.036813-0.0096865i,-0.029392+0.00015049i,-0.014306+0.0026699i,-0.0035456+0.0011629i,-0.0028981+0.0044848i,-0.0024363+0.010168i,0.00085866+0.0094198i,0.0021897+0.0011099i,3.6882e-05-0.0052743i,-0.00082807-0.0087046i,-0.00082214-0.015034i
-0.12757-0.020494i,-0.19849+0.082978i,-0.11869+0.18023i,0.067954+0.1378i,0.13923+0.011084i,0.073408-0.061422i,0.010377-0.06823i,-0.0086699-0.052545i,-0.0043592-0.030033i,0.006994-0.01982i,0.012229-0.021133i,0.012121-0.017471i,0.010722-0.0080412i,0.010876+0.00077285i,0.011616+0.0044594i,0.0086816+0.0035985i,0.0035013+0.002185i,0.0012292-0.00069426i,-0.0016684-0.0032647i,-0.0064037-0.0019584i,-0.006829+0.0015347i,-0.0034604+0.0054836i,0.0010191+0.0087768i
-0.010771+0.11128i,0.095442+0.18678i,0.21244+0.13945i,0.18721-0.0097065i,0.045429-0.075754i,-0.054254-0.022391i,-0.06921+0.015226i,-0.056229+0.0026679i,-0.041734-0.0057815i,-0.021008+0.0071707i,0.0035734+0.026318i,0.023822+0.03531i,0.03369+0.023589i,0.029567+0.0057898i,0.016758-0.00086799i,0.0085688-0.00088874i,0.0088601-0.0036593i,0.0089574-0.0078648i,0.004357-0.0061887i,0.00051291+0.0011517i,0.0013437+0.0073943i,0.003117+0.012485i,0.0028257+0.019375i
0.15425+0.051734i,0.28548-0.0083229i,0.2542-0.095466i,0.052672-0.086296i,-0.081676+0.024356i,-0.069761+0.10504i,-0.031627+0.11561i,-0.015462+0.092243i,-0.012778+0.051665i,-0.021443+0.023322i,-0.025606+0.010637i,-0.025626-0.0015588i,-0.023729-0.0055721i,-0.016301-0.0046924i,-0.0091907-0.0051408i,-0.0041086-0.0035433i,-0.002051-0.0015789i,-0.0030074+0.0018793i,-0.00036532+0.0052878i,0.0054451+0.003435i,0.0076373-0.0019984i,0.0056088-0.0061335i,0.002921-0.0073937i
-0.014159-0.023355i,-0.1288-0.12361i,-0.23213-0.14681i,-0.17982-0.045868i,-0.024826+0.015146i,0.060283-0.014601i,0.061054-0.020141i,0.061986+0.0044623i,0.059648+0.0064715i,0.042464-0.0057571i,0.030384-0.018735i,0.0184-0.025764i,0.00026552-0.016781i,-0.0098572-0.003114i,-0.0092182+0.0025718i,-0.0089293+0.0042788i,-0.010704+0.0060719i,-0.0099473+0.0071867i,-0.0067207+0.0050302i,-0.0035048+0.00064425i,-0.0014717-0.0021827i,-0.00087135-0.007097i,-0.0014601-0.016606i
-0.12912-0.053487i,-0.25034-0.043249i,-0.25649-0.012214i,-0.12911-0.021054i,-0.018604-0.080326i,0.018584-0.12809i,0.031213-0.1363i,0.024006-0.10923i,0.016668-0.059472i,0.015971-0.024255i,0.0047994-0.00097078i,-0.00038455+0.020657i,0.0067578+0.023233i,0.0093122+0.017395i,0.0054576+0.0134i,0.0010893+0.0057904i,-0.00031733-0.00025749i,0.0021329-0.0039213i,0.00043474-0.0077466i,-0.0066055-0.0070599i,-0.010136-0.0014037i,-0.0078895+0.0041317i,-0.0040954+0.0064448i
0.061744+0.035182i,0.12905+0.15472i,0.17253+0.2101i,0.11055+0.1172i,-0.016134+0.022485i,-0.07755+0.0096889i,-0.074404-0.0070506i,-0.072766-0.029443i,-0.067438-0.025807i,-0.050649-0.023598i,-0.037345-0.027153i,-0.022978-0.025973i,-0.0089047-0.020444i,5.0357e-05-0.012897i,0.0080479-0.0069639i,0.012974-0.0043827i,0.013711-0.0057976i,0.009312-0.0075844i,0.0045096-0.004741i,0.004255-0.0010156i,0.0041333-0.00037191i,0.0017811+0.0046664i,-0.00036035+0.016412i
0.033198+0.00608i,0.12114+0.016344i,0.1675+0.024038i,0.11147+0.059187i,0.028598+0.11538i,-0.033829+0.14416i,-0.064471+0.14173i,-0.049905+0.11587i,-0.017429+0.073366i,0.007836+0.048083i,0.034439+0.035086i,0.043014+0.015171i,0.024977+0.00081174i,0.0081971-0.0043042i,0.0028567-0.0048635i,0.0027657-0.0024484i,0.00077328+0.0011682i,-0.0024131+0.0046688i,-0.0017257+0.0071614i,0.0023799+0.0081815i,0.0069966+0.0065423i,0.0073936+0.0015951i,0.005503-0.0036022i
-0.01474-0.070093i,-0.038301-0.17893i,-0.050953-0.18108i,-0.012218-0.067793i,0.039598+0.0063352i,0.043488+0.023244i,0.032372+0.054393i,0.047531+0.067249i,0.044186+0.041582i,0.016261+0.030355i,-0.0054463+0.037619i,-0.015558+0.038139i,-0.010715+0.030586i,-0.0016018+0.019473i,-0.0028447+0.010872i,-0.0079101+0.0077287i,-0.0069241+0.0070363i,-0.00033429+0.0063055i,0.0056286+0.0028008i,0.0052783-0.0025988i,0.0014825-0.0039154i,0.0008332-0.0062034i,0.0025786-0.012933i
0.0066185+0.14874i,-0.040413+0.18988i,-0.075827+0.11444i,-0.038591-0.014513i,0.030352-0.091606i,0.071613-0.11347i,0.082773-0.10742i,0.060404-0.085771i,0.027484-0.059367i,0.0093853-0.056687i,-0.00095054-0.069919i,-0.0078277-0.063492i,-0.0075692-0.038609i,-0.0035165-0.018769i,-0.0024906-0.011546i,-0.0028563-0.0095501i,-9.8187e-05-0.0075514i,0.0025502-0.0072181i,0.0015678-0.0055687i,0.0013766-0.0032302i,0.0021708-0.003576i,0.0008839-0.0026871i,-0.0022847+0.0010116i
0.037755+0.056092i,0.041943+0.041714i,0.039033-0.008172i,7.9764e-05-0.057804i,-0.050247-0.06021i,-0.051601-0.042756i,-0.045104-0.056312i,-0.05023-0.052206i,-0.033257-0.016459i,-0.0038536+0.012452i,0.017553+0.028891i,0.028525+0.029312i,0.022397+0.01421i,0.01092+0.0031774i,0.0091848+0.00017006i,0.0087821-0.0035781i,0.0027015-0.0084393i,-0.0040041-0.011407i,-0.010173-0.0096313i,-0.013221-0.0020365i,-0.010732+0.00642i,-0.0067702+0.012269i,-0.0024465+0.01573i
0.061823-0.15203i,0.1549-0.1635i,0.15099-0.10827i,0.0039695-0.035452i,-0.12593+0.025546i,-0.16823+0.061649i,-0.15066+0.077216i,-0.099074+0.067552i,-0.050595+0.040066i,-0.037358+0.02273i,-0.048271+0.021942i,-0.052359+0.02299i,-0.038226+0.02085i,-0.020068+0.019554i,-0.0089835+0.019301i,-0.0026578+0.015917i,-0.0017643+0.012096i,-0.0023921+0.0098675i,0.0012106+0.0048877i,0.0033389-0.00038175i,0.0015614-0.002194i,0.0004932-0.0029401i,0.0011226-0.0022854i
-0.15869-0.0058751i,-0.29125+0.042468i,-0.27651+0.12507i,-0.087751+0.16268i,0.053676+0.1083i,0.070266+0.039913i,0.056223+0.020403i,0.05191+0.019593i,0.048648+0.0029838i,0.046608-0.02685i,0.047183-0.052216i,0.04047-0.060057i,0.023483-0.047598i,0.011642-0.026282i,0.0072193-0.011772i,0.0021356-0.0036187i,-0.0015947+0.0044601i,-0.00079857+0.010303i,0.0025935+0.012193i,0.0069652+0.0077537i,0.0091151-0.00031423i,0.0078395-0.0066613i,0.0042941-0.011018i
-0.13222+0.071129i,-0.14819+0.076296i,-0.063942+0.045295i,0.07026+0.009578i,0.1641-0.0036085i,0.17725-0.010204i,0.14357-0.029271i,0.088793-0.046138i,0.033817-0.029463i,0.012442+0.011651i,0.024364+0.046801i,0.041058+0.055137i,0.040833+0.033423i,0.027471+0.0070597i,0.015101-0.0051282i,0.0083958-0.0093525i,0.0089228-0.013273i,0.012159-0.017328i,0.0070081-0.0177i,-0.0012782-0.010615i,-0.0032181-0.00014927i,-0.00081726+0.0066258i,0.0024969+0.0093987i
0.2893+0.094257i,0.46377+0.10659i,0.40725+0.049693i,0.12353-0.046141i,-0.12272-0.072742i,-0.18328-0.012216i,-0.14495+0.033279i,-0.099937+0.022802i,-0.076286-0.0050109i,-0.068873-0.013556i,-0.065402-0.013653i,-0.060226-0.009617i,-0.04303+0.0053379i,-0.021339+0.011292i,-0.0098487+0.009525i,0.00051642+0.0086087i,0.010702+0.0048825i,0.010803+0.0026408i,0.0090641+0.0023626i,0.0083085+0.00057069i,0.0039014-0.0003704i,-0.0011565+0.002214i,-0.0034794+0.0045455i
0.096591+0.0011209i,0.042682-0.057459i,-0.064022-0.095884i,-0.11522-0.017975i,-0.087597+0.070631i,-0.078802+0.048817i,-0.099352+0.031928i,-0.070108+0.071139i,-0.0043169+0.074145i,0.033873+0.02977i,0.041959-0.019579i,0.027625-0.051914i,0.0031115-0.046838i,-0.0039681-0.020232i,0.00096585-0.0059816i,-0.0036951-0.0026378i,-0.016632+0.0034593i,-0.023897+0.0083741i,-0.022235+0.0098279i,-0.014754+0.009907i,-0.0050513+0.0042353i,0.0015563-0.006373i,0.0041215-0.013735i
-0.20791-0.14687i,-0.28568-0.25237i,-0.1946-0.21504i,0.025479-0.084694i,0.19335-0.020871i,0.22814-0.029375i,0.17861-0.047968i,0.11296-0.038771i,0.062487-0.0086651i,0.026253+0.016398i,0.002184+0.039562i,0.00049636+0.04864i,0.0094875+0.028719i,0.011446+0.0085059i,0.0056423+0.0018252i,-0.0047353-0.004603i,-0.0085548-0.012525i,-0.0027948-0.016898i,-0.0014322-0.019597i,-0.0053755-0.018853i,-0.0065733-0.0098633i,-0.001405+0.00079955i,0.005073+0.008066i
-0.10225+0.098568i,-0.063553+0.34989i,0.016511+0.41631i,0.031953+0.14312i,-0.043157-0.11703i,-0.070842-0.12948i,-0.008193-0.079243i,0.018954-0.086906i,-0.0021861-0.07696i,-0.010182-0.046466i,-0.016054-0.021509i,-0.018622+0.012116i,-0.0050192+0.029231i,0.0021659+0.016329i,0.001334+0.0048454i,0.010786+0.0044623i,0.023975+0.0028205i,0.02685+0.00018475i,0.023855-0.00030382i,0.019423-0.00092857i,0.011991+0.0010124i,0.0038474+0.0096454i,-0.0034293+0.01592i
0.053793+0.10579i,0.01386+0.098104i,-0.044032+0.0653i,-0.11903+0.096452i,-0.1877+0.15067i,-0.19131+0.12896i,-0.15521+0.071666i,-0.10454+0.050196i,-0.045708+0.042981i,-0.0010414+0.032077i,0.032377+0.018384i,0.047308-0.0094562i,0.031522-0.025752i,0.016022-0.015948i,0.015362-0.0015909i,0.010936+0.009915i,-0.00083931+0.0165i,-0.011625+0.014093i,-0.016077+0.012018i,-0.013719+0.012278i,-0.0085865+0.0069787i,-0.0045127-0.0014579i,-4.0812e-05-0.0063141i
0.10108-0.10644i,0.25161-0.35545i,0.2733-0.43398i,0.17619-0.20793i,0.12653+0.042815i,0.057902+0.11082i,-0.039278+0.098763i,-0.049077+0.070918i,-0.025628+0.0087878i,-0.031835-0.026193i,-0.030759-0.028081i,-0.017747-0.033715i,-0.012265-0.032934i,-0.014297-0.020374i,-0.019105-0.0087156i,-0.024971-0.0068197i,-0.024449-0.0054969i,-0.011453+0.0023467i,0.00029234+0.0017487i,-0.00024066-0.0051407i,-0.0035653-0.0071127i,-0.002285-0.010536i,-0.00083787-0.013187i
0.0051399-0.037919i,-0.11556+0.11557i,-0.18289+0.18561i,-0.079791+0.01858i,0.047267-0.19155i,0.086125-0.21736i,0.086779-0.11191i,0.068733-0.038668i,0.040543-0.013247i,0.030718-0.010294i,0.022286-0.015144i,-0.0026997-0.0014721i,-0.015334+0.016962i,-0.0031029+0.017006i,0.012928+0.0033777i,0.022361-0.0095755i,0.024718-0.013249i,0.018078-0.012332i,0.011873-0.0086124i,0.014495-0.0033969i,0.015856-0.00062528i,0.011468+0.0018269i,0.0064748+0.0003856i
0.036333+0.1698i,-0.094714+0.18784i,-0.20735+0.17519i,-0.22203+0.18446i,-0.15674+0.19007i,-0.021034+0.14739i,0.0828+0.061606i,0.065937+0.029202i,0.017974+0.065624i,0.0038052+0.081723i,-0.0014139+0.067134i,0.002537+0.048686i,0.013773+0.031326i,0.022558+0.020556i,0.026039+0.01693i,0.020973+0.017605i,0.012509+0.0074664i,0.0013402-0.011073i,-0.01118-0.015377i,-0.012995-0.0062012i,-0.004736+0.0024219i,0.0036874+0.0092914i,0.0096134+0.016035i
-0.10418-0.005348i,0.20148-0.040462i,0.46022-0.081726i,0.36128-0.04789i,0.095894+0.081809i,-0.078404+0.14878i,-0.13789+0.093i,-0.10291+0.0088448i,-0.047154-0.054422i,-0.027365-0.066492i,-0.012367-0.04803i,0.0076601-0.037683i,0.016995-0.031123i,0.0069018-0.028579i,-0.018814-0.026965i,-0.036593-0.018294i,-0.036163-0.0041853i,-0.021387+0.011533i,-0.0054477+0.011912i,-0.0070214+0.0011533i,-0.01775+0.00022761i,-0.020372+0.0058861i,-0.016263+0.0091472i
-0.031472-0.25751i,-0.13931-0.21242i,-0.13338-0.12844i,0.049523-0.17701i,0.17051-0.33887i,0.085393-0.37197i,-0.031707-0.21601i,-0.042932-0.060026i,0.00043189-0.0070302i,0.02703-0.0011798i,0.028888+0.0068036i,0.013225+0.01364i,-0.004049+0.014838i,-0.0059698+0.016391i,0.0077011+0.014784i,0.021659+0.0050133i,0.021155+0.00019216i,0.013476+0.0040629i,0.012683+0.0063366i,0.014387+0.0015454i,0.0090712-0.0071336i,0.00052882-0.014706i,-0.005967-0.017473i
0.10031+0.30671i,-0.073139+0.22882i,-0.27004+0.13305i,-0.31397+0.14868i,-0.20012+0.19755i,-0.023573+0.17439i,0.092058+0.10744i,0.083784+0.070902i,0.031926+0.078151i,0.0027258+0.065698i,-0.018518+0.037108i,-0.026186+0.017841i,-0.024686+0.0041158i,-0.015746+0.012826i,0.0043042+0.031324i,0.0176+0.036378i,0.023845+0.021852i,0.022261-0.0052283i,0.0070748-0.015847i,0.003291-0.0027726i,0.017748+0.0070803i,0.029837+0.0058296i,0.029174+0.0018991i
-0.17306+0.15999i,0.034349+0.32039i,0.18087+0.35366i,0.062101+0.24442i,-0.15313+0.18683i,-0.23989+0.17761i,-0.18235+0.093986i,-0.084933-0.033027i,-0.03021-0.11221i,-0.011642-0.10806i,0.011699-0.076564i,0.033817-0.059101i,0.037623-0.045432i,0.023563-0.043708i,-0.0025041-0.049074i,-0.024029-0.041607i,-0.03271-0.020829i,-0.031808-0.00056721i,-0.025631+0.0053313i,-0.021442+0.0037688i,-0.018834+0.010436i,-0.014341+0.022749i,-0.0077331+0.024285i
0.27527-0.47874i,0.13135-0.61647i,0.011727-0.56554i,0.099917-0.41109i,0.22673-0.33465i,0.17545-0.30847i,0.017994-0.18329i,-0.04716-0.020875i,-0.027001+0.048145i,-0.0047949+0.055644i,0.012623+0.056831i,0.019664+0.051408i,0.017949+0.04295i,0.016504+0.027502i,0.014869+0.01197i,0.0166+0.00080848i,0.014589-0.0099511i,0.0084459-0.0079545i,0.0097326-0.0013971i,0.0076254-0.0080926i,-0.0095755-0.016537i,-0.026513-0.017096i,-0.027938-0.01353i
0.011163+0.28115i,0.12029+0.045194i,0.12593-0.16764i,0.0096696-0.076807i,-0.016805+0.14518i,0.10419+0.25296i,0.18746+0.20628i,0.1333+0.12974i,0.052748+0.11077i,0.024009+0.086931i,-0.00065+0.04036i,-0.030661+0.012516i,-0.041999+0.0042434i,-0.031291+0.014722i,-0.01174+0.029666i,0.0013807+0.030645i,0.014912+0.020134i,0.027667+0.0024269i,0.025514-0.0091442i,0.01886-0.0074361i,0.022507-0.0088269i,0.031061-0.017749i,0.029633-0.019822i
-0.47461+0.071542i,-0.3942+0.64478i,-0.12504+0.95057i,-0.0094975+0.62514i,-0.14684+0.19008i,-0.25578+0.018971i,-0.16532-0.056513i,-0.04353-0.14392i,-0.0048017-0.17342i,-0.0085186-0.13385i,-0.0098195-0.092853i,-0.0029908-0.072471i,0.0084192-0.053541i,0.0212-0.037753i,0.021007-0.030857i,0.0030931-0.019836i,-0.017321-0.0024092i,-0.027653+0.0038353i,-0.030546-0.00010723i,-0.027386+0.0034619i,-0.014734+0.016936i,-0.0018381+0.030407i,0.0082973+0.033386i
0.41537-0.11632i,0.12867-0.29096i,-0.16386-0.30354i,-0.07119-0.18769i,0.15191-0.17659i,0.14591-0.23046i,-0.020079-0.13983i,-0.092673+0.025251i,-0.054423+0.077933i,-0.023276+0.044104i,-0.0034387+0.035148i,0.028296+0.047532i,0.04245+0.043012i,0.028154+0.023037i,0.0094891+0.010111i,0.0044494+0.0029945i,0.0033216-0.0065754i,-0.0012025-0.0061319i,-0.0019771+0.0010114i,-0.0013611+5.414e-05i,-0.01266-0.0031082i,-0.031395-0.0014464i,-0.039441+0.00068674i
-0.04809+0.1641i,0.22215-0.28728i,0.27594-0.7092i,0.063511-0.52983i,-0.025985-0.038449i,0.043536+0.22178i,0.056469+0.227i,0.022022+0.17211i,0.010205+0.13189i,0.021751+0.10301i,0.024302+0.077842i,0.010768+0.058567i,0.001897+0.037501i,0.001762+0.017459i,0.00091975+0.0083836i,0.00067874+0.0056941i,0.008042+0.0063233i,0.018401+0.0076077i,0.025419+0.0039675i,0.026776-0.0024982i,0.028346-0.0093379i,0.035155-0.019337i,0.031281-0.026304i
-0.077839-0.16241i,-0.11322+0.29899i,0.012055+0.6476i,0.075815+0.461i,-0.069004+0.13056i,-0.1674+0.045675i,-0.058163+0.02935i,0.067423-0.071632i,0.063618-0.14206i,0.013145-0.1113i,0.0020188-0.080827i,-0.0030294-0.091468i,-0.011841-0.071273i,0.0074862-0.020072i,0.036631+0.0096429i,0.037732+0.016926i,0.019731+0.01563i,0.0073958+0.0029827i,-0.0027481-0.0077604i,-0.010049-0.0006055i,-0.0055641+0.014172i,0.0042503+0.027264i,0.018495+0.036449i
0.1139+0.32108i,-0.052709+0.3912i,-0.21147+0.42975i,-0.13781+0.32466i,0.010772+0.067964i,0.0015649-0.15444i,-0.1034-0.19154i,-0.15182-0.091599i,-0.098376-0.011964i,-0.030348-0.014405i,0.0092217-0.024371i,0.03767-0.017655i,0.032144-0.019846i,0.0021268-0.019982i,-0.015806-0.014743i,-0.017057-0.016416i,-0.012657-0.023587i,-0.012789-0.021834i,-0.011436-0.013371i,-0.0056817-0.013906i,-0.0094748-0.019777i,-0.025567-0.017167i,-0.038652-0.0089364i
-0.27165-0.3472i,-0.15817-0.63273i,-0.041454-0.81614i,-0.058579-0.59538i,-0.07585-0.18171i,-0.041822+0.023492i,-0.050795+0.051668i,-0.051428+0.079505i,-0.015121+0.10015i,-0.0023505+0.095073i,-0.02982+0.096388i,-0.049875+0.10353i,-0.031065+0.080423i,-0.0078971+0.028547i,-0.0068576-0.01034i,-0.0080292-0.024099i,-0.0045669-0.022266i,-0.0043364-0.0090335i,0.0018481+0.0029881i,0.010027+0.004977i,0.014741+0.0032485i,0.02224-0.0072945i,0.018453-0.024792i
0.34179-0.061185i,0.3318-0.1039i,0.2756-0.056965i,0.18799+0.0045866i,0.082479+0.042064i,0.057255+0.11746i,0.1481+0.13405i,0.20212+0.020959i,0.12457-0.081269i,0.035232-0.074235i,0.01815-0.050907i,0.010934-0.055289i,-0.0098197-0.025946i,-0.0092929+0.028382i,0.0024233+0.05374i,0.0039623+0.052528i,0.006055+0.040594i,0.012546+0.017956i,0.0034141-0.00016913i,-0.014783+0.0038479i,-0.01977+0.020227i,-0.011694+0.03417i,0.0085656+0.043888i
-0.14743+0.53661i,-0.05115+0.80428i,0.009304+0.81326i,-0.022673+0.49827i,-0.1255+0.14978i,-0.25759-0.024119i,-0.33027-0.027975i,-0.28778+0.040918i,-0.15169+0.070884i,-0.031827+0.041503i,0.035372+0.019919i,0.075775+0.0092437i,0.071286-0.014631i,0.039054-0.022894i,0.022928-0.011865i,0.018562-0.0044022i,0.011154-0.00023256i,0.0044569+0.0031561i,0.0028915+0.0014801i,0.0045896-0.0058003i,0.0048496-0.020909i,-0.0031841-0.032282i,-0.015224-0.027681i
0.10503-0.255i,-0.012702-0.31262i,-0.094567-0.3113i,-0.045783-0.20668i,0.071001-0.073208i,0.15631-0.053474i,0.13546-0.10312i,0.062347-0.067707i,0.027036+0.011359i,0.010897+0.031871i,-0.025013+0.025231i,-0.038929+0.031662i,-0.0078083+0.030212i,0.024427+0.0082131i,0.028073-0.0091463i,0.017173-0.010366i,0.0038209-0.014378i,-0.010772-0.015271i,-0.01138-0.00046578i,0.0060181+0.016809i,0.024258+0.029073i,0.035754+0.031258i,0.033683+0.01548i
-0.040802+0.10199i,0.0026365-0.15562i,0.028603-0.33388i,0.014147-0.2358i,0.043409-0.030125i,0.12603+0.1338i,0.18597+0.19519i,0.17958+0.10683i,0.10423-0.013444i,0.042368-0.057189i,0.031045-0.075111i,0.0019573-0.089828i,-0.040257-0.064646i,-0.04643-0.021905i,-0.035855+0.0025866i,-0.028003+0.018638i,-0.01221+0.035236i,0.0090441+0.034191i,0.01099+0.0097535i,-0.01041-0.01394i,-0.030543-0.020191i,-0.034148-0.0096419i,-0.02091+0.009186i
-0.24114-0.13986i,-0.16348+0.26838i,0.033385+0.56962i,0.12511+0.39389i,0.01424+0.040888i,-0.099884-0.1361i,-0.075944-0.15608i,-0.031577-0.1018i,-0.015622-0.028403i,-0.018877+0.013256i,-0.042597+0.03549i,-0.035409+0.052433i,0.0022375+0.030992i,0.017547-0.012834i,0.0272-0.040942i,0.041272-0.063521i,0.035012-0.068075i,0.02357-0.049482i,0.014913-0.03119i,0.0046564-0.012707i,0.0013804+0.0031468i,-0.0014327+0.0021263i,-0.0096123-0.0099419i
0.41189+0.2249i,0.28053+0.14011i,0.056478+0.069494i,0.034708+0.086927i,0.16809+0.086695i,0.17714-0.0066009i,-0.0084888-0.076173i,-0.13579-0.011699i,-0.074358+0.047169i,0.0077703+0.014771i,0.03721-0.0081763i,0.057571-0.0021749i,0.051524+0.010587i,0.027617+0.031046i,0.00064419+0.048873i,-0.022145+0.064137i,-0.021316+0.053562i,-0.016022+0.019916i,-0.0076645+0.0020735i,0.011751-0.0018662i,0.022029-0.0022737i,0.024093+0.0020549i,0.021504+0.0042672i
-0.32613+0.073322i,-0.15848-0.20432i,-0.092599-0.52057i,-0.29808-0.5002i,-0.56929-0.26414i,-0.68348-0.092573i,-0.54747-0.0025047i,-0.28525-0.013075i,-0.16164-0.041599i,-0.12492+0.060038i,-0.036148+0.15721i,0.015694+0.13969i,0.012261+0.10169i,0.026836+0.088075i,0.044024+0.077061i,0.038984+0.058132i,0.024304+0.041194i,0.019305+0.0334i,0.017467+0.018608i,0.0064718-0.0020925i,-7.2371e-05-0.012698i,0.0029275-0.0055521i,0.0089525+0.015322i
0.34816-0.10022i,0.27816+0.090504i,0.25542+0.27348i,0.29936+0.27141i,0.31613+0.21601i,0.34249+0.22671i,0.35524+0.21971i,0.28299+0.17395i,0.21086+0.090354i,0.14281-0.034921i,0.077911-0.13217i,0.05233-0.16854i,0.035304-0.14524i,0.016632-0.078883i,-0.0046759-0.030893i,-0.02465-0.027068i,-0.012845-0.041333i,0.0064327-0.060084i,-0.0037536-0.061399i,-0.01559-0.029572i,-0.01111+0.010175i,-0.0082488+0.032148i,-0.0047233+0.032976i
-0.23437+0.3574i,-0.22294+0.50999i,-0.11944+0.56511i,-0.055953+0.45396i,-0.1929+0.33668i,-0.45269+0.36504i,-0.54105+0.39993i,-0.38042+0.30946i,-0.15577+0.17224i,0.010047+0.107i,0.1033+0.079082i,0.10752+0.040629i,0.080416+0.010633i,0.09987-0.025157i,0.1307-0.063489i,0.10676-0.068037i,0.036186-0.043278i,-0.015426-0.013497i,-0.016324+0.00049586i,-0.00049132-0.012476i,0.0026227-0.047612i,0.002888-0.086667i,0.0060119-0.096505i
0.21075-0.33856i,0.17504-0.43175i,0.038975-0.42454i,-0.11321-0.25796i,-0.15878-0.0074752i,-0.089511+0.10877i,-0.0079968+0.051623i,-0.010041-0.039746i,-0.072793-0.033119i,-0.089232+0.030704i,-0.059377+0.051498i,-0.034918+0.048445i,-0.0028228+0.051023i,0.018917+0.047147i,0.016371+0.057729i,0.021789+0.066229i,0.031587+0.040463i,0.026228+0.015121i,0.015049+0.0068382i,0.016077+0.011085i,0.031573+0.03627i,0.051786+0.071662i,0.064489+0.086541i
-1.3306+7.3489i,0.92827+6.9844i,3.6962+5.6804i,4.6574+2.235i,3.9085-1.0998i,1.946-2.7027i,0.048432-1.9363i,-0.67423-0.30789i,-0.061441+0.60976i,0.83619+0.18278i,0.81887-0.71469i,0.25733-1.239i,-0.32789-1.8313i,-0.98446-2.5734i,-1.2206-2.6004i,-0.78865-1.5411i,-0.2798-0.41778i,-0.29542+0.045396i,-0.69117+0.22687i,-0.73648+0.4868i,-0.26297+0.6527i,0.25053+0.46251i,0.36933+0.026198i
-0.10692-0.053983i,0.27647+0.11014i,0.57163+0.16736i,0.57814-0.010724i,0.50354-0.28765i,0.44979-0.49933i,0.24009-0.54567i,-0.023293-0.35131i,-0.080386-0.119i,-0.067657-0.052387i,-0.12888-0.0089911i,-0.11974+0.062593i,-0.052642+0.045443i,-0.039001-0.0013492i,-0.040506-0.0084334i,-0.04281-0.010254i,-0.065581-0.0044841i,-0.067135+0.017548i,-0.026768+0.022264i,0.011486+0.0042209i,0.019892-0.0099996i,0.013442-0.0161i,-0.0031833-0.019576i
0.44671+0.21037i,0.37037+0.1062i,0.10855-0.005521i,0.0037114+0.053467i,0.2354+0.22195i,0.5721+0.30087i,0.63121+0.22819i,0.37603+0.12262i,0.1293+0.095852i,0.056013+0.04507i,0.020762-0.03511i,0.010263-0.028089i,0.061769-0.00069508i,0.084715-0.0089695i,0.080308+0.00087423i,0.091219+0.026181i,0.090866+0.038863i,0.06695+0.030954i,0.029141+0.01019i,-0.0065927+0.0010284i,-0.022844+0.0063237i,-0.017553+0.0088176i,-0.0041762-0.0023255i
-0.60673-0.47026i,-0.81413-0.5306i,-0.76523-0.35582i,-0.41691-0.12653i,0.091048-0.10271i,0.51015-0.30666i,0.57789-0.5177i,0.31179-0.48165i,0.072724-0.24917i,-0.0050908-0.10437i,-0.077098-0.06697i,-0.11719-0.020214i,-0.079924-0.0064015i,-0.049157-0.015586i,-0.022118-0.0034438i,0.0064908-0.015478i,-0.0010609-0.044903i,-0.032484-0.038564i,-0.052409-0.0011362i,-0.049264+0.016674i,-0.041092+0.0067805i,-0.042102+0.0037361i,-0.045813+0.012783i
