0.00066321-0.00037774i,0.00081893-0.0015273i,0.0011186-0.0013049i,-0.00033222-0.0017992i,-0.0014214-0.0015731i,-0.0027624+0.00032517i,-0.0035094+0.002476i,-0.0012912+0.0036687i,0.00055539+0.0028083i,0.00097898+0.00095946i,0.0009213+0.00011006i,0.00047791-8.5036e-05i,-3.1277e-05-0.00038456i,-0.00016134-0.00010212i,-0.00068947-0.00061813i,-0.00037734-0.00047385i,-0.00014473-2.6329e-05i,-0.00014683+0.00011465i,0.00044274+1.0824e-05i,5.1435e-05-0.00081125i,4.5344e-05-0.0012373i,0.00059973-0.00099764i,0.00032362-0.00023011i
0.025833+0.049953i,0.048616+0.091856i,0.027912+0.11245i,-0.022341+0.095458i,-0.05168+0.078856i,-0.03574+0.078058i,0.017534+0.065762i,0.053164+0.035253i,0.047856+0.011386i,0.036447-0.00021839i,0.02871-0.017447i,0.019824-0.028566i,0.018197-0.024103i,0.014271-0.020524i,-0.00024626-0.019967i,-0.013758-0.012857i,-0.016711-0.00030164i,-0.0078764+0.0076088i,0.0076195+0.0076846i,0.019073+0.0075163i,0.02185+0.0092627i,0.018692+0.009418i,0.014955+0.0060208i
-0.06266+0.013805i,-0.044485+0.0083327i,0.030948-0.029111i,0.092207-0.05296i,0.11708-0.035432i,0.10943-0.034362i,0.044068-0.073904i,-0.0231-0.094895i,-0.038902-0.076985i,-0.031232-0.043322i,-0.022265-0.010588i,-0.013901+0.0023005i,-0.011703-0.0028048i,-0.013325-0.003536i,-0.016988+0.0049774i,-0.017729+0.0134i,-0.010559+0.013459i,-0.001776+0.0065483i,0.0031041-0.0030243i,0.0022882-0.013797i,-0.003738-0.019647i,-0.0096858-0.01391i,-0.011319-0.00175i
-0.021299-0.05076i,-0.098602-0.024123i,-0.15637+0.03903i,-0.12816+0.039634i,-0.087443-0.044828i,-0.086919-0.085823i,-0.06134-0.035916i,-0.020899+0.0057191i,-0.011374+0.01549i,-0.0036517+0.018258i,0.011293+0.0035049i,0.0097201-0.010762i,0.0032353-0.0082249i,0.0090485-0.0055533i,0.021443-0.0077628i,0.029939-0.0094778i,0.025852-0.0090107i,0.011998-0.0060572i,-0.0020136-0.0034606i,-0.0099982-0.0011699i,-0.0083849+0.0024729i,-0.0016747+0.0024254i,0.0036017-0.0025293i
0.063949-0.027638i,0.11283-0.072773i,0.12395-0.075781i,0.066027+0.006549i,-0.0021441+0.13272i,-0.0037701+0.19423i,0.034504+0.13438i,0.044755+0.04719i,0.032291+0.004468i,0.013617-0.016355i,-0.010424-0.022992i,-0.018854-0.019024i,-0.014384-0.016755i,-0.015833-0.013065i,-0.017411-0.0082666i,-0.012073-0.0074626i,-0.0037146-0.0078097i,0.0017393-0.0030885i,0.0030497+0.0036241i,0.0037866+0.0048976i,0.0050345-0.00086884i,0.0055331-0.0084008i,0.0032572-0.01254i
0.01126+0.069142i,-0.00024203+0.066022i,-0.040062+0.0060512i,-0.028091-0.041261i,0.062741-0.058185i,0.10041-0.072512i,0.032332-0.045141i,-0.019787+0.0042685i,-0.019104+0.015154i,-0.015854+0.012306i,-0.0083252+0.02308i,0.00030575+0.030357i,0.0010969+0.029755i,0.00048354+0.025964i,-0.0016255+0.020249i,-0.0062013+0.016274i,-0.010718+0.013561i,-0.0097117+0.010722i,-0.0058724+0.0089071i,-0.0082677+0.0091138i,-0.016537+0.013643i,-0.020005+0.021932i,-0.014353+0.027303i
-0.068893+0.014549i,-0.04864+0.077047i,0.02449+0.1034i,0.013952+0.03574i,-0.11055-0.026658i,-0.16576+5.7728e-05i,-0.073465+0.024934i,0.019334-0.0035701i,0.037339-0.016943i,0.031002-0.0053258i,0.020971-0.0070848i,0.012891-0.011759i,0.012303-0.0095348i,0.012108-0.0080189i,0.0067845-0.0098565i,-0.00028857-0.011813i,-0.0027645-0.0090183i,-0.0012133-0.0050623i,0.0023822-0.0025101i,0.0089558+0.00060711i,0.015055+0.0020674i,0.015243+0.00029172i,0.010476-0.0017479i
-0.013377-0.083072i,-0.073329-0.14348i,-0.11817-0.14182i,-0.082645-0.031602i,0.033051+0.11272i,0.13394+0.14611i,0.1334+0.069098i,0.073069+0.0047664i,0.03026-0.015726i,0.011351-0.019161i,-7.5333e-05-0.0085861i,-0.0087552-0.0029366i,-0.016603-0.0037701i,-0.013459+0.0016939i,-0.0035505+0.0085186i,0.000637+0.012731i,0.0013867+0.012171i,0.00099125+0.0083086i,0.0014418+0.0035458i,0.004737-0.004404i,0.0054113-0.012374i,0.00071389-0.017377i,-0.0039554-0.016222i
0.071127+0.011079i,0.079627+0.033383i,0.058584+0.08891i,0.07485+0.067564i,0.099473-0.076207i,0.048689-0.1707i,-0.0086544-0.11345i,-0.0038869-0.033365i,0.004655-0.013978i,-0.0065297-0.010509i,-0.0037033-0.0013617i,0.0099534+0.0060286i,0.01855+0.0072055i,0.017468-0.00013157i,0.0154-0.0051705i,0.018572-0.0026303i,0.017589+0.0027809i,0.012085+0.0065207i,0.006592+0.0066465i,0.00068958+0.007422i,-0.001442+0.011578i,0.0030902+0.014776i,0.0087328+0.01359i
0.0057942+0.065444i,0.053272+0.032522i,0.058343-0.076802i,-0.044503-0.11403i,-0.16691-0.010507i,-0.16498+0.085809i,-0.088575+0.063662i,-0.049347+0.0034022i,-0.033166-0.013414i,-0.014327-0.0072617i,-0.0088741-0.0049192i,-0.010089-0.0062671i,-0.010093-0.010809i,-0.012565-0.014442i,-0.013927-0.014109i,-0.014288-0.013193i,-0.013913-0.011683i,-0.012059-0.0063091i,-0.009319+0.00051025i,-0.0050662+0.0017207i,-0.0019732-0.0028506i,-0.00072351-0.006765i,-0.00090887-0.008208i
-0.097188-0.0053076i,-0.1627+0.056439i,-0.17455+0.13396i,-0.081386+0.17567i,0.074223+0.14271i,0.14997+0.052371i,0.11148-0.0027066i,0.058343+0.011163i,0.031066+0.027405i,0.010934+0.019222i,0.00050106+0.011444i,-0.0023426+0.01124i,-0.0019352+0.014047i,0.0017852+0.01114i,0.0044519+0.0020216i,0.0020695-0.0022387i,-0.0011203-0.0013173i,0.0013315-0.0002944i,0.0070766-0.00085234i,0.0066197-0.0029398i,-0.00064218-0.0025844i,-0.008308+0.0004474i,-0.012267+0.00049585i
0.030382-0.077829i,0.065483-0.097084i,0.15213-0.10529i,0.17529-0.16438i,0.055193-0.22232i,-0.080331-0.16451i,-0.089125-0.053651i,-0.026331-0.010662i,0.0024866-0.0073824i,5.6503e-05+0.005618i,0.0022491+0.0089824i,0.013078-0.002752i,0.018938-0.011052i,0.010447-0.0067483i,-0.0010702+5.3148e-05i,-0.0040856-0.00028034i,-0.0016047-0.0030804i,0.00087957-0.0060111i,0.0013262-0.0062859i,0.0027099+0.00041907i,0.0069661+0.0062145i,0.010362+0.0067205i,0.011459+0.0077015i
0.068032-0.00030731i,0.013055-0.050133i,-0.13052-0.076101i,-0.2336-0.0093312i,-0.19729+0.11546i,-0.080309+0.1717i,-0.0030274+0.13284i,0.0016415+0.074471i,-0.0037802+0.038228i,0.0062091+0.015885i,0.0048509+0.0055836i,-0.0087649+0.0053161i,-0.016603+0.0080126i,-0.011817+0.013289i,-0.00288+0.016436i,-0.00042904+0.01585i,-0.0048275+0.015327i,-0.0079877+0.016249i,-0.0062678+0.015016i,-0.0040898+0.007776i,-0.0064369-0.00090506i,-0.010803-0.0051892i,-0.011877-0.0033465i
-0.016777+0.098941i,0.034052+0.15625i,0.10958+0.19798i,0.18439+0.18744i,0.21739+0.099199i,0.17987-0.0049757i,0.11807-0.048769i,0.088215-0.038705i,0.068779-0.025904i,0.037089-0.024546i,0.013563-0.023751i,0.0048204-0.017101i,0.0025987-0.0099805i,0.00060007-0.011446i,-0.0012117-0.01264i,0.0017736-0.0072086i,0.0056478-0.0028276i,0.0044229-0.0035397i,0.00080628-0.0068519i,-0.0032814-0.0075561i,-0.0058494-0.0040394i,-0.0059946+0.0012471i,-0.0061044+0.0033431i
-0.080107-0.037034i,-0.090729-0.086952i,-0.090967-0.19617i,-0.12534-0.26525i,-0.16876-0.19946i,-0.14974-0.062109i,-0.087541+0.017207i,-0.044876+0.013428i,-0.026737-0.0037404i,-0.013279-0.001937i,-0.0067514-0.0006108i,-0.0083734-0.0060329i,-0.0086243-0.0079053i,-0.0031521-0.0038951i,0.00025804-0.0024858i,-0.0013228-0.0069328i,-0.0046621-0.012547i,-0.010044-0.011997i,-0.010927-0.0041444i,-0.00319+0.002659i,0.0062119+0.0027007i,0.012514-0.001173i,0.016139-0.0056957i
-0.0096482-0.067976i,-0.061895-0.002262i,-0.11214+0.1394i,-0.11523+0.25059i,-0.05279+0.25223i,0.025498+0.16654i,0.054718+0.076589i,0.031526+0.042748i,0.0097936+0.035145i,0.0039305+0.014967i,0.0016054+0.0056074i,0.005969+0.013926i,0.013898+0.015471i,0.017136+0.0056962i,0.015203-0.005206i,0.0093477-0.0091145i,0.0032453-0.0048263i,0.0022893+0.0017928i,0.0052069+0.0052178i,0.0021827+0.0054908i,-0.0040135+0.0055717i,-0.0052758+0.0055531i,-0.0043726+0.005541i
0.10153-0.0032845i,0.14575-0.051904i,0.20519-0.1052i,0.2576-0.13752i,0.23066-0.14689i,0.12079-0.13512i,0.025742-0.10645i,0.0047835-0.077275i,0.0089571-0.051619i,-0.001481-0.025787i,-0.010012-0.009992i,-0.0081664-0.0052755i,-0.0079036-0.0039028i,-0.015037-0.0040473i,-0.019599-0.0038237i,-0.01507-0.002307i,-0.0085015-0.0023002i,-0.0058856-0.0034718i,-0.006152-0.0023344i,-0.0050794+0.0011677i,-0.0035782+0.0025253i,-0.0047448+0.0020374i,-0.0065263+0.0032742i
-0.021008+0.072115i,-0.069941+0.060003i,-0.16893+0.023052i,-0.24293-0.0072152i,-0.22266-0.0036825i,-0.13556+0.038642i,-0.053009+0.07661i,-0.020498+0.065094i,-0.018685+0.036242i,-0.0086824+0.024179i,0.0042159+0.018071i,0.0064442+0.0095265i,0.0062203+0.0036799i,0.0077531+0.0039786i,0.0053558+0.0078887i,-0.0023383+0.010132i,-0.0083322+0.010866i,-0.0060533+0.012113i,0.0031214+0.010871i,0.010403+0.0022321i,0.009382-0.007811i,0.0058874-0.012549i,0.0045696-0.014248i
-0.061075+0.030867i,0.0033926+0.075235i,0.10627+0.12326i,0.15024+0.16559i,0.11964+0.1708i,0.07634+0.11077i,0.045521+0.041359i,0.031009+0.024185i,0.02737+0.024377i,0.019981+0.012997i,0.016118+0.0024057i,0.014841-0.0080004i,0.0059484-0.016407i,-0.0024044-0.018039i,-0.0041022-0.015467i,-0.002006-0.0074492i,0.0036162+0.00071049i,0.0083597+0.0013763i,0.0069977-0.0026817i,0.0044601-0.0020779i,0.0051028+0.0018863i,0.0055493+0.0016719i,0.005796-0.00039398i
-0.036-0.1001i,-0.081924-0.13387i,-0.10265-0.17628i,-0.068777-0.2195i,-0.028382-0.20535i,-0.038326-0.12539i,-0.059986-0.051076i,-0.049025-0.028069i,-0.02825-0.024974i,-0.014429-0.012688i,-0.0096021-0.0018648i,-0.013059+0.0038365i,-0.013901+0.014504i,-0.0087725+0.025481i,-0.0022416+0.025012i,0.0034976+0.013408i,0.0042462+2.1197e-05i,2.3136e-05-0.0053279i,-0.0030296-0.0016449i,-0.0030591+0.0021185i,-0.0034083+0.0026053i,-0.004337+0.0042844i,-0.0047558+0.0069398i
0.069393-0.013537i,0.045809+0.019313i,-0.016491+0.0813i,-0.095005+0.11124i,-0.13523+0.08871i,-0.080798+0.066193i,0.010782+0.0487i,0.033823+0.031046i,0.013816+0.030189i,0.0088425+0.024965i,0.010454+0.0098214i,0.0099272+0.00018648i,0.012713-0.0082744i,0.015913-0.016707i,0.016556-0.016688i,0.014202-0.010872i,0.0077648-0.0070321i,0.0024347-0.0072046i,0.00035336-0.010002i,-0.0040977-0.010169i,-0.0086644-0.0057928i,-0.0089313-0.0013458i,-0.0073452+0.00066741i
0.052532+0.046366i,0.085104-0.01531i,0.1001-0.084356i,0.11144-0.055663i,0.11773+0.02514i,0.084041+0.034655i,0.033731+0.0040148i,0.021451-0.00026741i,0.027429+0.00042188i,0.018179-0.0018725i,0.0044294-0.00032218i,-0.0041509+0.0022138i,-0.0080241+0.0061452i,-0.010072+0.0056613i,-0.012421-0.00056092i,-0.008471-0.0063594i,0.00019991-0.0096582i,0.002003-0.0094389i,-0.0007131-0.0037243i,0.0019836+0.0016236i,0.0055401+0.0014532i,0.0049921+0.00023397i,0.0053642-0.001239i
-0.089148+0.065109i,-0.10422+0.11435i,-0.095077+0.11829i,-0.075517+0.041928i,-0.047059-0.039829i,-0.032321-0.038935i,-0.034263+0.0028006i,-0.033815+0.0096659i,-0.031668-0.0030222i,-0.025988-0.0042155i,-0.015553+0.0040412i,-0.00053397+0.013579i,0.017989+0.014807i,0.028348+0.0089192i,0.024707+0.0024021i,0.011774-0.0043217i,-0.00032601-0.0059768i,-0.0031911-0.00071186i,0.00031916+0.0026006i,0.0023619+0.0018215i,0.0026484+0.0025664i,0.0051306+0.0051631i,0.0081015+0.0054601i
-0.036889-0.074973i,-0.023599-0.067037i,0.0084592-0.030453i,-0.012565+0.021607i,-0.067525+0.066495i,-0.049837+0.054093i,0.0049151+0.0023796i,0.01847-0.014209i,0.01776+0.00054063i,0.018189+0.0064457i,0.013266+0.0040812i,0.0069249-0.0041747i,-0.0065989-0.016803i,-0.018898-0.021988i,-0.019853-0.018594i,-0.016725-0.0095239i,-0.014765+3.558e-05i,-0.013484+0.0051976i,-0.012775+0.0063883i,-0.010271+0.0063574i,-0.0053215+0.004192i,-0.0027127-0.0024789i,-0.0051692-0.0059078i
0.045162-0.069332i,-0.015781-0.097506i,-0.082572-0.069182i,-0.039691-0.014306i,0.050589+0.014503i,0.053087+0.020112i,0.014076+0.023018i,0.0095345+0.012393i,0.00877-0.0096034i,-0.0010582-0.0163i,-0.00091253-0.0091141i,0.0040043-0.0018222i,0.0065676+0.0061132i,0.0046138+0.012477i,-0.00058168+0.013153i,-0.002767+0.0090185i,-0.0021173+0.0023962i,3.4375e-05-0.0016823i,0.0052391-0.00051795i,0.009514-0.0011631i,0.0073655-0.0051807i,0.00041365-0.0054267i,-0.0056503-0.0031332i
0.078973+0.090166i,0.13537+0.088407i,0.15013+0.032169i,0.093612-0.058764i,0.014942-0.12455i,-0.015699-0.096436i,-0.0090278-0.025465i,-0.013731+0.0066551i,-0.028918+0.014951i,-0.031263+0.018981i,-0.023511+0.012924i,-0.013867+0.00045804i,-0.0053752-0.011307i,-4.9994e-05-0.016465i,0.0021618-0.012935i,0.0015254-0.0045413i,0.0021923+0.001831i,0.0059025+0.0012576i,0.0059803-0.0024044i,0.0013386-0.0020479i,-0.001563+0.001095i,0.0013907+0.002626i,0.0065131+0.0032486i
-0.079822+0.040292i,-0.088033+0.025688i,-0.092329-0.016172i,-0.10771+0.0072936i,-0.093719+0.0722i,-0.051105+0.053915i,-0.026575-0.0083025i,-0.016284-0.023036i,-0.0012983-0.017315i,0.0079048-0.017954i,0.0053322-0.014789i,-0.0070493-0.0055624i,-0.019033+0.0096417i,-0.019162+0.021322i,-0.010599+0.021541i,0.0013347+0.017796i,0.010099+0.013741i,0.010138+0.0091653i,0.005808+0.0070667i,0.0035827+0.0067604i,0.0020948+0.005324i,-0.0010102+0.0038075i,-0.00099722+0.0040308i
-0.077567-0.054087i,-0.098476+0.0097919i,-0.031869+0.097782i,0.079922+0.099088i,0.14209+0.042721i,0.12328+0.027149i,0.082501+0.028726i,0.052047+0.005813i,0.018628-0.0098979i,-0.0032077-0.0064806i,-0.0047575-0.0034846i,0.0014573-0.0020861i,0.010638-0.0018536i,0.017435-0.0048017i,0.018043-0.0056305i,0.011941-0.005169i,0.0032257-0.0052135i,-0.00064375-0.0056784i,-0.0015511-0.0095192i,-0.0042057-0.013033i,-0.0072505-0.012196i,-0.0077678-0.0091371i,-0.0070322-0.0053922i
0.098862-0.093655i,0.090937-0.16291i,0.030774-0.20372i,-0.06865-0.20451i,-0.14377-0.15553i,-0.11688-0.077709i,-0.044489-0.018221i,-0.0087806+0.01155i,0.0065767+0.028711i,0.016448+0.035473i,0.011923+0.035169i,0.0034899+0.02902i,-0.00093784+0.016218i,-0.0024925+0.0046613i,-0.0017899-0.003746i,0.00037515-0.0087703i,0.0019358-0.010069i,0.0004608-0.0079336i,-0.0023535-0.0011903i,-0.0028911+0.0072451i,-0.00096417+0.0096673i,-0.00089971+0.0054189i,-0.0027836-0.00023172i
0.04949+0.096032i,0.022528+0.10633i,-0.054429+0.13682i,-0.072743+0.19598i,-0.033868+0.20342i,-0.03575+0.13088i,-0.058485+0.061254i,-0.044106+0.032512i,-0.018958+0.010109i,-0.011105-0.010443i,-0.008258-0.01548i,-0.0018399-0.0060148i,0.0068704+0.0066978i,0.012499+0.010467i,0.011681+0.0053034i,0.0093752-0.0026864i,0.0074789-0.0072744i,0.0048643-0.004203i,0.0051264+0.0014135i,0.0088865+0.0035059i,0.011328+0.0030963i,0.010191+0.0048182i,0.0079345+0.0076221i
-0.068464+0.079776i,0.0061063+0.085961i,0.12723+0.0094882i,0.19968-0.10147i,0.19074-0.15738i,0.14351-0.12232i,0.090773-0.069184i,0.041908-0.047866i,0.0083049-0.029694i,-0.0029973-0.011548i,-0.0038529-0.0087018i,-0.0029792-0.015634i,-0.0051731-0.022728i,-0.010968-0.023652i,-0.014112-0.017289i,-0.01297-0.0071859i,-0.0097994+0.00089339i,-0.0057044+0.00179i,-0.0044736-0.0010336i,-0.0082039-0.0024946i,-0.012646+0.00010225i,-0.010859+0.0032953i,-0.0042271+0.0036378i
-0.097163-0.10876i,-0.15714-0.11281i,-0.21243-0.097843i,-0.26315-0.047211i,-0.245+0.018022i,-0.14304+0.036451i,-0.042938+0.019993i,0.0042442+0.0061031i,0.020989-0.0089935i,0.027394-0.018447i,0.030168-0.012693i,0.026157-0.0057408i,0.014283-0.00332i,0.0044497-0.001679i,-0.0035488-0.0019968i,-0.01052-0.0017728i,-0.012928-0.00058328i,-0.010299-0.00055657i,-0.001997-0.00065808i,0.0063622-0.00045614i,0.0090181-4.6844e-05i,0.0071836-0.0013502i,0.0023692-0.0031544i
0.093976-0.063418i,0.098494-0.0091531i,0.13334+0.1094i,0.19173+0.18434i,0.19415+0.18044i,0.11698+0.15095i,0.048058+0.1157i,0.030124+0.068532i,0.016759+0.028434i,-0.0065817+0.012291i,-0.01907+0.0078573i,-0.017115+0.0027549i,-0.0076807-0.00097949i,0.002321-0.0011416i,0.0073087-0.00015048i,0.00578+0.00079413i,0.002036+0.0025527i,0.0015461+0.0051261i,0.0033102+0.0034173i,0.0032021-0.0044014i,0.00036019-0.012265i,-0.0018167-0.014703i,-0.00040289-0.011074i
0.089312+0.061059i,0.082754-0.019823i,0.032814-0.15424i,-0.023317-0.26558i,-0.052318-0.27866i,-0.040184-0.2057i,-0.023173-0.12167i,-0.024066-0.061264i,-0.021561-0.018652i,-0.012321+0.002695i,-0.011477+0.0070685i,-0.016593+0.0077192i,-0.020172+0.0097525i,-0.018076+0.012543i,-0.0083356+0.012693i,0.0033972+0.0083233i,0.0076082+0.0038853i,0.0044341+0.0025698i,-0.00041495+0.0054433i,-0.0053704+0.012107i,-0.0070182+0.017025i,-0.005922+0.015797i,-0.0051508+0.01073i
-0.097478+0.10384i,-0.12081+0.12995i,-0.16004+0.17359i,-0.17451+0.23397i,-0.1384+0.22748i,-0.084089+0.13647i,-0.042736+0.046984i,-0.023193+0.0072515i,-0.019748-0.0041028i,-0.015583-0.009074i,-0.0056866-0.013102i,0.00082422-0.01217i,0.0019763-0.0058287i,0.0014398-0.0024797i,-0.0011981+0.00056721i,-0.0030931+0.0058178i,-0.00295+0.0078396i,-0.0032803+0.0068694i,-0.0023297+0.0036398i,0.0010162-0.00074173i,0.0047784-0.0034691i,0.0064282-0.0041069i,0.0044732-0.0012642i
-0.070706-0.072459i,0.0094617-0.073462i,0.14987-0.087604i,0.25399-0.10338i,0.25921-0.079497i,0.19159-0.019182i,0.11883+0.01638i,0.068752+0.0088721i,0.035547+0.00063345i,0.019157+0.00895i,0.011613+0.016409i,0.0063682+0.01638i,0.0054109+0.010052i,0.0079031-0.00029519i,0.0089229-0.0095387i,0.0066456-0.012692i,0.0064725-0.011401i,0.0087242-0.010526i,0.0065865-0.010784i,-0.00061545-0.0095395i,-0.0081521-0.0068999i,-0.0091626-0.0049463i,-0.0034039-0.0060062i
0.036476-0.096199i,-0.027317-0.087544i,-0.13785-0.087393i,-0.24435-0.10127i,-0.26226-0.095346i,-0.19558-0.068145i,-0.11911-0.031629i,-0.061446+0.0017007i,-0.017548+0.013049i,0.0027621+0.0067624i,0.005685+0.0033487i,0.0075407+0.0045461i,0.009475+0.0058996i,0.0091771+0.0068541i,0.005935+0.0026577i,3.3918e-05-0.0037135i,-0.0044656-0.0057969i,-0.0059848-0.0039463i,-0.0043394+0.0010687i,0.0025628+0.0058782i,0.009475+0.0083087i,0.0084606+0.0076489i,0.0034927+0.0050542i
0.097732+0.058586i,0.090212+0.10146i,0.10566+0.1802i,0.13733+0.24016i,0.12042+0.226i,0.058563+0.15294i,0.014371+0.083586i,0.0043006+0.048055i,0.003008+0.030643i,-0.0017664+0.016759i,-0.0052222+0.004533i,-0.0034274-0.0041188i,-0.00078373-0.0080293i,-0.00058004-0.0062935i,0.0012654+0.00054256i,0.0053964+0.0060735i,0.0071425+0.0069129i,0.0065163+0.0076645i,0.0059156+0.0068594i,0.0049991+5.31e-05i,0.0026858-0.006733i,0.0002196-0.006103i,9.4127e-05-0.00061257i
-0.029968+0.063133i,-0.031605-0.028336i,-0.018559-0.15516i,0.016122-0.24338i,0.056195-0.23454i,0.081932-0.15521i,0.07831-0.086483i,0.047768-0.054037i,0.018223-0.036319i,0.0096705-0.022291i,0.010809-0.011759i,0.01004-0.0054786i,0.0059885-0.0047312i,-0.0010956-0.0081469i,-0.0078588-0.010318i,-0.010402-0.0088917i,-0.0096195-0.0088122i,-0.0087912-0.010188i,-0.0076218-0.0077674i,-0.0072266-0.0011477i,-0.0090462+0.0046809i,-0.0085262+0.0044413i,-0.0062394+0.00032643i
-0.090448+0.0051212i,-0.088013+0.035486i,-0.1289+0.10199i,-0.18651+0.1669i,-0.19108+0.16808i,-0.13718+0.11927i,-0.071422+0.073624i,-0.022566+0.038313i,-0.001616+0.0099715i,-0.0030062-0.00059408i,-0.0066898-0.0012501i,-0.0078496-0.0031963i,-0.0072223-0.003232i,-0.0039877+4.051e-05i,-0.0019743+0.0028429i,-0.003143+0.0038461i,-0.0036302+0.0041717i,-0.0031863+0.0060185i,-0.00084092+0.0068915i,0.0048667+0.0048222i,0.010164+0.0022648i,0.011651+0.0015369i,0.010046+0.0010265i
0.010457-0.077653i,0.071093-0.054106i,0.16123-0.041569i,0.22606-0.027871i,0.20761+0.002837i,0.12666+0.025292i,0.059991+0.02415i,0.032771+0.012202i,0.021301+0.0054415i,0.011597+0.0061854i,0.0035063+0.0057739i,-0.0026017+0.0014018i,-0.0057926-0.0018696i,-0.0039026-0.0011148i,0.0015645-0.00058473i,0.0048452-0.0027829i,0.0062784-0.0053416i,0.0073489-0.0061163i,0.0057468-0.0073401i,-0.00058663-0.0086527i,-0.0060073-0.0088517i,-0.0047593-0.0085284i,0.00015971-0.0081942i
0.039486-0.01999i,-0.036683-0.017769i,-0.12478-0.055909i,-0.17418-0.1202i,-0.15023-0.15352i,-0.088227-0.14005i,-0.049197-0.10479i,-0.039858-0.061394i,-0.034404-0.024104i,-0.023273-0.0081993i,-0.011843-0.0062599i,-0.0038799-0.0043371i,-1.0891e-05-0.0017824i,-0.0024575-0.00035923i,-0.007306+0.0021693i,-0.0080454+0.0041648i,-0.0076765+0.0043083i,-0.0087319+0.0030825i,-0.0088277+0.003544i,-0.005929+0.0072472i,-0.0026557+0.011679i,-0.004098+0.012046i,-0.008348+0.0099333i
0.036482+0.05716i,0.032178+0.067306i,0.049601+0.12578i,0.063741+0.19181i,0.048365+0.19445i,0.028936+0.14134i,0.020358+0.082416i,0.01011+0.037452i,-0.00066685+0.014698i,-0.002965+0.010826i,-0.00083382+0.011417i,-0.00044381+0.012122i,0.0013998+0.011324i,0.0065361+0.0053139i,0.0085615+0.00050291i,0.0066254+0.0025329i,0.0059765+0.0060544i,0.0069241+0.0069889i,0.0083931+0.0039667i,0.0097765-0.0024884i,0.010003-0.0093662i,0.0090398-0.010218i,0.0073573-0.0051198i
-0.036494+0.018177i,-0.012213-0.047474i,0.018247-0.12353i,0.052962-0.16391i,0.07451-0.13052i,0.066263-0.05719i,0.048256-0.0084246i,0.035933+0.0020323i,0.02508-0.0030672i,0.01519-0.0052559i,0.0072945-0.002227i,0.0015598+0.00082616i,-0.0016778+0.0022248i,-0.0017511+0.00077995i,-0.0008278-0.0030803i,-0.00042332-0.0050914i,-0.00063838-0.0058632i,-0.0026104-0.0062678i,-0.0051647-0.0023055i,-0.0076901+0.0029167i,-0.010685+0.0047466i,-0.011799+0.0026938i,-0.010068-0.0025694i
-0.050431-0.0063398i,-0.052997+0.035027i,-0.10185+0.076668i,-0.16373+0.086788i,-0.17771+0.056305i,-0.14362+0.02279i,-0.095923+0.016569i,-0.048176+0.026619i,-0.015399+0.028748i,-0.0067924+0.018557i,-0.0065033+0.0086007i,-0.0017513+0.002136i,0.0020495-0.0012354i,0.00097436+0.00070943i,-0.00034274+0.0047712i,0.00080662+0.0054091i,0.0005216+0.0034812i,-0.0018051+0.0036449i,-0.001429+0.0065378i,0.0042438+0.0088108i,0.010966+0.010201i,0.012797+0.011672i,0.0093631+0.010714i
0.016646-0.052653i,0.040266-0.035784i,0.093928-0.020512i,0.14014+0.0068761i,0.13334+0.03115i,0.093465+0.028151i,0.05647+0.014427i,0.027788+0.0059916i,0.010978+0.0016159i,0.0071824-0.00024348i,0.0087348-0.00097394i,0.0090013-0.00041507i,0.006935-0.0025981i,0.0045442-0.007145i,0.0038057-0.0077655i,0.0055451-0.0058935i,0.0085741-0.0060744i,0.0098004-0.0074505i,0.0067979-0.0085854i,-0.00047891-0.010345i,-0.0074631-0.011994i,-0.0081567-0.011432i,-0.0052449-0.009022i
0.03173-0.0085312i,-0.018686-0.0216i,-0.068747-0.056431i,-0.08589-0.096211i,-0.05172-0.10064i,-0.0039906-0.071619i,0.020315-0.051405i,0.01998-0.046101i,0.0071745-0.036423i,-0.0010578-0.021134i,-0.0016075-0.010334i,-0.0021149-0.0058735i,-0.0033981-0.0023683i,-0.0034668-0.00076905i,-0.0039548-0.0024884i,-0.0040873-0.004414i,-0.0039852-0.0042334i,-0.0037078-0.0023015i,-0.0021513-0.00027127i,-0.00021062+0.0039803i,0.00076509+0.010541i,5.5759e-05+0.013265i,-0.0025237+0.011156i
0.017033+0.047081i,0.02124+0.054876i,0.024541+0.096212i,0.010038+0.13848i,-0.01679+0.14011i,-0.026426+0.10921i,-0.013014+0.070481i,0.0063857+0.033304i,0.014141+0.011301i,0.008629+0.0073594i,0.0024504+0.0060804i,0.00020359-0.00024818i,6.6174e-05-0.005248i,0.0018372-0.0037992i,0.0034317-0.00053667i,0.0011219+0.0016579i,-0.0019003+0.0039816i,-0.0010745+0.0059394i,0.0023769+0.0050665i,0.0069352-0.0014819i,0.010522-0.0089057i,0.010768-0.011066i,0.0099137-0.0078272i
