0.00062887-0.00019348i,0.00063681-0.00066615i,0.0013793-0.0017631i,0.00042549-0.0029899i,-0.0024867-0.0027721i,-0.0042198-0.0010323i,-0.0036995+0.00079286i,-0.0018332+0.0013024i,0.00096521+0.0011841i,0.0015863+0.00088646i,0.00075642+0.00063899i,-2.6608e-05+0.00098761i,-0.00083739+0.0015362i,-0.00065116+0.0012233i,1.7647e-05+0.00036422i,4.3216e-05-0.00012115i,2.3377e-05-5.0012e-05i,-0.00020562+0.00061259i,-0.00077763+0.00044717i,-0.00094785-0.00067615i,-0.00026475-0.00041403i,-0.00054065+9.2656e-05i,-0.00067193-0.00013364i
0.00098587-0.0003864i,0.0010839-0.0020781i,0.00077341-0.0013702i,0.00031443-0.00044009i,-0.00075762-0.00027016i,-0.0012932-0.0003082i,-0.0010972-0.00014679i,-0.0011077+0.00011735i,-0.00011532+0.000268i,0.0013662-6.7222e-05i,0.00098729-0.00067485i,0.00024744-0.00083755i,0.00091413-0.00039958i,0.0010543+3.7746e-05i,0.0010845-0.00013481i,0.00086981-0.00072262i,0.00045868-0.0009367i,0.00063547-0.00039953i,0.00027939+0.00013227i,0.00030257+0.00057244i,0.00054467+0.00020958i,-0.00021105-0.00048823i,-0.0007102-8.7611e-05i
-0.00064803-0.00053707i,-0.00083857-0.00050209i,-0.0018722-0.00025482i,-0.0015153+0.00076096i,-0.00059246+0.0014779i,-0.00081499+0.0010471i,-0.0010337+0.0010702i,-0.00096739+0.00071569i,-0.00068366+0.00052691i,0.00017292+0.00085091i,0.00051971-0.00022533i,-0.00027472-0.00077195i,-0.0003828-0.00021573i,0.00021287+2.2775e-05i,-8.9532e-05+0.00014525i,-0.00042569+0.0001209i,4.7284e-05-0.000346i,0.00081233-0.00044145i,0.00044898+0.00015987i,-0.00055309+0.00084001i,-0.00070922+0.00055646i,-0.00049084-0.00010952i,-0.00015718-0.00018566i
0.000525-0.0014215i,8.0435e-05-0.0024136i,0.00027208-0.0038448i,-0.00026284-0.0029009i,-0.0022259-0.0007873i,-0.0027844+0.00013841i,-0.00099297+0.00018432i,-0.0003291-0.00035943i,-0.00078155-0.00013078i,-0.0003515+8.7099e-05i,-0.00011752-0.00054974i,-0.0002512-0.00068184i,0.00071929-0.00032572i,0.0013706-0.00055899i,0.00022197-0.00067278i,-0.00013088-5.9968e-05i,0.00067893+0.00042035i,-0.00017525+1.1045e-05i,-0.0010905-0.00032247i,-0.000355+0.00042996i,-0.00037685+0.00038279i,-0.00013167-0.00037097i,0.00073191-0.0013477i
-0.0014363+0.0013464i,0.00016562+7.3708e-06i,0.00082373+4.9102e-05i,0.00053165+0.00047749i,-0.00013301+0.00048587i,-0.00064982+0.00055719i,-0.00051853+0.0009928i,9.6074e-05+0.0011862i,0.00068404+0.00053899i,0.00095364+0.00028467i,0.00095145+0.00011402i,0.00063558-0.00046601i,0.00031955-3.8918e-05i,-6.3828e-05+6.9735e-05i,-0.00014539-0.00035334i,-6.114e-06-0.00038225i,0.00049524-0.00017264i,0.00039183-3.9391e-05i,-9.4853e-05+0.0001706i,0.00011549+0.00017464i,0.00071476+0.00056847i,0.00095452+0.00056337i,0.00012665-4.9427e-05i
-0.00025247+0.00029474i,-0.00039142+0.00072619i,-0.0008488+0.00096806i,-0.001348+0.0006734i,-0.0019778+8.0165e-05i,-0.0018043-0.00096597i,-0.0010073-0.0007422i,-0.00036469+0.00019137i,-6.4621e-05+0.00057545i,0.0001456+0.00023572i,0.00014365+3.4806e-05i,0.00019742-0.00035026i,-0.00028254-0.0003384i,-0.00089787+5.8195e-05i,-0.00062406+0.00038386i,6.7381e-05+0.00061896i,0.0011827+0.00032231i,0.0019047+0.00022397i,0.0012767+0.00029175i,0.0010333+0.0001929i,0.00094062+2.9508e-05i,-5.7255e-05+3.2024e-05i,-0.00075514+0.00025551i
0.0009932+0.00034429i,0.0014959-0.0014456i,0.0019379-0.002527i,0.0011059-0.001755i,-0.00018588-0.00040979i,-0.0017303+0.00021897i,-0.0020352+0.00075738i,-0.0015601+0.00097812i,-0.00081996+0.00018523i,0.00026508-0.00039394i,0.00066207-4.9941e-05i,-6.5188e-05+0.00021571i,-0.0002365-4.5854e-05i,0.00020408-7.2809e-05i,0.0002438+2.138e-05i,-0.00032132-0.00073675i,-0.0002906-0.0011906i,-0.00030926-0.00077304i,-0.00063814-0.00017519i,-0.0006628+0.00057665i,-0.00019951+0.00056069i,0.00038318+2.0133e-05i,0.00050862+0.00047074i
0.00031024-0.0011935i,0.0003238-0.00016617i,1.5831e-05-0.0010272i,0.00037411-0.0017769i,-0.00047578-0.00076897i,-0.0014107-0.00016585i,-0.00068297-0.00023692i,0.00037994-0.00028617i,0.0005111-0.0005247i,-0.00048425-0.00048151i,-0.00020183+0.00018291i,0.00094363+0.00031737i,0.0011254-3.5062e-06i,0.00022272-0.0003174i,-0.00016924-0.00052892i,0.00012541-0.00038565i,-0.00020183-0.00040627i,-0.00062971-0.00039265i,-0.00030659-6.7644e-05i,-0.00037796+0.00026736i,-0.00068744+0.00047923i,-0.00026124+0.00033154i,-0.00024631+0.00090622i
-0.00011798+0.00058393i,-0.00083263+0.00065233i,-0.0010148-0.00042744i,-0.0010475+8.6466e-05i,-0.00082577+0.00032672i,-0.00078719-0.00048431i,-0.0012762-0.00028388i,-0.0012244-8.3755e-05i,-0.00021358+0.00014032i,-0.0003202+0.00054144i,-0.00066721+0.00056413i,-0.00038677+0.00089531i,-0.00030941+0.0011673i,-0.00063888+0.00050348i,-0.00066479+3.3251e-05i,0.00014179+0.00018707i,0.00021727-0.00053798i,-0.00054563-0.0011721i,-0.00023459-0.00053222i,-0.00019312+0.00043867i,-0.00032908+0.00026835i,0.00033248+1.6279e-05i,0.00011927+0.00021762i
0.00097111-0.00013375i,0.00084321-0.0012171i,0.0014332-0.002395i,0.0010753-0.0027285i,-2.7786e-05-0.0027863i,-0.0012748-0.0014198i,-0.0018393+0.00070002i,-0.0016463+0.0014282i,-0.00096481+0.00085076i,-0.00048749-0.00023929i,-4.695e-05-0.00083752i,0.00025291-0.00041455i,0.00011945+6.4738e-05i,0.0002861-0.00045107i,-1.8761e-05-0.001014i,-5.8836e-05-0.00048123i,0.00052006-0.00045717i,0.00069148-0.00031919i,0.00013055+9.9121e-06i,-0.00019481+0.00015355i,0.0001044+0.00010815i,-0.00032222-0.00031123i,-0.00079044-0.0004966i
0.00026808+8.6088e-05i,0.00053329-0.00037268i,-0.00038066-1.8903e-05i,-0.0008334+0.0007018i,-0.00080142+0.00080258i,-0.0010211+0.0011441i,-0.001166+0.0012847i,-0.00056578+0.0013391i,0.00077777+0.00097177i,0.0018191+0.00095397i,0.0010262+0.00036199i,0.0002713-0.00060558i,0.00065865-0.00040343i,0.00069778-0.00022647i,7.031e-05-6.6867e-05i,-0.00022654+0.00024927i,0.00043389+0.00013787i,0.0002589+0.00045115i,-0.00019447+0.00023264i,0.00022993-0.00022403i,0.00056748-0.00048674i,0.0006159-0.0011048i,0.00051022-0.0012216i
0.0002924+0.0016764i,0.00010454+1.8726e-05i,0.00052591-0.001721i,0.00026838-0.0016492i,-0.00090188-0.0012949i,-0.0015149-0.00097833i,-0.0015952-0.00069368i,-0.0011035-0.00026994i,-0.00016919+0.00027035i,0.00041403+0.00064444i,0.00036331+0.00050578i,-2.9349e-05-0.00044918i,9.3978e-05-0.0001719i,0.00017194+0.0010703i,7.4765e-05+0.00074246i,-2.2409e-05+7.5438e-05i,-0.00025203+0.00036042i,6.2979e-05+0.00014616i,0.00062361+0.00023419i,0.00040292+0.00022815i,0.00032291+8.3139e-05i,0.00031197+0.00031905i,-0.00046961+0.00056214i
0.0013222+0.0005607i,0.0025599-2.3964e-05i,0.0027873-0.0010701i,0.0014417-0.0013115i,0.00088163-0.0007529i,0.0005504-1.4611e-05i,-0.00019836+0.00033031i,8.3499e-05-0.00019648i,0.00090433-0.00090996i,0.0012966-0.00088046i,0.00071161-0.00078385i,-7.3278e-05-0.00075657i,-0.00019757-0.00019403i,-7.7759e-05-0.00038558i,0.00024874-0.00051159i,0.00039724-0.00014116i,0.00038539-4.2412e-05i,-0.00030847+0.00028475i,-0.0011509+0.00017541i,-0.00084613-1.8801e-05i,-0.0005661+2.3607e-05i,-0.00069407-6.084e-05i,-0.00031023+0.00019369i
0.00050117-0.00036665i,0.00033654+0.00095767i,-0.00051113+0.0022625i,-0.00060844+0.00086567i,-0.00012489-0.00072985i,-0.00043462-0.00055184i,-0.00098667+0.00029067i,-0.00040223+0.0012894i,0.00051322+0.0011931i,0.00052344+0.00012157i,8.8565e-05-9.7382e-05i,0.00018376+0.00053713i,0.00014141+0.00047687i,0.00050522-0.00069189i,0.00097878-0.0010762i,0.00064962-0.0011457i,0.00057216-0.00059903i,0.0005581+0.0010074i,0.00011742+0.0011808i,-0.00034865+0.00053442i,-0.00072844-0.00011141i,-0.00046654-0.00087847i,-0.00025643+2.8479e-05i
0.001174-0.00032005i,0.0024579-0.0011049i,0.0019581-0.0018672i,0.0010686-0.0019938i,0.00018743-0.0017356i,-0.0016346-0.0015528i,-0.0015067-0.0011839i,-0.00010905+0.00011668i,0.00033943+0.00085668i,0.00017823+0.00049429i,0.00052915-0.00056109i,0.0012063-0.00044678i,0.00074348-0.00044143i,0.00053886-0.00097803i,0.00099667-0.00080368i,0.00056008-0.00073138i,0.00028339-0.00088086i,0.00071616-0.00052198i,8.1163e-05+0.00024715i,0.00019677+0.00045812i,0.00062748-0.00020797i,0.000684-0.00021967i,0.00076746+0.00037982i
-0.00044645+0.00074199i,-0.00031055+0.001613i,0.0005422+0.0010375i,0.00051696+0.00026467i,-0.00037517-0.00044442i,-0.00041137-0.00089427i,0.00022262-0.00010585i,4.2077e-05+0.0010506i,-0.00066661+0.00090882i,0.00017947+0.00019338i,0.0013977+0.0007169i,0.00097977+0.0012067i,0.00018125+0.00044331i,-4.4486e-05+8.3198e-06i,-0.00020939+0.00017916i,0.00029259-0.00012016i,0.00033051-0.00063062i,2.4856e-05-0.00085122i,7.4641e-05-0.00085129i,0.00046082-0.00023706i,0.00033388-0.00054328i,0.00021239-0.00060736i,0.00037309+0.00042128i
0.0013417+0.00072784i,0.0014576+0.00071543i,0.00145+0.00099677i,0.00055299+0.00071745i,-0.0005503-0.00070554i,-0.0012296-0.00090487i,-0.0015657+0.00038094i,-0.0013298+0.001051i,-0.00079634+0.00041461i,3.8684e-05-0.00014151i,0.00051635-0.0002929i,0.0004542-0.00071697i,0.00059178-7.6935e-05i,0.0011672+0.0012551i,0.001075+0.00066931i,0.00052689+0.00054889i,0.00033603+0.0010545i,0.00048025+0.00081174i,0.00024931+0.00038731i,-0.00030824+8.2384e-05i,-0.00037314+0.00016068i,-0.00045602+3.5121e-05i,-0.00041552+0.00018207i
0.00093881-0.00089989i,0.00058571-0.0012532i,0.00017312-0.0025058i,-7.0654e-05-0.0023141i,-0.00076945-0.00091688i,-0.0016416-0.0005027i,-0.0011798-0.00032132i,0.00020991+0.00043055i,0.00091461+0.00034165i,0.00074523-0.00032983i,0.00059447+5.4845e-05i,0.00050254+0.00053523i,0.00087506+0.00065708i,0.001335+0.0010646i,0.0010303+0.00040009i,0.00055386+0.00034728i,0.00055963+0.00041044i,0.0009558+0.00015766i,0.0011594+0.00029767i,0.0012124+0.00060388i,0.00075656+0.00056691i,0.00016878+0.00013032i,9.6593e-05+0.00023838i
0.0015736-0.00082898i,0.0019623-0.0011418i,0.001925-0.00076686i,0.00096543-0.001278i,-0.00067044-0.0013871i,-0.001296-0.0014623i,-0.00042206-0.0015375i,0.00068429-0.0002026i,0.0010217+0.0006193i,0.0014684+0.00020603i,0.001471-0.00024036i,0.00062026+5.2313e-05i,0.0003413+0.00031191i,0.00080486+0.00030617i,0.00086289-7.9392e-05i,5.2657e-05-0.0003843i,-0.00046037-0.00043648i,-0.00050964-0.00068498i,-0.00036973-0.00084218i,-0.00043915-0.0003842i,-0.00089906-0.00010129i,-0.0010931+0.00025136i,-0.00014388+0.00043801i
0.00072912-0.00092898i,-0.00052251-3.3415e-05i,-0.00056136+0.00018641i,-0.00078266+0.00072011i,-0.0019432+0.00078728i,-0.0020962+0.0011539i,-0.0014399+0.0012672i,-0.00038794+0.00092174i,0.00043348+0.00055839i,0.00038035+0.00051358i,0.00015671+0.00061884i,0.00016384+0.00071908i,0.00076824+0.00071068i,0.00041701+5.9275e-05i,0.00040919-0.0001331i,0.00098823+0.00030131i,0.00068966+0.00035153i,0.00051104+0.00044987i,0.00035382+0.00050912i,0.00026979+0.00035376i,0.00044793+0.00028752i,0.00066012+0.00058708i,1.4344e-05+0.0006182i
-0.00092992+0.0017965i,-0.00019675+0.0018427i,0.00020244+0.0015587i,0.00031024+0.00087705i,0.00035007-0.00027917i,0.00033777+0.00013537i,-0.00031252+0.0002011i,-0.00084184-0.00058058i,-0.00047913-0.00023235i,-0.00019612+0.00029688i,6.1388e-05+0.00029157i,0.00037655-0.00026832i,0.00071085-0.0005864i,0.00085911-0.00039883i,0.00050472+0.00020217i,0.00041411+0.00024915i,-7.0194e-06-0.00069387i,0.00019762-0.0002145i,-3.276e-05+0.0004736i,-0.00074179-8.549e-05i,7.0794e-05-0.00042774i,0.00055625+0.00027597i,0.00038325+0.00056899i
-0.0002798-0.00014632i,-9.558e-05+0.00026289i,-0.00043827+0.00046351i,-0.00025872+0.00047242i,-3.8902e-05+0.00071345i,-0.00012816-0.0001265i,8.9063e-06-0.00081347i,0.00020156+0.00028633i,-0.00031138+0.00084683i,-2.7671e-05+0.00061766i,0.00067812+0.0002359i,0.0013765-0.0004978i,0.0012056-0.00025455i,-4.1258e-05+0.00043922i,0.0001223+0.00019961i,7.0931e-05+0.00031569i,-0.00010602+0.00043264i,-0.00039734-0.00037231i,-0.00026617-0.00040191i,0.00072558+8.3759e-05i,0.00091303+0.00013818i,0.00049832-0.00015728i,0.00081093-8.4942e-05i
-0.00063382+0.0010914i,-0.0013762+0.00098738i,-0.00094085+0.0013114i,0.00010487+0.0010684i,0.00017846-0.00033167i,-0.00021281-0.00062471i,-0.00075671-0.00058103i,-0.00036023-0.00090985i,0.00043184-0.00028327i,5.8056e-05+0.00032586i,-0.00036684+0.00033953i,-0.00047787+0.00032783i,-0.00047943-0.00036259i,-0.00020902-0.00055825i,0.00019244+6.0073e-05i,-0.00036478+0.00032027i,-0.00041874+0.00046406i,0.00054891+0.00049133i,0.00014517+0.0001753i,-0.00063567-0.00038381i,-0.00038184-0.00057144i,0.00010291-0.00044694i,0.00070504-0.00062641i
0.0011354+0.00022438i,-9.7334e-05-0.00029704i,-0.00025286-0.0014008i,-0.00015589-0.00062505i,-0.00096007+0.00018086i,-0.0019054+0.00042758i,-0.0019939+0.00036307i,-0.0012938+0.00013203i,-0.00032285+0.00024351i,0.00089643+0.00036184i,0.0010321+0.0013808i,0.00039287+0.0011746i,0.00012762+0.00016537i,6.3923e-05+0.00034006i,0.00017516+0.00026764i,0.00063717-0.0002173i,-0.00013453-0.00035339i,-0.00113+4.7983e-05i,-0.0014405-0.00013759i,-0.0011342-0.00061542i,-0.0007102-0.00055269i,-0.00098613-0.00016372i,-0.00070547-0.00023991i
0.0013933-0.0012893i,0.0017177-0.00085325i,0.00081476-0.00153i,-0.00047974-0.002004i,-0.0022134-0.0016625i,-0.0030916-0.00087994i,-0.0020279+9.9635e-05i,-0.00044477+0.00039464i,-0.00030921+1.5461e-05i,-0.00094232-0.00020047i,-0.0005228-0.00054658i,0.00054411-0.0011991i,0.0010542-0.000483i,0.0014342+0.00041122i,0.0013234+0.00046686i,0.00095884+0.00010108i,0.00052412-0.00024389i,0.00019761-0.00048947i,0.00016857+0.00017548i,-0.00026935+0.00011131i,6.2887e-05-0.00062027i,0.00031142-0.00026773i,4.6261e-05-0.00059169i
-5.986e-05-0.0014283i,-0.0011047-0.001488i,-0.0010994-0.0013563i,-0.00059691-0.00038673i,-0.00095175-0.00027927i,-0.0016285+9.3788e-06i,-0.0012723+4.5122e-05i,-0.00045661-0.00014668i,0.00030184-0.00033225i,0.00032992-0.0013649i,-7.688e-05-0.0015869i,0.00045211-0.00072518i,0.0005483-0.00031543i,0.00048842-0.00014424i,0.00084889+0.00034849i,0.00044966+0.00016901i,0.00027742-6.3534e-05i,1.9175e-05+0.00059187i,-0.00021721+0.00026583i,5.5132e-06-0.00064654i,0.00014321-0.00060091i,1.7485e-06-0.00040695i,0.00012508+0.00029787i
0.0012818+0.00057088i,0.00070141-0.00046464i,0.00051137-0.0024287i,0.0001253-0.0032555i,-0.0009925-0.0030171i,-0.0020861-0.0010521i,-0.0020433+5.0358e-05i,-0.0014774+0.00070778i,-0.00030587+0.00076102i,0.0005031-0.00026829i,0.00015997-0.00017863i,-0.00076479-8.1001e-05i,-0.00076916+0.00027972i,0.00020663+0.001079i,0.0010196+0.00053139i,0.0011584-0.00012147i,0.00096465+0.00051225i,0.0011066+0.00066714i,0.0011804+6.1232e-05i,0.00089344-0.00056735i,0.00043656-0.00034601i,-0.00045558+0.00056285i,-0.00067309+0.00071381i
-0.00027733-0.00086432i,-0.0013736-0.00084268i,-0.0012933-0.0012855i,-0.0016802-0.00082179i,-0.0023872-8.4953e-05i,-0.0017728+0.00065888i,-0.00032489+0.00119i,0.00052943+0.00090325i,0.00094214+0.00054533i,0.00054895+0.00041888i,4.5469e-05-0.0001801i,0.00022252-8.1036e-05i,0.00061422-4.034e-05i,0.00088177+0.00015972i,0.0010009+0.00039255i,0.0011048-0.00046769i,0.0010493-0.0010152i,-0.00013878-0.00044671i,-0.00079348-5.9502e-05i,-0.00021288+0.0003499i,0.00021846+0.0007476i,-0.00047771+0.00018077i,-0.0001465+0.00033827i
-0.00081465-0.0008043i,-0.001574-0.0010153i,-0.0017911-0.00076308i,-0.0012417-0.0004028i,-0.001186+0.00090018i,-0.0018307+0.0012971i,-0.0016723+0.00074381i,-0.00074621+0.00049926i,-0.00038536+0.00013938i,-0.00015177-0.00035268i,0.00019064-0.00074258i,0.0002241-0.00068197i,-7.4681e-05+0.00026862i,-0.00047312+0.00016236i,9.5465e-05-0.0011192i,0.00047877-0.0008484i,0.00049019-0.00013877i,-0.00023185-0.00019123i,-0.00086723-0.00020707i,-0.00021577+0.00037432i,0.00034738+0.00030189i,0.00031759-0.00019584i,-0.00010198-0.00011519i
0.00060315-0.00038875i,0.0013837-6.1905e-05i,0.0019522-6.2909e-05i,0.0011733-0.0018573i,0.00068382-0.002832i,0.00034806-0.0016328i,-0.0005095+0.00022825i,-0.00084949+0.0006323i,0.00011763-0.00075887i,0.00049841-0.0010029i,0.00067561+2.914e-05i,0.0012526+0.00049568i,0.00093902+0.00023998i,0.00095196+0.00013578i,0.00019202+0.00042478i,-0.00022467+0.00018169i,-0.00017129-2.4118e-05i,-0.00034762-0.00032422i,-0.00021946-0.00056699i,-0.00049454+1.2116e-05i,-0.0001037+0.001031i,-0.00019383+0.00084774i,0.00010982-0.00011692i
-0.00060986-0.00032164i,-0.00083929-0.00075881i,-0.0012977-8.659e-05i,-0.00067472-0.00026051i,-0.0004294-0.00063749i,-0.00064746-0.00013916i,-0.00049746-0.00040267i,-5.4861e-05-0.00032599i,0.00018061+3.2248e-05i,0.0010082-0.00020347i,0.0011953-0.00059416i,0.00068176-0.00045545i,0.00079136-4.2966e-05i,0.00053703+0.00080003i,-0.00032541+0.0009135i,-8.0873e-06+0.00063382i,0.00085342+0.00052266i,0.00033144+0.00052774i,0.00041504+0.00055238i,0.00086449-7.9893e-05i,0.00021446+0.00045044i,-0.00026115+0.00098373i,-0.00067033+0.00064275i
-0.00040315-0.00089316i,-4.674e-05+0.000415i,0.00077724+0.00056692i,0.0003251+6.5609e-05i,-0.00055138+0.0002421i,-0.00096092+0.00027423i,-0.00096091-0.00061474i,-0.00057031-0.0007692i,0.0005659-0.00020832i,0.00093405+0.00030628i,-8.7215e-05-9.9186e-05i,-0.00013597-0.00071445i,0.00058634-0.00053218i,0.00084563-6.3078e-05i,0.00080335+0.00023589i,0.00023863+0.00024754i,-0.00036188-1.0035e-05i,-0.00078996+0.00029434i,-0.00059638+0.00052671i,-0.00027389+0.0004927i,-0.00090434+0.00035157i,-0.00041721+0.0002428i,0.00045022+0.00035257i
-0.0012418+0.00042153i,-0.00075372+0.00072014i,-0.00030891+0.0012216i,-0.00031009+0.00055691i,-0.0002415+0.00066476i,-0.0006852+0.0014916i,-0.0012204+0.0012841i,-0.0001081+0.00085342i,0.00035186+0.00063034i,0.00031438+0.00084791i,0.00092944+0.0010102i,0.0010888+0.00036111i,0.0005722+6.3505e-05i,0.00035115-0.00017752i,3.2196e-05-0.00051181i,3.4432e-05-0.00024025i,0.00055319-0.0002582i,0.00053583-8.9392e-05i,0.00059208+0.00015493i,0.00024271+0.00021153i,-0.0010164+0.00011221i,-0.001252+0.00038521i,-0.00080666+0.00035543i
0.0020283-0.0019056i,0.0013675-0.0021454i,0.00021788-0.0027423i,-0.0015289-0.0026177i,-0.0027384-0.0010265i,-0.0031239+0.00056413i,-0.0016266+0.0010344i,-8.1911e-05+0.0012042i,0.00080096+0.0007796i,0.00092298+0.00037912i,6.8589e-05+0.00025831i,0.00051241+6.0023e-05i,0.00064622+2.4452e-05i,4.2563e-05+0.00025622i,-4.2628e-05+0.00016076i,-0.00010862+0.00015069i,-0.00011263+0.0001781i,-0.00060703+0.00042248i,-0.00053584+0.0013401i,-0.00024306+0.0014161i,0.00026241+0.0003034i,0.00016731-0.00078476i,-0.00079023-0.0011386i
-0.0003817-0.00073142i,-0.00016584-0.00097771i,0.00011127-0.00059432i,-3.8811e-05-0.00057753i,-0.00022788-0.0015601i,-0.00038557-0.0016506i,-0.00033899-0.00058757i,-0.00040714+0.000426i,8.5601e-05+0.0010833i,5.4174e-05+0.0015531i,0.00015352+0.0012159i,0.00038322+0.00084383i,0.00036182-0.00022257i,0.00064655-0.00047852i,0.00060994+0.00018719i,0.00014272-0.00041015i,-0.00015575-0.001019i,7.5434e-05-0.00034773i,0.00019802+0.00042928i,0.00030601+0.00038289i,0.00015724-6.2587e-05i,-0.00012393-0.0006994i,-3.7893e-06-0.00092253i
0.0013956+0.00040149i,0.0017426-0.00051763i,0.0013031-0.0019744i,9.5396e-05-0.0026214i,-0.00073699-0.0013088i,-0.0018987+0.00025152i,-0.0022522+0.00039069i,-0.00084398+0.00049278i,0.00046575+0.00055103i,-3.7036e-05-0.00018143i,-0.00016465-9.1015e-05i,0.00039969+0.00054472i,0.00093702-4.6386e-05i,0.0010207+5.0144e-05i,0.00047867+0.00089525i,0.00020363+0.00072938i,0.00043874-0.00057571i,0.00045444-0.00079178i,0.00030218-2.0281e-05i,0.0004225-0.00062075i,0.00053394-0.0015804i,0.0001518-0.0011742i,-0.0005438+0.00046325i
-0.00065629+0.0010104i,-0.0003054+0.001313i,-0.00038224+0.0018641i,0.00010557+0.0013864i,0.00049283+0.000224i,0.00057214-0.00011265i,0.00068949-0.00051027i,0.00092295+0.0001812i,0.00079628+0.00092571i,0.00083984+0.00023154i,0.00028679-0.00022384i,-0.00032247+0.00018262i,-9.6417e-05+0.0002571i,0.00041868-0.00013428i,0.00017403+0.00023575i,-0.00032472+0.0007709i,-0.0005048+0.0010434i,-0.0007071+0.00024433i,0.00027235-0.00016786i,0.00065305+0.00060598i,8.6242e-05+0.00027336i,0.00018637+0.0002216i,9.2404e-05+0.00017821i
0.00032235+0.00022788i,0.00087791-0.0005656i,0.0018846-0.0020439i,0.00073895-0.0027166i,-0.00033538-0.002901i,-0.0010795-0.002476i,-0.000975-0.00074808i,-0.00029373+0.00040903i,-9.9045e-05-0.00021416i,0.0002797-0.0005499i,4.4973e-05+0.00022557i,-0.00041169+0.00017148i,-0.00035319+0.00034002i,-0.00014879+0.00078037i,0.00016662-0.00012359i,0.00035762-0.0013543i,-5.8151e-05-0.0010404i,0.00010867-0.00029018i,-3.5363e-05+0.00033253i,-0.00036699+0.00086159i,0.00017854+0.00073136i,4.1048e-05+0.00029267i,-0.00092946-0.00069125i
-0.00015704+0.00044497i,0.00071855+0.00027841i,0.0016946+6.6611e-05i,0.0021043-0.00013217i,0.0014059-0.0006779i,0.00023535-0.00076485i,-0.00064253-1.7266e-05i,-8.8988e-05+0.00026733i,-6.7025e-05+0.00017282i,0.00036888-0.00018812i,0.00073829-0.00020756i,5.8394e-05+0.00052008i,1.2137e-05+6.0788e-05i,-0.00067071-0.00043732i,-0.00053688-3.3498e-05i,0.00041068-0.00015468i,0.00021914+0.0001249i,-0.00024543+0.00083922i,-0.00019869+0.00092425i,0.00052199+0.00027667i,0.0008574-0.00080716i,0.00046283-0.00090654i,7.7361e-05-0.00066465i
0.00040084+0.00055687i,0.0014613+0.0017054i,0.0018316+0.0026683i,0.0017802+0.0017476i,0.0011853-0.00024574i,0.00055692-0.00070734i,-8.5598e-06+3.124e-05i,-3.3477e-05+0.00042089i,-0.00011772+0.00043313i,0.00022729+0.00028164i,0.000664-0.00020332i,0.0001227-0.00045354i,-0.00019251+5.2551e-06i,-4.3975e-05+0.00026715i,-0.00031962+0.00055149i,-0.00026873+0.0010627i,-0.00033375+0.00050902i,-0.00040282-2.6737e-06i,-0.00032055-4.7546e-05i,-0.00018863-0.00036854i,0.00043104-0.00019777i,0.0015167-0.00018482i,0.0019756-0.0002219i
0.0001422+0.00011522i,-0.00041646-0.00038676i,-0.00097832-0.0011211i,-0.00048633-0.0013218i,-0.0003935-0.00095992i,-0.0010023-0.0003939i,-0.00080144+0.00060279i,-0.00067679+0.00068234i,-0.00027505+0.00048606i,-1.0998e-05+9.2442e-05i,0.00025896-7.3973e-05i,0.0010674+0.00034769i,0.00087633+0.00017529i,0.00066053-0.00021661i,0.00067478+6.9344e-05i,2.9379e-05+0.0003282i,0.00020614+0.00011354i,0.00054953-0.00039035i,4.3078e-05-0.00051322i,-0.00041381-0.00043504i,-0.00018994-6.6298e-05i,-0.00042695+0.0005493i,-0.00061931+0.00065517i
-0.0012713+0.0022344i,0.00073589+0.0013755i,0.0019559+0.0013108i,0.0022188+0.00072764i,0.0018945-0.0001454i,0.0010837-0.00051305i,0.00048749+6.8016e-05i,0.00044407+0.00012951i,0.00040813-0.00060893i,0.00051945-0.0003312i,0.00035882+0.00032905i,-8.7294e-06+0.00035533i,-9.3635e-05+0.00048178i,-0.000361-3.5784e-05i,-3.7346e-05-0.00022125i,0.00065888+2.1816e-05i,-3.6752e-07-0.00017114i,-0.00037766+0.00063937i,-0.00018728+0.00074248i,0.00027004-1.0555e-06i,0.00017607-0.00028587i,-0.00021183-0.00026494i,6.4723e-05+0.0002337i
0.00016904-0.0016116i,-0.00072633-7.9151e-05i,-0.00072247+0.00046537i,-0.00086993-8.5829e-05i,-0.0013696+1.6135e-05i,-0.0015901+0.00086345i,-0.0013609+0.0013176i,-0.00089819+0.0011579i,-8.4535e-05+0.00023361i,0.00035985-0.00037599i,-0.00010627-0.00077693i,0.00069147-0.00085094i,0.00074154-0.00046856i,1.0715e-05-0.00092227i,-0.00049596-0.00076288i,-0.0004448-0.00050292i,0.00019706-0.00035995i,-1.3137e-05-0.00052753i,-0.00050191-0.00065902i,-4.5064e-05-0.00048859i,0.00049398-0.00070412i,3.0015e-05-0.00024729i,-0.00028635-7.6322e-05i
