-0.0046981-0.00051243i,-0.0026826-0.001643i,-0.0040211-0.0001045i,-0.002913+0.0015706i,-0.00047982+0.002858i,-0.00034208+0.0027875i,-0.00060814+0.0015654i,-0.00015346+0.0012587i,-0.00018265+0.0017437i,0.0004025+0.0016904i,0.0018175+0.0011675i,0.0021638+0.00092902i,0.0009721+0.0011693i,0.00033987+0.00068454i,0.00067907+0.00010839i,0.0010841-0.00013262i,0.0011062-0.00030867i,0.00072805-4.335e-05i,0.00021197-4.5942e-05i,-7.8388e-05-0.00031636i,0.00042084-6.0903e-06i,0.0006376+0.00046564i,0.00068898+0.00012154i
0.0010088+0.00066932i,0.0011051-0.00023651i,0.00046498-0.0011559i,-0.00046443-0.00077504i,0.00025094-0.00088949i,6.5165e-05-0.00058405i,-0.00051244+0.00011748i,-0.0003507+0.0001744i,-0.00038262+0.00056761i,-0.00045442+0.00074616i,-0.00045777-0.00011361i,-0.00048838-0.0014188i,-0.00044589-0.0013846i,-0.00083585+7.3048e-05i,-0.001133+0.00044477i,-0.00073698-3.6416e-05i,4.6205e-05+0.00038505i,0.0004947+0.00068309i,5.8299e-05+0.00017604i,0.00022398-0.0007493i,0.00025481-0.00073521i,0.00023222+0.00019849i,-0.00030123+0.00096127i
-0.0010708+0.0008172i,-0.00096867+0.0012249i,-0.00037969+0.0012908i,0.00049332+0.00027697i,-0.00029393-0.0002301i,-0.00026402+0.00028218i,-0.00013708+0.00039335i,-0.00059253-5.6643e-05i,-0.00072957+0.0002538i,-0.00071709+0.00063241i,-0.0002138+0.00044125i,0.0010065+0.00014508i,0.0018175-0.00063099i,0.0020011-0.00067378i,0.00088162+0.00014336i,-0.00031038-0.00017085i,-0.00029036-0.00029146i,0.00034911+5.9579e-05i,0.0012838-8.2162e-05i,0.00091753-0.00075499i,9.2485e-05-0.0010463i,-0.00011189-0.0010711i,1.7737e-05-0.0011654i
0.0014989+0.00094632i,0.0019647-3.6933e-05i,0.00076901-0.00021709i,-0.00076494-0.0011837i,-0.0017727-0.00050086i,-0.0011567+0.00021003i,0.00012454-2.0544e-05i,0.0011194-0.00063448i,0.0019889+7.5834e-05i,0.0018425+0.001368i,0.0011557+0.0007295i,0.00024683+9.2657e-05i,-0.00011276+0.00036209i,0.00059061+6.9826e-05i,0.00077067-0.00080504i,9.4386e-05-0.00068974i,-0.00030861-0.00014985i,-0.00016936-0.00050975i,6.0501e-05-0.00034998i,0.00033836+0.00032564i,-0.00016404+0.00083069i,-0.00052127+0.00085358i,-0.00017537+0.00019922i
-0.00097046-0.0010249i,-0.00023574-0.00039516i,-0.0012542-0.00048297i,-0.0024721-2.2752e-05i,-0.0025388+0.00084382i,-0.00094544+0.0009475i,0.0003787+0.00042892i,0.00093243+5.127e-05i,0.00074623-0.00040132i,0.00016288-0.00032271i,-0.00015019-0.00021324i,0.00072447-0.00046648i,0.0012987-0.00033618i,0.00032123-0.00046096i,-0.00063265-0.00039775i,-0.00046219+5.8523e-05i,-0.00030157+0.00023112i,-0.00048989+3.5844e-05i,-9.3243e-05-0.00034418i,0.00083875-0.00089738i,0.00075609-0.00063398i,-0.00053237+0.00049387i,-0.00093151+0.00097699i
-0.00027224+0.001202i,-0.00091337+0.00087537i,-0.00060723-5.9519e-05i,-0.00020874-0.00028142i,0.00057459-0.00075249i,0.00072402-0.00052922i,0.00089163-2.5258e-05i,0.00066721-0.00018104i,-0.00034381+0.0004639i,-3.9682e-05+0.00074165i,0.00031633-0.00018249i,0.00071525-0.00094703i,0.00076464-0.00040415i,0.00060929+0.00037529i,0.00037942+0.00043282i,-0.00020661+0.00030206i,-0.0005636+0.00027399i,-0.00077136+0.00030213i,-0.00060279+0.00029427i,-0.0004581+0.00014774i,-0.00048798+0.00024582i,-0.00021879-0.00025053i,0.00063386+3.589e-05i
0.0004057-3.502e-05i,-5.9471e-05-0.00031657i,-7.8626e-06-6.7857e-05i,-0.00063877-0.00092718i,-0.0006838-0.0016462i,8.4509e-06-0.0013302i,0.00031522-0.00050702i,-0.00011758-0.00026176i,-0.00052466-0.00051687i,-0.0001742-0.00028549i,0.00028159+0.00069131i,2.5621e-05+0.0011165i,-0.00094239+0.00013891i,-0.00083421-0.00053072i,0.00020217-0.00023172i,0.00028332+0.00061781i,-0.00045182+0.000528i,-0.00042498-0.00023365i,-9.1897e-05-0.00031919i,-0.00021452+3.3097e-05i,-0.00017583+0.00036646i,0.0006794+0.00044352i,0.00075618+8.5639e-05i
0.0012411-0.00097376i,0.00012705-0.0009935i,-0.00081777-0.0012723i,-0.0012399-0.00082831i,-0.0010635+0.00059952i,-0.00067684+0.0011268i,0.00015799+0.0002777i,0.00085137-0.00011338i,0.00081859+3.1459e-05i,0.00025366-0.00011548i,0.000267+0.00023764i,0.00012458+0.00045468i,0.00051889-1.2115e-05i,0.000502-2.9911e-05i,0.00053928+0.00023065i,0.0002743+0.00028178i,-8.5118e-05-0.00028728i,-0.000168-0.00053863i,0.00016602+0.00021675i,0.0005933+0.00075297i,8.7679e-05+0.00085747i,-0.00058422+0.00019058i,-0.00031427+4.1382e-05i
-0.0001063-0.0014825i,-0.00041286-0.001905i,-0.0016853-0.0019355i,-0.0022857-0.00038006i,-0.00099148+0.00039187i,0.00027872+6.1986e-05i,0.00036421-4.746e-05i,0.0002996-0.00025671i,0.00064561-0.00054271i,0.0011862-6.4719e-05i,0.001007+0.00017106i,0.00044098-0.00063117i,6.4057e-05-0.00035956i,-5.5679e-05+0.0010886i,-0.00044064+0.0013252i,-0.00017924+0.00061377i,3.0461e-05+0.00044413i,2.012e-05+0.00048464i,-7.5783e-05+0.00034628i,-0.00024194+0.00038656i,0.00018498+0.00020851i,0.00024708+0.00026422i,1.8269e-06+0.00036888i
0.00063795+0.0017894i,0.00054121+0.001092i,0.00027141+0.0005372i,-0.00012111-0.00019603i,-0.00070262-0.00062099i,-0.00087481-0.0016415i,-0.00030826-0.0021989i,-0.00034687-0.0018345i,-0.00015431-0.0012137i,0.00010111-0.00052092i,-0.00078539-0.00061487i,-0.00011471-0.0008113i,6.5823e-05-0.00027907i,-0.00079229-7.8482e-06i,-0.00045504+0.00018862i,7.033e-05+0.00031958i,0.00021254+0.00034885i,0.00028468+0.00043017i,0.00033158-7.6969e-05i,6.0407e-06-0.00073595i,-0.00066454-0.00046294i,-0.00057552-0.00045325i,0.00022981-0.00069251i
-0.0012105+0.00026166i,-0.00048675-0.00067853i,0.0010546-0.00055237i,0.00038095-0.00094402i,-0.00066175-0.0013204i,-0.00049965-0.00041485i,-0.00040081+0.0002846i,-0.00037057+0.00099073i,0.00027864+0.00075295i,0.00079723-9.6392e-05i,8.8378e-06-0.00036483i,-0.00031801-0.00019952i,-0.00010706+0.00018867i,-0.0003835+0.00061969i,-0.00048214+0.00031158i,-0.00040828-0.00035654i,0.00012993-0.00057953i,0.00054947-0.0002268i,0.00067587-5.8457e-05i,0.00047886-0.00029675i,0.00036319-0.00048642i,0.00011493-0.00011053i,-0.00041621-4.7128e-05i
-0.0006536-0.0014728i,-0.00042753-0.0017923i,-0.00087192-0.0019891i,-0.0024305-0.00089412i,-0.0027008-5.1112e-05i,-0.0011871+0.00049917i,-0.00019483+0.00062295i,-0.0002696+0.00024226i,-0.00043979+0.00028841i,-0.00028538+0.00097652i,0.00011117+0.0015951i,3.2815e-05+0.0014319i,5.1066e-05+0.00027477i,0.00025398-0.00064625i,0.0001552-0.00084691i,-0.00010948-0.00020122i,-0.00074842+0.0004028i,-0.00065069+2.4289e-05i,0.00026779-0.0010526i,0.0004171-0.00095683i,0.00035394-0.00026814i,-0.00024223+0.00023282i,-0.00010201+0.00062994i
0.00057824-0.0031831i,-1.2206e-05-0.0017508i,-0.00086381-0.0015453i,-0.0021499-0.00038463i,-0.002137+0.00091044i,-0.00039108+0.0019004i,0.00033255+0.0013094i,-0.00038458-0.00054026i,-0.0010359-0.00084434i,-0.00080524+0.00024116i,-0.0007222+0.00061007i,-0.00032574+6.5954e-06i,7.7244e-06-0.00017285i,-9.2532e-06-0.00015404i,0.00032434-0.0002858i,-0.00072281-7.8403e-05i,-0.001032+0.00018797i,-0.00011922+0.00041212i,-3.3108e-05+0.00044998i,-8.4664e-06+0.0003368i,0.00057934+0.00049785i,0.00051473+0.00020128i,-0.00017168-0.00033953i
1.8406e-06-0.00091664i,-0.00091625-0.0006987i,-0.00097633-0.00060038i,-0.00020723-0.00079934i,0.00030574-0.00092167i,0.00027926-0.0011229i,-0.00076104-0.00065902i,-0.00077703-0.00032511i,-0.00024805-0.00046628i,0.0001423+0.00053203i,0.00049153+0.00093941i,-0.00012959+0.00023712i,-0.00033891-0.00021279i,-0.00031719-0.00014253i,-0.00036938-0.00057737i,0.00013622-0.00065329i,0.00062743-0.00010915i,0.00036743-0.00020076i,-0.00016455-0.00079516i,-0.00076511-0.0010546i,-0.000916-0.00079675i,-0.00098211-0.00033616i,-0.00070366-0.00012471i
0.0010423-0.0011341i,0.00068277-0.00086651i,-0.00087932-0.00077836i,-0.0029724-0.00083946i,-0.0031309-0.00013091i,-0.0008814+0.00093244i,-0.00013839+0.00057838i,-4.5898e-05-0.00051921i,0.00024277-0.00062229i,0.00075327-0.00022706i,0.001359+0.00032492i,0.00092741+0.00065735i,0.00046309+0.00038182i,0.00038273+5.1362e-05i,0.00076142+0.00024723i,0.00099531+0.00030063i,0.00011853-0.00017978i,-0.00077127-0.00099936i,-0.0009339-0.0013589i,-0.00071701-0.00036804i,-5.4373e-05+0.00034732i,0.00070136-1.2526e-06i,0.0004438-0.00028858i
-5.1204e-05-0.00030016i,-0.00016015-0.0013933i,-0.00021988-0.0015627i,-3.6698e-05-0.00089325i,0.00062382-0.00031877i,0.00086646-0.0006255i,0.00032907-0.00059411i,-0.00052515-6.5522e-05i,-0.00057269-5.0989e-05i,0.00024277-0.00031338i,0.00060537-0.00072975i,0.00041518-0.00074803i,0.00030387-0.0004094i,0.00039498+3.1607e-05i,-0.00040529+0.00033018i,-0.00049346+0.00013208i,-0.00018456+0.00036918i,-0.00049101+0.00022436i,3.0039e-05-0.00044767i,0.000576+0.00020963i,0.00046719+0.00053317i,9.1069e-05+0.00013962i,-5.7098e-05-0.0001299i
0.00068397-0.00084331i,0.001158-0.0012002i,-0.00023813-0.00093577i,-0.0020808-0.00031257i,-0.0019029+0.00015685i,-0.00029086+0.00015952i,0.0011937+0.00023328i,0.00038171+0.00052497i,-0.00085883+0.00018143i,-0.00071552-0.00058038i,-0.00067136-0.00068325i,-0.00090068-0.00063456i,-0.00085456-0.0002124i,-0.0011439+2.8991e-05i,-0.00061028-0.00019774i,-0.00033211-0.00049901i,-0.00050902-0.00030965i,0.00013784+0.00013795i,0.0003547+0.00062461i,0.00018369+0.00035469i,0.00025914-0.0002039i,-0.00039529-0.00028311i,-0.00057798-0.00049587i
0.0007698+0.0028013i,0.0008219+0.0018371i,0.00025034+0.0016791i,0.00024685+0.0007063i,0.0013983-0.00061222i,0.0018065-0.0014038i,0.00093574-0.0008741i,0.00039587-5.2998e-05i,0.00039625+0.00043948i,-0.0001474+0.00058574i,-0.00010753+0.00064547i,-5.9114e-05+0.00057212i,-0.00044237+7.5237e-05i,-0.0006134-0.00048536i,0.00026018-0.00021282i,0.00044362-0.00011154i,0.00014234+6.4127e-05i,0.0010056+0.00010954i,0.0011286+0.0006613i,0.00081635+0.00087118i,0.0003451+0.00047927i,-0.00033021-0.00014193i,-0.00061861-0.0010079i
-6.0349e-05+0.00018376i,-0.00029424-0.00063305i,-0.00094216-0.0014646i,-0.0017062-0.0019997i,-0.0026375-0.0018734i,-0.0025633-0.0008562i,-0.00085539-0.00086075i,5.5042e-05-0.0015742i,0.00061533-0.0006903i,0.00087648+0.0003957i,0.00092181+0.00012699i,0.00089716+5.3885e-05i,0.00054676-0.00017788i,0.00050533-0.00030488i,0.00035492+0.00016934i,-7.2763e-05+0.00018665i,-0.00064924+1.7226e-05i,-0.00063918+0.00048507i,-0.00057287+0.00076265i,-0.00057383+0.00068175i,-0.00033541+0.00032558i,-0.00026971+0.0001482i,0.00021441-0.00024898i
0.00019843-0.00087455i,-0.0005116-0.00091631i,-0.0013302-0.00031796i,-0.0014179+0.00060155i,-0.0013825+0.0010444i,-0.00083861+0.0006359i,0.00019188+2.5128e-05i,0.00060192-0.00027231i,0.00024022-0.00018809i,0.00026253+0.00015949i,0.00044395+0.00044993i,0.00060578+0.00015222i,0.00035255+0.00058404i,0.00019488+0.00089431i,-0.00018696+0.00020109i,-0.00018701+4.0198e-05i,0.00014416-2.8777e-05i,6.9182e-05+0.00051002i,-0.00047492+0.00043602i,-0.00027793-0.00071205i,0.00027598-0.00076055i,-1.8738e-05-3.3625e-05i,0.000382+0.00042732i
0.0009111-0.0003487i,-0.00012084-0.00054566i,-7.1652e-05-0.0018727i,-0.00085041-0.0018206i,-0.0011535-0.0017267i,9.4677e-05-0.0018252i,0.00081608-0.001372i,0.00040819-0.00069749i,-0.00024032-0.0001028i,-0.00015806-0.00027425i,-0.00012552-0.00035899i,-0.00011941-0.00026463i,3.296e-05-0.00046737i,0.00038933-0.00055103i,0.00069601-0.00021253i,0.0001215-1.5851e-05i,0.0008259-1.509e-05i,0.0013334-5.6673e-05i,0.00058807+0.0003253i,0.00048354+0.00044875i,0.00046071-0.00050305i,0.00069088-0.0010186i,0.00078894-0.00030244i
0.0014422-0.00021925i,-0.00039836+0.00045515i,-0.0005845+0.0008059i,-0.00063008+0.00070863i,-0.00090681+0.00048839i,-0.00037114+0.00022233i,-0.00015486+1.0811e-05i,-0.00087709-0.00037851i,-0.00065524-0.00055725i,-0.00014114+9.6873e-05i,-0.00047981-0.00056257i,-0.0010913-0.0016541i,-0.0013276-0.0012921i,-0.00059327-0.0007332i,-0.00014746-3.6685e-05i,-0.00027265+0.00034775i,0.00028959+0.00020748i,0.00091403-0.00015592i,0.0008994-0.00071468i,0.00087168-0.00052836i,0.00010676-0.00035953i,-0.00069735+6.4233e-05i,-0.00034755+0.00049542i
0.001899+0.00091694i,0.0016714-0.00043944i,0.0011714-0.0016935i,0.00056872-0.002319i,0.00011129-0.0022644i,-2.1835e-05-0.0020411i,-0.00034901-0.0014198i,-0.00075642-0.00047286i,-0.00035141+0.00035688i,0.00020722+0.00064834i,9.605e-05-0.00012861i,-0.00058357-0.00076742i,5.6138e-05-0.00071512i,0.0007413-0.0006468i,0.00046456-0.00034853i,-0.00019116+0.00028595i,-0.0004587+0.00051146i,-3.8302e-05-4.36e-05i,0.00061689-0.00065865i,0.00064103-0.00021843i,-0.0002409+0.00018763i,-0.00059254-0.00035867i,8.0801e-05-0.00011346i
0.00094292+0.0011898i,0.001209-0.00057371i,0.00013692-0.0013119i,-0.0013027-0.00067859i,-0.0012825+0.00076304i,-0.00054424+0.00095243i,0.00022045+3.0348e-06i,0.00051678-0.00078965i,0.00048997-0.00057547i,0.00052884+0.00019728i,0.00036516+0.00032279i,0.00049047+0.00052451i,0.00046028+0.0007891i,-8.4224e-05+0.00015857i,0.00015624+0.00033331i,0.0006919+0.00036892i,0.0006019-0.00020544i,0.00037722+0.00027522i,3.9247e-05+0.00036648i,0.0001837-1.1949e-06i,0.0004306+0.0004862i,0.00024129+0.00023986i,0.00049245-0.00042547i
-0.00082208+0.001628i,-0.00049901+0.0012111i,0.00069215+0.00021746i,0.00083529-0.00065566i,0.00013034-0.00095484i,0.0005868-0.0013616i,0.00026924-0.001001i,-0.00051546-0.00025763i,0.00021942+0.00039257i,0.0012137+0.00051212i,0.00095608+0.00028072i,0.00075083-8.5275e-05i,0.00093747+8.1664e-05i,0.00075837+0.00022237i,0.00087577-0.00054947i,0.00085948+3.9271e-05i,0.00046189+0.00075741i,0.00012575+0.00054835i,0.00020415+0.00074681i,0.00069896+0.00055055i,0.0010858+0.00025083i,0.00051162+0.00051139i,-3.6438e-05+0.00030621i
0.0023488+0.001359i,0.0019698+0.00045718i,0.0012648+0.00023854i,-0.001534+0.00062062i,-0.0025545+0.0007946i,-0.0013178+0.00040113i,0.00010519-0.00040538i,0.0010336-0.0005967i,0.00052489-0.00071879i,0.00027049-0.00090165i,0.00017444-0.00075583i,-0.00028854-0.00030055i,-0.00052496+0.00060733i,-0.00044798+0.00082342i,-0.00010383+0.00014425i,-0.00042439-0.00087913i,-0.00024719-0.0016528i,0.00063892-0.0010717i,0.00084065-0.0004881i,-3.969e-05-0.0011611i,-0.00084947-0.001722i,-0.00086147-0.0012995i,-0.0001818-0.00079187i
0.0029251-0.00048933i,0.0026525-0.0010419i,0.0019723-0.0020849i,0.0003567-0.0025257i,-0.0010345-0.0022558i,-0.0015465-0.00076577i,-0.0015177+0.00031439i,-0.00075196+6.6805e-05i,-0.00032419-0.00050312i,1.977e-05-0.00050758i,-0.00030149+0.00015844i,-0.0010697+0.00049221i,-0.000881-1.9129e-05i,-0.0003299-0.00054302i,-0.00031035-0.00080464i,0.00023398-0.00093587i,0.0010177-0.00027766i,0.00048999+0.00043591i,3.2566e-06+0.0001655i,-0.00037419-0.00024225i,-0.00037582-0.00017697i,-0.00010211-0.00032412i,8.462e-06-0.00043301i
0.000629+0.00065238i,-0.00060893+0.0001943i,-0.0012324-0.00069306i,-0.001667-0.0011596i,-0.0015472-0.00087598i,-0.0010929-0.0012763i,-0.00010356-0.0011919i,0.00049127-0.00064489i,0.0010232-0.00072929i,0.001506-0.00084332i,0.00083269-0.00060463i,8.542e-05-0.00042963i,0.00065585-0.00010769i,0.00084309+0.00049122i,-4.0978e-05+0.00023436i,-0.00055963+0.00021225i,-0.00041084+0.00031134i,-0.00015266+0.00077992i,-0.00020159+0.0011116i,-0.00073924+0.00011761i,-0.0014998-0.0014586i,-0.00081338-0.0014099i,0.00046373-0.00036218i
0.0010575-0.00060053i,0.00048419-0.00043263i,0.00060302-0.00014284i,0.00072923+0.00048846i,0.00014827+0.0011533i,7.4158e-05+0.00060733i,0.00072615-0.00067762i,0.00040754-0.001128i,0.00027224-0.0010193i,0.00011969-0.00061447i,-0.00072856+0.00043244i,-0.000306+0.00096218i,0.00037929+0.00090046i,0.00047799+0.00071831i,0.00081547+0.00092301i,0.00088385+0.00058954i,0.00066206+0.00036664i,0.0005026+0.00035256i,-0.00044034-1.5324e-05i,-0.00066825-0.00054341i,-0.0002008-0.0006964i,-0.00032327-0.00036606i,-0.00049734-0.00022544i
0.00026491-0.0019971i,-0.00025891-0.001933i,-0.00095042-0.0023509i,-0.0014009-0.0022621i,-0.00079353-0.0011374i,0.00034186-0.00025637i,0.00085234-0.00014818i,0.0005308-0.00030365i,-1.6784e-05-0.00040395i,-5.5838e-05-0.00073243i,5.7838e-05-0.00082011i,0.00022387-0.00090842i,7.4353e-05-0.00097488i,0.0002578-0.00049636i,0.00058257+0.00028753i,0.0003398+0.00024213i,0.00056553-0.00044285i,0.00078774+0.00031213i,0.00053083+0.0010767i,5.149e-05+0.00063164i,-0.0005554-7.3852e-05i,-0.00057902-0.00059823i,-0.00015649-0.00026221i
0.0011599-0.001386i,0.00068962-0.0013314i,-0.00011245-0.0015493i,-0.001413-0.0021743i,-0.0015984-0.00092512i,-0.00071359+0.00078807i,-1.8842e-05+0.0010241i,-0.00010806+0.00029558i,-0.00036296-0.00069192i,-0.00031366-0.00010093i,-0.00051559+0.00033575i,-0.00069428-0.00027611i,-5.1218e-05-0.00095876i,9.5948e-05-0.0010663i,-0.00067345-2.4889e-05i,-0.00099028+0.00048598i,-0.00055884+0.00040187i,-6.5712e-05+0.00024158i,0.00012889+0.0005172i,0.0002982+0.00066772i,-0.00022131+0.00064241i,-0.00026876+0.00081705i,0.00032168+0.00040176i
-0.0022708-0.00025073i,-0.0026691-0.00051953i,-0.0030367+2.688e-05i,-0.0028337+0.0006445i,-0.0017152+0.0013568i,0.00023367+3.9216e-05i,0.001347-0.0011211i,0.00089232-0.00074703i,3.7404e-05-0.00040197i,-0.00018404+2.7508e-05i,-0.00031017+0.00045315i,0.00011243+0.001112i,-0.00019926+0.00059235i,-0.0013822-0.00021453i,-0.0012201-0.00025182i,-0.00091916-0.00018044i,-1.0905e-05-3.6589e-05i,0.00070058+0.0001872i,0.00020297+0.0002966i,-0.00036726+9.2131e-05i,-0.00065633-0.00047814i,-0.00038378-0.00084982i,-0.0003268-0.00070963i
0.0012716-0.00096605i,0.0017254-0.0013052i,0.0016232-0.0020219i,0.0011746-0.00094492i,-0.00029388-9.7758e-05i,-0.0007796-0.00058275i,-0.00038344-0.0005921i,-0.00012135-0.00073293i,-0.00013882-0.00037859i,-0.00024288+0.00035065i,0.00018608+5.6884e-05i,0.00038306+0.00018459i,0.0003497+5.7251e-05i,0.00012526-0.00012229i,-0.00068831-7.4635e-05i,-0.00085336-0.00012025i,-0.00011506-0.00011731i,0.00036975-0.00017507i,0.00054678-0.00014805i,0.0010313-0.00015487i,0.0013567+4.7704e-05i,0.00046855+0.00070085i,-0.00042277+0.00089379i
0.0015092-0.0011411i,0.0004078-0.0011707i,-0.0010103-0.0011904i,-0.0014743-0.0010179i,-0.0014084-0.00075744i,-0.00024148-0.00087116i,0.0011607-0.00083225i,0.0013256-0.00041722i,0.0011396+4.9252e-05i,-9.7028e-05-8.7784e-05i,-0.00043348-0.00032563i,-0.00031342-0.0003234i,-0.00046517+0.00036588i,-0.00041263+0.0011151i,-0.00059511+0.00055955i,-0.00077898+0.00053151i,-0.00089994+0.00093109i,-0.00092299+0.00038427i,-0.00079432+6.3726e-05i,-9.1903e-05-0.000204i,0.00029884-0.00022844i,-0.00022396+5.3145e-05i,-0.00049273+0.00039593i
0.00026781+0.00035157i,0.00028206+0.00030061i,0.00055542-4.8166e-05i,-0.00051087-0.0013238i,-0.00098247-0.0012965i,-0.00035563-0.00098251i,0.00017969-0.0011248i,0.00069768-0.0011861i,0.00053971-0.0011609i,0.00046276-0.00068582i,0.00027542-0.00013721i,-0.0005468-0.00035435i,-0.00041391-0.00036331i,-0.00020281+0.00022682i,-0.00057309-0.0004439i,-0.00053989-0.0011581i,-7.5538e-05-0.00059324i,4.3434e-05-0.00010206i,-2.3809e-06-0.00022196i,-0.00026724-0.00038459i,0.00032983-0.00067713i,0.00068617-0.00058954i,0.00035878-0.00017131i
0.0017338-0.00018595i,0.001389-0.00046845i,0.000232-0.0014298i,-0.00024353-0.0021093i,1.1848e-05-0.0015292i,0.00012188-0.00096125i,0.0010963-0.00083589i,0.0014209-0.00030675i,0.00057933+0.00022443i,0.00044829-0.00016731i,0.00053345-0.00078879i,-0.00042115-0.00049488i,-0.00075042-0.00033268i,-0.0003733-0.00028077i,-0.00011185-0.00022317i,-0.00018378-0.00044078i,0.00032758-0.00054781i,0.0006347-0.00025728i,0.00054083+0.0003394i,0.00076609+8.8884e-05i,0.00073225-0.00017495i,0.00045858+0.00026324i,8.7298e-05+8.4588e-05i
-0.00042835+0.0024483i,0.00050738+0.0014748i,0.00026852+0.00036525i,0.00049431+0.00065409i,0.00095147+0.0011849i,0.0012129+0.00053064i,0.00062128-0.00018679i,6.4716e-05-0.00058631i,-0.00010093-0.00037198i,0.00044095+0.00036558i,0.00019717+0.00067917i,4.2651e-05-0.00029849i,0.0003616-0.00047429i,-0.00044952+0.00026478i,-0.00049559-0.0002411i,-0.00046808-0.00071057i,-0.00066165-0.00025259i,0.0001162-0.00037399i,0.00050436-0.0013997i,0.00030933-0.0012275i,0.0005753-0.00028387i,0.00057619-0.0003166i,0.00038099-0.00028299i
-0.00083867+0.0003829i,-0.00070709-5.6684e-05i,-2.4198e-05-0.00013339i,0.00039754-0.00029075i,0.0011951-0.0012407i,0.0019464-0.00091676i,0.0010989-7.5842e-05i,-0.00053355-0.00078624i,-0.00081718-0.0010674i,-0.00055606+0.00027865i,-0.00031546+0.0011979i,-0.00024692+0.001344i,-0.00022157+0.00018902i,0.00035293-0.00094779i,0.00068441-0.00041937i,0.00030471-0.00031761i,-0.00035423-0.00014827i,0.00013064-0.00022673i,0.00016314-0.00060304i,3.3677e-05-0.00048495i,0.00075515+2.7939e-05i,0.00066554+0.00067215i,-0.00066636+0.00077577i
0.0019928+8.3878e-05i,0.0012156+2.5136e-05i,-0.00024681-0.00075722i,-0.0016996-0.0016027i,-0.0011092-0.0010342i,-0.00022487-0.00076141i,0.00034641-0.00079341i,0.0012569-0.00034392i,0.0016833-0.00053124i,0.0013448-0.0010992i,0.00075577-0.000811i,-0.00011437-0.00015575i,-0.00021948-0.00027466i,0.00099604-0.00017962i,0.0015492+0.00022955i,0.00077198-1.8695e-05i,0.00014279+0.00036089i,-0.00063993-5.4108e-05i,-0.00083466-0.0010861i,-0.00058541-0.0010399i,-0.00016327-9.3246e-05i,-0.00037231+0.00056528i,-0.00076828+0.0007203i
-0.00013129-0.00093257i,-0.00099808-0.0013935i,-0.0011319-0.0016095i,-0.0014714-0.00061785i,-0.0014123+0.00042291i,-0.00052208+0.00039896i,0.00035566-0.00032273i,0.00037586-0.0008341i,-0.00034295-0.00036166i,-0.00098075+6.5751e-05i,-0.0007228+5.9771e-05i,-0.00019782+0.0003495i,-0.00038159+0.00023411i,-0.00066559-2.7381e-05i,0.00043436+0.00052808i,0.00043672+0.00064046i,-0.00076448+0.00026058i,-0.00066662+0.00023174i,-2.8336e-05-0.00040012i,0.00049249-0.00063773i,0.00029663-0.00031505i,-0.00044812+7.8042e-06i,-0.00076939+0.00042707i
3.5664e-05+0.00068518i,-0.00031163+0.0011349i,-0.00094402+0.0014332i,-0.0010302+0.0009204i,-0.00068518+0.0010613i,-0.00019539+0.00035684i,0.00080915-0.0013086i,0.00058518-0.0013786i,-0.00054916-0.00042897i,-0.00028511+0.00035532i,0.00015636+2.3148e-05i,0.00017048-0.00062895i,-5.2412e-05-0.00020798i,6.7418e-05-0.00018446i,0.00025288-0.00048104i,-0.00056777-0.00056763i,-0.00016544-0.0003877i,0.00065614-0.00042645i,-3.7524e-05-0.0005497i,-0.00028054+0.00070251i,0.00029862+0.0012897i,0.00070166+0.00029626i,0.00013894-0.00044447i
0.00086331-0.00059947i,-0.00035149-0.0019058i,-0.0011353-0.0025452i,-0.0018788-0.0023367i,-0.0022175-0.0016543i,-0.0014416-0.00051917i,-0.00052756-0.0006759i,-0.00059978-0.00088906i,-0.00064854-0.00021006i,-0.00068+0.00032848i,-0.0014263+0.001051i,-0.0014191+0.00099062i,-0.00050359-8.8919e-05i,7.5038e-05-2.0403e-05i,-0.00050696+0.00016611i,-0.00097533-9.7622e-05i,-0.0005713+0.00026214i,5.7201e-05+0.00056176i,0.0010132+0.00058373i,0.0013211+0.0006809i,0.0019662+0.00031759i,0.0021924-0.00022808i,0.00082859+4.0071e-05i
0.00085541-0.0005238i,0.0014071-0.0013129i,0.0011795-0.0029149i,-0.00085563-0.0028439i,-0.0011616-0.00092061i,-0.00036014-0.00036344i,3.2243e-05-0.00083263i,9.0822e-05-0.00043573i,-0.00021148+0.0002837i,-0.00072192+0.00079585i,-0.00074335+0.0010663i,-0.00087481+0.001517i,-0.00080628+0.0012167i,-0.00056845+0.00068919i,-0.00049524+0.00038461i,9.5927e-05+0.00028503i,0.00054078+0.0011002i,0.0001759+0.00094769i,-0.00028084+0.00058019i,-0.00015144+0.00088661i,-0.00012175+0.00033398i,0.00039426-0.00095687i,0.00097495-0.0012646i
