-0.002911+0.0011058i,-0.0025107+0.0015908i,-0.0021606+0.0035555i,-0.00072025+0.0030476i,0.00065339+0.0026496i,0.0012135+0.0030626i,0.00084157+0.0026201i,0.0013364+0.00083526i,0.0017971-0.000163i,0.00099592-0.00061007i,0.00068728-0.0010413i,0.00059094-0.0012322i,-0.0003695-0.00054509i,-0.00080134-0.00037264i,0.00082082-0.0011224i,0.00096199-0.0009553i,-0.000381-0.0003723i,-0.00034185-0.00019007i,0.00026108-0.00046235i,0.00061395-0.00041999i,0.0009398-0.00039158i,0.00068757-0.0007784i,0.00012702-0.00088661i
-0.0027037-0.0021927i,-0.0025449+0.00081023i,-0.00093253+0.0048405i,0.00052505+0.0052573i,-0.0011683+0.0031436i,-0.0022099+0.002378i,-0.0005974+0.002118i,0.00047856+0.0015126i,0.00090989+0.0015477i,0.0011702+0.0013549i,0.00081706+0.00091621i,-6.1901e-05+0.00092241i,-0.00013294+0.0011384i,-0.00032803+0.00079284i,-0.0017948+0.00057875i,-0.0021647+0.000384i,-0.00074456-0.00047695i,-0.00028765-0.00094647i,-0.00047209-0.0012521i,0.00016119-0.00070691i,0.00084877+0.00083107i,0.0010403+0.0012571i,0.0015926+0.0002431i
0.0011317-0.0044484i,0.0015571-0.0052197i,0.00032498-0.0036208i,0.00014325+0.00044821i,2.8318e-05+0.0032546i,-8.6371e-05+0.0031549i,0.0012684+0.0013905i,0.0025298+8.4176e-05i,0.0022912-0.0003936i,0.0025605-0.00071611i,0.0021564-0.00076023i,0.0012093-0.00028407i,0.00086699-0.00018823i,0.00022225-0.00014829i,0.00047652+0.00055004i,0.00072485+0.00023876i,0.0002027-0.0012527i,0.00036387-0.0020342i,0.00092798-0.0013841i,0.00061294-0.000892i,0.00049773-0.00082188i,0.00034475-0.0008988i,0.00040807-0.0007821i
0.0030957+0.0018915i,0.0011543+0.0019047i,-0.0022146+0.0014711i,-0.003751+0.0026998i,-0.0026639+0.0044185i,-0.0022895+0.0043615i,-0.0025262+0.0025347i,-0.00096047+0.00060593i,-9.8171e-05-0.0011077i,-0.00060372-0.0021826i,5.5331e-05-0.0021342i,0.00052885-0.0013032i,0.00027856+0.00037925i,-8.7627e-05+0.00081343i,7.5525e-05-0.0013096i,0.00081823-0.0025334i,0.0006418-0.0023084i,0.00075714-0.0020778i,0.00090793-0.0016346i,0.0007339-0.001161i,0.00066203+2.6143e-05i,0.00027044+0.00050942i,0.00031237+0.00089661i
-0.0048369+0.0027235i,-0.0059403+0.0046148i,-0.0046199+0.0056598i,-0.0036095+0.0049204i,-0.0042331+0.0034209i,-0.0049148+0.0020975i,-0.0039536+0.0015104i,-0.0027221+0.0014615i,-0.0020401+0.00070461i,-0.0014754+0.00011879i,-0.00087448+0.00037151i,-0.00011543-0.00019728i,0.00022516-0.00067547i,0.00015097-0.00073678i,-5.5482e-05-0.0013208i,0.0010112-0.0014822i,0.0020246-0.00103i,0.0022295-0.0004727i,0.0017934+0.00026887i,0.00041381+0.001272i,0.00012412+0.0017083i,-0.00020278+0.0018327i,-0.00066251+0.001177i
-0.00011049-0.0083184i,-0.0021018-0.006672i,-0.0030784-0.0038624i,-0.0032172-0.00084303i,-0.0027734+0.0018251i,-0.0012488+0.0034953i,0.00043049+0.0031947i,0.0012615+0.0022111i,0.0011599+0.0021941i,0.00026751+0.002102i,-8.2167e-05+0.0020294i,0.00075434+0.00095986i,0.0014036+0.00019774i,0.0018816+0.00097063i,0.0020375+0.0019563i,0.0018423+0.001712i,0.0017923+0.0010622i,0.0018219+0.0010099i,0.0016966+0.0010706i,0.0016336+0.0010863i,0.00098231+0.0011001i,-0.00054217+0.00076269i,-0.0012189-0.00019175i
0.0072996-0.0044364i,0.0051571-0.0065193i,0.001885-0.0057192i,-0.00037974-0.0020632i,-0.00066131+0.0006291i,-0.00047882+0.0022001i,0.00076815+0.0024136i,0.0024254+0.00096263i,0.0031452-0.00037373i,0.0029852-0.00065594i,0.0023617-0.00011314i,0.0012572+0.00010549i,0.00069572-9.8547e-05i,0.0005949+0.0011615i,0.00097757+0.0024617i,0.0016792+0.0020906i,0.00132+0.0015609i,0.00041086+0.0012967i,-1.19e-05+0.00058276i,-0.00016994+1.3377e-05i,-0.00088609-0.00056712i,-0.00077774-0.00090291i,-5.9381e-05-0.0004772i
0.0039493+0.003106i,0.0029833+0.0048355i,0.0016592+0.0039559i,-0.00050604+0.0041514i,-0.0023556+0.0038377i,-0.0016632+0.0034962i,0.00076648+0.0028319i,0.0015604+0.00082236i,0.0011681-0.00074172i,0.00013056-0.00076992i,-0.0014243-0.00083651i,-0.00077152-0.00044275i,0.00010797+0.00086005i,0.00042441+0.001215i,0.00028074+0.0013932i,-0.00032215+0.0021009i,-0.00059841+0.0027249i,-0.00093997+0.0020397i,-0.0013089+0.0012564i,-0.00084926+0.00038842i,-0.00048424-0.00080107i,-0.00053327-0.0016589i,4.9553e-05-0.0012774i
-0.0023196+0.0016279i,-0.0017842+0.0025604i,1.8086e-05+0.0034417i,-0.00038843+0.0043563i,-0.0015106+0.0045267i,-0.0013325+0.0035884i,-0.0012282+0.0022557i,-0.0010043+0.001781i,-0.00088454+0.00090678i,-0.0019871-0.00025359i,-0.00255+0.00010476i,-0.0022516+0.0010463i,-0.001232+0.0012553i,-0.0011086+0.001614i,-0.0015022+0.0024212i,-0.001319+0.0017989i,-0.0010282+0.00012167i,-0.0014815-0.00029238i,-0.0014794+8.1047e-06i,-0.00087777-0.00069976i,-6.2074e-05-0.0013742i,0.00042244-0.0011113i,0.00037309-0.0005142i
-0.0011628-0.0021955i,-0.0039653-0.0013518i,-0.0047441+0.0014976i,-0.003639+0.003027i,-0.0022879+0.0027161i,-0.0009781+0.0025387i,-0.00048417+0.0020611i,-0.00064448+0.0013284i,-0.00070901+0.00035595i,-0.0004833+5.5136e-05i,8.0121e-05+3.9886e-05i,-0.00039676-0.00052573i,-0.0018348-0.0011217i,-0.0026528-0.0015489i,-0.002234-0.0020669i,-0.0016565-0.00098472i,-0.0015792-0.00019654i,-0.00079536-0.001343i,-7.1051e-05-0.0021025i,-0.00049938-0.0016656i,-0.00049183-0.00076543i,0.00020986-0.00019293i,0.00092885-0.00027649i
0.0024482+0.004298i,0.0025078+0.0044806i,0.0018082+0.0051403i,0.00078997+0.0052607i,-0.0010458+0.0036868i,-0.0031057+0.0016802i,-0.0032301+0.0006712i,-0.0013996+0.00057292i,0.0010111+0.000357i,0.0016126-0.00070468i,0.0008248-0.001107i,5.86e-06-0.0005453i,-0.001235-3.0044e-05i,-0.0026452-0.00046753i,-0.0025344-0.0011292i,-0.0020993-0.0011725i,-0.0021508-0.0014776i,-0.00063929-0.0022821i,0.00080035-0.0022691i,0.00046543-0.00090326i,0.00037427+0.0005026i,0.00067483+0.00058167i,0.00059738+8.8237e-05i
-0.0016354+0.0018653i,-0.0013032+0.0012339i,0.0011532+0.00043731i,0.0016625-0.00023925i,0.00069346+0.00017407i,0.00013778+0.00085859i,0.00038287+0.0005281i,0.00096168+0.00018991i,0.0011307-0.00035437i,0.00073364-0.0014317i,0.00046581-0.0017611i,0.00029614-0.00141i,-0.00080707-0.0018219i,-0.0012871-0.0016887i,-0.00023029-0.0012799i,0.00053177-0.0015637i,0.00070836-0.0015804i,0.00065588-0.00091218i,0.0012241-0.00017233i,0.0013212+0.00086071i,0.00096134+0.0010572i,0.00084214+0.0009491i,0.00043596+0.00084457i
0.00057808-0.0056375i,-0.0020946-0.0047127i,-0.0041248-0.0014683i,-0.0043054+0.0029689i,-0.0029186+0.0050457i,-4.3653e-05+0.0049036i,0.0030103+0.0025975i,0.0032381+0.00021944i,0.0013031-0.00081334i,8.8754e-05-0.0007151i,-0.00070379-9.2766e-05i,-0.0016369-2.4655e-08i,-0.0013044+0.00025966i,-0.00032588+0.0006937i,9.6496e-05+0.00069465i,0.00043663-0.0005708i,0.0011592-0.0012299i,0.0014352-0.00029501i,0.0015444+0.0011911i,0.001094+0.0016623i,0.00030288+0.00060505i,-0.00013727-0.000589i,-0.0011712-0.00051917i
0.0037961+0.0028668i,0.0044984+0.0042753i,0.0041744+0.004691i,0.0013216+0.0042736i,-0.0025788+0.0042577i,-0.0051156+0.0057446i,-0.0035682+0.0058966i,-0.00061377+0.0027674i,0.00030493+0.00022818i,0.00042573-0.00038046i,0.00041508-0.00029231i,0.00093342-0.00042581i,0.0013744-0.00023078i,0.0011353+0.0001068i,0.00059341-0.00028628i,0.00051802-0.00086431i,0.00016763-0.00043636i,0.0004356+0.00052936i,0.00088519+0.00061307i,-4.3145e-05-0.00023236i,-0.00071733-8.6212e-05i,-0.0010757-0.00016358i,-0.00058263-0.0011556i
0.0032911+0.0027846i,0.0039623+0.0019071i,0.0037128-0.0021042i,0.00051711-0.0039928i,-0.0030328-0.0025254i,-0.0035252+0.00054657i,-0.0019515+0.0016687i,-0.00063262+0.00055438i,0.00015314-0.00013396i,-0.00018208-0.00045484i,-0.00049195-0.00093847i,-0.00038839-0.001188i,-0.00039692-0.00012565i,-0.00033143+0.001444i,-0.00044646+0.0023737i,-0.0007084+0.0022904i,-0.00077566+0.00090972i,-0.00029397+0.0002412i,0.00010713+0.00063425i,0.000762+0.00087045i,0.00032501+0.00096931i,-2.4437e-05+0.00015917i,0.00031173-0.0013085i
-0.031855+0.0020282i,-0.030943+0.011573i,-0.026272+0.027269i,-0.012032+0.028887i,0.0038783+0.024298i,0.013701+0.012041i,0.010128+0.00016483i,0.0031727-0.0036735i,-0.00072591-0.00034743i,0.0016827+0.0048366i,0.0057455+0.0034421i,0.0065277-0.00056092i,0.0073905-0.0044469i,0.0099564-0.0082808i,0.011032-0.0083478i,0.0081259-0.0047158i,0.0038402-0.0003242i,0.00056476+0.00021708i,-0.0025117-0.0024869i,-0.004254-0.0027598i,-0.0040671-0.00022232i,-0.0024993+0.0017301i,0.00069176+0.0016347i
0.00062914-0.00048549i,0.0028225-0.0001821i,0.0033634+0.0019024i,0.0020072+0.0047817i,0.00024796+0.0064478i,0.00011287+0.0057074i,-0.00058881+0.0033599i,-0.0013246+0.0014981i,-0.0010392+0.00011448i,-0.00056945-0.00024261i,-4.6794e-05+0.00053639i,0.00058325+0.0015903i,0.0010071+0.0016753i,0.0011822+0.00097572i,0.00082215+0.00090416i,0.0010962+0.00094111i,0.0010133+0.00083135i,2.7272e-07+0.00054712i,-0.00057004-0.00027407i,0.00021114-0.00067244i,0.0012515-0.00077035i,0.0011863-0.0014297i,0.0010778-0.0012995i
-0.0040667+0.0023363i,-0.0056282+0.0037689i,-0.0062919+0.0052597i,-0.0047313+0.0064522i,-0.0010245+0.006567i,0.00071112+0.0036699i,0.00019799+0.0001584i,0.00011957-0.00076153i,-0.00017521-0.00019853i,1.9512e-05+0.00075785i,0.00052873+0.00083417i,-0.00048724+6.9752e-05i,-0.0015214-0.00010174i,-0.0012292-0.00029789i,-0.0013631-0.00047332i,-0.0021658+0.00027455i,-0.001828+0.0015185i,-0.00075745+0.0011847i,0.00038537+0.00059978i,0.0007744+0.00094193i,5.4466e-05+0.00036169i,-0.00033875-0.00029227i,3.0321e-06+0.00020667i
-0.0050939-0.0024035i,-0.0046392+0.00080931i,-0.0033095+0.0049854i,-0.00051038+0.0069845i,0.0017485+0.0056097i,0.0032747+0.0016683i,0.0026091-0.00079074i,0.00066099-0.00045693i,4.5197e-06+0.00079374i,-0.00018853+0.0013048i,0.00081385+0.00027621i,0.0013617-0.00065753i,-9.2709e-06-0.0012048i,-0.00033255-0.0020178i,-0.00035453-0.0013728i,-0.00065974+0.0004961i,-0.00052403+0.0016196i,0.0002007+0.001167i,0.001191-8.6508e-05i,0.0015519-0.00023732i,0.0011025+0.00081616i,0.00073566+0.0013611i,0.0010551+0.0013184i
0.0017879-0.0022872i,0.0018813-0.0027504i,-0.00060205-0.00089391i,-0.0031664+0.0028534i,-0.0031385+0.005502i,-0.0028861+0.0053409i,-0.0025225+0.0046891i,-0.00099274+0.0040497i,0.0003752+0.00158i,0.00017716+0.00030471i,-0.00013603+0.00068021i,0.00065714+0.001081i,0.00090345-0.00010974i,-0.0002019-0.0019672i,-0.00046825-0.0019672i,0.00019061-0.0014619i,0.0002278-0.0017366i,0.00028775-0.0011089i,0.00039685-0.00052216i,0.00032719-0.00016136i,0.00071393+0.00074612i,0.0013077+0.0014106i,0.00084744+0.0014348i
-0.0037503+0.0061373i,-0.0033069+0.0088936i,-0.0032431+0.010892i,-0.002392+0.010138i,-0.0013346+0.0075606i,0.00014935+0.0047899i,0.0017018+0.0011093i,0.0013151-0.001789i,0.00035658-0.0021293i,0.00018861-0.0015646i,0.00066893-0.00093096i,0.0016746-0.00089689i,0.0021636-0.001706i,0.001787-0.0024976i,0.0015503-0.002515i,0.00089885-0.0022124i,-0.00029753-0.002171i,0.00012177-0.0015348i,0.0012692-0.00038915i,0.00076189+0.00086809i,9.2198e-05+0.0015238i,-0.00022777+0.00053279i,-9.2433e-05-0.00069045i
-0.005124-0.0044427i,-0.0055117-0.0036875i,-0.0043375-0.0012297i,-0.0026494+0.001013i,-0.0013327+0.0017891i,-0.0010781+0.0021127i,-0.000937+0.00085055i,-0.0008554-0.00062442i,-0.00071963+0.00033354i,-7.8028e-05+0.0013972i,0.00159+0.00085212i,0.001752+0.00016683i,0.00093242-0.0008958i,0.0017477-0.0006562i,0.0017862-0.00041583i,0.0010596-0.0010796i,-0.0002582-0.0010421i,-0.0018189-0.00020868i,-0.0015145+0.00040171i,-0.0010876+0.00057194i,-0.0013438+0.00044193i,-0.0014872+0.00040948i,-0.001428+5.8013e-05i
0.0041927-0.00063156i,0.0018233-7.9841e-05i,-0.00060395+0.001313i,-0.0013871+0.0041368i,-0.0013223+0.0057513i,-0.001079+0.0044601i,-0.00097496+0.0038785i,-0.00065441+0.0035336i,-0.00015944+0.0030798i,0.0004895+0.0016544i,0.00036282-0.00035009i,-0.00010551-0.00083422i,-0.00013986+0.00026688i,0.00094051+0.0013538i,0.001504+0.0015985i,0.00087881+0.0016812i,0.00067394+0.00078221i,0.00066704+0.00024109i,0.0003246-8.1733e-05i,0.00037259-0.00012026i,0.00022327+1.4465e-05i,-0.00037576-0.00071279i,-0.00013169-0.00066961i
-0.00046439+0.001589i,0.0004199+0.0027076i,0.0020947+0.0034317i,0.00078006+0.0042152i,-0.0016926+0.00492i,-0.00092684+0.0051759i,0.001279+0.0042812i,0.0019605+0.0023237i,0.0013321+7.8487e-05i,0.00076459-0.00064793i,0.00014109+0.00025207i,-0.00036072+0.00081553i,-4.6596e-05+0.0016128i,0.001197+0.0025751i,0.0017417+0.0027166i,0.0016807+0.0017648i,0.0014616+0.00075891i,0.0011831+0.00028756i,0.0013753+0.00037784i,0.0006794-1.8992e-05i,0.00030792-0.0011784i,0.00087903-0.0014725i,0.0014861-0.00052643i
-0.0047665-0.0046922i,-0.0075151-0.0027568i,-0.0087473+0.0014488i,-0.0067893+0.0053713i,-0.0041755+0.0063703i,-0.0011325+0.004689i,0.0020152+0.0021903i,0.0033316+0.00036049i,0.002017-0.00035082i,0.00010461-0.00045301i,9.8835e-06+0.00024364i,0.00026596+0.00048232i,-7.773e-05+0.0005963i,-0.00036493+0.0015595i,-0.00012824+0.0016566i,0.00036851+0.0005048i,0.00012373-1.3389e-05i,-5.8251e-05+0.00032273i,-0.00012686+8.4232e-05i,-0.00062501-0.00065044i,-0.00044075-0.0012848i,0.00038232-0.0012263i,0.00051774-0.0012151i
0.0047529+0.0012525i,0.0054095+0.0016127i,0.0042041+0.002181i,0.0015913+0.0043146i,-0.00087345+0.006031i,-0.0013301+0.00504i,-0.0009977+0.0026545i,-0.0013139+0.0010098i,-0.0019682+5.2585e-05i,-0.00075002+2.0827e-06i,2.5087e-06-0.00022079i,-0.00076133-0.0012744i,-0.0012669-0.0016277i,-0.0019275-0.00059433i,-0.0023785+4.8816e-05i,-0.0016704+0.00046401i,-0.0012969+0.0011592i,-0.0010117+0.00068773i,-0.00055249+0.0001326i,-0.0010258+7.2902e-05i,-0.0010065-0.00087364i,-0.00047331-0.00098261i,0.00060576-0.0002623i
-0.0046629+0.0040028i,-0.0056475+0.0052067i,-0.0047071+0.0055632i,-0.0025086+0.004854i,-0.00057957+0.0037464i,-0.00098834+0.0014731i,-0.0024598+0.00074321i,-0.0024173+0.0019156i,-0.0012434+0.0025056i,0.00083548+0.0016309i,0.00039213+0.00023072i,-0.001369-0.00064564i,-0.0029811-5.4046e-05i,-0.0038828-0.00030079i,-0.0034542-0.0010324i,-0.0028125-0.00080506i,-0.0013257-0.00040923i,-0.00066285+0.0009427i,-0.00071195+0.0014649i,0.00023177+0.00060076i,0.0013491+0.00010686i,0.0017845-0.00017656i,0.001761-0.00039157i
0.00030451+0.0001387i,0.00055095+0.00039434i,0.0012786+0.0023292i,0.00092411+0.0040282i,-0.00025482+0.0035838i,-0.0011529+0.0026611i,-0.0011394+0.0028304i,0.00071462+0.0032477i,0.0033053+0.0029026i,0.0040698+0.0015396i,0.0027433-0.00012439i,0.0011974-0.00084007i,0.00014502-0.00097746i,-0.00048272-0.0021243i,-5.8514e-05-0.0024824i,0.00074479-0.0015254i,0.00066539-0.000777i,-4.4255e-05+0.00027341i,-0.00056162+0.00067078i,-0.00053582+0.00058058i,-0.00028709+0.00020986i,-4.1777e-05-0.00035288i,1.6265e-05+1.694e-05i
0.0033401+0.00041264i,0.0027642+0.00021512i,-5.6438e-05-0.00021439i,-0.0030541+0.0017384i,-0.003137+0.0044252i,-0.00085052+0.0051999i,0.0016452+0.0031804i,0.0030951-0.00067221i,0.0028637-0.0027271i,0.0011791-0.0028414i,0.00079939-0.0012782i,0.001076-0.00060538i,0.00064239-0.0019106i,-2.1733e-06-0.0024962i,-0.00033573-0.0025209i,-0.00075411-0.0024152i,-0.0010252-0.0020251i,-3.5361e-05-0.0013944i,0.00080604-0.00053466i,0.0014449-0.00043275i,0.0022634-0.00069724i,0.0018845-0.00053184i,0.00067603+6.1459e-05i
-0.0042316-0.0013542i,-0.0055846+0.0022335i,-0.0057523+0.0067715i,-0.0039067+0.0077097i,-0.0027123+0.0052524i,-0.0019081+0.0016441i,-0.0016961-0.0015119i,-0.0020297-0.0034918i,-0.0023584-0.0029793i,-0.002074-0.00104i,-0.00099585-0.00021517i,0.00052392-0.00020103i,0.0017471-0.00082209i,0.0018958-0.00089963i,0.0017556-0.00088436i,0.0012346-0.0011712i,0.0009418-0.0016571i,0.0011765-0.0021154i,0.00067676-0.0012343i,0.0004667+0.00051867i,0.00053055+0.0011226i,-0.00010352+0.0001451i,-0.00061741-0.00059785i
-0.0011634+8.0248e-05i,-0.0015782-0.0010361i,-0.0030331+0.00045996i,-0.0025632+0.0037732i,-0.00083458+0.0059451i,-0.0010811+0.0050121i,-0.0021107+0.0026566i,-0.002538+0.0018738i,-0.0023579+0.0020604i,-0.00082106+0.0024748i,0.00077298+0.0024036i,0.0008312+0.0017923i,0.00054659+0.000849i,0.0018107+0.00038694i,0.0030609-7.8964e-09i,0.0029903+8.773e-05i,0.0025117-9.4526e-05i,0.0020638-0.00074834i,0.0011503-0.00042326i,-0.00018836+0.00033584i,-0.0011356+0.00090775i,-0.0010131+0.0011032i,0.00030099+0.00070339i
-0.0041488+0.0013733i,-0.0041622+0.0025902i,-0.0033417+0.0049026i,-0.001482+0.0058301i,0.00026741+0.0051086i,0.0011892+0.0038093i,0.0020442+0.0033808i,0.0025766+0.0035088i,0.0025317+0.0024825i,0.002588+0.0010122i,0.0025362+0.00065257i,0.0024269+0.0011958i,0.0027522+0.0016469i,0.0025445+0.0011455i,0.0031174+0.00051837i,0.0039133+0.00069506i,0.0027654+0.0014903i,0.0019016+0.0016816i,0.0011992+0.001524i,0.0003547+0.0015569i,0.00060653+0.0013571i,0.00089641+0.0013113i,0.00025821+0.00077488i
-0.0016578-0.0016i,-0.0030745+0.00024296i,-0.0045747+0.0052947i,-0.0034494+0.0082723i,-0.0013109+0.0069303i,9.3153e-05+0.0048516i,0.0015949+0.0031762i,0.0043035+0.00067659i,0.0045524-0.001729i,0.0016307-0.0027765i,3.4148e-05-0.002835i,-0.00097813-0.0022611i,-0.0016681-0.00060068i,-0.00062496+0.0011461i,0.00044158+0.0013433i,-0.00026463+0.00040277i,-0.00080175+0.0013695i,-0.00041995+0.0028587i,-0.00023882+0.0024703i,-0.0011255+0.0018204i,-0.0018+0.00088019i,-0.0011029-7.0525e-05i,0.00019852-6.2903e-05i
0.0033706-0.0012102i,0.0022637+0.0001278i,-1.8541e-05+0.00010387i,-0.0024097+0.0018689i,-0.0031397+0.0048587i,-0.0024903+0.0062282i,-0.0015495+0.0050953i,-0.0015077+0.0016821i,-0.0014289-0.00082894i,-0.0013316-0.0012034i,-0.0017735-0.00023395i,-0.0027828-9.0878e-05i,-0.0028379+0.00089098i,-0.0025299+0.0032889i,-0.002365+0.0041824i,-0.0016209+0.0037697i,-0.0013925+0.0024768i,-0.0018513+0.00070887i,-0.0011222+0.00015028i,-0.00047382+0.00021477i,-0.0012323-0.00079445i,-0.0012412-0.0012861i,-0.0010238-0.00085666i
-0.0044189+0.00031772i,-0.0045283+0.0012406i,-0.0042652+0.0033332i,-0.0042522+0.0057934i,-0.0037443+0.0062895i,-0.0021911+0.0046273i,-0.0024339+0.0033112i,-0.0028822+0.0031564i,-0.0014923+0.0025042i,0.00048912+0.0014035i,0.0010375+0.00028358i,0.00074796-0.00061033i,-0.00019185-0.00074473i,-0.0011542-0.00036123i,-0.0012652+0.00068587i,-0.0013995+0.0014133i,-0.0019468+0.00095304i,-0.0022866+0.00024098i,-0.002207-0.00035123i,-0.0016665-0.00063412i,-0.0012432-0.00099732i,-0.00038231-0.001387i,0.00055132-0.00097854i
-0.0012308-0.0017419i,-0.0039724+0.00025845i,-0.0051776+0.0034448i,-0.0056446+0.0052136i,-0.0040372+0.0052121i,-0.0018592+0.0040152i,-0.00063279+0.0036878i,0.00074635+0.0037071i,0.0023833+0.0023903i,0.0029507+0.00020959i,0.0017589-0.0010129i,0.00057767-0.0014863i,0.00041541-0.0028475i,-0.00050803-0.0033178i,-0.0013577-0.0020786i,-0.0014617-0.0017503i,-0.0017982-0.0017515i,-0.0017387-0.0016588i,-0.00156-0.0014445i,-0.0014154-0.0016556i,-0.00089233-0.0015826i,-0.00019931-0.00072181i,-0.00028068-0.00031555i
0.0040288-0.0027822i,0.0028424-0.0039477i,-0.00023385-0.0035292i,-0.0024208+0.00095167i,-0.0033477+0.0056591i,-0.0029258+0.0070236i,-5.1372e-05+0.0040378i,0.0028918-0.00024076i,0.0024186-0.0018754i,0.00050567-0.0012427i,-0.00093051-0.00036481i,-0.00058618+0.00020502i,9.9226e-05-2.5236e-07i,-0.00048205-0.00097066i,-0.00053702-0.00087249i,-0.00064496-0.0011851i,-0.0011367-0.0024046i,-0.00074181-0.0031042i,0.00043448-0.0028533i,0.00038926-0.0023224i,0.00056052-0.0022049i,0.00092641-0.0017406i,0.00046714-0.00057003i
-0.0029794+0.00030294i,-0.004144+0.0023969i,-0.0032848+0.004522i,-0.0018975+0.0048755i,-0.0019924+0.0032632i,-0.0029812+0.0021551i,-0.0029863-9.145e-05i,-0.0025648-0.0032855i,-0.0021162-0.0030268i,-0.0020961-0.00047024i,-0.00093719+0.00016593i,7.2191e-05-1.4164e-05i,0.00095674+0.00062157i,0.0015555+0.00098606i,0.0011821-5.0335e-05i,0.0012773-0.0012581i,0.0019056-0.0020532i,0.0021304-0.0024169i,0.0019018-0.0017464i,0.0014384-0.00074007i,0.0014463-0.00052601i,0.0017595-0.00090803i,0.0013572-0.0010409i
0.00029081-0.00050404i,2.1622e-05-0.0018946i,-0.0012848-0.002088i,-0.002944+0.0003513i,-0.0030193+0.0030848i,-0.0016598+0.0038115i,-0.00062994+0.003162i,-0.00087366+0.0030916i,-0.0009947+0.0027991i,6.2239e-05+0.0018579i,0.00049524+0.00086496i,0.0002301+0.00076545i,0.0008796+0.001234i,0.001842+0.001299i,0.0020104+0.00038507i,0.0020352-0.00074143i,0.0027128-0.001222i,0.0034676-0.0012112i,0.0030187-0.00016174i,0.0019433+0.00032233i,0.0010542+0.00021212i,0.00024542+5.2828e-05i,-0.00041407+0.00057391i
-0.0021242-0.00042763i,-0.0029127+0.0023788i,-0.0027102+0.0059382i,-0.0017522+0.0075938i,-0.0018989+0.0064872i,-0.001074+0.0054027i,0.0018838+0.0050546i,0.0032169+0.0033082i,0.0024922+0.0010257i,0.00059053-0.00043605i,-0.0004615-0.00080298i,-0.00025297-0.0015475i,0.00094749-0.0014592i,0.0024976-0.00022287i,0.0032144-0.00042678i,0.0032464-0.00095789i,0.0031846-0.00042347i,0.0024562+0.0010297i,0.0021105+0.0021302i,0.001596+0.0022056i,0.00049353+0.0013563i,-1.4656e-05+0.00042432i,-0.0001502-5.7346e-05i
-0.0022964-0.0006793i,-0.0013752-9.3668e-05i,-0.0028302+0.0021839i,-0.0033344+0.0052445i,-0.0017653+0.0062024i,0.00089072+0.0035004i,0.0031256+0.00020428i,0.0042787-0.0014307i,0.0027014-0.0019854i,-7.935e-05-0.0011659i,-0.00059726+1.7801e-05i,-0.0004981-0.00013584i,-0.00086511-7.6531e-05i,-0.00080505+0.00082365i,0.00047434+0.00079411i,0.0018474+0.00044987i,0.0016521+0.0012426i,0.00084072+0.0024979i,0.00087524+0.0018819i,0.0010374+0.0012715i,0.00044969+0.00083065i,0.00031594+0.00024159i,0.00013523+0.0005881i
-0.004657+0.0033594i,-0.0045244+0.0058487i,-0.0036769+0.0067328i,-0.0035417+0.0069903i,-0.0032993+0.0070955i,-0.0019559+0.005416i,-0.0016264+0.002823i,-0.0020207+0.0012292i,-0.0016146+0.0012682i,-0.00050711+0.0017741i,0.0011339+0.0016235i,0.00079256+0.00071538i,-0.00065207-0.00057584i,-0.00036728-0.00029554i,0.00012572+0.00041099i,0.00013914+0.00078676i,0.0010292+0.0023409i,0.0014976+0.0029836i,0.00011647+0.0024869i,-0.00069569+0.0014588i,-0.00070229+0.0012167i,-4.3948e-05+0.0010685i,0.0011311-0.00026425i
-0.0022152-0.001023i,-0.0026817-0.00035798i,-0.0025848+0.0030697i,-0.0017583+0.0054001i,-0.0013878+0.0057143i,-0.0018216+0.0057405i,-0.0023361+0.0060258i,-0.0012259+0.0062092i,0.0012785+0.0038594i,0.003004+0.0010036i,0.0024898-0.00031052i,0.00080684-0.00012478i,0.00035167+0.00029342i,-0.0005757+0.00091769i,-0.0011625+0.0013042i,-0.00026753+0.0011497i,-0.00030732+0.0011679i,-0.00076334+0.00074438i,-0.0011253+0.00027661i,-0.0010905+0.00040768i,-0.00066119+0.00098384i,5.1082e-06+0.0008803i,0.00053095-0.00035986i
0.0040716+0.003086i,0.0040434+0.0018096i,0.0021396+0.00041039i,-0.00037834+0.0013317i,-0.00148+0.0026385i,-0.0015229+0.0034309i,-0.00061346+0.0036481i,0.0014038+0.0032481i,0.0027465+0.0014077i,0.0016351-0.0012415i,-0.00057695-0.0026962i,-0.00071423-0.0028931i,-5.3239e-05-0.0019484i,-0.00041341+0.00044625i,-0.001091+0.0024095i,-0.00075367+0.0017048i,-0.00054036+0.00051987i,-0.001282+0.00046882i,-0.0013469+0.00068051i,-0.0014181+0.001307i,-0.0012798+0.00084809i,-0.00064702-4.0205e-05i,0.00016704-1.9126e-05i
