-0.0023873-0.00088321i,-0.0011667-0.00072983i,-0.0021589-2.4334e-05i,-0.0022385+0.00027271i,-0.0021447+0.00013493i,-0.0018811+8.6046e-05i,-0.00076606-5.2555e-05i,0.00070746+0.00051618i,0.0012525+0.00082342i,0.0014584+0.0011881i,0.0020137+0.0007375i,0.0012863-0.00052432i,0.00022816-0.00085783i,5.2383e-06-0.00049292i,-0.00017519-3.3935e-05i,-0.00038328+0.00078354i,-0.00048782+0.00053662i,0.00030007-0.00022688i,0.00071146+0.00018739i,0.00026289+0.00020902i,0.00063974+0.00014099i,0.00071313-0.00010173i,0.00030785+0.00025133i
-0.0010105-0.0001257i,-3.1713e-05+0.0010299i,0.00091093+0.001631i,0.00091913+0.001563i,0.00087835+0.0010173i,0.0012281+0.00049215i,0.0011058-0.00068721i,0.0002549-0.0012218i,-0.00071307-0.00085341i,-0.00037957-0.00057914i,0.00046567-0.00039517i,-0.00013817+0.00019841i,-0.00083515-0.0001083i,-0.00038012-0.0004045i,4.8159e-05-5.5224e-05i,-0.00018518+0.0010423i,0.00017947+0.0014809i,0.00077307+0.00095429i,0.00018728+0.0015852i,-0.0004531+0.0015124i,-0.00037891+0.00043989i,-0.00012375+0.00019675i,-0.00036687+0.00043893i
-0.00070718-0.0009902i,-0.0020807-0.00074506i,-0.0020665-0.00095676i,-0.0018649-0.0017101i,-0.0017705-0.0016177i,-0.0010479-0.00034217i,-0.00018144+0.00059789i,0.00018308+0.00096495i,7.3308e-05+0.00047221i,-8.6895e-05+7.4039e-05i,-0.00042029+0.00032084i,5.3465e-05+0.00036695i,0.00080883+0.00039049i,0.00079656+0.00068561i,0.00014562+0.00056038i,0.0001227+0.00010408i,0.00014893+0.00010739i,0.00026653+0.00070345i,0.00049154+0.00073203i,6.7387e-05-0.00043308i,-0.00014381-0.00076102i,-0.00036339-0.00050314i,6.3548e-05-0.00022374i
-0.00074232+0.0016006i,0.00021814+0.00085732i,0.00089309+0.00059376i,0.0020828+8.5326e-05i,0.0029628-0.00042274i,0.0029926-0.00052467i,0.0013976-0.0010294i,0.00042097-0.0012316i,0.0014257-7.8004e-05i,0.0020609+0.00050868i,0.0015057+0.0012309i,0.00088837+0.0015022i,0.00050815+0.00034771i,0.00074947-0.0003411i,0.0011509-0.00034299i,0.00053275+0.00033597i,5.3967e-05+0.00043546i,7.2877e-05-0.00025811i,0.00016845+3.7137e-06i,-0.00030701+9.9249e-05i,-0.00042239+0.00010599i,4.2772e-05-4.3862e-05i,-7.3565e-06-0.0010693i
0.00086356+0.00154i,0.0017404+0.0025407i,0.001421+0.0017178i,0.0016183+0.00067673i,0.0018533+0.00057179i,0.0021652+0.00021645i,0.002115-0.00029833i,0.001467-0.00051289i,0.001008-7.3745e-05i,0.001012+0.0001016i,0.001445+0.00034275i,0.0013314+0.00053401i,0.00076621+0.00020771i,0.00028522-9.8512e-06i,-0.00030975-0.00032833i,-0.00013284-0.00027455i,0.00023822+0.00033557i,0.00015477+0.00035988i,-6.5138e-05+0.00011503i,1.6719e-05+0.00029308i,-0.00021119+0.00010935i,-0.00047233+0.00013081i,-0.00041454+0.00075773i
-0.0010892+0.00033035i,-0.0011243+0.00035241i,-0.00092156+0.0016052i,-0.0003747+0.0023542i,0.00032345+0.0018617i,0.0007362+0.00040754i,0.00094976-0.00086801i,0.0012752-0.0013979i,0.00090607-0.00094983i,0.00023707-0.00048501i,-8.1172e-05-0.00034866i,-0.00061163-7.2756e-05i,-0.0011729-0.00018563i,-0.0011517+9.758e-05i,-0.00077553+0.00033946i,7.8081e-05-0.00015538i,-1.1966e-06+3.6824e-05i,-0.00031412+0.00018092i,-1.2956e-05-7.1573e-05i,-0.00026705+0.00049442i,-0.00035265+0.00035121i,0.00018584+1.5301e-05i,-0.00032215+0.00030325i
0.0020027+0.00058671i,0.0023599-0.00013221i,0.0016855-0.00076406i,0.0014489-0.0021988i,0.0020057-0.0028351i,0.0013569-0.00098056i,0.00031425-0.00022909i,-0.00015806-0.00069663i,6.3786e-05-0.00099936i,6.0961e-05-0.0012229i,0.0003323-0.00072927i,0.0007002-0.00026887i,0.0002174-0.00092392i,0.00057101-0.00086254i,0.00084714+0.00051855i,0.00029159+0.00082187i,-0.00020164+0.0001175i,-0.00048739+0.00021582i,-0.00031983+0.0002065i,-0.00058429+0.00021981i,-0.00096309+0.00021724i,-0.00094773+0.0003789i,-0.00083417+0.001011i
-0.0012818-0.00020548i,-0.00091104-3.525e-05i,-0.0011622+0.00083925i,-0.0017616+0.00079542i,-0.0013827+0.00064737i,-0.00065697+0.00048121i,-0.00096094+0.00010117i,-0.00069735+7.338e-05i,-0.00014101+0.00032333i,-0.00070079+0.00045943i,-0.0007298+0.00058424i,-0.00038785+0.0004209i,-0.00041181+9.7431e-05i,-6.2549e-05+0.00087413i,0.00064167+0.0016253i,0.00085656+0.001017i,0.0013084+0.00052324i,0.0015942+0.00050534i,0.001635+0.00016277i,0.0011936-0.00045959i,0.00020216-0.00031257i,-0.00052614-9.4785e-05i,-0.00018727-0.00028443i
0.00055378+0.0020458i,0.00069285+0.00077707i,0.0021833+0.00088124i,0.0032232+0.00056873i,0.0026844-0.0011624i,0.0012476-0.0011625i,0.00074077+5.8188e-05i,0.00057482+0.00056272i,0.00035311+0.0012097i,-8.3881e-05+0.0013219i,-0.00018221+0.00057071i,0.00052382-0.00020994i,0.000751-0.00025308i,0.00021153+3.7798e-05i,0.0004748+9.4451e-05i,0.00065647-0.00031984i,0.00048498-0.00062116i,0.00036689-0.00063614i,-7.6454e-05-0.0010137i,-0.00027278-0.00063348i,-0.00057448+3.2478e-05i,-8.17e-05-4.6621e-05i,0.00045071+4.2626e-05i
-0.0011802-0.00042667i,-0.0012301+0.00021082i,-0.0014032+0.0014167i,-0.00096408+0.0015512i,-0.00011586+0.00070145i,0.0015352+0.0002731i,0.0022153+0.00014675i,0.0015508+0.00045188i,0.0014412+0.0011511i,0.001796+0.001381i,0.0018927+0.00084885i,0.0018082+0.00049408i,0.0011663+0.0009735i,7.6066e-05+0.0014078i,-0.00023655+0.00066962i,0.00021311+0.00020756i,-0.00018041+7.3731e-05i,-0.00058187-0.0001487i,0.00033714+0.00023028i,0.00096553+0.00052166i,0.00065352-0.00021354i,0.00030832-0.00034716i,0.00019336+0.00076812i
-0.0010987+0.0018988i,-0.00050198+0.0013124i,0.0017387+0.0016646i,0.0034383+0.0021939i,0.0034222+0.0011924i,0.0022713-6.1744e-05i,0.0016041-0.0008078i,0.0017343-0.00083641i,0.0013276-0.00038276i,0.00025847-0.00011067i,-0.00036505+0.00014476i,0.00032279+2.7559e-05i,0.00067527-0.00016792i,-7.7165e-05+0.00013063i,2.1463e-05+0.00096064i,0.00040578+0.00088952i,0.00020916+0.00027755i,-0.00012989+0.00065714i,0.00016673+0.00082563i,-0.0002485+0.00037639i,-0.00038725-0.00029193i,0.00043194-0.00026673i,0.00015874+0.00043455i
0.0013006-0.00021138i,0.00061678-0.00060599i,0.00072258-0.0032153i,0.00043474-0.004432i,-0.00032309-0.0036243i,-0.00047843-0.002387i,-0.00010875-0.0014297i,0.00036833-0.0017076i,0.0012596-0.0022514i,0.0019354-0.0023884i,0.0015837-0.0016843i,0.00051616-0.00071265i,-3.6847e-05-0.00034902i,4.68e-05-0.00010622i,0.00024773-0.00026767i,0.00059459-0.00059491i,0.00051999-8.2623e-05i,0.00047354+0.00044905i,0.00055132+0.00060452i,5.9275e-05-6.8851e-05i,-0.00019937-0.00098413i,-0.0012128-0.00035898i,-0.0011363+0.00038089i
-0.00035214-7.2255e-05i,0.0008957-0.00073229i,0.00017205+0.00050641i,0.00027985+0.00090444i,0.00035633+0.00057031i,-9.9149e-05+3.9122e-05i,-0.00048008-0.00092053i,-0.00055291-0.0015935i,-0.00070298-0.0022247i,-0.00043901-0.0015972i,-0.00016113-4.8477e-05i,0.00016059+6.0866e-05i,0.00027471-0.00013264i,0.00035545+5.3981e-05i,0.00088399-3.244e-05i,0.00041232+0.00025695i,-0.00016333+0.0007701i,7.8268e-05+0.0005592i,0.00047908+0.00029174i,0.00073285+0.00070033i,0.00018696+0.00089022i,-0.00071769+0.00078684i,-0.00076256+0.0012542i
-0.00014117-0.00052219i,0.00044047+0.0001962i,-4.0657e-06-0.00039831i,-0.00041066-0.0013325i,0.00057674-0.0011781i,0.0012094-0.00044227i,0.00026543-0.00061571i,-0.0003049-0.00078377i,0.00019618-0.00058739i,1.909e-05-0.00061455i,-0.00067508-0.00017142i,-0.00065049+0.00044135i,0.00097138+0.00090482i,0.0012473+0.0015144i,3.9858e-05+0.001557i,0.00018213+0.0018259i,0.00032417+0.0017873i,0.00069344+0.00077988i,0.0010966+7.4538e-06i,0.00045498+7.4645e-05i,-0.00035023+0.00010025i,-0.00092188+0.00019879i,-0.0012269+6.8965e-05i
0.00039097+0.0009625i,-0.00059101+0.00065703i,-5.2825e-05-0.00073289i,0.00062712-0.0014727i,0.00040981-0.0011686i,0.0001373-0.0005148i,-0.00029968+0.0003402i,-0.00011232+0.00052256i,0.0003132-0.0001949i,-0.00037154+0.00065293i,-0.00043206+0.0014479i,0.00084643+0.0012364i,0.00077493+0.00045767i,-0.00025672-3.68e-05i,-0.00023365+0.00047858i,-0.00026882+0.00081851i,-0.00054142+0.001023i,-2.6116e-05+0.00071722i,0.0011753+1.2668e-05i,0.0010989-0.00049527i,0.00018756-0.0008065i,-0.00057527-9.4378e-05i,-0.00033945+0.00044165i
0.00012046+0.00074385i,0.00029716+0.00049792i,0.00056398+0.00046722i,0.00071178+0.00062098i,0.0010778+0.0012903i,0.0011411+0.00080139i,0.00048697+0.00013664i,0.00016731-5.7809e-05i,9.0461e-05+0.00051256i,-0.00020548+0.0012235i,-0.00026888+0.0015542i,-7.4718e-05+0.00085876i,-0.00047371+0.00045667i,-0.0012297-0.00010025i,-0.00088383-0.0007406i,0.00023236+7.7915e-05i,0.00057169+3.0091e-05i,0.00015744+8.5093e-05i,3.13e-06+0.00046546i,4.335e-05+0.00013637i,-3.3555e-05+1.7852e-05i,-0.00033554-1.0788e-05i,-0.00023504+0.00010307i
0.00059825-0.0028801i,-0.00068314-0.0019575i,-0.00071885-0.0019518i,-0.00081628-0.0012073i,-0.0010746-0.0005524i,0.00017669+9.9242e-05i,0.0010497-1.4121e-05i,0.00096298+3.0607e-05i,0.00087711+0.00063207i,-0.00013352+0.0005214i,-0.0011198+0.00020681i,-0.0011754+0.00060855i,-0.00091009+0.00029024i,0.00024674-0.00010784i,0.00039332-0.00017159i,-0.00037852+8.2405e-05i,-0.00090377+0.00073289i,-0.00077271+0.00044471i,-0.00016138+0.00037925i,-0.00014677+0.00085527i,-0.00017058+0.00079206i,-0.00019226+0.00057314i,-0.0010067+0.00030764i
-0.0013502+0.0013376i,-0.00095764+0.00095866i,6.7172e-05+0.00067349i,0.0010781+0.001142i,0.0018775+0.00045969i,0.0017848-0.00071799i,0.0014216-0.001392i,0.0018214-0.0012083i,0.0017232-0.0011233i,0.00060728-0.00057338i,0.00037554+3.7555e-05i,0.0010856-8.3835e-05i,0.00088899+0.00042134i,0.00031948+0.0010137i,0.00062145+0.0017678i,0.00015579+0.0019056i,-0.00049042+0.00075966i,0.0001111+0.00020584i,6.1911e-05-0.00011484i,-0.00066129-0.00091703i,-0.00054278-0.00054271i,-0.00036121+0.0004133i,-0.00085712+0.00089646i
0.00050278+0.0010462i,0.00064612+0.0019958i,0.00086593+0.0032737i,0.00073646+0.0024169i,0.0005641-0.0001568i,0.0001887-0.0017941i,0.00027133-0.0012956i,0.00041956-0.00042104i,-1.7495e-05-0.00058862i,0.00012125-0.0007391i,3.2773e-05+0.0002345i,-0.00096687+0.00088483i,-0.00067015+0.00050899i,0.0001908+0.00097497i,0.00044802+0.00094611i,0.0010898+0.00073387i,0.00063437+0.00090748i,-0.0001191+0.0011141i,-3.9725e-05+0.00096861i,-0.00031013+0.00067924i,-0.00066809+0.00035021i,-1.718e-05-0.00025756i,0.0008486-0.00062521i
-0.00021913-0.00032243i,-0.0011296-0.00019828i,-0.00098621-5.3937e-05i,0.000465+0.00013767i,0.00073562+0.00053732i,0.00058725+0.00011145i,0.0006505-0.00087334i,0.00011055-0.00087616i,-0.00024408-0.00052983i,-0.00035963-0.0001266i,0.00021091+1.9783e-05i,0.0010371+0.00062646i,0.00022172+0.0015369i,-0.00072234+0.0013052i,-0.00074115+0.0014864i,-4.9212e-05+0.0017893i,0.00038028+0.00065524i,0.00039878-0.00013931i,0.00084396-6.2279e-05i,0.00064317+0.00064641i,-0.00016124+0.00039011i,0.00020712+0.00022768i,0.00068187+0.00050322i
0.00033887+0.00026594i,0.00070085+0.0012149i,0.0019706+0.00075834i,0.0020368-0.00011987i,0.0013774-0.00023185i,0.00078004-0.00016054i,0.0011246+0.00033794i,0.0010526+0.00018472i,0.00039934+0.00085629i,-0.00024826+0.0012808i,-0.00034982+0.00067629i,0.00010684+0.00026699i,0.00064791+0.00021949i,0.0006831+2.5065e-07i,0.0003464-0.00062776i,0.00071114-0.00050344i,0.00063253-4.4933e-06i,0.00032616+0.00010719i,0.00043834+0.00012445i,-0.00013645-3.7514e-05i,-0.00027125+0.00019927i,7.6508e-05+0.00030815i,2.9985e-05+0.00041714i
-0.00012753+0.0016075i,0.00033442+0.00086295i,0.0006618+0.00021444i,0.0015063+0.00050336i,0.001943+7.6875e-05i,0.0013469-0.00050066i,0.00077986-0.0005806i,0.00031009-0.00070955i,4.6914e-05+0.00013558i,-0.00039159+0.00081189i,-7.1873e-05+0.0005709i,0.00034888+0.00036763i,0.00029896-0.0002316i,0.00024641-0.00094528i,0.00023399-0.00067687i,0.00037681+0.00024355i,-5.2472e-05-0.00029478i,-0.00071949-0.0006339i,-0.001258+9.9042e-05i,-0.0014903+0.00018235i,-0.001105+0.00046451i,-0.00023075+0.00083876i,-0.00011312+0.00016608i
-0.00078691-4.8213e-05i,-0.0014324+6.8548e-05i,-0.0023516-0.00053705i,-0.0014953-0.001252i,-0.00020486-0.0014102i,0.00065085-0.0019214i,0.0015073-0.00090783i,0.0014628+0.00027849i,0.00083121+0.00050187i,-3.7279e-05+0.00092337i,-0.00046798+0.00089322i,0.00025757+0.00055561i,0.00062291+0.00041068i,0.00050111+0.00083592i,0.00076698+0.00099887i,0.00064891+0.00044482i,0.00069108-0.00026448i,0.00048357-0.00022522i,0.0003653+6.6798e-05i,0.0001116-0.0001425i,-0.00039609-0.00017068i,-0.00038766+7.0923e-05i,-7.2823e-05+0.00067726i
-0.0019005+0.0016859i,-3.2668e-05+0.0024633i,0.0013763+0.0036319i,0.0021969+0.0032498i,0.0017572+0.00198i,0.001125+1.4147e-06i,0.00123-0.00090398i,0.0017724-0.00077549i,0.0021094+2.8694e-06i,0.0019016+0.00065i,0.00068751+0.0006734i,0.00042543+0.00081146i,0.00092332+0.00070697i,0.00097638+0.00075172i,0.0008944+0.0015572i,0.00025333+0.0021071i,-0.00036571+0.0017566i,-0.00066106+0.0012268i,-0.00083075+0.0011307i,-0.00096015+0.00077906i,-0.0016726+0.00035446i,-0.0012333+0.00011491i,-9.6162e-05-6.2521e-05i
-0.00074232-0.00081636i,-0.001066+6.9322e-05i,-0.0010877+4.2748e-05i,-8.9599e-05-0.0002093i,0.0010971+0.00050509i,0.0025103+0.0012142i,0.0029787+0.0010142i,0.0022975+2.9139e-06i,0.0014353-0.00096139i,0.00021706-0.0013268i,-0.00059945-0.00069332i,-0.00083687+0.0002462i,-0.0011829+0.00081799i,-0.00085134+0.0010366i,0.00023765+0.0014352i,0.00038295+0.0014023i,0.00020335+0.0011446i,0.00076548+0.00064131i,0.00099394+0.00078832i,0.00021648+0.00096493i,-1.4614e-05+0.00056366i,-0.00010242+0.0003299i,-0.00053912+0.00066861i
-0.00069078+0.0012326i,-0.00037444+0.0010745i,0.0014732+0.00092397i,0.0024657+0.00079693i,0.0015593+0.00071634i,0.00044612+4.6097e-05i,-0.00040618-0.00044753i,-0.0006617-0.00070119i,-0.00060532-0.0011605i,-0.00020516-0.0015328i,0.00018322-0.0013261i,0.00021943-0.00015742i,-0.000527+0.00073414i,-0.00048676+0.00084869i,7.8892e-05+0.00062051i,2.0871e-05+0.00019797i,-0.0001516+0.00015979i,0.00054645+0.00039317i,0.00087519+0.00038445i,9.8856e-05+0.00032889i,-0.00016039+0.00024901i,0.00033924+0.00045394i,0.00057593+0.00073874i
0.0010264+0.001017i,0.0012512+0.0019491i,0.001945+0.0017345i,0.0022936+0.00034513i,0.0025301-0.00043775i,0.0014592-0.00056227i,0.00020423-0.00041699i,-0.00025754-0.00091911i,-0.00061805-0.0011192i,-0.00056321-0.00056236i,-3.7637e-05-0.00016424i,0.00041487-0.00057407i,0.00070425-9.6799e-06i,0.00018603+0.00029679i,9.7965e-05+9.3423e-05i,0.00037018+0.00021399i,0.00081697+0.00017948i,0.0012469-8.0125e-05i,0.0010193-0.00061965i,0.00041696-0.0006747i,-0.00026544+0.00026097i,-0.00039376+0.00074966i,-0.00015626+0.00049424i
0.0018207+0.00097502i,0.0011042-0.00012615i,0.00093593-0.0015014i,0.00084091-0.0019881i,0.001123-0.0018134i,0.00044591-0.0011928i,0.00019811-0.0016175i,-0.00010119-0.0011166i,-0.00043345-0.00014887i,-0.00010096-0.00018468i,0.00025063-0.0005168i,0.00075329-7.9791e-05i,0.00029947-1.8363e-05i,-3.7486e-05-5.8754e-05i,0.00033029+0.00065285i,0.00018785+0.00065225i,8.9899e-05-0.00029262i,0.00010774-3.8045e-05i,0.00015358+0.00054015i,-0.00015502+1.2385e-05i,-0.00028526-0.00063838i,9.6316e-05+9.8619e-05i,-0.00018857+0.00049941i
-0.0002278+0.0014634i,-0.00045469+0.002379i,0.00047394+0.0020025i,0.0011876+0.0012011i,0.0014548+0.00042204i,0.0016971-0.00060864i,0.0015707-0.00026127i,0.00098626+0.00073192i,0.00081691+0.0017918i,0.00089602+0.001789i,0.00061228+0.0014021i,0.00050588+0.0010619i,0.00043336+0.00040421i,-0.00028816+0.00098227i,-0.00056903+0.0013685i,0.00010016+0.00075907i,-4.3241e-05+0.0005278i,-0.00037212+0.00029163i,-0.0002634+0.00048483i,-0.00055993+0.00064598i,-0.0012398+0.00081606i,-0.00079401+0.0013358i,-0.00014174+0.00090989i
-0.00011285+0.0029596i,0.00013872+0.0019272i,0.00061801+0.0019991i,0.0018585+0.0018146i,0.002712+0.00037865i,0.002251+3.2093e-05i,0.0018119-3.8199e-05i,0.001566+0.00017473i,0.001431+0.00075811i,0.0012703+0.00044657i,0.0010101+0.00041377i,0.00049815+0.0001293i,-0.0001492+6.6619e-06i,0.00022136+0.00011987i,-0.00011512-1.464e-05i,-0.0011697-8.0153e-05i,-0.00078829-0.00076861i,-0.00092662-0.00048416i,-0.0008029+4.9403e-05i,-9.9669e-05-0.00016189i,-0.00051114-0.00039715i,-0.00039706+0.00014427i,-2.1218e-05-5.1475e-05i
0.00033901+0.001322i,0.001172-9.7748e-05i,0.0023303-0.0011896i,0.0025677-0.0011587i,0.0023307-0.00043825i,0.0018637+0.00032477i,0.0019297-0.00013563i,0.0019588-0.0010835i,0.0015848-0.0014313i,0.001336-0.0010228i,0.00087297+2.3637e-05i,0.00028405+0.00020353i,-1.2591e-05-9.5505e-05i,0.00018501+0.00012144i,0.00030119+0.00036301i,-0.00019537+0.00067059i,-0.00041963+0.0010294i,0.00025689+0.0016276i,0.00042029+0.0018573i,0.00026715+0.00069915i,0.00048681-0.00029858i,0.0005427+0.000336i,-1.6766e-05+0.00078043i
-0.0002233+0.0023363i,0.00039014+0.0025523i,0.00062058+0.0024876i,0.00075159+0.0019966i,0.0018089+0.0011113i,0.0012152+0.00028296i,0.00052798-0.001207i,0.00071853-0.001724i,0.00072124-0.0012381i,0.00044022-0.00070483i,0.00023309+0.00021854i,0.00043727+0.00052551i,4.5651e-05-1.8909e-05i,-0.00045651-3.6569e-05i,-0.00066582+0.00046802i,-0.00035557+0.00021813i,0.00062219+0.00029252i,0.00049984+0.0010728i,0.00031318+0.00083008i,0.00020263+0.00018059i,-0.00028679-3.0877e-05i,-0.00034767+0.00041785i,-0.00037783+0.00099773i
-0.00062481-0.00031628i,-0.00057401-1.4186e-05i,0.00018306+0.0013467i,0.0010821+0.0012142i,0.0018934-0.00017662i,0.001967-0.0014932i,0.0014462-0.0029066i,0.0007231-0.0031118i,-0.00083534-0.002072i,-0.0013566-0.0007218i,-0.00055588+0.00050962i,0.0003717+0.0013073i,0.001164+0.0018231i,0.0015214+0.0018171i,0.002021+0.0017849i,0.0022457+0.0012625i,0.001733+0.0010972i,0.001009+0.0007716i,0.00047352-0.00033176i,0.00077617-0.00045798i,0.00078156+9.516e-05i,-3.98e-05+0.0010154i,-0.0005765+0.0011321i
-0.00093088-0.00023348i,-0.0012187+0.00017034i,-0.0017407+0.00053527i,-0.00095156-4.0917e-05i,-0.00013099-0.0010095i,0.00068254-0.00064715i,0.0011662+0.0001208i,0.00080327-0.00047886i,0.00051706-0.00050711i,0.00021736+0.00048182i,0.00046271+0.00078806i,0.00076933+0.00070748i,0.00071125-0.00017022i,0.0009186+0.00021721i,0.00098839+0.0013619i,0.00070954+0.0017507i,0.00014938+0.0018502i,0.00043231+0.0011342i,0.00070563+3.8868e-05i,7.6476e-06-0.00025777i,9.3986e-05+0.00061939i,0.00034087+0.00048689i,0.00029847-0.00048091i
-0.0010757+0.00052748i,-0.00049168+0.00060968i,0.00034998+0.0017257i,0.0016692+0.0017858i,0.0023957+0.00081985i,0.0021209+0.00063351i,0.00092484+0.0010212i,-0.00025589+0.0011885i,-0.00013085+0.0005494i,0.00048703-0.00035242i,0.0008284-0.00099978i,0.00084216-0.00090642i,0.00020811-0.0001138i,-0.0001657-0.00011549i,0.00035426+0.00053095i,0.00035347+0.0013981i,0.00051527+0.00064099i,0.00097661+9.4245e-05i,0.00041021+7.1724e-05i,-0.00023652-2.6566e-05i,0.00019795+0.00039704i,0.00018043+0.00063521i,0.00040464+0.00012895i
-9.6159e-05-0.0012641i,0.00023398-0.0010104i,-0.00081152-0.00039013i,-0.00018044+0.00023218i,0.0016173+0.0010358i,0.0021963+0.00187i,0.0010082+0.0016411i,0.00020224+0.0011679i,0.00057194+0.00047391i,0.00065432+0.00010888i,0.00079703+0.00023704i,0.00033717-0.00026796i,-0.00032162-0.00059128i,-0.0003866+1.6356e-05i,-0.00033189+0.00034836i,-0.00050207+0.00027665i,-0.00048322+0.00032128i,1.595e-05+0.00060645i,-0.00022894+0.00054256i,-0.00034479-0.00060702i,-0.00037523-0.00065445i,-0.00044551-9.4059e-05i,-0.00033587-0.00011223i
-0.0033227+0.00064775i,-0.0023129+0.0011902i,-0.0024071+0.0032216i,-0.0022056+0.0039466i,-0.00048592+0.0029127i,0.0011448+0.0015184i,0.0015396+0.0004716i,0.0013496+4.7402e-05i,0.0017647+0.00043389i,0.0016616+0.0011343i,0.0007564+0.00071223i,-0.00048328+0.00098181i,-0.00096672+0.0008044i,-2.3744e-05-0.000131i,0.0005301-0.00011386i,0.00020028+0.00033681i,-0.00037478+0.00080345i,0.00050372+0.0010417i,0.0012738+0.00075762i,0.0010254+0.00092745i,0.00046416+0.0013325i,-0.00066123+0.00060422i,-0.0014886+1.0446e-05i
-0.0017264-0.0017323i,-0.0016573-0.0014736i,-0.0022903-0.0018094i,-0.0023131-0.00093444i,-0.00075335-0.00033135i,0.001085-0.00042834i,0.0025774-0.0010734i,0.0027475-0.0014672i,0.0016649-0.0015683i,0.0003616-0.00054498i,-0.00065194+0.00077915i,-0.00062211+0.0010041i,-0.00018565+0.0015551i,-0.00019497+0.0019857i,0.00058191+0.0013589i,0.0014472+0.00096361i,0.0017545+0.00071803i,0.0012498+0.00024505i,0.00080844+8.6669e-05i,0.00091137+0.00084449i,0.00034762+0.00078001i,-0.00037596+0.00058558i,-0.00063223+0.0013961i
-0.0018159+0.0011473i,-0.0014196+0.0014421i,-0.0016733+0.002211i,-0.00023444+0.0018389i,0.0012501+0.00061632i,0.00245-0.001212i,0.0029802-0.002124i,0.0027092-0.0017847i,0.0014785-0.00080064i,0.00029697+7.4492e-05i,-0.00020894+0.0010176i,-4.757e-05+0.0017375i,3.1712e-05+0.0013516i,9.8726e-05+0.00089261i,0.00061372+0.00089158i,0.00099802+0.00074888i,0.00055775+0.0008052i,9.2366e-05+0.00080335i,0.00033974+0.00098438i,0.00026563+0.00054275i,-9.8449e-06-0.00032844i,-0.00032571+0.00032315i,0.00036112+0.0014366i
0.0014056+0.00038135i,0.0012976+0.00088378i,0.002005+0.00094486i,0.0033692+0.00029883i,0.0028987+6.8917e-05i,0.0017737+8.321e-05i,0.00070133+0.00036953i,-0.00050981+0.00058886i,-0.0010748+0.0009145i,-0.00095247+0.00085359i,4.4557e-05+0.00070311i,0.001323+0.00061587i,0.0015001-7.9737e-05i,0.0011817-0.00032182i,0.00066148+0.00013046i,0.00013274+0.00032236i,0.00053969+0.00060389i,0.00082628+4.3261e-05i,0.00069657-0.00024546i,0.00026607+0.00095498i,-1.5152e-05+0.0013395i,-0.00040545+0.00070201i,-8.9448e-05-0.00048793i
0.00069252+3.2461e-05i,0.00017005+0.00012086i,0.00026836-0.0018837i,0.00073047-0.002464i,0.0015227-0.0018774i,0.00058451-0.00084551i,-0.0017519-2.7041e-06i,-0.0024292-0.00030393i,-0.0011741-0.00068003i,-5.2159e-05-0.00071554i,-0.00014956-0.00057555i,0.00064139-0.00028717i,0.001462-0.00062209i,0.00085519-0.00096636i,-0.00037106-0.00070102i,-0.00057194+0.00016011i,-0.00081825+0.00027211i,-0.00088624+3.463e-05i,-0.00057567+0.00017945i,-0.00028436+0.00031088i,-4.779e-05+0.00055079i,0.00018022+0.00065555i,0.0006882+0.0012094i
0.00054086+0.001772i,0.0011478+0.0022627i,0.0021372+0.0027912i,0.0021686+0.0022246i,0.0011617+0.00025979i,0.00013355-0.00067643i,-0.0004927-0.00015216i,-0.00017048+0.00072368i,3.4281e-05+0.0012363i,0.0004165+0.00059661i,0.0010179+2.0178e-05i,0.00099943-0.00087919i,0.00031224-0.0017309i,0.00024824-0.001394i,0.0010462-0.00036409i,0.0011332+0.00087468i,0.00011329+0.0015371i,0.00020853+0.0011274i,0.00049286+9.8888e-05i,0.00027066-0.00042025i,-3.4199e-05-0.00031951i,0.00044326-0.00026974i,0.00082162+7.5438e-05i
-0.00011249+0.00059283i,-5.6327e-05+0.00062432i,-0.00056624-0.00051309i,-0.0010265-0.002018i,0.00036272-0.0018934i,0.0020289-0.001685i,0.0026492-0.00080831i,0.0022876+0.00060209i,0.0019001+0.0010687i,0.00094987+0.00035852i,0.00019555-0.0006104i,-0.0002951-0.0006033i,-0.0010798-0.00013285i,-0.0005294-0.00046907i,0.00095213-0.00040102i,0.0013684+0.00040866i,0.00088375+0.00066761i,0.00071679+7.4877e-05i,0.00056756-0.00023405i,-0.00012605-0.00013825i,-0.00045844-1.059e-05i,0.00040435+0.00016848i,0.00098629+0.00050008i
5.378e-05-0.00066812i,-0.0016418-0.00019735i,-0.0028795+0.00020643i,-0.0013438+0.00023123i,0.00069223+0.00040805i,0.0022514+0.00015578i,0.0034467-0.0006281i,0.0037393-0.00038769i,0.0021151+0.0002279i,4.613e-05+0.00057404i,-0.0010553+0.0010238i,-0.00086496+0.00082685i,-0.00047555+0.00061652i,-0.00043456+0.00055985i,-0.00027479+0.00040275i,0.00016433-9.1237e-05i,0.0004097+8.8458e-05i,-0.00016151+0.00094876i,0.00021539+0.00074114i,0.00019319+0.00014985i,5.1446e-05-0.00012885i,0.00017022-0.00021021i,-0.00051058+0.00028607i
