-0.001278+0.0014908i,-0.0006324+0.00081063i,-0.00085285+0.0010032i,-0.0017312+0.00049434i,-0.0026179+0.00103i,-0.0021604+0.0014806i,-7.7271e-05+0.0022275i,0.00099015+0.0032798i,0.0010683+0.0022342i,0.001413+0.00043854i,0.0013395-0.00015248i,0.00023628-0.00052809i,-0.00065149-0.00075169i,-0.00045114-0.00012004i,-0.00031428+0.00077489i,-0.00035545+0.00098071i,-4.0717e-05+0.00061079i,0.00046056-0.00018368i,0.00050424-0.00039528i,-0.00025563-0.00069064i,-0.00032537-0.00073496i,0.00010302+0.00016327i,-0.00034757+0.00044546i
0.021389+0.049807i,0.013497+0.03516i,0.013701+0.018427i,0.014072+0.0041475i,0.0071191-0.0039495i,0.0017995-0.0048079i,0.0026823-0.0037282i,0.0024206-0.0029967i,-0.00051226-0.0013453i,-0.001378+0.00023879i,-0.0012435+0.0010284i,-0.001379+0.0010153i,-0.000658+0.00022362i,7.1805e-05-5.9174e-05i,-0.00042029+0.00072715i,-0.00036067+0.00107i,0.00067647+0.0011118i,0.0013966+0.0003731i,0.00099221-0.0016136i,0.0011536-0.0032546i,0.0014421-0.0027851i,0.000489-0.0019526i,-0.0004693-0.0018272i
0.032893-0.040429i,0.023488-0.025426i,0.007384-0.017257i,-0.0047936-0.012442i,-0.008706-0.0042705i,-0.0074749+0.00017339i,-0.006488+5.3514e-05i,-0.0049085+0.0010593i,-0.0010697+0.0025517i,0.0012816+0.0022667i,0.00096209+0.0019433i,0.0010787+0.0017081i,0.00075055+0.00012891i,5.9656e-05-0.00037358i,0.00028174-0.00013642i,0.0004103-0.00073177i,0.0011488-0.0010943i,0.00042854-0.00064999i,-0.0015685-0.00047641i,-0.0031141+1.1325e-05i,-0.0032591+0.0006853i,-0.0020871+0.00066381i,-0.0010704+0.00025201i
-0.057734-0.0092941i,-0.039892-0.0083743i,-0.023694+0.0028972i,-0.010151+0.010645i,-0.00095229+0.0097051i,0.00053432+0.0073855i,0.0002263+0.0073737i,0.0021434+0.0057827i,0.0022711+0.0016869i,0.00088241-0.00049224i,0.0011055-0.00023914i,0.0015493-0.00011418i,0.00059177-0.00048864i,-0.0010792-0.0010651i,-0.0023213-0.00087451i,-0.0028436-0.00010564i,-0.0019457+0.0005578i,-0.00065791+0.0013715i,0.00033477+0.0015981i,0.0017076+0.0019264i,0.0020828+0.0019949i,0.0017927+0.00112i,0.00093819+0.00059917i
0.021542+0.054659i,0.012956+0.037034i,0.012008+0.016872i,0.011069+0.0024862i,0.003623-0.003775i,-0.00018339-0.0030425i,0.0021935-0.0023875i,0.001883-0.0033806i,-0.0006718-0.0015843i,-0.0013625+0.0013658i,-0.0013644+0.0018053i,-0.0015259+0.0012637i,-0.00089765+0.00033828i,-0.00052399+7.1056e-05i,-0.00074095-1.6404e-05i,-9.023e-05+0.00026666i,0.00084549+0.00079903i,0.0012724+0.00036547i,0.0011053-0.0010325i,0.00083082-0.0030796i,0.000485-0.0040072i,-0.00024842-0.0028718i,-0.00015984-0.00084009i
0.039659-0.046101i,0.027765-0.028487i,0.0073829-0.016089i,-0.0076121-0.00828i,-0.011075-0.00078445i,-0.0075567+0.0014261i,-0.0055038-0.00091751i,-0.0051421-0.00071677i,-0.003008+0.0013619i,-0.00036868+0.0019387i,0.0016817+0.0017198i,0.0018777+0.00084154i,0.00057723-0.00022606i,0.00022769-0.00094805i,0.0011296-0.0013118i,0.0010109-0.0018873i,0.00049196-0.0021158i,0.00038892-0.0014669i,-0.00030734+8.4098e-05i,-0.0024255+0.0014746i,-0.0039189+0.0022164i,-0.0026643+0.002015i,-0.0010014+0.00046638i
-0.063437-0.010357i,-0.041043-0.0085091i,-0.019895+0.0012552i,-0.006626+0.0073736i,0.00060086+0.005772i,0.0010426+0.0038987i,0.00023567+0.0054855i,0.00097615+0.0046965i,0.0013689+0.0019803i,0.00091827+0.00020188i,0.00057336-0.00060571i,-0.00016933-0.0012839i,-0.00063844-0.0013926i,-0.00080362-0.0010977i,-0.0016534-0.00099755i,-0.0018624-0.00064329i,-0.0016494+0.00019026i,-0.0011864+0.0010617i,7.9306e-05+0.0012206i,0.0019106+0.0012074i,0.0029303+0.0012468i,0.0024697+0.00064342i,0.001284-0.00037461i
0.016493+0.063317i,0.0064944+0.04221i,0.0054093+0.017688i,0.0058329-0.00018914i,0.00059115-0.0075878i,-0.00067786-0.0047216i,0.0023194-0.0011309i,0.0023677-0.0010105i,-0.00036399-0.00039642i,-0.0016452+0.0011652i,-0.00094377+0.0011573i,9.8563e-05+0.001041i,0.00062101+0.0010144i,0.00011168+0.00029826i,-0.00011428+0.00062569i,0.0010469+0.0018572i,0.0018537+0.0019497i,0.0018756+0.00039528i,0.0015834-0.0019197i,8.4206e-06-0.0029389i,-0.0012626-0.0030184i,-0.0013617-0.002538i,-0.001034-0.0017792i
0.046959-0.049037i,0.032542-0.03048i,0.011116-0.015113i,-0.0030978-0.0068038i,-0.007328-0.00037806i,-0.0055969+0.00056522i,-0.0040689-0.0020514i,-0.0029286-0.0009906i,-0.0011447+0.00083045i,0.00023014+0.00078313i,0.00073356+0.00056888i,0.00057616+0.00065326i,0.00056505+0.00054999i,0.00025703+7.7771e-05i,-6.4906e-05-0.0010429i,4.7439e-05-0.0016436i,0.00042708-0.0015656i,0.00040334-0.00099164i,-0.00011627+0.00023078i,-0.0016913+0.0014929i,-0.0023526+0.002223i,-0.0012959+0.0017416i,-0.00052423+0.00071116i
-0.072572-0.020379i,-0.047167-0.015423i,-0.02158-0.0040595i,-0.0058918+0.0042722i,0.0005532+0.0046321i,0.00010818+0.0034458i,-0.00081715+0.0046628i,0.00015992+0.0046569i,0.0007847+0.0014732i,-2.3472e-05+0.00012135i,-0.00093165+0.00082726i,-0.0005513+0.00057925i,-0.00048569+0.00015022i,-0.0015266-7.9321e-05i,-0.0018648+3.4569e-05i,-0.0020138+0.00063647i,-0.0025817+0.0013932i,-0.0012185+0.0016349i,0.00034517+0.00092165i,0.0020584-0.00041739i,0.0036275-0.00043021i,0.0024393+0.00018664i,0.0005222+0.00060497i
0.013904+0.070951i,0.0043132+0.046631i,0.0016166+0.019428i,0.00058752+0.00094861i,-0.0033979-0.0047322i,-0.0024656-0.0016542i,0.0025721-2.8903e-05i,0.0030066-0.0010287i,0.00065014-0.00099681i,-0.00030831+0.00034169i,-0.00087306+0.00078621i,-0.00080548+9.8218e-05i,-3.2515e-05-0.00032543i,-0.0001209+0.00036924i,-0.00081569+0.0016617i,-0.00012457+0.0024394i,0.00092274+0.0023443i,0.0013502+0.001533i,0.00057528-1.9907e-05i,-0.001064-0.0018698i,-0.0016976-0.0025965i,-0.0017453-0.0023993i,-0.0010249-0.0013093i
0.053488-0.056396i,0.036873-0.034542i,0.013773-0.012262i,-0.0026087-0.00057667i,-0.0071718+0.0041977i,-0.0050588+0.0031601i,-0.0033472-0.00087644i,-0.0030182-0.00099621i,-0.0019212+0.00076043i,-0.00031763+0.0011059i,0.00056455+0.0010491i,0.0012159+0.00080941i,0.0011579+0.00014502i,0.00028934-0.00061857i,-4.6478e-05-0.0012381i,0.00043943-0.002188i,0.0007668-0.0031621i,0.00036217-0.0025521i,0.00038627-0.00056259i,0.00021929+0.001645i,-0.00021004+0.0024273i,-0.00050971+0.0018943i,-0.00042668+0.001057i
-0.075246-0.025179i,-0.047015-0.021622i,-0.018611-0.010369i,-0.0019866-0.0025225i,0.0034106-0.001859i,0.00026689-0.00055833i,-0.0030488+0.0040003i,-0.0019066+0.0051937i,-0.00034359+0.002588i,-0.0002963+0.0011767i,-0.00056648+0.00068547i,-0.00034647+0.00025578i,-0.00089347-9.8411e-05i,-0.0013599-0.00082798i,-0.0013535-0.00035348i,-0.0015548+0.00071817i,-0.0018981+0.0019412i,-0.00069764+0.0025578i,0.00081159+0.0015435i,0.0015478-0.0002765i,0.0021114-0.0016128i,0.0018629-0.0013966i,0.00085468-0.0011957i
0.020037+0.07966i,0.0089188+0.05129i,0.0011715+0.018665i,-0.0020417-0.00086762i,-0.0055056-0.0060546i,-0.0046257-0.0026644i,0.0011474+0.00078675i,0.0037501+0.00059401i,0.0012765+0.00035408i,0.00011462+0.00043447i,0.00016125+0.00018239i,-0.00044803+0.00046477i,-0.0013507+0.00033929i,-0.0016767-0.00024802i,-0.00063359-0.00035722i,0.00050517+0.00054635i,0.001235+0.0013284i,0.0011679+0.00087256i,0.00038875-1.7065e-06i,-0.0015092-0.0010354i,-0.0029778-0.0015231i,-0.0026792-0.00088404i,-0.0015787-9.0975e-05i
0.062875-0.058011i,0.042994-0.032357i,0.017214-0.0083842i,0.00072454+0.0024388i,-0.0043805+0.0060363i,-0.0030394+0.0041146i,-0.0021409-0.00088578i,-0.002269-0.0019977i,-0.0011647-0.00056687i,-0.00019149+0.00038148i,0.00018101+0.00079736i,0.00076361+0.00015602i,0.0010944-0.00047356i,0.00050975-0.00050521i,-2.019e-05-0.0010556i,0.00052755-0.0015098i,0.00084176-0.001543i,0.00043802-0.00072682i,-8.023e-05+9.5929e-05i,0.00032823+0.00031222i,0.00059122+0.00094171i,0.00066553+0.0017848i,-5.9844e-05+0.00096392i
-0.080686-0.025466i,-0.05046-0.021096i,-0.017215-0.011904i,0.00019979-0.005961i,0.0043242-0.0043973i,0.00045109-0.0029906i,-0.0037303+0.0010582i,-0.002792+0.0029519i,-0.0015741+0.0018241i,-0.0016531+0.0012586i,-0.0013789+0.001218i,-0.00051577+0.00022298i,-9.7544e-05-0.00095054i,-0.00082345-0.0011358i,-0.0013482-0.00089186i,-0.0021093-1.2052e-05i,-0.0024782+0.00071482i,-0.0010334+0.00092382i,0.00039042+0.00059415i,0.00074415-0.00097513i,0.0010582-0.0022073i,0.00054395-0.0012061i,-0.00012693+0.00017824i
0.020253+0.089361i,0.0067732+0.057838i,-0.0039339+0.023561i,-0.0075039+0.003546i,-0.0085373-0.0030272i,-0.005889-6.6133e-05i,0.00063131+0.0037861i,0.0035821+0.0028638i,0.0020828+0.00087998i,0.0016002+0.00047632i,0.0016509+0.00096122i,-1.5966e-05+0.001162i,-0.0009688+0.00093197i,-0.0012587+8.4221e-05i,-0.0011556-9.6499e-05i,-0.00064206+0.00090842i,0.00094677+0.001138i,0.002143+0.0010222i,0.0011609+0.00042214i,-0.00096994+9.3937e-05i,-0.0021921+0.00084836i,-0.0019715+0.00082502i,-0.00054491-0.00029844i
0.071363-0.061343i,0.050131-0.03648i,0.024887-0.0096046i,0.0083552+0.0028546i,0.0010096+0.0052348i,8.8236e-05+0.0018259i,0.0010855-0.0020506i,0.001292-0.0019287i,0.0002749-0.00086698i,-0.0012786-0.00079191i,-0.0019189-0.00044663i,-0.00095074+0.00092629i,0.00056683+0.0011826i,0.00057577+4.1852e-05i,0.00010556-0.00047473i,0.00036016-0.0010399i,0.000432-0.0011097i,-0.00061451-0.00072316i,-0.0010718+6.1292e-05i,0.00046665+0.00065174i,0.0018187+0.00095853i,0.00080084+2.0071e-05i,-0.00023939-0.0010136i
-0.092274-0.031365i,-0.059931-0.025387i,-0.023809-0.015936i,-0.0050331-0.00935i,-0.0002051-0.0066237i,-0.0014813-0.0034079i,-0.0042358+0.00077726i,-0.0038746+0.0024188i,-0.0018046+0.0020865i,-0.0019282+0.002734i,-0.0016674+0.0021862i,-0.00058515-0.00043696i,-0.00084599-0.0017729i,-0.0014092-0.0020746i,-0.0013801-0.0014749i,-0.00092127-6.1336e-05i,-0.00092415+0.001115i,-0.0011251+0.0015894i,-0.0011847+0.00072537i,-0.00060298-0.0012131i,-0.00044572-0.0027046i,-0.00072584-0.0019631i,-0.00038905+0.00031271i
0.016194+0.096546i,0.0062329+0.065139i,-0.0064513+0.030184i,-0.011005+0.0095918i,-0.0092916+0.003498i,-0.005084+0.0047236i,0.00084429+0.006126i,0.003292+0.0043101i,0.0020591+0.0020194i,0.0017473+0.0014316i,0.0023472+0.0014754i,0.0010061+0.0014058i,-0.0012784+0.00097377i,-0.0017853+0.00016243i,-0.0011521-0.00032343i,0.00043989+0.00018318i,0.0018622+0.00045691i,0.0020676+0.00074375i,0.0015839+0.0011076i,0.00054179+0.00050484i,-0.00069822+0.00025972i,-0.00074395+0.00079813i,7.6664e-05+0.00031806i
0.074736-0.06791i,0.050878-0.042726i,0.024634-0.012381i,0.0093862+0.0016686i,0.0035988+0.0040678i,0.0022923+0.0023814i,0.0018146-0.001319i,0.00070128-0.0031002i,-0.0012111-0.0014092i,-0.0027514-0.0006242i,-0.0024332-0.0011523i,-0.0014251-0.00028808i,-0.00011365+0.0001661i,3.1756e-05-0.00054119i,5.795e-06-0.00070778i,0.0005113-0.00044302i,-0.00056022-0.0012016i,-0.0016119-0.001675i,-0.00065571-0.0012717i,0.00083944-0.0014379i,0.0012026-0.0019562i,0.0015546-0.0016651i,0.0010678-0.0016743i
-0.099516-0.033756i,-0.067907-0.025276i,-0.029194-0.017982i,-0.0084694-0.012697i,-0.0044586-0.006899i,-0.0054096-0.002767i,-0.0064935+0.0011059i,-0.0058452+0.0029207i,-0.003277+0.0023953i,-0.0018331+0.0026112i,-0.00092559+0.0029079i,-0.00036962+0.0011106i,-0.0010288-0.0012693i,-0.0014988-0.0022101i,-0.0016657-0.0018424i,-0.0014327-0.00053576i,-0.001031+0.00081731i,-0.00048889+0.0023199i,-0.00087615+0.0026771i,-0.0014932+0.00086814i,-0.0012103-0.0012313i,-0.0011797-0.0012669i,-0.0011671-0.00017855i
0.020322+0.10553i,0.010824+0.071968i,-0.0036971+0.035432i,-0.0090612+0.013973i,-0.0072593+0.0059866i,-0.0042098+0.0055863i,-1.6522e-05+0.0072463i,0.0033206+0.0062509i,0.0034431+0.0030787i,0.0029937+0.00066148i,0.0027718-8.2485e-05i,0.00071101-1.3711e-05i,-0.0012078-1.9314e-05i,-0.0019317-0.00027691i,-0.0017786-0.00071977i,-0.00096816-0.00014869i,9.7457e-05+0.00038373i,0.0016621-0.00010638i,0.0021656-5.8336e-05i,0.0020336+0.00071989i,0.0016761+0.0014126i,0.00087522+0.0013188i,0.00084608+0.00098163i
0.080334-0.0716i,0.055361-0.049742i,0.029173-0.017799i,0.014863-0.0018602i,0.0080135+0.00081022i,0.0054193-0.0012352i,0.0047717-0.0038612i,0.0026299-0.0039791i,0.00024648-0.0034443i,-0.00080215-0.0025677i,-0.0015352-0.0020206i,-5.1795e-05-0.0012654i,0.0024225-0.00022177i,0.0022977-0.00040809i,0.0013476-0.00025863i,0.00018568+0.00019723i,-0.00074035-0.00024239i,-0.0013802-0.0010049i,-0.0014586-0.0012693i,8.2428e-07-0.0017046i,0.0010226-0.0023149i,0.0010162-0.0023338i,-0.00027955-0.0017035i
-0.10523-0.037943i,-0.074759-0.027168i,-0.036379-0.020796i,-0.014984-0.015925i,-0.0086886-0.010142i,-0.0079957-0.0044485i,-0.0090874-0.00014854i,-0.0074583+0.0016596i,-0.0038927+0.0026219i,-0.0022229+0.0038228i,-0.0020065+0.0030272i,-0.0012476+0.0013643i,-0.00075818-0.0003826i,-0.00098267-0.0018905i,-0.00052994-0.0011936i,-0.00022153+0.00048797i,6.7588e-05+0.0013114i,0.00070314+0.001421i,0.00013543+0.0020546i,-0.0017598+0.0015557i,-0.0031883-6.7226e-05i,-0.002654-0.00059321i,-0.001814+0.00069621i
0.020451+0.11215i,0.01562+0.078516i,0.00059462+0.041877i,-0.0058823+0.020933i,-0.0040597+0.012355i,-0.002465+0.0095111i,1.0132e-05+0.0090965i,0.0025912+0.0065948i,0.0025558+0.002678i,0.0030754+0.00056504i,0.004168+0.00012087i,0.0028349+2.2218e-05i,-0.00026497+0.00018099i,-0.0021926+0.00043941i,-0.0024109-4.1886e-05i,-0.0011607-0.00035768i,0.0010331-0.00018631i,0.0025372-0.00015079i,0.0028719-0.0011236i,0.0029719-0.0011594i,0.0024193+0.0005629i,0.001501+0.0022293i,0.00097075+0.0013277i
0.089306-0.071651i,0.064118-0.052893i,0.037465-0.022317i,0.021382-0.0078827i,0.012283-0.0063937i,0.0064279-0.0063132i,0.0038988-0.0063337i,0.0023719-0.0057875i,-0.00020753-0.0037185i,-0.002959-0.0018876i,-0.0034325-0.0011223i,-0.0011814-0.00093877i,0.00065495-0.0011453i,0.00059867-0.00087483i,0.00038637+3.0075e-05i,-0.0006571+0.00098963i,-0.0012777+0.00044055i,-0.0017145-0.00078787i,-0.0028504-0.0024563i,-0.0025642-0.0037955i,-0.0010928-0.0034382i,-0.00083555-0.0024476i,-0.0015113-0.0015651i
-0.1121-0.035773i,-0.083286-0.021159i,-0.04374-0.014937i,-0.02179-0.010066i,-0.014885-0.0052326i,-0.011943-0.0029121i,-0.010484-0.00066785i,-0.0078966+0.0011812i,-0.0047128+0.0021626i,-0.0027291+0.0040803i,-0.0010593+0.0045206i,-0.00029988+0.00217i,-0.00079881-0.00072764i,-0.00073323-0.0023848i,8.4881e-05-0.0022677i,0.00058971-0.0008644i,0.00057107+0.0010501i,0.00099318+0.0030804i,0.0014117+0.0041049i,-0.00042547+0.0039742i,-0.0024384+0.0027545i,-0.0027305+0.0013001i,-0.0021368+0.00090035i
0.02137+0.11881i,0.021587+0.08652i,0.0069693+0.047835i,-0.00024921+0.02485i,0.00057291+0.014566i,0.00086333+0.0093756i,0.0015537+0.0091386i,0.0033238+0.0078797i,0.0030568+0.0033987i,0.001824+3.9901e-05i,0.0019412-0.00066759i,0.00091143-9.6535e-05i,-0.00050952+0.00072442i,-0.0017794+0.00088287i,-0.0022802+0.000742i,-0.0016674+0.00038007i,-0.00018648-0.00066622i,0.0022605-0.0014301i,0.0043697-0.0020856i,0.0049819-0.0015827i,0.0039066+0.00031459i,0.0024213+0.0010643i,0.0011747+0.00028132i
0.089721-0.077976i,0.061339-0.063829i,0.035148-0.034041i,0.019102-0.017208i,0.0087891-0.011647i,0.0041884-0.008249i,0.0040573-0.0062772i,0.0023917-0.0049828i,-0.00039765-0.0034117i,-0.0025691-0.0017732i,-0.003748-0.001324i,-0.0025579-0.0017654i,-1.3524e-06-0.001839i,0.0011226-0.00045045i,0.001145+0.0011627i,0.00089645+0.0019281i,-0.00053309+0.0014714i,-0.0020915-0.00085122i,-0.0036986-0.0027416i,-0.0044809-0.0036641i,-0.0024638-0.0040482i,-0.00045107-0.0033719i,-0.00063072-0.002037i
-0.11737-0.035555i,-0.091322-0.017179i,-0.051682-0.011426i,-0.028706-0.0079271i,-0.019437-0.0026131i,-0.013643-0.00028336i,-0.010833+0.00054442i,-0.0079972+0.0016402i,-0.0038576+0.002402i,-0.0010449+0.0036187i,0.0008742+0.0044963i,0.0014193+0.0032741i,0.00071632+0.00025586i,0.00028451-0.001879i,-0.00040929-0.0015539i,-0.00044063-0.00029424i,0.00090013+0.001044i,0.001515+0.0027904i,0.0013457+0.0041308i,0.00080442+0.0042644i,-0.0014604+0.0033198i,-0.0028734+0.001759i,-0.0017058+0.00044996i
0.022281+0.12077i,0.02973+0.087775i,0.016275+0.0522i,0.0077741+0.030254i,0.0070221+0.017364i,0.0048858+0.0101i,0.0029816+0.0083642i,0.0030614+0.0071299i,0.002659+0.0031116i,0.0026951-0.0010605i,0.0034613-0.0022421i,0.0027858-0.0015072i,0.00073076-0.00051863i,-0.0014863+8.6221e-05i,-0.0027648+0.00027918i,-0.0022396-0.00014425i,-0.00050717-0.00068549i,0.0016468-0.0018654i,0.0033536-0.004016i,0.0037921-0.0044397i,0.0037902-0.0018849i,0.0027209-4.5306e-05i,0.0011624-0.00010237i
0.090881-0.08398i,0.060655-0.075789i,0.035063-0.045287i,0.0187-0.026004i,0.0075227-0.017575i,0.0018902-0.010219i,0.0023586-0.0065878i,0.002752-0.004733i,0.00031983-0.0024831i,-0.0028443-0.00058713i,-0.0046695+0.00080117i,-0.0029496+0.001284i,-0.00038734+0.0010332i,0.00047225+0.00067762i,0.0011682+0.00073675i,0.0010126+0.0012663i,7.2282e-05+0.00067131i,-0.001352-0.00060679i,-0.0034279-0.0010998i,-0.0046278-0.0013913i,-0.0035744-0.0023511i,-0.0014622-0.0031783i,0.00013686-0.0021939i
-0.1201-0.035722i,-0.096572-0.010868i,-0.057925-0.0055229i,-0.034085-0.0043902i,-0.02228+0.00071165i,-0.01422+0.0025199i,-0.010192+0.0019177i,-0.0071232+0.0026604i,-0.0038598+0.0028476i,-0.0012976+0.0035388i,0.00069581+0.0044549i,0.0013783+0.0029159i,0.0010344+0.00022462i,-0.00013023-0.0015948i,-0.00025061-0.002443i,0.00025886-0.0024048i,0.0008606-0.0011971i,0.0011884+0.0011267i,0.0017784+0.0035337i,0.0021721+0.004565i,4.308e-05+0.0034826i,-0.0018932+0.0018494i,-0.0012187+0.0011997i
0.021968+0.12195i,0.037027+0.093068i,0.024532+0.058426i,0.014717+0.034882i,0.012462+0.020377i,0.0079743+0.011484i,0.0033902+0.0086661i,0.0021741+0.0071971i,0.0016101+0.0045587i,0.0019553+0.0011169i,0.0029662-0.0015247i,0.0024307-0.0023089i,0.00094514-0.0017281i,-0.0012394-0.0012182i,-0.0031044-3.8557e-05i,-0.0026681+0.00094031i,-0.00081864+0.00067363i,0.0010352-0.00062895i,0.0017583-0.0033232i,0.0028078-0.0053244i,0.0030285-0.0037603i,0.0015661-0.00082154i,0.00049357+0.0002503i
0.087611-0.085771i,0.053043-0.084605i,0.030696-0.054809i,0.017367-0.033885i,0.0046533-0.023607i,-0.0011678-0.014218i,0.00076776-0.0070893i,0.0025123-0.0030243i,0.00075554-0.0011153i,-0.0029217-0.00051728i,-0.00493+0.00082616i,-0.0035913+0.0011967i,-0.0014154+0.00080805i,-0.00010853+0.0013293i,0.00063403+0.0016209i,0.00049164+0.0016239i,-0.00059567+0.00077075i,-0.0021174-0.00042045i,-0.0043252+3.9551e-05i,-0.0054196+0.00073136i,-0.0045196+3.743e-05i,-0.0020943-0.00073682i,-0.00047671-0.0013648i
-0.12057-0.036673i,-0.10412-0.0064908i,-0.066879-8.1035e-05i,-0.041454+0.0017155i,-0.026863+0.0068638i,-0.015828+0.0072709i,-0.0089132+0.0033554i,-0.0053091+0.00059065i,-0.0031537+0.00011345i,-0.00050699+0.0023976i,0.0025672+0.0041427i,0.0035214+0.0023799i,0.0021806-0.00061307i,0.0014971-0.0022731i,0.00149-0.0025248i,0.00075957-0.0021274i,-0.00045774-0.00047268i,-0.000162+0.0021681i,0.0024082+0.0037233i,0.0038764+0.0038958i,0.0024532+0.0028401i,0.00091466+0.0013412i,0.00092193-0.00010663i
0.029867+0.11309i,0.04979+0.083821i,0.035312+0.052416i,0.023182+0.032701i,0.018616+0.018268i,0.011636+0.0080353i,0.0049848+0.0048784i,0.0012877+0.0046366i,-5.7361e-05+0.0028908i,0.00090614-0.0002446i,0.00097657-0.0033439i,8.6256e-05-0.0041535i,-0.00026706-0.0024447i,-0.0013683-0.00074395i,-0.0024381+0.00078555i,-0.0023413+0.0015904i,-0.0011583+0.00084313i,0.00044806-0.00054256i,0.00098171-0.0033024i,0.00048842-0.0060467i,0.00050379-0.0051013i,0.00091913-0.002027i,0.00019745-0.00011589i
0.086554-0.085828i,0.050955-0.092601i,0.026987-0.062367i,0.013787-0.038751i,0.0017742-0.026763i,-0.0038581-0.015145i,-0.0017213-0.0064363i,0.00046887-0.0020826i,0.00013679-0.00032235i,-0.0021866+0.00084114i,-0.0043074+0.0023708i,-0.0034568+0.0020893i,-0.0013864+0.0011537i,0.00027955+0.0012918i,0.0010892+0.00098411i,0.001239+0.0010013i,2.5927e-05+0.00085356i,-0.0014587+0.00055576i,-0.0035467+0.0013789i,-0.0055311+0.0025692i,-0.0045782+0.0024296i,-0.0026835+0.0012208i,-0.00047951+0.00045024i
-0.11024-0.028067i,-0.098414+0.0074711i,-0.064435+0.012046i,-0.04072+0.0093922i,-0.025385+0.011601i,-0.013412+0.010556i,-0.0071296+0.0056216i,-0.0039229+0.0017612i,-0.0015435+0.00035938i,0.00099421+0.001516i,0.0038299+0.0027784i,0.0049432+0.0020884i,0.0038971+7.7578e-05i,0.0016047-0.0022222i,-0.00053528-0.0030501i,-0.0016942-0.0026566i,-0.0011485-0.0012676i,0.00074154+0.00080843i,0.0028159+0.001539i,0.0043833+0.00080659i,0.0036602+0.00055907i,0.0015706+0.00063352i,0.00019089-0.00018348i
0.029438+0.10916i,0.057007+0.085174i,0.041989+0.054063i,0.027125+0.032809i,0.020163+0.015837i,0.012714+0.004311i,0.0055086+0.0016752i,0.00089651+0.0023362i,-0.0014258+0.0019251i,-0.0013694-0.00068609i,-0.00098134-0.0037391i,-0.0016354-0.0040297i,-0.0022051-0.0024816i,-0.0028601-0.00095405i,-0.0031106+0.00033908i,-0.0021325+0.0012972i,-0.00056242+0.00096974i,0.00083385-0.00094522i,0.00017612-0.0038848i,-0.0019644-0.0057498i,-0.0019255-0.004919i,-0.0010905-0.0027185i,-0.0010814-0.0010618i
0.071323-0.079469i,0.034416-0.091374i,0.016609-0.062858i,0.0087345-0.039553i,-0.0028699-0.026109i,-0.0085532-0.012876i,-0.004374-0.0037299i,0.00045468+0.00071855i,0.00091791+0.0025449i,-0.0019612+0.0030338i,-0.004542+0.0037322i,-0.0038925+0.0042862i,-0.0012326+0.0034867i,0.00031056+0.0017464i,0.00091118+9.0101e-05i,0.0018209-0.00039258i,0.0014573-0.00074702i,-0.00068108-4.0119e-05i,-0.0022453+0.0025362i,-0.0022547+0.0041107i,-0.0014623+0.0038621i,1.5392e-05+0.0021576i,0.0014016+0.00084843i
-0.105-0.019411i,-0.099659+0.019697i,-0.065364+0.020784i,-0.039889+0.013507i,-0.023569+0.014259i,-0.0096012+0.01211i,-0.0022926+0.0067349i,-0.00052151+0.0020909i,0.0005497-0.0002669i,0.0021814+0.0011921i,0.0040669+0.0026938i,0.0040522+0.0018777i,0.0023765-0.0011408i,0.000355-0.003405i,-0.0014586-0.0031161i,-0.0021884-0.0020411i,-0.0015004-0.00095306i,0.00093746+0.00041384i,0.0043579+0.00092021i,0.0065019-0.00028989i,0.0055657-0.0015999i,0.0028848-0.0020383i,0.00070797-0.0020498i
0.031951+0.09219i,0.064766+0.070146i,0.048285+0.043282i,0.029022+0.026297i,0.020552+0.010836i,0.011847+0.0011561i,0.0032138+0.00016706i,-0.0010447+0.0010027i,-0.0021194+0.00069582i,-0.001257-0.0017227i,-0.00083953-0.0048624i,-0.002199-0.0050274i,-0.0020541-0.0029962i,-0.0015715-5.4743e-05i,-0.001853+0.0022673i,-0.00081771+0.002663i,0.00093489+0.0019665i,0.00054007-0.00030837i,-0.0011016-0.0024168i,-0.0031425-0.0032177i,-0.0040354-0.0025562i,-0.003578-0.0010251i,-0.0024297-0.00042788i
0.053879-0.075904i,0.019761-0.095518i,0.00598-0.063614i,0.0034154-0.035659i,-0.0055115-0.021014i,-0.0096772-0.0087603i,-0.0047088-0.0010483i,-0.0009979+0.0022579i,-0.0008867+0.003446i,-0.003075+0.0035566i,-0.0047476+0.0037215i,-0.0033621+0.0042055i,-0.0008844+0.0033943i,0.00039771+0.0010506i,0.0013443-0.00056451i,0.0022845-0.00049713i,0.001432-0.00033468i,-0.00031829+0.00087399i,-0.00090879+0.0037043i,-0.00084611+0.0053169i,-0.00083036+0.0045818i,-0.0005794+0.0027932i,0.00026197+0.0010691i
-0.085533-0.0087765i,-0.085898+0.030325i,-0.0563+0.025961i,-0.03492+0.013053i,-0.019107+0.011727i,-0.0057823+0.01098i,-0.00056168+0.005925i,0.00090604+0.0013084i,0.0020112+4.0303e-05i,0.0021654+0.0013927i,0.0036832+0.0022029i,0.0054869+0.00050486i,0.004249-0.0019893i,0.0012596-0.0030948i,-0.00145-0.0031492i,-0.0033028-0.0025873i,-0.002899-0.0010014i,0.00036175-0.0002568i,0.003174-0.00073901i,0.0045768-0.0019897i,0.0045543-0.0031019i,0.0029598-0.0026205i,0.0015467-0.0019584i
