-0.0025102-0.00018344i,-0.0018894+7.3472e-05i,-0.0024964+0.00076715i,-0.0026367+0.00087674i,-0.002108+0.00075561i,-0.0010519+0.00068975i,-0.00079396+0.0014977i,-0.00087969+0.0016932i,-0.0005499+0.0018663i,0.00020428+0.0015587i,0.0012353+0.0001343i,0.0012079-0.0015231i,0.00014453-0.0016457i,-0.00078786-0.00098461i,-0.00096521-0.0010351i,-0.0004171-0.00060483i,-0.00039593+0.00031065i,-0.00084106+0.00012121i,-0.00082605+0.00039318i,-9.1579e-05+0.00050345i,0.00037215+0.00025665i,-8.0794e-05+0.00016966i,-0.00019481+0.00011589i
-0.10429+0.16509i,-0.064915+0.16778i,-0.11583+0.04222i,-0.20758+0.018621i,-0.14334+0.10784i,0.0052038+0.11392i,0.036219+0.060726i,0.0050745+0.038499i,0.00071657+0.027275i,0.0071332+0.01957i,0.010193+0.010181i,-0.00043445-0.0084654i,-0.016686-0.018602i,-0.019711-0.018958i,-0.0082272-0.015926i,0.00332-0.013079i,-0.010811-0.0080143i,-0.054437+0.0019803i,-0.095484+0.010873i,-0.096977+0.012473i,-0.061426+0.0086024i,-0.026779+0.0042093i,-0.0099556-0.0011038i
-0.18019-0.088403i,-0.12631+0.072379i,0.18196+0.18785i,0.43763+0.085236i,0.36394-0.072453i,0.14789-0.087793i,0.040346-0.039197i,0.013488-0.020865i,-0.0079675-0.015321i,-0.021911-0.0031805i,-0.015418+0.012828i,0.0092085+0.021051i,0.023873+0.014837i,0.014825+0.010536i,-0.00037845+0.015015i,-0.0047228+0.017706i,0.013276+0.0094571i,0.054161-0.0049815i,0.095199-0.012576i,0.10393-0.0067628i,0.079944+0.001335i,0.049991-0.00057286i,0.025364-0.0071058i
0.14159-0.2314i,-0.01179-0.30425i,-0.27479-0.17455i,-0.41181+0.070723i,-0.31661+0.21433i,-0.14863+0.20554i,-0.046915+0.15361i,0.0088716+0.1239i,0.048556+0.094367i,0.052684+0.051458i,0.030318+0.02438i,0.016835+0.014654i,0.0147+0.0032549i,0.012319-0.0074527i,0.0101-0.013313i,0.0058734-0.016105i,-0.0044775-0.016624i,-0.030238-0.014671i,-0.065947-0.0083574i,-0.081524-0.0040738i,-0.069852-0.0036863i,-0.047463-0.00013303i,-0.023689+0.004844i
0.22322+0.18346i,0.35999+0.14171i,0.4224-0.025919i,0.38051-0.20547i,0.24656-0.29103i,0.094214-0.26018i,0.009608-0.16273i,-0.013351-0.082023i,-0.020535-0.042554i,-0.024255-0.019564i,-0.024401-0.00052093i,-0.020654+0.013458i,-0.014125+0.020194i,-0.0090007+0.021599i,-0.0038269+0.0191i,0.002121+0.016651i,0.012739+0.021245i,0.034507+0.022957i,0.05256+0.013382i,0.049977+0.0018868i,0.032928-0.0066003i,0.014493-0.010489i,0.00064909-0.0085297i
-0.20167+0.11357i,-0.2615+0.13497i,-0.25098+0.060865i,-0.23398+0.01789i,-0.16364+0.10202i,-0.04372+0.16222i,0.0027811+0.10152i,-0.0096006+0.027765i,-0.0063089-0.0011312i,0.002947-0.010984i,-0.0039309-0.019716i,-0.022318-0.026886i,-0.03169-0.023647i,-0.019666-0.016681i,-0.00037668-0.014396i,0.0087493-0.019204i,-0.0066776-0.028482i,-0.033562-0.029743i,-0.036916-0.026763i,-0.01471-0.02554i,0.0080987-0.018251i,0.018126-0.0099882i,0.017441-0.0071626i
-0.049367-0.17087i,-0.10967-0.13564i,-0.042626+0.064835i,0.09297+0.17515i,0.098791+0.082642i,0.013598-0.023993i,-0.0038879-0.0498i,0.010934-0.056966i,-0.0021388-0.051915i,-0.010092-0.026583i,0.0029843-0.0054219i,0.019105+0.0020855i,0.022933-0.0015535i,0.0061585-0.0052666i,-0.021112+0.0012836i,-0.035923+0.016396i,-0.025747+0.027946i,-0.00087589+0.038191i,0.01437+0.052766i,0.0061318+0.056867i,-0.010708+0.045861i,-0.014627+0.03239i,-0.0072577+0.019749i
0.21906+0.0037773i,0.20994-0.16988i,-0.026256-0.31257i,-0.25674-0.29605i,-0.25593-0.17313i,-0.12797-0.068285i,-0.049958-0.010554i,-0.026746+0.026523i,-0.013305+0.047015i,-0.0048895+0.046226i,-0.0030616+0.034224i,0.00053126+0.020869i,0.0061704+0.009653i,0.011204-0.0012385i,0.017258-0.012723i,0.019066-0.019869i,0.012452-0.022339i,-0.0061232-0.029099i,-0.024024-0.039593i,-0.017108-0.041696i,0.0011304-0.032607i,0.007339-0.019506i,0.006938-0.0084557i
-0.069244+0.30767i,0.091649+0.43057i,0.28471+0.42685i,0.39484+0.32911i,0.37075+0.18229i,0.25768+0.046887i,0.1415-0.016189i,0.066968-0.023602i,0.023598-0.02172i,-0.0045832-0.019318i,-0.019513-0.0075584i,-0.021301+0.011387i,-0.016163+0.025506i,-0.0087381+0.029493i,-0.0010857+0.0211i,-0.0024964+0.0058355i,-0.0051862+0.00031951i,0.011583+0.005461i,0.033662+0.0089208i,0.034865+0.0065525i,0.02635-0.0018705i,0.020382-0.012238i,0.011435-0.017272i
-0.31291-0.13464i,-0.36419-0.14201i,-0.32264-0.18748i,-0.29696-0.19507i,-0.28125-0.076469i,-0.20511+0.055245i,-0.10554+0.090019i,-0.032088+0.073874i,0.014267+0.048845i,0.029477+0.01828i,0.023197-0.008556i,0.0080718-0.028015i,-0.0096844-0.031109i,-0.015963-0.015579i,-0.0064681+0.0054435i,0.0083591+0.012755i,0.006931-0.0027788i,-0.016483-0.015681i,-0.032834-0.0036795i,-0.02806+0.018971i,-0.021815+0.034839i,-0.021426+0.039296i,-0.018409+0.032977i
0.099322-0.27063i,0.10054-0.22459i,0.1184-0.039866i,0.16576+0.077866i,0.17146+0.019097i,0.1153-0.053675i,0.063365-0.032803i,0.04303-0.0019193i,0.030138-0.0065936i,0.015801-0.012045i,0.0093351-0.00085641i,0.014491+0.0078969i,0.018794-0.00048817i,0.0075324-0.015045i,-0.01431-0.022325i,-0.025755-0.01816i,-0.013269-0.0081129i,0.0036303-0.0025639i,0.0040546-0.0082008i,-0.0010225-0.022869i,-0.0022878-0.033857i,-0.0003733-0.031115i,0.0053286-0.02078i
0.23565+0.051354i,0.24333-0.010758i,0.12773-0.1674i,-0.01807-0.25231i,-0.06859-0.1575i,-0.04138-0.023802i,-0.023146+0.020414i,-0.025109+0.017817i,-0.019273+0.015951i,-0.008132+0.015275i,-0.0027946+0.015486i,0.0037366+0.016928i,0.015202+0.010764i,0.024068-0.0051006i,0.025895-0.017763i,0.019922-0.019422i,0.0099563-0.01601i,0.006548-0.017091i,0.0084648-0.018622i,0.0077801-0.010318i,0.0057696-0.0011979i,0.0042554-0.0018093i,0.0015054-0.0045436i
-0.085882+0.1914i,-0.13853+0.31479i,-0.095082+0.39356i,-0.015735+0.36526i,0.019688+0.24201i,0.02976+0.10885i,0.032973+0.019537i,0.013691-0.01937i,-0.0085344-0.017616i,-0.013624-0.0026326i,-0.017466+0.0080695i,-0.026335+0.018209i,-0.02622+0.028245i,-0.015623+0.035i,-0.0020461+0.034927i,0.0068219+0.025882i,0.0054637+0.022584i,0.0049278+0.033578i,0.01183+0.044189i,0.018629+0.042121i,0.022423+0.035213i,0.021413+0.031572i,0.01609+0.025608i
-0.067166-0.14938i,-0.1115-0.27029i,-0.093296-0.31987i,-0.061881-0.29218i,-0.074647-0.21785i,-0.09941-0.13244i,-0.0983-0.067508i,-0.080755-0.023169i,-0.057628+0.010374i,-0.033116+0.02204i,-0.015755+0.0056527i,-0.012978-0.018901i,-0.022359-0.025237i,-0.028634-0.012821i,-0.025852+0.0022023i,-0.016834+0.0096315i,-0.0066918+0.0038319i,-0.0075876-0.013421i,-0.019797-0.02941i,-0.032069-0.03575i,-0.037021-0.034679i,-0.032234-0.029544i,-0.023153-0.023537i
0.17668+0.013307i,0.21912+0.025395i,0.15253+0.12921i,0.091455+0.22741i,0.11084+0.19861i,0.1189+0.097258i,0.075228+0.031717i,0.038323+0.0077865i,0.023777-0.0093553i,0.01328-0.017546i,0.01109-0.0097726i,0.020628-0.0020544i,0.027191-0.0056126i,0.021496-0.015308i,0.0056386-0.024966i,-0.012454-0.024727i,-0.019199-0.01264i,-0.011075-0.0026167i,0.0058275+0.0031961i,0.021236+0.0086941i,0.02521+0.0078301i,0.017488+0.001295i,0.0072382-0.0014574i
-0.0095488+0.20836i,0.062432+0.18201i,0.11107-0.00066857i,0.085223-0.16524i,0.0019451-0.15468i,-0.045121-0.056887i,-0.024469+0.003409i,0.011239+0.017656i,0.025865+0.012142i,0.015532+0.0068212i,-0.00038632+0.013926i,-0.0030074+0.023963i,0.006238+0.024051i,0.020935+0.01459i,0.032481+0.0032725i,0.031501-0.0041146i,0.019536-0.0046217i,0.0068518+0.0019061i,0.00037283+0.010325i,0.0033953+0.012635i,0.011203+0.010018i,0.015868+0.010601i,0.017275+0.012265i
-0.27452+0.0088062i,-0.32938+0.068908i,-0.28012+0.14568i,-0.15993+0.17584i,-0.037407+0.12647i,0.038517+0.066375i,0.064399+0.037305i,0.054576+0.012669i,0.024176-0.0082441i,-0.0033782-0.014506i,-0.023766-0.012968i,-0.037982-0.0089989i,-0.043+0.00044501i,-0.040888+0.017081i,-0.030187+0.028408i,-0.015942+0.020493i,-0.0087422+0.0015566i,-0.010697-0.011593i,-0.019709-0.016091i,-0.032232-0.011526i,-0.034512-0.0013639i,-0.025591+0.0009782i,-0.017703-0.0037722i
0.0088502-0.24891i,0.068452-0.29926i,0.10415-0.28124i,0.066147-0.20983i,0.008019-0.12073i,-0.010616-0.067461i,-0.010831-0.055562i,-0.017574-0.047128i,-0.023313-0.03188i,-0.015048-0.021093i,0.0048925-0.023962i,0.017085-0.037869i,0.0086202-0.048409i,-0.011024-0.045405i,-0.023471-0.030753i,-0.022141-0.013875i,-0.014128-0.002795i,-0.0055258+0.001486i,0.0090021+0.0044055i,0.026513+0.0042574i,0.028628-0.00065145i,0.015105-0.003958i,0.0038113-0.0046146i
0.15881+0.026093i,0.13153+0.13343i,0.03339+0.19979i,-0.042223+0.17398i,-0.042795+0.12493i,-0.005754+0.090385i,0.015299+0.05128i,0.012676+0.021088i,0.015601+0.011601i,0.025503+0.0086945i,0.028052+0.011832i,0.030811+0.019993i,0.034425+0.017213i,0.030473+0.0027852i,0.021369-0.011767i,0.01425-0.019335i,0.013638-0.015774i,0.019269-0.0079357i,0.020703-0.0052462i,0.0096905-0.006025i,0.001644-0.0060444i,0.0073206-0.0018158i,0.013792+0.0028535i
-0.013832+0.09702i,-0.05108+0.090069i,0.010073+0.046595i,0.10995-0.0036074i,0.10179-0.049777i,0.017042-0.055936i,-0.032279-0.012067i,-0.029206+0.031132i,-0.0096481+0.0453i,-0.00014787+0.037811i,-0.007787+0.026745i,-0.017044+0.025324i,-0.011027+0.027892i,0.0061462+0.026973i,0.019798+0.022895i,0.021832+0.016734i,0.011872+0.0078798i,-0.0072517-0.0013866i,-0.027584-0.0036311i,-0.034533+0.0050162i,-0.028799+0.015401i,-0.022185+0.014951i,-0.01585+0.0087437i
-0.057849-0.048759i,-0.10459-0.11416i,-0.1553-0.095137i,-0.15897-0.0024959i,-0.0811+0.065223i,-0.011393+0.075146i,0.0026405+0.059463i,0.0026441+0.037817i,0.00064508+0.015993i,-0.0047321+0.0023626i,-0.010081-0.007741i,-0.016734-0.014947i,-0.023653-0.011099i,-0.029688+0.0006825i,-0.029609+0.0096674i,-0.020243+0.012595i,-0.0067134+0.010145i,0.0082598+0.0028214i,0.025475-0.0089275i,0.035776-0.020734i,0.031798-0.025191i,0.018169-0.019021i,0.0058154-0.008522i
0.098992-0.0072919i,0.20215-0.012063i,0.25073-0.042926i,0.18495-0.098338i,0.066941-0.11488i,0.0086433-0.083461i,0.012514-0.050642i,0.014692-0.034783i,0.002525-0.027299i,-0.006554-0.01689i,-0.00039397-0.004952i,0.011783-0.0040964i,0.013788-0.014098i,0.009149-0.023601i,0.0041147-0.025619i,-0.0013071-0.020322i,-0.0066064-0.011061i,-0.013093+0.0014194i,-0.019217+0.016054i,-0.023543+0.022968i,-0.023051+0.018154i,-0.013123+0.0075081i,-0.0015812-0.0038133i
-0.046741+0.10555i,-0.12405+0.15432i,-0.17915+0.16258i,-0.13407+0.12742i,-0.046049+0.086034i,-0.00022727+0.062907i,0.012061+0.037333i,0.011231+0.0049112i,0.0045718-0.0062455i,0.0018387-0.0016205i,-0.0013481+0.004821i,-0.0021984+0.013786i,0.0043614+0.016454i,0.0091931+0.01292i,0.0095224+0.0074018i,0.0070227+0.00012758i,0.0017983-0.0057356i,-0.00085508-0.0056455i,0.00040764+0.00031724i,0.0072738+0.0058449i,0.013896+0.0059737i,0.0090333+0.003757i,-0.0013016+0.0034488i
-0.082676-0.024476i,-0.060068-0.076672i,-0.022356-0.081074i,-0.0085489-0.0092019i,-0.004797+0.027552i,-0.001657-0.0096396i,-0.012289-0.037301i,-0.021316-0.026598i,-0.018887-0.0098197i,-0.0127-0.0045885i,-0.012033-0.0067339i,-0.017711-0.0061628i,-0.018382-9.322e-05i,-0.012312+0.0074299i,-0.0048473+0.01199i,0.00019139+0.012502i,0.0020061+0.010307i,0.005304+0.0022781i,0.0092954-0.014938i,0.007349-0.028949i,0.0019092-0.029184i,0.00023178-0.018446i,0.0020778-0.0065196i
-0.016108-0.064811i,0.025047-0.045536i,0.033853-0.050604i,-0.0095589-0.070209i,-0.033405-0.029965i,-0.015774+0.02238i,-0.00021108+0.022435i,0.0020802+0.0027986i,0.0060209-0.0088768i,0.008026-0.014296i,0.0051156-0.017488i,0.00051077-0.020582i,-0.0082621-0.019238i,-0.018488-0.013685i,-0.022323-0.0086292i,-0.015173-0.0069249i,-0.0014439-0.0075165i,0.0096492-0.0039535i,0.012812+0.0080875i,0.0090972+0.024054i,0.0056472+0.032312i,0.0076196+0.024521i,0.0084242+0.0086923i
0.042484-0.017027i,0.02936+0.063787i,0.072472+0.13511i,0.13639+0.099758i,0.12257+0.0043362i,0.066815-0.029908i,0.042409-0.0047018i,0.038553+0.00896i,0.03131+0.0016335i,0.019911-0.0042552i,0.013277-0.0013464i,0.015329+0.0001143i,0.017244-0.0064603i,0.016358-0.012445i,0.014615-0.011292i,0.0086597-0.0056498i,-0.0052444-0.001526i,-0.025708-0.0011494i,-0.039279-0.0018367i,-0.033576-0.0040771i,-0.019761-0.010449i,-0.011568-0.01296i,-0.0059214-0.0077909i
0.020554-0.013417i,-0.072079-0.087902i,-0.16914-0.11297i,-0.16728-0.050752i,-0.092698+0.022919i,-0.041279+0.053469i,-0.014373+0.055274i,0.011333+0.042328i,0.020584+0.028003i,0.017995+0.020976i,0.0141+0.016755i,0.0099928+0.014562i,0.0077431+0.01357i,0.004292+0.010379i,0.0009887+0.0068897i,0.0025155+0.0029979i,0.01014-0.0011949i,0.020306-0.0057832i,0.024166-0.012672i,0.016426-0.018366i,0.0041723-0.014959i,-0.0019304-0.0065145i,-0.0023278-0.0030904i
0.041272+0.055342i,0.12768+0.024758i,0.1556-0.019012i,0.076504-0.043036i,-0.0018884-0.04686i,-0.0040092-0.042396i,0.010854-0.025722i,0.0041661-0.0006056i,-0.0053609+0.016287i,-0.0070805+0.020357i,-0.0061147+0.016081i,-0.0083888+0.0096205i,-0.0090588+0.0050465i,-0.0051418+0.001973i,-0.0025703+0.0013611i,-0.0055011+0.0029807i,-0.011142+0.0044138i,-0.012104+0.0063712i,-0.0037884+0.013243i,0.0082966+0.021841i,0.014789+0.021292i,0.012563+0.01291i,0.0072047+0.006575i
-0.071738+0.030054i,-0.084813+0.077909i,-0.052942+0.089245i,0.0056518+0.047811i,0.023025+0.025147i,-0.00023025+0.036697i,-0.013158+0.030757i,-0.012294+0.0098164i,-0.0095629-0.0002407i,-0.0071402-0.0038059i,-0.0055264-0.0063661i,-0.001929-0.007614i,-0.0018108-0.0087194i,-0.0059232-0.0085058i,-0.0076713-0.0069815i,-0.0047518-0.0042812i,5.1226e-05+0.0016234i,0.004081+0.0099922i,0.0028564+0.013078i,-0.0052113+0.0045331i,-0.010768-0.0054757i,-0.011475-0.0048811i,-0.010038+0.0004439i
-0.016924-0.057346i,-0.047699-0.06942i,-0.071106-0.0094292i,-0.045846+0.073788i,0.001289+0.072509i,0.012667+0.021064i,-0.0053623+0.0029522i,-0.013877+0.0036342i,-0.0099438-0.004289i,-0.0073688-0.010111i,-0.0072268-0.006309i,-0.0035177+0.00086947i,0.0022862+0.0038348i,0.0055756+0.0043131i,0.006434+0.0047346i,0.00355+0.00073274i,-0.0024844-0.010648i,-0.0092852-0.028288i,-0.015174-0.040401i,-0.013828-0.035614i,-0.0067539-0.020823i,0.00089078-0.0086808i,0.0058102-0.0020935i
0.046094+0.00057557i,0.095011-0.048967i,0.079712-0.12455i,0.010392-0.13343i,-0.027281-0.06493i,-0.029962-0.011271i,-0.030072+0.0016319i,-0.023103+0.0024892i,-0.012557-0.0017843i,-0.0070095-0.004338i,-0.0040328-0.0023653i,-0.0044522+0.00036716i,-0.0067221+0.0028632i,-0.0097419+0.0042734i,-0.010042+0.003011i,-0.0044324+0.00086616i,0.0041553+0.00072906i,0.014875+0.0057799i,0.025208+0.015384i,0.030849+0.021112i,0.030405+0.015831i,0.022344+0.0029331i,0.011522-0.0068473i
-0.047951+0.045649i,-0.020332+0.14169i,0.045978+0.1657i,0.075322+0.078486i,0.055298-0.011694i,0.040903-0.029474i,0.03491-0.017129i,0.018714-0.011914i,0.0052416-0.0091084i,0.0012056-0.0045294i,0.0003409-0.0023573i,-0.0022909-0.0030407i,-0.0037115-0.0031831i,0.00019547-0.003181i,0.0045567-0.0028445i,0.0029805-0.0018877i,-0.0026859+0.0006605i,-0.0095036+0.0058503i,-0.015197+0.01068i,-0.02008+0.010946i,-0.024105+0.0091758i,-0.022035+0.0088784i,-0.013797+0.0075969i
-0.043922-0.11148i,-0.13839-0.12425i,-0.16704-0.074893i,-0.10481-0.0057435i,-0.047935+0.03154i,-0.032106+0.032034i,-0.0096681+0.015823i,0.01907+0.00058129i,0.028739-0.0022817i,0.024656+0.00096437i,0.017494-0.00017559i,0.011108-0.0039702i,0.0047753-0.0073768i,-0.0015066-0.0076649i,-0.0032591-0.0047632i,-0.0010529-0.0018064i,0.00027621+0.0015759i,-0.00083315+0.0034569i,-0.0042097+0.00034804i,-0.0050573-0.0031248i,-0.00047715-0.0018302i,0.0042276+0.00063484i,0.0029598-8.1998e-05i
0.14182-0.027532i,0.16174-0.078972i,0.098523-0.080595i,0.0036267-0.03441i,-0.02694-0.0064409i,-0.0028535-0.008154i,0.014191-0.0066742i,0.019556+0.003195i,0.021849+0.0079319i,0.015534+0.0048846i,0.0062376+0.0016152i,0.0028081+0.00084862i,0.0039885-0.0010348i,0.00313-0.0025492i,0.00071836+0.00016171i,-0.0018029+0.0031283i,-0.00406+0.0010059i,-0.0005979-0.005414i,0.009995-0.010642i,0.017872-0.012969i,0.015752-0.0142i,0.0075436-0.012932i,0.0028396-0.0082083i
0.01381+0.14i,0.048169+0.1587i,0.076706+0.10119i,0.075608+0.019747i,0.043157-0.0011653i,0.0090506+0.015511i,-0.0068405+0.017602i,-0.0080449+0.012833i,-0.0043967+0.0088205i,-0.0019808+0.0038094i,-0.00023978+0.0024106i,0.0020604+0.0020125i,0.0026234-0.0013743i,0.00066872-0.005339i,-0.0020696-0.0056119i,-0.0012953-0.0015742i,0.0037315+0.0043923i,0.0069416+0.011658i,0.0028645+0.01777i,-0.0055299+0.019118i,-0.010016+0.017928i,-0.0078221+0.016031i,-0.0031845+0.011i
-0.12934+0.0022169i,-0.17488+0.017135i,-0.14623+0.056445i,-0.056984+0.071211i,0.010954+0.041452i,0.02385+0.020865i,0.010958+0.024462i,-0.0041502+0.022146i,-0.012885+0.012852i,-0.013842+0.0080552i,-0.01038+0.0071979i,-0.0062727+0.0071672i,-0.0014957+0.0075285i,0.0042603+0.0081581i,0.0064466+0.0071193i,0.00093819+0.0017773i,-0.0085965-0.0060492i,-0.017279-0.011802i,-0.022152-0.013352i,-0.01869-0.011532i,-0.00809-0.010843i,0.0019179-0.011462i,0.0054636-0.0081431i
0.034473-0.11148i,0.055736-0.18568i,0.028868-0.19128i,-0.013465-0.11598i,-0.030311-0.042828i,-0.030263-0.012854i,-0.020676+0.0028603i,-0.0075721+0.012585i,-0.0048473+0.010981i,-0.0059234+0.007539i,-0.0015757+0.0051672i,0.0028301+0.002872i,0.0022612+0.00089074i,-0.002616-0.0014184i,-0.0063271-0.0026999i,-0.0040908-0.0026894i,-6.1114e-05-0.0020379i,0.0031947-0.0010358i,0.0080401-0.0015132i,0.01194-0.0056116i,0.0078038-0.0084882i,-0.0015753-0.0072774i,-0.0059733-0.0056068i
0.06618+0.081111i,0.13131+0.12921i,0.12578+0.10295i,0.057592+0.027709i,0.013743-0.018336i,0.01265-0.018736i,0.011253-0.0072609i,0.0031318-2.4488e-05i,0.0013005+0.00045798i,0.0032961-0.003929i,0.002545-0.0057112i,-0.00065582-0.0021998i,-0.00018793+0.001668i,0.0021568+0.00090729i,0.0021642-0.0015579i,0.0011528-0.0035083i,0.0019861-0.0083599i,0.0046577-0.011938i,0.0065578-0.0069248i,0.0063038+0.0037768i,0.0063099+0.011838i,0.0075119+0.014026i,0.005805+0.011541i
-0.118+0.019672i,-0.16072+0.065183i,-0.12065+0.067921i,-0.043731+0.045432i,-0.015252+0.032904i,-0.023948+0.019955i,-0.021572+0.00052402i,-0.0075412-0.012218i,0.0059032-0.013809i,0.011219-0.0088075i,0.0079372-0.0039652i,0.0016847-0.0019136i,-0.0039763-0.0018565i,-0.0067321-0.0013215i,-0.005908-0.00049212i,-0.0025736+0.0014649i,0.0020057+0.0066163i,0.0025557+0.012133i,-0.0018346+0.012354i,-0.003991+0.0069881i,-0.0012068+4.9448e-05i,0.0019752-0.0061026i,0.0026664-0.0077688i
-0.0025895-0.14638i,-0.03264-0.17607i,-0.046001-0.12556i,-0.042624-0.040091i,-0.02389+0.0028221i,-0.0067724+0.006868i,-0.0033393+0.0032908i,-0.00097593-0.0022212i,0.0029417-0.0061248i,-0.00017141-0.0038431i,-0.0061836+0.00050149i,-0.0081663+0.00039698i,-0.0082086-0.0024223i,-0.0063691-0.0021284i,-0.0030575+0.00016527i,-0.00062293-0.00068869i,-0.00014925-0.0025905i,-9.9467e-05-0.0055751i,0.00029083-0.0089739i,-0.00089916-0.0089675i,-0.0038706-0.004611i,-0.0058413+0.00041889i,-0.0045538+0.0021439i
0.15294-0.00093213i,0.18784-0.0053981i,0.15424-0.015249i,0.082302-0.023515i,0.031294-0.013622i,0.0104-0.002427i,0.0044123+0.00088384i,0.0057801+0.0054033i,0.0055129+0.0057903i,0.00037427+0.0022841i,-0.00081029+0.0022622i,0.004783+0.0018038i,0.0089218-0.0027578i,0.0071977-0.0074627i,0.0028799-0.0067034i,0.00083108-0.0018711i,0.00025135+0.0024186i,-0.00021935+0.0046571i,0.0020026+0.0054124i,0.0064534+0.005161i,0.0095764+0.0041735i,0.010494+0.0034408i,0.0089644+0.0031661i
-0.016626+0.13894i,-0.048519+0.17484i,-0.046802+0.14461i,-0.010347+0.068432i,0.018396+0.015141i,0.025871+0.0059452i,0.02206+0.01073i,0.013234+0.013033i,0.0078265+0.012649i,0.0074262+0.0075689i,0.0059592+0.0023016i,0.0020141+0.0025404i,0.0018227+0.0063089i,0.0041179+0.0073343i,0.0026676+0.0048634i,-0.0014576+0.0023775i,-0.0041706-0.00029609i,-0.0041791-0.0017559i,-0.0032406-0.00035682i,-0.0040622-0.00049527i,-0.0066386-0.0048338i,-0.0087359-0.0090553i,-0.0069498-0.0093798i
-0.097036-0.043595i,-0.12488-0.098798i,-0.1017-0.094906i,-0.055407-0.042766i,-0.031972-0.0099363i,-0.021819-0.0071407i,-0.0075389-0.0070841i,0.00066987-0.001163i,0.00080983+0.0073032i,0.0032913+0.011371i,0.0059961+0.0074481i,0.0052311+0.0018018i,0.0027431-0.0034205i,-0.0014206-0.0068445i,-0.0058854-0.0063531i,-0.0076064-0.0027965i,-0.0064354+0.0013918i,-0.0045394+0.004092i,-0.0028871+0.0032453i,-0.0013129+0.0012627i,0.00017999+0.0039274i,0.00085122+0.0071361i,0.00031492+0.0055886i
0.066683-0.042452i,0.12229-0.063099i,0.10171-0.04722i,0.034797-0.022683i,0.0010543-0.01169i,0.00076279-0.0055208i,0.00057285-0.00069975i,-0.0027105+8.6215e-05i,-0.0047102-0.00022986i,-0.005678-0.00087344i,-0.0066726-0.0017765i,-0.0054682-0.0013954i,-0.00073058-0.00056201i,0.0026408+0.00041555i,0.0024985+0.00055546i,0.00072957-0.0022719i,-0.0023013-0.0066669i,-0.0045953-0.0078672i,-0.0032107-0.0045947i,-0.00010315-0.0018229i,0.0037079-0.0029455i,0.0072827-0.0035874i,0.0079751-0.0016552i
0.011508+0.089098i,0.03157+0.13292i,0.027819+0.10806i,0.018601+0.051485i,0.0072441+0.023076i,-0.0052718+0.016028i,-0.0091099+0.01277i,-0.0073222+0.0096762i,-0.0020734+0.004847i,0.0016364+0.00082791i,0.0016255+0.00057824i,0.0015776+0.0042573i,0.00078645+0.0078319i,-0.00080211+0.0079188i,-0.0012277+0.0051665i,0.0011142+0.0020925i,0.003049-0.00027847i,0.0034068-0.00081973i,0.0036408+0.00027918i,0.0034826+0.0014293i,0.00052153+0.0018139i,-0.0050173+0.0009463i,-0.0075529-0.00095373i
-0.11211-0.0097674i,-0.1432-0.00539i,-0.11399-0.0065356i,-0.0519+0.0035432i,-0.0092213+0.013821i,0.003816+0.018642i,0.0011791+0.021482i,-0.0030667+0.015229i,-0.002831+0.0060522i,-0.00018292+0.0052185i,0.00064471+0.00724i,-0.0036093+0.0049485i,-0.0089754+0.0020059i,-0.0081775+0.00032527i,-0.0041033-0.0027818i,-0.00083125-0.0056086i,0.0023142-0.0062766i,0.003633-0.0061122i,0.0015421-0.0055834i,-9.6849e-05-0.0031772i,0.0021301+5.1788e-05i,0.0051797+0.0019831i,0.0052342+0.0013336i
0.020662-0.11044i,0.044405-0.13066i,0.052768-0.099709i,0.033028-0.049649i,0.014337-0.022527i,0.0070134-0.013759i,0.0050817-0.0069484i,0.0065151-0.0029574i,0.004787-0.0036374i,0.00037756-0.0021285i,0.00025158-1.6245e-05i,0.0034762-0.0032366i,0.0051585-0.0086437i,0.0042306-0.010476i,0.002824-0.0078785i,0.0021154-0.003348i,-0.00019032+0.0019221i,-0.0021504+0.0060375i,-0.0027833+0.0061049i,-0.0030547+0.0040677i,-0.0023373+0.001758i,0.00037432-0.0015806i,0.004276-0.0039126i
0.09012+0.022671i,0.095245+0.064284i,0.059837+0.067931i,0.02257+0.029884i,0.011092+0.003944i,0.0093022-0.00089235i,0.0052827-0.0032743i,0.0034161-0.0048525i,0.0036399-0.0054879i,0.0028291-0.0066754i,0.0023932-0.0067884i,0.0030811-0.0044528i,0.004841-0.0014325i,0.0043027+0.0017102i,0.0014367+0.0049581i,0.00021974+0.0043588i,-0.00057917-0.00068051i,-0.0025843-0.0040831i,-0.0042845-0.0042207i,-0.0053884-0.0026985i,-0.0062504-0.00061257i,-0.0072187+0.0028066i,-0.007101+0.0047111i
-0.028697+0.058987i,-0.073011+0.061715i,-0.071465+0.038645i,-0.03559+0.01864i,-0.017218+0.010432i,-0.01384+0.0012301i,-0.010064-0.003427i,-0.005986+0.0017739i,-0.00036467+0.0084537i,0.0037565+0.0092285i,0.0037295+0.0077899i,0.0019477+0.0068269i,-0.00037025+0.0038176i,-0.0035975+0.0008479i,-0.0054853+0.0010675i,-0.0044658+0.0032626i,-0.0021858+0.0044647i,-0.00045766+0.0036694i,0.0019498+0.0021225i,0.0054233+0.0017693i,0.0077106+0.0012627i,0.0062198-9.3379e-05i,0.0024758-0.00048948i
