0.0015974+0.0003971i,0.0024248-0.00074659i,0.0018297-0.0026418i,3.6992e-05-0.0033083i,-0.0018962-0.0021078i,-0.0024427+0.00024792i,-0.0011613+0.0013346i,0.00025564+0.00044428i,0.00044663-0.00068526i,0.00056898-0.0014854i,0.0012354-0.00099002i,0.0014361-0.00048504i,0.00055515-0.00084246i,6.5635e-05-0.00095912i,0.0004346-0.00047024i,0.00015671-4.44e-05i,-0.0004054+0.00063717i,-0.00029089+0.0010156i,0.00041128+0.0012469i,0.00028002+0.00083755i,-0.00031055-0.00015039i,-0.0001657-0.00079797i,0.00026161-0.00082404i
0.0002731-0.0010341i,0.0003276-0.00067586i,0.00077652-0.0015457i,0.0011105-0.0030339i,0.00042175-0.0040649i,-0.00021441-0.0035383i,-6.994e-05-0.0019163i,-0.00078548-0.00058488i,-0.0025941-0.00020008i,-0.0032016-0.00034189i,-0.0019216+0.0002542i,-0.00040376+0.0011423i,0.00057019+0.00011255i,0.00057114-0.00089041i,0.00087828-0.00028999i,0.00079125-0.00017388i,-0.00022592-0.00071609i,-0.00099503-0.0013065i,-0.0016196-0.0012153i,-0.0017921-0.00064151i,-0.0013951-0.00036414i,-0.00082148-0.00019702i,-0.00027256-7.8329e-05i
-0.00056217+0.0018849i,0.0012119+0.00097986i,0.0036315-0.00042156i,0.0041703-0.0019773i,0.0023649-0.0027117i,0.0016021-0.0017539i,0.0019714-0.00075302i,0.0015738+0.00020848i,0.0013597+0.0022538i,0.0003715+0.0028265i,-0.00037681+0.0017211i,0.00031574-8.8186e-05i,0.00092855-0.0015686i,0.00033131-0.0018002i,0.00028011-0.0013617i,0.0009088-0.00069455i,0.00095169+0.0004782i,0.00052225+0.0010913i,2.5937e-05+0.00084569i,0.00026786+0.00047918i,0.0005875+4.2115e-05i,0.00056556-9.5795e-05i,-3.6946e-05+0.00012552i
-0.0010673-0.0029846i,-0.0014013-0.0014587i,-0.00055647+0.00023229i,-0.00098014+0.00053396i,-0.001336+0.00052896i,-0.00038545+0.00094309i,0.00085568+0.00083752i,0.0032733-0.00040405i,0.0043625-0.001176i,0.0027415-0.000447i,0.0013195+0.00076925i,0.00012019+0.0010066i,-0.00056614-0.00012746i,-0.00089699-0.00036116i,-0.0013396-5.0847e-05i,-0.0015691-0.00014424i,-0.00018893+0.00058206i,0.0014838+0.0010487i,0.0020332+0.0016324i,0.0014305+0.0014222i,0.00080312+0.00010163i,0.00016732-0.00074952i,-0.00096447-0.00094011i
0.00033811-0.0023491i,-0.00022858-0.0026845i,-0.00053559-0.003215i,-0.00053717-0.0030183i,-0.0012566-0.0031163i,-0.0012474-0.0024429i,0.00035999-0.0016952i,0.0028254-0.0022198i,0.003907-0.0034579i,0.0026208-0.0034962i,0.0007158-0.0028967i,0.00010025-0.0014834i,-9.9941e-05+0.00082624i,-0.00011234+0.0014697i,-0.00016062+0.0007225i,0.00016071-0.00040158i,0.00049276-0.00080726i,-0.00010415+3.2976e-06i,-0.00030989-0.00038085i,0.00038444-0.00079526i,0.0006919-0.0004129i,0.00023924-0.00052982i,0.00016796-0.0007097i
0.0027799-0.0031529i,0.0026296-0.003524i,0.00086217-0.0040351i,-0.00061286-0.0037588i,-0.0014285-0.0033961i,-0.0023323-0.0027685i,-0.0009707-0.0013248i,0.00029472-0.0018186i,-0.00061754-0.0046314i,-0.0011971-0.0048936i,-0.00077708-0.0036246i,-6.1925e-05-0.0027924i,0.00098613-0.0012657i,0.0005359-8.6545e-05i,-0.00059519+0.0013761i,-0.001118+0.0019856i,-0.0011861+0.00062237i,-0.0016751-0.00075025i,-0.001739-0.00067288i,-0.0011219-0.00046864i,-0.00047373-0.00046393i,-0.00010742+0.00023283i,0.00034567+0.00030391i
0.0017946-0.0018299i,0.0018566-0.0026515i,0.0030123-0.0043501i,0.0022154-0.0055826i,0.00012815-0.0055708i,0.00037404-0.0034541i,0.0016624-0.0014546i,0.0010236-0.0012312i,-0.0017437-0.0016799i,-0.0040917-0.0022967i,-0.0039911-0.002128i,-0.0029387-0.00094772i,-0.0020051-9.061e-06i,-0.0013679+0.00055192i,-0.00095551+0.00013526i,-0.00036804-0.00049861i,-0.0013712+0.00032599i,-0.0022964+0.0010612i,-0.0022452+0.001118i,-0.0022421+0.0011238i,-0.0018006+0.00062518i,-0.0011347-0.00010296i,-0.00064505-5.0988e-05i
0.002145+0.00072142i,0.0032471+0.0019644i,0.0046435+0.0014728i,0.0041639-0.0005359i,0.0030712-0.0012121i,0.0023741-0.00099978i,0.0030598-0.0011412i,0.0032926-0.00065223i,0.0010006+0.00093818i,-0.0017034+0.0022001i,-0.0021059+0.0022935i,-0.0016502+0.0017553i,-0.0018933+0.0012489i,-0.0020868+0.0010203i,-0.00083725+0.00090278i,-0.00010896+0.001447i,-0.00054865+0.0016807i,-0.00073227+0.0015751i,-0.00061135+0.0014936i,-0.00054575+0.001i,0.00012576-2.9565e-05i,0.0006943-0.000468i,0.00013435+9.2986e-05i
-0.0033564+0.0002984i,-0.0038331+0.0019071i,-0.0041949+0.0034173i,-0.0028836+0.0024863i,-0.001446+0.00085871i,0.0002925+0.00040802i,0.0019305+1.5751e-06i,0.0036792-0.00036191i,0.0038351+0.0010769i,0.0025891+0.0026754i,0.0020171+0.0040749i,0.00088949+0.003848i,0.00045331+0.002731i,0.00044058+0.0014721i,0.00011339-0.00021309i,-0.00019629-0.0007808i,0.00046639-0.00049297i,0.0012719-0.0010436i,0.0010199-0.00054664i,0.00056306+0.0004345i,8.9893e-05-0.0002083i,-0.00058569-0.00013827i,-0.00026431+0.0011064i
-0.0019173-0.002491i,-0.0019764-0.003558i,-0.0023226-0.0041291i,-0.0028864-0.004299i,-0.002626-0.0040576i,-0.0023149-0.00319i,-0.00096664-0.0020418i,0.0022489-0.0021667i,0.0048785-0.0031492i,0.0055758-0.0027437i,0.0040586-0.001883i,0.0016349-0.0011834i,0.00038443-0.00094698i,-9.3565e-05-0.0013509i,-0.00039464-0.0014612i,-0.00010677-0.0022203i,0.00074887-0.0032512i,0.00017193-0.0030245i,-0.0012394-0.00215i,-0.00079382-0.00094525i,-0.0005232-0.00024521i,-0.00054621-0.00026453i,-0.00019828-0.00036135i
0.002198+0.00079322i,0.0033963+0.00050809i,0.003499-0.00022415i,0.0025106-0.0018465i,0.00040338-0.0033418i,-0.00075197-0.0029125i,-0.00034938-0.00095255i,0.00032901-0.0013654i,0.0014347-0.0043696i,0.0014408-0.00577i,4.4595e-05-0.0044974i,-0.00038783-0.0027801i,-0.00036826-0.0025976i,-0.00092519-0.0023311i,-0.0018771-0.0015494i,-0.0023063-0.0016024i,-0.0020535-0.0021569i,-0.0015783-0.0021131i,-0.0014511-0.0008666i,-0.00070919-0.00018625i,0.00078934-0.000588i,0.00065632-0.00018461i,0.00023205+0.00040377i
0.0011284+0.0021997i,0.001844+0.0021695i,0.0029521+0.0009668i,0.0038025-0.0021489i,0.0028284-0.0038248i,0.0013432-0.0017974i,0.0011874+0.00090803i,-7.3054e-06+0.0006402i,-0.003038-0.0014845i,-0.0051387-0.0027699i,-0.0036869-0.0020742i,-0.0010505-0.0014868i,-0.00027607-0.0021495i,-0.00042534-0.0016618i,-0.00020282-9.1903e-05i,0.00016933+0.0012197i,9.2451e-05+0.0014512i,8.8256e-05+0.0018354i,1.9408e-05+0.0017899i,-9.901e-05+0.00052038i,-9.6732e-05-0.00029911i,0.00015411-6.1963e-05i,0.00033965+0.00029341i
0.0018439+0.0043972i,0.0022692+0.0054101i,0.0033335+0.0051584i,0.0034381+0.002103i,0.0025104-0.0013577i,0.0019065-0.0013869i,0.0030604+0.0012547i,0.0032136+0.0030196i,-0.00011407+0.003516i,-0.003141+0.0031576i,-0.0032994+0.0015844i,-0.00053169-6.6772e-05i,0.0015668+0.00046647i,0.0017786+0.0011702i,0.0017312+0.00071234i,0.0017021+0.0014597i,0.001875+0.0027302i,0.0017583+0.0028259i,0.0010202+0.0012683i,0.00083253-0.0002138i,0.00058374-0.0010938i,-0.00036507-0.001107i,-0.00079276-3.6949e-05i
0.00041253-0.0018519i,-0.00067469-0.0010648i,-0.0013699-0.0013706i,-0.00081221-0.0023026i,-0.00086399-0.003334i,-0.00051178-0.0032319i,0.0022054-0.0013561i,0.0061118+0.00068996i,0.0060985+0.002737i,0.0037264+0.0043537i,0.0019083+0.0039541i,-5.0005e-05+0.0019576i,0.00012866+0.00063043i,0.0017449+0.00076516i,0.0014443+0.00091906i,0.00095062+0.001088i,0.0016167+0.001432i,0.0011396+0.0009222i,-0.00015987+0.00041898i,-0.001015+0.00039696i,-0.00095517+2.4653e-05i,-0.00041486+0.00045468i,-0.00021636+0.0012487i
-0.001177-0.0020278i,-0.0010712-0.0036401i,-0.00055365-0.0053306i,-0.00068593-0.0053217i,-0.00079034-0.0040882i,-0.00075817-0.0028358i,0.0011021-0.0028852i,0.0054228-0.0047396i,0.0076587-0.0061412i,0.0056514-0.0045952i,0.0028354-0.0022721i,0.0010933-0.0010524i,0.00041226+0.00045699i,0.00050091+0.0015784i,0.00049391+0.0013792i,0.0010246+0.00086385i,0.00095961+0.00034897i,-2.0317e-05+0.00030152i,-0.00086437-7.6699e-05i,-0.0011481-0.00037105i,-0.00075488+0.00042417i,8.9915e-06+0.0011491i,0.00066888+0.0012728i
-0.001299-0.0035348i,-0.00034591-0.0022027i,-0.00069931-0.0025065i,-0.0016474-0.0022749i,-0.0026239-0.0014444i,-0.0022339-0.0014953i,-0.0012391-0.0037323i,-0.0016743-0.0066213i,-0.0017967-0.0086238i,-0.00084031-0.0081601i,-0.00062503-0.0045271i,-0.0016237-0.00051795i,-0.0026469+0.0010135i,-0.0024892+0.0011282i,-0.0023433+0.0014122i,-0.0027769+0.00098041i,-0.0032211+0.00030742i,-0.0038228+0.00061639i,-0.0026512+0.0016968i,-0.00047108+0.0016385i,0.00040808+0.00063366i,0.00066447+0.00080364i,0.0010235-0.00020612i
-0.0013748-0.0012271i,-0.00086492-0.0014619i,-0.00091503-0.00080237i,-4.9058e-05-0.00049503i,0.0014207+0.00027392i,0.0013354+0.0015084i,-0.001681+0.0016757i,-0.0065627+0.00099077i,-0.0087143-0.00085745i,-0.0074443-0.0020713i,-0.0049144-0.0011678i,-0.0019726+0.00064026i,-0.00084671+0.0014338i,-0.0016594+0.0016332i,-0.0025312+0.0014462i,-0.0030657+0.0011756i,-0.0037741+0.001976i,-0.0028547+0.0020681i,-0.00081438+0.00072694i,-8.0439e-05-0.00036098i,0.00033193-0.0004387i,0.00061679-0.00049193i,8.7383e-05-0.00071163i
0.0031941+0.00086747i,0.0043978+0.0019328i,0.0060351+0.0022745i,0.0053583+0.00062292i,0.0017462-0.0014838i,-0.00070762+0.000641i,-0.00044663+0.0058527i,-0.00084787+0.008991i,-0.0035721+0.0083777i,-0.0045586+0.0051984i,-0.0020257+0.0029716i,0.0007332+0.0011225i,0.0015395+6.1317e-05i,0.00051294+5.4068e-05i,-0.00031024+0.00038678i,-0.00075499+0.00043964i,-0.00091619+0.00056171i,-0.0010822+0.00022258i,-0.00049144-0.00081765i,9.6281e-05-0.0011378i,-7.5328e-05-0.00057813i,-0.00035878-0.0005651i,-0.0009705-0.00049639i
0.00048695+0.00045706i,-0.00099918-0.00027075i,-0.0021962-0.0010817i,-0.0011205-0.0027328i,0.00055633-0.0050946i,0.0012243-0.0042863i,0.0045664+0.00067977i,0.0087912+0.0051036i,0.0093219+0.0068314i,0.0065658+0.0056884i,0.0035109+0.0019794i,0.0017044-0.0019091i,0.00087923-0.0031276i,0.00042346-0.0033916i,0.00022-0.0030764i,0.00035153-0.0024605i,0.0004468-0.0023536i,0.00017844-0.002973i,-0.00044481-0.0025429i,-0.0006997-0.0010612i,-0.00059052-0.00037683i,-0.00032075+0.00073638i,3.9658e-05+0.00083123i
0.002839-0.00089712i,0.0034138-0.0024752i,0.0044717-0.0047639i,0.0032741-0.0058781i,0.00062869-0.0049412i,0.0011076-0.0034431i,0.0058009-0.0040366i,0.011461-0.0060816i,0.01373-0.0063253i,0.010384-0.0044054i,0.0048525-0.0037495i,0.00096327-0.0040723i,-0.0004163-0.0048567i,-0.00028068-0.0045485i,0.00060781-0.0032797i,0.0012234-0.0025075i,0.0015747-0.0026129i,0.0015161-0.0025184i,0.00094934-0.0008493i,0.00044828+0.00061829i,0.00048991+0.00082327i,0.00064936+0.0007306i,0.00069388+0.0005682i
0.001326-0.0021396i,0.0004201-0.0016011i,-0.0015018-0.0023339i,-0.0018625-0.0028066i,-0.0027095-0.0025991i,-0.0037852-0.0033185i,-0.0020802-0.006382i,0.00010208-0.011801i,0.00066619-0.015084i,-0.00028684-0.012115i,-0.0019445-0.0056675i,-0.0025723-0.001083i,-0.0029275-0.00049383i,-0.0030219-0.00060668i,-0.0015247-1.0839e-06i,-0.00064908-0.00080973i,-0.00091221-0.0013157i,-0.0009044+0.00011678i,-0.0005327+0.0012531i,0.00045231+0.0014946i,0.00041739+0.00072258i,-0.00029807+0.00016941i,-0.00016844-0.00012929i
0.001185+0.0015731i,0.001838+0.0022116i,0.0027064+0.00082181i,0.003363-0.001991i,0.004163-0.00298i,0.0031618-0.0023808i,-0.00089033-0.0016324i,-0.0065633-0.0035929i,-0.010661-0.0061227i,-0.0099799-0.0040316i,-0.0067747-7.0949e-05i,-0.0027395+0.0029323i,0.00063151+0.0040395i,0.0021132+0.0035573i,0.0015876+0.0028429i,0.001258+0.0022397i,0.00045957+0.0024939i,-0.00058783+0.0032159i,-0.0003582+0.0028253i,0.00039353+0.0014525i,0.00038496-0.0001307i,-0.0002319-0.00086888i,-0.00035034-0.00039067i
-0.0041781+0.0013076i,-0.0040686+0.0020021i,-0.0020485+0.0023869i,0.0012913+0.0016962i,0.002828+0.00083006i,0.0017661+0.0020689i,-0.00089095+0.0055514i,-0.0049978+0.0091561i,-0.0081741+0.010599i,-0.0066974+0.0084454i,-0.0027773+0.0058839i,0.00088014+0.0045785i,0.0036474+0.0040352i,0.0040126+0.0040302i,0.0036656+0.003468i,0.0034553+0.0031921i,0.0022409+0.0034568i,0.001098+0.0032036i,0.00027081+0.0018452i,-0.00095345+1.0899e-05i,-0.00095867-0.00013261i,-0.00078328+0.00055348i,-0.00080427+0.00071199i
0.001051-0.0012015i,0.00035254-0.0021248i,-0.00040045-0.0031292i,-0.0014334-0.0044537i,-0.0016578-0.0055198i,0.00049355-0.0035677i,0.005145+0.002549i,0.0088319+0.009425i,0.0090568+0.012177i,0.0073975+0.0086455i,0.0054044+0.003345i,0.0034596+0.00080456i,0.0028914-0.00027281i,0.0026639-0.00083211i,0.0018162-0.0006747i,0.0012833-0.00048416i,0.0010058-0.00061455i,0.00079041-0.0003544i,0.00017616+0.00016175i,-0.00096101+0.00047676i,-0.0013582+0.00041723i,-0.00057022+0.00019719i,0.00024394-0.0002464i
0.00034125-0.0012547i,0.0013092-0.0021217i,0.0037841-0.0042072i,0.0041623-0.005224i,0.0017778-0.0053259i,0.0010674-0.0038822i,0.0055817-0.0022074i,0.012721-0.0017667i,0.015273-0.0029489i,0.010475-0.0045543i,0.0041814-0.0046051i,0.00023631-0.0042118i,-0.0022232-0.0031273i,-0.0036661-0.0017859i,-0.003807-0.0016536i,-0.0028793-0.0020796i,-0.0022136-0.0017312i,-0.0021433-0.00072793i,-0.0017115-0.00039401i,-0.00037094-0.00059476i,0.00064474-0.00058743i,1.7228e-05+0.00028923i,-0.00098067+0.00079743i
0.001879-0.0053523i,0.0017981-0.0055647i,0.00017873-0.0053346i,-0.0014049-0.0030407i,-0.0028487-0.0014349i,-0.0031186-0.00079113i,-0.00031435-0.0033873i,0.0028681-0.0099661i,0.0019319-0.014947i,-0.0018619-0.012922i,-0.0044972-0.0073066i,-0.0048159-0.0030199i,-0.0056609-0.0013927i,-0.0063885-0.0004824i,-0.00564+0.00070823i,-0.0049313+0.00022193i,-0.0045379-0.00075973i,-0.0041441-0.00039888i,-0.0026798-8.2856e-05i,-0.00046738-0.00027634i,0.00058206-0.00069033i,0.00086983-0.0014285i,0.0011019-0.0010786i
0.0033172-0.0021754i,0.0038652-0.0032178i,0.0051674-0.0070904i,0.0042504-0.0067732i,0.0013594-0.0039948i,-0.0020248+5.54e-05i,-0.0042018+0.00075368i,-0.0072625-0.0043996i,-0.010782-0.0087776i,-0.010575-0.0072202i,-0.0066609-0.0025498i,-0.0039389+0.00034224i,-0.0035737+0.0012535i,-0.0034432+0.0014861i,-0.00307+0.0017092i,-0.0027671+0.0023849i,-0.0021872+0.0029233i,-0.0010433+0.0030016i,0.00020916+0.0015361i,0.00063209-0.00061655i,0.00068437-0.0018162i,0.00063492-0.0012417i,0.00074575-0.00063767i
-0.0098028+0.012341i,-0.014506+0.014177i,-0.01308+0.019878i,-0.0037174+0.013935i,0.0044653+0.0064611i,0.007224+0.0014751i,0.0022498+0.0024401i,-0.0038676+0.0077721i,-0.0077741+0.011244i,-0.0055449+0.011022i,0.00072401+0.0070536i,0.0037085+0.0032765i,0.0046362+0.0023737i,0.004962+0.0012255i,0.0045647+0.00025585i,0.0039588+0.00078277i,0.0031139+0.0018492i,0.0025033+0.0013815i,0.0022435-0.00049658i,0.0014791-0.0012026i,0.0016745-0.00030687i,0.0022954+0.00049742i,0.0015821+0.00017262i
-0.00079231+0.0036215i,-0.0021769+0.0045633i,-0.0029487+0.0040322i,-0.0019939-0.00080872i,-0.00037377-0.0043096i,0.0021543-0.0034368i,0.0057645+0.00096098i,0.007809+0.0071342i,0.0071821+0.011284i,0.0056765+0.0094792i,0.0042959+0.0041507i,0.0033229-7.033e-05i,0.0040057-0.0027099i,0.004447-0.0038417i,0.0035517-0.0023533i,0.0035433-0.00031126i,0.0035118-1.598e-06i,0.0017881-0.00026993i,-0.00020464-0.0006912i,-0.001509-0.0010367i,-0.00074365-0.0010561i,0.00040203-0.00039632i,0.00072016-3.4897e-05i
0.00053162+0.0019034i,2.8418e-05+0.0016226i,0.00087145+0.00059318i,0.0013908-0.0010374i,0.0006575-0.0034026i,0.0010527-0.0059579i,0.0047769-0.0065808i,0.011882-0.0048915i,0.015011-0.0039803i,0.01035-0.0047164i,0.0037271-0.0046014i,0.00084693-0.0032478i,0.00071982-0.003235i,0.00010706-0.0034258i,-0.00073896-0.0024756i,-0.00064096-0.0019882i,-0.00030274-0.0021094i,-0.00089562-0.0015041i,-0.0016346-0.00056386i,-0.0013073+0.000148i,-0.00057678+0.00012096i,-0.00052179+6.2499e-05i,-0.00026516+0.00095481i
-4.9005e-05+0.00032417i,1.7096e-06+0.00099888i,0.0018347+0.0015227i,0.0022791-3.3606e-05i,0.0011728-0.0012964i,-0.0011194-0.0025577i,-0.00028203-0.0065643i,0.003374-0.012265i,0.0030505-0.014864i,-0.00081593-0.011459i,-0.0034655-0.0045861i,-0.0024294-4.3176e-05i,-0.0018162+0.0010759i,-0.0023251+0.0014405i,-0.0014977+0.0017897i,-0.0018563+0.0011864i,-0.0036988+0.0010769i,-0.0037466+0.0020713i,-0.0021278+0.0030309i,-0.00023402+0.0024584i,0.0002629+0.0014725i,-0.00040538+0.0015485i,0.00014989+0.0024426i
0.0019445+0.0006996i,-0.00017122+0.001522i,0.00075106-0.00014404i,0.0027032-0.002739i,0.0018404-0.0024753i,-0.001553-0.0004546i,-0.005527-0.00069455i,-0.0089606-0.0047149i,-0.012186-0.0069971i,-0.011466-0.0033259i,-0.0054659+0.0022722i,-0.00040606+0.0043388i,0.001702+0.0046071i,0.0023423+0.0046023i,0.001733+0.0030373i,0.00039583+0.0017617i,-0.00093224+0.0018033i,-0.0007757+0.0022886i,0.00035936+0.0024975i,0.00047657+0.0015859i,7.9185e-05+0.0009808i,-0.00042779+0.0011648i,-0.00065992+0.00094252i
0.0023981+0.00052045i,0.0039141+9.4339e-05i,0.0044259-0.0012154i,0.0027651-0.0042598i,0.0017481-0.0064338i,0.0018694-0.0033868i,-0.00046125+0.0035723i,-0.005186+0.0082856i,-0.0079786+0.010013i,-0.0052574+0.0091001i,0.0004807+0.0046282i,0.0036755+0.0014289i,0.0045391+0.0018913i,0.0041389+0.0020903i,0.0024738+0.00062316i,0.0016279-0.00042265i,0.0021983-0.00079411i,0.0021826+2.4462e-06i,0.00091342+0.00089885i,0.0001546+0.0011586i,-4.5472e-05+7.0617e-05i,-0.00039503-0.00024376i,-7.8029e-05+0.0012014i
-0.0014503-0.00040689i,-0.0027451-0.00041248i,-0.0016357-0.0015312i,3.4221e-05-0.0029109i,-0.0010079-0.003396i,-0.0012305-0.0022791i,0.0030957+0.0028167i,0.0082686+0.01006i,0.010078+0.013161i,0.0089537+0.0089281i,0.0060841+0.0016097i,0.002861-0.0019635i,0.0010035-0.0031926i,0.0003441-0.0044588i,0.00026466-0.0035937i,0.0012673-0.0028741i,0.001577-0.0032904i,-9.0635e-05-0.0029351i,-0.00212-0.0021228i,-0.0031982-0.0020116i,-0.0030035-0.0010401i,-0.002764-0.0006716i,-0.0020142-0.00069322i
-0.0023119+0.0021278i,-0.0014089+0.0031666i,-0.0010916+0.0039146i,-0.0013631+0.0037142i,-0.00075408+0.003548i,0.00095543+0.0023329i,0.0078015+0.00041819i,0.016768-0.0011607i,0.018926-0.0043295i,0.012854-0.006771i,0.0041713-0.0060779i,-0.001653-0.0042867i,-0.0047822-0.0035253i,-0.0052084-0.0027379i,-0.0030721-0.0014997i,-0.00070465-0.00089822i,-0.0001992-0.0012354i,-0.00166-0.0010964i,-0.0026648-0.00035135i,-0.0024819+7.8166e-05i,-0.001415-0.00082332i,-0.00088015-0.00093975i,-0.0014763-0.00016769i
-0.0027352+0.0031724i,-0.0022338+0.0045285i,0.00012071+0.0032567i,0.0041984-0.00032612i,0.0064579-0.0013308i,0.0073139+9.7384e-05i,0.0085184-0.0032457i,0.0080537-0.012091i,0.0045813-0.018005i,-0.0004948-0.015509i,-0.0041991-0.0069776i,-0.0058452-0.00047186i,-0.0069732+0.00057177i,-0.005874+0.00016397i,-0.001811+0.0012618i,0.00054344+0.0019559i,0.00074985+0.0018035i,0.00047619+0.0016726i,-0.00013721+0.0015927i,-0.0004416+0.0011253i,-0.0001863+0.00016247i,0.0006115-0.00076887i,0.00087404-0.0016217i
-0.0031018+5.9779e-05i,-0.0036002+8.2642e-05i,-0.0034946-0.00022757i,-0.0010373-0.00095808i,0.003584-0.0040965i,0.0065879-0.0065434i,0.0015484-0.0088289i,-0.0084814-0.011956i,-0.015304-0.010562i,-0.01441-0.0040877i,-0.0067724+0.0020807i,-0.00064388+0.0038929i,0.00063228+0.0039071i,0.0017957+0.0041116i,0.0030638+0.0034139i,0.002977+0.0034146i,0.0023403+0.003572i,0.0018853+0.0016298i,0.0015287-0.0012415i,0.0015656-0.0022586i,0.0014987-0.001695i,0.0021553-0.0020719i,0.0022048-0.0027587i
0.00061994+0.0017745i,0.00077727+0.0017508i,0.00071037+0.0016145i,-0.00086989-0.0018635i,-0.0044027-0.0069743i,-0.0074823-0.0092102i,-0.010321-0.0037951i,-0.014762+0.0047924i,-0.014505+0.009998i,-0.0070089+0.0105i,0.00062889+0.006918i,0.0053501+0.0031371i,0.0076069+0.0013024i,0.0074962+0.00078505i,0.0046222+0.00078226i,0.0014395+0.0011798i,0.00054573+0.00041363i,0.0014751-0.0010139i,0.0017437-0.0015585i,0.0010097-0.002837i,0.00097335-0.0025513i,0.0013524-0.0004624i,0.0010989+0.00063249i
-0.0010993-0.0012222i,-0.00050666-0.0013027i,-0.00033966-0.00084751i,-0.0014726-0.00017267i,-0.0056134+0.0022966i,-0.0106+0.005134i,-0.0093077+0.0087322i,-0.0018481+0.014037i,0.0045464+0.016226i,0.0076972+0.011372i,0.0074243+0.0034873i,0.0055469-0.0020064i,0.0051538-0.0044687i,0.003451-0.0043366i,0.00019565-0.0022046i,-0.0030673-0.00047858i,-0.0040683-0.00045142i,-0.0022538+0.00013186i,-0.0010433+0.0004264i,-0.0008524+4.2372e-05i,-0.00075675+0.00023839i,-0.00055154+0.0011796i,-0.00010212+0.0022633i
0.0025997+0.0052523i,0.0017415+0.0064458i,0.0029454+0.0068563i,0.0039851+0.0059178i,0.0032511+0.0071286i,0.00087953+0.010451i,0.0047915+0.011569i,0.01564+0.0073445i,0.020456+1.9805e-05i,0.014985-0.0052473i,0.0063812-0.0052768i,0.0005842-0.0045097i,-0.003044-0.0056054i,-0.0046835-0.0044474i,-0.0050825-0.0016448i,-0.005692-0.00017881i,-0.0057086+0.00061523i,-0.0039178+0.0016661i,-0.0011366+0.0026539i,0.00043127+0.0028136i,0.00035063+0.0028652i,-9.0905e-05+0.0026056i,0.00028329+0.002529i
0.0021832-0.0016864i,0.0029947-0.0043517i,0.0043606-0.0081696i,0.0063414-0.0096658i,0.010371-0.0083155i,0.015265-0.0048623i,0.017626-0.0059353i,0.016068-0.013989i,0.01019-0.01986i,0.0021142-0.015974i,-0.0027438-0.0076032i,-0.004032-0.0019023i,-0.0062078+0.00095897i,-0.0074732+0.0021278i,-0.0055924+0.001385i,-0.0034503+0.00015314i,-0.0022902+0.00082743i,-0.0011384+0.0020572i,0.000578+0.0026863i,0.0015587+0.0031093i,0.0011445+0.0027729i,9.1438e-05+0.0017231i,-0.0004662+0.0019121i
-0.00043154+0.0031864i,-0.0013388+0.005798i,-0.0013251+0.0059901i,-0.0012981+0.0010309i,0.00067401-0.0089738i,0.0052914-0.017864i,0.0056321-0.020516i,-0.00071588-0.020604i,-0.0081494-0.016435i,-0.010384-0.0065535i,-0.0067532+0.00092038i,-0.0036134+0.003168i,-0.0023731+0.0046383i,-3.1133e-06+0.0041306i,0.0018725+0.0010196i,0.0027791-0.0013112i,0.0028315-0.0025874i,0.0016238-0.0023495i,0.00034377-0.00022149i,0.00051434+0.00086701i,0.0013653-2.6223e-05i,0.00035086-0.00049795i,-0.001189-0.00027739i
-0.00087306+0.0012932i,0.00022839+0.0013425i,-3.517e-05+0.0022163i,-0.0027568+0.00089502i,-0.0095144-0.0055076i,-0.015522-0.012922i,-0.014843-0.012995i,-0.013069-0.0043296i,-0.011538+0.0051161i,-0.0064957+0.0088451i,-0.00092494+0.0062751i,0.0024502+0.0029568i,0.0051776+0.0015829i,0.0061997-0.0011939i,0.0053859-0.0038734i,0.0047881-0.0047019i,0.0026988-0.005244i,-0.00076705-0.0042692i,-0.002782-0.0013522i,-0.0033445-0.00015534i,-0.0028023-0.00096543i,-0.0027763-0.0010636i,-0.0030473-0.00062597i
0.00029656+0.00053758i,-2.2096e-05-0.00028607i,0.0005505-0.00053299i,0.00076624+0.0019674i,-0.00361+0.0083605i,-0.010792+0.013701i,-0.011332+0.015493i,-0.0042142+0.017155i,0.0036156+0.016638i,0.0064252+0.01049i,0.0041388+0.0033865i,0.0028816-0.0012165i,0.0039508-0.0046855i,0.0034519-0.0071621i,0.0015452-0.0056945i,0.00063214-0.0025571i,-0.00034842-0.0015325i,-0.0012485-0.00028648i,-0.0020973+0.00087121i,-0.0033694+0.00083268i,-0.0035708+0.0008061i,-0.002457+0.00021546i,-0.0017165-0.00041729i
-0.0021025-0.00053225i,-0.0023752-0.0013178i,0.0015826-0.00057802i,0.0081652+0.0004901i,0.014666+0.0051076i,0.017565+0.014103i,0.016699+0.018964i,0.016918+0.014519i,0.015082+0.0053024i,0.0090461-0.0024401i,0.0032786-0.0048095i,0.00044706-0.0039696i,-0.00018465-0.0040127i,-7.6047e-06-0.0031689i,0.0011618-9.5648e-06i,0.0014632+0.00309i,0.00053981+0.004034i,-0.00049863+0.0036083i,-0.0016223+0.002587i,-0.0010378+0.0013781i,0.00070506+0.00041552i,0.0013435-0.00085706i,0.0012021-0.0011302i
