-0.0021458+0.00022827i,-0.0025494+0.00030626i,-0.0043511+0.00060992i,-0.0039131+0.00054407i,-0.0026744+0.0012366i,-0.0019875+0.0022533i,-0.0013859+0.0026956i,-3.9879e-05+0.0024936i,0.0010038+0.0018559i,0.00065727+0.00073817i,0.00023003-9.4917e-05i,-0.00014824+0.00023608i,-0.0006035+0.00067789i,-0.00038225+0.00040104i,-0.00031011+0.00057771i,-0.00024586+0.00066329i,0.00011434-6.2977e-05i,0.00014812-0.00029786i,0.00020522+6.5822e-05i,0.00029652+0.00025766i,0.00061054+9.188e-06i,0.00039625+4.4852e-05i,-0.00064748+0.00069917i
-0.00096583+0.00048422i,-0.00064464+0.00037576i,-0.0018616+0.00020741i,-0.0025983-0.00021762i,-0.0013587+0.0013405i,-0.00010838+0.0016071i,0.00057812+0.00048358i,0.00072952+0.00031448i,8.0887e-05-8.2304e-05i,-0.00040601+0.00022326i,-0.00019154+0.00063342i,-0.00034285-0.00014091i,-0.00076625-0.00024059i,-0.00042488-0.00014229i,0.00053136-0.0004566i,0.00093545+0.00018731i,-0.00011112+0.00077177i,-0.00094817+0.00022399i,-0.00022986-0.00070984i,-2.7342e-05-4.5971e-05i,-0.00038221+0.00092563i,-0.00054326+0.0007857i,-0.00063567+0.00046262i
-0.0020578+0.001315i,-0.0016411+0.001077i,-0.0012867+0.0015883i,-0.0011212+0.0026814i,-0.00031661+0.0022481i,5.981e-05+0.0001891i,0.00026143-4.1537e-05i,7.5472e-05+0.0002114i,-3.9883e-05-0.000237i,-6.9836e-05+0.00031195i,0.0002153+0.00046266i,0.00070889-0.00022062i,0.0011299+0.00039695i,0.0013671+0.00077622i,0.0012549+0.00060985i,0.00048346+0.00030625i,-7.4651e-05+0.00018817i,0.00012104+0.00064214i,0.00028674+0.00039225i,-0.00021233+0.0002791i,-0.00061804+0.00023546i,-0.00070583+0.0001959i,-0.00099716-0.00011737i
0.0024526+0.0023348i,0.0029346+0.0017958i,0.0045095+0.0014446i,0.0033667+0.00062549i,0.0011953+3.6185e-06i,-0.00027713-0.00020563i,-2.4603e-05+0.00026429i,0.00094302+4.9564e-05i,0.0013229-0.00038092i,0.00087441+0.00017804i,0.00025558+0.00029046i,0.00020764-0.00015061i,7.4864e-05-0.00070693i,-0.00013837-0.00066171i,0.00046487-0.00025049i,0.0012294-0.00041322i,0.00059989-0.0003603i,-0.00027625-0.00051744i,-0.00093887-0.0012044i,-0.00089117-0.0011766i,-0.00035202-0.00050694i,-2.5756e-05-2.2611e-05i,-8.9238e-05-1.8967e-05i
-8.1199e-05+0.00076212i,-0.00043205+0.001554i,5.4657e-05+0.0017772i,-3.7327e-05+0.001028i,-0.00063459+0.00068197i,-0.00019087+0.0013526i,0.00073654+0.00078051i,0.0011086-0.0001905i,0.0010161-0.00027495i,0.00033714-0.00056132i,-0.0002478-0.00037337i,-0.00049704+0.0003995i,-0.00051042+0.0008713i,-0.00076483+0.00097733i,-0.00093703+0.00055712i,-0.00097882+0.00023018i,-0.00049731-6.5843e-05i,0.00015561+5.4268e-05i,0.00020577+0.00050788i,9.4915e-05+0.00027073i,-0.00013753-0.00055809i,-0.00036522-0.00094134i,-0.00043123-0.00079109i
0.0003929+2.7863e-05i,-0.00052113+0.00012573i,0.00046757+0.00028496i,-0.000383-4.3279e-05i,-0.0015159+0.00011699i,-0.00095699+0.00049993i,-0.00022851+0.00063757i,0.00026076+0.0012428i,0.00049035+0.00080226i,0.00037017+8.7356e-05i,-0.00015869+0.00015221i,-0.00018281-0.00010126i,0.00040529+6.2733e-05i,0.00053173+0.00037568i,-0.0006071+0.00061707i,-0.0010883-0.00014473i,-0.0003614-0.00034406i,0.00064832+0.00015457i,0.00058813-4.6805e-05i,-0.00019594-0.00060855i,-0.00066485-0.00072852i,-0.00052398-0.00080988i,0.00070493-0.00028694i
0.0025384-0.0015219i,0.0013009-0.0019923i,0.00094779-0.0021234i,0.0011371-0.0012042i,0.00067218+4.9371e-05i,0.0001333+0.00045245i,0.00082029+0.0001958i,0.0010605-0.00012404i,-0.00017548-0.00034417i,-0.00089659+0.00014278i,6.5911e-05+0.00033798i,0.00034217+1.1753e-05i,-0.00041501-0.00061291i,-0.00069461-0.00053328i,-0.00074235-0.00028713i,-0.00040601+0.0001489i,-0.00013921+0.00060401i,-9.8169e-05-2.5619e-05i,0.00016353-0.00033842i,0.00025553+0.00046769i,-7.2542e-05+0.0007626i,-0.00012894+0.00019731i,-0.00063111-0.00035828i
-0.0014375+0.003267i,-0.0010888+0.0035126i,-0.0011434+0.0035426i,-0.00037275+0.0025928i,0.00057983+0.0019507i,0.00060193+0.00049251i,0.00020357+0.0005989i,0.00021161+0.00079863i,0.00060993+0.00017503i,0.00079844+0.00069668i,0.00053958+0.00048806i,0.00044267+0.00024706i,0.00087142+0.0003373i,0.0013178+0.00031815i,0.0015578+0.00031845i,0.00066512-9.8749e-06i,-0.00065795+8.4241e-05i,-0.0008174+0.00022807i,-0.00029092-0.0004178i,0.00059716-0.00081877i,0.0006622-0.00043386i,0.00023376+0.00014125i,-0.00015042+0.00055941i
0.0020762+0.00067632i,0.002346+0.0012879i,0.0014269+0.0011631i,-1.5627e-05+0.00059365i,-0.00099687+0.00025003i,-0.0012802+0.00016145i,-0.00042972+0.0010659i,-2.8099e-05+0.0011054i,0.00065431+0.00035399i,0.0014449+0.00059404i,0.001019+0.00082922i,0.00047731+0.00054079i,0.00018147-0.00014895i,0.00032313-0.00035695i,-0.00036172-0.00013995i,-0.00059848-0.00019196i,-0.00018354-0.00030423i,-0.00025266-0.00030234i,-0.00048418-0.00028293i,-0.00084832+0.00019286i,-0.00036008-0.00033289i,0.00060271-0.00055433i,0.00015964+3.0129e-06i
0.00041451-0.002257i,0.00011917-0.0024565i,-0.0005078-0.0019355i,-0.0011928-0.0014775i,-0.0011066-0.00090802i,-0.00034669-8.2146e-05i,9.4294e-05+0.00060042i,5.586e-06+0.00090315i,-1.7152e-05+8.7639e-05i,-0.00034989-0.00049288i,-0.00052264-0.00056659i,-0.0005957-0.00051553i,-0.00065319-0.00013226i,-8.7777e-05+0.00019669i,0.00055628-0.0001301i,0.00052956-0.00043934i,0.00027439+3.1648e-05i,9.5729e-05+0.00039782i,0.00041029+0.00076927i,0.0001936+0.00092497i,0.00054678+0.00053341i,0.00095279-6.0522e-05i,0.00030742-0.00026753i
0.00044227+0.00059229i,9.7665e-05-0.00022684i,1.2637e-05-0.00041988i,0.00078703+0.00066162i,3.4864e-05+0.0013174i,-0.00035599+0.0011414i,0.0001793+0.00093957i,0.00072384+0.0004707i,0.00066593+0.00023344i,0.00018546+0.00012533i,-0.00013366+0.00045584i,-0.000632+0.0012668i,-0.0010431+0.00099273i,-0.0012696+0.00053719i,-0.00065495+0.00031349i,-0.00034844+4.4e-05i,-0.00033016+9.1445e-05i,0.00035961-0.00027099i,0.00094649-0.00035001i,0.00054799-0.00012338i,0.00025988+0.00010686i,0.00055183+0.00045129i,0.00033883+0.00046196i
0.0011782-0.00096591i,0.0004432-0.0010757i,0.00041173-0.00073618i,-0.00038894-0.00055575i,-0.0006223-0.00028779i,2.9161e-05+5.2235e-05i,0.00031143+0.00074205i,0.00043183+0.00087445i,0.00075194+0.00022021i,0.00064215-8.0365e-07i,0.00028975-0.00024463i,0.00035839+0.00013856i,0.00048873+0.00010273i,7.972e-05-0.00027424i,-3.2046e-05-0.00047607i,-0.00024682-0.00053229i,-0.00022123-0.00056729i,0.00047684-0.00012443i,-0.00012169+0.00011262i,-0.0010325-0.00013603i,-0.00069555+0.00029411i,8.934e-05+0.00024241i,0.00039962-0.00035988i
0.00074083-0.00082593i,0.00016147-0.00055022i,-0.0010947-0.00050356i,-0.0024309-0.0001638i,-0.0022874-8.8418e-05i,-0.00040445-0.00018651i,0.00081781+0.00038791i,0.0008082+0.0006978i,0.0004411+0.00029198i,-5.7537e-05+1.7572e-06i,0.00017532+0.00012206i,0.00043934-0.00015927i,5.753e-05-0.00025106i,0.00018586+0.00028169i,0.00022268+0.00051672i,-0.00034976+0.00025285i,-0.00086307+0.0001176i,-0.001099+0.00020319i,-0.0010684+0.00065593i,-0.00077905+0.00080265i,-0.00028316+0.00049821i,0.00017433+0.00054501i,0.00031509+0.00021992i
0.0012832-0.0010607i,0.0015944+5.6608e-05i,0.0016738+7.8029e-05i,0.00083507-0.0015971i,0.0011093-0.00059622i,0.0015146+0.0013731i,0.00085717+0.0012012i,0.00023156-0.00014759i,0.00057443-0.00047892i,0.00034831-0.00017631i,0.00049651+0.00018103i,0.00045343-2.7441e-06i,5.0075e-05-0.00091836i,0.00042766-0.00080848i,0.00039155-0.0001619i,1.7457e-05+0.00014802i,-0.00024045+1.2737e-05i,-0.00020125+0.0002319i,-3.2547e-05+0.00056332i,-0.00011892+0.00027722i,0.00019036-5.7241e-05i,0.00032492+0.00037774i,0.00024765+0.00076761i
0.0026236+0.000332i,0.0014106-0.0001657i,0.0011238+0.0001697i,-6.7275e-05+0.00084044i,-0.0013367+0.0003431i,-0.00090045-1.1016e-05i,-2.6896e-05+0.00076346i,-0.00011014+0.00086155i,-0.00010399+0.00015054i,0.00028533-0.00026053i,0.00046943-0.00045125i,0.00083158-0.00044977i,0.0010026+0.00021651i,0.0004756-1.0789e-05i,0.00011481-0.00066599i,0.00014235-0.00022348i,-0.00033807+0.00010643i,-5.7439e-05+0.0007589i,7.497e-05+0.0010905i,-0.00077163+0.00053897i,-0.0010639+1.3005e-05i,-0.00076728-0.00054259i,-0.00043423-0.00065809i
-0.0011285-5.8789e-06i,-0.00059886-0.00059458i,-1.9861e-05-0.00067369i,2.5237e-05-0.0011067i,-0.00018959-0.0013101i,0.00033552-5.2908e-05i,0.0010171+0.0004743i,0.00073385+2.0373e-05i,0.00055162-0.0006734i,-9.4539e-05-0.00093894i,-0.00067219-0.0010329i,-0.00025142-4.6594e-05i,-0.00043152+0.00081744i,-0.00070967+0.0008286i,-0.0010828+0.00081387i,-0.001058+0.00067804i,-0.00040889+0.00056927i,0.00013834+0.0002347i,0.00020736-0.00016423i,-8.7003e-05-0.00014789i,0.00010364+0.00082079i,-0.00015636+0.0010997i,0.00029882+0.00059185i
-0.00020927-0.00035126i,-0.00035142-0.00090227i,-0.0011067-0.00075157i,-0.00078687+0.0003425i,-0.00053603+0.0012728i,-0.00034494+0.00075765i,0.00016929+0.00042819i,0.00059152+0.00050997i,0.00020507+0.00017447i,-0.00026625-0.00057099i,0.00034167-0.00057539i,0.00070175+0.00013625i,0.00063548+0.00046694i,0.00014567+0.00054663i,-4.9638e-05+1.7463e-05i,-0.00010032-0.00060668i,-3.8745e-05-0.00048805i,0.00016158-0.00028723i,0.00026373+0.00017534i,-0.00086965-9.8034e-05i,-0.00099112-0.0004369i,3.2582e-05-0.00015512i,-5.1626e-05+0.00015946i
6.6216e-05+0.0017011i,0.00064781+0.0022898i,0.00073971+0.0022302i,0.00054111+0.0021324i,0.00063057+0.0017695i,0.00097116+0.00081305i,0.0011011+0.00075486i,0.00049244+0.00083022i,0.00034181+8.6287e-05i,0.00049463+0.00075369i,0.00045891+0.0012278i,0.00054949-1.3186e-05i,0.0006999-0.00011883i,0.00073302+0.00080828i,0.0001744+0.00039741i,-2.6721e-05-0.00029576i,0.00066557+0.00017587i,0.0010234+0.00052075i,-0.00038182+0.00045198i,-0.00066604+0.00065032i,-0.00052373+0.00052571i,-0.0009114-0.00019321i,-0.00033757-0.00063139i
0.0003525-0.0015755i,0.00031187-0.0011599i,-0.00079591-0.00063922i,-0.0016201+9.592e-05i,-0.0010201+0.00088465i,0.00011721+0.001141i,0.0001673+0.00057067i,0.00060723+0.00033399i,0.00068376-0.00049052i,0.00026278-0.00056639i,0.00024015-3.9298e-05i,0.00053347-0.0001683i,0.0002706+0.00041316i,-0.00013+0.00097014i,-0.00014336+0.00052152i,-0.00060206-0.00051066i,-0.0012547-0.00062034i,-0.0010183+0.00011787i,-0.00034445-0.00054793i,5.0666e-06-0.0013284i,0.00063834-0.00088842i,0.001021+4.1857e-05i,0.00015715+0.00049108i
0.00060831+0.00061996i,0.00082532+0.00072374i,0.001231+0.00051978i,0.00022813+0.00063083i,-0.0004628+0.00055995i,7.6246e-06+0.00029633i,7.5023e-05+9.5474e-05i,0.0004747+0.00016416i,0.00072832+0.00010036i,-0.00020892-0.00025781i,-0.00067988-0.00053751i,-0.00012346-0.00020468i,0.00052041+6.6478e-05i,0.0010286-0.00028073i,0.00079527-0.00067801i,0.0003214-0.0011335i,0.00057935-0.00066323i,9.3528e-05+4.4992e-05i,-0.00096819-0.00027048i,-0.001077-0.00058705i,-0.00086335-0.00015509i,-0.00082851+0.00015329i,-0.00035321+0.00051225i
-0.00068616+0.0023416i,-0.001368+0.001067i,-0.00091507+0.001045i,-0.00024417+0.002098i,0.00077961+0.001804i,0.0010521+0.00093751i,0.0003822+8.6783e-05i,3.0683e-05-6.5162e-05i,1.8794e-05+0.00039886i,-0.00027568+0.00034682i,0.00025441-0.00012983i,0.00093636-6.3518e-06i,0.00095859+0.0010341i,0.00012595+0.0011917i,0.00011009+0.00026834i,0.00064696-0.00019127i,0.00041293+0.00013979i,0.00016342+0.00036531i,0.00026357+0.00032696i,0.00073086+0.00025643i,0.00067864+0.00018979i,-0.00032084+0.00026115i,-0.00079852+0.0004313i
0.00024807-0.0014589i,0.00035987-0.0017563i,-0.00042124-0.0015529i,-0.0016169-0.00082488i,-0.001695+0.00015111i,-0.0011101+0.00063314i,-0.00020411+0.00042513i,0.00022138-0.0001363i,-0.00044448-0.00021966i,-0.0010875-0.00060723i,-0.00058751-0.00018147i,0.00069308+0.00034224i,0.00078895-0.00035281i,-0.0002122-0.00068034i,-0.00056846-0.00040772i,0.00026477+0.00034i,0.00085467+0.0014549i,0.00043876+0.0015024i,-0.00045961+0.00033526i,-0.00053957-0.00055108i,-0.00039134-0.00066382i,-0.00049375+9.5247e-05i,-0.00036931+0.00069797i
0.00078552-0.001104i,-5.9397e-05-0.0016145i,0.00039683-0.0019529i,-0.00071203-0.00028796i,-0.0011623+0.0011013i,-0.00037554+0.00085587i,0.00053905+0.00090427i,0.00077362+0.00071572i,0.00029132+0.00057874i,0.00027655+0.00074419i,0.0002647-0.00017273i,0.00049594-0.00060131i,5.1115e-05-0.00021119i,7.4552e-05-0.00021421i,0.00036392-2.6208e-05i,0.00038542+7.7906e-06i,-0.00048938-0.0001035i,-0.001081-9.6263e-05i,-0.00010963+0.00084797i,7.1978e-05+0.00099114i,-0.00074856-0.00015979i,-3.8319e-05-0.00056434i,0.00067326+0.000127i
-0.0017221-0.0022791i,-0.0029836-0.0020234i,-0.0011907-0.0015424i,-0.00014359-0.00053149i,0.00039969+0.00080342i,0.0015171+0.00090086i,0.0013847-0.00013764i,-0.00018229-0.00035535i,-0.00099741+0.0003643i,-0.0011843-0.00014491i,-0.00035066-0.00036457i,6.547e-05+0.00043477i,0.00031103+0.00027909i,0.00056837+0.00052999i,-0.00045278+0.00084121i,-0.00051741+2.1523e-05i,0.00036731-0.00077322i,0.00056359-0.00098742i,0.00018139+0.0001647i,0.0001561+0.0010909i,0.00018401+0.00011439i,-0.00052614-0.00019934i,-0.00064564+0.00070492i
0.0010057+0.00026026i,0.00034985+0.0011204i,0.00049996-0.00014833i,-0.00042549-0.00064681i,-0.0014687+3.1692e-05i,-0.0010632+0.001324i,-0.00026407+0.0021698i,0.00011253+0.0013413i,-0.00012363-0.00011702i,-0.00089408-0.00060455i,-0.00099011-4.9527e-05i,-0.00044121-0.00041631i,-0.00020556-0.00062569i,0.00024947-0.00072219i,0.00075977-0.00088488i,0.00032516-0.00040702i,-0.00048243-0.00010927i,-0.00022303+0.00026212i,0.00051009+0.00020141i,0.00064518+0.00074202i,0.00026491+0.0010301i,-7.6809e-05+0.00026662i,3.1967e-06+0.00020749i
0.00048568+0.00085032i,0.0013908+0.0012452i,0.0006195+0.00071669i,0.00032306+4.0198e-06i,0.00025036+9.4898e-05i,-4.2797e-05+0.00033301i,-3.2856e-07+0.00028706i,2.8885e-05+0.00023332i,-0.0004006+4.95e-05i,6.5004e-07-0.00025349i,0.0010358-0.00012624i,0.0010649+0.00050178i,0.00040221+0.0009908i,0.00020066+0.00077477i,0.00052135+0.00017495i,0.00058123+0.00012774i,0.00018587+0.0003032i,-0.00036957+0.00057831i,-0.00070265+0.0006663i,-0.00073794-3.3276e-05i,-0.00094655+0.00026749i,-0.0010324+0.00058607i,-0.00063234-0.00010289i
-0.00087367+0.00027363i,9.8409e-05+0.00079399i,-0.00023525+0.0011114i,-0.00097639+0.0012218i,-0.0013759+0.0012409i,-0.0010345+0.00086512i,0.00022434+0.00072489i,0.00081981+0.00045207i,0.00049074+1.4356e-05i,-6.6097e-05-6.4312e-05i,-0.00029607+0.00026306i,0.00016251+0.0002134i,0.00023634-0.00041708i,-1.7316e-05-0.00095035i,-0.00030925-0.0012054i,-0.00077772-0.00062346i,-0.00056708+7.5105e-06i,0.00013889-8.4954e-05i,0.00042391-0.00042117i,0.00018645-2.6118e-05i,0.00025822-0.00033554i,-0.00020406-0.00056328i,-0.00042192+2.7154e-05i
5.5369e-05+0.00079314i,0.00091284+0.00067873i,-0.00079869-0.00023172i,-0.0017403-0.00084888i,-0.0013027-0.00036382i,-0.00082984+0.00022044i,0.00042068+0.00028941i,0.0010083+0.00049328i,0.00067071-0.00021996i,0.00074615-0.00080991i,0.0008162-0.00037355i,0.00029599-0.00052192i,0.00023001-0.00071148i,0.00067217-0.00066535i,8.4678e-05-0.0006376i,-0.00030384-0.00076369i,0.00031092-0.00014313i,0.0010007+0.00029553i,0.00077061-0.00049088i,0.00020775-0.00091072i,7.7481e-05-1.6781e-05i,0.00073223+0.00053548i,0.00082173-0.00048814i
-0.00066328-0.0010134i,0.00017338-0.0011311i,0.00049051-0.00051109i,-0.00059625+0.00070837i,-0.0016231+0.0012865i,-0.00085581+0.00070779i,0.00040336+0.00042816i,0.0006518-0.00019206i,0.00028626-0.00085273i,-0.00027194-0.001257i,-0.00047196-0.00096126i,0.00042468-0.00050216i,0.00084837-0.00016601i,5.0929e-05-5.785e-05i,-0.00029175+0.00038626i,0.00019649+0.00023043i,0.00011236-8.1048e-06i,-0.00077886+0.00015945i,-0.00065928-0.00013189i,0.00042205-0.00029038i,7.6725e-05+0.00048509i,-0.00084946+0.00041937i,-0.00067291+0.00046851i
-0.0011578+0.00072142i,-0.00075326+0.00083531i,-0.00052574+0.0012751i,-0.00039326+0.0019666i,-0.00086506+0.0019949i,-0.00046994+0.0013056i,-3.4085e-05+0.001098i,-0.00073889+0.0012034i,-0.001063+0.0012126i,-0.0002595+0.00085903i,0.00023421-7.1868e-05i,-0.00014737-0.00018458i,-0.00056035+0.00013823i,-0.00029141-0.000691i,5.1327e-05-0.00045825i,0.00058466+0.00048864i,0.00048945+0.00086695i,0.00018495+0.0014851i,0.00020938+0.0012841i,0.00035551+0.00086561i,0.00028425-8.5657e-05i,-0.0002277-0.0003336i,-0.0013502+0.00064428i
0.00032652+0.00046154i,0.00042171+0.00030203i,0.00073312+6.8653e-05i,0.00020417+3.1629e-05i,0.00044758-0.00058178i,0.00013202-0.00069522i,-0.00034083-0.00022106i,-0.00014811+0.00043221i,6.3573e-06+0.00097492i,-0.00030941+0.0002205i,-0.0004154-0.00027501i,7.5544e-05-0.00011344i,0.0002639-0.00029899i,-0.00015116-0.000283i,0.00012347+0.00037426i,0.00057287+0.00064373i,9.981e-05+4.7781e-05i,-0.00041218-9.3995e-05i,-0.00021219+0.00026416i,0.00036958+9.6123e-05i,0.00085241+0.00078243i,0.00090016+0.00077791i,0.0010838-0.000446i
-0.00079441-0.0025334i,-0.001533-0.0022055i,-0.001408-0.0023025i,-0.0012418-0.0019062i,-0.00089262-0.00018128i,0.00021918+0.0010491i,0.00061211+0.0011465i,0.00036953+0.0010424i,-0.00019402+0.00087057i,-0.00066508+0.00083519i,-0.00091413+0.00051559i,-0.00072806+0.00037652i,-0.00043492+0.00076089i,-0.00016135+0.00062134i,-7.9021e-05+0.00052248i,0.00057336+0.00035755i,0.00045289+0.00026207i,0.00014551-0.00010234i,7.8517e-05-0.00017235i,-0.00031563-0.00017584i,-0.00081555-0.00012881i,-0.0010731-7.2469e-05i,-0.00056271-0.00043702i
-0.00027947-0.0010021i,-0.0001125-0.0010897i,-0.0012881-0.0011508i,-0.0021994-0.0011164i,-0.0019403+2.2757e-05i,-0.00019+0.00013692i,0.00063954+0.00029298i,0.00026455+0.00069904i,0.00021051-0.00019783i,-0.00037591-0.000788i,-0.00068318-0.00011008i,-0.0004196+0.00037277i,2.5323e-05+0.00025567i,0.0002765+0.00036671i,0.00065951+0.00062193i,0.0004852+0.0005646i,-0.00038125+0.00023903i,-0.00030229+0.00010439i,0.00011946-0.00016963i,0.00020877-0.00027522i,3.8163e-05-0.00013353i,-0.00063514-0.00042526i,-0.00067434-0.00084676i
0.00027521-0.00066974i,0.00043648-6.6277e-05i,-0.0012841+0.00094067i,-0.001713+0.0013236i,-0.00092616+0.00094181i,0.00030145+0.00060371i,0.00062468+0.0013064i,0.00010128+0.0014289i,-0.0009122+0.00060807i,-0.0011966+0.00027607i,-0.00054932-0.00033721i,-0.00017948-0.00087793i,-6.4981e-05+0.00031921i,0.00015337+0.0013459i,3.5429e-05+0.0011603i,-0.00035823+0.00070716i,-0.00060996+0.00034874i,-0.00033783-0.00044306i,-0.00026028-0.00087449i,-0.00047838+1.0873e-05i,-0.00082232+0.00022675i,-0.00026111-0.00049011i,-0.00015685-0.0001426i
-0.0029833+0.00017133i,-0.0023826+0.00064748i,-0.002682+0.0011555i,-0.002793+0.0020316i,-0.0019341+0.0013865i,-0.00073816-1.8007e-07i,0.00083987-9.1688e-05i,0.0009337+0.00036685i,-0.00050129+0.00056907i,-0.0010777+0.00046164i,-0.0012103+0.0001772i,-0.00015717+0.00038305i,0.00046298+0.00012568i,5.8998e-05+0.00014634i,-0.00025126+0.00077i,-0.00026779+0.0008937i,0.0004996+0.00017835i,0.0010261-0.00045465i,0.000402-0.00043553i,-3.7107e-05-7.7849e-06i,0.00024456+0.00087488i,-0.00023793+0.0011718i,-0.00091376+0.00045649i
0.0010645+0.00062707i,0.0018407+0.00049804i,0.0020264-0.00067943i,0.0014764-0.0010757i,0.00018952-0.0010076i,-0.00051105-0.00075934i,-0.00037733-0.00031268i,-0.00038302+0.00038181i,-0.0010151-0.00010724i,-0.00047186-0.00027064i,0.00079854+0.00034558i,0.00093033-0.00052422i,0.00058422-0.0011547i,0.00049079-0.00078714i,0.00024737-0.0001367i,-0.00045081-0.00015202i,-0.00050685-0.00058638i,-0.00095412-0.000337i,-0.00051353-0.00019532i,-5.7708e-05-0.00020817i,-0.00094497+0.00021357i,-0.00088336+0.00063604i,7.1719e-05+0.00082075i
-0.00079322+0.0012454i,-0.00078582+0.0015697i,-0.0012197+0.0017057i,-0.0013541+0.0013314i,-0.00069812+0.00083683i,0.00010975+0.00026461i,0.00041146-0.00030523i,0.00081018-0.0003476i,0.0013214-4.2432e-05i,0.00021854-0.00050315i,-0.00031994-0.00078502i,9.2807e-05-7.501e-05i,-0.00027621+0.0002321i,-0.00033668-4.4224e-05i,-0.00022758+4.2236e-05i,-0.00039982+0.00090247i,5.5765e-05+0.00090809i,0.00062773+0.00047948i,0.00045416+0.00047935i,-0.00033572+0.00042638i,-0.0011854+0.00040398i,-0.00066853+0.00053522i,0.00031045+0.00042951i
-0.0013941+0.0017355i,-0.0016566+0.0022799i,-0.0023567+0.0028459i,-0.0017375+0.0019568i,-0.00088164+0.00096008i,-0.00062087+0.00016113i,0.00035316-0.00015239i,0.00020431-0.0003012i,-0.00047702+0.00036391i,-0.00042377+0.00089905i,-8.4627e-05+0.00015848i,0.00029032-0.00035676i,0.00057597-0.00030119i,0.00075816+0.00018466i,0.0012061+0.00020848i,0.0010173-0.00023653i,0.00016896+0.00014966i,-0.00014063+0.00058896i,-0.00091388+0.0010452i,-0.0012049+0.00062379i,-0.00041351-0.00014636i,2.3529e-05+5.6786e-06i,-0.0003493-0.00014769i
0.00017899-0.0012766i,0.00037972-0.0015184i,-0.00063239-0.0017153i,-0.0013212-0.00082268i,-0.00090893-3.6046e-05i,-0.00090157+9.6648e-05i,-0.00049226+0.00034577i,0.00036795+0.00039743i,-0.00022924+0.00029121i,-0.0010842+1.8438e-05i,-0.0011054-3.2888e-05i,-0.00023416+0.00018538i,0.00094882+0.00016078i,0.00038524-0.00049852i,-0.000409-0.00057024i,-0.00055491+0.00035241i,-0.00076016+0.00039738i,-7.3355e-05-0.00016651i,0.0004095+0.00021268i,-0.00079417+0.00036352i,-0.0015889+0.00029338i,-0.001206+0.00020108i,-0.00072537+0.00041855i
0.00079538-8.9698e-05i,0.00036377-0.00033904i,-0.00028907-5.1628e-05i,-0.00013111+0.00036333i,-5.0634e-05+0.0011227i,8.09e-05+0.00090758i,0.00018128+0.00038484i,0.00039744-0.00018121i,0.00049491+1.7698e-05i,0.00047245+0.00048804i,0.00093131-0.00024224i,0.00094816-0.00052162i,-0.00014824+0.00038774i,-0.0010106+0.00010858i,-0.00071857-0.00029415i,0.00041349+0.00018074i,0.00031244+0.00013229i,-0.00095555-0.00012399i,-0.00070467-0.00036511i,0.00024108-0.0001437i,0.00029731+0.00016879i,-2.3713e-05+0.00017474i,0.00013819+0.00021807i
0.0011936+0.0017751i,-0.00096573+0.0017893i,-0.0016474+0.0019403i,-0.0020548+0.0012573i,-0.0012447-6.6812e-05i,-0.00048293+0.00018788i,-2.9864e-05+0.00089512i,0.00045967+0.00053475i,0.00027264+5.261e-05i,0.00047006+0.00055457i,0.00064421+0.00073843i,0.00053802+0.00029832i,0.00020996+0.00074295i,-0.00016177+0.0013621i,0.00046354+0.00070486i,0.00011274+0.00043023i,-0.00084126+0.00031746i,-0.00091427-0.00056785i,-0.00033516-0.00047273i,-7.2957e-05-0.00032414i,0.00046121-0.00079548i,0.00047417-0.00032381i,0.00091125+8.3794e-05i
0.0005469-0.0023152i,0.00015396-0.0029659i,0.00036419-0.0039657i,-0.0013581-0.0038743i,-0.0019435-0.0023795i,-0.00067727-0.00036743i,-0.00024484+0.00058658i,5.7351e-05+5.8074e-05i,-0.0004092-0.0002247i,-0.0010113-0.00058366i,-0.00072467-0.00086047i,-0.00085252-0.00030457i,-0.0012313+0.00021823i,-0.0010057-0.00014782i,-0.00076846-0.00049482i,-0.00069082-0.00050699i,-0.0005181-6.1798e-05i,-0.00035819-0.00030141i,-0.00084694-0.00056051i,-0.00053693-0.00022369i,-0.00023966-0.00049197i,-0.00090825-0.00016133i,-0.00043488+0.0002869i
0.0011035-0.0011846i,-0.00032978-0.001785i,-0.00059277-0.002186i,-0.00073014-0.00057827i,-0.0015791+0.00063272i,-0.00089996+0.0010107i,-0.00018359+0.0011694i,0.00047353+0.00048145i,0.00054619-0.00013322i,-0.00047121-0.00065878i,-0.00089455-0.0010354i,-0.0011497-0.00057257i,-0.00085836-0.0010129i,-0.00017412-0.0011075i,0.0001978-0.00063102i,0.00014463-0.0003486i,-9.5382e-05+0.00020301i,9.0082e-05+0.00046268i,0.00089657+0.00057318i,0.00095999-0.00019117i,0.00020752-0.00071713i,-4.8963e-06-0.00049894i,0.00043858-0.00021198i
