-0.0011001+0.00097202i,-0.00063462+0.00034245i,-0.0004828+0.00034008i,0.0001035+0.00038621i,0.00030459+0.001144i,4.2986e-05+0.0012368i,-7.7752e-05+0.0014709i,0.00061946+0.0021281i,0.00083979+0.0010957i,0.00063607-0.00078598i,0.00082625-0.0013089i,0.00060345-0.00084932i,-0.00043562+6.8296e-05i,-0.00082048+0.00011098i,-0.00037724+8.803e-06i,9.6393e-05+0.00047814i,0.0004781+4.3282e-05i,0.00092308-0.00057357i,0.00064648+7.2776e-05i,0.0005052+0.00065995i,0.00084141+0.00012042i,0.00099743-0.0007443i,0.00063635-0.0011979i
0.00036344+8.4932e-05i,0.00084508-0.00025124i,0.00086442+0.00049336i,0.00071446+0.00184i,0.00081803+0.0013619i,0.0012187+4.3077e-05i,0.0015777+0.00015305i,0.0020339+0.0012821i,0.0014275+0.0013278i,0.00041369+0.00025621i,0.00050116-0.00029248i,0.00019064-2.1662e-05i,-0.00072148-9.1145e-05i,-0.00075252-0.00012986i,-0.00049575+0.00032827i,-0.00015577+0.0011448i,-0.00025853+0.0008282i,-7.3298e-05-0.0003261i,0.00076742-0.00039491i,0.00080276+0.00053179i,0.00039941+0.00070291i,0.00076926+0.00021726i,0.00069424-0.00010021i
0.00098697+0.001114i,0.00066876+0.0010908i,0.0012871+0.001082i,0.0011151+0.00088947i,0.00076344+0.00090426i,0.00058941-3.7114e-05i,0.00021439-0.00072745i,0.00023858-0.00053133i,0.00082671-0.00080045i,0.00083875-0.0012614i,0.00010327-0.0018011i,-0.00096738-0.0012574i,-0.0013237-0.00023136i,-0.0002618+3.6194e-05i,0.00029994+0.00011244i,-0.00028032+0.00033836i,-0.00057707+0.00038283i,-0.00068612+0.00025679i,-1.5533e-05+0.00042042i,0.0011822+0.0002829i,0.001277-0.00012644i,0.0005972-0.00039019i,0.00013357-0.00048178i
-0.00099322-0.00084607i,-0.0017164-0.00034162i,-0.0022011+0.0015422i,-0.0014238+0.0022984i,-0.00069217+0.001751i,-1.2692e-05+0.001479i,0.00061494+0.0014665i,0.0012699+0.0010772i,0.0012832-2.8073e-05i,0.0011355-0.00049473i,0.00061221+0.00024621i,-9.0151e-06+7.9755e-05i,-0.0001815-0.00020837i,-0.00011401+0.00039424i,-0.00023541+0.00024562i,-0.00060485-3.9574e-05i,-0.00040581+0.00027826i,-0.00010956+0.00016264i,-0.00015364+0.00043493i,-0.00047819+0.00055498i,-0.00036017+0.00051315i,0.00062858+0.00042293i,0.00089197+0.00035998i
0.00059513+0.0011102i,0.00037011+0.0016223i,0.00074743+0.0024359i,0.0024026+0.0016815i,0.0028608+0.00076946i,0.0019653+0.00021344i,0.00073419+5.7531e-05i,-0.00034564+0.0006453i,0.0001322-0.00016617i,0.00086444-0.0014461i,0.00019-0.0012117i,3.7723e-06-0.00068719i,0.00054859-0.00024642i,0.00039234+0.00022995i,0.00015256+0.0010389i,-0.00014388+0.00085039i,-0.00010611+0.0001806i,-7.0648e-05-0.00030671i,-0.00018388-0.00049938i,-0.00043877-0.00076025i,-0.00052297-0.0010194i,-0.00041349-5.3759e-05i,6.4014e-05+0.00043969i
0.00081563-0.0011277i,0.00019707-0.00022544i,-0.00035378-0.0001411i,-0.00031209-3.3276e-05i,0.0001489-0.00047436i,0.00044763-0.00080154i,0.00065697+0.00040126i,0.00028621+0.0010567i,0.00032824+0.00066412i,0.00074896+0.00047883i,0.00017945+0.00016918i,-0.00056257-0.00015622i,-0.00041517-0.00039226i,0.00077964-0.00029296i,0.0011827-0.00035378i,2.4111e-05-0.00031862i,-0.00063402+0.00020024i,-0.00023468+1.2142e-05i,-1.6857e-05-0.00027761i,0.00031096-8.2862e-07i,0.0007248-0.00044878i,0.0004966-0.00038609i,0.00031633+0.00016251i
-0.0018618+0.001467i,-0.0015982+0.0015391i,-0.00047933+0.0028293i,0.00085997+0.0027118i,0.0014438+0.00093616i,0.0018403+0.00016825i,0.0021828+0.00034863i,0.0018375+0.00012714i,0.0014546-0.0001684i,0.0012302-0.00039278i,0.00072599-0.00041019i,0.00020262-9.9284e-05i,0.00012802+0.00044021i,-0.00033873+0.00073381i,-0.00061562+0.0010779i,0.00030745+0.001295i,0.0011112+0.00076698i,0.00092121+0.00037039i,0.00064053+0.00059407i,0.00093989+0.00050034i,0.00085334+0.00021211i,0.00053306-0.000383i,0.00062712-0.00067699i
0.0009242-9.848e-05i,0.00070164-0.0008259i,0.00062448-0.00062254i,0.00071237-0.00019744i,0.0011445-0.00058281i,0.0013199-0.00096906i,0.00035984-0.00020128i,0.00048228+0.0002567i,0.00024271-0.00073441i,6.84e-05-0.00080107i,0.00032348-0.00090981i,-0.00066825-0.0012162i,-0.00075162-0.00049084i,-7.596e-05+0.00019753i,0.00019464+5.5096e-05i,0.00081975-0.0003611i,0.0013303-0.00029424i,0.00087427-0.00038941i,0.00035144-0.00084485i,0.00041329-0.0010263i,0.00042742-0.00061637i,6.4378e-05+0.0002974i,-0.00012618+0.00046689i
0.00090754-0.00039012i,0.0011577-0.00088513i,0.0006063-0.0010035i,0.00019401-0.0001057i,0.0005477+0.0005931i,0.00027192+0.00063444i,-4.1834e-05+0.00053819i,0.00083035-0.00010024i,0.0017852-0.00070166i,0.0012573-0.00096236i,-6.1617e-06-0.00077038i,-0.00058637-0.00047315i,-0.00063794-0.00079501i,-0.0001616-0.00013329i,-3.1585e-05+0.00053376i,-0.00040243+0.00049209i,-6.1372e-05+0.00075535i,0.00034263+0.00087753i,0.00036676+0.001097i,0.00027663+0.00097449i,0.00091253+0.00074242i,0.00056765+0.00066582i,-0.00053898+0.00027779i
-0.00045645-0.00022706i,-0.00049837+4.8355e-05i,-5.97e-05+0.00071446i,0.0012016+0.001061i,0.0021058+0.0006727i,0.0019976+0.00089762i,0.0015699+0.0013943i,0.0012866+0.00099789i,0.0011272+0.00028299i,0.0013665-0.00025391i,0.001074-0.00030662i,0.00028558-0.00050779i,-0.00047511-0.00073705i,-0.00075138-0.00018674i,-0.00021913-3.6868e-05i,0.00043824-0.00010679i,7.3512e-05-0.00027195i,-0.00014951-0.0001347i,0.00068298+0.00035003i,0.000581+0.00051541i,-0.00016084+0.0010742i,8.5788e-05+0.00048773i,0.00032207-0.00030002i
0.0021652-0.0019238i,0.0015979-0.0014216i,0.0011614-0.0012423i,0.00012007-0.0010576i,-0.00043174-0.0010281i,-0.0009453-0.00061989i,-0.00077094-0.00022979i,0.00033958-0.00013509i,0.00089834-9.1141e-05i,0.00065345-0.00097765i,0.00048116-0.0016051i,2.1396e-05-0.00080025i,-0.00039924-0.00043348i,-0.00017504-0.00032286i,0.00024421+0.00011613i,-0.00030231+0.00013505i,-0.00053268-0.00032801i,-0.00010233-0.00032695i,-0.00044072+0.00023203i,-2.3847e-05+8.2022e-05i,0.00072236-0.00027171i,0.00056972-0.0003717i,0.00022478-0.00035115i
0.0025529-0.002118i,0.0023937-0.0017421i,0.0034621-0.0017062i,0.003633-0.00077356i,0.0019221+0.00023397i,0.00016945+0.00028935i,0.00075056+0.00053124i,0.0022215+0.0011084i,0.0018994+0.0011958i,0.00053644+0.00064115i,-0.0001905-0.000296i,-8.068e-05-0.00079208i,-0.00053076-0.00027366i,-0.00021788+0.00050415i,0.00010987+0.001432i,-0.00049629+0.0007061i,-0.00062472-0.00020294i,-2.1037e-05-1.8746e-06i,0.00046395-0.00055166i,0.00050871-0.00041714i,0.00054982+0.00059846i,0.00083919+0.0012958i,0.00093441+0.00074019i
0.00075987-0.00044244i,0.0011809+8.6472e-05i,0.0016607-0.00011588i,0.00077643-0.00065724i,0.00012788-0.00056876i,0.0006223+0.00041418i,0.0012054+0.0011353i,0.0011199+0.00064514i,0.0015625-0.00062195i,0.0014985-0.0016327i,0.00065657-0.0017407i,-0.00039173-0.0010153i,-0.0012508-0.00015228i,-0.0013226+0.00043034i,-0.0007436+0.00019736i,-7.8722e-06-9.7596e-05i,0.0004758+0.00020808i,0.00051409+0.00015267i,0.00017928+0.00044429i,2.4156e-05+0.00035921i,4.2288e-05+0.00038665i,-0.00011618+0.00083364i,-0.00024721+0.00027453i
-0.0012558-0.0016406i,-0.0018033-0.0007119i,-0.0017041-0.00035668i,-0.00027751-0.00012453i,0.00060723+0.0010457i,0.0002437+0.0024318i,2.4381e-05+0.0015946i,0.00033631+0.00042591i,0.0004821-0.00027676i,0.0013339-3.2381e-05i,0.0014676-0.00010289i,5.7371e-05-0.00057166i,-0.00032257+0.00030015i,0.00031414+0.00035499i,5.8296e-05+0.0003191i,-0.0004793+0.00043938i,0.00047018+4.2069e-05i,0.0011407+0.00058828i,0.0011223+0.00055994i,0.00049161-0.00016327i,-2.9316e-05+0.00032337i,-1.5882e-05+0.00098398i,-0.00025336+0.00052105i
-0.0009977+0.0010046i,-0.0010828+0.0011193i,0.00062367+0.0017642i,0.002099+0.00098975i,0.0027981+0.00046891i,0.0022171+0.00064417i,0.0017234+0.00035618i,0.0017441-3.1455e-05i,0.0013091+3.3856e-05i,0.00060725-0.00066113i,0.00052948-0.00099315i,0.00040686-0.00023912i,0.00056089+0.00022896i,0.0007177-0.00015041i,0.00017721-0.00052789i,-4.519e-05-0.00026826i,-0.00010964+7.8262e-05i,-1.8456e-05+0.00017988i,8.0688e-05+0.00020705i,0.0006131-0.00031523i,0.00079413-0.00054581i,-6.5776e-06+0.00016908i,-0.00044855+0.00058632i
-0.00018168-0.0023813i,-0.00074984-0.0032385i,-0.00048699-0.0038415i,-0.00010402-0.0012864i,-0.00094928+0.00044561i,-0.00037451+0.00027386i,0.00045248+0.0010486i,-7.9201e-06+0.0010557i,-0.00015837-0.00015979i,-3.7415e-05-0.0008782i,-0.00052338-0.00080237i,-0.0013666-0.00072909i,-0.0012568-0.00047474i,-0.00075188-3.6431e-05i,-0.0012212+0.00038388i,-0.0015203+0.0005901i,-0.00078184+0.00053154i,0.00034383+0.000458i,0.00093409+0.00041366i,0.00064175+0.00040512i,-0.00015981+0.00031114i,-0.00063651+0.00040067i,-6.2892e-05+0.00027881i
-2.6168e-06-0.001064i,-0.00055148-4.7592e-05i,-0.00081895+0.0013765i,1.6758e-05+0.0023221i,0.00073473+0.0018958i,0.00099218+0.0010591i,0.00096277+0.00050668i,0.00075565+0.00024582i,0.00028838-5.2686e-05i,0.00035267-0.00082763i,0.0010313-0.0015714i,0.00079775-0.0012349i,0.00019761+0.00021893i,-0.00032898+0.00077976i,-0.00092041+0.00089656i,-0.00014166+0.0010941i,0.00053423+0.00058925i,-9.7563e-05-0.00054816i,-0.00062824-0.00086361i,-0.00035816-0.00044668i,-0.00028138+4.0371e-05i,-2.9663e-05+0.00013451i,0.00069066+0.00014915i
-0.0011602-0.0010699i,-0.00087973-0.0010342i,0.00020612-0.00096028i,0.0012312-0.00056987i,0.00057938+0.0005411i,-0.0002639+0.0010944i,-6.7909e-05+0.0012842i,0.00066538+0.0011995i,0.00057435+0.00020246i,-1.7718e-05-0.00069789i,-0.00030666-0.00089322i,-0.00064043-0.00026093i,-0.00087043+0.00012862i,-0.0010739-0.00016195i,-0.00056212+1.6491e-05i,-7.5882e-05+0.0004359i,-0.0003556-0.00014788i,-0.00042643-0.00060689i,-0.00020131-0.00014771i,-6.4625e-05+0.00061283i,-0.00024852+0.00053325i,7.916e-05-0.00021416i,0.00077455-0.001144i
0.0012526-0.00038933i,0.00025586-0.0014391i,-5.3134e-05-0.0022914i,-0.00017115-0.0022193i,8.6398e-05-0.001764i,7.7544e-05-0.00079926i,0.00049105+0.00057339i,0.0012919+0.0016075i,0.00078531+0.00080363i,0.00070955+3.7519e-05i,0.00063371+0.00029166i,0.00059817-3.2506e-05i,0.00099391-0.00041017i,0.0010706+7.039e-05i,0.0006957-3.6097e-05i,0.00077277-0.00022995i,0.0005621+0.00086325i,-0.0006974+0.0012881i,-0.0014287+0.00028033i,-0.0016855-0.00017254i,-0.0019738+6.1925e-05i,-0.0018262+0.00055978i,-0.0015064+0.00049675i
0.00059474+0.00030127i,0.00085511+4.3291e-05i,0.00014924+0.00028901i,0.00026369+0.0012374i,0.00078897+0.0012725i,0.00070985+0.00096332i,0.00043595+0.00060969i,0.00060858+0.00070896i,0.0016441+0.00076347i,0.0016432+0.00036366i,0.00082342-0.00026858i,9.3527e-05-0.00034373i,0.00017506+0.00019085i,0.00080155+0.0002388i,0.00083335+0.00049117i,0.00020815+1.8789e-05i,0.00035803-0.00047895i,0.00082862-0.00025767i,0.00066976+0.00039087i,0.00011965+0.00028715i,-0.00045974+1.5241e-05i,0.00013301+0.00043003i,0.00018432+0.00026696i
0.001288-0.0014214i,0.00056464-0.0011485i,-0.0008966-0.00047835i,4.3316e-05-0.00099521i,0.0012081-0.00090987i,0.00026289+0.00048992i,-0.00011541+0.00075047i,0.00086605+0.00062189i,0.0012619+0.00066694i,0.0012113+0.00016491i,0.0005686-0.00041711i,0.0004874-0.00026444i,-0.00016932-0.00013289i,-0.0008905-3.6582e-05i,-0.00057651-1.9975e-05i,-6.3528e-07-0.00019087i,-0.00017296-0.00054616i,0.0001031-0.00050888i,0.0010991+7.6157e-05i,0.0012793+0.00017005i,0.00038517+0.0005295i,-0.00033675+0.00042329i,-7.3032e-05+0.00019022i
0.00073841+0.00091562i,0.0020742+0.0014748i,0.0017315+0.0017445i,0.00077172+0.0021179i,0.00091364+0.001339i,0.0012328+0.00020175i,0.00061169+0.00028508i,0.00051116+0.00081341i,0.00095295+0.00017446i,0.0001866-0.001284i,-0.00075999-0.0021455i,-6.4199e-05-0.0015513i,0.00049163-0.00060702i,-0.00044437-0.0007886i,-0.00017221-0.00082491i,6.2523e-05-0.00049375i,-0.00078743-0.00034678i,-0.0006565-0.0002529i,-0.00014585+3.4991e-05i,0.00054143+5.6752e-05i,0.00056027-0.00025305i,-5.3907e-05-0.0006162i,2.0422e-05-0.00053888i
0.00053988-0.00073989i,0.0017687-0.0023727i,0.00062632-0.0022778i,-0.00020282-0.00071547i,-0.0012159+0.00071044i,-0.00074661+0.0019648i,0.00025072+0.0018302i,0.0014939+0.0002961i,0.0020603-0.00069339i,0.0016261-0.0011267i,0.00090556-0.0017234i,-0.00044412-0.0019671i,-0.0016821-0.00084425i,-0.0012563-6.9115e-05i,-0.00074827-0.00019165i,-0.00089591-0.00038149i,-0.00050944-0.00043411i,0.00022207-0.00033442i,-0.00043327-6.3432e-05i,-0.00093069+0.00047318i,-0.00081796+0.00085407i,-0.00083522-9.5684e-05i,-0.00043275-0.00075003i
-0.00014916-0.0007129i,-0.00064229-0.00092895i,0.00076829-0.00046038i,0.0014239+0.00068503i,0.0015122+0.0014874i,0.001831+0.00067258i,0.001292+0.00025887i,0.00080008+0.00021917i,0.00058856+0.00034107i,0.00046996-0.00011581i,0.00068784-0.00019145i,0.00034319-0.00033758i,-0.00043929-0.00039126i,-0.0003791+0.00044893i,-0.00029233+0.00049752i,-0.0010015+0.00045495i,-0.00098017+0.00042478i,-0.00042948-0.0001018i,6.6258e-05-0.00071632i,0.00024492-0.00025596i,-1.7753e-05+0.00017956i,-0.000397+0.00081829i,-0.00028514+0.00081043i
-0.00018808+0.00066721i,-0.00062497+0.0021217i,0.00083962+0.0025861i,0.0017024+0.0021205i,0.0012326+0.0015499i,0.00090819+0.00090008i,0.0011224+0.00067762i,0.0014172+0.00089239i,0.00082861+0.0011751i,0.00092379+0.00093507i,0.00095977+2.8231e-05i,0.00069697-0.00057864i,0.00067604-0.00058757i,0.0011159-0.0002575i,0.0012017+0.00038963i,0.00058535+0.00047715i,0.00016329-4.0933e-05i,-0.00011574-0.00045518i,-0.00029014-0.00083873i,0.00022588-0.0010555i,0.00034967-0.00033312i,-0.00010448+0.00024543i,-0.00011785+0.00010705i
-0.00067551+0.001357i,0.00043893+0.0004711i,0.00040538+0.00030168i,0.00015658+0.00081166i,0.00066766+0.00091756i,0.00072261+0.0010633i,0.00038545+0.0011871i,0.00075624+0.0019311i,0.0012919+0.0019289i,0.0014311+0.0008359i,0.00067815-0.00040966i,1.3958e-06-0.00080632i,-0.00045831-0.00078365i,0.00029059-0.0006602i,0.0014457-0.00073077i,0.0014164-0.00050168i,0.0014201-3.8516e-05i,0.0012636+0.00044238i,-0.00022319+0.00060419i,-0.00084865+0.00024118i,-0.00075436-0.00038299i,-0.00048526-0.00030738i,-9.8439e-05+2.6351e-05i
-0.0012055+0.00055516i,-0.0025306+0.0017115i,-0.0020822+0.0028381i,-0.00011647+0.0026941i,0.0013206+0.001977i,0.0011314+0.0015889i,0.0012731+0.00067772i,0.0017738-0.00014857i,0.0016321+0.000615i,0.0014065+0.00056563i,0.0012498-0.00038537i,0.0011925-0.00061069i,0.00038084-0.00027439i,-0.00074529-0.00039827i,-0.0005363-0.0009683i,-0.00024644-0.0011137i,-0.00020298-0.00076633i,-0.00017132-0.00038545i,0.00028102-0.00057301i,0.00066556-0.00090728i,0.00027194-0.00040992i,-0.00026922-9.399e-05i,2.4548e-05-0.00010315i
0.0013053+0.0019443i,0.0013593+0.0013714i,0.0018905+0.00092771i,0.0028882+1.028e-06i,0.0029203-0.00020056i,0.0014524-0.00039534i,0.0003794-0.00052591i,0.00011272+1.215e-05i,0.00075148-0.00045595i,0.0013287-0.0007334i,0.0012916-0.00049393i,0.0010619-0.00059391i,0.00074058-0.00063514i,0.0013678-0.0006105i,0.0011245-0.00032518i,-1.5997e-05-0.00052036i,-0.00040505-0.00060072i,-0.00011929-0.00048763i,-0.00010304-0.00024287i,-0.00070347-0.00016311i,4.9959e-05-0.00019112i,0.00089333+3.0733e-05i,0.00028869-0.0002862i
-0.00012073-0.0014302i,0.00046234-0.0010274i,0.00071369-0.0021417i,0.00035921-0.0022716i,-0.00015654-0.00082264i,5.1356e-05+0.0011131i,0.0004395+0.0018282i,0.00045573+0.00083901i,0.0004192-8.5347e-05i,0.00082059-0.00095187i,0.00073454-0.0019354i,0.00042069-0.0016176i,-4.0937e-05-0.00021314i,-8.4694e-05+0.00040264i,3.3425e-05+0.00077443i,4.9836e-05+0.0011309i,-0.00024575+0.001246i,-0.00034411+0.00070664i,7.1182e-05+0.00029245i,0.00046529+0.00032038i,0.00053028+0.00056283i,9.5073e-05+5.1974e-05i,-0.0002104-0.00022958i
0.00020237+0.0017534i,0.00077018+0.0010007i,-0.00087668+0.0020217i,-0.0010629+0.0032685i,0.00035064+0.0022783i,0.0010918+0.00075985i,0.0011547+0.00043314i,0.0014292+0.0003462i,0.0012108+6.5688e-05i,0.00022616+0.00016283i,-0.00020002+0.00041543i,-0.00033029+0.00028548i,-0.00019428-0.00024626i,0.00057309+0.00017083i,0.00074197+8.095e-05i,0.00075415-0.00032861i,0.00093965+0.00027348i,0.00031202+3.0056e-05i,-0.00077212+4.3378e-06i,-0.00081214+0.00032626i,-0.00014857+0.0006569i,0.00016841+0.00051362i,-3.6052e-05-0.00018147i
1.8773e-05-0.0020046i,-0.00010349-0.0021857i,0.00054893-0.0011848i,0.0010304-0.00114i,0.0011666-0.0013785i,0.00095132-0.00034545i,0.00083833+0.00053105i,0.0010765+0.00072133i,0.00054631+0.00037789i,-0.00027832-2.5378e-05i,-0.000465-0.00063789i,-0.00066856-0.00078395i,-0.00094155-0.00091398i,-0.00048104-0.001092i,0.00023904-0.00023148i,0.00080293-0.00015446i,0.00084521-0.00074968i,0.00060549-0.00063212i,0.00014329-0.00056055i,-0.00021287-0.00031445i,0.00016609-0.00017743i,0.00035844-7.5025e-05i,-0.00039683+0.0010215i
0.0016188+8.2192e-06i,0.0010185-0.00019986i,0.0014617-0.00022843i,0.0019881-0.00017697i,0.0020277-0.00053877i,0.0015421+0.00020755i,0.001139+0.0012963i,0.0013559+0.00093128i,0.001135+0.00026464i,0.00066474-4.6655e-05i,0.00072996-0.00064014i,0.00098774-0.00073394i,0.00021583-0.00064876i,-0.00039506-0.00027921i,0.00019079+0.00030799i,9.9714e-05+0.00032916i,-9.2633e-05-0.00041397i,-0.00014392-0.00023161i,-6.0899e-05+0.00059418i,-1.7161e-05+0.00048551i,0.00049469+0.00010028i,0.00097954+4.1195e-05i,0.00023903+0.00014659i
-0.0011557-7.6889e-05i,-0.0010453+6.9123e-05i,-0.00080989+0.0014598i,-0.00055383+0.0012937i,-0.00031767+0.00054694i,2.3222e-06+0.00036348i,0.0004436+0.0010656i,0.00083078+0.0010914i,0.00045318-0.00010008i,0.00065944-0.00058603i,0.0011271-0.00032081i,-0.00026453-0.00023865i,-0.00085406-0.0007319i,0.00042856-0.0007012i,0.000279+8.9213e-05i,-0.00051351+0.0007039i,-0.00051826+0.00046936i,-0.00051733+0.00037289i,-0.00047038+6.9666e-05i,-0.00016562-0.00057552i,5.2706e-05-0.0002131i,-6.1466e-05+0.00035966i,-0.00016801+0.00024131i
0.00032326-0.001134i,-0.00057032-0.0014565i,-0.00037733-0.0020621i,0.00092821-0.0016319i,0.0016247-0.00098737i,0.0010622-0.00026823i,0.00016965+0.00053634i,0.00037261+0.0014934i,0.00037037+0.00097986i,0.00026092+0.0002673i,0.00093437-7.2632e-05i,0.00090659-0.00039807i,-0.00014773+0.00042705i,-0.00033652+0.0010122i,7.7613e-05+0.0012336i,-0.00049736+0.0010394i,-0.00013179+0.00021255i,0.00034442-0.00022303i,-0.00056601-0.00024759i,-0.00093456-0.0003536i,-0.00075597-0.00037688i,-0.00096087-0.00071655i,-0.00047811-0.00026058i
-0.00014247+0.0019791i,0.00073135+0.0023971i,0.00051662+0.0034927i,0.0010972+0.0028733i,0.0023268+0.001166i,0.001833+0.00028329i,1.8627e-05+0.00068212i,-6.5255e-05+0.00060406i,0.0012962+0.00022954i,0.0014262-0.00058585i,0.00075939-0.0010817i,0.00096436-0.00065974i,0.00143-0.0010179i,0.00053485-0.0010698i,-1.8059e-06+0.00041199i,0.00019669+0.00047636i,-0.0004222-0.00029544i,-0.00078466+0.00014627i,-2.7426e-05+0.00036234i,0.00052465+0.00056057i,0.00051884+0.0003187i,0.00073395+2.47e-05i,0.00068445+0.00025565i
-0.0011991-0.00055086i,-0.0016829-0.0015352i,-0.0017293-0.0015534i,-0.001937-0.00053045i,-0.0011565+2.7655e-05i,-0.00034571+0.00052991i,-0.00014045+0.00092329i,0.00058427+0.0011034i,0.0005947+0.00073463i,0.00034011-0.00044858i,0.00029863-0.00055505i,0.0001737-3.5332e-05i,-0.00013027+0.00021017i,-0.00041115+0.00038279i,-0.00012658+0.00015296i,0.00059601+7.2414e-05i,0.0013358+0.00015673i,0.0013991-0.00033206i,0.0004443-9.8759e-05i,-0.00045417+0.00055823i,-0.00068043+0.0003033i,-0.0007874+0.00019784i,-0.00039668+0.00030765i
0.00013452+0.00046931i,0.00046929-5.3342e-05i,0.0015329+8.3641e-05i,0.0026902-5.5903e-05i,0.0018067+0.00010768i,0.00069862+0.00021411i,0.00034038+0.00012138i,-4.6964e-05+0.00020739i,0.00063716-0.00041975i,0.00080478-0.00062663i,0.0012866-4.2666e-05i,0.00091903+0.00025814i,-0.00075899-3.6622e-05i,-0.0012312+0.00019939i,-0.00085633+0.00013281i,-0.0004691+0.00018394i,-3.222e-05+0.00060798i,0.00048991+0.00044693i,0.00089435+0.00014407i,0.00090049+1.5142e-05i,0.00065578-1.3955e-05i,-0.00052714+0.00019931i,-0.0008704+0.0009214i
0.0016055-0.0025647i,0.00067919-0.0029072i,0.0006701-0.0030207i,0.00055726-0.001988i,0.00044399-0.00032787i,0.00079788+0.00076206i,0.00068976+0.0010602i,0.0013583+0.0005468i,0.0016398-0.00093078i,0.00081841-0.0016668i,0.00015669-0.0013331i,0.00018081-0.00093073i,0.00039075-0.00022235i,0.00066098+0.0002213i,0.00055185+0.00026539i,0.00045777-0.00016343i,4.8667e-07-2.1373e-05i,-0.00053804+4.4858e-05i,6.8325e-05+5.8133e-05i,-4.2916e-05+0.00057686i,-0.00045525+0.00030752i,-0.00094932-2.4756e-06i,-0.00041241+0.00030004i
-0.0010793+8.9104e-05i,-0.0014972+0.00063366i,-0.0013924+0.0013762i,-0.00032817+0.0022218i,0.00058385+0.0017592i,0.001085+0.0015553i,0.00065061+0.0015566i,0.00058772+0.0016153i,0.00058921+0.0013897i,0.00079678+0.00046082i,0.00042902+0.00026288i,-6.5521e-05+0.0006599i,-2.0183e-05+0.00055902i,-0.00039343-3.7779e-06i,-0.00046188-7.2148e-05i,-0.00034466+6.5187e-05i,-0.00045461+0.00066783i,-0.00072509+0.00043042i,-4.2287e-05-0.00023155i,0.00016388+8.3211e-05i,4.702e-05+0.00044305i,0.00078752+0.00056167i,0.0012302+1.4049e-05i
-0.00076848-0.0015305i,-0.00079693-0.0010121i,-0.00088621-0.0010744i,-0.00081743+5.8819e-05i,-0.0010801+0.00064749i,-0.0005346+0.00076554i,-0.0002235+0.00054056i,8.8061e-05-0.00023787i,0.00042685-0.00048492i,0.00045948-0.00056707i,0.00079859-0.0010526i,0.00061862-0.00080578i,0.00039385+0.00035281i,0.00049735+0.0005763i,0.00015462+0.00072205i,-1.1814e-05+0.00094034i,0.00077071+0.00090812i,0.00094215+0.00062003i,0.00024807-4.5096e-05i,0.00032403-0.000524i,0.00050848-0.00021641i,0.00039744-0.00046609i,0.00092857-0.00054048i
-0.00075694+0.0017028i,-0.00068063+0.00016532i,-0.00072568-0.00019207i,0.00053429-0.00036229i,0.0011793+0.00014002i,0.0012154+0.00044678i,0.00084212+0.0004645i,0.00035646+0.00073719i,0.0015409+0.0001498i,0.0015364+8.8002e-05i,0.00045391+0.00042202i,0.00029832+0.00048639i,0.0008757+0.00058465i,0.00069735+0.00035792i,0.00092002+0.00029214i,0.0013536+0.00086241i,0.00096016+0.0003319i,0.00047681-0.00026119i,0.00055281-0.00063602i,0.0009584-0.00050228i,0.00084451+0.00051221i,0.00048086+0.00071877i,0.00015303+0.00087176i
-0.0023325+0.0013283i,-0.0024065+0.0022692i,-0.0019403+0.0019089i,-0.00076157+0.0016203i,0.0010239+0.0012663i,0.0017691+0.0015145i,0.00086935+0.001626i,0.00094589+0.0009427i,0.00085539+0.00010956i,-0.00024678+0.00011054i,5.3297e-05-2.7491e-05i,0.0010316-0.00034467i,-9.0181e-05-0.00024574i,-0.00038821-0.00071379i,-8.3723e-05-0.0006698i,-0.00080034-0.00013263i,-0.00091513-0.00028963i,-0.0011542-0.00073451i,-0.00090733-0.00064585i,-0.00046343-0.00010769i,-0.00018432-0.00020225i,0.00057616-0.00014435i,0.00078823-0.00010176i
-0.00047938+0.00094406i,-0.00077776+0.00090717i,-5.5127e-05+0.0018015i,0.00088342+0.0028837i,0.0013331+0.0023166i,0.00091426+0.0004142i,0.0006196+0.0005322i,0.0013706+0.0011854i,0.0017133+0.001029i,0.00095875+0.00072757i,0.00049695+0.00031646i,0.00024869-0.00014386i,9.01e-05-0.00099111i,0.00033732-0.00061082i,-0.00014563-0.00017104i,-0.0002456-0.00065649i,0.00016106-0.00077917i,-0.00014906-0.00055196i,0.00048016-0.00030271i,0.0011344-0.0006426i,0.00053216-0.00013801i,4.8829e-05+0.00036588i,0.00039941+0.00073665i
0.0019197-0.00010373i,0.00045414+0.00060671i,0.00053701+0.00092666i,0.0012383+0.00014028i,0.0011569-3.545e-05i,0.00061092+0.00032467i,0.00044335+0.00048319i,0.0002327+0.00041163i,0.00068232-0.00028115i,0.0016034-0.00073205i,0.00096952-0.00066994i,-1.3574e-05-0.0006811i,-0.00010672-0.0014085i,-0.00025433-0.00082109i,-0.00064737+0.00037775i,-0.00038189+0.00044932i,0.00035686+0.00055154i,0.00044841+0.0014117i,0.00013217+0.0012108i,0.00026321+0.00048818i,0.00066797+8.0224e-05i,7.1943e-05-4.2414e-05i,-0.00053747+0.00016644i
