-0.0029945+0.0023888i,-0.0024902+0.0025946i,-0.00243+0.0018882i,-0.0020376+0.0015145i,-0.0010465+0.0012139i,-0.0002975+0.00056545i,-0.00072867+0.0011202i,-0.00023745+0.001491i,0.00089045+0.0010265i,0.0019204+0.00073519i,0.0017942+0.00081807i,0.00049792+0.00079585i,0.00011047+0.00082023i,-0.00027129+0.00045389i,-0.00034287+0.00050469i,0.00020577+0.0008251i,0.0007069+0.00045036i,0.00076266-0.00048639i,3.0185e-05-0.00079884i,-0.00023398-5.5796e-05i,-0.00025228-0.00016781i,-0.00040207-0.0002062i,-0.00014266-9.6008e-05i
0.0004411+0.002247i,0.001811+0.0017015i,0.0025467+0.00091078i,0.001369-0.00015008i,0.00044793-0.00043101i,-0.00029554-8.4204e-05i,-0.00048696+0.0010625i,5.475e-05+0.0014498i,0.00040494+0.00062488i,0.00013334+0.00066694i,-0.00084033+0.00045862i,-0.001582+0.00021817i,-0.00097619-2.6505e-05i,7.9431e-05+6.9932e-06i,0.0008744+0.00063228i,0.00074338+0.00060492i,0.0002218+0.00020784i,-0.00053573+0.00025156i,-0.00055749-1.5148e-05i,-7.4717e-05-0.00023026i,0.00070829+4.5413e-05i,0.00075277+0.00046381i,0.00021489+0.00012503i
-0.00105+0.00062763i,-0.0014504+0.00018285i,-0.00055453-0.00084724i,0.0016692-0.00058455i,0.0022768-0.00014068i,0.001258-5.0991e-06i,0.00064848-0.00014776i,0.00077308-0.00049899i,0.00088743-0.0005909i,0.00039645+0.00020601i,-0.00045155+0.0012186i,-0.00050635+0.0013855i,-0.00014939+0.0010002i,0.00059622+1.6195e-05i,0.00058498-0.00060146i,-0.00015447-0.00072414i,-0.00039474-0.0011666i,-0.00053649-0.0013702i,-0.00035228-0.00080141i,-0.00061982-0.00069553i,-0.0011431-0.00092767i,-0.00043929-0.00057249i,5.9294e-05-6.7481e-05i
0.0011342-0.0024195i,0.0016294-0.0030598i,0.00086462-0.0020623i,0.00031453-0.00099175i,0.00010402-3.9713e-05i,-0.00054873+0.00079978i,-0.00040075+0.0003396i,0.00017447+7.5901e-05i,-0.00063535+4.847e-05i,-0.0013443+0.00014896i,-0.0010666+0.00011007i,-0.00022393+0.0010393i,0.00069024+0.0014123i,0.00082305+0.0004835i,0.0003052-4.7326e-05i,-0.00020087-0.00012868i,-0.00031161+0.0002162i,-0.00048941+0.00073337i,-0.00057946+0.00068709i,-0.00072142+0.00055858i,-0.00033892+0.00066967i,4.2264e-05+0.00023263i,-0.00043069+0.00013562i
-0.00024193+0.0010123i,-0.0011818+0.0015558i,-0.0013379+0.0017183i,-4.7297e-05+0.0021058i,0.00092874+0.0016324i,0.00052534+0.00087928i,-0.00058616+0.00029663i,-0.00082259-0.00034527i,-0.00012264-0.00053316i,0.00086303-0.00026756i,0.0013809-0.00056779i,0.0010437-0.00074749i,0.00082149-0.00035801i,0.00077656-0.00064872i,0.00048678-0.0017148i,-7.424e-05-0.0010201i,-0.00061904+0.00058081i,-0.00050317+0.00081131i,0.00020358+0.00030035i,0.00062813+5.7785e-05i,0.00068425+0.00029239i,0.0005255+0.00056539i,0.00043901+8.4598e-05i
1.7902e-06-0.00025975i,-0.00026021+0.0004369i,-0.00015372+0.00016281i,0.00083036-0.0004532i,0.0010617+0.00017909i,0.00056428+0.0007947i,-0.00033534+0.00062643i,-0.0011342+0.00078726i,-0.0011517+0.00080819i,-0.00089788-0.00015488i,-0.00068171-0.001045i,-7.8086e-05-0.0012053i,0.00039894-0.00083164i,-7.4941e-05-0.00015447i,-0.00028077+0.000383i,0.0003273+0.00052718i,0.00059043+0.00010718i,0.00049018-0.00033156i,0.00050211+5.6571e-05i,-0.00019993+0.00071588i,0.00022595+0.00065843i,0.00092629-0.00023357i,0.00067814-0.0010116i
-0.00051471-0.0017641i,-0.00033631-0.0020403i,-6.1613e-05-0.0013048i,0.00019285-0.00080405i,-0.00030151-0.00052492i,-0.00038166-0.00030913i,0.00034733-0.00037316i,0.00049392-0.00024708i,-0.00039535+9.3628e-05i,-0.0003516-0.0001847i,-0.00017077+1.6141e-05i,-0.00045443+0.00041379i,-0.00013487+0.00039214i,0.00035856+0.00026651i,0.00052312-0.000239i,-8.756e-05-0.00017255i,-0.00041568+4.498e-05i,8.4461e-05-0.00011231i,0.00060595+2.2404e-05i,0.00069756+0.00019373i,0.00018207+7.1427e-05i,-0.00084716-6.9058e-05i,-0.0012207-0.00043152i
0.00082385-0.00032865i,0.0014498+0.00037107i,0.002369+0.00071874i,0.0019171-0.00053395i,0.0004192-0.00050851i,-0.00021929+0.00049855i,0.00014298+0.00016015i,0.00062236-0.00022599i,0.00050639+0.0002603i,0.00028736+0.00099538i,-8.0969e-05+0.00063427i,-0.00021122+0.00028591i,0.00017576+0.00056463i,0.00066586+0.00093143i,0.00040994+0.00087138i,-0.00038111+0.00037179i,-0.00059845+0.00045652i,-0.00011172+9.7287e-05i,7.5335e-05-0.00056528i,-2.5894e-05-0.00033993i,0.00089707+7.0516e-05i,0.0010318-0.000227i,0.00041453-0.0010499i
-0.0036277+0.00093331i,-0.0048454+0.00075256i,-0.002842+0.0010498i,-5.6445e-05+0.0015694i,0.00090847+0.0012326i,0.0003+0.00072994i,-0.00023169+0.00034515i,0.00022045+0.00014322i,0.00049577+0.00019154i,0.00030043+0.00070781i,0.00069966+0.0011297i,0.00030606+0.00059684i,-0.00076886-1.5134e-05i,-0.00067451-0.00025927i,-0.00030117-0.00074978i,-2.0633e-05-0.0010352i,-0.00041567-0.00099562i,-0.00055837-0.00064813i,-0.00094587-6.1114e-05i,-0.00036449+4.3168e-05i,0.00075271+0.00030237i,0.00037588+0.00057697i,-0.00016246+0.00015734i
0.0029735+0.00021913i,0.0038896-0.00030453i,0.004019-0.0012945i,0.0033306-0.0014915i,0.0016316-0.00064504i,-0.00032284+5.7755e-05i,-0.00082487+0.0001236i,-6.6666e-05-0.00068534i,0.00086165-0.001678i,0.0013492-0.002016i,0.00077141-0.00097908i,4.1383e-05-0.00034848i,-0.00018721-0.00032418i,0.00024133-0.00024281i,0.00066232-0.0010542i,0.00060237-0.0010065i,0.00019801+1.9276e-05i,4.3855e-05+0.0002324i,-0.00014351+0.0002844i,-0.0004321+0.00012617i,-0.00035693-0.0003203i,0.00041776-9.7478e-05i,0.00056097+1.4071e-06i
0.0021763+0.001829i,0.0021788+0.0022024i,0.0016119+0.00071548i,0.0013895-0.00059013i,0.0010608-0.00057185i,0.00034592-0.00014246i,-0.00022815+7.0089e-05i,-0.00052894-0.00048471i,-0.00064012-0.0009122i,-0.00068197-0.00042151i,-0.00065458-0.0003878i,7.1423e-05-0.0009721i,0.00092538-0.00076436i,0.00079963-0.00055813i,0.00018591-0.00079927i,8.2539e-05+8.4694e-05i,-0.00017952+0.00059761i,-0.000617-5.4138e-05i,-0.00065155-7.4819e-05i,-0.0002544+0.00025683i,0.00060834-8.8659e-05i,0.0014725-6.9001e-05i,0.00080605+0.00056363i
-0.00014506-0.00012821i,-0.00037623-0.00033002i,0.00043786-0.00066274i,0.00083217-0.0010217i,0.00069012-0.00056503i,4.8996e-05+0.00049096i,-0.00089677+0.00056826i,-0.0012722+0.0006065i,-0.0010926+0.00069771i,-0.00065131-7.8631e-05i,-0.00014059-0.00048556i,-0.00030033-0.00024134i,-0.00049066-2.2437e-05i,0.00029004+0.00014332i,0.00084037-0.00029519i,0.00066684-0.0004757i,0.00051373-0.00036134i,0.00017069-0.000679i,0.00037185-0.0010526i,0.00081535-0.00061014i,0.00078161-0.00021392i,0.00023248-0.00012361i,-0.00041026-0.00054179i
-0.00068813+0.0001405i,-0.00040167-0.00033605i,0.00052515-0.00017836i,0.00085086+0.00019093i,-0.00014001+0.00064993i,-0.00056721+0.0010104i,-0.00078704+0.00063534i,-0.00077839+0.00080743i,-0.00064148+0.0015213i,-0.00066934+0.00059894i,-0.00066982-0.00051486i,-0.0010569-0.0005091i,-0.00042883-0.00047799i,0.00053167-0.00030851i,0.00029387-0.00020604i,9.6246e-05-0.00058636i,0.00047663-0.00094134i,0.00069928-0.00092523i,0.0012473-0.00057534i,0.00097759+0.00077866i,-0.00012013+0.0010749i,-0.00024576+1.3404e-05i,-5.5464e-05-0.00026535i
0.00053661-0.00063654i,0.00088336-0.00064016i,0.0014966-0.00024019i,0.0015692+0.00095669i,0.0017279+0.0010089i,0.0015145+0.00035902i,0.00080004-9.3086e-05i,0.00026031+0.00012333i,0.00015998+0.0011227i,-0.0002942+0.001799i,-0.00051735+0.0014956i,4.3418e-05+0.000579i,4.9435e-05-0.00019127i,-0.001085-9.4514e-05i,-0.0014534-0.00020315i,-0.0012319-0.00034656i,-0.0013375-0.00054533i,-0.00039765-0.00045819i,0.00057005-0.00021359i,0.00062395-0.00024469i,0.00076516-3.0197e-05i,0.00058918-0.0001144i,0.00043469-0.00081486i
-0.0011272+0.0021558i,-0.00063721+0.0022459i,0.00043712+0.0022807i,0.0020192+0.001461i,0.0024637+0.00012749i,0.0021743-0.00026992i,0.0011259+1.8432e-05i,0.0009382+0.00049259i,0.00082183+0.00037554i,0.00020335+0.00019982i,-0.00016618+0.00094978i,-0.00028187+0.0010668i,-0.00030867-2.9789e-06i,0.00071844-0.00076796i,0.0012819-0.00080828i,0.00053713-0.00031096i,-0.00015666+4.7382e-05i,-3.4957e-05-0.00019787i,0.0003821-0.00023944i,-0.00015188-0.00048092i,-0.00059436-0.00064296i,-0.00013407-0.00039282i,8.2789e-05-0.00057401i
-0.00040224+0.0023823i,7.9788e-05+0.002391i,0.0016035+0.0019643i,0.0022203+0.00014072i,0.0019704-0.0016057i,0.00079418-0.0010401i,-2.1561e-05-0.00022987i,0.00039157-0.00021608i,0.00067617-0.00031072i,0.00087172-0.0007368i,0.00060601-0.00073897i,0.00045016-5.4576e-05i,0.0011793+5.8381e-05i,0.0011753-0.00022377i,0.00010402-0.00044923i,-0.00077439-0.00025764i,-0.00046585+0.00033938i,8.9594e-05+0.00039734i,-3.0978e-05+0.00025743i,0.00031597+0.00039689i,0.00021286+0.00022055i,-0.00089013-0.00028123i,-0.0011401-0.00027722i
0.0038335+0.0014836i,0.0020294-7.8517e-06i,0.0016956-0.0010417i,0.0024168-0.0020275i,0.0015563-0.0024227i,-0.00024551-0.00071932i,-0.0010177+0.00055149i,-0.00081871+0.00050685i,-0.00019212-0.00037487i,-0.00034457-0.0010024i,-0.00044508-0.0015536i,-0.00017071-0.0013142i,-0.00026639-0.00029713i,-0.00037729+0.0007706i,-0.00049903+0.00069536i,-0.00048543+0.00018076i,3.4655e-05+0.00022733i,0.00054798+0.00045347i,0.00063811+7.6214e-05i,0.00023022-0.00027494i,0.00011129-2.2472e-05i,8.5715e-05+0.00019016i,-0.00043711-8.4821e-05i
-0.0013327-0.00032234i,-0.0012123+0.00044582i,-0.0009781+0.00049065i,-0.00050602+0.0013719i,-4.9808e-05+0.0021986i,0.0004877+0.0017203i,0.00017748+0.00061262i,-0.00074809-4.4722e-05i,-0.0010315-2.7923e-05i,-0.00092944-0.00035751i,-0.001186-0.0010739i,-0.00047882-0.00081789i,0.00035819+5.5953e-05i,0.00012353-0.00012105i,-0.0005-0.00046545i,-0.0011835-0.00051963i,-0.0001356-0.00043205i,0.00050369-0.00075766i,0.00021874-0.00025113i,0.0006616+0.00067726i,0.00083116+0.00048238i,0.0005467-5.1804e-05i,-0.00016214+9.1794e-05i
0.0009151+0.001702i,0.0011136+0.0017847i,0.0011031+0.00076525i,7.6891e-05+0.00040871i,0.00017262+0.00056841i,0.00058993+0.00054518i,-0.00010319+0.00057152i,-0.00089028+0.00094327i,-0.0010781+0.00048165i,-0.00089535-7.297e-05i,-0.00076863-0.00051304i,-0.0007491-0.00047833i,-0.00031469-0.0010434i,-0.00029537-0.00075944i,-0.00030864-0.00021426i,0.00080955-0.00079414i,0.0010389-0.00082955i,0.00060393-0.00048876i,0.00079408-0.00084833i,0.00069133-0.0015504i,0.00074567-0.0010598i,0.00010383-0.00060526i,-4.532e-05-0.00031797i
-0.0013209-0.0015876i,-0.0019892-0.0010706i,-0.000748-0.0010746i,0.00013682-0.0019252i,0.00015313-0.0017585i,-0.00030854-0.00032819i,-0.00041832+0.00030758i,-0.00052204+0.00071476i,-0.00023187+0.0013597i,-6.9472e-05+0.0015744i,-0.00053149+0.0015176i,-0.00074687+0.0010827i,7.7681e-05+0.00041939i,6.6679e-05+0.00037377i,-0.00089945-2.8408e-05i,-0.0010214-0.00069137i,-0.00062971-0.00066711i,-0.00061933-0.00015132i,-0.00062808-0.00026813i,0.00023837-0.00027483i,0.00086347-0.00021668i,0.0011946-0.00035823i,0.00035034-0.00013586i
0.0020981+0.00070259i,0.0021235+0.00064577i,0.0010465-0.00089519i,0.0013406-0.0016184i,0.00095546-0.0011779i,-0.00041879-0.0011078i,-0.00095812-0.001625i,-0.00019678-0.0017665i,0.00069942-0.00065187i,0.00077624+0.00089809i,0.00015742+0.00093418i,2.4926e-05+0.00044314i,0.00067233+0.00074561i,0.0002873+0.00052834i,-0.00050243+0.00043035i,-0.00056311-0.00026693i,-0.00069386-0.0010791i,-0.00084676-0.00066522i,-0.00055351+6.967e-06i,0.00037419+9.5098e-05i,0.00057413+0.00029807i,-0.00016762+9.7963e-05i,0.00015657-5.3405e-06i
-0.00067812+0.0017293i,-0.00044716+0.0018867i,0.00025783+0.0012463i,0.0012255+0.0006203i,0.0010008-0.00018283i,0.0004853-0.00039838i,0.00070542-0.00015953i,0.00018221+5.6782e-05i,-0.00086794-0.0003519i,-0.00033057-0.00049418i,0.00062092-8.5364e-05i,0.0012652+3.5301e-05i,0.0014004+0.00077165i,0.00045905+0.00093143i,-0.00030107-0.00038746i,-0.00032001-0.00084797i,-0.00028141-0.00032573i,-0.00053898+0.0002842i,-0.00061775-0.00024873i,-0.00067391-0.00030553i,-0.00068656+6.696e-05i,0.00013543+0.00015203i,0.00045274+0.00033364i
0.0015279-0.00038928i,0.0007517-0.00044238i,0.001151-0.0017609i,0.0016438-0.0022659i,0.00089958-0.0012012i,-0.00059892-0.00026137i,-0.00084062+0.00053705i,-0.00034599+0.0003869i,-0.00023084+0.00036409i,-0.00042681+0.00027191i,-0.00023906-0.00082465i,-0.00032049-0.00051148i,-0.00067071+0.00025835i,-0.00042642+3.7329e-05i,0.00067236-0.00027074i,0.00064295-0.00051544i,0.00043275-0.00036989i,0.00079603-0.00032003i,0.00056854-0.0004856i,0.0005242+0.00011935i,0.00031665+9.6196e-05i,2.6298e-05-0.00081434i,0.00030093-0.00084813i
-0.0019579+0.0017861i,-0.0012079+0.0020535i,0.00018654+0.0030349i,0.0015827+0.003001i,0.0023665+0.0022143i,0.0021531+0.0012188i,0.00077417+0.00052995i,-0.00085581+0.0011234i,-0.00094602+0.0017598i,0.00023316+0.00086929i,7.03e-05-0.00045393i,-0.00039159-0.00081225i,-0.00029616+0.00027597i,-0.00034867+0.00035405i,0.00020063-0.00064377i,0.00055817-0.00029428i,0.00055274+0.00040019i,0.00050744-6.9306e-05i,0.00056809-0.00033323i,0.00021053-0.00065051i,3.8129e-05-0.0013133i,0.00019527-0.0015681i,-8.7973e-05-0.0013773i
-0.00059098-0.0019106i,-0.0012678-0.0020132i,-0.0018513-0.0013997i,-0.00086129-0.00015634i,-0.00027468+0.00019282i,0.00047667+0.00045102i,0.00091692+0.00029881i,0.0013228+0.00018936i,0.0011108+0.00081492i,-4.4665e-05+0.0015619i,-0.00077626+0.0010762i,-0.00034225-0.00026971i,0.00061014-0.001135i,0.00059669-0.0010556i,0.00073419-0.0006228i,0.0010039-0.00012489i,0.00031677+0.00015149i,-0.00028147-0.00030378i,-0.00042769-0.00036915i,-0.00046224-0.00017254i,-0.0003219-7.5021e-05i,0.00030865+0.00027754i,0.00026708+0.0004009i
0.00052684-0.00011189i,0.0013465-0.00036734i,0.0014515-0.0010713i,0.00051539-0.0016643i,-8.5161e-05-0.00088879i,1.1244e-05-0.00030725i,0.00080925-0.00046166i,0.0006558-0.00057452i,0.00028126-0.00047062i,0.00011537-0.00033214i,0.00020851+0.00034361i,0.00056422+0.00056698i,5.6458e-05-1.143e-05i,-0.00053947-1.2894e-05i,-0.00069632+0.00032077i,-0.00035837+0.00036556i,0.00032532-0.00025789i,0.000461-0.00072833i,-0.00014074-0.00033954i,-0.00044811+0.00016489i,0.00058918+0.00057644i,0.0013647+0.0002879i,0.0012318-0.00037746i
-0.00021692-0.0028643i,0.00074501-0.0026796i,0.00028172-0.0016779i,-0.00076414-0.00054015i,-0.0017197+0.00025402i,-0.00093411+0.0008586i,-0.00014982-0.00010271i,-0.00034551-0.0017025i,-0.00086853-0.0019086i,-0.00086572-0.00047321i,-0.00021167+0.00096009i,3.345e-05+0.0013479i,-0.00012429+0.0011954i,-0.00012959+0.00074381i,0.00073387+0.00043748i,0.001383+0.00012281i,0.00086343-0.00047374i,8.2469e-05-6.4301e-05i,-0.00046351+0.00014701i,-0.00069604+3.9941e-05i,-0.00036177-4.9494e-05i,0.00072445-0.0008212i,0.0007437-0.00067183i
-0.00022875+0.0017093i,-0.00057427+0.00090899i,-0.00089748+0.00050194i,0.00017493-0.0001772i,0.0014197-0.00053473i,0.00060824-0.00075735i,-0.0009483-0.001615i,-0.0017528-0.0021738i,-0.0019503-0.0018142i,-0.00074095-0.00043436i,0.00099433+0.00067325i,0.0010723+0.00093486i,-3.1735e-05+0.00062353i,-0.0004588+0.00057824i,-0.00025662+0.00041587i,-0.00042393+0.00049083i,-0.00090187+0.00094348i,-0.00031118+0.00013444i,-0.00013453-0.00037926i,-0.00016322+0.00024133i,0.00083363+0.00060028i,0.0013969+0.00063237i,0.001207+0.00044312i
0.00025854+0.0020834i,-0.00041299+0.0016898i,0.00052296+0.0010712i,0.0019239+0.00068636i,0.0022651+8.9167e-05i,0.00099244-0.00021429i,-0.0014169-3.2624e-06i,-0.0023997+0.00029381i,-0.0019623+0.00091262i,-0.0008612+0.00084624i,0.00027681-0.00021778i,0.00075262-0.0014929i,0.0012943-0.0014316i,0.00051888-0.00052426i,-0.00039016-0.00063788i,-0.00014939-0.00064844i,0.00033466-0.00012352i,0.00033045-9.8534e-05i,-0.00043913+9.5059e-05i,-0.00083033+0.00012571i,-0.0004801+0.00061716i,0.00039261+0.00067251i,0.001234-0.00022109i
0.0017885+0.0018347i,0.0024645+0.0017762i,0.0033464+0.00028724i,0.0033261-0.00061851i,0.0023656-5.984e-05i,0.00042807+0.00060869i,-0.00037529+0.00097052i,-0.00037193+0.0015259i,-0.00047289+0.0018613i,-0.00031938+0.0010223i,-0.00030497-0.00012197i,-0.00043296+0.00034987i,0.0006658+0.00034555i,0.0017996-0.00046517i,0.0011065-0.00062212i,1.064e-05-1.1717e-05i,0.00010588+0.00022331i,0.00089983-0.00075828i,0.00094422-0.0010946i,0.00040075-0.00055302i,0.00017232+0.0004723i,0.0004012+0.0007861i,9.3405e-05-0.00023722i
-0.00068058+0.0013414i,0.0006692+0.00080139i,0.0015119+0.0015314i,0.0020914+0.00073457i,0.0023364-0.00019117i,0.00098981-0.00044121i,-0.00019533-0.00025433i,-8.9873e-05+0.00086994i,0.0012256+0.0014312i,0.0020054+0.00086387i,0.0010551+0.00034661i,-0.00013149+0.00076135i,-0.00018906+0.00043593i,0.00022084-0.0006655i,0.00034307-0.00053871i,-0.00032394-0.00015382i,-0.00089702-0.0003973i,-0.00024497-0.0010554i,0.00029168-0.00092188i,0.00028823-0.00056465i,0.00027007+0.00016215i,0.00036172+0.00036042i,-0.00035194-0.00016841i
-0.0011564+0.0019553i,0.00061111+0.0018627i,0.001123+0.001222i,0.00094575+0.00044923i,0.00079191+0.00064101i,-0.00028153+0.00072676i,0.00013296+0.00052106i,0.0020405+0.00022064i,0.0027113-0.00020297i,0.0013993+0.00020757i,-0.00069404+0.00053606i,-0.0014026-6.2712e-05i,0.00010549-0.00030747i,0.00053117-0.00040987i,0.00036414-0.00052111i,0.00060656-0.00069188i,0.00026364-0.00072265i,-0.00011318-0.00061038i,0.00017864-8.4468e-05i,0.0010393+0.00024869i,0.0013776+0.00016657i,0.0011258+5.8424e-05i,0.00040604+7.0466e-05i
-0.0016236+0.0012803i,-0.00084658+0.0012029i,-4.3223e-05+0.0003271i,-0.00024079+0.00031431i,-0.0003081+0.001458i,0.00085815+0.0012492i,0.0016891+3.7236e-05i,0.0019715-0.0015468i,0.0015341-0.0025197i,0.00056699-0.0010665i,-0.00013369+0.00080212i,-0.00032593+0.00075272i,-1.474e-05-0.0003469i,5.3893e-05-0.00099228i,-0.00014868-0.00046093i,-8.3144e-05+0.00016798i,-0.00086726-4.9683e-05i,-0.0016503+9.5241e-05i,-0.00082372+0.00018738i,0.00087792+9.9948e-05i,0.00068792+0.0003973i,-8.5432e-05+0.00097557i,0.00048265+0.00052463i
-0.00038579+0.0016464i,-0.00014153+0.0026397i,0.0012173+0.0015732i,0.0027345+0.00035137i,0.0015035+0.00035776i,-0.00059285+1.7621e-05i,-0.0018842-0.0006398i,-0.0025279-0.001939i,-0.0021273-0.002045i,-0.00099782-0.00016151i,0.00029631+0.00046623i,0.000707-7.1661e-05i,0.00066884+0.00027118i,0.00040541+0.00038619i,0.00042287-0.00032825i,0.00032771-0.0002748i,0.00040006+0.00034358i,0.00036001+0.00047001i,0.00050696-0.000365i,0.00053665-0.00069225i,-0.00018429+5.1651e-05i,-0.00020895+0.00030462i,-0.00056779-9.5187e-06i
-0.00030865-0.0015956i,0.00018384-0.0021345i,-2.9696e-05-0.0013621i,-8.2579e-05+0.00085595i,0.00060714+0.0022214i,0.00072919+0.00072668i,-0.00046759-0.00017763i,-0.0021795+0.00026305i,-0.00298+0.0011587i,-0.0015983+0.0017263i,0.00048306+0.0012761i,0.00069338+0.00097157i,0.00017534+9.3833e-05i,0.00043198-0.00028784i,0.00092091+0.00044071i,0.0014863+0.00072172i,0.0009828-0.00020157i,0.00055931-0.00041387i,0.00076548-0.00016316i,0.00053392-0.00079058i,0.00064415-0.000724i,0.00051224-0.00024781i,-0.00045586-0.00011573i
0.0011926+0.0008792i,0.0013892+0.0021032i,0.0020987+0.0024517i,0.0021692+0.0010469i,0.0014628-0.00035289i,0.00095215-0.00016071i,0.00014317+0.00070058i,-0.00053181+0.0021102i,-0.00057936+0.0023749i,8.6063e-05+0.0011086i,0.00075813-0.00054781i,6.5783e-05-0.0013978i,-0.00019883-0.0010576i,7.0544e-05-0.00049234i,-0.000714-0.00069973i,-0.0013848-0.0006971i,-0.0012174-0.00085225i,-0.00016911-0.00080873i,0.00069678-0.00056801i,0.00040928-0.00052893i,0.00017325-0.00031531i,0.00025016-0.00030903i,-0.00027161-0.00050449i
-0.00014125-0.00099643i,0.00035401-0.0007975i,0.00131-0.00106i,0.001556-0.00087514i,0.00058015-4.4121e-05i,0.00015076+0.00070058i,0.00013585+0.0014046i,0.00050625+0.0018676i,0.0011812+0.0017231i,0.0016101+0.00077536i,0.00093925-0.00053713i,-0.00030849-0.00092446i,-0.00033536-4.7315e-05i,6.0911e-05+3.9604e-05i,-0.00071701-0.00020811i,-0.0011121+0.00014568i,-0.00044617+0.00067697i,-0.00048031+0.00063215i,-0.00065559-0.00075303i,0.0001855-0.0004335i,0.0011916+0.00037285i,0.001148+0.00024617i,0.00049328+0.0005566i
0.00096095+0.00095159i,0.0009646+0.0010414i,0.0010129+0.002327i,0.00097902+0.003108i,0.00061582+0.0024992i,0.00083184+0.0011985i,0.00078083+0.00084259i,0.0013152+5.389e-05i,0.0023454-0.0012138i,0.0017842-0.0011941i,5.4651e-06-0.00025915i,-0.00073661+0.00097411i,-0.00041111+0.00067776i,-0.00058565-0.00016378i,-0.00059242-0.00041608i,0.00010923-0.00068194i,0.00059817-0.00050949i,0.00025643-0.00028709i,-0.0007483-0.00072271i,-0.0010737-0.0005171i,-0.00047079+0.00018409i,-0.00018205-0.00025159i,-0.00047731-0.00029872i
-0.00083404-0.0028139i,-0.0015753-0.0031926i,-0.001135-0.0019719i,-0.00068268-0.00015479i,0.00049064+0.00088005i,0.0016052+0.00053543i,0.001063-0.00052646i,0.00048925-0.0013208i,0.00019379-0.0017045i,0.00015517-0.0012021i,0.00021028-0.0002544i,0.00043023+0.00030061i,0.0014752+0.0008356i,0.0017681+0.0004626i,0.0010525+8.7743e-05i,0.0007565+1.0113e-05i,0.00050334-5.5593e-05i,-0.00013071+0.00045339i,-0.00048699+0.0010451i,-0.00042368+0.00062603i,-0.00012228-0.00016964i,9.8215e-05+8.2535e-05i,-0.00049548+8.3586e-05i
-0.0012079+0.0025331i,-0.00021992+0.0025925i,0.0011129+0.0026472i,0.002134+0.0016716i,0.0020287+0.00026951i,0.0012573-0.00096213i,0.00016303-0.0013245i,-0.001944-0.00079241i,-0.0023565-0.00055034i,-0.0011992-0.00030942i,0.00048677+0.0006093i,0.0013172+0.0012697i,0.0010699+0.00056712i,0.00024156-0.00050967i,-6.2842e-05-0.00088984i,0.00080134-0.00031905i,0.00041882-0.00030468i,-0.00037049-0.00051099i,-0.00027611+0.000171i,8.5819e-05+0.00054026i,0.00057881+8.5144e-05i,0.00073574-0.0004699i,0.00069788-0.00056456i
0.0015781-0.00041003i,0.0013523+0.00058234i,0.00087994+0.00010174i,0.0018907-0.0009206i,0.0017113-0.00070189i,0.00023089+0.00027598i,-0.00084296+0.00087646i,-0.0019885+0.0013225i,-0.0028317+0.0021334i,-0.0024875+0.0023819i,-0.0007182+0.0011997i,0.00058321-0.00037728i,0.00031049+0.00014475i,0.00034396+0.00092074i,0.00053228-0.00012955i,0.00045629-0.0010228i,0.00026913-0.00041473i,0.0001297-0.00041619i,0.00035346-0.00045291i,0.0001967+0.001025i,0.00057034+0.0011253i,0.00056823+0.00049877i,-0.00012806+0.0010674i
0.00028591+0.0024958i,-5.8771e-05+0.0023853i,0.00114+0.00070119i,0.0021283-0.00075836i,0.0010573-0.00089201i,-0.00062369-0.00052806i,-0.0016374+0.00034553i,-0.002126+0.001744i,-0.000893+0.0026381i,0.00094635+0.0017429i,0.001152-0.00022259i,-0.0001346-0.0014239i,-0.0010613-0.0016569i,-0.00067259-0.0015507i,-0.00035435-0.001374i,-0.0010249-0.0011032i,-0.00058559-0.00055809i,0.00075405-0.00017616i,0.0011825-0.00042519i,0.00038002-0.00030348i,8.3321e-06-7.0911e-05i,-0.00013042-0.00055903i,0.00027061-0.00021173i
-0.0020988+0.00043377i,-0.00065415-4.7758e-06i,0.00091731+0.0009629i,0.0017166+0.0018971i,0.00144+0.0016678i,0.00090911+0.00035666i,0.00055432-0.0001208i,0.00058422+0.0013494i,0.00073762+0.0024286i,0.00020474+0.0015354i,-0.00035858-0.00051461i,-0.0013699-0.0010299i,-0.0017879-0.00032534i,-0.00034985-4.4594e-05i,-0.00022099+0.00024271i,-0.00070674+0.00085274i,2.2238e-05+0.00054927i,-0.00051102-6.0167e-05i,-0.0013656-0.00034266i,-0.0010983-0.00038281i,-0.00062142-0.0001919i,0.00013034-0.00057061i,0.00050672+8.1433e-05i
-0.00033697+0.0017216i,7.9035e-05+0.0014995i,0.0018244+0.0012706i,0.0020709+0.00094008i,0.00090608+0.00044487i,0.00029082+0.00020637i,0.00071495-0.00026541i,0.0010556-0.00061506i,0.0014024-0.0010562i,0.0010574-0.00092945i,-0.00090862-0.00063187i,-0.0015428+0.00015412i,-0.00050572+0.0010097i,-1.5584e-06+0.00020371i,-0.00016851-0.00021111i,-0.00053485-0.00020124i,-0.0010745-0.00010569i,-0.0010994+0.00012906i,-0.00067406-4.1392e-05i,0.00027422-1.2628e-05i,0.000464+0.0002955i,0.00030832+0.00054568i,0.00072197+0.00033509i
