-0.0016403+0.0013889i,-0.0001578+0.00047597i,-0.00083651+0.00067985i,-0.001338+0.00074641i,-0.0010952+0.0016135i,-0.0013983+0.0024903i,-0.00092054+0.0028478i,0.00030577+0.0025588i,0.0013946+0.0011876i,0.0010598+0.00038948i,0.00023403-0.00037568i,-0.00060872-0.00080545i,-0.0007215-0.00023437i,-0.00052425-0.00064621i,-0.00057848-0.00071426i,-0.00034152-0.00035008i,0.00039295-9.4651e-05i,0.00091328+0.0003545i,0.00077576+0.00034648i,0.0005023-0.00011513i,0.00057966-0.00027914i,0.00047605+0.00028738i,0.00012097+0.00023933i
-0.0013061-0.001565i,-0.00082712-0.00059048i,-0.00013922+0.0013117i,2.0374e-05+0.0026798i,0.00016677+0.0026736i,0.00068896+0.0013494i,2.8984e-05+0.00044876i,-0.00075924+0.00063246i,-0.00073869+0.00055188i,-0.0007141-4.1079e-05i,-0.00043929-0.00038176i,-0.00064941-0.00018377i,-0.00027843-0.00089286i,0.00037343-0.0011334i,0.00017752-0.00038018i,-0.00035647-0.00082728i,-0.00042926-0.0011861i,0.00030133-0.00054782i,0.00088659-0.0009242i,0.0011406-0.0014181i,0.00047749-0.00051949i,0.00030228+0.00015155i,0.00017367+0.00018604i
0.0013151-0.00042793i,0.0018591-0.00094974i,0.0019355-0.00026178i,0.0015422+0.0010726i,0.00044564+0.0016176i,-0.00037284+0.00085498i,-0.00038504+0.0010792i,-0.00025582+0.0012976i,0.00038282+0.00062336i,0.00058065-0.00014502i,0.00040369-0.0001816i,-0.00079706+0.00034443i,-0.0017056+5.6182e-05i,-0.0012881+0.0001339i,-0.00013447+0.00014784i,9.5147e-05-0.00011188i,-0.00063655-6.9151e-05i,-0.00023665-0.00037992i,-1.9765e-05-0.00029286i,-0.00054657+0.00023851i,-0.00069049+0.00048245i,-0.00012516+0.00038719i,0.00057658+0.00013868i
0.00055276+0.0024322i,0.0016336+0.0017142i,0.0021227+0.00061077i,0.0020007+0.0010542i,0.0015847+0.0021467i,0.0011105+0.001391i,0.0011078+0.00043903i,0.0011948+0.00084701i,0.0010634+0.0003633i,0.00013079-0.00046635i,-0.001091-0.00027691i,-0.0018586-0.00071795i,-0.0021435-0.00077341i,-0.0014312-0.00010189i,-0.00032377+0.0001333i,0.00039302-0.00025307i,0.00029233-0.00043997i,0.00052345+0.00083063i,0.00096224+0.0014537i,0.00034178+0.0009439i,-0.00011237+0.00065593i,0.00021834+0.00021009i,0.00038018-0.00048734i
0.00024907+0.0027099i,0.00073289+0.0032982i,0.0012555+0.002972i,0.00080046+0.0030443i,6.2461e-05+0.0025483i,7.8531e-05+0.0013066i,-0.00013798+0.0015322i,-0.00027694+0.0017006i,-0.00023208+0.00085769i,9.3065e-05+0.00050053i,-0.00062052-2.4111e-05i,-4.6635e-05-0.00045489i,0.00074106-0.00072156i,0.00062496-0.0013252i,0.0005832-0.0011809i,-0.00023302-0.00048104i,-0.00024611+0.00018169i,-0.00016043+5.7283e-05i,-0.00055047+0.0001996i,-0.00032466+0.00049278i,-0.00034498-0.00013241i,-0.00066866-4.1555e-05i,-0.0012238-0.00016724i
-0.0016339+0.00026428i,-0.0011636+0.001372i,2.5325e-05+0.0033725i,0.00071752+0.0042086i,0.0002914+0.0035496i,0.00041369+0.001482i,0.00077101+0.00090212i,0.0011017+0.0013319i,0.00088482+0.0004801i,0.00021064-0.00019115i,-0.00033989-0.00025403i,0.00012092-0.00068779i,0.00045277-0.00075569i,0.00020735-0.00060924i,6.1044e-05-0.00064723i,0.00031896-0.0006849i,0.00025938-0.00052411i,-0.0001496-0.00035964i,-0.00013138-0.00059442i,-0.00038872-0.0006334i,-0.00080747-0.0011554i,-0.00079683-0.0012235i,-0.00085569-0.00032289i
-0.0011744-0.0005684i,-0.0014941+0.00014637i,-0.0013025+0.0011554i,0.00055112+0.0024257i,0.0013213+0.0029106i,0.00054995+0.0019986i,5.7369e-05+0.0020118i,0.00022487+0.0015768i,0.0006223+0.00032549i,0.0011962+0.0001627i,0.00058894-0.00019578i,6.3852e-05-0.0006394i,0.0003732-0.00016348i,0.00089652+2.7453e-05i,0.0012738+0.00016289i,0.00086875+0.00056507i,7.7104e-05+0.00096938i,-9.6765e-05+0.00164i,4.9085e-06+0.0013602i,-0.00015792+0.00049174i,-0.00046216+0.00032912i,-0.00057865+0.00080142i,-0.0006104+0.00018443i
0.00038242-0.00092575i,0.0002694-0.0005802i,0.00041043-5.4093e-05i,-0.00020646+0.00060844i,-0.0013343+0.0010174i,-0.0012133+0.00097422i,-0.00040657+0.0011416i,0.000269+0.001141i,0.00088263+0.00024198i,0.00037524-0.00040321i,-0.00043757-0.00034465i,-0.00070162-0.00046561i,-0.000702-6.5999e-05i,-0.00041683+0.0010597i,-0.0003242+0.0013059i,-0.00057496+0.0010961i,-0.000539+0.0012554i,-0.00083186+0.0008308i,-0.00028606+0.00037927i,-0.00038147+0.00013447i,-0.0009973+1.9195e-06i,-0.00063487+0.00060524i,-0.00055555+0.00085921i
0.0024887+0.0017066i,0.0027308+0.00085996i,0.0030113+0.0017556i,0.0021239+0.0025365i,-9.9405e-05+0.001621i,-0.00037554+0.00046748i,0.00013844+8.1941e-06i,0.00015158+0.00025282i,0.00083455+0.00050194i,0.0016467+0.00034728i,0.00061567+7.0307e-05i,-0.00047526+0.00026097i,-0.00094264+0.00081353i,-0.0012732+0.00048525i,-0.0011622-0.00014805i,-0.00048441+0.00021725i,0.00024636+0.0011316i,0.00064249+0.00090267i,0.00042766-8.2454e-05i,0.00016887-0.00018578i,0.00043335+0.00069727i,0.00032552+0.00098612i,-0.00023087+0.00084916i
0.0017057-0.0012274i,0.00096386-0.00035187i,0.00027903+0.00043605i,-0.00040763+0.0023966i,-0.00037163+0.0033841i,8.0475e-05+0.002479i,0.00081648+0.0015438i,0.0011461+0.00060129i,0.00044037+0.00014799i,-0.0009596+0.00045784i,-0.00085025+0.00025989i,4.6081e-05+0.00068846i,-0.00040806+0.00071967i,-0.00092705+0.00062479i,-0.00022072+0.00086047i,0.0008283+0.00029428i,0.00046821+1.0002e-06i,-0.00051071+0.0006767i,-0.00044616+0.0011575i,0.00038925+0.00059294i,0.00071981-0.00046059i,0.00025773-0.00042032i,-0.00026907+0.0001488i
-0.00017667+0.0010627i,0.0010226+0.002361i,-6.3187e-06+0.0023152i,-0.0011876+0.0024915i,-0.00083241+0.0028667i,0.00011997+0.0018549i,-0.00029288+0.00092592i,-0.0014353+0.00087753i,-0.00092569+0.0002031i,-0.000744-0.00040484i,-0.00061406-0.00060521i,-0.00032044-0.00041459i,-0.00037265-0.00056959i,-0.00021607-0.00024428i,-6.7312e-05-7.9614e-05i,-0.00016806+0.00013429i,-0.00068764+0.00045269i,-0.00057502+0.00071524i,-0.00037144+0.00013724i,-0.00039107-0.00032758i,-0.0003616-0.0001105i,-0.00039258-0.00024495i,-0.00069547-0.00047539i
-8.4146e-05+0.0023074i,0.00034573+0.0010779i,0.00044977+0.00089181i,0.00050519+0.0013311i,0.00027197+0.00073304i,-0.00046666-0.00020852i,-0.00041772+0.0001615i,-5.8941e-05+0.00054341i,0.00053957+0.00012094i,0.00049245-0.0011016i,5.4463e-05-0.00098596i,-0.00062459-0.00041849i,-0.0010124-0.00059949i,-0.0012245-0.00076866i,-0.00099305-0.00067146i,-0.00017171-3.1041e-05i,3.81e-06+0.00023352i,0.00045694+0.00045324i,0.00063484-0.00054584i,0.00011682-0.00053818i,-0.00070368+0.00010109i,-0.00083137+8.2266e-05i,-0.00015349+4.3842e-05i
-0.001794-0.00086201i,-0.0030575-0.00093895i,-0.0023352+0.00021664i,-0.0012611+0.0020376i,-0.00067191+0.0026902i,-6.8419e-05+0.0020312i,0.0002181+0.0020246i,0.00071173+0.0015872i,0.00023998+0.00022451i,-0.00048386-0.00083384i,-0.0006255-0.00030703i,-0.00023344-0.00041144i,-0.00027927-0.0017971i,-3.245e-05-0.0017396i,0.00035566-0.00089643i,1.5574e-06-0.00027651i,-0.0001677+5.0801e-05i,0.0003357+0.00058807i,0.0011267+0.00081027i,0.00080025+0.00099188i,9.1488e-06+0.0011353i,-0.00034004+0.0006513i,-0.00034559-0.00035761i
-0.0010835-0.00047426i,-0.00012003-0.0010238i,0.0004648+6.6325e-05i,0.0015578+0.0019141i,0.0013614+0.0032052i,0.00017059+0.0021764i,-0.00021433+0.0008291i,0.00060431+0.00077089i,0.0015927+0.0005466i,0.0015315-0.00059154i,0.00017871-0.0015375i,-0.00084544-0.0009576i,-0.00070192+0.00012487i,-0.00037525+0.00075017i,-0.00016498+0.00033001i,-3.7982e-05+2.0202e-05i,-0.00023657+0.000664i,-0.00073206+0.0010497i,-0.00014624+0.00081995i,0.00011584+9.4698e-05i,-0.00051949-0.00050453i,-0.0006132-0.00040541i,-9.6573e-05-0.00021872i
1.9689e-05-0.00077149i,-0.00024927+0.00041774i,-0.00063986+0.0019043i,-0.00015577+0.0029153i,0.00068455+0.0025328i,0.00043124+0.00084024i,0.00032754+0.00057779i,0.00024069+0.0014735i,0.00060818+0.00099543i,0.00062485-0.0002912i,0.00019566-0.0003219i,0.0006769-0.00017583i,0.00068388-0.00020076i,0.00040193-0.00031731i,0.0005835-0.0001767i,0.00024822+4.7154e-05i,-0.00019427-0.00039357i,-6.4772e-05-0.00035035i,-3.803e-05-0.00038587i,-0.00019221-0.00040909i,-0.00066863-9.2553e-05i,-0.00096781+0.00012352i,-0.0004895+2.9273e-05i
-0.00078336-0.00083638i,-0.0010386+0.00083866i,-0.001392+0.0016349i,-0.0012338+0.0027418i,-0.00086773+0.0026773i,-0.0004981+0.0013414i,4.0916e-06+0.00068364i,0.00012557+0.0008061i,-9.601e-05+0.00084556i,-0.00031189+0.00072955i,0.00012752+0.00061156i,0.00056991+0.00012829i,0.00058312-6.1615e-05i,0.00035898+6.7275e-05i,0.00084648-0.00050697i,-2.7752e-05-0.00023791i,-0.00033939+0.00018838i,3.2513e-05-0.00017811i,-0.00062505-0.00072101i,-0.00044902-0.0011593i,-8.2256e-05-0.0015964i,-0.00036599-0.001545i,-0.00040015-0.00094128i
0.0010065-0.00034933i,0.00090094-0.00033501i,0.0018491+0.0010474i,0.001268+0.0021162i,-0.00033721+0.002165i,-0.00056089+0.0011182i,0.00043828+0.00045134i,0.001398+0.00069271i,0.0017406+0.00049491i,0.0016875+5.9902e-05i,0.0013861-7.5699e-06i,0.001301+0.00029094i,0.0009595+0.000418i,0.00050627-9.8652e-05i,-0.00021561-0.00033228i,-8.7838e-05+0.00049888i,0.00022704+0.0010552i,-0.00017607+0.00069006i,-0.00023386-4.2555e-05i,0.00020531-0.00060305i,0.00053649+0.00016975i,0.00065248+0.00057567i,-0.00029279-0.00024375i
-0.00083639+0.0028071i,0.00077874+0.0025532i,0.0013508+0.0025382i,0.0023485+0.0028261i,0.0025166+0.0020921i,0.0012066+5.1047e-05i,0.00027291-0.00014784i,0.00021367+0.00088807i,0.00042229+0.00071079i,0.00076767-0.00043732i,0.00074492-0.0007041i,0.00052471+0.00017751i,0.00045014+0.0010546i,0.00015398+0.0012556i,-0.00060732+0.00058319i,-0.00038306+9.8944e-05i,0.00034535+0.00059415i,0.0005553+0.00080745i,0.0003809+0.00056841i,0.00016377-0.00015285i,0.00047668-0.00043016i,0.00056845-0.00037725i,-0.00031699-0.00026286i
-0.00069839-0.00012235i,-0.00045333-3.8517e-06i,0.00039924+0.0013066i,0.00052822+0.0025885i,-6.3025e-05+0.0029312i,9.2723e-06+0.0025405i,0.0002011+0.0016791i,0.00056202+0.0011012i,0.0012017+0.0010522i,0.00042814+0.00047557i,-0.00088467+0.00046637i,-0.00085128+0.0014973i,-0.00063039+0.0014071i,-0.00070601+0.00073762i,-0.00041733+0.000319i,0.0002623+0.00089879i,0.00058907+0.0019107i,0.00056505+0.0012903i,0.0006223+0.00066766i,0.00054618+0.0009332i,0.00071847+0.00067799i,0.00027208+0.00027947i,-0.00018007-4.9085e-05i
-0.00017646-0.0007522i,0.00088265-0.00039246i,0.0010673-9.9942e-05i,0.0007519+0.001105i,0.00038171+0.0025253i,-0.00039708+0.0031052i,-0.00078747+0.0025239i,-7.2621e-05+0.0017193i,0.00039496+0.00088015i,-0.00038557+7.3411e-05i,-0.00077245-0.00049916i,-0.00075023-0.00084072i,-0.0012395-0.00045354i,-0.00083191+0.00037235i,-0.00058043+9.3996e-05i,-0.00099213+0.0003016i,-0.00083461+0.0011351i,0.00040797+0.00055597i,0.00082956-0.00019586i,-9.9782e-05-0.0006008i,-0.00073155+0.00019158i,-0.0010163+0.00081612i,-0.00088059+8.4156e-05i
-0.0011273+0.0016322i,-0.00030214+0.0024715i,0.00023569+0.0042628i,0.00041427+0.0044941i,0.00061742+0.0031043i,0.00063292+0.0016696i,0.00024428+0.0014253i,-0.00022551+0.001002i,0.00027508+0.00075426i,0.00060223+0.00055374i,-0.00046398-0.00019464i,-0.0017543-0.0005177i,-0.0016315-0.00021383i,-0.00070326+0.00015614i,-0.00032075+0.00011032i,-8.0555e-05+0.00017596i,0.00029091+0.00041637i,0.00040711+0.00061907i,-0.00010493+0.00064727i,-0.00015819+0.00019768i,-0.00024313-0.00048564i,-0.00048032+6.282e-05i,0.00017657+0.00044404i
0.0016462-0.0021714i,-4.4508e-05-0.0016595i,-0.0007967-0.0016433i,-0.00079612-0.0010992i,-0.0014009+6.863e-05i,-0.0012593+0.001242i,-0.00023635+0.0017297i,0.00016028+0.00078876i,-0.00017046-0.0003723i,-0.00090815-0.00069558i,-0.001199-0.00036976i,-0.001446-0.00086147i,-0.0016354-0.0022156i,-0.00088521-0.0019552i,-0.0010627-0.00066092i,-0.0009155-0.00017499i,-0.00049767-0.00078963i,-0.00030103-0.0011205i,0.00046537-0.00072483i,0.00099917-0.00038093i,0.00090401+8.4333e-05i,-8.0504e-05+0.0006285i,-0.00033657+9.675e-05i
0.00052723+0.0016721i,0.0011534+0.002828i,0.001261+0.003649i,0.00095265+0.0024698i,0.00083021+0.0012281i,0.00030735+0.00025365i,-0.00012064-7.0609e-05i,0.00013424+0.0010667i,0.00051813+0.0011535i,0.00085247+0.00030702i,0.00026102-0.00061866i,0.00022444-0.0020108i,0.00029509-0.0025905i,-0.0004401-0.0025629i,-0.00056883-0.00211i,-2.9804e-05-0.00063802i,-2.311e-06+0.00048776i,-8.9012e-05+0.00034244i,-0.00025478+0.00013872i,-0.00078077+0.001017i,-0.00028469+0.00042601i,0.00063692-0.00057592i,0.00021343-0.0007372i
-0.0006197+0.00047922i,-0.0015937+0.00031219i,-0.0015871+0.00011086i,-0.00077459+0.0016197i,0.00031606+0.0022214i,0.00072164+0.0011281i,-5.1492e-05+0.00032011i,-0.00028296+0.00065586i,0.00068585+0.00070985i,0.00079629+3.4181e-05i,0.00011054-0.0006562i,0.00038045-0.0012369i,-9.4367e-05-0.00088728i,-0.00024-0.00030577i,-6.3263e-05-0.00051293i,-3.277e-05-0.00098982i,0.00055773-0.00090797i,0.00047696-0.00035284i,0.00019772-0.00054147i,8.1134e-05+5.7598e-05i,-0.00044739+0.00063243i,0.00037861+0.00047775i,0.00088744+0.00043201i
-0.00133-0.0029068i,-0.0025813-0.0035673i,-0.0033766-0.0025048i,-0.0034905-0.00076549i,-0.002243+0.00049274i,-0.0013545+0.001677i,-0.0013911+0.0020382i,-0.00071312+0.0015577i,2.4561e-05+0.0009305i,-0.00063194+0.00047771i,-8.92e-05+0.00075191i,0.0014623+0.00078437i,0.0019411+0.00043085i,0.0015031-0.00027136i,0.0014618-0.00080066i,0.00118-0.00069922i,0.0003288-0.0006209i,0.00044922-0.00037523i,2.6448e-05-6.9688e-05i,-0.0007809+1.1832e-05i,-0.00076787+0.00077245i,-0.00011314+0.00074313i,0.00073243-0.00012778i
-0.00077521-0.0032748i,-0.0026201-0.0022688i,-0.0034807+0.00031216i,-0.003438+0.0031255i,-0.0028713+0.0047689i,-0.0024545+0.0041115i,-0.0015301+0.0019637i,-0.00078817+0.00069036i,-0.00043483+0.00061571i,-0.00010104+0.00016601i,-0.0005048-0.00073316i,-0.0004098-0.00055101i,0.00092325+0.00051239i,0.0019246+0.00044928i,0.0013623-0.00027551i,0.0003424-1.1134e-05i,0.00025775+0.00065378i,-5.8731e-05+0.0013071i,-0.00062524+0.0012249i,-3.8669e-05+0.00089736i,0.00028081+0.00073915i,0.00017325+0.00077801i,0.00022666+0.0008918i
0.0021446+0.00049977i,0.0023867+0.00056771i,0.0017523+0.0022937i,0.0007053+0.002783i,-0.00024132+0.0011053i,-0.00026684+0.00038321i,-5.6998e-06+0.0007344i,0.00028314+0.00056401i,0.00011638-0.00016811i,0.00040973-0.00012301i,0.0011546+0.00021375i,0.00085964-1.3686e-05i,-5.2851e-05+0.00052703i,-0.0004653+0.0010154i,-5.6554e-05+0.00078317i,0.00034959+0.00040694i,-1.0349e-05+0.00095082i,-4.6276e-05+0.0014837i,1.8355e-06+0.0014758i,-0.00010968+0.0011388i,-0.00020388+0.00049413i,-0.00042097-2.7238e-05i,-0.0002062+0.00042241i
0.0015923-0.00034319i,0.0010739+0.0018756i,-0.00097668+0.0023339i,-0.0020876+0.0018862i,-0.00091097+0.0028552i,0.0011938+0.0030109i,0.0024851+0.0023225i,0.001278+0.0015049i,0.00014639+0.0004919i,-0.00038636+0.00015091i,-0.00093953-0.00019648i,-0.0011889+0.00018843i,-0.0011381+0.00075455i,-0.00097936+0.00019697i,-0.00030597+0.0001889i,-4.6298e-05+0.00090465i,-0.00037221+0.000959i,-0.00041987+0.00037964i,2.8751e-05-0.00054748i,8.4189e-05-0.00056851i,-0.00019768+3.0654e-06i,0.00019537+0.00029474i,2.6474e-05+0.00045284i
-0.00063664-0.0001223i,-0.0026325+0.0010793i,-0.0029674+0.00098389i,-0.0031723+0.0015093i,-0.0032985+0.0026084i,-0.0017359+0.0025877i,0.00013675+0.0020438i,0.001025+0.0018736i,0.0010486+0.00061359i,-9.5666e-05-0.00092331i,-0.0011432-0.00092784i,-0.001143-7.0089e-05i,-0.0016262+0.0006498i,-0.0013962-0.00029446i,-0.00027797-0.0011211i,-0.00053572-0.00022578i,-0.0010101+0.00026716i,-0.00094917-0.00021825i,-0.00069658-8.2533e-05i,-0.0010057-8.817e-05i,-0.0010608-0.00045929i,-0.00049592-0.00021158i,5.6829e-05+0.00023771i
-0.0011711+0.0020392i,-0.0023724+0.0018932i,-0.0015465+0.0022323i,0.00047514+0.001936i,0.0016215+0.0013876i,0.0011932+0.00079753i,-0.00026475+0.00050109i,-0.00036533+0.0010148i,0.00047361+0.00084631i,0.00038178-0.00059038i,-0.00043153-0.0014296i,-0.0012824-0.0013338i,-0.0019426-0.00044548i,-0.0018665+0.00041388i,-0.0017036+0.00010913i,-0.00095525-0.00025464i,-0.00022346+0.00035048i,-5.5443e-05+0.00093583i,-4.3288e-05+0.00021838i,-0.00073305-0.00053085i,-0.00096364-0.000356i,-0.00062498-0.00022434i,-0.0010434+1.7697e-05i
-0.0010162-0.00079984i,-0.002106-0.0010038i,-0.0017117-0.00054293i,-0.00079569+0.00091344i,-0.00060699+0.0019254i,-0.00065325+0.0023706i,-0.00063219+0.0024414i,-0.00047871+0.0022084i,4.0123e-05+0.0016277i,0.00013871+0.00035324i,3.3391e-05-0.0011269i,0.0001204-0.0022167i,0.00027151-0.0020614i,-7.4102e-05-0.00041699i,-5.2727e-05+0.00087507i,0.00050312+0.00088684i,0.00018025+0.00081458i,-6.3815e-05+0.0004578i,8.7797e-06+0.00027365i,-0.00050725+0.00034448i,-0.00015231+0.00065362i,0.00052446+0.00075001i,1.1797e-05+0.00014489i
0.0032184-0.00042177i,0.0035508-0.0025079i,0.0023158-0.0035434i,0.00044339-0.0023991i,-0.00068007-0.00055586i,-0.00044626+0.00066415i,0.000411+0.00096572i,0.0010827+0.0003757i,0.0017739+0.00015764i,0.0015542-5.2144e-05i,0.0011353-0.00012267i,0.00083728+0.00030027i,0.0013425+0.0005254i,0.0013401+0.0001589i,0.00052748-2.8553e-05i,0.00015173+0.00028917i,0.00024499+0.00050569i,-3.7157e-05+0.0002612i,0.00022971-0.0005448i,0.00024324-0.00065376i,-0.00034764-0.0001289i,-0.00064934+0.00039688i,-0.00024955+0.00054489i
0.0010911-0.002929i,0.0010196-0.0024826i,-0.0015275-0.00090523i,-0.002366+0.0015595i,-0.001731+0.0034528i,-0.00050992+0.0031378i,-0.00010207+0.0010431i,-0.00021094-8.2201e-05i,-0.0001206+2.2788e-05i,-8.0534e-05-0.0002487i,0.00041577-0.00014937i,0.0010079-0.0001559i,0.00090753-0.00083972i,0.00049036-0.00057286i,0.00078316+0.00035015i,0.0010209+0.00068547i,0.00077636+0.00011712i,0.00080839+0.00026615i,0.0009987+0.00028448i,0.00053694+0.00024443i,-0.00032911+4.306e-06i,-0.00048137-0.00036921i,0.00029809-0.00070575i
-0.0010973+0.0019055i,-0.00024668+0.0043145i,-0.0015759+0.0061062i,-0.0019147+0.0055747i,-0.00063089+0.0044934i,-0.00065059+0.0027989i,-0.0014723+0.0015126i,-0.0017025+0.0011638i,-0.0008044+0.00041844i,-0.00064143-6.755e-05i,-0.00057099-0.00036469i,8.8988e-06-3.8342e-05i,-5.6171e-05+0.00038996i,-0.00068553+0.00055411i,-0.0012922+0.00066208i,-0.0010221+0.00032867i,-0.00097143+0.00060831i,-0.00038512+0.00048861i,0.00016224+0.00015567i,0.00022306+0.00044783i,0.00052899+0.00027548i,0.00048065-0.00012672i,0.00012894-0.00013619i
0.0034089+0.0015063i,0.0020173+0.0015247i,0.0010271+0.00035311i,0.00051937-0.00052803i,-0.00018293-0.000138i,-0.00045597+0.00068311i,-0.00051937+0.001164i,0.00023255+0.0011437i,0.00088891+0.00021428i,2.5838e-05-0.00042865i,-0.0012876-0.00016643i,-0.0015394+0.00031639i,-0.0012076+0.0011804i,-8.5514e-05+0.00079523i,0.00017637+0.0001741i,-0.0004709+0.0003037i,2.6934e-05+3.2193e-05i,0.00047711+0.00028269i,-0.00059231+0.00067426i,-0.00063569+0.00053407i,0.00055169+0.00077559i,0.00070762+0.00057237i,3.9754e-05+0.00054148i
-0.0040401-0.00035193i,-0.0049763+0.0009172i,-0.0052914+0.0021041i,-0.0041974+0.0026129i,-0.0023329+0.0028041i,-0.0010639+0.0023833i,0.00034797+0.001589i,0.0015671+0.00071118i,0.0012962-0.000872i,-0.00015299-0.0011006i,-0.00074344+0.00013087i,-0.00021676+0.00066955i,-9.0372e-05-5.8244e-05i,-5.7049e-05-0.00040206i,4.7308e-05-0.00043845i,-0.00093178-0.00074473i,-0.00085565+0.0001776i,3.0756e-05+0.0019647i,0.0004244+0.0019868i,0.00032786+0.00074365i,-0.00044397+0.00034854i,-0.00037391+3.3296e-05i,-7.4216e-05+9.0781e-06i
-0.0014083+0.0011428i,-0.0022322+3.091e-05i,-0.0022145+0.00057446i,-0.0012775+0.0017494i,-0.0005492+0.0021768i,-7.2549e-05+0.0012838i,0.00050343+0.00091631i,0.00088641+0.0013302i,0.00099471+0.0011517i,0.0010502+0.00047084i,-1.7781e-05-0.00040382i,-0.00095121-0.0008019i,-0.00086755-0.00088818i,-0.00083589-0.00091628i,-0.00048296-0.00059998i,0.00042757-0.00053734i,0.00051657-0.0001129i,3.9663e-05+0.00080956i,0.00020899+0.0011133i,-0.00018456+0.0011737i,-0.00016925+0.001087i,0.00030551+0.00053182i,0.00029354+0.00011609i
0.0018223-0.00069362i,0.0014548-0.0030045i,0.0013501-0.0026655i,-2.2343e-05-0.001084i,-0.001274+0.00015477i,-0.0021933+0.0012099i,-0.0019456+0.0010566i,-0.0010309+0.00022166i,0.00011175-0.00017902i,9.2846e-05+7.0095e-05i,-0.00016223+3.3926e-06i,-0.00077496-0.00050694i,-0.0020196-0.00078968i,-0.0014348-0.001023i,0.00012186-0.00053518i,0.00077743+0.00017447i,0.00040162-8.1255e-05i,-9.8795e-05-0.0003188i,-0.00027498+0.00018135i,-0.00053074+0.00015181i,-7.4264e-05-6.9007e-05i,0.001091+6.2972e-05i,0.0011104+0.00048009i
0.0010614+0.00058222i,0.0020457+0.00050535i,0.0015196+0.00070441i,-0.00016424+0.0015432i,-0.00085332+0.0029034i,-0.00021366+0.0021803i,0.00071209+0.0014354i,0.00048386+0.0011657i,3.43e-05+0.00036217i,0.00012563-0.00031642i,-0.00028812-0.00095949i,-0.0013046-0.0016987i,-0.001611-0.0021908i,-0.0008886-0.0015358i,-0.00035545-0.0006555i,-4.2364e-05-0.00089808i,-5.9227e-05-0.00073373i,-0.0002517+0.00019735i,-0.00067517+0.00048104i,-0.0012713+0.00061541i,-0.00072146+0.00063644i,-0.00014829+0.00049103i,-0.00043438+0.00091199i
0.0015952-0.0010586i,0.0022273+0.00018441i,0.001508+0.0013741i,0.00069979+0.0026685i,0.00070827+0.0031015i,0.00086525+0.0022215i,5.6788e-06+0.001133i,0.00016575+0.00060077i,0.00050478+0.00022178i,-0.00066527-0.00052803i,-0.0014782-0.0012842i,-0.0011166-0.0011718i,-0.0010195-0.00081072i,-0.00086715-0.0012498i,0.00014188-0.0011964i,0.001145-0.00083152i,0.0011032-0.00039291i,0.00036641+0.00019426i,-0.0008899+0.00075837i,-0.001524+0.0014568i,-0.00074873+0.00083243i,3.9257e-05+0.00049719i,-0.00041889+0.00058404i
0.0015492+0.0019364i,0.0023454+0.0024985i,0.0021895+0.0029204i,0.0013964+0.0019325i,6.481e-05+0.0010739i,-0.000799+0.0010955i,-0.001138+0.0010846i,-0.00041572+0.0012985i,0.00021291+0.00054195i,9.3652e-05-0.0012255i,0.0001369-0.0017653i,-8.4207e-05-0.0011652i,-8.9358e-05-0.00075101i,0.00052492-0.00010407i,0.00079266+0.00031295i,0.0014846-0.00018107i,0.0012139+0.00016318i,-0.00013796+0.00040432i,-0.00063105+6.6849e-05i,0.00023081-0.00065439i,0.0009675-0.00059828i,0.00086988+7.5351e-05i,0.00024006+4.5256e-05i
0.00011524+0.0025045i,-0.00034666+0.0019102i,0.00050086+0.0010272i,0.00036471+0.00062464i,-0.00080353+0.0002617i,-0.00029893+0.00023331i,0.00023986+0.00073598i,0.0010407+0.0012428i,0.002036+0.0015585i,0.0017864+0.00027399i,0.00098797-0.0010785i,0.00066256-0.0016232i,0.00068187-0.00077307i,0.00042934+0.00033564i,-0.00020025+0.0010054i,-0.0004012+0.0012894i,1.3801e-05+0.00072377i,0.00060328+0.00011723i,6.7046e-05-0.00015863i,-0.00024598-0.00016973i,1.3169e-05+0.00073617i,-0.00048604+0.0012684i,-0.00077015+0.00075553i
-0.0032518-0.00085361i,-0.0034026-0.00020116i,-0.00207+0.0015563i,-0.0004229+0.0022248i,-0.00036797+0.0020324i,-0.00012056+0.0014562i,0.00065889+0.00082438i,0.00093976+0.0011252i,0.00068959+0.0013492i,-0.00018909+0.00086804i,-0.00072036-9.9632e-05i,0.0006269-1.7956e-05i,0.0021522+0.00015852i,0.0020045-0.000354i,0.0011199-0.00070203i,0.00036637-0.0001226i,-0.00014764+0.0010876i,0.00016861+0.0017624i,0.00012014+0.00082668i,-0.00031128+0.00032449i,-0.00010834+0.00071744i,0.00052769+9.0741e-05i,0.00039442-0.00051469i
0.0017526-0.0008568i,0.0013622-0.0024557i,-0.00027823-0.0014324i,-0.00083072+0.0027005i,-0.00021128+0.0042493i,-0.00022334+0.0025146i,-0.00032659+0.0017111i,0.00028693+0.0015912i,0.0010645+0.00078831i,0.00091733-0.00010237i,0.00014252-0.00050892i,-0.00087362+2.8727e-05i,-0.00091265+0.0010707i,-0.00085241+0.0015799i,-0.0003808+0.00094261i,0.0002284+0.00082866i,0.00014058+0.0010592i,7.892e-05+0.00090389i,0.0001379+0.00061912i,0.00035493+0.00046821i,0.0012862+0.00024896i,0.00083814+0.00048542i,-0.00047465+0.00081413i
