2.9111e-05+0.0002466i,0.00052205-0.0013061i,-0.00052752-0.0026037i,-0.0021089-0.0023091i,-0.0024357-0.0014669i,-0.0023657-8.4701e-05i,-0.0017798+0.0008582i,-0.0004431+0.0002806i,0.0006043-0.00041199i,0.00042332-0.0009928i,-0.00036706-0.0012972i,-0.00055489-0.00072428i,-0.0006214+0.00015207i,-0.0011236+0.00059988i,-0.0011562+0.0011257i,-0.0010435+0.00089418i,-0.00094534-0.00010671i,9.2551e-06-0.00059147i,0.00083365-0.00042411i,0.00030232+5.1687e-05i,0.00028816+0.00041175i,0.0002981+6.291e-05i,-0.0010112-0.00030627i
0.00011301+0.014995i,-0.045034-0.072322i,-0.064895-0.135i,-0.029653-0.12612i,0.038858-0.11812i,0.067313-0.15057i,0.021777-0.13589i,-0.018273-0.04364i,-0.0060406+0.032065i,0.0093861+0.038876i,-0.0016538+0.01715i,-0.013933+0.011907i,-0.0096968+0.015624i,-0.002554+0.01103i,0.0007574+0.0029193i,0.0050191-0.003818i,0.0060317-0.0082068i,0.0049242-0.0066445i,0.0053014-0.00174i,0.004357+0.0012609i,0.0028711+0.0051423i,0.0059919+0.0072231i,0.010109+0.0026896i
0.061693+0.14195i,0.018175+0.16512i,-0.029524+0.19564i,-0.027162+0.20044i,-0.014864+0.13821i,-0.047005+0.048489i,-0.073118-0.010193i,-0.042262-0.027647i,0.0039526-0.037017i,0.005249-0.041282i,-0.013932-0.020176i,-0.00708-0.00043781i,0.0036468-0.0050265i,-0.00019476-0.0098616i,-0.0063765-0.0079628i,-0.010049-0.0069496i,-0.0098507-0.0056519i,-0.006717-0.0060522i,-0.0028649-0.0069669i,0.0021724-0.0054333i,0.0046507-0.0019399i,0.0037152+0.0014203i,0.0052573+0.0033731i
0.18595+0.029331i,0.23179-0.020816i,0.21059-0.029851i,0.16327+0.022399i,0.17075+0.077359i,0.20579+0.082169i,0.17718+0.05635i,0.086839+0.03844i,0.0072088+0.030452i,-0.022965+0.026068i,-0.014813+0.017803i,-0.0065746+0.0053626i,-0.0094943+0.0027966i,-0.0093187+0.0041387i,-0.0058288+0.0033295i,-0.0016575+0.0043554i,0.0019381+0.0034895i,0.0012095+0.0014939i,-0.00074584+0.003182i,-0.00045574+0.0043648i,0.00067936+0.0060826i,0.0042275+0.010963i,0.0088801+0.013089i
0.081326+0.0059356i,0.057174-0.046241i,0.030249-0.068144i,0.015152-0.053583i,0.0011206-0.030273i,-0.014165-0.031157i,-0.027881-0.032629i,-0.024778-0.0023539i,0.00079632+0.028427i,0.014142+0.026415i,0.0020424+0.012611i,-0.0062361+0.010001i,-0.0037701+0.009934i,-0.0022738+0.0056789i,-0.00020396-0.00062907i,0.0029848-0.0078709i,0.0030168-0.013722i,0.0029639-0.014407i,0.0050955-0.0095589i,0.0058587-0.0017072i,0.0054405+0.0054123i,0.0070927+0.0086162i,0.0098244+0.007602i
0.098945+0.18847i,0.09751+0.2211i,0.072579+0.22368i,0.05609+0.1752i,0.042818+0.10772i,0.017767+0.058144i,-0.023677+0.0098613i,-0.054572-0.022753i,-0.046351-0.034744i,-0.034441-0.040331i,-0.034317-0.026303i,-0.023285-0.0094401i,-0.012266-0.009703i,-0.0076902-0.012423i,-0.0062268-0.00949i,-0.0074267-0.0041308i,-0.0040281-0.00020556i,0.00096592+0.00092319i,0.0031478+0.0010406i,0.004483+0.0036885i,0.0032435+0.008697i,-0.0013829+0.012844i,-0.0030259+0.013058i
0.17412+0.14808i,0.18442+0.12643i,0.10558+0.090237i,0.022728+0.071012i,0.013104+0.045671i,0.057378-0.0091592i,0.086556-0.05195i,0.060273-0.044374i,0.016526-0.011894i,-0.0052652+0.005878i,-0.010771+0.0046082i,-0.010045+0.0033952i,-0.005177+0.0026468i,-0.0041505-0.0024104i,-0.0061523-0.0042522i,-0.0027617-0.003403i,0.0020966-0.0031901i,0.0036888-0.0015349i,0.0039764+0.0041862i,0.0022983+0.008324i,-0.0012023+0.010229i,-0.002456+0.015961i,-7.5736e-05+0.021535i
0.07213+0.11288i,0.036145+0.11619i,0.0024084+0.10492i,-0.00071727+0.086431i,-0.0083545+0.1023i,-0.0074304+0.13529i,0.0063291+0.10788i,0.0024386+0.042236i,-0.0050774+0.0081763i,-0.00018678+0.00087401i,0.0010273-0.00077145i,-0.0016494-0.0028127i,-0.0034737-0.0034293i,-0.0012434+0.00060647i,0.0025758-0.00094674i,0.0016251-0.0072706i,-0.00185-0.0086507i,-0.0029149-0.0054082i,-0.0029496+0.0013274i,-0.0043374+0.011034i,-0.0061196+0.019343i,-0.0043974+0.020155i,0.0026587+0.01369i
0.018167+0.24296i,0.033014+0.29108i,0.056965+0.24326i,0.069673+0.11172i,0.055309-0.0031357i,0.025039-0.029504i,-0.0079022-0.0083132i,-0.035798+0.016732i,-0.038101+0.022575i,-0.033188+0.0059913i,-0.036088-0.0047004i,-0.029509-0.0055614i,-0.017049-0.006611i,-0.0064186-0.0098009i,0.0017043-0.013941i,0.0047827-0.012282i,0.0039845-0.0062298i,0.00047454-0.0019192i,-0.0043984+0.00067168i,-0.0081193+0.0018416i,-0.011993+0.0025574i,-0.018928+0.0044087i,-0.021648+0.0066113i
0.0060474+0.23761i,-0.065973+0.26013i,-0.13795+0.20108i,-0.14455+0.11452i,-0.11755+0.051076i,-0.089388-0.014238i,-0.031963-0.067642i,0.020256-0.08574i,0.031196-0.064525i,0.020334-0.033378i,0.0026626-0.016891i,-0.0057081-0.006918i,-0.00082653-0.0065157i,0.0011411-0.01297i,0.0043737-0.013538i,0.012169-0.011867i,0.015208-0.0091671i,0.013637-0.0049595i,0.0065111-0.0021233i,-0.0054981+0.00065565i,-0.014504+0.0050029i,-0.014983+0.011914i,-0.0068656+0.018543i
-0.014+0.15974i,-0.10693+0.17863i,-0.12177+0.167i,-0.035921+0.11165i,0.03169+0.081085i,0.076465+0.092965i,0.086883+0.076002i,0.037755+0.029555i,-0.0052024+0.0035438i,-0.002025-0.0089441i,0.0082008-0.021087i,0.0071708-0.022512i,0.0051907-0.011959i,0.0091136-0.0011677i,0.013623+0.0017927i,0.010273-5.8397e-05i,0.0018312-0.002676i,-0.0069366-0.0057802i,-0.01367-0.0081506i,-0.015548-0.0081095i,-0.015347-0.0081618i,-0.015767-0.011185i,-0.012343-0.010949i
-0.051155+0.15717i,-0.064207+0.12519i,-0.0017721+0.061014i,0.053315-0.020084i,0.00089518-0.075875i,-0.067083-0.03375i,-0.054775+0.052817i,-0.0051806+0.092566i,0.019593+0.076762i,0.010627+0.047491i,-0.0017011+0.024795i,-0.0032947+0.0090698i,-0.0024034+0.0053567i,0.0017231+0.0061339i,0.0098666+0.007075i,0.017113+0.0074314i,0.017054+0.0041302i,0.010444+0.00096688i,0.0032376-0.0022283i,-0.0022523-0.0077094i,-0.0060221-0.011238i,-0.010635-0.0082417i,-0.015078+0.00017834i
-0.10079+0.21131i,-0.20957+0.19581i,-0.24313+0.17224i,-0.13928+0.15174i,-0.032147+0.096939i,-0.025113+0.035644i,-0.03227-0.0056001i,-0.0051318-0.04639i,0.011888-0.055323i,0.015957-0.029967i,0.013817-0.010124i,0.004672-0.0031847i,-0.0026201-0.00098891i,-0.0033793+0.0030646i,0.0020185+0.0068469i,0.0077123+0.0043172i,0.01022-0.00094265i,0.014368-0.0079263i,0.016707-0.015755i,0.010814-0.021015i,0.0019059-0.023808i,-0.0020931-0.02296i,-0.0016857-0.015205i
-0.027268+0.14925i,-0.08225+0.10083i,-0.10206+0.07621i,-0.030133+0.058859i,0.055263-0.0091235i,0.087913-0.074273i,0.07061-0.070009i,0.02965-0.018654i,0.0093378+0.018442i,0.012879+0.01539i,0.012439-0.0039757i,0.0058392-0.0079639i,0.0024277-0.00038787i,0.0036247+0.0046213i,0.0058522+0.0097894i,0.0078292+0.015296i,0.0098698+0.013983i,0.0084547+0.0075789i,0.0038237+0.0032719i,0.0034206-0.00015163i,0.0081306-0.0068708i,0.0093651-0.013541i,0.0061994-0.013765i
-0.026023+0.044271i,0.029456-0.070787i,0.091285-0.14129i,0.082636-0.097936i,0.010609+0.0020056i,-0.042083+0.10478i,-0.017787+0.15444i,0.039935+0.12215i,0.054415+0.066826i,0.033261+0.047903i,0.024443+0.041647i,0.021671+0.020604i,0.0060883+0.0083207i,-0.012212+0.012712i,-0.019899+0.018702i,-0.015133+0.019099i,-0.0083912+0.015273i,-0.003913+0.01319i,0.0041575+0.012781i,0.011779+0.00611i,0.012673-0.005594i,0.0078747-0.012574i,-0.00036695-0.010947i
-0.078639+0.15362i,-0.090781+0.14804i,-0.068646+0.17354i,0.0053676+0.19531i,0.077509+0.14115i,0.054224+0.052086i,-0.022073+0.011979i,-0.05237+0.010799i,-0.045782+0.012747i,-0.032866+0.018505i,-0.016387+0.023541i,-0.0093594+0.01992i,-0.013675+0.014997i,-0.010609+0.013742i,-0.0047637+0.014698i,-0.0023791+0.014515i,0.0050134+0.0066511i,0.012862-0.0061856i,0.013119-0.013605i,0.010018-0.0079321i,0.013548+0.0032024i,0.021134+0.0062679i,0.02164+0.0013825i
0.030616+0.18696i,0.042243+0.16113i,0.0011584+0.14642i,-0.032122+0.1438i,-0.027598+0.08628i,-0.028619-0.020443i,-0.0359-0.066436i,-0.01616-0.02818i,0.010442+0.0096259i,0.0047541+0.013833i,-0.014853+0.011816i,-0.015356+0.012665i,-0.0058826+0.00090682i,-0.0061403-0.017694i,-0.012807-0.023948i,-0.015411-0.014441i,-0.012934+0.00058266i,-0.010714+0.011542i,-0.011542+0.018075i,-0.0087445+0.017381i,-0.0021448+0.0067897i,0.0021439-0.0050118i,0.0029518-0.010153i
0.04236+0.086468i,0.13574-0.038032i,0.14444-0.14268i,0.059929-0.10353i,0.024975+0.034588i,0.084533+0.11406i,0.12041+0.078888i,0.085008+0.013969i,0.032758-0.013088i,0.0063957-0.0095623i,0.0081922-0.0029449i,0.010942-0.0082693i,-0.001783-0.0087692i,-0.017828+0.0046852i,-0.023378+0.015519i,-0.018205+0.016077i,-0.0049214+0.012964i,0.0086976+0.010188i,0.012519+0.0084793i,0.0094903+0.0093522i,0.0076628+0.010767i,0.0091928+0.01141i,0.011711+0.0083852i
-0.070073+0.20576i,0.04734+0.24767i,0.12904+0.24447i,0.081225+0.17718i,-0.036606+0.091641i,-0.11757+0.034109i,-0.12649+0.023549i,-0.090417+0.042556i,-0.053384+0.041025i,-0.04132+0.023196i,-0.03066+0.014939i,-0.013053+0.012893i,-0.0028482+0.0099978i,0.0049691+0.0017303i,0.0046418-0.009471i,-0.0066923-0.01208i,-0.018156-0.0081245i,-0.025808-0.010162i,-0.030984-0.017131i,-0.029279-0.014353i,-0.018646-0.0047269i,-0.0075183+0.0023568i,-0.0027313+0.0073468i
-0.10441+0.26159i,-0.065811+0.32344i,-0.066984+0.32759i,-0.099898+0.27107i,-0.12033+0.19368i,-0.10738+0.1155i,-0.069632+0.04072i,-0.021828-0.010955i,0.0013944-0.036162i,-0.011079-0.03265i,-0.020162-0.0041657i,-0.0059862+0.013647i,0.0070587+0.0013083i,0.0082741-0.018153i,0.0014965-0.02586i,-0.0070664-0.0195i,-0.0064427-0.0062035i,0.0037533+0.0046125i,0.0087319+0.0095814i,0.004143+0.0099733i,0.004203+0.011513i,0.010645+0.012996i,0.015653+0.010458i
-0.12791+0.13487i,-0.10447+0.098556i,-0.12987-0.0090757i,-0.16344-0.098308i,-0.10326-0.11827i,0.036852-0.1395i,0.098102-0.16986i,0.037663-0.12998i,-0.010161-0.058976i,-0.0067786-0.03917i,-0.00030669-0.043923i,-0.0028879-0.039248i,-0.005305-0.03055i,-0.0032668-0.01541i,0.0016843-0.0039658i,0.0044012-0.0034709i,0.0025186-0.0016744i,0.0031068+0.00079726i,0.006438-0.007063i,0.0039797-0.015102i,-0.00451-0.011377i,-0.010573-0.0041927i,-0.013079-0.00041138i
-0.18776+0.098693i,-0.048732+0.17121i,0.11861+0.15086i,0.10146+0.020333i,-0.079935-0.044054i,-0.18377+0.026387i,-0.12077+0.082786i,-0.018512+0.06074i,0.028236+0.018267i,0.023911-0.0022018i,0.01237+0.0082419i,0.016759+0.020799i,0.019409+0.018383i,0.01646+0.0096835i,0.010436-0.0033212i,-0.0044619-0.014686i,-0.020042-0.015789i,-0.026931-0.0088492i,-0.026445-0.00059248i,-0.019448+0.0056788i,-0.0063961+0.010456i,0.0059069+0.015463i,0.012232+0.017614i
-0.27697+0.086608i,-0.27734+0.18959i,-0.1963+0.24917i,-0.09102+0.16872i,-0.041544+0.031855i,-0.021412-0.029253i,0.0075932-0.038013i,0.014142-0.054204i,-0.003997-0.059646i,-0.009357-0.034997i,0.005354-0.0014308i,0.023859+0.0082138i,0.030418-0.0066548i,0.022796-0.018208i,0.0087414-0.020194i,-0.0028128-0.015448i,-0.0081929-0.0040048i,-0.0053918+0.0082327i,0.0056259+0.011917i,0.0090248+0.0086983i,0.0015326+0.0093342i,-0.0016587+0.010637i,-0.002287+0.0052398i
-0.25411-0.014358i,-0.36906+0.009783i,-0.45253+0.029817i,-0.37809-0.025529i,-0.21902-0.14766i,-0.12841-0.23068i,-0.095338-0.20288i,-0.065611-0.093958i,-0.02173-0.0071772i,0.0032509-0.00060936i,-0.018894-0.016643i,-0.036704-0.0077815i,-0.02169-0.0011111i,-2.8959e-05-0.002033i,0.019148-0.0053395i,0.026751-0.021025i,0.018262-0.034365i,0.0083113-0.031552i,0.0016994-0.022445i,-0.0041428-0.012781i,-0.0074449+0.00093407i,-0.0091681+0.011163i,-0.012623+0.011425i
-0.10602-0.17858i,-0.017894-0.20832i,0.12454-0.24986i,0.19023-0.29078i,0.14445-0.20016i,0.12244-0.020898i,0.14753+0.064737i,0.12694+0.029994i,0.075243-0.0049581i,0.044455-0.0010592i,0.0338+0.01167i,0.034798+0.016522i,0.037722+0.016633i,0.028554+0.014116i,0.016996+0.0026509i,0.011281-0.0068173i,0.0035289-0.0041552i,-0.0086331+0.005843i,-0.017684+0.013972i,-0.020157+0.014254i,-0.021642+0.0099523i,-0.018753+0.0098343i,-0.0052414+0.0095507i
-0.11874-0.13356i,-0.10115-0.094424i,-0.010793+0.0089726i,0.12693+0.010004i,0.14182-0.11301i,0.039272-0.17674i,-0.017379-0.12398i,-0.0097428-0.047916i,-0.0042366-0.0083213i,0.00099049+0.0079921i,0.0084701+0.0084807i,0.0082206+0.0024464i,0.0069101-0.0021941i,0.0051856-0.0091966i,0.0063665-0.0086281i,0.01504-0.0072109i,0.020516-0.015534i,0.018681-0.020428i,0.018252-0.020432i,0.015035-0.020869i,0.0059483-0.018517i,-0.0014888-0.016726i,-0.0044523-0.017939i
-0.041046-0.054614i,-0.1347-0.0049422i,-0.2506+0.11188i,-0.18303+0.16528i,-0.048061+0.075074i,-0.052856-0.011814i,-0.093753+0.013691i,-0.056576+0.047004i,-0.0072899+0.042659i,-0.0077774+0.03547i,-0.03148+0.038679i,-0.039423+0.047319i,-0.028347+0.050656i,-0.0031367+0.041319i,0.025737+0.016843i,0.035771-0.0053207i,0.02737-0.0069959i,0.01718-0.0048082i,0.003981-0.011477i,-0.013209-0.014257i,-0.025232-0.0080641i,-0.029181-0.00090683i,-0.027879+0.0033277i
0.16086-0.13609i,0.22014-0.3081i,0.15344-0.42649i,0.12589-0.34576i,0.20151-0.18326i,0.26919-0.099405i,0.22108-0.069408i,0.10449-0.018713i,0.026002+0.025287i,0.0094004+0.031253i,0.012922+0.006215i,0.0074689-0.024333i,-0.0016445-0.030087i,0.0012806-0.012499i,0.013474+0.01237i,0.030016+0.026082i,0.039506+0.016292i,0.034522+0.0044626i,0.031496+0.0023448i,0.029704-0.0068496i,0.017923-0.018503i,0.0067902-0.020141i,0.0053727-0.018181i
0.10153+0.051909i,0.2576+0.08951i,0.33924+0.082626i,0.32733+0.072393i,0.21633+0.063887i,0.056074+0.074475i,-0.027643+0.09998i,-0.023552+0.081243i,-0.015129+0.047227i,-0.021283+0.032267i,-0.017481+0.01939i,-0.013136+0.014156i,-0.0203+0.018723i,-0.025866+0.028515i,-0.013537+0.037896i,0.011018+0.034436i,0.025218+0.024816i,0.028308+0.013507i,0.027729-0.004724i,0.019905-0.019291i,0.010303-0.025449i,0.0063639-0.028769i,0.0049312-0.030271i
-0.006032+0.18811i,0.080085+0.32134i,0.091552+0.40244i,0.10513+0.40817i,0.11513+0.26139i,0.036024+0.10182i,-0.059268+0.061949i,-0.063714+0.06957i,-0.041605+0.035521i,-0.057621+0.017045i,-0.059196+0.044392i,-0.031833+0.048567i,-0.01588+0.020206i,-0.0096942-0.0023444i,-0.014202-0.0077289i,-0.025345+0.0093776i,-0.02046+0.029264i,-0.0077293+0.035475i,0.0028549+0.037443i,0.012988+0.029818i,0.018319+0.012386i,0.016049+1.9129e-05i,0.014113-0.001537i
-0.017738+0.098698i,-0.03724+0.069152i,-0.22846-0.092111i,-0.35917-0.085524i,-0.22501+0.010009i,-0.074585-0.051042i,-0.065356-0.10694i,-0.062864-0.047191i,-0.028821+0.0050106i,-0.01919-0.002833i,-0.026933-0.027701i,-0.042775-0.037944i,-0.059304-0.01986i,-0.05151+0.018308i,-0.019304+0.046745i,0.012411+0.045953i,0.023967+0.030648i,0.020008+0.019304i,0.019007+0.013831i,0.019296+0.0082829i,0.0154+0.0039477i,0.015572+0.0022421i,0.014568-0.0046475i
-0.076133+0.18306i,0.10207+0.31099i,0.26184+0.2425i,0.249+0.16789i,0.16806+0.20348i,0.14493+0.23925i,0.1154+0.17437i,0.047111+0.073048i,-0.0058414-0.00029825i,-0.023223-0.041878i,-0.024696-0.046167i,-0.0080886-0.037387i,0.0041631-0.044296i,-0.0070292-0.044419i,-0.022685-0.025801i,-0.034234-0.0076566i,-0.0413+0.0023709i,-0.040066+0.0064585i,-0.033043+0.0088391i,-0.019694+0.0079917i,-0.0081875+0.00055641i,-0.0061981-0.0042614i,-0.005946-0.00082057i
-0.37921+0.060322i,-0.26873+0.28683i,-0.028037+0.29866i,0.029986+0.16115i,-0.098207+0.027918i,-0.18938-0.053611i,-0.1567-0.061068i,-0.075954-0.030334i,-0.027128-0.024345i,-0.015582-0.021688i,0.0033851-0.010867i,0.01432-0.011145i,0.0001054-0.014144i,-0.024624-0.0091641i,-0.047566+0.0037438i,-0.042789+0.021686i,-0.013592+0.027342i,0.0042529+0.017151i,0.0013446+0.015455i,-7.2097e-06+0.025869i,0.012545+0.027913i,0.028144+0.01982i,0.037709+0.0056443i
-0.33805-0.22345i,-0.54567-0.02999i,-0.63553+0.10475i,-0.54941+0.13109i,-0.31131+0.027226i,-0.15839-0.14657i,-0.14447-0.18i,-0.083878-0.075718i,0.014914-0.037787i,0.02406-0.05437i,-0.019595-0.019898i,-0.029788+0.014567i,-0.020614+0.0019606i,-0.0092133-0.019115i,0.0029622-0.035675i,-0.0077527-0.041577i,-0.027202-0.024861i,-0.026596-0.0038843i,-0.018522-0.00084564i,-0.017969-0.0078547i,-0.016745-0.0012263i,-0.0074101+0.014656i,0.0020273+0.020471i
0.02072-0.29758i,0.013825-0.19301i,0.13274-0.19926i,0.17254-0.25514i,0.14183-0.19305i,0.18418-0.11831i,0.17502-0.081786i,0.076971-0.014964i,0.03329+0.017245i,0.034415-0.025514i,0.023931-0.065082i,0.0094155-0.080444i,-0.015765-0.072611i,-0.034048-0.038882i,-0.029438-0.019515i,-0.020327-0.017576i,-0.01309-0.011717i,-0.011195-0.0067474i,-0.014166+6.7363e-05i,-0.009526+0.0093079i,-0.0068349+0.012458i,-0.014693+0.013729i,-0.019901+0.012112i
-0.055431-0.3638i,-0.13903-0.26368i,-0.0029319-0.18219i,0.091172-0.17759i,0.054091-0.15439i,0.074925-0.10593i,0.1345-0.092487i,0.11828-0.070718i,0.091305-0.031524i,0.081506-0.022055i,0.049252-0.029505i,0.030248-0.031975i,0.034436-0.06016i,0.019552-0.093781i,0.0031678-0.087284i,0.0035227-0.062714i,0.003406-0.045131i,0.002474-0.039062i,1.8437e-05-0.043594i,-0.0076499-0.040892i,-0.015831-0.020015i,-0.019+0.0075716i,-0.014037+0.026193i
0.058389-0.40396i,-0.20065-0.21951i,-0.20706+0.096521i,-0.0040774+0.18916i,0.21814+0.071956i,0.34316+0.0051196i,0.27222+0.022345i,0.090359+0.057607i,0.026569+0.069147i,0.064318+0.013338i,0.048434-0.032366i,0.013861-0.010224i,0.015912+0.01145i,0.018792+0.0072368i,0.016951-0.0093778i,0.012376-0.024837i,0.0083039-0.015656i,0.015449+0.0073237i,0.022518+0.020618i,0.01899+0.020081i,0.0048511+0.011079i,-0.016773+0.0014461i,-0.028718-0.0035501i
0.65213-0.36485i,0.41955-0.55936i,0.17057-0.57677i,-0.018831-0.41238i,-0.20393-0.091751i,-0.37951+0.21495i,-0.44386+0.32901i,-0.34947+0.27918i,-0.1902+0.22292i,-0.058638+0.20342i,0.022324+0.16026i,0.046686+0.078632i,0.047649+0.010774i,0.074861-0.028554i,0.11428-0.062217i,0.10721-0.079505i,0.055226-0.052145i,0.017115-0.0088772i,0.0059493+0.00098828i,-0.0031959-0.0083002i,-0.011435-0.01294i,-0.0060427-0.02089i,0.0051503-0.032583i
0.63412+0.11379i,0.38118+0.003222i,0.12845+0.027552i,0.025389-0.0036701i,-0.079281-0.21498i,-0.26328-0.46459i,-0.36735-0.50562i,-0.27802-0.3168i,-0.13224-0.1421i,-0.063662-0.050561i,-0.029896-0.0019846i,0.0067644-0.0067756i,0.0081604-0.029218i,-0.0067805-0.0072604i,0.018149+0.045997i,0.064751+0.056332i,0.070782+0.01149i,0.031981-0.03288i,-0.0053377-0.052263i,-0.01852-0.059798i,-0.013514-0.063142i,-0.0025004-0.061678i,0.0012671-0.047848i
0.41318+0.34834i,0.40313+0.13674i,0.44359+0.0073635i,0.48533-0.033794i,0.55285-0.069823i,0.64753-0.18075i,0.52299-0.29653i,0.19166-0.2254i,0.00077643-0.040236i,-0.010055+0.042395i,-0.016376+0.039471i,-0.030327+0.057929i,-0.0068922+0.070969i,0.014635+0.025301i,-0.0035259-0.034629i,-0.017417-0.055164i,0.0013364-0.04183i,0.022996-0.026171i,0.033916-0.020891i,0.038177-0.019951i,0.035665-0.017305i,0.021232-0.0011051i,0.0051551+0.032098i
0.041157+0.21078i,-0.17113+0.070403i,-0.32519+0.046224i,-0.39512+0.10643i,-0.3992+0.27175i,-0.36806+0.39821i,-0.28574+0.33922i,-0.13909+0.19729i,-0.017426+0.088521i,0.041856+0.028901i,0.073266-0.017622i,0.085882-0.068389i,0.088331-0.074906i,0.13192-0.011186i,0.21063+0.05234i,0.23288+0.058452i,0.17111+0.035932i,0.095441+0.022232i,0.053259+0.017964i,0.025589+0.012522i,0.0077874+0.0052655i,0.0089056-0.0089521i,0.0060894-0.020629i
-0.71968+7.8932i,1.583+7.3769i,4.2498+6.1612i,5.0392+2.6071i,3.8827-1.0831i,1.3435-2.941i,-0.89872-2.1317i,-1.5089-0.31868i,-0.62554+0.72412i,0.48671+0.40279i,0.71295-0.43086i,0.31735-1.0073i,-0.313-1.6405i,-1.0927-2.3686i,-1.3758-2.4151i,-0.88737-1.4109i,-0.29049-0.33598i,-0.25957+0.12905i,-0.6237+0.34752i,-0.62219+0.61602i,-0.094383+0.72174i,0.44074+0.42546i,0.5161-0.066746i
-0.64379+0.85974i,-0.43732+0.55148i,-0.31035+0.13422i,-0.41456+0.070864i,-0.56163+0.47029i,-0.46788+0.93677i,-0.13926+0.93525i,0.095382+0.49084i,0.056869+0.11515i,-0.02137+0.024914i,-0.010809+0.0032354i,-0.016829-0.031474i,-0.039474-0.0062941i,-0.046391+0.052676i,-0.058641+0.11096i,-0.055255+0.14401i,-0.036286+0.1092i,-0.031535+0.04532i,-0.030172+0.018542i,-0.011332+0.024433i,0.019651+0.030575i,0.051312+0.019073i,0.064091-0.0014096i
-0.90866-0.11515i,-0.80459-0.12178i,-0.5422+0.024475i,-0.24813-0.00066374i,-0.089781-0.23828i,-0.040625-0.34413i,0.019274-0.24434i,0.032078-0.16117i,-0.041781-0.12086i,-0.097743-0.054836i,-0.088006-0.011257i,-0.089569+0.017354i,-0.097678+0.07282i,-0.087961+0.10885i,-0.088117+0.11109i,-0.068897+0.10608i,-0.023796+0.076289i,-0.0060264+0.03575i,-0.018403+0.024349i,-0.016174+0.038649i,0.013181+0.047772i,0.041272+0.033002i,0.044156+0.00023517i
-0.1054-0.54086i,0.18379-0.68531i,0.28319-0.58143i,0.22804-0.28808i,0.13095+0.14145i,0.17192+0.56268i,0.35784+0.60736i,0.40477+0.27306i,0.25492+0.0069344i,0.11104-0.059006i,0.023848-0.065334i,-0.025817-0.047024i,-0.027567-0.0090429i,-0.018416+0.023488i,-0.030873+0.036708i,-0.055146+0.024146i,-0.064303+0.0007487i,-0.055491-0.010329i,-0.046108-0.0087523i,-0.047352-0.0045308i,-0.051905+0.013596i,-0.029082+0.040263i,0.0099352+0.038235i
-0.070636-0.077385i,0.022131+0.099249i,-0.1738+0.23376i,-0.26579+0.20214i,-0.088894-0.1352i,0.043621-0.55434i,0.0091197-0.65985i,-0.051018-0.43007i,-0.047576-0.15672i,-0.0079904-0.025127i,0.0036632+0.034112i,0.011705+0.070585i,0.017181+0.049426i,-0.003232+0.034741i,0.0031406+0.056713i,0.02926+0.054038i,0.034223+0.028114i,0.02611+0.0087882i,0.0019515-0.0085324i,-0.029726-0.01542i,-0.04108-0.0028853i,-0.036193+0.015019i,-0.027756+0.030948i
-0.52343-0.67939i,-0.31639-0.54755i,-0.010787-0.46916i,0.12221-0.39232i,0.010242-0.21512i,-0.1862+0.039239i,-0.21461+0.22392i,-0.096126+0.19456i,-0.035976+0.079597i,-0.017179+0.051509i,0.027546+0.051634i,0.063824+0.036766i,0.099051+0.016544i,0.12601-0.020527i,0.12367-0.050533i,0.1017-0.056335i,0.067598-0.045013i,0.036764-0.02795i,0.018948-0.030764i,-0.0035729-0.057783i,-0.035544-0.075395i,-0.043448-0.061925i,-0.023001-0.036855i
0.26177-0.90129i,0.18493-0.7063i,0.012145-0.45963i,-0.081873-0.28102i,0.036394-0.13794i,0.24178-0.090425i,0.27982-0.14392i,0.14294-0.14571i,0.047145-0.064313i,0.041215-0.036595i,0.0058418-0.064576i,-0.040431-0.045889i,-0.019293-0.0038471i,0.023047+0.0069415i,0.049885+0.011897i,0.056653+0.0159i,0.029201+0.0052874i,0.00033872-0.0088181i,-0.0058025-0.019171i,-0.0034151-0.017958i,0.00038893-0.0083542i,0.002611-0.0043116i,0.0092344-0.010481i
1.004+0.0567i,0.98238+0.44198i,0.83997+0.73349i,0.81323+0.69549i,0.72043+0.26714i,0.36833-0.1752i,0.014711-0.26986i,-0.093712-0.171i,-0.07725-0.10127i,-0.070451-0.032861i,-0.042015+0.035812i,-0.0021313+0.060919i,0.0208+0.060056i,0.03639+0.035046i,0.028744+0.0019039i,0.001819+0.0023636i,-0.0071033+0.021846i,0.0068072+0.027005i,0.024066+0.019849i,0.030112+0.0072254i,0.019543-0.0054885i,0.00036965-0.0057397i,-0.010238+0.0014082i
0.2861+0.45189i,0.062622+0.38221i,-0.26707-0.01227i,-0.59788-0.12878i,-0.59792+0.20613i,-0.28989+0.46021i,-0.042207+0.36598i,0.018188+0.17936i,0.019148+0.11664i,0.050137+0.086298i,0.037883+0.0054336i,-0.024824-0.029982i,-0.032254-0.0088934i,0.0065282-0.0046855i,0.038726-0.004976i,0.058285-0.013803i,0.050499-0.031884i,0.034844-0.029328i,0.032037-0.020396i,0.02849-0.018905i,0.024749-0.024291i,0.016887-0.041579i,-0.0058389-0.047945i
