0.0031826-0.0018902i,0.0028838-0.0025803i,0.00043709-0.0036102i,-0.0017222-0.0034471i,-0.0036024-0.0014398i,-0.0038897+0.00046189i,-0.0019848+0.00048952i,-0.00011043+0.00022612i,0.00071762-0.0002309i,0.00051862-0.00072081i,-0.00033093-0.0014554i,-0.00084375-0.0016845i,-0.00082444-0.00065744i,-0.00088798+0.00038293i,-0.0010788+0.00040294i,-0.00103+0.00098321i,-0.0010349+0.00098974i,-0.00041968+0.00012267i,-0.00028879-0.00061825i,-0.00054386-0.00024232i,-0.00017311+0.00010239i,-0.0001324-0.00044038i,-2.7778e-05-0.00084526i
-6.685e-05-5.9186e-05i,-0.00032053-0.00067081i,-0.00055206-0.0009646i,-0.0015122+0.0002566i,-0.0021061+0.001439i,-0.0019013+0.0011252i,-0.00081285+0.00038389i,-8.1517e-05+0.00069111i,-0.00033328+0.00033443i,-0.00018759-0.00042902i,-0.00037516+0.00027712i,-0.00031542+0.00046696i,-0.00041397+0.0001247i,-0.00097635-0.00025215i,-0.0012515-0.00030564i,-0.00072489+0.00010297i,-1.0134e-05+0.00027263i,0.00013009-0.00053826i,6.31e-05-0.0004295i,0.00039078+0.00072557i,0.00030846+0.0006848i,0.00027197+0.00039938i,1.3891e-05+0.00070963i
-0.00040982-6.8344e-05i,-0.00092648+0.00082599i,-0.0014794+0.0012807i,-0.0014423+0.00072032i,-0.0017128-0.00042823i,-0.0016074-0.00061871i,-0.0012143-0.00063294i,-0.00033565-0.0012681i,0.00029728-0.0011161i,-0.00013706-0.0003495i,-0.00015816+2.1759e-05i,0.00031642-0.00013555i,0.00020217-0.0002199i,5.9458e-05-0.00043777i,0.00058104-0.00055399i,0.00029954-0.00011486i,0.00015417+8.6096e-05i,0.0005064-0.0003239i,0.00063758-7.717e-05i,0.00015289+0.00052499i,-0.00013563+0.0004394i,0.00033607+0.00010164i,0.00030353-3.2184e-05i
-0.00057237-0.00077027i,-0.00071616-0.00073207i,-0.0016774-0.00028869i,-0.0016546+0.00015849i,-0.00041757+0.00092164i,2.0492e-05+0.0006727i,0.00034618-0.00037159i,0.00055484-0.0010489i,7.8826e-06-0.00079415i,-0.00035755-0.00079482i,-0.00077541-0.00078279i,-0.00081485-0.00071602i,-0.00047939-0.00091345i,-0.00055227-0.00074207i,-0.00061195+0.00014022i,-0.00042825+0.00032049i,7.1142e-05-1.6305e-05i,0.00016727-4.6895e-05i,-8.83e-05-8.1778e-05i,0.00033554+2.0495e-06i,0.00068455+0.00049732i,0.00049823+0.00050766i,0.00025416+0.00059122i
0.001929-0.00026339i,0.00042307-0.00069354i,0.0001688-0.0010868i,7.624e-05-0.0012752i,-4.5402e-06-0.0010308i,-0.00034687-6.8715e-05i,0.00010754+0.00093381i,0.00082182+0.00090908i,0.00076472-0.00026755i,0.00052617-0.00062217i,0.00017555-0.00040791i,-0.0002405-0.00061148i,-0.00064788-0.00046009i,-0.00028566+0.00068248i,0.00035571+0.00091202i,-0.00061176-0.00034551i,-0.0002592-0.00078835i,0.00082008-5.2901e-05i,-9.067e-05+0.00034388i,-0.00060805+0.00018136i,-0.00036581-0.00042475i,-0.00023081-0.00069587i,0.0004477-0.00055375i
0.00034783+0.00010109i,-0.00054238-0.00055225i,-0.0002574-0.0003252i,-0.0010659+0.00035127i,-0.0014121+0.00039611i,-0.0010472+0.0003542i,-0.0011868+0.00049709i,-0.0012811+0.00015552i,-0.00085055+9.7926e-05i,-0.00048488+0.00033118i,-0.00017236-0.00019975i,-1.0581e-05-0.0004684i,4.7384e-05-0.00034048i,0.00014319-8.7436e-05i,-0.00031038+0.0003036i,-0.00054558+0.00034513i,-0.0005945-0.00015536i,-0.00059657-0.00018396i,-0.00046637+0.00059674i,-0.00023404+0.00019873i,0.00017992-0.00030716i,5.1915e-05-0.00043565i,-0.00039656-0.00025557i
0.00077868-0.00083733i,0.0004946-0.0011069i,0.00043963-0.00059008i,-0.00042358+0.00048519i,-0.00070724+0.0006451i,-0.00033444-0.00014098i,-0.00052334-0.00036112i,-0.00087392-0.00077567i,-0.0011147-0.0010586i,-0.0016135-0.00082725i,-0.00074986-0.00014479i,0.00023725+0.00020883i,0.00045892+0.00062333i,0.00038411+0.0011908i,-0.00029811+0.00031226i,-0.0010089-7.4714e-05i,-0.0018012-9.042e-05i,-0.001977-0.00043721i,-0.00070028-0.00051143i,0.00121-4.1942e-05i,0.0016641+0.00035209i,0.00058372+0.00030895i,0.00012782-0.00038457i
0.00090426-0.00079471i,0.0011819-0.0012566i,0.00011229-0.00077757i,-0.00036327+0.0002782i,-0.00050207+0.00090501i,-0.00030692+0.0010456i,8.1037e-05+0.00076677i,6.3182e-05-0.00022625i,-5.4719e-05+0.00059532i,-0.00050043+0.0013648i,-0.00015825+3.0209e-05i,3.3289e-06-0.00047702i,-0.0003876+0.0001234i,-4.6249e-05+0.00060113i,0.00067366+0.00059051i,0.0004444+0.0012914i,-0.00017612+0.00075584i,-0.00058278+0.00030762i,-0.00058785+0.0007216i,0.00022523+0.00040889i,0.0001848+7.1484e-05i,-0.00011502+0.00076466i,0.00011527+0.00082637i
-0.00032871+0.00036796i,-6.9674e-05+0.0012733i,-0.00060179+0.00099882i,-0.001168+0.00061069i,-0.0016523+0.00038461i,-0.0004824-1.0221e-05i,0.00014648+5.8241e-05i,-0.0004402-0.00031969i,-0.00043989-0.00062849i,9.3163e-05-0.00040596i,-0.00059177-7.2939e-05i,-0.0016152-0.00032952i,-0.0011626-0.00022581i,-0.00086115-7.4628e-05i,-0.00042036+0.00023561i,0.00020852+0.00078248i,1.2287e-05+0.00038119i,0.00018634-0.00021027i,0.00027946-0.00024166i,1.0771e-05-0.00040131i,0.00029813-0.00070419i,0.00025579-0.00049775i,4.5605e-05-0.00010094i
-0.00064228+0.0011673i,-0.0011056+0.00031939i,-0.0011642+0.00074304i,-0.00034574+0.00064617i,0.00031117-0.00039106i,0.00010965+0.00021983i,-4.6859e-05+0.00066162i,-0.00018923+0.00030022i,0.00023586+0.00028457i,0.00061404+8.8167e-05i,0.00058966-0.000346i,0.00036654-0.00078312i,0.00044735-0.00052064i,0.00056029-0.00030133i,0.00061373-0.00018823i,0.00042021-0.00013016i,3.7531e-06+0.00012337i,3.6673e-05+0.00028934i,2.3403e-05-0.00041823i,0.00011028-0.00080965i,-5.0439e-05-0.00065683i,-0.00046928-0.00062994i,-0.00013086-0.00047996i
-0.0027206+3.242e-05i,-0.0021989-0.00058863i,-0.0021675+0.00026595i,-0.0019152+0.0014391i,-0.0006454+0.0010951i,-0.00025274+0.00076897i,-0.00068041+0.00054714i,-0.001023+4.2192e-05i,-0.0005098+0.00017267i,0.00032055+0.00050816i,0.0004934+0.00036926i,8.6726e-05-7.7836e-06i,0.00058269+1.6953e-05i,0.0010235+0.00036097i,0.00045788+1.8335e-05i,0.0005593-0.00081529i,0.0009665-0.00093992i,0.0001433-0.00060953i,-0.00016925-0.00048688i,-0.00022651-0.00041906i,-0.00063795-0.00048181i,0.00052639-0.00027384i,0.00085491+0.00045566i
0.0020288-0.00097089i,0.0011297-0.0005992i,0.00041976-0.00013352i,-0.00042795+3.8027e-05i,-0.0013256+0.00066762i,-0.0019039+0.00064194i,-0.0017403+0.00017066i,-0.0015166-1.3104e-05i,-0.00048062+0.00013573i,-0.00020905+0.00055119i,-0.0010815+0.00059799i,-0.0012753-0.00012136i,-0.00053894-0.00087624i,-0.00011123-0.00014587i,-0.00029777+0.00070211i,0.00051852+0.00066578i,0.00067427+0.00042987i,8.9199e-05+0.00044053i,-0.00010361+5.1126e-05i,0.00012743-0.00098548i,0.00061426-0.0014005i,0.0013682-0.0010557i,0.0018095+0.00021686i
-0.00019625+0.00096905i,-0.00092372+0.00083056i,-0.0013761+0.0003928i,-0.0014027-6.908e-05i,-0.00034671+0.00010102i,-0.00016415+0.00041652i,-0.00023024-0.00022944i,0.0001967-0.00052551i,0.00017262-0.00056574i,0.00013425-0.00020761i,0.00032494+9.4204e-05i,0.00019739-0.00044422i,2.2719e-06-0.00014826i,-0.00028846+7.528e-06i,-0.00085323-0.00026491i,-0.0011049-0.00035376i,-0.00047649-0.00033062i,-0.00034446-4.2581e-05i,-0.00056336+0.00024261i,7.6553e-05+4.4156e-05i,0.0002321+0.00015339i,-0.00027579+0.00092701i,-0.00015801+0.00051094i
0.0015454-0.0010565i,0.00029965-0.001801i,-0.00014583-0.0018418i,-0.00030045-0.0010966i,-0.0012091-0.00079355i,-0.0013703-0.0003233i,-0.00046708+0.00057369i,0.00019952+0.00076992i,4.6522e-05+0.0004657i,-0.00034815+0.00025205i,-0.00044407+6.9997e-05i,3.8e-06-5.7001e-05i,-0.00010521+0.00030753i,-0.00079318+0.000438i,-0.00083165-5.5593e-05i,-0.00065212-0.00055104i,-0.00070574-0.00077936i,-0.00033903-7.9886e-05i,0.00015493-5.9321e-05i,0.00041602-0.0010604i,0.00029924-0.0011128i,-0.00025873-0.00012314i,-0.00053226+0.00061956i
-0.00013861-0.0017609i,-0.0018715-0.00037391i,-0.0024719+0.00015575i,-0.0021913+0.00090611i,-0.0022488+0.0017553i,-0.001971+0.0014147i,-0.00074513-2.4449e-05i,-3.3245e-05-0.00073698i,-0.000321-0.0011971i,-0.00032506-0.0011866i,-4.1206e-05-0.00045484i,-0.00032881-0.00030675i,-0.00018775+0.0003331i,0.00034759+0.00099734i,-0.00051573+0.00053648i,-0.000488-0.0004249i,0.00049355+0.0001298i,-0.00028806+0.00085759i,-0.00094955+4.2804e-05i,-0.00036252-0.00057876i,-0.00028742-0.00040791i,-0.00039277+0.00030621i,-0.00056217+0.00067061i
-0.0013789-0.00098155i,-0.0012249-0.0009294i,-0.0010399-0.00062162i,-0.0011743-0.00044751i,3.7721e-05+0.00010419i,0.00094651+0.00034728i,0.00038987+0.00039121i,-0.00023173-0.00019046i,0.00030948-6.7208e-05i,0.00042044+0.00055481i,0.00023618+0.00017784i,0.00039163-0.00027108i,0.00066705-0.00025391i,0.00042884-0.00086417i,0.00039685-0.001183i,0.00029339-0.00035292i,-0.00018378-4.0657e-05i,-0.00020304+0.00019819i,-3.8806e-05+0.00065209i,-8.8398e-05+0.00035336i,0.00045939+9.6576e-06i,0.00099347-0.00017675i,0.0005299-0.00026191i
0.0010999-0.0005718i,0.0001829-0.00019183i,-0.0014395-0.00061402i,-0.0016981-0.00057625i,-0.0011003-8.716e-05i,-0.0012961+0.00030201i,-0.0011168+0.00021438i,-0.00060552-0.00030877i,-0.00031017-0.00035019i,-0.00029383-0.00081404i,-0.001086-0.00089581i,-0.001113-0.00010783i,0.00013866-0.00039869i,0.00065038-0.00067606i,0.00052695-1.8359e-05i,0.0007489+0.00064347i,0.00047938+0.00055242i,-0.0002346-6.1899e-05i,-0.00011707-0.00096759i,8.2936e-05-0.001232i,-0.00034149-0.0005081i,-0.00035573+0.00010703i,-3.2347e-06+0.00012116i
0.00081805-0.0016969i,0.00037491-0.00080486i,-0.0016154+0.0002475i,-0.0020954+0.00054942i,-0.0010738+0.00076236i,-0.00055024+0.0011899i,-0.00046448+0.0011053i,-0.00010472+0.00060001i,-0.00029004+0.00038568i,-0.00045517+0.00030202i,0.00014221-0.00031279i,-0.00037519-0.00030973i,-0.0011777+0.00015688i,-0.00025709-8.2699e-05i,0.00077353-0.00049839i,0.0011461+0.00018448i,0.00047917+0.00042238i,0.00067734-0.00038702i,0.00099524-0.00064528i,0.00028604-0.00049701i,0.00046482+2.4467e-05i,0.0014357-0.0002701i,0.0012597-0.0010281i
-0.0013357+0.00019589i,-0.0009203-0.00014337i,-0.0014114+0.00054965i,-0.0016211+0.00061204i,-0.00082399+0.00021272i,-0.00028531-9.873e-05i,-0.00018457-0.00028612i,-0.00081182+0.00021402i,-0.0010181+0.00045783i,-6.1838e-05+0.00094123i,1.3909e-05+0.00068962i,1.2374e-05+6.6453e-05i,0.00089086+0.00033554i,0.0011171+0.00018316i,0.00061728-3.7729e-05i,-1.5218e-05-8.1247e-05i,0.00035116-0.00036315i,8.7029e-05+0.00010349i,-0.00092079+0.000274i,-0.0013404-0.00024205i,-0.00023907+0.00024459i,0.00048818+0.00092388i,0.00019024+0.0012418i
-0.00068461-0.0018083i,-0.0010006-0.0018623i,-0.0012608-0.0013826i,-0.00061546+0.00052582i,-0.00049413+0.0017491i,-0.0013366+0.0016887i,-0.0013056+0.00054723i,-0.00051339-0.00038422i,-0.00075964-0.00039302i,-0.00075552-0.00040893i,-4.0396e-05+0.00018849i,7.7481e-05+0.00053219i,-0.00022265+0.00077667i,-5.3402e-05+0.0015602i,0.00011386+0.0011014i,-7.9787e-05+0.00015623i,0.00036388-0.00032034i,0.00010424-0.00025128i,-0.00084515+0.00043632i,-0.00034214+0.00063263i,0.0005839-0.00027667i,0.00049138-0.00082103i,0.00024851-0.00066636i
0.0015337+9.8011e-05i,0.0010045-0.00090812i,0.0011239-0.0010244i,0.00030123-0.00060969i,-0.00044769-0.00083497i,-0.0006843-0.00068185i,-0.00059661-9.5372e-05i,-0.0003518-0.00010994i,0.00047657-0.00032555i,0.00077006-0.0006375i,-0.00018828-0.00044963i,-0.00039851+3.5777e-05i,-0.0003348-0.00013031i,9.3479e-05-0.0006106i,0.00073184+6.3971e-05i,0.0005956+0.00034855i,0.00080479-0.00042602i,0.00072345+0.00028504i,6.059e-05+0.000833i,0.00026611-0.00045087i,0.00019742-0.00097372i,-0.00050288-0.00067362i,4.5333e-05-0.00048208i
-0.00032086-0.00056634i,-0.00051929-0.00038642i,-0.0011582-0.001672i,-0.0013176-0.0024621i,-0.00077249-0.00079723i,-0.00080492-4.3439e-05i,-0.00091549-0.00056309i,-0.00073946-0.00016704i,-2.4072e-05+1.1453e-05i,0.0003563-0.00029918i,0.00031471-0.0005691i,0.00013223+7.0491e-05i,-0.00014543+0.00071446i,-0.00081078+0.00043093i,-0.00098678-0.0007455i,-0.00067635-0.0014656i,-0.00040112-0.00085648i,-0.00015959-0.00037438i,-0.00024462-0.00022385i,-0.00044151-1.0383e-05i,-0.00065268-0.00011153i,-0.0011479+0.00073643i,-0.00080507+0.0018619i
-0.0009711+0.0024605i,-0.00045544+0.0017395i,-0.00011967+0.0016918i,-0.00037456+0.0013143i,-0.00077229+0.00035872i,-0.00016083-0.00036942i,4.7823e-05-0.00084311i,2.0456e-05-0.00096371i,0.00038915-0.00039114i,0.00063921-0.00012647i,0.00078942-0.00033122i,0.00079108-0.00054973i,0.00080724-0.00017085i,0.00026202+0.00050511i,0.00014444+3.5374e-05i,0.00022963-0.00028009i,-0.00040467-0.00025983i,-0.00059674-0.00029354i,-0.00071659-0.00014223i,-0.0002181-0.00033613i,0.000454-0.00014746i,0.00012097+0.00010223i,-9.8397e-05+0.0001343i
0.00099662-0.00069777i,-0.00048867-0.0011975i,-0.0016616-0.0012697i,-0.0017921-0.00017547i,-0.0011295+0.00073788i,-0.001062+0.0010082i,-0.00061494+0.00094163i,-0.00031441+0.00034861i,-0.00034383+0.00010813i,0.00030419+7.6318e-05i,-4.295e-05-0.00018025i,-0.00023568-0.00069662i,-0.00041174-0.0004555i,-0.00051263-0.00020669i,0.00031679-0.0007203i,-0.00039446-0.00043275i,-0.00074751-0.00023624i,-7.1729e-05-6.8759e-05i,-0.00014994-0.00038813i,0.00019201-0.0010256i,0.00092336-0.00069179i,0.00072573+0.00045007i,0.0001943+0.0010432i
0.00043492+0.0014308i,0.00035516+0.0010877i,0.0010298+0.0012735i,0.0013113+0.00016352i,0.00027397-0.00016827i,-0.00018519+0.00039485i,-0.00047781+0.00089008i,-0.00021886+0.00056487i,0.00028804+0.00031202i,0.00012814+0.00049192i,0.00011797-0.00010854i,0.00020676-0.00021336i,0.00019227-0.00025437i,0.00026011-0.00062984i,0.00011574+5.1463e-05i,-0.00040785+2.272e-05i,-0.00028554-0.00025441i,-3.5599e-05-0.00022657i,-0.00019778-0.00033193i,-0.00030297-0.00041573i,-0.00044491-0.00040089i,0.00021009+0.0001095i,0.00012895+0.00055805i
-0.00067228-0.00047672i,-0.0011253-0.00097278i,-0.0017589+3.898e-05i,-0.0015257+0.0005613i,-0.0009498+0.00017072i,-0.00067382-8.3935e-05i,-0.00040392+1.9414e-05i,-0.00063839-0.00035073i,-6.3979e-05-0.00037034i,0.0004428+0.00035802i,0.00051172-0.00061985i,0.00047214-0.0011098i,0.00057006-0.00086485i,0.00048982-0.0010157i,-0.00029904-0.0010193i,-0.00023707-0.0005242i,-0.00016155-0.00013198i,-0.00023287-0.00019348i,-0.0009927-8.7372e-05i,-0.0017172+0.00022571i,-0.00043294+0.00058151i,0.000494+0.00072791i,0.00086923+0.00056346i
-0.0017939-0.0018386i,-0.0015522-0.0012812i,-0.0024819-0.0012326i,-0.0033414+0.00024044i,-0.0028594+0.0013836i,-0.0022343+0.0013761i,-0.0012232+0.00053633i,-0.00038746+8.1137e-05i,-0.00087146+0.00053234i,-0.00090179+0.00096082i,0.00012501+0.00083168i,0.00084822+0.00057665i,0.0010077+0.00052245i,-1.5486e-05+0.00039836i,-0.00050031-5.5483e-05i,0.00035579+0.00013431i,0.000671+0.00049834i,0.00017278+0.00020336i,-0.00082344-0.00066173i,-0.00097987-0.0011843i,-0.00018146-0.0012167i,0.00044992-0.001053i,0.00093061-0.0014022i
-0.00019189-0.00098504i,-0.0016712-0.00085127i,-0.0021331-0.00014632i,-0.0022866+5.9734e-05i,-0.0028087+0.00049228i,-0.0025839+0.00074289i,-0.00085874+0.00017867i,0.0001482-0.00045435i,0.00023771-0.00059935i,-0.00011725-3.3873e-05i,-0.00034317-0.00020043i,-1.9613e-05-0.00033287i,0.00012771-0.00031581i,-3.1312e-05-0.00052823i,-0.00042938-0.00026192i,-0.00042019-0.0005761i,-0.0001016-0.00077119i,-0.00011704-0.00014356i,-0.00073526+8.1165e-05i,-0.0018453-0.00013425i,-0.0018016-4.5592e-05i,-0.00068615+0.00030519i,-4.3053e-05+0.00024323i
-0.0016487+0.0011158i,-0.00056257+0.00066256i,0.00072431+0.00012835i,0.00029541-0.00039201i,-0.00036618-0.00039518i,-0.00046198-0.0002347i,-0.00014515-0.00012147i,-0.00021953+0.00020193i,-0.00077646+7.6288e-06i,-0.0015167-0.00087792i,-0.0008029-0.0012747i,-0.00031292-0.00095877i,-0.00029329-0.00025995i,-0.00014742-0.00023731i,-0.00044322-0.00017315i,-0.00038971+8.302e-05i,-0.00031119+7.993e-05i,0.00021478+4.7413e-05i,0.00074024-3.981e-05i,0.0001944-0.00055884i,5.4072e-05-0.00064736i,0.0007474-0.00053571i,0.0010154-7.1561e-05i
0.0018069-0.0023135i,0.00027722-0.0022881i,-0.00062396-0.0031088i,-0.00077615-0.0022918i,-0.0012987-0.0014038i,-0.00070224-0.00087556i,-0.00076145+0.00051366i,-0.00048405+0.00074324i,-0.00017193-0.00013299i,-0.00028213-0.0002024i,-0.00037223+0.00019987i,-0.00067797-3.1027e-05i,-0.00093749-0.00020192i,-0.00072374+0.00024331i,-0.00089043+0.00039662i,-0.00084282+0.00059701i,-0.00087908+0.00073205i,-0.00093672+0.00045766i,-0.00074214-0.00035913i,0.00028608-0.00072939i,0.00086359-0.00036236i,0.00037336-0.00042991i,-0.00052394-0.00050564i
0.003054+8.4421e-05i,0.0019817-4.5128e-05i,0.0004747-0.0011065i,-0.0011778-0.0016239i,-0.0018088-0.00079054i,-0.0014606+0.00035952i,-0.00041561+0.00045295i,0.00053351-7.3692e-06i,0.00032026-0.00045279i,1.7425e-05-0.00065691i,-0.00020869-0.00042094i,-0.00033966-0.00056354i,0.00013818-0.00044772i,0.00082817+0.00015376i,0.00039285-0.00034738i,-0.00020079-0.00058017i,0.00015094-0.00064346i,0.00034485-0.00031901i,-0.00055083+0.0002553i,-0.00062046+0.00052228i,0.00015763+0.00041671i,-0.0002104+0.00052573i,-0.00016449+0.00055358i
-0.00017021+0.00030182i,-0.00031029+0.00086315i,-0.0014252+0.0011762i,-0.0016875+0.0018405i,-0.0016485+0.0018332i,-0.0015531+0.001416i,-0.001385+0.00047013i,-0.00089002-0.00034375i,-0.00042471+5.0694e-05i,-0.00029747+0.00034036i,0.00032414-0.00020282i,0.00073909-0.00032904i,0.00078151+9.7979e-06i,0.00081482-0.00015989i,0.00072494-0.00061326i,0.00056001-0.00025262i,0.00051187+0.00026362i,0.00028325+0.00040185i,-0.00019582-1.1203e-05i,-0.00029263-0.00063415i,-0.00045809-2.9761e-05i,-0.00062742+0.00011211i,-0.00017486-0.00017784i
-0.0005492-0.0020356i,-0.0008764-0.0017791i,-0.0012809-0.0013507i,-0.0015348+0.00028982i,-0.0018775+0.0016981i,-0.0017608+0.0011703i,-0.0011453+6.3417e-07i,-0.00093054-0.00078649i,-0.00078148-0.0018164i,-0.00043637-0.0014i,0.00025758+6.2838e-05i,0.00044796+0.00053629i,0.00070431+0.00075661i,0.00025307+0.0011382i,-0.00033992+0.00049636i,-0.00036418+8.616e-05i,0.00034499+9.4342e-06i,0.00072886+0.00021407i,-8.6966e-06+0.0006792i,-0.00058081+0.00027415i,-0.0011923-0.00026539i,-0.00064752-0.00043653i,0.00038884+0.00011742i
0.0026162-0.0023853i,0.00029595-0.0026788i,-0.00076788-0.0025934i,-0.00078933-0.0024501i,-0.00095722-0.0015751i,-0.0012716+0.00042469i,-0.00050349+0.0010519i,0.00034156+0.00025077i,0.00016801+0.00017093i,-0.00033995-0.00019609i,-0.0004711-0.00075642i,-0.00057836-0.0005412i,-0.00055729-0.00032087i,-3.955e-05-0.00050199i,0.00034891-0.00027832i,0.00035937-6.3434e-05i,0.0002106-0.00043504i,-0.00041655+0.00013737i,-0.00057905+0.0008134i,-0.00047918+0.00076933i,2.2704e-05-2.1051e-05i,-9.4912e-05-0.00065268i,-0.00026266-0.00079585i
0.00076837-3.9236e-05i,0.0011917-0.0007017i,0.00097687-0.00052242i,-0.00058628-0.00047694i,-0.0014383-0.00076998i,-0.0012561-0.00081451i,-0.0013714-0.0012141i,-0.00090641-0.0010305i,0.00035493-0.00081896i,0.00075331-0.00066759i,0.00038789-0.00067638i,5.124e-05-0.00026179i,-0.00048677+0.0003483i,-0.00053684-5.4918e-06i,-0.0005843+7.626e-05i,-0.00035433+5.1642e-05i,0.00019219-0.00018871i,0.00044732+0.00012299i,-0.00020564+0.00014779i,-0.0011862-1.4026e-05i,-0.0012911-0.00051882i,-0.00016213-0.00060737i,0.00080431+6.739e-05i
0.00027867+0.00075511i,0.00011275+0.00057602i,-0.00078632+0.00027678i,-0.0018647+0.00044925i,-0.0024014+0.00052733i,-0.001653+0.00013083i,-0.00096993-0.00016605i,-0.00067874-0.000117i,-0.00030345-0.00020639i,0.00058597+0.00044687i,0.00081677+0.00063025i,0.00025743+0.00062515i,-3.3939e-05+0.00070134i,0.00021885+0.00054783i,0.0008645+5.7307e-05i,0.0013094-0.00021221i,4.1859e-05-6.9622e-05i,-0.00087253+6.7744e-05i,-7.3735e-05-0.00056853i,-7.5065e-05-0.00087051i,-0.00027165-0.0006777i,0.00048193-0.0006746i,0.0007759-0.00074701i
-0.0010355+0.00077979i,-0.0015223+0.00060335i,-0.00071198+0.00021142i,-0.001142+0.00036637i,-0.0022897+0.00045705i,-0.0009936+0.00035711i,-1.4176e-05+0.00017708i,-0.00022869+0.00041102i,-0.00032875+0.0011223i,1.553e-05+0.00091308i,0.00033897+5.3617e-05i,-6.1659e-05+0.00019396i,-0.00032541+0.0003165i,0.00011109-0.0002874i,0.00044043-0.0013999i,0.0003754-0.0020557i,-0.00019261-0.001135i,-0.00079898-0.00036214i,-0.00061936+0.00037625i,-0.00017699+0.00015474i,7.6366e-05-0.00058916i,0.00031685-0.00017974i,0.0009546+0.00052976i
-9.8419e-05-0.00079254i,-0.0011728-0.0019508i,-0.00096512-0.0013225i,-0.00086329-0.00060167i,-0.0012219-0.00081529i,-0.0013122-0.00051866i,-0.00068495-0.00042163i,-0.00069285-0.00033122i,-0.001156-0.00028858i,-0.00032323-0.00031468i,0.00026405+0.0002488i,-8.9872e-05+0.00012156i,-0.00032789-0.00026782i,-0.00027901+1.9989e-05i,-0.00067925+0.00049243i,-0.00041848+0.00023891i,3.966e-06-0.00060183i,-2.9055e-07-0.00047719i,3.3656e-05-8.0253e-05i,-1.2347e-05+8.7453e-06i,-0.00025567+0.00042758i,-0.00024523+0.00038438i,0.00018039+0.00059533i
0.00051748-2.3324e-05i,0.00058275-0.00042516i,0.00013838-0.0011236i,-0.00079639-0.00077284i,-0.00066519-0.00033286i,-0.00058274-0.00024264i,-0.00029655-0.0003003i,0.00030518-0.0003997i,0.00011621-0.0002963i,-0.00056961-0.00016167i,-0.00077751+0.0002772i,-0.00074354+0.00082441i,-0.00035628+0.00013052i,0.00014193-0.00094662i,-0.00029126-0.0012524i,-0.00034346-0.00080024i,0.00059448-0.00027971i,-0.00011291+0.00011864i,-0.00074004+0.00082241i,-0.0002859+0.0012508i,-0.00067063+0.00080037i,-0.0010117+0.00063115i,-6.4742e-05+0.0012929i
-0.00054133+0.0002504i,-0.0017287-0.00059731i,-0.0024882-0.0003886i,-0.0023134+0.00032381i,-0.0014113+0.00014323i,-0.0010578-0.00011956i,-0.0008224+0.00024906i,-0.00048098+0.00011518i,-0.00047309-0.00044891i,0.00029533-0.00061658i,0.00084182-0.00029498i,9.3009e-05+2.9281e-05i,-0.00059081-0.00010155i,-0.00015125-0.00023774i,0.00015258-9.4919e-05i,0.00054614-0.00039382i,0.00068415-0.00028892i,0.00037731+1.2009e-05i,0.00041447-0.00048103i,0.00039611-0.00086305i,-0.00049438-0.00046789i,-0.00053687+5.9846e-05i,-0.00030888-1.7094e-05i
-0.0012046+0.00092354i,-0.00059229+0.00099641i,0.00025271+0.00085737i,-0.00040411+0.00064492i,-0.00080271+0.00085153i,-0.00017781+0.00069407i,3.3213e-05+0.00061649i,0.00023227+5.5876e-05i,-3.1073e-05-0.00054548i,-0.0010076-0.00041324i,-0.00085223-0.00016413i,0.00040344+4.3786e-05i,0.00057945+0.00016579i,4.6635e-05+0.00022708i,1.606e-05+0.00034486i,0.00077545+7.7175e-05i,0.0014993-0.00017599i,0.00098914+0.00080333i,-0.00055024+0.00059721i,-0.0011524-6.2465e-05i,-0.0010172+0.00021026i,-0.00069561+0.00016931i,0.00019124-7.1723e-05i
-0.00060961-0.0010755i,-0.0008579-0.001195i,-0.0016738-0.0016542i,-0.0026704-0.00096718i,-0.0024979-0.0003207i,-0.0018281-0.0002235i,-0.0015886-0.00035187i,-0.0010376-0.00064672i,-0.00086159-0.00051372i,-0.001078-0.00027038i,-0.0006061-0.00045687i,-1.4096e-05-0.00058178i,6.094e-05-9.5281e-05i,0.00032277-0.00025016i,0.00052301-0.00049681i,0.00022383-0.00062503i,0.00037839-0.00036404i,0.00080709-0.00031491i,0.00061397-0.00041822i,7.9045e-05-0.00021026i,-0.00043421+8.3951e-05i,-0.00057279+0.00020736i,-0.00023128+0.00054353i
0.00097602-0.0018692i,-0.00029836-0.0014842i,-0.0011784-0.0012433i,-0.0015937-0.001322i,-0.0017042-0.00065036i,-0.0016826+1.0798e-06i,-0.00073591+0.0005251i,-0.00043539+0.00033022i,-0.00057699+9.5704e-05i,-0.00029639+0.00054939i,-0.00010282+0.00078684i,-0.00063427+0.00059838i,-0.00057696-0.00033202i,1.0762e-05-0.00063713i,0.00020734-9.9987e-06i,0.00060818+0.00038246i,0.00056953+0.0010375i,0.00025947+0.00116i,0.00010826+0.000979i,0.0001222+0.00039055i,0.00032279-0.00014024i,0.00035201-0.0003953i,-3.1645e-05+0.000444i
