-0.00076183-3.2198e-05i,-0.00041477+0.00060755i,-0.0009047+0.00025761i,-0.0022416-0.00012329i,-0.0020848+0.00044653i,-0.0014906+0.0010525i,-0.0007313+0.0013693i,-0.00024228+0.00063923i,0.00015344+1.5662e-05i,0.00058086+0.00032045i,-6.5515e-05+0.00051051i,-0.00037265+0.00061854i,-0.00017769+0.0005472i,-0.00010919-0.00015398i,0.00033992-0.00081086i,0.00019332-0.00068498i,-0.0004367+0.00017716i,-0.00075533-4.0019e-06i,-0.00072009-6.7604e-05i,-0.00051397+0.00025495i,-0.0002435+0.0003149i,-0.00010964-7.6088e-05i,0.00020435-0.00038379i
-0.00077067-0.0019591i,-0.00054383-0.0011077i,-0.00061548-0.00030932i,-0.00046588+0.00052807i,-0.00075059+0.0006146i,-0.00030843+0.000329i,0.00021225+0.00017384i,0.00050083-0.00059221i,0.00089144-0.00097133i,0.00077616-0.00094401i,0.00087821-0.00092116i,0.0010216-0.00052719i,0.0011483-0.00050609i,0.00028343-0.00064267i,-0.00078226-9.4177e-05i,-0.00056236+0.00020284i,0.00032625-3.5159e-05i,0.00036821-0.00031095i,-1.1862e-05-0.00024388i,0.00021919+3.5971e-05i,9.4346e-05+0.00025024i,-0.00024909+0.00047606i,0.00080608+0.00022172i
0.0009964-0.0013381i,0.00090239-0.0010746i,-0.00076881-0.00013152i,-0.0023593+0.00036418i,-0.0018658+0.00028833i,-0.00071613-0.00017863i,0.00030133-0.00061807i,9.0962e-05-0.00062388i,0.00041921-0.00072411i,0.0010836-0.00019774i,0.00081424+0.00046705i,0.00019144-0.00038208i,-0.0002763-0.0015382i,0.00019732-0.0010012i,0.00071326-0.00034997i,0.00021365-0.0008929i,-0.00041571-0.00092838i,-0.00017984-0.0005015i,0.00013184-0.00094182i,-5.1899e-05-0.0010283i,6.263e-05-0.00024877i,0.00021193+0.00026462i,0.00040945+0.00020476i
-0.00043973+0.0006709i,-0.00062015+8.3656e-05i,-5.9078e-06-0.00084599i,0.00024592-0.00092922i,-0.00029958-0.0011238i,0.00032862-0.0013047i,0.0010168-0.0011199i,0.00072054-0.0012888i,0.00080766-0.0014559i,0.00056313-0.0015254i,8.3979e-05-0.0016948i,0.00026937-0.00072021i,0.00088532-2.0678e-05i,0.00032838+5.8728e-05i,-0.0006375+7.8339e-05i,-0.00071126+5.2792e-05i,-0.00077961+0.0004696i,-0.0010033+0.00031707i,-0.00037872-0.00034303i,-0.00016924-0.00077879i,-1.0022e-05+0.00024857i,2.3771e-05+0.00086305i,8.9053e-05+9.5063e-05i
0.0029458+0.001075i,0.0014985+0.0016758i,0.00066668+0.0010304i,6.8274e-05-0.00097092i,-0.0015128-0.002071i,-0.0025431-0.0010437i,-0.0012134-0.00016346i,0.00042545-0.0002489i,0.00094721-0.0011147i,0.0007095-0.0016804i,0.00014375-0.0011967i,-0.00067566-0.00055615i,-0.0011873+0.00028498i,-0.001194+0.0010006i,0.00025448+0.0010179i,0.00077871+0.00070477i,-0.00029085+0.00060538i,-7.2739e-05+0.00043614i,0.00018678-2.8253e-05i,-4.5293e-05+0.00049435i,0.00016166+0.0010677i,0.00069738+0.00085328i,0.0009962+0.00029984i
9.4333e-05+0.00077963i,-0.00032406-0.00037822i,-0.000772-0.0010639i,-0.0011868+0.0001026i,-0.0014856+7.8936e-05i,-0.0008384+0.00017783i,0.000298-0.0001813i,0.00083606-0.0011735i,0.00047003-0.0020516i,0.00041023-0.0024391i,0.00025234-0.001753i,-0.00028447-0.00049749i,-0.0010127+4.6965e-05i,-0.00056578+0.00055325i,0.00051423+0.00066547i,0.00061172+0.00015264i,-0.00023889-7.2607e-05i,-0.0003282-0.00047473i,7.4466e-05-0.00050576i,2.3776e-05-0.00048968i,0.00027596-0.00012338i,0.0006276+0.0010991i,0.00033935+0.0011656i
4.0013e-06-0.0012151i,-0.00071473-0.001255i,-0.0018575-0.0015663i,-0.0023003-0.0016615i,-0.001443-0.00081468i,-0.00034501-8.0443e-05i,0.00072153-0.00048776i,0.0010976-0.0012668i,0.00066775-0.0014525i,-0.00028876-0.00094856i,-0.0012943-0.00027542i,-0.0015069+0.0001581i,-0.00090419+0.00016266i,-0.00021731+0.00030099i,-9.447e-05+0.00033264i,-0.00020822-0.00015385i,0.00030683-0.00013446i,0.00098045+0.00028139i,0.0010893-0.00017266i,0.0011106-0.00093395i,0.00034164-0.00054651i,0.00042488+0.00023418i,0.00010721+0.00019877i
0.00019451-0.00057845i,0.00010314-0.0011721i,-0.00053409-0.00063127i,-0.00014465-0.00088865i,0.0007277-0.00050972i,0.00038145-0.00035381i,-0.00033879-0.0012859i,7.324e-05-0.0013866i,0.00019459-0.00098384i,0.00043644-0.00081154i,3.9982e-05-0.00045089i,-0.0011049-0.00018365i,-0.00065387-0.00038339i,0.00034547-2.6715e-05i,0.00065901+0.00071557i,0.00032274+0.00020231i,-0.00079081+0.00010009i,-0.00063527+0.00040256i,3.7269e-05-0.00017465i,-3.7419e-05-0.00092037i,0.00064866-0.00057676i,0.0005756-9.9028e-05i,0.00059877-0.00033823i
0.00046334-0.00013411i,-0.001047-9.305e-05i,-0.0017263-0.0010475i,-0.0011742-0.0014793i,-0.00088368-0.00063751i,-0.0015836+0.00015912i,-0.0015282+0.00041471i,-0.0007103-7.6447e-05i,-0.00042402-0.00076466i,-0.00036581-0.00061557i,-0.00020494-5.5195e-05i,0.00036675+0.00047504i,8.9908e-05+0.0011914i,-0.00023978+0.00055488i,-0.00011332-0.00039438i,-0.0001794-0.0005044i,-0.00018298-0.00034235i,-0.00023039-8.0617e-05i,-0.00024454-0.00053569i,0.00030137-0.00058438i,0.00023405+8.5477e-05i,-0.00019931+0.0006074i,0.00049733+0.00048079i
0.00099519-0.00077118i,0.00042954-0.00065368i,0.00056806-0.0010684i,-0.00051744-0.0012116i,-0.0011567-0.00056665i,-0.0010243-0.00020117i,-0.00034103-3.9541e-05i,0.00013397-0.00013004i,-2.6792e-05-0.00078358i,0.00015365-0.00099143i,0.00052216-0.00041637i,0.00045201+0.0010115i,0.00067053+0.001116i,0.00090391-8.3501e-05i,0.00046099-0.00015406i,0.0002657+0.00027997i,0.0001679+0.00010793i,0.0002063+0.00045924i,0.00024449+0.00024023i,-0.00029112-0.00070573i,-0.00076792-0.00059169i,-0.00086362+2.3587e-07i,-0.00024362-0.00017136i
0.0001033+0.00042636i,-0.00084019-0.00059185i,-0.00089181-0.0012072i,-0.0010416-0.00096704i,-0.00067819-0.00067865i,-0.00022651-0.00038665i,-0.0003505-0.0003087i,-0.00033117-0.00029525i,-0.0002284-0.00035344i,-0.00020597-0.0008324i,0.00015221-0.000736i,0.00048748+0.00031049i,0.00052789+0.0006648i,0.00048432-0.00016954i,0.00032309-0.00058122i,0.00014028-0.00027544i,-0.00054146-0.00026646i,-0.0012461-0.0010914i,-0.0010486-0.0010739i,-0.00090746-0.00032304i,-0.00057901-7.9396e-05i,-5.1962e-05+0.0002851i,0.00071781+0.00043893i
-3.0501e-05-0.00014226i,-0.00038405-0.00081392i,-0.0004063-3.1793e-05i,-0.000465+0.00044738i,-0.00086863+0.00025915i,-0.00078393-0.00043794i,-0.00065317-0.00051432i,-0.00027981+0.00020048i,-0.00032023+0.00074538i,-0.00076396+0.00059943i,-0.00083701+0.00052244i,-0.00070119+0.00025003i,-0.00038534+7.6278e-05i,6.353e-05+0.00014452i,0.00033773+0.00047546i,0.00069353+0.00020702i,0.0013777+1.5498e-05i,0.0011177-0.00011953i,0.0008046-0.00075943i,0.00013363-0.00033187i,-0.00029988+0.0008606i,-0.00050954+0.00035742i,-0.00061795-0.00075834i
-0.00077451+0.00058289i,-0.00069288+0.00010103i,-0.00065264+4.2544e-05i,-0.00067135+0.00085589i,-0.00065848+0.00099226i,-0.0011818+0.00026052i,-0.0010595-0.0005137i,-7.5974e-05-0.0011713i,0.00021748-0.0010991i,2.8907e-05-0.0003016i,0.0001149+0.00014673i,0.00066896-0.00011493i,0.0012377-0.00021976i,0.0010557-0.0003717i,0.00017638-0.00058971i,-0.00059751+0.00038477i,-0.00082292+0.00090561i,-0.00077302+0.00034193i,-0.00038497+0.00031068i,-0.00022239+7.846e-05i,-0.000776-0.00042239i,-0.00095978-0.00016604i,-2.0147e-05-8.1096e-05i
-0.0010596-0.00044415i,-0.00027442+0.00073159i,-0.00083617+0.00052297i,-0.0015888-0.00038557i,-0.0015832-0.00035011i,-0.00055553-9.6012e-05i,-1.1008e-05+0.00063966i,-0.00019326-1.0804e-05i,-0.0001453-0.0011255i,3.7969e-05-0.00071163i,0.00057228-0.00061537i,0.001004-0.00057888i,-0.00016531-0.00039514i,-0.00091617-0.00043267i,-0.00088645-0.00054881i,-0.0004966-8.6167e-05i,-0.0002611+0.00068759i,-0.00073354+0.00070661i,-0.00092259+0.0004133i,-0.00085364+0.00060538i,-0.00072532+0.00086924i,-0.00038709+0.0003912i,0.00019357-0.00010361i
0.00097212-1.1552e-05i,-0.00037443+0.00071442i,-0.0015873-9.4107e-05i,-0.0024515-0.00063645i,-0.0017827+0.00010181i,-0.00060537+0.0015637i,0.00085542+0.0017121i,0.0011084+0.00031777i,0.00056861-0.0010416i,0.00061981-0.0012821i,0.00072511-0.0013855i,0.00053086-0.00076546i,-0.00013081+0.000101i,-0.00090206+2.4781e-05i,-0.0010904+0.00052466i,-0.0010345+0.00061367i,-0.0003935+6.4101e-05i,-0.00034558+0.0002507i,-0.00033961+0.00087581i,0.000302+0.00091146i,0.00054034+0.00081545i,6.766e-05+0.0011946i,-0.00069038+0.00087724i
0.00040042+0.0017752i,-0.00049698+0.001229i,2.7822e-05+5.1824e-05i,4.661e-05-0.0012827i,9.9963e-05-0.0016326i,0.00107-0.001019i,0.0013105-5.8542e-05i,0.00076317-0.00031075i,0.00043997-0.00068901i,0.00070954-0.0010835i,0.00046356-0.0016863i,0.00020127-0.0012063i,3.4165e-05-0.00018865i,-0.00032069-4.0128e-05i,-0.00053823+0.00017769i,-0.00059979+0.0004379i,0.0002119-0.00020141i,0.00059259-0.00062155i,0.00046361-0.00031548i,-3.303e-05+0.00039183i,-0.00056062+0.0010057i,-0.00010228+0.00085893i,2.7851e-06+0.00018009i
-0.0018081-3.1686e-05i,-0.00081045+0.00077096i,-0.00027591+0.0011728i,-0.0006293+0.00080727i,-0.00055183+0.00029394i,0.00044952+0.00046963i,0.0014965+0.00040791i,0.0014018+0.00017549i,0.00016504+2.6155e-05i,8.2241e-05-0.00026682i,0.00040809-0.00011251i,-0.00051515-4.6055e-06i,-0.0013699-0.00033198i,-0.0007093-0.0002675i,-0.00010488+0.00019692i,-0.00087427+0.00043812i,-0.00072241+0.00045252i,3.8382e-05+0.00039351i,-8.5408e-05+5.0551e-06i,-0.00088327+0.00046108i,-0.00098246+0.0010486i,-0.00029904+0.00034649i,0.00081619+1.9077e-05i
0.00031284+0.0011232i,-0.00072663+0.0009602i,-0.0012494-0.00025432i,-0.0009741-0.00091417i,-0.00086747-0.00043466i,-0.00027515+0.00019227i,0.0002236+0.00013048i,0.00047034-9.0997e-05i,0.00081526-0.00078214i,0.0001586-0.0012972i,-0.00071207-0.00090012i,-0.00048944-0.001178i,-0.00035696-0.0010377i,-0.00035645-8.9721e-05i,0.00041122+0.00018284i,0.00064457+0.00035869i,0.00080249+0.00060729i,0.00036579+0.0004496i,-0.00065092+0.00046902i,-0.00065492+0.0004476i,-0.00047944+0.00011519i,-0.00018407+0.00014058i,-5.0155e-05+8.0694e-05i
0.00021135+0.0010875i,-0.00036371+0.0002128i,-0.0004454-0.00074327i,0.00048849-0.00066427i,0.0004239-0.00029151i,-0.00014998+6.1389e-05i,-0.00018307+0.00029124i,0.00016419+1.3838e-05i,0.00040377-0.000531i,0.00072642-0.0003557i,0.0005592-0.00052787i,-0.00060535-0.00098211i,-0.0012951-0.00025828i,-0.0011866+0.00046453i,-0.00020853+8.9084e-05i,0.00090744+3.8666e-05i,0.00086227+0.00040246i,0.00011106+0.00015778i,0.00015612-0.00062591i,0.00044703-0.00011626i,0.0001341+0.0017082i,0.00023779+0.0011637i,0.0012685-0.00061548i
0.0013688-0.001124i,0.00042139-0.00086967i,-0.00022873-0.00031171i,-0.0012586-0.00093546i,-0.0015726-0.0012358i,-0.00077235-0.0002915i,4.2367e-06+0.00033581i,-1.8417e-07+0.00015837i,0.00017722-0.00034734i,0.00012457-0.0012864i,-0.00041896-0.0014659i,-0.00088509-0.00045901i,-0.00083231+0.00043642i,-0.00076045+0.00036332i,-0.00044095+0.00025037i,-0.00045314+0.00044982i,-0.00012179-0.00016562i,0.00034142-8.5168e-05i,-6.9722e-05+0.00048703i,-8.6938e-06+0.0004935i,-0.00026275+0.00038411i,-0.00020068+0.00058721i,0.00023198+0.0005257i
-0.00022944-0.00012201i,-0.00046126+0.00046687i,-0.00095286+0.00073721i,-0.00027051+0.00042584i,-3.8008e-05-7.636e-05i,-0.00021783-0.0012457i,-0.00034145-0.0015559i,-0.00050796-0.00075086i,-0.00026471-0.00051887i,0.00048149-0.00052549i,0.00045831+0.00014015i,-0.00041913-7.8463e-05i,-0.00044793+8.3268e-05i,-0.00031335+0.00054737i,0.00016709+0.00039119i,0.00032572+4.3746e-05i,0.00049706+0.00021742i,0.00077394+0.00051756i,0.00041702+0.00041419i,0.00039855-0.00027785i,0.00038312-0.00052204i,0.0004757-0.00039698i,0.000316-0.00023881i
0.0012439+0.00020981i,0.00070056-0.00011146i,-0.00072492-0.00065743i,-0.0020961-7.028e-05i,-0.0015392+0.0010081i,-0.00051501+0.00016655i,-9.693e-05-0.00059679i,0.00043774-0.00018485i,0.00085463-0.00062274i,0.00095182-0.00013332i,0.00098005+0.00086687i,6.4245e-05+0.00041992i,-0.00097087+0.00043774i,-0.0013146+0.00033969i,-0.00098831+0.00099545i,8.5956e-05+0.00055436i,0.0005118-0.00032409i,6.2063e-05-0.00044458i,-0.00010458+0.00012172i,-3.5851e-05+0.00077816i,5.0584e-05+0.00079371i,0.00016507+0.00022503i,0.00059564-0.00020047i
0.0015933+0.00040739i,-0.00013243+0.00015115i,6.9297e-05-0.00086624i,0.0001725-0.00067867i,-0.00050472-0.00053191i,-0.00067285-0.0012476i,-0.0010303-0.0016611i,-0.00068401-0.0014274i,0.00050864-0.00082499i,0.00047025-0.00038218i,0.00027484-0.00036139i,0.00049267-6.3189e-05i,0.00048278-0.00023787i,0.0003368-0.00089167i,0.00073369-0.00068815i,0.0012603+0.00013536i,0.00083944+0.0002772i,0.00098394+0.00032724i,0.0011837+7.4462e-06i,0.00057903-0.00062156i,-7.4447e-06-0.0007741i,-0.00028352-2.3221e-05i,-0.00060563+0.00064302i
-0.0006246+0.0011857i,-0.0010879+0.0003349i,-0.00082247+0.00041076i,0.00012738+0.00079495i,0.0012833+0.0013018i,0.0017024+0.00019447i,0.00094294-0.0013507i,8.7887e-05-0.0018458i,-9.1223e-06-0.0011684i,0.00085385-0.00034391i,0.0011984+0.00024917i,0.00091976+0.00030907i,0.00053617-0.00082248i,0.00015035-0.0016098i,-2.9504e-05-0.00082667i,-0.00062622-0.0001684i,-0.00042806-0.00026991i,0.00039398-7.0481e-05i,0.0011667-0.00027222i,0.00080794-0.00042899i,0.0003627+0.00011651i,0.00054465-3.9503e-05i,0.00072442-0.00030655i
-0.0015095-2.921e-05i,-0.0010614-0.0002996i,-0.00099451-5.6108e-05i,-0.0011037+0.00039867i,-0.0014577+0.00082205i,-0.0012467+0.00033721i,-0.0010631-7.6186e-05i,-0.001231-0.00058148i,-0.0014727-0.0011264i,-0.00061995-0.00044722i,0.00025573+0.00045684i,0.00029699+0.00026319i,0.00024185+6.1552e-05i,0.00014392-0.00010757i,9.6847e-05-0.00047104i,-0.00012123-0.00083247i,0.00020179-0.001041i,0.00056516-0.00014968i,0.00096452+0.00017023i,0.00021827-7.1523e-05i,-0.0009581-0.00017593i,-0.00029152+0.00013921i,0.00060265+0.00027951i
-0.00085413-0.00034213i,-0.00075626+0.00044643i,-0.00079725-0.00070397i,-0.00094137-0.00072161i,-0.0011226+0.00054458i,-0.0011944+0.00082006i,-0.0007821+0.001051i,0.00045177+0.00098767i,0.0018761+0.00032319i,0.0012408+0.00018707i,-8.9416e-05-0.00014003i,0.00042254-0.00050966i,0.00014902-0.0002704i,-0.00018596-8.4233e-05i,1.3969e-05+0.00032846i,-0.00047915-0.00014856i,-0.00028317-0.0010647i,6.861e-06-0.00029477i,-0.00045636+0.00067519i,-0.00054417+0.00050211i,-0.00028993+0.00051933i,4.3533e-05+0.0011113i,0.00045787+0.00062778i
0.00026422-0.0014667i,0.0004055-0.0018269i,0.00056848-0.0011001i,0.00017607-0.00023702i,-0.00080769+0.00026572i,-0.0011913+0.00047671i,-0.0015099-7.1914e-06i,-0.0015358+0.00021039i,-0.0004219-0.00029487i,0.00053907-0.00092646i,0.001112-0.00064793i,0.0016547-0.0011195i,0.00094362-0.0013445i,-0.00032631-0.00031772i,-0.00066641+0.00032254i,-0.00073009+0.00015187i,-0.00032639+0.00051081i,-0.00020704+0.00077544i,-0.00095543-4.3472e-05i,-0.00098401-0.00051238i,-0.00022194-0.00034137i,0.00011385-0.00030806i,6.1458e-05-8.2512e-05i
-5.7924e-05+0.0016052i,-4.669e-05+0.0012507i,0.0003567+0.0001708i,0.00032838-0.00020213i,-0.0002605-5.528e-05i,-0.00069433+0.00037245i,-0.0008183+0.00079686i,-5.3971e-05+0.00023883i,0.00047297+0.00013536i,0.00020158-4.8872e-05i,0.00063476-0.00071643i,0.0010913-0.00035024i,0.00065578-0.00027727i,-0.00053991-0.0010141i,-0.0010909-0.0010544i,-0.00089876-5.2398e-05i,-0.00065114+3.6287e-06i,-8.4587e-05-5.484e-05i,-6.5593e-05+0.00067708i,-0.00051567+0.00069671i,-0.00083804+0.00029725i,-0.00081382-3.8239e-05i,-0.00036125+1.4835e-05i
-0.00085943-0.00024897i,-0.001864-0.00017579i,-0.002759-0.00026362i,-0.0026661+0.00019989i,-0.0017767+0.00072058i,-0.0010865+0.0011299i,-0.00039497+0.0011868i,0.00011358+0.00026664i,-6.4556e-05-0.00071115i,0.0005246-0.00059828i,0.00076217-0.00065494i,-0.00034414-0.00088661i,-0.00078951-0.00024073i,-0.00065543+2.027e-05i,-0.00038877-0.000193i,0.00023676-0.00019929i,0.00092424-0.00042255i,0.00056794-0.00032064i,-0.00031216+0.00023818i,-0.00052536+0.00048743i,0.00012368+0.00022987i,0.00036547+0.00018934i,0.00043274+0.00024459i
0.00049983+0.00056072i,-0.0006829-1.535e-05i,-0.0011547-0.00017401i,-0.00056347-0.00026279i,-0.00029949-0.00077718i,-0.00071346-0.00034296i,-0.0010604+0.00036373i,-0.00093524+0.00076828i,-0.00093186+0.00078882i,-0.00024243-0.00020653i,6.9895e-05-0.0010197i,-0.00045541-0.00085141i,-0.0010064-0.00016776i,-0.00089192+0.00043928i,3.5747e-05+0.0011745i,0.00031554+0.0010894i,1.2046e-05+0.00051884i,-0.00010837+0.00037766i,-0.00026317+0.00034764i,-0.0003248+0.00047514i,0.00019256+0.00028762i,0.0001015+0.00025568i,-0.00020823+0.00028604i
-0.00078337-6.547e-05i,-0.0012097-4.425e-05i,-0.00076588-0.00028481i,-0.00080809-0.00065544i,-0.00096859-0.00077464i,-0.00013028-0.00070064i,0.00019491-0.00034127i,0.00060679-0.0001168i,0.00067358-0.00018817i,0.00041692-0.0012605i,0.00045866-0.0018614i,-0.0006379-0.00073693i,-0.0011732+0.00021804i,-0.00035157+0.00060086i,0.00026792+0.0006552i,-2.3009e-05+0.00031148i,-0.00038235+0.00044762i,-0.00061327+0.00069954i,-0.00061315+0.00064681i,-8.2595e-05+0.00028716i,0.00083905+8.6851e-05i,0.00061594+2.2874e-05i,-0.00011532+0.00042047i
-0.00044727+0.00045721i,-0.00084179-0.00012982i,-0.0016942-0.00051797i,-0.0016542-0.00066251i,-0.00052827-0.00090896i,4.3668e-05-0.0011889i,-0.00029795-0.0014944i,-0.00023138-0.0011391i,0.00034616+0.00021675i,0.00020301+0.0002205i,-0.00032732-0.00060236i,-0.00032674-0.0011575i,-0.00059466-0.001267i,5.48e-05-0.00066838i,0.00089431+0.00028091i,-0.00014359+0.00055163i,-0.0013291+0.0001875i,-0.00098006+0.00013275i,-0.0004127+0.00023749i,0.00035581+0.0005083i,0.00085714+0.00084899i,0.00052796+0.00047652i,-0.00010677-0.00013805i
-0.0012631-2.8471e-05i,-0.00094886-0.00080425i,-0.0009759-0.00045448i,-0.00094131+0.00079734i,6.8127e-05+0.0012086i,0.00092767+0.00076977i,0.00055416-0.00011939i,-0.00071352-0.00089202i,-0.00076347-0.00085568i,0.00039427-0.00014637i,0.00012349+0.00014819i,-0.00049639-5.4129e-05i,-0.00062718+8.3322e-05i,-0.00068178+0.00049331i,-0.0010873+0.00084574i,-0.00065857+0.00093048i,-8.6343e-05+0.0011424i,0.00060844+0.00087781i,0.00053563+0.000693i,-4.0116e-05+0.00040374i,-4.1979e-05-0.0001062i,4.1781e-05+0.00044496i,0.00026282+0.00095867i
-0.00054443-0.00013531i,-0.00048423+0.00064675i,-0.00045611+0.00050002i,-9.7141e-05+0.00078012i,-0.00028044+0.00074629i,-0.0002939-0.00034563i,0.00029541-0.00092908i,0.00035718-0.00084962i,9.1028e-06-0.00080339i,-0.00048927-0.001005i,-0.00030189-0.0010189i,0.0005574-0.00060844i,0.00089944+0.00024772i,0.00045259+0.0007214i,0.00021068+0.00076011i,-7.8495e-05+0.00074546i,-0.00050904+0.00035295i,-0.00073765-0.00034255i,-0.00048091-0.0010331i,-5.3101e-05-0.00071551i,0.00030917+0.00019254i,6.5293e-05+0.00040946i,-0.00016246+0.00022287i
0.0012524+0.00053575i,0.00039732+0.00098417i,-0.00061812+0.00081267i,-0.00087777-8.2955e-05i,-0.0004132-8.2286e-05i,-0.00083229+0.00021491i,-9.1225e-05-0.00011084i,0.00070751-0.0013592i,-7.6305e-05-0.0018593i,0.0001294-0.0016429i,-9.2932e-05-0.0012568i,1.2946e-05-0.00029746i,0.00046992+0.00050144i,0.00040483+0.00089866i,0.00064887-8.9606e-05i,0.001012-0.001149i,0.00054698-0.00063471i,-4.4741e-05+7.5505e-05i,-0.0001419+0.00051392i,-0.00029265+0.00027812i,0.00015424+2.2706e-05i,4.3125e-05+0.0006857i,-0.00056461+0.0011958i
0.00081179-0.0013999i,0.00022377+0.00022866i,-9.8776e-05-0.00014136i,-0.0011919-0.00079725i,-0.00204-0.00042763i,-0.0014919+4.3001e-05i,-0.00049693+9.3086e-05i,0.00035032-0.00028564i,0.00062032-0.0010654i,0.0006406-0.0014823i,0.00013764-0.0010074i,0.00060706-0.00017636i,0.0010632+0.00032813i,0.0006695-0.00065722i,0.00058784-0.0012924i,0.00093059-0.00041577i,0.00036981-5.1853e-05i,0.00041786-0.00044411i,0.00047236-0.00069792i,-0.00082948-0.00098368i,-0.00057554-0.0010515i,0.00039658-0.00027773i,8.6583e-05+0.0011347i
-0.00042249-0.0011532i,0.00069905-0.0011095i,0.00065942-0.00039979i,5.5801e-05+0.0002738i,-0.00012558+0.0002073i,-8.6531e-05-0.0015084i,0.0010292-0.0023084i,0.0013501-0.00154i,0.0015294-0.0010056i,0.0011833-0.00064051i,8.6592e-05-0.00012702i,0.00024908+0.00043342i,0.00058053+0.00025179i,-0.00010929-0.00059743i,0.00017175-0.00026033i,0.00035648+0.00064561i,-9.8368e-05+0.00029123i,0.00025029-0.00074436i,0.00045111-0.00093977i,-4.7977e-05-0.00082931i,-0.00096213-0.00062703i,-0.0014255+0.00012922i,-0.0007833+0.0010765i
0.00028255-0.00053183i,3.0362e-05-0.00056238i,-0.00062397+4.6933e-05i,-0.00018113-4.6618e-06i,0.00050205+0.00025422i,-8.4835e-05-2.4172e-06i,-0.0010114-0.00056972i,-0.00081585-0.0010583i,-0.00026654-0.001294i,-0.00027527-0.0013805i,-0.00012503-0.0015808i,3.9786e-05-0.0014567i,3.931e-05-0.0010142i,-0.00038221-0.00078523i,-0.00032027-0.00052511i,0.0003792-4.9052e-05i,0.0003116-0.00051969i,-0.00026092-0.0010707i,-0.00052088-0.00090146i,-0.00017952-0.00037489i,0.0002153-0.000158i,0.00041169-0.00052344i,0.00026711-0.00048988i
-6.7446e-05-0.0011082i,-0.00039331-0.0012887i,-0.0013938-0.00074493i,-0.0015155+0.00017659i,-0.00099194+7.2027e-05i,-0.00047695+0.00014106i,-0.00039696-9.8787e-05i,-0.00020914-0.00049595i,-3.0653e-05-0.00077675i,0.00024911-0.0010223i,0.00032529-0.00062102i,0.00030488-0.00077147i,0.00046307-0.00098816i,0.00044609+0.00027932i,0.00010547+0.00019167i,0.00010303-0.00064811i,-0.00037051-0.00065552i,-0.0002312-0.0005839i,0.00051043-0.00054705i,0.00059263-0.0003159i,0.00051575+0.00013583i,0.00032227+4.9209e-06i,-0.00050841-0.00038345i
-0.00039197+0.0012636i,-0.00092169+0.00030332i,-0.00035663-0.00043252i,-0.00022381-0.00054161i,-0.00053729-0.0007285i,-0.00029278-0.00088458i,-0.00021375-0.00066456i,-0.0005926-0.00061849i,-0.00021513-6.8052e-05i,0.00037457+0.0006943i,0.00044263-6.8526e-05i,0.00075371-0.000696i,0.00056262-0.00014593i,6.495e-05+0.00019149i,-0.00023598+0.00026358i,-0.00040577+0.00017089i,-0.00019076-0.00015459i,0.00016067-0.00052576i,-8.2294e-05-0.00026911i,-0.00048031+0.00024059i,-0.00041654+0.00028867i,-0.00011678+3.7309e-05i,-0.00012301+9.4086e-05i
0.00023853+0.00064692i,-0.00058908+0.0012553i,-0.00066276+0.00051551i,-0.00094667-1.892e-05i,-0.0015656-0.00035999i,-0.0018056-0.00088504i,-0.00055879-0.00046113i,0.00087408+0.00017962i,0.00032234+0.00059957i,-0.00044753+4.9609e-05i,-6.9319e-06-0.00092815i,0.0004117-0.00086387i,0.00023797-1.9402e-05i,0.00043584-0.00016112i,0.00067579-0.00066239i,0.00012305-0.00043973i,-0.00028314-0.00016771i,-3.2309e-05-4.722e-05i,-0.00033964+0.00016722i,-0.00085919+0.000432i,-0.0010786+0.0010779i,-0.0012276+0.0012936i,-0.001014+0.00056946i
0.00014288-0.0016048i,0.0006378-0.0018822i,-0.00016531-0.0011308i,-0.001356-0.00028846i,-0.0013767+0.00060366i,-0.0007644+0.00077055i,0.00013787+0.00023563i,0.00024843-0.001206i,-0.00028257-0.0014858i,-0.0010626+9.8195e-05i,-0.0012729+0.0007186i,-0.00075645+0.00059397i,-0.00015555-1.9169e-05i,-0.00034414-0.0008145i,-0.00087833-0.00033519i,-0.00042487+0.0009076i,-0.0004003+0.00096954i,-0.00059879+0.00013843i,-0.00050701-0.00019314i,0.00019412+0.00067045i,0.00093218+0.00092246i,0.00099523+0.00014795i,8.3754e-05-0.00038756i
-0.00018533-0.00091832i,7.8914e-05-0.00029171i,-0.0012785+0.00010632i,-0.0018032+6.364e-05i,-0.0012985-0.00011632i,7.7722e-05+0.00047573i,0.00017743+0.00059115i,-0.00017053-0.00026114i,-0.00054684-0.00057531i,-0.00030445-0.0002753i,-0.00017653+1.0912e-05i,-0.00094915-0.00061049i,-0.0015493-0.00083731i,-0.00088317+3.5585e-05i,0.00015392+0.00039615i,0.00029418+0.00026884i,-0.0006318+0.00020464i,-0.001033-0.00013612i,-0.00099084-0.00039209i,-0.0009102+7.5864e-05i,-0.00048164-5.0624e-05i,0.00041581-0.00022323i,0.00043967+0.00030182i
