-0.00047945+0.0031787i,-0.00050274+0.0024499i,-0.0012726+0.0025886i,-0.001113+0.0016626i,-0.00065729+0.0013482i,-0.00030205+0.0021398i,-0.00010682+0.0017662i,0.00065989+0.0011667i,0.0011855+0.0012097i,0.0011397+0.0010462i,0.00064312-5.8176e-05i,-0.00052049-0.00096115i,-0.00061553-0.00049474i,-0.00020385-0.00046736i,-0.00018284-0.00066875i,-0.00048832-0.00073786i,-0.00077949-0.00056741i,-0.00082113+0.00028835i,-0.00019627-0.00013589i,0.00053232-0.0007585i,0.00059146-0.00024114i,0.00027109-0.00057651i,0.00052006-0.001196i
0.29695+0.43726i,0.38029+0.48187i,0.30877+0.44936i,0.19005+0.40736i,0.15516+0.31132i,0.10244+0.16237i,-0.008163+0.066998i,-0.063793+0.039684i,-0.062122+0.012189i,-0.062911+0.0016489i,-0.043502+0.021833i,-0.0083735+0.030864i,0.0048013+0.027118i,0.009544+0.024248i,0.015374+0.025475i,0.018697+0.033985i,0.020507+0.032887i,0.016582+0.018769i,0.011367+0.0059867i,0.0099115-0.0026614i,0.011541-0.0065521i,0.011387-0.0034803i,0.0071925+0.0031127i
0.065304+0.41999i,0.1907+0.34122i,0.21876+0.10056i,0.080241-0.027089i,-0.028549+0.023982i,0.0029333+0.023911i,0.037052-0.060982i,0.012531-0.076123i,-0.00047828-0.025745i,0.0090576+0.0015329i,0.013273-0.0073884i,0.0042114-0.02768i,-0.007499-0.033761i,-0.0079695-0.017739i,-0.0070196+0.0083707i,-0.007974+0.028205i,-0.0044004+0.031951i,0.0014158+0.026822i,0.0078273+0.021105i,0.013602+0.011737i,0.021071+0.0013875i,0.030282-0.0039701i,0.031264-0.007164i
-0.20348+0.28707i,-0.14075+0.33263i,-0.040971+0.27762i,-0.06901+0.1933i,-0.15492+0.23531i,-0.10136+0.33404i,0.028844+0.27086i,0.073474+0.10707i,0.061757+0.030902i,0.074827+0.018019i,0.080764-0.0046178i,0.053123-0.021913i,0.01095-0.02296i,-0.030129-0.0094173i,-0.054611+0.0077065i,-0.060448+0.0094583i,-0.052566+0.0011372i,-0.035439-0.0025311i,-0.01956+0.0019704i,-0.0057258+0.011122i,0.0068719+0.016825i,0.011431+0.013003i,0.008676+0.002982i
-0.49747-0.017948i,-0.64703+0.068789i,-0.63165+0.14889i,-0.4797+0.055729i,-0.34236-0.11903i,-0.26443-0.18383i,-0.19315-0.13664i,-0.12189-0.069731i,-0.066009-0.039404i,-0.050783-0.03057i,-0.050448+0.003953i,-0.025596+0.038269i,0.00014196+0.032661i,0.0072832+0.0090037i,-0.0037003-0.014256i,-0.021312-0.02439i,-0.022706-0.017798i,-0.014079-0.0097676i,-0.012952-0.002671i,-0.014352+0.0070187i,-0.013768+0.015447i,-0.012973+0.016624i,-0.0091516+0.0086142i
-0.20673-0.32774i,-0.16625-0.35144i,-0.035282-0.2849i,0.083057-0.25577i,0.075852-0.26548i,0.018679-0.20401i,0.035205-0.093346i,0.066324-0.02021i,0.041731+0.0082562i,-0.0025601+0.018674i,-0.026087+0.018317i,-0.016843+0.0089933i,0.012966-0.0030631i,0.026931-0.013746i,0.018482-0.026009i,0.0091842-0.033755i,0.0066041-0.025046i,0.002679-0.0086076i,-0.0074456-0.00084393i,-0.021282-0.0016174i,-0.036007-0.0013193i,-0.040583+0.008066i,-0.026335+0.019268i
0.076202-0.12924i,0.08551-0.072284i,0.071138+0.066469i,0.11466+0.15192i,0.10422+0.13179i,-0.015183+0.1434i,-0.050909+0.18313i,0.0091916+0.122i,0.016781+0.043451i,0.0037528+0.038771i,0.015146+0.039534i,0.016983+0.021575i,0.0089943+0.0028628i,0.0029791-0.019975i,0.0077905-0.034671i,0.016777-0.039503i,0.014008-0.03979i,0.0081359-0.034766i,0.0051682-0.030278i,-0.001936-0.024675i,-0.007178-0.017943i,-0.0062516-0.011841i,-0.0019139-0.0028763i
0.11272-0.070524i,0.035372-0.18866i,-0.14152-0.26948i,-0.14347-0.18975i,0.060099-0.14658i,0.15762-0.25689i,0.05705-0.29855i,-0.047037-0.20111i,-0.062632-0.1123i,-0.049898-0.082856i,-0.048479-0.059637i,-0.045764-0.019519i,-0.028674+0.012479i,0.0034043+0.021325i,0.036859+0.019923i,0.048517+0.020515i,0.03647+0.024318i,0.022732+0.022426i,0.018841+0.0074143i,0.016203-0.015153i,0.010212-0.033135i,0.0037481-0.042327i,-0.0033933-0.035716i
0.21601+0.071341i,0.36473+0.05696i,0.41149-0.0013899i,0.29896+0.032674i,0.15745+0.13225i,0.10272+0.1652i,0.074945+0.12212i,0.034537+0.076184i,0.011264+0.053041i,0.019778+0.021737i,0.024216-0.025317i,0.006592-0.044426i,-0.0024575-0.018045i,0.0029153+0.020031i,0.0076301+0.04467i,0.011374+0.049922i,0.010164+0.037186i,0.0044913+0.023803i,0.0045058+0.019559i,0.011257+0.013129i,0.018878+0.00012462i,0.017546-0.0077643i,0.0068839-0.0064447i
-0.21886+0.11717i,-0.24687+0.21328i,-0.24489+0.22626i,-0.26828+0.22005i,-0.26261+0.23531i,-0.21968+0.22388i,-0.15048+0.17576i,-0.052061+0.10708i,0.015313+0.038431i,0.032413+0.016413i,0.044808+0.023514i,0.051436+0.015148i,0.040725-0.003971i,0.021397-0.017414i,-0.0038373-0.017243i,-0.02242-0.011678i,-0.025154-0.01479i,-0.017155-0.015904i,-0.0020742-0.0022442i,0.0183+0.01439i,0.035701+0.021004i,0.041248+0.016645i,0.029238+0.0030359i
-0.27564-0.33944i,-0.32377-0.40128i,-0.24745-0.43469i,-0.15205-0.40337i,-0.015426-0.30089i,0.16713-0.2426i,0.21486-0.23605i,0.12794-0.1899i,0.052866-0.12444i,0.015475-0.083341i,-0.0050086-0.045127i,-0.0058896-0.012864i,0.00094926+0.0011551i,-0.0025824+0.011088i,-0.015899+0.01416i,-0.029173+0.01124i,-0.030921+0.010417i,-0.026935+0.0091209i,-0.025104+0.0055731i,-0.024379+0.0043463i,-0.024141+0.0099569i,-0.018862+0.017188i,-0.0078846+0.015716i
0.21202-0.15462i,0.29505+0.023188i,0.38337+0.19044i,0.31806+0.13676i,0.067706+0.021818i,-0.13428+0.050124i,-0.12828+0.10902i,-0.056541+0.091443i,-0.033838+0.061293i,-0.026789+0.057592i,-0.010606+0.044859i,-0.0052115+0.025086i,-0.013299+0.020692i,-0.020125+0.015916i,-0.021458+0.0024879i,-0.01693-0.0089882i,-0.0099511-0.013567i,-0.0080522-0.014383i,-0.017453-0.0086882i,-0.025732+0.0044868i,-0.023235+0.011731i,-0.015946+0.013677i,-0.00065247+0.015751i
0.2169-0.067886i,0.085608-0.055763i,-0.045619-0.0080001i,-0.0729+0.018298i,-0.060079-0.011945i,-0.10362-0.044235i,-0.12351-0.026921i,-0.053232-0.0064575i,-0.0016201-0.014109i,-0.0076618-0.0025661i,-0.0039823+0.030934i,0.013659+0.041932i,0.026145+0.02924i,0.043326+0.0034567i,0.060199-0.025601i,0.063532-0.038853i,0.055836-0.033662i,0.046798-0.021201i,0.038176-0.013262i,0.025339-0.011045i,0.01162-0.011589i,0.00039898-0.01643i,-0.0070545-0.017325i
0.49957-0.062394i,0.44472-0.22706i,0.31976-0.31267i,0.2453-0.23897i,0.28012-0.053981i,0.38428+0.02427i,0.36122-0.037624i,0.19925-0.082479i,0.078587-0.068805i,0.038667-0.060539i,0.0097484-0.057417i,-0.019639-0.041646i,-0.026761-0.023159i,-0.011759-0.0027785i,0.011572+0.016524i,0.028402+0.018525i,0.024441+0.0056178i,0.010201-0.0060029i,0.0023742-0.013117i,-0.0012423-0.015541i,-0.0035887-0.014612i,-0.0051738-0.012626i,-0.0087892-0.0084917i
0.17563+0.64944i,0.079224+0.69377i,-0.04734+0.67297i,-0.099901+0.55173i,-0.17026+0.32903i,-0.26621+0.18148i,-0.24525+0.13974i,-0.13568+0.11495i,-0.057765+0.080134i,-0.028493+0.046038i,-0.023332+0.014189i,-0.033401-0.0048321i,-0.046405-0.0031399i,-0.04818+0.0084336i,-0.04083+0.023512i,-0.029924+0.033984i,-0.021002+0.029934i,-0.017716+0.021851i,-0.013696+0.017678i,-0.0055155+0.014299i,0.0070975+0.013075i,0.015382+0.0091859i,0.012196+0.0056958i
-0.61015+0.27099i,-0.63874+0.12459i,-0.48426-0.005457i,-0.29792-0.059354i,-0.16621-0.063842i,-0.057962-0.030131i,0.016203-0.006855i,0.049341-0.011816i,0.057928-0.013952i,0.044582-0.0093365i,0.027973+0.0013038i,0.032046+0.013256i,0.049391+0.025962i,0.057777+0.038781i,0.045205+0.040518i,0.025108+0.042321i,0.019246+0.047915i,0.020985+0.047939i,0.018939+0.042064i,0.013537+0.033957i,0.010427+0.027201i,0.012486+0.017911i,0.011523+0.001647i
-0.22114-0.14984i,-0.015899-0.28839i,0.12204-0.33496i,0.13553-0.29059i,0.1257-0.16262i,0.16797-0.026243i,0.21736+0.007111i,0.16276-0.029435i,0.069568-0.039514i,0.035334-0.025128i,0.034099-0.018656i,0.03674-0.019047i,0.033664-0.02703i,0.010741-0.030119i,-0.023386-0.014647i,-0.042594+0.0048694i,-0.037248+0.0056906i,-0.024991-0.0091402i,-0.014635-0.013789i,-0.0042861-0.0082063i,-0.0063592-0.0038388i,-0.0093982+0.0041704i,0.00096829+0.0077592i
-0.36312+0.060222i,-0.29793+0.12516i,-0.28161+0.14975i,-0.22939+0.099492i,-0.20513-0.067512i,-0.3142-0.15605i,-0.34574-0.049133i,-0.2231+0.053206i,-0.12414+0.062135i,-0.076851+0.043921i,-0.04283+0.016807i,-0.035818-0.00026737i,-0.048177-0.0039362i,-0.060653-0.01376i,-0.05803-0.021935i,-0.045235-0.02079i,-0.030814-0.016034i,-0.014742-0.016612i,-0.010684-0.027838i,-0.023056-0.032482i,-0.036487-0.022477i,-0.040542-0.0077655i,-0.028038+0.0073618i
-0.11314-0.71417i,0.0061464-0.63803i,0.099021-0.43984i,0.16062-0.24353i,0.1995-0.12966i,0.1364-0.08123i,0.023081-0.0013155i,0.0035829+0.059578i,0.034756+0.031688i,0.017647-0.0027302i,-0.0052027+0.0054142i,-0.0021565+0.015851i,0.0058149+0.025976i,0.025961+0.039337i,0.049858+0.022922i,0.041973-0.010611i,0.012887-0.015261i,-0.0062213+0.0029305i,-0.014224+0.015621i,-0.017136+0.016721i,-0.012337+0.0054732i,-0.00425-0.0091867i,-0.0004101-0.015365i
0.7074-0.1666i,0.75082-0.017462i,0.52266+0.040701i,0.29221+0.14741i,0.27384+0.2757i,0.33146+0.22596i,0.28098+0.084266i,0.16038+0.00087627i,0.07125-0.02764i,0.037174-0.020263i,0.033752+0.0030693i,0.026905+0.013313i,0.011217-0.00069441i,-0.0044316-0.026425i,-0.021124-0.032772i,-0.028467-0.020602i,-0.026374-0.012607i,-0.021234-0.0037985i,-0.0038108+0.011505i,0.022038+0.013536i,0.029513+0.00041926i,0.015592-0.00086285i,0.0031904+0.015234i
-0.23526+0.33221i,-0.45599+0.53085i,-0.46184+0.44991i,-0.44628+0.29253i,-0.45436+0.21342i,-0.37441+0.14658i,-0.2296+0.060936i,-0.10408-0.0070283i,-0.05787-0.019955i,-0.030243+0.0018855i,-0.0043797-0.021475i,-0.027368-0.049911i,-0.038821-0.026737i,-0.023983+0.0032356i,-0.01978+0.022848i,-0.0088971+0.029409i,0.0072522+0.014319i,0.013411-0.0027127i,0.009881-0.012604i,0.0025488-0.010865i,0.0054882-0.0047447i,0.0050048-0.013783i,-0.011149-0.024278i
0.1132-0.38475i,-0.10771-0.32397i,-0.1012-0.099735i,-0.021931-0.017467i,-0.0030164-0.01973i,0.017359+0.024572i,-0.0045123+0.04718i,-0.042346+0.064003i,-0.0046085+0.063963i,0.016124+0.028054i,-0.0034182+0.032446i,0.020579+0.053487i,0.059732+0.039245i,0.071037+0.015199i,0.066356-0.013869i,0.043002-0.044087i,0.0094059-0.050663i,-0.009122-0.031885i,-0.0042948-0.012467i,0.014178-0.0081314i,0.027119-0.010932i,0.027638-0.015473i,0.020777-0.02389i
0.54947+0.49355i,0.51228+0.23041i,0.34091-0.082921i,0.15671-0.2443i,0.055648-0.23716i,0.053382-0.19302i,0.044259-0.19472i,-0.03021-0.16114i,-0.05215-0.072158i,-0.020179-0.036289i,-0.010752-0.014878i,0.01085+0.026614i,0.038002+0.027282i,0.030551-0.0055745i,0.0063334-0.022602i,-0.0037718-0.0075106i,0.010866+0.0103i,0.023326+0.00075767i,0.013989-0.011725i,-0.00293-0.00093253i,-0.012397+0.02173i,-0.005111+0.035701i,0.0067132+0.033634i
-0.43216+0.20052i,-0.45427+0.021798i,-0.31082-0.053119i,-0.12146-0.092627i,-0.0021532-0.08245i,0.10873+0.041473i,0.23681+0.12222i,0.22766+0.068034i,0.088969+0.023115i,0.011786+0.011369i,-0.020394-0.060228i,-0.095811-0.09606i,-0.12393-0.042032i,-0.079552-0.01262i,-0.034693-0.025918i,0.0014285-0.033473i,0.029318-0.035931i,0.02775-0.038092i,0.0062717-0.031366i,-0.0091182-0.012474i,-0.012616+0.010281i,-0.0084268+0.024298i,-0.0072539+0.022757i
0.24279-0.12875i,0.31451-0.20797i,0.14191+0.0029273i,0.022222+0.19587i,-0.16097+0.21711i,-0.47538+0.35323i,-0.43026+0.52935i,-0.062999+0.36132i,0.08391+0.06599i,0.057849+0.017896i,0.091019+0.04661i,0.075734+0.0058794i,-0.0017325+0.013463i,-0.014053+0.052267i,0.021727+0.044902i,0.023263+0.012517i,-0.01484-0.0055998i,-0.04282+0.00087157i,-0.048265+0.012374i,-0.049452+0.0199i,-0.039859+0.027197i,-0.015311+0.02837i,0.019041+0.016777i
-0.15888+0.50003i,0.18845+0.40852i,0.31013+0.067815i,0.32706-0.084496i,0.46423-0.17268i,0.54576-0.37057i,0.4313-0.3791i,0.28794-0.20249i,0.1875-0.12425i,0.078425-0.12088i,0.011637-0.082605i,0.0042727-0.046344i,0.015237-0.027475i,0.031887-0.0016845i,0.041471+0.029178i,0.050178+0.042406i,0.062568+0.032972i,0.066751+0.019985i,0.063331+0.0070648i,0.04795-0.0082901i,0.024278-0.018823i,0.0066244-0.018588i,-0.0029339-0.0064938i
-1.1023-0.19322i,-0.93652+0.20952i,-0.57008+0.35666i,-0.49046+0.39962i,-0.57214+0.60305i,-0.52187+0.77348i,-0.36856+0.61325i,-0.25677+0.28886i,-0.20557+0.11467i,-0.13451+0.073693i,-0.068989+0.026173i,-0.042786-0.013312i,-0.0032615-0.018904i,0.063711+0.0055971i,0.11306+0.054729i,0.10635+0.086701i,0.063638+0.072023i,0.032068+0.030069i,0.025261-0.0060128i,0.022738-0.027869i,0.010586-0.043952i,-0.0054498-0.05214i,-0.022749-0.051775i
-0.84237+6.0519i,0.96784+5.998i,3.4995+5.3477i,4.4582+2.1152i,3.7128-1.4298i,1.6379-3.282i,-0.39973-2.4973i,-1.0899-0.59848i,-0.29231+0.56802i,0.75732+0.25774i,0.83074-0.56543i,0.34015-1.0509i,-0.28103-1.6634i,-1.11-2.4269i,-1.4763-2.4745i,-1.0095-1.4681i,-0.38256-0.39341i,-0.31702+0.083958i,-0.67517+0.31023i,-0.66768+0.56967i,-0.11719+0.66872i,0.42779+0.38032i,0.49176-0.099113i
0.49725-0.1715i,0.51605-0.2543i,0.55232-0.37801i,0.38462-0.39765i,0.13397-0.1101i,0.15573+0.25144i,0.2808+0.30602i,0.21099+0.17834i,0.057963+0.11005i,0.00019043+0.084799i,0.0031102+0.042843i,0.016746+0.0001919i,0.035789-0.023649i,0.027531-0.022427i,-0.013237-0.0017918i,-0.047826+0.031084i,-0.046058+0.057217i,-0.02723+0.057742i,-0.0096855+0.041245i,0.0050027+0.016412i,0.0050735-0.0067283i,-0.0021246-0.018535i,-0.014338-0.020345i
0.58738-0.29281i,0.19459-0.4217i,-0.16829-0.21046i,-0.15113-0.072204i,-0.038047-0.25623i,-0.13143-0.48921i,-0.28232-0.47404i,-0.29859-0.26883i,-0.23311-0.081629i,-0.18469+0.030019i,-0.12291+0.090261i,-0.052668+0.066007i,-0.038995-0.011503i,-0.048725-0.063364i,-0.019579-0.070315i,0.02355-0.049265i,0.038787-0.031116i,0.027503-0.033796i,0.0090454-0.041087i,0.00095053-0.02959i,0.010406-0.0026414i,0.025617+0.015735i,0.029439+0.016096i
0.47644+0.50851i,0.44387+0.26144i,0.25812+0.14688i,0.15049+0.14145i,0.042984+0.028909i,-0.18246-0.13419i,-0.36372-0.17104i,-0.31683-0.096941i,-0.13309-0.058455i,-0.015244-0.072325i,0.016443-0.039106i,0.047684+0.0043291i,0.033104+0.005153i,-0.014225+0.022058i,-0.00055631+0.03207i,0.040274-0.0068519i,0.044365-0.042249i,0.016053-0.044267i,-0.021162-0.031605i,-0.041266-0.02889i,-0.040293-0.040594i,-0.034228-0.039593i,-0.023595-0.0084951i
-0.24749+0.67526i,0.17644+0.53336i,0.52747+0.17113i,0.57339-0.018457i,0.53516+0.10068i,0.63544+0.22344i,0.61734+0.11943i,0.33084+0.0081424i,0.089607+0.026603i,0.031537+0.0342i,0.013081-0.00227i,0.003533-0.024185i,0.01845-0.04566i,0.014892-0.067966i,-0.017262-0.04355i,-0.031337+0.020869i,-0.014169+0.058055i,-0.00074676+0.045258i,-0.00060902+0.024497i,-0.0083869+0.014011i,-0.026893+0.0092867i,-0.038612+0.0082626i,-0.033459+0.0058933i
-0.74567+0.37507i,-0.71657+0.49976i,-0.67741+0.3786i,-0.64291+0.2189i,-0.48057+0.028454i,-0.27798-0.26493i,-0.19292-0.40223i,-0.13452-0.25419i,-0.039885-0.078347i,-0.014487-0.031933i,-0.054799-0.026421i,-0.07768-0.016272i,-0.080731-0.023193i,-0.093488-0.027936i,-0.10431-0.01218i,-0.08477+0.0065572i,-0.036788+0.0055031i,0.0019111-0.015631i,0.0029124-0.034464i,-0.0067146-0.021575i,0.0046186+0.016757i,0.020657+0.047791i,0.028811+0.057336i
-0.64566-0.61268i,-0.52166-0.31161i,-0.066643+0.018964i,0.24541+0.076362i,0.22486+0.011622i,0.086152+0.052459i,0.016167+0.11327i,0.030325+0.078586i,0.058155+0.0033005i,0.057765-0.020005i,0.062325+0.002436i,0.075332+0.016623i,0.059685+0.019076i,0.019766+0.020425i,-0.016623-0.0049837i,-0.046623-0.032675i,-0.061095-0.017428i,-0.047127+0.015136i,-0.024748+0.021617i,-0.019757-0.00073381i,-0.027767-0.023275i,-0.026954-0.021056i,-0.01332-0.0050432i
0.77653-0.79816i,0.69624-0.85817i,0.43966-0.76693i,0.16224-0.64203i,-0.021563-0.43683i,-0.069302-0.20161i,-0.066182-0.05616i,-0.098413+0.030576i,-0.10423+0.088098i,-0.049339+0.072155i,0.010102+0.011887i,0.040458-0.047091i,0.038719-0.089039i,0.022794-0.1079i,0.01397-0.095484i,0.025404-0.056356i,0.045623-0.023534i,0.048314-0.01422i,0.04107-0.013468i,0.03394-0.010317i,0.018063-0.0034839i,0.0049873+0.0057222i,0.011025+0.013358i
0.40492+0.4337i,0.10518+0.43856i,-0.24988+0.42911i,-0.31332+0.50261i,-0.12153+0.50765i,0.030189+0.33948i,0.038194+0.16201i,0.014876+0.086437i,0.026719+0.070319i,0.038441+0.044545i,-0.009234+0.023531i,-0.061206+0.052301i,-0.050166+0.068282i,-0.025372+0.038941i,-0.010811+0.0078017i,-0.0066386-0.022609i,-0.026789-0.04304i,-0.047677-0.037312i,-0.052994-0.020296i,-0.0406-0.0043576i,-0.015419-0.00050689i,-0.00078794-0.0096948i,-0.0017053-0.01604i
-0.079983+0.23375i,-0.083914+0.31089i,0.12758+0.42252i,0.36788+0.24046i,0.34709-0.11526i,0.1832-0.25534i,0.08268-0.21331i,0.032152-0.16097i,0.0027699-0.12747i,-0.0030184-0.072826i,0.034597-0.0049009i,0.08983+0.011482i,0.095189+0.00030686i,0.063761+0.014728i,0.023898+0.031812i,-0.010245+0.051452i,-0.011006+0.07486i,0.01276+0.076508i,0.025715+0.060484i,0.019099+0.039316i,0.010386+0.026296i,0.012463+0.024788i,0.013417+0.02278i
0.042281+0.3276i,0.1561-0.092399i,-0.01439-0.56348i,-0.28916-0.55662i,-0.3613-0.22228i,-0.24875-0.035893i,-0.13816-0.02828i,-0.091685-0.011181i,-0.082534+0.04384i,-0.070026+0.060945i,-0.058321+0.023786i,-0.064887-0.0089358i,-0.069078-0.01791i,-0.05751-0.02478i,-0.034146-0.027019i,-0.0030831-0.038369i,0.014807-0.062805i,0.0097297-0.069313i,0.003234-0.052836i,0.0019165-0.02809i,-0.0039578-0.00099436i,-0.0028396+0.019602i,0.014052+0.022823i
-0.94305+0.22717i,-0.93962+0.58974i,-0.64899+0.82156i,-0.27086+0.76778i,0.038044+0.54046i,0.2228+0.36292i,0.26727+0.22699i,0.20192+0.094573i,0.14566+0.02507i,0.11125-0.007829i,0.040371-0.01146i,-0.0066413+0.024818i,-0.0010897+0.039097i,-0.0066594+0.019772i,-0.031136-0.0010453i,-0.049481-0.001794i,-0.052604+0.020066i,-0.045837+0.034187i,-0.042471+0.022691i,-0.036637-6.3887e-06i,-0.020589-0.021138i,-0.012435-0.035671i,-0.021119-0.035118i
0.061494-0.7442i,0.23735-0.66159i,0.44953-0.51608i,0.39764-0.51001i,0.088771-0.54142i,-0.18433-0.45215i,-0.26607-0.25508i,-0.22784-0.08423i,-0.18081-0.03044i,-0.13253-0.016248i,-0.034559-0.016177i,0.036515-0.070347i,0.026334-0.10848i,0.012627-0.09626i,0.020201-0.074841i,0.024302-0.053037i,0.023058-0.034678i,0.017966-0.019115i,0.01998+0.0034539i,0.0223+0.018811i,0.0082054+0.025134i,-0.004448+0.040189i,0.011389+0.057337i
0.39694-0.47259i,0.039159-0.64227i,-0.33868-0.618i,-0.36276-0.34984i,-0.09683-0.011992i,0.10214+0.16362i,0.12611+0.17445i,0.10424+0.13215i,0.10714+0.10532i,0.11255+0.049838i,0.058408-0.0080947i,-0.0057853+0.015633i,-0.0082217+0.065787i,0.0077625+0.071228i,0.0069879+0.043651i,-0.0093505+0.007835i,-0.02707-0.0053278i,-0.025713-0.0024944i,-0.016663-0.0092499i,-0.01074-0.0096323i,-0.0018613-0.001537i,0.0065211-0.0088953i,0.0037559-0.025838i
0.7703+0.49222i,0.8722+0.67565i,0.84613+0.80276i,0.73749+0.61835i,0.49111+0.22547i,0.21557-0.023741i,0.042067-0.081879i,-0.029064-0.091365i,-0.03342-0.10145i,-0.031658-0.058392i,-0.012946+0.023024i,0.024975+0.039208i,0.020849-0.0032847i,-0.010478-0.023063i,-0.016149-0.0044495i,0.012851+0.013292i,0.036591+0.0017816i,0.023447-0.010277i,0.000837+0.0008284i,-0.0082943+0.00062676i,-0.013656-0.01983i,-0.022586-0.025903i,-0.032584-0.0085815i
-0.24973+0.78525i,-0.20896+0.34568i,-0.2986-0.28783i,-0.46303-0.3829i,-0.46494-0.054529i,-0.32882+0.1297i,-0.22287+0.12631i,-0.16298+0.1384i,-0.1114+0.17716i,-0.040291+0.14484i,-0.0063256+0.04268i,-0.028472-0.0067347i,-0.029436+0.0052558i,-0.013238+0.0046245i,-0.01694-0.0049789i,-0.023853-0.0029944i,-0.016246+0.0063755i,0.0036381+0.00087661i,0.01198-0.022366i,0.0046321-0.024249i,0.0061969+0.00067238i,0.021507+0.019439i,0.038099+0.018071i
-1.0082-0.042124i,-0.89113+0.2591i,-0.40616+0.4801i,0.024966+0.32629i,0.21791+0.05196i,0.27899-0.054464i,0.25519-0.073146i,0.1909-0.089187i,0.13997-0.10248i,0.065788-0.089512i,0.0031781-0.035737i,0.0016108-0.0043939i,0.010206-0.01607i,0.0019736-0.027156i,-0.013322-0.026517i,-0.02375-0.014663i,-0.020071+0.0013008i,-0.01202+0.015474i,-0.006324+0.029778i,0.00086279+0.02838i,0.0034486+0.0097152i,-0.0019364-0.0088021i,-0.0073708-0.018778i
0.35303-0.70707i,0.50554-0.7776i,0.42051-0.61349i,0.19673-0.34827i,-0.013845-0.19818i,-0.13638-0.16079i,-0.16487-0.12993i,-0.17743-0.076063i,-0.16222-0.019256i,-0.07275-0.0032657i,0.01638-0.040352i,0.025577-0.069032i,-0.0027104-0.045702i,-0.0028956-0.012807i,0.010622-0.019094i,0.00039794-0.04331i,-0.017655-0.042017i,-0.011636-0.030106i,0.0086316-0.033687i,0.014612-0.034594i,0.0048643-0.013111i,-0.00097795+0.020281i,0.0048969+0.044117i
0.085931-0.037314i,-0.078599+0.155i,-0.17769+0.23722i,-0.092621+0.23332i,0.10603+0.2468i,0.20991+0.24587i,0.16878+0.19579i,0.12152+0.13869i,0.1137+0.10315i,0.082985+0.077129i,0.034568+0.080358i,0.033942+0.087838i,0.046448+0.045451i,0.018692+0.0046995i,-0.0020943+0.009788i,0.014019+0.020615i,0.027347+0.016999i,0.01402+0.017968i,-0.0069489+0.024022i,-0.015193+0.020757i,-0.013792+0.0032585i,-0.014396-0.016373i,-0.020332-0.021736i
0.51961-0.094207i,0.49771-0.094482i,0.44157-0.059934i,0.29427-0.11347i,0.042222-0.17606i,-0.13603-0.1549i,-0.16477-0.098697i,-0.14851-0.07526i,-0.14812-0.068495i,-0.11543-0.022171i,-0.047894+0.019177i,-0.0099096+0.022866i,0.0016369+0.025202i,0.013268+0.018861i,0.011707+0.0049623i,0.00030313+0.0044641i,-0.0058873+0.0074124i,-0.0027551+0.0072929i,0.01006+0.0090574i,0.021907+0.0064274i,0.023857-0.0027526i,0.015579-0.012548i,0.00021203-0.019247i
-0.022465+0.50331i,-0.17823+0.37096i,-0.25015+0.22404i,-0.13742+0.19056i,0.0057311+0.1878i,0.068739+0.13159i,0.073652+0.039791i,0.063397-0.0017496i,0.069139+0.0086077i,0.052953-0.016375i,-0.011647-0.05284i,-0.058145-0.043297i,-0.05125-0.019901i,-0.032637-0.011699i,-0.025755-0.011191i,-0.018472-0.01299i,-0.0072757-0.016699i,-0.0068717-0.018684i,-0.019052-0.010025i,-0.025764+0.0070451i,-0.017543+0.021817i,0.00031012+0.0284i,0.018061+0.027461i
-0.27716+0.32049i,-0.12139+0.3272i,-0.015284+0.30159i,-0.0011352+0.22939i,0.001842+0.10487i,0.0050706+0.0002461i,-0.0090131-0.044423i,-0.022623-0.05995i,-0.029173-0.049787i,-0.0097114+0.0029277i,0.043072+0.024655i,0.059884-0.01342i,0.020404-0.027988i,-0.0045983-0.012776i,-0.0048746-0.01354i,-0.006119-0.013507i,-0.0027301+3.4843e-05i,0.0085568+0.0088661i,0.019084+0.0033481i,0.020289-0.011371i,0.014673-0.021196i,0.013458-0.018217i,0.018265-0.015962i
-0.50995+0.0086059i,-0.45491-0.073519i,-0.40801-0.24575i,-0.38718-0.21558i,-0.28505-0.034585i,-0.13835+0.047834i,-0.0581+0.042372i,-0.042905+0.06968i,-0.027411+0.098594i,-0.015447+0.065952i,-0.019874+0.043894i,0.0022248+0.054607i,0.028111+0.027812i,0.01724-0.0030999i,0.0072781+0.00015729i,0.0082825+0.0029288i,0.0010942+0.0015423i,-0.0054599+0.00062189i,-0.010312-0.0062391i,-0.013087-0.0056336i,-0.012818+0.0074806i,-0.017251+0.026109i,-0.022353+0.043774i
-0.15932-0.68904i,-0.033292-0.40566i,0.26539-0.10746i,0.36134-0.099153i,0.21289-0.16274i,0.077884-0.081377i,0.067975+0.01163i,0.08987-0.016932i,0.055805-0.07349i,0.00029056-0.051564i,-0.023347-0.0054165i,-0.033001+0.017059i,-0.025109+0.03283i,-0.0068896+0.023851i,-0.011387-0.0025285i,-0.023042-0.010498i,-0.025431+0.0003623i,-0.02139+0.022068i,-0.0084458+0.038583i,0.0014107+0.031264i,-0.0010491+0.0053721i,-0.0091052-0.022396i,-0.014917-0.041326i
