-0.00018209-0.00084829i,0.00068913-0.0010209i,-0.00010526-0.00081432i,-0.00081672+0.00048194i,-0.00084084+0.0011553i,-0.00069701+0.0014429i,-0.00024882+0.0007073i,0.00078015+0.00017393i,0.0013046+3.6741e-05i,0.00045+0.00022067i,-0.00025336-0.00028129i,0.00037395-0.0008951i,9.4265e-05-0.00054531i,-0.00045276-0.00040722i,-1.7805e-05-7.1525e-05i,0.0002529+0.00033299i,0.00054445+0.00034319i,0.00074352+0.00059373i,0.00010734+0.0002505i,5.9121e-05-0.00014841i,0.00032585+0.00019655i,7.3748e-05+4.4878e-05i,-7.3455e-05+0.00042397i
-0.00039853+0.00099312i,0.00041731+0.00076784i,0.0020274+1.7088e-05i,0.0016711-0.00024731i,0.00058206-0.00062491i,0.00084698-0.00055999i,0.0016577+0.0010214i,0.0014282+0.0012734i,0.0014844+0.00086099i,0.0015126+0.0016989i,0.00035005+0.00168i,-0.00019168+0.00065633i,-0.00026741+0.00025279i,-0.00085483+0.00074235i,-0.0010499+0.0010916i,-0.0011234+0.0007072i,-0.00051558+0.00039943i,0.00085757-5.9544e-05i,0.0012115-0.00043768i,0.00071456+0.00018952i,0.00049297+0.0012812i,0.000458+0.001947i,0.00024287+0.0010696i
0.00083512-0.00020067i,0.0012982-0.00027113i,0.0014215+0.00050426i,0.0010786+0.00029564i,0.0016497+0.00042571i,0.0019209+0.0013454i,0.0018955+0.00097497i,0.0013939-0.00023901i,0.00044104-0.00065092i,-0.00048487+0.00023728i,-0.0011819+0.0007315i,-0.00053587-0.00013654i,-0.00034881-0.00071531i,-0.0015181-0.00098388i,-0.0013803-0.00054503i,-0.00083008-5.1747e-05i,-0.00030717+0.00023881i,0.00038183+0.00064933i,-0.00041294+0.00075742i,-0.0012457+0.00039619i,-1.642e-05+0.00052862i,0.00032124+0.00055209i,-0.00026903+0.00077371i
-0.00062559+0.00054333i,-0.00024694+0.0016393i,0.00029656+0.001295i,0.00076866+0.00077631i,0.0014787+0.00073262i,0.0014486+0.00086399i,0.0012287+0.00087782i,0.001374+0.00084926i,0.00035815+0.0003685i,-0.00072625+0.00021627i,-0.001007+0.00045525i,-0.00083853-0.0001034i,-0.00058204-0.0011353i,-0.00063831-0.0010995i,-0.00030701-0.0003021i,-0.00017442+3.5882e-07i,-0.00021455-0.00021555i,0.00031012+0.00021747i,5.1196e-05+0.0014425i,-0.0005503+0.0023367i,-0.00098932+0.0024714i,-0.0016642+0.0014036i,-0.0020096-0.00019629i
-0.0013143+0.0011655i,-0.00094361+0.00058988i,-0.00062154+0.00019578i,-0.00043801+0.00045351i,0.00058944+0.0017112i,0.0010258+0.0012568i,0.00084924+8.5572e-05i,0.00033959-0.00010303i,0.0003394-0.0008995i,0.00023573-0.0014265i,-0.00022577-0.0015297i,-0.00026249-0.00090989i,-0.00043409-0.00058534i,-0.00031893-0.0012297i,0.00015752-0.0013866i,-4.354e-05-0.00057184i,-0.0010965+0.00027382i,-0.0011985-0.0001083i,-0.00037334-0.00049225i,-0.0007212+0.00027352i,-0.0012683+0.00029685i,-0.0016837-0.00034505i,-0.002338-0.00048641i
-0.0015125-0.0024565i,-0.0020897-0.001713i,-0.0022995-0.0013651i,-0.0020982-0.00013271i,-0.001624+0.0010144i,0.00090986+0.0011025i,0.0023149+0.0006797i,0.0012283-0.00011281i,0.00048127-0.00061092i,0.00029234-0.00091103i,2.0245e-05-0.0010163i,-0.00036098-0.0013628i,0.00034375-0.0013428i,0.0010733-0.0014493i,0.00044084-0.0017232i,-0.0009171-0.0011688i,-0.001649-0.00046615i,-0.0019408-1.3479e-05i,-0.001327+0.00049111i,-0.0010598-8.088e-05i,-0.0013975-0.0013325i,-0.0010949-0.0016621i,-0.00074431-0.0017669i
0.00067124-0.00063663i,0.00018339-0.0019378i,0.0011175-0.0020932i,0.00089054-0.0016528i,0.00090412-0.0019461i,0.0011304-0.0024824i,0.00075074-0.0010103i,0.00034043+0.00044092i,0.00085216+0.0004625i,0.0019101-5.8892e-05i,0.0017207-0.0010114i,0.00024151-0.0024342i,-0.00023104-0.0023915i,0.00028912-0.00078684i,0.00051143+8.3948e-05i,0.00086822-0.00044727i,0.00047272-0.0010292i,-0.00049227-0.00081737i,-0.00056975-0.00049257i,0.00031596-0.0010791i,0.00034196-0.0025274i,0.00044027-0.0034419i,0.0013426-0.003056i
0.0015899+0.00030199i,0.001823-0.00078128i,0.0019781-0.00089507i,0.0016885-0.00081655i,0.0019608-0.00052648i,0.0022862-0.00072074i,0.0019065-4.0052e-05i,0.0016573+0.00069275i,0.0012181+0.00091247i,0.0011002+0.0011071i,0.00078592+0.00076463i,0.00088289-6.8847e-05i,0.0013442-0.00062599i,0.0010312-0.00043534i,0.0011213-0.00031468i,0.00087015-0.00030347i,9.0201e-05-0.00030565i,-4.2862e-05-0.00068306i,0.00044823-0.0011726i,0.00054399-0.001545i,0.00077865-0.0019992i,0.0018953-0.0015219i,0.0024079-0.00027434i
-2.8774e-05+0.0014065i,0.0010943+0.0013489i,0.0024708+0.00054224i,0.0023762-0.00040679i,0.0021451+7.6858e-05i,0.0028114+0.0016174i,0.0026622+0.0022824i,0.0022093+0.0014798i,0.0020967+0.0010903i,0.0017502+0.0011412i,0.00074569+0.0010155i,0.00051087+0.00019604i,0.00096079+0.00076897i,0.0010666+0.0016638i,0.0011418+0.001215i,0.0013913+0.00063162i,0.0012937-0.00011554i,0.0011998-0.0011797i,0.00088402-0.0011265i,0.00082348-0.00062816i,0.0017701-0.00066481i,0.0027659+0.00013491i,0.003031+0.00082285i
0.00091366+0.0013041i,0.00052245+0.0023897i,0.00074753+0.0015729i,0.0011042-0.00020543i,0.0017768-0.00079361i,0.0018402+0.00028619i,0.0017924+0.0011943i,0.0013465+0.001025i,0.0006961+0.00027101i,0.00017163+0.00012522i,-0.00013612+0.0011495i,0.00018251+0.0012909i,0.00045978+0.0013203i,0.00037318+0.0015349i,0.00068113+0.0010743i,0.0012034+0.00010737i,0.0017561-0.0003241i,0.0012531-0.00018155i,0.00075871+0.0002062i,0.00090967+0.00080527i,0.0010579+0.0019807i,0.0012079+0.0025754i,0.0016823+0.0024852i
-0.001894+0.0025196i,-0.0018523+0.00039522i,-0.00037291+0.00083593i,0.00076441+0.00052027i,0.0012991+0.0005067i,0.00022761+0.00077936i,-0.00029335+0.00071645i,0.00038007+0.0015855i,0.0010525+0.0014162i,0.00064083+0.00077732i,-0.00010179+0.00063632i,-0.00068437+0.0008923i,-0.0017966+0.0013344i,-0.0020524+0.001755i,-0.0015147+0.0017424i,-0.0014897+0.0011118i,-0.00094758+0.00082344i,4.9383e-05+0.00023946i,0.0010046-0.00025737i,0.0011256+0.00066862i,0.00089614+0.0020954i,-9.9688e-05+0.0030092i,-0.0011574+0.00268i
-0.00099367+0.00011761i,-0.0012208-0.00016947i,-0.00085241+2.7729e-05i,-0.00091728+0.00029394i,-0.0010748+0.00034065i,-0.0007262-9.1955e-05i,-0.00064458-4.3784e-05i,-0.00028604+5.3107e-05i,-6.5541e-05+0.00023597i,-0.00011143-0.00047142i,-0.00056866-0.00093501i,-0.0013273-0.00052158i,-0.002136+4.6986e-05i,-0.0020675+0.00011581i,-0.0012453-0.00015381i,-0.0007341+0.00027555i,-0.0009484+0.00098672i,-0.00095559+0.0010093i,-0.00036844+0.00089312i,-0.00068951+0.00069855i,-0.001431+0.0014745i,-0.0018554+0.0022761i,-0.002599+0.0017983i
0.00070284-0.00053294i,0.00092552-0.0015577i,0.00029531-0.0017524i,-0.00066849-0.00072047i,-0.0013529+0.00054236i,-0.00074791+0.00070401i,0.00062207+0.000361i,0.0012826+0.00027256i,0.00094082+0.00027673i,0.00026364-0.00027444i,-0.0010477-0.0011635i,-0.0011057-0.00081456i,0.00047662-0.0010138i,0.0005472-0.0018261i,-0.00098089-0.0021595i,-0.001159-0.0018261i,-0.00076057-0.0010929i,-0.00082663-0.00055472i,-0.0005104+4.9548e-05i,-0.00087213-0.00011376i,-0.0021943+7.6713e-05i,-0.0031266-0.00037274i,-0.0029894-0.00043684i
0.0022675+0.00052547i,0.0011623-3.0956e-05i,0.00067448-0.0012776i,-0.00040934-0.0015679i,-0.00076001-0.0011691i,-0.00026298-0.00049198i,0.00034752-0.0011495i,0.0011249-0.0011256i,0.0013294+0.00032455i,0.00081477+0.00030614i,0.00063285-0.00056906i,-0.00030385-0.00068739i,-0.0012355-0.0015573i,-0.00026434-0.0030718i,0.00014821-0.0028859i,-0.00042918-0.0015408i,-0.00041069-0.00049235i,4.9494e-05-0.00045111i,5.4384e-05-0.00077905i,-0.00060517-0.00046763i,-0.00056304-0.00043225i,-0.00043967-0.0012677i,-0.0010945-0.001659i
-0.00035854-0.0017069i,0.00050973-0.0026062i,0.00029575-0.0029578i,-0.00049162-0.0025891i,4.1292e-05-0.0012492i,0.0017356-0.00023237i,0.0028462-0.000365i,0.0019443-0.00055044i,0.00065505+0.00011855i,-7.7488e-05+0.0013175i,-0.0005837+0.00084543i,-0.00053769-0.00042382i,0.00095532-0.00071833i,0.0023206-0.00070259i,0.0026751-0.0012178i,0.0014078-0.0014495i,0.00023165-0.00098994i,0.0006302-0.00081068i,0.00048294-0.001401i,-0.000302-0.0017845i,-5.6038e-05-0.0026018i,-0.00017389-0.0025945i,-0.00072167-0.0021027i
-0.00032589-0.0020857i,0.0010376-0.0019565i,0.0018111-0.00024263i,0.0018342+0.00030784i,0.0024986+0.00070155i,0.0045939+0.00072019i,0.0046625+0.001133i,0.0032184+0.0013175i,0.0013381+0.00093947i,-0.00024787+0.00067355i,-0.00062727+0.00023699i,-4.6085e-05-0.00012502i,0.0016001-0.00087833i,0.0022365-0.0012004i,0.0011836-0.00064116i,0.00049714-3.6273e-05i,0.00013882+0.00046098i,0.00015256+0.00016036i,0.0005487-0.0010855i,0.00047123-0.0021804i,0.0011851-0.002184i,0.0023738-0.0016799i,0.0021016-0.0017315i
0.002049+0.00054794i,0.00035224+0.00091608i,0.00044651+0.00065449i,0.0020659+0.00096981i,0.0027484+0.001409i,0.0023512+0.0024232i,0.0019269+0.0030829i,0.00098833+0.0028131i,0.00046474+0.0012879i,-0.00035665-0.00049785i,-0.0011593-0.00061098i,-1.7908e-05-0.00017172i,0.0022645+0.000167i,0.002828+0.0016837i,0.0018202+0.0024496i,0.0011402+0.0014115i,0.0012953+0.00084277i,0.00059618+0.00014934i,0.00019406+3.5569e-06i,0.0010547+0.00060131i,0.0015053+0.0004919i,0.0018543+0.00014443i,0.0020602+0.00025979i
-0.00044478+0.002186i,0.00030271+0.0029155i,0.00072701+0.0026315i,0.00080494+0.0020374i,0.001451+0.0018601i,0.0015072+0.0016333i,0.00040254+0.0016524i,-5.3584e-05+0.00096818i,0.00043927-0.0002222i,0.0010137-0.00055739i,0.00049914-0.00024033i,0.00029971+0.00061883i,0.00032201+0.0017553i,0.00028125+0.0021028i,6.1239e-05+0.0012181i,-0.00040425+0.00030849i,-0.00032068+0.00069468i,-0.00018502+0.00083027i,0.00070749+0.00092662i,0.0022809+0.00064182i,0.0027884+0.00057949i,0.0023911+0.00097622i,0.0016227+0.00045528i
-0.0021034-0.00013913i,-0.0010978+0.0014796i,-0.0012376+0.001539i,-0.00082083+0.0012129i,-0.0004923+0.0021993i,-0.0018594+0.0027126i,-0.0018677+0.0013948i,-0.00044403+0.00052361i,0.00085389+0.00014631i,0.0017025-0.00067139i,0.0006512-0.00085232i,-0.00084854+0.00069463i,-0.0017246+0.0025234i,-0.0019103+0.0019783i,-0.0012502+0.00097655i,-0.0012532+0.00075922i,-0.0011379+0.00065791i,-0.00089203+0.00021507i,-0.00090471+0.00026188i,-0.00041394+0.00097306i,0.00050453+0.0016339i,0.00083535+0.0025115i,0.00068563+0.0028004i
-0.0020324+0.00072855i,-0.0032866-0.00080172i,-0.0019787-0.001222i,-0.00044136-0.00090345i,-0.00052308-0.00035125i,-0.0017655-0.00026622i,-0.0020389-0.00073136i,-0.00079135-1.0597e-05i,0.00019118+0.001324i,0.00051168+8.8957e-05i,0.00024477-0.00095135i,-0.00095525-2.9798e-06i,-0.0023567+0.00097583i,-0.0023254+0.0014385i,-0.0022486+0.001029i,-0.0019271+6.0987e-05i,-0.00098355-0.00063666i,-0.00066399-7.2558e-05i,-0.0013011+0.0017289i,-0.0022764+0.0022509i,-0.0020525+0.0018449i,-0.0015086+0.0022028i,-0.0011042+0.0020997i
0.0015466-0.0011745i,0.0017467-0.001955i,0.001383-0.0025131i,0.00016831-0.0012164i,-0.00034374-0.00046594i,-0.0014962-0.0025153i,-0.0012687-0.0036657i,6.2734e-05-0.0023597i,0.0011494-0.00026993i,0.0011256+0.00046677i,-0.00010407+3.4843e-05i,-0.0011628+0.00014767i,-0.0021712+0.00046814i,-0.002946-7.8323e-05i,-0.0021245-0.0010128i,-0.00016793-0.001056i,0.00012712-0.00085225i,-0.00038923-0.0015448i,-0.00081241-0.00095006i,-0.0013112+0.00040917i,-0.0022462+0.00099058i,-0.0030581+0.001388i,-0.0030557+0.0016884i
0.0015837-5.4526e-05i,0.0020807-0.00069468i,0.0016696-0.001783i,-0.00016177-0.0027691i,-0.00092753-0.0037303i,0.00072929-0.004296i,0.0022826-0.0034843i,0.0015372-0.0015383i,0.00078959+0.00014197i,0.0011356+0.00045596i,0.00030462-0.00018986i,-0.0010421-0.0019759i,-0.0013311-0.0036528i,-0.001143-0.0031227i,-0.00011905-0.0016362i,0.00065923-0.0010701i,0.00048453-0.00054059i,-0.00036697-4.9794e-05i,-0.0015192-0.00056535i,-0.0015056-0.0018816i,-0.0012031-0.0026959i,-0.0016296-0.0020579i,-0.0020488-0.00025152i
0.0027994+0.0020123i,0.0023073+0.0030178i,0.0019207+0.0014142i,0.0012044-0.00092555i,0.0010704-0.0019312i,0.0025688-0.0015854i,0.0044603-0.00039094i,0.0032305-0.00028712i,0.0014411+5.0137e-05i,0.00030691+2.7762e-06i,-0.00045746-0.00094755i,-0.00010177-0.0017623i,-1.5649e-05-0.0026724i,6.9155e-05-0.0031622i,0.00052975-0.0027659i,0.0010543-0.0015617i,0.0015943-6.5997e-05i,0.0010362-0.00044696i,-0.00017548-0.0024129i,7.7041e-05-0.0030245i,0.000311-0.0019133i,-0.00093092-0.0016974i,-0.0016409-0.0011166i
0.0007033-0.00021232i,-0.00061949+0.00013474i,-0.0010487-0.00034837i,0.00054506-0.001113i,0.0034711-0.00099977i,0.0052222+0.001635i,0.0046546+0.0041856i,0.0040856+0.0033739i,0.0029033+0.000643i,0.00070206-0.001322i,-0.00010433-0.0012421i,0.00014602-0.0012356i,0.00075296-0.001892i,0.0005231-0.001784i,2.3694e-05-0.0013708i,-0.00033605-0.00096049i,5.0341e-05-0.00084588i,0.0011456-0.00054838i,0.0016811-0.00087628i,0.0019672-0.0016781i,0.0017549-0.0016684i,0.0013753-0.0022704i,0.00081829-0.0024043i
-0.0017778-0.0010296i,-0.0012418-0.0016358i,-0.00016406-0.00036729i,0.0016352+0.0019026i,0.0029086+0.0035372i,0.0032567+0.0038951i,0.0022834+0.0033242i,0.00092244+0.0020347i,-0.00024668+0.00031507i,-5.8693e-05-0.0010301i,0.0007925-0.00088248i,0.0011249+0.00016348i,0.00091603+0.00080757i,0.00018248+0.00079098i,0.00060491+0.00057681i,0.00091199+0.001121i,-0.00054212+0.0011257i,-0.00047582+0.00069693i,0.0010548-0.00043746i,0.0021847-0.00089006i,0.0025312-0.0010872i,0.0029207-0.0017441i,0.0022391-0.0019577i
-0.00082586-0.0016446i,-0.00018898-0.0013742i,-0.0010313+7.9055e-05i,-0.00036099+0.0026548i,0.00020195+0.0059211i,0.00044358+0.0076109i,-0.0008727+0.0055083i,-0.0021515+0.0028812i,-0.0013248+0.0016134i,0.00056288+0.00063986i,0.0018823+0.00032327i,0.0023765+0.0011781i,0.0025725+0.0016226i,0.0021165+0.00089758i,0.00096645+0.00065962i,9.7359e-05+0.00071783i,1.3701e-06+0.00049131i,0.0005273+0.00088795i,0.0013837+0.0012563i,0.0018389+0.0012127i,0.001308+0.0014864i,0.00098763+0.0010927i,0.00082103-0.00033387i
-0.0007666+0.0026398i,-0.00079831+0.002394i,-0.00027755+0.0014135i,-0.00092137+0.00091535i,-0.0021654+0.0010894i,-0.0035883+0.0011919i,-0.0043239+0.00040347i,-0.0032908-0.00037934i,-0.0014246+0.00019435i,0.00031089+0.0004622i,0.0015879+0.00039007i,0.0012141+0.0015476i,-0.00041234+0.0022428i,-0.00038093+0.0014253i,0.00092333+0.0003607i,0.00082968-9.2396e-05i,-8.3565e-05-0.00015099i,-0.00043822+0.00034585i,-0.00047393+0.001375i,-0.0003331+0.0023618i,-0.00018886+0.0021514i,0.00097965+0.0014298i,0.0017948+0.0010823i
-0.0022766-0.0028312i,-0.001726-0.0017857i,-0.001901-0.00084733i,-0.0028959+9.418e-05i,-0.0033174-0.00031326i,-0.0032125-0.0024033i,-0.0018785-0.0039413i,2.1142e-05-0.0042925i,0.00032806-0.0025367i,-6.4993e-05-0.00055315i,5.7008e-05+0.00029641i,-0.00043787+0.00042011i,-0.0012712+0.0007756i,-0.00073196+0.00073961i,0.00029077-0.00053782i,0.00016317-0.0014091i,0.00015719-0.0016306i,0.00024006-0.00042975i,-0.00044778+0.0016062i,-0.0017442+0.0021689i,-0.00079317+0.0014319i,0.0010056+0.0015141i,0.0013453+0.0012804i
4.6922e-05-0.0024686i,0.00081947-0.0021256i,0.0012134-0.0015501i,0.00023591-0.0019085i,-0.00086087-0.0032894i,0.00019798-0.0060873i,0.0018854-0.0071475i,0.0015689-0.0048867i,0.0013073-0.0022379i,0.00049713-0.00071318i,-0.0015853+0.00015741i,-0.0034411+0.00014454i,-0.0040132-0.00029457i,-0.0028163-0.00066407i,-0.00085509-0.00072857i,0.00067324-0.00014304i,6.7817e-05+0.00027384i,-0.00038999+0.00022144i,-0.00018734+0.00010861i,-0.0008814-0.00021724i,-0.0014214+1.1868e-05i,-0.0013458+0.0010419i,-0.00036417+0.0017472i
0.00088173-0.0012621i,0.0015492-0.00032991i,0.0017887+0.00030582i,0.0015736-0.00067063i,0.0024839-0.0021609i,0.0056244-0.0029686i,0.0077355-0.0027581i,0.0058338-0.0010922i,0.0029716+0.00014444i,0.0011557+0.00075001i,-0.0008055+0.00073193i,-0.0019212-0.00073944i,-0.0019127-0.0016076i,-0.0014432-0.0014067i,-0.00047976-7.0977e-05i,0.00095528+0.0015091i,0.0010546+0.0019825i,-0.0002315+0.0013315i,-0.00099014+7.7863e-05i,-0.0015047-0.0010163i,-0.0021098-0.0010729i,-0.0015489+0.00055201i,-0.00072907+0.0023343i
0.0016718+0.0009179i,0.0018277+0.00086379i,0.0014218+3.7079e-05i,0.0020022-0.0011805i,0.0042427-0.001224i,0.0073888+0.0013955i,0.0091459+0.003828i,0.0085056+0.0038364i,0.0053635+0.0021408i,0.0019693+0.00029307i,6.963e-05-0.0010001i,-0.00043419-0.0021881i,5.1839e-05-0.0026362i,5.6015e-05-0.0019574i,-0.00021228-5.5246e-05i,-0.00053255+0.0013284i,-0.00087774+0.0010375i,-0.00074211-0.00042992i,-0.00067748-0.0017403i,0.0002703-0.0022871i,0.00063019-0.0016103i,-0.00060839-0.000366i,-0.0014773+0.00087849i
0.0018296-0.00066151i,0.00052119-0.00044305i,0.00063155-0.0013348i,0.0014188-0.00066932i,0.0032465+0.0022898i,0.0046775+0.0068393i,0.004213+0.0087243i,0.002912+0.0071046i,0.001595+0.0039337i,0.00039644+0.00053999i,0.00046305-0.0015527i,0.0017386-0.0023214i,0.0014168-0.0019046i,-1.1543e-05-0.0014331i,-0.00092552-0.00048204i,-0.0012871+0.00026049i,-0.0010765-0.00011541i,-0.00076082-0.00054549i,-1.9412e-05-0.0010817i,0.0015195-0.0014648i,0.0015505-0.00082665i,-0.00045741+0.00037997i,-0.0021278+0.00024991i
-0.0019227-0.0014741i,-0.00078942-0.0013156i,-1.7253e-05+0.00044235i,0.00040333+0.0029705i,0.0017602+0.0064583i,0.0017577+0.010549i,-0.00046399+0.010762i,-0.001631+0.0076583i,-0.0016433+0.0044249i,0.00010073+0.0015047i,0.0021849+2.2609e-05i,0.0030457-0.0002125i,0.0021596-0.0013224i,0.00073085-0.0025186i,-0.00090407-0.002279i,-0.0028925-0.0015088i,-0.0027977-0.001459i,-0.00051717-0.00095938i,0.0017383+0.0003526i,0.0030266+0.00031824i,0.002242-0.00044286i,0.00021488-0.00081537i,-0.00091418-0.00022001i
-0.00087717+0.0008727i,-0.0011874+0.00040027i,-0.0019633+0.0017042i,-0.0019492+0.0038324i,-0.0026123+0.0060155i,-0.005552+0.0074011i,-0.0077969+0.0052259i,-0.0062069+0.0017553i,-0.0033495+0.00018397i,-0.0010474-0.00047312i,0.00071119+0.00060563i,0.0018106+0.0027583i,0.0027084+0.0026009i,0.0024815+0.0004497i,0.00027363-0.0016877i,-0.00085935-0.0024031i,0.00045098-0.0018811i,0.001751-0.00047101i,0.0019763+0.001184i,0.0017528+0.0016296i,0.0011926+0.00080739i,0.00012433-0.00045543i,-0.0012756-0.0013311i
-0.0005941-0.0015081i,-0.0013546-0.0025329i,-0.0013639-0.0020394i,-0.0041818-0.00053322i,-0.0079377+0.00015771i,-0.010097-0.00089542i,-0.010092-0.0028252i,-0.0062955-0.0035454i,-0.002412-0.0026516i,-0.00028183-0.0019284i,0.00017678+6.8851e-05i,-0.00085456+0.0026236i,-0.0010278+0.0028208i,0.00040912+0.00071722i,0.00092724-0.001581i,0.0010767-0.0019713i,0.0020154-0.0013946i,0.0023476-0.00050143i,0.001003+0.001013i,-0.00072883+0.0017762i,-0.001047+0.0011889i,0.00022696-0.0006449i,0.00062153-0.002252i
-0.0019006+0.00012599i,-0.00062961-0.0012894i,-0.0014793-0.0014286i,-0.0031563-0.0023247i,-0.0044835-0.0047484i,-0.0043085-0.0079424i,-0.0021905-0.009762i,-2.5365e-05-0.0076992i,0.00071362-0.004192i,0.00093778-0.0014086i,0.00034606+0.00035139i,-0.0013106+0.0015223i,-0.0014994+0.0010319i,0.00099738+0.00014576i,0.003033-0.00029116i,0.003063-0.00073324i,0.0028087-0.00062418i,0.001937+0.00033332i,-0.00037151+0.0009295i,-0.0021799+0.00060615i,-0.00097986-3.7175e-05i,0.00095369-0.00058073i,0.0014393-0.00093554i
-1.2729e-07+0.002855i,0.00042572+0.0014483i,0.0015458+2.8358e-05i,0.0019657-0.0029009i,0.0017722-0.0079071i,0.0037229-0.012055i,0.0064068-0.010967i,0.0068969-0.0070163i,0.0055528-0.0037645i,0.0036156-0.0016016i,-0.00040046-0.0010916i,-0.003795-0.0016358i,-0.0037768-0.000835i,-0.0013871+0.00054827i,0.0010983+0.0010039i,0.0018234+0.0014524i,0.0016075+0.0016218i,0.00091479+0.0012034i,-0.0008954-0.00012789i,-0.0016978-0.0010859i,5.2965e-05-0.00082513i,0.0022063+0.00046436i,0.0026437+0.00055325i
-0.00039373-0.00052799i,-0.00038125+0.00084028i,4.9774e-05-0.00093156i,0.0025232-0.00272i,0.0065488-0.003983i,0.011305-0.0038186i,0.013368-0.0024303i,0.011111-0.00075778i,0.00718+0.00098848i,0.0028822+0.00025141i,-0.00030747-0.0021927i,-0.0022319-0.0037334i,-0.0028941-0.0028996i,-0.0013812+1.025e-05i,-0.00032402+0.0022357i,-0.00044085+0.0029405i,-0.00073476+0.0032084i,-0.0006622+0.0024003i,-0.00015552+0.0005085i,-0.00012325-0.00057359i,0.0010943+9.9415e-05i,0.0021294+0.0017874i,0.0018067+0.0023237i
-0.00053127-0.00081464i,-0.00084839-0.0015439i,0.0014934-0.00072803i,0.0044714+0.00056005i,0.0084959+0.0017581i,0.012708+0.0050037i,0.011663+0.0079103i,0.007121+0.0079285i,0.0034739+0.006081i,0.0019939+0.0026053i,0.0019408-0.0010032i,0.0011636-0.0037098i,0.00030563-0.0033378i,-0.00060186-6.4005e-06i,-0.0015263+0.002461i,-0.0022174+0.0023216i,-0.0030855+0.0017209i,-0.0021281+0.00074988i,0.00021828-0.00043072i,0.0015442-2.8866e-07i,0.0013602+0.0015793i,0.00074374+0.002514i,0.00010198+0.0029813i
0.0018631+0.00058251i,0.0025651+0.00034595i,0.0031046+0.0019088i,0.0031912+0.0043667i,0.0039387+0.0089148i,0.004675+0.013155i,0.0038176+0.013022i,0.0013481+0.010167i,-0.0009276+0.00695i,-0.00021493+0.0037716i,0.002594+0.0010306i,0.0042989-0.00030468i,0.0037676-0.00079639i,0.00040407-0.00065458i,-0.0030765+0.00033405i,-0.0038557+0.00033061i,-0.0030709-0.00037566i,-0.0018092-0.00081469i,0.000209-0.00037602i,0.0016781+0.001007i,0.0010771+0.0017564i,-0.00072484+0.002133i,-0.001328+0.0026228i
0.00084589+0.0004452i,0.00023638+0.0019345i,-0.00060514+0.0020823i,-0.0025682+0.0027798i,-0.0052146+0.0073434i,-0.0078229+0.012454i,-0.0080467+0.012377i,-0.0058484+0.0075703i,-0.0033545+0.00278i,-0.00091733+0.00059225i,0.001463+0.00056432i,0.0030828+0.0012764i,0.003903+1.0736e-06i,0.0021584-0.0011984i,-0.0013429-0.0015444i,-0.0029563-0.0021997i,-0.0027538-0.002566i,-0.0013916-0.0024487i,0.00013496-0.00049212i,6.3165e-06+0.0017795i,-0.00165+0.0024794i,-0.0031553+0.0016307i,-0.0037462+0.0016343i
-0.0020318-0.001658i,-0.0019368-0.0016957i,-0.0032778-0.0010379i,-0.0056153+0.00085236i,-0.0093162+0.0041783i,-0.013253+0.0051608i,-0.013421+0.002441i,-0.0095369-7.7804e-05i,-0.0051906-0.0011155i,-0.002381-0.00062823i,-0.00046603+0.0014113i,-7.3871e-05+0.0036197i,0.00039532+0.0031684i,0.00047086+0.00025717i,-0.00077114-0.0030896i,-0.00097874-0.0040836i,4.005e-05-0.0033805i,0.00043741-0.0023501i,-0.00053013-0.00092317i,-0.0017551+0.00044974i,-0.00276-0.00015987i,-0.0038133-0.0019385i,-0.0038927-0.0025519i
0.0011785-0.00076438i,0.00033094-0.0017345i,-0.0027697-0.0018021i,-0.0056628-0.0023012i,-0.0095322-0.0049725i,-0.012046-0.0080441i,-0.010968-0.0088221i,-0.0069827-0.0074951i,-0.0028337-0.0044516i,-0.0011466-0.0015505i,-0.0024125+0.00013723i,-0.0041073+0.0011845i,-0.00366+0.002314i,-0.0012545+0.0017227i,0.00032932-0.00071586i,0.00097722-0.0018923i,0.0019428-0.0017279i,0.0014558-0.0012771i,-0.00087181-0.0010246i,-0.0029725-0.0017973i,-0.0029528-0.0027649i,-0.0016531-0.0041566i,-0.0015285-0.0044037i
0.00056975+0.0021342i,2.714e-05+0.00062246i,-0.00017634-0.0024015i,9.6307e-05-0.0057758i,6.431e-05-0.010687i,0.00030919-0.015284i,0.0012724-0.015585i,0.0023806-0.011405i,0.0034802-0.0054037i,0.002858-0.0024724i,-0.00081456-0.0010832i,-0.0036574-0.00025434i,-0.0034593+5.3411e-05i,-0.001899+0.00039303i,0.00062402+0.00014163i,0.0023827+0.00035084i,0.0028094+0.0010991i,0.0015809+0.00061329i,-0.00061788-0.0012383i,-0.0012962-0.002891i,0.00021319-0.0036505i,0.0020126-0.0044244i,0.0021737-0.0044359i
-0.0021248-8.0638e-05i,-0.0012587-0.00041529i,0.0022502-0.00095317i,0.0058318-0.0027392i,0.008708-0.0066002i,0.0124-0.011057i,0.013693-0.011216i,0.011362-0.0063091i,0.0085219-0.0016546i,0.0047648-0.0010288i,0.00094603-0.0037521i,-0.0018016-0.0052314i,-0.0023598-0.004563i,-0.001622-0.0025064i,-0.0004549-0.00013847i,0.00095572+0.0018089i,0.001198+0.0023633i,0.0010656+0.0008521i,0.00099805-0.0012167i,0.001679-0.0035303i,0.0038702-0.0039488i,0.0060102-0.002524i,0.0053618-0.0015994i
