0.0013237+0.0007614i,0.0015969-0.001543i,0.00038089-0.0019529i,-0.00085584-0.00145i,-0.0015532-0.00084348i,-0.00095539+0.00096182i,0.00018182+0.0025353i,0.00091183+0.0022494i,0.0013113+0.0012984i,0.00066519+0.00049768i,-1.8124e-05-0.00037714i,-8.856e-05-0.0005599i,-0.00067177+0.00077332i,-0.00072987+0.0013237i,0.00015685+0.00036963i,0.00014615-8.9358e-05i,0.00013323+0.00032601i,0.00030222+0.00054114i,0.00042538+0.00069676i,0.00031282+0.00054069i,0.00046835-0.00019354i,0.00065608-0.00043444i,0.00021967-0.00014371i
-9.3826e-05-0.0012759i,0.00035682-0.0020523i,-8.9509e-05-0.00075235i,0.00019541-7.8705e-05i,0.00026231+0.0002734i,0.00031108+0.00098325i,0.00098331+0.00089919i,0.0013592-8.1691e-05i,0.00083649-0.00052139i,0.00010874-0.0004891i,-0.00013837-0.00079238i,-0.00084277-0.00099361i,-0.0015843-0.00032978i,-0.00049058+0.0003431i,0.00016454+0.00024663i,-0.00047903-2.7594e-05i,-0.00060743+0.0010131i,-0.00017574+0.00048018i,-0.00024878-0.00045776i,2.8659e-05+0.00029426i,0.00088232+0.00058341i,0.00082921+0.00068366i,0.00024827+0.00074463i
0.002095-0.0020717i,0.0024314-0.0017472i,0.0019288-0.0019662i,0.0015196-0.0019341i,0.0009904-0.0010984i,0.00070896+0.00035078i,0.001061+0.0015722i,0.0012743+0.0013685i,-6.2648e-05+0.00052085i,-0.0010521-2.4756e-06i,-0.00040574-0.00045238i,0.00032876-0.00047243i,0.00054027+0.00022965i,-0.00015828+0.00157i,-0.0014144+0.001359i,-0.0016136+0.00027437i,-0.00077065+0.00027935i,0.00013119+0.00043995i,0.0005591+0.00064745i,0.00052002+0.00040179i,0.00058986-3.7237e-05i,0.0010214+0.00024562i,0.0011121+0.00058085i
0.00020389+0.00024651i,0.00023231+0.0011728i,-0.00038407+0.0020123i,-0.0009605+0.0021952i,-0.00086466+0.0017261i,-0.00048527+0.0017235i,0.0010208+0.0015235i,0.0021091+0.00093812i,0.0019215+0.00052655i,0.0014763+0.00071592i,0.00068702+0.00053084i,0.00012764-0.00052085i,0.00041221-0.00057817i,3.0296e-05+0.00040519i,-0.00020928+0.00034273i,0.00016562-5.0823e-05i,-0.00010059+2.3003e-05i,-0.0002449-2.437e-05i,0.00036937-0.0011171i,0.00064818-0.00084584i,-0.00020759-0.00011926i,-0.00070411-0.00017807i,-7.8482e-05-0.00055832i
-0.0020839-0.001078i,-0.0016148-0.00044964i,-0.0013486+0.00040994i,-0.00086234+0.00056704i,0.00011867+0.00049496i,0.0009285+0.00069974i,0.0019515+0.00083135i,0.0024987-0.00019445i,0.0017457-0.00063392i,0.00059351+0.0001192i,0.00016275+0.00055232i,0.00023772+0.0011524i,0.00060936+0.001324i,0.0010627+0.0014172i,0.00076049+0.0011136i,0.00044327+0.00021156i,-0.00015576-0.00020993i,-0.00039088+1.9368e-05i,7.8163e-05-0.00036273i,3.198e-06-0.00051488i,-0.00028628+5.0979e-05i,8.251e-05+7.0078e-06i,-0.00022009+3.7923e-05i
-0.00012194-0.0012617i,-0.00038348-0.0016992i,-5.6969e-05-0.0011394i,0.00010784-0.00035224i,-0.00042338+0.00014567i,0.00038355+0.00069633i,0.0013531+0.0013895i,0.0013477+0.00086987i,0.0005675-0.0002763i,-9.8779e-06-0.00026599i,0.00072092+0.00012107i,0.0011625-1.276e-05i,0.00077236-1.095e-05i,0.0003731-0.00044894i,9.782e-05-0.001046i,-0.00028649-0.0007452i,-0.00075546+0.00016019i,-0.00028898+0.00041926i,0.00052935+0.00032179i,0.00086846+0.00041021i,0.00079739+0.0002197i,-5.064e-05+0.00012785i,-0.00060961+0.0003696i
-1.7752e-05-2.3807e-05i,0.00058563-0.00051519i,0.001282-0.00017503i,0.0011573+0.00011751i,0.00045519+0.00088764i,0.00046957+0.0017888i,0.00069414+0.00096891i,0.00040598+0.00050096i,0.00017155+0.00087952i,0.00074909+0.0006237i,0.001029+0.00043279i,0.00091797-0.00020678i,0.00069744-0.0008765i,0.00028955-0.00040542i,-0.0002328+0.00040043i,-0.00063918+0.00059114i,9.1846e-05+5.0901e-05i,0.00042826-0.00034397i,-0.00056923-0.00037764i,-0.0010894+1.1644e-08i,-0.00076985+0.00024152i,-0.00095991+0.00036779i,-0.00074743-4.0606e-06i
0.0011526-0.0016923i,0.00074786-0.0025312i,0.00027936-0.0018038i,0.00040504-0.00039516i,0.00025452+0.00024623i,0.00036223+0.0002577i,0.00086801+0.00047116i,0.00043692+0.00040644i,-3.538e-05-0.00028177i,1.2531e-05+0.00010941i,-0.00057997+0.00048763i,-0.00060382+3.4699e-05i,0.00013847-0.00026259i,0.00014159+0.00032065i,-0.00014057+0.0010798i,-6.5568e-05+0.00040176i,-0.00059435-0.00023564i,-0.00097815-5.2102e-06i,-0.00032322+0.00027369i,-0.0001371+0.00019475i,-0.00022132-0.00076698i,0.00048172-0.0010171i,0.0010175-0.00072257i
0.0034415-0.00015091i,0.0035066-0.00094076i,0.0031776-0.0013983i,0.0016651-0.0011901i,-0.00031093-0.00089392i,-0.0016275-0.0003976i,-0.00058367+0.00066965i,0.00054059+0.00083611i,0.00047267-0.00022561i,-0.0002127-0.0010969i,-0.00049221-0.0011409i,-0.00022284-0.00072709i,-0.00035545+0.00038896i,-0.00073952+0.0016362i,-0.001078+0.0016289i,-0.00069442+0.00074134i,0.00027649+0.00023005i,0.00080646-3.8666e-05i,0.00080771+0.00015159i,0.00087036+0.00049169i,0.00067163+7.0133e-05i,0.00025917-0.00061355i,-1.4194e-05-0.00066328i
0.0027863+1.6433e-05i,0.0030822-0.0016766i,0.0022106-0.0019829i,0.0011298-0.0013752i,0.00039173-0.00081247i,0.00028395+0.00029524i,0.0010015+0.0013525i,0.0014394+0.0011457i,0.0012131+0.00091066i,0.00016157+0.000777i,-0.00093679-0.00024673i,-0.00094673-0.00073454i,-0.00064121-0.00031064i,-0.00075963+1.2353e-05i,-0.00083732+0.00032019i,-0.00097148+0.00031083i,-0.00094934+6.921e-05i,-0.00075038-0.00014798i,-0.00021385-0.00014727i,0.00040391-1.2527e-05i,0.00087705-0.00015249i,0.0011954-0.00019964i,0.00080581+0.00023028i
0.0016002-0.00069016i,0.0015632-0.00017578i,0.00099009-0.00027053i,0.00040948-0.00096933i,-0.0001713-0.00079707i,-0.00057771+5.2092e-05i,0.00016835+0.00073662i,0.00092444+0.00042156i,0.00089533-0.00042071i,0.00050994-0.00076926i,-0.0001826-0.00099351i,-0.0014517-0.00084641i,-0.0019704-0.00017901i,-0.0017187+0.00057487i,-0.001361+0.00095454i,-0.00059769+0.00055605i,-0.00010506-9.9568e-05i,0.00034828-6.2861e-05i,0.00013913+0.00016998i,0.00016505+5.0119e-05i,0.00038684-7.7592e-05i,-7.2148e-05-7.1002e-05i,-2.1513e-05+4.9109e-05i
0.00025823-0.00089782i,0.00088731-0.0007264i,0.00027224-0.0012898i,3.8723e-05-0.00090782i,-0.00025566+0.00029398i,0.00029722+0.00076283i,0.0010026+0.0011229i,0.00018267+0.00031801i,-0.00011941-0.00017692i,0.00032534-5.7887e-05i,0.00060417+4.6327e-05i,0.00047925+0.00046566i,5.5235e-05+0.00044155i,-9.8415e-05+0.00025843i,4.1612e-05-4.2184e-05i,0.0001176-0.00013039i,-0.00031715+0.00033729i,-0.00079439+0.0004736i,-0.0013424+0.00092296i,-0.00085797+0.0010299i,-0.00022952+0.00034894i,-0.00047454-0.00019761i,-0.00049949-0.00013454i
0.0029021-0.0016409i,0.0028747-0.0019388i,0.0026792-0.0014447i,0.0017775-0.0010568i,0.0006563-0.0011971i,-0.00020486-0.00033658i,0.00020452+0.00062158i,0.0010099+0.00040026i,0.0006421-0.00017532i,-7.7275e-05-0.00033994i,0.00043768-0.00023644i,0.0008497-2.0867e-05i,-0.00028078+9.392e-06i,-0.00058714+0.00037777i,-0.001023+0.00064645i,-0.0013268+0.0003355i,-0.00089331-0.00068082i,0.00017732-0.00063095i,0.00097973+9.1747e-05i,0.00056532+0.00027341i,-0.00046205+0.00041851i,-0.0006618+0.00024848i,-0.00070782-0.00023946i
0.00029813-0.00014509i,0.00041321+0.00048477i,0.00041106+0.00022965i,0.00077364+0.000466i,0.00043109+0.00074865i,-0.00044724+0.0016038i,-0.00020444+0.0014941i,0.00075637-4.361e-05i,0.00041834-0.00044485i,-0.00057948-0.00043474i,-0.00019851-0.00089527i,0.00069163-0.00039333i,6.6269e-05+0.00031327i,-0.00039306+1.3802e-05i,0.00010905-3.5805e-05i,6.9719e-05+0.00056568i,-0.00044378+0.00028798i,-0.00023426+2.432e-05i,-0.0003235+0.00023055i,-0.000129+3.0656e-05i,-0.00015301+0.0001846i,-0.00042373+0.00065243i,-0.00011993+0.00063668i
-0.0003004-0.00046846i,-0.00091449+9.9678e-05i,-0.0010568+0.00039589i,0.00042124+0.00019283i,0.0009284+0.00062339i,0.00076197+0.0014123i,0.0012776+0.0015561i,0.0014209+0.0008487i,0.00013295-0.00027928i,-0.00083471-0.00050434i,-0.00038697-0.00011617i,-0.00025832+0.00035394i,-0.00081647+0.00056583i,-0.00052226-0.00024605i,0.00030853-0.00055922i,0.00063868-0.0004673i,0.00086265-0.00091362i,0.00064871-0.00097068i,0.00042195-0.00099164i,3.5507e-05-0.00063608i,-0.00016415-6.4241e-05i,0.00017386-0.00032937i,-0.00020805-0.00051501i
-0.002408-2.947e-05i,-0.0010233+0.00041543i,-0.00034169+0.00068004i,-0.0004727+0.00055034i,0.0001646+0.00018386i,0.0007532+0.0002908i,0.0005253+0.00054331i,0.00049636+0.00015458i,0.00056492-0.00030441i,0.00051469+0.00011794i,0.00045781+0.00011445i,-0.000208-0.0005844i,3.4999e-05-0.00066871i,0.0010173-0.00054065i,0.00025377-0.00014136i,-0.00062131+0.00087783i,-0.00074958+0.0010585i,-0.0005019+0.00025391i,-0.00045377-0.00028685i,-0.00119-0.00061011i,-0.0014544-0.00059293i,-0.00095467-8.9516e-05i,-0.000247+0.00023541i
-3.4437e-05-0.00086648i,-2.2943e-05+5.9077e-05i,0.00031388-6.6449e-05i,0.0011212+0.00022904i,0.0007989+0.0012448i,-0.00012196+0.0026182i,0.00016752+0.0020224i,0.00027255+0.0003203i,-1.5029e-05+0.00014189i,3.2542e-06+0.00036224i,0.00026863+0.00030142i,0.00020142-8.5318e-05i,0.00027646-0.0010551i,0.00058266-0.0012671i,0.00010756-0.00028164i,-0.00039282+0.00061032i,-0.00033852+0.0010824i,-0.00035284+6.1291e-05i,-0.00038662-0.00059457i,-0.00018417+0.00011617i,-0.00039498+0.00023234i,-0.00086115+0.00022918i,-0.00048071+4.1659e-05i
-0.0026156+1.0377e-05i,-0.0025662+0.00086122i,-0.0020554+0.0018399i,-0.00051286+0.0018363i,0.00042907+0.0015981i,0.00053297+0.00083161i,0.00012745+9.7448e-05i,-0.0002993-0.00025505i,0.00030234-0.0001501i,0.00010549+0.00072221i,3.9788e-05+0.0010764i,0.00037337+0.00055334i,0.00048404+7.0761e-05i,0.0008323-0.00046354i,0.00051786-0.00076463i,-0.00012755-0.00028073i,5.7932e-05-0.00012263i,0.00030532-0.00076466i,-0.00028577-0.00092725i,-0.0005333-0.00064396i,2.1896e-05-0.00074035i,0.00025535+1.9617e-05i,0.00047735-0.00030629i
-0.00016475+0.00027282i,0.0011744-4.1523e-05i,0.002228+0.00088082i,0.0021374+0.00020576i,0.001444-0.00056974i,0.00070123+0.00014174i,0.00083959+0.00091996i,0.00096378+0.00052829i,0.00016902-0.0003663i,-0.00019694-0.00060328i,-3.7396e-05-0.00047395i,-0.00040313-0.0010628i,-0.00078221-0.00033157i,-0.00084919+5.9302e-05i,-0.00073824-0.00085695i,-0.00090936-0.00062225i,-0.00058053-0.00040799i,-0.0001372-0.00022242i,-0.00035547+0.00014066i,-0.0001236+0.00029355i,-0.00030397+9.4032e-05i,-0.00017517-0.00034154i,0.00060654-0.00028596i
-0.00078436+0.00097076i,-0.00028417+0.0010574i,-0.00031625+0.0010294i,0.00031512+0.00050804i,0.00015396-0.0010774i,-0.00082418-0.00062081i,-0.00039037+0.00053778i,-6.7354e-05+0.0011282i,-0.00059499+0.0013675i,-0.00043713+0.00050767i,0.00036406+0.00012164i,0.001006+6.0018e-05i,0.00052553-0.00074464i,-3.2089e-07-0.00057329i,-0.00082201-0.00027763i,-0.0010773-0.00068218i,-0.0011295-0.0008838i,-0.001065-0.00049134i,-0.00071996+9.5686e-05i,0.00020287+0.00043747i,0.00043921+0.000454i,3.7248e-05+0.0002668i,-0.00031919+0.00021364i
0.0016585-0.0012905i,0.00082437-0.00060242i,0.0002941-0.00030418i,0.00078907-0.00085816i,0.0014197-0.00074353i,0.0011391+0.00048145i,0.00078536+0.00056448i,0.00047574+1.6954e-05i,6.9954e-06-0.00035011i,-0.00098136-3.936e-05i,-0.0016815+0.00022051i,-0.00051205+0.00046091i,0.00021712+0.000413i,1.7991e-06+0.00033627i,-3.7244e-06+0.00013581i,0.0002395+0.00015923i,-3.2502e-05+0.00013138i,-0.00052498-0.00032815i,0.0002689-0.00040193i,0.00092646+4.1867e-05i,0.00061172+0.00011806i,0.00053955-0.00014557i,0.00056192+0.00011965i
0.0010603+0.00026174i,0.0016655-0.00018037i,0.0016903-0.00061861i,0.00092912-0.0009765i,0.00067002-0.00092354i,0.00023728+0.00016374i,-0.0001359+0.00034192i,0.00011594-0.00016542i,4.3452e-05+0.00032846i,-0.00033084+6.8326e-05i,-0.00044843-2.2411e-05i,5.6797e-05+6.168e-05i,0.00030148+7.8671e-07i,0.00018202+0.00024069i,-0.00016273-0.00022875i,-0.00070047-0.0003929i,-0.00075605+0.00025594i,-0.00035539+0.00036434i,0.00028548-0.00034991i,0.00053399+4.3753e-05i,0.00012821+0.00053518i,0.00013717+0.0002782i,0.0004363+4.016e-05i
0.0014895+0.00049644i,0.00034616+0.00089915i,-0.0017049+0.0012121i,-0.0014916+0.0014825i,-0.0002666+0.0006616i,0.0001729-3.5455e-05i,-0.00018732-0.00015944i,-0.00037807-8.8353e-05i,-0.00024567+0.00029885i,0.00068143+0.00057959i,0.0012555+0.00041164i,0.0011427+0.00083895i,0.00098286+0.00097536i,0.0010712+2.4294e-05i,0.00068324-0.00070843i,-0.00063355-0.00044341i,-0.00082311+0.00026475i,-0.00067469-0.0002669i,-0.00072891-0.00020815i,-0.00013809+0.00098865i,0.00057969+0.00083641i,0.00077621+0.00064943i,0.00054007+0.00030549i
0.00093688-5.9902e-06i,0.0012014+0.00032247i,0.00038482+0.0011005i,0.0003212+0.00056782i,0.00051231-0.00084876i,0.00019186+0.00035086i,0.00042667+0.0014882i,0.0001984+0.0005083i,-0.00045892+0.00024093i,-0.00066829+0.00029535i,-0.00046081-0.0002357i,0.00020694-0.00060345i,0.00030121-0.00025244i,-2.4383e-05+0.00056088i,-0.00035933+0.00031066i,-0.00077321+0.00010073i,-0.0011293-0.00035668i,-0.00079674-0.00030047i,8.8592e-05+0.00064438i,0.00038386+0.00065127i,0.00040003+0.00048141i,0.0008696+0.00042662i,0.00062065+0.00012624i
0.0010809-0.0014506i,0.00052352-0.0018129i,0.00076118-0.001268i,0.001006-0.0011226i,0.0011135-0.00081755i,0.0011095+0.00093931i,0.0010226+0.0025852i,0.00074663+0.0012577i,0.00016056-1.342e-05i,-0.001058-0.00018202i,-0.0012347-0.0001742i,-0.00082517-0.00030251i,-0.00083226-0.0002336i,-0.00089365+0.00039017i,-0.00076934+0.00034524i,-0.00070148+0.00023515i,-0.001056+0.00033246i,-0.00067264-0.00010948i,0.00046014-0.00035502i,0.001092+0.00040624i,0.0013619+0.00035562i,0.00095342-0.00043108i,0.00068296-0.00052508i
-0.00028511+0.00011228i,-0.00072496+0.00040509i,-0.00077808-0.00078483i,0.00014234-0.00068729i,6.9713e-05-0.00060668i,-0.00022226-0.00055924i,-6.0222e-05-0.00054228i,0.00041788+5.4797e-05i,0.00035311+0.00047978i,0.00047125+0.00027728i,0.00094487+0.00043979i,0.0006779+0.00033962i,0.00027123-0.00032272i,-0.00029298-0.0004374i,8.5555e-05+0.00024821i,0.00044944+0.00020001i,0.00036791+0.00045814i,9.0773e-05+0.00053921i,-0.00048091+0.00025861i,-0.00071645+0.00047431i,-0.00028164-8.8504e-05i,0.00037665-0.00037913i,0.00082421-0.00040216i
0.00069617-0.00038903i,0.00036572-0.0003501i,0.00028741+0.00052253i,0.0012437+0.00078967i,0.001515+0.00047437i,0.001772+0.0012048i,0.0015937+0.0022408i,0.00078275+0.001207i,-0.00033106+0.00013952i,-0.0013309-0.00011033i,-0.0010359-9.4192e-05i,-0.00021699-0.00015339i,0.00025062-0.00039747i,0.00046631-0.0001806i,0.00080604+0.00044243i,0.00099249+0.00084287i,-2.1085e-05+0.00035742i,-0.0009185-2.9121e-05i,-0.00087821-0.00058025i,-0.00041158-0.00037174i,-0.00035695-2.3402e-05i,-0.00056916-0.00018784i,-0.0002394-0.00035003i
0.0012536+0.0014144i,0.0015888+0.00092022i,0.00091843+0.00025253i,0.00092056-0.00019041i,0.000578+0.00027441i,0.00021305+0.001047i,0.00043717+0.00094747i,0.00042387+0.00013795i,0.00046769+0.0004139i,0.00092812+0.00096294i,0.00090934+3.9284e-05i,0.00044879-0.00069188i,0.00022005-0.00070347i,-0.00010776-0.0004853i,-0.00045956-0.00043974i,-0.00011812-0.00067392i,-2.8883e-05-0.00023018i,-2.0503e-05+0.00035653i,1.4693e-05-0.0003432i,-0.0001514-0.00089167i,0.00029811-0.00050823i,0.0004449-0.0003722i,-0.00061444+2.8259e-05i
-0.00098009-0.00172i,-0.00091355-0.00022486i,-0.00042595-0.00012934i,0.00024645+0.00041941i,0.00072514+0.0016623i,0.0011016+0.0017285i,0.0016335+0.00086336i,0.0013827+0.00064376i,0.00091992-7.1474e-05i,0.00040897-0.00012198i,-0.00016624+0.00027906i,0.00010387+0.00035552i,0.00048269+0.00064826i,0.00071404+0.00088719i,0.0012288+0.00079922i,0.0013275-0.00013106i,0.0014046-0.00085552i,0.001105-0.00018599i,0.00021195+0.00012i,-0.00055895-7.4243e-05i,-0.00073224-0.00054667i,0.00031865-0.00047803i,0.00097129+0.00011596i
-0.00021484-0.00085647i,-0.00068435-0.00099389i,-0.00050198+3.6179e-05i,-0.00010003+0.00014404i,-8.0573e-05+0.00053654i,0.00022857+0.0011246i,0.00043741+0.0012605i,0.00023149+0.00099965i,-7.2085e-05+0.00053003i,-0.00028408+0.00011406i,-0.00031571-0.00044971i,-9.3925e-05-0.00088512i,7.5458e-05-0.00035009i,0.00055742-0.00066597i,0.0010323-0.00085129i,0.00014611-0.00028967i,-0.00043195-5.6651e-05i,-2.7184e-05+0.00065256i,0.00037754+0.0012411i,7.3432e-05+0.0013593i,0.00027523+0.0011041i,0.00071291+0.00062223i,0.00056723+0.00013617i
0.00053634-0.0014595i,0.0010598-0.001743i,0.0011565-0.0013873i,0.00058669-0.00050893i,-0.00044515+0.00026744i,-7.2098e-05+0.0012862i,0.0011125+0.00085072i,0.0013336-0.00031506i,0.00057493-0.00030419i,0.00020734-0.00029997i,0.00061366-0.00054925i,0.00090997-0.00044653i,0.00077287-0.00064968i,0.00021218-0.0006893i,-0.00027216-0.000122i,-0.00022804-0.00018094i,-0.00026084-0.00053761i,-0.00087716-0.00017313i,-0.00080668-8.812e-05i,-0.00031893-0.00043306i,-0.00024972-0.00084071i,-0.00026281-0.00021283i,-0.00013018+0.00034474i
0.0011107-0.00022517i,0.001292+0.00030326i,0.0021167+0.00056185i,0.0019475+0.00024294i,0.00062388+0.00021513i,-0.00049689+0.00056125i,-0.00053565+0.00089043i,0.00059842+4.1002e-05i,0.0014812-0.00088714i,0.0010034-0.00090149i,0.00016817-0.00058655i,-0.00079255-0.00081797i,-0.00078599-0.00090577i,7.148e-05-0.00020826i,-0.00018021+0.00047135i,-0.00021473+0.00012009i,0.00013062-0.00038176i,-0.00053441+9.2282e-05i,-0.0008523+0.00044312i,-0.00049898+0.00049296i,-8.1149e-05+0.00071838i,0.00024318+0.00060625i,0.00041084+2.7441e-05i
0.0010828+0.001299i,0.0015863+0.00051271i,0.0019621+0.00097488i,0.0020879+0.00063989i,0.0015675-9.1378e-05i,0.00071198+0.00010158i,0.00069817+0.001035i,0.00117+0.0014458i,0.0013292+0.0010154i,0.000934+0.00076039i,0.00020747+0.00019967i,-0.00054203-0.00062729i,-0.0010293-0.00045779i,-0.0012682-2.9149e-05i,-0.0013458-4.8755e-05i,-0.00095404+0.00053576i,-4.9004e-06+0.00064465i,0.00023595+0.00046877i,0.00031769+0.00041352i,0.00094391-0.00014048i,0.00054397-0.00040359i,0.00010214-0.00048376i,-0.00048067-0.00020053i
0.00073843-0.0012626i,0.001351-0.001178i,0.0013591-0.00076603i,0.00029399-0.00071904i,-0.00068557-0.00053169i,-0.00064157+0.00081705i,0.00037219+0.0015791i,0.00093659+0.0010013i,0.00040498+0.00068183i,4.8553e-05+0.00081417i,0.00047397+0.00096746i,-7.3722e-06+0.00056292i,-0.00090037+0.00021862i,-0.00078921+0.00025407i,-0.00084563+0.00077341i,-0.00079784+0.00083869i,-0.00026324+0.0011214i,6.5993e-05+0.0010089i,-0.00046754+0.00044212i,-0.00048786+0.00017389i,1.2641e-05+8.9622e-05i,-0.00073834+0.0004222i,-0.00066043+0.00038854i
-0.00079568-0.0010668i,3.0331e-05-0.0011819i,0.0017664-0.0005272i,0.0027968-0.00068457i,0.0011746-0.00059829i,-0.00042533-0.00023324i,0.00027714+0.00040531i,0.00085661+0.00080154i,0.00071889+0.00055624i,0.00044798+0.00087983i,0.00010462+0.00056921i,0.00082006+0.0001915i,0.00059063-3.4965e-05i,-0.00027967-0.00023258i,4.3759e-05+6.6343e-05i,0.00013154-5.611e-05i,9.005e-05+0.0004351i,-0.00034899+0.001101i,-0.00063176+0.00072189i,5.173e-05+0.00036926i,0.00052887-9.756e-05i,0.00019768-0.00028127i,0.00076477-0.00013503i
0.0012029-0.0012485i,0.0010124-0.00175i,0.0012677-0.0015599i,0.0010359-0.00058i,0.00044961-0.00095671i,0.00016848-0.00040244i,-6.4172e-05+0.0010772i,0.0006519+0.0009583i,0.00054993+0.00010633i,-0.00030654-1.8846e-05i,0.00044199+0.00012717i,0.00040921+0.00038375i,-0.00064326+0.00065426i,-0.00053934+0.0014158i,-0.00069262+0.0013024i,-0.00062235+0.00059603i,6.1951e-05+0.00050196i,0.00043363+0.0005089i,0.00056652+0.0010181i,0.0004556+0.00074798i,0.00038648+0.00026738i,2.0003e-05+0.00035667i,0.00016052+0.00033954i
0.0021425+3.69e-05i,0.0022832-0.0010157i,0.0021948-0.00086012i,0.0018333-0.0008884i,0.00057991-0.00082186i,-0.00017829+0.00023802i,-0.00075565+0.0012162i,-0.00034523+0.00087476i,0.00073909+0.00022318i,0.0014427+0.00017537i,0.0010737+0.00044806i,0.00031347+0.0002423i,0.00013138+0.00011842i,-0.0003813+9.4236e-05i,-0.00059778-0.00019442i,2.7858e-05+0.00034754i,-0.00023043+0.00078495i,-0.00079484+0.00054507i,-0.00056028+4.7218e-05i,0.00014431-7.2626e-05i,0.00033502+1.9596e-05i,0.00039981-0.00026284i,0.00017331-9.4874e-05i
-0.00097735-5.045e-05i,-0.00063595+0.00023379i,-0.00088899-0.00030467i,-0.00070371+0.00015245i,0.00036027+0.0016693i,0.0012143+0.0020027i,0.0011253+0.0014934i,0.00058732+0.00090496i,0.00013104+0.00019814i,-0.00013585-0.00015125i,9.8193e-05-0.00042518i,0.00059787-0.0010044i,0.00052622-0.00067222i,-9.8229e-05-0.00017669i,-0.00014097-4.103e-05i,-0.00013725+0.00049999i,0.00011534-0.000127i,0.00073198-0.00056832i,0.0011234-0.00058386i,0.00081085-0.00084531i,3.2662e-06-0.00085142i,-5.8546e-05-0.00039098i,0.00061251+0.00034332i
-0.00095881+0.0023309i,-7.6845e-05+0.0024399i,0.00099226+0.0016826i,0.001058+0.00076209i,0.00036123+0.00012816i,0.00037095+0.00014484i,0.0009167+0.00093192i,0.00049199+0.0013952i,-0.00025849+0.00043178i,0.00012953-0.00015176i,0.00015308+0.00052553i,0.00069978+0.00052106i,0.00070246-0.00026898i,-0.00059768-0.00097292i,-0.0012727-0.00031636i,-0.00071672+0.00090461i,-0.00016483+0.0011198i,-4.4956e-05+0.00010103i,0.00033759-0.00060092i,0.00068312+4.1094e-05i,0.00035569+3.9342e-05i,4.1323e-05-0.00082374i,0.00014411-0.00063371i
-0.00025368-0.001442i,-0.00013337-0.001223i,0.00072773-0.00063131i,0.0011064-0.00073003i,0.0005722-0.00071052i,0.0001984-0.0004346i,-0.0001429+0.00062259i,-0.00025228+0.0013285i,-0.00092939+0.0003034i,-0.00063652-0.00018546i,0.00016602-0.00043174i,0.00037912-0.00068303i,0.00013961-1.6199e-05i,-0.00020066+0.00019927i,-0.00038048+0.00032309i,-0.00073841+0.0002926i,-0.00076078+9.5428e-05i,0.0001112+0.00049417i,0.00041034+0.0010295i,0.00072487+0.00087475i,0.00092324+0.00066455i,0.00027493+0.00070414i,-0.000191+0.00047208i
0.0020106-0.00085569i,0.0021031-0.00084221i,0.0015339-0.00029135i,0.0010822-0.0015046i,0.00064236-0.0018655i,3.9331e-06-0.00017665i,-3.3882e-06+0.0015104i,0.00040625+0.0019126i,0.00074446+0.00082106i,0.00022471+9.7168e-05i,-0.00044858+0.00076888i,-0.00052914+5.5469e-05i,-0.00064438-0.00090259i,-0.00065585-2.8655e-05i,-0.00088289+0.000229i,-0.00083168+0.00025898i,-0.00033627+0.00032518i,0.00029055-0.00022972i,0.00053721-0.00071567i,0.00032945-0.000436i,0.00018435+0.0002635i,-6.7836e-05+0.00015968i,0.00076423-1.4755e-05i
8.6889e-05-0.0013067i,-0.0004524-0.00098354i,-0.00024333-0.00016677i,0.00010661+0.00061217i,4.0881e-07+0.00051942i,0.0002642+0.0010087i,0.00029583+0.002401i,0.0004088+0.001689i,0.0007982+0.00032287i,0.00078171+0.00032561i,0.00014862+0.00044802i,-0.00011229-5.9629e-05i,0.00039328-0.00057476i,0.00035768-0.00033457i,0.00029503+0.00074723i,0.00038237+0.00061268i,-6.9382e-05+4.8201e-06i,-0.00029135+0.00019024i,0.00010218+0.00026614i,0.00012648-0.00012036i,-0.00033191-0.00026668i,-4.2261e-05+0.00042597i,0.000788+0.00083315i
0.0013796-0.0015118i,0.00042728-0.0017034i,-0.00058546-0.0010451i,-0.00039469-0.0001897i,0.00010107-0.00018506i,0.00023233+0.00030452i,0.00062596+0.0011515i,0.00090242+0.00097756i,0.0005141-3.8649e-05i,0.00033247-0.00073753i,0.00026681-0.00086785i,0.00040751-0.00051322i,8.0141e-06+3.9251e-05i,-0.0004124+0.00082576i,-8.9398e-05+0.00069677i,0.00020993+0.00062913i,0.00051001+0.0010127i,0.00058873+0.00064634i,0.00028119-0.00042685i,0.00041351-0.00021279i,0.00034609+0.00087963i,-0.00016435+0.00015722i,0.00065834-0.00043366i
0.0014202-0.0025055i,0.0016529-0.00098147i,0.0010256+0.00014952i,0.00073268+0.00010295i,0.0006234+6.3664e-05i,0.00025276+0.00068611i,0.00029413+0.001902i,0.00053593+0.0012954i,0.00081697-0.00078578i,0.00051122-0.0016599i,7.9973e-05-0.0013197i,0.00020266-0.00034634i,-6.3703e-05-8.2465e-05i,-0.00051958+0.00045801i,-0.00014064+0.0012978i,-2.2815e-05+0.001919i,-0.00029353+0.0014848i,0.00026812+0.00028297i,-0.00020786-0.00029673i,-0.00015547-0.00037443i,0.00045738+0.00026317i,0.00011628+0.00017656i,0.00056694+0.00063255i
