0.00078131+0.00046853i,-0.00055878-0.00033211i,-0.0020985-0.00040199i,-0.001578-0.0011559i,-0.0017744-0.00043287i,-0.0025902+0.0007126i,-0.0022094+0.0013657i,-0.0011918+0.0018238i,0.00092126+0.0015714i,0.0025805+0.0010348i,0.0021537-2.0304e-05i,0.00087127-0.00075762i,0.00042548-0.00053957i,0.00083964-0.00016134i,0.00039374-0.0004647i,-0.00075067-0.0010965i,-0.00056581-0.001414i,0.00026479-0.00037726i,0.00087037-0.00014595i,0.00034571-0.00043621i,-7.885e-06+1.6197e-05i,-0.00021312-0.00087929i,-0.00040642-0.0011993i
0.011544-0.34436i,0.011324-0.37087i,0.054675-0.33747i,0.13574-0.29551i,0.16354-0.22657i,0.11055-0.15167i,0.044136-0.092629i,0.019538-0.016914i,0.058704+0.074324i,0.10712+0.10116i,0.083379+0.067483i,0.036258+0.032999i,0.021855-0.019818i,-0.007711-0.076695i,-0.046705-0.075266i,-0.033748-0.043046i,0.005232-0.038941i,0.016872-0.047555i,0.012517-0.040841i,0.0077887-0.033809i,-0.0097936-0.041867i,-0.038035-0.047105i,-0.060009-0.030448i
0.30782+0.024223i,0.21278+0.084223i,-0.0097553+0.21025i,-0.1519+0.32453i,-0.1415+0.2845i,-0.10491+0.15126i,-0.079395+0.07331i,-0.0066642+0.0087697i,0.037601-0.10143i,0.00602-0.16877i,-0.030872-0.15916i,-0.060885-0.12978i,-0.096774-0.081955i,-0.094322-0.016814i,-0.053547+0.026216i,-0.040542+0.040394i,-0.066005+0.057126i,-0.076323+0.074556i,-0.052438+0.06027i,-0.025652+0.026518i,-0.013589+0.02398i,-0.0025033+0.052328i,0.018796+0.060792i
0.068622+0.27034i,0.1671+0.11038i,0.26605-0.20185i,0.29053-0.38482i,0.27223-0.33174i,0.25216-0.21085i,0.17845-0.13809i,0.057744-0.061505i,-0.010318+0.025698i,-0.004029+0.062395i,0.024763+0.057973i,0.042619+0.069678i,0.052394+0.094804i,0.047343+0.089854i,0.030786+0.062991i,0.039826+0.042202i,0.077335+0.021344i,0.097561-0.0049162i,0.073162-0.018588i,0.037611-0.011855i,0.021989-0.014922i,0.014063-0.048327i,-0.00065804-0.079367i
-0.33357+0.14262i,-0.31445+0.34017i,-0.17677+0.5119i,-0.10336+0.44583i,-0.18801+0.24454i,-0.26024+0.16301i,-0.16621+0.16367i,-0.021154+0.10708i,0.039707+0.024861i,0.029526-0.011i,0.010095-0.012374i,0.016863-0.033631i,0.030422-0.083061i,0.025421-0.10715i,0.00545-0.099915i,-0.025626-0.09879i,-0.060496-0.10312i,-0.074746-0.092942i,-0.057562-0.067175i,-0.036317-0.037376i,-0.029066-0.0041639i,-0.020007+0.033012i,-0.0042913+0.056745i
-0.10876-0.42962i,-0.22134-0.5918i,-0.3473-0.60508i,-0.31558-0.41794i,-0.11848-0.21329i,0.021342-0.15839i,0.026869-0.14379i,0.010201-0.10045i,0.015584-0.062199i,0.027412-0.035783i,0.015098-0.015969i,-0.019652+0.028527i,-0.01929+0.077396i,0.013279+0.068316i,0.026986+0.039301i,0.025469+0.058282i,0.031003+0.1069i,0.03203+0.13039i,0.022726+0.10514i,0.013108+0.051931i,0.006435+0.010183i,0.0047513-0.0069819i,0.0087273-0.0098757i
0.42268+0.01654i,0.60755+0.12983i,0.64607+0.17541i,0.41226+0.13033i,0.10698+0.15239i,0.012394+0.2104i,0.020286+0.16001i,-0.021716+0.092342i,-0.046411+0.074789i,-0.030357+0.047979i,0.0065818+0.015434i,0.051207-0.022001i,0.053006-0.040484i,0.024125-0.0094448i,0.013927+0.0095043i,0.021223-0.035282i,0.023949-0.10615i,0.017976-0.13628i,0.011691-0.097796i,0.016826-0.033609i,0.019538-0.0015888i,0.0059044-0.0024818i,-0.0068716-0.010829i
-0.066519+0.30604i,-0.31034+0.36196i,-0.4225+0.38965i,-0.20018+0.34016i,0.049919+0.16349i,0.058778+0.015189i,0.011726+0.0064305i,0.042633+0.031577i,0.06057+0.040169i,0.042754+0.049666i,0.003954+0.036157i,-0.054784+0.0098675i,-0.091436-0.023506i,-0.097462-0.061054i,-0.10853-0.059839i,-0.13198-0.0055375i,-0.14526+0.065208i,-0.12123+0.094739i,-0.070554+0.054467i,-0.042704-0.0019299i,-0.032918-0.017637i,-0.013362-0.0092068i,0.00092052-0.0074692i
-0.17202+0.0064385i,-0.058844-0.19498i,0.052175-0.36906i,0.013507-0.34645i,-0.041261-0.2221i,-0.025023-0.14454i,-0.033789-0.10656i,-0.047474-0.055289i,-0.01127-0.033594i,0.016528-0.049395i,0.017683-0.046687i,0.029699-0.017445i,0.04314+0.021486i,0.049127+0.05043i,0.076733+0.054903i,0.13256+0.031413i,0.17731-0.0089557i,0.16609-0.024509i,0.11321-0.0050679i,0.069758+0.012657i,0.03949+0.013901i,0.015824+0.02182i,0.013817+0.041157i
-0.10985-0.14159i,-0.055106-0.040623i,-0.0093923+0.083055i,0.010186+0.084108i,0.019896+0.027382i,0.012632+0.033104i,0.035061+0.062636i,0.053138+0.041798i,0.020283+0.018228i,0.0060374+0.020151i,0.025315+0.0064948i,0.027977-0.0053994i,0.036383+0.0029311i,0.051569-0.0027751i,0.021016-0.030902i,-0.053813-0.053386i,-0.11907-0.062951i,-0.12908-0.061941i,-0.088137-0.043243i,-0.047239-0.019167i,-0.034012-0.0061772i,-0.035735-0.0087391i,-0.038984-0.0209i
0.17563-0.10466i,0.19756-0.056271i,0.1781-0.064713i,0.089022-0.13113i,-0.045181-0.12204i,-0.090587-0.0453i,-0.054888-0.017973i,-0.044271-0.023986i,-0.029901-0.00427i,-0.0042124+0.01473i,-0.0024873+0.031765i,-0.015899+0.043157i,-0.052988+0.038124i,-0.082169+0.052048i,-0.051873+0.085282i,0.016841+0.11066i,0.073521+0.12841i,0.081661+0.11889i,0.042517+0.075113i,0.0066189+0.03774i,0.0041344+0.017429i,0.018057+0.0030258i,0.025624-0.000695i
0.025246+0.13144i,-0.19957+0.16122i,-0.41772+0.25669i,-0.36941+0.39321i,-0.14906+0.3517i,-0.048095+0.15112i,-0.042474+0.045853i,-0.0049502+0.014191i,-0.0055101-0.037296i,-0.046079-0.065582i,-0.059037-0.073077i,-0.042458-0.073164i,0.011579-0.069915i,0.062048-0.097671i,0.050606-0.14266i,0.0028643-0.16735i,-0.027904-0.16797i,-0.017777-0.13625i,0.014477-0.087895i,0.026246-0.063459i,0.011102-0.048785i,0.0016763-0.02242i,0.012246-0.0089621i
-0.012828+0.041793i,0.21114-0.18625i,0.42937-0.52861i,0.35144-0.65043i,0.17104-0.40508i,0.16716-0.14509i,0.1398-0.096192i,0.021345-0.060152i,-0.0070998+0.010006i,0.025622+0.020273i,0.033098+0.0068008i,0.017728-0.00422i,-0.026066-0.0063653i,-0.068065+0.027819i,-0.071444+0.085367i,-0.049143+0.1262i,-0.040801+0.12767i,-0.060393+0.095913i,-0.066601+0.066987i,-0.036866+0.058737i,-0.0079207+0.046954i,-0.010144+0.026753i,-0.026139+0.019396i
-0.20376+0.016104i,-0.27139+0.36592i,-0.1861+0.8183i,0.02176+0.85357i,0.051474+0.47466i,-0.11269+0.21792i,-0.12109+0.18959i,0.0096604+0.1271i,0.048035+0.033368i,0.033647+0.020174i,0.045999+0.035308i,0.053109+0.038739i,0.050433+0.04299i,0.049746+0.028841i,0.044145-0.0085886i,0.043977-0.040429i,0.070381-0.047962i,0.099457-0.034817i,0.082699-0.022891i,0.031635-0.019707i,-0.0052002-0.01618i,-0.016416-0.012847i,-0.015709-0.0096759i
0.11654-0.32554i,-0.011369-0.66761i,-0.26216-0.93174i,-0.35135-0.85025i,-0.18177-0.56292i,-0.0044315-0.36289i,-0.0010893-0.24938i,-0.037436-0.13405i,-0.0022613-0.049983i,0.031967-0.023612i,0.017958-0.018024i,-0.008814-0.021319i,-0.02804-0.031505i,-0.034895-0.021576i,-0.03003+0.0038808i,-0.035847+0.019549i,-0.060569+0.018676i,-0.071037+0.0011657i,-0.046714-0.02i,-0.012737-0.029095i,0.011203-0.025433i,0.029417-0.012803i,0.040188-0.0039322i
0.27428+0.26376i,0.49862+0.39323i,0.59329+0.44633i,0.4249+0.43288i,0.17796+0.37489i,0.076802+0.30612i,0.098427+0.21927i,0.099103+0.11577i,0.041309+0.040696i,-0.011696+0.0023327i,-0.031049-0.021514i,-0.029317-0.020819i,-0.0050498-0.0058513i,0.022759-0.013073i,0.029262-0.036029i,0.022225-0.041694i,0.017421-0.016134i,0.011762+0.021606i,0.0085128+0.036422i,0.011377+0.02469i,0.0092323+0.010502i,0.00014526+0.0064745i,-0.0086458+0.0056531i
-0.27394+0.1596i,-0.36101+0.19085i,-0.32064+0.050318i,-0.2454-0.15688i,-0.1963-0.19226i,-0.13286-0.11762i,-0.085233-0.097115i,-0.071578-0.080654i,-0.029416-0.038054i,0.014872-0.016172i,0.031583-5.4728e-06i,0.039693+0.011015i,0.021911+0.009838i,-0.011475+0.027996i,-0.022571+0.058563i,-0.0099091+0.058727i,0.0070655+0.01529i,0.013865-0.031136i,0.0049953-0.032589i,-0.0063531-0.0016073i,-0.010214+0.017279i,-0.015602+0.012874i,-0.018261+0.0075132i
-0.15664-0.22959i,-0.24659-0.16692i,-0.20655+0.14558i,-0.0092811+0.38041i,0.11723+0.2695i,0.06015+0.077338i,0.0098867+0.054259i,0.027007+0.066305i,0.01625+0.036157i,-0.0090333+0.020539i,-0.015463+0.013089i,-0.01477-0.00014737i,-0.0021097-0.018103i,0.012238-0.051408i,0.0063416-0.08396i,-0.0093477-0.079629i,-0.013418-0.03922i,-0.0037328-0.0042657i,0.0080999-0.0036955i,0.0054335-0.019146i,-0.0053035-0.021196i,-0.0052138-0.01651i,-0.0015116-0.021833i
0.29765-0.19899i,0.36162-0.47458i,0.17716-0.73694i,-0.05793-0.69279i,-0.067394-0.40133i,0.019759-0.21252i,0.00078571-0.16122i,-0.025923-0.094743i,0.0085092-0.02647i,0.032626-0.007024i,0.024903-0.0075597i,0.009769-0.0010229i,-0.0081467+0.01245i,-0.021909+0.036007i,-0.018997+0.062164i,-0.0081591+0.066833i,-0.0011466+0.053462i,0.0033689+0.040852i,0.012546+0.032399i,0.027621+0.020743i,0.034999+0.0047411i,0.027444-0.0010766i,0.017238+0.0070627i
0.13058+0.4288i,0.33756+0.74936i,0.56176+0.84548i,0.52645+0.63437i,0.24654+0.39314i,0.061979+0.31747i,0.066378+0.27105i,0.074662+0.16415i,0.023469+0.072386i,-0.013645+0.036939i,-0.017559+0.020762i,-0.012885+0.0090681i,0.0030414+0.0012248i,0.021552-0.018541i,0.026711-0.041919i,0.022088-0.052347i,0.010264-0.049664i,-0.002095-0.040822i,-0.0099694-0.025954i,-0.018803-0.0060564i,-0.027333+0.011425i,-0.026924+0.025492i,-0.013779+0.027151i
-0.457-0.043933i,-0.8402-0.10184i,-0.99063-0.14917i,-0.77055-0.20338i,-0.44377-0.2458i,-0.25853-0.24478i,-0.18081-0.20008i,-0.10743-0.13159i,-0.027255-0.082108i,0.016105-0.066317i,0.018072-0.044592i,0.011165-0.011563i,0.0013692+0.009427i,-0.013437+0.029487i,-0.02574+0.052762i,-0.029769+0.061202i,-0.023796+0.048775i,-0.014502+0.028405i,-0.010753+0.012073i,-0.0091977+0.0049053i,-0.00013801+0.0025461i,0.0090255-0.0087352i,0.0061773-0.021606i
0.17503-0.35958i,0.36158-0.57358i,0.47396-0.49696i,0.45265-0.18562i,0.3765+0.032424i,0.31593+0.09185i,0.24209+0.098357i,0.13873+0.081877i,0.05899+0.066754i,0.033742+0.051538i,0.023208+0.017948i,0.0058675-0.012061i,0.0034761-0.023277i,0.017068-0.036781i,0.02892-0.057433i,0.032786-0.063332i,0.03264-0.045813i,0.033909-0.017222i,0.035946+0.0011608i,0.030222-0.0067312i,0.0109-0.022857i,-0.0065665-0.024833i,-0.0091875-0.015952i
0.26308+0.21801i,0.37025+0.34943i,0.21416+0.32566i,-0.050441+0.19109i,-0.17172+0.082778i,-0.18922-0.0019597i,-0.16846-0.059032i,-0.099578-0.061233i,-0.031461-0.045589i,-0.0045668-0.032328i,0.0079236-0.017674i,0.014846-0.0064256i,-0.00066345+0.0017761i,-0.027381+0.01736i,-0.041894+0.039745i,-0.040335+0.049231i,-0.034065+0.040016i,-0.028834+0.024594i,-0.019521+0.018043i,-0.002855+0.0271i,0.014981+0.03738i,0.026566+0.039519i,0.029454+0.035485i
-0.22964+0.24318i,-0.30541+0.38085i,-0.17932+0.31049i,-0.0050659+0.12104i,0.045833+0.030295i,0.062902+0.049532i,0.077478+0.081173i,0.043131+0.087036i,0.0017222+0.069936i,-0.013378+0.049273i,-0.017533+0.030432i,-0.021725+0.0123i,-0.010577-0.0027454i,0.014061-0.024816i,0.024302-0.046004i,0.019002-0.045581i,0.013524-0.027958i,0.0065952-0.011723i,-0.0057871-0.0043647i,-0.019041-0.0058053i,-0.02894-0.013849i,-0.035086-0.017238i,-0.031672-0.012966i
-0.23138-0.29592i,-0.40662-0.43669i,-0.40383-0.36869i,-0.23394-0.21406i,-0.11149-0.14986i,-0.11344-0.12935i,-0.1142-0.10551i,-0.05671-0.090098i,-0.00094795-0.070414i,0.0197-0.053324i,0.014314-0.036485i,0.0049217-0.010036i,-0.0030758+0.015831i,-0.012448+0.03691i,-0.021109+0.046914i,-0.030116+0.039116i,-0.032372+0.020053i,-0.020243+0.00043622i,-0.0047143-0.016193i,-0.00035965-0.021644i,-0.002211-0.010068i,-0.0012621+0.0018724i,-0.001355+0.0016109i
0.36912-0.1603i,0.58626-0.27827i,0.55654-0.24053i,0.35078-0.066645i,0.22463+0.075825i,0.19728+0.13251i,0.1597+0.13239i,0.089965+0.10033i,0.032617+0.076553i,0.02204+0.065525i,0.026925+0.037385i,0.017781+3.887e-05i,0.0097243-0.019266i,0.014397-0.023978i,0.027784-0.027733i,0.040897-0.031053i,0.040533-0.027922i,0.023941-0.015278i,0.011201+0.0018894i,0.014428+0.0071043i,0.020285-0.0029273i,0.021304-0.011408i,0.022007-0.0067591i
0.050694+0.39364i,0.054493+0.60964i,-0.048049+0.55617i,-0.16377+0.29974i,-0.20163+0.082498i,-0.19052-0.046974i,-0.14859-0.099117i,-0.077577-0.086228i,-0.02401-0.067056i,-0.015539-0.051417i,-0.009722-0.026979i,0.0070252-0.0071037i,0.0025588-0.0046747i,-0.026268-0.0040514i,-0.051679+0.01164i,-0.0533+0.029231i,-0.03432+0.031718i,-0.012959+0.019967i,-0.0058296+0.01059i,-0.012211+0.017734i,-0.018349+0.033647i,-0.015558+0.040619i,-0.011041+0.031074i
-0.36018-0.031157i,-0.49403-0.093862i,-0.366-0.20446i,-0.13199-0.23503i,0.012957-0.13849i,0.10548-0.024171i,0.12516+0.032717i,0.065525+0.051744i,0.018019+0.050561i,0.0078496+0.032976i,0.0055998+0.013114i,0.004423-0.003073i,0.016449-0.013245i,0.040379-0.02423i,0.053371-0.041285i,0.044378-0.045823i,0.023402-0.0295i,0.0055433-0.011025i,-0.0033228-0.0063938i,-0.0042092-0.015824i,-0.0023782-0.029156i,-0.0072184-0.032536i,-0.01419-0.01899i
0.063264-0.30982i,0.11206-0.35744i,0.18387-0.15085i,0.20636+0.050931i,0.10856+0.051199i,-0.048978+0.0033218i,-0.10076-0.01352i,-0.048549-0.037828i,-0.0080079-0.045863i,0.00014508-0.031906i,-0.0016974-0.015514i,-0.006753+0.0029987i,-0.012421+0.017799i,-0.019959+0.027786i,-0.024719+0.031576i,-0.027099+0.021495i,-0.025405+0.0045539i,-0.012762-0.0058761i,0.0041885-0.012208i,0.0088047-0.017528i,-0.0029144-0.014689i,-0.010109-0.0058219i,0.0010549-0.0054909i
0.29607+0.057813i,0.32777+0.041002i,0.10017+0.00349i,-0.11926+0.01645i,-0.094075+0.063777i,0.022909+0.058743i,0.05994+0.042066i,0.036837+0.053723i,0.016648+0.055835i,0.013438+0.042296i,0.0098854+0.023248i,-0.0015206+0.005879i,-0.0034157+0.0020157i,0.0070037+0.0040435i,0.017332+0.0056649i,0.028455+0.0050863i,0.036372+0.00094377i,0.030139-0.0010739i,0.019424+0.0048563i,0.020219+0.013555i,0.03077+0.014217i,0.036311+0.0065478i,0.024164+9.7867e-05i
-0.081344+0.30641i,-0.040445+0.39138i,0.07566+0.23568i,0.13143+0.0061695i,0.06253-0.07824i,-0.0029858-0.057807i,-0.014717-0.046011i,-0.0078545-0.048709i,0.001414-0.043294i,-0.0025935-0.034683i,-0.0049701-0.020159i,0.0062157-0.0066228i,0.0054294-0.0082425i,-0.018346-0.014767i,-0.044113-0.010681i,-0.051589+0.0049484i,-0.036838+0.019928i,-0.013925+0.019296i,-0.0054757+0.0064935i,-0.017174-0.0038142i,-0.037652-0.0060809i,-0.050009+0.0024538i,-0.042+0.015533i
-0.29884-0.13547i,-0.42733-0.14759i,-0.3679-0.064299i,-0.20797+0.023967i,-0.081401+0.035908i,-0.010125+0.03236i,0.017198+0.043256i,0.013087+0.043617i,0.002089+0.025211i,0.0025396+0.0016081i,0.0055322-0.0071775i,0.010924-0.0029425i,0.026954-0.0013913i,0.047749-0.0095118i,0.060692-0.022153i,0.052542-0.02951i,0.02375-0.025219i,-0.0015153-0.011686i,-0.0057064+0.00050063i,0.0048197+0.0074185i,0.019887+0.012125i,0.029706+0.011138i,0.025051+0.0021166i
0.17875-0.25718i,0.24394-0.33701i,0.22346-0.2483i,0.1589-0.11233i,0.089642-0.052357i,0.0084188-0.040742i,-0.033854-0.033394i,-0.020999-0.028028i,0.0020934-0.015491i,0.013313-0.00084069i,0.010927+0.0054545i,-0.0010842+0.0097017i,-0.012539+0.015174i,-0.020137+0.024328i,-0.022671+0.033421i,-0.019151+0.029465i,-0.011157+0.01339i,-0.0020155+0.0025416i,0.0071195+0.0013582i,0.012666-0.0031222i,0.0087067-0.018842i,-0.0020362-0.034918i,-0.0088402-0.033349i
0.20916+0.17996i,0.2244+0.21412i,0.067051+0.15634i,-0.094919+0.10292i,-0.10885+0.096148i,-0.033668+0.071611i,0.016624+0.038645i,0.013028+0.024675i,-0.0046272+0.019899i,-0.0055028+0.015696i,-0.0042917+0.00062369i,-0.013219-0.012459i,-0.016198-0.0044302i,-0.0095414+0.0071453i,-0.0022716+0.008153i,0.0065251+0.0040431i,0.015091+0.0020587i,0.016645+0.0016712i,0.011345+0.00066513i,0.003644+0.0040008i,-0.002355+0.018298i,-0.0020709+0.03831i,0.002583+0.044887i
-0.15211+0.204i,-0.11505+0.23438i,0.053038+0.10987i,0.16638-0.047139i,0.12558-0.088891i,0.05195-0.039858i,0.017829-0.006567i,0.011411-0.0083428i,0.01481-0.011699i,0.012087-0.0094875i,0.0088683-0.005193i,0.010511-0.00207i,0.003173-0.0073014i,-0.016601-0.017844i,-0.036518-0.022575i,-0.044876-0.013892i,-0.038057+0.0015434i,-0.023051+0.0097547i,-0.011345+0.0062053i,-0.0069823-0.0024236i,-0.0016222-0.013112i,0.0078712-0.027527i,0.0095053-0.03618i
-0.21478-0.16456i,-0.32724-0.13902i,-0.33747+0.023638i,-0.24281+0.14641i,-0.1197+0.11055i,-0.048773+0.030528i,-0.013227+0.0017988i,0.0093635-0.0017741i,0.013907-0.010712i,0.011235-0.020859i,0.0044345-0.018612i,0.00064844-0.0019003i,0.012548+0.010583i,0.03398+0.0071708i,0.04834-0.0022031i,0.046762-0.010382i,0.03011-0.016421i,0.012485-0.015557i,0.0070167-0.0065037i,0.0082379+0.0043474i,-0.0013576+0.012937i,-0.023073+0.017739i,-0.035016+0.017372i
0.20436-0.20785i,0.2737-0.34207i,0.22777-0.40451i,0.12924-0.33854i,0.069785-0.18215i,0.045572-0.060712i,0.01674-0.013037i,-0.0027238+0.0075066i,0.0015569+0.024695i,0.011182+0.035611i,0.016842+0.032162i,0.011307+0.016141i,-0.0028377+0.008194i,-0.0134+0.01612i,-0.019063+0.025772i,-0.018381+0.026781i,-0.0097089+0.017426i,-0.0048519+0.005991i,-0.010161+0.00080211i,-0.015267+0.00010614i,-0.0056769+0.0018627i,0.018912+0.0064624i,0.036713+0.0096985i
0.15945+0.23476i,0.21543+0.36795i,0.19375+0.40268i,0.10094+0.3156i,-0.01713+0.18072i,-0.075639+0.087123i,-0.046239+0.039069i,-0.011699-0.0038546i,-0.021659-0.030755i,-0.038079-0.024933i,-0.034161-0.014331i,-0.023463-0.013366i,-0.020002-0.010702i,-0.020982-0.0059727i,-0.017519-0.0058295i,-0.008943-0.0056355i,0.00062333+2.6227e-05i,0.010085+0.0047172i,0.018501+0.0014548i,0.01927-0.0074821i,0.0071583-0.018458i,-0.012541-0.028741i,-0.024048-0.031053i
-0.21795+0.10936i,-0.31435+0.088881i,-0.29502-0.0033917i,-0.17518-0.078324i,-0.040939-0.080739i,0.027838-0.04715i,0.024506-0.0068506i,0.022757+0.027295i,0.042632+0.029063i,0.044318+0.0079776i,0.029483-0.0046148i,0.017951-0.0085042i,0.0078656-0.013833i,-0.0018661-0.021615i,-0.0091621-0.027057i,-0.015802-0.023326i,-0.018544-0.011678i,-0.014648-0.0013337i,-0.0068075+0.0023378i,0.0017647+0.0017396i,0.0075442+0.0074941i,0.010919+0.02556i,0.013626+0.03806i
-0.093507-0.19207i,-0.085386-0.22878i,-0.029761-0.13845i,0.013184-0.012672i,0.006178+0.039151i,-0.0083618+0.037791i,0.0041472+0.018675i,0.010575-0.0027465i,0.00396-0.0087729i,0.0033175-0.013152i,-0.0013969-0.018486i,-0.0082808-0.0078939i,-0.0012763+0.0047771i,0.013874+0.0067787i,0.025655+0.0049976i,0.028764+0.0003633i,0.019275-0.0047856i,0.006516-0.0041359i,-0.0034573+0.0032043i,-0.013136+0.01379i,-0.015498+0.014374i,-0.0054445-0.0060613i,0.0056162-0.026489i
0.1837-0.099411i,0.23687-0.13719i,0.17058-0.16217i,0.059291-0.1494i,0.013478-0.094292i,0.0073212-0.046784i,-0.016902-0.011706i,-0.025368+0.02481i,-0.004683+0.036798i,0.0093964+0.029475i,0.013837+0.024331i,0.013602+0.016015i,0.0071165+0.0080285i,-0.0031124+0.010571i,-0.014155+0.019184i,-0.018399+0.023605i,-0.012946+0.0189i,-0.0057833+0.0092084i,-0.0026147+0.0010792i,-0.0013948-0.0055376i,-0.0079461-0.0051221i,-0.023722+0.0064337i,-0.031961+0.016602i
0.072871+0.20822i,0.090997+0.32943i,0.1101+0.35393i,0.10614+0.24538i,0.036215+0.09135i,-0.030278+0.0010826i,-0.022412-0.032564i,-0.00059442-0.056504i,-0.0073166-0.062478i,-0.019319-0.048545i,-0.025814-0.031204i,-0.02151-0.015559i,-0.012947-0.0084351i,-0.010581-0.010322i,-0.0084485-0.013939i,-0.0042139-0.01452i,-0.0010172-0.009197i,0.0032789-0.0021822i,0.0083079-0.0034142i,0.012658-0.012992i,0.019368-0.020831i,0.030488-0.020375i,0.034458-0.013711i
-0.20158+0.017193i,-0.33273-0.056702i,-0.3932-0.12607i,-0.31246-0.099277i,-0.13417-0.026365i,-0.010297+0.010351i,0.0012171+0.035285i,-0.0037276+0.070611i,0.024641+0.07757i,0.048793+0.047109i,0.048003+0.013173i,0.033378-0.0071446i,0.021351-0.013898i,0.016189-0.014504i,0.010598-0.014304i,0.0033077-0.012748i,-0.0049959-0.0096608i,-0.012671-0.0019213i,-0.01231+0.012119i,-0.003143+0.025537i,0.0024657+0.028431i,-0.0055142+0.018369i,-0.013987+0.0071001i
0.013018-0.15444i,0.14377-0.20316i,0.27803-0.18327i,0.26407-0.12309i,0.1221-0.059065i,0.014748-0.0096306i,-0.0035329-0.010042i,-0.011904-0.035859i,-0.033106-0.024219i,-0.026753+0.0028977i,-0.0086963+0.0040009i,-0.0051522+0.00086365i,-0.0056386+0.0052956i,-0.0033262+0.0059208i,0.0025171+0.0054102i,0.0098565+0.0027723i,0.01162-0.004643i,0.0074227-0.012827i,-0.0018367-0.02004i,-0.016872-0.020822i,-0.024797-0.012568i,-0.015641+0.00095625i,-0.0020245+0.0079182i
0.099+0.0015254i,0.069707+0.09142i,-0.035063+0.172i,-0.099486+0.16525i,-0.052372+0.093135i,0.0084307+0.016757i,0.0055544-0.0050448i,-0.0073993+0.018801i,0.0042318+0.024087i,0.01181+0.012861i,0.012226+0.011283i,0.01259+0.0094117i,0.011143+0.005417i,0.0078967+0.0038596i,-0.0034345+0.0036698i,-0.013114+0.0051679i,-0.010021+0.0049385i,-0.0041453+0.0013178i,-0.0035605+0.00034607i,-0.003633+0.0013177i,-0.0034832-0.0035723i,-0.0045988-0.0116i,-0.0026974-0.011066i
0.023185+0.083898i,-0.0032353+0.065791i,0.016076-0.0094441i,0.064254-0.0828i,0.054585-0.095031i,0.027643-0.058299i,0.03871-0.047045i,0.036645-0.070574i,0.0071182-0.064682i,-0.010414-0.03507i,-0.015368-0.017176i,-0.016066-0.0065567i,-0.013245+0.00052173i,-0.008816+0.0013211i,-0.0012369-0.0029879i,0.0048286-0.007075i,0.0066443-0.0037977i,0.0096606+0.00055532i,0.015221-0.0031121i,0.020054-0.010165i,0.020845-0.011687i,0.015009-0.0081438i,0.0075406-0.009237i
-0.0854+0.018957i,-0.11988-0.02322i,-0.14966-0.016009i,-0.14756+0.061869i,-0.090797+0.10112i,-0.046379+0.073422i,-0.043311+0.058491i,-0.029218+0.064807i,-0.0051278+0.049975i,0.0079091+0.028576i,0.018892+0.016527i,0.022949+0.0036101i,0.018398-0.0042522i,0.014695-0.0018891i,0.0090553+0.0031816i,0.0017323+0.0059586i,-0.0024805+0.0031199i,-0.006053-0.00090678i,-0.0091498+0.0028378i,-0.0072118+0.014347i,-0.00063651+0.022476i,0.0049019+0.02417i,0.0051192+0.023414i
0.0067886-0.069235i,0.11211-0.084575i,0.20933-0.11883i,0.18803-0.16187i,0.086792-0.14655i,0.027505-0.088183i,0.027904-0.065651i,0.02039-0.072884i,-0.0090487-0.057359i,-0.024495-0.024015i,-0.019701-0.0036213i,-0.013225+0.0025946i,-0.011757+0.0034229i,-0.011224+0.0007495i,-0.0058431-0.0028532i,0.00095411-0.0044409i,0.0070852-0.0036406i,0.013477-0.0040177i,0.014464-0.01087i,0.0035732-0.019289i,-0.010342-0.019537i,-0.011736-0.014661i,-0.0010619-0.010257i
0.028165-0.00078482i,-0.041377+0.10401i,-0.11991+0.22388i,-0.11847+0.26042i,-0.049701+0.20947i,0.0045308+0.13551i,0.013549+0.09135i,0.014467+0.070331i,0.02562+0.034362i,0.024308-0.0035391i,0.013834-0.0117i,0.0094298-0.0043019i,0.0092332+0.00014089i,0.0092924+0.00033975i,0.0040221+0.0010017i,-0.0033534+0.0041554i,-0.0042929+0.0064524i,-0.00086345+0.0073371i,0.0035616+0.0078199i,0.0080285+0.0070525i,0.0076806+0.0052005i,-0.001205+0.0064158i,-0.011304+0.0090829i
0.047288+0.0085228i,0.029684-0.098398i,0.025334-0.22512i,0.03984-0.26967i,0.026216-0.21654i,0.0064483-0.11977i,0.024419-0.05833i,0.041552-0.052464i,0.030706-0.045768i,0.016971-0.026842i,0.0035711-0.01442i,-0.008917-0.003659i,-0.013914+0.003202i,-0.01395+0.0050679i,-0.0077007+0.0044544i,-0.00041612+0.0011619i,0.0026158+0.0014736i,0.0058835+0.0045796i,0.010364+0.0021247i,0.0099596-0.0057173i,0.0077938-0.011006i,0.011746-0.011565i,0.016497-0.0078036i
