0.00073439-5.8267e-05i,0.00093545-0.00087142i,-0.00029303-0.002174i,-0.0010624-0.0026538i,-0.001724-0.0011005i,-0.0021806+0.00037364i,-0.00089395+0.0011208i,0.00083025+0.0013062i,0.0017001+0.00068249i,0.00142-4.8974e-05i,0.00045096-0.00021642i,-0.00047703-0.00045046i,-0.00067109-0.00057191i,-0.0002843-8.4225e-05i,-0.00035615-5.6209e-05i,-0.00034303-0.00043876i,-8.8906e-05+1.9973e-05i,0.00024487+0.00071322i,0.00048022+0.00055914i,0.00068568-6.1035e-05i,0.0011765+7.2284e-05i,0.00059348-0.0003369i,-0.00039251-0.00090396i
-0.00084196+0.025482i,0.062173+0.053465i,0.22698+0.029217i,0.4203-0.061833i,0.46721-0.17447i,0.3231-0.25452i,0.15559-0.27321i,0.067917-0.21796i,0.01473-0.096091i,-0.018963+0.0012294i,-0.023069+0.016117i,-0.00081577-0.00054691i,0.041586-0.024537i,0.042913-0.049262i,-0.01052-0.040467i,-0.057868-0.0015079i,-0.07264+0.026501i,-0.066494+0.023545i,-0.05531+0.0077948i,-0.043758+0.0020862i,-0.025698+0.0039916i,-0.0080547+0.0025648i,-0.004572+0.0074707i
-0.052751-0.010095i,-0.13587+0.015763i,-0.19843+0.091751i,-0.19058+0.17081i,-0.13523+0.17189i,-0.080484+0.12517i,-0.04238+0.10558i,-0.0064215+0.085049i,0.033826+0.042169i,0.063818+0.0065145i,0.060004-0.024292i,0.015337-0.050607i,-0.037875-0.05368i,-0.050295-0.032419i,-0.015309+0.0019607i,0.026603+0.030648i,0.054146+0.04973i,0.074469+0.064768i,0.076979+0.06639i,0.056545+0.048559i,0.036974+0.015939i,0.023248-0.019526i,0.0036424-0.039659i
0.022644-0.068836i,0.041348-0.17171i,0.013231-0.27473i,-0.087616-0.26594i,-0.14847-0.13457i,-0.089383-0.023308i,0.00097108-0.010271i,0.031332-0.020811i,0.0073771-0.023516i,-0.027467-0.01555i,-0.042489+0.027491i,-0.030668+0.071551i,-0.0060112+0.088232i,0.024182+0.078884i,0.050895+0.040173i,0.068325-0.0090463i,0.074634-0.047665i,0.050466-0.06409i,-0.000271-0.055276i,-0.037438-0.03083i,-0.0468-0.0025555i,-0.04183+0.024093i,-0.02332+0.041746i
0.046022+0.01314i,0.094827+0.041593i,0.15326+0.056895i,0.20391-0.012925i,0.18941-0.136i,0.070063-0.17687i,-0.078416-0.12682i,-0.15659-0.092765i,-0.15683-0.073676i,-0.10692-0.033072i,-0.035058-0.014132i,0.022552-0.022718i,0.055303-0.021451i,0.066013-0.0095075i,0.048993+0.0023609i,0.020881+0.010318i,-0.0033953+0.010996i,-0.032038+0.0076116i,-0.052279+0.0046563i,-0.038824+0.0005003i,-0.011995-0.0043768i,0.001327-0.003208i,0.0071424+0.00025666i
0.0012964+0.029197i,-0.014807+0.072348i,-0.087135+0.14827i,-0.16734+0.28732i,-0.15976+0.4044i,-0.041958+0.34081i,0.068983+0.16653i,0.097658+0.10289i,0.098184+0.12681i,0.078226+0.101i,0.031336+0.0436i,-6.7829e-05+0.018126i,-0.0079243+0.017011i,-0.011152+0.011328i,-0.0091467-0.003248i,0.00096825-0.016654i,0.017552-0.018661i,0.038397-0.00787i,0.050686+0.0037752i,0.046234+0.0089351i,0.042623+0.0010983i,0.042694-0.023837i,0.027231-0.039806i
-0.029867+0.023095i,-0.044438+0.03659i,-0.021866+0.0025808i,0.040101-0.08372i,0.084993-0.15158i,0.075215-0.12824i,0.07705-0.05142i,0.10266-0.034746i,0.085988-0.060092i,0.049602-0.04003i,0.043923-0.0079042i,0.055705-0.0057672i,0.073151-0.020948i,0.077718-0.048399i,0.046703-0.069099i,0.00794-0.058409i,-0.0095543-0.043177i,-0.019422-0.045694i,-0.032211-0.042802i,-0.033041-0.025126i,-0.020409-0.0040877i,-0.0057494+0.014696i,0.0068548+0.024169i
-0.0044275-0.034117i,0.022022-0.074995i,0.10503-0.1378i,0.1588-0.21118i,0.091305-0.25472i,-0.036609-0.22324i,-0.14322-0.12741i,-0.18075-0.038941i,-0.14826-0.018792i,-0.10606-0.034024i,-0.070097-0.025283i,-0.044074-0.02711i,-0.050657-0.048075i,-0.063292-0.027748i,-0.051697+0.034272i,-0.026182+0.082338i,-0.0073596+0.09547i,-0.00022609+0.087455i,0.0014653+0.064569i,-0.0052382+0.035965i,-0.016794+0.018668i,-0.016289+0.015316i,-0.0051871+0.01222i
-0.00051072-0.0019261i,-0.027106+0.050905i,-0.060441+0.19254i,-0.032432+0.33261i,0.075346+0.33711i,0.18052+0.22593i,0.22985+0.096857i,0.22089+0.027771i,0.16863+0.032188i,0.1197+0.044507i,0.075219+0.022472i,0.017712+0.018496i,-0.017547+0.057922i,-0.0064004+0.075316i,0.024287+0.035699i,0.039776-0.018236i,0.045706-0.040847i,0.055808-0.038994i,0.051392-0.040405i,0.029302-0.041431i,0.0083175-0.035663i,-0.010438-0.035366i,-0.027586-0.034182i
0.0019776-0.028219i,-0.038587-0.11314i,-0.17022-0.26284i,-0.35914-0.36703i,-0.4783-0.30446i,-0.46585-0.12348i,-0.38292+0.021193i,-0.29347+0.049409i,-0.19785+0.011221i,-0.10539-0.010212i,-0.033544+0.0099894i,0.030765+0.024924i,0.069934+0.00028289i,0.05926-0.031382i,0.022073-0.04227i,-0.0027844-0.040606i,-0.012753-0.046958i,-0.035666-0.055412i,-0.05818-0.037721i,-0.041129-0.0041916i,0.0015304+0.016792i,0.040393+0.028221i,0.066937+0.034118i
0.032644+0.030176i,0.10796+0.081724i,0.24198+0.16594i,0.37588+0.24594i,0.41125+0.24095i,0.33762+0.14238i,0.24345+0.04184i,0.15957+0.015862i,0.063109+0.039155i,-0.025992+0.054214i,-0.067868+0.040778i,-0.064357+0.017482i,-0.038923+0.0056846i,-0.010918+0.0013102i,0.0092838-0.0010249i,0.017362+0.0072096i,0.017015+0.029375i,0.018955+0.04356i,0.019119+0.02846i,-0.0015832-0.0006728i,-0.032347-0.017444i,-0.048424-0.020585i,-0.04919-0.017257i
-0.024479+0.0046285i,-0.053744+0.017395i,-0.10496+0.026617i,-0.14767+0.047605i,-0.12479+0.058841i,-0.080185+0.0052709i,-0.073799-0.060668i,-0.054113-0.072087i,0.01879-0.059196i,0.081439-0.051597i,0.089104-0.043192i,0.064015-0.025195i,0.046057-0.00064282i,0.041344+0.0090904i,0.026195+0.00091988i,0.0062723-0.004593i,0.0087385-0.0035724i,0.028973-0.0053498i,0.038295-0.0017225i,0.038787+0.018446i,0.043809+0.036329i,0.040079+0.039045i,0.020076+0.038264i
-0.00046499-0.00034679i,0.0095521-0.005934i,0.038234-0.043874i,0.036057-0.11551i,0.0067516-0.13656i,0.025232-0.074974i,0.056623+0.01553i,0.028564+0.078423i,-0.013471+0.091112i,-0.01331+0.057789i,0.006832+0.0092721i,0.013445-0.032897i,0.0067549-0.067087i,0.0020826-0.080662i,0.0068932-0.066843i,0.015431-0.052937i,0.0063936-0.04985i,-0.022345-0.03304i,-0.033984-0.0084294i,-0.017121-0.014219i,-0.0048434-0.040792i,-0.0048704-0.049156i,0.0022108-0.040795i
-0.010691-0.023512i,-0.026487-0.037266i,-0.00099411-0.041453i,0.097277-0.059689i,0.15283-0.08954i,0.066374-0.092368i,-0.070768-0.082977i,-0.11707-0.078472i,-0.077336-0.053558i,-0.032081-0.011486i,-0.013612+0.01166i,-0.020393+0.016675i,-0.030504+0.035741i,-0.014764+0.058658i,0.013591+0.057685i,0.023005+0.044213i,0.023492+0.036084i,0.029589+0.02393i,0.025414+0.0033965i,0.0010368-0.0025457i,-0.025475+0.016029i,-0.035948+0.037797i,-0.029625+0.043369i
0.018678+0.0017824i,0.0059865+0.021413i,-0.055923+0.093215i,-0.15832+0.18994i,-0.23281+0.20348i,-0.18538+0.12771i,-0.057611+0.040843i,0.0034939-0.01135i,-0.023176-0.022907i,-0.049861-0.016783i,-0.046195-0.0059796i,-0.012232+0.0075161i,0.027727+0.0037528i,0.026705-0.0089491i,0.0040394-0.012597i,0.0058714-0.017783i,0.0224-0.033354i,0.024279-0.050016i,0.0074895-0.050747i,-0.0016667-0.035077i,0.01366-0.031634i,0.028188-0.048123i,0.02286-0.052045i
0.0103-0.0010057i,0.0070743-0.047311i,-0.032005-0.13704i,-0.070801-0.18791i,-0.031835-0.15i,0.029141-0.065149i,0.057342+0.00051729i,0.078952+0.010154i,0.077862-0.0034463i,0.076102+0.014779i,0.10112+0.014457i,0.088814-0.018517i,0.041225-0.01866i,0.027043-0.00089109i,0.031057-0.0031155i,0.012667-0.00329i,-0.018504+0.019551i,-0.03538+0.047567i,-0.025705+0.058113i,-0.0036121+0.046939i,0.0086729+0.029722i,0.012328+0.019671i,0.011085+0.007065i
0.0056511+0.033915i,0.095432+0.078114i,0.25988+0.085721i,0.34693+0.02325i,0.25562-0.029532i,0.10512-0.046419i,-0.010128-0.085536i,-0.096782-0.10069i,-0.11376-0.062272i,-0.090617-0.022908i,-0.071988+0.025531i,-0.02018+0.059837i,0.040434+0.035484i,0.053482-0.007505i,0.035607-0.017655i,0.039035-2.4797e-05i,0.070095+0.0055227i,0.080942-0.0096408i,0.052521-0.020008i,0.01516-0.012282i,-0.0059883+0.0059852i,-0.011529+0.023395i,-0.012441+0.037426i
-0.059305-0.014501i,-0.17535+0.039214i,-0.3+0.18234i,-0.28601+0.33411i,-0.13083+0.36714i,0.023547+0.27587i,0.12078+0.164i,0.15259+0.08391i,0.11159+0.044969i,0.062837+0.034207i,0.04026-0.0012077i,0.0012185-0.046121i,-0.043187-0.036542i,-0.044054+0.013484i,-0.020686+0.03262i,-0.028225+0.001713i,-0.062906-0.033462i,-0.080505-0.038272i,-0.063209-0.017676i,-0.028005-0.0024915i,-0.0050208-0.0094425i,-0.0016967-0.018661i,0.0058547-0.020907i
0.026962-0.060134i,0.021412-0.18719i,-0.036457-0.35097i,-0.10923-0.44088i,-0.1389-0.41869i,-0.13929-0.32424i,-0.13619-0.18607i,-0.089882-0.077064i,-0.020904-0.048258i,0.0034177-0.047563i,-0.0049622-0.01525i,0.0063246+0.029705i,0.029401+0.029584i,0.023826-0.0070742i,0.010622-0.020807i,0.030011+0.0027742i,0.068894+0.036489i,0.086569+0.051301i,0.065115+0.036169i,0.028311+0.011952i,0.0084389-0.00064912i,0.0090571-0.0042788i,0.006364-0.0078557i
0.060809+0.035784i,0.16451+0.056598i,0.2568+0.066078i,0.25648+0.11222i,0.20655+0.18281i,0.16915+0.19635i,0.13154+0.16422i,0.09969+0.13768i,0.05625+0.098199i,0.0037773+0.069287i,0.0054111+0.051759i,0.027569+0.0078881i,0.021465-0.016573i,0.024232-0.0062402i,0.038243-0.0059314i,0.033761-0.028648i,0.010002-0.061789i,-0.014462-0.085819i,-0.028483-0.07841i,-0.027974-0.043235i,-0.012187-0.0085647i,0.0033153+0.0083444i,0.011715+0.01994i
-0.030863+0.084256i,-0.00099673+0.213i,0.11373+0.28438i,0.16809+0.13652i,0.023814-0.095484i,-0.12817-0.1853i,-0.12843-0.19023i,-0.090418-0.17422i,-0.053651-0.11083i,-0.0216-0.055834i,-0.038072-0.0096441i,-0.043748+0.050784i,-0.0085666+0.06684i,0.0044527+0.039352i,-0.022348+0.031069i,-0.046919+0.066252i,-0.043833+0.10745i,-0.028638+0.11273i,-0.013053+0.079692i,-0.0067362+0.034679i,-0.019034+0.0040283i,-0.033227-0.0056193i,-0.033615-0.0098604i
-0.099364-0.055385i,-0.30316-0.071566i,-0.51609+0.015639i,-0.48428+0.17081i,-0.21315+0.23769i,0.012764+0.2318i,0.096607+0.24329i,0.097235+0.20166i,0.047899+0.10742i,0.026186+0.030943i,0.043662-0.045237i,0.031579-0.097611i,0.00096776-0.07225i,0.0029151-0.016973i,0.032878-0.0098639i,0.055004-0.051164i,0.063166-0.086709i,0.068461-0.085331i,0.060856-0.060135i,0.042731-0.036419i,0.03337-0.02055i,0.032461-0.010813i,0.02684-0.0011549i
0.078676-0.10902i,0.17199-0.32227i,0.20814-0.55488i,0.14625-0.55515i,0.068758-0.31487i,-0.013927-0.13341i,-0.11853-0.10055i,-0.14245-0.060986i,-0.07032+0.0041544i,-0.01149+0.040903i,-0.0021733+0.064668i,0.0045421+0.071464i,0.015817+0.037319i,0.012123-0.0053016i,-0.00012671-0.012718i,-0.0072887+0.0050123i,-0.016664+0.013707i,-0.039197+0.0076997i,-0.055538+0.009277i,-0.042214+0.021604i,-0.019078+0.025426i,-0.0091147+0.021695i,-0.0017998+0.014502i
0.092168+0.095806i,0.22557+0.22083i,0.29795+0.32029i,0.16463+0.32019i,-0.029594+0.23548i,-0.042431+0.12503i,0.03721+0.042725i,0.04568+0.018377i,0.0089234+0.0048534i,-0.022329-0.013253i,-0.015686-0.016071i,0.010339-0.022685i,0.013342-0.020881i,0.0077483+0.0021699i,0.01191+0.025766i,0.023559+0.037521i,0.038002+0.04145i,0.047514+0.041558i,0.047317+0.027451i,0.034929+0.0022822i,0.019093-0.012284i,0.0092086-0.016526i,-0.0025238-0.017058i
-0.087899+0.091595i,-0.14513+0.23753i,-0.068196+0.31419i,0.15234+0.12964i,0.27641-0.17011i,0.19331-0.26663i,0.090703-0.18005i,0.057276-0.10397i,0.045713-0.050543i,0.036692-0.00068026i,0.012683+0.028349i,-0.010546+0.049115i,-0.0031938+0.04799i,0.0036494+0.01468i,-0.021049-0.023251i,-0.050407-0.035913i,-0.044987-0.028974i,-0.010161-0.034055i,0.01045-0.043254i,0.0034202-0.033271i,-0.005234-0.020333i,-0.0080891-0.015974i,-0.007359-0.0071479i
-0.10309-0.093402i,-0.30071-0.16847i,-0.50843-0.10858i,-0.50221+0.14832i,-0.27938+0.36578i,-0.08409+0.3489i,-0.021037+0.24357i,-0.010466+0.16083i,-0.0079606+0.079192i,0.0057507+0.017733i,0.035974-0.032936i,0.03864-0.07101i,0.015841-0.055928i,0.018758-0.017211i,0.047747-0.0071169i,0.052985-0.021699i,0.012781-0.02493i,-0.036145+0.0021338i,-0.043057+0.032187i,-0.0091029+0.032867i,0.018261+0.02095i,0.030575+0.025399i,0.040949+0.030624i
0.1191-0.10942i,0.27604-0.31828i,0.36934-0.5775i,0.22556-0.66572i,-0.065949-0.48753i,-0.24361-0.22508i,-0.25111-0.084328i,-0.18814-0.036694i,-0.11804+0.0084431i,-0.0679+0.045312i,-0.04559+0.068555i,-0.031102+0.074799i,-0.017619+0.052586i,-0.012816+0.03717i,-0.0028812+0.051567i,0.027576+0.070769i,0.066996+0.071275i,0.086144+0.049509i,0.060979+0.019653i,0.0062071+0.0090531i,-0.032121+0.015936i,-0.043628+0.010248i,-0.044569-0.0045866i
0.076337+0.11992i,0.18759+0.28699i,0.26172+0.41095i,0.2168+0.33545i,0.14854+0.11054i,0.14857-0.070006i,0.14666-0.12813i,0.10249-0.10371i,0.055977-0.071133i,0.024411-0.057193i,0.0078501-0.040529i,0.016619-0.023861i,0.034908-0.020676i,0.029849-0.026863i,0.0039212-0.034903i,-0.019802-0.049178i,-0.035885-0.072248i,-0.049294-0.085511i,-0.051088-0.065238i,-0.026443-0.029649i,0.0025629-0.016711i,0.010444-0.016749i,0.0092693-0.0068047i
-0.11165+0.070419i,-0.2308+0.18042i,-0.25052+0.27575i,-0.06639+0.27545i,0.14386+0.2293i,0.1993+0.19468i,0.14405+0.1457i,0.064274+0.088652i,0.013422+0.062841i,-0.0064253+0.0611i,-0.015363+0.053729i,-0.021832+0.035449i,-0.02782+0.018769i,-0.029817+0.0038305i,-0.039714-0.0073245i,-0.054184+0.012787i,-0.04864+0.063805i,-0.020564+0.10207i,0.010591+0.085476i,0.017736+0.032118i,0.010538-0.005203i,0.014645-0.018506i,0.018761-0.024832i
-0.074644-0.10838i,-0.21758-0.21432i,-0.39959-0.21718i,-0.48849-0.046643i,-0.42348+0.08636i,-0.28988+0.071477i,-0.17084+0.033661i,-0.084606+0.017681i,-0.040883+0.0032774i,-0.016848-0.0094721i,0.01172-0.02824i,0.031251-0.041945i,0.041501-0.025499i,0.068705+0.0016183i,0.11289-0.0028501i,0.14004-0.043866i,0.13243-0.091241i,0.097903-0.11277i,0.051119-0.086953i,0.023428-0.035082i,0.019522+0.0046267i,0.0088942+0.027701i,-0.0071491+0.047448i
0.12679-0.071256i,0.30672-0.21298i,0.4748-0.39918i,0.46401-0.51657i,0.27423-0.47717i,0.042406-0.33363i,-0.09789-0.19773i,-0.11015-0.11628i,-0.070211-0.069424i,-0.034907-0.025228i,-0.013109+0.0099427i,-0.014715+0.020305i,-0.037213+0.010436i,-0.069856+0.0087755i,-0.10155+0.036451i,-0.12256+0.072251i,-0.13536+0.088778i,-0.1282+0.082625i,-0.088956+0.057515i,-0.04907+0.02278i,-0.035067-0.0033437i,-0.027539-0.013312i,-0.012595-0.020537i
0.058745+0.12625i,0.13534+0.29415i,0.18501+0.44033i,0.17049+0.43156i,0.1639+0.28435i,0.20184+0.11097i,0.22119-0.0080009i,0.17944-0.036491i,0.1115-0.018656i,0.048615-0.013853i,0.0019011-0.010537i,-0.0037823+0.0066725i,0.024516+0.022041i,0.048328+0.02066i,0.063046+0.0079113i,0.091372+0.00073774i,0.13102+0.003902i,0.14308+0.0063207i,0.10049+0.0020675i,0.040976+0.0036238i,0.01691+0.0097174i,0.017834+0.003687i,0.0098976-0.0053905i
-0.11118+0.04688i,-0.24688+0.099156i,-0.34007+0.10189i,-0.31607+0.057398i,-0.23536+0.084273i,-0.15298+0.17327i,-0.078194+0.20006i,-0.046561+0.13237i,-0.046818+0.056565i,-0.04043+0.022361i,-0.025102+0.010276i,-0.011205-0.0056807i,-0.010277-0.032826i,-0.022928-0.061212i,-0.046784-0.08661i,-0.084133-0.10277i,-0.12164-0.10997i,-0.12969-0.10297i,-0.094029-0.069572i,-0.038592-0.033281i,-0.0037616-0.015122i,0.0057625-0.0036699i,0.012675+0.0029263i
-0.061043-0.10449i,-0.14654-0.21054i,-0.21106-0.25032i,-0.183-0.18329i,-0.10739-0.13616i,-0.058289-0.13487i,-0.048856-0.096485i,-0.030923-0.037019i,-0.0086793-0.0087027i,-0.00012407-0.010136i,0.011458-0.01941i,0.022613-0.01517i,0.031478+0.013913i,0.055212+0.054003i,0.09028+0.086938i,0.11508+0.11064i,0.12043+0.13327i,0.10369+0.1392i,0.067469+0.10387i,0.02712+0.056029i,-0.0013649+0.032077i,-0.015522+0.026576i,-0.019485+0.026759i
0.10994-0.057098i,0.24499-0.12741i,0.34363-0.15853i,0.31675-0.086035i,0.21741+0.0073393i,0.11954-0.0031688i,0.03955-0.073476i,0.0052258-0.087178i,0.019789-0.05396i,0.040994-0.014991i,0.045687+0.012385i,0.032601+0.012189i,0.0062209-0.0087091i,-0.024659-0.029107i,-0.052909-0.047768i,-0.06315-0.079295i,-0.048519-0.12235i,-0.022169-0.14178i,-0.0045784-0.1101i,4.6204e-05-0.061252i,0.0031535-0.03876i,0.0049582-0.038134i,0.0023967-0.036578i
0.044359+0.10068i,0.09278+0.22728i,0.10197+0.30228i,0.030418+0.22468i,-0.04771+0.094238i,-0.023015+0.051799i,0.053265+0.06619i,0.063156+0.075327i,0.024601+0.066515i,-0.0072943+0.040484i,-0.027354+0.01685i,-0.033059+0.014694i,-0.025876+0.026186i,-0.018189+0.035095i,-0.013848+0.049465i,-0.015082+0.081086i,-0.032815+0.11558i,-0.060063+0.12438i,-0.062316+0.092026i,-0.037544+0.044311i,-0.01508+0.019716i,-0.0030576+0.02066i,0.0018457+0.024229i
-0.088846+0.04245i,-0.1841+0.071128i,-0.20248+0.058623i,-0.079375-0.023242i,0.028053-0.096095i,-0.010583-0.062676i,-0.069518+0.0020794i,-0.060533-0.010118i,-0.032366-0.0401i,-0.011973-0.031852i,0.001832-0.014287i,0.014529-0.010249i,0.032107-0.021695i,0.045124-0.042952i,0.049571-0.067152i,0.059159-0.088985i,0.088522-0.10308i,0.1137-0.099472i,0.094266-0.072859i,0.046381-0.037861i,0.013752-0.012894i,0.0055199-0.0048804i,0.0098146-0.0079446i
-0.038047-0.084459i,-0.090296-0.17515i,-0.13871-0.19232i,-0.12372-0.063708i,-0.03797+0.066111i,0.018254+0.060097i,0.0042573+0.016579i,-0.01122+0.028852i,-0.009354+0.042372i,-0.0063787+0.024498i,0.0021954+0.0017777i,0.0068575-0.0071878i,0.0013372+0.0045833i,9.176e-05+0.029432i,-0.00044532+0.0498i,-0.021458+0.054723i,-0.065792+0.047644i,-0.099169+0.034019i,-0.086566+0.021605i,-0.042288+0.011475i,-0.014532-0.0046036i,-0.017641-0.012895i,-0.027276-0.0014789i
0.079553-0.030518i,0.17055-0.079178i,0.18081-0.12022i,0.030057-0.10284i,-0.12065-0.037972i,-0.094042-0.012112i,0.0051883-0.042916i,0.038133-0.053476i,0.038012-0.016151i,0.042604+0.027142i,0.042449+0.048588i,0.037143+0.042659i,0.025312+0.019596i,0.0054926+0.00023777i,-0.0061841-0.0081991i,0.013724-0.0043198i,0.059717+0.010867i,0.089079+0.029348i,0.074328+0.029722i,0.039452+0.011948i,0.021716+0.00263i,0.028101+0.0017145i,0.035032-0.0052875i
0.033561+0.078259i,0.07898+0.17751i,0.13659+0.20262i,0.16916+0.065509i,0.14494-0.088355i,0.063574-0.080706i,-0.0067479+0.017282i,-0.032083+0.054411i,-0.051606+0.032313i,-0.070288+0.013043i,-0.072196+0.0067138i,-0.060027+0.0013424i,-0.042788-0.0078476i,-0.026067-0.019156i,-0.017347-0.024826i,-0.023517-0.028326i,-0.041059-0.045004i,-0.053739-0.065322i,-0.046893-0.054366i,-0.023055-0.016001i,-0.0020473+0.010481i,-0.0021318+0.014508i,-0.012142+0.010969i
-0.077787+0.025418i,-0.16607+0.073833i,-0.18134+0.1544i,-0.042398+0.23624i,0.1064+0.23765i,0.12043+0.11624i,0.061964-0.011358i,0.035932-0.054243i,0.038781-0.052498i,0.026688-0.041626i,0.0074469-0.026366i,0.0056876-0.006849i,0.023172+0.012182i,0.038954+0.016352i,0.034206+0.012194i,0.0217+0.021527i,0.020796+0.047022i,0.022027+0.063996i,0.014796+0.044954i,-0.0021039+0.0067357i,-0.022296-0.014784i,-0.028582-0.012305i,-0.01656-0.0031087i
-0.023272-0.075666i,-0.070008-0.1777i,-0.1519-0.24806i,-0.24968-0.18769i,-0.27648-0.046521i,-0.19626+0.052633i,-0.11207+0.077077i,-0.085041+0.070379i,-0.070751+0.052114i,-0.037507+0.019096i,-0.0024058-0.011355i,0.012277-0.024582i,0.0083833-0.017499i,0.011364+0.00028745i,0.025683+0.0065623i,0.03502-0.009284i,0.037494-0.036317i,0.034656-0.053858i,0.024057-0.043429i,0.017449-0.018634i,0.025109-0.0088678i,0.029351-0.013902i,0.018911-0.012933i
0.074978-0.015773i,0.17884-0.054586i,0.26447-0.12868i,0.22748-0.22686i,0.10868-0.26793i,0.038197-0.21009i,0.036274-0.12826i,0.043367-0.074086i,0.036335-0.026681i,0.02963+0.016509i,0.022574+0.038536i,0.013202+0.042724i,0.0046627+0.032136i,-0.011476+0.01489i,-0.032535+0.0029919i,-0.046792+0.0039329i,-0.05445+0.018706i,-0.052688+0.030559i,-0.03686+0.024603i,-0.017618+0.0097904i,-0.01018+0.0031368i,-0.0097735+0.0060901i,-0.0053953+0.0056645i
0.01482+0.07008i,0.037502+0.17639i,0.082071+0.27275i,0.14879+0.25733i,0.17062+0.15199i,0.10517+0.076874i,0.025068+0.051243i,-0.0086131+0.025842i,-0.019822-0.0087773i,-0.035705-0.028965i,-0.045437-0.031785i,-0.041406-0.03397i,-0.026377-0.033678i,-0.0018868-0.025448i,0.024381-0.014428i,0.04499-0.0049719i,0.059574-0.0016365i,0.059225-0.0016435i,0.035726+0.0037875i,0.0081954+0.017126i,-0.0011206+0.030274i,0.001891+0.031538i,0.0030413+0.025246i
-0.073914+0.014238i,-0.18043+0.040056i,-0.28362+0.10413i,-0.27661+0.20117i,-0.15979+0.23341i,-0.033784+0.14129i,0.028573+0.033152i,0.039034+0.0020849i,0.040442+0.0064701i,0.034869-0.0011978i,0.021088-0.011546i,0.012718-0.006754i,0.010427+0.0088113i,0.0059628+0.014717i,-0.00851+0.0039979i,-0.029709-0.011052i,-0.046128-0.020329i,-0.044623-0.023989i,-0.024513-0.025808i,-0.0069002-0.032796i,-0.0049568-0.048363i,-0.010519-0.058844i,-0.011551-0.051636i
-0.004957-0.069524i,-0.015281-0.18654i,-0.047987-0.31794i,-0.12179-0.35599i,-0.18665-0.26052i,-0.18091-0.1026i,-0.13217-0.010937i,-0.097895-0.0089282i,-0.072613-0.016779i,-0.028017-0.0048464i,0.01778+0.0021954i,0.033562-0.0052876i,0.023164-0.0087463i,0.01602+0.0037015i,0.024812+0.021835i,0.038963+0.035017i,0.047221+0.039636i,0.043373+0.036207i,0.031339+0.024748i,0.026317+0.018122i,0.032405+0.025461i,0.034466+0.03455i,0.022743+0.034011i
0.064383-0.0064601i,0.18598+0.0019928i,0.33225+0.014858i,0.415-0.0079132i,0.37537-0.071161i,0.23586-0.11448i,0.11705-0.093137i,0.072273-0.039399i,0.047713+0.0037666i,0.021619+0.029939i,0.0062396+0.040336i,0.001804+0.037355i,0.0026098+0.02055i,-0.0027095-0.0052716i,-0.016174-0.027805i,-0.025748-0.043678i,-0.025087-0.05257i,-0.017527-0.046513i,-0.01036-0.026322i,-0.011855-0.009455i,-0.017209-0.0063468i,-0.014562-0.010241i,-0.0029707-0.013732i
0.0010453+0.060448i,-0.02678+0.1652i,-0.087342+0.2746i,-0.13402+0.316i,-0.10917+0.27408i,-0.040995+0.18524i,0.0044588+0.10473i,0.01382+0.054559i,0.010942+0.015184i,0.001895-0.014233i,-0.0086839-0.026565i,-0.011868-0.033302i,-0.0070632-0.030709i,0.0040547-0.014399i,0.017479+0.0066224i,0.024527+0.02772i,0.020517+0.038736i,0.005477+0.032971i,-0.010779+0.01809i,-0.018925+0.0094405i,-0.022946+0.013359i,-0.025591+0.021856i,-0.026549+0.025237i
-0.057558-0.01227i,-0.15355-0.042105i,-0.24629-0.097423i,-0.25345-0.1264i,-0.17613-0.094325i,-0.095934-0.042003i,-0.062821-0.0075619i,-0.051652+0.0090258i,-0.032386+0.015278i,-0.01392+0.0077005i,-0.0078091-0.0021462i,-0.0019595+0.0022285i,0.0063148+0.0096401i,0.0068148+0.0039682i,-0.00053498-0.010435i,-0.0068706-0.023817i,-0.0021636-0.031321i,0.0060469-0.026381i,0.0084269-0.012483i,0.013442-0.0078924i,0.027074-0.021803i,0.038984-0.03656i,0.040237-0.033712i
0.015237-0.054888i,0.049133-0.14475i,0.09503-0.237i,0.087448-0.24298i,0.018681-0.15513i,-0.028734-0.075135i,-0.016428-0.058638i,0.0099554-0.067597i,0.0097219-0.056774i,0.005173-0.022545i,0.013873+0.0023355i,0.016634+0.0041511i,0.0080578+0.0029805i,0.0060924+0.009868i,0.013433+0.018242i,0.016026+0.024294i,0.011009+0.02565i,0.0075004+0.016204i,0.0091777+0.0055868i,0.011493+0.012157i,0.0079042+0.032044i,-0.0013052+0.041254i,-0.010429+0.028137i
0.058875+0.018015i,0.15033+0.071455i,0.26171+0.14737i,0.30996+0.16463i,0.25624+0.089695i,0.15822+0.0056227i,0.072478-0.0068859i,0.017506+0.027387i,-0.004189+0.045856i,-0.008661+0.039768i,-0.0077636+0.030224i,-0.0026698+0.023223i,0.006677+0.012187i,0.0099921-0.0019231i,0.0040192-0.01397i,0.0017532-0.022424i,0.008084-0.023312i,0.0081908-0.013166i,-0.004466-0.0031141i,-0.017861-0.0049456i,-0.022369-0.012217i,-0.015169-0.012458i,-0.00046348-0.0052461i
