-0.0021318+0.00031859i,-0.0032448+0.0006639i,-0.00294+0.00097697i,-0.0012077+0.00066488i,-0.0013962+0.0008604i,-0.0018557+0.0010071i,-0.0013218+4.9983e-05i,0.00029365-0.00027296i,0.001168-0.00027374i,0.0011325-0.00011396i,0.00083393-2.3671e-06i,0.00042983-7.8309e-05i,0.00081806+0.00016087i,0.00044199+0.00044015i,-0.00031119+0.0003325i,-0.00069588+0.0002849i,-0.00085375+7.9266e-05i,-0.00074209-0.00020188i,-0.00030947+3.577e-06i,0.00010025+0.00053543i,0.00044647+8.759e-05i,9.4984e-05-0.00032761i,-0.00013375-0.00022422i
-0.2063+0.18243i,-0.34283+0.4352i,-0.3801+0.63809i,-0.28717+0.6198i,-0.11229+0.43563i,0.038621+0.25734i,0.069067+0.15132i,0.030731+0.078322i,0.0032168+0.025653i,-0.011076+0.0011742i,-0.017716+0.0016758i,-0.01607+0.0072572i,-0.017026+0.016609i,-0.020622+0.035669i,-0.024319+0.044326i,-0.029142+0.027051i,-0.03689+0.0015097i,-0.035319-0.0099925i,-0.02048-0.0042404i,-0.0030833+0.0099545i,0.0094393+0.016821i,0.010286+0.0092286i,0.0059848-0.0032355i
-0.18818-0.21157i,-0.33736-0.38805i,-0.35394-0.5171i,-0.23909-0.4887i,-0.14966-0.28691i,-0.069507-0.070376i,0.020993-0.00072774i,0.035576-0.0036961i,0.036945+0.0038884i,0.062497-0.014244i,0.056779-0.029198i,0.047868-0.010573i,0.052319-0.017789i,0.037312-0.063121i,0.0042925-0.096545i,-0.028401-0.084154i,-0.034693-0.036966i,-0.011439+0.0054099i,0.015476+0.014453i,0.023645-0.0092182i,0.0098201-0.031355i,-0.0067026-0.032265i,-0.015034-0.023054i
0.12244-0.16009i,0.086131-0.22702i,-0.07635-0.07819i,-0.22416+0.16526i,-0.21878+0.15811i,-0.14959-0.045379i,-0.086906-0.12092i,-0.0016303-0.062745i,0.052053-0.016304i,0.051+0.0084017i,0.043271+0.019757i,0.036989+0.010656i,0.029018+0.011726i,0.02192+0.03189i,0.013175+0.048791i,0.0083979+0.050963i,0.0086736+0.037994i,0.013281+0.020243i,0.022656+0.0096812i,0.027889+0.0053012i,0.018292+0.0038212i,0.002566+0.0092865i,-0.0038148+0.016151i
0.16756+0.037385i,0.29713-0.14071i,0.2815-0.42501i,0.12533-0.52116i,0.011933-0.31734i,-0.020929-0.095681i,-0.027081-0.043765i,-0.0071033-0.062356i,0.014746-0.062036i,0.025601-0.05134i,0.019643-0.048979i,-0.0030559-0.0436i,-0.028784-0.035541i,-0.055686-0.037023i,-0.0628-0.033416i,-0.029323-0.025264i,0.010295-0.029486i,0.021401-0.034216i,-0.0010291-0.024466i,-0.038032-0.0061078i,-0.049867+0.012222i,-0.028934+0.020238i,-0.002884+0.017177i
-0.0090791+0.26049i,0.20814+0.57341i,0.52788+0.81047i,0.6736+0.70101i,0.52921+0.33502i,0.29096+0.076075i,0.14591+0.01964i,0.082209-0.0032544i,0.028031-0.026068i,-0.012092+0.00035331i,-0.022394+0.02675i,-0.026719+0.023556i,-0.012582+0.016002i,0.023977+0.014908i,0.053293+0.015051i,0.056308+0.0051172i,0.036788-0.011185i,0.010011-0.024562i,-0.0070405-0.027297i,-0.00059597-0.015778i,0.0203-0.0040396i,0.032068-0.0021332i,0.026167-0.0074593i
-0.26533-0.052678i,-0.53692+0.012001i,-0.67309+0.01515i,-0.49961-0.12241i,-0.15895-0.20191i,0.073684-0.12273i,0.11079-0.036989i,0.055529+0.00035662i,0.025218+0.0026726i,-0.0052393-0.031996i,-0.04826-0.032015i,-0.041212+0.0022392i,-0.0089009+0.0045449i,-0.008785-0.013927i,-0.026844-0.026315i,-0.040289-0.032924i,-0.050743-0.03289i,-0.055533-0.017569i,-0.050085+0.015255i,-0.033531+0.041321i,-0.020217+0.038719i,-0.019026+0.016743i,-0.018084+0.0014064i
0.11265-0.22076i,0.096335-0.30514i,0.11028-0.15974i,0.17731+0.10165i,0.12068+0.15468i,-0.048802+0.037497i,-0.10837+0.0075736i,-0.028983+0.042634i,0.040539+0.042867i,0.059704+0.035431i,0.064983+0.039636i,0.062072+0.042471i,0.064079+0.02657i,0.069259-0.015475i,0.05132-0.044908i,0.021243-0.032132i,0.0089679-0.0050418i,0.0087988+0.0058759i,0.010181-0.0080696i,0.015009-0.034119i,0.014861-0.048204i,0.0030302-0.034856i,-0.0061701-0.010538i
0.12581+0.054855i,0.0012007-0.096016i,-0.43087-0.24832i,-0.79196-0.12435i,-0.64393+0.13548i,-0.25149+0.19393i,-0.046382+0.104i,0.0021738+0.061276i,0.026524+0.05469i,0.027664+0.026294i,0.014066-0.0094244i,0.0067767-0.022044i,0.0055631-0.0078402i,0.0002272+0.0045613i,-0.012024+0.0027096i,-0.017223-0.0034579i,-0.011813-4.5162e-05i,0.0081946+0.019285i,0.042203+0.035393i,0.061044+0.034042i,0.050944+0.029565i,0.032165+0.026766i,0.024256+0.016821i
0.043503+0.15013i,0.34946+0.090196i,0.69562-0.14016i,0.67721-0.2811i,0.34208-0.1515i,0.15165+0.0072599i,0.13781-0.016684i,0.079261-0.083196i,0.02752-0.049061i,0.064062+0.0035373i,0.08702-0.0094297i,0.04815-0.02575i,0.015043-0.010173i,0.012946-0.0033582i,0.02189-0.0087175i,0.041983-0.017022i,0.066394-0.037609i,0.065862-0.059045i,0.033882-0.058688i,-0.0031968-0.039755i,-0.020458-0.023166i,-0.015479-0.01358i,-0.0067234-0.0063455i
-0.28898+0.1176i,-0.43939+0.43919i,-0.48326+0.6593i,-0.39638+0.46756i,-0.18387+0.063368i,0.011192-0.17056i,0.049243-0.18778i,0.0091027-0.10349i,-0.003318-0.039089i,-0.024044-0.011033i,-0.05041+0.026166i,-0.040316+0.040549i,-0.013644+0.021749i,0.0076623+0.011955i,0.024289+0.010107i,0.027922+0.0044201i,0.023563+0.001067i,0.023634-0.00073849i,0.028107-0.0019278i,0.026481-0.001498i,0.013574-0.0026676i,-0.0011787-0.011303i,-0.010808-0.01747i
-0.094335-0.34588i,-0.23009-0.51258i,-0.1395-0.5385i,0.15587-0.457i,0.23094-0.31234i,0.015809-0.097097i,-0.095902+0.087312i,-0.017219+0.11575i,0.048466+0.060847i,0.052836+0.021168i,0.035959+0.009128i,0.018526+0.014877i,0.01905+0.019303i,0.028722+0.011312i,0.032455+0.0038741i,0.032482-0.00091838i,0.019736-0.015086i,-0.015391-0.019369i,-0.047171+0.0037643i,-0.04713+0.028052i,-0.030239+0.025218i,-0.015417+0.013015i,-0.001031+0.013653i
0.23027-0.042234i,0.19953-0.018469i,-0.010256+0.2554i,-0.11157+0.57563i,0.013998+0.53895i,0.12179+0.25415i,0.10691+0.086377i,0.10325+0.048913i,0.11281+0.024528i,0.066601+0.021116i,0.0042768+0.037055i,-0.028477+0.056073i,-0.0238+0.060514i,-0.010602+0.026835i,-0.022132-0.012165i,-0.037958-0.010731i,-0.027038+0.025565i,0.002004+0.054382i,0.017867+0.049104i,0.017564+0.025876i,0.021169+0.0090357i,0.023722-0.0001251i,0.020577-0.0068482i
0.11294+0.0051851i,0.17955-0.29973i,0.055051-0.71781i,-0.15899-0.75022i,-0.15863-0.3393i,0.028673-0.022712i,0.10825+0.00022536i,0.041928-0.0057002i,0.011582+0.037901i,0.052732+0.013961i,0.062933-0.049905i,0.049932-0.05532i,0.061847-0.024858i,0.070035-0.020279i,0.055794-0.037962i,0.030646-0.051853i,0.005333-0.045831i,-0.012425-0.01533i,-0.0062906+0.017799i,0.017161+0.029428i,0.029482+0.023553i,0.028333+0.015911i,0.022556+0.010958i
0.094195+0.26158i,0.36758+0.48887i,0.53312+0.51512i,0.30179+0.29368i,-0.04687+0.04854i,-0.12145-0.08599i,-0.040994-0.12622i,-0.024838-0.066681i,-0.052436+0.047442i,-0.048684+0.11789i,-0.0099244+0.10082i,0.0044686+0.030685i,-0.01443-0.013318i,-0.02331-0.015777i,-0.019872-0.012379i,-0.0089776-0.0069096i,0.016293-0.0065735i,0.03916-0.026118i,0.036432-0.035701i,0.01487-0.015822i,-0.003593+0.0045777i,-0.016152+0.0085726i,-0.022996+0.0063392i
-0.33669+0.062469i,-0.65718+0.12547i,-0.7581+0.027439i,-0.57168-0.18179i,-0.3386-0.19657i,-0.15545-0.026528i,-0.034353+0.034266i,-0.019904-0.030928i,-0.044815-0.06271i,-0.04658-0.063291i,-0.039423-0.073626i,-0.039901-0.084799i,-0.032187-0.078196i,0.014929-0.048054i,0.075697-0.020986i,0.097262-0.01718i,0.067379-0.021118i,0.016575-0.013862i,-0.018513-0.0056917i,-0.035668-0.0023164i,-0.039029+0.0020838i,-0.024487+0.0035386i,-0.0016382+0.00095006i
-0.045099-0.15726i,0.011515-0.21573i,0.21429-0.06959i,0.39908+0.15885i,0.34534+0.20792i,0.10041+0.13958i,-0.044995+0.14019i,0.0051493+0.1522i,0.068978+0.096074i,0.068996+0.068511i,0.055678+0.10151i,0.051145+0.13922i,0.047752+0.15019i,0.02993+0.13772i,0.013185+0.12312i,0.024473+0.10268i,0.038709+0.063211i,0.020577+0.026058i,0.00092851+0.022081i,0.01934+0.031073i,0.049368+0.021418i,0.062265+0.011316i,0.060344+0.013649i
-0.11602-0.17173i,-0.2944-0.21876i,-0.45295-0.114i,-0.34344+0.038838i,-0.012964+0.11279i,0.23808+0.11874i,0.29941+0.074768i,0.26728+0.0084353i,0.22125-0.040545i,0.1472-0.085414i,0.039199-0.088389i,-0.013245-0.029825i,0.02157+0.0066137i,0.054971-0.021834i,0.043342-0.063623i,0.010156-0.066282i,-0.017132-0.036557i,-0.035511-0.0044223i,-0.060179+0.016232i,-0.073148+0.025554i,-0.052613+0.019114i,-0.023228+0.0020484i,-0.0098547-0.0014607i
0.39755-0.25333i,0.65784-0.51433i,0.62681-0.69029i,0.292-0.5888i,-0.0041443-0.35827i,-0.10062-0.22202i,-0.096076-0.16558i,-0.056664-0.10487i,0.017435-0.028973i,0.09561+0.035637i,0.14964+0.056298i,0.17233+0.043253i,0.15542+0.026268i,0.10288+0.029188i,0.051183+0.043005i,0.020433+0.04622i,0.0013817+0.038952i,-0.0045835+0.022199i,0.010386-0.0052845i,0.029678-0.030912i,0.028949-0.030039i,0.013321-0.00046582i,0.00024153+0.026734i
0.19298+0.41979i,0.27034+0.69742i,0.23488+0.6251i,0.077905+0.24814i,-0.069404+0.014854i,-0.048655+0.030206i,0.072126+0.075402i,0.12817+0.068676i,0.11369+0.066221i,0.066707+0.078848i,-0.0086831+0.070921i,-0.083639+0.051182i,-0.10243+0.034375i,-0.062994-0.010927i,-0.030608-0.05146i,-0.019878-0.053163i,-0.014672-0.056154i,-0.01807-0.065837i,-0.028945-0.044591i,-0.037068+0.012746i,-0.03484+0.052509i,-0.030216+0.054346i,-0.01872+0.044103i
-0.28478+0.14788i,-0.39954+0.040424i,-0.36006-0.15921i,-0.26482-0.17543i,-0.21327+0.016761i,-0.14932+0.18982i,-0.10879+0.17745i,-0.17755+0.083691i,-0.3045+0.093261i,-0.28037+0.14655i,-0.11608+0.067337i,-0.041165-0.065045i,-0.061133-0.050807i,-0.025273+0.05848i,0.06302+0.10034i,0.11069+0.059125i,0.11653+0.012002i,0.12333-0.013032i,0.11057-0.0344i,0.062313-0.043198i,0.026061-0.022681i,0.020046+0.0031766i,0.016955+0.017487i
-0.31627-0.069864i,-0.29438+0.062956i,-0.022179+0.18579i,0.23784+0.088268i,0.31159-0.09724i,0.29842-0.1781i,0.25103-0.1417i,0.17764-0.017i,0.15321+0.079359i,0.12276+0.089496i,0.056566+0.11011i,0.013442+0.14841i,-0.010812+0.13132i,-0.020807+0.08187i,-0.013051+0.047638i,-0.0046527+0.028936i,-0.017325+0.00037106i,-0.060844-0.01866i,-0.082161+0.0096039i,-0.035295+0.039357i,0.025306+0.024822i,0.037221-0.008341i,0.0082988-0.01882i
0.0011793-0.50849i,-0.25239-0.69243i,-0.57499-0.49045i,-0.69073-0.065312i,-0.64709+0.18047i,-0.61416+0.22354i,-0.50912+0.21923i,-0.31515+0.14872i,-0.20479+0.037971i,-0.1904+0.013684i,-0.12645+0.059815i,0.027033+0.036547i,0.1335-0.041577i,0.12443-0.0403i,0.10326+0.0094493i,0.12185+0.026358i,0.14885+0.015915i,0.13824-0.019365i,0.055743-0.050773i,-0.04365-0.023998i,-0.082409+0.037745i,-0.074676+0.071536i,-0.070645+0.063152i
0.5218+0.088147i,0.80911+0.0052111i,0.76602-0.17808i,0.46966-0.24861i,0.26709-0.095612i,0.25191+0.091507i,0.35451+0.14732i,0.51667+0.14181i,0.6187+0.15366i,0.55378+0.10092i,0.2989+0.0091643i,0.02822+0.075059i,-0.033445+0.19816i,-0.0089644+0.17643i,-0.051745+0.14586i,-0.067397+0.19863i,-0.03554+0.21576i,-0.015029+0.15883i,-0.0051334+0.065006i,-0.0051479-0.0098327i,-0.013593-0.021786i,-0.013611+0.013285i,0.0067038+0.040919i
-0.22756+0.39752i,-0.17839+0.57817i,0.02871+0.52945i,0.295+0.34459i,0.39739+0.12599i,0.29048-0.020085i,0.10102-0.065899i,-0.085596-0.13799i,-0.21843-0.20793i,-0.20969-0.148i,-0.066023-0.050013i,0.082528-0.055331i,0.096292-0.12618i,0.01171-0.1159i,-0.036104-0.04857i,-0.052834-0.040577i,-0.071185-0.075279i,-0.050933-0.092505i,-0.0018666-0.06948i,0.027767-0.0040991i,0.028512+0.063337i,-0.0020746+0.074177i,-0.041051+0.042429i
-0.38037+8.4716i,1.4681+7.979i,4.9762+8.3728i,6.686+5.5152i,5.8889+1.5718i,3.2521-1.3487i,0.69699-1.5971i,-0.07714-0.48322i,0.31738+0.3241i,1.0345+0.55595i,1.5301+0.21836i,1.6684-0.40261i,1.5259-0.89242i,1.0891-0.85638i,0.75861-0.54473i,0.53279-0.448i,0.11638-0.44609i,-0.18785-0.18128i,-0.04518+0.17439i,0.29664+0.24847i,0.52593+0.075192i,0.56938-0.13435i,0.44747-0.25701i
0.11572-0.20279i,0.1053-0.16138i,0.22745+0.11666i,0.38975+0.28277i,0.3063+0.25364i,0.11202+0.24275i,0.10697+0.16356i,0.14312-0.13698i,0.041129-0.37714i,-0.043983-0.30813i,0.045989-0.1234i,0.17986-0.085984i,0.14316-0.14009i,0.022981-0.074836i,0.0080753+0.054907i,0.047176+0.086355i,0.02695+0.039834i,-0.022237-0.0085828i,-0.03707-0.039348i,-0.018799-0.052372i,0.0071335-0.045457i,0.013715-0.032237i,0.0038408-0.023315i
0.29422-0.00075228i,0.17435-0.053384i,-0.18382-0.088538i,-0.44108-0.10121i,-0.42315-0.13148i,-0.33546-0.12645i,-0.33383-0.02114i,-0.36232+0.06747i,-0.35565+0.06376i,-0.27915+0.075171i,-0.13742+0.10011i,-0.042144+0.054782i,-0.059033+0.026879i,-0.0683+0.052437i,-0.034647+0.044077i,-0.022291+0.036804i,0.0011182+0.081494i,0.030144+0.10793i,0.009856+0.091568i,-0.027199+0.087986i,-0.027026+0.11154i,0.0093682+0.11332i,0.032248+0.065622i
-0.04691+0.26332i,0.061803+0.20125i,0.26083+0.00099375i,0.32929-0.097371i,0.15915+0.046379i,-0.021309+0.27561i,-0.0044511+0.31838i,0.066094+0.1718i,0.057407+0.077121i,0.097692+0.071814i,0.16808+0.0078154i,0.13051-0.076452i,0.05215-0.072281i,0.047777-0.023403i,0.075259-0.0015899i,0.086878-0.0033693i,0.096178-0.0296i,0.087644-0.083543i,0.043765-0.12094i,0.0062984-0.10853i,0.022673-0.071485i,0.060289-0.049546i,0.057249-0.033909i
-0.22886-0.024066i,-0.28784+0.13756i,-0.29422+0.38854i,-0.27224+0.48893i,-0.14339+0.32697i,0.01137+0.021622i,-0.069877-0.2314i,-0.31675-0.29989i,-0.41771-0.2544i,-0.34403-0.21589i,-0.22339-0.18918i,-0.13613-0.16358i,-0.10968-0.10397i,-0.076268-0.013484i,-0.0029057+0.018134i,0.028811-0.028484i,-0.027148-0.065738i,-0.091286-0.054283i,-0.087426-0.022972i,-0.028564-0.008378i,0.021309-0.027684i,0.02135-0.043205i,0.0070391-0.026853i
0.15399-0.30467i,0.1575-0.482i,0.15859-0.51993i,0.20156-0.4239i,0.10933-0.253i,-0.15498-0.0041417i,-0.29425+0.27869i,-0.21551+0.44637i,-0.10737+0.40591i,-0.042819+0.24258i,-0.0020548+0.079182i,-0.006107-0.029108i,-0.024844-0.068109i,-0.0063689-0.07267i,0.025636-0.088673i,0.030503-0.085734i,0.032012-0.026924i,0.038373+0.042755i,0.026301+0.06705i,-0.0044698+0.050606i,-0.034699+0.037843i,-0.042693+0.043366i,-0.029928+0.044419i
0.36223+0.31508i,0.59316+0.48354i,0.65874+0.52668i,0.55191+0.42342i,0.43432+0.25598i,0.3938+0.11449i,0.43993+0.0019715i,0.47405-0.11402i,0.36754-0.13401i,0.19624-0.019589i,0.088432+0.072447i,0.025508+0.064096i,-0.038918+0.018862i,-0.10123-0.0051483i,-0.13755+0.021952i,-0.11467+0.079581i,-0.04922+0.11677i,0.011436+0.10942i,0.049819+0.057643i,0.063695-0.015636i,0.046289-0.065096i,0.018548-0.061207i,0.0081033-0.02505i
-0.37453+0.21176i,-0.56911+0.21731i,-0.48871+0.058941i,-0.15725-0.16i,0.15625-0.31012i,0.29052-0.40016i,0.16207-0.49328i,-0.12047-0.52811i,-0.26186-0.42903i,-0.19843-0.28561i,-0.10023-0.17409i,-0.036986-0.10136i,-0.0090233-0.060797i,0.0089619-0.016438i,0.039545+0.013662i,0.043562+0.0012086i,0.017936-0.020803i,0.0030571-0.029576i,-0.0015772-0.028085i,-0.0061071-0.014264i,-0.0022934+0.001817i,0.0025966+0.0022431i,0.00089384-0.010577i
-0.08503-0.3191i,0.0058307-0.43684i,0.10952-0.41316i,-0.01352-0.33844i,-0.29817-0.29025i,-0.47405-0.20765i,-0.44169-0.024747i,-0.30009+0.18465i,-0.18507+0.22596i,-0.14955+0.13103i,-0.11472+0.064371i,-0.04609+0.031323i,-0.0054726-0.00065171i,-0.0056325-0.021584i,-0.016288-0.02959i,-0.036091-0.018007i,-0.052196+0.0022152i,-0.045108+0.0076342i,-0.035793+0.016312i,-0.032559+0.048212i,-0.013116+0.071018i,0.012775+0.050232i,0.0033516+0.018329i
0.20621-0.13438i,0.10294-0.095577i,-0.11197+0.11355i,-0.19081+0.34408i,-0.14202+0.4906i,-0.052207+0.56167i,0.11191+0.49258i,0.25654+0.25891i,0.25071+0.041765i,0.15464-0.039568i,0.075745-0.044444i,0.02266-0.040631i,-0.017218-0.022458i,-0.02336+0.025896i,-0.0027956+0.066534i,0.016816+0.080718i,0.019404+0.091334i,0.0050256+0.089207i,4.0633e-05+0.041065i,0.0094753-0.036099i,0.01023-0.086016i,-0.00022581-0.082881i,0.0018092-0.04435i
0.24502+0.2642i,0.38509+0.23089i,0.3725+0.07602i,0.32733+0.0029537i,0.41039-0.039236i,0.44739-0.16146i,0.28137-0.25358i,0.044634-0.22909i,-0.085037-0.1308i,-0.09048-0.029527i,-0.06339+0.0078851i,-0.056195+0.0019615i,-0.060478+0.0050661i,-0.062549+0.010244i,-0.047178+0.0018616i,-0.01865-0.021375i,0.0062824-0.033221i,0.030648-0.0076694i,0.052943+0.036057i,0.056256+0.052781i,0.02154+0.043593i,-0.026543+0.045329i,-0.035183+0.043694i
-0.33285+0.17457i,-0.33172+0.27049i,-0.098467+0.14739i,0.040223-0.12289i,-0.1037-0.24815i,-0.28602-0.19907i,-0.31821-0.095364i,-0.235+0.034861i,-0.11851+0.097043i,-0.047242+0.058438i,-0.015523+0.033244i,0.023916+0.027644i,0.067201-0.0018164i,0.098126-0.031854i,0.10384-0.039365i,0.083161-0.030591i,0.056499-0.035774i,0.030673-0.057509i,-0.011288-0.066613i,-0.059715-0.044966i,-0.062911-0.0093326i,-0.016973+0.0034165i,0.013668-0.008677i
-0.099094-0.31926i,-0.23763-0.29589i,-0.38024+0.019545i,-0.42883+0.33985i,-0.35047+0.42633i,-0.21847+0.44965i,-0.07082+0.46399i,0.050232+0.34654i,0.044097+0.18205i,-0.023208+0.11395i,-0.013142+0.093013i,0.028676+0.049693i,0.018288+0.019805i,-0.031326+0.026108i,-0.079433+0.038877i,-0.10567+0.048204i,-0.10812+0.059853i,-0.088693+0.055751i,-0.054577+0.03052i,-0.010727+0.0082768i,0.031931-0.0086649i,0.048246-0.03123i,0.034488-0.039984i
0.33851-0.10536i,0.4468-0.27774i,0.47709-0.45418i,0.52947-0.4974i,0.54069-0.39177i,0.44967-0.30846i,0.31437-0.31485i,0.15284-0.30569i,0.046729-0.20939i,0.044927-0.11869i,0.029104-0.094271i,-0.025999-0.062261i,-0.042848-0.0056741i,-0.014325+0.025694i,0.020619+0.019899i,0.035066-8.1233e-05i,0.026871-0.012768i,0.0079695-0.013524i,-0.00076919-0.0070733i,0.002697-0.0029248i,-0.0078755-0.0041999i,-0.030661+0.0025137i,-0.04036+0.013791i
0.074257+0.41597i,0.17729+0.5734i,0.16074+0.52999i,-0.040156+0.30691i,-0.22903-0.00028485i,-0.29849-0.2332i,-0.33613-0.25561i,-0.30139-0.13462i,-0.19028-0.063908i,-0.13065-0.039908i,-0.10866+0.021634i,-0.061005+0.057606i,-0.024939+0.030194i,-0.011351+0.0061261i,0.014248+0.0056414i,0.051709-0.0066376i,0.079588-0.026341i,0.088224-0.031026i,0.07025-0.024143i,0.033351-0.015386i,0.0069777-0.009923i,-0.0027624-0.0073598i,-0.0057624-0.00122i
-0.47082-0.092435i,-0.73652-0.13444i,-0.77105-0.14124i,-0.56571-0.042856i,-0.32457+0.18156i,-0.17866+0.40878i,-0.08117+0.4832i,-0.037276+0.36877i,-0.05106+0.19521i,-0.041826+0.068445i,0.010574-0.01135i,0.037944-0.055103i,0.017196-0.063176i,-0.013196-0.055174i,-0.034677-0.043144i,-0.059496-0.02859i,-0.092692-0.011743i,-0.10907+0.0077224i,-0.081189+0.017051i,-0.022263+0.0080538i,0.024803-0.0011242i,0.046639+0.0011575i,0.052496-0.0038516i
0.28373-0.31361i,0.52118-0.35788i,0.70386-0.16549i,0.6614+0.036855i,0.41442+0.052708i,0.21584-0.032179i,0.1794-0.10649i,0.16939-0.12348i,0.1057-0.069055i,0.053451-0.014156i,0.027126-0.022446i,0.0058042-0.046944i,-0.00089656-0.048395i,-0.014166-0.039202i,-0.042205-0.017578i,-0.053364+0.023189i,-0.03968+0.059726i,-0.01623+0.063923i,-0.0080192+0.049828i,-0.022898+0.053969i,-0.028494+0.069895i,-0.015472+0.060327i,-0.010349+0.031368i
0.1564+0.22874i,0.027496+0.28943i,-0.24518+0.19865i,-0.30861+0.017207i,-0.078785-0.10576i,0.096049-0.14777i,0.045863-0.15632i,-0.049995-0.13076i,-0.016729-0.099361i,0.058997-0.1006i,0.049712-0.076786i,0.011683-0.019564i,0.0049241+0.016723i,0.031088+0.046209i,0.078632+0.063898i,0.10667+0.037451i,0.098043-0.00035331i,0.064175-0.017453i,0.021338-0.031438i,-0.0090363-0.057163i,-0.023442-0.080858i,-0.027548-0.078759i,-0.014171-0.049046i
-0.10964+0.20835i,0.0035287+0.2285i,0.21478+0.18357i,0.27951+0.18876i,0.12816+0.18992i,-0.053259+0.14309i,-0.10969+0.15362i,-0.054777+0.17589i,-0.040713+0.11561i,-0.083813+0.068671i,-0.077653+0.061186i,-0.045241+0.038497i,-0.054958+0.028946i,-0.086639+0.024518i,-0.10375-0.00042582i,-0.10031-0.018542i,-0.075941-0.019337i,-0.02536-0.0076441i,0.03502+0.0079798i,0.068496+0.008489i,0.059875+0.0040771i,0.033486+0.011402i,0.010629+0.010994i
-0.23049-0.19925i,-0.29936-0.21436i,-0.2318-0.17773i,-0.13883-0.17965i,-0.097282-0.14231i,-0.023278-0.045081i,0.087982-0.076733i,0.096822-0.18833i,0.016687-0.18628i,-0.036396-0.10919i,-0.035834-0.059181i,-0.01601-0.045429i,0.010922-0.049944i,0.039761-0.055855i,0.047876-0.045998i,0.035093-0.019124i,0.013067-0.0025466i,-0.020436-0.010858i,-0.054123-0.017894i,-0.065833-0.0017654i,-0.044104+0.023375i,-0.0094985+0.030854i,0.004414+0.022618i
0.27258-0.17703i,0.31399-0.20417i,0.22511-0.12855i,0.16858-0.090344i,0.19931-0.17038i,0.17547-0.2506i,0.031651-0.19464i,-0.11485-0.060119i,-0.14048+0.043965i,-0.078929+0.079123i,-0.015031+0.065499i,0.022146+0.030487i,0.010012-0.0021968i,-0.028063+0.0087705i,-0.039964+0.046211i,-0.032397+0.063586i,-0.021339+0.079644i,-0.0053612+0.08965i,0.00050522+0.066261i,-0.0063323+0.022887i,-0.015936-0.018363i,-0.021587-0.037042i,-0.014756-0.029424i
0.098565+0.21804i,0.098316+0.13306i,-0.012388-0.10169i,-0.1617-0.18059i,-0.26993-0.054897i,-0.29713+0.045932i,-0.21322+0.090272i,-0.043664+0.10976i,0.072408+0.053005i,0.066983-0.019202i,0.00161-0.035157i,-0.053672-8.5899e-05i,-0.046149+0.053714i,0.014378+0.062024i,0.05679+0.020822i,0.061346-0.011643i,0.055948-0.028357i,0.048165-0.040932i,0.040881-0.043337i,0.036269-0.032669i,0.027443-0.009637i,0.014161+0.013926i,0.0065786+0.026777i
-0.22828+0.15875i,-0.18197+0.358i,0.0070515+0.49055i,0.082691+0.42046i,0.017025+0.24975i,-0.00016909+0.14464i,0.035782+0.056396i,0.030015-0.049692i,-0.019048-0.083125i,-0.048372-0.021732i,-0.013343+0.056502i,0.048123+0.075883i,0.067984+0.034613i,0.036123-0.011473i,-0.0011318-0.026631i,-0.012233-0.033419i,-0.011172-0.051357i,-0.0099248-0.056771i,-0.0072371-0.032794i,-0.0034305+0.0042152i,0.0087629+0.023187i,0.02216+0.013313i,0.020131-0.0085309i
-0.15295-0.38126i,-0.40928-0.54962i,-0.5748-0.49236i,-0.39584-0.28253i,-0.069527-0.10016i,0.080858+0.011726i,0.052334+0.060304i,-0.038343+0.072103i,-0.064799+0.066854i,-0.0080233+0.0023154i,0.020756-0.093979i,0.0041236-0.14922i,-0.017607-0.14496i,-0.030851-0.08366i,-0.01985-0.0087656i,-0.0098007+0.029727i,-0.028086+0.047133i,-0.046754+0.067322i,-0.031994+0.06433i,-0.0026925+0.023598i,0.0056347-0.012545i,2.1186e-05-0.020747i,-0.0057017-0.019378i
0.4724+0.081523i,0.78579+0.10478i,0.81523+0.12181i,0.48658+0.13596i,0.088935+0.067077i,-0.14887-0.042861i,-0.17204-0.03233i,-0.064049+0.036007i,-0.024224+0.039488i,-0.081236+0.048298i,-0.10993+0.084188i,-0.092972+0.088647i,-0.068062+0.062036i,-0.055433+0.016933i,-0.060723-0.026166i,-0.055384-0.03843i,-0.022382-0.02882i,0.010666-0.029422i,0.013312-0.03473i,-0.0070381-0.015208i,-0.022506+0.011512i,-0.027605+0.023476i,-0.023986+0.035197i
-0.22941+0.33591i,-0.38597+0.4723i,-0.39252+0.36082i,-0.21047+0.12839i,0.040853+0.063611i,0.22577+0.10684i,0.25063+0.057182i,0.16517-0.040042i,0.11505-0.077185i,0.12909-0.083661i,0.13438-0.077116i,0.10293-0.030179i,0.070538+0.038542i,0.08292+0.081654i,0.10708+0.078984i,0.089245+0.045024i,0.044721+0.0030442i,0.0036034-0.027219i,-0.028498-0.032522i,-0.045554-0.028087i,-0.043727-0.029469i,-0.028163-0.028442i,-0.0060588-0.024185i
