-0.002455-0.00017916i,-0.002806-0.0005823i,-0.0036357-0.00065688i,-0.0040839+0.00018178i,-0.0043615+0.0010293i,-0.0028252+0.0010332i,-0.0015043+0.0011204i,-0.0011432+0.0016997i,-0.00046408+0.0011829i,-0.00080648+0.0010701i,-0.0013484+0.0011559i,-0.0017242+0.0010303i,-0.0019378+0.00087028i,-0.0011797+6.9173e-05i,-0.00053968-0.00028423i,9.5555e-05-8.4665e-05i,0.00046316+0.00064555i,0.00030411+0.00095207i,-7.138e-05+0.00012558i,-0.00073436-0.00052739i,-0.00023376-0.00071042i,0.00051521-0.00063376i,-9.5901e-05-0.00089614i
0.00014376+0.021748i,0.0065096+0.047356i,-0.029658+0.056323i,-0.15821+0.05167i,-0.28209+0.064399i,-0.24186+0.078563i,-0.096033+0.053001i,-0.014225+0.017942i,0.0003085+0.01102i,0.0057023+0.0074539i,0.0036316-0.0026075i,-0.0023935-0.0057606i,-0.0035287-0.0081059i,-0.002737-0.0089158i,-0.00075312-0.0037969i,0.003254+0.00060241i,0.0066352-7.0601e-05i,0.003186-0.0040008i,-0.0086976-0.0065618i,-0.016654-0.0067393i,-0.010727-0.0057537i,-1.8915e-05-0.0043304i,0.002163-0.00081127i
-0.025485-0.007122i,-0.044747+0.010129i,-0.00086108+0.05003i,0.14475+0.074751i,0.26616+0.054055i,0.22438+0.016666i,0.10277+0.0023081i,0.039863-0.0011173i,0.022616-0.015671i,0.004998-0.02307i,-0.0080296-0.013353i,-0.010049-0.0030746i,-0.0076065-0.00061897i,-0.0091681-0.0018408i,-0.015399-0.0032582i,-0.02059-0.0025323i,-0.019276+0.0018015i,-0.008819+0.0068196i,0.0068144+0.0098665i,0.016985+0.010678i,0.014652+0.011542i,0.0079159+0.013734i,0.0067838+0.011153i
0.01561-0.028599i,0.0066428-0.082292i,-0.061435-0.14354i,-0.18339-0.15724i,-0.24704-0.114i,-0.17814-0.051613i,-0.073629-0.0081105i,-0.023315+0.01197i,-0.0068817+0.019948i,0.0042404+0.014992i,0.0087007+0.0029227i,0.005525-0.0041729i,0.0026702-0.0028495i,0.0049857+0.0034042i,0.011153+0.0066822i,0.015174+0.0046787i,0.013776+0.00061938i,0.0060448-0.0023493i,-0.005733-0.0030014i,-0.015091-0.0025913i,-0.016768-0.0028568i,-0.014456-0.0053627i,-0.012131-0.0063468i
0.01951+0.03928i,0.073508+0.08922i,0.16158+0.14911i,0.23804+0.18393i,0.24395+0.17493i,0.17413+0.11067i,0.08928+0.027717i,0.041303-0.0072038i,0.026801-0.0050613i,0.01692+0.00010869i,0.0045259+0.0074182i,-0.0043553+0.013672i,-0.0090879+0.013761i,-0.0090719+0.0091656i,-0.0076319+0.004034i,-0.005915+0.0016578i,-0.003463+0.0012569i,0.0013886+0.0049689i,0.009682+0.010137i,0.014062+0.0098259i,0.011013+0.0033383i,0.0072373-0.0013009i,0.0056853-0.00055755i
-0.047327+0.00073217i,-0.11714-0.0060253i,-0.18864-0.039518i,-0.20688-0.12119i,-0.16778-0.19785i,-0.1126-0.16894i,-0.067748-0.066272i,-0.042175-0.0040999i,-0.034702+0.012858i,-0.025677+0.01955i,-0.012287+0.013729i,-0.0056039+0.0045685i,-0.00056426+0.0061286i,0.0052795+0.010811i,0.0077848+0.010942i,0.0083466+0.0099663i,0.0073511+0.0084503i,0.0035126+0.0021759i,-0.0031992-0.0074053i,-0.0071742-0.012326i,-0.0049099-0.0076865i,-0.0030188-0.0011338i,-0.0045038+0.00081118i
0.024838-0.039176i,0.058399-0.078559i,0.085917-0.066876i,0.091635+0.045767i,0.079482+0.16087i,0.054773+0.14358i,0.024129+0.05315i,0.0063961+0.010521i,0.0098793+0.0054627i,0.013836-0.001908i,0.010362-0.0089611i,0.0061175-0.011226i,0.0014532-0.010266i,-0.0015815-0.011167i,-0.0012554-0.014995i,-0.0015605-0.017765i,-0.0029041-0.017151i,0.00023054-0.010754i,0.005993+0.000546i,0.0077656+0.010008i,0.0034631+0.010671i,-0.00261+0.0068974i,-0.003767+0.0054993i
0.022092+0.036784i,0.052946+0.07411i,0.073188+0.054542i,0.049447-0.064437i,-0.00040863-0.1747i,-0.032901-0.15147i,-0.032388-0.062083i,-0.020467-0.014847i,-0.014922-0.0023708i,-0.0053002+0.0048233i,0.0085816+0.0074164i,0.01908+0.007049i,0.022853+0.0034311i,0.015732-0.00035284i,0.0056099+0.0022333i,0.0028616+0.006235i,0.0046177+0.0062137i,0.003409+0.00023872i,-0.0014696-0.010189i,-0.0062241-0.017131i,-0.0066162-0.016068i,-0.0026703-0.012105i,0.0002034-0.008654i
-0.050468+0.0076643i,-0.11709+0.024731i,-0.17397+0.073735i,-0.16605+0.15427i,-0.11058+0.20021i,-0.050838+0.15946i,-0.0078957+0.090519i,0.011522+0.049065i,0.018289+0.025674i,0.01575+0.0085138i,0.0038688+0.00027518i,-0.004258+0.00025929i,-0.0035368-0.00040732i,-0.0011345-0.0053501i,-0.0015652-0.0095999i,-0.0020025-0.010116i,-0.00040809-0.0080641i,-0.0003436-0.0037851i,-0.0009681+0.0038219i,0.0014844+0.010186i,0.0044186+0.01061i,0.0033918+0.0088985i,0.0003345+0.0092554i
0.021044-0.045911i,0.060749-0.11595i,0.10787-0.19137i,0.13093-0.21956i,0.11734-0.17777i,0.070658-0.10757i,0.020204-0.059047i,0.0014989-0.035606i,-0.0001709-0.024831i,-0.00203-0.01608i,-0.0016086-0.0075337i,-0.00039962-0.0037506i,-0.0013815-0.0035402i,-0.0056071-0.0023621i,-0.0087095+0.00080413i,-0.0090277+0.0045547i,-0.0081784+0.0061544i,-0.0040904+0.0018159i,0.0014788-0.0062571i,0.003199-0.0086638i,0.0016105-0.0051061i,0.0018253-0.0026891i,0.0029653-0.0037555i
0.026811+0.045023i,0.047736+0.11534i,0.034032+0.18966i,-0.033734+0.21387i,-0.093491+0.1773i,-0.07044+0.11734i,-0.0096518+0.065209i,0.011317+0.032083i,0.0041704+0.017979i,-0.0018902+0.012088i,-0.0043145+0.0091814i,-0.0031231+0.0079653i,0.0014604+0.0058344i,0.0074235+0.0032794i,0.011629-8.422e-05i,0.012082-0.005214i,0.008666-0.0075518i,0.0033628-0.00089848i,-0.0030597+0.010556i,-0.0085434+0.015496i,-0.0091113+0.010816i,-0.0073024+0.0045773i,-0.0060947+0.0028236i
-0.050174-0.00049533i,-0.10596-0.01471i,-0.11364-0.047664i,-0.019053-0.083966i,0.091164-0.093939i,0.097579-0.076426i,0.038618-0.052429i,0.0037739-0.036185i,-0.008854-0.028008i,-0.020056-0.01666i,-0.024766-0.0022257i,-0.025567+0.008599i,-0.023553+0.017397i,-0.016672+0.020044i,-0.010544+0.015189i,-0.0059484+0.0095849i,-0.0032604+0.0055333i,-0.002445-0.00022938i,0.0002212-0.0073983i,0.0042713-0.011401i,0.005523-0.0093246i,0.0030456-0.004164i,0.00077644-0.00025802i
0.017796-0.041224i,0.045717-0.085881i,0.047869-0.10134i,-0.012416-0.060276i,-0.081091-0.009478i,-0.080819+0.011756i,-0.045937+0.013303i,-0.028565+0.010907i,-0.018768+0.010852i,-0.0055571+0.0055031i,0.0024286-0.0067297i,0.0027308-0.015071i,0.00054602-0.01353i,0.0011204-0.0072146i,0.0040201-0.002636i,0.0054177-0.00028623i,0.006129+0.00083434i,0.0059795+0.001108i,0.0030008+0.0043383i,-0.00097427+0.0086368i,-0.0028572+0.0091903i,-0.0037779+0.0049167i,-0.0051309+0.00018419i
0.028147+0.036966i,0.060192+0.090778i,0.092221+0.13273i,0.11642+0.10998i,0.11738+0.044101i,0.081717-0.0057586i,0.041894-0.018508i,0.022572-0.0080008i,0.016421+0.0010011i,0.015259+0.0045775i,0.015068+0.0073612i,0.014049+0.0089059i,0.013036+0.0069456i,0.010057+0.0010197i,0.0039687-0.003839i,-0.0019215-0.0050174i,-0.0038456-0.0043067i,-0.00096922-0.0017461i,0.005219-0.00055573i,0.008907-0.0032126i,0.0053778-0.0046533i,0.0015935-0.0021566i,0.0027648+0.0018004i
-0.042999+0.006365i,-0.11027-0.0061552i,-0.1781-0.037609i,-0.19705-0.063468i,-0.16224-0.058412i,-0.11267-0.02432i,-0.072217+0.01164i,-0.0386+0.024106i,-0.011713+0.021528i,0.0046862+0.014323i,0.0077586+0.005071i,0.0047149+0.00079595i,0.0046306+0.0022573i,0.0054438+0.0043288i,0.0045652+0.0058234i,0.0049888+0.0051734i,0.0053128+0.0026951i,0.00055705+0.00012254i,-0.0073701-0.0018211i,-0.011736-0.0032904i,-0.010029-0.0045037i,-0.0060652-0.0039864i,-0.0044884-0.00085002i
0.019406-0.036583i,0.066114-0.073844i,0.12759-0.079059i,0.15087-0.024706i,0.11924+0.036139i,0.074371+0.037709i,0.049272+0.011879i,0.03864+0.007248i,0.032955+0.0098337i,0.024917+0.0045295i,0.013873-0.0030724i,0.0048699-0.0088076i,-0.00089785-0.012739i,-0.004994-0.014157i,-0.0070412-0.011685i,-0.0055397-0.0068032i,-0.0022025-0.0042019i,0.0034774-0.0062989i,0.011566-0.0077159i,0.017046-0.0054012i,0.015863-0.0031138i,0.010063-0.0013907i,0.0046863-0.00011564i
0.018483+0.029241i,0.023101+0.076468i,-0.0025984+0.1055i,-0.052309+0.065046i,-0.077279+0.0020453i,-0.062727-0.010129i,-0.03713+0.0026694i,-0.019246+0.0021645i,-0.01144+8.8809e-05i,-0.0068968+0.0033364i,-0.0011577+0.0077074i,0.0056697+0.0094279i,0.0099053+0.0058345i,0.0081196+0.0020926i,0.0049848+0.0019229i,0.0026409+0.0016583i,0.00023009+0.002119i,-0.002383+0.0047593i,-0.0072762+0.0068956i,-0.0121+0.0074515i,-0.010834+0.0073952i,-0.0046264+0.0050183i,0.0017175+0.0017459i
-0.035475+0.0019511i,-0.07631-0.0066319i,-0.092294-0.016223i,-0.045953+0.0041423i,0.016739+0.042088i,0.044329+0.045847i,0.038704+0.023831i,0.020349+0.0071639i,0.0047819-0.0024296i,-0.009271-0.0062844i,-0.020362-0.0026915i,-0.02202+0.0031996i,-0.017253+0.0060959i,-0.010213+0.0055846i,-0.003688+0.0019685i,-0.00068583-0.0029716i,-0.0011953-0.0062258i,-0.0021866-0.0060431i,-0.0013902-0.002064i,0.0010209+0.0011772i,0.001547+0.0017821i,-0.0022102+0.0014865i,-0.0046963+0.002009i
0.015141-0.032034i,0.045463-0.066548i,0.076173-0.09193i,0.067442-0.091347i,0.025944-0.077084i,-0.0056589-0.056925i,-0.017472-0.041612i,-0.018946-0.03265i,-0.01891-0.022477i,-0.016216-0.011711i,-0.0091238-0.0052532i,-0.0050109-0.0024274i,-0.0050777+0.00020928i,-0.0052816+0.0028385i,-0.0042086+0.0030153i,-0.0013977+0.0014249i,0.0011728-0.00034287i,0.0016366-0.0037151i,-0.0004311-0.0086306i,-0.0028998-0.010378i,-0.002557-0.0076095i,-0.0014576-0.0037367i,-0.001081-0.0016961i
0.01949+0.027129i,0.026534+0.073058i,0.015723+0.1203i,-0.0034259+0.12482i,-0.0034645+0.086328i,0.01006+0.050019i,0.013006+0.033768i,0.0012923+0.023845i,-0.0073616+0.015089i,-0.0064207+0.0094228i,-0.0023125+0.0060238i,0.00043814+0.003277i,0.0025188+0.00135i,0.0050416-0.00057069i,0.0052339-0.0020583i,0.0032337-0.00057792i,0.0032101+0.0035362i,0.0060627+0.0076504i,0.010346+0.011622i,0.011794+0.014317i,0.0077397+0.013604i,0.0029426+0.0084112i,0.00092769+0.0033917i
-0.02853+0.0010202i,-0.065085-0.020648i,-0.084578-0.064026i,-0.058676-0.096025i,-0.021563-0.091681i,-0.017411-0.066799i,-0.023237-0.041288i,-0.014097-0.018763i,-0.0025976-0.0035118i,0.0031146+0.0019171i,0.0036244+0.0020693i,0.0011852+0.0038653i,0.0015015+0.0083721i,0.0030522+0.0099137i,0.0015762+0.0074147i,-0.001874+0.0042888i,-0.0056683+0.0012464i,-0.0094949-0.0009469i,-0.01219-0.0038954i,-0.012763-0.0078484i,-0.011494-0.0080621i,-0.0083504-0.0029312i,-0.0049599+0.0031495i
0.010042-0.021114i,0.039834-0.036212i,0.064518-0.026036i,0.048089+0.015723i,0.0088758+0.046843i,-0.0060445+0.047887i,-0.0023857+0.039582i,0.0010062+0.032987i,0.0069295+0.026485i,0.013794+0.015003i,0.014407+0.00096398i,0.0098035-0.006932i,0.0061402-0.0066693i,0.0031364-0.0041881i,0.001146-0.0016054i,0.0026958-0.00095838i,0.0054927-0.0033028i,0.006123-0.0053878i,0.0056364-0.0036789i,0.0057764+0.00022004i,0.0062552+0.00081526i,0.0049015-0.001271i,0.001982-0.0020482i
0.012308+0.019636i,0.014601+0.049909i,0.0036359+0.065141i,-0.0085225+0.036886i,-0.0069936-0.0037582i,-0.00093284-0.020345i,0.0067967-0.016569i,0.015632-0.0065782i,0.017505+0.00039079i,0.012338+0.003344i,0.0076835+0.0052428i,0.0051593+0.0058195i,0.0031939+0.0043844i,0.0014003+0.0013595i,0.00077164-0.00088643i,0.0024432-0.00089183i,0.0050037+0.0018731i,0.0071609+0.0031378i,0.0083208-6.985e-05i,0.008117-0.0038701i,0.0067044-0.004257i,0.0042125-0.0016087i,0.0019125+0.00013916i
-0.019757+0.00061441i,-0.048758-0.010545i,-0.066085-0.026753i,-0.055304-0.022719i,-0.036113+0.0082704i,-0.02279+0.031319i,-0.014707+0.027223i,-0.0074965+0.012263i,-0.00023602+0.0015257i,0.0011736-0.0029839i,-0.0026961-0.0022539i,-0.0042672-0.0014943i,-0.0039783-0.0029032i,-0.0029638-0.0026232i,-0.00040003-0.001113i,0.00020567-0.00037815i,-0.0020262+9.8579e-05i,-0.0039723+0.0027236i,-0.0066698+0.0078241i,-0.0092782+0.010946i,-0.0092106+0.0094515i,-0.0057607+0.0055001i,-0.0014423+0.0032711i
0.013756-0.019405i,0.037444-0.035699i,0.068798-0.036687i,0.076648-0.020282i,0.056759-0.012031i,0.038889-0.017718i,0.029932-0.020908i,0.019957-0.015006i,0.0093917-0.010395i,0.0013329-0.0078655i,-0.0032575-0.0023012i,-0.0058339+3.7451e-05i,-0.007872-0.0010947i,-0.0081089-0.0012973i,-0.0062148-0.0021684i,-0.0039473-0.0042838i,-0.00098647-0.0078736i,0.0017867-0.012356i,0.003214-0.015767i,0.004639-0.016893i,0.0041359-0.014236i,0.00025555-0.0089945i,-0.0027837-0.0041139i
0.005411+0.019746i,0.0030255+0.043199i,-0.015612+0.063235i,-0.036617+0.054744i,-0.037011+0.030945i,-0.026682+0.019341i,-0.022614+0.011671i,-0.020919+0.00089637i,-0.017115-0.0037162i,-0.011807-0.0012164i,-0.0052346+0.0026259i,0.00050213+0.0032671i,0.0036654+0.0016876i,0.0037536-0.00018261i,0.0012759-0.0019747i,0.00020671-0.0015455i,0.0018853+0.00022506i,0.0038792+0.0014558i,0.003375+0.0046748i,0.0012584+0.0088501i,0.00030288+0.010222i,0.0011181+0.0075454i,0.0016873+0.0038702i
-0.016745-0.0016533i,-0.030879-0.013716i,-0.03297-0.034252i,-0.0073126-0.040793i,0.019701-0.030866i,0.025845-0.021912i,0.018612-0.011723i,0.0072448-0.00073695i,-0.002022+0.0036378i,-0.0065285+0.0034361i,-0.0079732+0.0023061i,-0.007578+0.002133i,-0.0051448+0.0035591i,-0.0022524+0.0045337i,6.0144e-05+0.0041964i,0.00068435+0.004115i,-0.0020097+0.0041329i,-0.0046042+0.004252i,-0.0031464+0.0047663i,-0.0002843+0.0035804i,0.00017674+0.0024773i,-0.00060569+0.0024111i,-0.0014009+0.0025309i
0.0060236-0.01188i,0.02214-0.018284i,0.03224-0.013683i,0.01648+0.00081759i,-0.012157+0.0061721i,-0.026523+0.0037046i,-0.024766+0.0019306i,-0.017671+0.0032305i,-0.010544+0.0069502i,-0.0030309+0.0069236i,0.0032531+0.0022807i,0.0059149+0.00046127i,0.0070543+0.002091i,0.0060356+0.0030257i,0.0017224+0.0030694i,-0.0027052+0.0022097i,-0.0040416-0.00077914i,-0.0056597-0.0044009i,-0.009131-0.0050949i,-0.011288-0.0036519i,-0.0091672-0.0025979i,-0.0054522-0.00015453i,-0.0034878+0.0027379i
0.0051531+0.0088682i,0.0047517+0.026265i,-0.0047681+0.036135i,-0.010515+0.025267i,6.7612e-05+0.010546i,0.011589+0.008696i,0.012228+0.014166i,0.0084043+0.01682i,0.0063621+0.014977i,0.0065678+0.0093582i,0.0054727+0.0029916i,0.001908+0.00094124i,0.00020077+0.0027549i,0.00031405+0.0027243i,0.00050144+0.0014036i,0.0014316+0.00074033i,0.0037872+0.0010277i,0.0081474+0.0010586i,0.012928+0.00029125i,0.014506+4.4309e-05i,0.011928-0.00097144i,0.0074243-0.002238i,0.0039366-0.0028796i
-0.011807-0.00091432i,-0.026703-0.010175i,-0.032764-0.024779i,-0.026068-0.027839i,-0.023498-0.015299i,-0.025066-0.0067017i,-0.016664-0.0065116i,-0.0021683-0.0038526i,0.0067142+0.00079333i,0.0086379+0.0024846i,0.0064029+0.0022008i,0.0024088+0.0022495i,0.00051601+0.0019449i,0.0011322+0.0015026i,0.0023949+0.00073259i,0.0028734+0.00052848i,0.0026839+0.0013045i,0.0019135+0.0028179i,-0.00088537+0.0039222i,-0.0052044+0.0026475i,-0.0076508+0.0018694i,-0.0060684+0.0022128i,-0.0030683+0.0023305i
0.00079553-0.0054699i,0.014521-0.0098i,0.029968-0.00029706i,0.031951+0.016214i,0.025776+0.022184i,0.023007+0.019678i,0.017787+0.014825i,0.011581+0.0082414i,0.0095402+0.0016072i,0.0082358-0.0024587i,0.0057798-0.0032663i,0.0031382-0.0035837i,0.00095257-0.0046043i,-0.00024202-0.0043227i,-0.00094105-0.0026915i,-0.0014523-0.0007451i,-0.0021481-0.00023596i,-0.0028506-0.0020327i,-0.0017594-0.0030871i,0.0015081-0.0018097i,0.0027928-0.0012634i,0.0020128-0.0011939i,0.0017942-0.00052853i
0.00086559+0.0070661i,-0.0014965+0.017327i,-0.012003+0.021962i,-0.020671+0.011919i,-0.01892-0.0025958i,-0.013754-0.012108i,-0.0063674-0.01604i,0.0015498-0.015043i,0.0045316-0.010892i,0.0032309-0.0038594i,0.00056845+0.0032912i,-0.0012544+0.0064685i,-0.0016254+0.0057013i,-1.0316e-05+0.0026954i,0.0010869-0.0023279i,0.00066597-0.006774i,0.0019145-0.0085764i,0.0048685-0.0084646i,0.0047417-0.0090382i,0.0020257-0.0087774i,-0.00021001-0.0064085i,-0.0017011-0.002828i,-0.0019345-0.00028194i
-0.0086346-0.00031128i,-0.015762-0.0056949i,-0.01529-0.012351i,-0.0015314-0.0086893i,0.01183+0.0028423i,0.011741+0.010244i,0.0023074+0.0091889i,-0.004109+0.0033526i,-0.0061444-0.0010365i,-0.0080494-0.0021362i,-0.0073586-0.0019117i,-0.0040831-0.0020894i,-0.0031884-0.0022392i,-0.0033883-0.0014948i,-0.0020222-0.00061009i,-2.5866e-05+0.00035401i,0.0010162+0.00090262i,0.00072806+0.0013855i,-6.7542e-05+0.0048868i,0.00094108+0.0088682i,0.0021694+0.0095458i,0.0016945+0.007894i,0.001202+0.0057209i
0.003884-0.0057003i,0.012141-0.01104i,0.016277-0.01293i,0.0086811-0.0098181i,-0.0029192-0.011768i,-0.0062736-0.016079i,-0.0039335-0.012401i,-0.0045416-0.0043604i,-0.0076596+0.0002889i,-0.008952+0.00058967i,-0.0062302-0.00025493i,-0.001697+0.00054255i,0.0014407+0.0021925i,0.00089992+0.0022231i,-0.0018861+0.0014029i,-0.0033343+0.0016101i,-0.0031521+0.0022754i,-0.003504+0.00053351i,-0.0045165-0.0033447i,-0.004228-0.0060676i,-0.0040871-0.0054548i,-0.0056784-0.0025996i,-0.0051421-0.00019752i
-0.00071861+0.005406i,-0.00096704+0.014507i,-0.0074081+0.019401i,-0.011047+0.016534i,-0.0077247+0.01602i,-0.0063344+0.018255i,-0.0095752+0.015865i,-0.010346+0.011983i,-0.0077954+0.0097022i,-0.0041672+0.007391i,-0.0009874+0.0037502i,0.00022311+0.0021803i,0.00098424+0.0032558i,0.0012077+0.0029428i,-0.00021827+0.00191i,-0.0025414+0.0014495i,-0.0038165-0.00024703i,-0.0024379-0.0011946i,-0.0015861-0.00016887i,-0.0014239+0.0018924i,-0.00019182+0.0028242i,0.0014451+0.0021638i,0.0009769+0.0021391i
-0.0063995+0.0010009i,-0.013333-0.0039323i,-0.014618-0.011606i,-0.0083622-0.015543i,-0.0041988-0.014528i,-0.0012004-0.012539i,0.0024655-0.0057359i,0.003795+0.0049729i,0.0031332+0.011563i,0.0018271+0.0093651i,0.00051852+0.0032474i,-0.0012392-0.00015072i,-0.0014107-0.0002368i,0.00037583+0.0010826i,0.0025793+0.0025943i,0.0042726+0.0023491i,0.0050124+0.0013218i,0.0053025+0.0024878i,0.0053734+0.0032854i,0.0054139+0.00087509i,0.004293-0.0016809i,0.0031504-0.001809i,0.0018505-0.0017443i
0.0040218-0.0032113i,0.0099087-0.0041196i,0.015469+0.0002095i,0.010771+0.0087735i,0.0015973+0.014518i,-0.0034582+0.015032i,-0.004765+0.010977i,-0.0014649+0.0065834i,0.0046795+0.004714i,0.0081156+0.00245i,0.0084794-0.0001347i,0.007611-5.6436e-05i,0.0057401+0.00022323i,0.0032444-0.0011326i,0.00020272-0.0013506i,-0.00079818+0.00043599i,4.7065e-05+0.0013364i,-0.00064732+0.00067601i,-0.0022162+0.00104i,-0.0036379+0.0024638i,-0.0044892+0.0023224i,-0.0037853+0.0015996i,-0.0016371+0.0017447i
0.0020362+0.0040799i,0.0012872+0.0083322i,-0.0031877+0.0099442i,-0.0040554+0.0019656i,0.00045685-0.0069818i,0.0053784-0.007395i,0.0084237-0.0039106i,0.0088062-0.0012024i,0.0098702-0.00029425i,0.010107+4.1089e-05i,0.0069351+0.0012958i,0.0019152+0.0027085i,-0.0010714+0.0029177i,0.00052228+0.0018354i,0.0028323-1.285e-05i,0.0027381-0.0018368i,0.0026527-0.0015876i,0.0033481-0.0015695i,0.0045538-0.0027214i,0.0054353-0.003647i,0.0046878-0.0044308i,0.0030767-0.0040595i,0.0015708-0.0022213i
-0.007682-0.0047038i,-0.011724-0.0066403i,-0.01419-0.0069647i,-0.01101-0.0015141i,-0.0079362+0.0052033i,-0.0081026+0.0055588i,-0.0070591+0.00040142i,-0.0025824-0.0047821i,0.0009635-0.0055201i,0.0012128-0.0032658i,-0.00052769-0.00086335i,-0.0012159+0.00010968i,-0.0015766-0.00050939i,-0.001631-0.0012835i,-0.0013873-0.0024724i,-0.0022954-0.0047378i,-0.001369-0.0068878i,0.00031268-0.0068787i,9.9279e-05-0.0048752i,-0.001793-0.0018286i,-0.0032833+0.0015486i,-0.0031111+0.0033316i,-0.003054+0.0030516i
0.0032653-0.0020603i,0.007289-0.0044303i,0.010003-0.0056178i,0.007984-0.0056596i,0.0069205-0.0067742i,0.0072145-0.0053937i,0.0043343-0.0019545i,-0.0011886-0.0029518i,-0.0045782-0.0057134i,-0.004653-0.00537i,-0.0031423-0.0037535i,-0.0010644-0.0020211i,-0.0011175-0.00048466i,-0.0023132+0.00047775i,-0.0021274+0.00011893i,-0.00046445-0.00061777i,0.0018861-0.00090314i,0.0020474-0.0010474i,0.0011296+0.00024339i,0.0013619+0.0019386i,0.0010727+0.0022649i,0.00073196+0.0013349i,0.0010557+0.0019869i
0.0012827+0.0060631i,0.0010335+0.0096793i,-0.00044378+0.011691i,-0.0034158+0.0089108i,-0.0068969+0.0045642i,-0.010527+0.00019914i,-0.010491-0.0035234i,-0.0076849-0.0044924i,-0.0064575-0.0034432i,-0.0062241-0.00038064i,-0.0052517+0.002264i,-0.0043593+0.00258i,-0.0033016+0.001984i,-0.0018813-9.9995e-05i,-0.0019549-0.0016332i,-0.003516-0.0011262i,-0.0032902+1.5841e-05i,-0.002111-0.00056155i,-0.0030297-0.0023938i,-0.0054553-0.0024917i,-0.0058145-0.00073542i,-0.0036016+0.00087172i,-0.0027362+0.0013507i
-0.0031702-0.0026725i,-0.006099-0.0055308i,-0.0059877-0.0082161i,-0.0015725-0.0079068i,0.0033763-0.0035718i,0.004374+0.0022233i,0.00094014+0.007171i,-0.0029463+0.0092613i,-0.0051545+0.0088332i,-0.0057376+0.0064779i,-0.0053753+0.0026695i,-0.0035469+0.00051494i,-0.0010506+0.00034837i,-2.0281e-05+0.0017297i,-8.4998e-05+0.003722i,-0.00057574+0.002936i,-0.0023668+0.00060085i,-0.0027369+0.00071597i,-0.00039589+0.0031903i,0.0010983+0.0039324i,0.0020693+0.0029029i,0.0021987+0.0015776i,0.0015175+0.0012609i
-0.00065676-0.0040122i,0.0037486-0.0056241i,0.0037895-0.003297i,-0.00034653+0.0016204i,-0.0052567+0.0032899i,-0.0057692+0.00087369i,-0.0018002+0.00030078i,0.0015978+0.0044014i,0.0030899+0.0081885i,0.0030624+0.0064247i,0.0018744+0.0030412i,0.0020647+0.0027514i,0.0032553+0.0026215i,0.0030647+0.0011751i,0.0024174+0.00020692i,0.0033367+0.00011157i,0.0053498-0.00074397i,0.0059008-0.0012194i,0.0044837-0.00094083i,0.0022918-0.0014675i,0.00019278-0.0017962i,-0.0018993-0.0011284i,-0.002786-0.00074234i
-0.0033887+0.0021066i,-0.0029234+0.0070758i,-0.0051381+0.0087693i,-0.0042093+0.007143i,0.00043447+0.0065285i,0.0040895+0.0062728i,0.0044189+0.0064156i,0.0047537+0.0078903i,0.0060794+0.0082892i,0.0065366+0.0053547i,0.0052591+0.0023258i,0.0025165+0.002246i,-0.00014047+0.0031019i,-0.0010047+0.0027029i,-0.00021782+0.0029193i,0.00080325+0.0049482i,0.0018234+0.0055745i,0.0028015+0.0043431i,0.0015674+0.0037296i,-0.0001323+0.0038112i,0.00050086+0.0027792i,0.0013361+0.00082757i,0.0010954+0.00032446i
-6.6156e-05-0.0010181i,-0.0048236-0.0013188i,-0.0069064-0.0057774i,-0.0060529-0.007014i,-0.0061393-0.0053196i,-0.0040361-0.004765i,0.00085024-0.0036491i,0.0046716-0.00079991i,0.0075422+0.0013073i,0.0071042+0.00061355i,0.0047077-0.0011232i,0.0026393-0.0018768i,0.0014813-0.002085i,0.0019498-0.0015516i,0.0018496-0.0018096i,-0.00010086-0.0033786i,-0.0011269-0.0041388i,-0.00025644-0.0032872i,0.0010756-0.0031978i,0.00026354-0.0045579i,-0.0017798-0.0055562i,-0.0021246-0.004677i,-0.0022318-0.0025381i
0.0020842-0.0016619i,0.0037068-0.0031363i,0.0063322-0.0025811i,0.0068426-0.00070427i,0.004769+0.0010122i,0.00188+0.0021686i,-0.00054713+0.00077775i,-0.00079516-0.003078i,0.00064008-0.0054509i,0.0013371-0.0045537i,0.0014683-0.0036678i,0.0012578-0.0035103i,-0.00053002-0.0020864i,-0.0016773-0.0017691i,-0.0021252-0.0024762i,-0.0021441-0.0031651i,-0.00089394-0.00466i,-0.00011526-0.005374i,-0.0012081-0.0033273i,-0.0010727-0.0002704i,8.9176e-05+0.0019096i,0.00016861+0.0026812i,-0.0017637+0.0024246i
-0.0029002+0.0031964i,-0.0028136+0.0055272i,-0.0044347+0.006532i,-0.0056971+0.0040318i,-0.005768+4.5741e-05i,-0.0045189-0.0028233i,-0.0032303-0.0031545i,-0.00379-0.0029537i,-0.0045539-0.0031337i,-0.0034378-0.0011636i,-0.0020975+0.0011002i,-0.00071103+0.0018137i,-0.00025667+0.0022859i,0.00035952+0.0016311i,0.0021146-0.00059502i,0.0023556-0.0012805i,0.0023422+0.00080548i,0.0026481+0.00069977i,0.0014359-0.00035937i,-0.0007578+0.00024208i,-0.002499+0.0010152i,-0.0017801+0.001242i,7.2138e-05+0.0012339i
