-0.00071201+0.0010985i,-0.0011341-1.0312e-05i,-0.0017729-0.0013801i,-0.001521-0.0011516i,-0.0012908+4.8574e-05i,-0.0015491+0.0013682i,-0.0010402+0.0018973i,-0.00014022+0.0022662i,0.00099223+0.0012183i,0.00077862+2.1568e-05i,-6.6738e-05-0.00020993i,5.2193e-05-0.0012949i,0.0001378-0.0017405i,-0.00051855-0.0012062i,-0.00044476-0.00042827i,-0.00016843-7.5583e-05i,-0.00069933+0.00018046i,-0.00038807+0.00059131i,-0.00020279+0.00019452i,-0.00010542-0.00036948i,0.00020772-4.6142e-05i,0.00014275-0.00022741i,-0.00033091+0.00029484i
-0.00083183-9.1211e-05i,-0.0013589+0.00020764i,-0.0017233+0.00048934i,-0.0023698+0.00025429i,-0.0021719+0.0001341i,-0.00084917+0.0002361i,-0.00014025+0.00046314i,-0.00066127+0.00058533i,-0.0010984+0.00022979i,-0.00098479+0.00036361i,-0.0005808+0.00068138i,-0.00032044+0.00077816i,-0.00045884+0.00098958i,-8.2453e-05+0.00058698i,0.00010069+0.00032072i,-0.00045757+0.0007832i,-0.00068121+0.00088869i,-0.00056859+0.00023553i,-0.00058996+0.00020752i,-0.00036742+0.00051452i,0.00011072+0.00040215i,0.00025403+0.00047833i,-0.00035707-0.00026656i
0.00019751+0.00084767i,-0.00040702+0.00080235i,-0.00011669-0.00024544i,1.1232e-06-0.0002836i,-0.00035301+0.00054035i,-0.00054143+0.00059839i,-0.00054241+0.00017616i,-7.2678e-05+8.1382e-05i,0.0001013+0.00072105i,-0.0001239+0.0005345i,1.7626e-05+0.00036945i,0.0006289+0.0008798i,0.0012618+0.00071594i,0.0013614+0.00048319i,0.00045921+0.0007067i,1.2e-05+0.00011013i,0.00047448-0.00065283i,0.00096817-0.00044696i,0.0010673+7.4613e-07i,0.00068325-0.00010248i,0.00042008+0.00033327i,0.00047582+0.00079809i,-7.1988e-05+0.00012875i
-0.0003526+0.00036037i,-0.0015066-0.00024928i,-0.0021039-0.00093818i,-0.0021072-0.00086955i,-0.0018696-0.0004073i,-0.00096078+0.00077465i,0.00057603+0.001059i,0.00060711+0.0004541i,-0.00076411-0.00015199i,-0.0015503-0.00012927i,-0.0010909+0.00099595i,7.7512e-05+0.0013225i,0.00062944-5.9115e-05i,0.00076318-0.00087082i,0.00038895-0.0011893i,3.9368e-05-0.0017169i,0.00081987-0.0015744i,0.00059454-0.00070741i,2.8978e-05+0.00035246i,-1.2556e-05+0.00065234i,-0.00024579-3.8326e-05i,-0.0011595-0.00053934i,-0.0013094+0.00017663i
-0.001271+0.00084706i,-0.001887+0.00025723i,-0.0021905-0.00088218i,-0.0014789-0.00088188i,-0.00025328+0.00018947i,0.00081106+0.0011412i,0.0006577+0.00063803i,0.00028565-0.00011561i,-2.4599e-05+3.2609e-05i,-0.0011463-2.999e-05i,-0.0014397-9.6085e-05i,-0.00062579-0.00044237i,-0.0002638-0.0012955i,-0.00061337-0.0015586i,-0.00037683-0.00051904i,-0.00013683+1.7594e-05i,0.00014946-0.00092694i,-0.00013454-0.00083767i,-0.0011258+0.00036128i,-0.0010958+0.00052624i,-0.00069087-5.8502e-05i,0.00021735+9.0504e-05i,0.00039081+0.00040015i
-0.0017479-0.00072107i,-0.0029853-0.00053466i,-0.003888-0.00068998i,-0.0027817-0.00072506i,-0.0017692+0.00018107i,-0.00088621+0.00072513i,-0.00041291+0.0011296i,-0.0008482+0.001194i,-0.00098341+0.00085617i,-0.00050707+0.00053376i,-0.00042589+0.00085771i,-0.00095126+0.001229i,-0.00098585+0.0010246i,-0.00076087+0.0013716i,-0.00070747+0.0010055i,7.6746e-05-3.7905e-05i,0.00058013-0.00067501i,-0.00017589-0.00051386i,-0.00057146+3.267e-05i,0.00035693-0.0002788i,0.00065802-0.00026678i,0.00061854-6.1348e-06i,0.00028466-9.698e-05i
5.6814e-05+0.0010076i,0.00081189+0.00065464i,0.00096053+0.00072388i,0.00021687+0.00020806i,-0.00092169-8.9109e-05i,-0.0012085+9.965e-05i,-0.00068712-0.0011128i,-0.0002415-0.0016947i,-0.00015119-0.0009972i,-0.00027862-0.00022107i,-6.6296e-05+0.000791i,0.00054934+0.00103i,0.0010247+0.00099451i,0.00090635+0.0010399i,0.00023189+0.0007584i,-0.00028472+0.0005887i,-4.9727e-05+0.00045677i,0.00056693+0.00085247i,0.00035051+0.0010391i,-2.6594e-05+0.00088074i,2.1766e-05+0.00034902i,-0.00049407+0.00035578i,-0.0010768+0.00063732i
0.0010817+0.0015431i,-8.1459e-06+0.0012029i,-0.0011971+0.0013589i,-0.0019697+0.0017424i,-0.001991+0.0010623i,-7.1827e-05+0.0013134i,0.00123+0.0017335i,0.00051548+0.00098009i,-1.2206e-05+0.00039015i,-0.00075795-0.00020657i,-0.0010139-0.00025379i,-0.00066108+0.00038492i,-0.00041427-0.00017487i,6.6699e-05-0.00095932i,0.00068367-0.00066155i,0.00064788-0.00028575i,0.00030801+0.00015554i,0.00071432+0.00024587i,0.00096195+0.00014682i,0.00077561+8.2283e-06i,-1.0552e-05-0.0014005i,-0.00040555-0.0018951i,0.00047929-0.00087887i
-0.0012705-0.00043753i,-0.0017796-0.00040326i,-0.0014861-0.00079067i,-0.001047-0.0014286i,4.7248e-05-0.00018484i,0.00079919+0.00048715i,-0.00023056+0.00010082i,-0.00057768-0.00040056i,0.00023843-0.00010872i,-8.8076e-06+0.0007021i,-0.0014072+0.00035901i,-0.0021011-7.3591e-05i,-0.0010343-0.00035811i,-7.1465e-05-0.00034545i,0.00017676-0.00051604i,-2.6942e-05-0.00094657i,-0.00075269-0.0013014i,0.00010893-0.0012329i,0.00081583-0.00059702i,0.0010612-0.00040117i,0.00084039-0.00041145i,0.00019112-0.00038556i,0.00036098-6.5181e-05i
-0.00018253-0.0018324i,-0.001277-0.0015736i,-0.0023071-0.0016988i,-0.0037106-0.0012645i,-0.0033859+0.00065852i,-0.0012268+0.00080623i,-0.0011072-0.0003316i,-0.0014446-0.00016604i,-0.00098807+0.00024001i,-0.0013307+6.683e-05i,-0.0016058-4.3504e-05i,-0.0010458-1.9521e-06i,-0.00108-0.00027083i,-0.0018152-0.00052576i,-0.0019468-0.00029941i,-0.00082613+5.3261e-05i,0.00015652+0.00014533i,8.1443e-06-8.599e-05i,-0.00016829-5.3708e-05i,0.00070084+3.4955e-05i,0.00092526-0.00021812i,0.00048627+0.00028462i,0.00025028+0.00088445i
-0.0013521+0.00044423i,-0.001866+0.00086066i,-0.0025823+0.00099952i,-0.0028341+0.00083162i,-0.0011323+0.0010517i,-0.00029392+0.0011742i,-0.0011042+0.0015124i,-0.0011856+0.0016134i,-0.00084366+0.00063866i,0.00031659+0.00018815i,0.00075088+0.00031634i,0.000331+0.0010844i,-0.00038186+0.00096554i,0.00022841+9.4423e-05i,0.00030921+0.00058867i,-0.00020592+0.00072562i,-0.00049379+0.00018267i,-0.00057731+0.00012819i,-0.00035536+0.00030679i,-0.00061138+0.00072758i,-0.00063357+0.0008686i,-0.00017048+0.00066076i,0.00073509+0.00046753i
-0.0018051+0.0017788i,-0.00055668+0.0013536i,-0.00051216+0.0022797i,0.00045354+0.0028321i,0.0015602+0.0024512i,0.001173+0.00094219i,0.00060848+1.4508e-05i,-0.0001325+0.00027452i,0.00011174+0.0010034i,0.00049918+0.00033651i,7.3932e-05-0.00013655i,0.00012615-0.00040885i,0.00074579-0.0010799i,0.0018707-0.00067177i,0.0023695-0.00054035i,0.0020776-0.00059684i,0.00068447+0.00026013i,-3.785e-05+0.00036454i,0.00032061+0.00024438i,0.00093729+0.0010653i,0.0013634+0.00054974i,0.00074613-0.00042376i,0.00010508-0.0004547i
-0.0002751+0.00049202i,-0.0006856-0.0002804i,-0.001615+0.00014002i,-0.0017964+0.00039467i,-0.00083753+0.00015615i,0.00037682-3.7519e-05i,-4.3482e-05+0.00014863i,-0.0010357+0.00028452i,-0.00063639-0.00045059i,-0.00023643-0.0011871i,-0.00070819-0.0013863i,-0.00051247-0.00069505i,-0.00066474-0.00038976i,-0.0010173-0.00068902i,-0.00048614-0.00062391i,-0.00019608-0.00052924i,-0.00012061+8.3976e-05i,-0.00021789-2.1361e-05i,-0.00027076-0.00095707i,0.00027317-0.00090869i,0.00087792-0.0005018i,0.00081921-0.00076628i,0.00037363-0.0011781i
-0.0015014-0.0020396i,-0.0019722-0.0026194i,-0.0030263-0.0021374i,-0.0027849-0.0014045i,-0.0021889+8.8305e-05i,-0.0014232+0.00082831i,-0.0011164+0.00037683i,-0.0014106+0.00046725i,-0.0017961+0.00046778i,-0.0016606+0.00038793i,-0.0011236+0.00079734i,-0.00052561+0.0010329i,-0.0003919+0.00061065i,-0.00041094+0.00019058i,0.00016983+0.00039892i,-0.00023791+0.00016748i,-0.00033242-0.00031643i,4.4903e-05-0.00077705i,-5.3956e-05-0.0012194i,0.0001411-0.00083588i,0.00048106-0.00087855i,0.00083417-0.0013154i,0.00076079-0.00077622i
-0.0012534+0.0017263i,-0.0023486+0.0020355i,-0.0026949+0.0020266i,-0.0030676+0.0014084i,-0.0023057+0.00046437i,-0.001484-0.00020568i,-0.0012508-0.00039714i,-0.00066442-0.00018891i,-0.0004913-0.00034767i,-0.00019409-0.00017321i,-5.6184e-05+0.00059966i,-0.0001292+0.00074116i,0.00047439+0.0010248i,0.00066939+0.0014217i,0.00060571+0.0010226i,0.00064824+0.0004797i,-0.00014047-5.2541e-05i,-0.00086489-0.00054815i,-0.00070502-0.00063379i,-0.00065348-0.00074998i,-0.00025526-0.0002436i,0.0001904+0.00025973i,-0.00023053-0.00055467i
-0.00091403-7.9379e-05i,-0.0017966-0.001036i,-0.0013001-0.0019495i,-0.00059668-0.00078021i,5.635e-05+0.00076129i,0.0008362+0.0006788i,0.00098284+0.00046009i,0.00043687+0.00042011i,-0.00028656+0.00079404i,-0.0011882+0.0011063i,-0.00080502-2.0263e-05i,0.00047309-0.00068291i,0.00061001-0.00079343i,0.00034651-0.00061481i,-0.00019526+3.0559e-05i,-0.00063455+0.00074196i,-0.0003505+0.00086908i,0.00064273+0.00054796i,0.00098793+0.00066051i,0.00034793+0.00040315i,-5.1144e-05+0.00032054i,-0.00028503+2.2269e-05i,0.00015557-0.00058602i
0.00098903+0.00079807i,0.00077342-0.0004395i,0.0008173-0.0011973i,-0.00032098-0.0014756i,-0.00080923-0.001292i,0.00029021-3.8099e-05i,0.00064834+0.00077623i,-0.00030026+0.00085469i,-0.00089819+0.00039885i,-0.0013739-0.00014048i,-0.00091476+8.232e-05i,-0.00086387-3.8299e-05i,-0.00061113-0.0011424i,5.425e-05-0.0019279i,0.00034163-0.0010366i,0.00030265-0.00081992i,-0.00061843-0.0013141i,-0.00031771-0.0012905i,0.0005929-0.0010928i,0.00023541-0.001103i,-7.9086e-05-0.00043761i,4.7452e-05-0.00017303i,0.00037219-0.00023221i
-0.0017651+0.00025121i,-0.00091855-0.00054599i,-0.00034835-0.0025025i,-0.00043007-0.001965i,-0.00068278+0.00015025i,-0.00027943+0.00080616i,-0.00038411+6.853e-05i,-0.0010351+0.00019598i,-0.0012353+0.00046326i,-0.00091887-0.00056034i,-0.00045581-0.00057207i,-0.00078742+0.00040976i,-0.0011778+0.00022261i,-0.00088862-0.00063596i,-0.0002277-0.00021209i,0.00014683+0.00022053i,-0.00015361-0.00032634i,6.578e-05-0.00098175i,0.00015914-0.00035145i,-0.00022589+0.00014334i,0.00012108-0.00086635i,0.00027883-0.00063455i,9.1413e-06+0.00026376i
0.00097837-0.0016385i,0.00058334-0.0021466i,-0.0014066-0.0019126i,-0.003172-0.001154i,-0.0039806-0.00013183i,-0.0026232+0.00048539i,-0.0011945-0.00014566i,-0.00062299-0.00021432i,-0.00054784-0.00045608i,-3.7661e-05-0.0010202i,0.00027534-0.00056554i,-0.00014102-0.00033454i,-0.00031381-0.00017811i,0.00037083+0.00031433i,-7.1302e-05+0.00095797i,-0.0012591+0.0005508i,-0.001148+7.3578e-05i,-0.00032251-0.00013008i,-0.00075446-0.00061373i,-0.0016217-0.00082875i,-0.00099809-0.00045983i,-5.2888e-05-0.00018159i,3.5801e-05-7.9701e-05i
0.0013292+0.0027802i,0.00064032+0.0030375i,-9.1621e-06+0.0017856i,0.00026652-0.00050399i,0.00042893-0.0012738i,0.00012019-0.00044458i,-0.00037707-0.00023681i,-0.00064206-0.00056319i,-0.00054003-0.00038552i,-0.00079187-0.0011412i,-7.6067e-05-0.0013447i,0.0011636-0.00098403i,0.0011368-0.00030974i,0.00099169+0.00036739i,0.00078479-7.0125e-05i,0.00038272-0.00013807i,0.00028173+0.0005088i,-0.00033798+0.00037433i,-0.0010942+0.00025949i,-0.00065881+0.00018631i,3.6759e-06-0.00026864i,-0.00019111-0.00017014i,-0.00020161+0.00010252i
-4.3811e-05-7.4066e-05i,-0.0014371-4.2846e-05i,-0.002295-0.00069108i,-0.0022796-0.00063422i,-0.0019656+0.00020726i,-0.00034593+0.00061755i,-0.00019665+0.0010667i,-0.00099126+0.00047313i,-0.0011256-0.00013557i,-0.00092106+0.00044999i,-0.001357+0.0010724i,-0.0018386+0.00025591i,-0.0014261-7.071e-05i,-0.0010146+7.961e-05i,-0.00087969+0.00058222i,-0.00031609+0.00075102i,-3.47e-05+6.689e-05i,-0.00027733-0.00047334i,-0.00022617-0.00012204i,-2.5266e-05+0.00017319i,-0.00016682+0.00028386i,-0.00047809+0.00010836i,-0.0001789-8.4887e-05i
-0.0026323+0.00051835i,-0.0031008+0.00034849i,-0.001845+0.00017775i,-0.0011544-0.0004653i,-0.00075216-0.00020611i,0.00041486+0.0008486i,0.00036875+0.00057036i,-0.00027608+0.00029864i,-0.00054251+0.00071215i,-5.0618e-05+0.00092523i,0.00072228+0.0011938i,0.00093947+0.0010575i,0.00021922+0.00020394i,-6.1597e-05-0.0010122i,0.00033184-0.001828i,-3.5474e-05-0.0015486i,-0.00079185-0.00052043i,-0.00095804-0.00011845i,-0.00035791-0.00020574i,-0.00035716-0.00075824i,-0.00070702-0.00078044i,-0.00056365-7.4892e-05i,-6.2174e-05+0.00038161i
0.0004862-0.00058026i,0.00024578-0.00017063i,-0.00061744-0.00079326i,-0.0014561-0.00047161i,-0.0014892+0.0010065i,-0.001616+0.0014098i,-0.0019341+0.00057484i,-0.0017163+0.00014879i,-0.00040687+2.0397e-06i,0.00087169-2.7424e-05i,0.001121+2.6604e-05i,0.00069044-8.9845e-05i,-0.00039207-0.00030299i,-0.0009841-0.00060308i,-0.00077089-0.00038461i,-0.00067183+0.00028547i,-0.00034022+0.00082836i,0.00034744+0.0011378i,0.0003096+0.00043836i,-0.00017153-7.6836e-05i,-0.00057657-0.00019645i,-9.3484e-05-0.00061293i,0.00057391-0.00079968i
-0.0013688-0.00087684i,-0.0021543-0.00044626i,-0.003162-0.00038863i,-0.0027468-0.00013459i,-0.0015526+0.00097711i,0.00036411+0.00083846i,0.0015045+0.00038783i,-6.931e-05+0.00031661i,-0.0014951-0.0010701i,-0.00045917-0.0020083i,-0.00022669-0.0013747i,-0.0002014-0.00068906i,0.00056399-0.00043276i,0.0003708+9.7328e-05i,0.00016245+0.00079615i,0.00075482+0.00060987i,0.001+0.00035597i,0.00044128+0.00016559i,-0.00043876-0.00019453i,-0.0006434-0.00016193i,-0.00039155+1.3562e-05i,-0.00016394+9.3823e-05i,-0.00010981-0.00029901i
0.00079308-0.0001828i,0.00055345-0.0012995i,-0.00067302-0.0013117i,-0.0011322-0.000933i,-0.00093604-0.0008004i,-0.0011344-0.00041562i,-0.0009348+0.00089078i,-0.00089047+0.001204i,-0.001098+0.00043683i,-0.0010123-0.00014525i,-0.0009709-0.0002387i,-0.0014792+0.00027276i,-0.0014919+0.00051014i,-0.00058203+0.00063193i,0.00059658-0.0003546i,0.0015005-0.00037314i,0.0013795+0.00031154i,0.00056442-0.00021744i,-0.0004815-0.00037198i,-0.0002564+0.00063518i,0.000358+0.00063736i,0.0010327-0.00031903i,0.001169-0.00030888i
-0.0054413-0.00090428i,-0.0060403-0.00038386i,-0.0063158-0.00017093i,-0.0049259+0.00056455i,-0.00282+0.0014504i,-0.00075662+0.001309i,-0.00028983-0.00011252i,-0.0010537-0.00050263i,-0.0014512-6.4074e-05i,-0.0017578+0.00067539i,-0.0013369+0.0018124i,-0.00016424+0.0021683i,0.00069949+0.0024367i,0.00090739+0.0015713i,0.00050618-0.00048752i,0.00068197-0.0012086i,0.00046576-0.00093553i,-0.00070312-0.00077471i,-0.0013303-0.0010202i,-0.00083052-0.00035164i,-2.1906e-05+0.00044957i,0.00028421+0.00040589i,0.00066083+0.00067234i
-0.0019493+0.00077136i,-0.0014603+0.0013482i,-0.001273+0.0019519i,-0.0014284+0.0022086i,-0.00075944+0.001219i,-1.8754e-05+0.0011316i,-0.00078027+0.00075764i,-0.0013634+0.00023214i,-0.00057831+0.00074407i,0.00028643+0.00062488i,0.0010586+0.00026865i,0.001547+0.00029665i,0.00070999+0.00014096i,-8.9211e-05-0.00068622i,-0.00045779-0.0013325i,-0.00033657-0.0012234i,0.00018393-0.00068216i,-0.00046673+0.00058313i,-0.0012267+0.00091433i,-0.00033732-0.00017481i,0.00030121-0.00070231i,0.00014758-0.00031215i,0.00022612+0.00022761i
0.0010913-0.00051709i,0.00099519-0.00028817i,-0.00033747-0.00048614i,-0.00093271-4.2989e-05i,-0.00034419+0.00076785i,0.00070781+0.00097313i,0.00079614+0.00049099i,0.00018515-0.00037885i,0.00026074-0.00083135i,0.00060553-0.00076569i,0.00051895-0.00084563i,0.0003361-0.00066985i,-0.00075618-0.00032813i,-0.0021011-1.7616e-05i,-0.0022218+0.00071587i,-0.0011981+0.00047932i,-0.00012501-0.00029757i,0.00053596-0.0005845i,0.00044843-0.00056555i,-0.00012004-0.00049791i,-0.00021661-0.00032261i,0.00047098+0.00026627i,0.00058025+0.00044774i
-0.0013687-0.0014278i,-0.0014921-0.0029639i,-0.0034417-0.0029806i,-0.004293-0.0017859i,-0.0018582+0.00019951i,0.00049843+0.0012815i,0.00099751+0.00086155i,-0.00050285-0.0003363i,-0.0020928-0.00081026i,-0.0021293-0.00067969i,-0.0023344-0.0006101i,-0.0020291+9.5599e-05i,-0.0014252+0.0009141i,-0.00059638+0.00098864i,-0.00011783+0.0013194i,9.2006e-05+0.0011901i,0.0010573+1.6015e-07i,0.0012648-0.00089382i,0.0011375-0.0015633i,0.00082625-0.00091121i,0.00027323+0.00012188i,-8.7335e-05-0.00024574i,5.2281e-05-0.00044446i
-0.0005765-0.0034694i,-0.0012615-0.0044591i,-0.0030079-0.0048503i,-0.004746-0.0024494i,-0.0040921+0.00034887i,-0.0025969+0.00089836i,-0.0019658+7.5616e-06i,-0.0023394-0.00031803i,-0.0029314+0.00066483i,-0.0032917+0.0018324i,-0.0026508+0.0019941i,-0.0014809+0.001068i,-0.00013474+0.0004388i,0.0010032+0.0012686i,0.00096879+0.0015545i,0.00077191+0.00042372i,0.00059109-0.00041087i,-0.00010565-0.00045481i,-0.00030817-0.0013228i,-0.00021731-0.0013867i,-0.00051672+0.00013929i,-0.00057827+0.00047029i,-0.00013939-0.00041118i
-0.00053014-0.00061983i,-0.00053602-0.00035059i,-0.00080464-0.0015156i,-0.00070285-0.0012967i,-0.0013698+0.000152i,-0.0014122+0.0014446i,-0.0011691+0.0017213i,-0.0025228+0.0010832i,-0.0020296+0.00073931i,-0.00092291+0.0009057i,-0.00084589+0.00060403i,-0.00045308-0.00019876i,7.2217e-05-0.00069421i,0.00012216-0.00061835i,-0.00015331-0.00049332i,-0.00027047-0.00039548i,-0.00026181-0.00075565i,-0.00050464+4.1949e-05i,-0.00069157+0.00077693i,-0.00016209+0.00013589i,0.0003701-0.00058518i,0.00069819-8.6444e-05i,0.00035911+0.00065917i
-0.0018214-0.00079498i,-0.0020988-0.00088657i,-0.0030219-0.00087569i,-0.004004+7.0403e-05i,-0.0023637+0.0013327i,0.00044821+0.0019044i,0.0006236+0.0012994i,-0.00011048+0.00094339i,-0.00060482+0.0011425i,1.2208e-05+0.00057259i,0.00047505-0.00042721i,0.00017559-0.0011403i,-0.00042263-0.0010163i,-0.00092039-0.00046734i,-0.00089512-4.312e-05i,-0.0010656+0.0004884i,-0.00059049+0.00096901i,-0.0002516+0.00063273i,-0.00034324+0.00079047i,1.4614e-07+0.0013046i,0.00021356+0.00086137i,0.00055661+0.00045393i,0.00068056-3.1987e-05i
-0.00053284+0.0023341i,-0.00029134+0.0013175i,-0.00019654+0.0020206i,-5.2708e-05+0.0023943i,0.00053665+0.0013717i,0.00055504+0.00032479i,0.00013294-0.00028885i,0.00013877-0.00097675i,6.2302e-05-0.00074291i,-0.00048353-0.00017621i,-0.00050628-0.00059541i,-0.00085693-0.0003358i,-0.00072871+0.00052259i,-1.7186e-05+0.00062427i,0.00029079+0.00031389i,0.00025149-0.00033143i,-2.4761e-05-0.0011055i,-0.00012111-0.00070749i,-0.00014196-5.5272e-05i,-0.00013188-0.00026404i,-0.00011522-0.00021929i,0.00036115-0.00022836i,0.00031115-0.00068625i
-0.0014882-0.0018549i,-0.00061755-0.0028163i,-0.0016679-0.0037755i,-0.0029211-0.0024376i,-0.0035153-0.00069991i,-0.0024377+0.00024729i,-0.00090667+0.0006136i,-0.00080548-0.00023232i,-0.0014739-0.00071906i,-0.002477-0.0010669i,-0.0029652-0.0012016i,-0.0018919+2.0939e-05i,-0.00053832+0.0015518i,-0.00043482+0.0023337i,-0.00016662+0.0019293i,0.00059816+0.00061106i,0.00016237-0.00056269i,-0.00080667-0.00050765i,-0.00070634-0.00076252i,-0.00010857-0.0014386i,0.00023287-0.00049973i,0.00022788+2.4838e-05i,0.00016307-0.00052367i
0.00041329+0.00078196i,-0.00024112+0.00087245i,-0.0013629-4.1951e-05i,-0.0020633+0.00033983i,-0.0020842+0.0012421i,-0.001532+0.0012263i,-0.0011055+0.0005321i,-0.0008652-0.00032196i,-0.0008799-0.00073914i,-0.0017989-0.00013559i,-0.0018043+0.0010382i,-0.0002043+0.0010344i,0.00064621-0.00016168i,0.00019328-0.00086541i,0.00017503-0.00069944i,0.00018565-0.00027295i,0.00010696+0.00033552i,-6.618e-05+0.00070115i,-0.00030861+0.00039445i,1.4075e-05-3.8572e-05i,-4.3583e-06-0.00046699i,-4.771e-05-0.00041264i,-0.00011787+0.00048197i
0.0017545-0.0025698i,0.0017623-0.0023722i,0.0016305-0.0027086i,-0.00067708-0.0026279i,-0.0012843-0.00022534i,0.00012475+0.0013192i,0.0012118+0.0011226i,0.0010692+0.0012928i,0.00029612+0.0010552i,0.00021784+0.0002126i,0.00030103+0.00019453i,3.7189e-06-0.00011654i,-0.00060705-0.0015209i,-0.00065405-0.002441i,-0.00011343-0.0016909i,0.00020869-0.0007235i,7.0949e-05-0.00024096i,3.9745e-05-0.00023507i,8.1303e-05-0.00021463i,0.00033147+7.1215e-05i,0.00050124-0.00013497i,0.00022851-0.00054513i,9.691e-06-6.7224e-05i
-0.0038566-0.0024553i,-0.0047085-0.0023636i,-0.0059121-0.0025475i,-0.0057681-0.0021988i,-0.002914-0.00051634i,-0.00059544+0.0012823i,-0.000304+0.0017754i,-0.00046865+0.0012833i,-0.00015236+0.00055533i,0.00044174+0.00041042i,0.0012736+1.1147e-06i,0.00038851-0.00053612i,-0.0011037+0.00025591i,-0.00076774+0.0013924i,-0.00018566+0.0016453i,-0.0001909+0.0010866i,0.00018677+0.0002388i,0.00043312-1.3673e-05i,0.00052117+0.00038802i,0.00015472+0.0003097i,-0.00033438+2.9693e-05i,-0.00016362+0.000624i,0.00021435+0.00044661i
0.00085896-0.0015002i,0.0013341-0.0025138i,0.0018808-0.0037713i,0.00045952-0.003444i,-0.0027345-0.0023512i,-0.0044148-0.00070265i,-0.0023709-0.00032351i,-0.001168-0.001079i,-0.00103-0.0014435i,-0.00062146-0.0017935i,-0.0011236-0.0016724i,-0.0015537-0.00086059i,-0.00077109-0.00061535i,0.0001927-0.00039853i,0.00044402-9.9135e-05i,0.00037666-0.00053058i,0.00039145-0.00073602i,1.3279e-05-0.0009343i,-0.00019207-0.00056554i,-0.00050398-0.00010459i,-0.00047361+0.00018229i,-6.2721e-05+0.00067354i,0.00057206+0.00093246i
0.00065337-0.0001105i,0.000535-6.4014e-05i,-0.00074502-0.0009428i,-0.0015799+0.00035958i,-0.0014278+0.0019418i,-0.00044713+0.0019887i,-0.00026419+0.0010082i,-0.0015041+0.00043899i,-0.0022636+7.0111e-05i,-0.003076-0.00020689i,-0.0024377+0.00036763i,-0.00031754+0.00054979i,0.0010741-0.0003366i,0.0011805-0.00086423i,0.0002137-0.00041592i,-0.00022242-0.00083554i,-0.0008534-0.00050196i,-0.00076884-0.00017494i,8.4631e-06-0.00040305i,-0.00046411-0.0002537i,-0.00098031+6.6236e-05i,-0.00041764+0.00050122i,-0.00020133+0.00041163i
0.00051859+0.003391i,-0.0002299+0.003231i,0.00023472+0.0030781i,0.0011322+0.0025252i,0.0012499+0.0011041i,0.0013247+0.00020299i,0.00053394-0.0004486i,0.00025925-0.00079907i,-0.00061861+0.00023973i,-0.0012809+0.001044i,-6.8368e-05+0.00091099i,0.001033+0.00013838i,0.00082475-0.00062147i,0.00099823-0.0008822i,0.00073348-0.0012147i,-0.00026663-0.00097622i,-0.00060379-0.00037081i,-6.9566e-05-0.00010345i,0.0002105+0.00012028i,-0.00018495-0.00012078i,-0.00069489-0.0007194i,-0.00095901-0.0012513i,-0.00082587-0.00090221i
-0.00057753-0.0029894i,-0.0017285-0.0034814i,-0.0026884-0.0047855i,-0.0040039-0.0036806i,-0.0036278-0.0020649i,-0.0025256-0.0011947i,-0.0016342-0.00028533i,-0.0016273-0.00019949i,-0.0023776-0.00044561i,-0.0014911+1.5253e-05i,0.00023898+0.00050356i,0.00014839+7.8887e-05i,-0.0010277-0.00032356i,-0.0013074-0.00028681i,-0.00038421-0.00054066i,2.0876e-05-0.0010619i,0.00027159-0.0016247i,0.00022947-0.00027702i,-0.00027821+0.0010836i,-0.00099855+0.00082936i,-0.0010169-0.00036298i,-0.00086435-0.00078687i,-0.00021319-1.8478e-05i
0.00061343-0.00064938i,8.081e-05-0.0011195i,-0.00041601-0.0014321i,-0.00093347-0.001064i,-0.0010204-0.00017718i,-0.0012078+0.00071302i,-0.0015135+0.00083034i,-0.00083915-0.00012137i,-0.00037781-0.00062887i,-0.00076617-0.00064405i,-0.00087862-0.0016166i,-0.0014841-0.0017894i,-0.0019591-0.00092904i,-0.00060439-0.00019773i,0.0011281+0.00017223i,0.00042649-0.0002539i,-0.00034781-0.00074717i,1.27e-05-0.00045719i,-0.0001206-0.00052659i,-0.00049845+4.7268e-05i,-0.00098136+0.00039556i,-0.00093542+0.00031189i,-0.00031595+0.00072842i
-0.00031795+6.15e-05i,-0.0014171-0.00045776i,-0.0020138-0.00038691i,-0.0016594+0.00015372i,-0.00019233+0.00084297i,0.00092327+0.0012859i,0.00044498+0.00043479i,-0.00095716-0.00067091i,-0.0015933-0.00083134i,-0.0013841-0.00093628i,-0.00078149-0.00038112i,-0.00032386+0.00035677i,-5.7816e-05+0.00027634i,0.00046113+0.00051327i,-4.6674e-06+0.00033158i,-0.00096502-0.00017951i,-0.0016351-0.00038661i,-0.0014756-0.0001454i,-0.00040747+4.7904e-05i,0.00053774+3.4953e-05i,0.00038798+7.5569e-05i,-0.0001268+2.1245e-05i,-9.0484e-06-0.00028813i
