0.001147-0.0017365i,-0.00024627-0.001823i,-0.00099725-0.0010934i,-0.00098479-0.00034534i,-0.00090845+0.00028496i,-0.0014051+0.0013466i,-0.0012299+0.0017606i,0.00025229+0.00071403i,0.0016332-0.00029785i,0.0012307-0.00036096i,9.1247e-05-0.00024225i,0.00052578+0.00017374i,0.00079021-0.00025826i,0.00038739-0.000933i,8.323e-05-0.00081302i,-0.00019815-6.093e-05i,-0.00029928+0.00016412i,0.00015607+0.00023293i,0.0010503+0.00066959i,0.00088461+0.0006845i,0.0002163-0.00011531i,-2.8669e-05-0.00094692i,-0.00036067-0.0010525i
-0.00071139-0.0022389i,-0.0014145-0.0034876i,-0.0023205-0.0026772i,-0.0016865-0.00025858i,-0.00042352+0.00085143i,0.00073181+0.0010459i,0.0013215+0.00096321i,0.0018284-2.1908e-05i,0.0024053-0.00039844i,0.0015752+0.00059076i,-0.00015379+0.0012854i,-0.0011216+0.0019381i,-0.0012852+0.0015708i,-0.00089072+0.00065826i,-0.00058324+0.00042692i,-0.0010225+0.00062998i,-0.0013891+0.0015033i,-0.0010614+0.00098697i,-0.0004054+0.00013757i,8.6773e-05+0.00038868i,0.00080755+0.00036926i,0.0010008+0.0011275i,0.00020968+0.0011712i
-0.0014273-0.0024508i,-0.00032224-0.0031086i,-0.0010042-0.0031113i,-0.0013384-0.0010948i,-8.4447e-06+0.00030895i,0.0015518+0.00039149i,0.001983+0.00052759i,0.0018808+0.0001535i,0.0012361-1.7944e-05i,0.0005373+0.00096106i,3.9565e-05+0.0020281i,-0.00029285+0.0024037i,-0.00054399+0.0022272i,-0.00086943+0.0012421i,-0.0015231+0.0001466i,-0.0008485+0.0001256i,0.00031037+0.00029631i,0.00076406+0.00019616i,0.00080098+0.00016207i,0.00073855-0.00026088i,0.00049431-0.00074365i,0.00016311-0.0013256i,0.00056428-0.00046401i
0.0022052+0.00033219i,0.0024435-0.00098884i,0.0027409-0.0004668i,0.002537+0.00076704i,0.0018137+0.0011895i,0.00074206+6.3776e-05i,0.0011234+0.00026151i,0.002102+0.0012774i,0.0022896+0.0012292i,0.0012619+0.00083286i,-4.1157e-05+0.00046301i,-0.00079827+0.0009509i,-0.0011961+0.0010148i,-0.0013135+0.0013019i,-0.0013744+0.0017776i,-0.0013019+0.0011048i,-0.0010157+3.0634e-05i,-0.000857-0.0011181i,-0.00076034-0.00057581i,-0.00016797-2.9888e-05i,-0.00042368-0.00044856i,-0.00067073-0.00081292i,-0.00017856-0.00014767i
0.00034717+0.0035939i,0.0015857+0.0042196i,0.00099553+0.0028652i,0.00036943+0.00035303i,0.00051885-0.0018561i,0.00039538-0.0026449i,0.00034707-0.0014218i,0.00098467+4.3125e-05i,0.001902-0.00036606i,0.0013844-0.00088232i,0.00029157-0.00032682i,-0.00095672+0.0003691i,-0.0015284+0.00010386i,-0.0017634-0.00038623i,-0.0021434+0.0002932i,-0.0018897+0.0013712i,-0.0017661+0.0014521i,-0.0017485-0.00011612i,-0.00090599-0.0004273i,0.000164+0.00087036i,0.00023005+0.00082422i,-0.00035572+1.3612e-05i,-0.00052657-0.00028253i
-0.0042124+0.0016269i,-0.004165+0.0014741i,-0.0037713+0.0019258i,-0.0024316+0.0018896i,-0.00093422+0.001229i,0.00020468-7.5228e-05i,0.0012502-0.00029601i,0.0016248-0.00021536i,0.0016905+2.3519e-05i,0.00064884-2.961e-05i,-0.0012255+0.00013115i,-0.0023224+0.00013588i,-0.0020798-3.4633e-05i,-0.0017492-0.00020338i,-0.0016536-0.00029963i,-0.0021775+7.0151e-05i,-0.0016187+0.00052358i,-0.00072926-5.2836e-06i,-0.00011426-0.00091015i,0.00016061-0.00082643i,9.8588e-05-0.00037502i,-8.5744e-05-0.00022707i,-2.6689e-05-0.0010033i
-0.0019888-0.00066572i,-0.0024813-0.00057241i,-0.0022244+0.00049735i,-0.0012035+0.0013073i,-8.823e-05+0.0012284i,0.0017442+0.00068889i,0.0019089-0.0001537i,0.00086417-0.00035084i,0.001329-4.6846e-05i,0.00085604-0.00029554i,-0.00091015-0.00029211i,-0.0011589-4.4894e-05i,-0.00087363-0.00091378i,-0.0011852-0.0013103i,-0.0011587-0.00061275i,-0.0004904-0.00022914i,3.1297e-05-0.00024799i,-0.00089938-0.000297i,-0.0012861-7.3806e-05i,-0.0010092-0.00031277i,-0.00071542-0.00082254i,-0.00014914-0.0012767i,-6.1088e-05-0.0011665i
-0.00050424-0.00059609i,-0.0010931-0.00089719i,-0.00080193-0.0010772i,-6.0065e-06-0.00072384i,0.0010059-0.0011325i,0.00054425-0.0018998i,0.00034382-0.0011394i,0.0022134-0.00077731i,0.0031114-0.00042151i,0.0017501-0.00049671i,0.00015883+0.00023476i,0.00011111+0.0012279i,0.00080034+0.0007392i,0.00021161-0.000227i,-0.00077983-0.00075738i,-0.0013424-0.00082981i,-0.0013435-0.001037i,-0.00057993-0.0010324i,-3.0317e-05-0.001125i,0.0004824-0.00048741i,-7.2777e-05+0.0001234i,-0.00096962-0.00018093i,-0.00069584-0.00032465i
0.0027388-0.002387i,0.0018903-0.0016557i,0.0003671-0.0015083i,-0.00033418-0.00032777i,-0.00034407-2.5416e-05i,0.0001506-4.5795e-05i,0.00053465+0.00063263i,0.0018517+0.00065739i,0.0032119+2.723e-07i,0.0028359+0.00027798i,0.0017251+0.00020331i,0.0009577-8.2826e-05i,0.0006848+0.00022322i,0.00026321-0.00054861i,-0.00047145-0.0019457i,-0.0010629-0.0018664i,-0.00099771-0.00085203i,-0.00036934-0.00096769i,0.00029391-0.0013519i,-0.0001082-0.00097368i,-0.00061269-0.00072378i,-0.00097194-0.00083917i,-0.0014261-0.0014269i
-8.5052e-05+0.0029614i,-0.00097337+0.0012864i,-0.0013631+0.00032882i,-0.00030123+0.00076979i,0.0016699+0.000497i,0.001682-0.00084542i,0.00052689-0.0015931i,0.0013382-0.0014122i,0.002868-0.00042597i,0.0023152-0.0001772i,0.00018647-0.0003233i,-0.00040535-0.00031943i,-0.00039785-0.00049511i,-0.0010413-0.0004267i,-0.00132-0.00035613i,-0.0013094-4.1301e-05i,-0.0011439+0.00015396i,-0.00096323-0.00035923i,-0.0004975-0.0013385i,-4.3129e-05-0.0017861i,0.00038514-0.001487i,-7.0309e-05-0.0010778i,-0.00058503-0.00060298i
-0.0013897+0.00086504i,-0.000798+0.0011184i,0.00052023+0.00036872i,0.0014011+0.00098977i,0.0021862+0.0013728i,0.0027912+0.00015392i,0.0020131-0.00067943i,0.0015286-0.00022451i,0.0019938+0.00038913i,0.0017915+0.00070801i,0.00015166+0.001636i,-0.00087057+0.0019963i,-3.5794e-05+0.00029139i,0.00047773-0.00059642i,-0.00029967-0.00043795i,-0.000256-0.00052947i,7.712e-05-0.00052368i,0.00015354-0.00072083i,-0.00010501-0.00083611i,-0.00010518-0.00076299i,0.00075679-0.00081331i,0.0007361-0.00061757i,-5.5324e-05-0.00029567i
-0.0029222-0.0016874i,-0.0010349-0.0014196i,-0.00092722-8.5141e-05i,-0.00042172+0.00077837i,0.00097739+0.0014207i,0.0019758+0.0013214i,0.0017513+0.00023763i,0.0015327-0.00023873i,0.0010119+0.00044661i,-0.00024251+0.0017916i,-0.00060086+0.0023949i,0.00029669+0.0025204i,0.00041167+0.0015305i,-0.00028506-0.00012954i,-0.00049917-0.0010538i,-9.1369e-05-0.0011813i,0.00052754-0.001516i,0.0011424-0.00088039i,0.0011635-0.00033756i,0.0010716-0.00036145i,0.0002049+8.7695e-05i,-0.00074552-0.00046209i,-0.00081546-0.00069766i
-0.00034663-0.0013033i,1.1976e-06+8.6263e-06i,-0.00020001+0.0013712i,0.00055402+0.0015713i,0.0015752+0.0014206i,0.0013571+0.00040367i,0.0015354-0.00025634i,0.0015487-4.9832e-05i,0.00098057+0.00023587i,0.00072034+0.00060999i,0.00024041+0.0014027i,0.00046241+0.0016258i,0.00095342+0.0010462i,0.00041862+0.00014714i,7.5939e-05-0.00056342i,0.00039251-0.0011299i,0.0014133-0.00077624i,0.0018998-0.00042658i,0.0010559-0.0007603i,0.00061909-0.0010627i,0.00063949-0.0011356i,0.00015117-0.00081527i,0.0003788-0.0010176i
0.0004759-0.0021658i,-0.00064746-0.0022525i,-0.0018622-0.0015671i,-0.0026896+0.0011553i,-0.0018381+0.0027599i,-0.00027437+0.0028696i,0.00026461+0.0019582i,0.0004501+0.00038383i,0.00054805-0.00010834i,0.00024462-0.00027073i,-0.00048895+6.4365e-05i,-0.0016176+0.0008692i,-0.002065+0.00061474i,-0.0020108-0.00055258i,-0.00085194-0.00079501i,-3.6489e-05-5.2792e-05i,5.6173e-05+0.00018264i,0.00061957-1.4593e-05i,0.00082191+8.3194e-05i,0.00082186-0.00021949i,0.00071597-0.00015615i,0.00045019+0.00062896i,-7.1261e-05-5.4914e-05i
-0.00017506+0.001016i,0.0008687+0.0010518i,-0.00017208+1.1769e-05i,-0.00096255+5.4525e-05i,-0.00037077+0.00095215i,-0.00045843+0.00068315i,0.00011865-0.00066166i,0.0018228-0.0017495i,0.002218-0.0016332i,0.00021315-0.00067744i,-0.0012153+0.00082288i,-0.0016857+0.0013326i,-0.0016397+0.00029964i,-0.00076243-0.0010017i,-0.00023483-0.0014819i,-0.00043373-0.00089054i,-0.000533-0.00085942i,-7.5839e-06-0.00041173i,0.0014075+0.0009225i,0.0013814+0.0011118i,0.00051507+0.0012192i,0.00024837+0.00059332i,0.00023027-0.00090883i
-0.00040652-0.002308i,-0.0015794-0.0018716i,-0.0026826-0.0017501i,-0.0028464-0.00046533i,-0.0021336+0.00060624i,-0.00082139+0.0015548i,0.00022808+0.00074224i,0.00040166-0.0011386i,0.00011894-0.0020456i,-0.00033816-0.00094291i,-0.0010588-0.00020923i,-0.0010557+0.00051759i,-0.00018492+0.00077919i,0.0006909-0.00025258i,0.0010691-0.00091166i,0.0013337-0.00094226i,0.0013322-0.00085103i,0.0018286-0.00083234i,0.0017145-0.00013892i,0.0010184+0.00057317i,0.0009588-9.7341e-05i,0.00062958-0.00018261i,-5.0018e-05-0.0006925i
-0.00199-0.0025806i,-0.0014628-0.0027753i,-0.0003159-0.0015074i,-0.00014796-0.00039254i,0.00059193-0.0004881i,0.0011021-0.00056538i,0.0010617-0.00091724i,0.0019208-0.0008953i,0.0025361-0.00066482i,0.0020282-0.00037261i,0.00083398+0.00019109i,0.00031585+0.0004461i,0.00086297+3.3364e-05i,0.0012144-0.0011792i,0.00033527-0.0015389i,-1.6836e-05-0.00095844i,0.00014356-0.0002631i,0.00028676+0.00020811i,0.00099064+0.00014372i,0.0010324-0.00011449i,-0.00014171-1.2877e-05i,-0.00060246+3.6015e-05i,0.00013368-0.0002033i
0.00018886-0.0039767i,0.00040614-0.0022546i,-0.00081155-0.00030512i,-0.00060935+0.0013622i,8.5095e-05+0.0020004i,0.0015046+0.00088478i,0.003-0.00075005i,0.0039302-0.0017608i,0.0040241-0.0012924i,0.0019225-0.00040436i,-0.00033707-0.00043639i,-0.00016606-0.0012417i,0.00062852-0.0017839i,0.00097402-0.0024192i,0.00059157-0.0022554i,0.00010489-0.0009218i,0.00034551+0.00020245i,0.0011495+0.001071i,0.00098594+0.0011234i,0.00019632+0.00022865i,9.1837e-05-0.00040933i,0.00073463-0.00047516i,0.00073343-0.00031692i
0.0014574+0.00020269i,0.0019527+0.00037721i,0.00090084+0.0011638i,-0.00074824+0.0017395i,0.00016414+0.0012647i,0.00077906+0.00048053i,0.00052152+2.5648e-05i,0.0019827+0.00021272i,0.0034243+0.00052726i,0.0026626+0.00053087i,0.0005691+0.00036121i,-0.00071929-4.8102e-05i,-0.00042878-0.00065381i,-0.00023396-0.00096839i,-0.00083124-0.0009213i,-0.0013688-4.7098e-05i,-0.00096574+0.00064933i,0.00056228+0.0007499i,0.00015582+0.00050483i,-0.00047089+0.00026983i,8.5898e-05-1.7826e-05i,-8.0231e-05-0.00020588i,-0.00038842-0.00021188i
0.0023892+0.0016041i,0.0025176+0.0025858i,0.0014909+0.0019626i,0.00039077+0.0012828i,0.00060717+0.00071608i,0.0010498-0.00041836i,0.00082025-0.00082363i,0.0018125-5.4244e-05i,0.0030552+0.00052737i,0.0020307+0.001357i,-0.00012198+0.0021093i,-0.0008732+0.0019336i,-0.00028869+0.00098326i,0.00036446+0.00028823i,0.00095543+0.00016823i,0.00067859+0.0007384i,0.00034268+0.00068624i,0.00073037+0.00027601i,0.00023924+0.00098249i,-0.00022057+0.0011297i,0.00053053-4.9081e-05i,0.00075146-0.0010288i,2.3389e-05-0.00076547i
-0.0029548+0.0045839i,-0.0039559+0.0038393i,-0.0027704+0.002592i,-0.00036693+0.0019133i,0.0019573+0.0017005i,0.0020555+0.00027852i,0.0019275-0.00022857i,0.003096+0.00042821i,0.0033388+0.00045951i,0.0028367+0.00090166i,0.0019679+0.0011136i,0.00099021+0.0017419i,0.00106+0.0019821i,0.002092+0.0010769i,0.0025857+0.0014359i,0.0011698+0.0016568i,-5.8462e-06+0.0012504i,0.00010213+0.00076867i,0.00035667+0.00056846i,0.00026019+0.00030877i,0.00051957-0.00042896i,0.0006468-0.0013033i,0.00072812-0.0012546i
-0.0022009-0.0010745i,-0.0024626-0.00045482i,-0.0031468-0.00069551i,-0.0029578-0.00081682i,-0.002513-0.00029877i,-0.0015542-0.0004468i,0.00052881-0.0011253i,0.0018133-0.00073969i,0.0018267-7.1234e-05i,0.0010809+0.00010404i,0.00091264+0.00040713i,0.0014711+0.00040196i,0.0020725+0.00030587i,0.0024938+0.00026405i,0.0015398+0.00051568i,9.816e-05+0.001301i,4.1926e-05+0.0010818i,-0.00041815+0.0010695i,-0.00021032+0.0011323i,0.00053863+0.00061017i,0.0002295+0.00021732i,0.00060448+0.00055434i,0.00054196+0.00084502i
-0.0023135-0.0015548i,-0.0026649-0.0023564i,-0.0026132-0.0021079i,-0.0015735-0.00030592i,-6.1688e-05+0.00088694i,0.00077653+0.00027979i,0.0015348+0.00075046i,0.0022781+0.0012114i,0.0025699+0.001317i,0.0023193+0.0013217i,0.0013369+0.001283i,0.00013329+0.0016333i,-0.00061254+0.0015515i,-0.0010436+0.0017512i,-0.00062278+0.001694i,-0.00056064+0.0010873i,-0.0011799+0.001098i,-0.0012669+0.0015711i,-0.00038104+0.001277i,0.00033666+0.00019859i,0.00014282+0.00021801i,0.00023931+0.00090624i,6.1511e-05+0.0013314i
0.0022579-0.002383i,0.0016037-0.0039108i,0.0010348-0.0038052i,0.00068012-0.0016027i,0.00073968+0.00021857i,0.0015999+0.00034496i,0.0020608+0.00015911i,0.0021447-0.00049225i,0.0019449-0.00037104i,0.00039512+0.0011819i,-0.0012036+0.0027538i,-0.0015157+0.003349i,-0.0017975+0.0030231i,-0.001985+0.0024213i,-0.00097863+0.0018189i,-0.0001113+0.0018428i,-0.00061098+0.0017203i,-0.000732+0.0012102i,-0.00012529+0.0011153i,0.00040818+6.8852e-05i,0.00049428-0.00051285i,0.00016219+0.00022555i,-0.00082443+0.00081704i
0.003914-0.00070894i,0.0043648+0.00011617i,0.0026982-0.00030857i,0.00014845-0.00037835i,-0.00072833+0.00051141i,-2.7096e-05+0.00051714i,0.00073836+2.4667e-05i,0.001749+4.237e-05i,0.0013937+9.7002e-05i,-0.00049787+0.000537i,-0.0013874+0.0016679i,-0.00095706+0.0034966i,-0.00027465+0.0041806i,-0.00026672+0.0035229i,-0.00038768+0.0030081i,-0.0011821+0.0021342i,-0.0015661+0.00060987i,-0.00098716+0.00051701i,-0.00076692+0.00065044i,-0.00048481+0.00048267i,-0.00032898+0.00053014i,-0.00099095+0.00051683i,-0.0011884+5.6719e-05i
0.00031828+0.003402i,-0.0006722+0.0037723i,-8.0639e-05+0.0027567i,0.00073556+0.0016124i,0.0013587+0.0008232i,0.001997-0.00041363i,0.0016187+4.4497e-05i,0.0014263+0.00040915i,0.0016262-0.00041262i,0.0011237-0.00048541i,0.00011941+0.00094972i,-0.00057338+0.002269i,-0.00049329+0.0022044i,-0.00030353+0.0013979i,-0.00037463+0.00070363i,-0.00091418-0.00026255i,-0.0017043-0.001147i,-0.0017885-0.00098077i,-0.00099675-0.00018103i,-0.0002283+0.0002291i,-0.00033324+0.000234i,-0.00017433+0.0003062i,-0.00018114+0.00023601i
-0.0036293+0.003436i,-0.0036357+0.0029485i,-0.0023081+0.0035096i,-0.00091055+0.0031855i,0.00099203+0.0022023i,0.0022405+0.00095063i,0.001846-3.1165e-05i,0.0022439-7.5374e-05i,0.0024039-0.00020185i,0.0019713-0.00057717i,0.00070915-0.00089669i,-0.0009563-0.00030641i,-0.0015324+0.00010439i,-0.002586+5.4474e-05i,-0.0031654+0.00036017i,-0.002429+7.5738e-05i,-0.0018173-0.0006443i,-0.001249-0.0010222i,-0.00031594-0.00051419i,-0.0003216+0.00057485i,-0.00055422+0.00031016i,-0.00011506-0.00057807i,0.00027902-0.0015033i
-0.0031655+0.00074498i,-0.0042557+0.00031041i,-0.0034859+0.00063567i,-0.001418+0.0011947i,-0.00051009+0.0007762i,-0.00091814-0.00049858i,-0.00037658-0.00059423i,0.0012874-0.00012577i,0.0020754+4.994e-05i,0.0008946-0.00043512i,-0.00079114-0.0013454i,-0.0015287-0.00084545i,-0.001935+0.0001908i,-0.0032566+0.00053018i,-0.0042305+0.00079546i,-0.0028057+0.00076175i,-0.0015653+0.0007049i,-0.0015522+0.00052741i,-0.0010863+0.00037708i,-0.00040257+0.00049981i,-9.0162e-06+0.00039115i,-0.00013495-0.00013439i,-0.00031448-0.00013254i
0.00097019-0.0019244i,0.00047759-0.0023307i,0.00023118-0.0025939i,-0.00042098-0.0013917i,-0.0015124-0.00040184i,-0.0017172-0.00012302i,-0.00046054-0.00011754i,0.0013766-0.00028118i,0.0026479-0.00078811i,0.0019468-0.0011676i,0.00013827-0.00052262i,-0.00063921+0.00056355i,-0.00025918+0.001574i,-0.00077975+0.0017451i,-0.0016865+0.0010411i,-0.0016041-0.00010314i,-0.0012375-0.0013528i,-0.00040717-0.0015319i,0.00043606-0.0012245i,0.00080927-0.00060988i,0.00057648-0.00087987i,0.00018089-0.0015184i,3.7685e-05-0.00097489i
0.001154+0.00073463i,0.0012657+0.0011423i,0.00033314+0.001597i,0.00020145+0.0015408i,0.0015088+0.0012411i,0.001687-2.0989e-05i,0.00172-0.00085351i,0.002536-0.0015828i,0.0033912-0.0016839i,0.0032455-0.00036712i,0.001635+0.00073957i,0.00065908+0.00087936i,0.00050086+0.00082454i,-0.00078853+0.00017624i,-0.0014161-0.00082077i,-0.0006674-0.001938i,-0.00032968-0.0023192i,-0.00094053-0.0018553i,-0.00093808-0.0014737i,-0.00018412-0.00078401i,-0.00013838-0.00072983i,0.00030687-0.001294i,0.00065012-0.001226i
0.00062514+0.0016041i,-0.00027418+0.00086421i,-2.4643e-05-0.00101i,-0.00066899-0.00175i,-0.0011549-0.0015669i,-0.0011005-0.0013664i,-0.00060111-0.0019809i,0.0012003-0.0017325i,0.0031295-0.00066331i,0.0031769-0.00039692i,0.001622-0.00034418i,0.0014787-0.00060905i,0.0011498-0.00096221i,-0.00020894-0.00092861i,-0.0007632-0.001648i,-0.00051357-0.001818i,-0.00070328-0.00176i,-0.00043478-0.001859i,0.00063158-0.0011102i,0.00081733-0.00059073i,0.00073064-0.00091i,0.0011459-0.00099717i,0.00067716-0.00061633i
0.00012776-0.00040093i,-0.00057604+0.00041141i,-0.0011699+0.0011875i,-0.0004635+0.0016175i,0.00097963+0.0012386i,0.0016362+0.00020893i,0.0019919-0.0011148i,0.0034374-0.0018979i,0.0042372-0.0016496i,0.0025835-0.00035042i,0.00087139+0.00026571i,0.0008966+0.00043531i,0.00037644+2.7346e-05i,-0.0016465-0.00077309i,-0.0025317-0.00097747i,-0.0018077-0.00078605i,-0.00041866-0.00063974i,0.00058705-0.00073404i,0.00071473-0.00069131i,0.00065318-0.0009742i,0.0004753-0.0016391i,0.00053924-0.0020376i,0.00058309-0.0013943i
-0.0013494-0.00098605i,-0.001322-0.0021156i,-0.0004648-0.00083006i,0.00044737+0.0005249i,0.0009323-0.00012112i,0.0010501-0.0011661i,0.0020522-0.0019566i,0.0029952-0.0015893i,0.0033454-0.00050037i,0.001712+0.00032392i,-0.00011888+0.00044766i,-0.00066835+0.0010559i,-0.0015937+0.0015041i,-0.0023513+0.0011819i,-0.0023391+0.00036016i,-0.0016385-0.00017887i,0.0003004-0.0009757i,0.0012242-0.0015209i,0.00071314-0.0011558i,0.00030049-0.0014379i,0.00092439-0.0010338i,0.0011189-0.00068267i,-0.00022735-0.001458i
0.0023952+0.00075887i,0.00096416+0.00047409i,0.00042821+0.00065159i,0.00054572+0.0012064i,0.0007252+0.0011233i,0.00074509-0.00058558i,0.0013492-0.00098559i,0.0030153-0.00022677i,0.0040891+0.00033379i,0.0028218+0.00068097i,0.00088731+0.001284i,-0.00042238+0.0017794i,-0.0011954+0.0020148i,-0.0015128+0.0010175i,-0.0009976-8.6917e-05i,0.00049189-0.00023264i,0.0015516-0.0011554i,0.0015862-0.0017541i,0.00072647-0.0010731i,5.4761e-05-0.00013924i,0.0009902-0.00044097i,0.0016299-0.00039288i,0.00078491+0.00024047i
0.00020567+0.0033107i,-0.00018303+0.00069529i,-0.0010715-0.00070253i,-0.0015096-0.00026125i,0.0004743+7.0774e-05i,0.0018613-0.00095349i,0.0010597-0.0011954i,0.0018274-0.00015363i,0.0028401+0.0012061i,0.0023108+0.0018251i,0.0017788+0.0022825i,0.0010454+0.001817i,-0.00013267+0.00043187i,-0.0018412-0.00058574i,-0.001893-0.0013048i,-0.00041501-0.0013422i,0.00048554-0.0011156i,0.000784-0.00090284i,0.0015057-0.00078131i,0.0014816-0.00027876i,0.0007901+0.00044358i,0.00055944+0.00066885i,0.00046838+0.00016488i
4.8893e-05+0.0031105i,-0.00028211+0.0015959i,-0.00028382+0.00074383i,-0.00099039+0.0012799i,5.0111e-05+0.0017454i,0.0012614+0.00036286i,0.0013751-0.00092344i,0.0021087-0.00045887i,0.0028749-5.9172e-05i,0.0022209-5.253e-05i,2.3421e-05+0.0004325i,-0.0018384+0.00089934i,-0.0024731+0.00013935i,-0.0028694-0.00117i,-0.0026599-0.0014359i,-0.0014946-0.00070806i,-0.00025596+0.0002304i,0.00030359+1.5348e-05i,0.00061226-0.00099396i,0.00088177-0.00059125i,0.00073237+0.00039595i,-3.5733e-05+0.00034591i,-0.00049325+1.896e-05i
-0.00051883+0.0016143i,-0.00015825+0.0012334i,0.0013484+0.00044082i,0.001547-0.00014499i,0.0018625-0.000178i,0.0029316-0.00031913i,0.0032844-0.00019372i,0.0031472+1.771e-05i,0.0025438-0.00041121i,0.0015393-0.00057728i,-0.00035786+0.00037665i,-0.0022225+0.0015858i,-0.0034472+0.00067917i,-0.0035592-0.0018128i,-0.0022637-0.0028781i,-0.0011668-0.0013412i,-0.00048939+0.00018213i,0.00019885+0.00043781i,0.00040235+0.0003654i,-0.00047257+0.00072718i,-0.0011709+0.0014333i,-0.0016424+0.0012609i,-0.0011517+0.00022929i
-0.00021736-0.0035269i,-0.00025434-0.0035869i,-0.0015965-0.0025026i,-0.0033449-0.001078i,-0.0033087+2.6357e-05i,-0.0012782+0.00094809i,0.0012812+0.00069805i,0.0028221-0.00017821i,0.0023433-0.00010029i,0.00028571+0.00048404i,-0.001831+0.00098599i,-0.003265+0.0020006i,-0.0026637+0.0022776i,-0.0011356+0.00028083i,-0.0011532-0.0022505i,-0.0011641-0.0018482i,-0.0003035-0.00045509i,0.00094723-5.0408e-05i,0.0016264+2.7277e-05i,0.00095615+0.00034549i,-0.00024805+0.00063814i,-0.00092837+0.00072664i,-0.00041004+0.00079307i
0.00034289-0.0012346i,0.00064066-0.0012739i,0.00072599-0.00019376i,0.00072939+0.00098345i,0.0013415+0.002135i,0.0024541+0.002223i,0.0034657+0.0011557i,0.0044048+0.00067039i,0.0040609+0.00079114i,0.0022081+0.00085159i,0.00041794+0.0015053i,-0.00067192+0.0014974i,-0.00070417-0.00042273i,-0.00067071-0.0028554i,-0.0004795-0.0039678i,-0.00059778-0.0036654i,-0.00097546-0.0020041i,-0.00046862-0.00041968i,0.0006282-0.0010194i,0.00061349-0.0012212i,-6.2218e-05-0.00078976i,-0.00022043-0.00035368i,-0.00068505+0.00026101i
0.0037862-0.0016209i,0.0029137-0.0016864i,0.00062725-0.0012228i,-0.0013669+0.00022765i,-0.00154+0.0010974i,-0.0010018+0.0017289i,-0.00068903+0.0030907i,2.7784e-05+0.0030681i,0.00075541+0.0019065i,0.00076254+0.0013446i,-0.00056895+0.00073388i,-0.0019749-0.0010669i,-0.0010681-0.0029994i,0.0011599-0.0044002i,0.0016988-0.0045935i,0.00051616-0.0024008i,-0.00057255+2.3948e-05i,-0.00014918+0.00085912i,0.00048154+0.0003748i,-0.00037052+2.709e-05i,-0.00071468-0.00018717i,-5.6431e-05-0.001255i,-1.673e-05-0.00097477i
0.003112+0.0036829i,0.0016707+0.0033868i,0.001535+0.0013869i,0.000763-0.00049312i,-0.00030654-0.00067166i,-0.00082466+0.00058075i,-0.00086627+0.0013422i,-0.00010255+0.0012245i,0.0011339+0.0010617i,0.00044814+0.00041521i,-0.0013071-0.00073087i,-0.0022161-0.001967i,-0.0012049-0.003284i,0.00090456-0.0033822i,0.0018514-0.0026413i,0.0011654-0.0022237i,0.00033809-0.0010104i,0.00061497-6.6586e-05i,0.00038946+2.8633e-05i,-0.00038566-0.0011338i,1.5232e-05-0.0025253i,0.00036895-0.002065i,-5.7854e-05-0.00073978i
-0.003102+0.0030226i,-0.0040441+0.0026892i,-0.0034571+0.002693i,-0.0014036+0.0022609i,0.0017454+0.0016437i,0.0028777+0.0001295i,0.0019544-0.00084668i,0.0014846-0.0001613i,0.0010351+8.7614e-05i,-0.00023863-0.0003579i,-0.0018411-0.0010048i,-0.0020416-0.0016932i,0.00010845-0.002413i,0.0022865-0.0030706i,0.0022646-0.0026558i,0.0013279-0.0015795i,0.00072399-0.00050908i,0.00085292+0.00048529i,0.0016018+0.00036709i,0.0012288-0.00031937i,0.00045599-0.0010612i,0.00037443-0.0013851i,0.00031721-0.00087098i
-0.0015269-0.0029867i,-0.0033714-0.0021936i,-0.0041078-0.0015502i,-0.003181+0.0001371i,-0.0012553+0.001029i,0.00018204+0.0011942i,0.00025821-7.2303e-05i,0.00015953-0.00096003i,0.00037411-0.00096581i,0.00026966-0.00069755i,8.6759e-05-5.8601e-05i,0.0014922-0.00052623i,0.0034004-0.0010053i,0.0043228-0.0018499i,0.0041192-0.0027524i,0.0032784-0.0026818i,0.0013427-0.0021085i,-0.00023122-0.00060735i,0.00017995-5.3197e-05i,-9.5431e-06-0.00039221i,-0.00063601-0.00019733i,-0.00041765-0.00045755i,-0.00072483-0.00073219i
-0.0024184-0.0035875i,-0.0023293-0.0040691i,-0.0020477-0.0036572i,-0.0012006-0.0012632i,6.6362e-05+0.00056904i,0.0004079+0.00065182i,0.00029447+0.00049221i,0.00099663-0.00048941i,0.0018836-0.0011479i,0.0014701-0.00073117i,0.0016796-0.0011292i,0.0033009-0.0016592i,0.0060647-0.0014079i,0.0066992-0.00076988i,0.0052432-0.0009101i,0.0036668-0.0015896i,0.0016987-0.0014858i,0.00061313-0.001118i,0.0008012-0.00069346i,0.0012489-0.00091273i,0.0011727-0.0016508i,0.00069999-0.0012048i,0.0010972-0.00048989i
