0.00020699+0.00066612i,0.0002208-0.0007229i,-0.00026516-0.0013978i,-0.0017182-0.0014886i,-0.0026439-0.0010861i,-0.0017845+0.00080568i,0.00014998+0.0019745i,0.0016291+0.0011501i,0.0021783+0.00055627i,0.00089998+0.000105i,0.0002557-0.00088791i,0.00047673-0.00087669i,0.00036666+0.00057006i,-5.1356e-05+0.0013169i,-0.00028797+0.00055018i,-5.1529e-05-0.00016958i,0.00071452-0.0003145i,0.0012084+1.1515e-05i,0.0010961-0.0002848i,0.0015547+4.6794e-05i,0.0013797+0.00030943i,0.00031694+1.7433e-05i,0.00033456+0.00022204i
0.0012817+0.0012864i,0.001994+0.0012193i,0.0026877+0.00040834i,0.0018025-0.001109i,0.0013222-0.0019314i,0.0011692-0.0013501i,-6.3351e-06-0.00016254i,-0.0011404+0.00029144i,-0.00099758+0.00074407i,-0.0014628+0.0009332i,-0.0024115+0.00047712i,-0.0018964-0.00013492i,-0.0008133-0.00012613i,-0.00095187+4.1953e-05i,-0.0020235-0.00022519i,-0.0025528-0.0011159i,-0.0026031-0.0023545i,-0.0012869-0.0024785i,-0.00033936-0.0016657i,-0.00045187-0.00038168i,-8.6209e-05+0.00022388i,-0.00051963+5.4226e-05i,-0.0012517+0.0010129i
-0.0002604-0.00014347i,-0.00032881+0.00058957i,-0.0004088+0.00094648i,-0.00015145+0.00023591i,-0.00060558-0.00036591i,-0.0015071+0.00094046i,-0.0017574+0.0018876i,-0.0014578+0.00112i,-0.00071462+0.00068702i,-0.00034761+0.0012973i,-7.8852e-05+0.0013632i,0.00038322+0.0013213i,0.00069222+0.0012313i,0.00078108+0.0010373i,0.00045776+0.0012677i,-0.00019381+0.00042482i,-0.00078767-0.00092654i,-0.00072298-0.0013218i,-0.00046053-0.001129i,-0.00063079-0.00082494i,-0.00065688-0.00073072i,-0.00018719-0.0011498i,-0.00047183-0.0012964i
0.00035421+0.00038066i,0.00017737+0.00061167i,0.0013946-8.1781e-05i,0.0014481-0.0011512i,0.00041603-0.0012755i,-0.00028844-0.00096618i,-0.00022868-0.00075602i,-3.9793e-05-0.00042984i,0.00044257-0.00035066i,0.001067-0.00037841i,0.0013127+0.00014596i,0.0016539-0.00011616i,0.0026208-0.00034146i,0.002468-0.00051638i,0.0020451-0.0009502i,0.0019084-0.00028334i,0.0012405+0.0003232i,0.0011184-0.00017483i,0.00044592-0.0014218i,-0.00039391-0.0020936i,-7.0949e-05-0.0017768i,0.00071169-0.0018114i,0.0011202-0.0012919i
0.0010509+0.00015711i,-3.4952e-05-0.00086692i,0.0010256-0.0010937i,0.0010044-0.0010048i,-0.00041226-0.0013833i,-0.0012595-0.0012812i,-0.0013436-0.00027545i,-0.00081177+0.00043437i,-0.00015398+0.00040217i,-0.00070129-0.00034366i,-0.00063725-0.0014556i,0.00014745-0.0017121i,3.4176e-05-0.0016016i,-0.00014583-0.0021436i,-0.00014281-0.0022306i,0.00050889-0.0021179i,0.0014716-0.0014923i,0.0019127-0.00078402i,0.0012535-0.00043416i,0.00027209-0.00011873i,0.00044877+7.0291e-05i,0.00083412+3.8538e-05i,0.00054746-0.00023813i
0.0005395-0.0017787i,0.00099969-0.0012683i,0.00087541-0.0010846i,0.00029494-0.0012613i,0.00027412-0.0018681i,-0.00049696-0.0017001i,-0.0015477-0.00048867i,-0.0015394-0.00057095i,-0.00095875-0.00035733i,-0.0010617-8.2113e-05i,-0.0010133-0.00030906i,-0.00080127-0.00020974i,-0.0012751-0.00011147i,-0.0016164+0.00076052i,-0.0015568+0.0010706i,-0.00070766+0.00087365i,0.00063907+0.0010445i,0.0013487+0.0011546i,0.0016071+0.00058929i,0.0013498-3.6034e-05i,0.0007485-0.00044798i,0.00091391-0.00059963i,0.0013453-6.9197e-05i
7.2133e-05-0.00086116i,-3.1864e-05-0.00061014i,-0.00095335-0.00046546i,-0.0016808-0.00084781i,-0.00096095-0.00062347i,-0.0012003-0.00030947i,-0.0013466-0.00071313i,-0.00035874+0.0001219i,0.00015377+0.0011103i,0.00031034+0.0015814i,0.00068659+0.0022179i,0.00024169+0.0016482i,-5.8956e-05+0.0011224i,0.0010455+0.0013821i,0.00083512+0.0016481i,-0.00018378+0.0014578i,-7.8203e-05+0.0012709i,0.00073052+0.0014389i,0.0010398+0.00071981i,0.00095599+7.7356e-05i,0.00066732+0.00013759i,0.00013483-0.00039991i,0.00057743-0.00040407i
0.00084046+0.0012558i,0.00051553+0.00064177i,0.00046043+0.00022053i,0.00024382+4.1706e-05i,-9.2388e-07+2.9886e-05i,-0.00019401-0.00021104i,-0.00087584-0.00014496i,-0.00089672+1.3022e-05i,0.00038429-0.00015093i,0.0013482-0.00030761i,0.0017339-0.00041691i,0.0021942-0.00042863i,0.0021422-5.0505e-05i,0.0022847+0.00050996i,0.0021707+0.00065246i,0.0013906+0.00058723i,0.00020991+0.0012321i,-0.00015329+0.0015122i,0.00034943+0.00093791i,-0.00015146+0.0007112i,3.5483e-05+0.0008565i,0.0014759+0.00068298i,0.0016266+0.00016391i
-0.0010283+0.0024334i,-6.5071e-05+0.0010719i,0.00079775-0.00037544i,0.0019228-0.00096212i,0.0028488-0.0012204i,0.0014481-0.0015763i,-0.0007845-0.0011954i,-0.0011409-0.0010471i,-0.00027774-0.00080849i,8.3755e-05-0.00065359i,0.00048629-0.00074497i,0.00077731-0.00090242i,-8.5692e-05-0.0019047i,-0.0006167-0.0032962i,-0.00044427-0.0033168i,-0.00050773-0.0014327i,-0.0010787-8.9484e-05i,-0.0014164+0.00010049i,-0.00098071+0.00015149i,-0.00048878+0.0006013i,-0.00048603+0.00061313i,-0.00064493+0.00043059i,-0.00086737+0.0005882i
-0.00024127+0.00074574i,0.00017869+1.5197e-05i,0.00031027-0.0018412i,-0.00019756-0.0027496i,-8.1708e-05-0.0029626i,-1.3174e-05-0.0020363i,-0.00033792+0.00035215i,-0.00043404+0.0010452i,-0.00014173+0.001204i,0.00022456+0.0015445i,0.00046127+0.0011847i,-5.9622e-05-0.00045293i,-0.0013656-0.0012513i,-0.0022508-0.00045478i,-0.0023178-1.6847e-05i,-0.0013666+1.5296e-05i,-0.00074728-0.00057775i,-0.00043071-0.0012851i,9.7511e-05-0.0012575i,0.00036144-7.7972e-05i,-9.9939e-05+0.00028909i,-0.00079213-2.5116e-06i,-0.00040878+3.5537e-05i
-0.00071936-0.0013378i,-0.00048776-0.0010461i,-0.00055513+0.00052692i,-0.0012577+0.0010651i,-0.0018844+0.0011379i,-0.0017214+0.00046744i,-0.0015333+0.00039181i,-0.0013288+0.0010062i,-0.00066595+0.001144i,-0.00045446+0.0013528i,0.00048578+0.0017947i,0.00077552+0.0017842i,0.00036147+0.0021487i,0.00015912+0.0028053i,-1.0719e-05+0.0022321i,-0.00010338+0.00066386i,0.00026393-0.00075352i,7.3109e-05-0.0015697i,-0.00039379-0.0017739i,-0.00022308-0.00086258i,-0.0001226+0.0001508i,-7.2928e-05+0.00026149i,0.00019919-9.2808e-05i
0.00050723-0.0023174i,0.0010592-0.0029895i,0.0020263-0.0025933i,0.0028647-0.0019945i,0.0023658-0.0011228i,0.00050812+0.00051705i,-0.00082193+0.0013026i,-0.0005624+0.00094269i,0.0001654+0.00014109i,4.2381e-05-0.00018012i,0.00036391-0.00063449i,0.0016964-0.0008402i,0.0021687+2.1661e-05i,0.0027819+0.00076357i,0.0029585+0.0012044i,0.0014842+0.00020736i,0.00083346-0.00074186i,0.0008786-0.0011557i,0.00049314-0.0010937i,0.00067853-0.00040087i,0.00067746-3.873e-05i,0.00046001-0.00020658i,-6.6613e-05+0.00020107i
-0.0012296-0.0012587i,-0.0015595+0.00059807i,-0.001025+0.00069246i,-5.4546e-05-0.00074138i,0.00057938-0.0017193i,0.00088262-0.00091542i,0.00055839-0.00052476i,-0.00060368-0.0010287i,-0.0012416-0.0012534i,-0.00054405-0.00087938i,0.00046068-0.00059384i,0.00048348-0.00038086i,0.0012053-0.00047911i,0.0020052-0.001794i,0.0015472-0.0025858i,0.00055562-0.0011177i,0.00073334+0.00033897i,0.0013232+0.00034665i,0.0010378+0.00054909i,0.00082948+0.0013081i,4.1665e-05+0.001116i,-0.00057123-0.00013869i,-0.00086691-0.00090077i
0.00030565-0.0010876i,-0.00034606-0.0012706i,-0.001029-0.0018535i,-0.0010719-0.0017981i,-0.00099445-0.0013487i,-0.0019826-0.0012586i,-0.0022601-0.00096917i,-0.0017411-0.00024581i,-0.0013983+2.5992e-05i,-0.00099437+0.00044156i,-0.00037186+0.001618i,-0.00025101+0.0013299i,-0.00094288+0.00062093i,-0.0016047+0.00043975i,-0.0015561+0.00036028i,-0.00076467+0.00067834i,-0.00036352+0.00042987i,-0.00013572-6.9492e-05i,-0.00013244-0.00022134i,-0.00018385-6.6751e-05i,-5.1202e-05+0.00040848i,-1.1531e-05+0.00040621i,-5.0387e-05-0.0001298i
0.00027445-0.00062321i,0.00066244+0.00042308i,0.0018002+0.0016699i,0.0017115+0.0014478i,0.00063619+0.0012376i,-0.0010515+0.00086355i,-0.0014382+0.0008965i,-0.00083409+0.0016114i,-0.00047541+0.0013444i,0.00042422+0.00070629i,0.00027373+0.00097037i,-0.00046558+0.0013407i,-0.00059836+0.0017958i,-0.00086449+0.0020308i,-0.00047565+0.0018977i,-0.0003924+0.00159i,-0.00092871+0.0017829i,-0.001488+0.0010474i,-0.0010266+0.00050471i,-0.00038357+0.0002724i,-0.0007487+0.00041639i,-0.0007008+0.00096523i,-0.00039832+0.00092996i
0.0015141-0.0016261i,0.0023457-0.0029172i,0.0027451-0.0036384i,0.0033385-0.0034983i,0.0023849-0.0027332i,0.00013172-0.00084779i,-5.3227e-06+0.0011868i,0.0012019+0.0011865i,0.0010276-0.00088689i,0.00054035-0.0018322i,2.8564e-05-0.0014145i,0.0004045-0.00033455i,0.00079595+0.0011039i,0.00036421+0.0014765i,0.00058385+0.00081535i,0.00018436+8.9475e-05i,-0.0012095+0.00024146i,-0.00051507+0.0010994i,0.0015808+0.00049899i,0.0017891-0.00054745i,0.0015022-0.00010871i,0.00074472+7.2522e-05i,0.0001058-0.00026527i
0.0013553-0.0011915i,0.00060187-0.0025933i,0.00073454-0.0036785i,-0.00027321-0.0035745i,-0.0021179-0.0035759i,-0.0030026-0.0036527i,-0.0021923-0.0022104i,-0.0012331-0.00041574i,-5.8573e-05-0.00062726i,0.00047785-0.0012039i,0.00028656-0.00072051i,0.00030512+0.00020225i,0.00017881+0.00080547i,-0.00012046+0.00059698i,0.00017513+1.8919e-05i,0.00042344-0.00054218i,-0.00079945-9.9087e-05i,-0.0015109+0.00059668i,-0.00085647+0.00062147i,-0.0004163-0.00023976i,-0.00019381-0.00055661i,0.0001348-0.00034854i,-0.00042796-3.8489e-05i
0.0016973-0.0012568i,0.00074709-0.0017405i,0.00043612-0.0011996i,0.00042692+0.00010409i,-0.00057433+0.00083378i,-0.00174+0.00018353i,-0.0016786-0.00028855i,-0.00055164+0.00026318i,0.00035565+0.0004376i,0.00013465+0.00096174i,-0.00057178+0.00057122i,-0.0011789-0.00039279i,-0.001605-0.00018617i,-0.0020401+0.0002957i,-0.0016092-0.00012582i,-0.0014178+1.6822e-05i,-0.002355-5.4403e-05i,-0.0022977-0.00072371i,-0.0011542-0.00033067i,-7.9994e-05-0.0001314i,8.7692e-05-0.00013104i,-0.00042177+0.0001711i,-0.0004987+0.00062276i
0.00092495-0.0012756i,0.0018992-0.0020727i,0.0018397-0.00058698i,0.0018428+0.00086728i,0.0019586+0.00069681i,0.00027037-0.00020279i,-0.0011536-0.00050937i,-0.00087443+0.00025823i,0.00089366+0.0013972i,0.0018693+0.0013099i,0.00089568+0.00098487i,-0.00034005+6.1843e-05i,0.00014642-0.0002226i,0.00091147+0.0019375i,0.00015063+0.0034126i,-0.00043984+0.002215i,4.8308e-05+3.1843e-05i,-0.00030042-0.0012169i,-0.0013463-0.0013463i,-0.0010498-0.0010032i,0.00053446-0.00047771i,0.00065573+0.00025016i,-0.00038577+0.00066989i
0.0004485+0.00056387i,0.0013894+0.00058051i,0.00085284-0.00036895i,0.0010603-0.0020595i,0.0014568-0.0025849i,0.00035331-0.0022747i,-0.00055349-0.0012594i,-0.0003951-0.00033846i,0.00049614-2.0805e-05i,0.00074406+0.00014309i,0.00066022+0.00090462i,0.0010375+0.00073257i,0.001654+0.00023366i,0.0019976+0.0011249i,0.0028141+0.00091835i,0.0029399-0.00095721i,0.0021054-0.0023659i,0.0014033-0.0022972i,0.00051661-0.0016185i,-0.00018772-0.0010093i,-0.00020523-0.00061914i,-0.00090398-0.00040569i,-0.0017435-0.00024911i
0.0019849+0.0040554i,0.0019504+0.0032799i,0.00032807+0.001252i,-0.0016556+1.3986e-05i,-0.0027271+0.00010189i,-0.0025117+0.00073497i,-0.0022211+0.001008i,-0.0021799+0.00059397i,-0.0015226-8.3743e-05i,-0.0014066-0.00010575i,-0.0007549+5.2291e-05i,0.000445-0.00082015i,0.00064062-0.00082526i,0.00086916-0.0006251i,0.00057455-0.00097102i,2.3919e-06-0.00072622i,8.2089e-05-0.00063083i,0.00067417-0.001152i,0.00095142-0.00094877i,0.00078695+0.00027453i,0.00030352+0.00039756i,0.00012442-0.0003568i,-0.00089401-0.00073829i
-0.0017562+0.00090727i,-0.0018341+0.0013668i,-0.0015573+0.00077701i,-0.00037464+0.00025466i,0.0018877-0.00018687i,0.0024404+0.00034367i,0.0013041+0.0012153i,0.00021183+0.0017593i,-0.00080619+0.001778i,-0.00082293+0.0017433i,0.00012439+0.0012603i,0.00017474-0.00021549i,-0.00024491-0.00066837i,-0.00096193-1.5834e-05i,-0.0014449+0.00040675i,-0.00031455+0.001086i,0.00040262+0.0016278i,0.0016586+0.0013753i,0.0027962+0.00090958i,0.0019283+0.00058335i,0.00079098+0.00047755i,-4.621e-05+1.5407e-05i,-0.00041696-0.00071517i
-0.0027351-0.0011788i,-0.0025282-0.0026219i,-0.0009545-0.0025432i,0.00046866-0.0029081i,0.0012292-0.0027497i,0.00044079-0.0020902i,-0.00018219-0.001259i,-4.1241e-05-4.5273e-05i,0.0002865+0.00032668i,0.00072106-0.00022689i,0.00089263-0.0003691i,5.8499e-05+0.00032077i,-0.00075966+0.00093091i,-0.00067513+0.001449i,3.5211e-05+0.0018948i,0.00058259+0.0018951i,0.00069234+0.0017368i,0.0009704+0.0013323i,0.0013541+0.0011533i,0.0010612+0.00068408i,0.0012596+0.00050326i,0.0010299+0.00090403i,0.00024551-9.8961e-06i
-0.0015372-0.0027007i,-0.00063619-0.0020831i,-2.3031e-05-0.00099223i,0.00026694-0.0011639i,-0.00084872-0.0010023i,-0.0020156+0.00025004i,-0.0019852+0.00088416i,-0.00098236+0.00057629i,0.00013376-0.00016016i,0.00059948-0.00070709i,0.00046283+5.2976e-05i,0.00047253+0.00065427i,0.00068434+0.00053726i,0.0013575+0.0010452i,0.0018752+0.001595i,0.0015824+0.0012148i,0.00034492+0.0016258i,-0.00038056+0.002095i,0.00010082+0.0015165i,0.00092877+0.00087869i,0.00066502+0.00051658i,0.00037649-0.00026254i,0.00062592-0.00057797i
0.00021391+8.8418e-06i,0.0015722-0.00042873i,0.0018431+2.5668e-05i,0.0015344+8.873e-05i,0.0013788-0.0006152i,0.00011927-0.0010813i,-0.0018583-0.00093023i,-0.0030517-0.00058218i,-0.0018591-0.00039114i,0.0001283+0.00024354i,0.00063091+0.0011822i,0.0008877+0.0010213i,0.0011971+0.00030477i,0.0012558-0.0006865i,0.001369-0.0013341i,0.00059926-0.00082988i,-0.00093708-0.00068678i,-0.0011966-0.00035839i,-0.00044767+0.0011457i,-0.00062802+0.0020321i,-0.00025024+0.0020124i,0.00010889+0.0013469i,-0.00086142+0.00050614i
0.0014749+0.00072829i,0.0026619-7.2469e-05i,0.0043417+0.00031131i,0.004316+0.00058226i,0.0030348-0.00059695i,0.00050102-0.0019587i,-0.0012134-0.0012831i,-0.001201-0.00024868i,-0.00031253-5.2042e-05i,0.00066401+0.00023472i,0.00074905+0.00054258i,-0.00017165-0.00060424i,-0.00097673-0.00083455i,-0.0014972-0.00036114i,-0.0015799-0.00071319i,-0.0016025-0.0001071i,-0.0021067-0.00024111i,-0.0019291-0.00073206i,-0.0012216-3.0985e-05i,-0.0006747+0.00070926i,-0.0001527+0.00077963i,0.00021757+0.00099139i,0.00062281+0.00065426i
0.001676+2.7765e-05i,0.0014608-0.0013951i,0.00025018-0.0015693i,-0.00067762-0.00089577i,-0.0011325-0.00083748i,-0.0017547-2.57e-05i,-0.00124+0.0012612i,-9.803e-05+0.0013104i,0.00042722+0.00045605i,0.00078916+7.4927e-05i,0.00051109+5.5833e-05i,0.00040292-0.00037083i,0.00044815+0.00014892i,0.00030013+0.0010117i,0.00026403+0.0011062i,0.00016165+0.00097795i,-0.0010565+0.0004491i,-0.0016585-0.00030105i,-0.00131-0.00051266i,-0.0012927-0.00018199i,-0.00025752+0.00037698i,-0.00012808+0.00046531i,0.00013522+0.00031572i
-0.00087699-0.00092255i,-0.00061671-0.00088756i,0.0001418-9.9374e-05i,2.1864e-05+0.00013544i,0.00076231+0.00039164i,0.0011163+0.00095821i,0.00063563+0.00027824i,0.00062405-0.00043522i,3.5977e-05-0.00044158i,-0.00057807-0.00086306i,-0.00076047-0.00075206i,-0.0005165-0.00036569i,0.00075398+0.00012772i,0.0012889+0.0013744i,0.0013525+0.0012194i,0.00064925+0.00010806i,0.00020038-0.0013047i,0.00060173-0.0014383i,0.00042615-0.00069777i,-0.00042451-0.00065439i,-0.00060158-0.00021402i,-0.0005944+0.00030713i,-0.0010589+0.00012807i
-1.3915e-05+0.0020024i,0.00039976+0.00072646i,8.6648e-05+0.00045931i,-9.4289e-05-0.0005032i,0.000665-0.002479i,1.9305e-05-0.0036529i,-0.00099585-0.0027356i,-0.00057265-0.0011414i,5.9312e-05+0.00021687i,0.00060831+0.00085365i,0.0013748+6.5556e-05i,0.0010457-0.0011779i,0.00031535-0.00012613i,7.856e-05+0.0010267i,-0.00022522+0.00021991i,-0.00012906-0.00090032i,0.0010108-0.0010402i,0.0019286-0.0011123i,0.00063351-0.0013266i,-0.00091465-0.0011766i,-0.00092241-0.00026783i,-3.051e-05+0.00033243i,0.00019672+0.0004374i
0.0018004+0.00080265i,0.0019495-0.00053951i,0.0014157-0.0022918i,0.00070992-0.0015525i,-3.5966e-05+7.4068e-05i,-0.00079303+0.00092053i,-0.001204+0.00094719i,-0.0010875+0.00012077i,-7.2732e-05+0.00010469i,0.00022116+0.00030091i,0.00054743+3.3699e-06i,0.0012878+0.00025476i,0.00087397+0.00092545i,-0.00019862+0.00094787i,-0.00037277+0.00034207i,-7.6809e-05+0.00092752i,0.00040154+0.0014212i,0.00053028+0.00055151i,-7.4819e-06-0.00041692i,-0.00046377-0.00093817i,-0.00077271-0.00094858i,-0.00036464-0.00056249i,-0.00028316-1.6796e-05i
-0.0017309-0.001313i,-0.0022393-0.0011999i,-0.00043901-0.0012105i,0.0004892-0.00075i,0.00050245+0.00021444i,0.00015684+0.00056378i,-0.0011462+0.00086463i,-0.0012281+0.0010291i,0.00022492+0.00066138i,0.0017387-0.00047668i,0.0016582-0.0012484i,0.0013845-0.0010835i,0.0010718-9.8664e-07i,-0.00028461+0.00023748i,-0.00035874-1.2725e-05i,0.0005733+0.00054195i,0.0010822+0.0010964i,0.00065262+0.0017056i,0.00046473+0.0012567i,0.0010959-0.00067735i,0.00047834-0.0011523i,-0.00018346-0.00050203i,-0.00050945-0.00045651i
0.0012882-0.00076696i,-0.00020267-0.0009631i,4.0101e-05-0.00086603i,0.0010196-0.00098995i,0.00041883-0.00029965i,-0.0010145+0.00027467i,-0.0016085+0.00038662i,-0.00073163+0.00034519i,-0.00051453+0.00014167i,-0.0012068-0.00022823i,-0.00067416-0.00010013i,0.00039827+0.00081202i,0.00046903+0.00053257i,0.00061958+0.00013542i,0.00089896+0.00012561i,0.00077213+0.00012675i,-0.00017148+0.00071801i,-0.00043832+0.00093879i,0.00017254+0.0005107i,0.00082409-0.00083424i,0.0011435-0.001085i,0.00074571-0.00069447i,0.00044328-0.00091011i
0.004094-0.00036197i,0.0046758-0.00068688i,0.0035475-0.0011363i,0.0012159-0.00282i,-0.00015442-0.0029791i,-0.0020098-0.0015996i,-0.0026173-0.00015713i,-0.0016893+0.00056794i,-0.00065071+0.00073895i,-0.00029681+0.00066165i,-0.00061618+0.00079294i,-0.0014406+0.0013181i,-0.0019621+0.00013696i,-0.0011468-0.00081497i,-0.00052042-0.00059542i,-0.00040133-1.0312e-05i,-0.00034568+0.00079561i,-0.0010442+0.00098849i,-0.0004239+0.00060206i,0.00097284+0.00013476i,0.0016147-0.00079803i,0.001398-0.0016904i,0.0014782-0.0015423i
0.00054353+0.0014421i,0.0013484+0.0015791i,0.0021825+0.0015644i,0.0033487+0.0020639i,0.0025841+0.0014902i,0.00074768+0.00084243i,-0.001141+0.0010004i,-0.002198+0.0011245i,-0.0010153+0.00096457i,-0.00027791+0.0010124i,-0.00053409+0.0010076i,-0.0013618+0.00013622i,-0.0020674-0.00061079i,-0.0016169-0.00051437i,-0.0006642-0.00031667i,-0.00047119-0.0010578i,-0.00040555-0.0016489i,-0.00038187-0.00077686i,-0.00047376+0.0008157i,0.00020308+0.0010176i,0.00096376-5.7254e-06i,0.00071646-0.00066821i,0.00047831-0.00027529i
-0.0012692+0.0024624i,-0.0019401+0.0017555i,-0.0009546+0.0011442i,0.00071629-0.00031785i,0.0015173-0.0025514i,0.00074281-0.0030092i,-0.00070384-0.0016723i,-0.00063092-0.0010684i,0.00062257-0.00062379i,0.00094987-0.00069057i,0.00026306-0.00048024i,-0.00073072+0.00039543i,-0.0013639+0.0014562i,-0.00089027+0.0018741i,-0.00029002+0.0010043i,-0.00027705+0.00022866i,-0.00057739-0.00086437i,-0.00049403-0.00089037i,-0.00040651+0.0001928i,-0.00068992+0.00064644i,0.00023156+0.00058765i,0.001079-0.00049414i,0.00031391-0.00066534i
0.00072928-0.0025831i,0.0011725-0.0030432i,0.0019492-0.0020064i,0.0016917-0.0023607i,-0.00073213-0.0020035i,-0.0032436-0.001154i,-0.0025675-0.00071681i,-0.00082768-0.00085085i,-0.00082757-0.001856i,-0.0016292-0.0019758i,-0.0010969-0.0012157i,8.196e-05-0.0013089i,0.0015715-0.0013823i,0.0021345-8.0893e-05i,0.001147+0.00052209i,0.0011371-0.00031706i,0.0019533-0.00094101i,0.0013847-0.0010393i,-0.00042241-0.0011515i,-0.0006616-0.00088403i,0.00021416-1.6152e-05i,0.00047147+0.00084975i,0.00036113+0.00052923i
0.0013249-0.0024454i,0.0023602-0.0029404i,0.0020127-0.0016416i,-3.4419e-05+0.00012613i,-0.00087878+0.00028038i,-0.0010875+0.00015983i,-0.001861+0.00011573i,-0.0019439-0.00020503i,-0.0015767-0.00032131i,-0.0015605-0.00072707i,-0.00037188-0.0013024i,0.00093113-0.0019817i,0.0012807-0.0027999i,0.0015494-0.0017393i,0.0011186+0.00038017i,0.00099085+0.00089214i,0.0014025-0.0001114i,0.00074441-0.00070654i,-0.0004913-0.00015008i,-0.0014757+0.000572i,-0.000718+0.00016479i,4.8994e-06-0.00011421i,-0.00082253-0.00026253i
0.0027372-0.0011768i,0.0030223-0.0023525i,0.0019649-0.001978i,0.0015592-0.0018671i,0.0017809-0.0020411i,0.0014015-0.0017671i,0.000468-0.00017077i,-5.5677e-05+0.00095511i,0.00022944+0.00087746i,0.00054128+0.00063i,0.00048013+7.5046e-05i,-0.00036163-0.00050208i,-0.0018117-2.053e-06i,-0.0020204+0.00058928i,-0.00027986+0.0010372i,0.00087579+0.0012209i,0.0013038+0.00073364i,0.0018867+0.00014743i,0.0017377-0.00010424i,0.00037966-0.0003235i,-0.00083898-6.2511e-05i,-0.0006656-7.1629e-05i,-0.0002779-0.00010603i
0.0014854+0.0037377i,0.00085047+0.004761i,0.00023781+0.0034194i,0.00039965-8.6517e-05i,0.00015299-0.0016458i,-0.00069482-0.001629i,-0.00013526-0.0010127i,0.00085585+0.00019879i,0.00071594+0.0010841i,0.001313+0.00084453i,0.0022892+0.00037714i,0.0019987+0.0014693i,0.0011027+0.0022301i,0.00028062+0.0016983i,-0.00015746+0.00094291i,-0.00022794+0.00095315i,-6.611e-05+0.001307i,0.00081465+0.0014963i,0.001512+0.0010127i,0.0010769+9.4733e-05i,5.1908e-05-0.00022365i,-0.00086611+0.00012888i,-0.000796+0.00035187i
-0.0016119+0.002205i,-0.0022886+0.0020195i,-0.00040817+0.00074578i,0.00095218-0.00046967i,0.00019943-0.00089578i,-0.00043283-0.00058573i,7.1107e-05-0.00075032i,0.0013432-0.00067419i,0.0021796+0.00064437i,0.0030027+0.00089078i,0.0032244+0.0011754i,0.0032214+0.0019001i,0.002583+0.0018573i,0.0012771+0.001405i,0.00074816+0.001505i,0.00055382+0.0020632i,0.00059381+0.0019868i,0.00047082+0.00089597i,0.00078616-2.9518e-05i,-0.00019348+2.5576e-05i,-0.00094242+2.8468e-05i,-0.0004382-0.00039011i,0.00012827-3.6926e-05i
-0.0020536+0.001004i,-0.0010095+0.00043538i,0.00063919-9.6611e-06i,0.0012641-2.328e-05i,0.0024202+2.4543e-05i,0.001787-0.00035866i,-0.00083002-4.3596e-05i,-0.0017364+0.00030256i,-0.00038019-4.4683e-05i,0.0012054-0.00036644i,0.0017215+0.00021788i,0.0012578+0.00023639i,0.0012888-0.00078403i,0.0013897-0.0013085i,0.0011024-0.00075243i,0.0010266+0.00049497i,0.00068516+0.0010393i,-2.9937e-05+0.00091311i,-0.00050039+0.0003461i,0.00041102-0.00025007i,0.00050115-0.00055688i,0.00022671-0.00044152i,0.000456+6.3719e-05i
-0.0050287+0.00021632i,-0.0063243-0.0012184i,-0.0039295-0.00073863i,-0.0010085-8.5007e-05i,-0.0003406+0.00043792i,-0.0012778+0.0016486i,-0.0032571+0.0027094i,-0.0039865+0.002127i,-0.0034402+0.00044324i,-0.0022732+0.00018929i,-0.0014904+0.0001842i,-0.0015973-0.00020569i,-0.0018051-0.00041793i,-0.0015534-0.0017932i,-0.0014843-0.0018172i,-0.0018117-0.00030859i,-0.0020714-0.00048645i,-0.0014893-0.00036605i,-0.00021038+0.00052177i,0.00062518+0.00040465i,0.00045066-5.5973e-05i,-0.0006573-0.00013746i,-0.001011-0.00013328i
-0.0010128-0.0042203i,-0.00050314-0.004881i,-7.4964e-05-0.0030342i,0.00068409-0.0010228i,0.00084202-0.0009058i,7.8472e-05-0.00032988i,-0.00083257+0.00099891i,-0.001519+0.0021951i,-0.0022293+0.0030873i,-0.0019362+0.0030199i,-0.0013387+0.0025344i,-0.0019037+0.0026427i,-0.0015869+0.0029794i,-0.00018575+0.0028324i,-0.00042436+0.0016201i,-0.0011053+0.00043931i,-0.0015063+3.6901e-06i,-0.0018125-0.00030695i,-0.0010886-0.00025056i,-0.00020201+0.00033619i,0.00025557+0.00022026i,3.2347e-05+0.00020547i,-0.00034949+0.00062332i
0.0035623-0.00038849i,0.0054021+0.00057141i,0.0063364+0.00092195i,0.0046614-0.0006148i,0.0019695-0.0022297i,-0.00017972-0.0027508i,-0.00020866-0.002302i,0.00064068-4.5067e-05i,0.0011645+0.0028279i,0.00034307+0.0029763i,-0.00020992+0.001726i,0.00065331+0.0013473i,0.00040572+0.00089878i,-0.00062856+0.0010233i,-0.0010418+0.00073622i,-0.00038662-0.0001718i,-1.7577e-05-0.0011115i,-0.00038796-0.0014507i,-0.001152-0.00057802i,-0.0014243+0.00013519i,-0.00044592-0.00014228i,0.00020911-0.00016432i,-0.00037863+0.0004514i
