-0.0016355+0.00043933i,-0.0010438+0.00086586i,-0.0033875+0.00073151i,-0.0042973+0.00019772i,-0.0037011+0.00070179i,-0.0028486+0.00083387i,-0.0017877+0.0012118i,-0.00091916+0.0023063i,-0.00037483+0.0016996i,3.0771e-05+0.00057707i,0.00022405-0.0003466i,0.00041662-0.00051019i,-3.6467e-06+4.7778e-05i,-3.759e-05+0.00033672i,0.00015134+3.2379e-05i,-3.3776e-05-0.00047554i,-0.0001632-0.00026552i,-0.00044863-0.00073202i,-0.00034568-0.00047992i,-0.0003525+0.00094969i,-0.00060659+0.0014581i,-0.00019216+0.00083384i,-2.3191e-05+0.00010857i
0.0011386-0.0015322i,0.0010565-0.0021777i,3.0418e-07-0.0023834i,-0.0011179-0.0013549i,-0.0012511-0.00049791i,-0.00092517-0.00050554i,-0.0014715-0.00067039i,-0.0013008-0.00041173i,-0.00024352-0.00060006i,0.00016145-0.00050699i,5.0064e-05+0.00035765i,0.00049675+8.49e-06i,0.00035639-0.00094308i,1.6611e-05-0.00035808i,0.00017278+0.00040785i,-0.0001473+0.00071269i,-0.00030298+0.00035276i,-0.00021575+0.00026173i,-0.00038678+0.00078228i,-0.00024084+0.00076841i,-0.0001076+0.00048561i,-0.00014513+6.2834e-06i,0.00010264-0.00034588i
-0.0007804-7.8442e-05i,-0.0016036+0.00083142i,-0.003192+0.00035629i,-0.0028301+7.5527e-06i,-0.0014314+0.00080011i,-0.00077334+0.00090396i,-0.0018433+2.1626e-05i,-0.0019902-0.00057502i,-0.00098337-0.00051791i,-0.0016627-0.00038576i,-0.0021976-0.00036225i,-0.001137-0.00022781i,-0.00081486-0.00020197i,-0.00066773-0.00029919i,-0.00011901+0.00018279i,8.8319e-05+0.00058776i,2.1556e-05+0.00051824i,0.00049331+0.00040524i,0.0011118-4.6444e-06i,0.00057648-0.00026867i,-0.00013038-0.00056627i,0.00025061-0.0010753i,0.00072552-0.0011362i
0.0013871-0.00047617i,0.00059894-0.0018247i,-0.00058307-0.0017814i,-0.0010604-0.00081135i,-0.0010403-0.00027578i,-0.00043595-5.577e-05i,-0.00069246-2.9663e-05i,-0.0014459-0.00010919i,-0.0010576-0.00045125i,-0.0012989-0.00018803i,-0.00097091-0.00014275i,6.6111e-05-0.0003127i,0.0005135+0.00026244i,-0.00015804+0.00019728i,-0.00086954-0.00052051i,-0.00065838-0.00056396i,-0.0003621-0.00056756i,0.00038837-0.00041691i,0.00080862-0.00021614i,0.00072198-9.7988e-05i,0.00086272-3.8011e-05i,0.00027403+0.00029033i,-3.6985e-06+0.00011855i
0.0014768-0.00021584i,0.0013662-0.0012213i,0.0018299-0.0026762i,0.0013739-0.0017303i,1.1089e-06-0.00052233i,-0.0011321-0.00030715i,-0.0017771+0.00027324i,-0.0015705+7.6031e-05i,4.085e-05-0.00046267i,-0.00021024-5.6881e-05i,-0.00034032+0.00013655i,0.00071165-0.00022243i,0.00053907-0.00049852i,0.0002852-0.00062659i,0.00014891-0.00048359i,-6.4128e-05-0.00067742i,-0.00076698-0.00052052i,-0.00057861+4.7239e-05i,0.00038371+0.00065683i,0.00012391+0.00061324i,-0.00046472-6.2694e-05i,-0.0010805-0.0007884i,-0.00065463-0.00062796i
-0.00086449+0.00093823i,-0.000804+0.0014708i,-0.0008478+0.0010147i,-0.0016033+1.714e-05i,-0.0004733-0.00056157i,0.00042556-0.00066551i,-0.00078346+0.00014399i,-0.0014842+0.00068764i,-0.0011963+0.00023102i,-5.7091e-05-7.5651e-05i,0.00086704+0.00018609i,0.00068794+0.00076584i,0.00035021+0.00082482i,-1.261e-05-0.00016051i,6.9232e-05-8.676e-05i,0.00021919+0.00071286i,-0.00048307+0.00047162i,-0.0008107-0.00048983i,6.232e-05-0.00081383i,0.00016326-0.00023584i,-0.00047378+0.00020385i,-0.00082181-9.622e-05i,-0.00015974-0.00032951i
0.00067502+7.9748e-05i,0.00099882+0.00044316i,0.0010144+0.00044267i,0.00076948-0.00050146i,-7.2176e-05-0.00053162i,-0.00050311-0.0012295i,-0.0010995-0.0016389i,-0.00097732-0.00050152i,0.00011327+0.00069109i,0.00038841+0.00053444i,9.9711e-06+0.00016137i,4.3567e-05+0.00022652i,0.00074149-0.00013487i,0.00097734-0.00013738i,9.0001e-05+0.0001151i,-0.00042891-0.00038322i,-0.00036141-0.00088253i,0.00036714-0.00080234i,0.00019001-0.00055111i,-0.00079271-0.00049215i,-0.00083126-0.00088301i,-0.00079886-0.00065665i,-0.0008318-0.00017217i
-8.3928e-05-0.00091507i,-0.00076969-0.0007735i,-0.0024873-0.0011255i,-0.0018961-0.0013013i,-0.00052927-0.0010366i,-0.00060736-0.0011331i,-0.0008591-0.0014173i,-0.00054287-0.000607i,-0.00038504+0.00035058i,0.00023357+0.00037981i,0.00038151+0.00031642i,-0.0002032+0.00030942i,-0.00054676-9.6212e-05i,-1.7732e-05-0.00046136i,0.00044925-0.00048685i,-0.00034256-0.0005003i,-0.00079925-0.00048545i,-0.00071892-0.00019277i,-0.00032171+0.00032565i,4.2437e-05+0.00073292i,-7.3622e-05+0.00031298i,-0.00091101-0.00033224i,-0.0012738-0.00048335i
0.0018159-0.00062163i,0.0015393-0.00010816i,0.0016133-0.00056442i,0.0008518-0.00063299i,0.00054509-6.1489e-05i,0.00056399+0.00015987i,-0.00045586+0.00018086i,-0.0012484+0.00056598i,-0.00074569+0.00054105i,-0.00053008-0.00044876i,-0.00083986-0.0012101i,-0.00040246-0.00089013i,6.9277e-05-0.0010118i,-0.00012842-0.0012762i,-0.00035019-0.00015362i,0.00037341+0.00077446i,0.00071389+0.0011122i,0.00024769+0.0010944i,0.00022964+0.0004352i,0.0004634-6.1458e-05i,-0.00026319+0.00047505i,-0.00052348+0.00067045i,-0.00037049+0.00062318i
0.00088856-0.0015048i,0.00019158-0.0012593i,0.00081001-0.00038392i,0.00033927-0.00018588i,-0.00054907-0.00044422i,-0.00057229-0.0011549i,-0.00032457-0.0013032i,-0.00065245-0.00043526i,-0.00063833+0.00046819i,-0.00025155+0.00060344i,0.00011814+0.00041075i,0.00014138+0.00036408i,0.00023522+0.00019614i,3.4856e-05+4.7267e-05i,0.00019192-5.7401e-05i,9.8347e-05-0.00020682i,0.00043297+4.8254e-05i,0.00071335+0.00083332i,-0.00027486+0.0013883i,-0.00074806+0.00055903i,-0.00073248-0.00044171i,-0.0003088-0.0010282i,-0.0001414-0.00046899i
0.0012754+0.0012896i,0.00075561+0.00155i,0.00051398+0.0015152i,-0.00014895+0.00024858i,0.00010785-0.00072252i,0.00027962-0.0013116i,-0.00045193-0.00077167i,-0.0012218-0.00039521i,-0.00099869-0.00039388i,-0.00041778-0.00081262i,0.00031091-0.00085818i,-3.2249e-05-0.00049359i,0.00014624-0.00069004i,0.00088817-0.00041508i,0.00081216+0.00016356i,-2.0582e-05-0.00025465i,-0.00023313-0.00098916i,-0.00014656-0.0010628i,-0.00079945-0.00065806i,-0.00022795-0.00055478i,0.00074972-0.00060552i,0.00015391-0.00013439i,-0.00014954+0.0001012i
0.0029989-0.0014954i,0.0023595-0.001211i,0.001175-0.00062614i,-0.00062599-0.00038249i,-0.001395-0.00023011i,-0.0010796-0.00078972i,-0.00071652-0.0015989i,-0.00024226-0.0014331i,-0.00044005-0.00084209i,-0.0013412-0.00062905i,-0.0011714-3.7882e-05i,-0.00059694+0.00029265i,0.00040873-0.00061332i,0.00083467-0.0010555i,0.0004674-0.00078224i,9.9982e-05-0.00065911i,0.00016218+6.8468e-06i,0.00047815+0.00035647i,0.00026321-5.322e-05i,0.00011572+0.00025843i,0.00045557+0.00054086i,0.00071695+0.00046335i,0.0010732+0.00066377i
0.00046345-0.0010135i,0.00023397-0.0010978i,-0.001023-0.0016792i,-0.0017122-0.001243i,-0.00082032-0.00027105i,0.00026546+0.0005207i,-0.00017145+0.00011091i,-0.0010058-0.00023495i,-6.761e-05+0.00031696i,0.00053308+0.0004104i,0.00011514-0.00012679i,-6.9305e-05+8.7329e-05i,-0.00036746+0.00016491i,-0.0006495-0.00059989i,-0.00071558-0.00041872i,-0.0012199+0.00040668i,-0.0013107+0.00060718i,-0.0013945+0.000266i,-0.00089706+0.00021138i,0.00029989+0.00052679i,0.0002496-0.00023407i,-0.00029242-0.000579i,-0.0005679-8.3067e-05i
0.00097722-0.00090291i,0.00090095-0.0006715i,0.00042832-0.00052065i,-8.4609e-05-0.00047035i,-0.00058049-0.00046663i,-0.00054228-0.00033457i,-0.00032195-0.00035977i,-0.001028+0.00012758i,-0.00097106+0.00054569i,-0.00049725+0.00034599i,-3.7792e-05+0.00018578i,0.0008009+0.00027109i,0.00055509+0.0002056i,-0.00036648+0.00026069i,-0.00043416+4.1989e-05i,-0.00011898-0.00046824i,0.00011622-0.0002122i,0.00056614-1.7805e-06i,0.00093669+0.00056145i,0.00077366+0.00087853i,0.00031093-0.00071552i,9.0306e-05-0.0018718i,-0.00049495-0.00092671i
0.0012491+0.0023312i,0.00082223+0.0016928i,0.00089221+0.0010959i,-0.00022308+0.00057834i,-0.00062746-0.00058897i,-0.00064208-0.001355i,-0.0012176-0.0018702i,-0.00070696-0.00087379i,-6.7875e-05+0.0005354i,-0.0007131+0.00011897i,-0.0012621-0.00038653i,-9.5281e-05+0.00015699i,0.00092252+0.00016027i,0.00041797-0.00018237i,-8.2717e-05-0.00029502i,0.00015868-0.0009967i,0.00030496-0.0015314i,0.0004422-0.00028125i,0.00025132+0.00076584i,0.00021792-3.9416e-05i,0.00036964-0.00062347i,-0.00043569-0.0010609i,-0.00085191-0.0011044i
-0.0016817+0.0016658i,-0.0014588+0.0025535i,-0.00065107+0.0025262i,-0.00077397+0.0012805i,-0.00075796+0.00035808i,-0.00064465-0.00094699i,-0.001162-0.0015418i,-0.0016344-0.00024685i,-0.00057604+0.0007422i,0.00047835+0.00063941i,0.00055933+0.0011651i,0.0010447+0.0013188i,0.0012896+0.00047142i,0.00087317+0.00020819i,0.00027548+0.00059012i,-8.7474e-05-0.00026918i,0.00014832-0.00098901i,-0.000303-0.00048958i,-0.0010753-3.5377e-05i,-0.00062066-0.00022017i,-0.00031612-0.00067333i,-0.00049967-6.2656e-05i,-0.00027948-5.9991e-05i
-0.00011908+0.0017124i,-0.00016167+0.0002434i,0.0012205-0.00073129i,0.00066639-0.00049055i,0.00060464-0.00041339i,0.00093298-0.0003383i,-0.00020952-9.7622e-05i,-0.00084515-0.00014535i,0.00074519+0.00014772i,0.00123+0.0010181i,0.00087084+0.0014913i,0.0011851+0.00094453i,0.00080923+0.00038245i,0.00053474-1.5471e-05i,0.00018408-0.00045725i,-0.00053304-0.0015256i,-0.00068821-0.0015537i,-0.000345-0.00046554i,-0.00022066+0.00015338i,-8.7077e-05+0.00023834i,9.7168e-05+0.00064033i,4.6586e-05+0.00052019i,0.00013511-0.00012626i
-0.00055362+0.00081736i,-0.0012571+0.0015449i,-0.0017039+0.0019458i,-0.0015648+0.0020889i,-0.0015248+0.0014526i,-0.00070037+0.00025455i,-0.00052455-0.00025559i,-0.00031591+5.8979e-06i,-1.8255e-05+0.00012272i,-0.00041893+0.00038046i,-0.0008746+0.00063512i,-0.000271+0.00021053i,0.000245-0.00029817i,0.00031767+0.00025375i,0.00014023+0.00033265i,4.5157e-05-0.00050534i,1.2534e-05-0.00051653i,-2.3004e-05+0.00016104i,-0.00060712-2.5463e-06i,-0.00096176-0.00035909i,-0.00026225+0.00020576i,3.5106e-06+0.00033004i,0.00023294-3.5475e-05i
-0.0026327+9.6462e-05i,-0.0032308-4.4273e-05i,-0.0037664+0.0010302i,-0.0025452+0.0015207i,-0.00044317+0.00049174i,3.4758e-05-0.00083783i,-0.0014208-0.00082003i,-0.0022503-0.00010615i,-0.00085607-0.00015605i,0.00023787-0.00067761i,-8.9966e-05-0.00032416i,0.00042502+0.0011842i,0.00048974+0.0014646i,0.00015496+0.00063827i,0.00048067+0.00017003i,0.00051741+0.00023294i,0.00071557+0.00028467i,0.0010462+0.00028973i,0.00030899+1.1229e-05i,-0.00043884-0.0004437i,-0.00086711-0.00036322i,-0.00091555-0.00053149i,-0.00018365-0.0007404i
4.842e-05-0.0019187i,-4.8282e-05-0.0021052i,-0.00076849-0.0021663i,-0.0015455-0.0013974i,-0.0010771-0.00013648i,0.00030557-0.00020552i,-5.4521e-06-0.00074804i,-0.0012196-0.0006425i,-0.0015988+8.2863e-05i,-0.0013189+0.00061171i,-0.00096135+0.00053974i,-5.3517e-05-1.7767e-05i,0.0010191-0.00082061i,-6.004e-05-0.00074605i,-2.3054e-05-3.6527e-06i,0.0013393+0.00051627i,0.00084791+0.0011703i,0.00021143+0.0011611i,0.00017839+0.00048108i,-9.5369e-05-2.5218e-05i,0.00039184-0.00045833i,0.0006057-0.00030137i,0.00041781+0.00034539i
-0.00037662+0.00055433i,0.00072752+0.0010198i,0.00045887+0.00074996i,0.00023436+0.00047206i,0.00024641+5.1898e-05i,0.00047483-0.00051914i,-0.00013514-0.00085914i,-0.0010094-0.0007548i,-0.00046798-0.00038526i,0.00040001+0.00038233i,-0.00015584+0.0013449i,-0.00025651+0.0009009i,0.00021172-2.4889e-05i,0.00027384-0.00027248i,0.00017088-0.00020355i,-0.00024269-0.0004093i,-0.00046953-0.00073601i,-0.00070396-0.00068062i,-0.00035282-0.0003691i,-0.00015419+0.00039976i,-9.0296e-05+0.00050574i,0.0001563-0.00061321i,0.00056076-0.0012773i
-0.0013097-0.001319i,-0.0022071-0.00094246i,-0.0028171-0.0010689i,-0.0026881-0.00094911i,-0.0018259+0.0006321i,-0.00014097+0.00086712i,2.5637e-05-0.00061799i,-0.0011673-0.00060545i,-0.0011014-4.7649e-05i,-0.00089815+0.00019692i,-0.00042321+0.0004332i,0.00018722+0.00011238i,0.00023993-0.00063701i,0.00017229-0.00016523i,0.00031058+0.00078746i,0.00020601+8.9267e-05i,-0.00020049-0.00034936i,-0.00028489-0.00055409i,0.0003445-0.0004662i,0.00079765-6.7903e-05i,0.00088667+7.0356e-05i,0.00018528+0.00052675i,-0.00054214+0.0004103i
0.00091607-0.00070078i,8.5481e-05-0.00011014i,0.00017767-0.0010677i,6.4721e-05-0.0015977i,-0.00082965-0.0010694i,-0.0012719-0.00076731i,-0.0011062+0.00017189i,-0.0014386+0.00070941i,-0.0015367+0.00076552i,-0.001507+0.00053886i,-0.00093074+0.00047182i,0.00037843+0.00041013i,0.0010938-0.00054744i,0.00048765-0.00059945i,-0.00038055-0.00057851i,-0.00067848-0.0010742i,-0.00044912-0.0010463i,-0.00040478-0.00065712i,-0.00030796-0.00058927i,3.7718e-05-0.00064066i,0.00056014-0.0009928i,0.00042566-0.00094652i,7.0524e-05-0.000428i
-0.00035781-0.0010679i,-0.0012053-0.00034961i,-0.00030664-0.00063238i,-0.00028589-0.00028459i,-0.00081429+2.3718e-05i,-0.0006664-0.00035023i,-0.00039196-0.00024485i,-0.00097679+0.00014048i,-0.0007987+0.00022211i,-0.0004753-0.00017886i,-0.00022047+0.00012964i,0.00024585+0.00096531i,-1.822e-05+0.00046155i,-0.00031508+8.6047e-05i,-0.00035528+0.00058052i,6.0019e-05+0.00077818i,0.0003576+0.00051598i,-0.00035016-0.00023746i,-0.00034056+0.00022212i,-0.0001353+0.00087576i,-5.0683e-05+0.00090706i,0.00024176+0.00077568i,0.00092404-0.00026592i
0.0017669+0.0018303i,0.0031646+0.00062996i,0.0030869-0.00038075i,0.001348-0.00096695i,0.00023099-0.00075235i,0.00014752-0.00067947i,-0.00029073-0.0013048i,-0.00048093-0.0008735i,-0.00057162-0.0003468i,-0.00033163-0.00057705i,4.4459e-07-0.00017085i,0.00012963-0.00015378i,0.00020092-0.00064129i,-0.00041059-0.00065781i,-0.00017809-0.00039937i,0.00020541-0.00016113i,0.00025147-0.00014234i,0.0005412-0.00027312i,0.0002783-0.00032331i,-0.00022981-0.00018004i,-0.00061268-0.00035014i,-0.00020819-0.00047257i,-0.00028378-0.00039919i
-0.0025207+0.00042055i,-0.0028325+0.001302i,-0.0032761+0.0023389i,-0.0028969+0.0020415i,-0.0019381+0.0014643i,-0.00081908+0.00059124i,-0.00040463-0.00031574i,-0.00050881-0.00049566i,-0.00038187+0.00034743i,-0.00045512+0.00057968i,-0.00068044+0.00072662i,-0.00024017+0.00061854i,0.00040688-6.4168e-05i,0.00068227-0.00084929i,0.00040707-0.0011738i,-0.00020823-0.00074372i,-0.00060704-0.00018302i,-0.00021851+0.00060657i,0.00096091+0.0011899i,0.0011007+0.00083436i,-0.00013867-0.00020999i,-0.00061023-0.00069185i,-0.00059998-0.00060823i
-0.00014269-0.00083685i,-0.00015964-0.0015209i,-0.0019089-0.0024273i,-0.0023314-0.0024326i,-0.00064624-0.0013892i,-0.00048621-0.00076785i,-0.0015436-0.00087339i,-0.0014221-0.00026255i,-0.0010171+0.00074104i,-0.001185+0.00091267i,-0.0005137+0.0011159i,0.00045086+0.0009575i,0.0003634+0.00047355i,-0.00055335+0.00038843i,-0.00027682-0.00018399i,-0.00040167+9.312e-05i,-0.00034961-0.00021632i,0.00010296-0.00083288i,-9.0903e-05-0.00061942i,-0.00013426-0.00081585i,-0.0002719-0.00056302i,-0.00044418-0.00074472i,-0.00095677-0.0011185i
0.0019184-0.0020336i,0.0017376-0.0022042i,-0.00028095-0.0016997i,-0.001863-0.00071013i,-0.0024775+0.00013427i,-0.0022805+0.00047529i,-0.0012545-0.00025465i,-0.00062052-0.0010556i,-0.00052353-0.00084973i,-0.00021235-0.00030396i,-0.00020677-0.00017342i,2.1709e-05-0.00046253i,0.0007357-2.3027e-05i,-0.00016107+0.00060886i,-0.00088257+0.00069047i,-0.00050533+8.2061e-08i,0.00012248-0.00056739i,0.00025776-0.00021144i,-0.00049952+0.00025815i,-0.00080884+0.00046445i,-0.00084691+0.0006011i,-0.00082518+2.668e-05i,-0.00020613+9.9991e-05i
0.0011878-0.00039633i,0.0017747-0.00058113i,0.0015896-0.0015653i,-0.00012063-0.00095131i,-0.0020562-3.2054e-05i,-0.0020629-0.0010719i,-0.00087931-0.0012934i,-0.0013013-0.00028203i,-0.0015178+0.00034755i,-0.00064279-0.00013458i,-8.0536e-05-0.00027263i,0.00019916+0.00080686i,0.00046471+0.00023849i,-8.2109e-06-0.00097064i,-0.00022757-0.00070172i,-2.5948e-05-0.00020378i,0.00016545-0.00024494i,0.00076355-0.00060874i,0.00026018-0.00048033i,-0.00015776-0.00085087i,0.00035864-0.00092414i,0.00065926-0.00044723i,0.00041939-0.00097567i
0.0010222-0.00040212i,0.0010048+0.00032213i,0.00054585+0.0010347i,-0.00060936+0.00030626i,-0.0014149-0.00091365i,-0.0011371-0.0018498i,-0.00087091-0.0020075i,-0.0010468-0.00144i,-6.3723e-05-0.00076661i,0.00027082+0.00010462i,-0.0009432+0.001109i,-0.001023+0.0013363i,0.00024933+0.00033874i,0.00080896-0.00080674i,0.00098203-0.00066475i,0.00072257-0.00051497i,0.00055554-0.0006719i,0.0010927-0.00033809i,0.00054013+0.00016125i,-0.00075748+0.00030431i,-0.00034938+2.6684e-05i,0.00039085-0.00026456i,0.00031118-0.00029953i
-0.0024846+0.00010919i,-0.0022097+8.9395e-05i,-0.0022756-0.00087784i,-0.0020355-0.00075435i,-0.0006543-0.00014493i,0.0004635-0.00052003i,-0.00017078-0.00060511i,-0.00084836-0.00031279i,-0.00060261-0.00075746i,-0.00052257-0.00049685i,-0.0005035+0.00038776i,0.00017233-0.00056934i,0.0006041-0.0014204i,0.00045848-0.00076199i,0.00033242-0.00014701i,0.0002921+0.00031174i,0.00017397+0.0010455i,-0.00010795+0.00089154i,-6.8162e-06+0.00011845i,0.00010111-0.00017052i,-0.00028558-0.00036001i,-8.3574e-05-0.00048712i,0.00026338-0.00078113i
0.0003161-4.9778e-05i,0.002286+0.00080014i,0.0020047+0.0011242i,0.00084625+0.00099937i,0.0012744-0.00023777i,0.00075906-0.0014702i,-0.00040135-0.0011435i,-0.00039934-2.5305e-05i,-0.00016705+0.00048626i,-0.00021398+0.00062626i,-0.00033967+0.00012859i,3.5491e-05-0.00035776i,-0.00048496-0.00042662i,-0.0006602-0.00044437i,0.00040911-0.00014023i,0.00059357+0.00015496i,-0.00054356+0.00017249i,-0.00083621-0.00043246i,-0.00053536-0.00070922i,-0.00019037-0.00065385i,0.00040378-0.00019453i,0.00049156-0.00014073i,0.00031004-0.00033434i
0.00067501+0.00014398i,0.00011046+0.00015332i,-0.00074997-0.00066687i,-0.00088287-0.00048043i,-0.0011879-0.00023376i,-0.00065498-0.0010473i,0.001163-0.0012782i,0.00073245+0.00037178i,0.00041156+0.0015977i,0.00054483+0.00083754i,0.0006245-5.8436e-05i,0.0013609-0.00049698i,0.0003439-0.00058161i,-0.0010281-0.00048914i,-0.00083358-0.00050689i,3.8565e-06-0.00070402i,0.00070683-0.00057078i,0.00065319+0.00040163i,0.00023306+0.00050431i,-8.1808e-05+0.00022875i,-0.001108+0.00018562i,-0.0013424-0.00042718i,-0.0005319-0.0011282i
-0.00059473+0.00011954i,-0.00063951+0.00022107i,-0.0012324+0.00022016i,-0.0016529+0.00087159i,-0.001686+0.00093715i,-0.00015334+9.8034e-05i,0.00028557-0.0002009i,-0.0005818+0.00058502i,-0.00073957+0.00062962i,-0.00058507-3.2215e-05i,-0.00050228+0.0011055i,-0.00018868+0.00098832i,0.00022986-0.00018503i,0.00061236-0.00068291i,0.00094977-0.00046188i,0.00038865-0.0005711i,6.4403e-05-0.00063324i,-0.00015569+0.00040034i,-7.774e-05+0.0010601i,0.00023578+0.00022008i,0.00028992-0.0007432i,0.00093946-0.00083978i,0.0011509-0.0006i
0.00089659-0.00064783i,-0.0001237-0.0011077i,-0.00078929-0.0022596i,-0.0015196-0.0023611i,-0.0013556-0.0019305i,-0.00089152-0.00076434i,-0.0015316-0.00023817i,-0.0018231-0.00017819i,-0.0003942+0.00026367i,-0.00022757-0.00024231i,-0.00077195-0.00052018i,-0.00052291-0.00060859i,-0.00024365-0.00064083i,-0.0002855-0.00026091i,-0.00028203+6.9531e-05i,-0.00085743-0.00023577i,-0.0008679-0.0010834i,-0.00030972-0.0011412i,-0.00044307+5.0287e-05i,-0.00023921+0.00013499i,0.00051195+0.00022002i,0.00035736+0.00027732i,-0.00056815-0.00077306i
-0.0015325-0.00027874i,-0.00059744-0.00023293i,-0.0018888-0.00081344i,-0.0018828-0.00068873i,-0.00075587+0.00054006i,-0.00094609+4.0757e-05i,-0.00066993-0.0002901i,-0.0002556+0.00052588i,-0.00041784+0.00022427i,-0.00035183-0.00015615i,0.00010889+0.00035107i,0.0010501+0.00043064i,0.0013621-0.00010404i,0.00077436+0.00013314i,0.00070179+0.00045856i,0.00027741-0.00011676i,-0.00064541-0.00020214i,0.00029721+0.00015569i,0.00082324+0.00043699i,0.00020781+0.00038882i,2.6328e-05-0.00041312i,-4.4298e-05-0.00052462i,-0.00035883+2.8364e-05i
0.0021434+0.0014056i,0.0024151+0.0009898i,0.0027106+0.00045293i,0.00088665-0.00018284i,-0.00079631-0.00058284i,-0.00030989-0.00063399i,-0.00035258-0.0011682i,-0.00042072-0.00049938i,-9.7512e-05+0.00053313i,7.8643e-05+0.00045043i,0.0006302+0.00079838i,0.0006327+0.00088236i,0.00055228-0.00020381i,0.00052001-1.9887e-05i,0.00019095+0.00081753i,-0.00048014+0.00054087i,-0.0011005+0.0002764i,-0.0015096+0.00024311i,-0.0011333+0.00087695i,-0.00068684+0.00044652i,-0.00025251-0.00084444i,2.022e-05-0.0013845i,8.1032e-05-0.0017056i
-0.0021212-0.0010928i,-0.0027884-0.00093015i,-0.0032389-0.0021423i,-0.0033946-0.0011081i,-0.0028737+0.00098733i,-0.00041515+0.00088524i,0.00018712-0.00046629i,-0.0012955-0.00044144i,-0.0014527+2.2515e-05i,-0.00094439+0.00015265i,-0.00088404+0.000475i,-0.00054412+0.0008737i,-0.00047087+0.0013892i,-0.0008766+0.0010974i,-0.0008947+0.00052639i,-0.00035225+0.00019173i,0.00018595+0.0001263i,-0.00013543-0.00020428i,0.00015058-0.00029049i,0.00079403-0.00078235i,0.00034858-0.0010038i,4.4606e-05-0.00043135i,0.00061572+0.00024593i
0.00025828+0.0010982i,-0.00030592+0.00036679i,-0.00078333-0.00012336i,-0.00059006-6.0157e-05i,-0.0003086-0.00038646i,-4.6801e-05-0.00099525i,-0.00072715-0.00062341i,-0.0013493-0.00022669i,-0.00057355-0.00014793i,0.00037684-3.1149e-05i,0.00078883+0.00019403i,0.0010238+0.00020386i,0.00066957-0.00024576i,0.00040496-0.00067573i,-5.4997e-05-0.00057906i,-5.2263e-05-0.00060262i,4.3366e-05-0.00010206i,1.7894e-06+0.00044752i,0.00031786+0.0009539i,-4.7004e-06+0.0012119i,-0.00049573-3.1938e-05i,-0.00022135-0.00062114i,0.00013345-6.1348e-05i
0.0030599-0.0011505i,0.0037158-0.0019021i,0.0028789-0.0020376i,0.0015477-0.0012943i,0.00067587-0.0012344i,-0.00020693-0.0011411i,-0.00058393-0.00068639i,-0.0010799-2.5943e-05i,-0.00064561-0.00018568i,-0.00032118-0.00042684i,-0.00040854-0.00019136i,-0.00062311+0.00014063i,-0.0015013-0.00041827i,-0.0015183-0.00019224i,-0.00095625+0.00074583i,-0.00052567+0.00014826i,-0.0005336-0.0010215i,-0.00065852-0.00083324i,-0.00030544+0.00023619i,-0.00019391+0.00071282i,6.7632e-05+0.00066452i,0.00054682-0.00096728i,0.00089627-0.0017325i
-7.1135e-05+0.0006398i,0.00042667+0.00039237i,-3.1635e-06+0.00055407i,-0.00063295+0.00050565i,-0.0008092-0.00034405i,-3.6564e-05-0.0011344i,-0.00046211-0.0003472i,-0.0014519+0.00058922i,-0.00075055+0.0012027i,-0.00064182+0.0011854i,-0.0007311+0.0005756i,5.9479e-05+1.1591e-05i,0.00013743-0.00015182i,-0.00043749-0.00025499i,-0.00057746+0.00015923i,-0.0010261+0.00024178i,-0.00057047-0.00063135i,0.00048142-0.00061945i,0.00078092-0.00023997i,0.00024419-0.00036736i,0.00012691-2.6011e-05i,0.00015716+0.00094887i,0.00018952+0.00060542i
-0.00010934+0.0012696i,-0.0017812+0.0015958i,-0.002321+0.00095579i,-0.0015353+0.00047489i,-0.0010921-0.00038506i,-0.0009532-0.0012068i,-0.00091912-0.0010122i,-0.00093414-0.00027119i,-0.00074022+0.0010803i,-0.00069888+0.00075835i,4.9569e-06-0.00036479i,0.00093436-5.3608e-05i,0.00088009+0.00025946i,0.00089805+0.00015136i,0.001021-0.00043187i,0.00011046-0.0005909i,-0.00080266-0.000133i,-0.00055659+0.00020834i,-0.00016127+0.00023875i,0.00016804+0.00016219i,-2.5444e-05-0.00035345i,-0.0002222-0.00034958i,-9.9988e-05-0.0002364i
0.0011942-0.00025805i,0.00070385-0.00082412i,-0.00020538-0.0012397i,-0.001325-0.0010349i,-0.0012046-0.0016276i,-0.00072613-0.0020154i,-0.00073081-0.0020497i,-0.00079478-0.0015701i,-0.00088532-0.0006869i,-0.0001154-0.0005099i,0.00067265+1.2766e-05i,0.00080613+8.7945e-05i,0.00045422-0.00018537i,0.00028168+5.6892e-05i,0.00039793-0.00016162i,0.00059238+0.00018648i,0.00045969+0.00035936i,0.00020308+0.00012947i,0.00048345+0.00038081i,0.00042518+0.0004222i,0.00027248+0.00010144i,0.00034867-0.00028018i,0.00028258-0.00029617i
