-0.0022902+0.0015393i,-0.0014388+0.00046248i,-0.0011908-0.0011576i,-0.0012189-0.0014999i,-0.0018087-0.0012302i,-0.0017786-0.00053264i,-0.00047399+0.000732i,0.00042423+0.00042878i,0.00093137-0.00024576i,0.001161-0.0010228i,0.00021095-0.0014484i,-0.00095819-0.0016031i,-0.0010104-0.0016868i,-0.00058384-0.0010795i,-0.00066054+0.00013368i,-0.00024776+0.0010038i,-5.686e-05+0.00071826i,-0.00055614-3.9453e-05i,-0.00014517-0.00055708i,0.00013836-0.00045032i,-6.3787e-05-0.00055503i,-0.00014942-0.00094563i,-0.00010792-0.00076555i
0.0011104-0.0020416i,0.0011831-0.0023314i,0.0024769-0.0020365i,0.0033365-0.0012355i,0.0025156-0.00060457i,0.0010322-0.00067255i,0.00025434-0.00082143i,7.0099e-05-0.00080352i,-0.00011402-0.00055689i,1.5456e-05-0.00042602i,0.00026354-0.00077461i,0.00017431-0.00025141i,0.00037277-0.00041238i,0.00082783+6.5195e-06i,0.00025379+0.00071997i,-0.00036493+0.00061304i,0.00072766-0.00016347i,0.0011698-0.00014022i,0.00019603+0.00020358i,4.9335e-05-0.00030769i,0.00077865-0.0010881i,0.0011404-0.0012777i,0.00074177-0.00026904i
0.0014216+0.0015214i,0.0018851+0.0019972i,0.00070328+0.0011232i,0.00032865+8.9089e-05i,0.00087826-0.00074966i,0.0010507-0.0012958i,0.0011257-0.0014807i,0.0012339-0.0012092i,0.0010525-0.00089296i,0.00031634-0.00024114i,0.00018059-0.00016496i,0.00076041-0.00088385i,0.00090492-0.00094171i,3.5524e-05-0.00085918i,-0.00057984-0.0011923i,-0.0011589-0.00083352i,-0.00055515-0.00074835i,0.00043975-0.00037832i,0.00035971-4.3648e-05i,0.00030958+5.7512e-05i,0.00012587+0.00044078i,2.31e-05+0.00068771i,0.00027511-0.00032202i
0.0018393+0.00043552i,0.0021872+0.0015083i,0.0026758+0.0013598i,0.0031741+0.0002203i,0.0036568-0.0018497i,0.0032301-0.0021842i,0.0014627-0.0014994i,4.1092e-05-0.0018652i,0.0002269-0.0017521i,0.00087298-0.0012771i,0.0013899-0.0013634i,0.00090835-0.0015085i,-0.00015107-0.0011952i,-0.00045012-0.00052508i,-0.00071255-0.00014061i,-0.00055695+0.00025721i,3.0832e-05+0.00050387i,-0.00032151+0.00023516i,-0.00066777-6.0801e-05i,-0.00041863+0.00016989i,8.5651e-05-0.00023014i,0.00048824-0.00049629i,0.0006369+1.798e-05i
0.0012915-0.00041823i,0.0022741-5.7145e-05i,0.0030291-0.00083907i,0.0025585-0.0026509i,0.0010244-0.0029016i,-0.00056071-0.0016207i,-0.00094285-0.00047955i,-0.00084896-0.00040018i,-0.00046566-0.00067984i,0.00010166-0.0012526i,-0.00023102-0.0015773i,-0.00021772-0.0015574i,0.00011739-0.0009006i,-0.0001269-0.00013923i,-0.00051719+2.0207e-05i,-0.00023878+0.00068591i,0.00012975+0.0012483i,0.00013009+0.00076443i,0.00017203+0.00039229i,0.00038546+0.00042381i,0.00052073+0.00058572i,0.00042787+0.00095615i,0.00068814+0.0014057i
0.00021092-0.00051564i,0.00039251-0.0006611i,-0.00059894-2.6228e-06i,-8.5896e-05-0.00010195i,0.001514-0.00027581i,0.0019913+0.00042141i,0.0017458+0.000592i,0.0013751-3.5544e-05i,0.0009908-0.00026327i,0.00080219-0.00026616i,0.00082321-0.00064571i,0.00051498-0.0007571i,0.00031492+0.00031665i,0.00058608+0.00089238i,0.0006043+0.00025808i,0.00011793-0.00027272i,0.00046187+0.0002057i,0.0010461+0.00082137i,0.00055145+0.0010209i,0.00026997+0.0007624i,0.00030612-2.7186e-05i,0.00027349-0.00054143i,0.00037079-0.00032879i
0.00084544-0.00051073i,0.0014259+0.00062955i,0.0025399+0.0014453i,0.0020467+0.0017972i,0.0013947+0.00068742i,0.0016122-0.00028405i,0.00099285-0.001073i,0.00072327-0.0017845i,0.0011534-0.0016408i,0.00065258-0.0011418i,0.00016683-0.00075371i,0.00027525-0.00058762i,0.00039314-0.00045736i,0.00040583+5.8876e-05i,-0.00037312-0.00029381i,-0.00058004-0.00091974i,-0.00046071-0.001093i,0.00025141-0.00072846i,0.0012735-0.00031129i,0.00064129-0.00020547i,0.00031989+6.4381e-05i,0.00058558-0.00028987i,0.00039212-0.00037614i
-0.001021+0.00044605i,-0.00086838+4.4822e-05i,0.00079984-0.00023286i,0.0025333-0.0016175i,0.0028183-0.0022122i,0.0017757-0.0019659i,0.00072031-0.0011805i,0.00014488-8.6385e-05i,0.00067622-0.00019399i,0.00091326-0.00031102i,0.0010579-0.00055084i,0.00082757-0.0012926i,0.0001554-0.0013443i,-0.0004225-0.00083755i,-0.00058905-0.00016967i,-0.00072456+0.00014915i,-0.00012326-9.4231e-05i,0.00075759+6.5572e-05i,0.00089956+0.00028751i,0.00045993+0.00038744i,8.1427e-05+0.00066801i,0.00016643+0.00081217i,-0.00016924+0.0015071i
0.0015864-0.00043591i,0.0015182+0.00036253i,0.0018012-0.00020145i,0.0014007-0.00042222i,4.6859e-05-0.00018384i,-0.00078641-0.00059496i,-4.9163e-05-0.001183i,0.00040108-0.0011325i,0.00033988-0.0011993i,0.00023322-0.00091375i,-0.00024765-0.00046392i,-0.00079387-0.00065558i,-0.0011608+7.8298e-05i,-0.0020537+0.00025746i,-0.0013527-0.00050407i,0.00017894-0.00055969i,0.00080669+2.3927e-05i,0.00028841+0.00013133i,-0.00044099+0.00056944i,-0.0003563+0.0008407i,9.954e-05+0.00048796i,0.00033562+0.00072699i,0.00018035+0.00040894i
0.0027236+8.4078e-05i,0.002669-0.00030514i,0.0025069-0.00062083i,0.0019014-0.00032628i,0.0011197+0.00014229i,-2.6938e-05-9.1129e-05i,-0.00012805-0.0002396i,0.00057084+0.00022904i,0.00099994-0.0002973i,0.00068142-0.0012899i,0.00011835-0.0013189i,-0.00055254-0.0012809i,-0.00041057-0.0017871i,0.00011673-0.0012557i,0.00011497-0.00012023i,-0.00028706-9.6333e-06i,-0.000169-0.00038773i,-0.00012291+0.00019828i,-0.00042801+3.4757e-05i,-0.00060898-0.00011718i,0.00011446+7.5364e-05i,0.0010835-0.00045027i,0.0010666-0.00077543i
-0.0023282+0.00056839i,-0.0014845+0.00035005i,-0.00058986+0.00018846i,0.00053647-0.00017023i,0.0018657-0.00063112i,0.0025452-0.00050318i,0.0024982+6.1398e-05i,0.0019454-0.00053876i,0.0011407-0.00073491i,0.00072833-0.00072386i,0.00045715-0.00083011i,-0.00034444-0.00030593i,-0.00032008+0.00011582i,0.0002991-0.00017497i,-0.00029905-0.00068956i,3.2265e-05-0.0003913i,0.0010458-0.00015494i,0.00032195+0.00033371i,-0.00069796+0.00049126i,4.6304e-05+4.4015e-05i,0.00034762-0.00028709i,-0.00034311-0.00031995i,-0.00055186-7.3636e-05i
2.3874e-05-0.0007322i,0.00051207-0.00073636i,0.0014211-0.00069355i,0.0017531+0.00051836i,0.0014485-0.0001668i,0.0010557-0.0014154i,0.00036387-0.0019196i,6.2526e-05-0.0015624i,-0.00021909-0.001258i,0.000221-0.00097926i,0.00062613-0.00068923i,0.00046975-0.0010417i,1.3249e-05-0.0013398i,-0.00058801-0.00067391i,-0.00036081-0.00074636i,7.3349e-05-0.0011071i,-0.00015407-0.00086561i,-0.00031563-0.00055803i,-0.00027876-0.00056278i,0.00024708-0.00032396i,0.0010871-5.7953e-05i,0.00082343-4.6698e-05i,0.00050594+0.00036786i
0.001444-0.0014005i,0.0011593-0.0016809i,0.0015184-0.0017454i,0.0017158-0.0019434i,0.00045791-0.001848i,-0.00051897-0.0017253i,-0.00062134-0.0014232i,-0.000314-0.001358i,-0.0003267-0.0012051i,-0.00056674-2.7256e-05i,-0.0010593+0.00039943i,-0.0011273+1.7684e-05i,-1.0349e-05+0.00074434i,3.7398e-05+0.00094913i,-0.0008322+0.00014075i,-0.00066209-0.00029576i,-0.0009027-0.00054626i,-0.0012184-0.00098051i,-0.0012954-0.0013542i,-0.0016842-0.00020071i,-0.0011488+0.0015487i,-0.00056339+0.00098681i,-0.0003612+6.9568e-05i
-0.0020792+0.0012881i,-0.0016451+0.0022645i,-0.00098365+0.002525i,0.00090196+0.0016183i,0.0019584+0.00098545i,0.0014951-0.0004254i,0.0011267-0.0013843i,0.00054025-0.00090461i,4.1217e-05-0.00055401i,-8.4419e-05-0.0011918i,-5.1556e-05-0.00033459i,-0.00071997+0.00067956i,-0.0008834+0.00016099i,-0.0001426+0.0001794i,-6.3507e-06+0.00047673i,0.00037764+0.00021389i,6.3882e-05-0.00024979i,0.00021173-0.00064824i,-0.00029865-0.00083321i,-0.001351-0.00061969i,-0.0007443-0.00051402i,8.8436e-05-0.00036057i,0.00069935+0.00045014i
-0.0009759-2.8193e-05i,-0.001277-0.00033681i,-0.0017234+0.00015701i,0.0002098+0.00047042i,0.0021648-0.00012119i,0.0015342-0.00057829i,0.0009886-0.001138i,0.00076987-0.0015074i,0.0011852-0.0009891i,0.0016851-0.00033974i,0.00095532+6.6379e-05i,-0.00017637+0.0002512i,-0.0012945-8.542e-08i,-0.0007617-0.00073261i,-9.1587e-05-0.00021629i,-0.00059418-1.506e-05i,1.4871e-05-0.00032674i,0.00076843+0.00012435i,0.00025778+0.00018877i,0.00013332+0.00010747i,0.00092474-0.00034715i,0.00096754-0.00040527i,0.00055909-0.00022203i
0.0015743+0.0018353i,0.0017332+0.0014865i,0.0025096+0.00010349i,0.0033623-0.0017725i,0.0031587-0.0027615i,0.0018312-0.0023397i,0.00067534-0.0011465i,0.00026282-0.00058102i,0.0010012-0.0010977i,0.0012704-0.0010546i,0.0013299-0.00049978i,0.0013849-0.00045592i,0.00088552-0.00076755i,0.00058039-0.00012764i,0.00032749+0.00094771i,0.00051119+0.00066981i,0.00082164-2.5919e-05i,0.00099367-0.00028191i,0.00096598-1.7801e-05i,0.00092622-0.00026426i,0.00017136-0.00045772i,-0.00030905+0.00023658i,-1.7361e-05-1.1324e-05i
0.0009692+0.00127i,0.0012311+0.001915i,0.0016131+0.0019138i,0.0010558+0.00058i,0.00068631-0.0010627i,-0.00040139-0.0018341i,-0.00057693-0.0021979i,0.00075116-0.002482i,0.00097512-0.0014403i,0.000711-0.00044055i,0.00069644-0.001062i,0.00012049-0.00081398i,-0.00045281+0.00024685i,-0.00065423+0.00041643i,-0.0002032+0.00046224i,-0.00050742+6.4371e-05i,-0.00059726-0.00077669i,0.00089534-0.00091488i,0.0013285-0.00039309i,0.00065873+3.2589e-05i,0.00043696+0.00016366i,0.00041869+1.0469e-05i,0.00038415-0.00050452i
-0.0002568-0.00087673i,-0.0006149-0.0010711i,1.5967e-06-0.00093915i,0.0010949-0.00034666i,0.0021898-0.00073196i,0.0013455-0.00043254i,0.00035059+0.00022064i,0.00069511-0.0003573i,0.00096098-0.000421i,0.00074073-1.0859e-05i,0.00058633+0.00023611i,0.00060379-0.00046087i,0.0010227-0.0010985i,0.00024172-0.0013792i,-0.00066519-0.0010923i,-0.0008475-0.00020847i,-0.00095475-0.0001774i,-0.00064772-1.6013e-05i,-0.00079221+0.00057592i,-0.00060188+0.00055291i,0.00026456-9.9698e-05i,0.00024562-0.00087812i,-0.00012673-0.0009987i
-0.0020046-0.0023707i,-0.0011243-0.0029461i,-0.00081961-0.0034335i,-7.0569e-05-0.002869i,0.00091612-0.0012416i,0.0018974+0.00038701i,0.0017797+1.6437e-05i,0.0015645-0.00089419i,0.0015701-0.00028352i,0.00033328+0.00021255i,-0.00060532-0.00014101i,-0.0010652-0.00048575i,-0.0013139-0.00080787i,-0.00065414-0.0012581i,-0.00042963-0.00097603i,-0.00044746-6.8944e-05i,-0.0001021+0.0007191i,-0.00030775+0.0011612i,3.5603e-05+0.0010297i,0.000694+0.0010029i,-0.00020383+0.00079838i,-0.00042881-5.945e-05i,0.00044941-0.00021521i
-8.7712e-05+0.00039339i,0.00027913+0.0023157i,-6.103e-05+0.0029704i,0.00059786+0.0015038i,0.00085714+9.6764e-05i,0.00049509-0.00096428i,0.00044296-0.00053079i,-0.00067454-0.00064299i,-0.00035774-0.00090622i,0.00046702-0.00046258i,0.00084703-0.00022896i,0.00089318-0.0001055i,0.00025043+0.00011636i,-0.00035077+0.00042659i,-0.00031195+0.00010241i,9.5759e-05-0.00014505i,0.00062514+3.5121e-05i,0.00042092+0.00030254i,-0.00036205+0.00079996i,-0.00071979+0.00063668i,-0.00051437+0.00085437i,-0.00036619+0.0014302i,-0.000142+0.0014247i
-0.00096302-0.00066347i,-0.0015967-0.00062414i,-0.00096257-0.0015975i,0.00092235-0.0023278i,0.0017528-0.002088i,0.0012037-0.0023844i,0.00038238-0.0020687i,0.00028788-0.001504i,0.00044919-0.0014042i,0.00070894-0.0005204i,0.00028661+0.00026786i,-0.00065914+0.00047691i,-0.0010003+0.0010636i,-0.0006464+0.0006796i,-0.00055066+0.00021204i,-0.000575+0.00029802i,-0.000523+7.2098e-05i,-0.00070326-0.00020857i,-0.00058615-0.00033601i,4.3536e-05-0.00095313i,0.00027212-0.00067058i,0.00018417-4.3283e-05i,-6.3548e-05+0.0006316i
-0.0027082+2.7741e-05i,-0.00076328-0.00044797i,0.0003707-0.0009133i,0.0023078-0.00069167i,0.0032519-0.00054875i,0.0017826-0.00038182i,0.0011556-0.00046553i,0.00059516-0.00023977i,0.00072522+0.00034693i,0.0013912+1.851e-05i,0.00092012-0.0001262i,-0.000346+5.1885e-05i,-0.00063102+0.00023384i,-0.0002189+0.00027138i,-0.00031075+5.7412e-05i,-0.0001425+0.00013118i,0.00012538-0.00032273i,-2.4034e-05-0.00085946i,-0.00084833-0.0010022i,-0.0014843-0.00068194i,-0.0011797+0.00038456i,-0.00023074+0.00024031i,0.00045858-0.00010598i
-0.00056753-0.002579i,0.0004175-0.0028373i,0.0010259-0.001821i,0.0003692-0.00068191i,0.00037659-0.00064706i,0.00074235-0.0013689i,0.00078417-0.0016084i,0.00076269-0.0014064i,0.00072908-0.00077842i,0.0013822-8.207e-05i,0.0011766+0.00036435i,-0.00011645+8.7796e-05i,-0.00037036+8.0109e-06i,0.00026353-0.00024119i,0.00056631-0.00054916i,0.00014314-0.00069453i,-2.929e-05-0.00086461i,0.0002922+6.7227e-05i,0.00012073+0.00096602i,0.00031934+0.00077725i,0.00026868+0.00054875i,-0.00060511+0.0003707i,-0.00070789+0.00028749i
0.00093863+2.9663e-05i,0.000749+0.00091433i,0.00088048+0.00073549i,0.0014775-0.00024945i,0.0013538-0.0011417i,0.00067148-0.001122i,0.00036736-0.0012182i,0.00075759-0.001403i,0.0010313-0.00098557i,0.0010615-0.0007988i,0.0013753-0.00079645i,0.0013072+3.8258e-05i,0.00052756+0.00021762i,-0.00042439-9.5603e-05i,-0.00044494+0.00043372i,-0.00013325+0.00081788i,-4.1126e-06+5.7826e-05i,0.00055487-0.00089978i,0.0011697-0.0002961i,0.0011234+0.00052036i,0.00057295+0.0006697i,0.00047281+0.00073983i,0.00015171+0.00087361i
-0.00084615-0.00064768i,-0.0009569-0.00063114i,-0.0016082-0.0009147i,-0.00036696-0.0011033i,0.0014654-0.00029041i,0.0014354-0.00029249i,0.0013458-0.00037064i,0.00096276+0.00029557i,-0.00035229-0.00056862i,-0.00066718-0.00078225i,-0.0001772-0.00020169i,-3.2746e-05+0.00022148i,-0.00022811+0.0013745i,-0.00042427+0.0016458i,-0.00043457+0.0013002i,9.4657e-05+0.0007046i,0.00068263+6.9291e-06i,0.00066016+5.4233e-05i,0.00067878-4.3823e-05i,0.001033-0.00046767i,0.0015158-7.671e-05i,0.0014254+0.00058153i,0.00071991+0.00039019i
-0.00078279+0.0025275i,0.0005472+0.0029539i,0.00077402+0.0026893i,0.00066698+0.0015377i,0.00098888-0.00054242i,0.0013421-0.0022339i,0.001456-0.0018323i,0.0010674-0.00058858i,0.0013027+0.00033623i,0.001618+0.00090013i,0.0010603+0.00082346i,0.00022829+0.00079641i,-0.0002874+0.0012045i,-0.0001639+0.0009812i,-2.2209e-05+0.00050954i,0.000177+0.00044694i,-0.00011616+0.0004073i,-0.00080276+0.00058176i,-0.0010102+0.00064317i,-0.00040603+2.6629e-05i,0.00062109-0.00050577i,0.00085936-0.00042979i,0.00046014-0.00027301i
0.0025857+0.00018091i,0.0030714-0.00019261i,0.0038814-0.00015352i,0.0030044-0.00085178i,0.0023233-0.0021468i,0.001466-0.002604i,0.00063342-0.0020287i,0.00067552-0.0013313i,0.00050116-0.00017208i,0.0002971+0.00028208i,0.00047609-0.00015966i,0.0010128-0.00049101i,0.0015277-0.00051528i,0.0013671-0.0012717i,0.00047396-0.001734i,-0.00056502-0.0012268i,-0.0012241-0.00070897i,-0.0012352-0.00046823i,-0.00075063+0.00030632i,-6.1182e-05+0.0002109i,0.0005147-0.00051751i,0.00010822-9.7127e-05i,-0.00047453-0.00054802i
1.1643e-05+0.0015168i,0.00041374+0.002212i,0.0015333+0.003299i,0.0032939+0.0024079i,0.0036308+0.00098353i,0.0025767+0.00034459i,0.0019168-0.00036333i,0.0014604-0.00014566i,0.00090096+7.4322e-07i,0.00066442+0.00026306i,0.00029822-0.00023716i,0.00013114-0.00121i,-0.00021588-0.00052683i,-0.00051372-0.00081083i,1.1786e-05-0.00079263i,-0.00050419+2.0829e-05i,-0.0010042-0.00010755i,-0.00037453-0.00082088i,0.00056707-0.00011531i,0.0003774+0.00094713i,-0.00019736+0.00066177i,-0.00037249-0.00016108i,9.4001e-05+0.00045542i
4.613e-05-0.00066702i,-0.00073641-0.0010361i,-0.00053809-0.0023601i,0.0011198-0.0025507i,0.0022414-0.0023151i,0.0015804-0.0024147i,0.0013162-0.0020895i,0.0014105-0.0016875i,0.00093863-0.00046452i,0.00056649+0.00029251i,0.00032983-0.0008419i,-0.00091619-0.0011393i,-0.00097397-0.00053813i,-7.0012e-05-0.00021924i,-0.00037251-0.00020215i,-0.00062999-8.528e-05i,-0.00066187+0.00047348i,-0.00094079+9.606e-05i,-7.635e-05-0.00074122i,0.00087983-0.0007685i,0.0012039-0.00018508i,0.0009674+0.00074735i,0.00032306+0.00053367i
0.00030838-0.0017221i,0.00027837-0.0026178i,0.0016755-0.004975i,0.0024363-0.0066084i,0.0022638-0.0057837i,0.00082568-0.0039295i,-7.6615e-05-0.0019417i,0.00037799-0.0011163i,0.00056032-0.00088995i,0.00032312-0.00014921i,0.00071251-0.00060534i,0.0012333-0.0013675i,0.0011981-0.0011636i,0.00059784+0.00021369i,-0.00054754+0.00040343i,-0.00052309-0.0001378i,0.00028231-0.00037874i,0.00023432-0.00024117i,-0.00037826-0.00010645i,-0.00076235+0.00026669i,-0.00077709+0.00058229i,-0.00048656+0.00024493i,0.00040954-0.00011062i
4.095e-05-0.00093188i,0.00088433-0.00046525i,0.0021449-0.00042937i,0.0021609+0.0001504i,0.00033539+0.0006768i,-0.0005016+0.00038182i,0.0003276-0.00024613i,0.001033-0.00087661i,0.0011315-0.0007886i,0.00073293+0.00026309i,-0.0001105+0.00097425i,-0.00055441+0.00048893i,0.00023913+0.00016257i,0.00010373-0.00040272i,-0.00067664-0.00080763i,0.00037517-0.00016442i,0.0012016+5.232e-05i,0.0013434+0.00014867i,0.00064588+0.00035043i,-5.0434e-05-9.9658e-05i,-0.00075317-0.00039795i,-0.0010452-0.00033249i,-0.00063665-5.026e-05i
-7.8607e-05+0.0012225i,4.1689e-05+0.0023564i,0.00093372+0.0021082i,0.0025003+0.0013518i,0.002463-0.00058212i,0.0010555-0.00223i,0.00087722-0.002401i,0.0011157-0.0019372i,0.0014979-0.0011063i,0.0018398-0.0012321i,0.0014112-0.0015321i,0.00052452-0.0012977i,0.00022081-0.0009753i,0.00014676-0.00081658i,0.0010637-0.00091266i,0.0015956-0.00076903i,0.00014944+0.00016977i,7.0809e-05+0.00095167i,0.00052722+0.0015162i,-0.00012898+0.0012006i,-0.00065488+0.00063794i,-0.00088415+0.00051745i,-0.00058935+8.2523e-05i
-0.0023871-0.0023314i,-0.0023367-0.0025201i,-0.0016485-0.0016818i,-0.00018837-0.00084465i,0.00082249-0.00074751i,0.001873-0.00026893i,0.0013935+0.00039878i,0.00037199-0.00027016i,-0.00025144-0.0011572i,-0.0012008-0.00049082i,-0.0012873-0.00043256i,-0.00080246-0.0008755i,-0.00022482-0.00077978i,-0.00013875-5.8402e-05i,-0.00049285+0.00072877i,-0.00050634+0.00092468i,-0.00088499+0.00057216i,-0.00067952-1.0695e-05i,-5.8104e-05+0.00025124i,0.00064793+7.0436e-05i,0.0010389-1.7208e-05i,0.0012936+7.8889e-05i,0.0010451-0.00039986i
0.00077179+0.0015599i,0.0007479+0.0020872i,0.0016888+0.0026752i,0.0023339+0.0017512i,0.0032339-0.00033999i,0.003255-0.001836i,0.0020737-0.0017613i,0.0015194-0.00085569i,0.0016226-0.00021441i,0.0011057+0.00030885i,-0.00019621+0.00037919i,-0.00094634+0.00023249i,-0.00062669-0.00018583i,-0.0003524-0.00046613i,-3.9101e-05+0.00014719i,0.00044435+0.00037789i,0.00026448+0.00011577i,-0.00012329+0.00023417i,-0.00045545+0.00048548i,-0.00018119+0.00046027i,0.00051648+0.00058427i,0.00091258-5.2228e-05i,0.0015433-0.0010102i
0.0017233-0.0026337i,0.00082807-0.0028642i,-0.00024642-0.0026116i,-0.00083389-0.0024082i,-0.0014503-0.0023896i,-0.0016117-0.0016037i,-0.0012685-0.00048835i,-0.00063267-0.0009214i,-7.8506e-05-0.00092283i,0.00022125+5.3674e-05i,0.00054998+2.4634e-05i,-0.00014592-0.00070399i,-0.0006545-0.0008143i,-0.00041237-0.00046491i,-0.00043859-0.00031946i,-0.00034681-0.00023308i,-0.00035317-7.0993e-05i,9.1463e-06+7.9543e-05i,0.00024931+0.00046136i,-0.00046426+0.00014316i,-0.0010891+0.00031292i,-0.0009591+0.0009467i,6.662e-05+0.00049748i
-0.00069893-0.00012444i,-0.00087504-0.00031373i,-0.0012538+0.00043686i,0.0007584+0.00080584i,0.0025054+0.0010117i,0.0018564+0.00062288i,0.00064567+0.00074798i,0.00049291+0.00088877i,0.00075821+6.4189e-05i,0.0012918+0.00010419i,0.0011235+0.00040645i,-0.00027235+0.0001166i,-0.0014621-0.00063062i,-0.0017653-0.00098739i,-0.0016945-0.001037i,-0.0012655-0.0012259i,-0.00071017-0.0007046i,0.00015507+5.8087e-05i,0.00061049+0.00071817i,0.00023911+0.0012546i,0.00014087+0.00076823i,0.00011739+0.00042086i,-0.00011235+0.00080338i
-0.0012806+0.0005041i,-0.0013518+0.00053477i,0.00037951+0.00060139i,0.0026524-5.5719e-05i,0.0038661-0.0013692i,0.0030598-0.0023612i,0.0011429-0.001697i,0.00026373-0.00029855i,4.6662e-05-0.00035294i,0.00028494-0.001307i,0.00098388-0.0019103i,0.0015348-0.0013771i,0.00037175-0.00037318i,-0.00088544-0.0004135i,-0.00034145-0.00073403i,-0.00042765-0.00084612i,-0.0012258-0.00083609i,-0.00084661-0.00068359i,0.0002741-0.00068179i,0.0011731-0.00061801i,0.0017606+1.7522e-05i,0.0014648+0.00069454i,0.0004281+0.00062018i
0.002454-0.0016023i,0.0031516-0.0014688i,0.0032361-0.0024573i,0.002169-0.0025771i,-4.5637e-05-0.0017421i,-0.0011668-0.0010021i,-0.00069428-0.00033803i,-0.00027715-0.00062198i,-1.9908e-05-0.0013742i,-0.00035011-0.0020325i,-0.0010045-0.0019735i,-0.0014431-0.0021653i,-0.00103-0.0020828i,0.00010984-0.0014979i,0.0004708-0.0011124i,0.00024249-0.00047364i,-0.00013017-0.00050421i,-0.00046927-0.00098627i,-0.00096856-0.0013245i,-0.0011529-0.0010982i,-0.0002107-0.0010597i,0.00075812-0.00072139i,0.00032522-0.00027735i
-0.0019788-0.00083182i,-0.0024663-0.0015794i,-0.0020756-0.0013885i,-0.00059694-0.0019027i,0.00033159-0.0024608i,0.00060751-0.0013256i,0.00074955-0.00088848i,0.0012088-0.0011805i,0.00098168-0.0012151i,-0.00013395-0.00016366i,-0.00084923+0.00081464i,-0.00060457-4.166e-05i,0.0004874-0.00051407i,0.00077828-0.00011248i,0.00041232+3.7327e-05i,0.0010854+5.4325e-05i,0.0012895+0.00032597i,0.00033268+0.00019226i,-0.00050545+6.5391e-05i,-0.001594-0.00028791i,-0.0018703-0.00057013i,-0.0013612-0.00066425i,-0.00066199-0.00076423i
0.0017031-0.00084262i,0.0016298-0.00092631i,0.0024293-0.00028253i,0.0022137-0.00014888i,0.0015487+0.00063243i,0.00051108+0.0011416i,-0.00014281-0.0001802i,0.00065809-0.0012476i,0.0015786-0.0012372i,0.0012773-0.00063507i,0.0006224-0.00019703i,4.5676e-05+0.00043884i,-0.00078434+0.00060554i,-0.00089272+0.0003497i,-0.00069226+0.00033008i,-0.00035032-0.00015898i,0.00094485-0.00043257i,0.0015972-0.0001593i,0.00065079+5.6458e-05i,0.00039025+0.00025525i,0.00069439+0.00065262i,0.00011389+0.0010186i,-0.00057478+0.00032666i
-0.00020227-0.00052626i,-0.00013213-0.00017493i,0.0011577+0.00076034i,0.0022134+0.0008505i,0.0024638-0.00043568i,0.0017712-0.00097163i,0.00088134-0.00084496i,0.0013336-9.6843e-05i,0.0018775+0.00020777i,0.002151-0.00048279i,0.0018255-0.00094496i,0.0012366-0.00087543i,0.00091957-1.4531e-05i,0.0002298+0.00040855i,-0.00026329-0.000221i,-0.00017537-0.0010016i,-2.6523e-05-0.0012079i,-0.00035734-0.00084144i,0.00074406-0.00061114i,0.0014996-0.00086934i,0.001411-0.00075032i,0.0011026+0.00018583i,0.00082682+0.00082224i
0.0028897+0.0020919i,0.0030058+0.002192i,0.0041297+0.0014954i,0.003836-0.00080201i,0.0024982-0.0034071i,0.0016639-0.0036985i,0.00077526-0.0024738i,0.00082588-0.0027495i,0.00092403-0.0029518i,0.00011244-0.0015873i,0.00051457-0.00067866i,0.0012525-0.00031377i,0.0014903+2.3045e-05i,0.0010061-0.00010335i,-0.00034489-4.5914e-05i,-0.0010732+0.000636i,-0.0010896+0.00039232i,-0.00098941-0.00038082i,-0.0003983-0.00030516i,0.00014932-0.00079297i,0.00046809-0.0012456i,0.00097219-0.0010695i,0.00076361-0.00075066i
-0.0014298-0.0030135i,-0.0018853-0.0022884i,-0.00088529+0.0001558i,0.00029246+0.0009963i,0.00091735-0.00055053i,0.00026056-0.0011697i,-0.00037401-0.0008387i,-0.00030099-0.00075644i,-0.00054781-0.000742i,-0.00072736-0.00075508i,-0.00096224-0.00046698i,-0.00045007-0.00072682i,0.00040748-0.0014986i,-0.00050535-0.0011161i,-0.0018575+0.00015947i,-0.0018879+0.00094092i,-0.0005634+0.00076518i,0.00030762+0.00045988i,-0.00019156+0.00099871i,-0.00092785+0.0010998i,-0.00096603+0.0013825i,-0.00078551+0.0015966i,-0.00096838+0.00035459i
0.00046922+0.00016964i,0.0011021-0.00038272i,0.0014156-0.0014043i,0.0012952-0.0010076i,0.0023674-0.0010395i,0.002775-0.00053436i,0.0020609-5.3738e-06i,0.0016294-0.00045136i,0.0011696-0.0011017i,0.0014973-0.0011971i,0.00098524-0.00080533i,-5.5268e-05-0.00068699i,-0.0018077-0.0006619i,-0.0022197-0.0010571i,-0.00077689-0.00075289i,0.00030266-0.00048538i,0.0010196-0.00041744i,0.00096056+0.00056897i,0.00028886+0.0014049i,-9.0228e-05+0.0011226i,0.00014243+0.0011156i,0.00018211+0.00112i,0.00012174+0.0010614i
