-0.001071+0.0002686i,0.00014765-0.0010133i,-0.0011485+0.00038938i,-0.0019109+0.0017231i,8.8581e-06+0.0021405i,0.00098941+0.0010793i,-0.00018803+0.00075181i,3.2473e-05+0.0010385i,0.00082019+0.00043245i,0.00068217-6.5983e-05i,0.0011297-0.00041785i,0.0016917-0.00061547i,0.0010267-0.0012026i,0.00047591-0.0021238i,0.00057147-0.0023406i,-0.00026472-0.001696i,-0.00091363-0.00037289i,-0.00066701-0.00051287i,-0.0012155-0.0016495i,-0.0017311-0.0012602i,-0.00068365+3.2073e-05i,0.0007904+0.00065233i,0.0012035+0.00051242i
-0.42729+0.11563i,-0.74358+0.32529i,-0.77971+0.48181i,-0.53324+0.38884i,-0.36128+0.14372i,-0.31092+0.031454i,-0.18845+0.05426i,-0.068326+0.044563i,-0.038511+0.0042977i,-0.043061-0.028367i,-0.048282-0.056777i,-0.051972-0.079883i,-0.056967-0.085214i,-0.045341-0.061611i,-0.015592-0.039825i,-0.005625-0.038026i,-0.014477-0.037313i,-0.010599-0.030465i,0.0018378-0.022716i,0.0038363-0.015591i,-0.0005227-0.0034656i,-0.0015831+0.0095207i,0.0019375+0.018719i
-0.039211-0.36016i,-0.21383-0.61567i,-0.38994-0.62871i,-0.31384-0.34809i,-0.02761-0.072233i,0.13301+0.015168i,0.10375+0.011593i,0.061163-0.0084202i,0.049729-0.027744i,0.043865-0.034165i,0.041444-0.040701i,0.045464-0.047496i,0.050082-0.041801i,0.03788-0.017679i,0.018452+0.0042693i,0.0051458+0.002859i,-0.0035359-0.0049513i,-0.0081188+0.0020643i,-0.008092+0.012432i,-0.0037292+0.012469i,-0.00094634+0.011217i,-0.0026814+0.016203i,-0.0049321+0.022222i
0.13193+0.023228i,0.21532-0.10587i,0.14927-0.31123i,-0.07599-0.32513i,-0.26076-0.12298i,-0.27932+0.022029i,-0.2053+0.054184i,-0.11735+0.062272i,-0.050034+0.048711i,-0.012484+0.021845i,0.020942+0.0030158i,0.055319-0.0087295i,0.060308-0.013598i,0.036524-0.0099178i,0.024527-0.0054448i,0.0313-0.015803i,0.027776-0.032984i,0.0080792-0.038897i,-0.0093413-0.029955i,-0.014314-0.013614i,-0.016533+0.0003804i,-0.026916+0.011385i,-0.037978+0.019356i
-0.055531-0.095909i,0.059651-0.15975i,0.29635-0.17766i,0.41081-0.18502i,0.31296-0.22587i,0.16383-0.22787i,0.064992-0.16587i,0.023275-0.085626i,0.020579-0.022059i,0.032037+0.0095715i,0.043323+0.026318i,0.048925+0.049088i,0.043864+0.057479i,0.020847+0.043453i,1.5266e-05+0.03541i,0.0078614+0.035595i,0.031437+0.027362i,0.044869+0.010394i,0.039623-0.0086407i,0.021735-0.020684i,0.0023267-0.027269i,-0.013045-0.03928i,-0.024438-0.049653i
0.26159-0.038897i,0.46761+0.049199i,0.5139+0.19553i,0.34868+0.2689i,0.18929+0.25722i,0.14407+0.19513i,0.13442+0.097609i,0.087092+0.029195i,0.031911+0.014275i,0.0074739+0.022802i,-0.0026674+0.038529i,-0.012972+0.060899i,-0.013728+0.070169i,-0.0093052+0.048579i,-0.014263+0.024901i,-0.015784+0.028157i,-0.0083507+0.043284i,-0.0033317+0.049335i,0.00036633+0.043922i,0.0071365+0.031278i,0.015122+0.013519i,0.023694-0.0063155i,0.0268-0.021683i
-0.035807+0.2976i,-0.12657+0.55705i,-0.21528+0.60587i,-0.2129+0.35699i,-0.16375+0.087656i,-0.13277+0.012967i,-0.094196+0.055031i,-0.056086+0.064715i,-0.047557+0.035188i,-0.054982+0.024456i,-0.053728+0.03475i,-0.054078+0.042844i,-0.056292+0.039332i,-0.045362+0.023878i,-0.034366+0.009874i,-0.031818+0.0079393i,-0.030468+0.0076949i,-0.026225-0.00032806i,-0.017978-0.0075748i,-0.0085635-0.0041287i,-0.00039606+0.003343i,0.010409+0.0060165i,0.023859+0.0025013i
-0.26948-0.094824i,-0.51033-0.1221i,-0.55696-0.052631i,-0.28752+0.058893i,0.039776+0.065858i,0.14626-0.028855i,0.077508-0.081412i,0.019906-0.072666i,0.012155-0.068653i,-0.0034815-0.067803i,-0.031602-0.050257i,-0.055056-0.03661i,-0.061253-0.030134i,-0.037221-0.022869i,-0.013685-0.025423i,-0.018215-0.024939i,-0.024834-0.013198i,-0.013487-0.00231i,0.0011973+0.001377i,0.0050574-0.00067239i,0.0038265-0.00018235i,0.0085634+0.0071624i,0.016509+0.019674i
0.071303-0.17586i,0.044058-0.34252i,-0.090603-0.41741i,-0.21947-0.26734i,-0.20448-0.002779i,-0.073059+0.14772i,0.034268+0.13507i,0.05831+0.080249i,0.060049+0.059709i,0.063284+0.033547i,0.039588-0.0064982i,0.0082185-0.031832i,-0.00064496-0.035016i,0.003792-0.017066i,0.0089937-0.002874i,0.0044519-0.011865i,-0.0065331-0.019952i,-0.012739-0.012298i,-0.014102-0.0019328i,-0.010889+0.0029465i,-0.0074182+0.0070512i,-0.0068609+0.015429i,-0.0096565+0.024146i
0.026231-0.020227i,0.071027-0.15841i,0.12241-0.35276i,0.12858-0.40436i,0.082563-0.27794i,0.019805-0.13098i,-0.035812-0.048722i,-0.051407-0.022208i,-0.043085-0.022829i,-0.031304-0.017332i,-0.009203-0.014696i,0.012967-0.030112i,0.021012-0.040384i,0.016947-0.029718i,0.016444-0.016202i,0.02452-0.014961i,0.025605-0.019065i,0.018367-0.019053i,0.013598-0.013241i,0.010328-0.0057669i,0.00021341+2.0045e-05i,-0.015082+0.0058691i,-0.026387+0.0098235i
0.10945-0.09231i,0.31913-0.12989i,0.51056-0.079504i,0.45375+0.042656i,0.23478+0.13905i,0.10323+0.13584i,0.077269+0.04914i,0.067383-0.006989i,0.060591-0.0013339i,0.052065+0.0048258i,0.042344+0.0040149i,0.045113+0.0059334i,0.042248+0.0091072i,0.021944+0.016531i,0.0062741+0.020967i,0.0045914+0.019708i,0.0074387+0.017304i,0.0065848+0.012472i,-0.00062147+0.0072745i,-0.0052901+0.0043196i,-0.0030558-0.00097022i,-0.0029805-0.010703i,-0.0088054-0.019607i
0.17137+0.14969i,0.30295+0.37803i,0.34087+0.51889i,0.21383+0.35376i,0.0088683+0.072779i,-0.096519-0.0098671i,-0.051571+0.040896i,-0.0090551+0.056465i,-0.024892+0.053651i,-0.025108+0.058407i,-0.0067024+0.050159i,0.0050338+0.046379i,0.011682+0.041573i,0.0054152+0.022718i,-0.0031564+0.014065i,-0.00043947+0.015326i,0.0042461+0.014388i,0.0066198+0.0096296i,0.0074356+0.0016521i,0.0052255-0.0040127i,0.0021989-0.0051593i,0.0021574-0.006674i,0.0032654-0.013631i
-0.17081+0.15929i,-0.37584+0.32189i,-0.47269+0.41404i,-0.30324+0.34998i,-0.056602+0.1918i,0.015445+0.062436i,-0.018232+0.024089i,-0.012075+0.0093599i,-0.00059867-0.031617i,-0.023955-0.041246i,-0.032768-0.0099822i,-0.022344+0.011763i,-0.013003+0.017053i,-0.00022778+0.0089911i,-0.00071434-0.0016348i,-0.01275+0.0041449i,-0.017192+0.014521i,-0.014188+0.013933i,-0.0068077+0.0089181i,0.0015234+0.0056939i,0.0052453+0.0024825i,0.0081297-0.0006559i,0.017396-0.0027446i
-0.14577-0.10207i,-0.30832-0.18659i,-0.42193-0.19896i,-0.38807-0.12709i,-0.25446-0.085527i,-0.13074-0.10233i,-0.06309-0.090971i,-0.026071-0.042886i,0.010782-0.015406i,0.02361-0.02612i,0.0068391-0.030322i,-0.0096744-0.012479i,-0.015051+0.0031814i,-0.010675+0.010037i,-0.0040144+0.0027653i,-0.0081031-0.010788i,-0.014159-0.015743i,-0.011676-0.015864i,-0.010568-0.013266i,-0.01267-0.0058247i,-0.0088951+0.0024062i,0.00065066+0.0081065i,0.0088884+0.014927i
0.00094146-0.091522i,-0.030727-0.20109i,-0.046275-0.27394i,0.029152-0.25452i,0.15667-0.19716i,0.20013-0.14267i,0.12718-0.083238i,0.040041-0.032912i,0.0012879+0.00086739i,0.0035298+0.014548i,0.0054743+0.007065i,-0.011594-0.0041778i,-0.023009-0.0080825i,-0.020179-0.0050445i,-0.011389+0.001223i,0.00090547+0.0026345i,0.011549+0.00033021i,0.019425+0.0025917i,0.025671+0.0034293i,0.02478-0.0025258i,0.015301-0.0054207i,0.0037116-0.001865i,-0.006533+0.0028044i
0.00053067-0.12108i,0.013604-0.28422i,0.0069567-0.38161i,-0.033427-0.23601i,-0.029254+0.038134i,0.036223+0.16015i,0.069924+0.10121i,0.064868+0.025863i,0.057858-0.0071179i,0.041851-0.016629i,0.027507-0.015329i,0.023488-0.023105i,0.019383-0.027975i,0.017334-0.019655i,0.0133-0.014799i,0.0012646-0.01137i,-0.01097-0.0011094i,-0.019907+0.010275i,-0.020746+0.017805i,-0.013318+0.01962i,-0.0039234+0.015662i,0.00044765+0.010843i,-0.0021794+0.0096107i
0.17046-0.080795i,0.38268-0.1375i,0.51679-0.17805i,0.39239-0.20481i,0.13848-0.18068i,0.00021466-0.082648i,-0.0068206-0.0099127i,0.0018488+0.0078447i,-0.00050436+0.024126i,0.012468+0.032506i,0.024875+0.024237i,0.028973+0.018555i,0.022481+0.017665i,0.0035872+0.020349i,-0.0030128+0.022722i,0.0053315+0.013294i,0.010673-0.0033916i,0.0098169-0.016576i,0.00062178-0.021068i,-0.010793-0.016043i,-0.014021-0.0084296i,-0.011835-0.0055381i,-0.0098143-0.0085238i
0.10946+0.14612i,0.21763+0.35682i,0.30346+0.5295i,0.32806+0.49158i,0.27239+0.31807i,0.1616+0.17871i,0.078621+0.095937i,0.033572+0.033948i,-0.0097025+0.0010107i,-0.033305+0.0090839i,-0.025306+0.022127i,-0.015693+0.016679i,-0.015004+0.0023839i,-0.017184-0.014887i,-0.021448-0.017494i,-0.017906-0.00010252i,-0.0061+0.018282i,0.0081777+0.025973i,0.021879+0.020412i,0.024477+0.0078883i,0.015444-0.00010984i,0.0063911-0.0036944i,0.0031461-0.0091074i
-0.091533+0.093816i,-0.22981+0.18392i,-0.37954+0.21814i,-0.43911+0.16731i,-0.40396+0.10115i,-0.31123+0.074374i,-0.16962+0.077129i,-0.038961+0.061473i,0.017916+0.022432i,0.011304-0.0019778i,-0.0020957-0.00020978i,0.005062+0.0065297i,0.017443+0.0049565i,0.025144-0.0019705i,0.022823-0.014768i,0.0037944-0.02289i,-0.020658-0.019309i,-0.036433-0.011108i,-0.039925-0.0015323i,-0.029654+0.0051319i,-0.012007+0.0062073i,0.0034653+0.0040395i,0.013422+0.0026164i
-0.064269-0.016115i,-0.13048-0.041995i,-0.13156-0.090471i,-0.022699-0.1686i,0.073758-0.26348i,0.047301-0.29145i,-0.031263-0.20543i,-0.055323-0.093901i,-0.031606-0.036975i,-0.0096478-0.025785i,-0.0055997-0.020546i,-0.012742-0.0051845i,-0.0194+0.0099865i,-0.018241+0.016678i,-0.0092673+0.015827i,0.004363+0.0080114i,0.016975-0.0060918i,0.026223-0.019232i,0.025295-0.024674i,0.012442-0.021153i,0.0019054-0.011877i,-0.00036552-0.0018527i,0.0015501+0.0081879i
-0.053155-0.013367i,-0.11892-0.018377i,-0.15397+0.030604i,-0.10329+0.13934i,0.012214+0.197i,0.10485+0.12137i,0.11147+0.010266i,0.065522-0.032999i,0.030293-0.027507i,0.016096-0.019235i,0.0077839-0.021111i,-0.0032414-0.028163i,-0.011784-0.033504i,-0.012143-0.034211i,-0.010783-0.026908i,-0.010178-0.0096133i,-0.0068657+0.01077i,-0.0010385+0.027014i,0.0063719+0.032357i,0.013468+0.022987i,0.013122+0.0098327i,0.0067532+0.0022531i,-0.0012079-0.00026499i
-0.035046-0.10137i,-0.07563-0.24127i,-0.12971-0.36908i,-0.1761-0.38586i,-0.15928-0.29397i,-0.083012-0.14964i,-0.0082772-0.025197i,0.032466+0.02579i,0.040748+0.028495i,0.03683+0.018814i,0.032232+0.010332i,0.031997+0.0048651i,0.034044+0.0058182i,0.033919+0.013232i,0.028958+0.01099i,0.015426-0.0017653i,-0.0030389-0.012312i,-0.019033-0.016649i,-0.029482-0.013698i,-0.027154-0.0032731i,-0.016407+0.0071277i,-0.0088591+0.011009i,-0.0066481+0.010677i
0.084824-0.07241i,0.21314-0.12553i,0.34137-0.14192i,0.38613-0.091524i,0.34583-0.012676i,0.24479+0.012072i,0.11325-0.014978i,0.0194-0.021937i,-0.01047-0.0028796i,-0.0036351+0.013457i,0.0082861+0.013962i,0.0051813+0.0095846i,-0.0086258+0.012251i,-0.022862+0.016635i,-0.02628+0.020595i,-0.012751+0.021663i,0.0086466+0.015601i,0.026859+0.0035674i,0.031442-0.0085407i,0.021221-0.013123i,0.0082429-0.01304i,-0.0013463-0.011555i,-0.0079132-0.0084419i
0.057562+0.047415i,0.10916+0.14661i,0.10588+0.25098i,0.0053483+0.27981i,-0.10169+0.24649i,-0.09955+0.19764i,-0.018246+0.12053i,0.021668+0.034544i,0.0026585-0.0042871i,-0.01265-0.0039745i,-0.0070234+0.00091247i,0.0031682-0.0036743i,0.0046144-0.018147i,-0.00019682-0.031019i,-0.0068311-0.032609i,-0.017237-0.019022i,-0.025226+0.0033357i,-0.024839+0.022051i,-0.016973+0.025956i,-0.0069104+0.01544i,-0.0012156+0.0030898i,0.0013528-0.0055107i,0.0035561-0.012033i
-0.0092269+0.017547i,-0.051211+0.033574i,-0.09145+0.0063923i,-0.078331-0.081658i,-0.052271-0.14954i,-0.074344-0.11111i,-0.081667-0.0071191i,-0.034362+0.047579i,0.0025436+0.028739i,0.0010338+0.0050589i,-0.0073877+0.0060289i,-0.0074168+0.01527i,-3.8875e-05+0.023584i,0.0086136+0.025473i,0.01179+0.015679i,0.0070022-0.0028628i,-0.0033396-0.017685i,-0.011264-0.024004i,-0.014078-0.022651i,-0.012249-0.012219i,-0.0057013-0.0015726i,0.0023932+0.0015604i,0.0088327+0.0002485i
0.0058071+0.01293i,0.011425+0.028085i,0.021871+0.046667i,0.036858+0.088823i,0.045643+0.11023i,0.023518+0.031828i,-0.023896-0.062242i,-0.047306-0.067797i,-0.03206-0.033317i,-0.011756-0.018252i,-0.0049793-0.018939i,-0.009294-0.020805i,-0.021068-0.018226i,-0.028521-0.012421i,-0.023284-0.0049844i,-0.0078292+0.0026873i,0.0096113+0.0067636i,0.023822+0.0077171i,0.031083+0.0066667i,0.027885+0.0041899i,0.020559+0.0034386i,0.014348+0.0044833i,0.0084473+0.0080167i
-0.029081+0.026323i,-0.067261+0.064449i,-0.095033+0.077222i,-0.11981+0.010051i,-0.14379-0.089725i,-0.10162-0.10303i,-0.005676-0.059953i,0.037764-0.044189i,0.025318-0.035755i,0.015619-0.025697i,0.015616-0.020193i,0.018667-0.017212i,0.022448-0.021381i,0.022866-0.025135i,0.016546-0.021868i,0.0035732-0.012651i,-0.011681-0.00019981i,-0.023185+0.010445i,-0.025579+0.012686i,-0.021079+0.00741i,-0.015007+0.0023551i,-0.0092884+0.0024703i,-0.0029802+0.0046474i
-0.039688-0.043399i,-0.10063-0.092083i,-0.12981-0.1179i,-0.047365-0.08613i,0.090431-0.038586i,0.12281-0.02586i,0.054822-0.0005157i,0.021137+0.042305i,0.031058+0.04429i,0.029577+0.022735i,0.014973+0.010413i,0.0013747+0.010677i,-0.0025138+0.021158i,-0.00058382+0.029728i,-7.9757e-05+0.0263i,0.00067703+0.013787i,0.0029756-0.0013947i,0.0035369-0.013419i,0.00089656-0.01511i,-0.0025522-0.0062983i,-0.0055523+0.0015016i,-0.0077237+0.0038886i,-0.0088565+0.0048318i
0.02351-0.040439i,0.058411-0.093295i,0.066814-0.12666i,0.0037462-0.076372i,-0.057849+0.018117i,-0.042339+0.045257i,-0.012707-0.0024745i,-0.024474-0.030909i,-0.036721-0.0073932i,-0.024698+0.014553i,-0.0061813+0.010255i,0.0013699-0.0050306i,-0.010052-0.014678i,-0.022985-0.014005i,-0.022055-0.0066343i,-0.0119+0.004564i,0.0016255+0.013513i,0.012569+0.015829i,0.015668+0.012961i,0.013404+0.0081924i,0.010867+0.003612i,0.0059855-0.0014518i,-0.0038136-0.0053088i
0.020414-0.0033063i,0.054941+0.029661i,0.11795+0.045567i,0.15401-0.026143i,0.1089-0.11403i,0.047598-0.088078i,0.043261-0.012214i,0.048399+0.0027005i,0.024508-0.015773i,0.0029822-0.016464i,-0.00022391-0.0044389i,0.0064431+0.0042488i,0.016928+0.0014165i,0.02031-0.0080207i,0.011545-0.011927i,-0.0050645-0.0093712i,-0.01926-0.0034548i,-0.024204-0.0012143i,-0.021304-0.0079463i,-0.014323-0.01544i,-0.0077535-0.017362i,-0.0025709-0.014443i,0.0019088-0.010773i
-0.002051-0.025039i,-0.040759-0.027404i,-0.10803+0.018014i,-0.1225+0.13243i,-0.050815+0.22048i,-0.015308+0.17577i,-0.049899+0.095364i,-0.049869+0.072731i,-0.01023+0.056306i,0.0046265+0.025716i,-0.0044743+0.0052613i,-0.014132-0.00017909i,-0.017144+0.0074785i,-0.011948+0.015651i,-0.0055279+0.010736i,-0.0011548-0.00081622i,0.0036183-0.0075713i,0.0096766-0.007611i,0.012893-0.0018765i,0.010738+0.0054047i,0.0083161+0.0080555i,0.0077312+0.0043243i,0.0070113-0.0013938i
0.033548-0.0087412i,0.070601-0.033873i,0.078892-0.10048i,-0.0080582-0.17306i,-0.13085-0.17473i,-0.1383-0.11883i,-0.066219-0.090174i,-0.039831-0.080758i,-0.046017-0.049096i,-0.037684-0.020218i,-0.017122-0.010358i,-0.0016354-0.012741i,-0.00059765-0.017424i,-0.0039717-0.014287i,-0.0010448-0.0042325i,0.0039323+0.0056464i,0.0059322+0.01155i,0.0072343+0.013104i,0.007758+0.011716i,0.0057312+0.01247i,0.0041605+0.014817i,0.0044071+0.014096i,0.0035502+0.010449i
0.007262+0.032209i,0.027448+0.10578i,0.11028+0.17508i,0.22938+0.13723i,0.26185+0.01962i,0.17357-0.043717i,0.089179-0.018572i,0.069232+0.0037769i,0.056625-0.013418i,0.034747-0.023788i,0.018101-0.01558i,0.011235-0.0018041i,0.013394+0.0060907i,0.01272+0.0039897i,0.0043462-0.00084128i,-0.0054639-0.0039235i,-0.013031-0.0054805i,-0.015361-0.00654i,-0.011899-0.008774i,-0.0079574-0.013855i,-0.0071034-0.01732i,-0.0072779-0.011586i,-0.0060959-0.0012475i
-0.037246-0.0060364i,-0.12561-0.014808i,-0.26927+0.0050496i,-0.36034+0.096232i,-0.29708+0.18061i,-0.1609+0.14747i,-0.086986+0.069276i,-0.060193+0.049498i,-0.020958+0.057398i,0.009599+0.042726i,0.012247+0.016346i,0.00044427-0.0006637i,-0.013087-0.00092529i,-0.015915+0.002864i,-0.0094269+0.0012443i,-0.0014331-0.00084348i,0.0045648-0.0016369i,0.0054169+0.00017818i,0.0011992+0.0068271i,-0.0037024+0.012088i,-0.00411+0.0096579i,-0.0010458+0.0033757i,-0.00016197-0.0010936i
0.01202-0.022889i,0.044992-0.076498i,0.10912-0.19171i,0.12083-0.32101i,0.047001-0.33142i,0.0036939-0.21477i,0.020904-0.11078i,0.017282-0.072394i,-0.015738-0.049843i,-0.030546-0.021391i,-0.018645-0.0005476i,-0.0035507+0.0025614i,-0.00071149-0.006749i,-0.0043312-0.0088959i,-0.0042584+0.00093006i,-0.0024602+0.0098733i,-0.0013952+0.01126i,-0.00088325+0.0062465i,-0.0015059-0.00018123i,-0.0018899-0.0015452i,-0.002572+0.0012601i,-0.0031503+0.0021871i,-0.0051325+0.00022176i
0.0017939+0.0052439i,0.013013+0.071029i,0.08373+0.19898i,0.21111+0.29194i,0.27656+0.24952i,0.19217+0.13685i,0.07846+0.083379i,0.046925+0.063974i,0.047483+0.027813i,0.034717+0.0022395i,0.017361-0.0024376i,0.0069125+0.00099842i,0.0072115+0.0040418i,0.0082892+0.00055635i,-8.7205e-05-0.0074462i,-0.0097269-0.011686i,-0.012411-0.010622i,-0.0088381-0.010077i,-0.00080872-0.011526i,0.0078387-0.016434i,0.01113-0.020335i,0.007354-0.016327i,0.0025366-0.0088559i
-0.026055-0.033763i,-0.10235-0.083011i,-0.26261-0.13229i,-0.42861-0.10725i,-0.43975-0.016141i,-0.28287+0.031817i,-0.14168+0.011836i,-0.090107+0.0078534i,-0.055906+0.034266i,-0.019941+0.040286i,0.00044746+0.022289i,0.0030803+0.0023751i,-0.0018681-0.0053272i,-0.00048808-0.0051392i,0.0050192-0.0054385i,0.0069651-0.0053476i,0.0067012-0.0024645i,0.0052476+0.0011709i,-0.00092213+0.0072543i,-0.0060199+0.014828i,-0.0022509+0.016854i,0.004891+0.011036i,0.0086447+0.0036052i
0.034003-0.020517i,0.11284-0.055031i,0.24892-0.13528i,0.3375-0.24313i,0.2839-0.26674i,0.16028-0.18114i,0.085912-0.090922i,0.056171-0.060076i,0.016967-0.058406i,-0.016461-0.04268i,-0.01954-0.01702i,-0.0065003-0.0010208i,0.0022825+0.0028768i,0.0021743+0.0049217i,-0.0011351+0.0095118i,-0.0030966+0.012197i,-0.0035779+0.010131i,-0.0010466+0.0044621i,0.0024259-0.0014514i,0.00049937-0.0018215i,-0.0058602+0.0038096i,-0.0089835+0.0082408i,-0.0083563+0.0072237i
0.0082049+0.020115i,0.0027935+0.11073i,0.0020828+0.28652i,0.038278+0.43586i,0.078874+0.40277i,0.057252+0.23708i,0.011244+0.11785i,0.0073742+0.074104i,0.02878+0.043719i,0.035667+0.014915i,0.023472-0.0013437i,0.0083677-0.0013565i,0.002227+0.0061945i,0.00017551+0.0037086i,-0.0037822-0.0073184i,-0.0071171-0.012196i,-0.0076698-0.0080525i,-0.0051406-0.0024515i,0.00060487-0.00031178i,0.0067226-0.0040104i,0.0085953-0.0096976i,0.0048685-0.010065i,0.00094647-0.005341i
-0.015603-0.019618i,-0.081501-0.084069i,-0.21916-0.21533i,-0.37256-0.31778i,-0.39742-0.27049i,-0.25533-0.14485i,-0.10898-0.074562i,-0.059095-0.041686i,-0.047553-0.0033433i,-0.025953+0.019754i,-0.004472+0.017101i,0.0016299+0.004326i,-0.003996-0.0027866i,-0.0050699-0.001998i,0.0019286+8.1796e-05i,0.0059041+0.00017545i,0.0030781-0.00035904i,-0.0028746-0.00050868i,-0.010997+0.0020305i,-0.016169+0.0075293i,-0.012129+0.0095321i,-0.0035922+0.0064164i,0.00095452+0.0033204i
0.022354-0.0080393i,0.099638-0.0051199i,0.26306-0.015023i,0.41733-0.048493i,0.40554-0.069478i,0.24729-0.047084i,0.12274-0.0065612i,0.080484-0.0026509i,0.047354-0.027955i,0.010884-0.035035i,-0.0061627-0.021064i,-0.0072893-0.0087929i,-0.0059139-0.0051611i,-0.008044-0.002245i,-0.010858+0.0035869i,-0.010564+0.0076908i,-0.0084117+0.0067527i,-0.0032106+0.0019102i,0.004189-0.0039998i,0.005686-0.0077574i,-0.0010685-0.0078664i,-0.0076484-0.0048978i,-0.0090827-0.0021911i
-0.01543+0.013681i,-0.065148+0.089021i,-0.1445+0.24284i,-0.19231+0.38557i,-0.16179+0.36573i,-0.097759+0.21277i,-0.063607+0.092348i,-0.043251+0.05483i,-0.0084228+0.045957i,0.01846+0.03i,0.02154+0.0094003i,0.012366-0.003499i,0.0071581-0.0073411i,0.0061229-0.011852i,0.0037744-0.015948i,0.00074282-0.014382i,-0.0018917-0.0080424i,-0.0027155-0.00091027i,-0.00014475+0.0031313i,0.0079341+0.0010484i,0.014778-0.0041029i,0.013056-0.0058374i,0.0083476-0.0040612i
-0.014506-0.036631i,-0.052099-0.12641i,-0.11667-0.30066i,-0.18265-0.45269i,-0.18754-0.41584i,-0.11413-0.24324i,-0.035841-0.1172i,-0.014667-0.06771i,-0.028463-0.031379i,-0.028141+0.0016311i,-0.010107+0.012867i,0.0035056+0.005664i,0.0067887-0.0026293i,0.007317-0.0015981i,0.0075651+0.0037984i,0.006144+0.0055864i,0.0028272+0.002567i,-0.001108-0.0024057i,-0.0074696-0.0041905i,-0.01275+0.00092489i,-0.010814+0.0062666i,-0.0030346+0.0070209i,0.0019813+0.0054724i
0.024546-0.0077498i,0.098118+0.016892i,0.24432+0.084634i,0.38125+0.15068i,0.36928+0.14832i,0.2238+0.097459i,0.10297+0.063258i,0.064033+0.038305i,0.047248+0.0026636i,0.021895-0.019569i,0.0028647-0.017843i,-0.00030143-0.0083555i,0.0017803-0.0027279i,-0.0024454+0.00053343i,-0.01024+0.0031535i,-0.013341+0.0044623i,-0.0099628+0.0060321i,-0.0024343+0.0065446i,0.006587+0.0035168i,0.0094132-3.0832e-05i,0.0026517-0.0017482i,-0.0049339-0.0015165i,-0.0063171-0.0013437i
-0.0078614+0.0078305i,-0.068571+0.050925i,-0.19748+0.13787i,-0.31661+0.21469i,-0.30601+0.19875i,-0.18742+0.10519i,-0.097078+0.026549i,-0.063783+0.0075328i,-0.034169+0.019696i,-0.0033088+0.022589i,0.010418+0.011419i,0.0075166+0.0030988i,0.0025324+0.0023755i,0.0012294-0.0013199i,0.0014216-0.0070419i,0.00016691-0.0071235i,-0.0026952-0.0014458i,-0.0053887+0.0038831i,-0.0056673+0.0062966i,-0.00097407+0.0070836i,0.005858+0.0055244i,0.0084189+0.0030384i,0.0065592+0.0024647i
0.004975-0.030245i,0.012131-0.11127i,0.030967-0.27332i,0.048995-0.41948i,0.049834-0.38741i,0.038743-0.21841i,0.039767-0.090159i,0.033974-0.049915i,0.0048358-0.034895i,-0.016206-0.013313i,-0.014105+0.0013068i,-0.0053168+0.0033913i,-0.0028378+0.003056i,-0.0030651+0.0053324i,-0.002515+0.0078103i,-0.002701+0.0065024i,-0.0018767+0.0017789i,-0.00088395-0.0031576i,-0.0039883-0.0060661i,-0.010051-0.0047058i,-0.011707-0.0014413i,-0.0074315+0.0010359i,-0.0046026+0.0020507i
0.018505+0.0071398i,0.068772+0.062487i,0.15794+0.17782i,0.22903+0.28947i,0.19963+0.28401i,0.101+0.18272i,0.031406+0.10437i,0.017478+0.065401i,0.024295+0.028813i,0.020742-0.002422i,0.0092923-0.014673i,0.00090403-0.013005i,-0.004049-0.0087954i,-0.0085743-0.0069311i,-0.011345-0.006147i,-0.011625-0.0043007i,-0.009689-0.00042087i,-0.0038815+0.0042793i,0.0040555+0.004331i,0.0074662-0.00027363i,0.0032338-0.0053233i,-0.0020687-0.0063566i,-0.0033348-0.004789i
-0.023141+0.013005i,-0.090336+0.029995i,-0.22054+0.043384i,-0.33542+0.035171i,-0.31408+0.0075552i,-0.18467-0.022837i,-0.087422-0.042947i,-0.056863-0.037377i,-0.039277-0.0084147i,-0.013712+0.011985i,0.0050097+0.0087241i,0.0067214-0.0019204i,0.002043-0.0066674i,0.002757-0.0094484i,0.0064097-0.010902i,0.006952-0.0070533i,0.0037155-0.001509i,-0.0015745+0.00054347i,-0.0064595+0.00099648i,-0.0049203+0.0011089i,0.0018196+0.0011884i,0.0062766+0.0011656i,0.0057503+7.4779e-05i
0.00042658-0.023029i,0.02669-0.083201i,0.10082-0.19076i,0.18638-0.28019i,0.19401-0.25099i,0.12397-0.13245i,0.073268-0.040401i,0.054909-0.015433i,0.027621-0.017902i,0.00029665-0.012036i,-0.0070614-0.001834i,-0.0025175+0.00078037i,0.00017243-0.0013426i,0.0010501+0.001227i,0.0010787+0.0060469i,0.00030304+0.0067697i,0.0014554+0.0039137i,0.0045663-0.00014711i,0.0051732-0.0038058i,0.00084105-0.0051525i,-0.0020781-0.0026218i,-0.00086363+0.00041612i,0.00056978+0.0005548i
