-0.0029108+0.0011778i,-0.0014864-0.00073701i,-0.0013848-0.0011824i,-0.00013751-0.00050557i,0.00081884+0.00033243i,-8.4356e-05+0.0012057i,-0.00063591+0.0014093i,-0.000167+0.0017037i,0.00056418+0.0016129i,0.00062539+0.0010293i,0.00065215+0.0007048i,0.00095952-0.00015253i,0.0004332-0.00012763i,-7.0077e-05+0.00036648i,6.6235e-05-5.8349e-05i,-0.00020403-0.00011537i,-0.00011154+0.00010897i,3.9094e-05-0.00033976i,-0.00049204-0.00078044i,-0.00058304-0.00070587i,5.541e-05-0.00023758i,0.00034436+0.00017098i,0.00010823-0.00062607i
0.14742-0.10397i,0.18097-0.17539i,0.078076-0.13003i,0.0061143-0.081915i,-0.017885-0.074801i,-0.019871-0.060997i,-0.012212-0.044161i,-0.013479-0.029256i,-0.0095007-0.014079i,-0.0014875-0.0080722i,0.00087971-0.0053989i,0.0036034-0.0038738i,0.0060906-0.0034672i,0.0063433-0.00059599i,0.0071447+0.00043534i,0.0071681-0.00055391i,0.0042288+0.00044484i,0.00046883+0.0040184i,0.00062083+0.0064703i,0.0079104+0.0031178i,0.01666-0.00084834i,0.015803+0.00032793i,0.0069089+0.0029403i
-0.27265+0.16321i,-0.22013+0.24961i,-0.11742+0.16029i,-0.063184+0.090201i,-0.023953+0.078336i,0.0062805+0.061026i,0.019538+0.041072i,0.023346+0.025585i,0.016506+0.014909i,0.0092603+0.0099277i,0.0059719+0.0040863i,0.0031796+0.00097031i,-0.00032106-0.0013395i,-0.0053438-0.0033073i,-0.0083138-0.0019972i,-0.0072452-0.0007048i,-0.0052275-0.00062932i,-0.001947-0.00081151i,0.0016896-0.0032183i,0.0027342-0.0090674i,0.0027894-0.015046i,0.0053597-0.014865i,0.0073757-0.0087904i
0.29302-0.35599i,0.19671-0.35549i,0.15316-0.20215i,0.13042-0.11756i,0.072729-0.089164i,0.015172-0.053244i,-0.011555-0.023782i,-0.017227-0.010717i,-0.014161-0.0082172i,-0.011437-0.0070586i,-0.0091926-0.0018059i,-0.0068133+0.0044759i,-0.0021567+0.0089407i,0.0052125+0.0083075i,0.0084592+0.003192i,0.0072724-0.0018191i,0.006008-0.0055028i,0.0040787-0.0082912i,-0.00096342-0.0078788i,-0.01064-0.0031399i,-0.021134+0.0014327i,-0.023283+0.00062378i,-0.016334-0.0020257i
-0.13019+0.55925i,-0.07211+0.44768i,-0.11272+0.23871i,-0.13602+0.11172i,-0.094849+0.055942i,-0.042927+0.020224i,-0.016413-0.00046285i,-0.0060783-0.003178i,0.00072669+0.0034946i,0.0076293+0.0063462i,0.0096286+0.0010608i,0.0064151-0.0073273i,-0.0011623-0.010624i,-0.0080832-0.0054524i,-0.0077619+0.0010541i,-0.0055361+0.003932i,-0.0051853+0.0053167i,-0.005162+0.0053466i,-0.0044505+0.0050712i,0.00013918+0.0082752i,0.0051198+0.013648i,0.0039981+0.014196i,-0.0005098+0.0075842i
-0.16959-0.59005i,-0.12967-0.44388i,-0.011266-0.24188i,0.05264-0.10708i,0.046565-0.046616i,0.025168-0.011224i,0.016956+0.0064931i,0.009976+0.0050462i,0.00050318+0.00090093i,-0.0051705-0.00082593i,-0.0046701-0.00086346i,0.0015582+0.0028927i,0.0090786+0.0039058i,0.011772-0.0011855i,0.0088763-0.0061113i,0.0038845-0.0082807i,-0.00089383-0.0063747i,-0.0034932+0.00073406i,-0.00032392+0.0066954i,0.0070178+0.0040581i,0.013178-0.0026042i,0.013527-0.0032405i,0.0085602+0.00093569i
0.43167+0.41411i,0.30675+0.32603i,0.15411+0.17963i,0.065967+0.056886i,0.027489+0.005221i,0.0039337-0.0035613i,-0.010112-0.00043227i,-0.0091574-0.00015509i,-0.0036157-0.0010634i,0.0011151+0.0015998i,0.0011443+0.0035312i,-0.0062997+0.0035294i,-0.01301+0.0050751i,-0.011254+0.007576i,-0.0049487+0.0093484i,0.0016906+0.0093769i,0.007898+0.0055246i,0.010334-0.002798i,0.0066952-0.0091084i,-0.0011576-0.011104i,-0.0072078-0.012604i,-0.0064398-0.013175i,-0.0024901-0.010654i
-0.49891-0.13804i,-0.38093-0.15868i,-0.23368-0.091893i,-0.13969-0.021884i,-0.095565+0.0022149i,-0.055768+0.0017447i,-0.023268-0.0015503i,-0.011145+0.0031222i,-0.0071689+0.0070027i,-0.0034726+0.0036571i,0.0012105-0.0037069i,0.0069393-0.011053i,0.009537-0.01371i,0.0062259-0.012718i,-0.00037198-0.011439i,-0.006152-0.0087596i,-0.0082152-0.0051458i,-0.0073869-0.0011165i,-0.0070379+0.0023113i,-0.0086985+0.0054402i,-0.012568+0.0090291i,-0.013674+0.0085592i,-0.0094772+0.0042695i
0.38097-0.059i,0.33861+0.045273i,0.23343+0.041943i,0.15287+0.011323i,0.10949+0.0021794i,0.070539+0.0047318i,0.039453+0.0064755i,0.021416-0.00094426i,0.011516-0.0043446i,0.0080205-0.00038958i,0.0052862+0.0055158i,0.001892+0.013084i,0.00084509+0.016597i,0.001483+0.014392i,0.0038372+0.011476i,0.0056475+0.0081096i,0.0026485+0.0049163i,-0.0016883+0.0040646i,-0.00096573+0.0041002i,0.0059226+0.0038728i,0.012623+0.0048028i,0.010852+0.0055273i,0.0038164+0.0034656i
-0.22481+0.071282i,-0.26267-0.024994i,-0.17974-0.060131i,-0.11106-0.069583i,-0.082112-0.052278i,-0.058481-0.02273i,-0.036616-0.0031738i,-0.022532+0.0077841i,-0.016495+0.011207i,-0.013201+0.009212i,-0.011266+0.0035194i,-0.010701-0.0046689i,-0.0092457-0.010007i,-0.0073551-0.010549i,-0.0054498-0.007991i,-0.0024028-0.0045877i,0.001339-0.0030511i,0.004765-0.0026296i,0.0065097-0.0012628i,0.0049131-0.002299i,0.0047735-0.0052893i,0.0070869-0.0039909i,0.0070797-0.00051991i
0.16624+0.010771i,0.2343+0.049069i,0.14859+0.085623i,0.072349+0.10443i,0.045999+0.079496i,0.028481+0.034681i,0.014936+0.0078542i,0.0086633-0.0023795i,0.0087171-0.0072083i,0.010158-0.011572i,0.0095533-0.01385i,0.0094874-0.0096546i,0.0081296-0.0020253i,0.0045148+0.0033413i,0.0024969+0.0042114i,0.003295+0.0021304i,0.0043173+7.0409e-05i,0.0032155-0.0025506i,-0.00018671-0.0070853i,-0.0058302-0.0098161i,-0.011088-0.010408i,-0.011123-0.0097653i,-0.0067085-0.0066904i
-0.25649-0.062906i,-0.279-0.044213i,-0.16616-0.082656i,-0.073659-0.10416i,-0.034096-0.079796i,-0.010266-0.035382i,0.004014-0.0094786i,0.0061262+0.00082663i,0.0043729+0.010818i,0.0052087+0.017722i,0.0062905+0.017501i,0.0055277+0.012061i,0.0045536+0.0049757i,0.0036921+2.7946e-06i,0.0027283-0.0019317i,-0.00074136-0.00077003i,-0.0049629+0.002061i,-0.0067468+0.0029374i,-0.0045948+0.0035747i,-0.0010923+0.0072417i,-0.001109+0.0097806i,-0.0039874+0.0070096i,-0.0046472+0.0024385i
0.36833-0.045799i,0.32221-0.07203i,0.18404-0.015594i,0.085072+0.014787i,0.036113+0.0009448i,0.002158-0.0052984i,-0.01068+0.0031906i,-0.011978+0.0047019i,-0.014786-0.00028892i,-0.016274-0.0038996i,-0.015531-0.0021803i,-0.01277+0.00097952i,-0.0098272+0.0035939i,-0.0056026+0.0076372i,0.00020897+0.0085229i,0.0050169+0.0031766i,0.0058905-0.0024599i,0.0022481-0.0030832i,-0.00073611-0.00036593i,0.0011408+0.0019289i,0.0068599+0.0033311i,0.008434+0.0042213i,0.004332+0.0033211i
-0.38268+0.26002i,-0.31223+0.23876i,-0.18503+0.14664i,-0.086729+0.092769i,-0.038173+0.067043i,-0.013019+0.032087i,-0.0011758+0.0038587i,0.0084603-0.0028984i,0.015594-0.0022476i,0.01709-0.0057126i,0.013891-0.013571i,0.0067895-0.018407i,0.0008123-0.017671i,-0.0028637-0.013634i,-0.0061914-0.0076649i,-0.0065336-0.0012957i,-0.0017083+0.0030423i,0.0054902+0.0028543i,0.0084677-0.0014479i,0.0043712-0.006898i,-0.00035607-0.010344i,0.00070015-0.0084846i,0.0040034-0.0043169i
0.20464-0.43582i,0.17735-0.3606i,0.12286-0.22949i,0.07463-0.15992i,0.038114-0.11799i,0.019583-0.061742i,0.012703-0.019268i,0.0013471-0.00067301i,-0.0053709+0.0083374i,-0.00089871+0.014551i,0.0081318+0.01996i,0.014763+0.021521i,0.014985+0.018603i,0.01376+0.0122i,0.013825+0.0032165i,0.0098953-0.0031159i,0.0022799-0.0045714i,-0.0040841-0.0040477i,-0.0053165-0.0025702i,-0.005086-0.00099213i,-0.0074466-0.0014281i,-0.009789-0.0029178i,-0.0099174-0.0017044i
0.015928+0.45919i,-0.032763+0.38743i,-0.061209+0.2484i,-0.062104+0.15i,-0.050079+0.094622i,-0.037486+0.054717i,-0.025017+0.02702i,-0.013365+0.010163i,-0.0089142+0.0035207i,-0.011844+0.00039244i,-0.018482-0.0029207i,-0.023402-0.0037279i,-0.022195-0.0034237i,-0.016531-0.0009133i,-0.010334+0.0047366i,-0.0043442+0.0066363i,-0.0018446+0.0033135i,-0.0029668+0.00051338i,-0.0036627+0.0023718i,-0.0016946+0.0083293i,0.0014211+0.012058i,0.0020631+0.0086133i,0.00070916+0.0018674i
-0.19663-0.32203i,-0.087624-0.2893i,0.013027-0.1867i,0.056499-0.10745i,0.05125-0.062985i,0.026667-0.03647i,0.013517-0.018018i,0.011904-0.0086739i,0.010388-0.009544i,0.011675-0.012508i,0.017168-0.015541i,0.021215-0.017106i,0.019299-0.01412i,0.012907-0.010326i,0.0063815-0.0089655i,0.0023324-0.0078976i,0.0028835-0.0037374i,0.0055216+0.00039874i,0.0059391-0.00091003i,0.0058165-0.0053267i,0.006967-0.0048183i,0.0074983+0.00055468i,0.0077039+0.0049465i
0.21678+0.16238i,0.12278+0.18456i,0.018136+0.12244i,-0.039351+0.050815i,-0.043191+0.01438i,-0.021553+0.0047647i,-0.01149+0.0045299i,-0.0098994+0.00985i,-0.0020599+0.015769i,0.0047031+0.018986i,0.0046207+0.022399i,0.0012461+0.024122i,-0.0015159+0.01982i,-0.0021174+0.011956i,-0.0003792+0.0060657i,0.0013868+0.0035425i,0.00092832+0.003048i,-0.00047279+0.0014381i,0.00024497-0.00072704i,0.0015995-0.002022i,-0.00024707-0.0042063i,-0.003206-0.0063185i,-0.0042421-0.0059111i
-0.14415-0.055485i,-0.093602-0.11537i,-0.024052-0.087053i,0.014953-0.040093i,0.01496-0.016267i,0.0015988+0.0019386i,0.0027382+0.0062988i,0.0018953-0.0010506i,-0.0096834-0.0033963i,-0.017043-0.0030664i,-0.017281-0.0080052i,-0.01343-0.0137i,-0.0078858-0.013036i,-0.0035577-0.0069497i,-0.0025665-0.0019909i,-0.0035595-0.001915i,-0.0047131-0.0047275i,-0.0060634-0.00491i,-0.0076157-0.00054831i,-0.0083595+0.0038461i,-0.0074892+0.0048916i,-0.0056809+0.0021482i,-0.0034887-0.00097879i
0.08429+0.07221i,0.085006+0.11422i,0.057041+0.085249i,0.03753+0.046573i,0.026225+0.023706i,0.011535+0.0083479i,0.000719+0.0068088i,0.0053228+0.0049998i,0.014512-0.0044661i,0.01913-0.011726i,0.019499-0.012187i,0.016681-0.007062i,0.012217-0.002972i,0.0066807-0.0036008i,0.0033115-0.0042641i,0.003849-0.0024369i,0.0053272-0.00027919i,0.006068-0.00038044i,0.0051342-0.0018862i,0.0038185-0.0020077i,0.0035058+0.0017332i,0.0029839+0.006505i,0.0021606+0.0057933i
-0.09622-0.12521i,-0.12687-0.14436i,-0.1002-0.10981i,-0.079996-0.083304i,-0.06716-0.059886i,-0.033847-0.032423i,-0.010353-0.017066i,-0.008438-0.00086164i,-0.0076965+0.016525i,-0.0028263+0.024171i,0.0010747+0.02301i,0.00030606+0.015561i,-0.0012273+0.0091978i,0.00036523+0.0067535i,0.0015148+0.0035641i,0.00022965+0.00098653i,-0.00090057+0.0014353i,0.00042801+0.0036689i,0.0033713+0.0042027i,0.0048164+0.00092825i,0.00526-0.002935i,0.0044498-0.0025588i,0.0027934+0.0013327i
0.17929+0.11868i,0.19086+0.12097i,0.1371+0.097662i,0.10114+0.079446i,0.073072+0.059505i,0.039234+0.041838i,0.020855+0.026518i,0.0091646+0.006455i,-0.0035591-0.0066903i,-0.012737-0.010565i,-0.016576-0.010251i,-0.013969-0.0061358i,-0.010772-0.0040608i,-0.0089359-0.0027135i,-0.0058248+0.00044746i,-0.0031515+0.00057159i,-0.00329-0.0019187i,-0.0053026-0.003833i,-0.0065928-0.0035267i,-0.0072854-0.0018015i,-0.0064898-0.0024232i,-0.0045852-0.0057121i,-0.004834-0.0073229i
-0.24555-0.052675i,-0.23686-0.053205i,-0.14811-0.071595i,-0.0883-0.08381i,-0.054574-0.067653i,-0.032744-0.043123i,-0.019542-0.022309i,-0.0047116-0.0096195i,0.0068543-0.0059512i,0.014855-0.0070511i,0.018539-0.010511i,0.014973-0.011918i,0.011157-0.01051i,0.008542-0.0081698i,0.0047893-0.0055472i,0.0026868-0.0036227i,0.0032691-0.0033316i,0.0033568-0.0042996i,0.0018822-0.0051021i,0.00052032-0.0029106i,-1.1218e-05+0.0022667i,0.00060861+0.0044448i,0.0028267+0.0021024i
0.25593-0.075228i,0.22403-0.051234i,0.13233+0.0085416i,0.063469+0.038674i,0.028894+0.033697i,0.017044+0.015341i,0.011175+0.0076583i,0.0057734+0.014479i,0.0046028+0.019408i,0.0026524+0.020324i,0.00030538+0.021313i,0.0011937+0.019572i,0.00098977+0.015199i,-0.00079114+0.01136i,-0.00011044+0.0088842i,0.00091283+0.0070665i,0.0012964+0.0076666i,0.0025424+0.008672i,0.0051646+0.0080215i,0.008064+0.0057052i,0.008248+0.0040914i,0.0032732+0.0047292i,-0.0019648+0.0057836i
-0.19457+0.17025i,-0.1625+0.12657i,-0.098006+0.040162i,-0.043666-0.0059979i,-0.013598-0.011637i,-0.0053751+0.00062957i,-0.0062638+0.00081103i,-0.012211-0.0080448i,-0.017195-0.0081118i,-0.016113-0.0078281i,-0.014914-0.012315i,-0.015592-0.013787i,-0.014225-0.011697i,-0.010235-0.0078263i,-0.0067-0.0041719i,-0.0060404-0.0033747i,-0.0064626-0.0042347i,-0.0060881-0.004256i,-0.0063781-0.0028785i,-0.0059008-0.0023013i,-0.0033991-0.0043595i,-0.00031717-0.0079105i,0.00090556-0.0084356i
0.072942-0.21793i,0.073176-0.15615i,0.06162-0.077574i,0.039669-0.03964i,0.019241-0.032444i,0.0021647-0.028207i,0.0022754-0.014621i,0.014256-0.0084175i,0.017382-0.011485i,0.01614-0.010599i,0.018394-0.0064681i,0.020041-0.0049975i,0.018404-0.0046618i,0.013595-0.0034077i,0.0093554-0.0025778i,0.007727-0.0032111i,0.0072198-0.0044489i,0.0057607-0.005245i,0.0030195-0.0062609i,0.00052794-0.0060341i,-0.0011701-0.0036747i,-0.0017634-0.00085607i,-0.001188+0.00063544i
0.018956+0.18815i,-0.023775+0.14166i,-0.04565+0.096725i,-0.042574+0.066142i,-0.029844+0.04107i,-0.01076+0.021215i,-0.0051416+0.013164i,-0.0060512+0.018931i,-0.0023703+0.024424i,-0.00015499+0.02192i,-0.0025285+0.016957i,-0.0069405+0.014962i,-0.0084069+0.014909i,-0.0054875+0.012967i,-0.0024837+0.010011i,-0.0016077+0.0080721i,-0.0017094+0.0074717i,6.463e-05+0.0067849i,0.0031151+0.0061269i,0.00489+0.0064746i,0.0042223+0.0057667i,0.0010223+0.0042532i,-0.00081861+0.0031471i
-0.084926-0.11825i,-0.012814-0.10895i,0.026323-0.09322i,0.041741-0.073456i,0.031506-0.047374i,0.010644-0.016503i,0.0028152-0.0077152i,-0.0043876-0.016614i,-0.012038-0.017521i,-0.012539-0.012367i,-0.0090416-0.011384i,-0.0059558-0.013467i,-0.0054658-0.014067i,-0.0060787-0.011245i,-0.0062854-0.0071998i,-0.0053845-0.004711i,-0.0036003-0.0034001i,-0.0035999-0.0015991i,-0.0051042+0.00022121i,-0.0041487+0.00082533i,-0.00092778+0.00020551i,0.00051937-1.1062e-05i,-0.0017362+0.00088396i
0.075112+0.042324i,0.011119+0.080561i,-0.017287+0.069587i,-0.036635+0.041032i,-0.043016+0.012884i,-0.03441-0.0050622i,-0.017779-0.001525i,-0.00088739+0.003939i,0.0077069+0.002006i,0.011627-0.00033369i,0.013431+0.00073522i,0.012834+0.0046062i,0.013008+0.0046553i,0.012085+0.00079438i,0.0095118-0.0015477i,0.0067676-0.003057i,0.0042912-0.0048465i,0.0030554-0.0065665i,0.0019624-0.0072815i,-1.6828e-05-0.0066512i,-0.00060499-0.0060004i,0.0015092-0.0053359i,0.0030011-0.0052021i
-0.030688-0.00072607i,-0.010591-0.054102i,0.012544-0.036215i,0.038291-0.014961i,0.042329-0.0030039i,0.030365+0.0018976i,0.014708-0.00033344i,0.0038538+0.00052465i,0.00074024+0.0045548i,-0.00025987+0.0074243i,-0.0028681+0.0062214i,-0.0054745+0.0040383i,-0.0062247+0.0060096i,-0.0051828+0.0097841i,-0.001805+0.011662i,0.001608+0.0098406i,0.0029067+0.0066931i,0.0029117+0.0045713i,0.0032101+0.0037107i,0.0026659+0.0038745i,-2.8832e-05+0.0041582i,-0.0034839+0.0039587i,-0.0037367+0.0049954i
-0.033097+0.029153i,-0.0020354+0.061705i,-0.014421+0.033331i,-0.028663+0.010309i,-0.028796+0.0066105i,-0.020391+0.012631i,-0.011101+0.01343i,-0.007975+0.009742i,-0.0067158+0.007168i,-0.0047237+0.0020223i,-0.002891-0.0041466i,-0.0016091-0.005725i,-0.0029019-0.0067627i,-0.005923-0.0085153i,-0.0082383-0.0074728i,-0.0085641-0.0042824i,-0.0075887-0.0014924i,-0.0074692+0.0006685i,-0.0069712+0.0028277i,-0.0046246+0.003437i,-0.0024537+0.002089i,-0.0011752+0.00030532i,-0.0019643-0.0010438i
0.018266-0.091991i,-0.016893-0.073393i,0.0033214-0.042975i,0.011104-0.032877i,0.0011223-0.030673i,-0.010381-0.024167i,-0.0096956-0.01638i,-0.0048864-0.013511i,-0.0040444-0.010667i,0.00030356-0.0049252i,0.005249-0.00091058i,0.0063804-0.0013804i,0.0070312-0.0027533i,0.0097728-0.0024136i,0.011568-0.004035i,0.0098788-0.0066884i,0.0065867-0.0078616i,0.0046788-0.0076262i,0.0026875-0.0073766i,0.00042838-0.0068936i,0.00081314-0.004637i,0.002836-0.0016544i,0.0036603-7.8536e-05i
0.055918+0.14205i,0.059447+0.093276i,0.036183+0.069656i,0.029287+0.051081i,0.030407+0.03318i,0.029809+0.01956i,0.023731+0.015343i,0.019184+0.015689i,0.015876+0.013354i,0.0085186+0.0090188i,0.0010751+0.0056356i,-0.00036695+0.0068276i,0.00048011+0.0104i,-0.00022607+0.01255i,2.305e-05+0.0134i,0.0021196+0.012195i,0.0030678+0.0095755i,0.0028858+0.0069703i,0.0036248+0.0044367i,0.0023209+0.0022685i,-0.0011143+0.00033622i,-0.0032098-0.0014229i,-0.0031817-0.001382i
-0.16224-0.092497i,-0.11777-0.067421i,-0.079831-0.069258i,-0.059309-0.065358i,-0.045277-0.042759i,-0.033499-0.011214i,-0.027795+0.001094i,-0.027107+0.0013514i,-0.02137+0.0025733i,-0.010922+0.00071492i,-0.0041815-0.0021365i,-0.0053672-0.0048793i,-0.0097977-0.0079903i,-0.011629-0.0091511i,-0.011479-0.0077606i,-0.010146-0.0052493i,-0.0087226-0.003262i,-0.0078258-0.0015352i,-0.0064105+0.0010276i,-0.0041999+0.0028495i,-0.0027772+0.0028765i,-0.0011613+0.0025086i,-0.00011028+0.0022636i
0.20963-0.0428i,0.14967-0.015121i,0.10699+0.01018i,0.06737+0.021487i,0.030813+0.01145i,0.01003-0.007771i,0.011015-0.014038i,0.016057-0.01119i,0.01327-0.0061491i,0.0076402-0.0017647i,0.0058598+0.00058426i,0.0087249+0.00064362i,0.012339-0.0011162i,0.013182-0.0039357i,0.011782-0.0069757i,0.0090242-0.007309i,0.0063458-0.0040253i,0.0048325-0.0027856i,0.0031441-0.0043453i,0.0019077-0.0038668i,0.0014072-0.0021838i,0.00026838-0.00032242i,-0.00069617-9.3781e-05i
-0.11256+0.16824i,-0.094802+0.093559i,-0.064349+0.042868i,-0.029116+0.0049723i,-0.00044867-0.0074581i,0.013448+0.0027137i,0.008433+0.014366i,-0.00099141+0.016488i,-0.0037355+0.011786i,-0.0027437+0.0059202i,-0.0029191+0.002231i,-0.0049071+0.0039753i,-0.0062132+0.0083164i,-0.0041568+0.011585i,5.5407e-07+0.011375i,0.0020544+0.0081533i,0.0013459+0.0055003i,0.0015389+0.0048879i,0.0029164+0.0037998i,0.0026798+0.0017881i,0.0013045+0.00079793i,0.0010624-0.0004948i,0.0016443-0.00040875i
-0.045816-0.18399i,-0.0095477-0.11908i,-0.0096491-0.067666i,-0.017487-0.026844i,-0.026022-0.0053873i,-0.02843-0.0011206i,-0.021013-0.0040864i,-0.0094648-0.0049246i,-0.00054427-0.0032656i,0.0025256-0.00089665i,0.0036832-0.00060677i,0.0042952-0.0039563i,0.00077531-0.0080549i,-0.0061692-0.0088304i,-0.010643-0.0054664i,-0.0085884-0.0014741i,-0.0048409-0.0010473i,-0.0041944-0.0014828i,-0.0041865+0.00024996i,-0.0034614+0.0011261i,-0.0028778+0.00057246i,-0.0012361-0.0010088i,-0.00045275-0.0023283i
0.14378+0.03909i,0.067657+0.036519i,0.041668+0.013569i,0.0278-0.0094867i,0.015065-0.0188i,0.0072784-0.017196i,0.0055245-0.0086785i,0.0026559+0.0018597i,-0.0014425+0.0071727i,-0.0021889+0.0050363i,-0.0014876+0.0026821i,0.00018024+0.0024458i,0.0038693+0.0012093i,0.0073775-0.0027362i,0.007544-0.0072126i,0.0049722-0.007688i,0.0028748-0.0045067i,0.0021516-0.0026021i,0.0019628-0.0023594i,0.0012858-0.0012235i,0.00046837+0.00052622i,1.2366e-05+0.0016618i,0.00055146+0.0016373i
-0.097792+0.098428i,-0.050529+0.049106i,-0.020257+0.031985i,0.0020732+0.018735i,0.012757+0.013268i,0.011173+0.011677i,0.0069024+0.0083059i,0.0045916-0.0014618i,0.0024399-0.0079573i,0.0016838-0.0049999i,0.0021295-0.0029325i,0.0017656-0.0023576i,0.0017864+0.0014264i,0.0033152+0.0072161i,0.0056192+0.010353i,0.0073979+0.0076076i,0.0061323+0.0032526i,0.0034505+0.0016712i,0.0025928+0.0014199i,0.0021747+0.00043237i,0.0013692-0.00053871i,-0.00017224-0.0014402i,-0.0019828-0.0010018i
-0.078501-0.13454i,-0.061741-0.061583i,-0.06166-0.028819i,-0.061884-0.014665i,-0.053917-0.0073317i,-0.03879+0.001309i,-0.022491+0.0092186i,-0.0075997+0.014391i,0.00085093+0.013485i,0.0010121+0.0090371i,0.00095596+0.0063517i,0.00083287+0.0040609i,-0.004161+0.00099836i,-0.010068-0.00072041i,-0.01177+0.00045408i,-0.0092083+0.0022685i,-0.0063888+0.0020535i,-0.0046651+0.0013594i,-0.0023354+0.0011616i,-0.00037172+0.00033177i,0.00032618-0.0010074i,0.0014025-0.0026804i,0.003177-0.0033303i
0.17642-0.0056256i,0.11702-0.025088i,0.085734-0.035672i,0.064857-0.032769i,0.045466-0.026996i,0.022062-0.022861i,0.0068923-0.01916i,-0.001845-0.014274i,-0.0051872-0.0070248i,-0.002375-0.0031449i,-0.002184-0.0035722i,-0.0024732-0.0066591i,0.0018434-0.0090672i,0.0057895-0.0096211i,0.0061798-0.010219i,0.0038842-0.0096695i,0.0026657-0.0071558i,0.00099273-0.0058516i,-0.001902-0.0043212i,-0.0020378-0.0013438i,-0.0010338+0.00060293i,-0.0026815+0.0017404i,-0.0036652+0.0029942i
-0.11486+0.1809i,-0.065352+0.12895i,-0.037626+0.090412i,-0.027076+0.055718i,-0.014121+0.029876i,0.0025129+0.021399i,0.012364+0.020039i,0.013503+0.01266i,0.008061+0.0048595i,0.0041745+0.0023613i,0.0057594+0.00053324i,0.0066487+0.0015946i,0.0044813+0.0067995i,0.0034619+0.010664i,0.003817+0.010297i,0.0040384+0.0072281i,0.0034347+0.0053471i,0.0032377+0.0045601i,0.0038644+0.002754i,0.0027582+0.00059134i,0.0011802-0.00079179i,-0.00031546-0.0015156i,-0.0013228-0.0019694i
-0.091279-0.20989i,-0.071987-0.13559i,-0.052994-0.070142i,-0.026744-0.028643i,-0.020526-0.0097907i,-0.02659-0.00028828i,-0.025764+0.0023486i,-0.016879+0.0012359i,-0.0072448+0.00033174i,-0.0024975+0.001285i,-0.0017365+0.0017409i,-0.0037882+9.6216e-05i,-0.0070024-0.0024982i,-0.0095977-0.0029279i,-0.0094279-0.0011738i,-0.00663-9.9545e-05i,-0.0055273-0.00095291i,-0.006412-0.0012911i,-0.0048867-0.0002701i,-0.0015217-0.00085003i,-0.00050239-0.0020124i,-6.083e-05-0.0030019i,0.00072138-0.0035631i
0.221+0.052218i,0.14065+0.025388i,0.082612-0.0030155i,0.046995-0.015016i,0.026529-0.020333i,0.020611-0.020561i,0.020554-0.0164i,0.015242-0.0088484i,0.0078956+6.0411e-06i,0.0036978+0.0014828i,0.00096373-0.0016232i,0.00062245-0.0029117i,0.0040427-0.0026639i,0.0065427-0.0036597i,0.0047766-0.0057797i,0.0022894-0.004078i,0.003207-0.0017721i,0.0056673-0.0027406i,0.005492-0.003447i,0.0030724-0.0021843i,0.0012287-0.00084632i,0.00045723+0.001222i,0.00039935+0.0023117i
-0.16776+0.1427i,-0.10305+0.091395i,-0.042332+0.058754i,-0.0091096+0.028459i,0.00074334+0.016718i,0.0011056+0.020499i,-0.0018172+0.02139i,-0.007682+0.012062i,-0.011072+0.0040408i,-0.0049261+0.002407i,0.0015968+0.00020931i,0.0010524-0.0011108i,-0.0023016+0.0009844i,-0.002078+0.0042668i,0.0017266+0.0047778i,0.0035421+0.0022511i,0.00042653+0.0013221i,-0.0029437+0.0031295i,-0.0027608+0.0030483i,-0.0021497+0.0017077i,-0.0021307+0.0010659i,-0.0036131-0.00042585i,-0.005337-0.0011008i
-0.032654-0.19324i,-0.021508-0.099257i,-0.019434-0.036985i,-0.016286-0.013814i,-0.01853-0.008i,-0.018501-0.0099809i,-0.011432-0.012754i,0.00060328-0.011299i,0.0075225-0.0083433i,0.0041983-0.0036117i,-0.00011582+0.001462i,-6.3797e-05+0.0033395i,0.00024558+0.0015543i,-0.0010961+0.00017193i,-0.0021588+0.0015924i,-0.00075742+0.0021141i,0.001529+0.00012315i,0.0014405-0.0022405i,0.00034442-0.0032525i,0.00022833-0.0027872i,0.00026678-0.0026328i,0.0010539-0.0030119i,0.0015185-0.0034934i
0.17217+0.062106i,0.094487+0.014234i,0.046481-0.026086i,0.026942-0.039614i,0.025721-0.034479i,0.022425-0.020133i,0.014268-0.006212i,0.0043158+0.0064258i,0.00128+0.01311i,0.0033216+0.0068529i,0.00063311-0.00083835i,-0.0029693-0.0013248i,-0.0022948-0.00083336i,0.0003356-0.0029836i,0.00084331-0.0053593i,-0.00081296-0.0045368i,-0.00025058-0.0015791i,0.0017518-0.00037162i,0.001545+0.00015631i,0.00071234+0.00084512i,-2.4733e-05+0.000972i,-0.00033367+0.0026242i,0.001304+0.0050116i
