-0.0011587+0.0021646i,-0.00046808+0.00048874i,-0.0012099-0.00017436i,-0.0015942-0.0010333i,-0.001446+0.00031382i,-0.0010111+0.0014893i,-0.00031839+0.0018113i,0.00064245+0.0018104i,0.00080404+0.00092977i,0.0008613+8.5183e-05i,0.00070527-0.0001242i,0.00015925-0.00058506i,-0.00026397-0.00050155i,-0.00022677-0.00087518i,0.00059519-0.0017136i,0.00079152-0.0014535i,0.00035218-6.3389e-05i,0.00040882+0.00014442i,0.00091853-0.0013796i,0.0009588-0.0011191i,0.00044992-1.4096e-05i,0.00027447-4.1435e-05i,-0.00047291-0.0002727i
-0.0010289+0.00012632i,0.00059206+0.00033876i,0.0015489+0.0010406i,0.00065697+0.0005513i,-0.00020778+0.00030555i,-0.00018513+0.0006865i,-0.00047064+0.00084611i,-0.00028047+0.0014539i,0.00017935+0.0015151i,0.00034446+0.00045886i,8.785e-05+0.00022873i,-0.0009173+0.00047398i,-0.0011904-1.647e-05i,-0.0011099-0.00091403i,-0.0010185-0.0012415i,-0.00070674-0.00055915i,1.868e-05-0.00038735i,0.00048936-0.00059761i,5.3445e-05-0.00049123i,-0.00043532-0.00029066i,-0.00036971+0.00028197i,2.4551e-06+0.00069341i,-0.00032147+0.00079132i
-0.0020614-0.0013833i,-0.0026279+0.0005556i,-0.0010489+0.0019394i,0.0010662+0.0016848i,0.0016729+0.00022205i,0.00064476-0.00090812i,-0.001-0.00065964i,-0.0011232-0.00026061i,-0.00028673-0.00069091i,0.00035865-0.00073998i,0.0003206-0.00043456i,-7.2776e-05-0.00036258i,-0.00059787-0.00035466i,-0.00055344-0.001198i,0.00011781-0.0020214i,0.00044785-0.00136i,9.5733e-05-4.6181e-05i,-0.00038109+0.00098292i,-0.00075227+0.00072863i,-0.00086451+7.7322e-05i,8.9935e-05+0.00065025i,0.0010688+0.00040803i,0.00058763-0.00095669i
0.0014107+0.00085104i,0.00067987+0.0023462i,0.00013051+0.0027875i,-0.00015339+0.0010667i,-0.0012834-0.00039509i,-0.0019214-0.00036786i,-0.00091499+0.00031321i,-0.00062392+0.00042126i,0.00028483+0.00051027i,0.00076725+0.0012233i,0.00062399+0.0014981i,-6.9367e-05+0.00056916i,-0.00072701-0.00017431i,3.2044e-05-0.0012517i,0.0005591-0.0011957i,-0.00013527+1.697e-05i,-0.00052607+0.00047441i,-0.0008177-0.00011204i,-0.00095908-0.0003882i,-0.00041144-0.00062497i,0.000332-0.00087396i,0.00081342-0.00066273i,0.00042697-0.00017732i
-0.00080169-0.0019666i,-0.0024685-0.0013721i,-0.0032066-0.00070993i,-0.0014025+0.00016658i,-0.00011215+0.00060751i,0.00056494+0.0015409i,0.00088892+0.0014303i,0.00042148+7.213e-05i,3.1674e-05+2.1022e-05i,2.6899e-05+0.0009348i,-0.00020483+0.00083428i,-0.00032572+7.9057e-05i,-0.00020208-0.00072125i,0.0011114-0.0010325i,0.002189-0.00062394i,0.0014747-0.00038634i,8.2886e-05-0.0004217i,-0.00079459-0.00064694i,-0.00061879-0.0014837i,-0.00075167-0.001648i,-0.00057496-0.0011219i,0.00011333-0.00077746i,0.00012026-0.00065267i
-0.00037444+0.0015514i,-0.00056944+0.00068978i,-0.00082018+0.0027527i,0.00069445+0.0027289i,0.0015791+0.00068137i,0.00020785-0.00031905i,-0.0012436-0.0009275i,-0.0013547-0.00071341i,-0.00032895+0.00022902i,0.0010053-3.4645e-05i,0.00036472+2.3781e-05i,-0.00058022-0.00042067i,0.00027305-0.0019124i,0.0011082-0.0021717i,0.0017501-0.0017386i,0.00091797-0.001054i,-0.0011044+3.7317e-05i,-0.0017212+0.00022656i,-0.00090665-0.00012236i,0.00054004-0.00039417i,0.0012108-0.00065664i,0.00076531-0.00060554i,0.00058376-0.00058392i
-0.001435+0.0030742i,-0.0012107+0.0034185i,-0.0009599+0.0031059i,0.0005767+0.0013934i,0.00097042-0.00085444i,-0.00029278-0.0013417i,-0.00041041+0.0012431i,9.9725e-05+0.002065i,-1.3363e-05+0.00083972i,0.00036907+0.00014665i,9.9284e-05-4.1433e-05i,-0.00087215-0.00060616i,-0.00048273-0.001623i,0.0003619-0.0016829i,0.00058936-0.0014125i,0.00049818-0.0011764i,-1.7185e-05-0.0012925i,-0.00027733-0.0015059i,0.00030096-0.00027334i,0.0010896+0.0010788i,0.00048932+0.0011207i,-0.000654+0.00064294i,-0.00095392-7.1779e-05i
-0.00058251+0.00029127i,0.00052085-0.001492i,0.00017934-0.0033219i,-0.00067191-0.0026372i,-0.00047708-0.00090409i,-0.00048047-0.00017707i,-0.00074841-5.1189e-05i,2.1091e-05-0.00078316i,0.00080015-0.00074797i,-0.00021605+0.0001135i,-0.0012787-0.00048157i,-0.00088845-0.0014396i,-0.00021044-0.0020181i,0.00020374-0.0014485i,0.00019102-0.00053895i,0.00034938-0.0011143i,0.00067163-0.0015446i,0.00044454-0.00096085i,0.00033332-0.00069175i,0.0012119+2.2455e-05i,0.0019737+0.00099264i,0.0012119+0.0010467i,0.00051064+0.00064372i
0.0021378+0.0028495i,0.0024832+0.0015433i,0.0026221+0.00079618i,0.0018133+0.00077202i,0.00040449+3.8693e-05i,-0.00080394-0.00028506i,-0.0021972+0.00050888i,-0.0024843+0.0013329i,-0.00091117+0.0006329i,-0.00058643-0.00029676i,-0.00075657-0.00050803i,-0.0002793-0.00061163i,0.00040924-0.00017347i,0.00097428+0.0010401i,0.0011317+0.0011173i,0.00093927+2.3593e-05i,0.00087196-0.00076996i,0.00085492-0.00086825i,0.00071957-1.2947e-05i,0.001068+0.00037687i,0.0014019+0.00034224i,0.0010586+0.00018062i,0.00073795-0.00032002i
-0.00091099+0.0019633i,-0.00015655+0.0020938i,0.00062576+0.0018513i,0.00065108+0.0011199i,-0.00045281+0.00044015i,-0.0013683+0.00071065i,-0.0013109+0.0014143i,-0.00052805+0.0020139i,-7.7438e-07+0.0016002i,-0.0011884+0.00046094i,-0.0021341-0.00062388i,-0.0013275-0.0016621i,5.0903e-05-0.001694i,0.00081854-0.00055529i,0.001177+0.0002243i,0.001597-0.00028028i,0.0012271-0.0014188i,0.00062533-0.0011709i,0.0012544-0.00016449i,0.0015754+0.00066532i,0.0010273+0.00056555i,0.00031767-0.00017325i,0.00011847-0.00098723i
-0.0004179+0.00023576i,0.00015721-0.00043829i,0.00064414-0.0024733i,0.00034966-0.0025463i,-0.00028219-0.00084929i,-0.00037495+0.00030318i,0.00089792-9.0717e-05i,0.0023075-0.00088818i,0.0018004-0.00084242i,0.00027544-0.00051572i,6.4669e-05-0.0013653i,0.00075666-0.0018023i,0.0011632-0.00038766i,0.0011685+0.00038938i,0.0012879+0.00025567i,0.0017229-3.0573e-05i,0.0016155-6.0774e-05i,0.00063585+0.00017092i,0.001039-0.00025017i,0.0015671-0.00053671i,0.00039179-0.00014692i,-5.3006e-05+0.00054843i,-1.4543e-05+0.00010348i
-0.00174+0.0029087i,-0.00073606+0.0033547i,0.00065809+0.0026962i,0.00014748+0.00081498i,-0.00074232-0.00068945i,-0.0015862-0.00073387i,-0.0023006-0.00089924i,-0.001671-0.00082475i,-0.00036583-0.00094388i,0.00059433-0.0012793i,0.0010223-0.00098669i,0.0016909-0.00087704i,0.001576-0.0010278i,0.00084181-0.00089468i,0.00036572-0.0010158i,0.00069516-0.0005052i,0.0012558+0.00022599i,0.0014854-0.00020463i,0.0013128-0.00037184i,0.00052827+0.00024048i,1.0696e-05-3.0713e-05i,-0.00013739-0.00022634i,0.00022633-0.00065626i
0.00013099+0.0023737i,0.00014244+0.0035286i,-0.00013485+0.0025405i,-0.0004074+0.001182i,-0.0015487+0.0010556i,-0.0022819+0.00088169i,-0.0011865+0.0015723i,1.7464e-06+0.0028652i,2.8062e-05+0.0021897i,0.00015656+0.00090479i,0.00072668+0.00056883i,0.0014699+0.00010509i,0.0017555+0.00037929i,0.0011099+0.00075388i,0.00051121+0.00026933i,0.00072207+0.00046068i,0.0013207+0.00083349i,0.0012994+0.00051212i,0.0010388+0.00081913i,0.00022157+0.0014467i,0.00029496+0.0019421i,0.00030725+0.0013423i,-0.00022404-0.00040851i
-0.0019961-0.00058086i,-0.0022101-0.0008978i,-0.0014222-0.0019003i,0.00019435-0.0019232i,0.0010297-0.0016691i,0.0010786-0.0011524i,0.00099014+3.5694e-05i,0.00089047+0.00053273i,0.0015109+0.00061892i,0.0014141+0.00071752i,0.001307+0.00010375i,0.0018268+0.00016615i,0.001146+0.00079419i,0.00035054+0.00074703i,0.00021434+0.000481i,0.00022103+0.00018676i,0.00070651-0.00024458i,0.0012438+1.9468e-06i,0.0011806+0.0011407i,-4.4989e-05+0.0017898i,-0.00057406+0.0011885i,0.00038002+0.00046727i,0.0014426-0.00038722i
-0.0027144+0.0011651i,-0.00071651+0.0028815i,0.0017019+0.0027446i,0.0022126+0.0014474i,0.00058182-0.00012328i,-0.0011112-0.001088i,-0.0023207-0.00060932i,-0.0010471+0.00016287i,0.00043423+0.00044789i,0.0005612-0.00017127i,0.00093115-0.00046671i,0.0018582+0.0012063i,0.001882+0.0025473i,0.00062999+0.0011717i,-2.375e-05-0.00034621i,0.00051554+0.00011022i,0.00047501+0.0011544i,-1.4608e-05+0.0018793i,-0.0002856+0.0015851i,-0.00032766+6.4901e-05i,-0.00051299-0.00076907i,-0.0005301-0.00061065i,-8.9535e-05-0.00072983i
0.00057573-0.0010947i,-0.0001697-0.00031426i,0.00019027+9.6228e-05i,0.0012218+0.00083788i,0.00096766+0.0012674i,-0.0011017+0.00093532i,-0.0025048+0.00025561i,-0.0022498+0.00011556i,-0.0015181+0.00072095i,-0.0010675+0.0010982i,-0.00040342+0.0012635i,0.00061163+0.0018012i,0.0007542+0.0015019i,-3.247e-05+0.0016887i,-0.00096006+0.0020101i,-0.00074106+0.0011544i,1.3837e-06+0.00082741i,-1.7519e-05+0.0014186i,-0.00054484+0.0017765i,-0.0002108+0.0014151i,0.00065446+0.00058784i,0.00022075+0.00040317i,-0.00032217+0.00029474i
-0.00079903-0.0011516i,-0.0014525-0.0026647i,-0.0014921-0.0034691i,-0.00063513-0.0011444i,0.00067171+0.00086728i,0.001757+0.0015109i,0.0007345+0.0013315i,-0.00088996+0.001056i,-0.0011567+0.00081519i,-0.00032504+0.0002429i,0.00089009+0.00098964i,0.0012159+0.0021184i,1.406e-05+0.0019901i,-0.0012431+0.001311i,-0.0013584-1.9976e-05i,-0.0010765-0.0010407i,-0.0017412-0.00034057i,-0.0027315+0.00072527i,-0.0016493+0.00090275i,0.0004352+0.00048983i,0.001133-0.00012277i,0.00078584-0.00025914i,0.00071204-0.00021471i
0.00051135-0.0033252i,0.00049989-0.0012784i,0.00055853+0.00082817i,5.3816e-05+0.0020799i,-0.0014412+0.0023528i,-0.0016813+0.0018516i,-0.00094718+0.0015002i,-0.00029775+0.0011043i,0.0010153+0.00059064i,0.0016992+0.0011087i,0.00093461+0.0018435i,-0.00089303+0.0023227i,-0.0019086+0.0027474i,-0.0020521+0.0021251i,-0.0016178+0.0010247i,-0.0018266-0.00011083i,-0.0026489-0.00046002i,-0.0029939-7.4009e-05i,-0.0022633+0.00048223i,-0.0014358+0.00088103i,-0.0012319+0.00028064i,-0.00093464+8.4524e-05i,-0.00029255-3.8827e-05i
0.0026453+0.0013335i,0.0017989+0.0012867i,0.00064948+0.0018071i,0.00027058+0.0017881i,0.00073579+0.00040013i,0.00030789-0.00077083i,-0.00010208-0.00080707i,0.00093026-0.00090852i,0.00092468-0.0010997i,0.00020334-0.00051424i,-0.00029061+0.00032801i,-0.0018582+0.00075724i,-0.0028606+0.00023373i,-0.0018001-0.00026164i,-0.0014261-0.0010362i,-0.0018973-0.0015419i,-0.0025936-0.0010361i,-0.0028342-0.00058721i,-0.0021633+8.8967e-05i,-0.0018352+0.00055475i,-0.0012268+0.00044611i,-0.0005357+0.0010115i,0.00029206+0.00038041i
0.0027654-0.0019619i,0.00011545-0.0026961i,-0.0018932-0.0034666i,-0.0022833-0.0033246i,-0.0019658-0.0018023i,-0.001885-0.00036812i,-0.0020856-8.3004e-05i,-0.0013122+0.00076844i,-0.0010015+0.00151i,-0.0017406+0.0013714i,-0.0025366+0.001185i,-0.0035796+0.00047724i,-0.0036954-0.00071793i,-0.0020391-0.0010398i,-0.00042525-0.0014003i,-0.00017875-0.00227i,-0.00094733-0.0024893i,-0.0017336-0.0016236i,-0.0017813-0.00081663i,-0.0017526-0.00062324i,-0.0012292-0.00087741i,0.00029789-0.00080941i,0.0011253-1.1159e-05i
0.0048341+0.0044767i,0.0048497+0.0041487i,0.0046685+0.0023316i,0.0029141-0.0005005i,-0.00016469-0.0009292i,-0.0024612+0.0012687i,-0.0031532+0.0029558i,-0.001027+0.002737i,0.001281+0.0022515i,0.00033353+0.0011683i,-0.0021233+6.3537e-05i,-0.0039299-0.00070184i,-0.0049283-0.0019432i,-0.0030985-0.0021885i,-0.0012382-0.0015268i,-0.00084285-0.0015019i,-0.0011008-0.0019403i,-0.0016537-0.0014829i,-0.0014824-0.00033659i,-0.0013736+0.00042207i,-0.00079583+0.0010998i,0.00037259+0.00087723i,0.00047276+0.00046596i
-0.0045027+0.0025594i,-0.0043146+0.0028797i,-0.003478+0.0037823i,-0.0010961+0.0028372i,0.0017199-0.00025907i,0.0014157-0.0016074i,0.00037837-0.00083492i,0.00040048-2.191e-08i,0.00032446+0.00010299i,-1.6058e-05-2.585e-05i,-0.0008321-0.0011678i,-0.0016566-0.0023544i,-0.0013151-0.0025065i,-0.0003154-0.0026408i,0.00052003-0.0028997i,0.00046426-0.0026151i,0.00077473-0.0024285i,0.00050789-0.0025385i,-0.00098952-0.001902i,-0.0014871-0.00061687i,-0.001061-0.0001641i,-0.001004-0.00024223i,-0.00084773-0.00077412i
-0.0039031+0.00073304i,-0.0030768+0.00018562i,-0.0023763-0.00025092i,-0.00060284+0.00060258i,0.0009172+0.00074736i,0.0015702+0.00061603i,0.0012418+0.00047629i,0.00039072-0.00065603i,-0.00063524-0.0014761i,-0.0016026-0.0020693i,-0.0015829-0.0029411i,-0.00038252-0.0039368i,0.00078215-0.0046685i,0.0014783-0.005308i,0.0025058-0.0051827i,0.002702-0.0040092i,0.0019245-0.0024134i,0.0010215-0.0018678i,0.00030697-0.0021269i,4.8407e-06-0.001491i,0.00026295-0.00066631i,0.00036323-0.00045299i,-0.00015017+5.0301e-05i
-0.0037931+0.0028622i,-0.0014699+0.0037135i,0.00023257+0.0039909i,0.0015566+0.0031996i,0.00098784+0.0017604i,-0.001032+1.4984e-05i,-0.0019729-0.00049447i,-0.0016312+0.00039995i,-0.00093148+0.00094413i,-0.00076897-0.00020201i,-0.0003653-0.0028188i,0.0008892-0.0056428i,0.002351-0.0066682i,0.0026031-0.0053216i,0.0023018-0.0033811i,0.0026701-0.0023685i,0.0032076-0.0024493i,0.0027539-0.0021398i,0.0014749-0.0016746i,0.00016113-0.0011019i,-0.00045226-0.0010337i,-0.00034803-0.0009366i,-0.00070275-0.00048278i
-0.0012061-0.0018804i,-0.0021022-0.00094345i,-0.0015123+6.4142e-05i,-0.00098892+0.0014392i,-0.0003889+0.0010044i,-0.0007167+1.0186e-05i,-0.0012911+0.0003866i,-0.00032845+0.00090333i,0.0020849+0.0005557i,0.0028053-8.0615e-05i,0.0023409-0.0014959i,0.0024901-0.0029258i,0.0027563-0.00317i,0.002576-0.0027017i,0.0016671-0.0014865i,0.0013064-4.4514e-05i,0.0020061-0.00020109i,0.0021101-0.0013173i,0.001358-0.0014433i,0.00061679-0.0012835i,0.00015985-0.00084812i,-0.00082962+0.00029136i,-0.00091+0.00045862i
0.0013593-0.0061009i,0.0010224-0.0034545i,-9.9042e-06-0.0023439i,-0.0010289-0.0015254i,-0.0019921-0.00036346i,-0.0022809-0.00034207i,-0.001915-0.00011863i,-0.0013337-0.0006456i,-0.00054293-0.0016838i,0.00071767-0.0021753i,0.002562-0.0016566i,0.004484-0.0010343i,0.0052537-0.00062743i,0.0052149+1.8451e-05i,0.0038767+0.0010721i,0.0025925+0.0019244i,0.002283+0.0016319i,0.0019572+0.00012138i,0.0010722-0.0010349i,-0.00052383-0.0010606i,-0.00099982-0.00085536i,-0.00034321-0.0010398i,9.0049e-05-0.00060751i
0.002355+0.0015731i,0.002237+0.0023573i,0.0030873+0.0018104i,0.0034489+0.00029054i,0.0018333-0.0007285i,0.00049768-0.0009519i,-1.8059e-06-0.00033769i,-0.00036694+0.00071655i,0.00010319+0.00095015i,0.001652+0.00027448i,0.0035129-0.00093293i,0.0054559-0.001394i,0.0060557-0.00025473i,0.0054592+0.00087267i,0.0037322+0.00063211i,0.0018759-3.7034e-05i,0.0023094+0.00012301i,0.0026746-0.00021837i,0.0023208-0.001352i,0.0010988-0.0017185i,-0.00020951-0.00021557i,-0.0008153+0.00010481i,-0.00060371-0.00078454i
-0.0001068+0.00093738i,-0.0011003+0.0022186i,-0.0018176+0.0023144i,-0.0024485+0.001244i,-0.0025802-0.00054037i,-0.0016179-0.00079822i,-0.00068564+0.00026496i,-6.5383e-05+0.00066721i,0.0014702+0.00095053i,0.0023033+0.001866i,0.0028256+0.0025987i,0.0043255+0.0028021i,0.0054767+0.0025842i,0.0037723+0.0024801i,0.0010965+0.0026328i,0.00031271+0.0021688i,0.00041699+0.0012192i,0.0016051-0.00021416i,0.0024583-0.0016534i,0.0022375-0.0017095i,0.0017989-0.0008062i,0.00071875-0.00069468i,-0.00044543-0.00054913i
0.0023372+0.0039306i,0.0018099+0.0048406i,0.0021724+0.0038291i,0.0036684+0.0012545i,0.0029838-0.00086508i,-8.2091e-05-0.0013152i,-0.0015198-0.00048173i,-0.00022238+0.00027099i,0.0017505+5.5971e-05i,0.0030501+0.00012645i,0.0026112+0.0022838i,0.0013419+0.004554i,0.00086577+0.0045994i,0.00032105+0.0034654i,-0.0013308+0.00091885i,-0.0013714-0.00024735i,-0.00025874+0.00078255i,0.0001606+0.0015683i,3.5062e-05+0.0019682i,-6.4313e-05+0.0019658i,0.00035147+0.0015211i,0.00060241+0.00023742i,-0.00058176-0.00075029i
0.0018586+0.0041391i,0.0012952+0.0014761i,0.0016821-0.00035242i,0.0010976-0.00060898i,-0.0001616-0.00047951i,-0.0008408-0.00019488i,-0.00095915+4.8119e-05i,-0.00028106+0.00052405i,0.00019777+0.00085649i,5.9115e-05+0.0011224i,-0.00043187+0.0022765i,-0.00044576+0.0041446i,-0.00018355+0.0050267i,-0.00063324+0.0041945i,-0.00094518+0.0021817i,-0.00059188+0.00038434i,-0.00095668+0.0001922i,-0.00086288+0.0011239i,-0.00011402+0.0010551i,0.0011413+0.00046747i,0.001909-0.0001425i,0.0014926-0.00042933i,0.00090088+0.00048883i
-0.0034645+0.00023293i,-0.0023395-9.3103e-05i,-0.00025209-0.00059868i,-0.00042936+0.00020467i,-0.0011315+0.0008691i,-0.0020474+0.0011548i,-0.0016171+0.00058694i,-1.8835e-05+0.00026811i,0.00026967+0.00030072i,-0.00084588+0.00096144i,-0.0017997+0.0027926i,-0.002011+0.0044664i,-0.0019402+0.005047i,-0.0017335+0.0036238i,-0.00076618+0.0011401i,-0.00040505-0.00041651i,-0.00047449-0.00062093i,0.00066097+0.00045995i,0.0017269+0.0011157i,0.0017434+0.00074105i,0.00093108+0.00091477i,0.00088053+0.00088814i,0.00078501+0.00049001i
0.0018507-0.00099607i,0.0011548-0.001072i,0.00028391+0.0005159i,-0.00049981+0.00041812i,-0.0010358-0.0017155i,-0.0022139-0.0017614i,-0.0023158-0.00031002i,-0.0010817+0.00038984i,0.00062207+0.00031068i,0.00083047+0.00023459i,-0.0015713+0.0008872i,-0.0043475+0.0022113i,-0.0051392+0.0019621i,-0.0040163+0.00018025i,-0.0014175-0.0015422i,0.00036716-0.0019206i,0.00045108-0.00093463i,-0.00026413+0.00029766i,-8.8891e-05+0.0011133i,0.00045763+0.00053184i,0.00019183+0.00021451i,8.4118e-05+0.00030514i,0.00052261-0.00013525i
0.0034034+0.0044225i,0.0054765+0.0010657i,0.0042753-0.0025213i,0.00054295-0.0024208i,-0.00066489-0.00050689i,-0.00057275+0.00067842i,-0.00049009+0.00098861i,5.5716e-05+0.0017395i,7.0618e-06+0.0015815i,-0.0011503+0.00032487i,-0.0033054-8.2304e-05i,-0.0052603+0.00090308i,-0.0062568+0.0017182i,-0.0044768+0.0017111i,-0.0011926+0.0008677i,0.00036202-0.00038881i,-3.9509e-05-0.00028626i,-0.00041374+0.00042013i,0.00021169+0.00010335i,0.00083247+0.00048136i,0.00022633+0.00085924i,-0.00052461+0.00034968i,-0.00054076-0.00038863i
-0.0036529-0.00090091i,-0.00079599+0.0025489i,0.002076+0.0018068i,0.0022866-0.0021126i,0.00025473-0.0030383i,-0.0015707-0.0018277i,-0.0023816-0.0011215i,-0.0024728-0.00011025i,-0.0015557+0.00040528i,-0.0018465-3.4658e-05i,-0.0035227-0.00058185i,-0.0049523-0.00084468i,-0.0052228-0.00095504i,-0.0035906-0.0012187i,-0.00060788-0.00096574i,0.0015822-0.00068379i,0.0019243-0.00043117i,0.00078405+0.00015384i,4.746e-05+0.00047953i,-0.00011623+0.00083189i,-0.00039448+0.00056065i,-8.7604e-05-0.00015903i,-0.00043981-0.00035519i
0.0029275-0.003963i,0.00094436-0.00050991i,0.0011851+0.002454i,0.001202+0.0022357i,0.0014107-0.00017119i,0.00061439-0.00094197i,-0.0011646+0.00050272i,-0.0013557+0.00096429i,0.00065579+0.00096691i,0.001527+4.5444e-05i,-7.9166e-05-0.0025758i,-0.0017411-0.0038983i,-0.0029259-0.003911i,-0.0027535-0.0033188i,-0.00080157-0.0018505i,0.0007055-0.0010348i,0.00035695-0.0005357i,-0.00087812+0.00026155i,-0.00054089+0.00076711i,0.00086801+0.00026192i,0.0010341+4.6721e-05i,0.00019119+0.00026923i,-0.00015139+0.00022631i
0.0017995+0.0048215i,0.0016257+0.0032643i,0.00097845+0.0010183i,-0.00010097-0.00055262i,-0.00077336-0.00022713i,-0.0017554+0.00022369i,-0.0028932+0.0008766i,-0.0024826+0.00094595i,-0.00065463-0.00041998i,0.00055934-0.0017484i,0.00062441-0.0028477i,-0.0010053-0.0046609i,-0.0033868-0.0048624i,-0.0032183-0.00267i,-0.0011731-0.00074416i,0.00075465-0.00038133i,0.0012321-0.00020364i,0.0011591+0.00079191i,0.00086507+0.0013524i,0.00015573+0.0014935i,0.00019047+0.00044432i,0.00079111-0.00087225i,0.00052721-0.0016591i
-0.00023326-0.003715i,-0.0020893-0.0029199i,-0.001098-0.0019917i,-0.0003758-0.0014503i,-0.0001299+1.6915e-06i,0.00056286+0.0010309i,0.00097035+0.001117i,0.00087301+0.0011477i,0.00087556+0.00055405i,0.0011579-0.0004375i,0.0014908-0.0021047i,0.0012572-0.0038693i,0.00024799-0.0043883i,-8.3366e-05-0.0024587i,0.00062081-0.00014041i,0.0012735+0.00053664i,0.0013441+3.9969e-05i,8.013e-05-0.00098066i,-0.00091143-0.00097221i,-0.0006521-0.00040879i,0.00039064-0.00078781i,0.00062195-0.00064367i,0.00073476+0.0002729i
0.0070459+0.0019408i,0.0052576+0.00016987i,0.0029327-0.00066373i,0.00075184-0.00043936i,-0.0012901-0.00037675i,-0.0028009+0.0018476i,-0.0021998+0.0034581i,-0.00030517+0.0031051i,0.0014771+0.002208i,0.0024465+0.0013172i,0.0023715+6.3919e-05i,0.0024272-0.0023455i,0.00065891-0.0038714i,-0.00098637-0.0027633i,-0.0010165-5.7417e-05i,-0.00083036+0.0015213i,-0.00014362+0.00068784i,0.00050035-0.00032674i,0.00027739+0.0005882i,0.00033783+0.00094912i,0.0010456+9.2641e-05i,0.0012273-0.00064268i,0.0011175-0.0013754i
0.0052747+0.0026481i,0.0057382-0.001342i,0.0046292-0.0060393i,0.0012234-0.0054129i,-0.0019-0.0038546i,-0.0034523-0.0011589i,-0.0020509+0.0014451i,0.00013609+0.0011939i,0.00098065-0.00036067i,0.00088699-0.0011027i,0.0014155-0.0011423i,0.0024571-0.0018124i,0.001928-0.0022263i,-0.00099418-0.00014941i,-0.0033464+0.0021238i,-0.0027378+0.0023417i,-0.0011715+0.00043472i,-9.6964e-05-0.00087587i,0.0014263+0.00015185i,0.0020164+0.0010442i,0.0011828+0.00025203i,0.00077626-0.0011901i,0.00024959-0.0014992i
-0.029251+0.012451i,-0.023659+0.022328i,-0.015078+0.032715i,-0.0010251+0.025632i,0.01195+0.015204i,0.016894+0.0030093i,0.0090414-0.0044368i,0.00034933-0.0044839i,-0.0033948-0.00135i,-0.0004894+0.0028496i,0.0052772+0.0014098i,0.0076041-0.0039237i,0.0092468-0.0095623i,0.010309-0.014852i,0.0089321-0.015158i,0.0050988-0.0089012i,0.0011413-0.002688i,-0.0008556-0.0014054i,-0.0023622-0.0029453i,-0.0031207-0.001504i,-0.0021741+0.002098i,0.00014037+0.0033003i,0.0022889+0.0020773i
-0.0099437+0.0055282i,-0.006921+0.00726i,-0.0025793+0.0070304i,-3.0661e-05+0.0046099i,0.0011187+0.00081914i,0.0013701-0.0032806i,0.0011424-0.0034691i,0.00034937-0.0010217i,-0.00087489+0.00093451i,-0.00090396+0.0015417i,-0.00029831+0.0015101i,0.0010822+0.0006891i,0.0031023-0.0014795i,0.0027094-0.0044232i,-0.00030873-0.0060374i,-0.0020433-0.0044112i,-0.0015718-0.0014976i,-0.00058246-0.00049456i,-0.00043341+0.00016835i,-0.00078761+0.0011587i,-0.00014698+0.0014388i,0.0013186+0.0009701i,0.0018563-0.00018782i
-0.0046304-0.0040613i,-0.0049241-0.00037197i,-0.0024769+0.002616i,0.000582+0.0025736i,0.0022929+0.0019946i,0.0016063+0.00028685i,0.00041951-0.001605i,0.0011936-0.0023193i,0.0018271-0.0019102i,0.0020137-0.0014103i,0.0016077-0.00051924i,0.0022007+0.001453i,0.0045647+0.0018025i,0.004558-0.00075794i,0.0019062-0.0023694i,0.00098625-0.0018098i,0.0011456-0.001009i,0.0012397-0.0011303i,0.0012574-0.00078842i,0.0010691+0.00059773i,0.00062995+0.0015193i,0.00052438+0.00098296i,0.0010723+0.00010183i
-0.00066171-0.00031748i,-0.0032042+0.00056093i,-0.00355+0.00042978i,-0.0011629-3.0049e-05i,0.00044408-0.00026689i,0.00018583-0.0010676i,-0.00091045-0.0019322i,-0.001669-0.0015377i,-0.00091401-0.00042999i,6.2075e-05-0.00095408i,0.00080612-0.0015242i,0.0025913+0.00090919i,0.0049242+0.0023466i,0.0058453+0.0004303i,0.0038909-0.0017482i,0.0017812-0.0019487i,0.0012813-0.0023651i,0.0011178-0.0021832i,-6.9187e-05-0.0010401i,-0.0011072+0.00027129i,-0.00093515+0.0011403i,0.00027165+0.0015065i,0.00049127+0.00078023i
-0.0051191+0.00054019i,-0.0043852+0.0016705i,-0.0013771+0.0031637i,-0.00030581+0.0033439i,-0.00031535+0.0039405i,0.0005097+0.0049266i,0.00030023+0.003876i,0.00052671+0.0025249i,0.00015245+0.0017632i,-0.00091893+0.0014044i,-0.0015445+0.0017851i,-0.0013662+0.0023303i,0.0014414+0.0029304i,0.0041902+0.0016806i,0.0049318-0.0017323i,0.0035473-0.0031852i,0.0016956-0.0027006i,0.0010682-0.0019326i,-3.6783e-05-0.0011232i,-0.00040182+8.9564e-05i,-0.00051213+0.0018204i,-0.0010111+0.0021246i,-0.00077082+0.0011703i
