-0.001813+0.0011965i,-0.0023167+0.0025677i,-0.0028317+0.0031545i,-0.0017412+0.0034326i,-0.0012689+0.0041723i,-0.0008988+0.0039327i,-0.00059602+0.0028312i,5.0823e-05+0.002234i,0.00090996+0.0020998i,0.0017604+0.0011544i,0.0019837+0.00030092i,0.0011019+4.8137e-05i,0.00021195-4.5223e-05i,-3.4559e-05+0.00035855i,0.00045512+0.00047087i,0.00033793+0.00035446i,0.00026636+0.00029401i,0.000588+0.00011892i,0.00020352+7.5104e-05i,-0.00011986+3.2582e-06i,0.00015272+0.00039999i,-1.8297e-05+8.1181e-05i,-0.00041214-0.00061684i
0.047784-0.040674i,0.037613-0.083119i,-0.0016633-0.11204i,-0.022673-0.10222i,-0.017919-0.063294i,-0.013697-0.02989i,-0.012174-0.012301i,-0.0064354-0.0011882i,0.001339+0.004093i,0.0060006+0.00089352i,0.0039366-0.0036221i,-5.5306e-06-0.0030662i,-0.00072766-0.00097483i,0.00043334+0.00019671i,0.00040745-0.0002494i,-0.00023007-0.0011351i,-0.0015795-0.001416i,-0.0029832-0.001581i,-0.0024322-0.00088898i,-0.00087396+0.00030879i,0.00039828+0.0014136i,0.0014386+0.0015446i,0.0017906+0.00098159i
-0.019974-0.056738i,-0.06076-0.060509i,-0.10589-0.029632i,-0.11058-0.0035308i,-0.077542+0.0037404i,-0.045245+0.0064838i,-0.024706+0.010588i,-0.0081442+0.010626i,0.0040398+0.0046159i,0.007814-0.0023524i,0.0062705-0.0054765i,0.0031624-0.0044747i,-2.7939e-05-0.0021626i,-0.00028166-0.0017478i,0.00056296-0.0030356i,-0.0011627-0.0021933i,-0.0032854-0.00016508i,-0.0042206+0.00092604i,-0.0032999+0.0010079i,-0.00030381+0.00045038i,0.0020151+0.00018028i,0.0027719+0.0002494i,0.0019075+0.00075378i
-0.05798-0.0021482i,-0.071396+0.033594i,-0.055394+0.087176i,-0.035961+0.10044i,-0.023902+0.067795i,-0.012828+0.036634i,-0.0033453+0.02233i,0.002775+0.012427i,0.0040878+0.0040688i,0.0027557-0.00012538i,0.0035076-0.0013104i,0.0043876-0.0022013i,0.0017399-0.0020989i,-0.0011197-0.0020008i,-0.0021157-0.0027063i,-0.0019229-0.00085045i,-0.0014616+0.0019206i,-0.00060297+0.0031295i,0.00063119+0.0026816i,0.0011691+0.0013039i,0.00098061+0.00020519i,0.00043746-0.00062969i,0.00025042-0.00032742i
-0.028176+0.053853i,0.0031069+0.075287i,0.063262+0.072836i,0.085917+0.054275i,0.059358+0.031073i,0.031868+0.01245i,0.019993+0.0018129i,0.010966-0.0030241i,0.0012646-0.0016578i,-0.0027442+0.0039839i,-9.9291e-05+0.0064546i,0.0025343+0.0030662i,0.0016825+0.00038668i,-0.00043047+0.00039039i,-0.00060348+0.00085536i,0.00084684+0.0014881i,0.0022588+0.00089682i,0.0030185+0.0001342i,0.0020395-0.00055546i,0.00047984-0.00053601i,-0.0010286+0.00017239i,-0.0020223-0.00026509i,-0.0019048-0.00011502i
0.03374+0.050233i,0.061357+0.027205i,0.081555-0.035537i,0.076889-0.071075i,0.052086-0.057464i,0.02927-0.035573i,0.015091-0.024435i,0.0049527-0.015385i,-0.001508-0.0036451i,-0.0019038+0.0061398i,9.0164e-05+0.0085432i,0.00057993+0.0063801i,0.00013572+0.0039549i,0.0003206+0.0040234i,0.001533+0.0044276i,0.0023228+0.0027503i,0.0023074+0.00024133i,0.0020644-0.0022235i,0.0012911-0.0030792i,0.00053827-0.001132i,-1.6225e-05+0.001169i,-0.0001506+0.0016696i,-0.00033343+0.0013106i
0.057253-0.0098833i,0.042772-0.041899i,-0.010505-0.082379i,-0.045238-0.09088i,-0.036674-0.063515i,-0.019387-0.035618i,-0.013154-0.020048i,-0.00914-0.0089117i,-0.00421-0.0018394i,-0.00036179+0.00067593i,0.00057137+0.0025026i,1.7357e-06+0.004188i,0.00011106+0.0029919i,0.00099718+0.0014062i,0.0018974+0.0019355i,0.0013224+0.0011179i,0.0001367-0.0017509i,-0.00085065-0.0029183i,-0.0012499-0.002063i,-4.1662e-05-0.00046721i,0.0014657+0.00016096i,0.0017953-0.0005974i,0.0005507-0.0015733i
0.016059-0.057325i,-0.017737-0.049688i,-0.07475-0.0055582i,-0.096112+0.027143i,-0.069293+0.025361i,-0.037923+0.015849i,-0.020908+0.012539i,-0.0097392+0.0091685i,-0.0025417+0.0017612i,-0.0022798-0.004222i,-0.0050952-0.0031058i,-0.004486+0.00035726i,-0.001899+0.0011975i,1.1529e-05-0.0001421i,0.0007832-0.00094947i,-0.00098963-0.0003677i,-0.0021753+0.00024772i,-0.0014671+0.00049217i,-0.00020126+0.00082434i,0.0001834+0.00019383i,0.00089995-0.002358i,0.0013223-0.0033741i,0.0010058-0.0019542i
-0.042143-0.040362i,-0.04393-0.0064125i,-0.020424+0.065246i,0.0015741+0.10275i,0.0034942+0.081811i,-0.00078132+0.050023i,0.0015218+0.03233i,0.0043613+0.018701i,0.0025093+0.0058108i,-0.0032986-0.0020039i,-0.0076534-0.0038588i,-0.0073588-0.0020317i,-0.0050679-0.00073815i,-0.0045234-0.0015738i,-0.0051233-0.0011613i,-0.0038276+0.00086483i,-0.0019347+0.0016133i,-0.00093303+0.0016131i,-0.00020331+0.0011924i,-0.00087721-0.00048571i,-0.0020264-0.0015514i,-0.0013254-0.0010703i,7.6479e-05-0.00089152i
-0.056896+0.022223i,-0.026147+0.031528i,0.047257+0.03047i,0.087888+0.022361i,0.06768+0.01783i,0.037772+0.015638i,0.023938+0.0098784i,0.014082+0.0035152i,0.0054741+0.0013091i,0.00057073+0.0018433i,-0.0014536+0.00049804i,-0.0022469-0.0010834i,-0.0028868-0.00078263i,-0.0041246-0.00051175i,-0.0040429-0.00025948i,-0.0022483+0.00080957i,-0.00050831+0.0017097i,0.00041984+0.0021827i,0.00011106+0.0020148i,-0.00041835+0.0020757i,-0.00084195+0.0025324i,-0.00095386+0.0029362i,-0.00072255+0.0025686i
-0.0065441+0.066028i,0.0093165+0.036862i,0.030098-0.038971i,0.033734-0.086979i,0.023079-0.070708i,0.014481-0.038532i,0.0095161-0.023636i,0.0056045-0.014161i,0.0049094-0.0037873i,0.0067632+0.0022463i,0.0076401+0.001465i,0.0043914-0.00096156i,-4.1068e-05+5.6231e-05i,-0.00099194+0.0017992i,0.00021174+0.0015634i,0.00095142+0.00061101i,0.0012228+0.00038278i,0.0019433+0.00023979i,0.0014704+0.00098532i,0.0003706+0.0029591i,0.00059279+0.0040004i,0.0011265+0.0037521i,0.0012974+0.0028393i
0.056341+0.039507i,0.03442+0.015017i,-0.030633-0.03221i,-0.076412-0.058051i,-0.064991-0.050893i,-0.036202-0.035984i,-0.022078-0.02356i,-0.012933-0.012175i,-0.0034003-0.0043936i,0.0042547-0.0014139i,0.0075665-0.0012849i,0.0058656-0.0014114i,0.0040405-0.00027481i,0.0043334+0.00097054i,0.0045044+0.00071621i,0.003298-0.00058567i,0.0018909-0.00080184i,0.00070351-0.00083485i,-8.6567e-05-0.001018i,0.0011986-0.0007655i,0.0023154-0.00063363i,0.0015749-0.00060271i,0.00065504-0.00051526i
0.060133-0.028639i,0.033723-0.014506i,-0.027883+0.030399i,-0.064702+0.060913i,-0.055164+0.045287i,-0.036009+0.017626i,-0.024062+0.0087007i,-0.012988+0.0068495i,-0.0055672+0.0025074i,-0.0021107-0.00057286i,0.000995-0.0019214i,0.0040415-0.0025629i,0.0053084-0.0029916i,0.0053486-0.0030252i,0.0042964-0.0022568i,0.0012529-0.0012396i,-0.00075236-0.0010248i,-0.0012123-0.0015594i,-0.0015867-0.0023205i,-0.0017956-0.0033869i,-0.0010321-0.0046927i,-0.00043529-0.0046429i,-0.00095495-0.0033753i
-0.00041361-0.070328i,0.0081667-0.04308i,0.035598+0.027824i,0.055965+0.072196i,0.042807+0.061959i,0.017246+0.039169i,0.0076386+0.0269i,0.005863+0.016947i,-0.00042723+0.008656i,-0.0072532+0.0050617i,-0.007823+0.0047498i,-0.0035087+0.0032929i,-0.00049044+0.00036779i,-0.00086855-0.001292i,-0.0017442-1.7303e-06i,-0.0016963+0.0026385i,-0.0011316+0.0022982i,8.4292e-06-0.00036366i,-0.0002136-0.0020352i,-0.0025253-0.0019246i,-0.0038662-0.0020741i,-0.004445-0.0019903i,-0.0039763-0.0019123i
-0.06618-0.032806i,-0.040497-0.03354i,0.034384-0.034806i,0.084662-0.036459i,0.072823-0.022562i,0.043921-0.0012644i,0.02874+0.0056114i,0.017283+0.0042075i,0.0054452+0.0042636i,-0.0025542+0.0060148i,-0.0058314+0.0081159i,-0.0043574+0.0075029i,-0.0029121+0.0043496i,-0.0050959+0.0029059i,-0.0051337+0.0044074i,-0.0016786+0.0049957i,0.00077983+0.0025356i,0.0010989+0.00018714i,-0.00026192-0.00035314i,-0.0017516+0.0011233i,-0.0017614+0.0028496i,-0.0013569+0.0036859i,-0.0020285+0.003372i
-0.061141+0.048088i,-0.056958+0.025307i,-0.039475-0.040502i,-0.02798-0.084699i,-0.01526-0.067325i,0.0021613-0.033963i,0.0078898-0.020035i,0.0039592-0.013104i,0.0026035-0.0059972i,0.0024192-0.0019506i,-0.00014074+0.0011448i,-0.0018003+0.0042893i,-0.0024478+0.0058715i,-0.003725+0.006408i,-0.0018331+0.0055833i,0.0011999+0.0025721i,0.0019077+0.00042885i,0.001768-5.213e-05i,0.0022764+0.00050846i,0.0031165+0.0020697i,0.0042258+0.0029763i,0.0048639+0.0025228i,0.0039651+0.0017874i
0.015063+0.083424i,-0.0034642+0.075693i,-0.059126+0.040417i,-0.10005+0.015743i,-0.082667+0.0054343i,-0.043757-0.0078144i,-0.025147-0.01333i,-0.015695-0.0080877i,-0.0047052-0.0055549i,0.0022788-0.0062998i,0.0026017-0.0059498i,-0.00052434-0.0034293i,-0.0013435+0.00040069i,0.0014237+0.0023463i,0.003354+0.00083008i,0.0029345-0.0015502i,0.0015444-0.0021084i,0.00028161-0.00058196i,0.00023525+0.0009854i,0.0020518+0.00072094i,0.003757-0.00045813i,0.0039569-0.00041478i,0.0039822+0.00074105i
0.081598+0.021758i,0.072776+0.038143i,0.025112+0.076775i,-0.01342+0.10346i,-0.024069+0.080584i,-0.025397+0.039491i,-0.021341+0.019449i,-0.010821+0.010388i,-0.0031701+0.001801i,-0.0005976-0.0035811i,-0.00090064-0.0061891i,-0.0021513-0.0057287i,-7.0822e-05-0.0036122i,0.0034281-0.0035973i,0.0022841-0.0046438i,-0.0010303-0.0037132i,-0.0018793-0.0010138i,-0.00083159+2.2316e-05i,-0.00048921+0.00024347i,-0.00086355-0.00022102i,-0.00045372-0.0020148i,0.00051451-0.002112i,0.0012084-0.001495i
0.055592-0.064932i,0.070951-0.059112i,0.095432-0.012389i,0.1084+0.023301i,0.077906+0.024335i,0.030835+0.020169i,0.012094+0.018716i,0.010171+0.010893i,0.0053624+0.0057638i,0.0017117+0.004718i,-0.00069841+0.001059i,-0.0035617-0.0020138i,-0.0027664-0.0029451i,-0.0005672-0.0042916i,-0.00038073-0.0034508i,-0.0012333+0.00013632i,-0.0013025+0.0025451i,-0.0013529+0.001936i,-0.0020239+0.00067192i,-0.0034456+1.4491e-05i,-0.0047583-0.00037156i,-0.0047885-0.0001603i,-0.0037193-0.00043308i
-0.036349-0.078818i,-0.029221-0.095391i,0.017143-0.10994i,0.052151-0.11673i,0.046887-0.086345i,0.031851-0.035388i,0.0245-0.0098338i,0.01539-0.0048534i,0.0058861+0.0010546i,0.0022473+0.005505i,0.0014712+0.0053888i,0.0006097+0.0032265i,-0.0017861+0.0018357i,-0.0034397+0.0021927i,-0.0017055+0.0040029i,0.0005524+0.0046552i,0.0017046+0.003378i,0.0013393+0.0013861i,-6.6727e-05+0.00047138i,-0.0016113+0.0011104i,-0.0022164+0.0023061i,-0.0028066+0.0026194i,-0.0035221+0.00071669i
-0.086674+0.0020782i,-0.10385-0.0053275i,-0.10399-0.046004i,-0.096773-0.080339i,-0.067235-0.069446i,-0.024701-0.040489i,-0.004729-0.023897i,-0.0040885-0.012631i,-0.003794-0.0035931i,-0.0016561+9.7346e-05i,0.0012248+0.0022193i,0.0026947+0.0025415i,0.00091625+0.0026003i,-0.0011119+0.0057313i,0.00020217+0.0065351i,0.0031028+0.0029344i,0.0031756-0.00067868i,0.0024306-0.0024585i,0.0017978-0.0024799i,0.0017537-0.0016701i,0.0018832-0.00047361i,0.00088562+0.00027881i,-7.2433e-05+0.00084162i
-0.032102+0.081524i,-0.043469+0.10166i,-0.077547+0.098464i,-0.10321+0.08803i,-0.083189+0.061826i,-0.046393+0.021123i,-0.028022+0.0010989i,-0.01842+0.0025431i,-0.0094976+0.0020164i,-0.004915-0.0013056i,-0.00047773-0.0015027i,0.0033858+8.6987e-06i,0.003591+0.0016415i,0.0027953+0.0032856i,0.0029381+0.003209i,0.0023003-0.00010779i,0.00044377-0.0034796i,-0.00033306-0.0043679i,0.00042378-0.0036166i,0.0019169-0.0032719i,0.0037803-0.0030575i,0.0040548-0.0013662i,0.0023583-2.4295e-05i
0.059661+0.067458i,0.081502+0.085309i,0.076617+0.11473i,0.061769+0.13679i,0.038334+0.11009i,0.0067214+0.058065i,-0.008599+0.030134i,-0.0043698+0.018233i,-0.00062264+0.0060967i,-0.002017-0.0012571i,-0.0023141-0.0029949i,-0.00098625-0.0020877i,0.00024211-0.001916i,0.00018858-0.0027696i,-0.0012088-0.0027601i,-0.0026971-0.0023441i,-0.0023853-0.0008795i,-0.00062619+8.5288e-05i,0.000437-0.00089188i,0.00055031-0.0011238i,0.0013892-0.0015i,0.0030479-0.00172i,0.0038887-0.00064255i
0.077814-0.025281i,0.10804-0.045717i,0.13497-0.039749i,0.1446-0.025133i,0.10886-0.012733i,0.05272+0.0039081i,0.024646+0.011628i,0.016411+0.0043363i,0.0088613-0.0021452i,0.0042128-0.0022929i,4.5091e-05-0.0013745i,-0.0031659-0.00028869i,-0.003219-0.0011529i,-0.0030311-0.0026814i,-0.0035084-0.002179i,-0.0026532+0.00092704i,-0.00075373+0.0036216i,9.2371e-05+0.0036795i,-0.00050396+0.0030484i,-0.00066044+0.0027518i,8.7018e-05+0.0020123i,0.00051651+0.00050817i,0.0011347-0.00030435i
0.0032215-0.082204i,-0.011407-0.11904i,-0.0065344-0.14724i,0.0026854-0.15785i,0.0043859-0.12274i,0.011208-0.060708i,0.016794-0.026526i,0.011053-0.018339i,0.0057756-0.010171i,0.005364-0.0026355i,0.0016644+0.0014237i,-0.0020342+0.003912i,-0.0035088+0.0036686i,-0.0040062+0.001845i,-0.0021119+0.0014813i,0.0011561+0.0029909i,0.0032265+0.0040844i,0.0029234+0.0031691i,0.00071472+0.0032854i,-0.00070864+0.004111i,-0.00014118+0.0037471i,-0.00025001+0.0019838i,-0.00068778+0.00010601i
-0.070038-0.037343i,-0.11401-0.034241i,-0.14617-0.042096i,-0.15656-0.051906i,-0.12057-0.045011i,-0.055623-0.033343i,-0.019186-0.026165i,-0.012421-0.014272i,-0.0074483-0.0025864i,-0.0022596+0.00043961i,-0.00035434+0.0012269i,-0.00076208+0.0025823i,-0.00041784+0.003539i,0.001648+0.0034456i,0.0026072+0.0019632i,0.0026976+0.00026518i,0.0025032-0.0012028i,0.0019522-0.0017536i,0.0013253-0.00085565i,0.00089796-0.00016132i,-0.00023726+0.0010584i,-0.0019168+0.0014033i,-0.0027566+0.00050139i
-0.050135+0.04906i,-0.060578+0.095958i,-0.073607+0.12562i,-0.081366+0.12927i,-0.064649+0.096257i,-0.040958+0.04341i,-0.028583+0.016148i,-0.017632+0.015166i,-0.0075597+0.012579i,-0.0047104+0.0070079i,-0.0031866+0.0030212i,-0.00079937+0.00029389i,0.00095454+0.00081957i,0.0034678+0.0012479i,0.0045035-0.0005863i,0.0024683-0.002518i,-7.315e-05-0.0031658i,-0.00030684-0.0029702i,0.00025806-0.0021159i,4.8531e-05-0.0018369i,0.00013133-0.0012249i,-0.00067019-0.00037123i,-0.0015004-0.00016157i
0.026195+0.065452i,0.070315+0.090235i,0.10388+0.1063i,0.1137+0.10948i,0.085941+0.086509i,0.033807+0.052952i,0.0059028+0.036318i,0.0064682+0.026136i,0.0062877+0.014112i,0.001472+0.0070665i,-0.00023252+0.0015753i,0.00023976-0.002543i,0.0011363-0.0029186i,0.0012414-0.0018012i,-0.00071703-0.00085466i,-0.0033248-0.00071001i,-0.0036033-0.001153i,-0.0024019-0.0025364i,-0.0014124-0.0039938i,-0.00096276-0.0034854i,-0.00040089-0.0019321i,0.00097729-0.0011547i,0.0014532-0.0003678i
0.06548+0.0048494i,0.10409-0.033447i,0.13084-0.067553i,0.13447-0.078492i,0.10149-0.058382i,0.053213-0.018601i,0.028449+0.00385i,0.019944+0.00014595i,0.0099351-0.0051802i,0.003803-0.0038464i,0.00086408-0.0025958i,-0.0012063-0.0032236i,-0.0023723-0.0035427i,-0.0035601-0.0012787i,-0.0032431+0.0025871i,-0.0015096+0.0040677i,-4.0136e-05+0.0026063i,0.0010084+4.2427e-05i,0.00066255-0.0014406i,0.0010747-0.0015304i,0.0017622-0.0011298i,0.0017987-0.00072524i,0.0023445-0.00051927i
0.018237-0.053374i,-0.0056955-0.10394i,-0.034797-0.13534i,-0.052065-0.13502i,-0.043912-0.099927i,-0.014731-0.053133i,0.0048726-0.030484i,0.0029672-0.024177i,-0.0011194-0.016327i,0.00028912-0.011167i,0.00060357-0.0065012i,-0.0010748-0.0019481i,-0.0035252-0.0003912i,-0.004566+0.0016501i,-0.0023195+0.0029916i,0.0012071+0.0014612i,0.0033338+0.00057782i,0.0021555-8.0181e-05i,0.00060135+7.9043e-06i,0.00044527+0.00026093i,0.00052475+6.142e-06i,0.00043957-0.0002808i,0.00080957-0.00084773i
-0.041147-0.032347i,-0.094883-0.023581i,-0.13557+0.00099186i,-0.1442+0.021417i,-0.11037+0.019437i,-0.056113-0.002708i,-0.025728-0.019224i,-0.017724-0.0143i,-0.0089735-0.0048778i,-0.0025607-0.0031082i,-0.00098079-0.00051451i,0.00029122+0.0026538i,-4.8794e-05+0.0035712i,-0.00089942+0.0032182i,-0.00030807+0.0015866i,0.00062694-0.00058001i,0.0010249-0.0014852i,0.0010579-0.00010343i,0.0007751+0.0018988i,-8.4438e-05+0.0021314i,-0.00084851+0.0015329i,-0.0010591+0.00041751i,-0.00071397-0.00037563i
-0.041763+0.024104i,-0.04786+0.079124i,-0.031938+0.12664i,-0.0097877+0.13378i,-0.00057802+0.095454i,-0.0080268+0.041405i,-0.016769+0.014928i,-0.012086+0.013771i,-0.0024103+0.01275i,0.00077459+0.008872i,0.0015513+0.006261i,0.002389+0.0046935i,0.0033117+0.003278i,0.0030515+0.00045426i,0.00018881-0.0017147i,-0.0024406-0.0011202i,-0.0022015+0.0010072i,-0.00086474+0.0022822i,-0.00011198+0.0028617i,-0.00095933+0.0034023i,-0.0018636+0.0036247i,-0.0019941+0.0034119i,-0.0021666+0.0030884i
0.01545+0.04023i,0.065764+0.061579i,0.11534+0.049586i,0.12768+0.015132i,0.092629-0.0063874i,0.039894+0.00077278i,0.012458+0.017786i,0.0094578+0.019122i,0.0077167+0.010845i,0.0054998+0.0072368i,0.0039867+0.0037577i,0.0029009+9.377e-05i,0.0045147-0.0016412i,0.0039209-0.0028575i,0.00018083-0.0014899i,-0.0014079+0.0025999i,-0.00081368+0.0049595i,0.00029862+0.0042756i,0.0010682+0.0022445i,0.0020214+0.00074159i,0.0018313+0.0012396i,0.00049952+0.0024559i,0.00034247+0.0025281i
0.040761+0.0023077i,0.073498-0.037418i,0.074134-0.094242i,0.04385-0.12365i,0.016486-0.09643i,0.01087-0.038591i,0.017594-0.0029306i,0.016031-0.00024839i,0.0062684-0.0024536i,0.0014594-0.00029574i,0.00010081-0.00040741i,-0.0009704-0.0016732i,-0.00035664-0.0025609i,0.00046348-0.002072i,0.00076673+0.00064242i,0.0011337+0.0027036i,0.0010785+0.0018422i,0.00061519-0.0016828i,0.00090274-0.0036087i,0.0016753-0.0031564i,0.0026191-0.0021609i,0.0029554-0.0017088i,0.0019669-0.0016605i
0.012157-0.028798i,-0.017068-0.071067i,-0.071769-0.085847i,-0.1089-0.056152i,-0.090769-0.014918i,-0.039332+0.0016627i,-0.0052544-0.004725i,-0.0016721-0.009035i,-0.00637-0.0051087i,-0.007104-0.0028724i,-0.0066035-0.0014621i,-0.0068687+0.00030057i,-0.0066435+0.00098134i,-0.0036999+0.0025858i,0.00086434+0.0028258i,0.003345-0.00040568i,0.0031996-0.0051572i,0.0012045-0.0075095i,-0.00073567-0.0065479i,-0.001337-0.0053598i,-0.0012309-0.0050163i,0.00020869-0.0048497i,0.0016878-0.0048837i
-0.030045-0.010299i,-0.074308+0.0066977i,-0.093333+0.059989i,-0.064833+0.11283i,-0.02158+0.10761i,-0.0036922+0.051968i,-0.0076026+0.0080602i,-0.0079595-0.0021243i,-0.0032705-0.0010777i,-0.0036572-0.0012582i,-0.0040522-0.00013772i,-0.0030633+0.0021155i,-0.0040595+0.0055722i,-0.0034448+0.0073232i,-0.0010709+0.0036837i,0.00039731-0.001826i,0.00063974-0.0049708i,-0.0016035-0.0044474i,-0.0037732-0.0024989i,-0.00403-0.0012809i,-0.0034302-0.00070423i,-0.0025486-0.001058i,-0.0018099-0.00169i
-0.023613+0.01857i,-0.018859+0.063762i,0.036336+0.097966i,0.098525+0.086357i,0.10029+0.040411i,0.04552+0.0055606i,0.0021858+0.00064149i,-0.0017372+0.0027431i,0.0054913-0.0008531i,0.0033785-0.0026135i,0.00076532-0.0015746i,0.0014177+0.00091034i,0.0015134+0.0040247i,0.0014335+0.004762i,0.00045136+0.0021876i,-0.0010268+5.2188e-05i,-0.0015827+0.00047395i,-0.0016486+0.0019864i,-0.0016326+0.0043564i,-0.0018582+0.0050529i,-0.0012136+0.0044563i,-0.00038542+0.0048242i,-0.00037682+0.0039349i
0.0065406+0.022815i,0.044344+0.029795i,0.08023-0.0062775i,0.081003-0.074595i,0.040191-0.097851i,0.008918-0.059724i,0.0034204-0.01966i,0.0050085-0.0054335i,0.0042142-0.0032258i,0.0039429-0.00077249i,0.0045044-0.0013117i,0.0048281-0.0045998i,0.005084-0.0076441i,0.0030152-0.0082896i,-0.00078219-0.0051923i,-0.0028216+0.00065757i,-0.00073269+0.0058714i,0.0029771+0.0069258i,0.0038109+0.0053876i,0.0030739+0.0043243i,0.0027654+0.0035366i,0.0023393+0.0031336i,0.0017984+0.0033703i
0.030605-0.0095967i,0.045176-0.050507i,0.0021788-0.10609i,-0.084695-0.12706i,-0.12675-0.088595i,-0.085478-0.034907i,-0.027434-0.0071566i,-0.005322+0.0013909i,-0.0035328+0.0046713i,-0.0011276+0.0036195i,-0.00029237+0.00093454i,-0.00083473-0.0012519i,-0.00018205-0.0037626i,-3.0829e-05-0.0051749i,-0.00037528-0.0035326i,0.00049478-0.00037947i,0.0021995+0.0021285i,0.0034827+0.0016776i,0.0032719-0.00031087i,0.0027665-0.0014287i,0.0028901-0.002549i,0.0029829-0.0027722i,0.0031473-0.0016551i
0.0052236-0.025404i,-0.022184-0.049377i,-0.088716-0.027426i,-0.13577+0.045952i,-0.11079+0.09609i,-0.049176+0.074966i,-0.011393+0.030516i,-0.0026272+0.012541i,-0.0010157+0.01174i,0.00063956+0.0090843i,0.0011235+0.0055155i,-7.1148e-05+0.0031521i,-0.0013257+0.00072039i,-0.0013588-0.0012831i,-0.001729-0.0014928i,-0.0018253-0.00023084i,-0.00094534+0.00054919i,-0.00051926-0.0016264i,-0.00041427-0.0046496i,-0.0007795-0.0050795i,-0.0012441-0.004241i,-0.001343-0.0031428i,-0.0015706-0.0026411i
-0.029205-0.0066977i,-0.053547+0.018534i,-0.040219+0.08664i,0.031518+0.1471i,0.095133+0.13637i,0.085589+0.075216i,0.039007+0.027749i,0.01321+0.0092871i,0.0066914+0.0038365i,0.0034665+0.0036408i,0.0034231+0.0034855i,0.0031949+0.0028465i,0.0011192+0.0041297i,-0.00099013+0.0050463i,-0.0018562+0.0046311i,-0.0015776+0.004105i,-0.0020208+0.0014629i,-0.0035845-0.00099702i,-0.005017-0.002018i,-0.0040748-0.0015453i,-0.0026404+0.00059901i,-0.0024085+0.00081074i,-0.0025134-0.00063461i
-0.018908+0.026431i,-0.0067715+0.060649i,0.066197+0.067601i,0.15548+0.011779i,0.16968-0.054295i,0.1051-0.059162i,0.040129-0.026111i,0.012847-0.011015i,0.0031712-0.011809i,-0.0009939-0.0081965i,-4.2394e-05-0.0046706i,0.0012047-0.0028338i,0.0011862+0.00063356i,0.0011965+0.0040186i,0.0025959+0.0054016i,0.0039353+0.0028264i,0.0025862-0.00060127i,-0.00050399-0.00097149i,-0.0021873+0.00083308i,-0.0011581+0.0030934i,0.0011984+0.0042611i,0.0014616+0.0041201i,-0.00049909+0.003207i
0.014236+0.027223i,0.038743+0.024047i,0.058336-0.040077i,0.031445-0.13359i,-0.025301-0.16222i,-0.043534-0.10652i,-0.022619-0.043341i,-0.008675-0.017425i,-0.0083458-0.010573i,-0.0093488-0.0052465i,-0.0094797-0.001515i,-0.0065125-0.00060361i,-0.0019791-0.0004371i,0.0016834+0.00028917i,0.0044177-0.0012995i,0.0051028-0.0045078i,0.0033041-0.0051617i,0.0015574-0.0027068i,0.0017312+0.00044481i,0.0023874+0.0023548i,0.0028769+0.0017042i,0.0033325+0.00026573i,0.0026401+0.00035901i
0.02682-0.0025559i,0.029584-0.03201i,-0.031712-0.067419i,-0.136-0.05709i,-0.18602-0.0038762i,-0.13769+0.022362i,-0.062521+0.010223i,-0.022095+0.0048489i,-0.0066704+0.0094733i,-0.0025717+0.0081473i,-0.0051056+0.0069363i,-0.0062394+0.0070086i,-0.0040277+0.0045754i,-0.0020242-0.00019195i,-0.0019992-0.0044625i,-0.0026538-0.0058972i,-0.0017717-0.0048717i,0.00012169-0.0029798i,0.00078275-0.0010143i,0.00018846+0.000429i,-0.00063034-0.00029793i,-0.0010018-0.0023572i,8.4673e-05-0.0021288i
6.5892e-05-0.033415i,-0.022955-0.04778i,-0.074851-0.0004729i,-0.10016+0.10639i,-0.068884+0.1716i,-0.03042+0.13178i,-0.016516+0.059519i,-0.0051+0.025913i,0.0083332+0.015807i,0.010738+0.0094716i,0.006803+0.007501i,0.0041212+0.0068874i,0.0012347+0.0037927i,-0.0021701-9.2416e-05i,-0.0056152-0.00076098i,-0.0079529+0.0022237i,-0.0055058+0.0047663i,-0.0011869+0.0034565i,9.629e-05+0.00091441i,-0.00097369+0.0005801i,-0.001964+0.0012525i,-0.0015357+0.00086485i,-0.00049561-3.7232e-05i
-0.025186-0.020449i,-0.036899-0.0067191i,-0.0048766+0.050392i,0.080293+0.093402i,0.14144+0.075249i,0.11341+0.036006i,0.051735+0.019009i,0.021169+0.0099638i,0.013247-0.0016032i,0.0098682-0.0055087i,0.0092885-0.0047599i,0.0085583-0.0044127i,0.0049737-0.0036119i,0.00026568-0.0010116i,-0.0024467+0.0045541i,-0.0007539+0.0094467i,0.0023411+0.010138i,0.0024894+0.0061757i,-0.0004685+0.0016348i,-0.0027384-0.0001795i,-0.0014523-0.00015835i,-0.00022814+0.00051284i,-0.00043517+0.00089512i
-0.01741+0.015005i,-0.0052099+0.026649i,0.054433+0.0043012i,0.11153-0.076171i,0.10774-0.14399i,0.067511-0.12039i,0.036182-0.055417i,0.012212-0.023409i,-0.0063585-0.014642i,-0.0079736-0.01023i,-0.0022163-0.011712i,-0.0010721-0.012963i,-0.0012936-0.0097221i,0.0014192-0.0022544i,0.0067008+0.0041186i,0.010897+0.0044532i,0.010278+0.0014729i,0.005637-0.0012968i,0.0020941-0.0023169i,0.0018176-0.0026266i,0.0022201-0.0024534i,0.0019594-0.00066576i,0.0020254+0.00063756i
