0.001298-0.00079607i,0.00039457-0.0016245i,-0.0003421-0.0023434i,-0.00060507-0.0012985i,-0.00070856+0.00055332i,-0.0016352+0.0010566i,-0.0021815+0.0010579i,-0.0006945+0.0015181i,0.0010747+0.0012507i,0.00139-0.00017382i,0.00080211-0.0009866i,-0.00079675-0.00088583i,-0.0011194-0.0012417i,-3.282e-05-0.0010273i,0.0004342-0.00068101i,0.00047877-0.00053555i,0.00039598+4.1342e-05i,-0.00011367-0.00038521i,0.000257-0.0011743i,4.8854e-05-0.00091597i,-0.00045935-0.0005839i,-0.00012376-0.00067991i,-0.00033478-0.00042964i
-0.00032239-0.0028332i,-0.002363-0.0018387i,-0.0039064-0.0023231i,-0.0080911-0.005773i,-0.01101-0.012644i,-0.0098356-0.015048i,-0.0046769-0.010749i,0.0014596-0.0042917i,0.0041329+0.00099206i,0.0039958+0.0026972i,0.0031963+0.0016277i,0.0022742-0.0004518i,0.00045431-0.0022261i,-0.0010774-0.0023944i,-0.0014999-0.0020059i,-0.0013175-0.0017378i,-0.0010526-0.001462i,-0.0010837-3.3364e-05i,-0.0020069+0.00063503i,-0.0037295+0.00063448i,-0.0045212+0.0017475i,-0.0034743+0.0029143i,-0.0020023+0.0027963i
-0.0034502+0.001068i,-0.0032406+0.00044708i,-0.0015968+0.0011106i,0.0044014+0.0048014i,0.0097617+0.0096935i,0.009241+0.012163i,0.0053237+0.011048i,0.0013273+0.0083217i,-0.00012397+0.0060954i,0.0010525+0.0048326i,0.0023637+0.0037774i,0.0019379+0.002099i,0.0015179+0.0004286i,0.0018939+0.00043241i,0.0011742+0.0013791i,8.3474e-05+0.0013244i,-0.00015259+0.00039091i,-0.00048614-0.00070788i,0.00014642-0.0017499i,0.0025762-0.0013874i,0.0048337-0.0015917i,0.0052772-0.0025632i,0.0045392-0.0020972i
-0.00076875-0.00095037i,-0.00068495-0.0014109i,-0.0021146-0.0022404i,-0.0058523-0.005735i,-0.0098181-0.011133i,-0.0086905-0.013416i,-0.0035553-0.010457i,-0.00042423-0.0051238i,-0.0012823-0.00066561i,-0.0023433+0.001977i,-0.00031436+0.0025052i,0.0016087+0.0013273i,0.001537-7.5929e-05i,0.0012266-0.0014326i,0.0010198-0.0021149i,0.00047564-0.0024708i,-0.00047955-0.0020763i,-0.002027-0.00079087i,-0.0040734+0.00063065i,-0.0053364+0.00099262i,-0.0048118+0.0010409i,-0.0041481+0.0017799i,-0.0037581+0.001421i
0.0028201+0.00051667i,0.0041078+0.00096953i,0.0058814+0.0011111i,0.0081345+0.0042114i,0.00838+0.0092036i,0.0050831+0.011596i,0.00056865+0.010161i,-0.0026908+0.0048375i,-0.0037693-0.00063094i,-0.003946-0.0018382i,-0.0033494-0.0014973i,-0.0011117-0.00080841i,-0.00038107+0.00036162i,-0.00047803+7.2631e-05i,0.0011658-0.00025596i,0.0010795+0.00076733i,1.7622e-06+0.0010364i,-0.00055905+0.00025342i,0.0002227-4.0033e-05i,0.0028793+0.0011138i,0.0054489+0.0022034i,0.0049798+0.0020314i,0.0033932+0.0017114i
-0.0011146+0.00021433i,-0.00065273+5.5877e-05i,-0.0010941-0.00048595i,-0.0041339-0.0047617i,-0.0063254-0.011343i,-0.0048063-0.013765i,-0.001284-0.0098965i,0.00085654-0.0063225i,0.00075579-0.0052212i,-0.00094904-0.0040873i,-0.0010065-0.0024613i,0.00018236-0.00092933i,0.00060768-0.00018i,0.00066787-0.00022334i,0.00058408-0.00064106i,0.0010127-0.00089098i,0.0012452-0.0012762i,0.00054737-0.00069782i,-0.0017445+0.00023663i,-0.0036831-0.00024122i,-0.0039036-0.0008223i,-0.0028081-0.0011238i,-0.00070321-0.0015989i
-0.0029241+0.00076008i,-0.0027325+0.0027929i,-0.001087+0.0044616i,0.0038202+0.0072493i,0.0061817+0.011395i,0.0030579+0.012302i,-0.00039935+0.0086377i,-0.0001347+0.0033326i,0.0022254-9.6019e-05i,0.0027919-0.00052472i,0.00097654-0.0002086i,0.00014846+0.00020655i,0.00037082+0.00038282i,0.0001823+0.0011141i,-8.6554e-05+0.0014826i,-0.00047891+0.00086172i,-0.00097521+0.00024192i,-0.00033727-0.001072i,0.00048126-0.0017542i,0.00035013-0.00012097i,-3.7087e-05+0.0020865i,0.00070951+0.0031455i,0.00091955+0.0029532i
-0.00030621-0.00026838i,-0.001939+0.00047108i,-0.0027604-0.0016469i,-0.0039632-0.006339i,-0.0054621-0.011882i,-0.0043265-0.013248i,-0.00069502-0.0088158i,0.0024466-0.0031877i,0.0040225+0.00020403i,0.0045372+0.0011846i,0.0034131+0.00040155i,0.0015321-5.8231e-05i,1.3834e-05-0.00023349i,9.3017e-05-0.0011761i,0.0010281-0.0020105i,0.00118-0.0027908i,0.00062955-0.0028066i,-0.00077395-0.0023374i,-0.0019034-0.0018913i,-0.0022376-0.0016131i,-0.0018727-0.0015529i,-0.00062605-0.0011426i,0.00065331-0.00019205i
0.00037933-0.0022054i,0.00052544-0.0023558i,0.002074-0.0010877i,0.0038493+0.0037269i,0.0045545+0.008601i,0.00089471+0.0091481i,-0.0024609+0.0054047i,-0.0021296+0.0020434i,-0.0012633+0.0026472i,-0.00084926+0.0041373i,-0.00070819+0.0029366i,-0.00088803+0.00093936i,-0.00087614+0.00022277i,-0.00059524+0.00054053i,-0.00033602+0.0017282i,-0.00049909+0.0016761i,-0.00058588+0.00061927i,-0.00033378+0.0005156i,0.00037412+0.00088026i,0.0013705+0.0013225i,0.0012289+0.00119i,-5.9639e-05+0.00041626i,-0.00059038-0.00040523i
-0.00096891-0.0044325i,-0.0024868-0.0058054i,-0.0043161-0.0078141i,-0.0047719-0.0096796i,-0.0044287-0.012099i,-0.0022193-0.011673i,0.0008478-0.0071691i,0.001449-0.0033167i,-0.002116-0.00069952i,-0.0048017+0.0017855i,-0.0031874+0.0028949i,-0.0011783+0.0022795i,-0.0012726+0.0016252i,-0.0012348+0.0005504i,-0.00076455-0.00063957i,0.00042336-0.00087262i,0.0009587-0.00060639i,-0.00076091-0.00070668i,-0.0020995-0.00051377i,-0.0018789-0.00087112i,-0.0014635-0.001044i,-0.0013392+0.00025649i,-0.00087121+0.0012645i
0.0011146-0.0028661i,0.0028665-0.0018195i,0.0040898-0.0015577i,0.0049827-0.00023956i,0.0027359+0.0038273i,-0.0005386+0.0066732i,-0.00073305+0.003914i,-0.00048289-0.0011461i,-0.0021497-0.0035749i,-0.0047171-0.0027932i,-0.0048444-0.0015165i,-0.0031967-0.00088918i,-0.002067-0.00050382i,-0.0020406+0.00045437i,-0.0020293+0.0017623i,-0.00083969+0.0022503i,-0.00016068+0.0020496i,6.643e-05+0.0018309i,0.0011581+0.0016562i,0.0025237+0.0018468i,0.0026967+0.0012505i,0.002774-1.602e-05i,0.0018484-0.00028284i
0.00086145+0.0011332i,-0.00070422+0.0018168i,-0.0026645+0.0019155i,-0.0027037-0.00060952i,-0.00078991-0.0044251i,0.0017406-0.0054366i,0.0039546-0.0036848i,0.0043121-0.0023014i,0.0031855-0.0038869i,-0.00049334-0.0049929i,-0.0025891-0.0038151i,-0.00083062-0.0024229i,0.00017915-0.0017732i,-0.00029179-0.001676i,-0.00038558-0.0017648i,0.00011512-0.0013683i,0.00011424-0.00092939i,-0.00081984-0.0013931i,-0.0006692-0.0025456i,-0.00051438-0.0024716i,-0.0016129-0.0015579i,-0.0019447-0.00077612i,-0.0019773-0.00031248i
-0.0025739+0.001662i,-0.0013787+0.0024161i,0.0014059+0.0031344i,0.0049462+0.0034761i,0.005258+0.0054051i,0.00086744+0.0059749i,-0.0021304+0.0045642i,0.00043807+0.0029768i,0.0037753+0.00044818i,0.0040094-0.0027663i,0.0024958-0.0039152i,0.00052706-0.0030647i,-7.9138e-05-0.0018647i,0.00081153-0.00017732i,0.00013733+0.00034536i,-0.00099881-7.2607e-05i,-0.0012358-0.00034387i,-0.00083386-0.00085084i,0.0001713-0.0001771i,0.00035389+0.0020849i,-0.00011105+0.0030928i,0.0004687+0.0022394i,0.00085668+0.001858i
-0.0044951-0.0010533i,-0.0043303-0.001979i,-0.0049482-0.00163i,-0.0045869-0.0031581i,-0.001684-0.0068126i,0.00087541-0.0070439i,0.0016028-0.0021384i,0.0026654+0.0030798i,0.0041667+0.0037664i,0.0054286+0.0013374i,0.0047734-0.00017229i,0.004094-0.00044548i,0.003751-0.00057235i,0.0025773-0.0009288i,0.0017749-0.0017951i,0.0015398-0.0020238i,0.00087578-0.0018783i,-0.00015848-0.0017955i,-0.0010457-0.0022384i,-0.0015633-0.0019367i,-0.0016014-0.0015706i,-0.0011029-0.0019066i,-0.00034915-0.0010431i
0.004129+0.0023458i,0.0064262+0.0021031i,0.0096151+0.00094498i,0.0082931+0.00011216i,0.0025758+0.0011186i,-0.0028263+0.0020284i,-0.0042421+0.00086442i,-0.0023331+0.00042515i,0.0012284+0.0023996i,0.0031294+0.0032426i,0.0027772+0.0019511i,0.0026714+0.0010237i,0.0027441+0.00091381i,0.0020956+0.00066511i,0.0016731-0.00018458i,0.00066416-0.00092337i,-0.00059785-0.00060442i,-0.0010642+0.000898i,-0.001643+0.0020551i,-0.0021584+0.0022972i,-0.0013708+0.0021763i,-0.00053542+0.0017617i,-0.00020977+0.0019191i
0.00026651+0.001972i,-0.0014121+0.0026401i,-0.0025979+0.0019717i,-0.0014662+0.00021404i,0.00071051-0.0024179i,0.0022669-0.0044066i,0.0010808-0.002634i,-0.0012628+0.0010248i,-0.0021533+0.0034053i,-0.001998+0.0038363i,-0.00081633+0.003318i,0.00067949+0.0027692i,0.001647+0.0013897i,0.00161-0.00011027i,0.0021403-0.0010169i,0.0028039-0.0014366i,0.0019684-0.0019202i,0.00093895-0.0016648i,0.00010554-0.00080108i,0.00029358-0.0011229i,0.00069675-0.0011788i,0.00067336-0.00041551i,0.0006283-0.00021435i
-5.1837e-05-0.0026144i,0.00067681-0.0031042i,0.0014-0.0048005i,0.0020907-0.0035152i,0.0010484-0.00031028i,-0.0013475+0.0014482i,-0.0023207+0.0005298i,-0.0022051-0.0010704i,-0.0032756-0.0012628i,-0.0042197+0.00076341i,-0.0026724+0.0023919i,-0.0013439+0.002354i,-0.00041192+0.001777i,9.0331e-05+0.0015064i,-0.0002297+0.0018017i,-0.00031871+0.0016259i,-7.4362e-05+4.6274e-05i,-0.00078012-0.00024778i,-0.0010357+0.00075809i,-0.00028235+0.0015178i,-3.6612e-05+0.0015177i,-0.00077138+0.0011458i,-0.0012164+0.00066379i
-0.0016963+0.0031843i,-0.0027723+0.0055078i,-0.0021593+0.0058044i,0.000259+0.0023981i,0.0025583-0.001293i,0.0035809-0.0030272i,0.0034391-0.0023564i,0.0020651-0.0023241i,0.00017393-0.0029849i,-0.0009996-0.0019718i,-0.0019143-0.00024785i,-0.0018341+0.00090189i,-0.0007014+0.00048283i,0.00087714-0.0010015i,0.0013491-0.0020141i,0.0011214-0.0023944i,0.00088122-0.0023161i,0.00037394-0.0015751i,0.00017967-0.0015023i,0.00032719-0.0012683i,0.0007172-0.00053508i,0.00072117+0.0006169i,8.1562e-05+0.00097406i
-0.0020157-0.0018101i,-0.0016102-0.0041664i,-0.0015198-0.0051395i,-0.0016678-0.0021384i,-0.0021604+0.0018361i,-0.0029332+0.0027604i,-0.0014464+0.0007304i,0.0011155-0.0013953i,0.0022296-0.0028093i,0.0014555-0.002868i,-0.00037395-0.0022185i,-0.0007208-0.0013076i,-0.0001724-0.00037857i,-0.0001188-0.00064107i,-0.00084813-0.00054304i,-0.0012903-0.00029205i,-0.0010451-0.00045591i,-0.0012836-0.00047217i,-0.0018495-0.00031432i,-0.0023459+0.00026995i,-0.0023828+0.00047686i,-0.0018802+0.00059408i,-0.00069448+0.00054929i
-0.0037888-0.0049321i,-0.0034657-0.0047309i,-0.0036001-0.0034436i,-0.0021562-0.0021587i,-0.00013201-0.0019661i,0.0015474-0.0013918i,0.0016497+1.5245e-05i,0.0012314+0.001525i,0.0016769+0.00081307i,0.0011845+0.00012006i,-0.00036731+0.00072802i,-0.0014801+0.00057293i,-0.0020751+0.00017894i,-0.0012581-0.00033056i,-4.5517e-05-0.0009154i,0.00035988-0.0014881i,0.00017412-0.0019154i,-2.471e-05-0.0018722i,-0.00013918-0.00092725i,3.349e-05-2.9465e-05i,-0.00028178+0.00036918i,-0.0014396+0.00033488i,-0.0012592-5.1575e-05i
-0.0016448-0.0025834i,-0.0022283-0.002117i,-0.0023973-0.0015796i,-0.0018105-0.00091254i,-0.0017908-0.00026203i,-0.0021512-0.00035738i,-0.0013453-0.00042164i,0.0012312+0.00096615i,0.0021726+0.0015724i,0.0013691+0.0013703i,0.00032419+0.00066169i,-0.00024858-0.00020216i,-0.00039002+0.00037498i,-0.00042453+0.0016304i,-0.00073519+0.0020852i,-0.00080464+0.00097902i,3.7402e-05+0.00072992i,7.4873e-05+0.00078168i,-0.0005111+0.00033781i,-0.00069504-0.00019203i,-0.00081936-3.6443e-05i,-0.0012406-9.5855e-05i,-0.00010342-0.00057528i
-0.00031426-0.00035122i,0.00114+0.00097998i,0.00072749+0.0010041i,9.2041e-05-0.00073542i,-0.00087175-0.0015639i,-0.0007616+0.00074323i,-0.00083247+0.0029149i,-0.0014186+0.0031406i,-0.0012445+0.0031519i,-0.0012732+0.0029227i,-0.00060897+0.0027952i,9.4732e-05+0.0019546i,0.00041355+0.00051425i,0.00048999-0.0002862i,0.0008166-0.00020804i,0.0015603-8.3532e-05i,0.0019507-0.000491i,0.0019364-0.00050686i,0.0012717-0.00071202i,0.0010161-0.001307i,0.0016455-0.0010272i,0.0014754-0.00073045i,0.00083718+0.0001285i
-0.003656-0.0030081i,-0.0050273-0.0038875i,-0.0063342-0.0031612i,-0.0037786+0.00049616i,-0.001456+0.0018302i,-0.0016263+1.9529e-05i,-0.0019686-0.0017594i,-0.0020499-0.0015678i,-0.0024661-0.00077996i,-0.0033852-1.524e-05i,-0.0032228+0.00049895i,-0.0017568-0.00027313i,-0.0006858-0.00076357i,-0.0014836+0.00010908i,-0.001533+0.001066i,-0.00065308+0.001891i,-0.0012827+0.0013347i,-0.001256-0.00044623i,-0.00046833-0.00089222i,-0.00035233+0.0001601i,5.8611e-05+0.00087373i,0.00053646+0.0008744i,0.00015732+0.00098179i
0.00029859-0.0022853i,0.00058747-0.0047283i,0.00045891-0.0059578i,0.001053-0.0049425i,0.001273-0.0024342i,0.0010704+0.00034953i,0.0006804+0.00058225i,0.00030088-0.00090647i,-0.00026127-0.0021854i,-0.00085705-0.0027152i,-0.00079959-0.0020056i,-2.1585e-05-0.00074721i,0.00088296-0.00037321i,0.00067656-0.00089208i,-5.6855e-05-0.00092409i,-5.0786e-05-0.00016517i,0.00071137+0.00067802i,0.0020001+0.0010337i,0.0016883+0.00081669i,0.00080819+0.00098389i,0.0011159+0.0011677i,0.0012843+0.0014313i,0.001408+0.0012455i
-0.013489-0.011253i,-0.01524-0.016964i,-0.019705-0.015636i,-0.014022-0.0061477i,-0.0089791+0.00062684i,-0.0035707+0.0034149i,0.0014217+0.001744i,0.0025409+0.00027029i,0.0011442-0.00030858i,-0.00086966-0.00094598i,-0.0015263+0.00059295i,-0.0018599+0.0027909i,-0.0023902+0.0038268i,-0.0023977+0.0034476i,-0.0025007+0.0034013i,-0.0026255+0.0031111i,-0.0020776+0.0019738i,-0.0024529+0.00058295i,-0.0024495-0.00035795i,-0.0023914-0.00043213i,-0.002328+0.00039544i,-0.0018916+0.0018396i,-0.001498+0.002742i
0.0054588+0.0036171i,0.0066669+0.0063009i,0.0074416+0.0059411i,0.005441+0.0017316i,0.0034578-0.0013833i,0.0012705-0.0012619i,0.0012286+0.0011792i,0.0039106+0.0017663i,0.0057092+0.00080762i,0.0052402-0.00078523i,0.0034084-0.0017179i,0.0014639-0.00019959i,0.00129+0.00056152i,0.0017342-0.00056194i,0.0017453-0.0020801i,0.0019513-0.0023652i,0.0012724-0.0020244i,0.0005468-0.0015647i,-0.00010399+5.7941e-07i,-0.00036347+0.0014685i,-0.00097384+0.0020406i,-0.0008602+0.0014966i,-0.00085982+0.0011329i
0.0011378-0.00016095i,0.00053512+0.00015833i,0.0012685-0.00030374i,0.0014226-0.0024873i,0.00082657-0.0037535i,2.3935e-05-0.0033952i,0.0004097-0.00090786i,0.0016775+0.0023015i,0.0025559+0.0031965i,0.00262+0.0018095i,0.0022231-5.3918e-05i,0.0013742-0.00080455i,0.0004668-0.00096768i,0.0009723-0.00078015i,0.0008591-0.00094372i,-0.00057114-0.0012668i,-0.0015401-0.0015587i,-0.001635-0.0016955i,-0.0015352-0.00097637i,-0.0014853-0.0010785i,-0.0010717-0.0016984i,-0.00075941-0.0015166i,-0.00076436-0.00098944i
0.0011356-0.0003487i,0.00067878+0.00051829i,0.0013477+0.0011873i,0.0017963+0.00025116i,0.0018389-0.0011784i,-7.2318e-05-0.0017486i,-0.0028913-0.00048848i,-0.0041+0.0018636i,-0.0033273+0.0031521i,-0.0017285+0.0029442i,-0.00061821+0.0016323i,-0.0001264+0.00080975i,0.00082595+0.00067876i,0.0020183+0.00079321i,0.0025006+0.00092509i,0.0021729+0.00037856i,0.0019114-0.00082976i,0.0013816-0.0007913i,0.00070462+0.0004528i,0.00095969+0.00050126i,0.00083296+0.00022762i,1.9879e-05+0.0010557i,-0.00068133+0.00077405i
0.0021939+0.0028024i,0.0014581+0.0019907i,0.0019299-0.00045574i,0.00032038-0.0031994i,-0.0023246-0.0055954i,-0.0032244-0.0053382i,-0.0032816-0.0029544i,-0.0034035-0.0012865i,-0.0038673-0.00031921i,-0.003529+0.00091745i,-0.0011322+0.00078674i,0.00087855-0.0006159i,0.00015999-0.001341i,-0.00056066-0.00069045i,0.00032671-0.00025267i,0.00048252-0.00070773i,5.7958e-05-0.0010195i,-0.00090306-0.0010202i,-0.00073717-0.0012066i,5.2571e-05-0.0015846i,0.00040279-0.0016889i,0.00071172-0.0012963i,0.0019234-0.00075771i
0.0028289+0.0006955i,0.0015746+0.0011933i,0.002047+0.0013544i,0.0017861+0.0019566i,0.0010979+0.0017655i,0.00068264+0.00066789i,0.00050568-0.0010911i,-8.1609e-05-0.0032081i,-0.0016519-0.0043403i,-0.002794-0.0029824i,-0.0014767-0.0010069i,0.00078085-0.00094149i,0.0015975-0.0011081i,0.0011687-0.00079681i,0.00073519-0.00019197i,0.00067712-0.00011793i,0.00069338-0.00021636i,0.00052698+0.00048372i,0.00033589+0.0010888i,0.00098562+0.0013512i,0.0016372+0.0013541i,0.00097114+0.00091439i,0.00026801+0.00031029i
-0.0026575+0.0018444i,-0.0025013+0.0030904i,-0.00058489+0.0037135i,0.0012552+0.0029742i,0.0012932+0.0010263i,0.0010499-0.0012744i,0.0017728-0.001783i,0.001877-0.0024849i,0.00098977-0.0035565i,-0.00012805-0.0028644i,-0.00032414-0.0010667i,0.00060115+0.00018797i,0.00067544+0.00068287i,-0.00020221+0.00082237i,-0.0009316+0.00090545i,-0.00096592+0.0011844i,-0.00036913+0.0013001i,-1.3631e-05+0.00081598i,-0.00011032-0.00018209i,0.00017381-0.00028435i,0.00088974+0.00020452i,0.001345+0.00071559i,0.00096015+0.0012104i
-0.00053218+0.0014078i,-0.00081803-0.00055978i,-0.00073946-0.0015065i,-0.00011612-0.0027825i,-0.00010191-0.0042659i,-0.0014938-0.0039902i,-0.0010604-0.0025184i,0.0024932-0.0023113i,0.0050452-0.0026324i,0.0034095-0.0023181i,0.00064589-0.0011659i,-3.6178e-05-0.00033644i,0.00011898-0.00015847i,-0.00010985+0.00051243i,0.00049809+0.001458i,0.00063628+0.00092837i,0.00027923-0.00011918i,0.00037974+0.00013709i,0.0003163+0.0011311i,0.00039013+0.0017253i,-0.0006118+0.0013291i,-0.0011114+0.0017034i,-0.0006887+0.0014345i
0.0012746+0.0020001i,0.0031083+0.0039768i,0.0043959+0.0053744i,0.0036304+0.0043562i,0.0019762+0.0021359i,0.0013998+0.00086284i,0.002681+0.001831i,0.0047139+0.0024033i,0.0049107+0.0018596i,0.002489+2.0625e-05i,0.0011139-0.0012627i,0.00048068+0.00015271i,-0.00038543+0.00074974i,-0.00020141-0.0006246i,-0.00069794-0.0020104i,-0.0016906-0.0023346i,-0.0029548-0.0012138i,-0.003003-0.00071303i,-0.0020177-0.0013277i,-0.0015304-0.001207i,-0.00038134-0.00057951i,0.00033116-0.00040548i,-9.9019e-05-0.00035192i
-0.0015104-0.00082311i,-0.0020798-0.00082985i,-0.0022764-0.0028202i,-0.0023182-0.0039588i,-0.0019476-0.0032248i,-0.0013469-0.002237i,-0.0012048-1.6562e-05i,-0.00041661+0.002928i,0.001078+0.0035625i,0.00099041+0.0020002i,-0.00032741+0.00024298i,-0.00086896-0.00032972i,-0.00050106+0.00019129i,0.00017335-0.00069146i,0.00063369-0.0019581i,0.0012165-0.0012267i,0.00058811-0.00091911i,-0.00020576-0.0011928i,-0.00017378-0.0003973i,-0.00044359+0.00086649i,-0.0012104+0.00147i,-0.0010958+0.0011126i,-0.0004097+0.00055672i
-0.0018725+0.00010425i,-0.0027498+0.00068591i,-0.0032374+0.0019858i,-0.0010145+0.0027244i,0.001109+0.0024724i,0.00068291+0.0012039i,-0.00062227+0.0016487i,-0.0020808+0.0032464i,-0.00284+0.003092i,-0.0018566+0.0012547i,-0.00022589-0.00052213i,0.00010362-0.0012802i,-0.00018722-0.0010971i,-2.7046e-05-0.0012924i,-6.2513e-05-0.0014744i,0.00033322-0.00059539i,-0.00010671-0.00043387i,-0.00087618-0.0015193i,-0.00069959-0.0022755i,-0.00056459-0.0020222i,0.00012314-0.0017471i,0.00051136-0.0019593i,0.0011151-0.00094813i
0.00029317-0.0022581i,0.0013975-0.0018633i,0.0025765-0.0018851i,0.002063-0.0026698i,0.00089335-0.0029988i,-0.00065852-0.0022327i,-0.001718-0.0011332i,-0.002588-0.00017085i,-0.0029677+0.00080292i,-0.0017218+0.00099516i,0.00019279+0.00059214i,0.00041666-0.00019425i,-0.00020646-0.001158i,0.00067533-0.0012312i,0.0013344-0.00060899i,0.0010725+0.00084119i,0.0013495+0.0017894i,0.0013141+0.001103i,0.00038308+0.00039889i,4.1799e-05+0.00070137i,-0.00020467+0.0013709i,-0.00078493+0.0011684i,-0.00054841+0.001158i
0.00077794-0.0011201i,0.00029539-0.0003714i,-0.00016842+0.00090881i,-0.00030493+0.0004807i,-4.2496e-06-0.00023924i,0.00044056-0.00050878i,-0.00035393-0.0010077i,-0.0010467-0.0023079i,-0.00099813-0.003099i,-0.00068498-0.0023594i,0.00078251-0.0013443i,0.0022016-0.00084971i,0.0021568-0.0006667i,0.0011922-0.0011107i,-0.00018972-0.001328i,-0.001148-0.0010067i,-0.00097359-0.00075648i,0.00015356-0.00080305i,0.00049042-0.00076897i,0.00097893-0.00059597i,0.0020031-0.00070448i,0.00118-0.00076181i,0.00040671-0.00070629i
-0.0010884-0.0023905i,-0.00030656-0.001994i,-0.00012789-0.0014094i,0.00068858-0.00063946i,0.0015799-0.00078538i,0.0014106-0.0021816i,0.00077399-0.0030683i,0.00057433-0.00373i,1.9832e-05-0.0038638i,0.00037666-0.0016859i,0.0015577+0.00029393i,0.0013747+0.00034096i,0.001345-0.0002207i,0.0010292-0.00019756i,0.00022675-0.0003585i,0.00012934-0.00028003i,0.0006883+0.00053774i,0.00072455+0.0012734i,-0.00037735+0.0011124i,-0.0010436+0.00065406i,-0.00027891+0.00086669i,8.362e-05+0.00063768i,-0.00028346-4.7083e-05i
-0.0017502-0.00079017i,-0.002165-0.00087056i,-0.0017971-0.00047147i,-0.0010101-0.00072547i,-0.0014587-0.00075674i,-0.0012259+4.8779e-05i,-0.00061068-0.00050465i,0.00013278-0.0014553i,0.0013353-0.00028055i,0.00018274+0.0014307i,-0.00027542+0.0015528i,0.00080917+0.0017343i,0.0010132+0.0021726i,0.0010597+0.0018675i,0.0006597+0.00059804i,-2.0624e-05-0.001584i,-0.00023381-0.0026168i,-0.00026585-0.0021592i,-0.00030664-0.0016829i,-5.8866e-05-0.00079451i,4.5832e-05+0.00029767i,-7.0793e-05+0.00082363i,-0.00010134+0.00092114i
-0.0016563+0.0020092i,-0.001193+0.0012016i,-0.00099226+0.0015449i,-0.00076322-2.9216e-05i,-0.00088182-0.0020365i,-0.0012859-0.0028534i,-9.9266e-05-0.0016218i,0.0016835-0.00017168i,0.0020576+0.00052456i,0.00115+0.0011369i,-0.00064214+0.0009419i,-0.0016481+0.00099502i,-8.5823e-06+0.0011283i,0.0014312+0.00088758i,0.00025279+2.0493e-05i,-0.00049858-0.00089798i,0.00042724-0.00049133i,-0.00048137+0.00029102i,-0.0016916-6.8284e-05i,-0.0016006-0.00050988i,-0.0015472+0.00043156i,-0.0013136+0.00067102i,-0.0012869+0.00052452i
-0.0011861-0.0018624i,0.00045095-0.002708i,0.0020919-0.0018273i,0.0021577-0.0011077i,0.0015092-0.00091832i,0.0015825+0.00033859i,0.0017775+0.0014145i,0.0014255+0.0017044i,0.00062147+0.0014687i,-0.0009226+0.00090419i,-0.0022429+0.00063152i,-0.0027191+0.00043358i,-0.0027334+8.4365e-05i,-0.0017848-0.00015227i,-0.0007267-0.00057648i,-0.00018672-0.001038i,0.00014522-0.0011023i,-0.0006436-0.00079824i,-0.0018258-0.00029336i,-0.0014773-0.00022683i,-0.00037071-0.00041675i,-5.977e-05-0.00010646i,-0.00040344-0.00061227i
-0.0010627-0.00047727i,-0.0016658-0.00020834i,-0.0020772-0.00107i,-0.0018381-0.0013678i,-0.0012778-0.0011598i,-0.0014504-0.0012428i,-0.0013222-0.00097993i,-0.0011267-0.00064754i,-0.0011191-0.00081002i,-0.0017609-0.0013163i,-0.002713-0.001692i,-0.0024907-0.0013264i,-0.0017266-0.00040883i,-0.0014041+4.5267e-05i,-0.0013833+0.00047341i,-0.001534+0.00077906i,-0.00069335+0.00012513i,1.3825e-05-0.00062301i,-0.00019108-0.00055598i,-0.0003779-0.00075095i,-0.00029395-0.0012445i,-0.00069971-0.0013171i,-0.00095963-0.00079105i
0.0036292+0.0028556i,0.005413+0.0025856i,0.0068193+0.0025649i,0.0056812+0.0015255i,0.0027611-0.00098511i,0.00045577-0.0022964i,-0.00050516-0.0012193i,-4.3201e-05-0.00033649i,0.0013738-0.00094763i,0.0019101-0.0015253i,0.00078142-0.0018314i,-4.0401e-05-0.0028044i,8.001e-05-0.0032615i,-6.9022e-05-0.0024218i,-1.5016e-06-0.0016611i,0.00094701-0.0015701i,0.0013702-0.0018743i,0.00053624-0.0018386i,0.00052278-0.00062211i,0.0015352+1.3462e-05i,0.0013653-0.00033741i,0.00061173-0.0007288i,0.00060124-0.00075543i
0.001034+0.0030271i,0.00022643+0.003356i,0.00039599+0.0030238i,0.00053927+0.0011997i,0.001312-0.0016393i,0.00098451-0.0020234i,0.0003535-0.0011954i,0.0012851-0.0015583i,0.0019318-0.0017271i,0.0016199-0.0022923i,0.0014253-0.0027129i,0.0018976-0.0021577i,0.0022945-0.0022936i,0.0017122-0.0026019i,0.00025683-0.0013415i,-0.00065648+0.00011554i,-0.0010368+0.00058348i,-0.0012762+0.00016558i,-0.00084529-0.00011976i,-0.00046191+0.00037219i,-0.00074653+0.00038311i,-0.0010868-6.4129e-06i,-0.00092395-0.00010769i
