-0.0043417+0.0014969i,-0.00028973-0.0003704i,-0.00077295-0.0012406i,-0.001425-0.0010467i,0.00037678-0.00076577i,0.0021199-0.0014368i,0.00147-0.00054186i,0.00014518+0.0012657i,0.00043853+0.0014216i,0.0011113+0.00068798i,0.00087752+0.00028891i,0.0014155-0.00031786i,0.0019847-0.00060748i,0.0015009-0.00044389i,0.0012443-0.00062475i,0.00072361-0.00065923i,0.00017204-0.00015897i,-0.00023433+0.00033943i,-9.747e-05+0.00038298i,-0.00024531-8.443e-06i,-0.00072431+0.00040561i,-0.00095751+0.0010068i,-0.00062509+0.00076832i
-0.19327+0.10994i,-0.25942+0.12859i,-0.21317+0.047449i,-0.10164-0.019805i,0.0070826+0.00024899i,0.071585+0.0093728i,0.042165-0.0091903i,-0.0052023-0.0045862i,-0.0070747-0.0077895i,-0.0066696-0.023979i,-0.014131-0.021105i,-0.018485-0.0093683i,-0.02183+0.0019449i,-0.019779+0.010396i,-0.017411+0.014643i,-0.015414+0.021i,-0.0069154+0.020878i,0.0016507+0.0083365i,0.0025606-0.0043008i,-0.00046708-0.0080356i,-0.0015406-0.010899i,-0.0030702-0.017755i,-0.0052071-0.020264i
-0.16375+0.27309i,-0.22737+0.4341i,-0.18495+0.44284i,-0.087765+0.29725i,-0.063182+0.12191i,-0.073567+0.016637i,-0.037354-0.018682i,0.00032959-0.032768i,-0.0080566-0.023242i,-0.021146+0.0052127i,-0.015629+0.012054i,-0.010079+0.00322i,-0.0026119+0.00015682i,0.0051353-0.0028725i,0.0034984-0.00043125i,0.0017535+0.012594i,0.0078996+0.023018i,0.017289+0.02071i,0.018765+0.0075115i,0.0098202-0.0053916i,-3.523e-05-0.013507i,-0.0085724-0.01934i,-0.014114-0.019344i
-0.093071+0.2808i,-0.13845+0.33429i,-0.14277+0.20052i,-0.087523+0.050777i,0.027109+0.022994i,0.13205+0.0045215i,0.11212-0.056871i,0.022829-0.064333i,-0.014136-0.026357i,-0.0024482-0.011664i,0.0012617-0.014035i,-0.0091029-0.013347i,-0.015987-0.01135i,-0.015249-0.0078002i,-0.014545+0.00061613i,-0.012846+0.012296i,-0.00358+0.016723i,0.0033395+0.0078053i,0.00074511-0.0016697i,-0.0021637-0.0059194i,-0.0016721-0.013029i,-0.0044029-0.019508i,-0.0051267-0.012891i
-0.035426+0.3705i,-0.10752+0.50187i,-0.17386+0.42584i,-0.17047+0.25364i,-0.12522+0.12802i,-0.065527+0.060946i,-0.0166+0.039298i,0.00073421+0.037866i,-0.0096276+0.035763i,-0.017123+0.03876i,-0.0023407+0.030682i,0.011603+0.017769i,0.020989+0.01692i,0.027732+0.014118i,0.022034+0.012412i,0.015794+0.018646i,0.015866+0.018666i,0.012388+0.0092427i,0.00073872+5.8847e-05i,-0.0086065-0.0039952i,-0.011517-0.010137i,-0.019946-0.015466i,-0.025357-0.011057i
0.1494+0.38022i,0.27345+0.51165i,0.36781+0.41876i,0.37105+0.22691i,0.28902+0.11886i,0.18737+0.093553i,0.086131+0.061618i,0.0016992+0.031805i,-0.025427+0.017249i,-0.017428+0.002365i,-0.013348-0.0055855i,-0.013307-0.010128i,-0.012895-0.013508i,-0.011713-0.010689i,-0.010173-0.00013856i,-0.00048793+0.012707i,0.014877+0.011726i,0.018203-0.0041623i,0.0069247-0.015561i,-0.0043945-0.016958i,-0.010128-0.018746i,-0.017544-0.019862i,-0.021142-0.011068i
0.11402+0.36992i,0.10373+0.52248i,0.020471+0.45855i,-0.043623+0.27092i,-0.055305+0.1006i,-0.0649-0.0023767i,-0.070336-0.01248i,-0.049459+0.023871i,-0.025511+0.040117i,-0.019227+0.034981i,-0.013218+0.030907i,-0.0042711+0.031022i,-0.0014549+0.031462i,0.00068551+0.028761i,0.0043924+0.02577i,0.012472+0.02752i,0.023692+0.022949i,0.024687+0.0081608i,0.014585-0.0043826i,0.0036392-0.011974i,-0.0079312-0.020071i,-0.020265-0.026079i,-0.020039-0.024518i
0.19512+0.39216i,0.24285+0.63519i,0.22961+0.64871i,0.231+0.46932i,0.25199+0.27667i,0.21928+0.11741i,0.13024+0.0097671i,0.046983-0.022966i,0.014995-0.015743i,0.015482-0.012537i,0.016748-0.018435i,0.013982-0.027324i,0.010142-0.032938i,0.0075588-0.028724i,0.0049123-0.014256i,0.0076203+0.0028147i,0.017751+0.0087409i,0.02215+0.0016321i,0.016146-0.0049601i,0.0074982-0.0076264i,0.00014712-0.014269i,-0.0078541-0.019032i,-0.01039-0.013893i
0.19417+0.22951i,0.19488+0.24884i,0.088862+0.019376i,-0.02274-0.20908i,-0.047636-0.22269i,-0.0052769-0.14672i,0.026957-0.077293i,0.02258-0.015013i,0.0024621+0.031515i,-0.0047934+0.051717i,0.0021018+0.043887i,-0.00047655+0.023313i,-0.0089721+0.014747i,-0.0060999+0.019654i,0.0064761+0.024059i,0.020085+0.021956i,0.024426+0.012611i,0.017091+0.0021959i,0.0075698-0.0016339i,0.0027764-0.0043096i,-0.0019323-0.012673i,-0.0085434-0.01782i,-0.0066005-0.012113i
0.18397+0.32441i,0.21636+0.53499i,0.17671+0.49305i,0.14144+0.30534i,0.14344+0.2165i,0.15238+0.16714i,0.11573+0.088032i,0.049587+0.031598i,0.014084+0.012079i,0.013463+0.0095683i,0.023039+0.0073712i,0.029715-0.0029277i,0.03121-0.0065935i,0.031323+0.0012057i,0.030471+0.009552i,0.030207+0.013809i,0.030367+0.0076334i,0.024469-0.0080212i,0.010186-0.017842i,-0.00040648-0.017149i,-0.0051416-0.017663i,-0.013468-0.018942i,-0.021782-0.014363i
0.28242+0.30106i,0.44642+0.47407i,0.52039+0.34938i,0.43052+0.031739i,0.22457-0.15042i,0.063141-0.14332i,-0.0068185-0.061384i,-0.02676+0.0074384i,-0.036703+0.03792i,-0.040607+0.050854i,-0.026064+0.046785i,-0.016402+0.026322i,-0.017936+0.014713i,-0.012832+0.015357i,-0.00012756+0.019178i,0.017553+0.020196i,0.031941+0.010082i,0.03184-0.0071108i,0.019177-0.017908i,0.0044718-0.019075i,-0.0055922-0.022856i,-0.014377-0.026578i,-0.016292-0.023138i
0.10122+0.38529i,0.0069805+0.67766i,-0.17041+0.73677i,-0.21338+0.56554i,-0.10279+0.36363i,-0.0073754+0.19195i,-0.011897+0.070007i,-0.03232+0.025971i,-0.002376+0.012798i,0.032709-0.0076269i,0.029865-0.01718i,0.010303-0.012368i,2.3459e-05-0.0045691i,0.00099637+0.0043197i,0.0049351+0.010061i,0.010006+0.011492i,0.019001+0.0078358i,0.027545-0.00045825i,0.027127-0.0068276i,0.017624-0.011774i,0.0048809-0.018676i,-0.0078129-0.026581i,-0.012666-0.029887i
0.17934+0.43134i,0.26824+0.70629i,0.23693+0.67285i,0.163+0.38111i,0.12848+0.11083i,0.11212-0.021757i,0.079845-0.031575i,0.042218+0.02105i,0.0096157+0.051452i,-0.014533+0.052671i,-0.01918+0.043385i,-0.015336+0.024876i,-0.010059+0.0091811i,0.00066137+0.00087322i,0.014861+0.00061688i,0.028602+0.0034446i,0.036337+0.00069545i,0.03195-0.0048958i,0.019525-0.0061785i,0.010027-0.008366i,0.003416-0.017175i,-0.0040206-0.021642i,-0.0020118-0.015314i
0.14603+0.33585i,0.19504+0.41468i,0.099233+0.20635i,-0.03437+0.0015725i,-0.050083+0.017299i,0.019775+0.063669i,0.05194+0.029711i,0.035542-0.0023497i,0.028659+0.0092514i,0.047695+0.029768i,0.05987+0.025488i,0.040688+0.0071277i,0.01752+0.0026607i,0.011686+0.0084265i,0.013494+0.012695i,0.019141+0.011094i,0.024068-0.0015568i,0.017538-0.012862i,0.0056549-0.0097596i,-0.00019767-0.0034436i,-0.0037356-0.0035753i,-0.0093493-0.0055026i,-0.010277-0.0053408i
0.23879+0.5734i,0.50139+0.9073i,0.65401+0.86418i,0.57937+0.48178i,0.36675+0.13539i,0.18688+0.022172i,0.10222+0.056808i,0.061934+0.088661i,0.007206+0.067611i,-0.043599+0.047071i,-0.051259+0.043085i,-0.035043+0.032765i,-0.022305+0.025669i,-0.0074723+0.026777i,0.0106+0.028977i,0.027299+0.027545i,0.03935+0.013325i,0.035125-0.006863i,0.01827-0.015081i,0.0057391-0.01319i,-0.00042448-0.012169i,-0.0084086-0.01324i,-0.014079-0.0095784i
0.29441+0.56328i,0.5865+0.79017i,0.6813+0.63433i,0.49923+0.31107i,0.27129+0.15317i,0.17549+0.09209i,0.14773-0.0028309i,0.099654-0.066237i,0.054237-0.04949i,0.039442+0.0073907i,0.042027+0.040391i,0.03254+0.033809i,0.010754+0.022141i,-0.0022002+0.01924i,-0.0029743+0.016184i,0.0050337+0.0099017i,0.017994-0.0015467i,0.023358-0.017343i,0.01666-0.024479i,0.0054566-0.020926i,-0.0055583-0.018268i,-0.01349-0.020016i,-0.013996-0.023747i
0.12961+0.66622i,0.15189+1.007i,0.04125+0.94517i,-0.036837+0.57204i,0.0060976+0.22778i,0.024291+0.041444i,-0.024204+0.014463i,-0.053682+0.051954i,-0.049845+0.057141i,-0.036696+0.030188i,-0.026323+0.0044294i,-0.029149-0.0020966i,-0.031365+0.0062956i,-0.022082+0.012362i,-0.0073456+0.013864i,0.0083394+0.012597i,0.018851+0.0063899i,0.021803+0.00093812i,0.020257+0.0028841i,0.01558+0.0046683i,0.010346-0.0016353i,0.0053037-0.01168i,0.0033985-0.016692i
0.30131+0.5699i,0.4761+0.64175i,0.42573+0.30506i,0.16981-0.014658i,-0.014606+0.02286i,0.038328+0.10907i,0.13488+0.033232i,0.12928-0.038005i,0.084115-0.014962i,0.059273+0.037525i,0.045991+0.055008i,0.024015+0.038357i,0.0059074+0.022854i,0.0076169+0.015717i,0.01761+0.0070586i,0.024575-0.0021494i,0.028685-0.0095639i,0.025784-0.013117i,0.015883-0.0085395i,0.0079187-0.004475i,0.0034638-0.0098547i,9.3929e-05-0.015129i,0.0027273-0.012589i
0.29135+0.49352i,0.40873+0.46216i,0.29695+0.10328i,0.09815-0.15726i,0.034281-0.15944i,0.048159-0.14491i,-0.021716-0.13827i,-0.11107-0.060566i,-0.12466+0.014273i,-0.080323+0.037937i,-0.029584+0.025489i,-0.013573+0.0084927i,-0.014457+0.012378i,-0.0059982+0.021704i,0.007571+0.025471i,0.019553+0.024392i,0.023908+0.014052i,0.015682-0.00091711i,-0.00013718-0.0044996i,-0.010301+0.0053866i,-0.011742+0.011534i,-0.011184+0.0080424i,-0.010529+0.0047936i
0.43529+0.67209i,0.75242+0.90551i,0.86296+0.74277i,0.64205+0.39858i,0.31802+0.21245i,0.16696+0.17527i,0.17212+0.1282i,0.17256+0.061442i,0.11729+0.032816i,0.052922+0.044618i,0.019831+0.055275i,0.0059204+0.045317i,-0.0049123+0.038598i,-0.0051306+0.039338i,0.0023711+0.032359i,0.01238+0.018983i,0.026922+0.0035684i,0.035265-0.011734i,0.02696-0.016172i,0.013024-0.012143i,0.0012884-0.012392i,-0.0087216-0.016146i,-0.011734-0.016986i
0.33878+0.60671i,0.39775+0.81323i,0.26566+0.7084i,0.13035+0.45897i,0.14615+0.25549i,0.19606+0.067148i,0.12645-0.068441i,0.0025943-0.093811i,-0.058968-0.062007i,-0.050791-0.029355i,-0.026188-0.015632i,-0.026446-0.0077241i,-0.03632+0.0081549i,-0.034119+0.016298i,-0.02644+0.01709i,-0.011005+0.018161i,0.0081606+0.011157i,0.016146-0.0040187i,0.010577-0.013402i,0.00054497-0.010769i,-0.0082008-0.0067306i,-0.013037-0.010458i,-0.0098271-0.018109i
0.18644+0.58048i,0.05389+0.82993i,-0.18219+0.7973i,-0.25289+0.5907i,-0.15967+0.40412i,-0.078247+0.29163i,-0.014788+0.2293i,0.044127+0.16924i,0.064079+0.12017i,0.054256+0.089312i,0.03348+0.058646i,0.013765+0.036424i,0.0051396+0.026419i,0.0048145+0.017964i,0.009779+0.0059473i,0.017398-0.0078224i,0.024667-0.016714i,0.024145-0.017027i,0.01518-0.008099i,0.009369-0.00036946i,0.007484-0.0053644i,0.005426-0.015109i,0.0077314-0.018331i
0.28519+0.39243i,0.27716+0.33959i,0.12529-0.028821i,-0.025054-0.2724i,-0.033007-0.19572i,0.040857-0.12791i,0.037116-0.16356i,-0.034598-0.15721i,-0.073097-0.088062i,-0.046026-0.02742i,-0.0077591-0.013801i,-0.012432-0.014926i,-0.028896+0.0042548i,-0.019609+0.015187i,-0.0036694+0.0097776i,0.010123+0.0064868i,0.020699+0.00070106i,0.013524-0.0097835i,-0.003394-0.010787i,-0.0099829-0.0046987i,-0.00671-0.0028738i,-0.002549-0.0036779i,0.0011776-0.003216i
0.29686+0.32053i,0.36884+0.34829i,0.3712+0.1339i,0.25982-0.055148i,0.082805-0.046021i,0.00089863-0.017725i,-0.033035-0.035595i,-0.071951-0.0060451i,-0.061158+0.050338i,-0.022682+0.05868i,-0.010242+0.038619i,-0.01115+0.034709i,-0.0050538+0.043031i,0.0048372+0.044408i,0.011717+0.033514i,0.014893+0.017506i,0.018733+0.0028665i,0.016533-0.010641i,0.0013871-0.012151i,-0.0076355-0.00010502i,-0.0061185+0.004224i,-0.0072176+0.0003654i,-0.0086978+0.00017413i
0.26803+0.4046i,0.39805+0.62139i,0.52915+0.56662i,0.51572+0.31813i,0.36728+0.13549i,0.29826+0.061671i,0.25716-0.020456i,0.13579-0.082166i,0.027018-0.079154i,-0.010947-0.054296i,-0.011764-0.034005i,-0.016087-0.023933i,-0.033555-0.0031035i,-0.035203+0.023819i,-0.021664+0.030609i,-0.0068821+0.024723i,0.0092529+0.016473i,0.018129+0.0030723i,0.014155-0.011157i,0.0026639-0.017758i,-0.0072786-0.017939i,-0.013029-0.017839i,-0.016439-0.018666i
0.025719+0.35125i,-0.12323+0.64669i,-0.24221+0.77592i,-0.20816+0.66927i,-0.10125+0.46603i,-0.034584+0.29984i,-0.024149+0.17749i,-0.030057+0.10018i,-0.011451+0.073141i,0.015892+0.044658i,0.0099348+0.0098974i,-0.0022722+0.0088853i,0.0010216+0.024768i,-0.0013681+0.027317i,-0.0092338+0.015396i,-0.013668+0.003528i,-0.01119+0.0022757i,0.0018114+0.0019298i,0.011275-0.0014729i,0.0085057-0.0021511i,0.0028903-0.0041268i,0.0007378-0.011089i,0.0053225-0.017155i
-0.1659+0.1082i,-0.47137+0.2142i,-0.651+0.20763i,-0.51625+0.16117i,-0.2644+0.14601i,-0.11593+0.1479i,-0.070505+0.15329i,-0.04659+0.12949i,-0.028756+0.067168i,-0.025078+0.018513i,-0.0112+0.0016843i,-0.0029018-0.0052721i,-0.012687-0.0023348i,-0.015376+0.0051229i,-0.0088431+0.0072131i,0.0023745+0.0087965i,0.014808+0.0044785i,0.019338+0.00022621i,0.018889+0.0014772i,0.016955-0.0053431i,0.01516-0.017816i,0.01619-0.025207i,0.017056-0.025958i
-0.15367+0.0067038i,-0.33879-0.0094997i,-0.43482-0.14281i,-0.37572-0.16729i,-0.2413-0.052514i,-0.15159-0.014367i,-0.13208-0.048048i,-0.11213-0.037879i,-0.070347+0.0095779i,-0.034628+0.032468i,-0.019281+0.024004i,-0.015529+0.023946i,-0.0013242+0.044402i,0.020493+0.051915i,0.027959+0.035221i,0.020221+0.014617i,0.013528-0.0001624i,0.0095971-0.0090521i,0.0031286-0.010657i,-0.0007665-0.0078991i,0.0023594-0.0042753i,0.0086241-0.0005365i,0.012271+0.0067761i
-0.096081+0.008903i,0.0089885+0.062318i,0.27363-0.045325i,0.39471-0.1787i,0.30388-0.16728i,0.21309-0.1122i,0.11175-0.098263i,-0.008624-0.060477i,-0.05773-0.032985i,-0.050769-0.030861i,-0.025791-0.019029i,-0.013652-0.018721i,-0.033806-0.015085i,-0.042453+0.0072596i,-0.028759+0.022512i,-0.0091296+0.030166i,0.015981+0.02798i,0.024466+0.014667i,0.012509+0.0062459i,0.0054555+0.0028911i,0.0088601-0.0038879i,0.010923-0.01319i,0.0012719-0.017385i
-0.38128+0.078837i,-0.42308+0.39581i,-0.1982+0.57328i,0.013988+0.4808i,0.046348+0.33737i,0.084724+0.27897i,0.1639+0.17944i,0.14268+0.064443i,0.078398+0.038748i,0.053187+0.031359i,0.032196-0.0019879i,0.0063235-0.01257i,-0.0059151+0.0094945i,-0.007809+0.036684i,-0.0017986+0.041247i,0.0022038+0.030557i,0.0035513+0.029735i,0.012443+0.025715i,0.018568+0.0055538i,0.015347-0.0096503i,0.012531-0.011641i,0.010889-0.016025i,0.0028325-0.02235i
-0.52501-0.047231i,-0.68221+0.33439i,-0.49511+0.63828i,-0.1692+0.57835i,0.0046927+0.37189i,0.006791+0.26838i,-0.033171+0.22982i,-0.052536+0.1722i,-0.046469+0.093657i,-0.023228+0.035852i,0.0078743+0.017644i,0.027725+0.00148i,0.010362-0.022431i,-0.021197-0.031057i,-0.034467-0.019103i,-0.03207+0.0032299i,-0.0232+0.021552i,-0.0094288+0.028656i,0.0073035+0.026698i,0.017331+0.017513i,0.017698+0.0055614i,0.017024-0.0077826i,0.01697-0.02063i
-0.56633-0.38581i,-0.93283-0.38171i,-1.0335-0.29029i,-0.81933-0.13938i,-0.53897+0.024396i,-0.32812+0.11403i,-0.18209+0.13268i,-0.084881+0.12923i,-0.018004+0.11564i,0.025216+0.085991i,0.03848+0.044754i,0.022557+0.030238i,0.012067+0.051102i,0.017864+0.062686i,0.02088+0.043783i,0.012149+0.016566i,-0.00068714+0.0032804i,0.00045871+0.0085605i,0.014478+0.015656i,0.025564+0.013418i,0.030605+0.0060562i,0.035243-0.0025829i,0.037731-0.0087222i
-0.46235-0.25546i,-0.56707-0.23841i,-0.44363-0.21663i,-0.21883-0.15411i,-0.045922-0.082452i,0.00024971-0.075695i,-0.073842-0.088374i,-0.12633-0.063786i,-0.10056-0.056737i,-0.073052-0.067898i,-0.056519-0.043932i,-0.038517-0.016698i,-0.03502-0.0084108i,-0.028438-0.0039118i,-0.012563-0.0027539i,-0.00072745+0.0024129i,0.013344+0.0098426i,0.022415+0.011817i,0.020504+0.01133i,0.018621+0.009498i,0.016212+0.0033816i,0.0055916-0.0026359i,-0.0075397+0.0016281i
-0.52957-0.18432i,-0.4106-0.14624i,-0.031895-0.21064i,0.12362-0.24284i,0.044618-0.070125i,0.078532+0.095923i,0.15985+0.075763i,0.13194+0.032086i,0.081964+0.036632i,0.055843+0.033203i,0.037144+0.016556i,0.011797-0.0056081i,-0.02871-0.0044628i,-0.042019+0.022847i,-0.017065+0.029721i,0.0053925+0.015667i,0.016778+0.015056i,0.02397+0.020039i,0.021028+0.013396i,0.018044+0.0085236i,0.024455+0.0062882i,0.027096-0.0043795i,0.011721-0.01547i
-0.84326-0.30824i,-0.91329-0.0027642i,-0.49106+0.37563i,-0.026693+0.43522i,0.12682+0.27044i,0.12918+0.19203i,0.14578+0.14399i,0.11495+0.046189i,0.052024-0.020922i,0.02945-0.045665i,0.035654-0.064747i,0.029988-0.081192i,0.0055971-0.083332i,-0.016184-0.064808i,-0.019987-0.033742i,-0.016842+0.0026239i,-0.01469+0.043045i,0.00033687+0.063725i,0.02312+0.045977i,0.030994+0.017821i,0.029121+0.0037213i,0.022803-0.0087749i,0.0028782-0.021514i
-0.64733-0.62777i,-0.77501-0.483i,-0.56348-0.10285i,-0.2815+0.10616i,-0.18756+0.14895i,-0.16602+0.24161i,-0.057495+0.31588i,0.030629+0.27836i,0.036301+0.19933i,0.040574+0.13329i,0.061437+0.078506i,0.071902+0.032487i,0.055275+0.0018197i,0.021084-0.007248i,-0.0027231-0.0065319i,-0.023792-0.012016i,-0.04982-0.0076602i,-0.051473+0.012994i,-0.022941+0.026934i,0.0035968+0.028757i,0.018867+0.028582i,0.033095+0.025542i,0.038323+0.015713i
-0.32582-0.64225i,-0.4725-0.7166i,-0.57463-0.48699i,-0.48709-0.15733i,-0.26101-0.0028247i,-0.13632+0.0079772i,-0.13212+0.041419i,-0.11301+0.063109i,-0.065248+0.024122i,-0.021409-0.0034765i,0.026901-0.011825i,0.040407-0.021588i,0.012858-0.010362i,-0.0078783-0.0019425i,-0.017089-0.015366i,-0.024867-0.027638i,-0.024547-0.027465i,-0.013624-0.012779i,0.001617+0.0067819i,0.010797+0.015717i,0.0097998+0.017892i,0.004507+0.023445i,0.0028866+0.031172i
-0.30912-0.24397i,-0.23978-0.29028i,-0.12245-0.36033i,-0.10973-0.3098i,-0.097228-0.1118i,-0.025991-0.0069734i,0.0025628-0.039081i,-0.0086677-0.048353i,-0.00023268-0.017455i,0.012491-0.0081924i,0.0045491-0.0064297i,-0.011335+0.0037401i,-0.02708+0.0035641i,-0.036109-0.0050117i,-0.029012-0.015132i,-0.017264-0.029842i,-0.0081585-0.033245i,-0.0017755-0.021187i,-0.0038573-0.0081196i,-0.0057103-0.00022078i,-0.0017124+0.0020424i,-0.0012682+0.0076293i,-0.0037699+0.023038i
-0.69966-0.2447i,-0.66829-0.16547i,-0.31331-0.12297i,-0.071247-0.12541i,-0.035521-0.034333i,0.020809+0.041223i,0.038625-0.026342i,-0.039855-0.082904i,-0.064639-0.067907i,-0.03384-0.06335i,-0.015174-0.062232i,-0.011005-0.057522i,-0.033453-0.058465i,-0.053529-0.050104i,-0.045338-0.041075i,-0.031014-0.024323i,-0.0088147+0.014478i,0.02644+0.036899i,0.043953+0.018077i,0.037196-0.0082794i,0.02526-0.021652i,0.0098638-0.02859i,-0.012274-0.028781i
-0.74303-0.81729i,-0.79542-0.76557i,-0.40862-0.34381i,-0.046528-0.034578i,-0.041247+0.046614i,-0.11686+0.12135i,-0.035109+0.13114i,0.03052+0.040011i,-0.0086867-0.00011993i,-0.026527+0.01863i,-0.0077999+0.0098708i,-0.0069049-0.02122i,-0.011869-0.040139i,-0.0072202-0.038412i,-0.0079264-0.024417i,-0.025623-0.0062078i,-0.051074+0.017361i,-0.060299+0.040055i,-0.042879+0.046464i,-0.013195+0.039627i,0.013684+0.029008i,0.029398+0.01491i,0.023677-0.0030021i
-0.10322-1.0624i,-0.13466-1.173i,-0.11997-0.71175i,-0.011592-0.24389i,0.093887-0.15591i,0.11944-0.20172i,0.12675-0.21345i,0.072203-0.21877i,-0.010821-0.17488i,-0.0123-0.10714i,0.030696-0.081117i,0.052696-0.082623i,0.04171-0.080105i,0.011226-0.054202i,-0.010795-0.018841i,-0.030715+0.00037522i,-0.052253+0.010008i,-0.048929+0.017335i,-0.020115+0.019857i,0.0062186+0.02283i,0.018565+0.029925i,0.027895+0.03676i,0.039909+0.034074i
0.47593-0.5034i,0.62972-0.59693i,0.38778-0.41674i,0.040596-0.12055i,-0.066761+0.090399i,-0.029018+0.20556i,0.04401+0.29589i,0.12065+0.3011i,0.13521+0.21031i,0.10413+0.12345i,0.091082+0.077179i,0.099798+0.047642i,0.079873+0.020071i,0.020673+8.8354e-05i,-0.036931-0.0077407i,-0.063894-0.018776i,-0.063625-0.033493i,-0.057423-0.028056i,-0.052977+0.0010027i,-0.043167+0.02849i,-0.027042+0.044081i,-0.0098053+0.055068i,0.0019718+0.05213i
0.052908+0.099858i,0.12626+0.12565i,0.034949+0.013835i,-0.14682-0.049621i,-0.2432+0.044541i,-0.27101+0.14589i,-0.27666+0.2077i,-0.189+0.20654i,-0.070121+0.10801i,-0.019276+0.026542i,0.022622+0.026009i,0.065288+0.017362i,0.04437-0.027303i,-0.0092338-0.039121i,-0.022183+0.001559i,0.007995+0.030877i,0.033514+0.016471i,0.035391-0.0081812i,0.023967-0.01624i,0.020611-0.0076549i,0.025155+0.00030885i,0.015488+0.0038824i,-0.00018891+0.013559i
-0.55396-0.18225i,-0.66026-0.091378i,-0.45238-0.04292i,-0.21656-0.16805i,-0.21563-0.34094i,-0.31851-0.44817i,-0.3934-0.41517i,-0.36328-0.17785i,-0.19719+0.024375i,-0.090623+0.045078i,-0.093693+0.067975i,-0.052418+0.1063i,0.0066824+0.053628i,0.0029412-0.022214i,-0.028158-0.052803i,-0.039715-0.040242i,-0.01942-0.0024495i,0.017387+0.019143i,0.037563+0.011279i,0.033947-0.0068753i,0.01881-0.020294i,-0.0024527-0.022481i,-0.022827-0.011003i
-0.1555-0.94783i,-0.2381-1.1923i,-0.16941-0.9495i,0.020322-0.54745i,0.21573-0.29764i,0.36097-0.18801i,0.32047-0.1744i,0.099828-0.15275i,0.0039936-0.085059i,0.066549-0.090863i,0.084894-0.11851i,0.071525-0.097374i,0.063393-0.081576i,0.029911-0.057793i,-0.012477-0.023952i,-0.046414-0.0050036i,-0.060384+0.013451i,-0.05458+0.039366i,-0.029806+0.062751i,0.0098646+0.060095i,0.034452+0.034047i,0.031833+0.014403i,0.0074561+0.0078899i
0.65882-0.72579i,0.74712-0.86087i,0.51633-0.55416i,0.22083-0.16102i,-0.013698+0.045901i,-0.1688+0.19842i,-0.15778+0.26565i,-0.099474+0.17192i,-0.071658+0.11297i,0.0030612+0.095147i,0.04103+0.029755i,0.03009+0.00010113i,0.045708+0.011629i,0.075444+0.028662i,0.12662+0.032671i,0.15595-0.0090124i,0.10862-0.048793i,0.03511-0.05094i,-0.0075182-0.034729i,-0.017263-0.011457i,-0.02347+0.015489i,-0.035799+0.051186i,-0.039301+0.074636i
-0.43958+6.6224i,2.1211+6.315i,4.7189+5.1247i,4.9755+1.7248i,3.5042-1.5751i,1.1142-3.2382i,-0.82136-2.5763i,-1.3003-0.98461i,-0.43372+0.024962i,0.62628-0.2184i,0.66598-0.94163i,0.078294-1.2959i,-0.58587-1.7347i,-1.3989-2.3752i,-1.7301-2.3489i,-1.1286-1.3327i,-0.35268-0.33943i,-0.25335+0.063402i,-0.62707+0.32372i,-0.61278+0.65315i,-0.063168+0.76292i,0.44936+0.4564i,0.47732-0.029096i
0.29051+0.21906i,0.18433+0.40637i,-0.10563+0.55536i,-0.25517+0.54887i,-0.22657+0.41387i,-0.21562+0.26553i,-0.23907+0.19175i,-0.17519+0.18225i,-0.056559+0.15809i,0.0014936+0.1005i,-0.0016384+0.08492i,0.0099075+0.089542i,0.0038035+0.053013i,-0.043232+0.041303i,-0.052371+0.069883i,-0.019496+0.066065i,-0.0044772+0.026356i,-0.0043941-0.0035872i,0.0089335-0.014387i,0.028793-0.018572i,0.035777-0.012062i,0.02527-0.0019585i,0.011739+0.0049873i
0.17499-0.12405i,0.11124-0.26826i,-0.013659-0.399i,-0.057844-0.43904i,-0.082965-0.41823i,-0.1583-0.38405i,-0.21127-0.33288i,-0.18587-0.288i,-0.15086-0.25156i,-0.14535-0.14286i,-0.099933+0.0055935i,-0.019666+0.079247i,0.039962+0.073055i,0.062195+0.051466i,0.051257+0.04549i,0.036542+0.033038i,0.019681-0.0011127i,-0.0062207-0.0098866i,-0.0062979+0.018277i,0.012103+0.027461i,0.012874+0.0049639i,-0.0045492-0.0099678i,-0.02103+0.0043753i
0.48438-0.014259i,0.55998-0.11703i,0.40096-0.21859i,0.1869-0.23288i,0.090827-0.11471i,0.18228+0.096461i,0.38009+0.20531i,0.4432+0.10402i,0.32348-0.017732i,0.17786-0.074482i,0.044831-0.11481i,-0.067093-0.095655i,-0.088925-0.020448i,-0.025634+0.027289i,0.049077+0.016041i,0.07531-0.011594i,0.058147-0.013146i,0.025821-0.0062964i,-0.013033-0.0098877i,-0.032271-0.0087094i,-0.020608-0.0043428i,-0.010333-0.0054938i,-0.01852-0.0077845i
0.42242+0.2387i,0.57512+0.21624i,0.614+0.047709i,0.50597-0.16416i,0.2637-0.31429i,0.035252-0.3503i,-0.032344-0.28011i,0.033091-0.21002i,0.047219-0.18026i,-0.014872-0.11833i,-0.032595-0.038974i,0.0059134-0.012129i,0.042358-0.04327i,0.037195-0.078379i,0.014631-0.062081i,0.025112-0.020223i,0.040931-0.0063319i,0.031272-0.015091i,0.013542-0.017695i,0.0014735-0.0033524i,0.0039419+0.0097364i,0.015981+0.0042753i,0.025704-0.0116i
