0.0025214+0.00067843i,0.0019046-0.00034213i,0.0010941-0.0024618i,-0.00066682-0.0029928i,-0.0027951-0.0010464i,-0.0041688+0.0016174i,-0.0031142+0.002535i,-0.0011231+0.0021508i,0.00047638+0.0012246i,0.00095436-0.00029948i,0.00023512-0.0015617i,-0.00037238-0.0014124i,-0.0010375+0.00016281i,-0.0009169+0.00055764i,-0.0010188-4.6475e-05i,-0.00078556-0.00020264i,-0.00036343-0.00030467i,-0.0005063-0.00021269i,-0.00074016+0.00049259i,-0.00089754+0.0012851i,-0.00043423+0.00089722i,-0.00023942-0.00018993i,-0.00073303-5.283e-05i
-0.0011137-0.00050342i,-0.00026529-0.00088207i,-0.00044449-0.0012955i,-0.0011195-0.00057957i,-0.0018954+0.00042092i,-0.0020609+0.0014448i,-0.0016736+0.0011094i,-0.00078776+0.00024357i,-0.00015105-0.00033464i,0.00020857-0.00052739i,0.00050697-0.00040653i,0.0005195-0.00020763i,0.00055631-0.00065881i,0.00040566-0.0004337i,0.00016665+0.00035297i,0.0004414+0.00045956i,0.00097416-0.00019097i,0.00065524-0.00023387i,0.00013327+0.00038984i,0.00024111+0.00075715i,-8.6357e-05+0.0010659i,-9.3977e-05+0.00057522i,0.00043337-4.9678e-05i
-0.002143-0.0024721i,-0.0037966-0.0010165i,-0.0033326+0.0013248i,-0.0028336+0.0031216i,-0.0025447+0.0031325i,-0.0021865+0.0013899i,-0.0017512+5.5206e-06i,-0.00098358-0.00089782i,-0.00077573-0.0011654i,-0.0012436-0.00068507i,-0.0014583+0.00016298i,-0.00049731+0.00056356i,0.00063641+0.00034566i,0.00079439+0.00053367i,0.00040583+0.0008978i,-0.00035843+0.00081289i,-0.00049502+0.00012498i,-1.3068e-05+0.00023813i,0.00011176+0.00051701i,0.0006535-0.00033461i,0.00093934-0.00033784i,0.00080866-8.8438e-06i,0.00033796+7.7489e-05i
0.00090878-2.9181e-05i,0.0011223-0.00088769i,0.00092447-0.0015056i,-0.00049524-0.0010078i,-0.0023816-0.00052307i,-0.0028457-0.00048647i,-0.002308-0.00025375i,-0.0015136+0.00022479i,-0.0012386+6.6207e-06i,-0.0015375-0.00042481i,-0.0005073+0.00034603i,0.00010962+0.0010538i,-0.00014283+0.00081585i,-0.00043928+0.00018934i,-0.00071096-0.00015082i,-0.00023723+0.00012717i,-0.00031271+0.000205i,-0.00024498+0.00025052i,6.6345e-05+0.00032309i,2.6078e-05-0.00012203i,0.00013235-0.00011388i,0.00054796+0.00035604i,0.00044624+0.00015812i
-0.0035083+0.0048988i,-0.002958+0.0062019i,-0.0010861+0.0074091i,0.00158+0.0054351i,0.0023644+0.0023019i,0.00075917+0.00016381i,-0.0013713-0.00051455i,-0.0013761-0.00014981i,7.7066e-05+0.0010848i,0.0013432+0.0015808i,0.0018699+0.00050703i,0.0014946-2.4105e-06i,0.00064844+0.00041637i,0.00059449+0.00069519i,0.0011537+0.00044802i,0.00082182+0.00017565i,0.0005392-0.00026812i,3.527e-05-0.00064537i,-0.00049132-0.00070205i,0.00025255-0.00018901i,0.00061472+0.00078998i,-0.0003249+0.00080873i,-0.00057129+0.00057602i
0.0013661-0.0021657i,0.00073109-0.0030606i,-0.00012273-0.0029746i,-0.001799-0.0013701i,-0.0034323-8.2284e-05i,-0.0032727+0.0014398i,-0.0020846+0.0018927i,-0.00058448+0.00064061i,0.00057687+1.639e-05i,0.00093758+0.00064082i,0.0010013+0.00034901i,0.000594-0.0004194i,4.245e-05-0.00035097i,0.00047006+0.00034462i,0.00095894+0.00067303i,0.0010068+0.00027994i,0.0018871+0.00015542i,0.001244-0.00025045i,-0.00019835-0.00038984i,-0.00086521-0.00030941i,-0.00025332+0.00015437i,0.00028655+8.8781e-05i,0.00035728+0.00027483i
-0.0032377+0.002041i,-0.0021316+0.0023906i,-0.0016379+0.0027595i,-0.0013341+0.0025477i,-0.00034374+0.0021234i,0.00013065+0.001701i,-0.00057318+0.0013768i,-0.00067626+0.0011532i,-0.00013819+0.00019302i,9.988e-06-0.00058646i,0.00053667-0.001054i,0.0011954-0.0010034i,0.00066406+0.00031775i,5.0041e-05+0.001081i,0.00056646+0.00072927i,0.00071444+0.0010584i,0.00039989+0.00073961i,0.00041321+2.7726e-05i,-2.9724e-05+5.272e-05i,-4.2813e-05+0.00022176i,6.2109e-05+0.00019522i,0.00016153-0.00051975i,-0.00030986-0.00030297i
-0.0026619-0.0014535i,-0.0026012-0.00038142i,-0.0016311+0.00056302i,-0.00079513+0.00065482i,-0.00090346+0.0011453i,-0.0011598+0.0020032i,-0.0014045+0.001978i,-0.00084779+0.0015116i,-0.00051055+0.00052363i,1.8854e-05-1.1841e-05i,0.00048535+0.00038278i,0.00044537+0.00044581i,0.00035962+0.00035338i,0.00029684+0.00051477i,2.0262e-05+0.00042045i,0.0001411-0.0002934i,-0.0001368-0.00061786i,-0.00050896+0.00017253i,0.00046009+0.0010408i,0.00068056+0.00043909i,0.00075478-0.00069586i,0.0011833-0.0011082i,0.00092953-0.00063458i
0.00050507-0.0015902i,-0.00015206-7.7203e-05i,-0.00068262+0.00025907i,-0.0016072+0.00056054i,-0.0024031+0.00104i,-0.0020232+0.0016145i,-0.0009356+0.0013769i,-0.00019947+3.9561e-05i,-0.00028572-0.0010425i,-0.00098473-0.00072976i,-0.0011256+0.00024661i,-0.00083568+0.00062224i,-0.00033234-3.3894e-05i,-0.0001849-6.9706e-05i,-0.00024009+0.00076356i,0.00033568+0.00092482i,0.00043017+0.00041008i,-0.00025756+0.00028439i,-0.00038031+0.00044427i,0.00020701-9.11e-05i,0.00093921-0.00055723i,0.00060802-0.00058656i,-0.00020868-0.00091396i
-0.0036158-0.0018538i,-0.0043781-0.00056402i,-0.003216+0.00022561i,-0.0014643+0.00067498i,-0.001526+0.0011389i,-0.0023996+0.00073378i,-0.0020671+0.00054943i,-0.0011903-0.00011232i,-0.00079497-0.00051203i,-0.0014988-1.9378e-05i,-0.0015269+0.00041559i,-0.00059537+0.00065601i,-0.00095842+0.00023472i,-0.0016409+2.9011e-05i,-0.00055683-1.1374e-05i,0.0010006+8.1104e-05i,0.00079709+1.6846e-05i,-0.00035508-0.00061384i,-0.00057579-0.00067187i,-0.00027676-0.00018744i,-0.00080019+0.00028649i,-0.0011278+0.00082052i,-0.00064612+0.0011064i
0.0011244-0.002374i,0.00071138-0.0016475i,-0.0015974-0.00077707i,-0.0033211+0.0002681i,-0.0038797+0.0012545i,-0.0031978+0.00094213i,-0.0017224+1.1188e-05i,-0.001435+0.00035797i,-0.0017392+0.0013977i,-0.0010309+0.0020676i,1.6299e-05+0.0020102i,0.00018258+0.0011132i,-0.00084351+0.00044059i,-0.0011862+0.00015378i,-0.0010438+0.00015669i,-0.0004322-0.00022031i,-5.4982e-05-0.00040811i,-9.6343e-05-0.00055666i,0.0002897-0.0002719i,0.00034274-0.00022031i,-0.00012282-0.00056273i,-0.00046318-0.00049721i,7.9072e-05+0.000189i
-0.0015102-1.1166e-05i,-0.0021205+0.0009605i,-0.0023352+0.0014466i,-0.0019768+0.0012581i,-0.0015897+0.0013473i,-0.001926+0.0017043i,-0.0021565+0.0012851i,-0.0012187+0.00048876i,-0.0004864+0.00067999i,4.3581e-05+0.001051i,0.00056468+0.00071125i,0.0008635+0.00057985i,0.00067782+0.00076185i,0.00031092+0.00061601i,0.0001681+0.00026156i,-0.00030601+5.021e-05i,-0.00058156-3.5299e-05i,-0.0003926+4.771e-05i,-3.3239e-05+0.0005863i,2.1413e-05+0.00054011i,0.00012956-0.00031901i,0.00037581+2.074e-05i,-0.0002335+9.8408e-05i
0.00023952-0.0032511i,-0.0011281-0.0031091i,-0.0014021-0.0012115i,-0.0013341+0.0010598i,-0.0016236+0.0015358i,-0.0014685+0.0019456i,-0.00084388+0.0017407i,-0.0005378+0.0012397i,0.00030687+0.00027683i,0.0011263-0.00047558i,0.00075317-0.00054618i,8.7336e-06-0.00075776i,0.0001751-0.00037876i,-2.0078e-05+0.00052568i,-0.00026353+0.0013342i,0.00010707+0.0017058i,-0.00037982+0.0006838i,-0.00083189+8.3998e-05i,-0.00087951+0.00029201i,-0.00074756-0.00024135i,-0.00022036-0.00032592i,-4.418e-05-0.00057846i,0.0002029-0.0010128i
0.00084341+0.0022788i,-0.00038733+0.0014218i,-0.00012551+0.0006261i,0.00059924+0.00073059i,0.00053794+0.00062875i,-0.00047398+0.00085327i,-0.00062067+0.001096i,-7.3095e-05+0.00064576i,0.00065716+0.00013854i,0.0011065-0.00063946i,0.0010674-0.00094067i,-0.00012364-0.00038118i,-0.00035059-1.8052e-05i,-4.3309e-05-2.5787e-05i,-0.00035888-0.00042904i,-0.00020082-0.00027498i,0.00012446+0.00061815i,0.00010578+0.00081428i,0.00036478+0.0012921i,0.00062272+0.000673i,0.00042286-0.00068397i,0.00041697-0.00041377i,0.00020122+0.00017284i
0.0039788-0.0018264i,0.0030986-0.0026258i,0.001486-0.0027642i,-0.00049682-0.0018609i,-0.0013843-0.00062472i,-0.0020134+0.00073662i,-0.0016122+0.0013613i,-0.00056709+0.00062737i,-0.00060017-0.0013254i,-0.0011924-0.0021128i,-0.0016714-0.0012161i,-0.0010322-0.00061691i,-0.00068487+5.9792e-06i,-0.0011559+0.00012181i,-0.0009645-0.00015026i,-0.00050969-0.00017927i,-6.1392e-05-0.00114i,0.00035391-0.0012377i,0.00044851-0.00013927i,0.00070067+0.00045738i,0.00076316-1.0666e-05i,0.00059159-0.00039565i,-4.582e-05-0.00043233i
0.001649+0.0014473i,0.0011258+0.0012032i,0.00078291+0.0010586i,-0.0011113+8.5028e-05i,-0.0027817-4.5375e-05i,-0.0025678+0.00053573i,-0.0021305+0.00076895i,-0.0015204+0.00060759i,-0.0005043+0.00023037i,-0.00041446-5.4024e-05i,-0.00035955-0.0003139i,-7.9059e-05+0.00026626i,-0.00055385+0.0011042i,-8.4824e-05+0.00030099i,0.00011643-0.00021102i,0.00011712+0.00051546i,0.00051005+0.00095803i,0.00036156+0.00027907i,0.00064399-0.00082499i,0.0011454-0.0011208i,-0.00010991-0.00054496i,-0.0012526+0.00042152i,-0.00063261+0.00071009i
-0.0022902-0.0010109i,-0.0027881-0.00053969i,-0.002602+0.00041558i,-0.0016127+0.0020268i,-0.0016978+0.0029361i,-0.0018828+0.0020168i,-0.0017062+0.00034475i,-0.00075673+0.00012897i,-4.9482e-05+0.00085788i,1.5486e-05+0.0013024i,0.00020257+0.0013063i,0.00027011+0.0010316i,0.00044489+0.00055019i,0.00028076-8.4167e-05i,-0.00026014-0.00011452i,-0.00029108+0.00042118i,-0.00033494+0.000104i,-0.00039388+8.8226e-05i,-0.00047446+0.00074813i,-0.00024342+0.00048482i,-3.9333e-05+0.00024946i,-8.2557e-05+0.00022415i,-0.00024509-0.00010001i
0.00054231-0.00431i,-0.00064274-0.0027801i,-0.0017267-0.0013645i,-0.002038+2.8724e-06i,-0.0024596+0.0010869i,-0.0027397+0.0013823i,-0.0016474+0.0011124i,-0.00010527+0.00065089i,0.0005914+0.00049699i,0.00053371+0.0011579i,-0.00017526+0.0011437i,-0.00017004+0.00029008i,0.00052551+0.00048698i,0.00041833+0.00058003i,2.48e-05+0.00021705i,-0.00043653+0.00066318i,-0.00085866+0.00092166i,-0.00069773+0.00061974i,-0.0001853+0.00014142i,-2.3999e-05+0.00015879i,0.00015421+0.00036285i,0.00055173+0.00033464i,0.00021639+0.00067485i
-0.0018588+0.00018278i,-0.0021077+0.00077663i,-0.0010073+0.0012858i,0.00010726+0.0010156i,-0.00074461+0.0006303i,-0.0021537+0.00081777i,-0.0020949+0.0015809i,-0.0011261+0.0017293i,0.00023131+0.0012947i,0.001176+0.00046523i,0.0012245+5.4927e-05i,0.00049628-0.00012187i,-0.0007193+0.00027317i,-0.0014625+0.0014327i,-0.001274+0.0013327i,-0.00095898+0.0009613i,-0.00052427+0.00074686i,-0.00036741-7.5695e-06i,0.00015833-0.00015127i,0.00051366+0.00079044i,0.00013846+0.0004995i,-0.00017725-3.892e-05i,0.0004276+0.00023691i
0.0036603-4.5507e-05i,0.0025592-0.0008173i,0.00094313-0.0023408i,-0.00059413-0.0027658i,-0.002797-0.0024896i,-0.0032128-0.0010323i,-0.0014841+0.0013713i,-0.00013257+0.0014878i,0.00094246+0.00051466i,0.00079759-0.0006788i,-0.00017866-0.0019517i,-0.00062014-0.0019453i,-0.00064627-0.0002871i,-0.00025452-0.00023319i,-0.00049742-0.00031822i,-0.0010272+0.00090332i,-0.00028966+0.00098652i,0.00046415+2.7368e-05i,0.0011437+0.00013352i,0.0012017+0.00029935i,0.00051537-0.00038765i,0.0002104-0.00075989i,-0.00011386-0.00066159i
0.0006308+0.0010288i,0.00086308+0.0013557i,0.00055672+0.0021543i,0.00031335+0.0021731i,-0.0010761+0.001104i,-0.0026382+0.00083147i,-0.0024943+0.0010837i,-0.0010775+0.00040952i,-6.8464e-05-0.00061305i,4.8621e-05-0.0010273i,-0.00023806-0.00085889i,-5.3543e-05-0.00097371i,0.00095255-0.00069363i,0.00050868+0.00050865i,-4.1369e-05+0.00062066i,4.4192e-05-0.00015107i,0.00031082-0.00095269i,0.0011834-0.0011266i,0.0012191-0.00075463i,0.0013193-0.00013027i,0.00074723+0.00051074i,-0.00024368+0.00027158i,0.00031216+5.6424e-05i
-0.0030181+0.0010553i,-0.0024199+0.0015043i,-0.002417+0.0010552i,-0.0015045+0.0014869i,-0.000757+0.0017472i,-0.0017059+0.0011038i,-0.0013369+0.00060812i,-0.0002042+0.00040277i,-0.00063185+6.5507e-05i,-0.0012783+0.00019372i,-0.0014844+0.00066548i,-0.00089956+0.00083852i,-7.6265e-05-0.00034934i,9.396e-05-0.00050376i,0.00036436+3.5287e-06i,0.00046765-0.00010297i,0.00056183+4.0763e-05i,0.00027871+1.6838e-05i,0.00062811-0.0006791i,0.0010004-0.00058364i,0.000587-8.2884e-05i,0.000203-0.00011333i,-0.00021383+5.8976e-06i
0.0024708-0.00049992i,0.0019183-0.00013607i,0.0023048-0.00037588i,0.0014908-0.00076695i,-0.00022201-0.00072887i,-0.0013525-0.00010378i,-0.0015904+0.00039964i,-0.001027+0.00028387i,-0.0003273+0.00048307i,7.23e-05+0.0011995i,2.312e-05+0.00074292i,-0.00032709+0.00055379i,-0.00086645+0.00034778i,-0.00044881-0.00041508i,-7.6283e-05+0.0001796i,-0.00043847+0.00079048i,-0.00012996+0.00075458i,-0.0001234+0.00062868i,-0.00036379+0.0011566i,-5.6612e-05+0.0012361i,5.6442e-05+0.00028887i,-8.8813e-05-0.00051503i,-8.0849e-05-0.0007826i
0.00042723+0.0021843i,-0.001062+0.0019196i,-0.0012734+0.0015402i,-0.00090413+0.00076069i,-0.0011191+0.00018182i,-0.0022751+0.00012669i,-0.0022013+0.00043452i,-0.00064545-0.00022884i,0.00084901-0.0005651i,0.0017131+0.00049287i,0.0012387+0.0014586i,0.00065221+0.0012505i,-0.00011967+0.00023736i,-0.00073736-0.00036353i,-0.00035299-8.6281e-05i,-0.00045927+0.00032308i,-0.00027594+0.00010788i,0.00026364-8.5731e-05i,-0.00024176-4.4686e-05i,-0.0010951-0.00036904i,-0.0007026+4.2502e-05i,-0.00014969+0.0010973i,-0.00036051+0.0012151i
-0.00080904-0.001243i,-0.00095195-0.0012845i,-0.00059857-0.0011141i,-0.0013351-0.00055397i,-0.0029673-0.00016849i,-0.0028144+0.00066405i,-0.001864+0.00054666i,-0.00080184-0.00022603i,0.00042052+0.00071891i,0.00054499+0.0011457i,1.5604e-06+0.00068407i,-0.00017058+0.00059471i,5.855e-05+0.00052838i,5.4964e-05+0.000911i,0.00048768+0.0011188i,0.0013155+0.00081036i,0.0014742+0.00050633i,0.00096664+0.00035773i,0.00054819+0.00057168i,0.00021251+0.0004021i,0.00030073-0.00026894i,0.00060265+0.00020649i,-6.6559e-06+0.00020648i
0.0026976-0.0010351i,0.0017535-0.00071162i,-0.00010989-0.00040695i,-0.0015013+0.00074952i,-0.0023568+0.0010445i,-0.0029209+0.00062681i,-0.0022285+0.00069167i,-0.0012922+0.00065776i,-9.6238e-05+8.8131e-05i,0.0011267-0.0003868i,0.0005418-0.0012239i,-0.00017421-0.0007305i,-0.00029235+2.3894e-05i,-0.00044383-0.00020648i,-0.00013177-0.00017941i,0.00070013-2.1987e-05i,0.00098655+0.00017143i,0.00040338-0.00019802i,-0.00059152-0.00083978i,-0.0013515-0.0011698i,-0.00094092-0.00054972i,0.00012879+0.00074712i,0.00045228+0.00096383i
-0.0023826+0.0018685i,-0.002179+0.00089944i,-0.0010491+0.00030806i,6.5367e-05-0.00017779i,-0.00045965-0.00041454i,-0.0014686-0.00034206i,-0.0013012+0.00030382i,-0.0010105+0.00062397i,-0.00048205+0.00057613i,-0.00033774-0.00042328i,-0.001482-0.0013217i,-0.0018324-0.0012729i,-0.00051583-0.001208i,0.0002633-0.00085514i,-2.0339e-05-3.8291e-05i,-0.00032752+0.00023654i,-0.00019848+0.0003451i,-0.00052903-5.396e-05i,-0.00058464-0.00071038i,-0.00047591-0.00052666i,-0.00046827-0.00095339i,0.0003564-0.00079651i,0.00069258+0.00053832i
-0.0013363-0.0010142i,-0.0020309-2.9557e-05i,-0.0020633+0.00094561i,-0.00050961+0.0010053i,-0.00030938+0.00044319i,-0.0009877+0.00033391i,-0.00094993+0.00055248i,-0.00051762+0.00064357i,-0.00011273+0.00075927i,-0.00044304+0.00060281i,-0.0006298+6.2406e-05i,-0.00052805-8.0426e-05i,-5.8033e-05+0.00032966i,0.00050175+0.00072853i,0.0001842+0.00053578i,-0.00052848+0.0002968i,-0.00029784+2.2896e-05i,-0.00042689-0.0001558i,-0.00099903-0.00031403i,-0.00077386-0.0005426i,-3.229e-05-0.00049644i,0.00023959-0.00029154i,-0.00045006-2.5602e-05i
-0.0021308+0.001562i,-0.0017245+0.0012228i,-0.0010361+0.0014703i,-5.1125e-05+0.001293i,0.00021669+0.00070553i,-0.00058972+0.00019708i,-0.0014049+4.5147e-05i,-0.0013693-0.00035891i,-0.001413+6.4953e-05i,-0.00036958+0.0016495i,0.0012638+0.0026869i,0.0010405+0.0016654i,0.00052155+0.00077404i,-8.5341e-05+0.00062047i,-0.00049583-0.00018211i,0.00028819+0.00019826i,0.00045595+0.0011664i,-1.2215e-05+0.0013755i,-1.5026e-05+0.00092776i,-0.00014575+2.4433e-06i,0.00032421+0.00010958i,0.00068799+0.00089186i,0.00048002+0.0006551i
0.00061563-0.0015189i,0.00079507-0.0017247i,0.00049901-0.0020794i,-0.00047496-0.0021159i,-0.0019846-0.0011924i,-0.0023875+0.00016599i,-0.0012575+0.00055723i,-0.00056745+0.00071811i,-0.00024689+0.00078239i,0.00022205+0.0011624i,0.00067328+0.0012753i,0.00070488+0.001141i,0.00036511+0.0013317i,-0.00034486+0.0012985i,-0.00088435+0.00089464i,-0.00058966+0.00094821i,1.9408e-06+0.00097227i,0.00071497+0.0011886i,0.00095625+0.0011502i,0.00021587+0.00039285i,-0.00055743-0.00022315i,-0.0012313-0.00020226i,-0.0016128-3.1994e-05i
-0.0013144-0.00088344i,-0.0016119+0.00074069i,-0.0012027+0.0018564i,-0.00024731+0.0022134i,-0.0012295+0.0022462i,-0.0030807+0.0015323i,-0.0027865+0.00045479i,-0.0008872-0.000315i,0.00037286-0.00032861i,0.0013924+0.00016043i,0.0018111-0.00059182i,0.0016167-0.0013295i,0.0011086-0.0010723i,0.00050234-0.00081671i,0.00056454-0.00073706i,0.00084009-0.00025772i,0.0011432-0.00059936i,0.0010439-0.00075811i,0.00039263-4.703e-05i,-0.00019132-0.0002387i,-0.00033074-0.00017913i,1.9425e-05+0.00052723i,3.6321e-05-2.0935e-05i
0.00051004-0.0028592i,-0.0016542-0.00092252i,-0.0019129+0.00067151i,-0.0012355+0.0012445i,-0.00093078+0.00087054i,-0.0011321+0.00039552i,-0.0018618-0.00038986i,-0.0021079-0.0009956i,-0.00079997-0.0017475i,-0.00014219-0.001963i,-9.0435e-05-0.0015181i,0.00041675-0.0012529i,0.00057327-0.00079353i,-0.00036258-0.00081237i,-0.0009479-0.00039221i,-0.00027156-0.00060577i,0.00034164-0.0021188i,1.0837e-05-0.0016946i,0.00013111-0.00065345i,0.000214-0.00018692i,-0.00031771-0.00016187i,-0.00055086-0.00018549i,0.00022608+0.00048494i
-0.00015923+0.0016089i,-0.00027308+0.0016118i,-0.0010068+0.00042831i,-0.0016328+0.00025804i,-0.0029223+0.00096559i,-0.0039384+0.00058515i,-0.0030083+0.00017049i,-0.0016103+0.00059635i,-0.0011269+0.00064633i,-0.0010565+2.4766e-05i,-0.00081219-0.00068623i,-0.0013778-0.0010422i,-0.001361-0.00081143i,-0.00080867-0.00042977i,-0.00043972-0.00017984i,-0.0012756-4.9141e-05i,-0.001974-0.00054512i,-0.0012944-0.0011703i,-0.00043286-0.00083435i,-0.00011729-0.00015706i,-0.00013891-0.00044142i,-0.00028294-0.00013452i,-0.00067809+0.00010681i
-0.0026593+0.0010047i,-0.0024187+0.0020733i,-0.0016216+0.0029615i,-0.00082216+0.0022679i,-0.00089152+0.0013289i,-0.0016342+0.0012739i,-0.0021745+0.0013371i,-0.0013321+0.0016758i,-0.00067516+0.0010882i,-0.0010198+0.00065881i,-0.0013633+0.0012706i,-0.00088928+0.00091421i,7.8133e-05-3.3912e-05i,0.00045133-7.9794e-06i,0.00046123+0.00027195i,-4.126e-05+0.0010884i,-0.0011825+0.00060531i,-0.0011957+1.1069e-06i,-0.00027026+0.00016527i,0.00014868+0.00075074i,-0.00069057+0.00036523i,-0.0013547-0.00021868i,-0.00096152-0.00029496i
0.0016037-0.0017233i,0.0012275-0.0028026i,0.0014094-0.0039941i,0.00022717-0.0030463i,-0.0016629-0.001431i,-0.0020776-0.00050394i,-0.0004335+1.986e-05i,0.00093766+0.00095479i,0.0011833+0.0013389i,-0.00017561+0.0014347i,-0.0012744+0.0020079i,-0.00024721+0.0021885i,0.00023643+0.0015609i,0.00023631+0.00078983i,0.00039741+0.00077678i,-0.00019318+0.00081024i,-0.0001856+0.00092884i,5.7636e-05+0.00083383i,0.00075886-8.7061e-06i,0.0012267-0.00021801i,0.00035457-0.00020569i,0.00019656-0.00051397i,0.00043583-0.00046298i
-0.0019274+0.00073643i,-0.0020299+0.0020995i,-0.0027399+0.0027702i,-0.0018068+0.0031708i,-0.00073951+0.0033941i,-0.00084653+0.0016373i,-0.00020571-0.00029866i,0.00085243-0.00033807i,0.00072177+0.00067375i,0.00023482+0.0014077i,0.00073909+0.00066101i,0.001011-0.00067038i,0.00049206-0.0011592i,0.00077596-0.0010861i,0.0013985-0.00062683i,0.0010242-0.00033287i,0.00094987-0.00022884i,0.001079+0.00016421i,7.9979e-05+0.0004741i,-0.00043433+0.0003251i,2.2703e-05-0.00023361i,0.00021704-0.00040977i,0.00012805-0.00059546i
0.00018301-0.0029665i,-0.00054867-0.0017425i,-0.00067282-0.0011752i,-0.0007115-0.0002203i,-0.0018402+0.0010406i,-0.002723+0.00095849i,-0.0021437+2.7887e-05i,-0.0010024-0.00073241i,-0.00010679-0.00071189i,0.00052772-0.00020001i,0.0012604-0.00071412i,0.0016393-0.00083075i,0.00086207+0.00034636i,6.7192e-05+0.00060024i,0.00027904-9.3591e-05i,0.00020005-0.00041428i,0.00033235-0.00056101i,0.0008064-0.000437i,-8.8799e-06-0.00044257i,-0.0012834-0.00014551i,-0.0017412+0.00039818i,-0.00058797+0.00061156i,0.00060551+0.00044104i
-0.00080981+0.00044513i,-0.0018673+0.00096967i,-0.0016512+0.0012243i,-0.0010187+0.0018106i,-0.0015519+0.0012838i,-0.0031994+0.0009643i,-0.0035986+0.0009038i,-0.0030983+7.4645e-05i,-0.0013442-0.0013301i,0.00044574-0.0023223i,0.0005587-0.0028323i,-0.00028592-0.0020578i,-0.00065091-0.00097216i,-0.00011391+2.6077e-05i,0.00025003+0.00051657i,-0.00029983-5.5366e-05i,-0.00034852-0.00077771i,0.00060124-0.0013276i,0.0011262-0.001084i,0.00087947-0.00076652i,0.00076026-0.00066062i,0.00078746-0.00045363i,0.00036532-0.00019173i
-1.5205e-05+0.0028779i,-0.00050613-2.5559e-05i,-0.001182-0.00080672i,-0.0014306-0.0004902i,-0.00090199-0.00026662i,-0.0010362-6.446e-05i,-0.0018013+0.00094547i,-0.0021083+0.0014991i,-0.0016624+0.00052439i,-0.0012765-0.00062674i,-0.0014115-0.0009663i,-0.0014409-0.00053853i,-0.0011821+0.00034686i,-0.0011555-3.3796e-05i,-0.00072084-0.001251i,-0.00043833-0.0011064i,-0.00056353-0.00032229i,-0.00075133+2.3701e-05i,-0.00053514-1.1094e-05i,0.00029058-0.0005914i,0.00084627-0.0011026i,0.00074446-0.00048711i,0.00047796+0.00019848i
0.002259+7.9783e-06i,0.0018772-7.2198e-05i,0.0011292+3.1588e-05i,0.00078052+0.00015408i,0.00061765+0.00055936i,-0.0010591+0.0011968i,-0.0017675+0.0016747i,-0.000778+0.0026709i,-0.00072552+0.0028989i,-0.0010501+0.0016976i,-0.0011795+0.00096002i,-0.0010849+0.00064399i,-0.00070678-5.7738e-05i,-0.00042379+8.5916e-06i,-0.0012152+0.00025706i,-0.0014207+0.00034775i,-0.00010589+0.00054487i,0.00076524+0.00034204i,0.00085089+0.00035666i,0.0006792+0.00070727i,0.00082829+0.0006081i,0.0011117+0.00010551i,0.00070524-0.00024837i
-0.0016747+4.3089e-05i,-0.0018134+0.00016767i,-0.0025418+0.00072248i,-0.0018412+0.0022384i,-0.00082672+0.002644i,-0.00074471+0.0016498i,-0.00050097+0.0014239i,0.00032776+0.0017856i,0.00047617+0.0024385i,-0.00012461+0.0022121i,0.00049773+0.0016044i,0.0015247+0.0012111i,0.0010746+0.0014273i,0.00026862+0.0013111i,0.00045252+0.001027i,0.0013211+0.0016535i,0.0012696+0.0015715i,0.00056737+0.0006805i,-0.00019877+7.5745e-06i,0.00014014+0.00013246i,-1.5407e-05+0.00052254i,-0.00066656+0.00031802i,-0.00013162+0.00043355i
0.0013224-0.00047007i,0.0010812-0.0012462i,0.0012819-0.0017925i,0.00084167-0.0016594i,-0.00066525-0.0008424i,-0.0024458+0.00036221i,-0.0016964+0.00042199i,0.00047205-0.00061171i,0.0016506+0.00017471i,0.0015976+0.0015021i,0.0020028+0.0013488i,0.0016959+0.00015946i,0.0003478-0.001141i,-0.00084711-0.0011209i,-0.0015093-0.00065618i,-0.0012797+0.00038506i,-0.00014747+0.00046745i,0.00055808-0.00020191i,-2.6327e-05-0.00062133i,-0.00063098-0.00080996i,-0.00075097+6.563e-05i,-0.00072981+0.00040608i,-0.00052278-0.00071804i
-0.00069985+0.0027514i,-0.00059128+0.0024222i,-5.7757e-05+0.0025615i,0.00058235+0.0015888i,0.00033103-0.00097008i,-0.001495-0.0012714i,-0.0019666-0.00035123i,-0.00085496-0.0013372i,0.00071489-0.0015106i,0.0023648-0.00047046i,0.0026313-0.00068665i,0.0018446-0.0013665i,0.00054064-0.00084237i,-0.00040814-0.00043485i,0.00024922-0.00052062i,0.00023391-7.303e-05i,-0.00036518-0.00073553i,-0.00038912-0.00041267i,-0.00046029+0.00032722i,-0.00027909+2.1599e-05i,0.00011024-0.00020344i,0.0003301-0.00051998i,0.00083764-0.00054042i
