-0.0052664+0.0020483i,-0.0033761+0.0020638i,-0.0032391+0.0015838i,-0.0027181+0.00015773i,-0.001935+0.00063441i,-0.0016749+0.0022771i,-0.00056357+0.0023871i,0.00090307+0.002099i,0.0017855+0.0014174i,0.0019649+0.00065449i,0.0011791+0.00021396i,0.00048219-0.00047744i,0.00087965-0.00097941i,0.00027317-0.0012556i,-0.00056534-0.0013412i,-0.00070833-0.00027937i,-0.00072136+9.5209e-05i,0.00034923+3.2446e-05i,0.00059933+0.00015371i,1.4667e-05-0.00065927i,-7.3322e-05-0.00093147i,-0.00052965-0.00035684i,-0.00064467-3.6714e-05i
0.0018275-0.0019682i,0.00062221-0.0017388i,-0.00064173-0.0011216i,-0.00025115-0.0011392i,-0.00079157-0.00082312i,-0.0012152+0.00020863i,-0.000571+0.0011987i,-0.00063414+0.00018427i,-0.00089721-0.00043086i,-0.00095032-0.00043534i,-0.00067881-0.00084737i,-0.00045151-0.00059165i,-0.00065055-0.00066959i,-0.00068266-0.00059696i,5.6886e-05-5.9479e-05i,0.0008048-0.00010214i,0.00048559-0.00088523i,-6.2857e-05-0.00068614i,6.9168e-05+0.00034576i,0.00029795+0.00023878i,0.00011013-0.00056286i,-0.00017941-0.00024911i,0.00020114+0.00028618i
-0.0014722+0.00041449i,1.2671e-05-0.00054627i,0.00036823-0.00065518i,0.00067445-0.0010184i,0.0013104-0.00088944i,0.00064308-0.00049246i,-0.00052985-0.00029031i,-0.00072983+0.00034429i,-0.00092474+0.00091796i,-0.0010864+0.00033807i,-0.00036544-0.00036651i,0.00014228-0.00020226i,-0.00034408-0.00021794i,-0.0013018-0.00030752i,-0.0014823-0.00064048i,-0.00071349-0.00022942i,-0.00039601-0.00023248i,-0.00083183-0.0010542i,-0.00088365-0.00098471i,-7.0864e-06+0.0003311i,4.8615e-05+0.00063359i,-0.00075154+0.00025497i,-0.00064668+0.00020659i
-0.0014655+0.0020211i,-0.0010326+0.0009308i,-0.0014615+0.00021619i,-0.0016019-0.0001894i,-0.00086166-6.9333e-05i,-0.00070661-0.00035412i,-0.0012704-0.00032685i,-0.00081572+0.0003939i,0.00013431+0.00069481i,0.00078938+0.00090524i,0.0010822+0.0013928i,0.00063714+0.0012683i,0.00026813+0.0007841i,6.3868e-05+0.00054397i,-0.00024398-0.00024171i,-0.00046722-0.00090481i,-0.00030392-0.00019496i,5.9365e-05+0.00073301i,-0.00017003+0.00048747i,-0.00096725-0.00023918i,-0.00066369-0.00039626i,0.0002769-0.00079197i,0.00053709-0.00031293i
-0.00085129+0.00083822i,-0.00074311+0.00049619i,-0.0010943+0.00011122i,-0.00054647-0.0007396i,-0.00035731-0.0010766i,-0.00090735-0.00093514i,-0.00029582-0.00047533i,0.00065776+0.00019231i,0.00086982+0.0005306i,0.00085701+0.00027154i,0.0011752+0.00024316i,0.00071995+8.6283e-05i,-0.00021848-9.4291e-05i,0.00019744+0.00038276i,0.00014643+0.00085701i,-0.00046157+0.00071338i,-0.0006933-0.0001666i,-0.00067726-0.00068293i,-0.00036431-0.00016884i,5.4453e-06+8.844e-05i,0.00077369+0.00036993i,0.00085494+0.00096056i,-0.00010325+0.0011686i
0.0010348+0.0011451i,0.00051256+0.0017803i,4.5596e-05+0.0011574i,0.00018142+0.0007452i,-4.1836e-05-2.3098e-05i,-0.0004355-0.0008099i,-0.00073277-0.00017588i,-0.00073709-4.1324e-05i,-0.0004818+4.2306e-05i,0.0002041+0.00046627i,0.0010078+5.0767e-05i,0.00064844-0.00037435i,-0.00021582-0.00063783i,-0.00065117+2.8091e-06i,-0.00010847+0.00097497i,-0.0002124+0.00066334i,-0.00057714+8.8934e-05i,-0.00015387-0.0001634i,0.00066268-3.5852e-05i,0.0012263+0.00050116i,0.00059775+0.00035103i,3.7371e-05-5.4144e-05i,-0.00030233-0.00059848i
-0.00093006-0.0028414i,-0.0015106-0.00099127i,-0.0026792-0.00045169i,-0.0028143-0.00090647i,-0.0017255-0.00071836i,-0.00053215-0.00062284i,8.7927e-05-0.0013466i,-0.00035013-0.0011473i,-0.0010839-0.00034262i,-0.00081999-0.00019614i,-0.00038628-0.00049046i,0.00010356-0.00068662i,5.5578e-06-0.00078549i,-9.2709e-05-0.00011776i,0.00048983+0.00075281i,4.1722e-05+0.00084447i,-0.0003658-1.5582e-05i,-7.2976e-06-0.00069128i,8.1824e-05-0.00055837i,-0.00032131-0.00020294i,0.00013795-0.00015697i,9.8346e-05-0.00015863i,-0.00038889+0.00012265i
8.6469e-05-0.00102i,0.00037535-0.00017968i,0.0001403+0.00021099i,-2.6664e-05-0.00057218i,-0.00034441-0.0013137i,-0.0010503-0.0014134i,-0.0020346-0.0010525i,-0.002563-0.00060624i,-0.001747-0.00014928i,-0.001649-0.00016665i,-0.0017901+0.00032309i,-0.0010048+0.00067284i,-0.0006467+0.00027773i,-0.00092854+0.00037389i,-0.00075518+0.0005751i,-0.00010801+0.00069139i,0.0005118+0.00052775i,0.0003076+0.00090102i,-4.1821e-05+0.0004432i,-0.00018774-2.6851e-05i,0.00024167+1.0593e-05i,0.00074098-0.00040482i,0.00060509-0.00050367i
-0.0012973-0.00020759i,-0.001317-0.0024331i,-0.00025266-0.0024905i,2.9956e-05-0.0018819i,-0.00042464-0.0012486i,-0.0012724+0.00010747i,-0.00094682+0.0011543i,-0.00045038+0.0002013i,-0.00041649+0.00023999i,-0.00063371+0.0005392i,-0.00032915-1.1011e-05i,0.00040721+0.00030551i,0.00029775+0.00074562i,0.00040315+0.00098844i,-0.00032347+0.0009559i,-0.0012422+0.00036881i,-0.00078169+0.00029001i,-8.954e-05+0.00057475i,0.00034888-0.00017539i,0.00078076-0.00068071i,0.0010891-7.4857e-07i,0.00085099+0.00021497i,0.00062668-2.3569e-05i
-0.0019594+0.0011471i,-0.00079257+0.00017439i,8.0087e-05-5.2209e-05i,-0.00064488+0.00051274i,-0.0011788-0.00021413i,-0.00040384+6.8452e-05i,0.00037355+0.00074767i,0.0010536+0.00071974i,0.0014852+0.0001796i,0.0014325-1.8189e-05i,0.0010176+0.00048007i,0.00059865+0.00076145i,0.00056233+0.00038091i,0.00074633+0.00011897i,0.00021009+9.9272e-05i,0.00011847-0.00031466i,-3.7873e-05-0.00022199i,-0.00055918+0.00055996i,0.00021946+0.00039477i,0.00091577-0.00034528i,0.00039897-0.00031093i,-8.5257e-05+0.00015117i,-0.00037621+0.00029742i
0.0010828-0.00069007i,-0.00099914+0.00011905i,-0.0029087-0.0011158i,-0.0033011-0.0013848i,-0.0029334-0.00057272i,-0.0017992-0.00038809i,-0.00038236-0.00059952i,6.2578e-05-0.00045257i,0.0003075-0.00024207i,0.00028326-2.1001e-05i,7.2323e-05-0.00023485i,3.7354e-05+2.3903e-05i,-0.00061873+0.00092972i,-0.00079233+0.0010389i,-0.00061528+2.6858e-05i,-0.0011113-0.00029328i,-0.0012244-7.9417e-05i,-0.00086094+0.00012819i,-0.00086418+0.00015164i,-0.00051417-0.0005552i,-0.00030019-0.00043972i,-0.00010013-0.00032584i,-0.0001096-0.00021596i
0.0017048-0.0030631i,0.0012686-0.0024018i,-0.0016635-0.0018722i,-0.0027808-0.001641i,-0.0011897-0.00047503i,0.00017971+6.2431e-05i,0.0002964-0.0011122i,-2.2444e-05-0.0007476i,3.7211e-05-0.00013725i,9.8305e-05-7.17e-05i,-0.00025606+0.00066964i,-8.7981e-05-6.3631e-05i,2.3316e-05-0.00086404i,-0.0010355+0.00053884i,-0.00063534+0.0012342i,0.00057671+0.00046583i,0.00061856+0.00018054i,0.00064377-0.0001279i,0.00073198-0.0012152i,0.00052885-0.0015639i,0.00060619-0.001522i,0.0007299-0.0013581i,4.1904e-05+6.8428e-05i
-7.9572e-05-0.0013138i,0.0011803-0.00082289i,0.00069786+0.00022418i,-0.00025754-0.00056917i,-0.0010536-0.0014296i,-0.0011333-0.0010233i,-0.0006999-0.00063956i,-0.0011368-0.0008384i,-0.00097289-0.0010808i,-0.00039257-0.00080708i,-0.00074558-0.00076619i,-0.0012208-0.00069808i,-0.00097508-5.8935e-05i,-0.00082465+0.00026066i,-0.00074086+0.00010001i,-0.00063966-0.00024235i,0.00015161+0.00032059i,0.00027541+0.0002139i,-0.00010248-0.00026524i,-5.1143e-05+0.00028219i,1.1157e-05+0.00097782i,-0.00055772+0.0013332i,-0.0010397+0.00061928i
-0.001452-0.00073634i,-0.00045529-0.002996i,0.00098835-0.0031768i,0.00054391-0.00090921i,-0.0003931-0.00061448i,-0.0012632-0.0012533i,-0.0017742-0.00060001i,-0.0015365-0.00046341i,-0.00045688-0.00023674i,7.6338e-05+0.00029175i,-0.0001112+0.00031903i,-0.00027993+6.854e-05i,-0.00084912-0.00052371i,-0.0010179-0.00075594i,-0.0004744-0.00017078i,0.00016602-8.4689e-06i,-5.0061e-06-4.7191e-05i,-0.00025337+0.00035383i,0.0003562+0.00058831i,0.000514-0.00018418i,-0.00012137-0.00055987i,-0.00075286-0.00022739i,-2.6844e-06-0.00039589i
-0.0011446+0.0023442i,-0.0010368+0.00038549i,-0.00030774-0.00075724i,-0.00039324-0.0021455i,-0.00054731-0.0023286i,-0.00082901-0.001644i,-0.00065777-0.0003607i,-0.00085233+0.00091795i,-0.00056092+0.00076768i,0.00056419-8.6859e-05i,0.0011466-0.00014454i,0.00082305+0.00025336i,0.0004772+0.00047158i,0.00023621+0.00021092i,-0.00048204+0.0004603i,-0.0011133+0.00088662i,-0.00052823+0.00058598i,-0.00014123+0.0006196i,-0.00089969+0.00095703i,-0.0011953+0.00031388i,-0.00064382+0.00028628i,-0.00059192+0.00079113i,-0.00076477+0.00071189i
0.002792+0.0033875i,0.0010342+0.0020278i,0.00056513-0.0010189i,-0.00018523-0.0032692i,-0.0014678-0.0030678i,-0.0023365-0.0014793i,-0.0016951-0.00050288i,-0.00068598-9.1771e-05i,0.00019848+7.5011e-05i,0.00055538+0.00010338i,0.00077706+0.00010392i,0.00080129+9.6129e-05i,0.00020287+0.00066078i,-0.00031772+0.00056359i,1.9214e-05+0.00045616i,0.00027079+0.0011832i,-0.00029584+0.001436i,-0.00018504+0.00078706i,0.00072728-8.6589e-05i,0.00052892-0.00066781i,0.00024792-0.00011346i,-0.00014416+0.0006314i,0.00035747+0.00089324i
0.0051848-0.00090009i,0.0025541-0.00081054i,0.00017429-0.0021795i,-0.001393-0.0027116i,-0.0020973-0.0027265i,-0.0011191-0.0026029i,-0.00043878-0.00088967i,-0.00065588+0.00039058i,-0.00044971+0.0001051i,-0.00018879-0.00073169i,-0.0001743-0.0013193i,0.00013189-0.0010888i,9.58e-05-0.00055427i,0.00024351-1.4825e-05i,-0.0004885+0.00010639i,-0.0013865+0.00047648i,-0.0015224+0.00049356i,-0.0010585-2.0922e-05i,9.7235e-05-0.00019375i,0.00060895+0.00016449i,-0.00038373+0.00037495i,-0.0010739-0.0001262i,-0.0010822+1.5263e-05i
0.0033958-0.003754i,0.0033434-0.0025744i,0.0016957-0.001779i,-9.5984e-05-0.0025894i,-0.00078506-0.0032094i,-0.0013457-0.0023616i,-0.0016577-0.0016391i,-0.0010437-0.0010779i,-0.00094148-0.0006727i,-0.00098475-0.00024423i,-0.00057609-0.00049713i,-0.00075162-0.0010681i,-0.00049782-0.00061573i,-0.00046368-0.00037009i,-0.00063447-0.00030195i,-0.00083593+0.00011159i,-0.00046713+0.00020682i,0.00025594+0.00040841i,0.00032475+0.00042501i,0.00039587-0.00011242i,0.00026602-0.00045938i,5.4341e-05-0.00084141i,0.00045336-0.00044402i
-0.00046857-0.0034178i,0.00086431-0.0051889i,0.0024694-0.0036638i,0.0017817-0.0020313i,-5.0128e-05-0.0015697i,-0.0013025-0.0014035i,-0.0019953-0.00083121i,-0.0015289-0.00058013i,-0.00068794-0.00059434i,-0.00027596+0.00044032i,-0.00033784+0.00054043i,-0.00049371-6.9696e-05i,-0.0006772-0.00024001i,-0.0001736-0.00011312i,0.00025072+0.00021593i,-0.00056471+0.00014037i,-0.00061424-6.5535e-05i,-2.6558e-05+0.00014238i,-0.00043386+0.00077371i,-0.00018795+0.00093973i,0.00032533+0.00026412i,0.00022187+0.00010147i,0.00029424+0.00050449i
-0.0038075+0.00086684i,-0.0028979-0.0013873i,-0.00050407-0.0019175i,0.00036314-0.0012641i,0.00031667-0.0011042i,-0.0001433-0.00018707i,-0.0011334+0.00077904i,-0.000957+0.0010552i,0.0001673+0.00083538i,0.00058308+0.00032904i,0.00067373+0.00044298i,0.00035518+0.00076556i,0.00022208+0.00099099i,4.5246e-05+0.0003656i,-0.00029588-0.00037524i,2.1903e-05-0.00040724i,0.0006433+0.00056895i,0.00037265+0.0012218i,-0.00034322+0.00061018i,-0.00066823+0.00053786i,-0.00033798+0.00023385i,-0.00015634-9.5857e-05i,-0.00095857+0.00012695i
-0.0014392+0.0029921i,-0.0021925+0.0007527i,-0.0015362+0.00046823i,-0.00064038+4.6652e-05i,0.00017677-0.00096465i,0.00029006-0.00076737i,-0.00055692-0.00030774i,-0.00062965-0.00083965i,-0.00024314-0.0007886i,0.00022598-0.00016062i,0.00091793+0.00032359i,0.00098666+0.00028002i,0.00057739-0.00017735i,-0.00041191-0.0005985i,-0.0006991-0.00092135i,-0.00014164-0.00039729i,0.00044817+0.00015002i,0.00079797+0.00052842i,0.00012692+7.0258e-05i,-7.5291e-05+2.2137e-05i,0.00067689-8.002e-05i,0.00063975-3.4391e-05i,0.0001659+0.00023467i
0.003566+0.0026547i,0.0018681+0.0015135i,0.00038544-0.0005732i,-0.00016067-0.001916i,-0.00032525-0.0021138i,-0.00016162-0.0020082i,-0.0003401-0.0012523i,-7.7846e-05-0.00070274i,0.00030858-0.00065349i,-0.00044399-0.00075143i,-0.00079381-0.0008702i,3.2221e-06-0.00054725i,0.00059359+0.00021472i,-0.00023757+0.0002483i,-0.0013761-0.00062665i,-0.00099473-0.00067938i,-0.00044869+0.00011301i,0.00020094+0.00062299i,0.00042434+0.0003236i,0.00073296-0.00041065i,0.0014137-0.00071388i,0.0014094-0.00035302i,0.0010985+0.0003894i
0.0027106-0.00088009i,0.0024376-0.00034092i,0.0011979-0.0003688i,0.0006743-0.00098634i,-0.00024252-0.00091289i,-0.00087733-0.00084178i,-0.00041434-0.0014005i,-0.00015596-0.0012414i,-0.0004101-0.00049994i,-0.00078797+8.3403e-05i,-0.00084135+0.00029846i,-0.00018263+0.0002093i,-0.00038563-0.00014191i,-0.00077962-0.00019304i,-0.00028468-0.00011731i,2.3533e-06-0.00054124i,0.00026778-0.00053539i,-8.978e-05-0.00046181i,-7.5184e-05-0.00078208i,0.00045044-0.00074937i,0.00010492-0.00042301i,-0.00075911-0.00024277i,-0.00068623-9.256e-05i
-0.00033355-0.0031836i,0.0015835-0.0035489i,0.0027356-0.0018116i,0.0011942-0.00024688i,-0.00027835+5.1612e-05i,-0.0010893-0.0013071i,-0.0012488-0.0029164i,-0.00087501-0.0027375i,-2.6016e-05-0.00041765i,0.00051963+0.0016637i,0.00050079+0.001109i,0.0004107+0.00046137i,-0.00043251+0.0013435i,-0.00044027+0.001515i,-0.0002045+0.00061962i,-0.00035873+1.0631e-05i,-0.00018068-0.0003712i,-0.00027743-0.00094361i,-0.00031989-0.0011785i,8.4366e-05-0.00097986i,0.00046831-0.0001753i,0.00047651+0.00014705i,0.00035138+0.00053253i
-0.003624+0.00095061i,-0.0018139-0.0014715i,0.00060756-0.00077104i,0.001019+0.00047697i,-0.00019543-0.00045524i,-0.00098042-0.0013712i,-0.0017799-0.00058748i,-0.0016386+0.00065302i,0.00015355+0.00032371i,0.0015864-0.00021083i,0.00080724+0.00020785i,-0.00024119-0.00024229i,0.00027682-0.00064362i,0.00078629+5.8183e-05i,-1.3824e-05+0.00017992i,-0.00076357+0.00024237i,-0.00077744+0.00082893i,-0.0010775+0.0001292i,-0.0012204-6.7255e-06i,-0.001472+0.00037688i,-0.00069881+9.3496e-05i,0.00020375+0.00025962i,-0.00015474+0.00066314i
-0.0030031+0.0034496i,-0.004059+0.00067667i,-0.0029463-0.0012028i,-0.0015056-0.0016129i,-0.00059473-0.0010871i,-0.00049615-0.00019595i,-0.00052477+0.00012707i,-0.00018861+0.00031095i,0.00033058-6.0917e-05i,0.00032201-0.00033247i,0.00050931-7.0428e-05i,0.00024898-0.00015406i,-0.00021099-0.00023076i,-0.0004841+0.00030434i,-0.0008989+0.0007943i,-0.00015935+0.00063099i,0.00037095+0.00064298i,-0.0001698+0.00036298i,-5.2645e-05-0.00068743i,-4.3019e-05-0.0010365i,-0.00034936-0.00025543i,-0.00014531+0.00078517i,0.00021627+0.0015222i
0.0024289-0.00037853i,-0.00101+0.0002225i,-0.0030067-0.0010591i,-0.0020957-0.0012688i,-0.0019118-0.00052707i,-0.0024756-0.0012087i,-0.0013287-0.0015601i,5.0716e-06-0.00063695i,-0.00035133-0.0004754i,-0.0011753-0.0012283i,-0.0012063-0.00056694i,-0.0005097-0.00012765i,1.8634e-05-4.1523e-05i,-0.00023982+0.00026276i,4.6225e-06+2.7415e-05i,0.00023223-0.0003637i,0.00017661-0.00035102i,8.1044e-06+0.00020273i,0.00012236+0.00059912i,0.00019243+0.00052827i,-0.0004575+0.00055487i,-0.00045503+2.6704e-05i,0.00053922+0.00028437i
0.0059422-0.0018081i,0.0024375-5.3364e-05i,-0.0012365-0.00052362i,-0.0024613-0.0013124i,-0.0028544-0.00084407i,-0.0015316+0.00079724i,0.00033058+0.001572i,0.00053489+0.0010606i,0.00018461+0.00013593i,-0.00063288-0.00022294i,-0.0014176-0.0002192i,-0.0010153-9.12e-05i,0.00048741+1.1766e-05i,0.0009222-1.8481e-05i,-0.00012289-0.00034656i,-0.00039264-0.0005467i,-0.00027238-0.00041508i,-0.00077002-0.00037493i,-0.00073605-0.00022811i,0.00019662-0.00034711i,0.001188+0.00039651i,0.00064899+0.00097494i,0.00037351+0.0011943i
0.0016267-0.0064965i,0.0024509-0.0038522i,0.00044134-0.0013569i,-0.0017277-0.001033i,-0.0022101-0.00085607i,-0.0013967+3.138e-05i,-0.0004093+0.00046421i,-0.00081949+0.00026811i,-0.0010535+0.00059341i,-0.00070141+0.0013695i,-0.00015616+0.0013564i,0.00045775+0.00053836i,8.8521e-05-1.6185e-05i,2.663e-05-0.00029887i,5.5847e-05+1.0921e-05i,-0.00011322+0.00042938i,-0.00027231+0.00086827i,-0.00021198+0.0010882i,-0.0003516+0.00047487i,-0.00042651+0.00013319i,3.5129e-05-0.00031333i,-0.00072124-0.00012444i,-0.0010601+0.00028921i
-0.0047394-0.0027738i,-0.0021493-0.0040692i,0.00060518-0.0025234i,0.00094732-0.0016104i,4.6957e-05-0.00092197i,-0.0007509-6.8725e-05i,-0.0010831-0.00034877i,-0.0002493-0.00023234i,0.00061294+0.00036698i,0.00074619+0.00048154i,0.00060029-2.5198e-05i,0.00039201-0.00071397i,1.8083e-05-2.1922e-05i,-0.00076329+0.00015677i,-0.0015044-9.565e-05i,-0.0015905-0.00010219i,-0.00051225-0.00021683i,0.00033004+6.736e-05i,0.00035059+8.4768e-05i,1.6993e-05-9.8188e-05i,-0.00037993-0.0001824i,-0.00025782-0.00020677i,0.00015513-0.00051012i
-0.004511+0.0025699i,-0.0048411-0.001192i,-0.0035798-0.0021527i,-0.0027295-0.000986i,-0.001888-0.00084179i,-0.0015878-0.00048093i,-0.0014259-5.2844e-05i,-0.001651+3.1241e-05i,-0.0016374-0.00035853i,-0.00072052-0.00037858i,-0.00013956-0.00039613i,-1.2422e-06-0.0010056i,-5.0831e-05-0.00030248i,-0.00085082+0.00035577i,-0.0010038-0.00066348i,-0.00085922-0.00051218i,-0.0006276+0.00026394i,-0.00041498+0.00043892i,-0.00055387+0.00045185i,-0.00068094+0.00020249i,-0.00041813+0.0002415i,-0.00033325+0.0008728i,-0.00057838+0.001025i
0.0024653+0.0069311i,-0.00092464+0.0052724i,-0.0012227+0.0020804i,-0.00026843-0.00084664i,6.8842e-05-0.0013213i,-0.00010931+0.00012659i,-0.00090383+0.00031797i,-0.0011163-9.6127e-05i,-0.00082819-0.00020096i,-0.00067544-0.00055223i,0.00020248-0.00040718i,0.00019568-0.00031157i,-0.00043674-0.0008084i,-0.00083432-0.00068701i,-0.0011455-0.00070876i,-0.00045314-0.00027482i,-5.6338e-05+0.00028877i,-0.000226+0.0010674i,-0.00013899+0.0013861i,8.2039e-05+0.0010883i,-6.6298e-05+0.00025036i,-0.00061676+0.00013119i,-0.00052738+0.00056086i
0.0061068-0.0018241i,0.0024102+0.00050136i,-0.0012401-9.2058e-05i,-0.00232-0.0013043i,-0.002287-0.00090043i,-0.0014764+4.6746e-05i,-0.00059828+0.000642i,-0.00067803+0.00074896i,-0.0013046+0.00034181i,-0.0014182+1.6272e-05i,-0.0002101+0.0003033i,0.00027835-0.0002802i,-0.00030525+0.00024597i,-0.00011598+0.0012669i,0.00074187+0.00038069i,0.00075321-6.6702e-05i,0.00017161+7.1787e-05i,-3.1444e-05-0.00021029i,0.0010961-0.00053096i,0.00077957-0.00060204i,0.00031294-0.0009049i,0.00018851-0.00080543i,-0.00049346+0.00029832i
0.0046817-0.0069449i,0.0052152-0.0043258i,0.0025894-0.0021218i,-0.00016316-0.0016462i,-0.0004037-0.0016174i,-0.00035637-0.0011545i,-0.0010187-0.00076244i,-0.00067875-0.00046167i,-0.0001501+0.00055233i,-0.00049704+0.0011001i,-0.00011629+0.0012122i,0.00066592+0.0013701i,0.00070562+0.00053991i,-0.00030986+5.8999e-05i,-0.00051948+0.00069597i,-0.00028093+0.0002566i,-0.00079049-0.00065552i,-0.00084219-0.00032295i,-0.00059851+4.3939e-05i,-0.00066478-2.3015e-05i,-0.00090842+8.8189e-05i,-0.00060939-0.00043658i,0.00033864-0.00070278i
-0.0041071-0.0051773i,-0.0011986-0.0060435i,0.00090636-0.0040626i,0.00093512-0.0021173i,0.00062935-0.001352i,0.00046014-0.00096082i,1.8957e-05-8.0813e-05i,-5.8846e-05+0.00062576i,0.00074686+0.0011006i,0.0016258+0.0013384i,0.002082+0.00093346i,0.0016235+0.00020461i,0.00045426+0.00014838i,-0.00025939-2.9127e-05i,-0.0005618-0.00050035i,-0.00052336-0.00032932i,-0.00050224-0.00036827i,-0.00028992-0.00062194i,0.00037108+8.7082e-05i,0.00015006+0.00048957i,0.00027612+1.5527e-05i,0.00035876-0.00037006i,-0.00036328-0.00055894i
-0.0065065+0.0002761i,-0.0053505-0.0024206i,-0.0028384-0.002667i,-0.0015111-0.0021396i,-0.0010401-0.0020027i,-0.00017398-0.0021i,0.00039689-0.0013192i,0.00082274-0.0004674i,0.0013659-0.00028371i,0.0015434-0.0002487i,0.00082794-0.00041237i,5.5676e-05-0.00047576i,-0.00053419-0.00034459i,-0.00056089-0.00072806i,-0.00042876-0.0010921i,-0.00062676-0.0016025i,-9.6189e-05-0.00117i,0.00036964-0.00011237i,0.00043959+0.00023176i,-3.5094e-05+4.8743e-05i,0.00049783-7.2862e-05i,0.0010404-7.431e-05i,0.00048229-0.00011635i
-8.8252e-05+0.0080611i,-0.0025489+0.0056941i,-0.0029461+0.0015203i,-0.001972-0.0012881i,-3.4105e-05-0.0016726i,6.388e-05-6.1657e-05i,-0.00072477+0.00039027i,-0.0003221-0.0007396i,-0.0001802-0.0013983i,-0.00096354-0.0014185i,-0.0008492-0.0016116i,-3.9407e-05-0.0011112i,7.1717e-05-0.00018088i,-0.00019322+0.00046008i,-0.00057917+0.00032602i,-0.00040036+0.00036932i,-8.319e-06+0.00049305i,0.00065289-2.5458e-05i,0.00043165+3.7746e-06i,-0.00051023+2.9125e-07i,-0.00058168-0.00014163i,-0.00073226-0.00013223i,-0.00050616-0.00022615i
0.0085296+0.0038017i,0.0038856+0.0034966i,0.00027265+0.00094961i,-0.0001636-0.00076069i,0.00017765-0.0011414i,-0.00072343-0.00071351i,-0.0018234-0.00016562i,-0.00133+0.00058545i,-0.00098484+0.00054845i,-0.00073452-0.00015304i,-0.00035474+0.00012402i,-0.00073503-0.00021026i,-0.0002321-0.00082552i,0.00028119-0.0009848i,-0.00022757-0.0017171i,-0.00030473-0.0012781i,-0.00063186-0.0006452i,-0.00032426-0.00089803i,0.0002601-0.00053597i,0.00023825-0.00024814i,0.00034984-0.00048031i,0.00039129-0.0008639i,0.00015459-0.00018871i
0.0072622-0.0056203i,0.0072048-0.0024496i,0.0041576-0.0005461i,0.00070964-0.00083341i,-0.00086076-0.00061502i,-0.0011255-0.00027699i,-0.00078907-0.00066596i,-0.00067329-0.00034642i,-0.00053657+0.00030749i,-0.00015584+0.00070027i,-0.00025777+0.0011102i,-0.00010552+0.0009169i,-5.3121e-05+0.00024498i,0.00012893-0.00013399i,4.8079e-05-0.00036033i,-0.00033597-0.00063048i,-0.00019895-0.0010159i,0.00055176-0.00033842i,0.00074638+0.00060482i,0.00051767+0.00055203i,0.00099495-0.00025928i,0.0014782-0.00046793i,0.0012739-0.00017866i
-0.0018069-0.0090263i,0.0010248-0.007461i,0.0022964-0.0038968i,0.0012865-0.0011634i,0.00060109-0.00052198i,0.000492-0.00043879i,0.00037371+0.00059144i,0.0004955+0.00091725i,0.00061445+0.00048254i,0.0013284+0.00060055i,0.001885+0.00015477i,0.0014015-0.00045717i,0.0010856+0.00065752i,0.00056485+0.0016002i,-0.00017367+0.00071818i,-0.00042335-0.0004096i,-2.8643e-05-0.00092843i,0.00066062-0.00035372i,0.001088+0.00034132i,0.00079796-7.7102e-05i,0.00025955-0.0004509i,0.00021921-0.00016655i,0.00059206-0.00047949i
-0.0066913-0.0021242i,-0.0041993-0.0067898i,-0.001215-0.0065658i,-0.00023662-0.0052009i,-6.9685e-05-0.0036876i,-0.000706-0.0013276i,-0.00035392+5.2708e-06i,0.00072763-0.00062253i,0.0017402-0.00091193i,0.0021149-0.0008412i,0.0011548-0.00068724i,0.00029156-0.00029261i,0.00034294-0.00034287i,0.00014286-0.00039281i,-0.00030623+8.7983e-05i,-0.00036181+0.00043397i,-0.00056575+0.00057348i,-0.00027547+6.2599e-05i,0.00049092+0.00010365i,0.0005299+0.00078165i,0.00087832+0.00099024i,0.00086375+0.00082306i,-0.00030188+6.6592e-05i
-0.0045278+0.0087078i,-0.0067331+0.0040815i,-0.0047816-0.00028812i,-0.0016453-0.0015411i,-0.00048715-0.0015428i,-0.00037965-0.0017053i,-0.00075812-0.0012878i,-0.00074786-0.0010921i,-7.3664e-05-0.0017273i,0.00020841-0.0018758i,7.5513e-05-0.00067169i,-6.3499e-05+0.00012912i,4.0277e-05-0.00032754i,0.00033716-0.00079718i,0.00078344-0.00073494i,0.00049604-0.00022852i,-0.00017349+0.00057519i,-0.00072945+0.00082269i,-0.00082562+0.00028357i,-0.00010638+0.00013347i,-9.4324e-05+0.00020501i,-0.00035801-4.0275e-05i,-0.00032006-0.00014409i
0.0035296+0.0086382i,-0.00031962+0.0082064i,-0.0030635+0.0047065i,-0.0016584+0.0020142i,0.00047009+0.00019329i,0.00031202-0.00078542i,-0.00074043-0.00078714i,-0.0011766-0.0011086i,-0.0015186-0.0013164i,-0.0016333-0.00081006i,-0.00086373-0.00016337i,-0.00052796+0.00013933i,-0.00015241+6.3491e-05i,0.00043347-0.00024988i,0.0003048-0.00073469i,0.00095073-0.0001823i,0.0010891+0.00034291i,1.3332e-05+2.1404e-06i,-0.0005206-0.0002963i,4.255e-05-0.00035602i,0.00079753+1.2212e-05i,0.00053468+0.00061458i,0.00020222+0.00052095i
