0.002752+0.0006995i,0.0011609-0.0018959i,0.00029207-0.0038199i,0.00028566-0.0037334i,-0.00060008-0.0021885i,-0.0022474-9.4725e-05i,-0.002421+0.00098322i,-0.0005265+0.00093022i,0.0015821-4.4109e-05i,0.0018331-0.00071718i,0.001084-0.00046721i,0.00057131-0.00051782i,0.00097261-0.00088791i,0.00087155-2.1276e-05i,-7.1502e-05+0.00089653i,-0.00048852+0.00050485i,1.9096e-05+6.2763e-05i,0.00067401+3.1993e-05i,0.00047826-0.00017477i,0.0006101+7.6646e-05i,0.00015728+1.1556e-05i,-2.077e-05-0.00011337i,0.00020377+0.00058672i
-0.0002628+0.00062261i,-0.00016041+0.00028432i,-0.00012425+0.00020285i,6.6044e-05-8.5142e-05i,-0.00048167-0.0013237i,-0.00082538-0.0016928i,-0.00068686-0.00043197i,0.00014879+0.00096494i,0.00096456+0.00056381i,0.00059373-0.0005259i,-0.00037477-0.00093066i,-0.00087884-0.00015794i,-0.00033814+0.00045644i,0.00044567-0.00020214i,0.00080516+8.1931e-05i,0.00088185+0.00069375i,0.00030969+0.00092707i,0.00032493+0.00090339i,0.0012425+0.00052368i,0.0013031+0.00019308i,0.00060693-4.047e-05i,0.00017543-4.0814e-05i,0.0002762+0.00056576i
-0.00082512-8.7009e-05i,-0.00093564-0.00094241i,-0.00078012-0.0020095i,-0.00036535-0.0017169i,-0.00012989-0.0013316i,-0.00017286-0.00076203i,0.00031955+0.00049718i,0.00089924+0.00065537i,0.00029637-5.6059e-05i,-7.4315e-06-0.00022925i,0.00016356-8.3562e-06i,0.00013983+5.5298e-05i,-0.00010992+6.2094e-05i,-0.0006117-0.00026724i,4.1031e-05-0.00034406i,7.7571e-05-0.0001914i,-0.00030993+0.00031317i,0.00039427+0.00061582i,0.00057088+0.00063332i,0.00039861+0.00062128i,6.9411e-05+0.0004017i,-5.9696e-07+0.00040539i,0.0003678+0.00070415i
0.0018748+0.0022073i,0.0019245+0.0006792i,0.001884-6.5095e-05i,0.0019414-0.00082852i,0.0015372-0.0018971i,0.00086385-0.0021555i,0.00018095-0.0012503i,5.4862e-06-0.0004776i,-0.00010891-0.00032453i,-0.00040632-0.00058253i,-0.00049042-0.00047257i,-0.0011853+0.00014634i,-0.0014411+0.00038905i,-0.00073159+0.00083401i,-0.00030849+0.0014154i,4.2381e-05+0.0012334i,0.00048493+0.00020302i,0.0012069-0.00045162i,0.0018103-0.00018323i,0.00087648+0.00037489i,5.5738e-05-0.00023546i,-4.8524e-05-0.00071983i,0.00021183-0.00027761i
-0.0014251+0.001175i,-0.00060748+0.0017141i,-0.00055595+0.0018375i,0.00020776+0.00099155i,0.0006854+0.00061475i,-0.00062442-0.00021257i,-0.0012624-0.00025366i,-0.0005281+0.00051798i,-0.00015088-7.5653e-05i,-0.00022781-0.00071604i,-0.00012579-0.00057536i,0.00032625+0.00010164i,0.00013821+0.00061128i,-0.00048742+0.00064041i,-0.00026649+0.00039329i,2.0444e-05+0.00049048i,-0.00070429+0.00067256i,-0.00053797+0.00076371i,0.00023766+0.00078589i,0.00014487+0.00075836i,0.0001394+0.0010354i,0.00010778+0.00083902i,0.00013269+0.00029174i
0.00027985+0.0027758i,-0.00067927+0.0022951i,0.00042263+0.0021952i,0.0018909+0.0018128i,0.0015143+0.00024082i,-0.00025689-0.00075663i,-0.00083574-0.00020141i,-0.00075372+0.0002531i,-0.00059914-0.0005354i,0.00019942-0.0010609i,0.00041018-0.00096061i,0.0003436-0.00086207i,0.0012817-0.00058884i,0.0012183-0.00025987i,-0.00027142-0.00017195i,-0.0010066+0.00058453i,-0.00045549+0.00069247i,-4.8613e-05-0.00066003i,-0.0005102-0.00089591i,-0.00028892-0.00078197i,0.00053418-0.0002107i,-0.00032183+0.00027929i,-0.0011682+5.1695e-05i
0.0010789-6.3148e-05i,0.00059241+0.00020542i,0.00063647-0.001093i,0.00055823-0.0020199i,-0.00018812-0.0018021i,-0.00082732-0.0012363i,-0.00025052-0.00065086i,0.00030524-0.00069647i,0.00072809-0.0012066i,0.00046761-0.0010363i,-0.00020593-0.00028992i,-0.00034574-0.00012797i,-0.00046618+0.00024742i,1.9708e-05+0.00053264i,-3.3002e-05+5.7241e-05i,-0.00021769-0.00041235i,9.161e-05-0.00015447i,0.00050418-0.00035277i,-0.00015686-0.00039236i,-0.00090329-0.00037708i,-0.00032626-0.00071146i,-0.00067762-0.00048035i,-0.001046+0.00037665i
-0.00099543-0.002465i,-0.00065588-0.0021616i,-0.0016565-0.0015433i,-0.0030417-0.0012047i,-0.0022229-0.0008749i,-0.00082373-0.00047432i,-0.00025064+0.00051239i,-0.00015429+0.00042818i,0.00024485-0.00020624i,0.00084336-0.00023753i,0.0007663+6.8586e-05i,0.00039496+0.00063374i,0.00077181+0.00066818i,0.00094267+7.084e-05i,0.0010912-0.00034488i,0.00057023+0.00023443i,-0.00029608+0.00038996i,-0.00050907+0.00014112i,-0.0002658+0.00049158i,-0.00018944+0.00068944i,-0.00023056+0.00046133i,-0.00044179+0.00047146i,-0.00073338-8.858e-06i
-0.0010189-6.9758e-05i,-0.00061959+0.00016832i,-1.4621e-05-0.00056254i,-0.00019721-0.0013741i,0.00020962-0.00046518i,0.0010261+0.00047809i,0.0007108+0.00077069i,0.00041698+0.00049732i,0.00069664+0.00021667i,0.0005022-0.0002139i,-2.3444e-05-0.00077242i,0.00032081-0.00055329i,0.00012597+0.00018415i,0.00020449+0.00019919i,0.00051757-0.00032468i,0.000234-0.0002605i,0.00011255-0.00034575i,0.00018261-0.00024724i,0.00029804-4.0049e-05i,3.1061e-05+0.0003294i,-0.00011026+0.00050015i,5.4219e-05+0.00036059i,0.00010341+0.00061785i
0.0010659-8.3163e-05i,0.0011547+0.00047787i,0.0015098+0.00059297i,0.0018718-0.00067245i,0.00074515-0.0019231i,-0.00034106-0.0020863i,-0.00046428-0.0011304i,-0.00052107-0.00026899i,-0.00043321-0.00072552i,0.00037808-0.00093008i,0.00034776-0.0011333i,-0.00017418-0.0007889i,0.00011123-7.7064e-05i,0.00044835+0.00023932i,0.00049917+0.00018364i,0.00082557+4.7494e-06i,0.00087406-0.00046631i,0.0010117-0.0002443i,0.0011071+0.00058913i,0.00051764+0.00016542i,-0.00044312-0.0005272i,-0.00068928-0.0011169i,-0.00050713-0.00055984i
-0.0005569-0.00055858i,0.00070128-0.0005942i,-0.00085734-5.0078e-05i,-0.0015126+0.00018357i,-0.00066934+0.00026541i,-0.00066177+0.00037182i,-0.00066364+2.3432e-05i,7.6937e-05+0.00015079i,0.00049343-3.1429e-06i,-0.00014028+3.4212e-05i,-0.00044011+0.00089236i,-0.00024444+0.00042435i,-0.00011212-0.00078114i,-0.00027429-0.00071953i,-0.00051382-0.00023322i,-0.0004772-6.5904e-05i,-0.00023762+6.0316e-05i,0.00016938+0.00014142i,0.00010508+0.00046197i,0.0004123+0.00026693i,0.00011601-0.00053416i,1.0187e-05+2.7689e-05i,0.00069566+4.7773e-05i
0.00072231+0.00046041i,0.0020191+0.00023811i,0.0017003+2.0719e-05i,0.0010525-0.00037847i,-0.00011085-0.0014718i,-0.00073573-0.0023474i,-0.00068411-0.0015834i,-0.00042159-0.00066589i,0.00051939-0.00042954i,0.00048985-0.00033042i,0.00012334-0.0010026i,0.00026026-0.00056613i,-3.9973e-05-2.0924e-05i,-0.00041235+0.00015741i,-0.00063608+0.00051899i,-0.00041073+0.0007269i,0.00019771-2.0218e-05i,0.00058625+0.00014158i,0.00070214+0.00053292i,0.00051761+0.00051802i,-9.6985e-05+0.00044809i,0.00010146-8.5772e-06i,0.00037343-8.7402e-06i
-0.0014441-0.0013551i,-0.00036609-0.001196i,-0.00032655-0.0017739i,-0.0012028-0.0017081i,-0.0012322-0.0012386i,-0.00024615-0.00044177i,-7.4356e-07+0.00030712i,-0.00028141+0.00026677i,6.2675e-06-0.000257i,0.00014691-6.7116e-05i,0.00042117+0.00010054i,0.00085784+0.00020262i,0.00089948+0.00018792i,0.00087339+0.00035242i,0.00076731+0.00041627i,0.00042062-0.00048778i,0.00015549-0.00084059i,0.0002759-0.0002199i,0.00048516+0.00051909i,0.00059326+0.00051252i,0.00099703-5.1595e-05i,0.0012075-0.00022539i,0.00014796+9.3709e-05i
0.0008726-0.0004477i,0.00062443-0.0008943i,0.00063753-0.0020588i,0.0001194-0.0023444i,-0.00014628-0.0016795i,-0.00019665-0.00060695i,-0.0003998+0.00052286i,-0.00075871+0.00083462i,-1.8329e-05+0.0005902i,0.00016692+0.00017948i,0.00010348-3.6725e-05i,0.00031921+0.00015957i,-0.00028349-0.00025901i,-0.0004217-0.00060912i,0.00039897+0.00021299i,0.00098979+0.00036168i,0.00028357-0.00066432i,-0.00062828-0.00093853i,-0.00073795-0.00042259i,0.00038054+3.5439e-05i,0.00027115+0.00026513i,-0.00043846+0.00021015i,-0.0010134+0.00073234i
-0.00063833+0.00026967i,-0.00038231+0.00069903i,-0.00023302+0.00052027i,-0.00026027+0.00019214i,0.00037875-0.00054542i,0.00080447+8.0632e-05i,-7.1992e-05+0.00059062i,4.5859e-05-0.00064386i,0.00018926-0.00066352i,0.00057924-0.00025925i,0.00064897-0.00040348i,0.00056089-0.00075005i,0.00075448-0.00023756i,0.00055442+0.00035246i,0.00018169+0.00017626i,0.00016467+0.000493i,0.0010865+0.0011242i,0.00061361+0.00085862i,2.6725e-06-9.2985e-05i,0.00029566-0.00067231i,0.00015154-0.0003959i,-0.00055855+0.00013227i,-0.00054538+0.0003981i
-0.00087703+0.0015801i,0.00028444+0.0026703i,0.00071487+0.0017969i,0.0011597-0.00051882i,0.0010221-0.0016483i,-0.0011686-0.0015735i,-0.0020023-0.00078564i,-0.00053391-0.00010304i,-0.00012181+0.00015087i,-0.0001803-0.00034072i,0.0007977-0.00062808i,0.00081088-0.00062822i,-0.00023638+7.5382e-05i,-0.00066287+0.00015601i,-0.00090333-0.00036771i,-0.00078017-0.0003427i,-0.00015507+7.954e-05i,0.00036112+0.00049312i,0.00056074+0.00054857i,0.00066063-0.00011485i,0.00014206-0.00068002i,-0.00062856-0.00038481i,5.1557e-05-0.00043345i
-0.00017072-0.00083667i,-0.00071882-0.0011224i,-0.0013541-0.00086791i,6.8947e-05-0.00051162i,0.00019077+0.00033207i,-0.0013291+0.00035589i,-0.00077375+4.1131e-05i,0.00091898+0.00048185i,0.0011074+0.0010367i,-0.00032614+0.001392i,-0.00076486+0.00076401i,-0.00042895-0.00010538i,-0.00046282-0.00053966i,0.00010806-0.00075391i,0.00060195-0.00063327i,0.00037063-0.00030526i,0.00016138-7.7503e-05i,0.00019809+0.00011021i,0.00015372+0.00035728i,-0.00021191-4.2152e-05i,-0.00027407-0.0004759i,-0.0002723-0.00033667i,-0.00055292+5.4829e-05i
-0.0014794-0.0011891i,-0.0012617-0.00085164i,-0.00088195-0.0012086i,-0.00035659-0.0011968i,-0.00058726-0.0006293i,-0.00077992-0.00010445i,-0.00082225+0.0003183i,-0.00054143+0.00039694i,7.8086e-05+0.00038122i,8.0047e-05-0.0001651i,0.00029267-0.00059776i,0.00075874-0.00044837i,0.00033253-0.00048922i,-0.00013707-0.00015227i,-0.00012776+0.00056613i,-0.0001836+0.00051932i,0.00013677+0.00017841i,0.00055317+0.00011327i,0.0010947+0.00025813i,0.0011943+0.00021183i,0.00051953+8.7063e-05i,0.00098358-2.9656e-05i,0.0015443-2.5267e-05i
0.00052469+0.0015476i,0.00059029+0.00091507i,0.0017322+0.00079732i,0.0020001+7.4842e-05i,0.0011825-0.001611i,-0.00052209-0.0013997i,-0.0014172-0.0002169i,9.4754e-05+0.00055314i,0.0011194-3.9042e-05i,0.00077203-0.00077982i,0.00030994-0.00095694i,-0.00021823-0.00039466i,-0.0011624+6.0096e-05i,-0.0014003-0.00052419i,-0.00099966-0.0003675i,-0.00055202+0.00021837i,-0.00031839-0.00010437i,0.00010481+4.353e-06i,0.00058873+0.00076898i,0.00032356+0.00029365i,-0.0004737-0.00055435i,-0.00096894-0.00040795i,5.0225e-07+1.9366e-05i
0.00034383-0.00033879i,0.0010045+0.00028531i,0.00080685+0.0002548i,0.00058045+0.00030419i,-0.00010598-6.5004e-05i,-0.001217-0.00046919i,-0.001544-0.00017894i,-0.00073509+7.8428e-05i,-0.00029098-0.00016847i,-0.00015953-0.00012647i,0.0001569+0.00057646i,-0.0003707+0.00089496i,-0.00085635+0.00069601i,-0.00066116+0.00043899i,-0.0010198+0.00011363i,-0.00065234+0.00010466i,-0.00016931+0.00039655i,-0.0002406+0.00018732i,0.00034094-0.00056446i,0.0012732-0.0012642i,0.0014149-0.0013926i,0.00039075-0.00092119i,-0.00026638-0.00017378i
-0.00028808+0.0011631i,-0.00055028+0.00065715i,0.00074016-0.00023216i,0.0015674-0.00042643i,0.0014104-0.00067886i,-0.0001358-0.00096912i,-0.00092151-0.0013039i,-0.00043898-0.0010873i,0.00039764-0.0011273i,0.00062921-0.0010081i,-0.00024668-0.00057069i,-0.00059383-1.8545e-05i,-0.0001851-9.8332e-05i,-0.00045719+0.00025439i,-0.00034722-0.00012445i,0.00024948-0.00045377i,0.00049662+0.00053115i,0.00063756+0.00097422i,0.00053073+0.00099252i,-0.00011087+0.00064502i,0.0001305-0.00040568i,0.0008403-0.00067597i,0.00017008-0.00010348i
0.00013622-0.0011403i,0.00035427-0.0004045i,0.00049325+0.0001772i,0.00037921-0.00021977i,0.00028511-0.0012289i,-0.00077055-0.0014381i,-0.0012832-4.9916e-05i,-0.00057945+0.00094934i,-0.00016608+0.0006082i,-6.3983e-05+0.00036672i,-0.00039083+0.00051685i,-0.0011447+0.0003386i,-0.0013436+8.447e-05i,-0.00043664+0.00032418i,4.5978e-05+0.0010675i,-0.00051815+0.00067124i,-0.00024619-0.00026117i,0.00053637-0.00018122i,0.0007323+0.00036224i,0.00040548+0.00024459i,-0.00026247+0.0001381i,-0.00017411+0.0003037i,-0.00037513+0.00015849i
0.00051123+0.002361i,0.00028919+0.00255i,0.00063634+0.0019468i,0.001288+0.00014526i,0.0013725-0.0012538i,0.00070244-0.0017537i,-0.00033237-0.00063955i,-0.00024688+0.00059733i,0.0010966+0.00021427i,0.00087777-0.00062862i,0.0001495-0.0016643i,0.00020034-0.0016288i,0.00014885-0.00066561i,-0.00066338-0.00017045i,-0.00083013+0.00014394i,4.9376e-05-1.0687e-05i,-7.8061e-05+8.7254e-05i,-0.00039173+0.00083591i,0.00085875+0.001556i,0.00095311+0.00092293i,0.00046104+0.00018259i,0.00027909+0.00069352i,0.00063677+0.00070425i
0.0030666+0.0019743i,0.003377+0.0024676i,0.0034741+0.00019564i,0.0043495-0.0026076i,0.0034316-0.0037703i,0.00073476-0.0022679i,-0.00090998-0.00075172i,-0.0002385+0.00046734i,0.00093757+0.00076568i,0.00036716+1.1101e-05i,-0.001304-0.00011093i,-0.0019506+3.67e-05i,-0.0010518-0.00012025i,-9.6014e-05+0.00067973i,0.0006051+0.0015274i,0.00056894+0.00041749i,0.00021475-6.1309e-05i,0.00034025+0.00025873i,0.0009645+0.00028365i,0.0010077+0.00017512i,1.2922e-05+0.00022079i,-0.0013421+0.0010128i,-0.00085175+0.00073974i
0.0004792+0.0010289i,0.0013852+0.0010568i,0.0013611+0.00069115i,0.0014383+0.00025849i,0.00076793-0.00016419i,-0.00054416-0.00075i,-0.00064378-0.00048205i,-0.00010887-0.00012678i,8.4709e-06-0.00035689i,0.00044185-0.00063158i,0.00080678-0.00023935i,9.6785e-05+0.00017024i,-0.00082052+0.00051214i,-0.00048465+0.00067513i,-6.3378e-05+0.00093388i,0.00011039+0.0011173i,0.00058809+0.0010652i,0.00031326+7.9507e-05i,8.572e-05-0.0007506i,0.00028581-0.00054573i,-6.5315e-05-0.00021419i,-0.0008522-0.00017901i,-0.00084021+0.00010382i
0.0003463-0.00020715i,0.00025903-0.00056466i,-0.00052118-0.0010632i,-0.0010408-0.00032918i,-0.0011142-7.6379e-05i,-0.00041776-0.00056731i,-0.00090102-0.00045903i,-0.0012219+8.604e-05i,-0.00023153+0.00061275i,0.00019199+0.00059807i,0.00039778+0.00068648i,0.0004781+0.0009862i,0.00024167+0.00022084i,4.1808e-05-0.00028672i,0.00049173-4.453e-05i,0.0010733+0.00046487i,0.00047452-3.9596e-05i,-0.00052361-0.00036184i,-0.0007239-0.00062081i,-0.00031829-5.6456e-05i,-0.00030872+0.00027539i,-0.00030544-0.00036482i,-0.00030335+1.4514e-05i
0.0019702-0.00069355i,0.00078624-0.0021312i,0.0004125-0.0028189i,0.00028041-0.002591i,0.00027759-0.0022394i,-8.4738e-05-0.0014129i,-0.00065433-0.00024185i,-0.00032165-0.00011121i,0.00024213-0.00024406i,0.00033368-0.00056601i,0.00062028-0.00082606i,5.4559e-05-0.0003981i,4.9082e-05+0.00037455i,0.00039259+0.0011535i,0.00055994+0.00097253i,0.0005093+0.00083455i,0.00053183+0.00078605i,0.00049027+0.00015549i,0.00023541-0.00048162i,0.00083395-0.0001861i,0.00062285-7.3105e-05i,-0.00054994-0.00026885i,-0.00074887+0.000264i
-0.00030355-0.0012693i,-0.00030864-0.0014235i,-0.0010702-0.0016711i,-0.0012743-0.0015774i,-0.00013474-0.00092601i,0.00076637-6.3825e-05i,0.00043661+0.00081274i,8.8537e-06+0.0010405i,-0.0002712+0.00053193i,-0.00037161-4.4853e-05i,0.00012738+1.5874e-05i,0.00034124+1.0111e-05i,7.1525e-06-0.0001533i,-0.00012478-0.00036968i,0.00033861-0.00035883i,0.00065203-0.00028171i,0.00082926+0.00038292i,0.00052218+0.0010694i,8.3095e-05+0.00020786i,-1.8351e-05-0.00030794i,-0.00034975-0.00012278i,-0.00026324-0.00099671i,0.00036843-0.001193i
-0.0014888+0.00062808i,-0.0011801+0.00034866i,-0.00088396+0.00078662i,-4.1991e-05+0.00034833i,0.00071666-0.00054358i,0.00024872-0.0008346i,-0.00057881-0.00056253i,-0.00026493-8.6698e-05i,0.00037342-3.0065e-05i,-0.00021831-9.6029e-05i,-0.00021003-0.00025338i,0.001005-0.00067952i,0.00077846-0.00032283i,-3.3229e-05+0.00020334i,-0.00039697+0.00066678i,0.0004945+0.00054078i,0.0010048+0.00036695i,0.00021091+0.00017448i,-5.802e-05+0.00027288i,0.00039466+0.00094368i,0.00051376+0.0013703i,0.00019548+0.0014068i,-3.2428e-05+0.00080615i
-0.0011138-4.7941e-05i,-0.0011152+0.00023565i,-0.0011177+0.00031324i,3.4565e-05-0.00043377i,0.00073793-0.001428i,0.00067992-0.0013678i,0.00029864-0.00041253i,-7.2318e-05+0.00043429i,0.00056779+0.00088168i,0.00081045+0.0006341i,0.00071698+5.3772e-06i,0.00038775-0.00021095i,0.00029499+1.7371e-05i,0.00010691-0.00022217i,0.00012801-0.00053735i,8.2999e-05-0.00010169i,-9.8312e-05+0.00051504i,-0.00021201+0.00051315i,-0.0003816-0.00014625i,-0.00058337-0.00055693i,-0.00080612-0.00057547i,-0.00049655+0.00022339i,-8.5841e-05+0.00072648i
0.00078543+0.00093368i,0.0012108+0.00038897i,0.0013346+0.00044649i,0.00096487+0.00014122i,0.0005252-0.0012512i,0.00032771-0.0017434i,-0.00017257-0.0010214i,0.00022326-0.00018156i,0.0008826+0.00055513i,0.00069759+0.00040202i,-0.00011462-0.00045113i,-0.00047041-0.00036728i,-3.9636e-05-0.00051382i,-0.00037696-0.00032826i,-0.0010099+0.00027631i,-0.00079716+0.00029547i,-0.00076075+0.00047116i,-0.00044994+0.00075545i,0.0003414+0.00042111i,0.00070074-2.7896e-05i,-2.8837e-05+0.00041039i,-0.00034113+0.00048869i,7.6402e-05-1.4728e-05i
0.0013717-0.0015377i,0.001521-0.0023494i,0.00097766-0.0023906i,0.00057769-0.0021345i,-0.00023345-0.0018009i,-0.0012059-0.00102i,-0.0014301-0.00058205i,-0.00098431-0.00018836i,-0.00026162+9.9169e-05i,-0.00016501+0.0002771i,-0.00015773+0.00022373i,0.00016946+0.00016565i,0.00035763+0.00045624i,-6.2205e-05+0.00037112i,-1.4299e-05+0.00042853i,0.00013536+0.00053089i,0.00042107-9.7863e-05i,0.00073639-0.00045036i,0.00082551-7.6993e-05i,0.00023923+0.00019555i,-0.0004655+0.00047152i,-0.0004816+0.00071717i,-0.00029466+0.0001735i
0.00056831-0.0022267i,4.9256e-05-0.0023466i,-6.9232e-05-0.0023797i,-0.0013237-0.0020552i,-0.0010671-0.0015547i,-0.00059632-0.00072694i,-0.0010873-0.00058378i,-0.0007771-0.0008581i,-0.00066641-0.0002614i,8.7001e-06+5.027e-05i,0.00056758-0.00022494i,0.0001073+0.00013182i,0.0002355+6.6025e-05i,0.00022023-0.00079924i,0.00047331-0.00068564i,0.0010739+0.0002096i,0.00097052+0.00022232i,0.0003979-0.00043017i,0.00027496-0.00027883i,0.00030796-0.00020211i,-0.00018021-0.0003985i,-0.00027222-0.00034854i,-0.00022724-0.00015335i
0.0019315-0.00083188i,0.0013541-0.0012674i,0.0014192-0.001524i,0.00051728-0.0028541i,0.0005466-0.0035291i,0.00052155-0.0022979i,-0.00049128-0.00079759i,-0.0013313+0.00029308i,-0.00075776+0.00016638i,0.00017405-0.00073905i,0.00045985-0.0010012i,-8.0769e-05-0.00090564i,-0.00062357-0.00058965i,-0.00032689+0.00046996i,0.00069802+0.00072885i,0.00090676+0.00036778i,0.00055588+6.1081e-06i,7.8327e-05+8.7459e-05i,-0.00025024+0.0009151i,-4.8094e-05+0.00022863i,0.00010602-0.00077477i,-0.00019273-0.00048648i,-0.00041261+0.00047474i
0.0016397-0.00024954i,0.0021122-0.00164i,0.0010296-0.0013931i,0.00024483-0.001083i,0.00084398-0.0012329i,0.0011806-0.00084957i,0.00083307-0.0004154i,0.00044926-0.000102i,0.0009412-0.00032338i,0.00074874-0.00089669i,-0.00039298-0.00019434i,-0.00080431+9.0391e-05i,-0.00048204+0.00018204i,0.00013057+0.00022348i,0.00016464+0.0004074i,-0.00013653+0.00054854i,0.00074542-0.00039927i,0.0016201-0.00051423i,0.00074436-0.00056823i,0.00012402-0.00079594i,0.00022352-3.836e-05i,1.3779e-05+0.00052121i,0.00022484+0.00081704i
-0.00059291-0.0012622i,-0.0011905-0.001376i,-0.001785-0.0021755i,-0.0019751-0.0016486i,-0.001498-8.8911e-06i,-0.0010965+0.0016865i,-0.0014937+0.0021228i,-0.0008313+0.0013895i,0.00039636+0.0010736i,0.00063608+0.0013233i,0.00058047+0.00063664i,0.00067832+0.00023693i,0.00078639+0.00011834i,6.1625e-06-0.00014508i,-0.00074555+0.00021462i,-0.00046782+0.00029591i,-2.2389e-05-0.00019126i,-0.00017748-3.2365e-05i,-0.00012415+6.1519e-05i,0.00040259-8.178e-05i,0.00031204+0.00032266i,5.1225e-05+0.00027499i,0.00071353-0.000204i
0.0012587-6.2229e-05i,0.0016485-0.00077961i,0.0018876-0.00095766i,0.0021305-0.001355i,0.0016819-0.0012879i,0.00089689-0.00017115i,0.0009036+0.00024717i,0.00069332+0.00025541i,0.00013815+0.00030979i,0.0003939+0.00028477i,0.00087238-0.00023843i,0.00061002-0.00033875i,0.0001674+0.00048104i,-0.00015131+0.00020598i,-0.00043087-0.00029058i,-0.00051443-9.3544e-05i,-9.6355e-05+0.00013938i,5.1696e-05+0.00059857i,-0.000367+2.9615e-05i,-0.00092961-0.00081025i,-0.00099782-0.00067293i,-0.00069882+2.0366e-05i,-0.00047381+0.00052831i
0.0010036-0.00065644i,0.00059845-0.00024382i,-0.00038789+3.6719e-05i,-0.00080568-4.1538e-05i,-0.00073757-0.0006647i,-0.00066783-0.00031754i,-0.00034612-2.1251e-05i,0.00026416+0.00045506i,0.0007149+0.00052206i,0.00038716-0.00063563i,-0.00029648-0.00054703i,-0.00031613+0.0001129i,-0.0006034+9.3481e-05i,-0.0013151-0.00020324i,-0.00037755-0.00042499i,0.00080422-0.00035378i,0.00066563+0.00020657i,0.00058997+0.00088412i,0.00071887+0.00069567i,0.00067869-0.00035082i,-3.9313e-06-0.00052945i,-0.00049396-0.00026867i,-0.00055969+0.00019898i
0.00045317+0.0010838i,0.0005999-0.00051337i,0.00048024-0.002006i,0.00012798-0.0023833i,-0.00093726-0.0017261i,-0.0018855-0.0011946i,-0.0019658-0.00086662i,-0.00042225-0.00044262i,0.00065903-3.972e-05i,0.00081792-0.0003956i,0.0011255-0.00070596i,0.0007109-0.00062088i,0.00011857-0.00040691i,-0.00022253+0.00056128i,-0.00028766+0.00092388i,-9.9259e-07+0.00098869i,-0.0001398+0.0015174i,-0.00041235+0.0011794i,-0.00030274-0.00015242i,9.2057e-05-0.00084551i,0.00014424-7.5178e-05i,-0.00017277+0.00028589i,-0.00049564+0.00039965i
-0.00010103+0.0022463i,2.1048e-05+0.0019296i,0.00083629+0.0011487i,0.0020179-0.00081604i,0.0020927-0.0016805i,0.0014823-0.0011212i,0.0010216-7.7268e-06i,0.00052432+0.00076419i,0.00058569+0.00056307i,0.00078737+0.0002109i,-0.00028472-0.00022489i,-0.0012129+4.944e-05i,-0.00080671+0.00039233i,-0.00018993+0.00057383i,0.00013328+0.00067672i,-0.00045319+0.00066296i,-0.0010086+0.00070329i,-0.00026016+0.00024434i,0.0011184+7.1454e-05i,0.0012074+8.1081e-05i,0.00041129+0.00012584i,-0.00044646+3.6513e-05i,-0.00062822+0.00024566i
-0.001378-0.00051419i,-0.0011224-0.00084769i,-0.00098963-0.0018639i,-0.0015558-0.00097586i,-0.0017782-0.00058337i,-0.0011764-0.00089498i,-0.000493-8.036e-05i,0.00052429+0.00097579i,0.00071506+0.000946i,0.00073013+9.1806e-05i,0.00053756-0.00017759i,4.7887e-05+0.00039517i,-0.0001769+0.00081302i,-6.8046e-05+0.00071919i,-0.00052675+4.6925e-05i,-0.00058422-0.00014046i,-6.0838e-05+0.00028033i,-0.00025462+0.00011648i,2.2422e-05-0.00047429i,-5.7957e-05-0.00026153i,-0.00085316-3.7907e-05i,-0.00065051+0.00018217i,-0.00022625+0.00034248i
-0.0011965+0.00094074i,-0.00067451+0.00082616i,0.0008014+0.00054549i,0.0012715-6.2328e-05i,0.00056971-0.001137i,-0.0002081-0.0010892i,-0.00097235-0.00072261i,-0.00097242-0.00064881i,0.00023719-0.00040431i,0.00090148-0.0004783i,0.00025224-0.0011449i,-0.00064672-0.00097772i,-0.00067568+1.4615e-05i,-0.00061379+0.00019807i,-0.00029528+1.9009e-05i,-0.00011129+8.9256e-05i,-0.00039209+0.00032239i,-0.00015604+0.00070553i,9.6874e-05+0.00057246i,2.6429e-05-0.00025227i,2.7225e-05-0.00065112i,0.000307-0.00015825i,4.2567e-05+0.00033987i
0.0013887+0.0013558i,0.0019664+0.0017966i,0.0032366+0.0019679i,0.0030236+0.0011005i,0.0022263-9.4732e-05i,0.0010007-0.0012772i,0.00037785-0.00093314i,0.0007007+0.00057167i,0.0011983+0.00083111i,0.00078214+0.00028385i,-9.767e-05-0.00062733i,-0.0007894-0.00091604i,-0.00085111-0.00035113i,-0.00014986+4.9568e-05i,0.00023991+0.00038203i,-0.00012031+0.0011365i,-0.00040909+0.00089036i,0.00022952+0.00038937i,0.0003084+0.00022052i,0.00024647+0.00023171i,0.00042425+0.00071828i,0.00040823+0.0014961i,0.00036478+0.00087367i
