-0.0014255-0.00023618i,0.00035244-0.00011015i,0.00072572+0.00098355i,0.00039586+0.0009792i,-3.605e-05+0.00025467i,0.00089412+0.0006022i,0.0012199+0.0006135i,0.00047613+4.6195e-05i,0.00047093+0.00011323i,0.00082073+0.00070837i,0.00079779+0.00080118i,0.00034371-0.00020989i,0.00025032-0.0011284i,0.00038763-0.0011973i,0.00068534-0.00090021i,0.00017105-0.00047552i,-0.00041283-0.00057527i,-9.9066e-06-0.00072951i,0.00044632-0.00042727i,0.00059404+6.1168e-05i,4.1887e-05+0.00028447i,-0.00047807+0.00048925i,-0.00085106+0.00054215i
0.00061876-0.0066681i,0.00079481-0.011228i,0.0023698-0.013649i,0.0033095-0.012765i,0.0016039-0.0076707i,0.0026109-0.0026904i,0.0068825-0.00045046i,0.0079902+0.0010561i,0.00525+0.0013715i,0.00154+0.0015782i,-0.0019493+0.0019568i,-0.0034902+0.0015818i,-0.0031328+0.0013334i,-0.0021363+0.00084511i,-0.0017438+0.00013491i,-0.0018881-0.00065803i,-0.0011802-0.0013807i,1.3289e-05-0.001555i,0.00094803-0.00075499i,0.0016042+0.00041252i,0.0014836+0.00049898i,0.00055236-6.3466e-05i,3.0757e-05-6.7225e-05i
0.002898-0.0023201i,0.0014142-0.0069791i,-0.0033016-0.012834i,-0.0067877-0.014459i,-0.0047607-0.0096229i,-0.00031315-0.0017591i,0.001391+0.0037082i,-0.00030043+0.0049831i,-0.0017039+0.0043907i,-0.001613+0.0029029i,-0.0019751+0.00046318i,-0.0024198-0.00032604i,-0.0020198-0.00037189i,-0.0019963-0.00065022i,-0.0012185-0.00069022i,0.00024197-0.00061144i,0.0009278-0.00014788i,0.0010466-9.7417e-05i,0.0015102-0.00081052i,0.00041871-0.001282i,-0.00084222-0.0011078i,-0.00036764-0.00095838i,0.00039141-0.0016169i
0.00084421+0.0040091i,-0.0012806+0.0056156i,-0.007792+0.0058828i,-0.012699+0.0053811i,-0.009913+0.0054613i,-0.0041399+0.0066086i,-0.0012326+0.0081781i,-0.00085946+0.0072224i,-0.00081293+0.0044788i,-0.00074469+0.001993i,-0.001247+0.0001697i,-0.0013334-0.00016839i,-0.0010421+0.00062629i,-0.0005674+0.00040011i,-0.00031981-0.00061076i,8.7281e-05-0.0015234i,-0.00020641-0.0017071i,-0.0013848-0.00087797i,-0.0016778+1.1126e-05i,-0.0013353+0.00068498i,-0.0011095+0.00082655i,-0.00088388+0.00030681i,-0.00047959+0.00086873i
-0.001076+0.0031928i,-0.0024512+0.0055681i,-0.004478+0.0087037i,-0.0032663+0.010179i,-0.0010907+0.0074158i,-0.0020673+0.0025548i,-0.0040817-0.00071036i,-0.0042304-0.0020116i,-0.0020742-0.002556i,-0.00069127-0.0023422i,-0.0015378-0.0023771i,-0.0020753-0.0031827i,-0.0015119-0.0022544i,-0.00024886-0.0012646i,0.00081138-0.0012292i,0.001464-0.00096294i,0.0013856-0.00043164i,0.0010837+0.00034942i,0.0010311+0.00029053i,0.00075695-0.00025087i,0.00059301-0.00033839i,0.00087221-0.00018939i,0.00057246-0.00049027i
-0.0012438-0.002837i,-0.0010046-0.0013462i,0.0019191+0.0033604i,0.0046177+0.0078319i,0.0037737+0.0066579i,0.00021954+0.0023797i,-0.0016132-0.0013708i,0.00074467-0.0030839i,0.0024591-0.00214i,0.0020679-0.00052314i,0.0022455+0.0001462i,0.0032025+0.00039802i,0.0036013+0.00044779i,0.0031113+0.0012811i,0.0019829+0.0021727i,0.001436+0.0005433i,0.0006827-0.00098586i,-0.00054088-0.00025171i,-0.0010464+0.00036141i,-0.00076447+0.00096437i,-0.00028132+0.0011481i,-4.6734e-05+0.00058967i,0.00074342-0.00028092i
0.0026552-0.0018221i,0.0081505-0.002391i,0.013692-0.0030773i,0.015366-0.00501i,0.01043-0.0067447i,0.0041118-0.0074423i,0.0019073-0.0075866i,0.0013337-0.006365i,0.00040165-0.0031376i,-0.00043411+0.00034075i,-0.00026842+0.0022706i,0.00047058+0.0031338i,-6.8342e-05+0.0028052i,-0.0016059+0.00077111i,-0.0021212+0.00033819i,-0.0019108+0.0012323i,-0.0014313+0.0011086i,-0.00017478+0.00023102i,0.001468-5.8315e-05i,0.0023648-0.00056279i,0.0016312-0.0011756i,0.00078454-0.0010159i,0.00013598-0.00059205i
0.00087755-0.00050206i,0.0026707-0.0028123i,0.0020608-0.0082641i,-0.00062965-0.011257i,-0.0038428-0.0077099i,-0.0028933-0.0026704i,0.00096048-0.00066868i,0.0025379-0.00023036i,0.00079514+0.0013327i,-0.0010433+0.0022388i,-0.001755+0.002255i,-0.0022691+0.0017791i,-0.0022876+0.001219i,-0.001719+0.0011098i,-0.00083787+0.0013037i,-8.5801e-05+0.00093972i,2.0857e-05-0.00069137i,-0.0005455-0.0016647i,-0.0010348-0.001379i,-0.001406-0.0020964i,-0.0012978-0.0014643i,-0.00064268-0.00012281i,-0.00071918+0.00010114i
-0.0016123-0.0034547i,-0.0050717-0.0039747i,-0.0077244-0.0072126i,-0.0076082-0.0079856i,-0.0034066-0.0030971i,0.0019075+0.0013126i,0.0046429+0.0012193i,0.0035437-0.0021583i,0.0011121-0.0034799i,0.00085291-0.0016238i,0.00071704-0.00013437i,-0.00013523+0.0007052i,-0.00045013+0.0009273i,0.00041682-4.2176e-05i,0.0016705-0.00054023i,0.0011072+0.00040829i,0.00071972+0.0010622i,0.0010103+0.00065512i,0.0011136-0.00037198i,0.0010637-0.00037211i,0.00064706-0.00064908i,0.00020668-0.0015549i,-3.4495e-05-0.0013971i
-0.0032004-0.0011112i,-0.0082936-0.0022033i,-0.013884-0.00050408i,-0.014749+0.0027585i,-0.008855+0.002921i,-0.0021977+0.0028382i,0.0011709+0.0035652i,0.00094263+0.0026641i,-5.0843e-05+0.00097513i,-0.0005891+0.00017612i,-0.00069511+0.00032624i,-0.00080611+0.0017854i,-0.00092595+0.00346i,-0.00056844+0.0031767i,-0.00036092+0.0020771i,0.00039768+0.00083091i,0.00044241-0.00074541i,-0.00045082-0.00067556i,-0.0007941-7.0441e-05i,-0.0014566-0.00026495i,-0.0012631-0.00018242i,-0.00077233+0.00030642i,-0.00087909+0.00049984i
0.0017694-0.0028989i,0.0025508-0.0010844i,0.0015961+0.0038536i,0.00056963+0.0071607i,0.0004855+0.0062245i,0.0008952+0.0031099i,0.0010876+0.0010875i,0.0012682+7.4426e-05i,0.0013535-0.00087812i,0.0009877-0.0017015i,0.00034728-0.0016872i,6.4882e-05-0.00089117i,0.0010648-0.0012066i,0.0020455-0.0015746i,0.0016132-0.001475i,0.00086883-0.000373i,0.00033856+0.0010267i,6.4295e-05+0.00097438i,0.001032+0.0008292i,0.0015518+0.00048727i,0.00071951+0.00085469i,3.8526e-05+0.0010246i,3.3781e-05+0.00039047i
0.0035007+0.0023988i,0.0064434+0.0069044i,0.0089199+0.010225i,0.006456+0.0080887i,0.0009955+0.004189i,-0.0018991+0.0017401i,-0.0016935+0.0012441i,-0.0010077+0.0029092i,-0.00030618+0.0032746i,0.00095292+0.001652i,0.00083352+0.00049823i,0.00047186+0.00054836i,0.00037658+0.0015556i,-0.00021437+0.0020404i,-0.00048996+0.0018038i,-0.00075603+0.00050859i,-0.00030049-0.0003799i,0.00076273+0.00035418i,0.0001128+0.00027943i,-0.00042512+0.00030214i,-2.1234e-05+0.00037121i,0.00031451-0.00036832i,0.00040078-0.0010387i
-0.0014929-0.0030999i,-0.0011581-0.0036592i,0.0021647-0.004589i,0.0062343-0.0039338i,0.005199-0.0016963i,0.0030634-0.00093499i,0.0022876-0.0013306i,0.00084452-0.00087226i,-0.00042972+0.00043182i,-0.00063045+0.0012425i,-0.00065308+0.0017054i,-0.00064726+0.0023061i,-0.00041623+0.0017155i,-0.00037153+0.00069232i,-1.3148e-05-0.00013061i,-5.1944e-05+0.00011273i,-0.00013599+0.00089944i,-0.00016299+0.00099717i,0.00055813+0.00042111i,0.0014368-0.00014351i,0.00082506-0.0010389i,-0.00016928-0.0010385i,-0.0004099-0.00065381i
-0.0010688-0.0011882i,-0.00052017-0.0042449i,-0.00039409-0.0071604i,-0.00069703-0.008106i,-0.0016865-0.0069795i,-0.0028356-0.0037662i,-0.0023301-0.00082344i,-0.00096312-0.0004239i,-0.00057948-0.00033904i,-0.00060224+0.00076981i,-0.0012516+0.0011634i,-0.0017807+0.00011087i,-0.0010645-0.00017099i,-0.00067759+0.0010251i,-0.00043597+0.0021119i,-0.00033771+0.0021106i,-0.00051158+0.00047186i,-4.4252e-05-0.00092519i,0.00020555-0.0015309i,-2.9045e-05-0.0020842i,8.2004e-05-0.0022081i,1.5636e-05-0.0016086i,-0.00016717-0.00092537i
-0.00065478-0.0031595i,-0.0018486-0.0056757i,-0.0042772-0.0071628i,-0.0054753-0.0066536i,-0.0047164-0.0037864i,-0.0028929-0.0011706i,-0.0002708-0.0010322i,0.0010019-0.0019502i,0.0002911-0.0021236i,-0.00045139-0.00064269i,0.00018432+0.00015862i,0.0013969-0.00023353i,0.0014284-0.00018221i,0.0013593+0.00010276i,0.0010354+4.7925e-05i,0.00031373+0.0002667i,-0.00018905+0.00031228i,-0.00094048+0.00029244i,-0.00088166+9.3433e-05i,-0.00074582+1.3411e-05i,-0.0011526+0.0001699i,-0.0007206+0.00042045i,6.5647e-05+0.00048283i
-0.00041952-0.0012913i,-0.0027451+0.00087792i,-0.0067216+0.0017823i,-0.0081885+0.0025967i,-0.0050685+0.0021613i,0.00047288-0.00013541i,0.0028695-0.0025741i,0.0024034-0.0034719i,0.00083906-0.0027514i,-0.0005288-0.00096183i,-0.0003638+0.00083342i,-0.00024901+0.0019282i,-0.0008945+0.0016577i,-0.00091929+0.00067009i,-0.00047832+0.0010502i,-0.00037453+0.0013679i,-0.00018681-0.00022036i,-0.00040309-0.0011605i,-1.3779e-05-0.00071722i,0.00043044-0.00079723i,-0.00097873-0.00090836i,-0.0015327-0.00086782i,-0.00036456-0.00054681i
0.00097237-0.001241i,-0.0019828+0.0016695i,-0.004249+0.0051308i,-0.0038318+0.008033i,-0.0026359+0.0076038i,-0.00096068+0.0044442i,0.00062675+0.0017588i,0.0017672+0.0011555i,0.0011325+0.00063274i,-0.0011715+0.00014233i,-0.0024594+0.00016516i,-0.0019387+0.00038649i,0.00017629+0.0013168i,0.001324+0.0017614i,0.0013358+0.0016686i,0.0010063+0.0012379i,0.00019849+0.0010536i,-0.00057262+0.0017794i,4.6769e-05+0.0019288i,0.0014787+0.0012408i,0.0011042+0.00062881i,-4.4812e-05+0.00049967i,-1.4928e-05+0.00046204i
0.00064147-0.0057278i,0.00064585-0.005808i,0.0020529-0.00062982i,0.0043445+0.0041718i,0.003895+0.0030212i,0.0026802+0.00065906i,0.0032439-0.0009343i,0.0023077-0.0010267i,0.00047403+0.0003275i,2.8289e-05+0.00071879i,-0.00044138+0.00068656i,-0.00072018+0.0013159i,7.5766e-05+0.0022394i,-1.8756e-05+0.0030008i,-0.00096092+0.0022469i,-0.00052531+0.0014287i,0.00027372+0.00090234i,0.00050337+1.4516e-05i,0.00067262-0.00088577i,0.0010401-0.00089347i,0.00090014-0.00097182i,-0.00024033-0.0014749i,-0.00038855-0.0014717i
0.0047258-0.0028429i,0.0053019-0.0036258i,0.0050622-0.0049085i,0.0042075-0.0035239i,0.00045962-0.00027472i,-0.0025036+0.0041128i,-0.00066248+0.0060146i,0.001522+0.0051374i,0.0011018+0.002738i,-0.00020799+0.0018542i,-0.00090849+0.0019824i,-0.00060281+0.0020125i,0.0008344+0.0017271i,0.0018557+0.0021123i,0.0018018+0.0029474i,0.0010903+0.0020875i,0.00076983+0.0007224i,0.00096449+0.0012198i,0.00074705+0.0012596i,0.00074691-0.00023843i,0.0011047-0.0009668i,1.1346e-05-0.00020602i,-0.001131+7.7423e-05i
-0.0013184-0.025456i,-0.011351-0.030167i,-0.02307-0.031979i,-0.021641-0.019182i,-0.015272-0.0016026i,-0.0031346+0.009158i,0.0065284+0.0054525i,0.0070206-0.00022967i,0.0027491-0.002048i,-0.0033702+0.0017793i,-0.0042075+0.0067701i,-0.00069688+0.0066138i,0.002892+0.006707i,0.0051685+0.010025i,0.0063353+0.011973i,0.0046207+0.008928i,0.0010001+0.0033215i,0.00051032+0.00040032i,0.0026684-0.00082443i,0.00255-0.0032598i,-0.00037893-0.0043062i,-0.0027902-0.0032378i,-0.0023414-0.00038147i
0.0031022+0.0059968i,0.0049579+0.0049097i,0.0046891+0.0033253i,0.0012642-0.00021721i,-0.0012756-0.0036107i,-0.0035347-0.0063385i,-0.0043319-0.0055424i,-0.0023953-0.0035314i,-0.0001626-0.0013162i,0.00036748+0.00021048i,-0.00034644+0.00011209i,-0.0012701-0.00098539i,-0.0019119-0.0018541i,-0.0016818-0.0026079i,-0.0014797-0.0028132i,-0.00093091-0.0013005i,0.00039734-0.000198i,0.0004106-0.00026266i,-0.00086275+7.9495e-05i,-0.0012133+0.0014928i,-0.00055215+0.0024323i,0.00074836+0.0015524i,0.0015905-5.1212e-05i
-0.0012767+0.0047851i,-0.0019196+0.0056293i,-0.0017582+0.0064023i,-0.002425+0.0040066i,-0.0019158+0.00054293i,-0.0015585-0.0015729i,-0.0012573-0.0023452i,-0.00079794-0.0028933i,-0.0015439-0.0024789i,-0.0013765-0.0013326i,-7.5799e-05-0.00028539i,0.00028449+0.0001151i,-0.00044913-0.00074436i,-0.0013876-0.0016755i,-0.0018806-0.0021985i,-0.0019771-0.0010426i,-0.00052614-0.00017447i,7.7099e-05-3.3524e-05i,-0.00089398+0.00057497i,-0.00099379+0.0016815i,-0.00017474+0.0016194i,0.001227+0.0005843i,0.0017342+0.00031483i
0.0038628+0.0055798i,0.0053974+0.0061951i,0.0048593+0.0065981i,0.0035028+0.0058923i,0.003461+0.0027429i,0.0031068-0.00071681i,0.0023893-0.00054688i,0.0015904+0.0010774i,1.2962e-05+0.00086736i,-0.00032567-0.0012123i,-0.00041908-0.0024278i,-0.0011274-0.0016933i,-0.00077357-0.00060949i,-0.00096668-0.000324i,-0.0017408-0.00044165i,-0.0015766-0.00059549i,-0.001246-0.00047448i,-0.0009671+0.00029652i,-0.0013411+0.00084105i,-0.0010697+0.00063639i,0.00055147+0.0005838i,0.00085918+0.000732i,-4.6808e-05+0.00016926i
-0.0051213+0.001333i,-0.0048771+0.0032565i,-0.00045428+0.0036696i,0.0019247+0.0030109i,0.0013049+0.0020053i,-5.2249e-05+0.00086944i,-0.0016336+0.00049423i,-0.0018993+0.0014459i,-0.0015543+0.0015145i,-0.0011561-0.00023456i,-0.0015022-0.00087678i,-0.001678+0.0003306i,-0.0016146+0.001304i,-0.00186+0.000576i,-0.00097742-0.00012271i,-0.0003198-0.00036627i,-0.00067791+0.00075328i,-0.00048131+0.0014978i,0.00043234+0.00024087i,0.00054218-0.00075624i,0.00010184-0.0010332i,-4.4816e-05-0.00048045i,-0.00024502+0.00083911i
0.003255-0.0089825i,0.0050223-0.0089728i,0.0064323-0.0072126i,0.0064127-0.0048095i,0.0032576-0.0023408i,0.00020249+0.00016158i,-0.00018107+0.0016272i,0.0011046+0.001132i,0.0023182-7.8915e-05i,0.0017396+6.1411e-05i,-0.00011322+0.0010521i,-0.00021521+0.0011055i,0.00087587+0.00013509i,0.0013788-0.00059485i,0.00055281-0.00026045i,0.00018436-0.00057734i,0.00058518-5.3276e-05i,0.00032221+0.0010518i,-4.0819e-05+0.00017245i,0.00019729-0.00072002i,-0.00031902-6.7692e-05i,-0.0010539+0.00030989i,-0.00041875+6.7969e-06i
0.0062074+0.0016414i,0.0055863+0.00012124i,0.0034111-0.0053596i,0.00067579-0.0080714i,-0.00044941-0.0043958i,-0.00088081+9.3238e-05i,-0.00010403+0.0008387i,0.0014559-0.00045442i,0.0012036-0.00074344i,-0.00025317+0.0006501i,-0.0012137+0.0017224i,-0.0011955+0.0014829i,-0.00059473+0.0013074i,-0.00066044+0.0019031i,-0.0011675+0.0019285i,-0.00055658+0.0012163i,-0.00016515+0.00063734i,0.00075319-9.9318e-05i,0.001485-0.00057576i,0.00028006-0.0001608i,-0.00040742+0.00040576i,-0.0005379+0.00073133i,-6.2011e-05+0.0002285i
-0.0025739+0.0014024i,-0.0040924+0.00044927i,-0.0044655-0.0019794i,-0.0045843-0.0041975i,-0.0038938-0.0032538i,-0.0029204-0.00066539i,-0.0018541-0.00020697i,-0.00051242-0.00026613i,-0.0001555+0.00051879i,-0.00021466+0.00091157i,-0.0003581+0.0015815i,-0.0012172+0.001662i,-0.0011931+0.0012174i,-3.1519e-05+0.0012459i,0.00022345+0.0013007i,0.00036403-6.2861e-05i,0.00091539-0.00095942i,0.00051735-0.00070678i,-6.2908e-05+0.00058205i,-0.00036101+0.0017523i,-0.00013094+0.0012348i,0.00021619+0.0001133i,0.00018418-9.3908e-05i
-0.00033569+0.0030897i,-0.00070197+0.0041765i,-0.0014843+0.0062305i,-0.0030909+0.0054061i,-0.0031063+0.003175i,-0.0019681+0.0011312i,-0.0010058-0.00064708i,-0.00091331-0.0012153i,-0.0013826-0.0010669i,-0.0010941-0.00036702i,-0.001225-0.00052908i,-0.0015045-0.00083883i,-0.001594-0.00015136i,-0.0025296-0.00025955i,-0.0027898-0.00093089i,-0.0020626-0.00068073i,-0.00085604-0.00061788i,-6.5735e-05+9.0425e-05i,-0.00017378+0.00072139i,0.00014477+0.00042392i,0.0010971-5.304e-05i,0.0016434-0.00030584i,0.0015186-0.0003426i
-0.0018324-0.0032794i,-0.0016225-0.0011343i,-0.0010394+0.0035459i,-0.00038319+0.0044961i,-0.00066157+0.0012262i,6.6858e-05-0.0021939i,0.00031286-0.0026259i,-0.00034574-0.0016049i,-0.00094416-0.00028589i,-0.0013579-0.00034881i,-0.0014102-0.0010493i,-0.00134-0.00044403i,-0.00079198-3.7285e-05i,0.0008351-0.00034607i,0.0014699-0.00096722i,0.0006855-0.00064923i,-0.00044265+0.0001309i,-0.0011054-0.00023672i,-0.00085097-0.00066499i,-0.00023137-0.00069982i,0.00044401-0.00099904i,0.00028089-0.00099268i,-0.000152-0.00071199i
0.00285+0.00033637i,0.0050777+0.00014761i,0.0061153+0.00079769i,0.0045675+0.0016873i,0.00083024+0.0010948i,-0.0024854+0.00037949i,-0.0017676+0.00049786i,1.4907e-05+0.0013815i,0.00038674+0.0015401i,0.00074227+3.7798e-06i,-0.00055831-0.00047003i,-0.0014046+0.00035977i,-0.0010179+0.0006582i,-0.0012359-4.2259e-05i,-0.0011347-0.00042242i,-0.00037347+0.00011837i,-0.00011862+0.00021907i,0.00058735-0.00011157i,0.001481-0.00023275i,0.00094553-0.00067688i,-0.00034356-0.0008869i,-0.0008806-0.00076826i,-0.00035981-0.00059459i
-0.0017126+0.00048287i,-0.001112+0.0022635i,0.00082577+0.0032967i,0.0037539+0.0015119i,0.0060222-0.0011061i,0.0061692-0.0016956i,0.0052639-0.0017844i,0.0035768-0.0014062i,0.0014532-0.00090626i,0.0006224-0.0005565i,0.00058517+0.00027628i,0.00025726+0.00075034i,0.00036353+0.00015258i,0.0010697-0.00020123i,0.0018544+0.00069946i,0.0017131+0.00095828i,0.0016455-3.1272e-05i,0.0012681-0.00066824i,0.00022754-0.00095294i,-0.00059477-0.00072061i,-0.0010759-0.00029978i,-0.00091559+0.00079675i,-0.00065623+0.0015637i
-0.0017264-0.0034091i,-0.0028151-0.0043105i,-0.0027473-0.0069631i,-0.0032381-0.0085102i,-0.0035027-0.0062884i,-0.0022116-0.0028561i,0.0005977-0.001579i,0.0030475-0.0013713i,0.0022494-0.00044962i,-0.00022823+0.001254i,-0.00085362+0.0019823i,-0.00034201+0.0019079i,-5.3267e-05+0.00088106i,-5.8151e-05-0.00065148i,0.000198-0.00093455i,0.0013219-0.00062875i,0.0020193-0.00033244i,0.0018598+1.9582e-06i,0.00090256+9.6323e-05i,0.00010712+0.00029604i,0.00040681+0.00029091i,0.0007037+0.0001366i,0.00079927+2.2476e-05i
0.0019445-0.0018911i,0.00055517-0.0034777i,-0.0029599-0.0034193i,-0.0055937-0.0025075i,-0.0050277-0.0012631i,-0.0035384+0.00084643i,-0.0013937+0.0020301i,7.2762e-05+0.00048956i,0.00024952-0.00058467i,-1.8617e-05+0.0006938i,0.00010543+0.001787i,0.00030066+0.0017905i,7.1395e-05+0.0012286i,2.2356e-05+0.00053199i,-0.00011211+0.0010256i,-0.0002425+0.0012241i,0.0004974+0.0002464i,0.00081047-0.00033007i,1.8866e-05-5.9566e-05i,-0.00046297+0.0002134i,0.00040197-4.389e-05i,0.00098492-0.00047283i,0.00067675-0.00043257i
-0.00073832+0.0020896i,-0.00042863+0.0038078i,-0.0012065+0.003975i,-0.0018825+0.0036943i,-0.00056482+0.0025843i,0.00093856+0.00051261i,0.00017079-0.00067344i,-0.0018138-0.0011237i,-0.0024861-0.00098303i,-0.0017768+0.0002092i,-0.00054852+0.00031787i,0.00022915-0.00031035i,-0.00022783-0.00027604i,-0.00014072-4.3884e-05i,-0.00023375-0.00057884i,-0.00080381-7.2585e-06i,-0.001009+0.00040392i,-0.0010549-0.00043069i,-0.00057961-0.00040359i,0.00033519+0.00026927i,0.00095243+4.8191e-05i,0.0014431-0.00098417i,0.0013575-0.00089743i
6.7798e-05-0.0017385i,-0.00053742-0.0022528i,0.0021669-0.00053875i,0.0028608+0.00095362i,-0.00016979-0.00051937i,-0.0027809-0.0015411i,-0.0027243-0.0013356i,-0.0020146-0.00089648i,-0.0014149+0.00036492i,-7.9078e-05+0.00041192i,-7.9087e-05-0.0010386i,-0.0016102-0.0013653i,-0.0023825-0.00077735i,-0.0029133-0.0010991i,-0.0021423-0.0003007i,-0.00056313+0.0011563i,-2.1842e-05+0.00040855i,0.00032978-0.00067272i,0.00044058-0.00026917i,0.00081964+3.2246e-06i,0.00083481-0.00075109i,0.00028451-0.001022i,-0.00043481-0.00091788i
0.0034209+0.0056787i,0.0055198+0.0053362i,0.0056688+0.0062881i,0.0042882+0.0054295i,0.0017166+0.0026765i,0.00025618+0.00071751i,0.0011606-8.9795e-06i,0.0015124+0.00012256i,0.0010448-0.00022374i,0.00055189-0.0013001i,-0.00059053-0.0013231i,-0.0016662-0.0010538i,-0.002399-0.00096686i,-0.0017437-0.00082114i,-0.001223-0.0012329i,-0.0017902-0.0016119i,-0.0014229-0.00065473i,-0.00017954-0.0002858i,0.00073239-0.00066355i,0.0013278-0.00044146i,0.0014752-0.00012268i,0.0010021+0.00068255i,0.00060007+0.00052356i
-0.00096469+0.0028329i,0.0011008+0.00086527i,0.0052353-0.0027694i,0.0067826-0.0051326i,0.0049933-0.0043204i,0.0031634-0.0023061i,0.0030498-0.00087363i,0.0036165+0.00058918i,0.0031654+0.00083904i,0.0019662+0.00015269i,0.00058153-0.0001905i,-0.00044824-0.00033275i,-0.0014376-0.00015908i,-0.0013209-0.00021512i,-0.00062065-1.1816e-05i,-0.00060754+0.00086697i,0.00026763+0.00078537i,0.0012955-0.00026283i,0.0013773-0.00067034i,0.00054407-0.00022433i,-0.00016712+0.00063442i,-0.00023577+0.0006368i,0.00039676+0.00044028i
-0.0028528-0.0038758i,-0.0032571-0.003385i,-0.0036936-0.0015666i,-0.0036035-0.0010607i,-0.0026808+0.00021879i,-0.00061324+0.001831i,0.0014954+0.0013426i,0.0024836+0.00044204i,0.0017136+1.128e-05i,-2.8342e-05+0.00071831i,-0.00038674+0.0012597i,0.00072264+0.0009327i,0.0014088+0.00081556i,0.00092166-0.0003987i,0.00073207-0.0010575i,0.0013209-0.00084185i,0.0010261-0.00088353i,0.00016608-0.00020619i,-0.00044404+0.00061448i,-0.00074895+0.00042618i,-0.00070107+2.066e-05i,-0.00035736+0.0012816i,-0.00011084+0.0019318i
0.0040813-0.0040644i,0.0021648-0.0046689i,-0.00097773-0.0055207i,-0.0025947-0.0040885i,-0.0016792-0.00097182i,7.2224e-05+0.00016259i,0.00036179-0.00041497i,-0.00045223-0.00063616i,-0.0014153-0.00039364i,-0.0016742+0.00026197i,-0.0011226+0.00090482i,-0.00068959+0.0014769i,-4.7258e-06+0.0015144i,0.00020933+0.0014387i,-4.7248e-05+0.0016914i,-6.5253e-05+0.0012626i,-0.00030776+0.00014723i,-0.00057113-3.7329e-05i,0.00025607-0.00020598i,0.00039877-0.00073383i,0.00026382-0.00081712i,0.00044186-0.00093024i,0.00039316-0.0010991i
0.0014905+0.0033568i,0.00036829+0.0022115i,-0.00061721+0.0017562i,-0.0022782+0.0012742i,-0.0035071-0.00025091i,-0.0030085-0.0007549i,-0.0026451+7.2893e-05i,-0.0026672+0.00046914i,-0.0024266+1.4185e-05i,-0.0014866+0.00032535i,-0.00073754+0.00021805i,-0.00084611+0.00051336i,-0.00036258+0.0013855i,-0.00016183+0.0012139i,-0.0004024+0.00063342i,-0.00045278+0.00059208i,-0.00060447+0.00039269i,-0.00052912+0.00040623i,-0.00040443+0.00081895i,0.0006805+0.00016176i,0.0014032-0.00041699i,0.0011362-0.00038718i,0.00086474-0.00090476i
-0.00179-0.0022656i,-0.0017173-0.00056214i,-0.0006641+0.0024566i,0.00011719+0.0044997i,0.0001191+0.0042791i,-0.00010951+0.0023595i,-0.00050642+0.0012336i,-0.0013863+0.00030714i,-0.0014038-0.00087858i,-0.0012215-0.00087894i,-0.00078016-0.00021067i,-0.00071886-0.00028728i,-0.0011239-4.1567e-05i,-0.0018105+0.0002476i,-0.002639+0.00039092i,-0.0018185+2.9874e-05i,-0.0002295-0.00055449i,0.00064036-0.00077717i,0.0011384-0.00075731i,0.00095729-0.00071207i,0.00015092-0.0010738i,-0.00046869-0.001092i,-0.00047507-0.0010918i
0.00080008-0.0028381i,0.0021162-0.003592i,0.002386-0.0020014i,0.0029107+0.00035787i,0.002257-0.00013093i,0.0017828-0.0020692i,0.0022435-0.0025708i,0.0025365-0.0020122i,0.001836-0.00083183i,0.00045652-4.5568e-05i,-0.00075708+0.00018137i,-0.0011968+0.00077437i,-0.00049352+0.00087048i,-0.0008086+0.00036173i,-0.00088398+0.00041126i,-3.2335e-05+0.00050964i,-0.00049448+0.00027384i,-0.0012854-1.0753e-05i,-0.0011614-0.00010523i,-0.0010979-0.00063558i,-0.0011533-0.0010592i,-0.0011472-0.00047975i,-0.00073022+0.00036738i
-0.0010318+0.00052662i,-0.00061269+0.0011158i,-0.00037968+0.00020942i,-0.0002409-0.00028535i,-0.00044251+0.00022708i,0.00020149+0.00058329i,0.002675+0.00013708i,0.0046032-0.00049475i,0.0034426-0.00063983i,0.0010584-0.00065874i,-0.0004712-0.00021969i,-0.00057378+0.00023328i,-0.0003616+0.00029492i,-0.0010475+6.8914e-05i,-0.00090972-0.00068162i,5.2425e-05-0.00070668i,0.00067859+0.00086764i,0.0009613+0.00069585i,0.00070445-0.00022717i,0.00017434+6.3066e-05i,0.00032097+0.00096264i,0.00043854+0.0016045i,0.00022639+0.00094411i
-0.0010173+0.00040016i,-0.0018612-1.2072e-06i,-0.0011195-0.0023045i,0.00010124-0.0038282i,0.00054912-0.0028426i,0.00023304-0.001416i,0.00073167-0.00070663i,0.0020316+0.00063581i,0.0022636+0.0016573i,0.0016822+0.0014449i,0.0012412+0.0012421i,0.00077947+0.00068846i,0.00021466-0.00054361i,0.00037836-0.001296i,0.00019731-0.0014913i,0.00075189-0.0011405i,0.001404-4.6445e-05i,0.00091526+0.00074192i,0.00046909+0.00086234i,0.0005716+0.00081988i,0.00024112+0.0014074i,-0.00020245+0.0011815i,0.00031297-2.3525e-05i
