-0.003581+0.0009409i,-0.003457-0.00015002i,-0.0036661+0.00026652i,-0.0026938+0.00093657i,-0.0015709+0.0014955i,-0.00083653+0.0014873i,-0.00019703+0.0014236i,0.00029955+0.0014678i,0.00045533+0.0014092i,0.00027293+0.0011368i,0.00051484+0.00018554i,0.00070731-0.00046236i,2.9347e-05-0.00019538i,-0.00043295+0.0002097i,-0.00034844+0.00067612i,0.00025988+0.00097142i,0.00045728+0.00047998i,0.00019854-0.00059441i,-1.9614e-05-0.00011066i,-0.00043347+0.00031793i,0.00012353+0.0003003i,-6.3432e-06+0.00041582i,-0.00080612-0.00021993i
0.0023455+0.00054169i,0.00081079+0.0012211i,-0.00060641+0.00034929i,-0.00090098-6.8387e-05i,6.0437e-05-0.0019722i,0.00097094-0.0039248i,-0.00080973-0.0028858i,-0.0046-0.0038507i,-0.0059849-0.006204i,-0.0050565-0.0048291i,-0.0031622-0.00084258i,-0.0013943+0.0028575i,-0.0017175+0.0041257i,-0.0017256+0.0023549i,-0.00092436+0.00030156i,-0.00061049-0.00095318i,-0.00042327-0.0011999i,-0.0004862-0.001066i,-0.0014443-0.00082283i,-0.0017635-0.00014845i,-0.0010112-2.031e-06i,-0.00030782-7.8075e-05i,-0.00058371-0.00058409i
5.5413e-05+0.00017111i,-0.00054009+0.00053246i,-0.00097649+0.0019201i,-0.001916+0.002797i,-0.0029183+0.001826i,-0.0026786-0.00026073i,-0.0021063-0.00012452i,-0.0049406+0.0021198i,-0.0082818+0.0034744i,-0.0074834+0.0032032i,-0.0032807+0.0025499i,0.00067057+0.0022343i,0.0022934+0.001897i,0.0017657+0.0011467i,5.017e-05-0.00022961i,-0.0010408-0.0013362i,-6.3959e-05-0.0011135i,0.00079986+8.3033e-05i,0.00073131+0.0014792i,0.00074583+0.0017912i,0.0002213+0.0014726i,-0.00010061+0.0017914i,-0.00044736+0.001585i
-0.0017333+0.00024799i,-0.0029524-0.0015733i,-0.0042214-0.0014052i,-0.0048773+0.00034841i,-0.0049808+0.0022784i,-0.0045411+0.0041127i,-0.0024774+0.0050147i,-0.0006142+0.0073394i,-0.00022067+0.0092871i,-0.00074279+0.007375i,-0.00058071+0.0037889i,0.00042626+0.00010435i,0.001286-0.0016822i,0.0011118-0.0014036i,0.00086246-0.00098611i,0.00069871-0.00087345i,0.0013025-0.00043688i,0.0025965-8.0845e-05i,0.0023115+0.00010318i,0.00080505+0.00046942i,-0.00039682+0.0006191i,-0.00071512+0.0012272i,0.00045017+0.0022267i
-0.0029635+0.00049926i,-0.0014655+0.00047887i,-0.00087467+0.0008487i,0.00039845+0.0011548i,0.0029384+0.0025129i,0.0044778+0.0032284i,0.004873+0.0023047i,0.0072675+0.0023435i,0.0095441+0.003888i,0.0074199+0.0025357i,0.0026035-0.0002658i,-0.0012351-0.0020426i,-0.0031896-0.0039477i,-0.0024738-0.0037148i,-0.0010291-0.0020961i,9.5781e-05-0.0014416i,0.00076856-0.0008297i,0.0013186-0.00085225i,0.0018621-0.00067489i,0.0016814+0.00025258i,8.7545e-05+0.0010646i,-0.00076581+0.0020295i,0.00035494+0.0022408i
0.00033907-0.0056967i,0.0011063-0.0053575i,-0.00072431-0.0059633i,-0.0032834-0.0052565i,-0.0015211-0.0035184i,0.0021416-0.0018762i,0.0028431-0.0022117i,0.0032698-0.0055714i,0.0042091-0.008621i,0.0033525-0.0080186i,-0.00011591-0.0044072i,-0.0031027-0.0015497i,-0.0047556-0.0011989i,-0.0043076-0.0016881i,-0.0023634-0.0018372i,-0.00074841-0.00092082i,-0.0001426+0.00022022i,-0.00063754+0.0005701i,-0.00098763+8.2904e-05i,-0.00052943-2.8152e-05i,-0.0004771+0.00023421i,-0.00090523+0.00017139i,-0.0005479-0.00019326i
0.00013413+0.00010019i,-0.0013952-0.00023445i,-0.0029646+0.00011345i,-0.0034509+0.00042282i,-0.0040028-0.00082234i,-0.0021686-0.0040426i,-0.0016915-0.0065752i,-0.0047541-0.0081289i,-0.0066143-0.009819i,-0.0057972-0.007472i,-0.0037874-0.0029521i,-0.0019871-7.2008e-05i,-0.0014323+0.0014989i,-0.0024609+0.0015772i,-0.0013247+0.00065417i,0.00043532+0.00031261i,0.00027359+0.0013578i,-0.00071012+0.0021179i,-0.00081578+0.0022945i,-0.00043033+0.0017925i,-0.00092779+0.00061298i,-0.0016012+6.8007e-05i,-0.0019769-0.00022812i
0.0002883-0.00074651i,0.0010182-0.00055227i,0.00012916+5.1337e-05i,-0.0016187+0.0024639i,-0.0050802+0.0036589i,-0.0088573+0.0034643i,-0.0091044+0.0024335i,-0.0099031+0.0029149i,-0.01258+0.0029259i,-0.010387+0.0025241i,-0.0042103+0.0031581i,0.0009566+0.0021856i,0.0028144+0.00086223i,0.0028776+0.0005325i,0.0027327+0.00032104i,0.0024771+0.00019998i,0.0025118+0.0010026i,0.0023326+0.0018357i,0.0015155+0.0017493i,0.001111+0.00060944i,-0.00034527-0.00018063i,-0.0020473+0.00026099i,-0.001983+0.00096057i
0.00073376-0.0017442i,-0.0001178-0.002325i,-0.0015627-0.0023082i,-0.0011116-0.0003145i,0.0012048+0.0045961i,0.00095395+0.0083463i,-0.0010592+0.0094483i,-0.0011578+0.011783i,-0.00072894+0.01304i,-0.00057428+0.010197i,0.00097708+0.0048977i,0.0029515-1.948e-05i,0.0038048-0.002656i,0.0039602-0.0025298i,0.0028935-0.0015224i,0.0022729-0.0015427i,0.0022823-0.00044024i,0.0010338+0.00061899i,0.00030948-5.8374e-05i,0.00039208-0.00045578i,-0.00047137+0.00032417i,-0.0015115+0.00082958i,-0.0013096+0.0012263i
0.0013024-0.00056888i,0.00085024+0.00070163i,0.00081326+0.00040473i,0.00070038-0.00040156i,0.0034295-0.00045095i,0.008286+0.0013838i,0.0095397+0.0031489i,0.0097432+0.0036175i,0.010806+0.0046973i,0.0094766+0.0039515i,0.0055069+0.00060881i,0.0021181-0.0033338i,0.00060965-0.0049999i,0.00025305-0.0040196i,0.00029716-0.002097i,0.00013115-0.0012555i,0.00012507-0.0014854i,-5.8779e-06-0.0017583i,-8.83e-05-0.0018611i,7.8334e-05-0.0012476i,6.403e-05+0.00015732i,-0.00028835+0.00048307i,-0.00064779-0.00085175i
0.00017296+0.001099i,-0.00090159+0.0016874i,-0.0015597+0.00026773i,-0.001098-0.0036306i,-0.0013265-0.0081982i,-3.0714e-05-0.010905i,0.002617-0.009619i,0.0048973-0.0090457i,0.0068404-0.011334i,0.005572-0.0097701i,0.002002-0.004458i,-0.0006411-0.001674i,-0.0019599-0.00085806i,-0.0024931+0.00082738i,-0.0016405+0.0019504i,-0.00072823+0.0013554i,-0.0012208+0.00084264i,-0.0021487+0.00094179i,-0.002235+0.00034092i,-0.0010405-0.00016794i,-0.00028322-0.00031995i,3.4127e-06-0.0008796i,-0.00018357-0.00086241i
-0.0015248+0.0028928i,-0.0021836+0.0037011i,-0.0025676+0.0050662i,-0.0037135+0.0055439i,-0.0066971+0.0043792i,-0.0092386-0.00038644i,-0.0095699-0.0050199i,-0.009522-0.0077378i,-0.009404-0.0096833i,-0.0076366-0.0083995i,-0.0035374-0.0040703i,-0.00011655+0.00010154i,0.0011743+0.0033904i,0.0012112+0.004206i,0.0013875+0.003251i,0.00083713+0.0028644i,-0.00076249+0.0026946i,-0.0010798+0.0024337i,-0.0002572+0.0024958i,-0.00034221+0.0019131i,-9.4522e-05+0.0002265i,0.00038204-0.00081657i,-0.0001715-0.0013612i
-0.004917-0.00023669i,-0.0056094-0.00052617i,-0.0068658+0.00067538i,-0.0050444+0.0047373i,-0.0035085+0.010188i,-0.0056171+0.012743i,-0.0077256+0.010545i,-0.0095662+0.0077963i,-0.012668+0.006631i,-0.01153+0.0055598i,-0.0047877+0.0037994i,0.0011984+0.0029245i,0.0040185+0.0026949i,0.0052318+0.003236i,0.0038853+0.0032909i,0.00177+0.0020631i,0.0011841+0.0016251i,0.0019018+0.00093959i,0.002042-0.0003941i,0.001539-0.00081609i,0.00045728-0.00052877i,-0.00055724-0.00051149i,-0.00051385-0.00065782i
-0.00053256-0.0021946i,-0.0014211-0.0034835i,-0.0015929-0.0048314i,0.00083453-0.0026628i,0.0072764+0.0018622i,0.011287+0.0064508i,0.008078+0.00974i,0.0047026+0.013298i,0.00287+0.016362i,0.0010071+0.014933i,0.0011507+0.0087271i,0.0019609+0.0018227i,0.0021412-0.0018302i,0.0020521-0.0017128i,0.00066123-0.00042848i,-5.0369e-05-0.00045533i,0.00029516-0.0010821i,0.00048744-0.001449i,3.2446e-05-0.001806i,-0.0008119-0.0014369i,-0.00032286-0.00049579i,0.00043454+0.00038136i,4.6458e-05+0.00019829i
-0.0018206-0.0012201i,-0.0012326-0.0014527i,-0.0023663-0.0012675i,-0.0033276-0.0022367i,-0.00067731-0.0060349i,0.0063583-0.0089383i,0.011236-0.007144i,0.012932-0.002552i,0.014395+0.001015i,0.012658+0.0027738i,0.0065113+0.002147i,0.00078174+0.00023683i,-0.0021358-0.0016151i,-0.0038048-0.0021477i,-0.0047342-0.0013264i,-0.0038006-0.0011462i,-0.0022752-0.00079776i,-0.0021132-0.00020595i,-0.0027028-0.00028866i,-0.0022842+0.00053986i,-0.0010951+0.0018138i,0.00035561+0.0019477i,0.00095321+0.0015114i
0.002354-0.001382i,0.0013077-0.0013126i,-0.00075711-0.0010514i,-0.0037159-0.0011137i,-0.0084125-0.0043798i,-0.010371-0.010232i,-0.0057165-0.013657i,0.00094892-0.014173i,0.0050839-0.014663i,0.0046322-0.011865i,0.0013514-0.0058215i,-0.0023905-0.0012438i,-0.0049073+0.0016047i,-0.0054523+0.0035683i,-0.0050766+0.0029784i,-0.0033052+0.00072935i,-0.0018627-0.00027088i,-0.0022071+0.00033183i,-0.0018516+0.0013752i,-0.00047648+0.0014754i,0.0010121+0.0010917i,0.0021282+0.00048575i,0.0023818-0.00023781i
0.0015776+0.0013267i,0.0018263+0.0021027i,0.0010624+0.0022613i,-0.0024498+0.0056085i,-0.0078852+0.011632i,-0.013781+0.011276i,-0.016249+0.003561i,-0.016007-0.0046117i,-0.015762-0.0097041i,-0.013125-0.0092697i,-0.0076366-0.0043538i,-0.0024553+0.00086544i,-0.0011293+0.0043142i,-0.001532+0.0056617i,-0.00079091+0.0042283i,-0.00034023+0.0014387i,-0.00076901-0.0005337i,0.00020899-0.00029276i,0.001777+0.00028256i,0.0014565+0.00046454i,-0.00031829+0.00021806i,-0.00082664-3.8998e-05i,-0.00072313-0.00040074i
-0.0018374-0.00027519i,-0.0020822-0.00079551i,-0.0032378-0.0015832i,-0.0010191+0.00026833i,0.005515+0.0059904i,0.0074294+0.013241i,0.0002719+0.015071i,-0.0090267+0.013124i,-0.014806+0.011067i,-0.01361+0.008366i,-0.0073235+0.0055504i,-0.000693+0.0021226i,0.0032769-0.00025356i,0.0033506-0.00021841i,0.0023926-0.00082729i,0.001772-0.0022994i,0.00068935-0.0016502i,0.00043611-0.00088336i,0.0012985-0.00081177i,0.00038329-0.00076047i,-0.0018137-0.00030424i,-0.0018631+0.00061819i,-0.0008205+0.0011377i
0.0017816+0.003242i,0.0018511+0.0016711i,0.0021358-0.00066312i,0.0032502-0.0046812i,0.0078611-0.008896i,0.014566-0.0075801i,0.015105+0.00073356i,0.010744+0.010706i,0.0071465+0.016024i,0.0048017+0.013706i,0.0033861+0.0057496i,0.0024531-0.0025948i,0.0025729-0.006907i,0.0025279-0.00756i,0.0017811-0.0065932i,0.00074162-0.0044301i,0.00013423-0.0031046i,-0.00081391-0.0035488i,-0.0016735-0.003589i,-0.002407-0.0011846i,-0.0035491+0.0014183i,-0.002922+0.0027636i,-0.0018896+0.0035286i
-0.0016266+0.0011162i,-0.0026052-0.00026376i,-0.0051046+0.00069059i,-0.0077485-0.0010444i,-0.0087806-0.0079332i,-0.0044298-0.014864i,0.0045731-0.014651i,0.014122-0.0090139i,0.018804-0.0049047i,0.015108-0.0035813i,0.0076464-0.0037972i,0.0021745-0.0056404i,-0.0015704-0.0058549i,-0.002919-0.0044115i,-0.0015792-0.0027608i,-0.00069992-0.0015587i,-0.00034617-0.00097075i,-7.1428e-05-0.00078268i,-0.0010145-0.0005446i,-0.0015394+0.0003226i,-0.0010121+0.0017362i,-0.00031661+0.0023228i,-0.00037055+0.0020371i
0.018644-8.8509e-05i,0.021907+0.0027988i,0.026012-0.0019468i,0.013872-0.0029868i,-0.0045389-0.0014331i,-0.019153-0.0023113i,-0.016461-0.0061127i,-0.0029378-0.014907i,0.0042042-0.022505i,0.0032246-0.022317i,-0.00036943-0.014953i,-0.0029086-0.0084893i,-0.0041112-0.0060411i,-0.004115-0.0041467i,-0.0027576-0.0024297i,-0.00096502-0.0010667i,0.0010362+6.3188e-05i,0.0013277+0.00090901i,0.00086251+0.00099848i,0.00074615+0.00055486i,0.00055887-0.00042815i,0.00090486-0.0013439i,8.3473e-05-0.00064754i
0.0013278-0.0016002i,-0.00061303+1.2809e-05i,-0.0012806+0.00076391i,0.0020968+0.0057419i,0.0052134+0.014292i,0.0022776+0.019423i,-0.0043656+0.013286i,-0.010708-4.1332e-05i,-0.015664-0.0084897i,-0.015513-0.0081871i,-0.0093193-0.0031574i,-0.0031675+0.0010517i,-0.00045206+0.0027386i,9.7553e-05+0.002867i,0.0015174+0.0029024i,0.0030962+0.0025177i,0.0034833+0.0023649i,0.0033713+0.0017522i,0.0028838+0.0002396i,0.0019555-0.0012467i,0.00048037-0.0021719i,-0.00077899-0.0023917i,-0.0018377-0.0016543i
-0.00022578-0.0013367i,-1.0261e-06-0.0023714i,-0.0013454-0.0030246i,0.00034321-0.0041803i,0.0099709-0.005455i,0.018907-0.0020076i,0.012747+0.0048921i,-0.0020179+0.0098116i,-0.010432+0.012435i,-0.0086919+0.012328i,-0.0019074+0.010079i,0.0035932+0.0071028i,0.0058036+0.0046247i,0.0048666+0.0024389i,0.0029046+0.001661i,0.0020509+0.001245i,0.0023168-0.00025622i,0.0015904-0.00039522i,-0.00019496-0.00028188i,-0.0015526-0.0016567i,-0.0021251-0.0013591i,-0.0023861+0.00016931i,-0.0025372-0.00056523i
-0.00057924-0.0022008i,0.00041479-0.0026052i,-0.0019473-0.00395i,-0.0057105-0.006524i,-0.0057841-0.013716i,-0.00059124-0.019034i,0.0046669-0.010982i,0.0054818+0.0049964i,0.0081611+0.014602i,0.011594+0.013548i,0.011533+0.0078293i,0.0086373+0.0038212i,0.0050208+0.0015459i,0.0020162+9.0206e-05i,-4.5806e-05+0.0003952i,-0.0010919+0.00080144i,-0.00049842+0.00011302i,-0.00016259-0.00035131i,-0.0010502-0.0010918i,-0.00031178-0.00094324i,0.00046338+0.00069417i,-0.00042002+0.0011264i,-0.0016008-0.00020075i
0.0053739-0.00029296i,0.0063631-0.00092286i,0.0034737+0.0010679i,-0.0051381+0.0039127i,-0.016756+0.0042013i,-0.023019-0.00023117i,-0.014321-0.0031572i,0.0031234-0.0013903i,0.015604-0.0023685i,0.01675-0.0053083i,0.01067-0.0049753i,0.004547-0.0027274i,0.00032176-0.0024182i,-0.0017439-0.0027718i,-0.0030679-0.0016734i,-0.003308-0.00025541i,-0.0015055+0.00085639i,-9.3782e-05+0.0011116i,0.00031811+0.0012916i,0.0011461+0.0010667i,0.0014847+0.0012126i,0.0016546+0.0013527i,0.0016408+0.00079917i
-0.00041083+0.00084428i,-0.00020908+0.002394i,0.0023646+0.0020865i,0.0050952+0.0057001i,0.0037524+0.015955i,-0.0033899+0.02353i,-0.0057435+0.016925i,-0.00065688+0.00042183i,0.00052846-0.012948i,-0.0033448-0.015041i,-0.0063536-0.0088526i,-0.0059379-0.0034429i,-0.0046059-0.002545i,-0.0037252-0.0023579i,-0.0026547-0.0010897i,-0.0016936+0.00064576i,-0.00058117+0.0019606i,1.9085e-05+0.0024863i,-7.5424e-05+0.0021296i,0.00064935+0.00078593i,0.00049237-0.00064021i,0.00069447-0.0011931i,0.0021241-0.0020631i
-0.00047681-0.00094258i,-0.0019854-0.0020417i,-0.0025447-0.003832i,0.0039344-0.0033485i,0.017179+0.00061209i,0.025354+0.0078393i,0.018039+0.0089107i,0.0021402+0.00091339i,-0.010396-0.003671i,-0.015363-0.00047042i,-0.013576+0.0034927i,-0.0094375+0.0034253i,-0.0066937+0.00043628i,-0.0040474-0.0020277i,-0.0011674-0.001735i,-0.00030795-0.00048114i,-0.00048508+0.00024264i,4.938e-05+0.00035801i,-6.7538e-05+0.00069367i,-0.00078866+0.0011232i,-0.0010405+0.00089266i,0.00033419-0.00046043i,0.0012295-0.0020279i
0.0035399+0.0035546i,0.0034246+0.0046028i,0.0021162+0.0029453i,-0.00069103-0.0049142i,0.00072075-0.018512i,0.0076901-0.025639i,0.0080928-0.017164i,-0.0016404-0.0033505i,-0.0076949+0.0088037i,-0.0064765+0.014851i,-0.0040327+0.011571i,-0.0031708+0.0047453i,-0.0031754-0.00016896i,-0.0018283-0.0031747i,-0.00021623-0.0046457i,-0.00013206-0.0035275i,1.34e-05-0.00085058i,0.00063639+0.00048845i,0.00062203+0.00034313i,-9.1375e-05+0.0014052i,-0.0011047+0.0023181i,-0.00096212+0.0016774i,-0.00078329+0.0011409i
-0.00067103-0.00055348i,-0.00086404-0.00041511i,-0.0063097+0.0020695i,-0.014882+0.003955i,-0.024421-0.00027175i,-0.029105-0.012167i,-0.022152-0.014523i,-0.009045-0.0026756i,0.0019669+0.0069751i,0.0080883+0.0075525i,0.0073026+0.0031464i,0.0033594-0.0007097i,0.0010538-0.0017426i,0.0013061-0.0015514i,0.0018442-0.0023743i,0.0014455-0.0026998i,0.00016418-0.0016999i,-0.00026213-0.00077126i,0.00020453+0.0001581i,5.1884e-05+0.001809i,-0.00048944+0.0031127i,-0.00052453+0.0032958i,-1.6482e-05+0.0026849i
0.0018822+0.0043253i,0.0043346+0.0063497i,0.005908+0.0093197i,0.0045472+0.015244i,-0.0037505+0.025338i,-0.017184+0.028309i,-0.018947+0.018622i,-0.0062707+0.0053835i,0.0054738-0.0050727i,0.0070007-0.011234i,0.0036942-0.012547i,0.0030525-0.01017i,0.0044204-0.0060662i,0.0054498-0.0028438i,0.0056014-0.0020582i,0.004209-0.0022098i,0.0020841-0.0016194i,-0.00017707-0.00046526i,-0.0017534+0.00034384i,-0.0012094+0.00068438i,-0.00044326+0.0011077i,0.00013884+0.0020737i,0.0014763+0.0023759i
5.3031e-05+0.0013057i,9.3568e-05+0.00093953i,0.0033469-0.0015516i,0.012124-0.0021623i,0.023276+0.0065103i,0.026936+0.019111i,0.018056+0.018687i,0.0065623+0.0044971i,-0.0027647-0.0083241i,-0.0087279-0.012281i,-0.0075707-0.010636i,-0.00090935-0.0076364i,0.003717-0.0044319i,0.0058626-0.0010081i,0.0072376-0.00016197i,0.0057836-0.0010193i,0.0020906-0.00067146i,-1.8507e-05+0.000542i,0.00012269+0.0011707i,-0.00016982+0.0012936i,-0.00024032+0.00053293i,0.00081515+0.00018455i,0.0010472-0.00026384i
-0.0037784-0.0015791i,-0.0056821-0.0020964i,-0.0082977-0.0049981i,-0.0049493-0.012857i,0.0086515-0.023587i,0.024262-0.026621i,0.022712-0.018648i,0.0056209-0.0083062i,-0.0085303-0.0010408i,-0.011977+0.0039004i,-0.0064329+0.0048975i,0.0010882+0.0019057i,0.0039991+1.2463e-05i,0.0038852+0.00064564i,0.0045392+0.00085874i,0.0036782+0.00075647i,0.0013357+0.0013873i,-0.00068181+0.0017011i,-0.0021363+0.0012535i,-0.003364+0.00034199i,-0.0038291-0.00039913i,-0.0040388-0.00075717i,-0.0044861-0.00044524i
0.00087089-0.0012289i,0.00055353-0.0022232i,-0.00314-0.0030502i,-0.013738-0.0065578i,-0.026697-0.018829i,-0.027445-0.03257i,-0.015758-0.028438i,-0.0068295-0.0078205i,-0.00091166+0.0086226i,0.005228+0.012557i,0.0088612+0.0096804i,0.0085572+0.0060204i,0.0049803+0.0041975i,0.0018505+0.0040799i,0.00057512+0.0042453i,0.00018655+0.0030924i,-0.00030438+0.00059577i,-0.0010953-0.00048386i,-0.00197-4.4269e-05i,-0.0023948-0.00011944i,-0.0030668-0.00052529i,-0.0037487-9.6848e-05i,-0.0032873+0.001252i
0.0044048-0.00098269i,0.0049224-0.00020391i,0.002459+0.0039i,-0.00678+0.014889i,-0.02262+0.025724i,-0.035403+0.024458i,-0.028039+0.014834i,-0.0063533+0.0087766i,0.010506+0.0045793i,0.016057-0.0011458i,0.01297-0.0029526i,0.0073762+1.3255e-05i,0.0032923+0.0030052i,0.00062406+0.0052719i,-0.00022252+0.0068081i,-0.00015526+0.0051996i,-0.0011582+0.0013637i,-0.002614-0.00087396i,-0.0026463-0.00038609i,-0.0020355+0.00088007i,-0.0022398+0.0005595i,-0.0020085+0.00019322i,-0.00049969+0.0011211i
0.0005019+0.0011262i,0.00052054+0.0017938i,0.0061818+0.0041841i,0.01789+0.012328i,0.028025+0.027958i,0.025768+0.041369i,0.017171+0.034879i,0.014402+0.011593i,0.012375-0.0087758i,0.005761-0.015022i,0.00051087-0.008718i,-0.00092146-0.0013887i,-0.0025311+0.002537i,-0.003113+0.0050419i,-0.0013621+0.0061843i,-0.0002466+0.005769i,-0.00077423+0.0031444i,-0.001466+0.00056919i,-0.00086196+0.00047906i,0.00014978+0.00062639i,0.0014459+0.00021455i,0.0020742+8.7618e-05i,0.0013432-0.0012724i
0.00080054+0.0012434i,0.0013321-0.0021744i,0.0039102-0.008722i,0.010319-0.017562i,0.028369-0.024692i,0.046908-0.020698i,0.042276-0.012986i,0.018351-0.013854i,-0.0031729-0.014422i,-0.012919-0.0072229i,-0.013518+0.0014082i,-0.010146+0.0036882i,-0.0073952+0.0027042i,-0.0053157+0.0026279i,-0.0028722+0.0022752i,-0.00092984+0.0025924i,-0.00028129+0.0022234i,0.00012282-0.00010132i,0.0015615-0.002748i,0.00245-0.003842i,0.0011755-0.0037913i,-0.00012658-0.0039631i,-0.0014101-0.0040186i
-0.00024955-0.0030538i,-0.0025475-0.0040159i,-0.0092864-0.0048165i,-0.016976-0.011847i,-0.018642-0.03166i,-0.010354-0.049102i,-0.0047771-0.043614i,-0.011326-0.021209i,-0.017958-0.00055957i,-0.015057+0.011045i,-0.0096662+0.012821i,-0.0079338+0.008648i,-0.0085656+0.0043974i,-0.00859+0.0014308i,-0.0073642-0.00073363i,-0.003758-0.0014189i,-0.00019143-0.0023688i,0.00074902-0.0032105i,0.0010568-0.0031276i,0.00097556-0.0038809i,-0.00026108-0.0042134i,-0.0015588-0.0029275i,-0.0020408-0.0016572i
-0.0014659+0.00061679i,-0.0011746-4.465e-05i,-0.0051194+0.0022406i,-0.0181+0.0075199i,-0.039062+0.011967i,-0.054316+0.0067582i,-0.048113+0.0022762i,-0.027802+0.011425i,-0.0084831+0.019657i,0.0035137+0.016081i,0.005984+0.0092128i,0.0016062+0.0051988i,-0.0022174+0.0027445i,-0.0040424+0.00053351i,-0.0052074-0.00052375i,-0.0048529-0.001223i,-0.0029153-0.0033667i,-0.0012023-0.0046293i,-0.0013968-0.0037196i,-0.0016923-0.0017968i,-0.0014012+0.00049852i,-0.00098798+0.0012146i,0.00026598+0.00076645i
-0.0017801+0.003849i,-0.00074724+0.0058151i,0.00062814+0.011601i,0.0045749+0.024444i,0.0054437+0.046269i,-0.0032068+0.062502i,-0.0092667+0.056749i,-0.00015831+0.036261i,0.012801+0.015782i,0.013925+0.00060355i,0.0081273-0.0067695i,0.0042871-0.0072187i,0.0023903-0.0063155i,-4.7147e-05-0.0050138i,-0.0022217-0.0030123i,-0.0035817-0.0015126i,-0.0034481-0.00060503i,-0.0015109-0.00032351i,-0.00050225+0.00059317i,-0.00029128+0.0017729i,0.0013772+0.0025878i,0.0024909+0.0012594i,0.0019949-0.00157i
0.00025996-0.0021758i,0.00020312-0.0026081i,0.0042177-0.004524i,0.017784-0.0037518i,0.04095+0.0040033i,0.057677+0.017749i,0.050812+0.022749i,0.031743+0.009691i,0.015934-0.0072983i,0.003577-0.014139i,-0.0020101-0.013444i,-0.0001993-0.011911i,0.00080658-0.010244i,0.00013837-0.0076459i,0.00060623-0.0044807i,0.00078966-0.001404i,0.00078712+0.001429i,0.0016584+0.0025449i,0.001537+0.0022394i,0.0016127+0.0022948i,0.0025807+0.0019957i,0.0034453+0.00078453i,0.0022829-0.00071328i
-0.0018563+0.0025259i,-0.0034675-0.00024491i,-0.0056805-0.0045307i,-0.0037126-0.017437i,0.0069722-0.03897i,0.0218-0.052187i,0.022929-0.044418i,0.0090321-0.02807i,-0.0053501-0.015828i,-0.011221-0.0067938i,-0.0075034-0.0030062i,-0.0016117-0.0060276i,-0.00054999-0.0086554i,-0.00027688-0.0076383i,0.00088799-0.0062155i,0.0022076-0.0042651i,0.0051354-0.0015529i,0.0064211-0.00031937i,0.0047251+7.6202e-05i,0.0031956-0.00039225i,0.0017922-0.0010191i,0.00045032-0.00048912i,0.00017403+0.00051509i
0.0017356-0.001172i,0.0026836-0.0013746i,-0.0029479-0.0028871i,-0.018911-0.0057414i,-0.041515-0.014641i,-0.054049-0.028727i,-0.046332-0.030336i,-0.031703-0.014868i,-0.020584+0.0011965i,-0.0090803+0.0085644i,0.00052649+0.006832i,0.0025709+0.0012602i,0.00016792-0.0015055i,-0.00072986-0.0020716i,-0.0002132-0.0042045i,0.00063041-0.0062223i,0.0024868-0.0064779i,0.0034555-0.0048795i,0.0020053-0.003429i,-0.00050614-0.0027599i,-0.0021754-0.00081889i,-0.0017811+0.00033329i,-2.7848e-06+0.00067252i
0.00024247-0.00052516i,-0.0022515+0.00080392i,-0.0057955+0.0049626i,-0.012979+0.018243i,-0.027457+0.038249i,-0.043476+0.048442i,-0.042901+0.037687i,-0.023641+0.021988i,-0.0042659+0.014702i,0.005949+0.0096429i,0.0079378+0.0051445i,0.0057494+0.0045851i,0.0036258+0.004593i,0.001591+0.0023468i,-0.00049252+0.00083303i,-0.00084362-6.0609e-06i,-0.0014022-0.0010038i,-0.0026815-0.00065386i,-0.0031855+0.00051954i,-0.0040205+0.00098876i,-0.0043382+0.0014332i,-0.0022904+0.0020608i,-0.00052221+0.0017735i
-0.003287+0.0027622i,-0.0051296+0.0039521i,-0.0032601+0.0080178i,0.0076917+0.016671i,0.026272+0.03071i,0.037412+0.042557i,0.030081+0.037183i,0.018594+0.017493i,0.014051+0.0023116i,0.010215-0.0028568i,0.0064909+0.00029086i,0.0066508+0.0060963i,0.0064272+0.0067497i,0.0047622+0.0052343i,0.0034068+0.0048457i,0.0021066+0.0047381i,0.0007174+0.0056429i,-0.00075538+0.0061451i,-0.0016441+0.0058409i,-0.0016331+0.0059032i,-0.0017151+0.0047844i,-0.0012234+0.0036265i,-0.00060977+0.003414i
-0.00029592+0.00053861i,0.00019645+0.0007087i,0.0039185-0.0020194i,0.013441-0.010288i,0.029251-0.025356i,0.043645-0.037406i,0.038738-0.03418i,0.018969-0.025003i,0.0039515-0.019968i,-0.002929-0.011678i,-0.0031992-4.0109e-05i,0.0015799+0.0048656i,0.005089+0.0029118i,0.0059794+0.00084656i,0.0068665+0.00096478i,0.0075039+0.0027174i,0.007777+0.005077i,0.0062956+0.0053642i,0.004148+0.0033973i,0.0032512+0.002007i,0.0021788+0.0014735i,0.00010481+0.0013481i,-0.00058897+0.0018384i
