-0.00053772+0.00063089i,0.00099314+0.0010852i,0.00050796+0.0015568i,-0.0004097+0.0026563i,-0.0010087+0.0029315i,-0.00027169+0.0013773i,0.00060162+0.00065333i,0.00082384+0.00088372i,0.0011009+0.00033456i,0.0011961+0.00014464i,0.00083541+0.00068879i,9.7201e-06+0.00049501i,0.00022519-0.00076076i,0.001055-0.001438i,0.0014873-0.00049489i,0.0011457+0.00042439i,4.706e-05-0.00031696i,-0.00053704-0.00041157i,-0.00050101+0.00015031i,-0.00034243+0.00038741i,-0.00069+0.00066705i,-0.00071487+0.0008042i,0.00043682+0.0010384i
-0.020722+0.0037682i,-0.03092+0.00045294i,-0.019066-0.0027216i,0.0057054+0.0058853i,0.011857+0.014101i,-0.011561+0.011255i,-0.036562+0.011288i,-0.038014+0.012269i,-0.022343+0.005335i,-0.0068874-0.0034426i,-0.00083776-0.0066289i,-0.0016981-0.0082777i,-0.0052844-0.010399i,-0.0085102-0.0070833i,-0.0089824-0.0017097i,-0.005543+0.00069848i,-0.00039451+0.0022284i,0.0032291+0.0027183i,0.0052645+0.0021244i,0.0055491+9.33e-05i,0.0035031-0.0027638i,-0.00043537-0.0043644i,-0.003647-0.0050684i
-0.0024291-0.026447i,0.004904-0.04647i,0.014672-0.053786i,0.011502-0.043938i,0.0039756-0.036121i,0.0058396-0.030097i,0.015515-0.030126i,0.021218-0.034162i,0.015926-0.026565i,0.0055084-0.0095478i,0.00071737+0.00024063i,0.0024831-0.0010833i,0.005236-0.0038672i,0.0061544-0.0043376i,0.0045724-0.0040088i,0.0020318-0.0016549i,0.00035591+0.0015085i,-0.00033049+0.0021525i,-0.0011631+0.00088425i,-0.001184+0.00018161i,-0.0012654-9.2228e-05i,-0.00079228-0.00081463i,0.0015034-0.00082812i
0.017879-0.0095675i,0.028353-0.0072411i,0.022604+0.0015705i,0.0023224+0.0045641i,-0.01073+0.0089904i,-0.011584+0.020185i,-0.006745+0.030815i,0.00056853+0.035084i,0.0063789+0.02522i,0.0070268+0.0077467i,0.0076727-0.001876i,0.0086731-0.0017957i,0.0058235+0.0018788i,0.0025105+0.0049831i,0.001392+0.0045926i,0.00027451+0.0021901i,-0.0012294+0.00033555i,-0.0011797-0.00027915i,-0.00035446-0.00021864i,0.0010424+0.00091858i,0.00022094+0.0019029i,-0.001658+0.00074455i,-0.0022184-0.00056946i
0.017841+0.0069145i,0.017885+0.014357i,0.0068795+0.013682i,-0.0069843+0.0053551i,-0.011592-0.0022358i,-0.012851-0.013765i,-0.012548-0.024282i,-0.0080894-0.022402i,-0.0013103-0.010344i,0.0031585+0.0013208i,0.0026836+0.0058492i,-0.00025666+0.0054546i,-0.0028807+0.0033068i,-0.0042752+0.0011809i,-0.003245+0.00052672i,-0.0011305+6.0477e-05i,6.4609e-05-0.00090477i,-0.0013461-0.00077261i,-0.0021278-9.1946e-06i,-0.0005317-0.00059729i,0.0016855-0.0020328i,0.0037049-0.002995i,0.0035503-0.0023315i
-0.00086988+0.011914i,0.00061078+0.020057i,0.0059996+0.023128i,0.013886+0.020432i,0.016075+0.013628i,0.013872+0.01259i,0.018252+0.020544i,0.022968+0.023616i,0.016918+0.016067i,0.0046482+0.0062846i,-0.0030434+0.00032731i,-0.0043822-0.0025924i,-0.0038793-0.0021967i,-0.0018861-0.00084688i,-0.00049023+0.00024097i,-0.0013478+0.0012578i,-0.0017797+0.0013766i,-0.00073406-0.0004381i,0.00010702-0.0032524i,0.00078794-0.0051182i,0.0012106-0.005079i,0.0010234-0.0026028i,-0.0004014+0.00094895i
-0.011709-0.0025437i,-0.020102-0.011246i,-0.018959-0.02652i,-0.012689-0.03509i,-0.013054-0.028494i,-0.020172-0.015467i,-0.028618-0.0084031i,-0.029082-0.0072285i,-0.018351-0.0067001i,-0.0045625-0.0042317i,0.0022487-0.00070195i,0.0022756+0.0001685i,0.00044075-0.0016271i,-0.0012548-0.0016893i,-0.0014966+1.073e-05i,0.00051702-9.5757e-05i,0.0030331-0.0011187i,0.0048518-0.00089353i,0.0044154+0.00068963i,0.002032+0.0022406i,-0.00035326+0.0028023i,-0.0020914+0.0024526i,-0.001703+0.00062633i
-0.00096984-0.013095i,0.0077271-0.020844i,0.015087-0.019379i,0.011082-0.0069843i,0.0073671+0.0054897i,0.011896+0.004108i,0.020514-0.0046092i,0.026278-0.009277i,0.021344-0.0079191i,0.01021-0.0042078i,0.0039457-0.00297i,0.0028826-0.0014936i,0.0028845+0.00062994i,0.0019703+9.8832e-05i,-0.00035214-0.0002169i,-0.0024159+0.0022491i,-0.0023974+0.0050938i,-0.00044506+0.0045687i,-0.00016236+0.0020072i,-0.00098352+0.0017099i,-0.0012306+0.0031486i,-0.0013057+0.003148i,-0.00060039+0.0014944i
0.0096765+0.0020864i,0.015025+0.011045i,0.0064712+0.021371i,-0.011147+0.019869i,-0.01873+0.010541i,-0.018795+0.0090731i,-0.017475+0.016054i,-0.01117+0.020043i,-0.0005957+0.015664i,0.0066326+0.0052977i,0.007196-0.0023289i,0.0045256-0.0018722i,0.00097778-0.00033612i,-0.0002685-0.00084432i,0.00039213-0.0024411i,0.0004196-0.0048193i,-0.0016114-0.00471i,-0.0033947-0.0014811i,-0.0022129+0.00067437i,-0.0003443-0.00093346i,0.00037465-0.0035057i,0.00072577-0.0043886i,0.00070883-0.0038728i
0.0032514-0.0010704i,0.0057219+0.002135i,0.01363-0.0010819i,0.02418-0.0074922i,0.020856-0.0070354i,0.011494-0.0082691i,0.010353-0.014408i,0.013145-0.013688i,0.014281-0.0051598i,0.010946+0.0021072i,0.0047575+0.0042667i,0.00097414+0.0024231i,0.0016858+0.00029981i,0.0026279+6.6912e-05i,0.0020513+0.0022981i,0.0023673+0.0040182i,0.0023916+0.0032055i,0.00069258+0.0014907i,-0.0017917+0.00094546i,-0.0020552+0.0003508i,-0.00025689-0.0010951i,0.00069341-0.0012619i,0.0016144-0.00047563i
-0.0018433+0.0023715i,-0.0058423+0.0073653i,-0.0074039+0.0098066i,-0.011215+0.0069891i,-0.013935+0.0055867i,-0.0084278+0.0089415i,-0.0006285+0.018041i,0.0030139+0.024746i,0.0026652+0.020396i,0.0011941+0.010256i,0.0012204+0.0031637i,0.0019227+0.00069811i,0.0030421+0.0014985i,0.0037871+0.0021985i,0.0029736+0.00049829i,0.00049755-0.0011197i,-0.0021545-0.0014398i,-0.0023182-0.0014621i,-0.00071311-0.0022836i,9.6279e-05-0.0014123i,-1.4158e-05+0.001339i,-0.00073132+0.0022597i,-0.0018187+0.0017998i
-0.0035189-0.0078869i,-0.010978-0.015967i,-0.014328-0.026796i,-0.011584-0.031721i,-0.0060784-0.024693i,-0.0071689-0.013225i,-0.014132-0.0099242i,-0.017684-0.012216i,-0.013886-0.010016i,-0.0050724-0.0041143i,0.00089269+0.00025667i,0.0013461+0.0027404i,-0.00028103+0.0043214i,-0.0013884+0.005822i,0.00034096+0.006357i,0.0040336+0.0049119i,0.0052333+0.0014959i,0.0045625-0.00076716i,0.0030668-0.00030316i,0.0013452+0.001132i,-0.00015475+0.0024845i,-0.0013064+0.0027754i,-0.0020239+0.0019314i
0.0079952-0.0089101i,0.013745-0.0080973i,0.018855+0.0062616i,0.015185+0.024091i,0.0032521+0.027682i,0.0016325+0.018671i,0.010719+0.012322i,0.015053+0.0096265i,0.012278+0.0048036i,0.0060903-0.0012025i,0.00049689-0.0040235i,-0.0023422-0.0029249i,-0.0032897-0.00096486i,-0.0044405-0.0012192i,-0.0070407-0.0022855i,-0.0090973-0.001739i,-0.00796-1.4137e-05i,-0.0041913+0.0012823i,-0.00088545+0.00016075i,-0.00024787-0.0011915i,-0.0012622-0.0018296i,-0.0015476-0.0029354i,-0.0011323-0.0033926i
0.0087862+0.001404i,0.0089674+0.005238i,0.0033009+0.0020301i,-0.0040224-0.010413i,-0.0066734-0.014545i,-0.0080965-0.007362i,-0.011574+0.00060061i,-0.0088128+0.0044494i,0.00060477+0.0034658i,0.0069057-0.00018696i,0.0065079-0.002378i,0.0030401-0.0020242i,0.001019-0.0026289i,0.0014169-0.0037026i,0.0035834-0.003534i,0.0048602-0.0046016i,0.0038258-0.0054498i,0.001998-0.0030981i,0.00088275-0.00044552i,0.00048515+0.00027043i,0.00012227+4.3331e-05i,0.00051883-0.00068447i,0.0013237-0.0018443i
0.0014987-0.0010536i,0.0012486-0.0016784i,0.0062432-0.0068709i,0.013428-0.006896i,0.011624-0.00067347i,0.0055794+0.00014899i,0.0066899-0.0039526i,0.011998-0.004893i,0.013433-0.00064352i,0.010051+0.0033682i,0.0061883+0.0041025i,0.0048844+0.00267i,0.0056641+0.0011129i,0.0052374+0.0011326i,0.0026983+0.0030167i,0.0013263+0.0052857i,0.0021447+0.0051416i,0.0018434+0.0029907i,4.6465e-05+0.0019014i,-0.00077855+0.0016572i,-5.4106e-05+0.0011071i,0.0002569+0.0014937i,-0.00045184+0.0017064i
-0.0002705+0.0013093i,-0.0067034+0.0023625i,-0.015452+0.0050409i,-0.024073+0.0034773i,-0.025211-0.002404i,-0.017289+0.00060436i,-0.011755+0.010814i,-0.012791+0.016928i,-0.011847+0.015218i,-0.0061293+0.0087907i,-0.00065836+0.003716i,0.0017205+0.0028242i,0.0027332+0.0047398i,0.0038955+0.0050184i,0.0040834+0.0017221i,0.0021823-0.0011452i,-0.00065451-0.0020952i,-0.0012174-0.0017342i,-0.00061173-0.0017766i,-0.0009107-0.0022243i,-0.00044052-0.00097916i,0.00060433+0.00082253i,0.0013887+0.00214i
0.00049943-0.001985i,-0.00012049-0.0070889i,0.0046481-0.010822i,0.012041-0.010709i,0.013139-0.0034962i,0.0055143-0.00043569i,-0.0039433-0.0041706i,-0.0076743-0.0038191i,-0.006256-0.0014014i,-0.0039568-0.00026633i,-0.0025047+0.00064319i,-0.0019025+0.0011311i,-0.0033762+0.0016987i,-0.0053435+0.002928i,-0.0040569+0.0044454i,-0.00062646+0.0049288i,0.0017974+0.0037802i,0.0015938+0.0021381i,0.00033905+0.0003353i,-0.00050729-0.00082467i,-0.0014069-0.0007956i,-0.0015184-0.00061941i,-0.0014513-0.00081632i
0.0074166-0.00042418i,0.01469+0.0003826i,0.018481+0.0062281i,0.010381+0.011618i,-0.0012019+0.0086877i,-0.0046844+0.0034834i,-0.0014122+0.0048167i,0.0029062+0.0063365i,0.0046103+0.0024208i,0.0033425-0.0037648i,-8.5907e-05-0.0064339i,-0.0024308-0.0047203i,-0.0037182-0.0040278i,-0.0051316-0.0062824i,-0.0062886-0.0074647i,-0.0071779-0.0061884i,-0.0054496-0.0039007i,-0.0013972-0.001534i,0.00084414-0.0005419i,0.0015874-0.0012917i,0.0012554-0.0015915i,0.00069341-0.0015406i,0.00045539-0.0017027i
0.0052991+0.0015543i,0.0043734-0.0026139i,-0.00012874-0.01256i,-0.0040617-0.023808i,-0.0031806-0.024271i,-0.004663-0.012959i,-0.0087236-0.0055393i,-0.0081771-0.0056734i,-0.0009308-0.0059672i,0.0057023-0.0046766i,0.0056519-0.004308i,0.0036594-0.0038225i,0.0022433-0.0033909i,0.0018029-0.0022729i,0.0040888+6.7719e-05i,0.0066814-0.00019099i,0.0058649-0.0017873i,0.0030753-0.0010793i,0.0012403+0.00072037i,0.00089845+0.00092627i,0.00048683-6.0718e-05i,-0.00040952-0.00031967i,-0.0012288-0.00025857i
-0.0031227+0.0027783i,-0.00030804+0.0038431i,0.0030876+0.0063276i,0.0028767+0.011012i,-0.0022159+0.012317i,-0.0051377+0.0047171i,-0.0024376-4.1254e-05i,0.0019566+0.00409i,0.0051664+0.0082594i,0.0059326+0.006912i,0.0050189+0.0028419i,0.0043129+0.00057446i,0.0036438-0.00048534i,0.0019755-0.0020608i,-0.00037391-0.001498i,-0.00090854+0.0010349i,0.00089083+0.0027592i,0.00072499+0.0020104i,-0.0014246+0.00041563i,-0.0019398+0.0004078i,-0.0012219+0.00012572i,0.00050767-0.0014237i,0.0026273-0.0018331i
-0.0049791-0.0018257i,-0.0053116+0.00049163i,-0.0075334+0.0015008i,-0.010101-0.0012897i,-0.0064079-0.0040255i,-0.0032779-0.00019358i,-0.0068988+0.0072079i,-0.00966+0.011345i,-0.0082346+0.012136i,-0.0040405+0.0086907i,-0.00027047+0.0036334i,0.0013328+0.0018499i,0.0010427+0.0020027i,0.00094859+0.0018317i,0.0018084+0.00025287i,0.0014754-0.0018854i,0.0002148-0.0014152i,-0.001008-0.00028763i,-0.00074087-0.0012093i,-0.00021767-0.0014231i,-0.00056746-0.0005388i,-0.00057705+0.00024834i,-0.00012935+0.0010444i
-0.0019937-0.0047723i,0.0049773-0.0080419i,0.012212-0.010525i,0.016743-0.0079955i,0.012952-0.0022681i,0.0030473-0.0012714i,-0.0027461-0.0030968i,-0.0033798-0.0025514i,-0.0018932-0.00037243i,-0.0011259-0.00026853i,-0.0017374-0.00099436i,-0.0021521-5.8742e-05i,-0.0030415+0.00018457i,-0.0052719-0.00012724i,-0.0059861+0.00064115i,-0.0043602+0.00031586i,-0.0023889-0.00045023i,-7.8848e-05-0.00096279i,0.00076034-0.0016643i,0.00046271-0.0022616i,0.00028162-0.001522i,-0.00094317-0.0010881i,-0.0026554-0.0019348i
0.0017081-0.0028739i,0.0061287+0.00010771i,0.0042801+0.0038849i,-0.0045297+0.0032351i,-0.01066-0.00057365i,-0.0087177-0.002138i,-0.0063377+9.2152e-05i,-0.0065682+0.0018708i,-0.0044383-0.00061156i,-0.00082381-0.0046438i,0.00029122-0.0056794i,-0.00072881-0.0050631i,-0.0014152-0.0046705i,-0.00087957-0.0049691i,5.1644e-05-0.0050464i,0.00098491-0.0041468i,0.001947-0.0020602i,0.0026957+7.0387e-05i,0.0025381+0.0012128i,0.002309+0.0017878i,0.0019952+0.0012444i,0.00087888+0.00069435i,0.00024905+0.0011714i
0.0012773-0.00061218i,0.0030134+0.00065311i,0.0015095-0.0015262i,0.00025855-0.0060955i,0.00086379-0.0049993i,-0.0030886-0.0023059i,-0.0082176-0.0025141i,-0.0071584-0.0024753i,-0.0010693-0.00097041i,0.0051409-0.00015534i,0.0063758-0.0016578i,0.0044765-0.0040533i,0.0030762-0.0051212i,0.0013552-0.0031602i,4.8205e-05+0.00016505i,0.00068941+0.0008877i,0.0016842-2.6628e-05i,0.0013796+0.00019242i,0.00053828+0.00076105i,-0.00060414+0.00055902i,-0.0011408-0.00043728i,-0.0009151-0.0016433i,-4.7224e-05-0.0023019i
0.0021769-0.0015526i,0.0049181+0.0012712i,0.0069404+0.004248i,0.0040496+0.0078077i,-0.002067+0.0076382i,-0.0045504+0.0040107i,-0.0013055+0.0044673i,0.0025106+0.0089201i,0.0052205+0.012568i,0.0064071+0.010225i,0.0040885+0.0037373i,0.0019809+0.00059677i,0.0018583+0.00076051i,-0.00052343-0.00050323i,-0.0031752-0.0026888i,-0.0028152-0.0024469i,-0.00052298-0.00060985i,0.001088+0.00073639i,0.001386+0.00019624i,0.0012849-0.0005068i,0.001711-0.0001868i,0.0027346-0.00078767i,0.0033755-0.0019674i
0.0025908-0.0052357i,0.0022555-0.0056849i,0.00033687-0.0077066i,-0.0025789-0.0097798i,-0.0032113-0.0078994i,-0.0025304-0.002515i,-0.0031744+0.0022104i,-0.0028414+0.0056705i,-0.00038013+0.0080244i,0.00047023+0.0069743i,-0.00029982+0.0037729i,-0.00061152+0.0020119i,-0.001328+0.0015638i,-0.0015429+0.0011037i,-0.00061183+0.00063573i,-0.00087291+0.0001465i,-0.0028207+0.00010765i,-0.0028748+0.00068721i,-0.0014112+0.00039585i,-0.00089468-0.00013351i,-0.0003954+0.00037661i,-0.00045236+0.00105i,-0.0012556+0.0013539i
0.0036374-0.0033787i,0.0058996-0.0036841i,0.008494-0.0044715i,0.0078908-0.0040952i,0.0023756-0.0012241i,-0.0024609-0.001591i,-0.0034874-0.002574i,-0.0031876-0.00016276i,-0.0032638+0.0013004i,-0.0026079+0.00078275i,-0.0014223+0.00047085i,-0.0010163+0.00011321i,-0.0018625-0.00059537i,-0.0026163-0.0016872i,-0.0020692-0.0016352i,-0.00022437-0.0010919i,0.00095248-0.0014014i,0.0002227-0.0017654i,-0.00073581-0.0019182i,-0.00027332-0.0019756i,0.00043745-0.0017509i,5.9059e-07-0.0010569i,-0.00064366-0.00061156i
0.0048966-0.0015902i,0.004001+0.0006188i,-0.0014671+0.0013899i,-0.0091043+0.00063275i,-0.011369-0.0007522i,-0.0083682+0.00065072i,-0.0068351+0.0035695i,-0.0079448+0.0043944i,-0.0064246+0.0029761i,-0.0015342-6.6587e-05i,0.0014246-0.0024108i,0.00051546-0.0026065i,-0.00058514-0.0030014i,-0.00048288-0.0027845i,0.0012851-0.00087109i,0.00273+0.00034884i,0.0021314+0.0001291i,0.001779-0.00015241i,0.0020313-0.00050424i,0.001456+2.4671e-05i,0.00040864+0.00065704i,-0.00053246+0.00044155i,-0.0012567+5.9251e-05i
0.0012614+0.00054705i,0.0023546+0.00081955i,0.0037045+0.00079851i,0.0054621-0.00014286i,0.0044292+0.00029418i,0.00090247+0.0007201i,-0.0011245+0.001062i,-0.00017121+0.0024693i,0.0042414+0.0042205i,0.0066929+0.003033i,0.0051029+0.00058572i,0.0031788-0.00095251i,0.0021525-0.0021824i,1.449e-05-0.0015085i,-0.0029755+0.00034636i,-0.003716+0.00055555i,-0.0015719-0.0018525i,-0.0001601-0.0028769i,0.00012721-0.0018104i,-5.9878e-05-0.0015505i,-0.00083958-0.0011562i,-0.00083205-0.0015464i,-9.0701e-05-0.0027674i
0.0050923+0.003533i,0.005469+0.0018305i,0.0058029-0.0010801i,0.0034635-0.00326i,-0.0018248-0.0037945i,-0.0038506-0.0024386i,-0.00096857+0.002192i,0.0031048+0.0061898i,0.0065991+0.0071463i,0.0074597+0.0059149i,0.0038027+0.0035764i,-4.5228e-05+0.0015464i,-0.0016114+0.00086323i,-0.0025415-0.0011044i,-0.003667-0.003321i,-0.0030247-0.002698i,-0.0003508-0.00076494i,0.0008435+0.00072473i,0.0010333+0.0016593i,0.0017431+0.0019234i,0.0023838+0.0013693i,0.0020799+0.0005531i,0.0011241+0.00063975i
-0.00052702+0.0033852i,0.00091212+0.00020111i,0.0030061-0.004747i,0.0022106-0.0090511i,-0.00040114-0.0075228i,-0.0024857-0.0027984i,-0.0031533+0.00018832i,-0.0022763+0.0022879i,-0.00089766+0.0054432i,0.0010199+0.0054751i,0.0021502+0.0024926i,0.0016155+0.00035238i,0.00010664-0.0010728i,-0.00042143-0.0026051i,0.00015475-0.0030643i,-0.00035068-0.0016912i,-0.0011552-0.00024303i,-0.0018093+0.0003937i,-0.0024917+0.00074106i,-0.0020226+0.00086028i,-0.0014559+0.00054557i,-0.0015849-0.00012076i,-0.00074315+3.0405e-05i
0.0013919+0.0022596i,0.005833+0.0018831i,0.0080368+0.0027214i,0.0047726+0.0043115i,-0.00076978+0.0042676i,-0.0033269+0.0027224i,-0.0017618+0.0035564i,-0.0013379+0.0063526i,-0.0020559+0.0075724i,-0.0018949+0.0045796i,-0.0010196+0.00095234i,-0.0009493-0.00051632i,-0.0013247-0.0012938i,-0.0012144-0.0019003i,-0.0017452-0.0017291i,-0.0010367-0.0013677i,0.0010062-0.0015871i,0.0012271-0.0028982i,0.00054287-0.0036425i,-3.4644e-05-0.0024634i,-0.00011875-0.0010466i,0.00025119-1.6833e-05i,-0.00015295+0.00041889i
-0.0025188-0.0025753i,-0.0012151-0.0022416i,-0.00078372-0.0017031i,-0.0033435-0.0029041i,-0.0054122-0.0026331i,-0.0042179-1.7589e-05i,-0.0022129+0.0021564i,-0.0010481+0.0044783i,0.0005913+0.004942i,0.0026186+0.0019585i,0.0025592-0.00029184i,0.00099045-0.00058524i,-0.00035185+0.00014646i,-0.00036591+0.00073725i,0.00078425+0.0019546i,0.00078085+0.0026729i,7.4613e-05+0.0016811i,0.00029589-0.0005032i,0.00030763-0.0012381i,-7.4863e-05-0.00062838i,0.00028505-0.00070398i,3.7342e-05-0.00056899i,-0.001649-0.00050325i
-0.0030693-0.0039859i,0.00015662-0.0042536i,0.0041642-0.0042771i,0.0065402-0.0034958i,0.0041375-0.00013031i,0.00025308+0.0014846i,0.00029167+0.0010377i,0.003212+0.0010219i,0.0063968+0.00063062i,0.0069296-6.0086e-06i,0.0038287+0.00098202i,0.0014647+0.0024239i,-0.00012475+0.0017241i,-0.0032083+0.0011957i,-0.0060719+0.0011118i,-0.0060461+0.0011039i,-0.003019+0.0010834i,-0.00014217+0.00023116i,0.001448-6.3566e-05i,0.0022212-0.00022995i,0.0013614-0.0017689i,8.7577e-05-0.0019278i,-0.00028142-0.00124i
-0.0010857-0.0042801i,0.00032922-0.0029435i,0.00017453-0.0013244i,-0.0027564-0.00071135i,-0.0056946-0.0010944i,-0.004762-0.0012486i,-0.0017665+0.00021855i,0.00050649+0.0017193i,0.0028354+0.0048846i,0.0043948+0.0068672i,0.0040271+0.0045803i,0.0024099+0.00086683i,0.0010465-0.0017867i,-0.00017084-0.0040924i,-0.00064743-0.0053881i,0.00024569-0.0038561i,0.00098207-0.001091i,0.0012593+0.00089912i,0.0017483+0.0014131i,0.0022215+0.0010575i,0.0012348+0.0011936i,0.00039984+0.00056584i,0.00019011+0.00050016i
0.00048155-0.0035825i,0.0027644-0.0017449i,0.003666-0.00015327i,0.003106-0.0007796i,0.0014014-0.001383i,0.00036918-0.00047698i,-0.0001668+5.1599e-05i,-0.0010472+0.0024683i,0.00027725+0.0070644i,0.0021514+0.0078722i,0.0025596+0.0042576i,0.0021455+0.0022515i,0.0006873+0.001307i,-0.00028642-0.0004569i,-0.0006578-0.00074034i,-0.00091167+0.00029246i,-0.00048405+0.00077519i,-0.0011026-1.5172e-05i,-0.0025205-0.0022448i,-0.003411-0.0021521i,-0.0030224-0.00012531i,-0.00089107+0.00020475i,0.00069686-6.546e-05i
0.0042373-0.0039314i,0.0046412-0.0048776i,0.0054774-0.0037898i,0.0026914-0.0022012i,-0.0019256-0.0018655i,-0.0037662-0.0014734i,-0.0028301+0.00054958i,-0.0016402+0.0033497i,-0.00078527+0.0052221i,-0.0005291+0.0034581i,-0.0015125+0.00059594i,-0.0015021+1.3334e-05i,-0.00041486+0.00029063i,-0.00056359-0.00088771i,-0.0014331-0.00054346i,-0.0020716+5.7789e-05i,-0.0016361-0.0015732i,-0.0010967-0.0027483i,-0.0003295-0.0018197i,0.0010301-0.001131i,0.00064092-0.0011098i,-0.00068363-0.00068272i,-0.0017092+0.00018429i
0.0045341-0.0035977i,0.0043463-0.0033878i,0.0043708-0.0026684i,0.0032318-0.003384i,0.001041-0.0046504i,-0.0014972-0.0021586i,-0.002495+0.0009218i,-0.001343+0.0010963i,9.8186e-05+0.00078911i,0.00087761+0.00042722i,0.0009877-0.00045331i,0.00036669+0.00033278i,0.00018318+0.0019927i,0.00011075+0.0031627i,-0.0011679+0.003276i,-0.0012368+0.0028946i,0.00057108+0.0031369i,0.0019394+0.0024834i,0.001808+0.0015464i,0.0011522+0.0018403i,0.00053679+0.0008478i,0.00023165-0.00039331i,-0.00053294-0.00051944i
0.0022132-0.00057968i,0.0019029-0.0011485i,0.00036334-0.0007953i,-0.00080812-5.104e-05i,-0.0028767+6.3771e-05i,-0.0042729+8.8714e-05i,-0.0034228-0.0002236i,-0.0018511-0.00058081i,0.00085269+0.00043192i,0.0038624+0.0014279i,0.0047058+0.00094761i,0.0028121+0.0003772i,0.00042594-0.00010335i,-0.0025592-0.00083916i,-0.0047769-0.0011684i,-0.0047827-0.00068145i,-0.0035601-0.00042997i,-0.0017681+6.0316e-05i,2.9228e-05-4.9782e-05i,0.00095422-0.00026735i,0.00088022+0.00049421i,4.3232e-05+0.00039822i,-0.0011502-0.00047801i
0.0023389-0.0032829i,0.0011967-0.0049134i,-0.0013365-0.0043908i,-0.0025942-0.0024594i,-0.0026629-0.0018887i,-0.0020086-0.0016324i,-0.0020026-0.001522i,-0.0022268-0.00019743i,-0.00043985+0.0031235i,0.0025836+0.0048642i,0.0036082+0.003139i,0.003005+0.00069538i,0.0016568-0.00061252i,6.4969e-05-0.0016055i,0.00073144-0.0017898i,0.0021456-0.0013854i,0.0020532-0.0018425i,0.00088392-0.0030456i,-0.00022629-0.0024755i,-0.00070407-0.0003705i,-0.0011501+0.00072532i,-0.0012592+0.00049843i,-0.00061688+0.00043789i
0.0062406+0.00018518i,0.0074092-0.0015754i,0.0078622-0.0014618i,0.0062072-0.00075184i,0.0024012-0.0013001i,-0.0028577-0.00081005i,-0.0050884+0.0011248i,-0.0024375+0.0032438i,0.00085948+0.0048191i,0.0015436+0.0050798i,3.3963e-06+0.0040531i,-0.00088819+0.0028744i,-0.0010094+0.0010549i,-0.0013171-0.0010663i,-0.0016131-0.00048643i,-0.0023257+0.0015378i,-0.0023581+0.0028899i,-0.001458+0.0032312i,-0.0013355+0.0018703i,-0.0016564+0.00021339i,-0.0011275-0.00039369i,-0.0001327-0.00098157i,6.3062e-05-0.00024412i
0.0018545+0.0012202i,0.003869-0.00021077i,0.0020978-0.0001435i,-0.00089909-0.0011034i,-0.0025701-0.0033906i,-0.0042359-0.0040556i,-0.0050378-0.0026565i,-0.0037259-0.00079606i,-0.002506+0.0012718i,-0.002709+0.0020469i,-0.0025013+0.0014231i,-0.00070319+0.0017691i,0.001469+0.0017208i,0.0020034+0.00050282i,0.0017428-0.00011864i,0.0012501-0.0012961i,0.00083939-0.0024715i,0.00049284-0.0017254i,0.00047537-0.00026525i,0.0012405+0.00043286i,0.0012137-4.1804e-05i,0.00016006-0.00040285i,-0.00039886-0.0013325i
0.00047808-0.00061655i,0.0024758-0.0012388i,0.0025457-0.0025626i,0.00069698-0.0022026i,-0.0011702-0.001324i,-0.0029489-0.00043462i,-0.0037201-0.0009491i,-0.0042084-0.00075123i,-0.0030796+0.0008978i,-0.00072472+0.0011784i,0.0011869+0.0004735i,0.0015336+0.00047005i,0.00037698+0.001601i,-0.0013493+0.0028315i,-0.0029647+0.0037518i,-0.0024262+0.0042504i,-0.00073663+0.0037297i,0.0010407+0.0021848i,0.001839+8.9486e-05i,0.0018476-0.00085691i,0.0010225-0.00020791i,-0.00016025+0.000375i,-0.00026816+0.00057493i
-0.00090846-0.00077625i,0.0018637-5.0053e-05i,0.0029746+0.00014434i,0.0010615+0.00068324i,-0.0012345+0.00061061i,-0.0030867-0.00026043i,-0.0049628-0.0007878i,-0.0049332+0.00023333i,-0.0015692+0.0020047i,0.0019856+0.0027338i,0.0033118+0.0022199i,0.0026195+0.00032097i,0.00090431-0.0020631i,-0.0016156-0.0029269i,-0.0043252-0.00283i,-0.0045682-0.0031133i,-0.0040827-0.0021663i,-0.0040671-0.00038163i,-0.0031051+0.00064748i,-0.001265+0.00072908i,9.3345e-05+0.00051258i,-0.0004454-0.00018813i,-0.00084817-5.6368e-05i
-0.0010555-0.0018858i,0.0019867-0.0033724i,0.0033594-0.002079i,0.0017442-0.0010633i,0.00019798-0.0023724i,-0.0025391-0.0030994i,-0.0053584-0.0026901i,-0.004984-0.00030451i,-0.0025025+0.002387i,-0.0003257+0.0032308i,0.0012619+0.0023684i,0.0026544+0.0011046i,0.0024473+0.00029026i,0.0010566-0.00012325i,-0.0003715-5.1797e-05i,0.00037494+0.00015875i,0.0025154-0.00039153i,0.0022802-0.00045192i,0.00043381+0.00055234i,-0.00070247+0.0014377i,-0.00076261+0.0005814i,0.00015065+8.2136e-05i,0.00044307+0.00041837i
