-0.0091629+0.00030508i,-0.01007+0.0008097i,-0.0088238+0.0044318i,-0.0043108+0.0064396i,-0.00010776+0.0054994i,0.00088529+0.0024867i,-0.00033157+0.00045391i,-0.00044335+0.00076363i,0.00025103+0.0011897i,0.0012998+0.00097361i,0.0022422+0.00043818i,0.0015331-8.2272e-05i,0.00024632-2.904e-05i,0.0003268-0.00023995i,0.00047957-0.0016432i,0.00039887-0.0019027i,0.00042608-0.00031758i,-0.00029062+0.00030692i,-0.00024362-7.0277e-05i,3.9813e-05+2.952e-06i,-2.859e-05-0.00095433i,0.00024084-0.0023487i,-0.00019191-0.0015682i
-0.00078234-0.00024564i,-0.00031254+0.00061038i,-0.00027305+0.001402i,-0.001045+0.0012146i,-0.00049034+0.00058091i,-0.00012199-0.00043735i,-0.00046748-0.000685i,-0.00056285-0.00030426i,-0.00033871-0.00012185i,1.9016e-05-0.00030046i,-2.0096e-05-0.00090135i,4.4345e-05-0.00078606i,-0.0004918-0.00018382i,-0.00097014-0.00017431i,-0.00025441-0.00012786i,3.5003e-05+0.00062107i,0.00025438+0.001269i,0.00046354+0.00068018i,-0.00059367-0.00038195i,-0.00077353-0.00062419i,-5.6355e-05-0.00028225i,0.00037397-1.2714e-06i,1.9057e-05-0.00020619i
-0.0014-0.0013229i,-0.00091335-0.0013141i,-0.00090516-0.00056796i,-0.00095343+0.0011769i,-0.0010672+0.0018505i,-0.0010266+0.00033847i,-0.00043146-0.00078674i,-0.00040225-0.00047891i,-0.00076094+0.00044793i,-0.0006151+0.0013525i,-3.7831e-05+0.00063312i,-0.00011887-0.00066982i,-1.5537e-05-0.00062797i,0.00051042-0.00012165i,0.00033938-0.00021326i,0.00025695-6.0383e-06i,0.00024+2.789e-05i,-0.00016567+0.00026191i,-0.0006334+0.00053776i,-0.00061437+0.00017863i,-0.0010228-0.00023976i,-0.00065202-0.00021554i,0.00033408-0.00041516i
0.00074085+8.4409e-05i,0.00034108+0.00064521i,0.00031911+0.0023414i,4.4239e-05+0.0022118i,0.00024557+0.00091609i,0.00018647+0.00038651i,-0.00022296-7.506e-06i,3.517e-05-0.00035116i,0.00047092+6.9387e-05i,0.00034274+0.00039089i,0.00021433+0.0003078i,-0.00035602-0.00015819i,-0.00038891-0.00045104i,0.00024861+0.00028317i,0.00012971+0.00015902i,-0.00064711+0.00011803i,-0.00098413+0.00021411i,-0.0012392-0.00013876i,-0.0015064-8.7106e-05i,-0.0015363+0.00075382i,-0.0011863+0.0015767i,-0.00060456+0.00098762i,6.8976e-05+6.3286e-05i
-0.0014716+0.0012339i,-0.0020234+0.0014893i,-0.0011972+0.0015433i,-0.00093476+0.0015766i,0.00013315+0.00077122i,9.9204e-05-0.00052588i,-0.00064564-0.0010046i,-0.00034568-0.0010434i,-0.00097148-0.00052522i,-0.00084909+0.00018948i,0.00011705-0.00012498i,0.00036421-0.00031713i,0.00080511-0.00016651i,0.0012002-6.8908e-05i,0.00058583-0.00052977i,0.00026876-0.00050015i,0.00025487+0.00026077i,9.4399e-05+0.0005979i,0.00036691+1.3537e-05i,0.00040561-0.00021141i,-0.00016743+0.00037009i,-0.00052143-5.8476e-05i,-0.00047158-0.00059305i
0.0014333-0.0011675i,0.0009008-0.00079983i,0.00050103-1.9364e-05i,-5.1225e-05+0.00035154i,-0.0010886+0.00017186i,-0.0016199-1.4225e-05i,-0.0015947-2.6532e-05i,-0.0011523-0.00077561i,-0.00067637-0.0012835i,8.1152e-05-0.00087826i,0.00055317-0.00039283i,0.00049637-1.5367e-05i,5.7642e-06-0.00055816i,-0.00061205-0.0010973i,-0.00044322-0.00047616i,-0.00041554+0.00011089i,-0.00077265-0.00024665i,-0.00046211-9.1132e-05i,0.0003095-1.0854e-05i,0.00077831-0.00022439i,0.00015729+0.00023246i,-0.00024098+0.00057638i,-0.00010125-0.00011452i
-0.00075098+0.0015776i,0.00064514+0.0020097i,0.00095991+0.0020286i,0.00053862+0.0017618i,-0.00028221+0.00083385i,0.00023608-0.00045652i,0.00069659-0.00049623i,0.00023354-2.6591e-05i,0.00088567+0.00057409i,0.0016102+0.00071602i,0.0011771+0.0001449i,0.00057182+0.00022019i,-0.00022708-0.0005797i,-0.00015246-0.0014099i,0.00090844-0.0012812i,0.0011357-0.0015416i,0.00022866-0.0011556i,-0.00061155-4.1091e-06i,-0.00022316+0.00029171i,-0.00051317-0.00061694i,-0.00067564-0.00081863i,-0.00031963+2.1138e-05i,-0.00031556+0.0010171i
-0.0021348+0.0014022i,-0.0023256+0.0010831i,-0.0022593+0.0015808i,-0.00097963+0.0025384i,-0.00023598+0.0025552i,-8.3496e-05+0.00058051i,-0.0008249-0.001151i,-0.001203-0.00082056i,-0.00068757-0.00063402i,-0.00048567-0.00038596i,-0.00054791+0.00015208i,-0.00033838+0.0002096i,-0.00020597-0.00015494i,-1.4704e-05-0.000334i,0.00037019+0.00030346i,0.0007841+0.00066798i,0.001143+0.0010525i,0.00059689+0.00082296i,0.00026643+7.433e-05i,-4.6082e-05+3.1894e-05i,-0.00026331+1.0816e-05i,-0.00043904-0.00010932i,-0.00046801-0.00057379i
-0.00086679+0.00031066i,0.00012076+0.00049309i,6.8326e-05+0.001124i,-0.0004267+0.00088704i,-0.00083051+0.00071078i,-0.00096897+0.00087098i,-0.00069191+0.00068612i,-6.8826e-05-8.7415e-05i,0.00051079-0.00061774i,0.00071627-0.00033376i,0.00017758-0.00027683i,-6.4663e-05-0.00048531i,-4.0377e-05-0.00066i,-0.00038703-0.00031884i,-0.00087121+0.001021i,-0.00085513+0.0013188i,-0.00049337+0.00035017i,-0.00047364-0.00093511i,-7.7295e-05-0.0013793i,0.00046632-0.00044767i,0.00039764-4.9093e-05i,-0.00010625+4.7232e-05i,-0.00027458+0.00043537i
0.0027218-0.0017645i,0.0025079-0.0017516i,0.00092278-0.0015634i,-0.00028729-0.0011369i,-0.0010249-0.00086763i,-0.0013317-0.00045983i,-0.0009179-0.00060775i,-0.00099021-0.0012503i,-0.00069448-0.0014465i,0.00050874-0.00090857i,-9.9207e-05-0.00042612i,-0.0012849-0.00088053i,-0.00072951-0.00049079i,-0.00027631-8.6547e-05i,9.1069e-08-1.1725e-05i,0.00032827+0.00014881i,-4.4714e-06-0.0002622i,-0.00022651-0.00053892i,0.00042197-0.00034776i,0.00051934-0.00032525i,0.00014302-0.00023037i,0.00050068+0.0002586i,0.00049273+6.5408e-05i
-0.00092131+0.00077109i,-0.00078191+0.0010355i,-0.00024017+0.00056634i,0.0003034-0.00014796i,0.00024607-0.00018714i,-0.00047036+2.5593e-05i,-0.00071576-3.5511e-05i,-0.00045058+0.00024889i,-0.00068613-0.00010556i,-0.00060015-0.00072667i,-0.00039129-0.00050771i,-0.00097292-0.00023795i,-0.0011992-0.00047011i,-0.00091586-0.00010077i,-0.0009334-1.4254e-05i,-0.00034807-0.00036121i,-5.5481e-05-8.7608e-05i,-0.00016233+9.8758e-05i,2.2652e-06+0.00013462i,-0.00049216-0.00031914i,-0.00062174-0.00071052i,-0.00019805-0.00059766i,-0.00016778+3.1047e-06i
0.00014885-0.0016296i,0.00024565-0.00088903i,0.00018433+0.00025218i,-9.1801e-05+0.0015262i,-0.0010314+0.0015621i,-0.0017142+0.00034152i,-0.0012085-0.0002446i,-0.00081251+0.00045656i,-5.2094e-05+0.00037899i,0.001024-1.6026e-05i,0.00039477+0.000831i,5.9294e-05+0.0010295i,0.00086407+0.00037037i,0.00056471-0.00035121i,-0.0004694-0.00065481i,-0.00025237-0.0010412i,0.00040263-0.0014941i,-0.00012792-0.0011697i,-0.00098682-0.00051979i,-0.00096435-4.2953e-05i,-0.00050893+0.0005627i,-0.00046301+0.00048247i,-0.00045286+0.00032855i
-0.00042451-0.0017513i,-0.0018139-0.0010172i,-0.0022217-0.00048572i,-0.0018993+0.00077065i,-0.001698+0.0018074i,-0.00086988+0.00071994i,-0.00058681-0.0007511i,-0.00025342-0.00087658i,-0.00024597-0.00022122i,-0.00047556-6.2925e-05i,-0.00058033-0.00054663i,-0.00059736-0.00089033i,-0.00013836-0.00026532i,9.3847e-05+0.00031762i,-0.00023276+0.00031097i,-0.0002337-1.0107e-05i,-7.067e-05-0.00055828i,-0.00011264-0.00040399i,-0.00025073-0.00039605i,8.0251e-05-0.00088837i,0.00066052-0.00029708i,0.00036755+0.00013062i,-0.00041586+1.9759e-05i
-0.0015581-0.00074856i,-0.0021743-0.0008123i,-0.001746+0.00079911i,-0.00062927+0.0020395i,-0.00016287+0.0010895i,-0.00095973-0.00024326i,-0.0016043-0.00062399i,-0.00083394-0.00037585i,-0.00079366-0.00043088i,-0.00042392-0.00010943i,-0.00050708-0.00010585i,-0.00082965-0.0007358i,0.00011305-0.00092345i,0.00026257-0.00031423i,-0.00040919-4.2695e-05i,-0.00030603-0.00051926i,0.00084592-0.00070001i,0.00084192-0.00031292i,-0.00019098-0.00038149i,-0.00074209-0.00020918i,-0.00086798+8.7001e-05i,-0.00036646-5.2318e-05i,0.00046098-0.00053478i
0.0025485-0.0010919i,0.0016789-0.0021055i,-0.00019608-0.002952i,-0.0022245-0.0025626i,-0.0029673-0.001463i,-0.0024904-0.00037939i,-0.0013158+0.00033491i,-0.00041147-8.1126e-05i,5.1001e-05-0.00074984i,8.2786e-05-0.0006697i,-0.00010039+0.0003264i,-0.00048449+0.00036302i,-0.00067849-0.00050639i,-0.00067999-0.00012417i,-0.00035438+0.00027832i,-4.1946e-05+7.523e-05i,0.00028681+3.1364e-05i,0.00092247+0.00032236i,0.00044862+0.00036165i,-0.00033972-0.00016196i,-0.00036083-0.00041925i,-0.00038166+0.00028444i,-0.00084425+0.00061046i
0.0012666-0.00026837i,0.0014742+0.0012062i,0.00044344+0.0006006i,0.00026248-0.00038971i,-4.1724e-05+0.00035684i,-0.0005677+0.00081364i,-0.00044222-0.00017281i,-0.00052889-0.00077386i,-0.00099563-0.0014763i,-0.00039332-0.0011789i,0.00037677+0.00048727i,-0.00012701+0.0010251i,-0.00034923+0.00034747i,-6.4881e-05+0.00010375i,-4.7879e-06+0.00038904i,-9.5971e-06+0.00013485i,-0.00037727-0.00024045i,-0.0001827+0.00013035i,7.5678e-05+0.00058677i,0.00056967+0.0007184i,0.0009583+0.00018391i,0.0008231-0.00061416i,0.0010277-0.00099332i
0.00021666-0.00085001i,-0.00065508-0.00041609i,-0.0014821-0.00039563i,-0.0021067-0.00021781i,-0.0021357+0.00012553i,-0.0020206+0.00065732i,-0.0013783+0.00019711i,-0.00040494-4.3158e-05i,-0.00054657+0.00035926i,-0.00053954+0.00053655i,-7.3263e-05+0.00066128i,4.1423e-06+0.00028384i,0.00024947-0.00020848i,0.00077816+0.00056854i,0.000521+0.0010834i,0.00029971+4.105e-05i,0.00016594-0.00050132i,0.00020097+0.00023744i,0.00032226+0.001222i,-0.00056707+0.0012483i,-0.00084622+0.00047085i,-0.00042755-0.00011678i,-0.00017259-0.00015266i
0.00064802-0.00036647i,0.00057407-0.00012128i,0.001225-0.0005957i,0.00074545-0.00040621i,0.00043374-0.00024095i,0.00033311-0.00035793i,-0.00021644-0.00048401i,-0.00041903-7.534e-05i,-0.00025816+6.6571e-05i,0.00049781-0.00056783i,0.00055609-0.00069216i,0.00051692-0.00033929i,0.00021223-0.00047032i,0.00041658-0.00024555i,0.00057684-0.00022576i,0.0001468-0.00085196i,0.00013604-0.00049499i,-0.00013383-0.00067116i,-0.00048447-0.00093694i,-0.00046157-0.00066909i,-0.00024396+2.3643e-05i,-0.00079442+0.00063953i,-0.0013665-0.00016138i
-0.00029167-0.00068808i,-0.00030564+0.0003476i,-0.00065011+0.00050661i,-0.00065963+0.00070507i,0.00037669+0.0002927i,0.00065631-4.7113e-05i,-0.00015606-0.00010104i,-0.0011512-0.00015414i,-0.0010771-0.00032289i,-0.0001402-0.0008949i,0.0004451-0.0010994i,-0.00015982-0.00058199i,-2.8664e-05-0.0001047i,-5.9435e-05-0.00025912i,-0.0010079-0.00025046i,-0.00071197-7.3539e-05i,0.00016441-0.00017618i,0.00011647-0.00037737i,2.6645e-05-0.00030534i,0.00035591-0.00084726i,0.00026265-0.0011968i,-0.00040308-0.00091102i,-0.00010413-0.00037125i
-0.003599+0.0011815i,-0.0027483+0.002174i,-0.0016398+0.0038312i,-0.00028341+0.0034882i,0.00047354+0.0020294i,-0.00020024+0.00066568i,-0.0010098+0.00029053i,-0.00027244+0.00043968i,0.00053767+0.0006604i,-5.0005e-05+0.0005728i,-0.00024611-0.00049553i,0.00018283-0.00083792i,-0.00037945-0.00056366i,-0.00041185-0.00046225i,2.1766e-05+0.00027824i,-0.0003957+0.00098195i,-0.00033288+0.00047953i,0.0003046-0.00019323i,0.00047233-0.00036387i,0.00032313+9.3227e-05i,0.00037947+0.00075436i,0.00057499+0.0010645i,0.00071828+0.00053515i
-0.00076814+0.00017566i,-0.0014667-0.00026324i,-0.0013873-0.0002445i,-0.0010298+0.00018329i,-0.00060122+0.00033369i,-0.00098403-8.999e-05i,-0.0019861-0.00014477i,-0.0018657+4.3468e-05i,-0.00051492-0.00019925i,0.00041576-0.00048554i,-4.5358e-05-0.00047829i,-0.00085533-0.00012252i,-0.0011771+0.00069093i,-0.00030706+0.001053i,0.00043791+0.00081284i,0.00022805-5.0319e-05i,-0.00027507-0.00054168i,-0.00031427+8.1668e-05i,-0.00044599+0.00032827i,-0.00068313+4.6748e-05i,-0.0009495+8.1982e-05i,-0.0014644-0.0005276i,-0.00071791-0.00039979i
0.0015938-0.00054557i,0.00062732-0.00031709i,-0.0015145+0.00040302i,-0.0019258+0.00033308i,-0.0017917+0.0003804i,-0.0018558+0.00057089i,-0.0017279-0.00022288i,-0.0014807-0.0012281i,-0.00093129-0.0014625i,-0.0003914-0.00061015i,-0.0003412+7.0738e-05i,-0.00020258+0.00057443i,0.00060531+0.00084858i,0.00081843+0.00065519i,-0.00026436+9.9696e-05i,-0.00085484-6.9609e-05i,0.00017849+0.00037276i,0.00075344+0.00035731i,0.00014363-0.00028508i,-0.00041047-0.0006769i,-0.00015515-0.0010004i,0.00057867-0.0011737i,0.0010234-0.00088162i
-0.00035616+0.0010528i,-0.00087656+0.0014671i,-0.00072058+0.0016266i,-0.00010789+0.0016205i,-0.00076899+0.00079637i,-0.0016746-0.00024305i,-0.0011668-0.00052564i,-0.00057631-0.00048593i,-0.00062524-0.000503i,-0.00063973-0.0003533i,-0.00013478+0.00021321i,-0.00021406+0.00029307i,0.00010136-0.00022727i,0.00052316-0.0001194i,-3.7586e-05+0.00046621i,-0.00054492+0.00037653i,-0.00030072-7.8484e-05i,0.00026521+8.0703e-05i,0.00042518+0.00040067i,0.0003998+0.00033592i,0.00070119-0.00028785i,0.00077317-0.00065118i,2.0728e-05-0.00069755i
-0.0026899-0.0019342i,-0.0036734-0.00078349i,-0.0038416+0.00022973i,-0.0024385+0.0023303i,-0.0015463+0.0026513i,-0.0014635+0.001088i,-0.00099276-0.00063092i,-0.00068017-0.0010665i,-0.00069653-0.00022915i,-0.00026159-3.5081e-05i,4.2276e-05-0.00034542i,-0.00015339-0.001008i,-0.00010708-0.00075045i,-0.00021705-0.00016076i,-0.00062537-0.00042907i,-0.00039668-0.00070552i,0.00029796-0.00087853i,0.00058839-0.00030851i,0.00078279+1.2757e-05i,0.00066291-0.00026895i,-0.0001744-0.00029385i,-0.00037007+0.00025287i,-4.2339e-05-3.5327e-05i
0.00060269+0.00059275i,0.0010476+0.00074082i,0.0013944+0.00024863i,0.00054258-0.00015638i,-0.00028324-0.00073951i,2.4565e-06-0.0011769i,-0.00033784-0.0005462i,-0.00095805-0.00018421i,-0.0006399+0.00038539i,-0.0002641+0.00056755i,8.6847e-05-0.00083797i,0.00014405-0.00097774i,0.00038522-0.00037249i,4.4974e-05+4.0784e-05i,-0.00077713+0.00090125i,-0.00071829+0.0015159i,-0.00055843+0.0008944i,-0.00024094+0.00012343i,-0.00060918+0.0004888i,-0.00093909+0.0004691i,-0.00061642-8.6812e-05i,-0.00068362-0.00031391i,-0.0003748-3.603e-05i
0.00087616-0.001179i,0.00017437-0.00012282i,-0.00020726-0.00040168i,-0.0012422-0.00071876i,-0.0020345-0.00076898i,-0.0016684-0.00094114i,-0.0014054-0.00091189i,-0.00084714-0.0005924i,-6.9487e-05-9.7312e-05i,0.00011344+0.00041458i,-0.00017174+0.00033757i,-0.00032241-0.00054536i,8.6337e-05-0.00048542i,0.00020682-4.0768e-05i,0.00049869+0.00043491i,0.00030184+0.00082652i,-0.00062259-0.00014503i,-0.00050653-0.001057i,0.00062254-0.00015521i,0.00046352+0.00082544i,-0.00054191+0.00085407i,-0.00078906-0.00014102i,-1.1441e-05-0.001226i
-0.0036749+0.0006547i,-0.0026361+0.0010564i,-0.0002859+0.0026101i,0.00017964+0.0017994i,0.00044165-0.00042172i,-0.00027374-0.0015507i,-0.0014511-0.0011274i,-0.0014983-0.00026146i,-0.0005272-0.00063039i,0.00015953-0.0003579i,-0.0005512+0.00016774i,-0.0004354+0.00023229i,-0.00026727+0.00065309i,0.00017737+0.0011058i,8.5214e-05+0.00058085i,-0.00047338+0.00010655i,-0.00040478+0.00064561i,-0.00011997+0.00087748i,-0.00033034+0.00072097i,-0.00075315+0.00057559i,-0.00043563+0.00087549i,-5.1886e-05+0.0012642i,-6.5527e-05+0.00062285i
0.00028101+0.0010262i,0.0023473+0.00064296i,0.002165+0.00071713i,0.00083796+0.00042941i,0.00079485-0.0012081i,0.00076626-0.0018071i,0.00021544-0.001255i,9.5e-05-0.00030002i,6.7015e-05+0.00067213i,0.00030066+0.00075141i,0.00010351+4.3866e-05i,0.00027853-0.00061164i,0.0006482-0.0007261i,-0.00023548-0.00095206i,-0.0012093-0.0015283i,-0.00049677-0.0011735i,0.0005129-0.00059556i,0.00083154+1.9164e-06i,0.00086237+0.00065156i,8.5101e-05+0.0011329i,-0.0002978+0.0007445i,-0.00055171+0.00036433i,-0.00078331-0.00029508i
0.0008278-0.00026789i,-0.00026586+0.00087016i,-0.00045914+0.0017232i,-0.00095592+0.0018068i,-0.0018793+0.0014629i,-0.0014092+0.00086179i,-0.0010505+0.00018894i,-0.0014713-0.00034471i,-0.0011245-8.351e-05i,0.0002371+0.00051482i,0.00047801+0.00035332i,-0.0002605-0.00015342i,-0.00082099+5.8964e-05i,-0.00070699+0.00035915i,0.00048333+0.00081309i,0.0010098+0.0010628i,-0.00016699+0.0006669i,-0.00079813-1.2202e-05i,-0.00040796-0.00053211i,-0.00054111-7.426e-05i,-6.0891e-05+0.00036198i,8.9034e-05+0.00025805i,-0.00053775-0.00042408i
7.1157e-05+0.0011261i,0.00021158+0.0019953i,0.00032226+0.0003044i,0.00088946-0.0007017i,0.00061536-0.00076956i,-0.00027688-0.00070151i,-0.00083646-0.00065285i,-0.00046536-0.0010126i,0.0005929-0.00069528i,0.00025809+0.00031565i,-0.00081976+0.00076284i,-0.00094888+0.00027631i,-0.00027563+0.00018513i,4.9545e-05+0.00023583i,-0.00013106+0.00023577i,-0.00032008+0.00031788i,-0.00019204-7.5789e-05i,-2.0155e-05-0.00078247i,-6.8549e-06-0.000594i,0.00027149+0.00022795i,-0.00017895+0.0004712i,-9.8613e-07-0.00018007i,0.0010879-0.0007376i
-0.0019712-0.00057798i,-0.0015112-0.00074762i,-0.0016283+0.00028712i,-0.0015904+0.0011785i,-0.00043206+0.0017283i,0.00019603+0.00054941i,-0.00010401-0.00075468i,7.5942e-05-0.00087767i,0.00057839-0.0002143i,0.00052138+0.0003112i,0.00037529+0.00067893i,0.00033623+0.0010441i,0.00026021+0.00048463i,0.0003923-0.00013695i,0.00070709-0.00017964i,0.00082424+0.00036129i,0.00072138-0.00029542i,0.00035607-0.00064574i,-5.3609e-05-0.00045505i,-0.00032407-0.00040183i,-8.0605e-06-0.00020217i,0.00021556-0.0011573i,0.00020258-0.00069657i
0.0020379+3.2997e-05i,0.0019352-0.0004268i,0.00083053-0.00072105i,-0.00097693-0.0016227i,-0.0015579-0.0019955i,-0.0011308-0.0011123i,-0.0011916-0.00035035i,-0.0011191+0.0001258i,-0.00085404+0.00028578i,-0.00055829-5.0157e-05i,-0.0003785-7.6048e-05i,-0.00058905+2.5428e-05i,-0.0007926+0.00060675i,-0.00034271+0.00093907i,3.5714e-05+0.00061202i,-0.00018815+0.00069195i,-0.00029222+0.00043335i,-0.00026713-0.00017098i,-0.00025192-7.1385e-05i,0.0001945+0.00016503i,0.0003351+0.00032695i,-0.00030731+0.00036099i,-0.00010466+0.00041794i
0.00030285+0.0011627i,6.0056e-06+0.0019617i,8.9929e-05+0.0019187i,-0.00019883+0.0019043i,-0.0010382+0.00097265i,-0.0011735+0.00024635i,-0.00099097+0.0006069i,-4.5104e-05+0.00020158i,0.0010454-0.0002091i,0.00071338-6.0063e-06i,0.00046624+1.614e-05i,0.00080277+0.00041345i,0.00073569+0.0010352i,0.00066382+0.0008834i,0.00022381+0.00015532i,-0.00039493-0.00016476i,-0.00078601-0.00019437i,-0.00049424-0.00033979i,4.3697e-05-3.1582e-05i,0.00060996+3.2871e-05i,0.00071986+0.00026637i,-0.00054409+0.00018758i,-0.0012577+2.0125e-05i
0.00025287+0.0015464i,-9.0112e-05+0.0013064i,0.00088348+0.0003968i,0.00076573-0.00076419i,-0.00080349-0.00088703i,-0.0014751-0.00082939i,-0.00064337-0.00064522i,0.00011761-0.00044i,0.00047154-0.0005733i,0.0007973-0.00052462i,0.0008022-0.00058321i,0.00068274-0.00071769i,0.00017189-0.00020852i,-0.00050266-0.00027477i,-0.00023428-0.00077927i,0.00054221-0.0010961i,-8.7828e-05-0.0010273i,-0.0010768-0.0007705i,0.00010783-0.00041555i,0.00088356-0.00028029i,0.00065657-0.0002335i,-7.1475e-05-0.00013105i,-0.00045263-0.00030728i
0.0015928-0.0027485i,0.001262-0.0015573i,4.6589e-05-0.00048752i,-0.0011714-0.00050713i,-0.0015277-0.00023005i,-0.0014576+0.0002901i,-0.0010022+8.7352e-05i,-0.00057713-0.00015224i,-0.00018266-0.00041448i,0.00023948-0.0012624i,0.00034074-0.00089908i,0.00056577+0.00048382i,0.0010666+0.00071364i,0.00059747+0.00093079i,-0.00020135+0.00034577i,0.00047274-0.0010449i,0.0011876-0.0012327i,0.00080132-0.00027633i,0.00071478+0.00085162i,0.00037728+0.00075291i,8.0866e-05+0.00033541i,-0.00033782+9.0269e-05i,-0.000118+6.7319e-05i
-6.4256e-05+0.0013323i,-0.00011929+0.0012531i,-0.00071292+0.00054469i,-0.0018293+0.00059053i,-0.0018272-0.00021101i,-0.00080288-0.00059056i,-0.00024609-0.00027431i,6.1531e-05+0.00011417i,-0.00045665+0.00038399i,-0.00051084+0.00021395i,-0.00013785+0.00051623i,0.00053157+0.00024665i,0.00069627-0.00026749i,0.00082451-0.00083835i,0.00048972-0.00072202i,-0.00029219+0.00040604i,-0.00052122+0.00087673i,-0.00037877+0.00016539i,-0.00024817-0.00028874i,9.1416e-05+0.00021547i,0.00010474+0.0004332i,-8.3296e-05+0.00023734i,0.00028538+7.5859e-05i
-0.00025686-0.00034833i,0.00014377+0.00076328i,0.00082929+0.0013494i,0.00037266+0.00020983i,0.00015296-0.00030409i,-0.00044313-0.00019722i,-0.00055265-0.00034287i,-0.00055104-0.00022406i,-0.0010961-8.8682e-05i,-0.0011951-0.00066135i,-0.00062073-0.0011156i,-0.00046091-0.0006982i,-0.00083896-7.7728e-05i,-0.00074336+0.00042295i,-0.00048376+0.00036693i,-0.00077263+5.1716e-05i,-0.00078071+0.00044687i,2.6121e-05+0.00084551i,0.00047478+0.00077058i,0.00039477+0.00050894i,-0.00045187+0.00015902i,-0.00079242-0.00073745i,-0.00067996-0.00079953i
0.0013697+0.00069948i,0.0014349-7.6654e-05i,0.0015977-0.00044598i,-0.00016437-0.0011806i,-0.001448-0.0017129i,-0.00091513-0.0010429i,-0.00051981-0.00065151i,8.299e-05-0.00034963i,0.00027989+0.00042066i,7.2471e-05+0.00038399i,7.7965e-05+9.0973e-05i,-0.00022097+7.0233e-05i,-2.3493e-05-0.00027802i,4.2515e-05-0.00037331i,0.0004631+0.00051766i,0.00022759+0.00051941i,-0.00045187-3.0333e-05i,-0.00051808-0.0001441i,-0.00046533+0.00025715i,-0.0004843+0.00059566i,-0.00046979+0.00013729i,0.00010364-0.00045708i,0.00053788-0.00027971i
0.0013612-0.0008968i,0.0003554+0.00054047i,0.00094921+8.4845e-05i,0.00016816-0.00083205i,-0.0021326-0.0014269i,-0.0027259-4.6602e-05i,-0.0021385+0.0010692i,-0.0012427+0.0012848i,-0.00042359+0.00059761i,-7.6164e-07-9.3222e-05i,0.00017025-0.00011708i,0.00030479-0.00048858i,-0.00031558+9.2378e-05i,-0.00096652+0.00069904i,-0.00091291-0.0001143i,-0.00089695-0.00049079i,-0.00038108-0.0003236i,0.00028259-0.00044088i,0.00028411-0.00037209i,0.00023853-0.00069832i,0.00051225-0.00045339i,0.00084337-1.9562e-05i,0.0003632+0.00023039i
-0.0015414-0.00043281i,-0.0020701-0.00015977i,-0.0027332+0.00064911i,-0.0012919+0.00097588i,-0.000163+0.00086906i,7.3919e-05+0.00027203i,0.0002436+0.00014937i,2.135e-05-8.4998e-05i,-0.00071581-0.00011778i,-0.00068996+0.00066351i,-0.00022803+0.00034641i,-0.00020171-0.00014921i,6.2811e-05+0.00028268i,0.00048057+0.0002053i,0.00053114-0.00023752i,0.00011082-0.00031539i,-0.00031914-0.0002823i,-0.00033667-0.00075522i,-0.0005151-0.00047062i,0.00013453+6.1003e-05i,0.0004292+0.00043283i,-0.00045116+0.00019639i,-0.00092763-0.00010299i
0.00034808+2.5839e-05i,0.0012691-0.00010026i,0.00071233-0.00078428i,-0.00047284-0.00084477i,-0.00076183-0.00029044i,-0.00037266-0.00020635i,8.5571e-06-3.5377e-05i,-7.8745e-05-0.00042287i,-0.00062446-0.00091774i,-0.00044005-0.00059877i,-0.00049121+0.00045576i,-0.00060001+0.00082629i,-0.00061263+0.00060961i,-0.00087932-0.00012069i,-0.00071291-0.00041701i,-0.00083182-0.00010907i,-0.0005571+0.00028528i,0.00010124-0.00011683i,0.00030217-0.00038498i,0.00023541-0.00036399i,0.0006832-0.00094559i,0.00081022-0.0012665i,0.00052145-0.00044968i
0.00090185-0.0003311i,0.00057735+0.00019527i,-0.00064921+0.0008137i,-0.00067189+0.0001364i,-0.00081113-0.00068814i,-0.0013126-0.00083263i,-0.0011149-0.00087059i,4.4732e-05-0.00075801i,0.00079883-0.00027525i,0.00064525+0.00032931i,-0.00012216+0.00040826i,-0.0004243+0.00031797i,0.00037923-0.00024631i,0.00066377-0.0010294i,-0.00021368-0.0013826i,-0.000985-0.00086131i,-0.0013871+9.0599e-05i,-0.00079335+0.00041454i,-0.00025452+0.00025744i,-0.00050094-5.2314e-05i,-0.0011413-0.00045206i,-0.00089525-0.00083759i,-7.3014e-05-0.00034104i
-0.00027068+0.001146i,0.00040249+0.0017223i,-0.00018188+0.0019534i,-0.00095195+0.0013856i,-0.0016552+0.00063713i,-0.002345+3.8952e-05i,-0.0019194+4.9447e-05i,-0.0005223-0.00027518i,0.00074607-0.00050852i,0.0010705-0.000808i,0.00058869-0.0011839i,0.00026785-0.00062145i,9.1571e-05-0.00026986i,-3.7315e-05-0.00052907i,4.3928e-05-0.0008178i,0.00044554-0.0007379i,-0.00016144-4.7756e-05i,-0.00030027+0.00084602i,3.6279e-05+0.00014574i,-0.00018242-0.00074562i,0.00011902-0.00052322i,0.0010637-0.00022707i,0.00071732+0.00027026i
