-0.001672+0.00022706i,-0.0029634-0.00084264i,-0.00412-0.0013657i,-0.0025098-0.0011103i,-0.00085897-0.00020914i,-0.00016758+0.0008238i,0.00030667+0.0014362i,0.0007348+0.001569i,0.00088266+0.00046287i,0.0011506-0.00040799i,0.000888-0.0007873i,-0.00048105-0.00099393i,-0.0011176-0.00054922i,-0.0011159+0.00038725i,-0.0010901+0.00023947i,-0.00068284+0.0001832i,-0.00042847+0.00033277i,-8.8494e-05+0.00034035i,-3.468e-05+5.0397e-05i,-0.00082283-0.00080157i,-0.00015043-0.0013336i,0.000963-0.0011199i,0.00024447-0.0002339i
-0.17652+0.051182i,-0.37272-0.013808i,-0.51868-0.15876i,-0.49653-0.18008i,-0.35896-0.0055386i,-0.2345+0.15719i,-0.1881+0.20909i,-0.1703+0.18707i,-0.13159+0.11624i,-0.083055+0.05223i,-0.036611+0.013973i,-0.0071657-0.016845i,0.0085876-0.025677i,0.036318-0.022302i,0.063232-0.031939i,0.058743-0.047771i,0.025985-0.047338i,-0.010652-0.014535i,-0.019169+0.024142i,0.0008658+0.027368i,0.0093757+0.0067757i,0.00054275-0.0048927i,-0.0081374-0.0055171i
-0.042125-0.10866i,0.018365-0.19836i,0.1453-0.21685i,0.15241-0.19888i,0.012752-0.25225i,-0.067994-0.31312i,-0.03681-0.29704i,0.01405-0.20597i,0.043334-0.099062i,0.035563-0.038759i,0.013755-0.0039035i,0.014401+0.012399i,0.0065532-0.0010301i,-0.030235+0.011524i,-0.049332+0.064161i,-0.028256+0.10059i,0.0054487+0.09497i,0.02829+0.060725i,0.0253+0.026031i,0.010331+0.013022i,0.014713+0.011907i,0.0253+0.0067532i,0.023234+0.013007i
0.087819-0.051115i,0.14645-0.031045i,0.15558+0.051684i,0.15742+0.10165i,0.21292+0.11118i,0.23515+0.12656i,0.17658+0.11345i,0.088299+0.056483i,0.027353+0.0024582i,0.0059904-0.027008i,-0.011804-0.035632i,-0.024948-0.015812i,-0.012521+0.0039983i,0.0024467-0.018555i,-0.0020712-0.061932i,-0.010545-0.083742i,-0.0094108-0.080628i,-0.0039918-0.061368i,0.0067279-0.033364i,0.020865-0.0083411i,0.022594+0.0079298i,0.01259+0.015423i,0.0042332+0.0050793i
0.060094+0.082006i,0.027936+0.15845i,-0.082684+0.23923i,-0.15627+0.3128i,-0.14839+0.32992i,-0.11285+0.25094i,-0.072367+0.16013i,-0.03235+0.10963i,-0.013009+0.078759i,-0.0088978+0.053602i,-0.003665+0.020428i,-0.013504-0.013406i,-0.033557-0.023214i,-0.040438-0.012778i,-0.043903+0.0080806i,-0.057655+0.042427i,-0.067242+0.075115i,-0.059064+0.079196i,-0.038306+0.0467i,-0.028442+0.0021845i,-0.035526-0.021962i,-0.039586-0.025681i,-0.037502-0.023533i
-0.04624+0.062863i,-0.051254-0.014936i,-0.026429-0.22564i,-0.037986-0.40428i,-0.10136-0.40128i,-0.15178-0.29595i,-0.17125-0.21451i,-0.16184-0.17193i,-0.11951-0.13024i,-0.060958-0.083341i,-0.0099928-0.047536i,0.019646-0.027738i,0.034677-0.0021055i,0.06245+0.030599i,0.10464+0.032559i,0.13174-0.0077648i,0.12946-0.050103i,0.10651-0.057819i,0.072467-0.031782i,0.046557-0.0034632i,0.034332+0.0012753i,0.025133-0.0043267i,0.022703+0.0028003i
-0.062449-0.0072359i,-0.02087+0.058828i,0.14762+0.17609i,0.32686+0.19963i,0.3812+0.081323i,0.34177-0.030253i,0.28046-0.04787i,0.2072-0.0044503i,0.12638+0.036046i,0.060833+0.050465i,0.030634+0.058296i,0.030571+0.055684i,0.022319+0.021904i,-0.029947-0.012196i,-0.097745-0.0098561i,-0.13215+0.0087763i,-0.13234+0.011463i,-0.11434-0.00069891i,-0.081494-0.010894i,-0.042162-0.0093139i,-0.0070524+0.0014831i,0.017617+0.0064051i,0.023336-0.0027443i
-0.014005-0.098591i,-0.10219-0.12507i,-0.25182-0.054066i,-0.32923+0.080054i,-0.27579+0.189i,-0.1805+0.23682i,-0.099972+0.20757i,-0.046968+0.12034i,-0.017331+0.040222i,-0.0063528-0.0073615i,-0.02082-0.027032i,-0.036943-0.019028i,-0.024661-0.00095879i,0.013084+0.00067263i,0.052903-0.012333i,0.077664-0.0071131i,0.086735+0.027357i,0.080431+0.05989i,0.058426+0.061602i,0.02697+0.045356i,-0.001838+0.035804i,-0.016709+0.030731i,-0.019843+0.024275i
0.10256-0.010811i,0.14344-0.079915i,0.086034-0.1843i,-0.033673-0.2354i,-0.11793-0.2152i,-0.15401-0.16879i,-0.15456-0.10309i,-0.10564-0.043332i,-0.054971-0.015841i,-0.025759-0.0072961i,0.0032297-0.011171i,0.022638-0.023324i,0.020625-0.026813i,0.012302-0.017174i,0.0037789-0.0092598i,-0.012153-0.02143i,-0.027104-0.056711i,-0.031098-0.08797i,-0.027466-0.082798i,-0.021091-0.055425i,-0.01982-0.039715i,-0.022086-0.027938i,-0.013762-0.0095071i
0.024553+0.11161i,0.11114+0.16115i,0.23523+0.12248i,0.29594+0.041365i,0.27072-0.010198i,0.22981-0.065779i,0.18131-0.12705i,0.11578-0.1267i,0.071193-0.082224i,0.050388-0.032005i,0.037771+0.013144i,0.021569+0.030924i,-0.00563+0.029417i,-0.027394+0.034263i,-0.02752+0.044918i,-0.017117+0.054457i,-0.016065+0.068549i,-0.018924+0.079464i,-0.0066575+0.064149i,0.016094+0.029823i,0.032032+0.0013619i,0.033382-0.016164i,0.021986-0.026924i
-0.12913+0.036397i,-0.2095+0.13851i,-0.21181+0.26987i,-0.15335+0.31182i,-0.094863+0.26136i,-0.0373+0.22031i,0.0045591+0.18906i,-0.0025302+0.13523i,-0.027923+0.084114i,-0.043324+0.048549i,-0.048224+0.03188i,-0.031238+0.0293i,-0.0022909+0.021208i,0.0079195+0.00429i,0.0023701-0.0074546i,0.011016-0.011046i,0.039893-0.01992i,0.062248-0.028589i,0.0509-0.022447i,0.019304-0.000112i,0.0020064+0.025592i,0.0012275+0.037143i,-0.00096918+0.036173i
-0.030469-0.14287i,-0.1084-0.26537i,-0.18378-0.31583i,-0.16358-0.28572i,-0.10339-0.23472i,-0.10113-0.16851i,-0.095812-0.089763i,-0.045857-0.046682i,-0.002388-0.037033i,0.014743-0.038162i,0.0070999-0.042745i,-0.0058581-0.035279i,0.0026616-0.024047i,0.021951-0.029125i,0.025539-0.044708i,0.00026984-0.053703i,-0.040975-0.048869i,-0.06796-0.035189i,-0.055522-0.021708i,-0.023963-0.020732i,-0.013772-0.027334i,-0.014716-0.018669i,-0.0028368-0.0021927i
0.15693-0.019472i,0.28045-0.073707i,0.30352-0.11466i,0.21535-0.061385i,0.14017+0.017427i,0.092127+0.0078492i,0.03438-0.025493i,0.0080556-0.015164i,0.0082685-0.0011587i,0.011566+0.0025797i,0.025364+0.0033563i,0.029556+0.0051123i,0.011214+0.022853i,-0.010635+0.052206i,-0.018565+0.082016i,-0.0032428+0.10338i,0.027949+0.10935i,0.047506+0.092391i,0.033939+0.054662i,0.0057816+0.023889i,-0.0060138+0.010914i,-0.0092264-0.0037525i,-0.02303-0.021228i
0.015775+0.15549i,0.063888+0.2796i,0.10538+0.27416i,0.048637+0.1366i,-0.044212+0.043834i,-0.022713+0.031932i,0.04164+0.018551i,0.038844+0.008993i,0.017522+0.01772i,0.0054314+0.03048i,-0.006014+0.04365i,-0.0095526+0.03469i,-0.0093615+0.00031721i,0.0001429-0.032173i,0.015366-0.059427i,0.0184-0.087743i,0.0087375-0.10675i,0.0043537-0.097575i,0.018159-0.060132i,0.037219-0.021911i,0.044627-0.0042754i,0.03853-0.00093548i,0.032171+0.0028012i
-0.16689+0.0046261i,-0.30687+0.057591i,-0.31122+0.12392i,-0.15306+0.10171i,-0.028124+0.019459i,-0.019061+0.015342i,-0.02181+0.038646i,-0.0086199+0.0067379i,-0.015816-0.020164i,-0.025005-0.02114i,-0.026813-0.022957i,-0.024013-0.020077i,-0.02233-0.0080411i,-0.03495+0.0095446i,-0.055502+0.034355i,-0.068973+0.065247i,-0.071702+0.090139i,-0.067883+0.090763i,-0.059632+0.065664i,-0.056764+0.037596i,-0.061351+0.028809i,-0.050618+0.031992i,-0.023967+0.026015i
-0.0017172-0.17732i,-0.040499-0.32688i,-0.093171-0.32714i,-0.063501-0.14056i,0.022963+0.0030386i,0.033673-0.0067452i,-0.011055-0.014628i,-0.011155+0.026367i,0.014329+0.032538i,0.021368+0.012309i,0.016796+0.0021767i,0.016057+0.0076309i,0.031976+0.016634i,0.060302+0.011759i,0.086903-0.010307i,0.10362-0.036755i,0.1098-0.050763i,0.1012-0.045694i,0.074352-0.031431i,0.052397-0.026318i,0.047949-0.03573i,0.036722-0.039868i,0.012385-0.02486i
0.17632+0.010783i,0.32486-0.021256i,0.3111-0.083011i,0.086958-0.095375i,-0.095163-0.038661i,-0.082987-0.0020598i,-0.025901-0.025225i,-0.022086-0.039063i,-0.020346-0.025135i,-0.0043408-0.011829i,0.010718-0.0044204i,0.0097481-0.00086725i,-0.013392+0.001831i,-0.04464+0.0055923i,-0.073631+0.011113i,-0.096445+0.016176i,-0.10937+0.012083i,-0.10254-0.0041077i,-0.074168-0.01615i,-0.047135-0.012046i,-0.03583-0.0013445i,-0.030779+0.0031413i,-0.021768+8.3519e-05i
-0.026253+0.16939i,0.0066211+0.32053i,0.10451+0.32015i,0.19655+0.10384i,0.18586-0.093374i,0.10227-0.10374i,0.044022-0.040634i,0.018152-0.010291i,0.0013099+0.00085148i,-0.0128+0.014309i,-0.020733+0.03011i,-0.015591+0.030693i,-0.0026987+0.012919i,0.015196+0.0023381i,0.041925+0.0043647i,0.070711+0.0099157i,0.084325+0.024817i,0.07633+0.045114i,0.053279+0.046901i,0.030109+0.034265i,0.02165+0.028015i,0.027754+0.021871i,0.031711+0.0095426i
-0.17107-0.034893i,-0.34311-0.010722i,-0.40203+0.10151i,-0.26102+0.2438i,-0.082611+0.28007i,-0.0047609+0.20335i,0.023361+0.11606i,0.035201+0.051844i,0.018368+0.010473i,-0.0028676-0.0097501i,-0.010301-0.025394i,-0.0068223-0.036134i,-0.0025025-0.037007i,-0.011003-0.034794i,-0.032326-0.030077i,-0.052054-0.028587i,-0.056351-0.041976i,-0.045184-0.054149i,-0.028215-0.042915i,-0.017761-0.028325i,-0.02247-0.032733i,-0.034572-0.034576i,-0.036817-0.020254i
0.053812-0.17361i,0.055569-0.35624i,-0.026199-0.45473i,-0.15285-0.36356i,-0.19289-0.20724i,-0.15747-0.11814i,-0.13638-0.064675i,-0.10859-0.015874i,-0.054245+0.0074949i,-0.012232+0.0058494i,0.00090948+0.0033134i,0.0003203+0.012621i,0.004015+0.028967i,0.015869+0.037508i,0.027309+0.034444i,0.027706+0.034203i,0.012126+0.046136i,-0.0059617+0.051805i,-0.0094172+0.031939i,0.0045045+0.0092722i,0.023885+0.011889i,0.032446+0.025423i,0.026262+0.02865i
0.17472+0.058657i,0.35232+0.085827i,0.44837+0.028615i,0.35124-0.08424i,0.1903-0.12324i,0.12558-0.090392i,0.12388-0.075626i,0.10237-0.073169i,0.06108-0.051694i,0.035682-0.021665i,0.029499-0.0039461i,0.020246-0.00012312i,0.0042491+0.0033464i,-0.0057407+0.0080595i,-0.0058888+0.0072913i,0.0046568-0.004214i,0.026119-0.023397i,0.043221-0.031669i,0.038546-0.020131i,0.018631-0.0030618i,0.0012736+0.00031908i,-0.0040455-0.012228i,-0.0019935-0.025533i
-0.066731+0.16113i,-0.10944+0.33694i,-0.054913+0.44241i,0.084617+0.36683i,0.147+0.20589i,0.083251+0.10536i,0.0043521+0.076967i,-0.024367+0.065499i,-0.019425+0.042413i,-0.019639+0.021921i,-0.028016+0.023154i,-0.025301+0.024541i,-0.016631+0.009556i,-0.012555-0.0031677i,-0.0082543-0.003935i,-0.008539+0.00081336i,-0.023617+0.0061406i,-0.037622+0.0040716i,-0.032504-0.0071637i,-0.022421-0.018905i,-0.022131-0.019383i,-0.024548-0.0056003i,-0.023149+0.0095349i
-0.14817-0.079672i,-0.33138-0.14511i,-0.4756-0.11866i,-0.46608+0.015713i,-0.33656+0.11292i,-0.18352+0.099088i,-0.069876+0.044376i,-0.016414-0.00038512i,-0.0066309-0.020949i,-0.0036448-0.025332i,0.0049032-0.032011i,0.012665-0.034635i,0.014799-0.027559i,0.0078604-0.017015i,-0.0050185-0.0028156i,-0.0091672+0.012317i,0.0024303+0.020278i,0.012869+0.025046i,0.010225+0.029825i,0.010981+0.025332i,0.023203+0.010701i,0.032006-0.0019312i,0.030597-0.0068537i
0.090176-0.14485i,0.18911-0.32136i,0.22373-0.47327i,0.15045-0.49383i,0.055066-0.39477i,-0.006824-0.25787i,-0.045694-0.14279i,-0.046887-0.057357i,-0.023085-0.0058638i,-0.0038494+0.016555i,0.0058434+0.025045i,0.0093306+0.026076i,0.0099329+0.021081i,0.011423+0.010224i,0.013371-0.0068665i,0.0082165-0.024216i,-0.0023863-0.034067i,-0.0060814-0.039973i,-0.0025306-0.038617i,-0.0018423-0.02203i,-0.008509-0.0015208i,-0.017585+0.0040119i,-0.020009-0.00067056i
0.12167+0.10373i,0.27199+0.23235i,0.38369+0.31658i,0.37181+0.29178i,0.28443+0.21192i,0.21691+0.1309i,0.17495+0.066584i,0.11852+0.030328i,0.060093+0.01352i,0.020999+0.012034i,0.0037954+0.015019i,-0.003352+0.013122i,-0.012207+0.013581i,-0.018899+0.016641i,-0.021004+0.022937i,-0.017818+0.031971i,-0.010203+0.039295i,-0.0051868+0.04177i,-0.0032951+0.035218i,-0.0049332+0.021717i,-0.0099509+0.0097412i,-0.0094034+0.00982i,-0.0044293+0.015905i
-0.12289+0.11231i,-0.25853+0.23652i,-0.33627+0.31441i,-0.28574+0.26848i,-0.19765+0.16458i,-0.15049+0.098961i,-0.12895+0.06278i,-0.10171+0.032407i,-0.058939+0.01824i,-0.028497+0.0090998i,-0.02451+0.006521i,-0.022899+0.009657i,-0.012657+0.0032314i,-0.0028627-0.0074678i,0.006942-0.014664i,0.018414-0.019167i,0.026364-0.020243i,0.028885-0.01978i,0.025778-0.021243i,0.019789-0.028129i,0.016928-0.036975i,0.014874-0.040768i,0.010321-0.036415i
-0.091852-0.12609i,-0.20034-0.27062i,-0.27831-0.3506i,-0.25956-0.27883i,-0.1705-0.1631i,-0.076859-0.10574i,-0.0019676-0.077465i,0.039919-0.058598i,0.034648-0.047473i,0.015361-0.033525i,0.0097156-0.025161i,0.0093144-0.023096i,0.0094496-0.02087i,0.0055377-0.018356i,-0.0092448-0.011943i,-0.02765-0.0036497i,-0.039128+0.00055997i,-0.039334+0.00035433i,-0.026237+0.004919i,-0.0025547+0.017057i,0.016192+0.02957i,0.017795+0.032622i,0.0088573+0.023594i
0.13052-0.077408i,0.29294-0.16478i,0.40924-0.23926i,0.36614-0.25291i,0.2292-0.19828i,0.11336-0.11443i,0.029833-0.044911i,-0.017885+0.0016512i,-0.024019+0.020229i,-0.017811+0.018348i,-0.014323+0.016892i,-0.008985+0.018513i,-0.00085458+0.018684i,0.0086825+0.015782i,0.017555+0.0074617i,0.022046+0.00024609i,0.022917+0.0014411i,0.023676+0.0033567i,0.015009-0.003886i,-0.0072818-0.0098518i,-0.023542-0.0061853i,-0.017604-0.00070923i,-0.0028589+0.0046456i
0.055616+0.1347i,0.10357+0.31262i,0.12845+0.46614i,0.12319+0.46653i,0.10457+0.34234i,0.088759+0.20495i,0.073179+0.099215i,0.050677+0.029102i,0.025075-0.0040615i,0.0061209-0.012053i,-0.00047656-0.01495i,-0.0032791-0.016624i,-0.0072806-0.010672i,-0.0093133-0.0018334i,-0.01031+0.003254i,-0.010596+0.0012392i,-0.0099237-0.0061287i,-0.007321-0.0065113i,0.0012434+0.0016357i,0.0078716+0.00026261i,0.0018214-0.012241i,-0.0097474-0.017218i,-0.011779-0.01408i
-0.12823+0.030145i,-0.29792+0.036906i,-0.43284+0.0034912i,-0.42274-0.050332i,-0.32415-0.068813i,-0.23138-0.037618i,-0.14752-0.0055857i,-0.077503+0.0062469i,-0.032096+0.014323i,-0.0056006+0.014865i,0.0015671+0.010064i,-0.0021269+0.0082742i,-0.0063572+0.0056601i,-0.0085994+0.0029923i,-0.0040462+0.0040382i,0.0029719+0.011307i,0.001791+0.019096i,-0.0059913+0.018313i,-0.01088+0.0084553i,-0.0029305+0.00011262i,0.015238-0.0011899i,0.024805-0.0022348i,0.014768-0.0019722i
-0.014183-0.12816i,0.00080889-0.2802i,0.042567-0.37119i,0.09404-0.3038i,0.1271-0.19012i,0.12393-0.13884i,0.091868-0.099573i,0.062694-0.053218i,0.040648-0.033688i,0.018563-0.025025i,0.0092187-0.01622i,0.011367-0.013683i,0.015736-0.013416i,0.016503-0.013873i,0.010121-0.01256i,0.0031983-0.011561i,0.0037308-0.0151i,0.0078055-0.015543i,0.0090946-0.0034893i,0.0069164+0.015807i,0.0009468+0.030219i,-0.0019546+0.031227i,0.0045256+0.020478i
0.1168+0.0057135i,0.26477+0.038742i,0.35399+0.074283i,0.28046+0.073657i,0.1349+0.067963i,0.046965+0.084717i,0.010136+0.074873i,-0.017494+0.041458i,-0.023058+0.024666i,-0.0077517+0.016429i,0.00045774+0.0097994i,0.0002971+0.011004i,-0.00027918+0.013614i,0.0013172+0.012876i,0.0039582+0.0082365i,0.002207+0.0032655i,-0.0020799+0.0026296i,-0.0012014+0.00050918i,-0.00031529-0.0095027i,-0.010985-0.020662i,-0.024824-0.021222i,-0.024249-0.013281i,-0.017652-0.0075085i
-0.023298+0.11202i,-0.085359+0.2524i,-0.15322+0.3615i,-0.14048+0.34129i,-0.064942+0.21619i,-0.026125+0.082231i,-0.012385+0.012217i,0.012916-0.008492i,0.018298-0.017945i,0.0038501-0.013194i,0.0016792-0.0040256i,0.0061841-0.0028763i,0.0039806-0.0014035i,-0.0014193+0.0045598i,-0.0051789+0.012039i,-0.0024515+0.016444i,0.0031441+0.017578i,0.0052637+0.021411i,0.010454+0.02496i,0.02345+0.013029i,0.030562-0.011537i,0.018231-0.021598i,0.0054697-0.0082174i
-0.095448-0.040688i,-0.20449-0.13546i,-0.28409-0.26653i,-0.28532-0.31397i,-0.23137-0.22705i,-0.15207-0.10748i,-0.086297-0.031184i,-0.057122+0.0081502i,-0.036478+0.026293i,-0.015525+0.026846i,-0.0085953+0.023232i,-0.0086607+0.019488i,-0.0097708+0.0093894i,-0.011003-0.0025481i,-0.010338-0.0091416i,-0.0093359-0.010072i,-0.0099971-0.013087i,-0.012406-0.02129i,-0.016487-0.023501i,-0.018181-0.0085544i,-0.010951+0.012523i,0.0022807+0.016175i,0.0069867+0.0041156i
0.045101-0.068638i,0.15095-0.13237i,0.29519-0.13367i,0.37083-0.068163i,0.33275-0.02484i,0.2428-0.04046i,0.14703-0.061436i,0.07909-0.055212i,0.04348-0.038399i,0.018549-0.023688i,0.0019431-0.015214i,-0.0019832-0.013377i,0.003071-0.011863i,0.0096955-0.0081721i,0.010428-0.0031319i,0.0081878+0.001237i,0.0092986+0.0041071i,0.01098+0.0046969i,0.0084456+0.0029861i,0.00085249+0.0025275i,-0.0070466+0.00419i,-0.010045+0.0055598i,-0.0090548+0.00565i
0.053735+0.056187i,0.087447+0.15621i,0.057235+0.25319i,-0.048839+0.24558i,-0.14648+0.17795i,-0.15273+0.15769i,-0.088148+0.1422i,-0.037624+0.090056i,-0.021333+0.047366i,-0.0077149+0.026394i,-0.00026711+0.011307i,-0.0015591+0.0053368i,-0.0031827+0.0089871i,-0.002218+0.013831i,0.0012002+0.012889i,0.0018366+0.0073706i,0.0019558+0.0057543i,0.0071307+0.0073985i,0.011535+0.0024406i,0.0054536-0.011967i,-0.0066214-0.022485i,-0.010536-0.015669i,-0.0038293-0.0044793i
-0.057082+0.035073i,-0.1585+0.052509i,-0.23804+0.038955i,-0.17156+0.0034911i,-0.019504-0.051607i,0.040172-0.11881i,0.0071849-0.1273i,-0.0043049-0.077308i,0.0048167-0.044973i,-0.0071295-0.031234i,-0.012462-0.014023i,-0.0024701-0.0032978i,0.0010611-0.0022048i,-0.004147-0.0023101i,-0.010923-3.6332e-05i,-0.01461+0.0023148i,-0.016912+0.0048354i,-0.018264+0.010075i,-0.0088612+0.017774i,0.01531+0.021982i,0.034988+0.01358i,0.031506+6.0819e-05i,0.015333-0.0032738i
-0.023551-0.05986i,-0.015022-0.16625i,0.013806-0.2737i,-0.0045995-0.26422i,-0.06696-0.12652i,-0.061937+0.01378i,-0.01167+0.052916i,-0.0081453+0.031953i,-0.01872+0.023828i,-0.0074291+0.017929i,-0.0024237+0.0074612i,-0.006113+0.0041342i,-0.0068443+0.00017158i,-0.0046672-0.0045958i,0.00014518-0.0070238i,0.0054645-0.0078124i,0.0088383-0.0089007i,0.0076134-0.010924i,-0.0029317-0.010786i,-0.018996-0.0016972i,-0.02466+0.012108i,-0.016601+0.014094i,-0.010696+0.0072688i
0.061479-0.0014953i,0.15285+0.043471i,0.25354+0.14265i,0.29827+0.1906i,0.26494+0.10797i,0.17255+0.001751i,0.089748-0.034628i,0.056385-0.031731i,0.035976-0.027127i,0.012421-0.019169i,0.0028559-0.012662i,0.0043212-0.011502i,0.0075133-0.00736i,0.0084076-0.00032188i,0.0065076+0.0067475i,0.006032+0.011761i,0.0070777+0.011813i,0.010615+0.0068368i,0.015712-0.0039984i,0.013094-0.017934i,0.00072287-0.021448i,-0.0055048-0.0099913i,-0.00037171-0.001211i
-0.012065+0.049951i,-0.077281+0.10307i,-0.21071+0.12697i,-0.31757+0.092414i,-0.30883+0.061953i,-0.23052+0.07613i,-0.1425+0.094042i,-0.075595+0.076658i,-0.034651+0.045137i,-0.0074057+0.022861i,0.0054702+0.0080988i,0.0050213+0.0037582i,-0.0024069+0.0070384i,-0.010555+0.0090193i,-0.012875+0.0077987i,-0.012359+0.0046551i,-0.013117+0.003507i,-0.011956+0.0053202i,-0.0067921+0.006735i,0.0019184+0.002634i,0.0091843-0.0049059i,0.0099586-0.0087509i,0.0075489-0.0075394i
-0.040525-0.016333i,-0.064747-0.076003i,-0.038276-0.16219i,0.073989-0.18142i,0.19269-0.14019i,0.2027-0.15047i,0.11605-0.16726i,0.049418-0.11594i,0.029957-0.059987i,0.013548-0.035831i,0.0022615-0.016252i,0.0028544-0.0023079i,0.0038926-0.0025447i,0.0025497-0.0094538i,-0.0010369-0.012497i,-0.0031351-0.0095172i,-0.0030118-0.0077499i,-0.0045146-0.005559i,-0.0017782+0.0040458i,0.0094771+0.01506i,0.018435+0.015743i,0.012686+0.010573i,0.00099578+0.010663i
0.019342-0.021525i,0.08074-0.034963i,0.1362-0.030877i,0.060241+6.6797e-05i,-0.10418+0.069556i,-0.14148+0.15162i,-0.054981+0.16103i,-0.011306+0.097392i,-0.014713+0.049831i,-0.0028377+0.030709i,0.0053176+0.014897i,0.0013251+0.0052045i,0.00076678+0.00083699i,0.0025926-0.00017071i,0.0039488+0.0016382i,0.0035658+0.0029001i,0.0035861+0.002049i,0.0012715-0.002994i,-0.012343-0.0077109i,-0.033348-0.0012704i,-0.039896+0.012497i,-0.023703+0.016432i,-0.0067415+0.006038i
0.015063+0.029932i,0.01327+0.1034i,0.020212+0.19429i,0.080036+0.17944i,0.15716+0.032917i,0.13176-0.099078i,0.04236-0.10961i,0.012619-0.06266i,0.013102-0.036841i,-0.0013141-0.019966i,-0.0054055-0.0036649i,0.0016991+0.0014862i,0.0059626+0.0024793i,0.0042664+0.0024468i,-0.00070072+0.0030415i,-0.0048305+0.0068339i,-0.0068017+0.012147i,-0.00096607+0.015566i,0.014709+0.0080321i,0.028056-0.014682i,0.024062-0.035738i,0.0084662-0.035716i,-0.0014446-0.023338i
-0.028373+0.0027711i,-0.10129-0.033354i,-0.20857-0.096464i,-0.28179-0.10492i,-0.27005-0.014356i,-0.18088+0.067446i,-0.089728+0.070268i,-0.046215+0.047727i,-0.020708+0.035054i,0.0011152+0.022483i,0.004988+0.010575i,-0.0029607+0.0055641i,-0.0099634+0.0056075i,-0.01051+0.0068058i,-0.0057478+0.003902i,-0.0018362-0.0040589i,-0.00056095-0.010148i,-0.0013932-0.010534i,-0.0016562-0.004714i,0.0026987+0.0050477i,0.0081965+0.012844i,0.010504+0.017271i,0.01278+0.019888i
0.010088-0.022286i,0.066299-0.067765i,0.17887-0.11068i,0.27607-0.10904i,0.28345-0.09023i,0.2261-0.095583i,0.14477-0.1007i,0.073893-0.072312i,0.031781-0.037162i,0.0076593-0.019197i,-0.0029479-0.0075187i,-0.0024197-0.0025281i,0.0017257-0.0052284i,0.0038433-0.0073808i,0.0023099-0.0055795i,0.0020337-0.00070604i,0.0045734+0.0028976i,0.0060435+0.0024157i,0.0046629+0.0046567i,0.0047361+0.01336i,0.0098469+0.018712i,0.011235+0.010209i,0.0036119-0.0013569i
0.019922+0.020321i,0.042021+0.072187i,0.030349+0.14371i,-0.067312+0.15759i,-0.19628+0.12123i,-0.22284+0.13344i,-0.1393+0.14704i,-0.063913+0.094422i,-0.032857+0.040432i,-0.011765+0.019926i,-0.00089951+0.0079142i,-0.00063226+0.0026749i,0.0010076+0.0057288i,0.0032406+0.0082918i,0.0028836+0.007722i,0.00048993+0.0060592i,0.00021026+0.0042608i,0.001815+0.0012666i,-0.0047391-0.0059897i,-0.02306-0.014463i,-0.039397-0.014084i,-0.040274-0.0056785i,-0.029226+0.0013537i
-0.019558+0.015803i,-0.069521+0.031694i,-0.10427+0.046525i,-0.010583+0.026586i,0.15895-0.054291i,0.1917-0.14691i,0.097638-0.15907i,0.039545-0.098479i,0.02427-0.050229i,0.0023988-0.02845i,-0.0093018-0.0091404i,-0.0067742+0.0022496i,-0.0035914+0.0030037i,-0.00076251+0.00037727i,0.00050183-0.0012634i,-0.0012831-0.0015452i,-0.007394-4.4865e-05i,-0.011472+0.0027581i,-0.00074077+0.0019887i,0.019558-0.0073326i,0.032581-0.018134i,0.033434-0.018643i,0.027673-0.012901i
-0.010121-0.021919i,-0.01947-0.085634i,-0.058783-0.1585i,-0.14525-0.13126i,-0.21648+0.0069325i,-0.17295+0.11561i,-0.071588+0.11791i,-0.028155+0.074147i,-0.016751+0.045222i,0.0013813+0.024582i,0.0061849+0.0048907i,-9.5887e-05-0.0054283i,-0.0060239-0.0057058i,-0.0081837+0.0017767i,-0.0035009+0.007674i,0.0038276+0.0066074i,0.0077454+5.5907e-05i,0.0053326-0.0047716i,0.0020127+0.0018404i,0.0045453+0.015702i,0.0067015+0.021475i,0.0019692+0.014866i,-0.0042767+0.0071522i
0.025528+0.0039503i,0.097518+0.019637i,0.21008+0.038231i,0.28881+0.015356i,0.28108-0.05522i,0.19704-0.093933i,0.098934-0.078363i,0.04162-0.052796i,0.014112-0.034601i,-0.0022375-0.018667i,-0.0035907-0.0047211i,0.0037841+0.00044961i,0.0074723-0.002466i,0.004456-0.0061845i,-0.0023314-0.0060929i,-0.0058172-0.0016i,-0.0013222+0.004368i,0.0063901+0.0062093i,0.0083673+0.0029293i,-0.0014212+0.0027319i,-0.014149+0.0086985i,-0.015423+0.015807i,-0.0088391+0.017493i
-0.007578+0.027131i,-0.04501+0.081908i,-0.1211+0.14484i,-0.20189+0.15917i,-0.23628+0.12902i,-0.21162+0.10115i,-0.13627+0.080539i,-0.059808+0.047727i,-0.017771+0.019502i,0.00059128+0.0071446i,0.0051682+0.00037932i,0.0021431+0.0010259i,0.00037027+0.0075654i,0.0018323+0.010209i,0.0038547+0.0070556i,0.0035383+0.0025022i,0.00030104+0.0011345i,-0.0028005+0.00312i,-0.0045187+0.0016369i,-0.0075431-0.0058623i,-0.0079084-0.015096i,-0.0036782-0.022234i,-0.0010196-0.024635i
