-0.0035176-9.0264e-05i,-0.0026859-0.00043074i,-0.0025633-9.7365e-05i,-0.0029035+0.0015518i,-0.0032113+0.0027545i,-0.0022779+0.0018742i,-0.0016203+0.00060144i,-0.0012448+0.0010522i,0.00011005+0.0018003i,0.0014115+0.0010189i,0.0015972+0.00021481i,0.0013097-0.00051215i,0.00096704-0.00050562i,0.00029633-0.00040883i,0.00016789-0.0003239i,-0.00025352+6.2473e-05i,-0.00012317+1.222e-05i,9.4876e-05-0.00027116i,-0.0007415-9.9531e-05i,-0.00074952-0.0003667i,5.0251e-05-0.00066645i,-0.00029228-0.00093704i,-0.0007073-0.00097908i
-0.00015111-0.0036498i,-0.0013852-0.003689i,-0.0021611-0.0028856i,-0.0021316-0.0017371i,-0.0024042-0.0017229i,-0.0021884-0.001563i,-0.0006776-0.00022132i,0.00024558+0.00052515i,0.00077082+0.0005179i,0.001416+0.00024674i,0.0014422+0.00024867i,-0.00014348-0.00018007i,-0.00060051-0.00042435i,6.7237e-05-0.00024703i,0.0003739-0.00047526i,0.00027919-0.00065806i,0.00075428-0.0004918i,0.00074044-0.00011305i,0.0003258+0.00021361i,0.00048804+0.00055008i,-9.8711e-05+0.00064307i,-4.349e-05+0.00013428i,0.00041935+0.00012042i
0.0028736-0.00063059i,0.0010826-0.0012067i,0.00087704-0.0019517i,0.00053899-0.0012853i,0.00027339-0.00016367i,3.2925e-05-0.00016191i,-0.00032522-0.0005127i,-0.00040006+0.00068015i,-9.068e-05+0.00078999i,0.0010352-0.00025772i,0.001157-0.00018433i,0.00043183+0.0002276i,0.00049232+0.00026046i,0.00036549-0.00063459i,-0.00019916-0.00046405i,-0.00021294-0.00013248i,-0.00015362-0.00065999i,-0.00046151-0.0011784i,-0.0004192-0.0013196i,-0.00032419-0.00067641i,-0.00024325-0.00021204i,-0.00062722-6.2724e-05i,-0.0016434-0.0001235i
-0.0013738+0.002757i,-0.0010835+0.0024373i,-0.0020247+0.0019766i,-0.0014124-0.00023326i,0.00043891-0.0018534i,0.00094367-0.0018096i,-0.0004391-0.00078311i,-0.0013213-0.00041891i,-0.00069599-0.00036354i,0.00038174+0.00055338i,0.00057463+0.0011744i,0.00018126+0.00024688i,-0.00018648-0.00019067i,-0.00032432+0.00019243i,-0.00042936+0.00038113i,-0.0003948+0.00098313i,-2.1522e-05+0.0013081i,0.00056304+0.00091928i,0.00060379+0.0004043i,1.9671e-05+0.00037183i,-0.00020944+0.00060707i,-0.00022735+0.000769i,1.5373e-05+0.00063969i
-0.0021139-7.4333e-07i,-0.0013133+0.00019423i,-0.0010826+0.00045049i,-0.0014075-0.00029117i,-0.00041616-0.00075446i,0.00033169+0.00019583i,-0.00020402+0.0005322i,-0.00099979+0.00032134i,-0.0008198+0.001074i,-0.00018453+0.00073141i,7.185e-05+0.00013472i,2.742e-05+0.00079303i,3.3131e-05+0.00089714i,0.00023997+0.00035334i,0.00098947+0.00041042i,0.00043652+0.00098234i,-0.00017204+0.00091082i,0.00029491+1.4368e-05i,-0.00011855-0.00062683i,-0.00039569-0.00040467i,-0.00010165-0.00045656i,-0.00030972-0.00028615i,-0.00052592+0.00074063i
-0.0011309-0.0015245i,-0.0014035-0.00076828i,-0.0007-0.00041895i,-0.00018618-0.00019176i,-0.00043359-0.00099775i,5.9046e-05-0.0010854i,0.00065013-0.00028585i,0.00019067+0.00052118i,-0.0010172+0.00060465i,-0.00098948+0.00017706i,-3.9208e-05+0.00021051i,0.0007492+0.00073115i,0.00050262+0.00096843i,0.00023101+0.0005012i,0.00043693+0.00039403i,0.00032306+0.00035216i,4.2603e-05+0.00056272i,4.8528e-05+0.00054201i,7.5899e-05-7.4312e-05i,-0.00039469-0.00049269i,-0.00024019-0.00071316i,-0.00025787-0.00067636i,0.00020203-0.00022229i
-0.00017543+0.0012848i,0.00035304-9.935e-05i,0.00065122-0.0014042i,0.00092214-0.00064512i,0.0011228-0.0010826i,0.00096884-0.0021738i,-0.00033685-0.001733i,-0.0012472-0.00078396i,-0.0002402+0.00048689i,0.00068943+0.00043529i,0.00029992-0.00032448i,-0.00071356-0.00031925i,-0.00066145+7.229e-05i,-0.00019987+7.4773e-05i,-0.00041227+2.7623e-05i,-0.00048974+3.8696e-05i,0.00024095-0.00028433i,0.00053529-0.00056615i,0.00059409-0.00022781i,0.00023058+0.00017477i,-0.00053395+0.00039706i,-0.0010645+0.00014852i,-0.00081619-0.00016883i
0.00023788-0.0025126i,-0.0010888-0.003225i,-0.0023094-0.003152i,-0.0016985-0.0016669i,-0.00033066+0.00038761i,-8.1551e-05+0.00066994i,-0.0003504+0.00056129i,-0.00021238+0.00082857i,-0.00024399+0.00034884i,-6.8048e-05+0.00039328i,0.00070312+0.0010167i,0.00084454+0.0011784i,0.0005704+0.0010389i,0.00072468+0.00036232i,0.00058146-0.00029362i,0.00082543-0.00035697i,0.0011331-0.00042113i,0.00056491+0.00011639i,0.00027157+0.00052949i,0.00042101+0.00031231i,9.6253e-05+0.00049842i,-0.00070387+0.00094201i,-0.0012632+0.00036288i
0.0010682-0.00037214i,0.0010839-0.00010364i,0.00073536-0.00075791i,-0.00081291-0.0022663i,-0.001687-0.0024318i,-0.0013417-0.001189i,-0.00014201+8.35e-05i,9.5689e-05+0.000605i,-7.8256e-05+0.0012415i,0.0006172+0.0017314i,0.0005789+0.0018679i,0.00014584+0.001274i,0.00053417+0.00017623i,0.00055018+3.0967e-05i,0.00062636-6.6966e-05i,0.00034912-0.00043772i,0.00021029-0.0005775i,0.00074159-0.00093242i,0.00014148-0.00031899i,4.5194e-05+0.0001559i,0.00044204-5.5249e-05i,0.00049965+0.00050861i,0.00077182+0.00043964i
0.0011792-0.00030948i,0.00084819-0.00091754i,0.00078236-0.0018922i,-0.00051385-0.0023626i,-0.00042654-0.0015094i,0.000497-0.00025324i,0.00025372-0.00020926i,0.00021631+0.00026852i,0.0007053+0.0014832i,0.00043627+0.001145i,-7.6692e-05-0.00040738i,0.00027545-2.0744e-05i,0.00046402+0.0014569i,-0.00049535+0.00094194i,-0.00058128-0.00049454i,-3.026e-06-0.00036564i,8.978e-05-0.00047616i,0.00011845-0.00020154i,-0.00014534+0.00052232i,5.4658e-05+0.00061813i,-0.00028316+0.0006635i,-0.00067885+0.00033838i,-0.00030448-0.00014156i
0.00047859-0.0014537i,-0.00016882-0.00093886i,-0.00030404-0.00070505i,-0.0012489-0.0013653i,-0.0022118-0.00080986i,-0.0018358-0.00043309i,-0.00076797-0.00093881i,-0.00076738+1.2266e-05i,-0.0012437+0.00081758i,-0.0011005+0.00015606i,-0.0002489+0.00024481i,0.00013046+0.00064945i,0.00023199+0.00039252i,0.00060557+0.00045015i,0.00068409+0.00033168i,0.00019487+0.00015108i,-0.00014336+0.00047435i,0.00031372+0.00040013i,0.00080133+0.00014668i,0.00014265+0.00031641i,-9.6142e-06+0.00028803i,0.00037328+5.0406e-05i,-0.00029482+0.00062465i
0.00045179+0.00033595i,-0.00025351-0.00033463i,-0.00023336-0.0025014i,0.00024999-0.0021301i,-0.00055893-0.00091691i,-0.0010214-0.0006836i,-0.00070335-0.00021282i,-0.00062504+0.00013107i,-0.00050029+0.00053491i,7.208e-05+0.00080089i,0.00074587+0.00070384i,0.00081817-8.1257e-05i,-9.0222e-07-9.3797e-05i,-0.00054262+0.0006655i,-0.00058916+0.00049939i,-0.0004545+0.00033046i,-0.00020181+0.0011011i,-0.00039703+0.00064853i,-0.00060923-0.00047844i,-0.00046995-0.00076861i,-0.00053366-0.00047824i,-0.0010171-0.00024045i,-0.0011049-3.1784e-05i
0.00068104+0.00024522i,-0.00081358-0.00019777i,-0.00061239-0.002019i,-0.0015008-0.0031636i,-0.0020309-0.0034125i,-0.0011148-0.0025789i,-4.0718e-05-0.0010381i,4.4718e-05-9.9725e-05i,-0.00020832+0.00049864i,9.7753e-05-1.2137e-05i,0.00021366-0.00063287i,-7.1986e-05-0.00018245i,2.122e-06+0.00031172i,0.0012522+0.00020915i,0.00075091-9.9147e-05i,-0.00014708-0.00039934i,-0.00036424-0.00038136i,-0.00051759-0.00046859i,0.00016296-0.0010872i,0.00045179-0.00075181i,0.00024633-0.00038336i,0.00012286-0.00026567i,-0.00043646-0.00016184i
-0.001498-0.0013309i,-0.001768-0.00021215i,-0.0017009+0.00033701i,-0.001017+0.00056022i,-0.00083096+0.00061771i,-0.00011817+0.00012285i,-1.0606e-05-9.4932e-05i,-0.00032344+0.00019247i,3.7451e-05+0.0010146i,0.00045281+0.0014877i,0.00079424+0.00067184i,0.000985+0.000155i,0.00085156-7.6634e-05i,0.0004527-0.00018267i,0.00055215+2.3646e-05i,0.00026601+0.0004564i,-0.00024357-5.2664e-05i,-0.00016451-0.00084514i,0.00025792-0.00080325i,0.00041964-0.00032647i,0.00010862+0.00036473i,-0.00019014+0.00082136i,-0.00041051+0.0007842i
0.0017668+0.00078577i,0.0014893+4.2269e-05i,0.00030009-0.0015532i,-0.00014122-0.0028236i,-0.00014022-0.0019387i,1.3541e-05-0.00066549i,-0.00015774-0.0012612i,-0.00059272-0.00076243i,-0.00041919+0.00068824i,0.00047424+0.00079757i,0.00047359+0.00016993i,0.00058589-0.0002321i,0.00076884+0.00035753i,0.00071389+0.00079918i,0.0007459+0.0004162i,0.00021906-8.4878e-05i,-0.00048686-0.00038082i,-0.00024617-9.1641e-05i,0.00028881+8.6973e-05i,0.00018245-0.00025361i,-0.00046391-0.00012018i,-0.00055766+0.00013858i,-0.00068557+0.00011288i
0.0004576+0.0025866i,0.00099934+0.0013504i,0.0013955+3.3966e-05i,0.00087424-0.0014897i,9.3832e-05-0.0023388i,-0.00074705-0.0010113i,-0.00072354-0.0003463i,-0.00049225-0.00077132i,-0.00029103-0.00023376i,-0.00024698+0.000797i,-0.00049821+0.0011763i,-0.00052161+0.00038886i,-0.00037075-0.00040466i,-0.0006602+2.2042e-05i,-0.00093615+0.0005314i,-0.00074123+0.00021402i,4.3462e-05-0.00031581i,0.00048483-0.00011391i,0.00070831+0.00043066i,-0.00034827+0.00039287i,-0.001329+0.00034405i,-0.00076033+0.00062804i,-0.00014054+0.00037682i
-0.00039973-0.00076821i,-0.00098874-0.0013056i,-0.0013365-0.001836i,-0.0011044-0.0021048i,-0.0010387-0.0015318i,-0.0012937-0.0012105i,-0.001283-0.0010041i,-0.0011154-0.00017259i,-0.00045379+0.00067241i,0.00030643+0.00057787i,0.0012063+6.8941e-05i,0.0010224+1.3627e-05i,0.00051244+0.00065185i,0.0012685+0.0012648i,0.0016986+0.00019086i,0.0014822-4.2745e-05i,0.00069049+0.00067188i,0.00044747-3.0491e-05i,0.00062023-0.00013167i,0.00084904-0.00039619i,0.00037431-0.00080448i,-0.00019054-0.00046785i,0.00013616-0.00010358i
0.0013894-0.0035106i,-0.00012106-0.0022915i,-0.0012875-0.0020977i,-0.0020772-0.0022298i,-0.002654-0.0016536i,-0.0019794-0.00016436i,-0.00089083-0.00022934i,-0.0007806-0.0012727i,-0.00078667-0.0016747i,-0.00074616-0.0010345i,-0.0008887+5.2576e-05i,-0.00060314+0.00048535i,0.00037692+0.00057977i,0.0013182+0.00028484i,0.00084876+1.6121e-05i,0.00061798-0.00010219i,0.00026759+3.3703e-05i,-0.00022102+0.00013248i,0.00024964+3.7795e-05i,0.00043525+0.00024251i,-0.00011834+0.00021792i,-0.00059165-0.00093894i,-0.00054917-0.00096718i
-0.0025912-0.00013191i,-0.0021467+9.0913e-05i,-0.002069-0.00018602i,-0.0012431-0.00061064i,-0.00065471-0.00074021i,0.00012024-0.00071914i,0.00029529-0.00060562i,-0.00060949-0.0010006i,-0.00017441-0.00027607i,0.00076662+0.001077i,0.0010647+0.0013553i,0.00094597+0.00082582i,0.00070365+0.00061083i,0.0006189-0.0003795i,0.00017366-0.00076152i,2.8797e-05-0.00041925i,-0.00052095-0.00090292i,-0.00038801-0.00065071i,0.00051779-0.000252i,0.00022825+0.00049361i,-0.00075589+0.00084008i,-0.00075828+0.0003884i,-0.00019214+1.147e-05i
0.0013348-0.0016658i,0.0017859-0.0030199i,0.0012151-0.0037721i,-0.00042579-0.0041705i,-0.0016304-0.0039338i,-0.00071759-0.0023176i,0.00029082-0.0004086i,-0.00068494+0.00028854i,0.00022636+0.00068402i,0.001916+0.0014015i,0.0014775+0.0014775i,0.00064627+0.0010681i,0.00072064+0.00096873i,0.0004688+0.0014506i,-2.3798e-05+0.0015399i,0.00063969+0.00047437i,0.0014748-0.00042917i,0.001067-0.00046745i,-0.00030489-0.00026713i,-0.00065331-5.2909e-05i,-0.00019603+7.5819e-05i,-0.0005799-0.00011669i,-0.0013178-0.00037654i
-0.00073085+0.0013665i,9.9705e-05+0.0016733i,0.00049098+0.0017643i,0.00046349+0.0015884i,0.00047511-0.00024089i,-1.0028e-05-0.0020748i,-0.00056783-0.0017793i,-0.00049589-0.00014337i,0.00027934+0.001512i,0.00098488+0.0023693i,0.00058517+0.0012739i,-0.00038214+0.00041663i,-0.00053067+8.2353e-05i,4.3602e-05+0.00011936i,-3.9129e-06+0.00032389i,-0.00078325+6.3873e-05i,-0.0012599-7.3458e-05i,-0.0009267+0.00058796i,-0.0001801+0.00048794i,-0.00011241-6.1146e-05i,-0.00049574+0.0001961i,9.1031e-05-3.7159e-05i,0.00048726+0.00018915i
-0.00090521-0.0018782i,-0.0012688-0.0012015i,-0.00063082-0.00025564i,8.1294e-05+0.00017579i,0.0011904-0.00021872i,0.0018629+0.00020341i,0.00015031-8.795e-05i,-0.0011688-0.0004963i,-0.0014565+0.00058238i,-0.0013404+0.0013436i,-0.00054453+0.00017836i,-0.00011961-0.0011242i,2.8069e-05-0.00055614i,0.00033487+0.00021337i,0.00052597-0.00021224i,0.0002918-0.0010086i,0.00020743-0.00050676i,2.4985e-05-0.00020904i,-0.00029879-0.0003385i,-0.00024738-0.00033146i,0.0004685-0.00049436i,0.00065174-2.7079e-05i,-0.00037391-4.5185e-05i
0.0011451-0.0014076i,0.00017982-0.0020673i,-0.0015047-0.0028694i,-0.0020872-0.0023537i,-0.0014289-0.001939i,-0.00074872-0.0015667i,-4.8095e-05-0.001192i,-0.00047389-0.00060289i,-0.0020977-0.00015496i,-0.0021796-9.2457e-05i,-0.0011744-0.0003321i,-0.00026749-0.0002284i,0.00068286+0.00035271i,0.00099785+0.00038271i,0.00056997+0.00042545i,-0.00031491+0.0008328i,-0.00032935+0.0002998i,1.9681e-05-0.00015847i,0.00014355-7.3973e-05i,0.00054792+0.00028911i,0.00061655+0.00035619i,0.00016696+3.4839e-05i,-2.1688e-05-9.134e-05i
-4.8721e-05+0.0015941i,8.898e-05+0.00046524i,-0.00081901-0.00062862i,-0.001376-0.0013759i,-0.0010686-0.0017253i,-0.00099209-0.001408i,-0.00083128-0.00063001i,-0.00076047-0.00036425i,-2.749e-05-0.00060934i,0.0013841-0.00064481i,0.0018439+8.7572e-05i,0.00053196+0.0011932i,-0.0013937+0.0012312i,-0.00092498+0.00061587i,0.00069931+0.00059451i,0.00033669+0.00032006i,-4.406e-05+0.00015132i,0.00032895+2.0975e-05i,0.00057317-0.00055245i,-0.00013363-0.00020142i,-0.00044289+0.00010488i,-5.3622e-05-0.00014375i,0.00028446-0.00064784i
-0.00090403-0.00061684i,-0.00018765-0.0014506i,0.00062979-0.0010231i,0.0014345+0.00017931i,0.0010326+0.00031823i,0.00043443+0.00039327i,0.00051336+0.00032475i,0.00057858+0.00060524i,0.0011165+0.0012949i,0.0022509+0.00092547i,0.0031028+0.00018201i,0.0021345+0.00053871i,0.00042989+0.0010598i,-8.298e-05+0.00066106i,9.2764e-05+0.0004165i,-0.00010571+0.00056518i,-8.0126e-05+0.00067221i,-0.00013899+0.00011392i,-0.00028948-0.00028085i,-0.00021204+0.0003541i,-0.0006905+0.00061793i,-0.0005171-0.00029531i,-0.0002397-0.00072151i
-0.00035691-0.00028815i,0.00039361-0.00087674i,0.00044545-0.0011093i,0.00046558-0.0023813i,0.00040697-0.0037138i,-9.6546e-05-0.0029944i,-0.00025064-0.0013989i,-0.00064924-5.4808e-05i,0.0003231+0.0013856i,0.0019615+0.0017066i,0.0016802+0.0014932i,0.00072966+0.0014494i,0.00091498+0.00092333i,0.0004305-6.2575e-05i,-0.00028775+0.00036218i,-0.0003312+0.00078863i,-0.00087426+3.9785e-05i,-0.00125-0.00052727i,-0.00086027-0.000496i,-0.00030726+1.2637e-05i,-0.00036332-0.00019431i,-0.00053502-0.0011087i,-0.00032936-0.00062301i
0.00091755-0.00089452i,0.0018719-0.0020556i,0.00053967-0.0025252i,-0.0010306-0.0014449i,-0.0010226-0.00019787i,-0.0012378+0.00045152i,-0.0016317+0.00069205i,-0.0011014+0.00067307i,-0.00082281+0.0018244i,-0.00082316+0.0026074i,-0.00067655+0.0014879i,-0.0006703+0.0003579i,-0.00042555+0.00071382i,0.00023647+7.4435e-05i,3.4359e-05-7.96e-05i,-0.00054305+0.00064849i,7.1598e-05+0.00047483i,0.00027435+0.00073347i,0.00015357+0.00091992i,0.00033774+0.00033742i,0.0003301+2.8763e-05i,0.0001748+0.00035058i,4.8094e-05+0.00073025i
0.0020836+0.0019864i,0.0017641+0.0013583i,0.0012441+0.0005335i,0.00034343-0.0010871i,-0.0005642-0.0022302i,-0.00074459-0.0017511i,-0.00091644-0.00019703i,-0.0013779+0.0009369i,-0.0011311+0.0012667i,-0.00079491+0.00054841i,-0.0015284-0.00043134i,-0.0015472-0.00091644i,-0.00046964-5.4093e-05i,0.00047789+0.00045239i,0.00037845+8.935e-05i,0.00027749-0.00025744i,0.00066349-0.00015504i,0.00035462+0.00010529i,-0.00048508+0.00026904i,-0.00094442+0.00027403i,-0.00017179+0.0001153i,0.00064723-2.276e-05i,0.00019873-0.00046251i
-0.00038531+0.00068193i,7.6942e-05+0.00036818i,0.0010379+0.00016555i,0.0019556-1.3511e-05i,0.0016586-0.000823i,0.00074847-0.00021243i,1.5853e-05+0.00039135i,-0.0001645-0.00013526i,-0.0003726-0.00077368i,-0.00016683-0.0014004i,0.00032998-0.0013691i,0.00070268-0.00019812i,0.0005943+0.00064272i,-9.8247e-05+0.00071318i,7.9206e-05+0.00037148i,0.00022865-0.000637i,-0.00042393-0.0014857i,-0.00026334-0.0009348i,9.9206e-05+0.00014787i,0.00047162+6.6668e-05i,0.00018816-0.00017472i,-6.8263e-06-0.0001927i,0.00028478-0.00026872i
0.0011194-0.0012229i,0.0012793-0.0017891i,0.0010412-0.0028919i,-0.00014343-0.0039926i,-0.00099847-0.0033289i,-0.0014721-0.0016673i,-0.0015264-0.000812i,-0.00089515-0.00044103i,-9.5125e-05-0.00098751i,0.00076406-0.0012892i,0.0016711-0.00073563i,0.0008717+0.00015414i,2.9486e-05+0.00057214i,0.00019018+0.00033412i,0.00058155+0.00015281i,0.00048758-0.00055398i,0.00040238-0.0010157i,0.00084854-0.00049939i,0.00070087-0.00027249i,0.000511-0.00046973i,0.00052628-0.00095128i,0.00082504-0.0011734i,0.00087423-0.0008627i
0.0024628+0.0013566i,0.0020273+0.00084854i,0.0021951+0.00055672i,0.0019037-0.0012235i,0.00096327-0.0025736i,-3.4061e-05-0.0023168i,-0.00069677-0.0010505i,-0.00063923+0.00035243i,0.0013029+0.0016398i,0.0030341+0.0013501i,0.0022505+1.7309e-06i,0.00087962-0.00037794i,0.00024087+0.00038956i,5.2297e-05+0.001331i,0.00038903+0.0010198i,0.00031104+0.00059289i,1.7452e-05+0.00056985i,5.9881e-05+0.0004496i,0.00043355+0.00045101i,4.0429e-05-0.00026975i,-0.0011337-4.5311e-05i,-0.0016544-6.1665e-05i,-0.0012106-0.0008189i
0.00080317-0.0022015i,0.0008393-0.0022281i,-0.0008689-0.0025254i,-0.0026577-0.0014i,-0.0019768-0.0005988i,0.00014863-9.8735e-05i,0.00059219+0.00074984i,-0.0001138+0.001068i,-0.0011595+0.0021716i,-0.001007+0.0033081i,-5.4511e-05+0.002898i,0.00057683+0.00065711i,0.0011211-0.00033681i,0.0017952-0.0001103i,0.0019042+0.00053579i,0.00074906+0.00036158i,0.00017559+0.00016187i,-0.00025621+0.00057094i,-0.00071432-0.00029507i,-0.00047527-0.00076432i,0.0002118-0.0005887i,0.00030944-0.00046468i,0.00023002+0.00067636i
-0.0017784-0.0011564i,-0.0024057-0.00044207i,-0.0015371-0.00062736i,-0.00088975-0.00098643i,-0.00056813-0.00089828i,0.0002425-0.00043794i,-0.0007923-0.00075072i,-0.0024091-0.0010147i,-0.0023402-0.00032172i,-0.00096086+0.0011659i,-0.0005162+0.001801i,-0.00025475+0.0016069i,0.00029915+0.0011593i,0.00064752+0.0004235i,0.00084593-0.00030554i,0.00043513-0.00018777i,0.00033008+5.2882e-05i,-0.00035198-0.00049541i,-0.0011507-0.00029961i,-0.00081683+0.00015407i,-0.00049313-0.00044716i,0.00030199-0.000788i,0.00054027-0.00055358i
-0.00042643-0.0028494i,-0.0006405-0.0024452i,-0.0017356-0.0021624i,-0.0019816-0.0013421i,-0.0011326-0.00024574i,-1.6094e-05+0.0010147i,0.0002754+0.0011867i,-0.0011838+0.00018213i,-0.0025703-6.8096e-05i,-0.0022042+0.00043581i,-0.0013706+0.00048917i,-0.00077937+0.00064003i,-0.00018039+0.00087925i,0.00085556+0.00081236i,0.00083872-7.9349e-05i,-0.00051381-0.0007148i,-0.00021522-0.00039273i,0.00054377-0.00031256i,0.00020572-0.0003939i,0.00017614-0.00035061i,0.00049755-0.00046388i,-0.00024662-0.00041527i,-0.00071177-0.00047176i
0.0014393+0.0013681i,0.00096413+0.0015837i,0.001422+0.0018306i,0.00068184+0.00049102i,1.3207e-05-0.0011332i,0.00027992-0.0011978i,0.00050248-0.00020677i,0.00017897+0.00068318i,-8.2936e-05-7.3928e-05i,0.00037456-0.0010822i,0.00065701-0.0015734i,0.00047353-0.00072945i,-0.00012273+0.00074762i,-0.00046967+0.00027052i,-0.00020922-0.00013788i,-0.00051759+0.00017091i,-0.00028235-0.0002864i,0.0011681-0.0006113i,0.0012904-0.0003035i,0.0002922+0.00013722i,-0.00012611+0.0004998i,1.96e-06+8.1599e-05i,-0.00028478-2.8839e-05i
-0.00061395-0.00046262i,-0.00073345-0.00098301i,-0.00077176-0.00084614i,-0.00098356-0.00049434i,-0.00097609+0.00026425i,-0.00031804+0.00046356i,0.00038913+0.00025194i,0.00028181+0.00036335i,0.0006556+0.00027699i,0.0016054+0.00039718i,0.0027913-0.00013955i,0.0030827-0.00033197i,0.0017185+0.000788i,-3.7393e-05+0.0004738i,-0.0010417-0.00022076i,-0.00068804-0.00012087i,0.00019249-9.2563e-05i,0.00040819-3.8788e-05i,-0.00024619+0.00051511i,-0.00030053+0.00089431i,0.0001484+0.0010654i,0.00018592+0.00089445i,0.00033053+0.0003164i
-0.0018065-0.00051548i,-0.0018447-0.0010183i,-0.0019607-0.0013795i,-0.0016532-0.00092611i,-0.00059277-0.00096859i,0.00012694-0.0011119i,-0.00040755-0.00016176i,-0.00046311+0.00064168i,0.0005814+0.0012653i,0.001947+0.0012499i,0.0026131+0.0004396i,0.0022315+0.00021831i,0.001139+5.3747e-05i,0.00071958-0.00025446i,0.00043978+0.00015376i,-0.00031769+4.7196e-05i,-0.00035662-0.0003114i,5.4699e-05-0.00014025i,0.00057782+0.0013812i,0.00010848+0.0016639i,-8.7196e-05-0.00026118i,-2.7284e-05-0.0010873i,-0.00015268-0.00025358i
-0.001322-0.0024284i,-0.0016102-0.001843i,-0.0026384-0.0016522i,-0.0024392-0.001444i,-0.0014596-0.00073849i,-0.00097829-0.00022438i,-0.0014634-0.0002899i,-0.0022551+0.00021875i,-0.0020931+0.0015142i,-0.00049976+0.0022265i,0.00057872+0.0022178i,0.00025114+0.0017053i,0.00039867+0.00021478i,0.00092787+3.8205e-05i,0.00082164+0.00041576i,0.00048394-0.00044877i,0.00039667-0.00036045i,0.0004963+8.7313e-05i,0.00013227-0.00015502i,0.00026074-9.4248e-05i,0.0013611+0.00047112i,0.001315+0.00018707i,8.7527e-06-0.00075744i
0.0011906-0.0002968i,0.001348-0.00070829i,0.0012175-0.00092826i,0.00093261-0.0013424i,0.0011561-0.0017096i,0.00088856-0.0016932i,-6.2664e-05-0.0006866i,-0.00093048+0.0002723i,-0.0010749+0.0010137i,-0.00084203+0.001871i,-0.0010593+0.001997i,-0.00118+0.001593i,-0.0013554+0.0014328i,-0.0012154+0.00095334i,-0.00026616-8.3418e-05i,-0.00039993-0.00031419i,-0.00080411-6.5425e-05i,-6.2514e-05+0.00018894i,0.00032589+9.3489e-05i,0.00053501-0.00038567i,0.00069515-0.00026415i,0.00066661-4.7243e-05i,0.00077434-0.00037126i
0.00042087+0.00085565i,0.00061443-1.8069e-06i,0.00032831-0.0011756i,-0.00081333-0.0010043i,-0.0018998-0.0010779i,-0.0010053-0.0014602i,-0.00023881-0.0010253i,-0.00079928-0.00020336i,-0.0015801-0.00037605i,-0.0022643-0.001034i,-0.0018921-0.000631i,-0.0011397-6.4962e-05i,-0.0008752+5.6411e-05i,0.00012307+0.00067485i,0.00017202+0.0006165i,-0.00021397+0.00055049i,0.00012476+0.00098196i,-0.00015834+0.00037905i,-0.00018664-0.00063751i,-2.8472e-05-0.00096423i,-2.0056e-05-0.00036479i,-0.000445+0.00030045i,-0.00051425+0.00053591i
-0.0028469+0.00098697i,-0.002384+0.0018148i,-0.00076483+0.0024117i,-0.00026167+0.0019221i,-0.00043034+0.0009664i,-0.00027224-1.3043e-05i,9.9272e-06-0.00022276i,0.00047379-0.00045832i,0.00057192-0.00056987i,0.0007597-0.00094665i,0.00071863-0.00096037i,0.00035721-0.0002021i,-0.00016373+0.00019614i,-0.0010132-0.00022061i,-0.0015395+0.00030489i,-0.00060784+0.00044912i,8.4221e-05-0.00050335i,0.00026517-0.00099546i,0.00059378-0.00093638i,4.6198e-05-0.00080413i,0.00032207-0.00023768i,0.0010104+0.00043532i,0.0005858+0.00025552i
-0.003725-0.0024074i,-0.0038083-0.00066603i,-0.0027698+0.00057091i,-0.0016492+0.00082227i,-0.00055075+0.00082438i,0.00045818+0.00043087i,0.00063768-0.00044027i,0.00080726-0.00051805i,0.0011023+0.0011633i,0.0017523+0.0016959i,0.0018649+0.00027419i,0.0007413-0.00058138i,-0.00023091-0.00050239i,0.00017592-0.0009307i,0.0011554-0.00084848i,0.00082161-0.00042094i,0.0004077-0.00085069i,0.0011177-0.00050157i,0.0010012+9.1637e-05i,0.00011286+4.4317e-05i,5.1229e-05-2.8049e-06i,-3.7116e-05-0.00043796i,-0.00015582-0.00062351i
0.0027584+0.00084451i,0.0025391+0.00029486i,0.0017861-0.0010078i,0.00106-0.0019745i,0.0014438-0.0019595i,0.00088577-0.00086378i,-5.9219e-05+9.5909e-05i,-0.00010206+0.00088831i,0.0012538+0.0021486i,0.0031645+0.0020219i,0.0026098+0.00057043i,0.00095739-0.00030683i,0.00073006-0.00044922i,0.00082572-0.00048854i,0.00042684-0.00059353i,0.00064945+0.00024617i,0.00056787+0.00057045i,0.00025504+0.00010627i,0.0003011-0.00021844i,0.00028523-0.00057378i,0.00021498-0.0008076i,-0.00014983-0.00017838i,-0.00047248-6.6022e-05i
0.00036173+0.0013227i,0.00055139+0.00051355i,-0.000943-0.0027026i,-0.0015659-0.0039649i,-9.9879e-05-0.0028235i,0.00060233-0.0014905i,-0.00066191-0.00036337i,-0.0014742+0.00041489i,-0.0006417+0.0011064i,3.4414e-05+0.0022222i,-0.00010666+0.0017645i,-0.00013151+0.00062847i,0.00024158+0.00028499i,0.00092097+0.00019766i,0.0011879+5.3115e-05i,0.0010673-0.00027015i,0.00094664+4.2878e-05i,0.00053904+0.00024737i,-0.000354+0.00025742i,-0.00067058+0.0010628i,-0.00023833+0.00084036i,0.00047888+0.00014858i,0.001153+3.1224e-05i
