-0.0030314-0.0001683i,-0.0026437+0.00055039i,-0.0035962+0.0017806i,-0.0033551+0.0011584i,-0.0022883+0.0011917i,-0.00184+0.0021234i,-0.00045848+0.0021845i,0.0017078+0.0011536i,0.0017388+0.00041741i,0.0010575-7.7152e-05i,0.00067676-0.00079037i,0.00018676-0.00078668i,0.0005443-0.00028735i,0.0016939-0.00035242i,0.0025134-1.0426e-05i,0.00082919+0.00011627i,-0.00074775-0.00019783i,-0.00097801-0.00030047i,-0.0010979-0.00026965i,-0.0010559-0.00027343i,-0.00057954-0.00049621i,0.00011013-0.00043432i,0.00042913+4.573e-05i
-0.0014964-0.0012092i,-0.0017079-0.00077292i,-0.00081376-5.588e-05i,-0.00080957-0.00060628i,-0.0013814-0.00025395i,-0.00043263+0.0024945i,0.00054137+0.003414i,0.00095381+0.0019874i,0.00093677+0.0010203i,0.00042407+4.1656e-05i,0.00053125-0.001203i,-0.00026358-0.0015769i,-0.0011147-0.00086946i,-0.0010148-0.00054015i,-0.0013376+8.9012e-05i,-0.0014226+0.00042794i,-0.00060922-3.682e-05i,-0.00028003-0.00016147i,-0.00039758-0.00056252i,0.00022198-0.0014355i,0.00013657-0.00059496i,-0.00053754+2.553e-05i,-0.0001065+0.0002591i
0.0015443-0.00039726i,0.0019343-0.0020742i,0.0018516-0.0028546i,0.00046622-0.0026264i,-0.00037243-0.0023164i,-0.00072913-0.0021535i,-0.00090851-0.0010048i,-0.00014201+0.0003199i,0.00039559+0.00037598i,5.9656e-05-0.00087351i,-7.4029e-05-0.0017529i,0.00014351-0.0010378i,-0.00053665-0.00015366i,-0.00098535+0.0001508i,-0.0012716+0.00089811i,-0.0014255+0.00058627i,-0.00073764-0.00057444i,-0.00025564-0.00098125i,-2.9829e-05-0.0003763i,0.00021474+0.00031012i,0.0001885-0.00013255i,0.00036219-0.00039587i,0.00075905-5.1494e-06i
0.0010163-0.00038818i,0.0010002-9.9981e-05i,-0.00019827+0.00014155i,-0.00085575-0.00023397i,-0.00060388+0.00071439i,-0.00067891+0.0024477i,-0.00036931+0.0028193i,-0.00023325+0.0018268i,-0.00050262+0.0012331i,-1.308e-05+0.0013992i,0.00051982+0.00096333i,0.00080208+0.00060625i,0.00075131+0.0010067i,0.00073805+0.0017432i,0.00074175+0.00148i,0.00060612+0.0010465i,0.00019623+0.00071523i,0.00073311-0.00014759i,0.0012652-0.00032644i,9.588e-05+3.1145e-05i,0.00011568-0.00024252i,0.001158+5.3554e-05i,0.0010621+0.00070857i
-9.2932e-05+0.00076994i,-0.00054804+0.00094695i,-0.00062367+0.00014735i,-0.00029915-0.00019444i,5.1962e-05-0.00047008i,-0.00030791-0.0001118i,-0.00050268+0.0014798i,4.53e-05+0.0021861i,0.00063173+0.00147i,0.00064594+0.00028128i,0.00053911-0.00011722i,0.00081034-0.0009846i,0.00083264-0.0010819i,0.00083315-0.0002204i,0.00093989+4.3354e-05i,0.00056342+6.3886e-05i,-0.00056389+0.00016027i,-0.00028264+0.00022186i,0.0008562+0.0010332i,4.8127e-06+0.0016121i,-0.0010634+0.00075534i,-0.00076732-0.00010867i,-0.00024611-0.00058919i
0.00040478+0.00093052i,0.0019196+0.00055585i,0.0021067-0.00037928i,0.0012653-0.00066202i,0.00033163-0.00029261i,-0.00053184+0.00067976i,-0.00025971+0.0011279i,-4.0707e-05+0.00082882i,0.00010589+0.00061911i,0.0008687+0.00034723i,0.00083617+0.00033999i,0.00051871+0.00051396i,3.6527e-05+0.00055545i,-0.00045577+0.00044182i,-0.0002236+0.00087081i,7.7061e-05+0.00046752i,0.00029847-0.0010053i,0.00036428-0.0013057i,0.00035869-0.00058602i,7.2721e-05-0.00011216i,0.00013636-0.00030579i,0.00021957-0.00021122i,-0.00056039-0.00035193i
-0.0020468-0.0015029i,-0.0023414-0.00086125i,-0.0019848+0.00016606i,-0.0012042+0.00061223i,-0.00022585+0.00023685i,0.0001551+0.00084036i,-0.00040378+0.0013507i,-0.00029345+0.00071051i,-0.00026577+0.00056785i,-0.0005425+0.00039251i,-0.00063313-0.00022074i,-0.0005738-0.00035348i,0.00034299+0.00037223i,0.00090637+0.0011303i,0.00097054+0.00094042i,0.001282+0.00065022i,0.0011339-0.00032823i,4.1345e-05-0.0012404i,-0.0004027-0.00098072i,-0.0002547-0.00047125i,-0.00023171+0.0004738i,-0.00017763+0.00080271i,0.00022062+0.00033642i
-0.0014551-0.0012423i,-0.00059961-0.00053801i,-0.00064971-0.00046541i,-0.00095913-0.00080928i,-0.0007342+0.00018262i,-0.00027103+0.0013167i,-0.00014973+0.0020437i,-0.00018053+0.0014071i,0.00045147+0.00021031i,0.00083953+0.00034793i,0.0011873+0.00054145i,0.00050211+0.00043169i,-5.3112e-05+0.00045327i,-2.2082e-05-0.00012287i,-0.00065313+0.00017175i,-0.00080359+0.00062183i,-0.00020119-8.1689e-06i,-0.00016794-0.00037544i,-0.00035971-0.00044616i,-0.00025151-0.00020344i,-5.638e-05-0.00019033i,-6.891e-05-0.00034735i,-0.0002382+0.00015044i
-0.00063768+0.0020482i,0.00086842+0.0013777i,0.0019474+0.0012642i,0.0020908+0.00058775i,0.0029653+0.0006981i,0.002071+0.0019782i,0.00045495+0.0024656i,-0.00010734+0.0011022i,-0.0002133-0.00068256i,-0.00032337-0.00078575i,-0.00067492-0.00084142i,-0.00040615-0.00084319i,0.0001691-0.00040559i,-0.00033743-0.00068702i,-0.0006999-0.0006484i,-0.00027026-0.00027808i,-0.0003241-0.0006171i,-0.00015389-0.00068293i,0.00027529+0.00019544i,-1.4404e-06+0.00067358i,-0.00033196+4.3926e-05i,-7.1297e-05-0.00015592i,-0.0002095-0.00034046i
0.0028743+0.00034212i,0.0028547-0.00064921i,0.001622-0.0020726i,-0.00081876-0.0030044i,-0.0010484-0.0030738i,-0.0012667-0.0031077i,-0.0013474-0.0018766i,-0.00083905-0.00037802i,-0.00025432-0.00030049i,0.00079323-0.00059756i,0.00096127-0.00045772i,0.00036652-0.00067015i,-0.00029796-0.00063912i,-0.000967-0.000368i,-0.00066617-0.00023585i,-0.00064228+0.00017715i,-0.00058151+0.00023944i,-3.8266e-05-6.0186e-05i,-0.00018657-0.0005147i,-0.00042631-0.00047981i,-7.4054e-05+0.00051603i,0.00054034+8.1831e-06i,0.00027245-0.0007583i
0.0004885-0.0016236i,-4.4504e-05+0.00026007i,-0.00028026+0.0012927i,7.5123e-05+0.00079765i,-0.00025158+0.0014598i,-0.00052428+0.0027849i,1.2558e-05+0.0030431i,-6.3359e-05+0.0024345i,0.00039818+0.0019619i,0.00094768+0.0013148i,0.00095058+0.00021378i,0.0011085-0.00036961i,0.00097511-0.00071122i,0.001155-0.00064955i,0.0018582+4.2896e-05i,0.0016386+0.00046184i,0.00060103+3.2165e-05i,2.1735e-05+0.00043731i,-0.00025396+0.0006739i,-0.00013592+0.00043744i,-3.6759e-05+0.00028123i,-0.00034817-0.00043607i,0.00015059-0.00060729i
0.00049745+0.0010274i,0.00086334+0.00038495i,0.00029277-0.00052295i,0.00019678-0.0017645i,0.000975-0.0016375i,0.0009672+0.00050098i,0.0008619+0.0010066i,0.0011412+0.00036429i,0.0011843-0.00033495i,0.0013248-0.00062143i,0.00091688-0.00061628i,0.0005398-0.00022931i,0.0012507+2.7801e-05i,0.0016688-7.3271e-05i,0.0010909+0.00029845i,0.0006425+0.0012542i,0.00015732+0.0015863i,-1.5025e-05+0.00077071i,0.00038033-0.00034384i,0.00058902-0.0013706i,0.0012601-0.0010529i,0.0012828-0.00024422i,0.00087379-0.00056901i
-0.00012632+0.0012655i,-0.00042176+0.00067876i,-7.5029e-05+0.0007758i,-0.00080163+2.8597e-05i,-0.0018247-0.00061309i,-0.0018568+0.00032301i,-0.0012436+0.0017879i,-0.000399+0.0020367i,0.00069157+0.00065977i,0.00090149-0.00048826i,0.00047738-0.00051229i,0.00045076-0.00042715i,0.00027987-0.00031087i,-2.9738e-05+0.00031658i,0.00016269+0.001063i,-0.0003771+0.0004921i,-0.00065728-0.00067842i,-0.00047331-0.00060475i,-0.0006977-0.00013278i,-0.00052171+0.00031586i,-0.00068038+0.00076903i,-0.0006645+0.00060553i,-0.00035731+0.00030022i
0.0011868-0.0017696i,0.0023795-0.0020925i,0.0024557-0.0018276i,0.0015683-0.0011124i,-0.00012838+0.00076383i,-0.00093305+0.0025072i,-0.0004294+0.0022295i,0.00011249+0.002009i,0.00028202+0.0013083i,0.00059372-0.00082338i,0.00046102-0.0019191i,-3.9908e-05-0.0013844i,-0.00012342-0.00035306i,-0.0001915+0.00075793i,0.00023801+0.0009315i,0.00090198+0.00031552i,0.00093956-0.00016052i,0.0005456-0.00023981i,-4.122e-05+0.00020523i,-0.00028828-2.7365e-05i,-0.00012322+3.8811e-05i,-8.5261e-05+0.00021269i,-9.151e-05-2.5068e-05i
0.0026561+6.6727e-05i,0.0017309+3.2657e-05i,0.00051915-0.001851i,-0.00090174-0.0031748i,-0.0014144-0.0022137i,-0.00043868-4.4383e-05i,0.00037499+0.0018629i,0.00035477+0.0021593i,0.00035065+0.0010411i,-0.00042467+0.0003676i,-0.0009687+0.00028555i,-0.00036411-0.00025162i,-0.00023191+0.00028314i,-0.00075799+0.0012029i,-0.00039976+0.0010736i,-0.00081609+0.00016922i,-0.0014767-0.00082632i,-0.00096304-0.00058586i,-0.00040365+0.00022341i,9.694e-06+0.00018053i,8.222e-05+0.00012226i,-0.00022976+0.00040649i,-1.1665e-05+6.6772e-05i
0.0001842+0.00017469i,0.00023182+0.00026526i,0.00029317+0.00098652i,0.00079642+0.00074081i,0.00099175+0.00045145i,0.0005912+0.0017567i,-0.00051268+0.0021173i,-0.00064306+0.0011412i,0.00053289+0.00058097i,0.0013483+0.0002121i,0.0013973-0.00047781i,0.00060403-0.00015994i,-0.00080925+0.00049437i,-0.0010095+0.0006454i,0.00023847+0.00077186i,0.00052118+0.0006791i,7.9018e-05+7.4247e-05i,1.1314e-05-0.00022653i,-0.00076925-0.00085454i,-0.0016628-0.0016036i,-0.0011592-0.00070976i,4.513e-05-1.5917e-05i,0.00090496-0.0013848i
-0.00022582+0.00044903i,0.0005737+7.3479e-05i,0.0006443-2.4815e-07i,-4.92e-05-0.00026345i,-0.00033113+0.00024359i,0.00040655+0.0012333i,0.001028+0.0011641i,-2.641e-05+0.00073253i,-0.00089977+0.00040693i,-0.00024819+0.00033399i,0.00035081+0.00016693i,-0.00040731-9.3882e-05i,-0.001069-0.00028686i,-0.0012287-0.00053716i,-0.0011758-0.00062406i,-0.00029214-0.00048064i,7.0248e-05+6.4156e-05i,-0.00048651+0.00063286i,-0.0012024+9.8478e-05i,-0.00076812-0.00044654i,0.00027486-0.00041634i,2.2724e-05-0.00016995i,-0.0007643-0.00043245i
0.0010053+0.00072918i,0.00091712+0.00052058i,0.00098503-0.00059426i,0.0001134-0.0017129i,-0.0019529-0.0015668i,-0.0022045+0.00021341i,-0.00099814+0.0015741i,0.0001075+0.0016067i,0.00049253+0.00077433i,0.00099372-0.0002639i,0.00070938-0.0010665i,-0.00014786-0.00048713i,-9.157e-05-0.00037719i,0.0005103-0.00039929i,-0.00033207-9.6847e-05i,-0.00087767+0.00035677i,0.00020855+7.9471e-05i,0.0010468-0.00019276i,0.00056639+0.00055882i,9.39e-05-0.00010933i,0.00097144-0.0011681i,0.00076973-0.0013809i,-0.00021237-0.0005442i
-0.00015275+6.6178e-05i,-0.00044002+0.00035409i,0.0013822-0.00037534i,0.0011138-0.0011942i,-0.00052947-0.00076761i,-0.0013973-0.00022348i,-0.0010279-0.00014585i,-0.00052599-0.00021326i,-0.00059798+0.00044935i,7.954e-06-0.00016716i,0.0010352-0.0011786i,0.0006507-0.00033273i,-8.063e-05+0.00073897i,0.00021916+0.0002318i,2.4475e-05-0.00063802i,0.00038415-0.00041818i,0.00098439+0.00011389i,0.0010728+0.00046747i,0.00039077+0.00036875i,-0.00041183-0.00016262i,-0.0003477-9.6397e-05i,0.00017235+0.00021749i,0.00097342+1.6057e-05i
0.00056266+0.0015251i,0.0011195+0.0011597i,0.00096464+0.0012066i,0.00095124+0.00046061i,0.00014843-0.00099493i,-0.00035739-0.00046531i,-0.00026123+0.00070622i,-0.0003959+0.00090202i,-0.00021089+0.00030683i,0.00035843-8.6227e-05i,0.00041956+4.0629e-07i,-6.3839e-05-0.00011964i,0.00028818-0.0011871i,0.00055664-0.0014083i,0.00025473-0.0004138i,-0.00043+4.0638e-05i,-0.00059602+2.5608e-05i,-0.00020614+7.365e-05i,0.00060288-0.00029544i,0.00044894-0.00040316i,0.00023485+0.00049175i,0.00032749+0.0011241i,0.00031154+0.00072878i
0.0033956-0.00067698i,0.0033813-0.0017314i,0.001017-0.0030471i,-0.0013087-0.0025096i,-0.0018663-0.0010272i,-0.0010199+0.00057812i,-0.00074176+0.0011191i,-0.00071051+0.00044186i,-0.00026251+0.00035374i,-0.00018201-0.0001722i,-2.8838e-05-0.00089619i,0.00016533-0.00035649i,-3.2803e-05+0.00047493i,0.0002989+0.0012251i,0.0008681+0.0019276i,1.9491e-05+0.001511i,-0.0012164+0.0011541i,-0.00084057+0.00095113i,0.00050754+0.00039127i,0.0011126-9.031e-05i,0.0010661-0.00012225i,0.00040755+0.0003134i,2.3428e-05+0.0010187i
6.441e-05+9.3416e-05i,-0.00041585+0.00013654i,-0.00062667-0.00056976i,0.00017279-0.00041572i,0.00058267+0.00030413i,5.0881e-05+0.00089646i,-9.594e-06+0.0020293i,0.00038353+0.0017879i,0.00013463+0.0008489i,-0.00025316+0.00054791i,-0.00036186+0.00055781i,-0.00040601+0.00048752i,-0.00072567+0.00067788i,-0.0011248+0.00063706i,-0.00046952+0.00033427i,-0.00011283+0.00018829i,-0.00078521-0.00030838i,-0.00081529-0.0001846i,-0.00057282+0.00013233i,-0.0004647+0.00041481i,0.00010195+0.00031562i,0.00051872+1.8377e-05i,1.5471e-05+0.00064506i
-0.00060503-0.00051144i,-0.00070349-0.0012292i,-0.00013427-8.6968e-05i,-0.00034693+0.00092359i,0.00012835+0.0012668i,0.00024948+0.00091423i,-0.00016605+0.001351i,0.00022301+0.0020692i,0.00033746+0.0010023i,0.0001711+0.00060548i,0.00086688+0.00072705i,0.00053468+0.00013148i,-0.0010296-0.00099226i,-0.0010123-0.0012873i,-0.00020375-0.00065477i,-0.00040748+0.00022075i,-0.00022421+0.0006567i,0.00045549+0.00054691i,0.00036059+0.00031304i,0.00013555+0.00024089i,-0.00036516+0.00049655i,-5.5837e-06-8.7288e-07i,0.00013461+0.00012885i
0.0020594+0.00025591i,0.0021081-1.9141e-05i,0.0017275+0.00037373i,0.001287-0.00027019i,0.00094194-0.00052689i,0.00062138+3.1456e-05i,-0.00013464+0.00057369i,6.719e-05+0.00081486i,0.0004484+0.00021697i,0.00090409-0.00053491i,0.0014467-0.00096991i,0.0014391-0.0014761i,0.00071018-0.00076977i,-0.00024506+0.00013273i,-0.00013598+0.00061789i,-0.00031145+0.0006467i,-0.00024779+0.0004987i,0.00027541+0.0002146i,0.00013779-0.00012295i,0.00016971+0.00010945i,0.00027486+0.00014181i,-1.7669e-05-0.00048637i,-0.00051236-0.00032331i
0.002819+0.0016495i,0.0022594+0.0018222i,0.0012063+0.00075966i,-0.00018494+0.00071763i,-0.0010502+0.0013626i,-0.0014389+0.0017891i,-0.00087005+0.0015825i,-0.00070483+0.00085955i,-0.00072082+0.00066175i,-3.3625e-05-0.00029945i,0.00040827-0.0017993i,4.9291e-05-0.0010931i,-0.00040738-0.00017856i,-0.00053063-0.00049026i,-0.00027482-0.0002901i,0.00036796+0.00077063i,0.00027684+0.0010817i,0.00010385+0.0005628i,-7.0261e-05-9.0388e-05i,-0.00060114-0.00052254i,-0.00021199-0.00095942i,0.00024669-0.00084077i,-7.1972e-05-0.00027033i
-0.0009105-0.0001607i,-0.0022276-0.0011088i,-0.0019509-0.0018768i,-0.00098556-0.0015852i,-0.00046317-0.00024948i,-0.00024229+0.00093071i,-0.00048533+0.0015419i,-0.0012584+0.0020603i,-0.0016873+0.0012395i,-0.0013131-3.1521e-05i,-0.00083585-0.00056397i,-0.0002607-0.0007272i,0.00035261-0.00022671i,0.00065934+0.00046202i,0.00034113+0.00065503i,4.4628e-05+0.00073049i,-0.00027429+0.00062081i,-0.00046396+0.00022111i,0.00011441-0.00056537i,0.00098764-0.0002883i,0.0011247+0.00055876i,0.00079478+0.00058892i,0.00028032-0.00020325i
0.0021147-0.00043013i,0.0025708-0.00058617i,0.0019703-0.00072016i,0.00066952-0.00050391i,-0.00012449-0.00043402i,0.00032544+0.00046842i,0.00057217+0.00089611i,0.0002041+0.0013162i,-0.00053288+0.0014884i,-0.00021585+0.00078499i,0.00016774+1.989e-06i,-0.00073308-0.00045891i,-0.00083572-0.00035171i,-0.00037347-2.9997e-05i,-0.00040753+0.00064543i,-0.00043233+0.00088727i,0.00019927+0.00062029i,-0.00019615+0.00037262i,-0.00048082-6.0113e-05i,-0.00044354+0.00011862i,-0.00034697+0.0010354i,-0.00037914+0.0015186i,-0.00073479+0.00084589i
0.00071719+9.1205e-05i,-0.00070265+0.0011419i,-0.001706+0.00074485i,-0.0011788-0.00021011i,-0.001435-2.7709e-05i,-0.0012745+0.00069379i,-0.00046754+0.0012035i,0.00012349+0.0010915i,0.00038524+0.0013456i,9.787e-05+0.00095055i,0.00020138-0.00014499i,0.00012287-1.892e-05i,0.00034771+0.0006593i,0.00057917+0.0015042i,-6.2681e-05+0.0014593i,-0.00088804+0.00021299i,-0.001281-0.00045313i,-0.00043409-4.6915e-05i,-0.00024244+0.0001395i,-0.00049393-2.9236e-05i,-0.00029238-0.00056143i,-8.3074e-06-0.0009546i,-0.00014469-0.0008603i
-8.1742e-05-0.00065702i,0.00012556+0.00032724i,-0.00043006+0.00051812i,-0.0014916+0.00045461i,-0.0022596+0.00044924i,-0.00054751+0.0015157i,0.00065268+0.0025691i,0.00053915+0.0018774i,9.8826e-05+0.00041799i,-1.1902e-05-0.00041059i,0.00057065-0.00023555i,0.0012064+6.2364e-05i,0.0011294+0.00045823i,0.00059084+0.00097562i,-0.00020534+0.0010947i,7.5676e-05+0.00050927i,0.0011857+0.00066002i,0.00072216+0.00080231i,0.00039839+0.00040585i,-0.00019639-0.00025172i,-0.00066719-0.0010028i,-0.0004877-0.00070767i,-0.0005957+0.00034836i
-0.0012901+0.0026324i,-0.00066775+0.002115i,0.00019091+0.001253i,0.00095886+0.00064837i,0.00090547+0.0013258i,0.00031261+0.0014044i,1.7223e-06+0.0011237i,-7.7231e-05+0.00082355i,0.00025557+0.000103i,0.00024606-0.00084568i,0.00028709-0.00149i,-0.00063413-0.0012048i,-0.0018595-0.0012079i,-0.0018627-0.00091063i,-0.0013502-0.0011125i,-0.0011054-0.0012976i,-0.00092834-0.00091712i,-0.00039762-0.00022098i,-0.00054009+0.00026175i,-0.00050443+0.00032726i,-0.00037115+0.00020487i,-0.0002498-0.00036389i,-0.00024671-0.00062506i
-2.2139e-05-0.00044157i,0.001462-0.00078172i,0.0017648-0.00017753i,0.0016711-0.00061473i,0.00088767-0.0009945i,0.00093742-0.00030132i,0.0014104+9.0593e-05i,0.00037934+0.00010365i,-0.00059024+0.00024163i,-0.00035208+0.00044282i,-0.00053706-3.4151e-05i,-0.0010552-0.001446i,-0.0011562-0.0017529i,-0.00079843-0.0011585i,0.00035374-0.00069417i,0.0012545-0.00076676i,0.00077852-0.00019149i,0.00018355+0.00025008i,1.8861e-05-0.00060756i,0.0003965-0.00095428i,0.00079361-0.0006718i,-2.9248e-05+2.1577e-05i,-0.00036393+0.00048255i
-1.0971e-05+0.00050356i,-0.00068615+0.00087449i,-0.0012301+0.0018481i,-0.00044996+0.0018347i,-0.00025805+0.00084177i,-0.00070787+0.0009922i,-0.00075953+0.0014307i,-0.0012089+0.00087092i,-0.0014353+0.00049796i,-0.00066297+0.00040744i,-0.00022808+0.00044035i,-9.1527e-05-0.0003658i,0.00029932-0.00066648i,0.0004519+0.00016619i,0.00058966+0.00049384i,0.00028578+4.0679e-05i,-5.569e-06-0.00042151i,-0.00023529-0.00056316i,-0.00073508-8.2536e-05i,-0.00025837+0.0002604i,-0.00021397+0.0007965i,-0.00076146+0.00066206i,-0.00043621+7.2273e-05i
-0.00029376+0.0029626i,0.00047655+0.0029937i,0.0025077+0.0023118i,0.0031226+0.00042306i,0.002179-0.0013584i,0.001051-0.00068392i,0.00035636+0.00081211i,0.0010301+0.0012068i,0.0016425+0.0009718i,0.001377+0.00091843i,0.0010218+0.00012178i,0.00066093-0.00097026i,0.0008756-0.00043i,0.0010182+7.4651e-05i,0.00093561-0.00057711i,0.00083959-0.00061677i,-0.00010297-6.3989e-07i,-0.00092543+0.00044506i,-0.00025665+0.00095362i,0.00027299+0.00075972i,-1.3251e-06+0.00025814i,-0.0001407-0.00023034i,0.00015798-0.00056982i
0.00011907+0.00078035i,0.00040176+0.00019078i,-0.0005469+5.3861e-05i,-0.00091618+5.2508e-05i,-0.00052435+0.00018991i,-0.00046996+9.4305e-05i,-0.00011223+0.0010996i,0.00097305+0.0022698i,0.0012901+0.0015331i,0.00074999-1.0929e-05i,0.00040159-0.0002102i,0.00038599-0.00045685i,0.00062418-0.00050207i,0.00068997+0.00022119i,0.00011688-0.00043696i,-0.00056357-0.00094992i,-0.0007991+0.00027324i,-0.00083322+0.0010442i,-0.00083442+0.00046298i,-0.00076911-0.00034117i,-0.00014407-0.00051493i,-0.00033057+0.00042823i,-0.00042756+0.0010045i
0.0015183+0.0017393i,0.0021861+0.00062265i,0.0024359-0.00038969i,0.0015956-0.0019387i,0.00042129-0.0020488i,4.3235e-05+0.0003905i,0.00034236+0.0018388i,0.00083509+0.00082239i,0.00057605-0.00088902i,0.00078389-0.001435i,0.00060361-0.0015411i,0.00016879-0.0013507i,-0.00028207-0.0009802i,-0.00021694-0.00015225i,0.00046603+0.00082376i,0.00062466+0.0007299i,0.00013382+9.3861e-05i,-0.00033249-0.00027139i,-0.00038111-0.00031373i,7.6155e-06-7.5572e-05i,0.00045537-0.00041571i,0.0002507-0.00065101i,-0.00012987+4.8274e-05i
-0.00045176+6.1305e-05i,-0.0014838+0.000488i,-0.0015053+0.00084391i,-0.00018817+0.0009679i,7.6813e-05+0.00070446i,-0.00061743+0.0010746i,-0.00046648+0.0018408i,-0.00029148+0.0017319i,-0.0004232+0.00074126i,-0.00082844+0.00016101i,-0.00082043-1.5019e-05i,-0.00066971-0.0003492i,-0.00051138+0.00011978i,-0.00076675+0.0001604i,-0.0011039-0.00014708i,-0.0014879-0.00034245i,-0.0016278+0.00021383i,-0.00094453+0.00052176i,-0.00024294-0.00027961i,-0.00071998-0.00055018i,-0.0011445+3.3979e-06i,-0.00079243+0.00035138i,-0.0001843+2.8747e-05i
-0.0010126+0.00019493i,-0.0014764+0.00056572i,-0.0010906+0.0016297i,-3.8427e-05+0.0019475i,8.6642e-07+0.00097481i,-0.0003631+0.00078442i,-3.602e-05+0.0015188i,-0.00013037+0.0012773i,-0.00067262+0.00084124i,-0.0010512+0.00072035i,-0.0011151+0.00067197i,-0.001265+0.00053907i,-0.00067034-0.00019692i,0.00027754-0.0006968i,-0.00036093-0.00038431i,-0.00095233+7.3932e-05i,-0.00073536-0.00011114i,-0.00026089+7.2556e-05i,-0.00014905+0.00012904i,-0.00029056-0.00031785i,-0.0001981+2.9878e-05i,-0.00022637+0.00026698i,-0.00031683-2.5695e-05i
-0.00064685-0.0022399i,-0.00059075-0.00081673i,-0.0017028+0.00034448i,-0.0027918+0.00096125i,-0.0027646+0.0010393i,-0.0012565+0.00066933i,0.00042134+0.0016295i,0.00041966+0.0025304i,-7.3888e-05+0.0019733i,0.0010633+0.00086383i,0.0018551-0.00012178i,0.0011942+0.00010421i,0.0004863+0.00051563i,0.00048384+0.00032461i,0.00065966-0.00018209i,0.0010322-0.00022826i,0.00088562+0.00011135i,0.0003211-0.0001657i,-0.00028048-0.0002845i,-0.00013552+4.8682e-05i,8.8308e-05+0.00018367i,-0.00026912+0.00010872i,-0.00049504+0.00026536i
0.00050567+0.0024056i,0.0014508+0.0025253i,0.0025866+0.0021036i,0.0027452+4.4383e-05i,0.0022825-0.00074733i,0.00087706+0.0006266i,-0.00050006+0.001344i,0.00015941+0.0015567i,0.0015636+0.0021087i,0.0019715+0.0019555i,0.0019225+0.00040451i,0.00083837-0.00078526i,-9.6349e-05-0.0008344i,-0.00016439-0.00071787i,-0.00026964-0.00063913i,-0.00011599-0.00043195i,0.00010628-0.00039128i,-0.00019659-0.00070018i,-0.00065562-0.0010447i,-0.00038768-0.00047104i,-8.713e-06+0.00011577i,0.00027249-0.00049394i,8.2238e-06-0.00095275i
-0.0025381+0.0021566i,-0.0022263+0.0020972i,-0.0010773+0.0019522i,-0.0002106+0.001395i,6.3416e-06+0.00080027i,0.00016767+0.00062639i,-4.7405e-05+0.00035275i,0.00059426-3.411e-05i,0.0015907-0.00016004i,0.0017833-0.00049213i,0.0013857-0.0013974i,0.00073832-0.0017835i,0.00034545-0.0014182i,0.0010782-0.0014693i,0.0012658-0.001525i,0.00068842-0.00061948i,0.00045083-0.00044219i,0.00040459-0.00049279i,-4.9708e-05+0.00013677i,-0.00042416-0.0002126i,-0.00047181-0.00067997i,-0.00052902-0.00026932i,-0.00057788+0.00010069i
0.00029874-0.001312i,0.0010189-0.0019054i,0.00052177-0.0016921i,-0.00034182-0.0020151i,-0.00082903-0.0016716i,-0.0011429-0.00037237i,-0.00043266+8.6875e-05i,0.00047834-0.00058107i,0.00089442-0.00091622i,0.00065292-0.00073811i,0.00010963-0.00095966i,-0.00080991-0.0001077i,-0.00069494+0.00047571i,-4.652e-05+0.00085717i,-0.00014147+0.00082371i,-0.00013934+2.4964e-05i,0.00012566-0.00053157i,0.00015808+1.1118e-05i,0.00013528+0.00017958i,0.00026795-0.00016728i,6.7516e-05+0.00051117i,1.7796e-05+0.0011775i,0.00029216+0.00048451i
0.0016884+0.0016544i,0.002371+0.0021753i,0.0026167+0.001589i,0.001015+0.00064158i,-0.0006471+0.0004922i,-0.0013813-0.00016097i,-0.0012657-0.00037289i,-0.00058811-0.0004243i,-0.00053449-0.0011005i,-0.00091215-0.0015748i,-0.00081955-0.00078688i,8.8174e-05+0.00039146i,-0.00021731+0.0005603i,-0.00090018+0.0005556i,-0.0012908+0.00081194i,-0.0015602+0.00051299i,-0.0011742+0.00045562i,-0.00074475+0.00058576i,-0.00039148-0.00023658i,0.00036255-0.00077142i,0.00050671+0.00016579i,0.00084317+0.00081723i,0.0008763+0.00045544i
-0.00069326-0.00086558i,-0.00099408+6.2295e-05i,-0.0014943+0.00098289i,-0.00096049+0.00075384i,-0.00031906+0.0010437i,0.00058087+0.002125i,0.00052872+0.0023814i,-0.00072451+0.0016359i,-0.0011303+0.0013815i,-0.00051301+0.0010763i,6.756e-05+0.00017839i,1.0085e-05-5.5529e-06i,0.00031167+0.00081428i,0.0012276+0.0014559i,0.0014618+0.0015315i,0.00044188+0.0010819i,-0.00020105+0.00031909i,-3.0584e-05-0.00031088i,0.00048091-0.00046601i,0.0011002-0.00014488i,0.0012051-0.00060777i,0.00082815-0.0014965i,0.00018643-0.0004978i
