-0.002459+0.00030729i,-0.0014336-3.0797e-05i,-0.0022612+0.00057718i,-0.0018774+0.00075177i,-0.00086814+0.0017305i,-0.0010816+0.0016062i,-0.0011476+0.0012716i,0.00029309+0.0010247i,0.0017354+0.00045195i,0.0013577-8.7871e-05i,0.00085988-0.00016729i,0.0011154-0.00034158i,0.0011267-0.00075141i,0.0009343-0.0002898i,0.0010229-0.00038797i,0.00084699-0.00085881i,-0.00043041-0.0001453i,-0.0012984-1.2367e-05i,-0.00070337+0.00035746i,-0.00016297+0.00098439i,0.00063893+0.00061104i,0.00086552-0.0005783i,0.00037435-0.0011498i
0.00083467-0.00048541i,0.0022896-0.0016614i,0.001906-0.0032878i,-0.00027257-0.004287i,-0.0017141-0.0033435i,-0.0013882-0.0016926i,-0.00052296-0.0010726i,2.28e-06-0.00077969i,0.00012465+4.9892e-07i,2.0913e-05+0.0002902i,-0.00045465+0.00066555i,-0.0004523+0.00141i,-0.00044521+0.00078979i,0.00014861-0.00055536i,0.0004086-0.0008371i,8.9286e-05-0.00071202i,0.00038621-0.00028373i,0.00036758+2.1289e-06i,0.00044205+0.00065954i,0.00080487+0.00055681i,0.00053917-0.00058042i,0.00029756-0.0010796i,0.0009614-0.0012332i
0.001421-0.00055171i,0.00050985-0.00096649i,0.00084684-0.0014378i,-0.00045279-0.0014717i,-0.0011506-0.0012368i,-0.00030788-0.00018762i,0.00074076+0.00043674i,0.00096693+0.00013817i,0.00085091-0.00034623i,0.00047628-0.00017382i,-0.0004581-0.00014047i,-0.0003219-0.00044394i,0.00024224-0.00031658i,2.5835e-05+9.8637e-05i,-0.00068697+0.00019636i,-0.00034966+0.00034968i,-2.6008e-05+0.00064109i,0.00013867+0.00077442i,0.00032615+0.00065791i,0.0006248-1.73e-05i,0.00078466+6.4863e-05i,0.00073614+0.00081144i,0.0007409+0.00082384i
0.0032242-0.00087631i,0.0038522-0.0026178i,0.0036408-0.0037792i,0.0030122-0.003607i,0.00057878-0.0028008i,-0.0010809-0.0013845i,-0.00010387-0.00011604i,0.00031676-0.00050203i,-5.1737e-05-0.0015155i,-0.000431-0.0017831i,-0.00080464-0.0017181i,-0.00071562-0.0014906i,-5.8473e-05-0.00072455i,0.00032189-0.000161i,-4.2695e-05+0.00035308i,-0.00074187+0.0011648i,-0.00084723+0.0013473i,-0.00070654+0.0012152i,-2.0856e-05+0.0011713i,-0.00015626+0.0018042i,-0.00088607+0.0012488i,-0.00056084+0.00054963i,-0.00026203+0.0002329i
-0.00080608+0.0022058i,-0.00098698+0.0020074i,-0.0016664+0.0017229i,-0.0023811+0.001098i,-0.0017864+7.3213e-05i,-0.00029863-0.00063895i,-0.00045508-0.00021201i,-0.00029878+0.0003206i,-0.00012256+4.8275e-05i,-0.00071469+3.357e-05i,-0.00063387-0.00031477i,1.8335e-05-0.0004645i,0.00093527-0.00033735i,0.0010175-0.00080466i,-0.00057799-0.00066753i,-0.0014657+0.00060668i,-0.0011548+0.00083643i,-0.00037684+5.6346e-05i,-0.00039526+0.00044208i,-0.00099904+0.00059069i,-0.0010995-0.00010935i,-0.00051132-0.00040611i,8.2001e-06-0.00017281i
-0.0012574+0.0010944i,-0.00076703+6.5611e-05i,0.00031859-0.00080118i,0.00084902-0.0013773i,0.00074878-0.0014505i,-0.00013225-0.0015684i,0.00020212-0.0014218i,0.0006292-0.00041366i,0.0007746+0.0004517i,0.00044887+0.00075566i,-0.0008139+0.00059345i,-0.0018164+0.00047542i,-0.0016928-2.518e-05i,-0.00071684-0.00084099i,9.3871e-05-0.00086703i,-0.0003906-0.00051496i,-0.00072732+0.00025851i,-0.00037085+0.00086451i,-0.00033786+0.00035468i,-0.00058871+0.00016972i,-0.00036833+0.00066607i,0.00017173+0.00082962i,0.00051298+2.8856e-05i
0.00054265-9.4721e-07i,0.0004282-0.0019761i,-0.0015569-0.0033619i,-0.0037884-0.0032875i,-0.0027914-0.001702i,-0.00090763+7.7736e-05i,-0.0001947+1.4772e-06i,3.7374e-05-0.00021974i,0.00044892-1.0521e-05i,0.00082481-6.1153e-05i,0.00094011+0.00022927i,0.00058821+0.0012912i,0.00016201+0.00084133i,0.00029774-0.00012327i,0.0002342-0.00037921i,-0.00028831-0.00054538i,-0.00036972-0.00087859i,-6.4949e-05-0.0011165i,0.00012832-0.00066859i,-0.00014992-0.00026081i,-0.00013928-0.000406i,0.00027578-0.00037573i,0.00010264+2.0012e-05i
-0.0011586-0.0010115i,-0.00092067+8.835e-05i,-0.0004548+0.00063316i,-0.00044571+0.00070382i,-0.0014942+0.00093217i,-0.0023476+0.00096633i,-0.0011754+0.00049531i,0.00036791+0.00063284i,0.0010335+0.00050678i,0.00095269-8.3902e-05i,0.00065809-0.00034816i,0.00035924-0.00023713i,0.00039298-0.00080134i,0.00076763-0.00090128i,0.0004725-2.4271e-05i,0.00014894+0.00024208i,-0.00012591-0.00015429i,-0.00027149-0.00083725i,0.00016177-0.00070411i,0.00077656-0.00040942i,0.00054389-0.00052042i,-0.00043066-0.00057208i,-0.00088145-0.00076796i
0.003053-0.00059508i,0.0023019-0.0016515i,0.0010455-0.0036798i,-0.00025451-0.0054881i,-0.00092164-0.0039433i,-0.00086919-0.0013224i,0.00022651-0.00091568i,0.001088-0.0016738i,0.0007152-0.0015358i,0.0002484-0.0013598i,0.00029126-0.00097597i,6.4002e-05-0.00080127i,3.3046e-05-0.0012007i,0.00071733-0.0010535i,0.00083448-0.0010199i,0.00028583-0.00060334i,0.00043411-8.1053e-05i,0.00044272+0.00023956i,0.000338+0.00025059i,0.00031574+0.00013112i,0.00048629+0.00020496i,0.00036775+0.00040879i,-0.000114+0.00060114i
-0.0013414+0.0015415i,-3.6603e-05+0.0014408i,0.0012348+0.0017796i,4.7731e-05+0.0011581i,-0.0014159-0.00035287i,-0.00093952-0.00029189i,5.514e-05+0.00030171i,0.0012254+4.0638e-05i,0.0011913-0.00083086i,-0.00042774-0.0012212i,-0.0012509-0.0011046i,-0.00039976-0.0017815i,0.00028223-0.0012399i,-0.00060592-0.00046377i,-0.00061606-4.0533e-05i,0.00017955+0.00071557i,0.00035155+0.00093151i,0.00028151+0.00046947i,-0.00035862+0.00077126i,-0.00038688+0.0011342i,-0.00022061+0.0010924i,-0.00065907+0.00048336i,-0.00051859+0.00028159i
0.0011063+0.0009054i,0.0017337-0.00021935i,0.0012555-0.0019138i,-0.0005168-0.0033441i,-0.0013589-0.0028729i,-0.00082073-0.0020897i,0.00021018-0.0015234i,0.00092132-0.00073769i,0.00071071-0.00096565i,-0.00021584-0.00036611i,-0.00091973+0.00079087i,-0.00085735+0.00082614i,-0.00084838+0.00015018i,-0.00088198-0.00017713i,-0.0012305-0.00010417i,-0.0017691-3.5738e-05i,-0.00056536+0.00038634i,0.0002133+0.001322i,-0.00015017+0.001827i,-0.00051863+0.0014104i,-0.00095721+0.0005303i,-0.00039575-9.9963e-05i,0.00083249-0.00016289i
0.0016891+0.00075999i,0.0012406+0.00047961i,-0.00028567-0.00093854i,-0.0021111-0.0010906i,-0.001632-0.00078989i,2.7011e-05-0.00077104i,0.00068703+9.4388e-05i,0.00020869+0.00010832i,-0.00078954+2.1995e-05i,-0.00055984+0.00071852i,5.3238e-05+0.001196i,-5.5721e-05+0.00088257i,-0.00043106+0.00048262i,-0.00082098-0.00019287i,-0.0011338-0.0012905i,-0.0016311-0.0011137i,-0.0013739-0.00036927i,-0.00057636-0.00080474i,-0.00030632-0.00031149i,-0.00048606+0.00061277i,-0.00042354+0.0010781i,0.00011872+0.00076806i,0.00082647+0.00031783i
0.0018464+0.00044158i,0.0011821-0.00027256i,0.00102-0.002274i,0.00084301-0.0035378i,0.00014145-0.0024394i,9.159e-05-0.00097412i,0.00047393-0.00038971i,0.00060515+0.00019847i,0.00049779+0.00026679i,0.00072377+9.7065e-05i,0.00081756-0.00012317i,9.9968e-06-6.7545e-05i,-0.00080012+0.00072581i,-0.00059042+0.0008716i,-0.00027662-3.9354e-05i,0.00026883-0.00093739i,0.00040954-0.00072948i,-0.00068425-0.00064308i,-0.00071658-0.00041603i,-3.9459e-05-0.00013178i,-0.00032363+0.0002371i,-3.0751e-05+0.00014275i,-0.00026899+0.00022791i
-0.0021367-0.0017761i,-0.0014503-0.0013179i,-0.0013722-0.0022297i,-0.001463-0.0021271i,-0.0015636-0.00016352i,-0.00022787+0.00065832i,0.0014877-0.00028539i,0.0019453-0.00093199i,0.0017457-0.00098269i,0.0014371-0.00087221i,0.0013745-0.0010273i,0.0012398-0.0011244i,0.00036595-0.00082894i,0.00043808-0.00021904i,0.00074109+0.0004529i,-0.00011282+4.2831e-05i,-0.0004222-0.00063716i,0.00030112-0.00043458i,0.00079768-7.8617e-05i,0.00085554-0.0001378i,0.00033662-0.000631i,-0.00012426-0.00017839i,-0.00022896+0.00023772i
0.0019413-0.00011035i,0.0019517-0.001626i,0.0015963-0.0017338i,0.00028653-0.0015774i,-0.0010068-0.0021984i,-0.0010077-0.0012031i,-4.9374e-05+0.00043292i,0.00053269+0.00046068i,0.00068434-0.00088472i,0.00045165-0.00084408i,-0.00028119-0.00069886i,-0.0002851-0.0010901i,-0.00042796-0.0004287i,-0.00025886-0.00034287i,0.00079538-0.0008258i,0.0014068+0.00016414i,0.00096042+0.0006238i,0.00049925+0.00062566i,0.00054348+0.0013028i,0.00047897+0.00096836i,0.00057768+0.00030424i,1.5824e-05+8.5755e-05i,-0.00070732+0.0001351i
-0.00099277+0.00086467i,-0.00024036+0.0012361i,-0.00018292-0.00029737i,-0.0010689-0.00080395i,-0.0017262-0.0008189i,-0.00068235-0.00052294i,0.00036279+0.00012177i,0.00020104-0.00055179i,-0.00072834-0.00020774i,-0.0012747+0.00069205i,-0.0008486+0.00023235i,0.00014518-0.00020099i,0.00019218-4.8108e-05i,-7.6063e-05+8.2572e-05i,-4.9501e-05+0.00028765i,0.00016792+0.00032389i,0.00061222-0.00025503i,0.00013558-0.00071043i,-0.00035141-0.00026418i,0.00026105+0.00068846i,0.00020917+0.00045446i,0.00024084+7.892e-05i,0.00038852+0.00023885i
0.0010833-0.0011435i,0.000311-0.00081378i,-0.00085012-0.00067304i,-0.002552-0.00040709i,-0.0029725-0.00021721i,-0.0011175+0.00039729i,0.00087306+0.00044766i,0.0010604-0.00061884i,0.00049034-0.00083926i,-7.914e-05-7.8786e-05i,-0.00078515+0.00041935i,-0.0015798+0.00076293i,-0.0014962+0.00029732i,-0.0010548-0.00033634i,-0.0010824+1.0382e-05i,-0.0010981+0.00035675i,-0.0012027+0.00061577i,-0.00096836+0.00078946i,-6.5618e-05+0.00068125i,0.00042332+6.8378e-05i,0.00034175-0.0010459i,0.00058201-0.0010354i,0.0010936-0.00022695i
-0.0005793-0.00059767i,-0.00033276-0.0012885i,-0.0015847-0.0025686i,-0.0015218-0.0031441i,-0.00022692-0.0023989i,0.00050334-0.0012297i,0.00097696-0.00028284i,0.00051797-9.3915e-05i,-0.00030379-0.00010984i,-0.00047719+0.001176i,-0.000115+0.0016384i,4.9517e-05+0.0012112i,-0.00012925+0.00074618i,-0.00058655+0.00016736i,-0.00074915+0.00012783i,-0.00071796+0.00031595i,-0.00045882+0.00020227i,-7.8752e-05-0.00013461i,0.00036265-0.00046208i,0.00011765-0.00039301i,-0.00084492-0.00027877i,-0.00090048+0.00052518i,0.00015049+0.0010703i
-0.0033715+0.001448i,-0.0023113+0.00082379i,-0.0021652+0.0020389i,-0.0019836+0.00065057i,-0.00095914-0.002028i,-9.3616e-05-0.0024096i,4.4174e-05-0.00071715i,-0.00026313+0.00073268i,-0.00080874+0.0008594i,-0.000437+0.00056696i,0.00014686+0.00066051i,0.00042638+0.00045756i,0.0005882+1.2697e-05i,0.00059261-0.00066998i,0.00083582-0.0011976i,0.00099818-0.0011417i,0.00059902-0.0012131i,4.678e-05-0.0011302i,0.00026266-0.0012516i,0.00099589-0.0013265i,0.0013797-0.00026174i,0.00042558+0.00039719i,8.3751e-05+0.00015946i
0.0012916+0.0020428i,0.0015598-1.0213e-05i,0.0029005-0.0014641i,0.0022737-0.0030328i,2.2078e-05-0.0029386i,-0.00060277-0.0016842i,-0.00013379-2.5278e-05i,0.00086368+0.0014005i,0.0019839+0.0016024i,0.0017683+0.00048467i,0.00081485-0.0011248i,0.00070715-0.0011339i,0.0011798-0.00097159i,0.0011442-0.0014313i,0.00076698-0.0012647i,0.00031309-0.00070994i,0.00024635+0.00044015i,0.00045162+0.001241i,0.00032475+0.0011326i,7.3785e-05+0.00045018i,0.00042914+0.00010989i,0.00052813-0.00026977i,0.00059445-0.00086623i
0.00056488-0.0012449i,0.00038259-0.0012028i,0.00024399-0.0016942i,0.00014307-0.00056904i,-0.00022494+0.00059063i,0.00033825+0.0012621i,0.0017025+0.0011214i,0.0012772+0.00068602i,0.00021182+0.00099144i,0.00038832+0.0001202i,-0.00031637-0.00062635i,-0.00097277-0.00051096i,0.0001624+0.0003526i,0.00075101+0.0005607i,0.00038297+0.00061428i,0.00018429+0.0010249i,0.00016671+0.0012944i,0.00051289+0.00086609i,0.00087411+0.00052767i,0.00077503+0.00063279i,-9.5475e-05+0.00059645i,-0.00067073+0.00033629i,-0.0005225-4.515e-05i
-0.0031232-0.00052577i,-0.0026471-0.00057022i,-0.0028059-0.0003342i,-0.0015364-0.00019558i,-0.00015837-0.00043632i,0.0012026-0.0010952i,0.0015226-0.00094997i,0.0011734-0.0011398i,0.00041861-0.001406i,-1.0617e-05-0.0004125i,-0.00030487+0.00047137i,-0.00015919+0.00075863i,-0.00049355+0.00057225i,-0.00088002+0.00040772i,-0.00040196+0.0010864i,-0.00058341+0.0018169i,-0.00059151+0.001203i,-0.00021715+0.00032964i,-0.00010164+0.0003748i,-0.00013872+0.00069961i,-2.8591e-05+0.00061228i,0.00047346+0.0007972i,0.00079423+0.0007443i
-0.00021315-0.00028076i,0.00081884-0.0010714i,0.00042065-0.00071952i,-0.0012123-0.00072658i,-0.0015368-0.0010635i,-0.00063304-0.00093303i,0.00049694-0.00096553i,0.00074843-0.0017165i,0.00024637-0.0018542i,9.8103e-05-0.0009021i,0.00012099+0.0002035i,-4.2452e-05+0.00066155i,-0.0003649+0.00046397i,-0.00060435-0.00011914i,-0.001274-0.00024639i,-0.0014459+6.6955e-05i,-0.00073655-0.00033311i,7.0943e-05-0.00039927i,0.00027294-5.5719e-05i,-0.00026424+0.00024709i,0.00025466-0.00017588i,0.00085193-7.9415e-05i,0.00069755+0.00022537i
0.0030698-0.00067175i,0.0030958-0.0015075i,0.0007904-0.0033779i,-0.0024013-0.0041044i,-0.0047747-0.0033676i,-0.0044869-0.0021027i,-0.0013746-0.0012465i,0.00053816-0.0011868i,-9.7283e-05-0.00043048i,-0.00078214-9.5341e-05i,-0.00055538-0.00010682i,-0.00055768-0.0003524i,-0.00063081-0.00077405i,-0.00024772+4.9082e-06i,0.00016347+2.9427e-05i,-9.2315e-05-0.00076549i,9.2201e-05-0.00052533i,-0.00029352+0.0001731i,-0.0011553-0.00017984i,-0.0007127-0.00072733i,-0.00055981-0.00031914i,-0.00040327+0.00011402i,0.00018017+0.00044579i
0.0014288-0.0010448i,-0.00022832-0.0015856i,-0.0013391-0.002363i,-0.0030985-0.0021046i,-0.0042718-0.0015221i,-0.0020516-0.00089474i,0.00011204-0.00041156i,0.00062762-0.0004977i,0.00025677-0.00031143i,-0.00022672+0.00020461i,-0.00013449+3.3452e-05i,0.00021068-0.00043777i,0.00059887-0.00046037i,0.00070101-0.00059403i,0.0010839-0.00097148i,0.00090869-0.0012898i,0.0003452-0.001345i,0.00069908-0.00081246i,0.00052454-0.00030161i,0.0008542+6.1332e-05i,0.0011537-6.3543e-05i,0.00035694-0.00068232i,0.00021233-0.00019843i
0.0015171-0.0012689i,0.0010074-0.0024644i,0.00019437-0.0026861i,0.00011863-0.0021668i,-0.00051463-0.00077781i,-0.00091413-0.00019221i,-0.00015807-0.00013669i,0.00012546-0.00014008i,-0.00068175-8.9828e-05i,-0.00068549-3.3398e-05i,-0.00013477+0.00023163i,-0.00055977+0.00085725i,-0.00099215+0.00049429i,0.00027907-8.2052e-05i,0.0015633+0.00068136i,0.001337+0.0011383i,0.0010766+0.00054839i,0.00045609+0.00054565i,0.00023172+0.00046604i,0.00067394-5.1332e-05i,0.00098358-0.00046174i,0.00066467-0.00055939i,-4.2447e-05-9.5923e-05i
-0.0012972+0.0014369i,0.00050489+0.00068571i,0.0013699-0.00024262i,0.00084775-0.0018385i,0.00053638-0.0025293i,0.00083978-0.0019074i,0.0013462-0.00037125i,0.0014713+0.00075556i,0.0011321+0.0011379i,0.0012972+0.00078504i,0.0011735+0.00066486i,0.00010278+0.00062952i,-1.1674e-06+0.00049863i,0.00051278-0.00010339i,0.00063935+0.00023914i,0.00054389+0.0014564i,0.00010914+0.0010732i,0.0001222+0.00055828i,0.00027589+0.0010547i,3.6377e-05+0.00095023i,-0.00036601+0.00050375i,-0.00072645+0.00014206i,-0.0004338-0.000863i
0.0025232+0.00049784i,0.0034062-0.00083551i,0.0027624-0.0023751i,0.00043054-0.0027713i,-0.0016234-0.0024814i,-0.0012349-0.0014236i,-0.00031298+0.00013813i,0.00048518+0.00019659i,0.00081723-0.00077728i,7.6685e-05-0.0011021i,-0.00087414-0.00039579i,-0.0013198+8.5686e-05i,-0.00099845+0.0002199i,-1.2099e-05+0.0010437i,0.00018124+0.0010875i,-0.00052509+0.00035125i,-0.00033287+5.6702e-05i,0.00046611-2.306e-05i,-2.4786e-05+0.00031006i,-0.00029015+0.00046218i,-0.00020666+0.00045882i,-0.00063447+0.00044782i,-0.0003602+5.481e-05i
-0.00203-0.00075846i,-0.0024708+0.00063297i,-0.0031044+0.00078508i,-0.0031574+0.00034319i,-0.0024633+0.00041266i,-0.0008493+1.2323e-05i,0.00086727-0.00052905i,0.0016076-0.00054274i,0.00066234-0.00073917i,-0.000786+0.00026359i,-0.00062866+0.00075184i,0.00037448+0.00023309i,0.00051324+0.00043388i,-8.7266e-05+0.00028443i,-0.0008215-0.0003084i,-0.0010308+4.6031e-05i,-0.0014098-6.5456e-05i,-0.0012631-0.000464i,-0.00056071-0.00019489i,-0.00074099-0.00070199i,-0.0010527-0.00071003i,-0.00060522-2.0453e-05i,-0.00024707-0.00021715i
-0.00028325-0.0013743i,-0.0015013-0.0032664i,-0.0027822-0.0032281i,-0.0029843-0.0016846i,-0.0022142-0.0018873i,-0.0010741-0.0018867i,-0.00029877-0.0011495i,-0.0005172-0.00091102i,-0.0011482-0.00031437i,-0.00098577+0.00019363i,-0.00066606+7.0481e-05i,-7.5389e-05-0.00027268i,0.00042498-0.00027759i,-0.00011907-0.00055572i,-2.3501e-05-0.00072569i,0.00065658-0.00056586i,0.0008626-0.00083546i,0.00047113-0.00081139i,0.00012274-0.0008607i,-1.8344e-06-0.00063544i,-0.00014561-0.00031433i,-0.00018602+0.00029651i,-0.00038554+0.00050989i
0.00084501-0.0032474i,0.0011714-0.0028219i,-0.00040599-0.0040004i,-0.0019024-0.0040887i,-0.0014586-0.0024608i,-0.00044436-0.0013164i,0.0011205-0.0013453i,0.0014034-0.0016197i,0.00097769-0.00079248i,0.00060536-7.1891e-06i,-0.00013877-0.00015594i,-0.00014026+0.0001246i,8.3328e-05+0.0007068i,0.00013821+5.6231e-05i,0.00033187-0.00030858i,0.00071499-8.8204e-05i,0.0010535-0.00023559i,0.00085196-0.00023119i,0.00043713+1.3981e-05i,9.7928e-05-8.7333e-05i,-0.0001413+0.00035409i,-0.00017209+0.00069757i,-0.00021143+0.00025564i
0.0036474-0.0010089i,0.0040388-0.0030566i,0.0029954-0.004931i,0.00069836-0.0038442i,-0.0015377-0.002623i,-0.0009758-0.002831i,0.00093614-0.0019281i,0.0015136-0.00074547i,0.0011459-0.00012315i,0.0002782-0.0001543i,1.3816e-05-0.00080416i,-0.00047318-8.5183e-05i,-0.00098989+0.00071745i,-0.00075984+0.00061846i,0.0002644+0.00078679i,0.0011713+0.0020424i,0.00075331+0.0018543i,0.00047183+0.0011629i,0.00050362+0.00071141i,0.00010353-0.00015628i,0.00030099+8.5866e-05i,0.00058491+0.00042119i,0.0001322+0.00024372i
-0.00014835+0.00098587i,0.00014059+0.0010011i,-3.5295e-05-0.00034612i,-0.00051576-0.0021398i,-0.0012241-0.0022963i,-0.00040533-0.0015377i,0.00050734-0.00087221i,0.00020856-0.00062781i,8.0906e-07-0.00015453i,-0.00071813-0.00023459i,-0.0015516-0.00050651i,-0.0012878-2.7312e-05i,-0.00050093+0.00061318i,-0.00070932+0.00065341i,-0.0012048+0.00048547i,-0.0011762+0.00068591i,-0.00082735+0.00073916i,-0.00080666+0.00070079i,-0.0004892+0.00045578i,9.496e-05+0.0013858i,0.00020148+0.0013056i,3.9804e-06+0.00034193i,-0.00054667+0.00034068i
0.00086126+0.0040101i,0.00040704+0.0031138i,0.0003327+0.00084771i,-0.00062761-0.0010635i,-0.0019963-0.0019999i,-0.0019871-0.0013754i,-0.00094703+0.00028072i,0.0003278+0.00087793i,0.00054867+0.00099439i,0.0005143+0.00063383i,9.5327e-05-0.00019553i,-0.00025141-3.6721e-05i,-0.00015141-0.00011179i,-0.00021602-0.00082364i,-0.00072444-0.00064068i,-0.0010902-0.00018932i,-0.00066858-0.00037863i,-0.00042331-0.00083483i,-0.0001858-0.00070322i,-0.00030179+0.00022174i,-0.00091187+0.00026706i,-0.00032099-0.0001808i,-6.2489e-05-0.00024368i
0.00052233-0.0019091i,0.00028078-0.0023269i,-0.00040637-0.0021079i,-0.00085133-0.0019329i,-0.0014026-0.0018099i,-0.0010498-0.00026597i,0.0008545+0.00063443i,0.0022698+0.00026111i,0.0017489-0.00034478i,0.00065535-0.00059653i,0.00050153-6.9004e-05i,0.00073543+0.00071313i,0.00074867+0.00051727i,0.00059372-0.00040687i,0.00028692-0.0012635i,0.00017941-0.0013556i,0.00040212-0.00097983i,0.00012074-0.0014461i,-6.4716e-05-0.00079609i,-0.00052866+0.00044894i,-0.00094583+0.00024625i,-0.00091045-3.1408e-05i,-0.00067895+0.00032211i
0.00061653-0.0010508i,0.0017069-0.0027518i,0.0016886-0.00429i,0.00030213-0.0035936i,-0.00056363-0.002379i,-0.0005198-0.0018788i,0.00038107-0.0012876i,0.0010629-0.0010301i,0.000888-0.00069122i,0.00074255+6.5574e-05i,0.00090411+0.00031916i,0.001413+0.00042008i,0.0018673+0.00012008i,0.0012919-0.00016409i,0.00062091-0.00029448i,0.00035105-0.0004363i,0.00065252-6.8065e-05i,0.00018996-8.8395e-05i,-0.00029329-0.00091397i,8.0939e-05-0.00034642i,9.6586e-05+0.00027263i,-0.00033725+9.8568e-05i,-0.00061048-0.00038307i
0.0023924-0.0019843i,0.0031731-0.0019901i,0.0026323-0.002173i,-0.00050359-0.0026587i,-0.0019119-0.0020185i,-0.00041419-0.001216i,0.00047139-0.00097343i,0.00074601-0.0012913i,0.00048798-0.0015044i,0.00046951-0.001456i,0.00052087-0.00046065i,-0.00016083+0.00039261i,-0.00026678+0.0010308i,0.00021177+0.0012855i,0.00089177+0.0017236i,0.00091511+0.002317i,9.2484e-05+0.0018572i,-0.00044175+0.0007504i,-0.00043512+0.00030508i,0.00036646+0.00024308i,0.00067477+0.0001885i,-0.00018801+0.00015698i,-0.0003749+0.00014608i
0.0026099+0.0013154i,0.0019917+0.00036248i,0.0014779-0.0012734i,-0.00033567-0.0019389i,-0.0017215-0.0016116i,-0.0014337-0.00080108i,-0.00076237-0.00030745i,-0.0006293-0.00035442i,-0.0010444-0.00051473i,-0.0013068-0.00096574i,-0.0016753-0.0012491i,-0.0012906-0.00031844i,-0.00031501+0.00045608i,-0.0002727+0.00072947i,-0.00062852+0.0011277i,-0.00066675+0.00136i,-0.00054917+0.0012837i,-0.00020347+0.00073584i,-0.00028521+0.0011513i,-0.00081807+0.0017107i,-0.0011784+0.001707i,-0.0014007+0.00085122i,-0.0015058+7.4188e-05i
-0.00050796-0.0016265i,-0.0012888-0.0014771i,-0.0022548-0.00089308i,-0.0023632-0.0012743i,-0.0016795-0.0017929i,-0.00059572-0.0005735i,0.00012413+2.4022e-05i,0.00055341-3.874e-05i,-0.0002199-6.3404e-05i,-0.0013207-0.00052286i,-0.0013258-0.0011463i,-0.00072659-0.0012066i,-0.00050296-0.00047515i,-0.00065934-0.00028587i,-0.00066952-0.00065567i,-0.00056771-0.00094622i,-0.00046933-0.0010739i,-0.00038742-0.0006584i,-0.00015747-0.00072886i,5.0259e-06-2.8492e-05i,0.00022107+0.0012856i,-0.00016772+0.00072305i,-0.00081322-0.0002751i
-0.0007094+0.00077456i,-0.00033202-0.00036697i,-2.2231e-05-0.0010199i,0.00023219-0.0015216i,-0.00034675-0.0019622i,-0.00036589-0.0015358i,0.00050882-0.0007468i,0.00050793-0.00041163i,0.00030075-0.00047091i,-0.00013755-0.00020396i,-0.00087924-0.00012286i,-0.00050646-0.00019587i,-2.806e-05-0.00044559i,0.00017459-0.00023841i,0.00054772+8.4091e-05i,0.00063578-0.00074238i,0.00015958-0.0012952i,-0.00046031-0.0011249i,-0.00022307-0.00067395i,0.00015483-0.00060947i,0.00019331-0.00082176i,0.00074745-0.00090132i,0.00071511-0.00036424i
0.0021872-0.0021227i,0.0030948-0.0040266i,0.0016164-0.0050397i,-0.00080896-0.0033931i,-0.0014944-0.0021977i,-0.00055894-0.0012382i,0.00030048-9.7463e-05i,0.00076546+0.0006058i,0.00080567+0.00080984i,0.00023298+0.0010358i,-0.00038797+0.0011617i,-7.07e-05+0.00086954i,-0.00014281+0.00060907i,-0.00051367-0.00020953i,0.00046815-0.001026i,0.0014045-0.00099139i,0.00071718-0.00070756i,0.00022662-0.0011716i,-7.8232e-05-0.0014883i,-0.00065854-0.0012123i,-0.00014699-0.00081258i,-0.00025609+6.3979e-05i,-0.00051677+0.0010894i
0.0041369+0.0021663i,0.0041891+0.0011767i,0.0031263-0.00030761i,0.00085054-0.0018058i,-0.0008638-0.0013375i,-0.00037094-0.0007922i,0.001397-0.00024736i,0.0017125-3.5859e-05i,0.0015785-6.4341e-05i,0.0018392+0.00045923i,0.0019954+0.0011159i,0.0010211+0.0016435i,3.9294e-06+0.001089i,0.00074376+0.00042484i,0.00056553+0.00044529i,-0.00065738+0.00044775i,-0.00055143+0.00052925i,8.173e-05+0.0010007i,-0.00029461+0.00090757i,-0.00092846+0.00043996i,-0.0015048+0.0003621i,-0.001419+0.00035654i,-0.0012991+0.00019078i
-0.00034886-0.0017181i,-4.0891e-05-0.0015401i,-0.001061-0.0011153i,-0.0012125-0.0015097i,-0.001045-0.0024011i,-0.00042919-0.0011131i,0.0006164-0.00063657i,0.0016944-0.0013946i,0.0012696-0.00099179i,0.00087668-0.00029047i,0.0013266+0.00060871i,0.00054984+0.0010458i,0.00071567+9.3106e-05i,0.0012596-0.00075294i,0.00019954-0.00025201i,-0.00055248+0.00074419i,-0.00038789+0.0013911i,-0.00027374+0.0022352i,-0.00063265+0.002057i,-0.00048038+0.0010902i,-0.00060205+0.0005717i,-0.0010052+0.0004119i,-0.00098881-0.00026872i
-0.0024664+0.0049513i,-0.0013611+0.0018019i,0.0004428+0.00036606i,0.0010784-0.00099638i,0.00068596-0.0024024i,0.00024883-0.0024465i,0.00021853-0.0012033i,-0.00044695-0.00024946i,-0.00069712-0.00076734i,0.00035594-0.0015078i,0.00028234-0.0021383i,-0.001024-0.0023469i,-0.0012609-0.0017943i,-0.00069269-0.0011004i,7.6556e-06-0.00080336i,0.0001879-0.00061629i,-0.00023491-0.0012598i,-0.0001367-0.0012754i,-0.00047708-0.00041733i,-0.00070537-0.00046971i,-0.00069944-0.00046841i,-0.00064656+1.6594e-05i,0.00019764-0.00025152i
