-0.003201+0.00014319i,-0.0033336-0.00024468i,-0.0044859+0.00062932i,-0.0038641+0.0018037i,-0.0022691+0.0021424i,-0.0014451+0.0025958i,-0.00036694+0.0025615i,0.00083899+0.0021678i,0.00042687+0.0014357i,0.00027003+2.3797e-06i,0.00096505+0.00022459i,0.00063131+0.00035908i,0.00088315+0.00042602i,0.00072665+0.00071397i,-0.0004906+0.00098675i,-0.00041183+0.0005276i,0.0002003-0.00045324i,-0.000246-0.00023208i,-0.00027411-0.00057752i,0.00010384-0.00083775i,-0.00021849-0.00057309i,-0.00023519-0.00041157i,9.5755e-05+0.00037125i
0.0020121-0.00069748i,0.0034568+0.0012817i,0.0039729+0.00452i,0.0018909+0.0064462i,-0.00041931+0.0053693i,-0.00062521+0.0036213i,5.3823e-05+0.0032888i,0.0004151+0.0033837i,0.00055777+0.0012402i,-0.00024862-0.0011304i,-0.00074544-0.0020001i,-0.00025428-0.0016923i,0.00036541-0.0010794i,-0.00048236-0.00039333i,-0.0010341+0.00022596i,-0.00062317+0.00024861i,-0.00023904-0.00044946i,-0.00026959-0.00039948i,-0.00032924-0.00029809i,-0.00022459-0.0010416i,-0.00010838-0.0014098i,-0.00022083-0.00060513i,-0.00058195+0.00013436i
0.0011897-0.0016241i,0.0018499-0.0018037i,0.0028181-0.0010209i,0.0028209+0.00257i,0.0010349+0.0046751i,0.00015763+0.0043351i,0.0012738+0.0036662i,0.0021715+0.0016405i,0.0012299-0.00016195i,-0.00075332-0.0012932i,-0.0021318-0.0013846i,-0.0025628-0.00023415i,-0.0020927+0.00060573i,-0.0011845+0.0010116i,-8.3801e-05+0.0012129i,0.00095218+0.0012439i,0.00044812+0.00075433i,-8.0762e-05+0.00025514i,0.00042639-1.6595e-05i,0.0008956-0.00014929i,0.00078773+0.00010366i,0.00057112+0.00053127i,0.00052315+0.0012521i
-0.0028848-0.0023386i,-0.0024046-0.0060415i,0.00022134-0.0081698i,0.0033435-0.0055598i,0.0045864-0.0013436i,0.0043977+0.0011896i,0.0040279+0.00063884i,0.0037742-0.00077412i,0.0026074-0.00055799i,2.8218e-05+0.00066673i,-0.0013732+0.0012194i,-0.0016524+0.0017762i,-0.0010486+0.0019071i,0.00023614+0.0011807i,0.00055475+0.0010403i,4.9183e-05+0.0009782i,-0.00026057+0.00014702i,-0.0003817+0.00028834i,-0.00080331+0.00018054i,-0.0003326-0.0004169i,0.0012075+0.00023526i,0.001179+0.00046231i,0.00010401-0.00022901i
-0.0029562+0.0012573i,-0.0043913+7.6411e-05i,-0.006312-0.0024091i,-0.004507-0.0049807i,-0.00074977-0.0046027i,0.00043051-0.0019431i,0.00050422-0.00093371i,0.00046604-0.0012836i,-0.000202-0.0013963i,-6.7529e-05-0.00025475i,0.0013301+0.0017293i,0.0010908+0.002251i,0.00018995+0.0015731i,0.00065005+0.0004252i,0.00088186+0.00017507i,0.00049739+0.00018702i,8.1635e-05+0.000327i,-0.00026011+0.00041792i,7.9262e-06-0.00018132i,0.00045954-0.0005489i,0.00077016-0.0004608i,0.00078822+0.00021274i,0.00045149+0.00060507i
-0.00088281+0.0018953i,-0.003282+0.0034265i,-0.0067683+0.0029715i,-0.007953+0.00039039i,-0.0058654-0.0018754i,-0.0028788-0.0021498i,-0.0019366-0.0013156i,-0.0021127-0.00078745i,-0.0013506-0.00042671i,0.00020543-0.00054446i,0.0017881-0.0007269i,0.0029062-0.00015387i,0.0027007+0.00018383i,0.0015725-0.00055753i,0.00034291-0.0015789i,-0.00038244-0.0011982i,-0.00036716-0.0010244i,-0.00022083-0.0013376i,4.9173e-05-0.00094524i,-0.00013855-0.00061771i,-0.00055483-0.00033117i,-0.00044586+0.00018029i,-0.00060802-0.00028494i
-0.0016648+0.0019551i,-0.0016798+0.0040087i,-0.0027652+0.0080341i,-0.0046321+0.0092328i,-0.0046298+0.0060802i,-0.0030797+0.0030117i,-0.0024724+0.0020764i,-0.0016228+0.0026606i,-0.0017596+0.0021897i,-0.00087954-0.00061415i,0.0010761-0.00217i,0.0015005-0.0014961i,0.0013891-0.0006925i,0.00023256-0.00029662i,-0.00058071-0.00040229i,-0.00031313-9.4869e-05i,0.00038291+9.1824e-05i,0.0013343+0.0001915i,0.001011+0.00028391i,0.00020779-0.00010256i,0.00030055+7.2632e-05i,0.00054231+0.0002384i,0.00047659+1.5111e-05i
0.00036704-0.0023345i,0.0022502-0.0028464i,0.0053418-0.0011757i,0.0051778+0.0039742i,0.00074626+0.0061541i,-0.0012384+0.0049634i,0.00016886+0.0049126i,0.0011398+0.0051572i,0.00069686+0.0027211i,-0.00081941-0.00046693i,-0.0019515-0.0014135i,-0.00213-0.0014173i,-0.0020515-0.0014753i,-0.0015299-0.00054508i,-0.00088063+0.00067689i,-0.0004204+0.00076804i,-0.0002851-0.00054258i,-0.00018222-0.0016722i,-0.00016506-0.0011444i,-0.00032385-0.00018014i,-8.0795e-05+0.00053504i,9.5153e-05+0.00075829i,-0.00012652+0.00036304i
-0.001223-0.0018466i,0.00023051-0.0027547i,0.0035418-0.0032251i,0.0079863-0.0028438i,0.0071069-6.6449e-05i,0.0034131+0.001961i,0.0030462+0.0027201i,0.0036774+0.0023529i,0.0022402+0.00081543i,0.00055234+1.1634e-05i,-0.0014845-0.00057134i,-0.0025516-0.0016684i,-0.0017567-0.00099107i,-0.0003969+0.00051783i,0.0004618+0.0012667i,-0.00021894+0.001284i,-0.00053255+6.9363e-05i,2.1099e-05-8.2845e-05i,-0.00025605+0.0009665i,-0.00058445+0.00090054i,-0.00067509+0.00027449i,-0.00026363-0.00099042i,0.00067057-0.0012323i
0.00075853-0.00028393i,-0.0016258-0.003322i,-0.0020143-0.0075769i,0.00067721-0.0092476i,0.0033175-0.0065597i,0.0030001-0.0022145i,0.0027467-0.00047584i,0.0028575-0.0013563i,0.0020201-0.0020423i,0.00099671-0.0014007i,0.00047491+4.6146e-05i,7.2237e-05+0.0012702i,-0.0001122+0.0013466i,-0.0001748+2.3911e-05i,0.00062163-0.00050119i,0.00030229-0.0004275i,-0.00040653-0.00031427i,-0.00035356+9.3267e-05i,9.5933e-06+0.00018047i,0.0004326+0.00014166i,0.00013542+0.00012397i,-0.00042473+0.00023884i,-0.00026019+9.9656e-05i
-0.0046513+0.0018938i,-0.0076243+0.0013392i,-0.010999+0.00053984i,-0.010823-0.0021601i,-0.0065655-0.0029852i,-0.0022761-0.001312i,-0.00034757-0.0010217i,-0.00038646-0.0023498i,-0.00070135-0.0023889i,-0.00013715-0.00043584i,0.00071037+0.0014863i,0.00067016+0.0011505i,0.00011022+0.00063071i,-0.00014786+0.00085446i,-0.00023968-0.00035904i,-0.00041741-0.00055939i,-0.00034066-5.195e-05i,0.00049279-0.00027169i,0.00032588-0.00064184i,-0.00020288-0.00021268i,-0.00013095+0.00054055i,-0.00071155+0.00031847i,-0.00083224-8.9185e-05i
-0.00068915-0.00037032i,-0.0023692+0.0017088i,-0.0055418+0.0029779i,-0.010246+0.0043003i,-0.010261+0.002895i,-0.0060493+0.0016888i,-0.0039937+0.0017967i,-0.0036565+0.0014371i,-0.0032633+0.0010545i,-0.0015646+0.00019435i,0.00092671-0.00074059i,0.0018408-0.0011857i,0.00069725-0.0014573i,-0.00036986-0.00095586i,-0.0005786-0.00067325i,-0.00037063-0.00084655i,-0.00024753-0.00046204i,-0.00029406-5.7182e-06i,1.9079e-05+0.00037012i,-5.2441e-05+0.00019793i,-0.00035695-0.00053985i,-2.4892e-05-0.00054506i,0.00014601-0.0001826i
0.0031666+0.00089647i,0.0053616+0.0034722i,0.0070633+0.0071834i,0.0049088+0.010402i,0.00073501+0.0089823i,-0.0015076+0.0049544i,-0.0017037+0.0044019i,-0.0020119+0.0048079i,-0.0013202+0.0028467i,-8.1283e-05-1.4012e-05i,0.00027185-0.0019172i,-0.00017235-0.0024553i,-0.00016345-0.0014399i,7.6298e-05-8.7388e-05i,0.00036786+0.0002585i,0.00041906+0.00017013i,0.0001584-0.00040374i,0.00019543-0.00072241i,9.0111e-05-0.00072211i,3.4394e-05-0.00057469i,0.00027938-0.00038135i,0.00016071-0.00022141i,-0.00051016-0.00028118i
0.00095506+0.000643i,0.0038582-0.00042572i,0.0085333+0.00063486i,0.011484+0.0026656i,0.0099015+0.0039298i,0.0059707+0.0035871i,0.0033483+0.0032304i,0.0032139+0.0033248i,0.003329+0.0018805i,0.0020396-0.0001536i,0.00016719-0.001292i,-0.00075737-0.0016431i,-0.00087075-0.001031i,2.1527e-06-0.00024541i,0.00024947-0.00018505i,-0.00034527+1.8561e-05i,-0.0006443+0.00017522i,8.2967e-05-2.0184e-06i,0.00087468+0.00052735i,0.0010468+0.00048792i,0.00097716-6.5347e-05i,0.00072739+0.00050387i,0.00067687+0.00020409i
-0.0029855-0.0014246i,-0.0037361-0.0041954i,-0.0014872-0.0086489i,0.0042096-0.0098639i,0.0066272-0.0051764i,0.0042258+0.00019543i,0.0030074+0.0020221i,0.0033529+0.0012498i,0.0027928-0.0001189i,0.00049317-0.00074692i,-0.0007534-0.00051234i,-3.0057e-05+0.00065946i,0.00016713+0.0010083i,0.00023521+0.00093111i,0.00067604+0.00031865i,0.00031059+0.00031826i,3.4923e-05+0.00073419i,-1.1711e-06+0.00082491i,0.00015372+0.00084988i,0.0010284+9.4985e-06i,0.00096322-0.00017393i,0.00063958+0.00025317i,0.00062381+0.00028158i
-0.001691+0.00018958i,-0.0053293-0.0026446i,-0.0095259-0.0066504i,-0.0088802-0.01035i,-0.0047804-0.010172i,-0.0019316-0.0058909i,-0.00063715-0.002628i,5.5418e-05-0.0027919i,-0.00024796-0.0033936i,-0.0010522-0.0025035i,-0.0002098-0.00080219i,0.0011254+0.00024162i,0.001294+0.00017375i,0.00075361-0.00015021i,0.00046127-0.00014059i,0.00054977+0.00030171i,0.00099123+4.3672e-05i,0.00061014-7.9858e-05i,-8.5303e-06+5.405e-05i,0.001161-0.00032861i,0.0019143-0.00042617i,0.0014485+9.1942e-05i,0.00076677+0.0007342i
-0.0015423+0.0035467i,-0.0043725+0.0057431i,-0.010168+0.0070429i,-0.013775+0.004392i,-0.011135+0.00094575i,-0.0071833+0.00052581i,-0.0043731+0.00087352i,-0.0024439-0.00036997i,-0.0022062-0.00071313i,-0.0014171-0.00030519i,0.00075068+0.00086617i,0.0012373+0.0013754i,0.00045447+6.3356e-05i,0.00057015-0.0013547i,0.0010138-0.0014433i,0.0013815-0.00089198i,0.0019798-0.00095458i,0.0016071-0.00076569i,0.0003838-0.0010746i,0.00014253-0.0011877i,-0.00035867-0.0014411i,-0.00019524-0.0016666i,0.00030168-0.0007673i
0.00065753-0.0023615i,0.00043241+0.0013506i,-0.00077844+0.0075271i,-0.0044268+0.012443i,-0.0063562+0.011844i,-0.0044808+0.0081516i,-0.0017451+0.0051491i,-0.00082691+0.0038507i,-0.0012947+0.0032137i,-0.00074186+0.0022114i,0.00049396+0.00045296i,0.00070655-0.0014738i,-1.4435e-05-0.0014054i,-0.00079264-0.00057234i,-0.0012024-0.00085598i,-0.0011074-0.0015182i,-0.0010948-0.0014107i,-0.00085599-0.00088283i,-0.00048882-0.00034909i,2.5107e-05-0.00038109i,0.00035779-0.0011563i,0.00073424-0.0016285i,0.0012104-0.0010571i
0.0018818+0.0024593i,0.0067236+0.004785i,0.010923+0.008035i,0.011892+0.011193i,0.0083467+0.011678i,0.0039585+0.0090802i,0.0021626+0.0066779i,0.0024314+0.0060397i,0.0029447+0.0046053i,0.0033867+0.0024416i,0.0017641+0.00023609i,-0.00025706-0.001329i,-0.00081145-0.0009749i,-0.00048263-0.00052819i,-0.0001511-0.00079312i,-0.00042061-0.0013459i,-0.0003609-0.0014747i,-0.00062255-0.00059865i,-0.0016183+7.7724e-05i,-0.0011961+0.00013809i,-2.2286e-05-0.00028772i,0.00023072-0.00050137i,0.00043717-9.1067e-05i
-0.0021369-0.0020301i,0.00069384-0.0049874i,0.0054911-0.0084356i,0.010768-0.0073596i,0.011902-0.003045i,0.0082528-0.00030474i,0.005003+0.00044542i,0.0035629+0.00017265i,0.0030489-0.00086798i,0.0020172-0.0018088i,-0.00017671-0.0021709i,-0.0015635-0.00088298i,-0.00143+0.00065975i,-0.00051355+0.00078816i,-8.8858e-05+0.00057586i,-0.00029258+0.00049913i,-0.00061107+9.2083e-05i,-0.00098366+0.00012431i,-0.00056199+0.0010156i,-0.00054476+0.0011434i,-0.00093343+0.00083452i,-0.00082597+0.00079268i,0.00020719+0.00054639i
-0.0041555-0.002804i,-0.006593-0.0067539i,-0.0070689-0.011949i,-0.0048755-0.015271i,-0.00080437-0.01236i,0.0024306-0.0067183i,0.0021023-0.0034167i,0.0006399-0.0019465i,-0.00017398-0.0024184i,-0.00077071-0.0027525i,-0.00065878-0.00072042i,0.00017877+0.0007057i,0.00010578+0.00095269i,-3.4884e-05+0.0014037i,5.5973e-05+0.00090392i,0.00015825+0.00037732i,0.00012482+0.00065522i,-8.5193e-05+0.00095699i,-0.00034255+0.00070108i,-0.00035034+0.00080515i,0.00036117+0.00083461i,0.00072859-0.00013929i,0.00068604-0.00043599i
-0.0027686-0.0030179i,-0.007524-0.0037065i,-0.014226-0.004766i,-0.018638-0.0063988i,-0.016746-0.0072912i,-0.010673-0.0051044i,-0.0058195-0.0014455i,-0.0037067-0.00058581i,-0.0030859-0.0016021i,-0.0029219-0.0013585i,-0.0023301-0.00015111i,-0.0019016+6.0879e-05i,-0.0012225-0.00070777i,-1.5401e-05-0.0017816i,0.00094703-0.0015199i,0.00089877-0.00054179i,0.00039271-0.00027316i,-0.00018459-0.0004231i,-0.00031842-0.00026051i,0.0002712-0.00047759i,0.00089508-0.00073443i,0.0008435-0.00058435i,0.00034012-0.00021312i
0.0011332+0.0022809i,-0.00069147+0.007294i,-0.0053539+0.013681i,-0.011134+0.015875i,-0.012649+0.011382i,-0.0092041+0.0061i,-0.0051366+0.0045595i,-0.0033919+0.0043703i,-0.0028416+0.0031836i,-0.0027105+0.0021159i,-0.0013285+0.00077749i,1.9929e-05-0.0011692i,0.00066951-0.0022154i,0.00039489-0.002356i,0.00011174-0.0020653i,9.5605e-05-0.0026039i,-5.6531e-05-0.0020463i,0.00039448-0.00081324i,0.00089779-0.00085258i,0.00084125-0.00063352i,0.0007892-0.00056291i,0.0011108-0.0010833i,0.00058739-0.00035426i
0.0018633+0.00059627i,0.0040898+0.0042189i,0.0068223+0.0098919i,0.0073683+0.014723i,0.0046248+0.015587i,0.0017477+0.01202i,0.0014577+0.0083982i,0.0026152+0.0062606i,0.0026767+0.0047022i,0.0024318+0.0033177i,0.0014574+0.0011824i,-0.0006679-0.0012858i,-0.0016521-0.0016132i,-0.0016831-0.0017602i,-0.0015042-0.0025633i,-0.00092534-0.0020575i,-0.00079783-0.00064114i,-0.00025513-0.00026763i,0.00013621-0.0011541i,-0.00011029-0.0011617i,1.3957e-06-0.00030823i,-0.00085294+0.00026263i,-0.0018309+2.6369e-05i
0.00025875+0.0012798i,0.0041041-0.00057432i,0.011991-0.00032092i,0.017671+0.0013827i,0.017359+0.0040968i,0.011823+0.0054485i,0.0069747+0.0033026i,0.0064558+0.00078277i,0.0059464-5.6375e-06i,0.0048383-0.00034916i,0.0026568-0.00059587i,-0.00078466-6.508e-06i,-0.0016264+0.0011409i,-0.00081697+0.0013554i,-0.00077826+0.00088604i,-0.00039706+0.00063918i,0.00073486+0.00038567i,0.00059759-0.00012412i,-0.0001109-0.00031647i,-0.00037626+0.0004759i,-0.00032783+0.0003153i,-9.5208e-06-0.00038406i,0.00064235-0.00049585i
7.5555e-05-0.0032535i,0.00094371-0.0084733i,0.0019882-0.016106i,0.0055765-0.019679i,0.0088231-0.015992i,0.0076036-0.0087416i,0.0048861-0.0039136i,0.0027382-0.0034284i,0.0016986-0.0045584i,0.0019999-0.0047189i,0.00097852-0.0026965i,-0.0001595+1.1804e-05i,-5.4624e-05+0.0013242i,0.00016422+0.0017834i,0.00013828+0.0018348i,-0.0001307+0.0012344i,0.00014896+0.00036997i,0.00040972+0.00052222i,0.00040108+0.001256i,0.00016302+0.00079542i,0.00053062+4.9358e-07i,0.0012639-3.7987e-05i,0.0014534+0.00045745i
-0.0029537-0.0027106i,-0.0079621-0.0050379i,-0.013416-0.01122i,-0.014898-0.015398i,-0.011477-0.014078i,-0.0056349-0.0091021i,-0.0027289-0.0047177i,-0.0030392-0.0036051i,-0.0029792-0.004806i,-0.0026126-0.0044861i,-0.00173-0.0020773i,0.00065741-0.00043417i,0.0018825+0.00048591i,0.0022563+0.00086266i,0.0021982+0.00070791i,0.002285+0.00010923i,0.001951+0.00013649i,0.0012505+0.00016891i,0.001262-2.3184e-05i,0.00097619-0.00018793i,0.0010377+0.00013687i,0.00057186+0.00030013i,0.00010658-0.00016534i
-0.0025051+0.0032492i,-0.0069296+0.0051412i,-0.013892+0.0081278i,-0.019522+0.0097984i,-0.018969+0.0065017i,-0.013315+0.0020778i,-0.0080307+0.0019316i,-0.0056475+0.0030951i,-0.0049069+0.0026398i,-0.0043838+0.0015367i,-0.0025039+1.1374e-05i,0.0002038-0.0012124i,0.0016796-0.0012657i,0.0020405-0.0015159i,0.0021518-0.0019471i,0.00144-0.0021526i,0.00040502-0.001478i,-0.00034816-0.00043284i,-0.00026829-0.00054033i,0.00044782-0.0010717i,0.00096534-0.00017334i,0.00091312+0.00081899i,0.0010168+0.00092442i
0.00057894+0.0008595i,0.00033502+0.0062274i,-0.0010562+0.014979i,-0.0029565+0.021723i,-0.0057551+0.020603i,-0.0058688+0.015187i,-0.0029454+0.010736i,-0.00031041+0.007969i,-1.3345e-05+0.005725i,-0.00086523+0.0036957i,-0.0013286+0.0012849i,-0.0010177-0.0012883i,-0.0010204-0.0023802i,-0.0020072-0.002483i,-0.0016434-0.0021421i,-0.00047137-0.0011665i,-9.6948e-05-0.00025037i,-0.0002512-0.00027395i,-0.00027265-0.0007946i,0.00025425-0.0018186i,0.00040417-0.0014436i,-9.0844e-05+5.5348e-05i,-0.00025588+0.00024723i
0.0045854+0.0017211i,0.010396+0.0030582i,0.018557+0.0057287i,0.023235+0.0095221i,0.018702+0.010894i,0.010041+0.0092023i,0.0065725+0.007201i,0.0070601+0.005325i,0.0061074+0.0032677i,0.0043385+0.0016007i,0.0017224-0.00023817i,-0.0013715-0.0016621i,-0.0027454-0.0011022i,-0.0027873-0.00090294i,-0.0016734-0.00084276i,-0.00096761+5.5429e-05i,-0.00088023+0.00066717i,-0.00024881+0.00063959i,0.00010806+4.5261e-05i,-5.8629e-05-0.00010408i,9.2615e-05-3.267e-05i,0.0002493+7.0339e-05i,0.00012673+8.5641e-05i
0.0030657-0.0036863i,0.0059503-0.0063525i,0.012045-0.011292i,0.017509-0.014702i,0.017564-0.010947i,0.012413-0.0034079i,0.0082769-0.00068851i,0.0062384-0.0026677i,0.005003-0.0040747i,0.0041782-0.0033088i,0.0023482-0.0019295i,0.00047909+0.00017677i,-0.00090443+0.0019798i,-0.0013653+0.0020775i,-0.00091144+0.0018008i,-0.00034949+0.00080498i,4.2447e-05-0.0002216i,0.00026904-0.00011567i,-7.9413e-06-0.00039618i,-4.223e-06-0.00058434i,0.00030335-0.00029719i,0.0011324-0.00018818i,0.0010274-0.00015532i
-0.0027283-0.003385i,-0.0056295-0.0088284i,-0.0088144-0.018283i,-0.0095377-0.023583i,-0.0055445-0.02039i,-0.00033756-0.012329i,0.00064565-0.0074623i,-0.0010842-0.0068315i,-0.0018981-0.0062571i,-0.001161-0.004803i,0.00033831-0.0023772i,0.0012908+0.00070808i,0.0020479+0.0030845i,0.0023094+0.0034685i,0.0020044+0.0025035i,0.0016734+0.0012535i,0.0016754+3.2491e-05i,0.0008676-0.0007962i,-0.00035725-0.00053713i,-0.0001556-0.00014083i,0.00026874+0.00023809i,0.00074958+6.0551e-05i,0.00052876-0.0003041i
-0.0029+0.0025231i,-0.0096169+0.0018108i,-0.017861+0.0013936i,-0.023301-0.00096396i,-0.020702-0.0042314i,-0.012697-0.0048533i,-0.008227-0.0028678i,-0.0071828-0.0010213i,-0.0054711-0.00050048i,-0.0028052-0.0013539i,-0.00023796-0.0015792i,0.0023253-0.0012957i,0.0039836-0.0012546i,0.003874-0.0014415i,0.0026579-0.0013527i,0.0016424-0.0011492i,0.00083813-0.00053934i,-0.00038988-0.00012508i,-0.00076355-0.00030998i,0.00038137+5.9857e-06i,0.0007493+0.00021051i,0.00062597-0.00012341i,0.00037537-0.00068213i
-0.0026226+0.0026523i,-0.0058999+0.0072027i,-0.01175+0.015165i,-0.015174+0.021451i,-0.014255+0.019398i,-0.011122+0.012221i,-0.0070561+0.008368i,-0.004689+0.0076786i,-0.0034855+0.0057212i,-0.0029531+0.0020747i,-0.0013922-0.00074218i,0.00013356-0.0024547i,0.00059876-0.0037036i,0.00042618-0.0036751i,-0.00037261-0.0031795i,-0.0008753-0.0024064i,-0.00041075-0.000715i,-9.44e-05+0.00032684i,-0.00048772+0.0009685i,-3.2796e-05+0.00075357i,0.00033312+3.2136e-05i,-4.582e-05+0.00047173i,-6.9288e-06+2.3831e-05i
0.00024484+0.0026919i,0.0032397+0.0073998i,0.0083252+0.01511i,0.012297+0.019789i,0.010839+0.019417i,0.0053526+0.014604i,0.0031142+0.010647i,0.0040887+0.0090809i,0.0037219+0.0066161i,0.0019098+0.0032783i,-0.0005133+0.00090089i,-0.001473-0.0012695i,-0.0013108-0.0027025i,-0.0014265-0.0026453i,-0.0014675-0.0019344i,-0.0012961-7.9656e-05i,-0.0004668+0.0008003i,0.00019682+0.00054879i,-0.00016642+0.00011589i,0.00056809-0.00040547i,0.00092326-0.0010653i,0.00045877-0.00097681i,7.152e-05-0.0001991i
0.0005301-0.0014671i,0.0065392-0.0025374i,0.015311-0.0038269i,0.023212-0.0047538i,0.022488-0.0021592i,0.014942+0.0021812i,0.0096531+0.004241i,0.0082607+0.0024253i,0.0059249+0.00046431i,0.0023738+0.0011406i,-0.00037108+0.0019785i,-0.0021977+0.0016447i,-0.0030199+0.0013714i,-0.0022645+0.0015642i,-0.00086596+0.0022222i,0.00018283+0.0013436i,0.00088961-0.000479i,0.00065766-0.00055873i,4.1606e-05+4.4798e-05i,5.5694e-05+0.00011385i,0.00085134+0.00051466i,0.00080563+0.00094773i,0.00046398+0.00068798i
-0.00041562-0.0046126i,-0.00054732-0.010232i,0.00028561-0.019071i,0.0011645-0.025558i,0.002967-0.022535i,0.0053992-0.01256i,0.0057561-0.0062773i,0.0034514-0.0056336i,0.0011809-0.0049596i,-0.00017158-0.0022113i,-8.5312e-05+0.0010597i,0.0004621+0.0034322i,-9.0424e-05+0.0038039i,-0.00050078+0.0028289i,0.00029159+0.0010634i,0.0011155-0.00015314i,0.00059172-0.00043643i,-8.1864e-05-0.00042362i,-8.9838e-05-0.0003992i,2.706e-05-0.00071525i,0.0006363-0.00048196i,0.0012609-0.0001535i,0.0010749-0.00010531i
-0.0020979-0.0055077i,-0.0077668-0.0093463i,-0.016765-0.013243i,-0.02409-0.015375i,-0.02252-0.013843i,-0.013537-0.0087724i,-0.0065164-0.0051798i,-0.0049467-0.0047806i,-0.0042809-0.0036444i,-0.0014056-0.0016884i,0.0012875-0.00067192i,0.0020755-0.00017728i,0.001473+0.00021655i,0.0011671+3.6171e-05i,0.0011312-0.00066243i,0.00025196-0.0012012i,-0.0011705-0.0009537i,-0.001585-0.00099589i,-0.00097034-0.0016835i,-0.00053997-0.0014327i,0.0002081-0.00034961i,0.00042818-6.1803e-05i,-0.00054223-0.0013933i
-0.0033352-0.00069476i,-0.0075207+0.0016366i,-0.015747+0.0075401i,-0.021674+0.01455i,-0.019595+0.015087i,-0.013346+0.0086891i,-0.0082325+0.0042574i,-0.005984+0.0035078i,-0.0037983+0.0026174i,-0.00071894+1.7069e-05i,0.00086276-0.0028483i,0.00057459-0.0041772i,0.0018261-0.0035493i,0.0024128-0.0021578i,0.00069485-0.0010709i,-0.00038831-0.00097767i,-0.00055479-0.00040275i,-0.00077921+0.00011597i,-0.0012299-0.00050687i,-0.00099775-0.00061015i,-0.00021601-0.00088211i,-0.000246-0.0010867i,-0.00015134-0.00017689i
-0.0014051+0.0025448i,-0.0010511+0.010678i,0.00024228+0.020617i,0.0034802+0.027523i,0.0052295+0.026286i,0.0023535+0.017863i,-0.00099994+0.011273i,-0.00090039+0.0089923i,0.00028904+0.0049504i,0.00018556+0.00023618i,-0.0013831-0.0023463i,-0.002348-0.0034367i,-0.00221-0.0029221i,-0.0017024-0.0017995i,-0.00087998-0.001146i,3.3617e-05+0.0001743i,0.00028858+0.00072747i,0.00010654+0.00042347i,-0.0011003+0.00015281i,-0.0017328-0.00035621i,-0.00032106-0.0004428i,0.00080399-5.4729e-05i,0.00080226+0.00028902i
0.0032702+0.00027809i,0.0087915+0.0016936i,0.018174+0.0044779i,0.02576+0.0058707i,0.025252+0.0056674i,0.015874+0.0060544i,0.0087079+0.0060487i,0.0077689+0.0048907i,0.0059734+0.0022195i,0.0016107-0.00020005i,-0.0018378-0.00050241i,-0.0036294-0.00033358i,-0.0042174-0.00065674i,-0.0036988-0.00018617i,-0.0018376+0.00096426i,-0.00020819+0.0012749i,0.00072543+0.00068841i,0.0011394-0.00018647i,0.00042293-0.00028619i,-0.00063501+0.00017621i,-0.00074983+0.00012103i,0.00021753-0.00032873i,0.0013306+0.00029854i
0.00077369-0.0031026i,0.0040814-0.0082891i,0.0089636-0.01603i,0.011897-0.022431i,0.01017-0.021993i,0.0070502-0.013518i,0.0061137-0.0048361i,0.0062581-0.0025458i,0.0036074-0.0026845i,0.00011608-0.00079039i,-0.0012773+0.0019075i,-0.0015244+0.0031873i,-0.0016635+0.0031153i,-0.0012336+0.0018646i,-0.00022794+0.00049692i,0.00066781-0.00021562i,0.001184-0.00074697i,0.00071615-0.00097599i,0.00052515-0.00052044i,0.00085967+0.00090213i,0.00080323+0.0012771i,0.00046448+0.00047012i,0.00046564+0.00026632i
-0.00038667-0.0029244i,-0.0017666-0.0089948i,-0.0062563-0.018745i,-0.01309-0.024137i,-0.016373-0.020298i,-0.011705-0.012101i,-0.0040725-0.0066451i,-0.00078655-0.0050419i,-0.00079444-0.0042936i,0.00015765-0.0010905i,0.0020601+0.0022887i,0.0032599+0.0024669i,0.0028534+0.0013167i,0.0019136+0.00082178i,0.0012583-0.00056349i,0.00049628-0.0018798i,-0.00022423-0.0013106i,-0.00027526-0.00057549i,0.000262-0.00050932i,0.00083078-9.6282e-05i,0.0013126+0.00013743i,0.00074184+0.00035092i,0.00021153+0.00043119i
-0.0058311+0.00059273i,-0.012034+0.00032852i,-0.022708+0.0027644i,-0.030083+0.0083742i,-0.026934+0.011138i,-0.017154+0.0079433i,-0.0089224+0.003893i,-0.005911+0.0013929i,-0.0039081+0.00069484i,-0.0003207+0.00099479i,0.0025107-0.00043756i,0.0038401-0.0020438i,0.0035367-0.0015977i,0.0020833-0.00068337i,0.00066066-0.00019186i,-0.00013047+0.00040108i,-0.00097334+0.0003585i,-0.00127-0.00018171i,-0.00068093-1.7621e-05i,0.0003966-0.00076196i,0.00047057-0.0011632i,-0.00045096-0.00084752i,-0.00090559-0.00044878i
-0.0019771+0.003099i,-0.0052179+0.0072518i,-0.0091487+0.017663i,-0.0067888+0.027818i,-0.00085412+0.028543i,0.00099901+0.020076i,-0.00018494+0.011445i,-0.0014311+0.006816i,-0.00035685+0.0040583i,0.0022939+0.00028844i,0.0028983-0.0037446i,0.0011678-0.0053163i,9.9318e-05-0.0037543i,-0.00076945-0.0012301i,-0.0013037-0.00048815i,-0.00076687-0.00028111i,4.3101e-05+8.4453e-05i,0.00052352+0.00050273i,0.00061945+0.00031505i,0.00045091-0.00059661i,0.0003263-0.0017357i,0.00046442-0.0017181i,0.00099249-0.0014056i
