-0.0032704+0.00013026i,-0.0021528-0.00011363i,-0.0033312-0.00050218i,-0.003567+2.2799e-05i,-0.0020581+0.00077346i,-0.00055177+0.0011127i,0.00021159+0.0010805i,0.00080097+0.0007844i,0.0010611+0.00066648i,0.00052009+0.00070161i,0.00033861+0.00029885i,-0.00019457-1.3763e-05i,-0.00042021+0.00011073i,0.00020654+0.00049405i,-0.00028426+0.0011224i,-0.00058993+0.00073503i,1.6396e-05+0.00068253i,-0.0007652+0.00051125i,-0.0011729+0.0001584i,-0.00039809+0.00041907i,-0.00051522+0.00015601i,-0.0006796-0.00024312i,-0.00038533+2.9241e-05i
-0.0018127-0.00074672i,-0.0039072-0.0006136i,-0.0073681+0.0040266i,-0.0089166+0.008621i,-0.0095074+0.0088876i,-0.010372+0.0053258i,-0.014244+0.0024067i,-0.019439-0.00031375i,-0.019418-0.00087069i,-0.012847+0.00081383i,-0.0031865+0.00074491i,0.0035905+0.00014928i,0.0064453+0.00030471i,0.0068025+1.422e-05i,0.0044229-0.00085599i,0.0012081-0.0014079i,-0.0002836-0.0011101i,0.00027896-0.0006225i,0.00054722-0.00041493i,-0.0004778-0.00039886i,-0.00085859-0.00012173i,0.00024823+0.00013268i,0.0012936+0.00015441i
-0.00057855+0.0029866i,0.00071478+0.0032395i,0.0035061+0.0061129i,0.0070004+0.0098306i,0.0079308+0.012033i,0.0052583+0.012436i,-0.00029642+0.015684i,-0.005374+0.020444i,-0.0059946+0.020877i,-0.0027642+0.01429i,0.00056535+0.0033746i,0.0016593-0.0034931i,0.0013039-0.0034117i,0.00049916-0.0026366i,-0.0012235-0.0025327i,-0.0030473-0.00067511i,-0.0029072+0.00072929i,-0.0014075+0.0001909i,-0.00034879-0.00058811i,-0.00041137-0.00013429i,-0.00043445-1.5863e-05i,-5.371e-06-0.0010688i,0.00036164-0.00141i
-0.0043538+0.00030549i,-0.0035017-0.00056461i,-0.00043927+0.00085742i,0.0076492+0.0017475i,0.013862+0.0018911i,0.015119+0.0031614i,0.017389+0.0076573i,0.021128+0.013078i,0.020574+0.013283i,0.013573+0.0083013i,0.0032079+0.0028949i,-0.004773+0.00039641i,-0.0080742+8.7005e-05i,-0.0083801+0.00044659i,-0.006225+0.0013816i,-0.0038672+0.0020301i,-0.0023138+0.0018435i,-0.0010756+0.00095977i,-0.00041288+0.00014531i,-0.00085688+0.00070313i,-0.0014731+0.0018412i,-0.0020757+0.0014412i,-0.0025605+0.00069894i
0.014184-0.0082729i,0.018472-0.0083482i,0.021304-0.016805i,0.012708-0.021536i,0.0057388-0.022977i,0.0039271-0.019487i,0.011032-0.015801i,0.020061-0.017884i,0.020494-0.018513i,0.012054-0.014052i,0.00087608-0.0059354i,-0.0060235+0.000916i,-0.0081454+0.0021789i,-0.0074946+0.0016472i,-0.0044708+0.0019898i,-0.00070756+0.0015564i,0.00055443+0.00071696i,-0.00031484+0.00026958i,-0.0011647-0.0002293i,-0.00084752+0.00014074i,-0.00093212+0.00082762i,-0.00077685+0.00040179i,-0.0010271-9.2627e-05i
0.0029912-0.0028583i,0.0026217-0.0030815i,-0.00052606-0.0051404i,-0.0090654-0.01029i,-0.014078-0.015555i,-0.01226-0.017269i,-0.0092698-0.020464i,-0.0080107-0.024896i,-0.0083396-0.023166i,-0.0080909-0.015464i,-0.0045974-0.004644i,-0.00089126+0.0027741i,0.000968+0.0037568i,0.0022949+0.0026434i,0.0028782+0.001547i,0.0021903-0.00016544i,0.0009038-0.0010674i,0.0010001-0.00043749i,0.0013258+0.00030529i,0.00083147+9.6965e-05i,0.00070489-0.00085098i,0.0012773-0.0010404i,0.0012185-0.00094238i
0.0012323-0.00036116i,0.00091409+0.0024541i,-0.0023793+0.0073979i,-0.010281+0.010203i,-0.016679+0.0072298i,-0.017876+0.0030693i,-0.018961+0.0023729i,-0.022814+0.0025428i,-0.023201+0.0028877i,-0.015115+0.0035784i,-0.0026833+0.0017864i,0.0045654-0.0019833i,0.0072041-0.0043069i,0.0079504-0.004053i,0.0055588-0.0032991i,0.0027095-0.0026993i,0.00026632-0.0014154i,-0.0014075+0.00038624i,-0.001569+0.0013445i,-0.00060066+0.00058773i,0.00044013-0.00089138i,0.0011264-0.0021165i,0.0017642-0.002571i
0.002227-0.002914i,0.002707-0.0014868i,0.0037235+0.0017061i,0.0037354+0.0086111i,0.0014473+0.014396i,-0.0017589+0.015864i,-0.0028952+0.018475i,-0.004298+0.023113i,-0.0039276+0.022802i,0.00076112+0.01465i,0.0034882+0.00175i,0.003147-0.0075885i,0.0032047-0.0087377i,0.0037835-0.0070112i,0.0017416-0.0053689i,-0.00069926-0.0026867i,-0.0013327+6.7776e-05i,-0.00078946+0.0016754i,7.1855e-05+0.0016479i,0.00054514+0.00096062i,0.00011908+0.00027883i,-0.00061032-0.00063034i,-0.00071543-0.0015779i
0.00044772-0.0042135i,0.0012824-0.0041634i,0.0048785-0.0029273i,0.011679+0.00064765i,0.01662+0.0050645i,0.016293+0.0090415i,0.017157+0.011126i,0.021247+0.012042i,0.021732+0.010167i,0.015596+0.0030028i,0.0056404-0.0043523i,-0.0021847-0.0057048i,-0.0043972-0.0030271i,-0.0049034-0.0021982i,-0.0051068-0.0017346i,-0.0041428+0.0004927i,-0.0025127+0.0018171i,-0.0010679+0.0018106i,-0.00042213+0.0012693i,-0.00063486+0.0013345i,-0.0013216+0.0018621i,-0.0018601+0.0018925i,-0.0018993+0.0020526i
0.0013173-0.0010796i,0.0023363-0.0027381i,0.0040329-0.0082161i,0.0072316-0.015013i,0.011034-0.016686i,0.013126-0.010994i,0.015016-0.0064306i,0.019017-0.0098848i,0.018783-0.014533i,0.010678-0.012299i,0.0010687-0.0041859i,-0.0044828+0.0036827i,-0.0066172+0.0067766i,-0.0062955+0.0067264i,-0.0040246+0.0057678i,-0.0013188+0.0034926i,-0.00013443+0.0012643i,-9.3667e-05+0.00062254i,-0.00036504+0.00032366i,-0.0010156+0.0010375i,-0.0006459+0.0025647i,0.00085962+0.0037098i,0.00093318+0.0038176i
0.00083927-0.00074345i,0.00041187-0.0010155i,-0.002585-0.0044043i,-0.0079396-0.010254i,-0.0083733-0.015106i,-0.0034469-0.014987i,0.00020808-0.012509i,7.142e-05-0.015698i,-0.0036609-0.018375i,-0.0071453-0.012006i,-0.0052953-0.00021751i,-0.0021014+0.0071954i,-0.0018474+0.0082873i,-0.0022531+0.0078332i,-0.00067013+0.005988i,0.00095275+0.0027913i,0.00081533+0.0003273i,0.00068899-0.0008254i,-0.00017239-0.00066444i,-0.00053386+0.00068411i,0.00013736+0.0019842i,0.0014369+0.001469i,0.0015814+0.00086615i
-0.0030193-0.0028832i,-0.0049945-0.00074218i,-0.010205+0.0026629i,-0.016503+0.0050791i,-0.02031+0.003106i,-0.018313-0.0034052i,-0.014704-0.0098979i,-0.016442-0.0098308i,-0.018204-0.0031041i,-0.013445+0.0045184i,-0.0061032+0.006616i,-0.0017844+0.004278i,-0.00044796+0.0016407i,0.0016602+0.00085157i,0.0040061+0.0010344i,0.0049859-0.00041166i,0.0040771-0.0014851i,0.0016919-0.0016089i,9.6209e-05-0.003118i,-0.00041671-0.0040169i,-0.00018262-0.0033427i,-0.00055882-0.0031535i,-0.0015403-0.0028766i
0.0025054-0.00072676i,0.0029401-1.008e-05i,0.0022657+0.003695i,-0.0014066+0.011726i,-0.0078398+0.015354i,-0.015061+0.009069i,-0.018836+0.0013624i,-0.018008+0.0031525i,-0.011259+0.011326i,-0.0012489+0.011892i,0.0027505+0.0040369i,0.0018389-0.0024931i,0.0023861-0.0056117i,0.0038927-0.0071193i,0.0036208-0.0066109i,0.0015921-0.003912i,0.00063687-0.0023711i,0.0014447-0.0020402i,0.0022919-0.0016889i,0.0020419-0.0021788i,0.00019412-0.0030675i,-0.0020613-0.0026932i,-0.0026964-0.0013508i
-0.0001732-0.0021924i,0.0013156-0.0011736i,0.0043158+0.0022174i,0.010522+0.0090126i,0.014067+0.014407i,0.0074629+0.015571i,-0.0015414+0.016113i,7.7645e-06+0.017736i,0.0088352+0.014454i,0.01202+0.0049495i,0.0066369-0.0031025i,0.0019717-0.005073i,0.0023573-0.0062339i,0.0015808-0.0078538i,-0.0011517-0.006296i,-0.00207-0.0018087i,-0.001004+0.00074745i,-0.00035545+0.00059664i,-0.00053779+0.00012996i,-0.00061358-0.0012515i,-0.0013549-0.0016242i,-0.0019785+0.00028175i,-0.0010646+0.0017196i
-0.00011247+0.0015651i,0.0016671+0.0010655i,0.0061147-0.0018704i,0.015117-0.0080342i,0.021452-0.012363i,0.022667-0.0038402i,0.023239+0.0099963i,0.025753+0.011303i,0.022589+0.00058149i,0.011411-0.0076543i,0.0033574-0.0075131i,0.0024559-0.0049339i,0.0027352-0.0040513i,-0.00013802-0.0026088i,-0.0041093+0.00034601i,-0.0053233+0.002653i,-0.0028766+0.0036132i,-2.3063e-05+0.002932i,0.0013413+0.001083i,0.0011038+0.00083265i,0.00074124+0.0019414i,0.0020513+0.0012616i,0.002767+0.0005778i
-0.0030052-0.00067818i,-0.0040763-0.0024291i,-0.0061625-0.0083393i,-0.0092508-0.019206i,-0.0058998-0.025953i,0.010842-0.020953i,0.030378-0.01166i,0.032348-0.011196i,0.015835-0.015002i,0.0007267-0.010905i,-0.0013906-0.0040523i,0.00085434-0.0010983i,-0.00068519+0.0013089i,-0.0024271+0.0046175i,-0.0016614+0.0050726i,-0.00071895+0.0030956i,-0.00067363+0.0023009i,-0.00082915+0.003446i,-0.0008074+0.0043881i,-5.4373e-05+0.0045174i,0.0015106+0.0037049i,0.002125+0.0017805i,0.0017444-0.0002109i
0.001392-0.0018004i,-9.9481e-05-0.0018664i,-0.0056032-0.00028311i,-0.015417+0.00090495i,-0.021008-0.0017226i,-0.013403-0.010845i,0.00022682-0.021406i,0.0021335-0.023292i,-0.0061608-0.015299i,-0.0078279-0.0041339i,-0.0041741+0.0012136i,-0.004351+0.0025086i,-0.0057081+0.0062081i,-0.0018001+0.0079594i,0.0026206+0.0045769i,0.0023099+0.00031987i,0.00030093-0.00083661i,-0.0012249+5.8601e-05i,-0.0016788+0.00059688i,-0.00046899+0.0011611i,0.00096086+0.0014704i,0.00081721+0.0011693i,-0.00094751+0.00082445i
0.0019636+0.0034035i,0.0035244+0.004662i,0.0022696+0.0080468i,-0.00055851+0.015088i,-0.0053587+0.020871i,-0.015521+0.017404i,-0.028467+0.0058965i,-0.032028-0.0004011i,-0.020666+0.0036491i,-0.0060327+0.0068275i,-0.0016134+0.0053973i,-0.0039935+0.005361i,-0.0034866+0.0061231i,0.00045666+0.0031386i,0.0022455-0.0012531i,0.0008411-0.0034665i,-0.0017026-0.0027374i,-0.0030797-0.00080966i,-0.0033621+0.00047463i,-0.0037121+0.0012058i,-0.0026883+0.00091777i,-0.0020152+0.0012469i,-0.0013269+0.0015242i
-0.0005849-2.3122e-05i,-7.6341e-05+0.00085291i,0.0041646+0.0027281i,0.011038+0.0079552i,0.014889+0.015197i,0.0039122+0.022618i,-0.017373+0.029095i,-0.024157+0.029904i,-0.010521+0.020764i,0.0021505+0.0077735i,0.0019064+0.0027748i,-0.00085145+0.0041075i,0.0012262+0.0010363i,0.0015848-0.0035816i,-2.6057e-06-0.0036362i,-0.00074864-0.0020389i,-0.0015343-0.0016168i,-0.0024867-0.0014475i,-0.003421-0.0020721i,-0.0038024-0.0026058i,-0.0024475-0.0015629i,-0.0003784-0.00089638i,0.00047026-0.00106i
0.0018021+0.0012645i,0.0018703+0.00040401i,0.0055384-0.00032331i,0.013041-0.0046914i,0.017165-0.011095i,0.014775-0.0075981i,0.012721+0.0068838i,0.014685+0.015554i,0.014676+0.0087897i,0.0080012-0.001256i,0.0038407-0.0032495i,0.0057218-0.0043826i,0.0050547-0.0097313i,0.0007756-0.0093982i,-0.0014802-0.0031798i,6.5154e-05+0.00034187i,0.0013476+0.00043584i,0.0019827-0.00022144i,0.0017591-0.00024634i,0.0007259-0.00082697i,0.00042779-0.0014995i,-5.2319e-05-0.001554i,-3.7713e-05-0.0020276i
0.0025317-0.0023543i,0.0035713-0.0030731i,0.00405-0.0075525i,0.00080509-0.015007i,-0.005892-0.02421i,-0.0049964-0.030862i,0.010055-0.030776i,0.022414-0.026121i,0.015184-0.019421i,0.0029258-0.0089612i,0.0019668-0.0041278i,0.003897-0.0086813i,0.0011562-0.010233i,-0.0021376-0.0048858i,-0.0018319+4.4272e-05i,0.0006374+0.001037i,0.002951+0.00046028i,0.0038745-0.00037373i,0.0028607-0.0014789i,0.0011351-0.0022748i,0.00023182-0.0024024i,-0.00060419-0.0021985i,-0.002046-0.0017866i
-0.0018306+0.0026832i,-0.0028308+0.0023581i,-0.0067592+0.0020755i,-0.014707-0.0011268i,-0.022434-0.0038463i,-0.020382-0.010463i,-0.0080831-0.024954i,0.00084266-0.033435i,-7.7964e-05-0.022518i,9.2524e-05-0.0054912i,0.0025096-0.0013217i,0.00021636-0.0021623i,-0.0019532+0.0020014i,0.0010228+0.0049798i,0.0032546+0.0034993i,0.002027+0.001501i,0.0010893+5.5772e-06i,0.0023078-0.00094579i,0.0039006-0.001101i,0.0030901-0.0008509i,0.0012317-0.00046653i,0.00030861+0.00032186i,0.00069993+0.0015018i
0.00079395-0.0042059i,-0.0010972-0.0036512i,-0.0044083-0.0010344i,-0.0064444+0.0063569i,-0.0026+0.013524i,0.0043215+0.016201i,0.0030708+0.011145i,-0.0042465+0.0026456i,-0.0053217+0.00018398i,-0.00037539+0.00072708i,-0.00020985+0.00065837i,-0.0039124+0.0060899i,-0.0023294+0.012472i,0.0029891+0.0093713i,0.0030351+0.002515i,-0.00050051+0.00027314i,-0.0022142+0.00052486i,-0.0022743+6.2549e-05i,-0.0023203+0.00095066i,-0.0023128+0.002284i,-0.0011962+0.0019431i,0.00079219+0.0016221i,0.0016727+0.001156i
-0.00054751+0.0032821i,-0.00067035+0.0045712i,0.00046663+0.0072586i,0.0067025+0.0093674i,0.019603+0.0085037i,0.031136+0.010627i,0.028925+0.020692i,0.016632+0.025913i,0.0083947+0.016642i,0.0036549+0.0030905i,-0.0021429-2.3167e-05i,-0.0027934+0.0058742i,0.0022273+0.0085611i,0.0041595+0.003456i,0.0017445-0.0013061i,-0.00085937+0.00013957i,-0.0026851+0.0024798i,-0.0033884+0.0033402i,-0.0026548+0.0030157i,-0.00055531+0.0022494i,0.0016643+0.0019905i,0.0023256+0.00097122i,0.0023128-0.00084304i
0.0014623+0.001402i,0.0018286+0.0020921i,0.0037605+0.0035563i,0.0080525+0.0010284i,0.01218-0.005676i,0.01326-0.0089666i,0.014698+0.00042852i,0.015459+0.012606i,0.010057+0.0098761i,6.2708e-05+0.0015372i,-0.0043551+0.00075633i,-0.0011556+0.00027608i,0.00023036-0.0041742i,-0.0026713-0.005357i,-0.0040862-0.0029455i,-0.0026754-0.0014647i,-0.0019505+0.00014259i,-0.0027066+0.0028935i,-0.0024191+0.0046699i,-0.00077731+0.0047986i,5.4752e-05+0.0032858i,-0.00056976+0.0007984i,-0.00086936-0.00046751i
0.0018696+0.00032255i,0.001716-0.00025212i,0.0032464-0.0016424i,0.0024824-0.002699i,-0.0092017-0.0013482i,-0.02643+4.4855e-05i,-0.029385+0.001662i,-0.014804+0.0025793i,-0.0042756+0.001762i,-0.0027704+0.0032423i,-0.00020676+0.002426i,0.0015622-0.0057766i,-0.0023876-0.011472i,-0.0055207-0.0075792i,-0.0039811-0.0014111i,-0.0021795+0.00024689i,-0.0013077-0.00014064i,-0.00025667+0.00087723i,0.00027385+0.00045383i,-0.00028847-0.0012092i,-0.00073649-0.0010551i,-0.00066225+0.00086426i,-0.00099217+0.0023333i
0.0044641-0.0023597i,0.0068846-0.0055011i,0.0078105-0.0094097i,0.0043987-0.008882i,-0.0058146+0.0010864i,-0.021574+0.016217i,-0.030434+0.018286i,-0.024328+0.0081285i,-0.010834+0.0015949i,0.0015712+0.00174i,0.0079199-0.000698i,0.0047545-0.0060956i,-0.0019174-0.0053036i,-0.0033588+8.073e-05i,-0.0018591+0.0023488i,-0.00034633+0.0008769i,0.00076509-0.0010954i,0.001459-0.0013457i,0.0015654-0.00021355i,-0.00010133+0.0011333i,-0.0018482+0.001724i,-0.0019798+0.0019178i,-0.00064946+0.0021216i
0.0013037+0.00076934i,-0.00057888+0.00020684i,-0.004328-0.0016716i,-0.0052079-0.005691i,0.0009382-0.0079823i,0.010622-0.0035666i,0.01155-0.0015787i,0.0024458-0.005266i,-0.00030854-0.0059306i,0.0053961-0.005821i,0.0075974-0.0063718i,0.004551-0.0010317i,0.0039836+0.005418i,0.0060268+0.0046546i,0.005535+0.00093205i,0.0039389-0.0010831i,0.003015-0.0016892i,0.0011898-0.0027325i,-0.00081573-0.0030364i,-0.0015081-0.0016494i,-0.00035985-0.00041386i,0.00060382-0.00077512i,0.0003052-0.0015896i
-0.00031155-0.00086002i,-0.0019292+0.0003098i,-0.0070143+9.8069e-06i,-0.01142-0.0039166i,-0.0061425-0.019459i,0.010466-0.040635i,0.01932-0.046189i,0.011457-0.033244i,0.0013887-0.018458i,-0.00314-0.011331i,-0.0054874-0.0058198i,-0.0028553+0.004134i,0.0042378+0.0094994i,0.0076627+0.0042749i,0.005353-0.0018963i,0.0026228-0.0027286i,0.0018777-0.0015868i,0.0011046-0.00091799i,0.00041072-0.00061865i,0.0016972-0.0012163i,0.0018234-0.0020738i,-9.701e-05-0.002594i,-0.0014528-0.0036622i
-0.0022808-0.00048337i,-0.0026051+0.0027557i,-0.0024798+0.010075i,-0.0033762+0.015277i,-0.0091891+0.0054382i,-0.014385-0.018321i,-0.011527-0.030228i,-0.0055274-0.021791i,-0.004094-0.0089885i,-0.0083505+0.00056386i,-0.010476+0.0072335i,-0.0050155+0.0091247i,0.00086333+0.0053713i,0.0013107+0.00013034i,6.8068e-05-0.0028243i,-0.0014638-0.0025327i,-0.0028149-0.0012446i,-0.003419+6.8276e-05i,-0.0031834+0.00030745i,-0.0031137-0.00058578i,-0.0036693-0.0014778i,-0.003919-0.0024721i,-0.0035372-0.0025711i
-0.00033651-0.00084914i,0.0015091-0.00079217i,0.0077996+0.0033986i,0.018022+0.015097i,0.017051+0.030818i,0.0021441+0.040246i,-0.005169+0.038422i,0.0024374+0.027286i,0.0082153+0.014334i,0.0055712+0.010042i,0.0023304+0.0091891i,-0.0016718+0.002277i,-0.0075522-0.0034841i,-0.0092375-0.0031416i,-0.006912-5.8489e-05i,-0.0058966+0.0024274i,-0.00489+0.0040603i,-0.0014914+0.0041365i,0.0010355+0.0024295i,0.00089614+9.9711e-05i,-0.00056384-0.001147i,-0.00093641-0.00036564i,4.6481e-06+0.00093516i
-0.0012934+0.0025223i,0.00011968+0.0020469i,0.0075007-0.0005376i,0.021463-0.0020398i,0.036669+0.0096485i,0.043328+0.037416i,0.043301+0.051818i,0.039212+0.03551i,0.028424+0.01144i,0.018522+0.00049415i,0.011757-0.0052372i,0.0012762-0.01067i,-0.0082012-0.0084058i,-0.0098422-0.00015122i,-0.0062362+0.0050259i,-0.0026643+0.0053684i,-0.0012096+0.0043607i,0.00049752+0.0039222i,0.0014289+0.0044984i,0.00064169+0.0052165i,0.00091031+0.0051251i,0.0027482+0.0030436i,0.0052469+0.0015108i
-0.0013834-0.0021058i,-0.0024231-0.0044349i,-0.0060639-0.012222i,-0.0070179-0.026329i,0.0046376-0.036908i,0.026071-0.030726i,0.03783-0.019128i,0.031007-0.014748i,0.014762-0.014402i,0.0056423-0.015041i,0.0035438-0.016747i,0.00019408-0.01431i,-0.0020117-0.0061497i,-0.0010766+0.00046402i,0.00065653+0.0029741i,0.0019615+0.0029105i,0.0026891+0.0018594i,0.0036064+0.00082065i,0.0040467-7.538e-05i,0.0043583-0.00099657i,0.004899-0.00033369i,0.0055921+0.00049931i,0.0059793+6.4697e-05i
0.0020584+0.0033454i,-0.0017945+0.003689i,-0.014981+0.0018747i,-0.039793-0.0066777i,-0.060389-0.028105i,-0.060683-0.049875i,-0.048766-0.051408i,-0.035982-0.032537i,-0.023907-0.01178i,-0.014895-0.0040249i,-0.0083042-0.0025477i,0.00078242+0.0008288i,0.0095572+0.0010026i,0.010258-0.0020979i,0.0061608-0.0043305i,0.0036416-0.0057444i,0.0020058-0.0061247i,0.00098581-0.0047265i,0.0019774-0.0014129i,0.003262+0.0015229i,0.0027226+0.0019228i,0.00055686+0.00070212i,-0.0010146-0.0005542i
0.0016184-1.4169e-05i,0.00036903+0.0031836i,-0.0062468+0.012571i,-0.021886+0.028113i,-0.046288+0.035498i,-0.07037+0.023811i,-0.076405+0.014121i,-0.058422+0.019035i,-0.029205+0.023924i,-0.010048+0.021137i,-0.001715+0.018364i,0.0062652+0.015249i,0.011744+0.0059335i,0.0098566-0.004645i,0.0040279-0.0091544i,-0.00043254-0.0079299i,-0.002973-0.0053653i,-0.005008-0.0033348i,-0.0057049-0.0018385i,-0.005247-0.0017603i,-0.0043595-0.0021861i,-0.0047889-0.0013246i,-0.0065858+0.00040127i
-0.0037122+0.0012908i,-0.0010156+0.0034455i,0.0097948+0.011865i,0.033287+0.028202i,0.048187+0.047231i,0.036461+0.058646i,0.015874+0.058343i,0.0086343+0.046648i,0.013259+0.027842i,0.015798+0.015059i,0.012445+0.012192i,0.0083054+0.010337i,0.0045051+0.0054891i,0.0010428+0.00062934i,-0.0014174-0.0018098i,-0.0035122-0.00078277i,-0.0050717+0.0018022i,-0.0048599+0.0026152i,-0.0026064+0.0027274i,-0.0014519+0.0029834i,-0.0025717+0.0026925i,-0.0034455+0.0018193i,-0.0037084+0.0020882i
0.00012404+0.00058778i,0.004338-0.0026861i,0.022143-0.013575i,0.058554-0.02736i,0.096651-0.030315i,0.11035-0.020004i,0.093783-0.010667i,0.062912-0.012152i,0.033918-0.017984i,0.015551-0.018135i,0.0042855-0.012984i,-0.0047469-0.005188i,-0.0090726+0.0036325i,-0.0063239+0.0086307i,-0.0014335+0.0086628i,0.00085888+0.0067991i,0.0024697+0.0056654i,0.0025065+0.0051757i,-0.00053748+0.0043479i,-0.0033084+0.0026323i,-0.0034677+0.00080711i,-0.0019406-3.4901e-05i,-2.0664e-05-0.001592i
0.0015679-0.0009818i,0.0023949-0.0050207i,0.00069434-0.019542i,0.00040083-0.050335i,0.007797-0.083911i,0.021417-0.092694i,0.027962-0.079843i,0.016807-0.063072i,-0.0033813-0.042912i,-0.014812-0.024661i,-0.01606-0.01567i,-0.016308-0.0094838i,-0.01407+0.00022972i,-0.0061823+0.007383i,0.0013649+0.0088262i,0.0053937+0.0069874i,0.0058692+0.0035984i,0.0050836+0.00046968i,0.0046771-0.0020173i,0.0037037-0.0031261i,0.0033115-0.0028098i,0.0037473-0.0027378i,0.003576-0.0036819i
-0.0019493+0.0020477i,-0.0036172+0.0035123i,-0.021543+0.005505i,-0.060806+0.0058531i,-0.10016+0.00021436i,-0.10344-0.011402i,-0.074947-0.018914i,-0.046615-0.017226i,-0.030409-0.0064084i,-0.020581+0.0050198i,-0.01314+0.0059062i,-0.008649+0.0004859i,-0.0055271-0.0017736i,-0.0014569-0.00035186i,0.001729+0.00021291i,0.0026518-0.0015995i,0.0018776-0.0038643i,1.6925e-05-0.0041486i,-0.0013482-0.0022177i,-0.0014985-0.00014011i,-0.0015349+0.00053702i,-0.0018939-0.0001596i,-0.0012821-0.0011212i
-0.0026016-0.00047177i,-0.005798+0.0061901i,-0.015534+0.029751i,-0.036137+0.073652i,-0.063417+0.11113i,-0.073366+0.11362i,-0.052408+0.086541i,-0.021729+0.053277i,-0.00027925+0.03144i,0.010838+0.021971i,0.014257+0.013748i,0.011859+0.0032171i,0.005191-0.0047147i,-0.0011372-0.0075294i,-0.0046819-0.0069359i,-0.0062778-0.0053318i,-0.0063422-0.003431i,-0.0050398-0.0010678i,-0.0026456-0.00041478i,-0.00026697-0.0016158i,0.00070459-0.0015912i,0.00054307+3.8455e-05i,0.00047234+0.0024289i
0.0009966-0.00037774i,0.0027941+0.0018576i,0.01544+0.014024i,0.042667+0.042863i,0.068364+0.072718i,0.071258+0.077914i,0.056298+0.058871i,0.042468+0.034423i,0.035369+0.011684i,0.029696-0.0035907i,0.023208-0.0065705i,0.017132-0.0053259i,0.0096915-0.0068632i,-0.00011342-0.0084688i,-0.0075653-0.0062044i,-0.0091326-0.0021883i,-0.0073815+0.00086107i,-0.0046925+0.0035066i,-0.0019001+0.0051608i,0.00048934+0.0061185i,0.0010502+0.0059562i,0.00032804+0.0047179i,0.00095734+0.0039121i
0.00073648+8.9978e-05i,0.0012832-0.0033959i,0.014438-0.019074i,0.050918-0.052554i,0.09539-0.087758i,0.10168-0.092146i,0.066669-0.063488i,0.034505-0.03365i,0.017722-0.022145i,0.0047845-0.021305i,-0.0019813-0.014531i,0.0013488-0.0052842i,0.0058476-0.0018124i,0.0038347-0.00068066i,-0.00053321+0.0015343i,-0.0013579+0.0039358i,0.00039778+0.0050604i,0.0019933+0.0038027i,0.002456+0.0016412i,0.001363-0.00096368i,0.00023104-0.0025355i,0.00022755-0.0027944i,0.00033259-0.0024259i
-0.00016791-0.00027409i,-0.0054205-0.006843i,-0.014145-0.034501i,-0.027777-0.089293i,-0.038734-0.14129i,-0.038309-0.13961i,-0.033025-0.085631i,-0.026574-0.032212i,-0.021261-0.0069754i,-0.020835+0.00026176i,-0.018557+0.0036165i,-0.010728+0.0060804i,-0.0022343+0.0054447i,0.0041563+0.0035225i,0.008152+0.0013675i,0.0076498-0.00060756i,0.0053533-0.0017616i,0.0038937-0.0023666i,0.0037336-0.0020023i,0.0041558-0.00017874i,0.0033024+0.00075762i,0.0010428-0.00075295i,-0.0017598-0.003157i
-0.00014597-0.0013616i,-0.0054267-0.0013029i,-0.027381-0.002376i,-0.073434-0.0022389i,-0.11607+0.0033438i,-0.11279+0.013654i,-0.068081+0.023496i,-0.028235+0.025538i,-0.011659+0.024224i,-0.0055152+0.022342i,-0.003942+0.014747i,-0.0061641+0.0077265i,-0.0047669+0.0062379i,0.0022986+0.0042331i,0.0077142-0.0014428i,0.0065427-0.0055405i,0.0029808-0.0065955i,0.00040994-0.0058506i,-0.0027863-0.0024372i,-0.0051044-0.00074552i,-0.0050362-0.0019125i,-0.0043382-0.0020564i,-0.0037009-0.00098693i
0.0012213-0.00098287i,0.0028102+0.0018506i,0.0040538+0.023994i,-0.00022443+0.07705i,-0.0057484+0.1378i,0.0029505+0.14518i,0.020026+0.089918i,0.022978+0.035225i,0.018525+0.015291i,0.019553+0.0083127i,0.014227-0.0013571i,0.0020011-0.0033083i,-0.003662+0.0023729i,-0.0021254+0.0034422i,-0.00076711-0.00034778i,-0.0024108-0.0029645i,-0.0048726-0.0025594i,-0.0047575-0.00045986i,-0.0011663+0.00032909i,0.0011108+0.00068754i,0.0020741+0.001824i,0.0030837+0.0033194i,0.0029888+0.0033112i
0.0012001-0.0013754i,0.0085007+0.0016049i,0.036653+0.014943i,0.09112+0.044764i,0.14096+0.070435i,0.13513+0.056195i,0.080647+0.012715i,0.032149-0.015726i,0.013132-0.02074i,0.0087954-0.020216i,0.0035469-0.016072i,-0.0004627-0.0065852i,-0.0012274+0.0010462i,-0.0032569+0.0032956i,-0.0043003+0.0046458i,-0.0033722+0.0053769i,-0.0015729+0.0052802i,0.001231+0.0054923i,0.0010142+0.0066049i,-0.002202+0.0072189i,-0.0028422+0.0052217i,0.00027407+0.0028076i,0.003527+0.0010178i
